game,2014,6,20141012,201410120crd,was,"Washington Redskins",20,crd,"Arizona Cardinals",30
player,201410120crd,was,RobeAn00,punt_ret_yds_per_ret,12.0,,,,,
player,201410120crd,was,RobeAn00,punt_ret_td,0,,,,,
player,201410120crd,was,RobeAn00,punt_ret_long,12,,,,,
player,201410120crd,crd,GinnTe00,kick_ret,1,,,,,
player,201410120crd,crd,GinnTe00,kick_ret_yds,21,,,,,
player,201410120crd,crd,GinnTe00,kick_ret_yds_per_ret,21.0,,,,,
player,201410120crd,crd,GinnTe00,kick_ret_td,0,,,,,
player,201410120crd,crd,GinnTe00,kick_ret_long,21,,,,,
player,201410120crd,crd,GinnTe00,punt_ret,3,,,,,
player,201410120crd,crd,GinnTe00,punt_ret_yds,37,,,,,
player,201410120crd,crd,GinnTe00,punt_ret_yds_per_ret,12.3,,,,,
player,201410120crd,crd,GinnTe00,punt_ret_td,0,,,,,
player,201410120crd,crd,GinnTe00,punt_ret_long,14,,,,,
player,201410120crd,was,ForbKa00,xpm,2,,,,,
player,201410120crd,was,ForbKa00,xpa,2,,,,,
player,201410120crd,was,ForbKa00,fgm,2,,,,,
player,201410120crd,was,ForbKa00,fga,2,,,,,
player,201410120crd,was,ForbKa00,punt,0,,,,,
player,201410120crd,was,ForbKa00,punt_yds,0,,,,,
player,201410120crd,was,ForbKa00,punt_yds_per_punt,,,,,,
player,201410120crd,was,ForbKa00,punt_long,0,,,,,
player,201410120crd,was,WayxTr00,xpm,,,,,,
player,201410120crd,was,WayxTr00,xpa,,,,,,
player,201410120crd,was,WayxTr00,fgm,,,,,,
player,201410120crd,was,WayxTr00,fga,,,,,,
player,201410120crd,was,WayxTr00,punt,5,,,,,
player,201410120crd,was,WayxTr00,punt_yds,237,,,,,
player,201410120crd,was,WayxTr00,punt_yds_per_punt,47.4,,,,,
player,201410120crd,was,WayxTr00,punt_long,58,,,,,
player,201410120crd,crd,CataCh00,xpm,3,,,,,
player,201410120crd,crd,CataCh00,xpa,3,,,,,
player,201410120crd,crd,CataCh00,fgm,3,,,,,
player,201410120crd,crd,CataCh00,fga,3,,,,,
player,201410120crd,crd,CataCh00,punt,0,,,,,
player,201410120crd,crd,CataCh00,punt_yds,0,,,,,
player,201410120crd,crd,CataCh00,punt_yds_per_punt,,,,,,
player,201410120crd,crd,CataCh00,punt_long,0,,,,,
player,201410120crd,crd,ButlDr00,xpm,,,,,,
player,201410120crd,crd,ButlDr00,xpa,,,,,,
player,201410120crd,crd,ButlDr00,fgm,,,,,,
player,201410120crd,crd,ButlDr00,fga,,,,,,
player,201410120crd,crd,ButlDr00,punt,7,,,,,
player,201410120crd,crd,ButlDr00,punt_yds,270,,,,,
player,201410120crd,crd,ButlDr00,punt_yds_per_punt,38.6,,,,,
player,201410120crd,crd,ButlDr00,punt_long,53,,,,,
player,201410120crd,crd,MassBo00,pos,T,,,,,
player,201410120crd,crd,MassBo00,offense,70,,,,,
player,201410120crd,crd,MassBo00,off_pct,100%,,,,,
player,201410120crd,crd,MassBo00,defense,0,,,,,
player,201410120crd,crd,MassBo00,def_pct,0%,,,,,
player,201410120crd,crd,MassBo00,special_teams,6,,,,,
player,201410120crd,crd,MassBo00,st_pct,18%,,,,,
player,201410120crd,crd,LarsTe20,pos,G,,,,,
player,201410120crd,crd,LarsTe20,offense,70,,,,,
player,201410120crd,crd,LarsTe20,off_pct,100%,,,,,
player,201410120crd,crd,LarsTe20,defense,0,,,,,
player,201410120crd,crd,LarsTe20,def_pct,0%,,,,,
player,201410120crd,crd,LarsTe20,special_teams,6,,,,,
player,201410120crd,crd,LarsTe20,st_pct,18%,,,,,
player,201410120crd,crd,FanaPa20,pos,G,,,,,
player,201410120crd,crd,FanaPa20,offense,70,,,,,
player,201410120crd,crd,FanaPa20,off_pct,100%,,,,,
player,201410120crd,crd,FanaPa20,defense,0,,,,,
player,201410120crd,crd,FanaPa20,def_pct,0%,,,,,
player,201410120crd,crd,FanaPa20,special_teams,6,,,,,
player,201410120crd,crd,FanaPa20,st_pct,18%,,,,,
player,201410120crd,crd,VeldJa20,pos,T,,,,,
player,201410120crd,crd,VeldJa20,offense,70,,,,,
player,201410120crd,crd,VeldJa20,off_pct,100%,,,,,
player,201410120crd,crd,VeldJa20,defense,0,,,,,
player,201410120crd,crd,VeldJa20,def_pct,0%,,,,,
player,201410120crd,crd,VeldJa20,special_teams,6,,,,,
player,201410120crd,crd,VeldJa20,st_pct,18%,,,,,
player,201410120crd,crd,SendLy20,pos,C,,,,,
player,201410120crd,crd,SendLy20,offense,70,,,,,
player,201410120crd,crd,SendLy20,off_pct,100%,,,,,
player,201410120crd,crd,SendLy20,defense,0,,,,,
player,201410120crd,crd,SendLy20,def_pct,0%,,,,,
player,201410120crd,crd,SendLy20,special_teams,0,,,,,
player,201410120crd,crd,SendLy20,st_pct,0%,,,,,
player,201410120crd,crd,PalmCa00,pos,QB,,,,,
player,201410120crd,crd,PalmCa00,offense,70,,,,,
player,201410120crd,crd,PalmCa00,off_pct,100%,,,,,
player,201410120crd,crd,PalmCa00,defense,0,,,,,
player,201410120crd,crd,PalmCa00,def_pct,0%,,,,,
player,201410120crd,crd,PalmCa00,special_teams,0,,,,,
player,201410120crd,crd,PalmCa00,st_pct,0%,,,,,
player,201410120crd,crd,FitzLa00,pos,WR,,,,,
player,201410120crd,crd,FitzLa00,offense,66,,,,,
player,201410120crd,crd,FitzLa00,off_pct,94%,,,,,
player,201410120crd,crd,FitzLa00,defense,0,,,,,
player,201410120crd,crd,FitzLa00,def_pct,0%,,,,,
player,201410120crd,crd,FitzLa00,special_teams,1,,,,,
player,201410120crd,crd,FitzLa00,st_pct,3%,,,,,
player,201410120crd,crd,CarlJo00,pos,TE,,,,,
player,201410120crd,crd,CarlJo00,offense,60,,,,,
player,201410120crd,crd,CarlJo00,off_pct,86%,,,,,
player,201410120crd,crd,CarlJo00,defense,0,,,,,
player,201410120crd,crd,CarlJo00,def_pct,0%,,,,,
player,201410120crd,crd,CarlJo00,special_teams,7,,,,,
player,201410120crd,crd,CarlJo00,st_pct,21%,,,,,
player,201410120crd,crd,FloyMi00,pos,WR,,,,,
player,201410120crd,crd,FloyMi00,offense,59,,,,,
player,201410120crd,crd,FloyMi00,off_pct,84%,,,,,
player,201410120crd,crd,FloyMi00,defense,0,,,,,
player,201410120crd,crd,FloyMi00,def_pct,0%,,,,,
player,201410120crd,crd,FloyMi00,special_teams,1,,,,,
player,201410120crd,crd,FloyMi00,st_pct,3%,,,,,
player,201410120crd,crd,ElliAn00,pos,RB,,,,,
player,201410120crd,crd,ElliAn00,offense,53,,,,,
player,201410120crd,crd,ElliAn00,off_pct,76%,,,,,
player,201410120crd,crd,ElliAn00,defense,0,,,,,
player,201410120crd,crd,ElliAn00,def_pct,0%,,,,,
player,201410120crd,crd,ElliAn00,special_teams,0,,,,,
player,201410120crd,crd,ElliAn00,st_pct,0%,,,,,
player,201410120crd,crd,BrowJo02,pos,WR,,,,,
player,201410120crd,crd,BrowJo02,offense,34,,,,,
player,201410120crd,crd,BrowJo02,off_pct,49%,,,,,
player,201410120crd,crd,BrowJo02,defense,0,,,,,
player,201410120crd,crd,BrowJo02,def_pct,0%,,,,,
player,201410120crd,crd,BrowJo02,special_teams,0,,,,,
player,201410120crd,crd,BrowJo02,st_pct,0%,,,,,
player,201410120crd,crd,HousRo01,pos,TE,,,,,
player,201410120crd,crd,HousRo01,offense,31,,,,,
player,201410120crd,crd,HousRo01,off_pct,44%,,,,,
player,201410120crd,crd,HousRo01,defense,0,,,,,
player,201410120crd,crd,HousRo01,def_pct,0%,,,,,
player,201410120crd,crd,HousRo01,special_teams,13,,,,,
player,201410120crd,crd,HousRo01,st_pct,38%,,,,,
player,201410120crd,crd,TaylSt00,pos,RB,,,,,
player,201410120crd,crd,TaylSt00,offense,14,,,,,
player,201410120crd,crd,TaylSt00,off_pct,20%,,,,,
player,201410120crd,crd,TaylSt00,defense,0,,,,,
player,201410120crd,crd,TaylSt00,def_pct,0%,,,,,
player,201410120crd,crd,TaylSt00,special_teams,16,,,,,
player,201410120crd,crd,TaylSt00,st_pct,47%,,,,,
player,201410120crd,crd,HughRo00,pos,RB,,,,,
player,201410120crd,crd,HughRo00,offense,11,,,,,
player,201410120crd,crd,HughRo00,off_pct,16%,,,,,
player,201410120crd,crd,HughRo00,defense,0,,,,,
player,201410120crd,crd,HughRo00,def_pct,0%,,,,,
player,201410120crd,crd,HughRo00,special_teams,24,,,,,
player,201410120crd,crd,HughRo00,st_pct,71%,,,,,
player,201410120crd,crd,GinnTe00,pos,WR,,,,,
player,201410120crd,crd,GinnTe00,offense,11,,,,,
player,201410120crd,crd,GinnTe00,off_pct,16%,,,,,
player,201410120crd,crd,GinnTe00,defense,0,,,,,
player,201410120crd,crd,GinnTe00,def_pct,0%,,,,,
player,201410120crd,crd,GinnTe00,special_teams,10,,,,,
player,201410120crd,crd,GinnTe00,st_pct,29%,,,,,
player,201410120crd,crd,FellDa01,pos,TE,,,,,
player,201410120crd,crd,FellDa01,offense,7,,,,,
player,201410120crd,crd,FellDa01,off_pct,10%,,,,,
player,201410120crd,crd,FellDa01,defense,0,,,,,
player,201410120crd,crd,FellDa01,def_pct,0%,,,,,
player,201410120crd,crd,FellDa01,special_teams,5,,,,,
player,201410120crd,crd,FellDa01,st_pct,15%,,,,,
player,201410120crd,crd,BrowJa03,pos,WR,,,,,
player,201410120crd,crd,BrowJa03,offense,4,,,,,
player,201410120crd,crd,BrowJa03,off_pct,6%,,,,,
player,201410120crd,crd,BrowJa03,defense,0,,,,,
player,201410120crd,crd,BrowJa03,def_pct,0%,,,,,
player,201410120crd,crd,BrowJa03,special_teams,24,,,,,
player,201410120crd,crd,BrowJa03,st_pct,71%,,,,,
player,201410120crd,crd,JohnRa98,pos,FS,,,,,
player,201410120crd,crd,JohnRa98,offense,0,,,,,
player,201410120crd,crd,JohnRa98,off_pct,0%,,,,,
player,201410120crd,crd,JohnRa98,defense,60,,,,,
player,201410120crd,crd,JohnRa98,def_pct,100%,,,,,
player,201410120crd,crd,JohnRa98,special_teams,18,,,,,
player,201410120crd,crd,JohnRa98,st_pct,53%,,,,,
player,201410120crd,crd,FootLa20,pos,LB,,,,,
player,201410120crd,crd,FootLa20,offense,0,,,,,
player,201410120crd,crd,FootLa20,off_pct,0%,,,,,
player,201410120crd,crd,FootLa20,defense,60,,,,,
player,201410120crd,crd,FootLa20,def_pct,100%,,,,,
player,201410120crd,crd,FootLa20,special_teams,4,,,,,
player,201410120crd,crd,FootLa20,st_pct,12%,,,,,
player,201410120crd,crd,PetePa00,pos,CB,,,,,
player,201410120crd,crd,PetePa00,offense,0,,,,,
player,201410120crd,crd,PetePa00,off_pct,0%,,,,,
player,201410120crd,crd,PetePa00,defense,60,,,,,
player,201410120crd,crd,PetePa00,def_pct,100%,,,,,
player,201410120crd,crd,PetePa00,special_teams,4,,,,,
player,201410120crd,crd,PetePa00,st_pct,12%,,,,,
player,201410120crd,crd,CromAn20,pos,CB,,,,,
player,201410120crd,crd,CromAn20,offense,0,,,,,
player,201410120crd,crd,CromAn20,off_pct,0%,,,,,
player,201410120crd,crd,CromAn20,defense,59,,,,,
player,201410120crd,crd,CromAn20,def_pct,98%,,,,,
player,201410120crd,crd,CromAn20,special_teams,5,,,,,
player,201410120crd,crd,CromAn20,st_pct,15%,,,,,
player,201410120crd,crd,KellTo21,pos,DT,,,,,
player,201410120crd,crd,KellTo21,offense,0,,,,,
player,201410120crd,crd,KellTo21,off_pct,0%,,,,,
player,201410120crd,crd,KellTo21,defense,55,,,,,
player,201410120crd,crd,KellTo21,def_pct,92%,,,,,
player,201410120crd,crd,KellTo21,special_teams,4,,,,,
player,201410120crd,crd,KellTo21,st_pct,12%,,,,,
player,201410120crd,crd,OkafAl00,pos,LB,,,,,
player,201410120crd,crd,OkafAl00,offense,0,,,,,
player,201410120crd,crd,OkafAl00,off_pct,0%,,,,,
player,201410120crd,crd,OkafAl00,defense,54,,,,,
player,201410120crd,crd,OkafAl00,def_pct,90%,,,,,
player,201410120crd,crd,OkafAl00,special_teams,4,,,,,
player,201410120crd,crd,OkafAl00,st_pct,12%,,,,,
player,201410120crd,crd,PoweJe99,pos,CB,,,,,
player,201410120crd,crd,PoweJe99,offense,0,,,,,
player,201410120crd,crd,PoweJe99,off_pct,0%,,,,,
player,201410120crd,crd,PoweJe99,defense,48,,,,,
player,201410120crd,crd,PoweJe99,def_pct,80%,,,,,
player,201410120crd,crd,PoweJe99,special_teams,12,,,,,
player,201410120crd,crd,PoweJe99,st_pct,35%,,,,,
player,201410120crd,crd,BucaDe00,pos,SS,,,,,
player,201410120crd,crd,BucaDe00,offense,0,,,,,
player,201410120crd,crd,BucaDe00,off_pct,0%,,,,,
player,201410120crd,crd,BucaDe00,defense,48,,,,,
player,201410120crd,crd,BucaDe00,def_pct,80%,,,,,
player,201410120crd,crd,BucaDe00,special_teams,7,,,,,
player,201410120crd,crd,BucaDe00,st_pct,21%,,,,,
player,201410120crd,crd,MathTy00,pos,FS,,,,,
player,201410120crd,crd,MathTy00,offense,0,,,,,
player,201410120crd,crd,MathTy00,off_pct,0%,,,,,
player,201410120crd,crd,MathTy00,defense,48,,,,,
player,201410120crd,crd,MathTy00,def_pct,80%,,,,,
player,201410120crd,crd,MathTy00,special_teams,1,,,,,
player,201410120crd,crd,MathTy00,st_pct,3%,,,,,
player,201410120crd,crd,AchoSa00,pos,LB,,,,,
player,201410120crd,crd,AchoSa00,offense,0,,,,,
player,201410120crd,crd,AchoSa00,off_pct,0%,,,,,
player,201410120crd,crd,AchoSa00,defense,44,,,,,
player,201410120crd,crd,AchoSa00,def_pct,73%,,,,,
player,201410120crd,crd,AchoSa00,special_teams,21,,,,,
player,201410120crd,crd,AchoSa00,st_pct,62%,,,,,
player,201410120crd,crd,StinEd00,pos,DT,,,,,
player,201410120crd,crd,StinEd00,offense,0,,,,,
player,201410120crd,crd,StinEd00,off_pct,0%,,,,,
player,201410120crd,crd,StinEd00,defense,34,,,,,
player,201410120crd,crd,StinEd00,def_pct,57%,,,,,
player,201410120crd,crd,StinEd00,special_teams,3,,,,,
player,201410120crd,crd,StinEd00,st_pct,9%,,,,,
player,201410120crd,crd,RuckFr99,pos,DT,,,,,
player,201410120crd,crd,RuckFr99,offense,0,,,,,
player,201410120crd,crd,RuckFr99,off_pct,0%,,,,,
player,201410120crd,crd,RuckFr99,defense,26,,,,,
player,201410120crd,crd,RuckFr99,def_pct,43%,,,,,
player,201410120crd,crd,RuckFr99,special_teams,6,,,,,
player,201410120crd,crd,RuckFr99,st_pct,18%,,,,,
player,201410120crd,crd,WillDa99,pos,NT,,,,,
player,201410120crd,crd,WillDa99,offense,0,,,,,
player,201410120crd,crd,WillDa99,off_pct,0%,,,,,
player,201410120crd,crd,WillDa99,defense,24,,,,,
player,201410120crd,crd,WillDa99,def_pct,40%,,,,,
player,201410120crd,crd,WillDa99,special_teams,4,,,,,
player,201410120crd,crd,WillDa99,st_pct,12%,,,,,
player,201410120crd,crd,JeffTo00,pos,SS,,,,,
player,201410120crd,crd,JeffTo00,offense,0,,,,,
player,201410120crd,crd,JeffTo00,off_pct,0%,,,,,
player,201410120crd,crd,JeffTo00,defense,12,,,,,
player,201410120crd,crd,JeffTo00,def_pct,20%,,,,,
player,201410120crd,crd,JeffTo00,special_teams,16,,,,,
player,201410120crd,crd,JeffTo00,st_pct,47%,,,,,
player,201410120crd,crd,MintKe00,pos,LB,,,,,
player,201410120crd,crd,MintKe00,offense,0,,,,,
player,201410120crd,crd,MintKe00,off_pct,0%,,,,,
player,201410120crd,crd,MintKe00,defense,11,,,,,
player,201410120crd,crd,MintKe00,def_pct,18%,,,,,
player,201410120crd,crd,MintKe00,special_teams,2,,,,,
player,201410120crd,crd,MintKe00,st_pct,6%,,,,,
player,201410120crd,crd,BenaMa00,pos,LB,,,,,
player,201410120crd,crd,BenaMa00,offense,0,,,,,
player,201410120crd,crd,BenaMa00,off_pct,0%,,,,,
player,201410120crd,crd,BenaMa00,defense,8,,,,,
player,201410120crd,crd,BenaMa00,def_pct,13%,,,,,
player,201410120crd,crd,BenaMa00,special_teams,5,,,,,
player,201410120crd,crd,BenaMa00,st_pct,15%,,,,,
player,201410120crd,crd,MartKa00,pos,DE,,,,,
player,201410120crd,crd,MartKa00,offense,0,,,,,
player,201410120crd,crd,MartKa00,off_pct,0%,,,,,
player,201410120crd,crd,MartKa00,defense,5,,,,,
player,201410120crd,crd,MartKa00,def_pct,8%,,,,,
player,201410120crd,crd,MartKa00,special_teams,1,,,,,
player,201410120crd,crd,MartKa00,st_pct,3%,,,,,
player,201410120crd,crd,AlexLo99,pos,LB,,,,,
player,201410120crd,crd,AlexLo99,offense,0,,,,,
player,201410120crd,crd,AlexLo99,off_pct,0%,,,,,
player,201410120crd,crd,AlexLo99,defense,2,,,,,
player,201410120crd,crd,AlexLo99,def_pct,3%,,,,,
player,201410120crd,crd,AlexLo99,special_teams,26,,,,,
player,201410120crd,crd,AlexLo99,st_pct,76%,,,,,
player,201410120crd,crd,Ta'aAl00,pos,NT,,,,,
player,201410120crd,crd,Ta'aAl00,offense,0,,,,,
player,201410120crd,crd,Ta'aAl00,off_pct,0%,,,,,
player,201410120crd,crd,Ta'aAl00,defense,2,,,,,
player,201410120crd,crd,Ta'aAl00,def_pct,3%,,,,,
player,201410120crd,crd,Ta'aAl00,special_teams,3,,,,,
player,201410120crd,crd,Ta'aAl00,st_pct,9%,,,,,
player,201410120crd,crd,BethJu00,pos,CB,,,,,
player,201410120crd,crd,BethJu00,offense,0,,,,,
player,201410120crd,crd,BethJu00,off_pct,0%,,,,,
player,201410120crd,crd,BethJu00,defense,0,,,,,
player,201410120crd,crd,BethJu00,def_pct,0%,,,,,
player,201410120crd,crd,BethJu00,special_teams,25,,,,,
player,201410120crd,crd,BethJu00,st_pct,74%,,,,,
player,201410120crd,crd,DemeKe00,pos,LB,,,,,
player,201410120crd,crd,DemeKe00,offense,0,,,,,
player,201410120crd,crd,DemeKe00,off_pct,0%,,,,,
player,201410120crd,crd,DemeKe00,defense,0,,,,,
player,201410120crd,crd,DemeKe00,def_pct,0%,,,,,
player,201410120crd,crd,DemeKe00,special_teams,23,,,,,
player,201410120crd,crd,DemeKe00,st_pct,68%,,,,,
player,201410120crd,crd,ButlDr00,pos,P,,,,,
player,201410120crd,crd,ButlDr00,offense,0,,,,,
player,201410120crd,crd,ButlDr00,off_pct,0%,,,,,
player,201410120crd,crd,ButlDr00,defense,0,,,,,
player,201410120crd,crd,ButlDr00,def_pct,0%,,,,,
player,201410120crd,crd,ButlDr00,special_teams,13,,,,,
player,201410120crd,crd,ButlDr00,st_pct,38%,,,,,
player,201410120crd,crd,CataCh00,pos,K,,,,,
player,201410120crd,crd,CataCh00,offense,0,,,,,
player,201410120crd,crd,CataCh00,off_pct,0%,,,,,
player,201410120crd,crd,CataCh00,defense,0,,,,,
player,201410120crd,crd,CataCh00,def_pct,0%,,,,,
player,201410120crd,crd,CataCh00,special_teams,13,,,,,
player,201410120crd,crd,CataCh00,st_pct,38%,,,,,
player,201410120crd,crd,LeacMi00,pos,LS,,,,,
player,201410120crd,crd,LeacMi00,offense,0,,,,,
player,201410120crd,crd,LeacMi00,off_pct,0%,,,,,
player,201410120crd,crd,LeacMi00,defense,0,,,,,
player,201410120crd,crd,LeacMi00,def_pct,0%,,,,,
player,201410120crd,crd,LeacMi00,special_teams,13,,,,,
player,201410120crd,crd,LeacMi00,st_pct,38%,,,,,
player,201410120crd,crd,WatfEa00,pos,G,,,,,
player,201410120crd,crd,WatfEa00,offense,0,,,,,
player,201410120crd,crd,WatfEa00,off_pct,0%,,,,,
player,201410120crd,crd,WatfEa00,defense,0,,,,,
player,201410120crd,crd,WatfEa00,def_pct,0%,,,,,
player,201410120crd,crd,WatfEa00,special_teams,10,,,,,
player,201410120crd,crd,WatfEa00,st_pct,29%,,,,,
player,201410120crd,crd,SoweBr00,pos,T,,,,,
player,201410120crd,crd,SoweBr00,offense,0,,,,,
player,201410120crd,crd,SoweBr00,off_pct,0%,,,,,
player,201410120crd,crd,SoweBr00,defense,0,,,,,
player,201410120crd,crd,SoweBr00,def_pct,0%,,,,,
player,201410120crd,crd,SoweBr00,special_teams,6,,,,,
player,201410120crd,crd,SoweBr00,st_pct,18%,,,,,
player,201410120crd,was,LauvSh20,pos,G,,,,,
player,201410120crd,was,LauvSh20,offense,60,,,,,
player,201410120crd,was,LauvSh20,off_pct,100%,,,,,
player,201410120crd,was,LauvSh20,defense,0,,,,,
player,201410120crd,was,LauvSh20,def_pct,0%,,,,,
player,201410120crd,was,LauvSh20,special_teams,4,,,,,
player,201410120crd,was,LauvSh20,st_pct,12%,,,,,
player,201410120crd,was,PoluTy20,pos,T,,,,,
player,201410120crd,was,PoluTy20,offense,60,,,,,
player,201410120crd,was,PoluTy20,off_pct,100%,,,,,
player,201410120crd,was,PoluTy20,defense,0,,,,,
player,201410120crd,was,PoluTy20,def_pct,0%,,,,,
player,201410120crd,was,PoluTy20,special_teams,4,,,,,
player,201410120crd,was,PoluTy20,st_pct,12%,,,,,
player,201410120crd,was,ChesCh21,pos,G,,,,,
player,201410120crd,was,ChesCh21,offense,60,,,,,
player,201410120crd,was,ChesCh21,off_pct,100%,,,,,
player,201410120crd,was,ChesCh21,defense,0,,,,,
player,201410120crd,was,ChesCh21,def_pct,0%,,,,,
player,201410120crd,was,ChesCh21,special_teams,4,,,,,
player,201410120crd,was,ChesCh21,st_pct,12%,,,,,
player,201410120crd,was,CousKi00,pos,QB,,,,,
player,201410120crd,was,CousKi00,offense,60,,,,,
player,201410120crd,was,CousKi00,off_pct,100%,,,,,
player,201410120crd,was,CousKi00,defense,0,,,,,
player,201410120crd,was,CousKi00,def_pct,0%,,,,,
player,201410120crd,was,CousKi00,special_teams,0,,,,,
player,201410120crd,was,CousKi00,st_pct,0%,,,,,
player,201410120crd,was,LichKo20,pos,C,,,,,
player,201410120crd,was,LichKo20,offense,60,,,,,
player,201410120crd,was,LichKo20,off_pct,100%,,,,,
player,201410120crd,was,LichKo20,defense,0,,,,,
player,201410120crd,was,LichKo20,def_pct,0%,,,,,
player,201410120crd,was,LichKo20,special_teams,0,,,,,
player,201410120crd,was,LichKo20,st_pct,0%,,,,,
player,201410120crd,was,WillTr21,pos,T,,,,,
player,201410120crd,was,WillTr21,offense,59,,,,,
player,201410120crd,was,WillTr21,off_pct,98%,,,,,
player,201410120crd,was,WillTr21,defense,0,,,,,
player,201410120crd,was,WillTr21,def_pct,0%,,,,,
player,201410120crd,was,WillTr21,special_teams,4,,,,,
player,201410120crd,was,WillTr21,st_pct,12%,,,,,
player,201410120crd,was,GarcPi00,pos,WR,,,,,
player,201410120crd,was,GarcPi00,offense,58,,,,,
player,201410120crd,was,GarcPi00,off_pct,97%,,,,,
player,201410120crd,was,GarcPi00,defense,0,,,,,
player,201410120crd,was,GarcPi00,def_pct,0%,,,,,
player,201410120crd,was,GarcPi00,special_teams,0,,,,,
player,201410120crd,was,GarcPi00,st_pct,0%,,,,,
player,201410120crd,was,JackDe00,pos,WR,,,,,
player,201410120crd,was,JackDe00,offense,54,,,,,
player,201410120crd,was,JackDe00,off_pct,90%,,,,,
player,201410120crd,was,JackDe00,defense,0,,,,,
player,201410120crd,was,JackDe00,def_pct,0%,,,,,
player,201410120crd,was,JackDe00,special_teams,0,,,,,
player,201410120crd,was,JackDe00,st_pct,0%,,,,,
player,201410120crd,was,RobeAn00,pos,WR,,,,,
player,201410120crd,was,RobeAn00,offense,49,,,,,
player,201410120crd,was,RobeAn00,off_pct,82%,,,,,
player,201410120crd,was,RobeAn00,defense,0,,,,,
player,201410120crd,was,RobeAn00,def_pct,0%,,,,,
player,201410120crd,was,RobeAn00,special_teams,14,,,,,
player,201410120crd,was,RobeAn00,st_pct,41%,,,,,
player,201410120crd,was,ReedJo02,pos,TE,,,,,
player,201410120crd,was,ReedJo02,offense,35,,,,,
player,201410120crd,was,ReedJo02,off_pct,58%,,,,,
player,201410120crd,was,ReedJo02,defense,0,,,,,
player,201410120crd,was,ReedJo02,def_pct,0%,,,,,
player,201410120crd,was,ReedJo02,special_teams,0,,,,,
player,201410120crd,was,ReedJo02,st_pct,0%,,,,,
player,201410120crd,was,HeluRo00,pos,RB,,,,,
player,201410120crd,was,HeluRo00,offense,34,,,,,
player,201410120crd,was,HeluRo00,off_pct,57%,,,,,
player,201410120crd,was,HeluRo00,defense,0,,,,,
player,201410120crd,was,HeluRo00,def_pct,0%,,,,,
player,201410120crd,was,HeluRo00,special_teams,3,,,,,
player,201410120crd,was,HeluRo00,st_pct,9%,,,,,
player,201410120crd,was,PaulNi00,pos,TE,,,,,
player,201410120crd,was,PaulNi00,offense,27,,,,,
player,201410120crd,was,PaulNi00,off_pct,45%,,,,,
player,201410120crd,was,PaulNi00,defense,0,,,,,
player,201410120crd,was,PaulNi00,def_pct,0%,,,,,
player,201410120crd,was,PaulNi00,special_teams,18,,,,,
player,201410120crd,was,PaulNi00,st_pct,53%,,,,,
player,201410120crd,was,MorrAl00,pos,RB,,,,,
player,201410120crd,was,MorrAl00,offense,26,,,,,
player,201410120crd,was,MorrAl00,off_pct,43%,,,,,
player,201410120crd,was,MorrAl00,defense,0,,,,,
player,201410120crd,was,MorrAl00,def_pct,0%,,,,,
player,201410120crd,was,MorrAl00,special_teams,0,,,,,
player,201410120crd,was,MorrAl00,st_pct,0%,,,,,
player,201410120crd,was,PaulLo00,pos,TE,,,,,
player,201410120crd,was,PaulLo00,offense,8,,,,,
player,201410120crd,was,PaulLo00,off_pct,13%,,,,,
player,201410120crd,was,PaulLo00,defense,0,,,,,
player,201410120crd,was,PaulLo00,def_pct,0%,,,,,
player,201410120crd,was,PaulLo00,special_teams,13,,,,,
player,201410120crd,was,PaulLo00,st_pct,38%,,,,,
player,201410120crd,was,GranRy01,pos,WR,,,,,
player,201410120crd,was,GranRy01,offense,4,,,,,
player,201410120crd,was,GranRy01,off_pct,7%,,,,,
player,201410120crd,was,GranRy01,defense,0,,,,,
player,201410120crd,was,GranRy01,def_pct,0%,,,,,
player,201410120crd,was,GranRy01,special_teams,8,,,,,
player,201410120crd,was,GranRy01,st_pct,24%,,,,,
player,201410120crd,was,YounDa01,pos,FB,,,,,
player,201410120crd,was,YounDa01,offense,4,,,,,
player,201410120crd,was,YounDa01,off_pct,7%,,,,,
player,201410120crd,was,YounDa01,defense,0,,,,,
player,201410120crd,was,YounDa01,def_pct,0%,,,,,
player,201410120crd,was,YounDa01,special_teams,6,,,,,
player,201410120crd,was,YounDa01,st_pct,18%,,,,,
player,201410120crd,was,CompTo00,pos,T,,,,,
player,201410120crd,was,CompTo00,offense,1,,,,,
player,201410120crd,was,CompTo00,off_pct,2%,,,,,
player,201410120crd,was,CompTo00,defense,0,,,,,
player,201410120crd,was,CompTo00,def_pct,0%,,,,,
player,201410120crd,was,CompTo00,special_teams,4,,,,,
player,201410120crd,was,CompTo00,st_pct,12%,,,,,
player,201410120crd,was,MossSa00,pos,WR,,,,,
player,201410120crd,was,MossSa00,offense,1,,,,,
player,201410120crd,was,MossSa00,off_pct,2%,,,,,
player,201410120crd,was,MossSa00,defense,0,,,,,
player,201410120crd,was,MossSa00,def_pct,0%,,,,,
player,201410120crd,was,MossSa00,special_teams,1,,,,,
player,201410120crd,was,MossSa00,st_pct,3%,,,,,
player,201410120crd,was,RobiKe01,pos,LB,,,,,
player,201410120crd,was,RobiKe01,offense,0,,,,,
player,201410120crd,was,RobiKe01,off_pct,0%,,,,,
player,201410120crd,was,RobiKe01,defense,70,,,,,
player,201410120crd,was,RobiKe01,def_pct,100%,,,,,
player,201410120crd,was,RobiKe01,special_teams,11,,,,,
