game,2014,10,20141109,201411090sea,nyg,"New York Giants",17,sea,"Seattle Seahawks",38
player,201411090sea,nyg,BeckOd00,pass_att,0,,,,,
player,201411090sea,nyg,BeckOd00,pass_yds,0,,,,,
player,201411090sea,nyg,BeckOd00,pass_td,0,,,,,
player,201411090sea,nyg,BeckOd00,pass_int,0,,,,,
player,201411090sea,nyg,BeckOd00,pass_sacked,0,,,,,
player,201411090sea,nyg,BeckOd00,pass_sacked_yds,0,,,,,
player,201411090sea,nyg,BeckOd00,pass_long,0,,,,,
player,201411090sea,nyg,BeckOd00,pass_rating,,,,,,
player,201411090sea,nyg,BeckOd00,rush_att,1,,,,,
player,201411090sea,nyg,BeckOd00,rush_yds,11,,,,,
player,201411090sea,nyg,BeckOd00,rush_td,0,,,,,
player,201411090sea,nyg,BeckOd00,rush_long,11,,,,,
player,201411090sea,nyg,BeckOd00,targets,9,,,,,
player,201411090sea,nyg,BeckOd00,rec,7,,,,,
player,201411090sea,nyg,BeckOd00,rec_yds,108,,,,,
player,201411090sea,nyg,BeckOd00,rec_td,0,,,,,
player,201411090sea,nyg,BeckOd00,rec_long,44,,,,,
player,201411090sea,nyg,BeckOd00,fumbles,0,,,,,
player,201411090sea,nyg,BeckOd00,fumbles_lost,0,,,,,
player,201411090sea,nyg,CoxxMi00,pass_cmp,0,,,,,
player,201411090sea,nyg,CoxxMi00,pass_att,0,,,,,
player,201411090sea,nyg,CoxxMi00,pass_yds,0,,,,,
player,201411090sea,nyg,CoxxMi00,pass_td,0,,,,,
player,201411090sea,nyg,CoxxMi00,pass_int,0,,,,,
player,201411090sea,nyg,CoxxMi00,pass_sacked,0,,,,,
player,201411090sea,nyg,CoxxMi00,pass_sacked_yds,0,,,,,
player,201411090sea,nyg,CoxxMi00,pass_long,0,,,,,
player,201411090sea,nyg,CoxxMi00,pass_rating,,,,,,
player,201411090sea,nyg,CoxxMi00,rush_att,2,,,,,
player,201411090sea,nyg,CoxxMi00,rush_yds,6,,,,,
player,201411090sea,nyg,CoxxMi00,rush_td,0,,,,,
player,201411090sea,nyg,CoxxMi00,rush_long,4,,,,,
player,201411090sea,nyg,CoxxMi00,targets,3,,,,,
player,201411090sea,nyg,CoxxMi00,rec,2,,,,,
player,201411090sea,nyg,CoxxMi00,rec_yds,9,,,,,
player,201411090sea,nyg,CoxxMi00,rec_td,0,,,,,
player,201411090sea,nyg,CoxxMi00,rec_long,9,,,,,
player,201411090sea,nyg,CoxxMi00,fumbles,0,,,,,
player,201411090sea,nyg,CoxxMi00,fumbles_lost,0,,,,,
player,201411090sea,nyg,HillPe00,pass_cmp,0,,,,,
player,201411090sea,nyg,HillPe00,pass_att,0,,,,,
player,201411090sea,nyg,HillPe00,pass_yds,0,,,,,
player,201411090sea,nyg,HillPe00,pass_td,0,,,,,
player,201411090sea,nyg,HillPe00,pass_int,0,,,,,
player,201411090sea,nyg,HillPe00,pass_sacked,0,,,,,
player,201411090sea,nyg,HillPe00,pass_sacked_yds,0,,,,,
player,201411090sea,nyg,HillPe00,pass_long,0,,,,,
player,201411090sea,nyg,HillPe00,pass_rating,,,,,,
player,201411090sea,nyg,HillPe00,rush_att,1,,,,,
player,201411090sea,nyg,HillPe00,rush_yds,4,,,,,
player,201411090sea,nyg,HillPe00,rush_td,0,,,,,
player,201411090sea,nyg,HillPe00,rush_long,4,,,,,
player,201411090sea,nyg,HillPe00,targets,2,,,,,
player,201411090sea,nyg,HillPe00,rec,1,,,,,
player,201411090sea,nyg,HillPe00,rec_yds,5,,,,,
player,201411090sea,nyg,HillPe00,rec_td,0,,,,,
player,201411090sea,nyg,HillPe00,rec_long,5,,,,,
player,201411090sea,nyg,HillPe00,fumbles,0,,,,,
player,201411090sea,nyg,HillPe00,fumbles_lost,0,,,,,
player,201411090sea,nyg,ParkPr00,pass_cmp,0,,,,,
player,201411090sea,nyg,ParkPr00,pass_att,0,,,,,
player,201411090sea,nyg,ParkPr00,pass_yds,0,,,,,
player,201411090sea,nyg,ParkPr00,pass_td,0,,,,,
player,201411090sea,nyg,ParkPr00,pass_int,0,,,,,
player,201411090sea,nyg,ParkPr00,pass_sacked,0,,,,,
player,201411090sea,nyg,ParkPr00,pass_sacked_yds,0,,,,,
player,201411090sea,nyg,ParkPr00,pass_long,0,,,,,
player,201411090sea,nyg,ParkPr00,pass_rating,,,,,,
player,201411090sea,nyg,ParkPr00,rush_att,0,,,,,
player,201411090sea,nyg,ParkPr00,rush_yds,0,,,,,
player,201411090sea,nyg,ParkPr00,rush_td,0,,,,,
player,201411090sea,nyg,ParkPr00,rush_long,0,,,,,
player,201411090sea,nyg,ParkPr00,targets,7,,,,,
player,201411090sea,nyg,ParkPr00,rec,7,,,,,
player,201411090sea,nyg,ParkPr00,rec_yds,79,,,,,
player,201411090sea,nyg,ParkPr00,rec_td,1,,,,,
player,201411090sea,nyg,ParkPr00,rec_long,25,,,,,
player,201411090sea,nyg,ParkPr00,fumbles,0,,,,,
player,201411090sea,nyg,ParkPr00,fumbles_lost,0,,,,,
player,201411090sea,nyg,RandRu00,pass_cmp,0,,,,,
player,201411090sea,nyg,RandRu00,pass_att,0,,,,,
player,201411090sea,nyg,RandRu00,pass_yds,0,,,,,
player,201411090sea,nyg,RandRu00,pass_td,0,,,,,
player,201411090sea,nyg,RandRu00,pass_int,0,,,,,
player,201411090sea,nyg,RandRu00,pass_sacked,0,,,,,
player,201411090sea,nyg,RandRu00,pass_sacked_yds,0,,,,,
player,201411090sea,nyg,RandRu00,pass_long,0,,,,,
player,201411090sea,nyg,RandRu00,pass_rating,,,,,,
player,201411090sea,nyg,RandRu00,rush_att,0,,,,,
player,201411090sea,nyg,RandRu00,rush_yds,0,,,,,
player,201411090sea,nyg,RandRu00,rush_td,0,,,,,
player,201411090sea,nyg,RandRu00,rush_long,0,,,,,
player,201411090sea,nyg,RandRu00,targets,10,,,,,
player,201411090sea,nyg,RandRu00,rec,5,,,,,
player,201411090sea,nyg,RandRu00,rec_yds,39,,,,,
player,201411090sea,nyg,RandRu00,rec_td,0,,,,,
player,201411090sea,nyg,RandRu00,rec_long,11,,,,,
player,201411090sea,nyg,RandRu00,fumbles,0,,,,,
player,201411090sea,nyg,RandRu00,fumbles_lost,0,,,,,
player,201411090sea,nyg,DonnLa00,pass_cmp,0,,,,,
player,201411090sea,nyg,DonnLa00,pass_att,0,,,,,
player,201411090sea,nyg,DonnLa00,pass_yds,0,,,,,
player,201411090sea,nyg,DonnLa00,pass_td,0,,,,,
player,201411090sea,nyg,DonnLa00,pass_int,0,,,,,
player,201411090sea,nyg,DonnLa00,pass_sacked,0,,,,,
player,201411090sea,nyg,DonnLa00,pass_sacked_yds,0,,,,,
player,201411090sea,nyg,DonnLa00,pass_long,0,,,,,
player,201411090sea,nyg,DonnLa00,pass_rating,,,,,,
player,201411090sea,nyg,DonnLa00,rush_att,0,,,,,
player,201411090sea,nyg,DonnLa00,rush_yds,0,,,,,
player,201411090sea,nyg,DonnLa00,rush_td,0,,,,,
player,201411090sea,nyg,DonnLa00,rush_long,0,,,,,
player,201411090sea,nyg,DonnLa00,targets,6,,,,,
player,201411090sea,nyg,DonnLa00,rec,4,,,,,
player,201411090sea,nyg,DonnLa00,rec_yds,26,,,,,
player,201411090sea,nyg,DonnLa00,rec_td,0,,,,,
player,201411090sea,nyg,DonnLa00,rec_long,7,,,,,
player,201411090sea,nyg,DonnLa00,fumbles,0,,,,,
player,201411090sea,nyg,DonnLa00,fumbles_lost,0,,,,,
player,201411090sea,nyg,FellDa00,pass_cmp,0,,,,,
player,201411090sea,nyg,FellDa00,pass_att,0,,,,,
player,201411090sea,nyg,FellDa00,pass_yds,0,,,,,
player,201411090sea,nyg,FellDa00,pass_td,0,,,,,
player,201411090sea,nyg,FellDa00,pass_int,0,,,,,
player,201411090sea,nyg,FellDa00,pass_sacked,0,,,,,
player,201411090sea,nyg,FellDa00,pass_sacked_yds,0,,,,,
player,201411090sea,nyg,FellDa00,pass_long,0,,,,,
player,201411090sea,nyg,FellDa00,pass_rating,,,,,,
player,201411090sea,nyg,FellDa00,rush_att,0,,,,,
player,201411090sea,nyg,FellDa00,rush_yds,0,,,,,
player,201411090sea,nyg,FellDa00,rush_td,0,,,,,
player,201411090sea,nyg,FellDa00,rush_long,0,,,,,
player,201411090sea,nyg,FellDa00,targets,1,,,,,
player,201411090sea,nyg,FellDa00,rec,1,,,,,
player,201411090sea,nyg,FellDa00,rec_yds,12,,,,,
player,201411090sea,nyg,FellDa00,rec_td,0,,,,,
player,201411090sea,nyg,FellDa00,rec_long,12,,,,,
player,201411090sea,nyg,FellDa00,fumbles,0,,,,,
player,201411090sea,nyg,FellDa00,fumbles_lost,0,,,,,
player,201411090sea,sea,WilsRu00,pass_cmp,10,,,,,
player,201411090sea,sea,WilsRu00,pass_att,17,,,,,
player,201411090sea,sea,WilsRu00,pass_yds,172,,,,,
player,201411090sea,sea,WilsRu00,pass_td,0,,,,,
player,201411090sea,sea,WilsRu00,pass_int,2,,,,,
player,201411090sea,sea,WilsRu00,pass_sacked,2,,,,,
player,201411090sea,sea,WilsRu00,pass_sacked_yds,12,,,,,
player,201411090sea,sea,WilsRu00,pass_long,60,,,,,
player,201411090sea,sea,WilsRu00,pass_rating,53.7,,,,,
player,201411090sea,sea,WilsRu00,rush_att,14,,,,,
player,201411090sea,sea,WilsRu00,rush_yds,107,,,,,
player,201411090sea,sea,WilsRu00,rush_td,1,,,,,
player,201411090sea,sea,WilsRu00,rush_long,26,,,,,
player,201411090sea,sea,WilsRu00,targets,0,,,,,
player,201411090sea,sea,WilsRu00,rec,0,,,,,
player,201411090sea,sea,WilsRu00,rec_yds,0,,,,,
player,201411090sea,sea,WilsRu00,rec_td,0,,,,,
player,201411090sea,sea,WilsRu00,rec_long,0,,,,,
player,201411090sea,sea,WilsRu00,fumbles,1,,,,,
player,201411090sea,sea,WilsRu00,fumbles_lost,0,,,,,
player,201411090sea,sea,LyncMa00,pass_cmp,0,,,,,
player,201411090sea,sea,LyncMa00,pass_att,0,,,,,
player,201411090sea,sea,LyncMa00,pass_yds,0,,,,,
player,201411090sea,sea,LyncMa00,pass_td,0,,,,,
player,201411090sea,sea,LyncMa00,pass_int,0,,,,,
player,201411090sea,sea,LyncMa00,pass_sacked,0,,,,,
player,201411090sea,sea,LyncMa00,pass_sacked_yds,0,,,,,
player,201411090sea,sea,LyncMa00,pass_long,0,,,,,
player,201411090sea,sea,LyncMa00,pass_rating,,,,,,
player,201411090sea,sea,LyncMa00,rush_att,21,,,,,
player,201411090sea,sea,LyncMa00,rush_yds,140,,,,,
player,201411090sea,sea,LyncMa00,rush_td,4,,,,,
player,201411090sea,sea,LyncMa00,rush_long,22,,,,,
player,201411090sea,sea,LyncMa00,targets,1,,,,,
player,201411090sea,sea,LyncMa00,rec,1,,,,,
player,201411090sea,sea,LyncMa00,rec_yds,23,,,,,
player,201411090sea,sea,LyncMa00,rec_td,0,,,,,
player,201411090sea,sea,LyncMa00,rec_long,23,,,,,
player,201411090sea,sea,LyncMa00,fumbles,1,,,,,
player,201411090sea,sea,LyncMa00,fumbles_lost,0,,,,,
player,201411090sea,sea,MichCh00,pass_cmp,0,,,,,
player,201411090sea,sea,MichCh00,pass_att,0,,,,,
player,201411090sea,sea,MichCh00,pass_yds,0,,,,,
player,201411090sea,sea,MichCh00,pass_td,0,,,,,
player,201411090sea,sea,MichCh00,pass_int,0,,,,,
player,201411090sea,sea,MichCh00,pass_sacked,0,,,,,
player,201411090sea,sea,MichCh00,pass_sacked_yds,0,,,,,
player,201411090sea,sea,MichCh00,pass_long,0,,,,,
player,201411090sea,sea,MichCh00,pass_rating,,,,,,
player,201411090sea,sea,MichCh00,rush_att,4,,,,,
player,201411090sea,sea,MichCh00,rush_yds,71,,,,,
player,201411090sea,sea,MichCh00,rush_td,0,,,,,
player,201411090sea,sea,MichCh00,rush_long,45,,,,,
player,201411090sea,sea,MichCh00,targets,0,,,,,
player,201411090sea,sea,MichCh00,rec,0,,,,,
player,201411090sea,sea,MichCh00,rec_yds,0,,,,,
player,201411090sea,sea,MichCh00,rec_td,0,,,,,
player,201411090sea,sea,MichCh00,rec_long,0,,,,,
player,201411090sea,sea,MichCh00,fumbles,0,,,,,
player,201411090sea,sea,MichCh00,fumbles_lost,0,,,,,
player,201411090sea,sea,TurbRo00,pass_cmp,0,,,,,
player,201411090sea,sea,TurbRo00,pass_att,0,,,,,
player,201411090sea,sea,TurbRo00,pass_yds,0,,,,,
player,201411090sea,sea,TurbRo00,pass_td,0,,,,,
player,201411090sea,sea,TurbRo00,pass_int,0,,,,,
player,201411090sea,sea,TurbRo00,pass_sacked,0,,,,,
player,201411090sea,sea,TurbRo00,pass_sacked_yds,0,,,,,
player,201411090sea,sea,TurbRo00,pass_long,0,,,,,
player,201411090sea,sea,TurbRo00,pass_rating,,,,,,
player,201411090sea,sea,TurbRo00,rush_att,6,,,,,
player,201411090sea,sea,TurbRo00,rush_yds,32,,,,,
player,201411090sea,sea,TurbRo00,rush_td,0,,,,,
player,201411090sea,sea,TurbRo00,rush_long,6,,,,,
player,201411090sea,sea,TurbRo00,targets,0,,,,,
player,201411090sea,sea,TurbRo00,rec,0,,,,,
player,201411090sea,sea,TurbRo00,rec_yds,0,,,,,
player,201411090sea,sea,TurbRo00,rec_td,0,,,,,
player,201411090sea,sea,TurbRo00,rec_long,0,,,,,
player,201411090sea,sea,TurbRo00,fumbles,1,,,,,
player,201411090sea,sea,TurbRo00,fumbles_lost,1,,,,,
player,201411090sea,sea,KearJe01,pass_cmp,0,,,,,
player,201411090sea,sea,KearJe01,pass_att,0,,,,,
player,201411090sea,sea,KearJe01,pass_yds,0,,,,,
player,201411090sea,sea,KearJe01,pass_td,0,,,,,
player,201411090sea,sea,KearJe01,pass_int,0,,,,,
player,201411090sea,sea,KearJe01,pass_sacked,0,,,,,
player,201411090sea,sea,KearJe01,pass_sacked_yds,0,,,,,
player,201411090sea,sea,KearJe01,pass_long,0,,,,,
player,201411090sea,sea,KearJe01,pass_rating,,,,,,
player,201411090sea,sea,KearJe01,rush_att,0,,,,,
player,201411090sea,sea,KearJe01,rush_yds,0,,,,,
player,201411090sea,sea,KearJe01,rush_td,0,,,,,
player,201411090sea,sea,KearJe01,rush_long,0,,,,,
player,201411090sea,sea,KearJe01,targets,4,,,,,
player,201411090sea,sea,KearJe01,rec,3,,,,,
player,201411090sea,sea,KearJe01,rec_yds,70,,,,,
player,201411090sea,sea,KearJe01,rec_td,0,,,,,
player,201411090sea,sea,KearJe01,rec_long,60,,,,,
player,201411090sea,sea,KearJe01,fumbles,0,,,,,
player,201411090sea,sea,KearJe01,fumbles_lost,0,,,,,
player,201411090sea,sea,HelfCo00,pass_cmp,0,,,,,
player,201411090sea,sea,HelfCo00,pass_att,0,,,,,
player,201411090sea,sea,HelfCo00,pass_yds,0,,,,,
player,201411090sea,sea,HelfCo00,pass_td,0,,,,,
player,201411090sea,sea,HelfCo00,pass_int,0,,,,,
player,201411090sea,sea,HelfCo00,pass_sacked,0,,,,,
player,201411090sea,sea,HelfCo00,pass_sacked_yds,0,,,,,
player,201411090sea,sea,HelfCo00,pass_long,0,,,,,
player,201411090sea,sea,HelfCo00,pass_rating,,,,,,
player,201411090sea,sea,HelfCo00,rush_att,0,,,,,
player,201411090sea,sea,HelfCo00,rush_yds,0,,,,,
player,201411090sea,sea,HelfCo00,rush_td,0,,,,,
player,201411090sea,sea,HelfCo00,rush_long,0,,,,,
player,201411090sea,sea,HelfCo00,targets,2,,,,,
player,201411090sea,sea,HelfCo00,rec,1,,,,,
player,201411090sea,sea,HelfCo00,rec_yds,32,,,,,
player,201411090sea,sea,HelfCo00,rec_td,0,,,,,
player,201411090sea,sea,HelfCo00,rec_long,32,,,,,
player,201411090sea,sea,HelfCo00,fumbles,0,,,,,
player,201411090sea,sea,HelfCo00,fumbles_lost,0,,,,,
player,201411090sea,sea,BaldDo00,pass_cmp,0,,,,,
player,201411090sea,sea,BaldDo00,pass_att,0,,,,,
player,201411090sea,sea,BaldDo00,pass_yds,0,,,,,
player,201411090sea,sea,BaldDo00,pass_td,0,,,,,
player,201411090sea,sea,BaldDo00,pass_int,0,,,,,
player,201411090sea,sea,BaldDo00,pass_sacked,0,,,,,
player,201411090sea,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201411090sea,sea,BaldDo00,pass_long,0,,,,,
player,201411090sea,sea,BaldDo00,pass_rating,,,,,,
player,201411090sea,sea,BaldDo00,rush_att,0,,,,,
player,201411090sea,sea,BaldDo00,rush_yds,0,,,,,
player,201411090sea,sea,BaldDo00,rush_td,0,,,,,
player,201411090sea,sea,BaldDo00,rush_long,0,,,,,
player,201411090sea,sea,BaldDo00,targets,6,,,,,
player,201411090sea,sea,BaldDo00,rec,4,,,,,
player,201411090sea,sea,BaldDo00,rec_yds,31,,,,,
player,201411090sea,sea,BaldDo00,rec_td,0,,,,,
player,201411090sea,sea,BaldDo00,rec_long,14,,,,,
player,201411090sea,sea,BaldDo00,fumbles,0,,,,,
player,201411090sea,sea,BaldDo00,fumbles_lost,0,,,,,
player,201411090sea,sea,LockRi00,pass_cmp,0,,,,,
player,201411090sea,sea,LockRi00,pass_att,0,,,,,
player,201411090sea,sea,LockRi00,pass_yds,0,,,,,
player,201411090sea,sea,LockRi00,pass_td,0,,,,,
player,201411090sea,sea,LockRi00,pass_int,0,,,,,
player,201411090sea,sea,LockRi00,pass_sacked,0,,,,,
player,201411090sea,sea,LockRi00,pass_sacked_yds,0,,,,,
player,201411090sea,sea,LockRi00,pass_long,0,,,,,
player,201411090sea,sea,LockRi00,pass_rating,,,,,,
player,201411090sea,sea,LockRi00,rush_att,0,,,,,
player,201411090sea,sea,LockRi00,rush_yds,0,,,,,
player,201411090sea,sea,LockRi00,rush_td,0,,,,,
player,201411090sea,sea,LockRi00,rush_long,0,,,,,
player,201411090sea,sea,LockRi00,targets,2,,,,,
player,201411090sea,sea,LockRi00,rec,1,,,,,
player,201411090sea,sea,LockRi00,rec_yds,16,,,,,
player,201411090sea,sea,LockRi00,rec_td,0,,,,,
player,201411090sea,sea,LockRi00,rec_long,16,,,,,
player,201411090sea,sea,LockRi00,fumbles,0,,,,,
player,201411090sea,sea,LockRi00,fumbles_lost,0,,,,,
player,201411090sea,sea,RichPa01,pass_cmp,0,,,,,
player,201411090sea,sea,RichPa01,pass_att,0,,,,,
player,201411090sea,sea,RichPa01,pass_yds,0,,,,,
player,201411090sea,sea,RichPa01,pass_td,0,,,,,
player,201411090sea,sea,RichPa01,pass_int,0,,,,,
player,201411090sea,sea,RichPa01,pass_sacked,0,,,,,
player,201411090sea,sea,RichPa01,pass_sacked_yds,0,,,,,
player,201411090sea,sea,RichPa01,pass_long,0,,,,,
player,201411090sea,sea,RichPa01,pass_rating,,,,,,
player,201411090sea,sea,RichPa01,rush_att,0,,,,,
player,201411090sea,sea,RichPa01,rush_yds,0,,,,,
player,201411090sea,sea,RichPa01,rush_td,0,,,,,
player,201411090sea,sea,RichPa01,rush_long,0,,,,,
player,201411090sea,sea,RichPa01,targets,2,,,,,
player,201411090sea,sea,RichPa01,rec,0,,,,,
player,201411090sea,sea,RichPa01,rec_yds,0,,,,,
player,201411090sea,sea,RichPa01,rec_td,0,,,,,
player,201411090sea,sea,RichPa01,rec_long,0,,,,,
player,201411090sea,sea,RichPa01,fumbles,0,,,,,
player,201411090sea,sea,RichPa01,fumbles_lost,0,,,,,
player,201411090sea,nyg,DempQu99,def_int,1,,,,,
player,201411090sea,nyg,DempQu99,def_int_yds,0,,,,,
player,201411090sea,nyg,DempQu99,def_int_td,0,,,,,
player,201411090sea,nyg,DempQu99,def_int_long,0,,,,,
player,201411090sea,nyg,DempQu99,pass_defended,1,,,,,
player,201411090sea,nyg,DempQu99,sacks,0.0,,,,,
player,201411090sea,nyg,DempQu99,tackles_combined,5,,,,,
player,201411090sea,nyg,DempQu99,tackles_solo,4,,,,,
player,201411090sea,nyg,DempQu99,tackles_assists,1,,,,,
player,201411090sea,nyg,DempQu99,tackles_loss,0,,,,,
player,201411090sea,nyg,DempQu99,qb_hits,0,,,,,
player,201411090sea,nyg,DempQu99,fumbles_rec,0,,,,,
player,201411090sea,nyg,DempQu99,fumbles_rec_yds,0,,,,,
player,201411090sea,nyg,DempQu99,fumbles_rec_td,0,,,,,
player,201411090sea,nyg,DempQu99,fumbles_forced,1,,,,,
player,201411090sea,nyg,BowmZa20,def_int,1,,,,,
player,201411090sea,nyg,BowmZa20,def_int_yds,7,,,,,
player,201411090sea,nyg,BowmZa20,def_int_td,0,,,,,
player,201411090sea,nyg,BowmZa20,def_int_long,7,,,,,
player,201411090sea,nyg,BowmZa20,pass_defended,2,,,,,
player,201411090sea,nyg,BowmZa20,sacks,0.0,,,,,
player,201411090sea,nyg,BowmZa20,tackles_combined,0,,,,,
player,201411090sea,nyg,BowmZa20,tackles_solo,0,,,,,
player,201411090sea,nyg,BowmZa20,tackles_assists,0,,,,,
player,201411090sea,nyg,BowmZa20,tackles_loss,0,,,,,
player,201411090sea,nyg,BowmZa20,qb_hits,0,,,,,
player,201411090sea,nyg,BowmZa20,fumbles_rec,0,,,,,
player,201411090sea,nyg,BowmZa20,fumbles_rec_yds,0,,,,,
player,201411090sea,nyg,BowmZa20,fumbles_rec_td,0,,,,,
player,201411090sea,nyg,BowmZa20,fumbles_forced,0,,,,,
player,201411090sea,nyg,AyerRo99,def_int,0,,,,,
player,201411090sea,nyg,AyerRo99,def_int_yds,0,,,,,
player,201411090sea,nyg,AyerRo99,def_int_td,0,,,,,
player,201411090sea,nyg,AyerRo99,def_int_long,0,,,,,
player,201411090sea,nyg,AyerRo99,pass_defended,0,,,,,
player,201411090sea,nyg,AyerRo99,sacks,1.0,,,,,
player,201411090sea,nyg,AyerRo99,tackles_combined,5,,,,,
player,201411090sea,nyg,AyerRo99,tackles_solo,2,,,,,
player,201411090sea,nyg,AyerRo99,tackles_assists,3,,,,,
player,201411090sea,nyg,AyerRo99,tackles_loss,1,,,,,
player,201411090sea,nyg,AyerRo99,qb_hits,1,,,,,
player,201411090sea,nyg,AyerRo99,fumbles_rec,0,,,,,
player,201411090sea,nyg,AyerRo99,fumbles_rec_yds,0,,,,,
player,201411090sea,nyg,AyerRo99,fumbles_rec_td,0,,,,,
player,201411090sea,nyg,AyerRo99,fumbles_forced,0,,,,,
player,201411090sea,nyg,HankJo00,def_int,0,,,,,
player,201411090sea,nyg,HankJo00,def_int_yds,0,,,,,
player,201411090sea,nyg,HankJo00,def_int_td,0,,,,,
player,201411090sea,nyg,HankJo00,def_int_long,0,,,,,
player,201411090sea,nyg,HankJo00,pass_defended,0,,,,,
player,201411090sea,nyg,HankJo00,sacks,1.0,,,,,
player,201411090sea,nyg,HankJo00,tackles_combined,4,,,,,
player,201411090sea,nyg,HankJo00,tackles_solo,1,,,,,
player,201411090sea,nyg,HankJo00,tackles_assists,3,,,,,
player,201411090sea,nyg,HankJo00,tackles_loss,1,,,,,
player,201411090sea,nyg,HankJo00,qb_hits,2,,,,,
player,201411090sea,nyg,HankJo00,fumbles_rec,0,,,,,
player,201411090sea,nyg,HankJo00,fumbles_rec_yds,0,,,,,
player,201411090sea,nyg,HankJo00,fumbles_rec_td,0,,,,,
player,201411090sea,nyg,HankJo00,fumbles_forced,0,,,,,
player,201411090sea,nyg,McClJa01,def_int,0,,,,,
player,201411090sea,nyg,McClJa01,def_int_yds,0,,,,,
player,201411090sea,nyg,McClJa01,def_int_td,0,,,,,
player,201411090sea,nyg,McClJa01,def_int_long,0,,,,,
player,201411090sea,nyg,McClJa01,pass_defended,0,,,,,
player,201411090sea,nyg,McClJa01,sacks,0.0,,,,,
