game,2014,11,20141116,201411160cle,htx,"Houston Texans",23,cle,"Cleveland Browns",7
player,201411160cle,cle,FuaxSi00,defense,23,,,,,
player,201411160cle,cle,FuaxSi00,def_pct,27%,,,,,
player,201411160cle,cle,FuaxSi00,special_teams,0,,,,,
player,201411160cle,cle,FuaxSi00,st_pct,0%,,,,,
player,201411160cle,cle,LeonJi23,pos,SS,,,,,
player,201411160cle,cle,LeonJi23,offense,0,,,,,
player,201411160cle,cle,LeonJi23,off_pct,0%,,,,,
player,201411160cle,cle,LeonJi23,defense,7,,,,,
player,201411160cle,cle,LeonJi23,def_pct,8%,,,,,
player,201411160cle,cle,LeonJi23,special_teams,11,,,,,
player,201411160cle,cle,LeonJi23,st_pct,38%,,,,,
player,201411160cle,cle,CardTa00,pos,LB,,,,,
player,201411160cle,cle,CardTa00,offense,0,,,,,
player,201411160cle,cle,CardTa00,off_pct,0%,,,,,
player,201411160cle,cle,CardTa00,defense,6,,,,,
player,201411160cle,cle,CardTa00,def_pct,7%,,,,,
player,201411160cle,cle,CardTa00,special_teams,27,,,,,
player,201411160cle,cle,CardTa00,st_pct,93%,,,,,
player,201411160cle,cle,PoyeJo00,pos,FS,,,,,
player,201411160cle,cle,PoyeJo00,offense,0,,,,,
player,201411160cle,cle,PoyeJo00,off_pct,0%,,,,,
player,201411160cle,cle,PoyeJo00,defense,0,,,,,
player,201411160cle,cle,PoyeJo00,def_pct,0%,,,,,
player,201411160cle,cle,PoyeJo00,special_teams,27,,,,,
player,201411160cle,cle,PoyeJo00,st_pct,93%,,,,,
player,201411160cle,cle,MoorMa02,pos,WR,,,,,
player,201411160cle,cle,MoorMa02,offense,0,,,,,
player,201411160cle,cle,MoorMa02,off_pct,0%,,,,,
player,201411160cle,cle,MoorMa02,defense,0,,,,,
player,201411160cle,cle,MoorMa02,def_pct,0%,,,,,
player,201411160cle,cle,MoorMa02,special_teams,20,,,,,
player,201411160cle,cle,MoorMa02,st_pct,69%,,,,,
player,201411160cle,cle,NelsRo00,pos,CB,,,,,
player,201411160cle,cle,NelsRo00,offense,0,,,,,
player,201411160cle,cle,NelsRo00,off_pct,0%,,,,,
player,201411160cle,cle,NelsRo00,defense,0,,,,,
player,201411160cle,cle,NelsRo00,def_pct,0%,,,,,
player,201411160cle,cle,NelsRo00,special_teams,14,,,,,
player,201411160cle,cle,NelsRo00,st_pct,48%,,,,,
player,201411160cle,cle,MartEr02,pos,LB,,,,,
player,201411160cle,cle,MartEr02,offense,0,,,,,
player,201411160cle,cle,MartEr02,off_pct,0%,,,,,
player,201411160cle,cle,MartEr02,defense,0,,,,,
player,201411160cle,cle,MartEr02,def_pct,0%,,,,,
player,201411160cle,cle,MartEr02,special_teams,13,,,,,
player,201411160cle,cle,MartEr02,st_pct,45%,,,,,
player,201411160cle,cle,YounCh02,pos,LS,,,,,
player,201411160cle,cle,YounCh02,offense,0,,,,,
player,201411160cle,cle,YounCh02,off_pct,0%,,,,,
player,201411160cle,cle,YounCh02,defense,0,,,,,
player,201411160cle,cle,YounCh02,def_pct,0%,,,,,
player,201411160cle,cle,YounCh02,special_teams,10,,,,,
player,201411160cle,cle,YounCh02,st_pct,34%,,,,,
player,201411160cle,cle,LannSp00,pos,P,,,,,
player,201411160cle,cle,LannSp00,offense,0,,,,,
player,201411160cle,cle,LannSp00,off_pct,0%,,,,,
player,201411160cle,cle,LannSp00,defense,0,,,,,
player,201411160cle,cle,LannSp00,def_pct,0%,,,,,
player,201411160cle,cle,LannSp00,special_teams,10,,,,,
player,201411160cle,cle,LannSp00,st_pct,34%,,,,,
player,201411160cle,cle,GilbJu00,pos,CB,,,,,
player,201411160cle,cle,GilbJu00,offense,0,,,,,
player,201411160cle,cle,GilbJu00,off_pct,0%,,,,,
player,201411160cle,cle,GilbJu00,defense,0,,,,,
player,201411160cle,cle,GilbJu00,def_pct,0%,,,,,
player,201411160cle,cle,GilbJu00,special_teams,7,,,,,
player,201411160cle,cle,GilbJu00,st_pct,24%,,,,,
player,201411160cle,cle,cundibil01,pos,K,,,,,
player,201411160cle,cle,cundibil01,offense,0,,,,,
player,201411160cle,cle,cundibil01,off_pct,0%,,,,,
player,201411160cle,cle,cundibil01,defense,0,,,,,
player,201411160cle,cle,cundibil01,def_pct,0%,,,,,
player,201411160cle,cle,cundibil01,special_teams,4,,,,,
player,201411160cle,cle,cundibil01,st_pct,14%,,,,,
player,201411160cle,cle,McQuPa21,pos,G,,,,,
player,201411160cle,cle,McQuPa21,offense,0,,,,,
player,201411160cle,cle,McQuPa21,off_pct,0%,,,,,
player,201411160cle,cle,McQuPa21,defense,0,,,,,
player,201411160cle,cle,McQuPa21,def_pct,0%,,,,,
player,201411160cle,cle,McQuPa21,special_teams,2,,,,,
player,201411160cle,cle,McQuPa21,st_pct,7%,,,,,
player,201411160cle,cle,SeymRy00,pos,T,,,,,
player,201411160cle,cle,SeymRy00,offense,0,,,,,
player,201411160cle,cle,SeymRy00,off_pct,0%,,,,,
player,201411160cle,cle,SeymRy00,defense,0,,,,,
player,201411160cle,cle,SeymRy00,def_pct,0%,,,,,
player,201411160cle,cle,SeymRy00,special_teams,2,,,,,
player,201411160cle,cle,SeymRy00,st_pct,7%,,,,,
player,201411160cle,htx,JoneBe01,pos,G,,,,,
player,201411160cle,htx,JoneBe01,offense,86,,,,,
player,201411160cle,htx,JoneBe01,off_pct,100%,,,,,
player,201411160cle,htx,JoneBe01,defense,0,,,,,
player,201411160cle,htx,JoneBe01,def_pct,0%,,,,,
player,201411160cle,htx,JoneBe01,special_teams,6,,,,,
player,201411160cle,htx,JoneBe01,st_pct,21%,,,,,
player,201411160cle,htx,BrooBr00,pos,G,,,,,
player,201411160cle,htx,BrooBr00,offense,86,,,,,
player,201411160cle,htx,BrooBr00,off_pct,100%,,,,,
player,201411160cle,htx,BrooBr00,defense,0,,,,,
player,201411160cle,htx,BrooBr00,def_pct,0%,,,,,
player,201411160cle,htx,BrooBr00,special_teams,6,,,,,
player,201411160cle,htx,BrooBr00,st_pct,21%,,,,,
player,201411160cle,htx,BrowDu20,pos,T,,,,,
player,201411160cle,htx,BrowDu20,offense,86,,,,,
player,201411160cle,htx,BrowDu20,off_pct,100%,,,,,
player,201411160cle,htx,BrowDu20,defense,0,,,,,
player,201411160cle,htx,BrowDu20,def_pct,0%,,,,,
player,201411160cle,htx,BrowDu20,special_teams,6,,,,,
player,201411160cle,htx,BrowDu20,st_pct,21%,,,,,
player,201411160cle,htx,NewtDe00,pos,T,,,,,
player,201411160cle,htx,NewtDe00,offense,86,,,,,
player,201411160cle,htx,NewtDe00,off_pct,100%,,,,,
player,201411160cle,htx,NewtDe00,defense,0,,,,,
player,201411160cle,htx,NewtDe00,def_pct,0%,,,,,
player,201411160cle,htx,NewtDe00,special_teams,6,,,,,
player,201411160cle,htx,NewtDe00,st_pct,21%,,,,,
player,201411160cle,htx,MallRy00,pos,QB,,,,,
player,201411160cle,htx,MallRy00,offense,86,,,,,
player,201411160cle,htx,MallRy00,off_pct,100%,,,,,
player,201411160cle,htx,MallRy00,defense,0,,,,,
player,201411160cle,htx,MallRy00,def_pct,0%,,,,,
player,201411160cle,htx,MallRy00,special_teams,0,,,,,
player,201411160cle,htx,MallRy00,st_pct,0%,,,,,
player,201411160cle,htx,MyerCh20,pos,C,,,,,
player,201411160cle,htx,MyerCh20,offense,86,,,,,
player,201411160cle,htx,MyerCh20,off_pct,100%,,,,,
player,201411160cle,htx,MyerCh20,defense,0,,,,,
player,201411160cle,htx,MyerCh20,def_pct,0%,,,,,
player,201411160cle,htx,MyerCh20,special_teams,0,,,,,
player,201411160cle,htx,MyerCh20,st_pct,0%,,,,,
player,201411160cle,htx,HopkDe00,pos,WR,,,,,
player,201411160cle,htx,HopkDe00,offense,82,,,,,
player,201411160cle,htx,HopkDe00,off_pct,95%,,,,,
player,201411160cle,htx,HopkDe00,defense,0,,,,,
player,201411160cle,htx,HopkDe00,def_pct,0%,,,,,
player,201411160cle,htx,HopkDe00,special_teams,0,,,,,
player,201411160cle,htx,HopkDe00,st_pct,0%,,,,,
player,201411160cle,htx,JohnAn02,pos,WR,,,,,
player,201411160cle,htx,JohnAn02,offense,79,,,,,
player,201411160cle,htx,JohnAn02,off_pct,92%,,,,,
player,201411160cle,htx,JohnAn02,defense,0,,,,,
player,201411160cle,htx,JohnAn02,def_pct,0%,,,,,
player,201411160cle,htx,JohnAn02,special_teams,0,,,,,
player,201411160cle,htx,JohnAn02,st_pct,0%,,,,,
player,201411160cle,htx,GrahGa00,pos,TE,,,,,
player,201411160cle,htx,GrahGa00,offense,71,,,,,
player,201411160cle,htx,GrahGa00,off_pct,83%,,,,,
player,201411160cle,htx,GrahGa00,defense,0,,,,,
player,201411160cle,htx,GrahGa00,def_pct,0%,,,,,
player,201411160cle,htx,GrahGa00,special_teams,0,,,,,
player,201411160cle,htx,GrahGa00,st_pct,0%,,,,,
player,201411160cle,htx,BlueAl00,pos,RB,,,,,
player,201411160cle,htx,BlueAl00,offense,58,,,,,
player,201411160cle,htx,BlueAl00,off_pct,67%,,,,,
player,201411160cle,htx,BlueAl00,defense,0,,,,,
player,201411160cle,htx,BlueAl00,def_pct,0%,,,,,
player,201411160cle,htx,BlueAl00,special_teams,7,,,,,
player,201411160cle,htx,BlueAl00,st_pct,24%,,,,,
player,201411160cle,htx,JohnDa04,pos,WR,,,,,
player,201411160cle,htx,JohnDa04,offense,55,,,,,
player,201411160cle,htx,JohnDa04,off_pct,64%,,,,,
player,201411160cle,htx,JohnDa04,defense,0,,,,,
player,201411160cle,htx,JohnDa04,def_pct,0%,,,,,
player,201411160cle,htx,JohnDa04,special_teams,0,,,,,
player,201411160cle,htx,JohnDa04,st_pct,0%,,,,,
player,201411160cle,htx,FiedC.00,pos,TE,,,,,
player,201411160cle,htx,FiedC.00,offense,31,,,,,
player,201411160cle,htx,FiedC.00,off_pct,36%,,,,,
player,201411160cle,htx,FiedC.00,defense,0,,,,,
player,201411160cle,htx,FiedC.00,def_pct,0%,,,,,
player,201411160cle,htx,FiedC.00,special_teams,8,,,,,
player,201411160cle,htx,FiedC.00,st_pct,28%,,,,,
player,201411160cle,htx,GrimJo01,pos,RB,,,,,
player,201411160cle,htx,GrimJo01,offense,27,,,,,
player,201411160cle,htx,GrimJo01,off_pct,31%,,,,,
player,201411160cle,htx,GrimJo01,defense,0,,,,,
player,201411160cle,htx,GrimJo01,def_pct,0%,,,,,
player,201411160cle,htx,GrimJo01,special_teams,14,,,,,
player,201411160cle,htx,GrimJo01,st_pct,48%,,,,,
player,201411160cle,htx,MartKe01,pos,WR,,,,,
player,201411160cle,htx,MartKe01,offense,14,,,,,
player,201411160cle,htx,MartKe01,off_pct,16%,,,,,
player,201411160cle,htx,MartKe01,defense,0,,,,,
player,201411160cle,htx,MartKe01,def_pct,0%,,,,,
player,201411160cle,htx,MartKe01,special_teams,8,,,,,
player,201411160cle,htx,MartKe01,st_pct,28%,,,,,
player,201411160cle,htx,ProsJa00,pos,FB,,,,,
player,201411160cle,htx,ProsJa00,offense,9,,,,,
player,201411160cle,htx,ProsJa00,off_pct,10%,,,,,
player,201411160cle,htx,ProsJa00,defense,0,,,,,
player,201411160cle,htx,ProsJa00,def_pct,0%,,,,,
player,201411160cle,htx,ProsJa00,special_teams,13,,,,,
player,201411160cle,htx,ProsJa00,st_pct,45%,,,,,
player,201411160cle,htx,GrifRy00,pos,TE,,,,,
player,201411160cle,htx,GrifRy00,offense,3,,,,,
player,201411160cle,htx,GrifRy00,off_pct,3%,,,,,
player,201411160cle,htx,GrifRy00,defense,0,,,,,
player,201411160cle,htx,GrifRy00,def_pct,0%,,,,,
player,201411160cle,htx,GrifRy00,special_teams,8,,,,,
player,201411160cle,htx,GrifRy00,st_pct,28%,,,,,
player,201411160cle,htx,WattJ.00,pos,DE,,,,,
player,201411160cle,htx,WattJ.00,offense,1,,,,,
player,201411160cle,htx,WattJ.00,off_pct,1%,,,,,
player,201411160cle,htx,WattJ.00,defense,70,,,,,
player,201411160cle,htx,WattJ.00,def_pct,91%,,,,,
player,201411160cle,htx,WattJ.00,special_teams,5,,,,,
player,201411160cle,htx,WattJ.00,st_pct,17%,,,,,
player,201411160cle,htx,BouyA.00,pos,CB,,,,,
player,201411160cle,htx,BouyA.00,offense,0,,,,,
player,201411160cle,htx,BouyA.00,off_pct,0%,,,,,
player,201411160cle,htx,BouyA.00,defense,77,,,,,
player,201411160cle,htx,BouyA.00,def_pct,100%,,,,,
player,201411160cle,htx,BouyA.00,special_teams,7,,,,,
player,201411160cle,htx,BouyA.00,st_pct,24%,,,,,
player,201411160cle,htx,JoseJo20,pos,CB,,,,,
player,201411160cle,htx,JoseJo20,offense,0,,,,,
player,201411160cle,htx,JoseJo20,off_pct,0%,,,,,
player,201411160cle,htx,JoseJo20,defense,73,,,,,
player,201411160cle,htx,JoseJo20,def_pct,95%,,,,,
player,201411160cle,htx,JoseJo20,special_teams,0,,,,,
player,201411160cle,htx,JoseJo20,st_pct,0%,,,,,
player,201411160cle,htx,LewiKe00,pos,FS,,,,,
player,201411160cle,htx,LewiKe00,offense,0,,,,,
player,201411160cle,htx,LewiKe00,off_pct,0%,,,,,
player,201411160cle,htx,LewiKe00,defense,70,,,,,
player,201411160cle,htx,LewiKe00,def_pct,91%,,,,,
player,201411160cle,htx,LewiKe00,special_teams,4,,,,,
player,201411160cle,htx,LewiKe00,st_pct,14%,,,,,
player,201411160cle,htx,SweaDJ00,pos,SS,,,,,
player,201411160cle,htx,SweaDJ00,offense,0,,,,,
player,201411160cle,htx,SweaDJ00,off_pct,0%,,,,,
player,201411160cle,htx,SweaDJ00,defense,62,,,,,
player,201411160cle,htx,SweaDJ00,def_pct,81%,,,,,
player,201411160cle,htx,SweaDJ00,special_teams,0,,,,,
player,201411160cle,htx,SweaDJ00,st_pct,0%,,,,,
player,201411160cle,htx,CushBr99,pos,LB,,,,,
player,201411160cle,htx,CushBr99,offense,0,,,,,
player,201411160cle,htx,CushBr99,off_pct,0%,,,,,
player,201411160cle,htx,CushBr99,defense,59,,,,,
player,201411160cle,htx,CushBr99,def_pct,77%,,,,,
player,201411160cle,htx,CushBr99,special_teams,0,,,,,
player,201411160cle,htx,CushBr99,st_pct,0%,,,,,
player,201411160cle,htx,MercWh00,pos,LB,,,,,
player,201411160cle,htx,MercWh00,offense,0,,,,,
player,201411160cle,htx,MercWh00,off_pct,0%,,,,,
player,201411160cle,htx,MercWh00,defense,54,,,,,
player,201411160cle,htx,MercWh00,def_pct,70%,,,,,
player,201411160cle,htx,MercWh00,special_teams,9,,,,,
player,201411160cle,htx,MercWh00,st_pct,31%,,,,,
player,201411160cle,htx,ReedBr00,pos,LB,,,,,
player,201411160cle,htx,ReedBr00,offense,0,,,,,
player,201411160cle,htx,ReedBr00,off_pct,0%,,,,,
player,201411160cle,htx,ReedBr00,defense,50,,,,,
player,201411160cle,htx,ReedBr00,def_pct,65%,,,,,
player,201411160cle,htx,ReedBr00,special_teams,4,,,,,
player,201411160cle,htx,ReedBr00,st_pct,14%,,,,,
player,201411160cle,htx,MannDa21,pos,FS,,,,,
player,201411160cle,htx,MannDa21,offense,0,,,,,
player,201411160cle,htx,MannDa21,off_pct,0%,,,,,
player,201411160cle,htx,MannDa21,defense,49,,,,,
player,201411160cle,htx,MannDa21,def_pct,64%,,,,,
player,201411160cle,htx,MannDa21,special_teams,15,,,,,
player,201411160cle,htx,MannDa21,st_pct,52%,,,,,
player,201411160cle,htx,CricJa00,pos,DE,,,,,
player,201411160cle,htx,CricJa00,offense,0,,,,,
player,201411160cle,htx,CricJa00,off_pct,0%,,,,,
player,201411160cle,htx,CricJa00,defense,48,,,,,
player,201411160cle,htx,CricJa00,def_pct,62%,,,,,
player,201411160cle,htx,CricJa00,special_teams,4,,,,,
player,201411160cle,htx,CricJa00,st_pct,14%,,,,,
player,201411160cle,htx,DentAk00,pos,LB,,,,,
player,201411160cle,htx,DentAk00,offense,0,,,,,
player,201411160cle,htx,DentAk00,off_pct,0%,,,,,
player,201411160cle,htx,DentAk00,defense,45,,,,,
player,201411160cle,htx,DentAk00,def_pct,58%,,,,,
player,201411160cle,htx,DentAk00,special_teams,13,,,,,
player,201411160cle,htx,DentAk00,st_pct,45%,,,,,
player,201411160cle,htx,ClowJa00,pos,LB,,,,,
player,201411160cle,htx,ClowJa00,offense,0,,,,,
player,201411160cle,htx,ClowJa00,off_pct,0%,,,,,
player,201411160cle,htx,ClowJa00,defense,39,,,,,
player,201411160cle,htx,ClowJa00,def_pct,51%,,,,,
player,201411160cle,htx,ClowJa00,special_teams,0,,,,,
player,201411160cle,htx,ClowJa00,st_pct,0%,,,,,
player,201411160cle,htx,RollJu00,pos,CB,,,,,
player,201411160cle,htx,RollJu00,offense,0,,,,,
player,201411160cle,htx,RollJu00,off_pct,0%,,,,,
player,201411160cle,htx,RollJu00,defense,36,,,,,
player,201411160cle,htx,RollJu00,def_pct,47%,,,,,
player,201411160cle,htx,RollJu00,special_teams,15,,,,,
player,201411160cle,htx,RollJu00,st_pct,52%,,,,,
player,201411160cle,htx,PickRy20,pos,DT,,,,,
player,201411160cle,htx,PickRy20,offense,0,,,,,
player,201411160cle,htx,PickRy20,off_pct,0%,,,,,
player,201411160cle,htx,PickRy20,defense,29,,,,,
player,201411160cle,htx,PickRy20,def_pct,38%,,,,,
player,201411160cle,htx,PickRy20,special_teams,0,,,,,
player,201411160cle,htx,PickRy20,st_pct,0%,,,,,
player,201411160cle,htx,JamiTi99,pos,DE,,,,,
player,201411160cle,htx,JamiTi99,offense,0,,,,,
player,201411160cle,htx,JamiTi99,off_pct,0%,,,,,
player,201411160cle,htx,JamiTi99,defense,27,,,,,
player,201411160cle,htx,JamiTi99,def_pct,35%,,,,,
player,201411160cle,htx,JamiTi99,special_teams,4,,,,,
player,201411160cle,htx,JamiTi99,st_pct,14%,,,,,
player,201411160cle,htx,MohaMi00,pos,LB,,,,,
player,201411160cle,htx,MohaMi00,offense,0,,,,,
player,201411160cle,htx,MohaMi00,off_pct,0%,,,,,
player,201411160cle,htx,MohaMi00,defense,23,,,,,
player,201411160cle,htx,MohaMi00,def_pct,30%,,,,,
player,201411160cle,htx,MohaMi00,special_teams,19,,,,,
player,201411160cle,htx,MohaMi00,st_pct,66%,,,,,
player,201411160cle,htx,PoweJe00,pos,NT,,,,,
player,201411160cle,htx,PoweJe00,offense,0,,,,,
player,201411160cle,htx,PoweJe00,off_pct,0%,,,,,
player,201411160cle,htx,PoweJe00,defense,17,,,,,
player,201411160cle,htx,PoweJe00,def_pct,22%,,,,,
player,201411160cle,htx,PoweJe00,special_teams,2,,,,,
player,201411160cle,htx,PoweJe00,st_pct,7%,,,,,
player,201411160cle,htx,PagaJe00,pos,DE,,,,,
player,201411160cle,htx,PagaJe00,offense,0,,,,,
player,201411160cle,htx,PagaJe00,off_pct,0%,,,,,
player,201411160cle,htx,PagaJe00,defense,13,,,,,
player,201411160cle,htx,PagaJe00,def_pct,17%,,,,,
player,201411160cle,htx,PagaJe00,special_teams,0,,,,,
player,201411160cle,htx,PagaJe00,st_pct,0%,,,,,
player,201411160cle,htx,SimoJo01,pos,LB,,,,,
player,201411160cle,htx,SimoJo01,offense,0,,,,,
player,201411160cle,htx,SimoJo01,off_pct,0%,,,,,
player,201411160cle,htx,SimoJo01,defense,6,,,,,
player,201411160cle,htx,SimoJo01,def_pct,8%,,,,,
player,201411160cle,htx,SimoJo01,special_teams,19,,,,,
player,201411160cle,htx,SimoJo01,st_pct,66%,,,,,
player,201411160cle,htx,TarpJe00,pos,LB,,,,,
player,201411160cle,htx,TarpJe00,offense,0,,,,,
player,201411160cle,htx,TarpJe00,off_pct,0%,,,,,
player,201411160cle,htx,TarpJe00,defense,0,,,,,
player,201411160cle,htx,TarpJe00,def_pct,0%,,,,,
player,201411160cle,htx,TarpJe00,special_teams,19,,,,,
player,201411160cle,htx,TarpJe00,st_pct,66%,,,,,
player,201411160cle,htx,PleaEd00,pos,SS,,,,,
player,201411160cle,htx,PleaEd00,offense,0,,,,,
player,201411160cle,htx,PleaEd00,off_pct,0%,,,,,
player,201411160cle,htx,PleaEd00,defense,0,,,,,
player,201411160cle,htx,PleaEd00,def_pct,0%,,,,,
player,201411160cle,htx,PleaEd00,special_teams,18,,,,,
player,201411160cle,htx,PleaEd00,st_pct,62%,,,,,
player,201411160cle,htx,TuggJu00,pos,LB,,,,,
player,201411160cle,htx,TuggJu00,offense,0,,,,,
player,201411160cle,htx,TuggJu00,off_pct,0%,,,,,
player,201411160cle,htx,TuggJu00,defense,0,,,,,
player,201411160cle,htx,TuggJu00,def_pct,0%,,,,,
player,201411160cle,htx,TuggJu00,special_teams,17,,,,,
player,201411160cle,htx,TuggJu00,st_pct,59%,,,,,
player,201411160cle,htx,BullRa00,pos,K,,,,,
player,201411160cle,htx,BullRa00,offense,0,,,,,
player,201411160cle,htx,BullRa00,off_pct,0%,,,,,
player,201411160cle,htx,BullRa00,defense,0,,,,,
player,201411160cle,htx,BullRa00,def_pct,0%,,,,,
player,201411160cle,htx,BullRa00,special_teams,12,,,,,
player,201411160cle,htx,BullRa00,st_pct,41%,,,,,
player,201411160cle,htx,LechSh20,pos,P,,,,,
player,201411160cle,htx,LechSh20,offense,0,,,,,
player,201411160cle,htx,LechSh20,off_pct,0%,,,,,
player,201411160cle,htx,LechSh20,defense,0,,,,,
player,201411160cle,htx,LechSh20,def_pct,0%,,,,,
player,201411160cle,htx,LechSh20,special_teams,11,,,,,
player,201411160cle,htx,LechSh20,st_pct,38%,,,,,
player,201411160cle,htx,WeekJo00,pos,LS,,,,,
player,201411160cle,htx,WeekJo00,offense,0,,,,,
player,201411160cle,htx,WeekJo00,off_pct,0%,,,,,
player,201411160cle,htx,WeekJo00,defense,0,,,,,
player,201411160cle,htx,WeekJo00,def_pct,0%,,,,,
player,201411160cle,htx,WeekJo00,special_teams,11,,,,,
player,201411160cle,htx,WeekJo00,st_pct,38%,,,,,
player,201411160cle,htx,HalxAn00,pos,CB,,,,,
player,201411160cle,htx,HalxAn00,offense,0,,,,,
player,201411160cle,htx,HalxAn00,off_pct,0%,,,,,
player,201411160cle,htx,HalxAn00,defense,0,,,,,
player,201411160cle,htx,HalxAn00,def_pct,0%,,,,,
player,201411160cle,htx,HalxAn00,special_teams,11,,,,,
player,201411160cle,htx,HalxAn00,st_pct,38%,,,,,
player,201411160cle,htx,MorrDa01,pos,CB,,,,,
player,201411160cle,htx,MorrDa01,offense,0,,,,,
player,201411160cle,htx,MorrDa01,off_pct,0%,,,,,
player,201411160cle,htx,MorrDa01,defense,0,,,,,
player,201411160cle,htx,MorrDa01,def_pct,0%,,,,,
player,201411160cle,htx,MorrDa01,special_teams,6,,,,,
player,201411160cle,htx,MorrDa01,st_pct,21%,,,,,
player,201411160cle,htx,ClabTy20,pos,T,,,,,
player,201411160cle,htx,ClabTy20,offense,0,,,,,
player,201411160cle,htx,ClabTy20,off_pct,0%,,,,,
player,201411160cle,htx,ClabTy20,defense,0,,,,,
player,201411160cle,htx,ClabTy20,def_pct,0%,,,,,
player,201411160cle,htx,ClabTy20,special_teams,6,,,,,
player,201411160cle,htx,ClabTy20,st_pct,21%,,,,,
player,201411160cle,htx,Sua-Xa00,pos,G,,,,,
player,201411160cle,htx,Sua-Xa00,offense,0,,,,,
player,201411160cle,htx,Sua-Xa00,off_pct,0%,,,,,
player,201411160cle,htx,Sua-Xa00,defense,0,,,,,
player,201411160cle,htx,Sua-Xa00,def_pct,0%,,,,,
player,201411160cle,htx,Sua-Xa00,special_teams,6,,,,,
player,201411160cle,htx,Sua-Xa00,st_pct,21%,,,,,
