game,2014,8,20141026,201410260tam,min,"Minnesota Vikings",19,tam,"Tampa Bay Buccaneers",13
player,201410260tam,min,McKiJe00,rush_td,0,,,,,
player,201410260tam,min,McKiJe00,rush_long,28,,,,,
player,201410260tam,min,McKiJe00,targets,1,,,,,
player,201410260tam,min,McKiJe00,rec,1,,,,,
player,201410260tam,min,McKiJe00,rec_yds,-1,,,,,
player,201410260tam,min,McKiJe00,rec_td,0,,,,,
player,201410260tam,min,McKiJe00,rec_long,-1,,,,,
player,201410260tam,min,McKiJe00,fumbles,0,,,,,
player,201410260tam,min,McKiJe00,fumbles_lost,0,,,,,
player,201410260tam,min,PattCo00,pass_cmp,0,,,,,
player,201410260tam,min,PattCo00,pass_att,0,,,,,
player,201410260tam,min,PattCo00,pass_yds,0,,,,,
player,201410260tam,min,PattCo00,pass_td,0,,,,,
player,201410260tam,min,PattCo00,pass_int,0,,,,,
player,201410260tam,min,PattCo00,pass_sacked,0,,,,,
player,201410260tam,min,PattCo00,pass_sacked_yds,0,,,,,
player,201410260tam,min,PattCo00,pass_long,0,,,,,
player,201410260tam,min,PattCo00,pass_rating,,,,,,
player,201410260tam,min,PattCo00,rush_att,1,,,,,
player,201410260tam,min,PattCo00,rush_yds,10,,,,,
player,201410260tam,min,PattCo00,rush_td,0,,,,,
player,201410260tam,min,PattCo00,rush_long,10,,,,,
player,201410260tam,min,PattCo00,targets,12,,,,,
player,201410260tam,min,PattCo00,rec,6,,,,,
player,201410260tam,min,PattCo00,rec_yds,86,,,,,
player,201410260tam,min,PattCo00,rec_td,0,,,,,
player,201410260tam,min,PattCo00,rec_long,28,,,,,
player,201410260tam,min,PattCo00,fumbles,0,,,,,
player,201410260tam,min,PattCo00,fumbles_lost,0,,,,,
player,201410260tam,min,AsiaMa00,pass_cmp,0,,,,,
player,201410260tam,min,AsiaMa00,pass_att,0,,,,,
player,201410260tam,min,AsiaMa00,pass_yds,0,,,,,
player,201410260tam,min,AsiaMa00,pass_td,0,,,,,
player,201410260tam,min,AsiaMa00,pass_int,0,,,,,
player,201410260tam,min,AsiaMa00,pass_sacked,0,,,,,
player,201410260tam,min,AsiaMa00,pass_sacked_yds,0,,,,,
player,201410260tam,min,AsiaMa00,pass_long,0,,,,,
player,201410260tam,min,AsiaMa00,pass_rating,,,,,,
player,201410260tam,min,AsiaMa00,rush_att,4,,,,,
player,201410260tam,min,AsiaMa00,rush_yds,1,,,,,
player,201410260tam,min,AsiaMa00,rush_td,0,,,,,
player,201410260tam,min,AsiaMa00,rush_long,5,,,,,
player,201410260tam,min,AsiaMa00,targets,5,,,,,
player,201410260tam,min,AsiaMa00,rec,4,,,,,
player,201410260tam,min,AsiaMa00,rec_yds,26,,,,,
player,201410260tam,min,AsiaMa00,rec_td,0,,,,,
player,201410260tam,min,AsiaMa00,rec_long,10,,,,,
player,201410260tam,min,AsiaMa00,fumbles,0,,,,,
player,201410260tam,min,AsiaMa00,fumbles_lost,0,,,,,
player,201410260tam,min,FordCh00,pass_cmp,0,,,,,
player,201410260tam,min,FordCh00,pass_att,0,,,,,
player,201410260tam,min,FordCh00,pass_yds,0,,,,,
player,201410260tam,min,FordCh00,pass_td,0,,,,,
player,201410260tam,min,FordCh00,pass_int,0,,,,,
player,201410260tam,min,FordCh00,pass_sacked,0,,,,,
player,201410260tam,min,FordCh00,pass_sacked_yds,0,,,,,
player,201410260tam,min,FordCh00,pass_long,0,,,,,
player,201410260tam,min,FordCh00,pass_rating,,,,,,
player,201410260tam,min,FordCh00,rush_att,0,,,,,
player,201410260tam,min,FordCh00,rush_yds,0,,,,,
player,201410260tam,min,FordCh00,rush_td,0,,,,,
player,201410260tam,min,FordCh00,rush_long,0,,,,,
player,201410260tam,min,FordCh00,targets,6,,,,,
player,201410260tam,min,FordCh00,rec,6,,,,,
player,201410260tam,min,FordCh00,rec_yds,61,,,,,
player,201410260tam,min,FordCh00,rec_td,0,,,,,
player,201410260tam,min,FordCh00,rec_long,19,,,,,
player,201410260tam,min,FordCh00,fumbles,0,,,,,
player,201410260tam,min,FordCh00,fumbles_lost,0,,,,,
player,201410260tam,min,JennGr00,pass_cmp,0,,,,,
player,201410260tam,min,JennGr00,pass_att,0,,,,,
player,201410260tam,min,JennGr00,pass_yds,0,,,,,
player,201410260tam,min,JennGr00,pass_td,0,,,,,
player,201410260tam,min,JennGr00,pass_int,0,,,,,
player,201410260tam,min,JennGr00,pass_sacked,0,,,,,
player,201410260tam,min,JennGr00,pass_sacked_yds,0,,,,,
player,201410260tam,min,JennGr00,pass_long,0,,,,,
player,201410260tam,min,JennGr00,pass_rating,,,,,,
player,201410260tam,min,JennGr00,rush_att,0,,,,,
player,201410260tam,min,JennGr00,rush_yds,0,,,,,
player,201410260tam,min,JennGr00,rush_td,0,,,,,
player,201410260tam,min,JennGr00,rush_long,0,,,,,
player,201410260tam,min,JennGr00,targets,6,,,,,
player,201410260tam,min,JennGr00,rec,3,,,,,
player,201410260tam,min,JennGr00,rec_yds,38,,,,,
player,201410260tam,min,JennGr00,rec_td,1,,,,,
player,201410260tam,min,JennGr00,rec_long,17,,,,,
player,201410260tam,min,JennGr00,fumbles,0,,,,,
player,201410260tam,min,JennGr00,fumbles_lost,0,,,,,
player,201410260tam,min,JohnCh08,pass_cmp,0,,,,,
player,201410260tam,min,JohnCh08,pass_att,0,,,,,
player,201410260tam,min,JohnCh08,pass_yds,0,,,,,
player,201410260tam,min,JohnCh08,pass_td,0,,,,,
player,201410260tam,min,JohnCh08,pass_int,0,,,,,
player,201410260tam,min,JohnCh08,pass_sacked,0,,,,,
player,201410260tam,min,JohnCh08,pass_sacked_yds,0,,,,,
player,201410260tam,min,JohnCh08,pass_long,0,,,,,
player,201410260tam,min,JohnCh08,pass_rating,,,,,,
player,201410260tam,min,JohnCh08,rush_att,0,,,,,
player,201410260tam,min,JohnCh08,rush_yds,0,,,,,
player,201410260tam,min,JohnCh08,rush_td,0,,,,,
player,201410260tam,min,JohnCh08,rush_long,0,,,,,
player,201410260tam,min,JohnCh08,targets,5,,,,,
player,201410260tam,min,JohnCh08,rec,2,,,,,
player,201410260tam,min,JohnCh08,rec_yds,18,,,,,
player,201410260tam,min,JohnCh08,rec_td,0,,,,,
player,201410260tam,min,JohnCh08,rec_long,12,,,,,
player,201410260tam,min,JohnCh08,fumbles,0,,,,,
player,201410260tam,min,JohnCh08,fumbles_lost,0,,,,,
player,201410260tam,min,WrigJa02,pass_cmp,0,,,,,
player,201410260tam,min,WrigJa02,pass_att,0,,,,,
player,201410260tam,min,WrigJa02,pass_yds,0,,,,,
player,201410260tam,min,WrigJa02,pass_td,0,,,,,
player,201410260tam,min,WrigJa02,pass_int,0,,,,,
player,201410260tam,min,WrigJa02,pass_sacked,0,,,,,
player,201410260tam,min,WrigJa02,pass_sacked_yds,0,,,,,
player,201410260tam,min,WrigJa02,pass_long,0,,,,,
player,201410260tam,min,WrigJa02,pass_rating,,,,,,
player,201410260tam,min,WrigJa02,rush_att,0,,,,,
player,201410260tam,min,WrigJa02,rush_yds,0,,,,,
player,201410260tam,min,WrigJa02,rush_td,0,,,,,
player,201410260tam,min,WrigJa02,rush_long,0,,,,,
player,201410260tam,min,WrigJa02,targets,3,,,,,
player,201410260tam,min,WrigJa02,rec,2,,,,,
player,201410260tam,min,WrigJa02,rec_yds,13,,,,,
player,201410260tam,min,WrigJa02,rec_td,0,,,,,
player,201410260tam,min,WrigJa02,rec_long,17,,,,,
player,201410260tam,min,WrigJa02,fumbles,0,,,,,
player,201410260tam,min,WrigJa02,fumbles_lost,0,,,,,
player,201410260tam,min,ThieAd00,pass_cmp,0,,,,,
player,201410260tam,min,ThieAd00,pass_att,0,,,,,
player,201410260tam,min,ThieAd00,pass_yds,0,,,,,
player,201410260tam,min,ThieAd00,pass_td,0,,,,,
player,201410260tam,min,ThieAd00,pass_int,0,,,,,
player,201410260tam,min,ThieAd00,pass_sacked,0,,,,,
player,201410260tam,min,ThieAd00,pass_sacked_yds,0,,,,,
player,201410260tam,min,ThieAd00,pass_long,0,,,,,
player,201410260tam,min,ThieAd00,pass_rating,,,,,,
player,201410260tam,min,ThieAd00,rush_att,0,,,,,
player,201410260tam,min,ThieAd00,rush_yds,0,,,,,
player,201410260tam,min,ThieAd00,rush_td,0,,,,,
player,201410260tam,min,ThieAd00,rush_long,0,,,,,
player,201410260tam,min,ThieAd00,targets,1,,,,,
player,201410260tam,min,ThieAd00,rec,0,,,,,
player,201410260tam,min,ThieAd00,rec_yds,0,,,,,
player,201410260tam,min,ThieAd00,rec_td,0,,,,,
player,201410260tam,min,ThieAd00,rec_long,0,,,,,
player,201410260tam,min,ThieAd00,fumbles,0,,,,,
player,201410260tam,min,ThieAd00,fumbles_lost,0,,,,,
player,201410260tam,min,ElliRh00,pass_cmp,0,,,,,
player,201410260tam,min,ElliRh00,pass_att,0,,,,,
player,201410260tam,min,ElliRh00,pass_yds,0,,,,,
player,201410260tam,min,ElliRh00,pass_td,0,,,,,
player,201410260tam,min,ElliRh00,pass_int,0,,,,,
player,201410260tam,min,ElliRh00,pass_sacked,0,,,,,
player,201410260tam,min,ElliRh00,pass_sacked_yds,0,,,,,
player,201410260tam,min,ElliRh00,pass_long,0,,,,,
player,201410260tam,min,ElliRh00,pass_rating,,,,,,
player,201410260tam,min,ElliRh00,rush_att,0,,,,,
player,201410260tam,min,ElliRh00,rush_yds,0,,,,,
player,201410260tam,min,ElliRh00,rush_td,0,,,,,
player,201410260tam,min,ElliRh00,rush_long,0,,,,,
player,201410260tam,min,ElliRh00,targets,1,,,,,
player,201410260tam,min,ElliRh00,rec,0,,,,,
player,201410260tam,min,ElliRh00,rec_yds,0,,,,,
player,201410260tam,min,ElliRh00,rec_td,0,,,,,
player,201410260tam,min,ElliRh00,rec_long,0,,,,,
player,201410260tam,min,ElliRh00,fumbles,0,,,,,
player,201410260tam,min,ElliRh00,fumbles_lost,0,,,,,
player,201410260tam,min,FeltJe00,pass_cmp,0,,,,,
player,201410260tam,min,FeltJe00,pass_att,0,,,,,
player,201410260tam,min,FeltJe00,pass_yds,0,,,,,
player,201410260tam,min,FeltJe00,pass_td,0,,,,,
player,201410260tam,min,FeltJe00,pass_int,0,,,,,
player,201410260tam,min,FeltJe00,pass_sacked,0,,,,,
player,201410260tam,min,FeltJe00,pass_sacked_yds,0,,,,,
player,201410260tam,min,FeltJe00,pass_long,0,,,,,
player,201410260tam,min,FeltJe00,pass_rating,,,,,,
player,201410260tam,min,FeltJe00,rush_att,0,,,,,
player,201410260tam,min,FeltJe00,rush_yds,0,,,,,
player,201410260tam,min,FeltJe00,rush_td,0,,,,,
player,201410260tam,min,FeltJe00,rush_long,0,,,,,
player,201410260tam,min,FeltJe00,targets,1,,,,,
player,201410260tam,min,FeltJe00,rec,0,,,,,
player,201410260tam,min,FeltJe00,rec_yds,0,,,,,
player,201410260tam,min,FeltJe00,rec_td,0,,,,,
player,201410260tam,min,FeltJe00,rec_long,0,,,,,
player,201410260tam,min,FeltJe00,fumbles,0,,,,,
player,201410260tam,min,FeltJe00,fumbles_lost,0,,,,,
player,201410260tam,tam,GlenMi00,pass_cmp,19,,,,,
player,201410260tam,tam,GlenMi00,pass_att,28,,,,,
player,201410260tam,tam,GlenMi00,pass_yds,171,,,,,
player,201410260tam,tam,GlenMi00,pass_td,1,,,,,
player,201410260tam,tam,GlenMi00,pass_int,1,,,,,
player,201410260tam,tam,GlenMi00,pass_sacked,5,,,,,
player,201410260tam,tam,GlenMi00,pass_sacked_yds,12,,,,,
player,201410260tam,tam,GlenMi00,pass_long,40,,,,,
player,201410260tam,tam,GlenMi00,pass_rating,81.1,,,,,
player,201410260tam,tam,GlenMi00,rush_att,3,,,,,
player,201410260tam,tam,GlenMi00,rush_yds,13,,,,,
player,201410260tam,tam,GlenMi00,rush_td,0,,,,,
player,201410260tam,tam,GlenMi00,rush_long,6,,,,,
player,201410260tam,tam,GlenMi00,targets,0,,,,,
player,201410260tam,tam,GlenMi00,rec,0,,,,,
player,201410260tam,tam,GlenMi00,rec_yds,0,,,,,
player,201410260tam,tam,GlenMi00,rec_td,0,,,,,
player,201410260tam,tam,GlenMi00,rec_long,0,,,,,
player,201410260tam,tam,GlenMi00,fumbles,0,,,,,
player,201410260tam,tam,GlenMi00,fumbles_lost,0,,,,,
player,201410260tam,tam,MartDo00,pass_cmp,0,,,,,
player,201410260tam,tam,MartDo00,pass_att,0,,,,,
player,201410260tam,tam,MartDo00,pass_yds,0,,,,,
player,201410260tam,tam,MartDo00,pass_td,0,,,,,
player,201410260tam,tam,MartDo00,pass_int,0,,,,,
player,201410260tam,tam,MartDo00,pass_sacked,0,,,,,
player,201410260tam,tam,MartDo00,pass_sacked_yds,0,,,,,
player,201410260tam,tam,MartDo00,pass_long,0,,,,,
player,201410260tam,tam,MartDo00,pass_rating,,,,,,
player,201410260tam,tam,MartDo00,rush_att,10,,,,,
player,201410260tam,tam,MartDo00,rush_yds,27,,,,,
player,201410260tam,tam,MartDo00,rush_td,0,,,,,
player,201410260tam,tam,MartDo00,rush_long,7,,,,,
player,201410260tam,tam,MartDo00,targets,2,,,,,
player,201410260tam,tam,MartDo00,rec,2,,,,,
player,201410260tam,tam,MartDo00,rec_yds,-1,,,,,
player,201410260tam,tam,MartDo00,rec_td,0,,,,,
player,201410260tam,tam,MartDo00,rec_long,2,,,,,
player,201410260tam,tam,MartDo00,fumbles,0,,,,,
player,201410260tam,tam,MartDo00,fumbles_lost,0,,,,,
player,201410260tam,tam,RainBo00,pass_cmp,0,,,,,
player,201410260tam,tam,RainBo00,pass_att,0,,,,,
player,201410260tam,tam,RainBo00,pass_yds,0,,,,,
player,201410260tam,tam,RainBo00,pass_td,0,,,,,
player,201410260tam,tam,RainBo00,pass_int,0,,,,,
player,201410260tam,tam,RainBo00,pass_sacked,0,,,,,
player,201410260tam,tam,RainBo00,pass_sacked_yds,0,,,,,
player,201410260tam,tam,RainBo00,pass_long,0,,,,,
player,201410260tam,tam,RainBo00,pass_rating,,,,,,
player,201410260tam,tam,RainBo00,rush_att,8,,,,,
player,201410260tam,tam,RainBo00,rush_yds,25,,,,,
player,201410260tam,tam,RainBo00,rush_td,0,,,,,
player,201410260tam,tam,RainBo00,rush_long,13,,,,,
player,201410260tam,tam,RainBo00,targets,6,,,,,
player,201410260tam,tam,RainBo00,rec,6,,,,,
player,201410260tam,tam,RainBo00,rec_yds,41,,,,,
player,201410260tam,tam,RainBo00,rec_td,0,,,,,
player,201410260tam,tam,RainBo00,rec_long,11,,,,,
player,201410260tam,tam,RainBo00,fumbles,0,,,,,
player,201410260tam,tam,RainBo00,fumbles_lost,0,,,,,
player,201410260tam,tam,JameMi00,pass_cmp,0,,,,,
player,201410260tam,tam,JameMi00,pass_att,0,,,,,
player,201410260tam,tam,JameMi00,pass_yds,0,,,,,
player,201410260tam,tam,JameMi00,pass_td,0,,,,,
player,201410260tam,tam,JameMi00,pass_int,0,,,,,
player,201410260tam,tam,JameMi00,pass_sacked,0,,,,,
player,201410260tam,tam,JameMi00,pass_sacked_yds,0,,,,,
player,201410260tam,tam,JameMi00,pass_long,0,,,,,
player,201410260tam,tam,JameMi00,pass_rating,,,,,,
player,201410260tam,tam,JameMi00,rush_att,1,,,,,
player,201410260tam,tam,JameMi00,rush_yds,1,,,,,
player,201410260tam,tam,JameMi00,rush_td,0,,,,,
player,201410260tam,tam,JameMi00,rush_long,1,,,,,
player,201410260tam,tam,JameMi00,targets,0,,,,,
player,201410260tam,tam,JameMi00,rec,0,,,,,
player,201410260tam,tam,JameMi00,rec_yds,0,,,,,
player,201410260tam,tam,JameMi00,rec_td,0,,,,,
player,201410260tam,tam,JameMi00,rec_long,0,,,,,
player,201410260tam,tam,JameMi00,fumbles,0,,,,,
player,201410260tam,tam,JameMi00,fumbles_lost,0,,,,,
player,201410260tam,tam,EvanMi00,pass_cmp,0,,,,,
player,201410260tam,tam,EvanMi00,pass_att,0,,,,,
player,201410260tam,tam,EvanMi00,pass_yds,0,,,,,
player,201410260tam,tam,EvanMi00,pass_td,0,,,,,
player,201410260tam,tam,EvanMi00,pass_int,0,,,,,
player,201410260tam,tam,EvanMi00,pass_sacked,0,,,,,
player,201410260tam,tam,EvanMi00,pass_sacked_yds,0,,,,,
player,201410260tam,tam,EvanMi00,pass_long,0,,,,,
player,201410260tam,tam,EvanMi00,pass_rating,,,,,,
player,201410260tam,tam,EvanMi00,rush_att,0,,,,,
player,201410260tam,tam,EvanMi00,rush_yds,0,,,,,
player,201410260tam,tam,EvanMi00,rush_td,0,,,,,
player,201410260tam,tam,EvanMi00,rush_long,0,,,,,
player,201410260tam,tam,EvanMi00,targets,7,,,,,
player,201410260tam,tam,EvanMi00,rec,4,,,,,
player,201410260tam,tam,EvanMi00,rec_yds,78,,,,,
player,201410260tam,tam,EvanMi00,rec_td,0,,,,,
player,201410260tam,tam,EvanMi00,rec_long,40,,,,,
player,201410260tam,tam,EvanMi00,fumbles,0,,,,,
player,201410260tam,tam,EvanMi00,fumbles_lost,0,,,,,
player,201410260tam,tam,SefeAu00,pass_cmp,0,,,,,
player,201410260tam,tam,SefeAu00,pass_att,0,,,,,
player,201410260tam,tam,SefeAu00,pass_yds,0,,,,,
player,201410260tam,tam,SefeAu00,pass_td,0,,,,,
player,201410260tam,tam,SefeAu00,pass_int,0,,,,,
player,201410260tam,tam,SefeAu00,pass_sacked,0,,,,,
player,201410260tam,tam,SefeAu00,pass_sacked_yds,0,,,,,
player,201410260tam,tam,SefeAu00,pass_long,0,,,,,
player,201410260tam,tam,SefeAu00,pass_rating,,,,,,
player,201410260tam,tam,SefeAu00,rush_att,0,,,,,
player,201410260tam,tam,SefeAu00,rush_yds,0,,,,,
player,201410260tam,tam,SefeAu00,rush_td,0,,,,,
player,201410260tam,tam,SefeAu00,rush_long,0,,,,,
player,201410260tam,tam,SefeAu00,targets,4,,,,,
player,201410260tam,tam,SefeAu00,rec,3,,,,,
player,201410260tam,tam,SefeAu00,rec_yds,26,,,,,
player,201410260tam,tam,SefeAu00,rec_td,1,,,,,
player,201410260tam,tam,SefeAu00,rec_long,10,,,,,
player,201410260tam,tam,SefeAu00,fumbles,1,,,,,
player,201410260tam,tam,SefeAu00,fumbles_lost,1,,,,,
player,201410260tam,tam,JackVi00,pass_cmp,0,,,,,
player,201410260tam,tam,JackVi00,pass_att,0,,,,,
player,201410260tam,tam,JackVi00,pass_yds,0,,,,,
player,201410260tam,tam,JackVi00,pass_td,0,,,,,
player,201410260tam,tam,JackVi00,pass_int,0,,,,,
player,201410260tam,tam,JackVi00,pass_sacked,0,,,,,
player,201410260tam,tam,JackVi00,pass_sacked_yds,0,,,,,
player,201410260tam,tam,JackVi00,pass_long,0,,,,,
player,201410260tam,tam,JackVi00,pass_rating,,,,,,
player,201410260tam,tam,JackVi00,rush_att,0,,,,,
player,201410260tam,tam,JackVi00,rush_yds,0,,,,,
player,201410260tam,tam,JackVi00,rush_td,0,,,,,
player,201410260tam,tam,JackVi00,rush_long,0,,,,,
player,201410260tam,tam,JackVi00,targets,5,,,,,
player,201410260tam,tam,JackVi00,rec,1,,,,,
player,201410260tam,tam,JackVi00,rec_yds,13,,,,,
player,201410260tam,tam,JackVi00,rec_td,0,,,,,
player,201410260tam,tam,JackVi00,rec_long,13,,,,,
player,201410260tam,tam,JackVi00,fumbles,0,,,,,
player,201410260tam,tam,JackVi00,fumbles_lost,0,,,,,
player,201410260tam,tam,MurpLo00,pass_cmp,0,,,,,
player,201410260tam,tam,MurpLo00,pass_att,0,,,,,
player,201410260tam,tam,MurpLo00,pass_yds,0,,,,,
player,201410260tam,tam,MurpLo00,pass_td,0,,,,,
player,201410260tam,tam,MurpLo00,pass_int,0,,,,,
player,201410260tam,tam,MurpLo00,pass_sacked,0,,,,,
player,201410260tam,tam,MurpLo00,pass_sacked_yds,0,,,,,
player,201410260tam,tam,MurpLo00,pass_long,0,,,,,
player,201410260tam,tam,MurpLo00,pass_rating,,,,,,
player,201410260tam,tam,MurpLo00,rush_att,0,,,,,
player,201410260tam,tam,MurpLo00,rush_yds,0,,,,,
player,201410260tam,tam,MurpLo00,rush_td,0,,,,,
player,201410260tam,tam,MurpLo00,rush_long,0,,,,,
player,201410260tam,tam,MurpLo00,targets,2,,,,,
player,201410260tam,tam,MurpLo00,rec,2,,,,,
player,201410260tam,tam,MurpLo00,rec_yds,11,,,,,
player,201410260tam,tam,MurpLo00,rec_td,0,,,,,
player,201410260tam,tam,MurpLo00,rec_long,7,,,,,
player,201410260tam,tam,MurpLo00,fumbles,0,,,,,
player,201410260tam,tam,MurpLo00,fumbles_lost,0,,,,,
player,201410260tam,tam,MyerBr00,pass_cmp,0,,,,,
player,201410260tam,tam,MyerBr00,pass_att,0,,,,,
player,201410260tam,tam,MyerBr00,pass_yds,0,,,,,
player,201410260tam,tam,MyerBr00,pass_td,0,,,,,
player,201410260tam,tam,MyerBr00,pass_int,0,,,,,
player,201410260tam,tam,MyerBr00,pass_sacked,0,,,,,
player,201410260tam,tam,MyerBr00,pass_sacked_yds,0,,,,,
player,201410260tam,tam,MyerBr00,pass_long,0,,,,,
player,201410260tam,tam,MyerBr00,pass_rating,,,,,,
player,201410260tam,tam,MyerBr00,rush_att,0,,,,,
player,201410260tam,tam,MyerBr00,rush_yds,0,,,,,
player,201410260tam,tam,MyerBr00,rush_td,0,,,,,
player,201410260tam,tam,MyerBr00,rush_long,0,,,,,
player,201410260tam,tam,MyerBr00,targets,2,,,,,
player,201410260tam,tam,MyerBr00,rec,1,,,,,
player,201410260tam,tam,MyerBr00,rec_yds,3,,,,,
player,201410260tam,tam,MyerBr00,rec_td,0,,,,,
player,201410260tam,tam,MyerBr00,rec_long,3,,,,,
player,201410260tam,tam,MyerBr00,fumbles,0,,,,,
player,201410260tam,tam,MyerBr00,fumbles_lost,0,,,,,
player,201410260tam,tam,HerrRo00,pass_cmp,0,,,,,
player,201410260tam,tam,HerrRo00,pass_att,0,,,,,
player,201410260tam,tam,HerrRo00,pass_yds,0,,,,,
player,201410260tam,tam,HerrRo00,pass_td,0,,,,,
player,201410260tam,tam,HerrRo00,pass_int,0,,,,,
player,201410260tam,tam,HerrRo00,pass_sacked,0,,,,,
player,201410260tam,tam,HerrRo00,pass_sacked_yds,0,,,,,
player,201410260tam,tam,HerrRo00,pass_long,0,,,,,
player,201410260tam,tam,HerrRo00,pass_rating,,,,,,
player,201410260tam,tam,HerrRo00,rush_att,1,,,,,
player,201410260tam,tam,HerrRo00,rush_yds,0,,,,,
player,201410260tam,tam,HerrRo00,rush_td,0,,,,,
player,201410260tam,tam,HerrRo00,rush_long,0,,,,,
player,201410260tam,tam,HerrRo00,targets,0,,,,,
player,201410260tam,tam,HerrRo00,rec,0,,,,,
player,201410260tam,tam,HerrRo00,rec_yds,0,,,,,
player,201410260tam,tam,HerrRo00,rec_td,0,,,,,
player,201410260tam,tam,HerrRo00,rec_long,0,,,,,
player,201410260tam,tam,HerrRo00,fumbles,0,,,,,
player,201410260tam,tam,HerrRo00,fumbles_lost,0,,,,,
player,201410260tam,min,MunnCa99,def_int,1,,,,,
player,201410260tam,min,MunnCa99,def_int_yds,0,,,,,
player,201410260tam,min,MunnCa99,def_int_td,0,,,,,
player,201410260tam,min,MunnCa99,def_int_long,0,,,,,
player,201410260tam,min,MunnCa99,pass_defended,1,,,,,
player,201410260tam,min,MunnCa99,sacks,0.0,,,,,
player,201410260tam,min,MunnCa99,tackles_combined,4,,,,,
player,201410260tam,min,MunnCa99,tackles_solo,4,,,,,
player,201410260tam,min,MunnCa99,tackles_assists,0,,,,,
player,201410260tam,min,MunnCa99,tackles_loss,0,,,,,
player,201410260tam,min,MunnCa99,qb_hits,0,,,,,
player,201410260tam,min,MunnCa99,fumbles_rec,0,,,,,
player,201410260tam,min,MunnCa99,fumbles_rec_yds,0,,,,,
player,201410260tam,min,MunnCa99,fumbles_rec_td,0,,,,,
player,201410260tam,min,MunnCa99,fumbles_forced,0,,,,,
player,201410260tam,min,BarrAn00,def_int,0,,,,,
player,201410260tam,min,BarrAn00,def_int_yds,0,,,,,
player,201410260tam,min,BarrAn00,def_int_td,0,,,,,
player,201410260tam,min,BarrAn00,def_int_long,0,,,,,
player,201410260tam,min,BarrAn00,pass_defended,1,,,,,
player,201410260tam,min,BarrAn00,sacks,1.0,,,,,
player,201410260tam,min,BarrAn00,tackles_combined,8,,,,,
