game,2014,12,20141123,201411230den,mia,"Miami Dolphins",36,den,"Denver Broncos",39
player,201411230den,mia,MillLa01,pass_sacked_yds,0,,,,,
player,201411230den,mia,MillLa01,pass_long,0,,,,,
player,201411230den,mia,MillLa01,pass_rating,,,,,,
player,201411230den,mia,MillLa01,rush_att,12,,,,,
player,201411230den,mia,MillLa01,rush_yds,59,,,,,
player,201411230den,mia,MillLa01,rush_td,0,,,,,
player,201411230den,mia,MillLa01,rush_long,22,,,,,
player,201411230den,mia,MillLa01,targets,1,,,,,
player,201411230den,mia,MillLa01,rec,1,,,,,
player,201411230den,mia,MillLa01,rec_yds,8,,,,,
player,201411230den,mia,MillLa01,rec_td,0,,,,,
player,201411230den,mia,MillLa01,rec_long,8,,,,,
player,201411230den,mia,MillLa01,fumbles,0,,,,,
player,201411230den,mia,MillLa01,fumbles_lost,0,,,,,
player,201411230den,mia,ThomDa03,pass_cmp,0,,,,,
player,201411230den,mia,ThomDa03,pass_att,0,,,,,
player,201411230den,mia,ThomDa03,pass_yds,0,,,,,
player,201411230den,mia,ThomDa03,pass_td,0,,,,,
player,201411230den,mia,ThomDa03,pass_int,0,,,,,
player,201411230den,mia,ThomDa03,pass_sacked,0,,,,,
player,201411230den,mia,ThomDa03,pass_sacked_yds,0,,,,,
player,201411230den,mia,ThomDa03,pass_long,0,,,,,
player,201411230den,mia,ThomDa03,pass_rating,,,,,,
player,201411230den,mia,ThomDa03,rush_att,3,,,,,
player,201411230den,mia,ThomDa03,rush_yds,19,,,,,
player,201411230den,mia,ThomDa03,rush_td,1,,,,,
player,201411230den,mia,ThomDa03,rush_long,10,,,,,
player,201411230den,mia,ThomDa03,targets,0,,,,,
player,201411230den,mia,ThomDa03,rec,0,,,,,
player,201411230den,mia,ThomDa03,rec_yds,0,,,,,
player,201411230den,mia,ThomDa03,rec_td,0,,,,,
player,201411230den,mia,ThomDa03,rec_long,0,,,,,
player,201411230den,mia,ThomDa03,fumbles,0,,,,,
player,201411230den,mia,ThomDa03,fumbles_lost,0,,,,,
player,201411230den,mia,JameLa00,pass_cmp,0,,,,,
player,201411230den,mia,JameLa00,pass_att,0,,,,,
player,201411230den,mia,JameLa00,pass_yds,0,,,,,
player,201411230den,mia,JameLa00,pass_td,0,,,,,
player,201411230den,mia,JameLa00,pass_int,0,,,,,
player,201411230den,mia,JameLa00,pass_sacked,0,,,,,
player,201411230den,mia,JameLa00,pass_sacked_yds,0,,,,,
player,201411230den,mia,JameLa00,pass_long,0,,,,,
player,201411230den,mia,JameLa00,pass_rating,,,,,,
player,201411230den,mia,JameLa00,rush_att,2,,,,,
player,201411230den,mia,JameLa00,rush_yds,4,,,,,
player,201411230den,mia,JameLa00,rush_td,0,,,,,
player,201411230den,mia,JameLa00,rush_long,3,,,,,
player,201411230den,mia,JameLa00,targets,1,,,,,
player,201411230den,mia,JameLa00,rec,0,,,,,
player,201411230den,mia,JameLa00,rec_yds,0,,,,,
player,201411230den,mia,JameLa00,rec_td,0,,,,,
player,201411230den,mia,JameLa00,rec_long,0,,,,,
player,201411230den,mia,JameLa00,fumbles,0,,,,,
player,201411230den,mia,JameLa00,fumbles_lost,0,,,,,
player,201411230den,mia,LandJa00,pass_cmp,0,,,,,
player,201411230den,mia,LandJa00,pass_att,0,,,,,
player,201411230den,mia,LandJa00,pass_yds,0,,,,,
player,201411230den,mia,LandJa00,pass_td,0,,,,,
player,201411230den,mia,LandJa00,pass_int,0,,,,,
player,201411230den,mia,LandJa00,pass_sacked,0,,,,,
player,201411230den,mia,LandJa00,pass_sacked_yds,0,,,,,
player,201411230den,mia,LandJa00,pass_long,0,,,,,
player,201411230den,mia,LandJa00,pass_rating,,,,,,
player,201411230den,mia,LandJa00,rush_att,0,,,,,
player,201411230den,mia,LandJa00,rush_yds,0,,,,,
player,201411230den,mia,LandJa00,rush_td,0,,,,,
player,201411230den,mia,LandJa00,rush_long,0,,,,,
player,201411230den,mia,LandJa00,targets,11,,,,,
player,201411230den,mia,LandJa00,rec,7,,,,,
player,201411230den,mia,LandJa00,rec_yds,50,,,,,
player,201411230den,mia,LandJa00,rec_td,2,,,,,
player,201411230den,mia,LandJa00,rec_long,20,,,,,
player,201411230den,mia,LandJa00,fumbles,0,,,,,
player,201411230den,mia,LandJa00,fumbles_lost,0,,,,,
player,201411230den,mia,GibsBr00,pass_cmp,0,,,,,
player,201411230den,mia,GibsBr00,pass_att,0,,,,,
player,201411230den,mia,GibsBr00,pass_yds,0,,,,,
player,201411230den,mia,GibsBr00,pass_td,0,,,,,
player,201411230den,mia,GibsBr00,pass_int,0,,,,,
player,201411230den,mia,GibsBr00,pass_sacked,0,,,,,
player,201411230den,mia,GibsBr00,pass_sacked_yds,0,,,,,
player,201411230den,mia,GibsBr00,pass_long,0,,,,,
player,201411230den,mia,GibsBr00,pass_rating,,,,,,
player,201411230den,mia,GibsBr00,rush_att,0,,,,,
player,201411230den,mia,GibsBr00,rush_yds,0,,,,,
player,201411230den,mia,GibsBr00,rush_td,0,,,,,
player,201411230den,mia,GibsBr00,rush_long,0,,,,,
player,201411230den,mia,GibsBr00,targets,6,,,,,
player,201411230den,mia,GibsBr00,rec,5,,,,,
player,201411230den,mia,GibsBr00,rec_yds,42,,,,,
player,201411230den,mia,GibsBr00,rec_td,0,,,,,
player,201411230den,mia,GibsBr00,rec_long,13,,,,,
player,201411230den,mia,GibsBr00,fumbles,2,,,,,
player,201411230den,mia,GibsBr00,fumbles_lost,0,,,,,
player,201411230den,mia,HartBr00,pass_cmp,0,,,,,
player,201411230den,mia,HartBr00,pass_att,0,,,,,
player,201411230den,mia,HartBr00,pass_yds,0,,,,,
player,201411230den,mia,HartBr00,pass_td,0,,,,,
player,201411230den,mia,HartBr00,pass_int,0,,,,,
player,201411230den,mia,HartBr00,pass_sacked,0,,,,,
player,201411230den,mia,HartBr00,pass_sacked_yds,0,,,,,
player,201411230den,mia,HartBr00,pass_long,0,,,,,
player,201411230den,mia,HartBr00,pass_rating,,,,,,
player,201411230den,mia,HartBr00,rush_att,0,,,,,
player,201411230den,mia,HartBr00,rush_yds,0,,,,,
player,201411230den,mia,HartBr00,rush_td,0,,,,,
player,201411230den,mia,HartBr00,rush_long,0,,,,,
player,201411230den,mia,HartBr00,targets,2,,,,,
player,201411230den,mia,HartBr00,rec,2,,,,,
player,201411230den,mia,HartBr00,rec_yds,39,,,,,
player,201411230den,mia,HartBr00,rec_td,0,,,,,
player,201411230den,mia,HartBr00,rec_long,21,,,,,
player,201411230den,mia,HartBr00,fumbles,0,,,,,
player,201411230den,mia,HartBr00,fumbles_lost,0,,,,,
player,201411230den,mia,WallMi00,pass_cmp,0,,,,,
player,201411230den,mia,WallMi00,pass_att,0,,,,,
player,201411230den,mia,WallMi00,pass_yds,0,,,,,
player,201411230den,mia,WallMi00,pass_td,0,,,,,
player,201411230den,mia,WallMi00,pass_int,0,,,,,
player,201411230den,mia,WallMi00,pass_sacked,0,,,,,
player,201411230den,mia,WallMi00,pass_sacked_yds,0,,,,,
player,201411230den,mia,WallMi00,pass_long,0,,,,,
player,201411230den,mia,WallMi00,pass_rating,,,,,,
player,201411230den,mia,WallMi00,rush_att,0,,,,,
player,201411230den,mia,WallMi00,rush_yds,0,,,,,
player,201411230den,mia,WallMi00,rush_td,0,,,,,
player,201411230den,mia,WallMi00,rush_long,0,,,,,
player,201411230den,mia,WallMi00,targets,5,,,,,
player,201411230den,mia,WallMi00,rec,4,,,,,
player,201411230den,mia,WallMi00,rec_yds,35,,,,,
player,201411230den,mia,WallMi00,rec_td,1,,,,,
player,201411230den,mia,WallMi00,rec_long,11,,,,,
player,201411230den,mia,WallMi00,fumbles,0,,,,,
player,201411230den,mia,WallMi00,fumbles_lost,0,,,,,
player,201411230den,mia,SimsDi00,pass_cmp,0,,,,,
player,201411230den,mia,SimsDi00,pass_att,0,,,,,
player,201411230den,mia,SimsDi00,pass_yds,0,,,,,
player,201411230den,mia,SimsDi00,pass_td,0,,,,,
player,201411230den,mia,SimsDi00,pass_int,0,,,,,
player,201411230den,mia,SimsDi00,pass_sacked,0,,,,,
player,201411230den,mia,SimsDi00,pass_sacked_yds,0,,,,,
player,201411230den,mia,SimsDi00,pass_long,0,,,,,
player,201411230den,mia,SimsDi00,pass_rating,,,,,,
player,201411230den,mia,SimsDi00,rush_att,0,,,,,
player,201411230den,mia,SimsDi00,rush_yds,0,,,,,
player,201411230den,mia,SimsDi00,rush_td,0,,,,,
player,201411230den,mia,SimsDi00,rush_long,0,,,,,
player,201411230den,mia,SimsDi00,targets,5,,,,,
player,201411230den,mia,SimsDi00,rec,4,,,,,
player,201411230den,mia,SimsDi00,rec_yds,31,,,,,
player,201411230den,mia,SimsDi00,rec_td,0,,,,,
player,201411230den,mia,SimsDi00,rec_long,16,,,,,
player,201411230den,mia,SimsDi00,fumbles,0,,,,,
player,201411230den,mia,SimsDi00,fumbles_lost,0,,,,,
player,201411230den,mia,MattRi00,pass_cmp,0,,,,,
player,201411230den,mia,MattRi00,pass_att,0,,,,,
player,201411230den,mia,MattRi00,pass_yds,0,,,,,
player,201411230den,mia,MattRi00,pass_td,0,,,,,
player,201411230den,mia,MattRi00,pass_int,0,,,,,
player,201411230den,mia,MattRi00,pass_sacked,0,,,,,
player,201411230den,mia,MattRi00,pass_sacked_yds,0,,,,,
player,201411230den,mia,MattRi00,pass_long,0,,,,,
player,201411230den,mia,MattRi00,pass_rating,,,,,,
player,201411230den,mia,MattRi00,rush_att,0,,,,,
player,201411230den,mia,MattRi00,rush_yds,0,,,,,
player,201411230den,mia,MattRi00,rush_td,0,,,,,
player,201411230den,mia,MattRi00,rush_long,0,,,,,
player,201411230den,mia,MattRi00,targets,3,,,,,
player,201411230den,mia,MattRi00,rec,2,,,,,
player,201411230den,mia,MattRi00,rec_yds,24,,,,,
player,201411230den,mia,MattRi00,rec_td,0,,,,,
player,201411230den,mia,MattRi00,rec_long,18,,,,,
player,201411230den,mia,MattRi00,fumbles,1,,,,,
player,201411230den,mia,MattRi00,fumbles_lost,0,,,,,
player,201411230den,mia,WillDa05,pass_cmp,0,,,,,
player,201411230den,mia,WillDa05,pass_att,0,,,,,
player,201411230den,mia,WillDa05,pass_yds,0,,,,,
player,201411230den,mia,WillDa05,pass_td,0,,,,,
player,201411230den,mia,WillDa05,pass_int,0,,,,,
player,201411230den,mia,WillDa05,pass_sacked,0,,,,,
player,201411230den,mia,WillDa05,pass_sacked_yds,0,,,,,
player,201411230den,mia,WillDa05,pass_long,0,,,,,
player,201411230den,mia,WillDa05,pass_rating,,,,,,
player,201411230den,mia,WillDa05,rush_att,0,,,,,
player,201411230den,mia,WillDa05,rush_yds,0,,,,,
player,201411230den,mia,WillDa05,rush_td,0,,,,,
player,201411230den,mia,WillDa05,rush_long,0,,,,,
player,201411230den,mia,WillDa05,targets,2,,,,,
player,201411230den,mia,WillDa05,rec,1,,,,,
player,201411230den,mia,WillDa05,rec_yds,-1,,,,,
player,201411230den,mia,WillDa05,rec_td,0,,,,,
player,201411230den,mia,WillDa05,rec_long,-1,,,,,
player,201411230den,mia,WillDa05,fumbles,0,,,,,
player,201411230den,mia,WillDa05,fumbles_lost,0,,,,,
player,201411230den,den,MannPe00,pass_cmp,28,,,,,
player,201411230den,den,MannPe00,pass_att,35,,,,,
player,201411230den,den,MannPe00,pass_yds,257,,,,,
player,201411230den,den,MannPe00,pass_td,4,,,,,
player,201411230den,den,MannPe00,pass_int,0,,,,,
player,201411230den,den,MannPe00,pass_sacked,1,,,,,
player,201411230den,den,MannPe00,pass_sacked_yds,8,,,,,
player,201411230den,den,MannPe00,pass_long,35,,,,,
player,201411230den,den,MannPe00,pass_rating,135.4,,,,,
player,201411230den,den,MannPe00,rush_att,2,,,,,
player,201411230den,den,MannPe00,rush_yds,-2,,,,,
player,201411230den,den,MannPe00,rush_td,0,,,,,
player,201411230den,den,MannPe00,rush_long,-1,,,,,
player,201411230den,den,MannPe00,targets,0,,,,,
player,201411230den,den,MannPe00,rec,0,,,,,
player,201411230den,den,MannPe00,rec_yds,0,,,,,
player,201411230den,den,MannPe00,rec_td,0,,,,,
player,201411230den,den,MannPe00,rec_long,0,,,,,
player,201411230den,den,MannPe00,fumbles,0,,,,,
player,201411230den,den,MannPe00,fumbles_lost,0,,,,,
player,201411230den,den,AndeC.00,pass_cmp,0,,,,,
player,201411230den,den,AndeC.00,pass_att,0,,,,,
player,201411230den,den,AndeC.00,pass_yds,0,,,,,
player,201411230den,den,AndeC.00,pass_td,0,,,,,
player,201411230den,den,AndeC.00,pass_int,0,,,,,
player,201411230den,den,AndeC.00,pass_sacked,0,,,,,
player,201411230den,den,AndeC.00,pass_sacked_yds,0,,,,,
player,201411230den,den,AndeC.00,pass_long,0,,,,,
player,201411230den,den,AndeC.00,pass_rating,,,,,,
player,201411230den,den,AndeC.00,rush_att,27,,,,,
player,201411230den,den,AndeC.00,rush_yds,167,,,,,
player,201411230den,den,AndeC.00,rush_td,1,,,,,
player,201411230den,den,AndeC.00,rush_long,26,,,,,
player,201411230den,den,AndeC.00,targets,4,,,,,
player,201411230den,den,AndeC.00,rec,4,,,,,
player,201411230den,den,AndeC.00,rec_yds,28,,,,,
player,201411230den,den,AndeC.00,rec_td,0,,,,,
player,201411230den,den,AndeC.00,rec_long,9,,,,,
player,201411230den,den,AndeC.00,fumbles,0,,,,,
player,201411230den,den,AndeC.00,fumbles_lost,0,,,,,
player,201411230den,den,ThomJu01,pass_cmp,0,,,,,
player,201411230den,den,ThomJu01,pass_att,0,,,,,
player,201411230den,den,ThomJu01,pass_yds,0,,,,,
player,201411230den,den,ThomJu01,pass_td,0,,,,,
player,201411230den,den,ThomJu01,pass_int,0,,,,,
player,201411230den,den,ThomJu01,pass_sacked,0,,,,,
player,201411230den,den,ThomJu01,pass_sacked_yds,0,,,,,
player,201411230den,den,ThomJu01,pass_long,0,,,,,
player,201411230den,den,ThomJu01,pass_rating,,,,,,
player,201411230den,den,ThomJu01,rush_att,5,,,,,
player,201411230den,den,ThomJu01,rush_yds,33,,,,,
player,201411230den,den,ThomJu01,rush_td,0,,,,,
player,201411230den,den,ThomJu01,rush_long,21,,,,,
player,201411230den,den,ThomJu01,targets,0,,,,,
player,201411230den,den,ThomJu01,rec,0,,,,,
player,201411230den,den,ThomJu01,rec_yds,0,,,,,
player,201411230den,den,ThomJu01,rec_td,0,,,,,
player,201411230den,den,ThomJu01,rec_long,0,,,,,
player,201411230den,den,ThomJu01,fumbles,0,,,,,
player,201411230den,den,ThomJu01,fumbles_lost,0,,,,,
player,201411230den,den,SandEm00,pass_cmp,0,,,,,
player,201411230den,den,SandEm00,pass_att,0,,,,,
player,201411230den,den,SandEm00,pass_yds,0,,,,,
player,201411230den,den,SandEm00,pass_td,0,,,,,
player,201411230den,den,SandEm00,pass_int,0,,,,,
player,201411230den,den,SandEm00,pass_sacked,0,,,,,
player,201411230den,den,SandEm00,pass_sacked_yds,0,,,,,
player,201411230den,den,SandEm00,pass_long,0,,,,,
player,201411230den,den,SandEm00,pass_rating,,,,,,
player,201411230den,den,SandEm00,rush_att,1,,,,,
player,201411230den,den,SandEm00,rush_yds,3,,,,,
player,201411230den,den,SandEm00,rush_td,0,,,,,
player,201411230den,den,SandEm00,rush_long,3,,,,,
player,201411230den,den,SandEm00,targets,13,,,,,
player,201411230den,den,SandEm00,rec,9,,,,,
player,201411230den,den,SandEm00,rec_yds,125,,,,,
player,201411230den,den,SandEm00,rec_td,0,,,,,
player,201411230den,den,SandEm00,rec_long,35,,,,,
player,201411230den,den,SandEm00,fumbles,0,,,,,
player,201411230den,den,SandEm00,fumbles_lost,0,,,,,
player,201411230den,den,ThomDe03,pass_cmp,0,,,,,
player,201411230den,den,ThomDe03,pass_att,0,,,,,
player,201411230den,den,ThomDe03,pass_yds,0,,,,,
player,201411230den,den,ThomDe03,pass_td,0,,,,,
player,201411230den,den,ThomDe03,pass_int,0,,,,,
player,201411230den,den,ThomDe03,pass_sacked,0,,,,,
player,201411230den,den,ThomDe03,pass_sacked_yds,0,,,,,
player,201411230den,den,ThomDe03,pass_long,0,,,,,
player,201411230den,den,ThomDe03,pass_rating,,,,,,
player,201411230den,den,ThomDe03,rush_att,0,,,,,
player,201411230den,den,ThomDe03,rush_yds,0,,,,,
player,201411230den,den,ThomDe03,rush_td,0,,,,,
player,201411230den,den,ThomDe03,rush_long,0,,,,,
player,201411230den,den,ThomDe03,targets,13,,,,,
player,201411230den,den,ThomDe03,rec,10,,,,,
player,201411230den,den,ThomDe03,rec_yds,87,,,,,
player,201411230den,den,ThomDe03,rec_td,3,,,,,
player,201411230den,den,ThomDe03,rec_long,21,,,,,
player,201411230den,den,ThomDe03,fumbles,0,,,,,
player,201411230den,den,ThomDe03,fumbles_lost,0,,,,,
player,201411230den,den,WelkWe00,pass_cmp,0,,,,,
player,201411230den,den,WelkWe00,pass_att,0,,,,,
player,201411230den,den,WelkWe00,pass_yds,0,,,,,
player,201411230den,den,WelkWe00,pass_td,0,,,,,
player,201411230den,den,WelkWe00,pass_int,0,,,,,
player,201411230den,den,WelkWe00,pass_sacked,0,,,,,
player,201411230den,den,WelkWe00,pass_sacked_yds,0,,,,,
player,201411230den,den,WelkWe00,pass_long,0,,,,,
player,201411230den,den,WelkWe00,pass_rating,,,,,,
player,201411230den,den,WelkWe00,rush_att,0,,,,,
player,201411230den,den,WelkWe00,rush_yds,0,,,,,
player,201411230den,den,WelkWe00,rush_td,0,,,,,
player,201411230den,den,WelkWe00,rush_long,0,,,,,
player,201411230den,den,WelkWe00,targets,4,,,,,
player,201411230den,den,WelkWe00,rec,4,,,,,
player,201411230den,den,WelkWe00,rec_yds,18,,,,,
player,201411230den,den,WelkWe00,rec_td,1,,,,,
player,201411230den,den,WelkWe00,rec_long,6,,,,,
player,201411230den,den,WelkWe00,fumbles,0,,,,,
player,201411230den,den,WelkWe00,fumbles_lost,0,,,,,
player,201411230den,den,TammJa00,pass_cmp,0,,,,,
player,201411230den,den,TammJa00,pass_att,0,,,,,
player,201411230den,den,TammJa00,pass_yds,0,,,,,
player,201411230den,den,TammJa00,pass_td,0,,,,,
player,201411230den,den,TammJa00,pass_int,0,,,,,
player,201411230den,den,TammJa00,pass_sacked,0,,,,,
player,201411230den,den,TammJa00,pass_sacked_yds,0,,,,,
player,201411230den,den,TammJa00,pass_long,0,,,,,
player,201411230den,den,TammJa00,pass_rating,,,,,,
player,201411230den,den,TammJa00,rush_att,0,,,,,
player,201411230den,den,TammJa00,rush_yds,0,,,,,
player,201411230den,den,TammJa00,rush_td,0,,,,,
player,201411230den,den,TammJa00,rush_long,0,,,,,
player,201411230den,den,TammJa00,targets,1,,,,,
player,201411230den,den,TammJa00,rec,1,,,,,
player,201411230den,den,TammJa00,rec_yds,-1,,,,,
player,201411230den,den,TammJa00,rec_td,0,,,,,
player,201411230den,den,TammJa00,rec_long,-1,,,,,
player,201411230den,den,TammJa00,fumbles,0,,,,,
player,201411230den,den,TammJa00,fumbles_lost,0,,,,,
player,201411230den,mia,JenkJe00,def_int,0,,,,,
player,201411230den,mia,JenkJe00,def_int_yds,0,,,,,
player,201411230den,mia,JenkJe00,def_int_td,0,,,,,
player,201411230den,mia,JenkJe00,def_int_long,0,,,,,
player,201411230den,mia,JenkJe00,pass_defended,0,,,,,
player,201411230den,mia,JenkJe00,sacks,1.0,,,,,
player,201411230den,mia,JenkJe00,tackles_combined,11,,,,,
player,201411230den,mia,JenkJe00,tackles_solo,9,,,,,
player,201411230den,mia,JenkJe00,tackles_assists,2,,,,,
player,201411230den,mia,JenkJe00,tackles_loss,1,,,,,
player,201411230den,mia,JenkJe00,qb_hits,1,,,,,
player,201411230den,mia,JenkJe00,fumbles_rec,0,,,,,
player,201411230den,mia,JenkJe00,fumbles_rec_yds,0,,,,,
player,201411230den,mia,JenkJe00,fumbles_rec_td,0,,,,,
player,201411230den,mia,JenkJe00,fumbles_forced,0,,,,,
player,201411230den,mia,DelmLo99,def_int,0,,,,,
player,201411230den,mia,DelmLo99,def_int_yds,0,,,,,
player,201411230den,mia,DelmLo99,def_int_td,0,,,,,
player,201411230den,mia,DelmLo99,def_int_long,0,,,,,
player,201411230den,mia,DelmLo99,pass_defended,0,,,,,
player,201411230den,mia,DelmLo99,sacks,0.0,,,,,
player,201411230den,mia,DelmLo99,tackles_combined,9,,,,,
player,201411230den,mia,DelmLo99,tackles_solo,8,,,,,
player,201411230den,mia,DelmLo99,tackles_assists,1,,,,,
player,201411230den,mia,DelmLo99,tackles_loss,0,,,,,
player,201411230den,mia,DelmLo99,qb_hits,0,,,,,
player,201411230den,mia,DelmLo99,fumbles_rec,0,,,,,
player,201411230den,mia,DelmLo99,fumbles_rec_yds,0,,,,,
player,201411230den,mia,DelmLo99,fumbles_rec_td,0,,,,,
player,201411230den,mia,DelmLo99,fumbles_forced,0,,,,,
player,201411230den,mia,MisiKo99,def_int,0,,,,,
player,201411230den,mia,MisiKo99,def_int_yds,0,,,,,
player,201411230den,mia,MisiKo99,def_int_td,0,,,,,
player,201411230den,mia,MisiKo99,def_int_long,0,,,,,
player,201411230den,mia,MisiKo99,pass_defended,0,,,,,
player,201411230den,mia,MisiKo99,sacks,0.0,,,,,
player,201411230den,mia,MisiKo99,tackles_combined,7,,,,,
player,201411230den,mia,MisiKo99,tackles_solo,6,,,,,
player,201411230den,mia,MisiKo99,tackles_assists,1,,,,,
player,201411230den,mia,MisiKo99,tackles_loss,0,,,,,
player,201411230den,mia,MisiKo99,qb_hits,0,,,,,
player,201411230den,mia,MisiKo99,fumbles_rec,0,,,,,
player,201411230den,mia,MisiKo99,fumbles_rec_yds,0,,,,,
player,201411230den,mia,MisiKo99,fumbles_rec_td,0,,,,,
player,201411230den,mia,MisiKo99,fumbles_forced,0,,,,,
player,201411230den,mia,TaylJa01,def_int,0,,,,,
player,201411230den,mia,TaylJa01,def_int_yds,0,,,,,
player,201411230den,mia,TaylJa01,def_int_td,0,,,,,
player,201411230den,mia,TaylJa01,def_int_long,0,,,,,
player,201411230den,mia,TaylJa01,pass_defended,0,,,,,
player,201411230den,mia,TaylJa01,sacks,0.0,,,,,
player,201411230den,mia,TaylJa01,tackles_combined,6,,,,,
player,201411230den,mia,TaylJa01,tackles_solo,6,,,,,
player,201411230den,mia,TaylJa01,tackles_assists,0,,,,,
player,201411230den,mia,TaylJa01,tackles_loss,1,,,,,
player,201411230den,mia,TaylJa01,qb_hits,0,,,,,
player,201411230den,mia,TaylJa01,fumbles_rec,0,,,,,
player,201411230den,mia,TaylJa01,fumbles_rec_yds,0,,,,,
player,201411230den,mia,TaylJa01,fumbles_rec_td,0,,,,,
player,201411230den,mia,TaylJa01,fumbles_forced,0,,,,,
player,201411230den,mia,VernOl00,def_int,0,,,,,
player,201411230den,mia,VernOl00,def_int_yds,0,,,,,
player,201411230den,mia,VernOl00,def_int_td,0,,,,,
player,201411230den,mia,VernOl00,def_int_long,0,,,,,
player,201411230den,mia,VernOl00,pass_defended,0,,,,,
player,201411230den,mia,VernOl00,sacks,0.0,,,,,
player,201411230den,mia,VernOl00,tackles_combined,5,,,,,
player,201411230den,mia,VernOl00,tackles_solo,5,,,,,
player,201411230den,mia,VernOl00,tackles_assists,0,,,,,
player,201411230den,mia,VernOl00,tackles_loss,1,,,,,
player,201411230den,mia,VernOl00,qb_hits,0,,,,,
player,201411230den,mia,VernOl00,fumbles_rec,0,,,,,
player,201411230den,mia,VernOl00,fumbles_rec_yds,0,,,,,
player,201411230den,mia,VernOl00,fumbles_rec_td,0,,,,,
player,201411230den,mia,VernOl00,fumbles_forced,0,,,,,
player,201411230den,mia,AikeWa00,def_int,0,,,,,
player,201411230den,mia,AikeWa00,def_int_yds,0,,,,,
player,201411230den,mia,AikeWa00,def_int_td,0,,,,,
player,201411230den,mia,AikeWa00,def_int_long,0,,,,,
player,201411230den,mia,AikeWa00,pass_defended,0,,,,,
player,201411230den,mia,AikeWa00,sacks,0.0,,,,,
player,201411230den,mia,AikeWa00,tackles_combined,4,,,,,
player,201411230den,mia,AikeWa00,tackles_solo,4,,,,,
player,201411230den,mia,AikeWa00,tackles_assists,0,,,,,
player,201411230den,mia,AikeWa00,tackles_loss,0,,,,,
player,201411230den,mia,AikeWa00,qb_hits,0,,,,,
player,201411230den,mia,AikeWa00,fumbles_rec,0,,,,,
player,201411230den,mia,AikeWa00,fumbles_rec_yds,0,,,,,
player,201411230den,mia,AikeWa00,fumbles_rec_td,0,,,,,
player,201411230den,mia,AikeWa00,fumbles_forced,0,,,,,
player,201411230den,mia,JoneRe99,def_int,0,,,,,
player,201411230den,mia,JoneRe99,def_int_yds,0,,,,,
player,201411230den,mia,JoneRe99,def_int_td,0,,,,,
player,201411230den,mia,JoneRe99,def_int_long,0,,,,,
player,201411230den,mia,JoneRe99,pass_defended,0,,,,,
