game,2014,12,20141123,201411230den,mia,"Miami Dolphins",36,den,"Denver Broncos",39
player,201411230den,den,WillSy00,def_int_td,0,,,,,
player,201411230den,den,WillSy00,def_int_long,0,,,,,
player,201411230den,den,WillSy00,pass_defended,0,,,,,
player,201411230den,den,WillSy00,sacks,0.0,,,,,
player,201411230den,den,WillSy00,tackles_combined,1,,,,,
player,201411230den,den,WillSy00,tackles_solo,1,,,,,
player,201411230den,den,WillSy00,tackles_assists,0,,,,,
player,201411230den,den,WillSy00,tackles_loss,0,,,,,
player,201411230den,den,WillSy00,qb_hits,0,,,,,
player,201411230den,den,WillSy00,fumbles_rec,0,,,,,
player,201411230den,den,WillSy00,fumbles_rec_yds,0,,,,,
player,201411230den,den,WillSy00,fumbles_rec_td,0,,,,,
player,201411230den,den,WillSy00,fumbles_forced,0,,,,,
player,201411230den,mia,LandJa00,kick_ret,1,,,,,
player,201411230den,mia,LandJa00,kick_ret_yds,20,,,,,
player,201411230den,mia,LandJa00,kick_ret_yds_per_ret,20.0,,,,,
player,201411230den,mia,LandJa00,kick_ret_td,0,,,,,
player,201411230den,mia,LandJa00,kick_ret_long,20,,,,,
player,201411230den,mia,LandJa00,punt_ret,1,,,,,
player,201411230den,mia,LandJa00,punt_ret_yds,17,,,,,
player,201411230den,mia,LandJa00,punt_ret_yds_per_ret,17.0,,,,,
player,201411230den,mia,LandJa00,punt_ret_td,0,,,,,
player,201411230den,mia,LandJa00,punt_ret_long,17,,,,,
player,201411230den,mia,WillDa05,kick_ret,1,,,,,
player,201411230den,mia,WillDa05,kick_ret_yds,20,,,,,
player,201411230den,mia,WillDa05,kick_ret_yds_per_ret,20.0,,,,,
player,201411230den,mia,WillDa05,kick_ret_td,0,,,,,
player,201411230den,mia,WillDa05,kick_ret_long,20,,,,,
player,201411230den,mia,WillDa05,punt_ret,0,,,,,
player,201411230den,mia,WillDa05,punt_ret_yds,0,,,,,
player,201411230den,mia,WillDa05,punt_ret_yds_per_ret,,,,,,
player,201411230den,mia,WillDa05,punt_ret_td,0,,,,,
player,201411230den,mia,WillDa05,punt_ret_long,0,,,,,
player,201411230den,den,BursIs01,kick_ret,0,,,,,
player,201411230den,den,BursIs01,kick_ret_yds,0,,,,,
player,201411230den,den,BursIs01,kick_ret_yds_per_ret,,,,,,
player,201411230den,den,BursIs01,kick_ret_td,0,,,,,
player,201411230den,den,BursIs01,kick_ret_long,0,,,,,
player,201411230den,den,BursIs01,punt_ret,3,,,,,
player,201411230den,den,BursIs01,punt_ret_yds,12,,,,,
player,201411230den,den,BursIs01,punt_ret_yds_per_ret,4.0,,,,,
player,201411230den,den,BursIs01,punt_ret_td,0,,,,,
player,201411230den,den,BursIs01,punt_ret_long,12,,,,,
player,201411230den,den,BoldOm00,kick_ret,3,,,,,
player,201411230den,den,BoldOm00,kick_ret_yds,100,,,,,
player,201411230den,den,BoldOm00,kick_ret_yds_per_ret,33.3,,,,,
player,201411230den,den,BoldOm00,kick_ret_td,0,,,,,
player,201411230den,den,BoldOm00,kick_ret_long,40,,,,,
player,201411230den,den,BoldOm00,punt_ret,0,,,,,
player,201411230den,den,BoldOm00,punt_ret_yds,0,,,,,
player,201411230den,den,BoldOm00,punt_ret_yds_per_ret,,,,,,
player,201411230den,den,BoldOm00,punt_ret_td,0,,,,,
player,201411230den,den,BoldOm00,punt_ret_long,0,,,,,
player,201411230den,mia,SturCa00,xpm,4,,,,,
player,201411230den,mia,SturCa00,xpa,4,,,,,
player,201411230den,mia,SturCa00,fgm,,,,,,
player,201411230den,mia,SturCa00,fga,,,,,,
player,201411230den,mia,SturCa00,punt,0,,,,,
player,201411230den,mia,SturCa00,punt_yds,0,,,,,
player,201411230den,mia,SturCa00,punt_yds_per_punt,,,,,,
player,201411230den,mia,SturCa00,punt_long,0,,,,,
player,201411230den,mia,FielBr20,xpm,,,,,,
player,201411230den,mia,FielBr20,xpa,,,,,,
player,201411230den,mia,FielBr20,fgm,,,,,,
player,201411230den,mia,FielBr20,fga,,,,,,
player,201411230den,mia,FielBr20,punt,3,,,,,
player,201411230den,mia,FielBr20,punt_yds,160,,,,,
player,201411230den,mia,FielBr20,punt_yds_per_punt,53.3,,,,,
player,201411230den,mia,FielBr20,punt_long,55,,,,,
player,201411230den,den,McMaBr01,xpm,4,,,,,
player,201411230den,den,McMaBr01,xpa,4,,,,,
player,201411230den,den,McMaBr01,fgm,1,,,,,
player,201411230den,den,McMaBr01,fga,2,,,,,
player,201411230den,den,McMaBr01,punt,0,,,,,
player,201411230den,den,McMaBr01,punt_yds,0,,,,,
player,201411230den,den,McMaBr01,punt_yds_per_punt,,,,,,
player,201411230den,den,McMaBr01,punt_long,0,,,,,
player,201411230den,den,ColqBr00,xpm,,,,,,
player,201411230den,den,ColqBr00,xpa,,,,,,
player,201411230den,den,ColqBr00,fgm,,,,,,
player,201411230den,den,ColqBr00,fga,,,,,,
player,201411230den,den,ColqBr00,punt,1,,,,,
player,201411230den,den,ColqBr00,punt_yds,45,,,,,
player,201411230den,den,ColqBr00,punt_yds_per_punt,45.0,,,,,
player,201411230den,den,ColqBr00,punt_long,45,,,,,
player,201411230den,den,VasqLo20,pos,G,,,,,
player,201411230den,den,VasqLo20,offense,75,,,,,
player,201411230den,den,VasqLo20,off_pct,100%,,,,,
player,201411230den,den,VasqLo20,defense,0,,,,,
player,201411230den,den,VasqLo20,def_pct,0%,,,,,
player,201411230den,den,VasqLo20,special_teams,6,,,,,
player,201411230den,den,VasqLo20,st_pct,22%,,,,,
player,201411230den,den,MontWi20,pos,C,,,,,
player,201411230den,den,MontWi20,offense,75,,,,,
player,201411230den,den,MontWi20,off_pct,100%,,,,,
player,201411230den,den,MontWi20,defense,0,,,,,
player,201411230den,den,MontWi20,def_pct,0%,,,,,
player,201411230den,den,MontWi20,special_teams,6,,,,,
player,201411230den,den,MontWi20,st_pct,22%,,,,,
player,201411230den,den,CladRy20,pos,T,,,,,
player,201411230den,den,CladRy20,offense,75,,,,,
player,201411230den,den,CladRy20,off_pct,100%,,,,,
player,201411230den,den,CladRy20,defense,0,,,,,
player,201411230den,den,CladRy20,def_pct,0%,,,,,
player,201411230den,den,CladRy20,special_teams,6,,,,,
player,201411230den,den,CladRy20,st_pct,22%,,,,,
player,201411230den,den,ThomDe03,pos,WR,,,,,
player,201411230den,den,ThomDe03,offense,75,,,,,
player,201411230den,den,ThomDe03,off_pct,100%,,,,,
player,201411230den,den,ThomDe03,defense,0,,,,,
player,201411230den,den,ThomDe03,def_pct,0%,,,,,
player,201411230den,den,ThomDe03,special_teams,1,,,,,
player,201411230den,den,ThomDe03,st_pct,4%,,,,,
player,201411230den,den,RamiMa20,pos,C,,,,,
player,201411230den,den,RamiMa20,offense,75,,,,,
player,201411230den,den,RamiMa20,off_pct,100%,,,,,
player,201411230den,den,RamiMa20,defense,0,,,,,
player,201411230den,den,RamiMa20,def_pct,0%,,,,,
player,201411230den,den,RamiMa20,special_teams,1,,,,,
player,201411230den,den,RamiMa20,st_pct,4%,,,,,
player,201411230den,den,MannPe00,pos,QB,,,,,
player,201411230den,den,MannPe00,offense,75,,,,,
player,201411230den,den,MannPe00,off_pct,100%,,,,,
player,201411230den,den,MannPe00,defense,0,,,,,
player,201411230den,den,MannPe00,def_pct,0%,,,,,
player,201411230den,den,MannPe00,special_teams,0,,,,,
player,201411230den,den,MannPe00,st_pct,0%,,,,,
player,201411230den,den,FranOr00,pos,G,,,,,
player,201411230den,den,FranOr00,offense,74,,,,,
player,201411230den,den,FranOr00,off_pct,99%,,,,,
player,201411230den,den,FranOr00,defense,0,,,,,
player,201411230den,den,FranOr00,def_pct,0%,,,,,
player,201411230den,den,FranOr00,special_teams,5,,,,,
player,201411230den,den,FranOr00,st_pct,19%,,,,,
player,201411230den,den,SandEm00,pos,WR,,,,,
player,201411230den,den,SandEm00,offense,68,,,,,
player,201411230den,den,SandEm00,off_pct,91%,,,,,
player,201411230den,den,SandEm00,defense,0,,,,,
player,201411230den,den,SandEm00,def_pct,0%,,,,,
player,201411230den,den,SandEm00,special_teams,1,,,,,
player,201411230den,den,SandEm00,st_pct,4%,,,,,
player,201411230den,den,AndeC.00,pos,RB,,,,,
player,201411230den,den,AndeC.00,offense,67,,,,,
player,201411230den,den,AndeC.00,off_pct,89%,,,,,
player,201411230den,den,AndeC.00,defense,0,,,,,
player,201411230den,den,AndeC.00,def_pct,0%,,,,,
player,201411230den,den,AndeC.00,special_teams,1,,,,,
player,201411230den,den,AndeC.00,st_pct,4%,,,,,
player,201411230den,den,WelkWe00,pos,WR,,,,,
player,201411230den,den,WelkWe00,offense,58,,,,,
player,201411230den,den,WelkWe00,off_pct,77%,,,,,
player,201411230den,den,WelkWe00,defense,0,,,,,
player,201411230den,den,WelkWe00,def_pct,0%,,,,,
player,201411230den,den,WelkWe00,special_teams,0,,,,,
player,201411230den,den,WelkWe00,st_pct,0%,,,,,
player,201411230den,den,GreeVi00,pos,TE,,,,,
player,201411230den,den,GreeVi00,offense,54,,,,,
player,201411230den,den,GreeVi00,off_pct,72%,,,,,
player,201411230den,den,GreeVi00,defense,0,,,,,
player,201411230den,den,GreeVi00,def_pct,0%,,,,,
player,201411230den,den,GreeVi00,special_teams,7,,,,,
player,201411230den,den,GreeVi00,st_pct,26%,,,,,
player,201411230den,den,TammJa00,pos,TE,,,,,
player,201411230den,den,TammJa00,offense,23,,,,,
player,201411230den,den,TammJa00,off_pct,31%,,,,,
player,201411230den,den,TammJa00,defense,0,,,,,
player,201411230den,den,TammJa00,def_pct,0%,,,,,
player,201411230den,den,TammJa00,special_teams,1,,,,,
player,201411230den,den,TammJa00,st_pct,4%,,,,,
player,201411230den,den,CornPa00,pos,T,,,,,
player,201411230den,den,CornPa00,offense,17,,,,,
player,201411230den,den,CornPa00,off_pct,23%,,,,,
player,201411230den,den,CornPa00,defense,0,,,,,
player,201411230den,den,CornPa00,def_pct,0%,,,,,
player,201411230den,den,CornPa00,special_teams,6,,,,,
player,201411230den,den,CornPa00,st_pct,22%,,,,,
player,201411230den,den,ThomJu01,pos,RB,,,,,
player,201411230den,den,ThomJu01,offense,8,,,,,
player,201411230den,den,ThomJu01,off_pct,11%,,,,,
player,201411230den,den,ThomJu01,defense,0,,,,,
player,201411230den,den,ThomJu01,def_pct,0%,,,,,
player,201411230den,den,ThomJu01,special_teams,6,,,,,
player,201411230den,den,ThomJu01,st_pct,22%,,,,,
player,201411230den,den,CaldAn00,pos,WR,,,,,
player,201411230den,den,CaldAn00,offense,3,,,,,
player,201411230den,den,CaldAn00,off_pct,4%,,,,,
player,201411230den,den,CaldAn00,defense,0,,,,,
player,201411230den,den,CaldAn00,def_pct,0%,,,,,
player,201411230den,den,CaldAn00,special_teams,12,,,,,
player,201411230den,den,CaldAn00,st_pct,44%,,,,,
player,201411230den,den,LatiCo00,pos,WR,,,,,
player,201411230den,den,LatiCo00,offense,2,,,,,
player,201411230den,den,LatiCo00,off_pct,3%,,,,,
player,201411230den,den,LatiCo00,defense,0,,,,,
player,201411230den,den,LatiCo00,def_pct,0%,,,,,
player,201411230den,den,LatiCo00,special_teams,8,,,,,
player,201411230den,den,LatiCo00,st_pct,30%,,,,,
player,201411230den,den,GarlBe00,pos,G,,,,,
player,201411230den,den,GarlBe00,offense,1,,,,,
player,201411230den,den,GarlBe00,off_pct,1%,,,,,
player,201411230den,den,GarlBe00,defense,0,,,,,
player,201411230den,den,GarlBe00,def_pct,0%,,,,,
player,201411230den,den,GarlBe00,special_teams,11,,,,,
player,201411230den,den,GarlBe00,st_pct,41%,,,,,
player,201411230den,den,HarrCh01,pos,CB,,,,,
player,201411230den,den,HarrCh01,offense,0,,,,,
player,201411230den,den,HarrCh01,off_pct,0%,,,,,
player,201411230den,den,HarrCh01,defense,62,,,,,
player,201411230den,den,HarrCh01,def_pct,100%,,,,,
player,201411230den,den,HarrCh01,special_teams,1,,,,,
player,201411230den,den,HarrCh01,st_pct,4%,,,,,
player,201411230den,den,WardT.99,pos,SS,,,,,
player,201411230den,den,WardT.99,offense,0,,,,,
player,201411230den,den,WardT.99,off_pct,0%,,,,,
player,201411230den,den,WardT.99,defense,62,,,,,
player,201411230den,den,WardT.99,def_pct,100%,,,,,
player,201411230den,den,WardT.99,special_teams,0,,,,,
player,201411230den,den,WardT.99,st_pct,0%,,,,,
player,201411230den,den,MoorRa00,pos,FS,,,,,
player,201411230den,den,MoorRa00,offense,0,,,,,
player,201411230den,den,MoorRa00,off_pct,0%,,,,,
player,201411230den,den,MoorRa00,defense,60,,,,,
player,201411230den,den,MoorRa00,def_pct,97%,,,,,
player,201411230den,den,MoorRa00,special_teams,0,,,,,
player,201411230den,den,MoorRa00,st_pct,0%,,,,,
player,201411230den,den,RobyBr00,pos,CB,,,,,
player,201411230den,den,RobyBr00,offense,0,,,,,
player,201411230den,den,RobyBr00,off_pct,0%,,,,,
player,201411230den,den,RobyBr00,defense,58,,,,,
player,201411230den,den,RobyBr00,def_pct,94%,,,,,
player,201411230den,den,RobyBr00,special_teams,2,,,,,
player,201411230den,den,RobyBr00,st_pct,7%,,,,,
player,201411230den,den,MarsBr01,pos,LB,,,,,
player,201411230den,den,MarsBr01,offense,0,,,,,
player,201411230den,den,MarsBr01,off_pct,0%,,,,,
player,201411230den,den,MarsBr01,defense,50,,,,,
player,201411230den,den,MarsBr01,def_pct,81%,,,,,
player,201411230den,den,MarsBr01,special_teams,1,,,,,
player,201411230den,den,MarsBr01,st_pct,4%,,,,,
player,201411230den,den,MillVo00,pos,LB,,,,,
player,201411230den,den,MillVo00,offense,0,,,,,
player,201411230den,den,MillVo00,off_pct,0%,,,,,
player,201411230den,den,MillVo00,defense,49,,,,,
player,201411230den,den,MillVo00,def_pct,79%,,,,,
player,201411230den,den,MillVo00,special_teams,0,,,,,
player,201411230den,den,MillVo00,st_pct,0%,,,,,
player,201411230den,den,WolfDe00,pos,DE,,,,,
player,201411230den,den,WolfDe00,offense,0,,,,,
player,201411230den,den,WolfDe00,off_pct,0%,,,,,
player,201411230den,den,WolfDe00,defense,44,,,,,
player,201411230den,den,WolfDe00,def_pct,71%,,,,,
player,201411230den,den,WolfDe00,special_teams,4,,,,,
player,201411230den,den,WolfDe00,st_pct,15%,,,,,
player,201411230den,den,WareDe99,pos,DE,,,,,
player,201411230den,den,WareDe99,offense,0,,,,,
player,201411230den,den,WareDe99,off_pct,0%,,,,,
player,201411230den,den,WareDe99,defense,41,,,,,
player,201411230den,den,WareDe99,def_pct,66%,,,,,
player,201411230den,den,WareDe99,special_teams,0,,,,,
player,201411230den,den,WareDe99,st_pct,0%,,,,,
player,201411230den,den,CartQu01,pos,SS,,,,,
player,201411230den,den,CartQu01,offense,0,,,,,
player,201411230den,den,CartQu01,off_pct,0%,,,,,
player,201411230den,den,CartQu01,defense,39,,,,,
player,201411230den,den,CartQu01,def_pct,63%,,,,,
player,201411230den,den,CartQu01,special_teams,21,,,,,
player,201411230den,den,CartQu01,st_pct,78%,,,,,
player,201411230den,den,KnigTe99,pos,NT,,,,,
player,201411230den,den,KnigTe99,offense,0,,,,,
player,201411230den,den,KnigTe99,off_pct,0%,,,,,
player,201411230den,den,KnigTe99,defense,33,,,,,
player,201411230den,den,KnigTe99,def_pct,53%,,,,,
player,201411230den,den,KnigTe99,special_teams,9,,,,,
player,201411230den,den,KnigTe99,st_pct,33%,,,,,
player,201411230den,den,JackMa02,pos,DE,,,,,
player,201411230den,den,JackMa02,offense,0,,,,,
player,201411230den,den,JackMa02,off_pct,0%,,,,,
player,201411230den,den,JackMa02,defense,32,,,,,
player,201411230den,den,JackMa02,def_pct,52%,,,,,
player,201411230den,den,JackMa02,special_teams,4,,,,,
player,201411230den,den,JackMa02,st_pct,15%,,,,,
player,201411230den,den,WebsKa00,pos,CB,,,,,
player,201411230den,den,WebsKa00,offense,0,,,,,
player,201411230den,den,WebsKa00,off_pct,0%,,,,,
player,201411230den,den,WebsKa00,defense,30,,,,,
player,201411230den,den,WebsKa00,def_pct,48%,,,,,
player,201411230den,den,WebsKa00,special_teams,13,,,,,
player,201411230den,den,WebsKa00,st_pct,48%,,,,,
player,201411230den,den,WillSy00,pos,DT,,,,,
player,201411230den,den,WillSy00,offense,0,,,,,
player,201411230den,den,WillSy00,off_pct,0%,,,,,
player,201411230den,den,WillSy00,defense,25,,,,,
player,201411230den,den,WillSy00,def_pct,40%,,,,,
player,201411230den,den,WillSy00,special_teams,1,,,,,
player,201411230den,den,WillSy00,st_pct,4%,,,,,
player,201411230den,den,BarrLa00,pos,LB,,,,,
player,201411230den,den,BarrLa00,offense,0,,,,,
player,201411230den,den,BarrLa00,off_pct,0%,,,,,
player,201411230den,den,BarrLa00,defense,20,,,,,
player,201411230den,den,BarrLa00,def_pct,32%,,,,,
player,201411230den,den,BarrLa00,special_teams,16,,,,,
player,201411230den,den,BarrLa00,st_pct,59%,,,,,
player,201411230den,den,SmitQu00,pos,DE,,,,,
player,201411230den,den,SmitQu00,offense,0,,,,,
player,201411230den,den,SmitQu00,off_pct,0%,,,,,
player,201411230den,den,SmitQu00,defense,18,,,,,
player,201411230den,den,SmitQu00,def_pct,29%,,,,,
player,201411230den,den,SmitQu00,special_teams,0,,,,,
player,201411230den,den,SmitQu00,st_pct,0%,,,,,
player,201411230den,den,TaliAq99,pos,CB,,,,,
player,201411230den,den,TaliAq99,offense,0,,,,,
player,201411230den,den,TaliAq99,off_pct,0%,,,,,
player,201411230den,den,TaliAq99,defense,17,,,,,
player,201411230den,den,TaliAq99,def_pct,27%,,,,,
player,201411230den,den,TaliAq99,special_teams,0,,,,,
player,201411230den,den,TaliAq99,st_pct,0%,,,,,
player,201411230den,den,BoldOm00,pos,CB,,,,,
player,201411230den,den,BoldOm00,offense,0,,,,,
player,201411230den,den,BoldOm00,off_pct,0%,,,,,
player,201411230den,den,BoldOm00,defense,16,,,,,
player,201411230den,den,BoldOm00,def_pct,26%,,,,,
player,201411230den,den,BoldOm00,special_teams,18,,,,,
player,201411230den,den,BoldOm00,st_pct,67%,,,,,
player,201411230den,den,JohnSt02,pos,LB,,,,,
player,201411230den,den,JohnSt02,offense,0,,,,,
player,201411230den,den,JohnSt02,off_pct,0%,,,,,
player,201411230den,den,JohnSt02,defense,11,,,,,
player,201411230den,den,JohnSt02,def_pct,18%,,,,,
player,201411230den,den,JohnSt02,special_teams,18,,,,,
player,201411230den,den,JohnSt02,st_pct,67%,,,,,
player,201411230den,den,McCrLe01,pos,LB,,,,,
player,201411230den,den,McCrLe01,offense,0,,,,,
player,201411230den,den,McCrLe01,off_pct,0%,,,,,
player,201411230den,den,McCrLe01,defense,8,,,,,
player,201411230den,den,McCrLe01,def_pct,13%,,,,,
player,201411230den,den,McCrLe01,special_teams,16,,,,,
player,201411230den,den,McCrLe01,st_pct,59%,,,,,
player,201411230den,den,UnreMi00,pos,DT,,,,,
player,201411230den,den,UnreMi00,offense,0,,,,,
player,201411230den,den,UnreMi00,off_pct,0%,,,,,
player,201411230den,den,UnreMi00,defense,3,,,,,
player,201411230den,den,UnreMi00,def_pct,5%,,,,,
player,201411230den,den,UnreMi00,special_teams,9,,,,,
player,201411230den,den,UnreMi00,st_pct,33%,,,,,
player,201411230den,den,BrutDa99,pos,FS,,,,,
player,201411230den,den,BrutDa99,offense,0,,,,,
player,201411230den,den,BrutDa99,off_pct,0%,,,,,
player,201411230den,den,BrutDa99,defense,2,,,,,
player,201411230den,den,BrutDa99,def_pct,3%,,,,,
player,201411230den,den,BrutDa99,special_teams,21,,,,,
player,201411230den,den,BrutDa99,st_pct,78%,,,,,
player,201411230den,den,NelsCo00,pos,LB,,,,,
player,201411230den,den,NelsCo00,offense,0,,,,,
player,201411230den,den,NelsCo00,off_pct,0%,,,,,
player,201411230den,den,NelsCo00,defense,2,,,,,
player,201411230den,den,NelsCo00,def_pct,3%,,,,,
player,201411230den,den,NelsCo00,special_teams,16,,,,,
player,201411230den,den,NelsCo00,st_pct,59%,,,,,
player,201411230den,den,DaviTo01,pos,LB,,,,,
player,201411230den,den,DaviTo01,offense,0,,,,,
player,201411230den,den,DaviTo01,off_pct,0%,,,,,
player,201411230den,den,DaviTo01,defense,0,,,,,
player,201411230den,den,DaviTo01,def_pct,0%,,,,,
player,201411230den,den,DaviTo01,special_teams,15,,,,,
player,201411230den,den,DaviTo01,st_pct,56%,,,,,
player,201411230den,den,McMaBr01,pos,K,,,,,
player,201411230den,den,McMaBr01,offense,0,,,,,
player,201411230den,den,McMaBr01,off_pct,0%,,,,,
player,201411230den,den,McMaBr01,defense,0,,,,,
player,201411230den,den,McMaBr01,def_pct,0%,,,,,
player,201411230den,den,McMaBr01,special_teams,13,,,,,
player,201411230den,den,McMaBr01,st_pct,48%,,,,,
player,201411230den,den,BrewAa00,pos,LS,,,,,
player,201411230den,den,BrewAa00,offense,0,,,,,
player,201411230den,den,BrewAa00,off_pct,0%,,,,,
player,201411230den,den,BrewAa00,defense,0,,,,,
player,201411230den,den,BrewAa00,def_pct,0%,,,,,
player,201411230den,den,BrewAa00,special_teams,7,,,,,
player,201411230den,den,BrewAa00,st_pct,26%,,,,,
player,201411230den,den,ColqBr00,pos,P,,,,,
player,201411230den,den,ColqBr00,offense,0,,,,,
player,201411230den,den,ColqBr00,off_pct,0%,,,,,
player,201411230den,den,ColqBr00,defense,0,,,,,
player,201411230den,den,ColqBr00,def_pct,0%,,,,,
player,201411230den,den,ColqBr00,special_teams,7,,,,,
player,201411230den,den,ColqBr00,st_pct,26%,,,,,
player,201411230den,den,StewJe00,pos,RB,,,,,
player,201411230den,den,StewJe00,offense,0,,,,,
player,201411230den,den,StewJe00,off_pct,0%,,,,,
player,201411230den,den,StewJe00,defense,0,,,,,
player,201411230den,den,StewJe00,def_pct,0%,,,,,
player,201411230den,den,StewJe00,special_teams,4,,,,,
player,201411230den,den,StewJe00,st_pct,15%,,,,,
player,201411230den,den,BursIs01,pos,WR,,,,,
player,201411230den,den,BursIs01,offense,0,,,,,
player,201411230den,den,BursIs01,off_pct,0%,,,,,
player,201411230den,den,BursIs01,defense,0,,,,,
player,201411230den,den,BursIs01,def_pct,0%,,,,,
player,201411230den,den,BursIs01,special_teams,3,,,,,
player,201411230den,den,BursIs01,st_pct,11%,,,,,
player,201411230den,mia,ThomDa04,pos,G,,,,,
player,201411230den,mia,ThomDa04,offense,62,,,,,
player,201411230den,mia,ThomDa04,off_pct,100%,,,,,
player,201411230den,mia,ThomDa04,defense,0,,,,,
player,201411230den,mia,ThomDa04,def_pct,0%,,,,,
player,201411230den,mia,ThomDa04,special_teams,4,,,,,
player,201411230den,mia,ThomDa04,st_pct,15%,,,,,
player,201411230den,mia,SateSa20,pos,C,,,,,
player,201411230den,mia,SateSa20,offense,62,,,,,
player,201411230den,mia,SateSa20,off_pct,100%,,,,,
player,201411230den,mia,SateSa20,defense,0,,,,,
player,201411230den,mia,SateSa20,def_pct,0%,,,,,
player,201411230den,mia,SateSa20,special_teams,2,,,,,
player,201411230den,mia,SateSa20,st_pct,7%,,,,,
player,201411230den,mia,PounMi00,pos,C,,,,,
player,201411230den,mia,PounMi00,offense,62,,,,,
player,201411230den,mia,PounMi00,off_pct,100%,,,,,
player,201411230den,mia,PounMi00,defense,0,,,,,
player,201411230den,mia,PounMi00,def_pct,0%,,,,,
player,201411230den,mia,PounMi00,special_teams,0,,,,,
player,201411230den,mia,PounMi00,st_pct,0%,,,,,
player,201411230den,mia,TannRy00,pos,QB,,,,,
player,201411230den,mia,TannRy00,offense,62,,,,,
player,201411230den,mia,TannRy00,off_pct,100%,,,,,
player,201411230den,mia,TannRy00,defense,0,,,,,
player,201411230den,mia,TannRy00,def_pct,0%,,,,,
player,201411230den,mia,TannRy00,special_teams,0,,,,,
player,201411230den,mia,TannRy00,st_pct,0%,,,,,
player,201411230den,mia,SimsDi00,pos,TE,,,,,
player,201411230den,mia,SimsDi00,offense,53,,,,,
player,201411230den,mia,SimsDi00,off_pct,85%,,,,,
player,201411230den,mia,SimsDi00,defense,0,,,,,
player,201411230den,mia,SimsDi00,def_pct,0%,,,,,
player,201411230den,mia,SimsDi00,special_teams,0,,,,,
player,201411230den,mia,SimsDi00,st_pct,0%,,,,,
player,201411230den,mia,LandJa00,pos,WR,,,,,
player,201411230den,mia,LandJa00,offense,46,,,,,
player,201411230den,mia,LandJa00,off_pct,74%,,,,,
player,201411230den,mia,LandJa00,defense,0,,,,,
player,201411230den,mia,LandJa00,def_pct,0%,,,,,
player,201411230den,mia,LandJa00,special_teams,9,,,,,
player,201411230den,mia,LandJa00,st_pct,33%,,,,,
player,201411230den,mia,WallMi00,pos,WR,,,,,
player,201411230den,mia,WallMi00,offense,46,,,,,
player,201411230den,mia,WallMi00,off_pct,74%,,,,,
player,201411230den,mia,WallMi00,defense,0,,,,,
player,201411230den,mia,WallMi00,def_pct,0%,,,,,
player,201411230den,mia,WallMi00,special_teams,0,,,,,
player,201411230den,mia,WallMi00,st_pct,0%,,,,,
player,201411230den,mia,HartBr00,pos,WR,,,,,
player,201411230den,mia,HartBr00,offense,43,,,,,
player,201411230den,mia,HartBr00,off_pct,69%,,,,,
player,201411230den,mia,HartBr00,defense,0,,,,,
player,201411230den,mia,HartBr00,def_pct,0%,,,,,
player,201411230den,mia,HartBr00,special_teams,0,,,,,
player,201411230den,mia,HartBr00,st_pct,0%,,,,,
player,201411230den,mia,FoxxJa20,pos,T,,,,,
player,201411230den,mia,FoxxJa20,offense,40,,,,,
player,201411230den,mia,FoxxJa20,off_pct,65%,,,,,
player,201411230den,mia,FoxxJa20,defense,0,,,,,
player,201411230den,mia,FoxxJa20,def_pct,0%,,,,,
player,201411230den,mia,FoxxJa20,special_teams,4,,,,,
player,201411230den,mia,FoxxJa20,st_pct,15%,,,,,
player,201411230den,mia,MillLa01,pos,RB,,,,,
player,201411230den,mia,MillLa01,offense,40,,,,,
player,201411230den,mia,MillLa01,off_pct,65%,,,,,
player,201411230den,mia,MillLa01,defense,0,,,,,
player,201411230den,mia,MillLa01,def_pct,0%,,,,,
player,201411230den,mia,MillLa01,special_teams,0,,,,,
player,201411230den,mia,MillLa01,st_pct,0%,,,,,
player,201411230den,mia,CollDa20,pos,G,,,,,
player,201411230den,mia,CollDa20,offense,36,,,,,
player,201411230den,mia,CollDa20,off_pct,58%,,,,,
player,201411230den,mia,CollDa20,defense,0,,,,,
player,201411230den,mia,CollDa20,def_pct,0%,,,,,
player,201411230den,mia,CollDa20,special_teams,4,,,,,
player,201411230den,mia,CollDa20,st_pct,15%,,,,,
player,201411230den,mia,GibsBr00,pos,WR,,,,,
player,201411230den,mia,GibsBr00,offense,35,,,,,
player,201411230den,mia,GibsBr00,off_pct,56%,,,,,
player,201411230den,mia,GibsBr00,defense,0,,,,,
player,201411230den,mia,GibsBr00,def_pct,0%,,,,,
player,201411230den,mia,GibsBr00,special_teams,0,,,,,
player,201411230den,mia,GibsBr00,st_pct,0%,,,,,
player,201411230den,mia,SmitSh22,pos,G,,,,,
player,201411230den,mia,SmitSh22,offense,26,,,,,
player,201411230den,mia,SmitSh22,off_pct,42%,,,,,
player,201411230den,mia,SmitSh22,defense,0,,,,,
player,201411230den,mia,SmitSh22,def_pct,0%,,,,,
player,201411230den,mia,SmitSh22,special_teams,4,,,,,
player,201411230den,mia,SmitSh22,st_pct,15%,,,,,
player,201411230den,mia,JameJa01,pos,T,,,,,
player,201411230den,mia,JameJa01,offense,22,,,,,
player,201411230den,mia,JameJa01,off_pct,35%,,,,,
player,201411230den,mia,JameJa01,defense,0,,,,,
player,201411230den,mia,JameJa01,def_pct,0%,,,,,
player,201411230den,mia,JameJa01,special_teams,2,,,,,
player,201411230den,mia,JameJa01,st_pct,7%,,,,,
player,201411230den,mia,MattRi00,pos,WR,,,,,
