game,2014,1,20140907,201409070kan,oti,"Tennessee Titans",26,kan,"Kansas City Chiefs",10
player,201409070kan,oti,GreeSh00,pass_int,0,,,,,
player,201409070kan,oti,GreeSh00,pass_sacked,0,,,,,
player,201409070kan,oti,GreeSh00,pass_sacked_yds,0,,,,,
player,201409070kan,oti,GreeSh00,pass_long,0,,,,,
player,201409070kan,oti,GreeSh00,pass_rating,,,,,,
player,201409070kan,oti,GreeSh00,rush_att,15,,,,,
player,201409070kan,oti,GreeSh00,rush_yds,71,,,,,
player,201409070kan,oti,GreeSh00,rush_td,0,,,,,
player,201409070kan,oti,GreeSh00,rush_long,18,,,,,
player,201409070kan,oti,GreeSh00,targets,0,,,,,
player,201409070kan,oti,GreeSh00,rec,0,,,,,
player,201409070kan,oti,GreeSh00,rec_yds,0,,,,,
player,201409070kan,oti,GreeSh00,rec_td,0,,,,,
player,201409070kan,oti,GreeSh00,rec_long,0,,,,,
player,201409070kan,oti,GreeSh00,fumbles,0,,,,,
player,201409070kan,oti,GreeSh00,fumbles_lost,0,,,,,
player,201409070kan,oti,McClDe00,pass_cmp,0,,,,,
player,201409070kan,oti,McClDe00,pass_att,0,,,,,
player,201409070kan,oti,McClDe00,pass_yds,0,,,,,
player,201409070kan,oti,McClDe00,pass_td,0,,,,,
player,201409070kan,oti,McClDe00,pass_int,0,,,,,
player,201409070kan,oti,McClDe00,pass_sacked,0,,,,,
player,201409070kan,oti,McClDe00,pass_sacked_yds,0,,,,,
player,201409070kan,oti,McClDe00,pass_long,0,,,,,
player,201409070kan,oti,McClDe00,pass_rating,,,,,,
player,201409070kan,oti,McClDe00,rush_att,9,,,,,
player,201409070kan,oti,McClDe00,rush_yds,29,,,,,
player,201409070kan,oti,McClDe00,rush_td,0,,,,,
player,201409070kan,oti,McClDe00,rush_long,7,,,,,
player,201409070kan,oti,McClDe00,targets,2,,,,,
player,201409070kan,oti,McClDe00,rec,1,,,,,
player,201409070kan,oti,McClDe00,rec_yds,17,,,,,
player,201409070kan,oti,McClDe00,rec_td,0,,,,,
player,201409070kan,oti,McClDe00,rec_long,17,,,,,
player,201409070kan,oti,McClDe00,fumbles,0,,,,,
player,201409070kan,oti,McClDe00,fumbles_lost,0,,,,,
player,201409070kan,oti,SankBi00,pass_cmp,0,,,,,
player,201409070kan,oti,SankBi00,pass_att,0,,,,,
player,201409070kan,oti,SankBi00,pass_yds,0,,,,,
player,201409070kan,oti,SankBi00,pass_td,0,,,,,
player,201409070kan,oti,SankBi00,pass_int,0,,,,,
player,201409070kan,oti,SankBi00,pass_sacked,0,,,,,
player,201409070kan,oti,SankBi00,pass_sacked_yds,0,,,,,
player,201409070kan,oti,SankBi00,pass_long,0,,,,,
player,201409070kan,oti,SankBi00,pass_rating,,,,,,
player,201409070kan,oti,SankBi00,rush_att,6,,,,,
player,201409070kan,oti,SankBi00,rush_yds,25,,,,,
player,201409070kan,oti,SankBi00,rush_td,0,,,,,
player,201409070kan,oti,SankBi00,rush_long,12,,,,,
player,201409070kan,oti,SankBi00,targets,0,,,,,
player,201409070kan,oti,SankBi00,rec,0,,,,,
player,201409070kan,oti,SankBi00,rec_yds,0,,,,,
player,201409070kan,oti,SankBi00,rec_td,0,,,,,
player,201409070kan,oti,SankBi00,rec_long,0,,,,,
player,201409070kan,oti,SankBi00,fumbles,0,,,,,
player,201409070kan,oti,SankBi00,fumbles_lost,0,,,,,
player,201409070kan,oti,WashLe00,pass_cmp,0,,,,,
player,201409070kan,oti,WashLe00,pass_att,0,,,,,
player,201409070kan,oti,WashLe00,pass_yds,0,,,,,
player,201409070kan,oti,WashLe00,pass_td,0,,,,,
player,201409070kan,oti,WashLe00,pass_int,0,,,,,
player,201409070kan,oti,WashLe00,pass_sacked,0,,,,,
player,201409070kan,oti,WashLe00,pass_sacked_yds,0,,,,,
player,201409070kan,oti,WashLe00,pass_long,0,,,,,
player,201409070kan,oti,WashLe00,pass_rating,,,,,,
player,201409070kan,oti,WashLe00,rush_att,2,,,,,
player,201409070kan,oti,WashLe00,rush_yds,23,,,,,
player,201409070kan,oti,WashLe00,rush_td,0,,,,,
player,201409070kan,oti,WashLe00,rush_long,16,,,,,
player,201409070kan,oti,WashLe00,targets,2,,,,,
player,201409070kan,oti,WashLe00,rec,2,,,,,
player,201409070kan,oti,WashLe00,rec_yds,11,,,,,
player,201409070kan,oti,WashLe00,rec_td,0,,,,,
player,201409070kan,oti,WashLe00,rec_long,8,,,,,
player,201409070kan,oti,WashLe00,fumbles,1,,,,,
player,201409070kan,oti,WashLe00,fumbles_lost,0,,,,,
player,201409070kan,oti,HuntJu00,pass_cmp,0,,,,,
player,201409070kan,oti,HuntJu00,pass_att,0,,,,,
player,201409070kan,oti,HuntJu00,pass_yds,0,,,,,
player,201409070kan,oti,HuntJu00,pass_td,0,,,,,
player,201409070kan,oti,HuntJu00,pass_int,0,,,,,
player,201409070kan,oti,HuntJu00,pass_sacked,0,,,,,
player,201409070kan,oti,HuntJu00,pass_sacked_yds,0,,,,,
player,201409070kan,oti,HuntJu00,pass_long,0,,,,,
player,201409070kan,oti,HuntJu00,pass_rating,,,,,,
player,201409070kan,oti,HuntJu00,rush_att,0,,,,,
player,201409070kan,oti,HuntJu00,rush_yds,0,,,,,
player,201409070kan,oti,HuntJu00,rush_td,0,,,,,
player,201409070kan,oti,HuntJu00,rush_long,0,,,,,
player,201409070kan,oti,HuntJu00,targets,8,,,,,
player,201409070kan,oti,HuntJu00,rec,3,,,,,
player,201409070kan,oti,HuntJu00,rec_yds,63,,,,,
player,201409070kan,oti,HuntJu00,rec_td,0,,,,,
player,201409070kan,oti,HuntJu00,rec_long,39,,,,,
player,201409070kan,oti,HuntJu00,fumbles,0,,,,,
player,201409070kan,oti,HuntJu00,fumbles_lost,0,,,,,
player,201409070kan,oti,WashNa00,pass_cmp,0,,,,,
player,201409070kan,oti,WashNa00,pass_att,0,,,,,
player,201409070kan,oti,WashNa00,pass_yds,0,,,,,
player,201409070kan,oti,WashNa00,pass_td,0,,,,,
player,201409070kan,oti,WashNa00,pass_int,0,,,,,
player,201409070kan,oti,WashNa00,pass_sacked,0,,,,,
player,201409070kan,oti,WashNa00,pass_sacked_yds,0,,,,,
player,201409070kan,oti,WashNa00,pass_long,0,,,,,
player,201409070kan,oti,WashNa00,pass_rating,,,,,,
player,201409070kan,oti,WashNa00,rush_att,0,,,,,
player,201409070kan,oti,WashNa00,rush_yds,0,,,,,
player,201409070kan,oti,WashNa00,rush_td,0,,,,,
player,201409070kan,oti,WashNa00,rush_long,0,,,,,
player,201409070kan,oti,WashNa00,targets,6,,,,,
player,201409070kan,oti,WashNa00,rec,4,,,,,
player,201409070kan,oti,WashNa00,rec_yds,59,,,,,
player,201409070kan,oti,WashNa00,rec_td,0,,,,,
player,201409070kan,oti,WashNa00,rec_long,19,,,,,
player,201409070kan,oti,WashNa00,fumbles,0,,,,,
player,201409070kan,oti,WashNa00,fumbles_lost,0,,,,,
player,201409070kan,oti,WrigKe01,pass_cmp,0,,,,,
player,201409070kan,oti,WrigKe01,pass_att,0,,,,,
player,201409070kan,oti,WrigKe01,pass_yds,0,,,,,
player,201409070kan,oti,WrigKe01,pass_td,0,,,,,
player,201409070kan,oti,WrigKe01,pass_int,0,,,,,
player,201409070kan,oti,WrigKe01,pass_sacked,0,,,,,
player,201409070kan,oti,WrigKe01,pass_sacked_yds,0,,,,,
player,201409070kan,oti,WrigKe01,pass_long,0,,,,,
player,201409070kan,oti,WrigKe01,pass_rating,,,,,,
player,201409070kan,oti,WrigKe01,rush_att,0,,,,,
player,201409070kan,oti,WrigKe01,rush_yds,0,,,,,
player,201409070kan,oti,WrigKe01,rush_td,0,,,,,
player,201409070kan,oti,WrigKe01,rush_long,0,,,,,
player,201409070kan,oti,WrigKe01,targets,7,,,,,
player,201409070kan,oti,WrigKe01,rec,6,,,,,
player,201409070kan,oti,WrigKe01,rec_yds,46,,,,,
player,201409070kan,oti,WrigKe01,rec_td,1,,,,,
player,201409070kan,oti,WrigKe01,rec_long,14,,,,,
player,201409070kan,oti,WrigKe01,fumbles,0,,,,,
player,201409070kan,oti,WrigKe01,fumbles_lost,0,,,,,
player,201409070kan,oti,WalkHu00,pass_cmp,0,,,,,
player,201409070kan,oti,WalkHu00,pass_att,0,,,,,
player,201409070kan,oti,WalkHu00,pass_yds,0,,,,,
player,201409070kan,oti,WalkHu00,pass_td,0,,,,,
player,201409070kan,oti,WalkHu00,pass_int,0,,,,,
player,201409070kan,oti,WalkHu00,pass_sacked,0,,,,,
player,201409070kan,oti,WalkHu00,pass_sacked_yds,0,,,,,
player,201409070kan,oti,WalkHu00,pass_long,0,,,,,
player,201409070kan,oti,WalkHu00,pass_rating,,,,,,
player,201409070kan,oti,WalkHu00,rush_att,0,,,,,
player,201409070kan,oti,WalkHu00,rush_yds,0,,,,,
player,201409070kan,oti,WalkHu00,rush_td,0,,,,,
player,201409070kan,oti,WalkHu00,rush_long,0,,,,,
player,201409070kan,oti,WalkHu00,targets,4,,,,,
player,201409070kan,oti,WalkHu00,rec,3,,,,,
player,201409070kan,oti,WalkHu00,rec_yds,37,,,,,
player,201409070kan,oti,WalkHu00,rec_td,1,,,,,
player,201409070kan,oti,WalkHu00,rec_long,17,,,,,
player,201409070kan,oti,WalkHu00,fumbles,0,,,,,
player,201409070kan,oti,WalkHu00,fumbles_lost,0,,,,,
player,201409070kan,oti,ThomTa00,pass_cmp,0,,,,,
player,201409070kan,oti,ThomTa00,pass_att,0,,,,,
player,201409070kan,oti,ThomTa00,pass_yds,0,,,,,
player,201409070kan,oti,ThomTa00,pass_td,0,,,,,
player,201409070kan,oti,ThomTa00,pass_int,0,,,,,
player,201409070kan,oti,ThomTa00,pass_sacked,0,,,,,
player,201409070kan,oti,ThomTa00,pass_sacked_yds,0,,,,,
player,201409070kan,oti,ThomTa00,pass_long,0,,,,,
player,201409070kan,oti,ThomTa00,pass_rating,,,,,,
player,201409070kan,oti,ThomTa00,rush_att,0,,,,,
player,201409070kan,oti,ThomTa00,rush_yds,0,,,,,
player,201409070kan,oti,ThomTa00,rush_td,0,,,,,
player,201409070kan,oti,ThomTa00,rush_long,0,,,,,
player,201409070kan,oti,ThomTa00,targets,2,,,,,
player,201409070kan,oti,ThomTa00,rec,2,,,,,
player,201409070kan,oti,ThomTa00,rec_yds,24,,,,,
player,201409070kan,oti,ThomTa00,rec_td,0,,,,,
player,201409070kan,oti,ThomTa00,rec_long,13,,,,,
player,201409070kan,oti,ThomTa00,fumbles,0,,,,,
player,201409070kan,oti,ThomTa00,fumbles_lost,0,,,,,
player,201409070kan,oti,HagaDe00,pass_cmp,0,,,,,
player,201409070kan,oti,HagaDe00,pass_att,0,,,,,
player,201409070kan,oti,HagaDe00,pass_yds,0,,,,,
player,201409070kan,oti,HagaDe00,pass_td,0,,,,,
player,201409070kan,oti,HagaDe00,pass_int,0,,,,,
player,201409070kan,oti,HagaDe00,pass_sacked,0,,,,,
player,201409070kan,oti,HagaDe00,pass_sacked_yds,0,,,,,
player,201409070kan,oti,HagaDe00,pass_long,0,,,,,
player,201409070kan,oti,HagaDe00,pass_rating,,,,,,
player,201409070kan,oti,HagaDe00,rush_att,0,,,,,
player,201409070kan,oti,HagaDe00,rush_yds,0,,,,,
player,201409070kan,oti,HagaDe00,rush_td,0,,,,,
player,201409070kan,oti,HagaDe00,rush_long,0,,,,,
player,201409070kan,oti,HagaDe00,targets,1,,,,,
player,201409070kan,oti,HagaDe00,rec,1,,,,,
player,201409070kan,oti,HagaDe00,rec_yds,9,,,,,
player,201409070kan,oti,HagaDe00,rec_td,0,,,,,
player,201409070kan,oti,HagaDe00,rec_long,9,,,,,
player,201409070kan,oti,HagaDe00,fumbles,0,,,,,
player,201409070kan,oti,HagaDe00,fumbles_lost,0,,,,,
player,201409070kan,kan,SmitAl03,pass_cmp,19,,,,,
player,201409070kan,kan,SmitAl03,pass_att,35,,,,,
player,201409070kan,kan,SmitAl03,pass_yds,202,,,,,
player,201409070kan,kan,SmitAl03,pass_td,1,,,,,
player,201409070kan,kan,SmitAl03,pass_int,3,,,,,
player,201409070kan,kan,SmitAl03,pass_sacked,4,,,,,
player,201409070kan,kan,SmitAl03,pass_sacked_yds,24,,,,,
player,201409070kan,kan,SmitAl03,pass_long,27,,,,,
player,201409070kan,kan,SmitAl03,pass_rating,45.2,,,,,
player,201409070kan,kan,SmitAl03,rush_att,6,,,,,
player,201409070kan,kan,SmitAl03,rush_yds,36,,,,,
player,201409070kan,kan,SmitAl03,rush_td,0,,,,,
player,201409070kan,kan,SmitAl03,rush_long,17,,,,,
player,201409070kan,kan,SmitAl03,targets,0,,,,,
player,201409070kan,kan,SmitAl03,rec,0,,,,,
player,201409070kan,kan,SmitAl03,rec_yds,0,,,,,
player,201409070kan,kan,SmitAl03,rec_td,0,,,,,
player,201409070kan,kan,SmitAl03,rec_long,0,,,,,
player,201409070kan,kan,SmitAl03,fumbles,0,,,,,
player,201409070kan,kan,SmitAl03,fumbles_lost,0,,,,,
player,201409070kan,kan,CharJa00,pass_cmp,0,,,,,
player,201409070kan,kan,CharJa00,pass_att,0,,,,,
player,201409070kan,kan,CharJa00,pass_yds,0,,,,,
player,201409070kan,kan,CharJa00,pass_td,0,,,,,
player,201409070kan,kan,CharJa00,pass_int,0,,,,,
player,201409070kan,kan,CharJa00,pass_sacked,0,,,,,
player,201409070kan,kan,CharJa00,pass_sacked_yds,0,,,,,
player,201409070kan,kan,CharJa00,pass_long,0,,,,,
player,201409070kan,kan,CharJa00,pass_rating,,,,,,
player,201409070kan,kan,CharJa00,rush_att,7,,,,,
player,201409070kan,kan,CharJa00,rush_yds,19,,,,,
player,201409070kan,kan,CharJa00,rush_td,0,,,,,
player,201409070kan,kan,CharJa00,rush_long,6,,,,,
player,201409070kan,kan,CharJa00,targets,4,,,,,
player,201409070kan,kan,CharJa00,rec,4,,,,,
player,201409070kan,kan,CharJa00,rec_yds,15,,,,,
player,201409070kan,kan,CharJa00,rec_td,0,,,,,
player,201409070kan,kan,CharJa00,rec_long,14,,,,,
player,201409070kan,kan,CharJa00,fumbles,0,,,,,
player,201409070kan,kan,CharJa00,fumbles_lost,0,,,,,
player,201409070kan,kan,GrayCy00,pass_cmp,0,,,,,
player,201409070kan,kan,GrayCy00,pass_att,0,,,,,
player,201409070kan,kan,GrayCy00,pass_yds,0,,,,,
player,201409070kan,kan,GrayCy00,pass_td,0,,,,,
player,201409070kan,kan,GrayCy00,pass_int,0,,,,,
player,201409070kan,kan,GrayCy00,pass_sacked,0,,,,,
player,201409070kan,kan,GrayCy00,pass_sacked_yds,0,,,,,
player,201409070kan,kan,GrayCy00,pass_long,0,,,,,
player,201409070kan,kan,GrayCy00,pass_rating,,,,,,
player,201409070kan,kan,GrayCy00,rush_att,2,,,,,
player,201409070kan,kan,GrayCy00,rush_yds,5,,,,,
player,201409070kan,kan,GrayCy00,rush_td,0,,,,,
player,201409070kan,kan,GrayCy00,rush_long,4,,,,,
player,201409070kan,kan,GrayCy00,targets,0,,,,,
player,201409070kan,kan,GrayCy00,rec,0,,,,,
player,201409070kan,kan,GrayCy00,rec_yds,0,,,,,
player,201409070kan,kan,GrayCy00,rec_td,0,,,,,
player,201409070kan,kan,GrayCy00,rec_long,0,,,,,
player,201409070kan,kan,GrayCy00,fumbles,0,,,,,
player,201409070kan,kan,GrayCy00,fumbles_lost,0,,,,,
player,201409070kan,kan,SherAn00,pass_cmp,0,,,,,
player,201409070kan,kan,SherAn00,pass_att,0,,,,,
player,201409070kan,kan,SherAn00,pass_yds,0,,,,,
player,201409070kan,kan,SherAn00,pass_td,0,,,,,
player,201409070kan,kan,SherAn00,pass_int,0,,,,,
player,201409070kan,kan,SherAn00,pass_sacked,0,,,,,
player,201409070kan,kan,SherAn00,pass_sacked_yds,0,,,,,
player,201409070kan,kan,SherAn00,pass_long,0,,,,,
player,201409070kan,kan,SherAn00,pass_rating,,,,,,
player,201409070kan,kan,SherAn00,rush_att,1,,,,,
player,201409070kan,kan,SherAn00,rush_yds,4,,,,,
player,201409070kan,kan,SherAn00,rush_td,0,,,,,
player,201409070kan,kan,SherAn00,rush_long,4,,,,,
player,201409070kan,kan,SherAn00,targets,0,,,,,
player,201409070kan,kan,SherAn00,rec,0,,,,,
player,201409070kan,kan,SherAn00,rec_yds,0,,,,,
player,201409070kan,kan,SherAn00,rec_td,0,,,,,
player,201409070kan,kan,SherAn00,rec_long,0,,,,,
player,201409070kan,kan,SherAn00,fumbles,0,,,,,
player,201409070kan,kan,SherAn00,fumbles_lost,0,,,,,
player,201409070kan,kan,DaviKn00,pass_cmp,0,,,,,
player,201409070kan,kan,DaviKn00,pass_att,0,,,,,
player,201409070kan,kan,DaviKn00,pass_yds,0,,,,,
player,201409070kan,kan,DaviKn00,pass_td,0,,,,,
player,201409070kan,kan,DaviKn00,pass_int,0,,,,,
player,201409070kan,kan,DaviKn00,pass_sacked,0,,,,,
player,201409070kan,kan,DaviKn00,pass_sacked_yds,0,,,,,
player,201409070kan,kan,DaviKn00,pass_long,0,,,,,
player,201409070kan,kan,DaviKn00,pass_rating,,,,,,
player,201409070kan,kan,DaviKn00,rush_att,1,,,,,
player,201409070kan,kan,DaviKn00,rush_yds,3,,,,,
player,201409070kan,kan,DaviKn00,rush_td,0,,,,,
player,201409070kan,kan,DaviKn00,rush_long,3,,,,,
player,201409070kan,kan,DaviKn00,targets,1,,,,,
player,201409070kan,kan,DaviKn00,rec,1,,,,,
player,201409070kan,kan,DaviKn00,rec_yds,3,,,,,
player,201409070kan,kan,DaviKn00,rec_td,0,,,,,
player,201409070kan,kan,DaviKn00,rec_long,3,,,,,
player,201409070kan,kan,DaviKn00,fumbles,0,,,,,
player,201409070kan,kan,DaviKn00,fumbles_lost,0,,,,,
player,201409070kan,kan,AverDo00,pass_cmp,0,,,,,
player,201409070kan,kan,AverDo00,pass_att,0,,,,,
player,201409070kan,kan,AverDo00,pass_yds,0,,,,,
player,201409070kan,kan,AverDo00,pass_td,0,,,,,
player,201409070kan,kan,AverDo00,pass_int,0,,,,,
player,201409070kan,kan,AverDo00,pass_sacked,0,,,,,
player,201409070kan,kan,AverDo00,pass_sacked_yds,0,,,,,
player,201409070kan,kan,AverDo00,pass_long,0,,,,,
player,201409070kan,kan,AverDo00,pass_rating,,,,,,
player,201409070kan,kan,AverDo00,rush_att,0,,,,,
player,201409070kan,kan,AverDo00,rush_yds,0,,,,,
player,201409070kan,kan,AverDo00,rush_td,0,,,,,
player,201409070kan,kan,AverDo00,rush_long,0,,,,,
player,201409070kan,kan,AverDo00,targets,13,,,,,
player,201409070kan,kan,AverDo00,rec,7,,,,,
player,201409070kan,kan,AverDo00,rec_yds,84,,,,,
player,201409070kan,kan,AverDo00,rec_td,0,,,,,
player,201409070kan,kan,AverDo00,rec_long,25,,,,,
player,201409070kan,kan,AverDo00,fumbles,0,,,,,
player,201409070kan,kan,AverDo00,fumbles_lost,0,,,,,
player,201409070kan,kan,KelcTr00,pass_cmp,0,,,,,
player,201409070kan,kan,KelcTr00,pass_att,0,,,,,
player,201409070kan,kan,KelcTr00,pass_yds,0,,,,,
player,201409070kan,kan,KelcTr00,pass_td,0,,,,,
player,201409070kan,kan,KelcTr00,pass_int,0,,,,,
player,201409070kan,kan,KelcTr00,pass_sacked,0,,,,,
player,201409070kan,kan,KelcTr00,pass_sacked_yds,0,,,,,
player,201409070kan,kan,KelcTr00,pass_long,0,,,,,
player,201409070kan,kan,KelcTr00,pass_rating,,,,,,
player,201409070kan,kan,KelcTr00,rush_att,0,,,,,
player,201409070kan,kan,KelcTr00,rush_yds,0,,,,,
player,201409070kan,kan,KelcTr00,rush_td,0,,,,,
player,201409070kan,kan,KelcTr00,rush_long,0,,,,,
player,201409070kan,kan,KelcTr00,targets,5,,,,,
player,201409070kan,kan,KelcTr00,rec,3,,,,,
player,201409070kan,kan,KelcTr00,rec_yds,49,,,,,
player,201409070kan,kan,KelcTr00,rec_td,0,,,,,
player,201409070kan,kan,KelcTr00,rec_long,27,,,,,
player,201409070kan,kan,KelcTr00,fumbles,0,,,,,
player,201409070kan,kan,KelcTr00,fumbles_lost,0,,,,,
player,201409070kan,kan,FasaAn00,pass_cmp,0,,,,,
player,201409070kan,kan,FasaAn00,pass_att,0,,,,,
player,201409070kan,kan,FasaAn00,pass_yds,0,,,,,
player,201409070kan,kan,FasaAn00,pass_td,0,,,,,
player,201409070kan,kan,FasaAn00,pass_int,0,,,,,
player,201409070kan,kan,FasaAn00,pass_sacked,0,,,,,
player,201409070kan,kan,FasaAn00,pass_sacked_yds,0,,,,,
player,201409070kan,kan,FasaAn00,pass_long,0,,,,,
player,201409070kan,kan,FasaAn00,pass_rating,,,,,,
player,201409070kan,kan,FasaAn00,rush_att,0,,,,,
player,201409070kan,kan,FasaAn00,rush_yds,0,,,,,
player,201409070kan,kan,FasaAn00,rush_td,0,,,,,
player,201409070kan,kan,FasaAn00,rush_long,0,,,,,
player,201409070kan,kan,FasaAn00,targets,6,,,,,
player,201409070kan,kan,FasaAn00,rec,3,,,,,
player,201409070kan,kan,FasaAn00,rec_yds,29,,,,,
player,201409070kan,kan,FasaAn00,rec_td,1,,,,,
player,201409070kan,kan,FasaAn00,rec_long,18,,,,,
player,201409070kan,kan,FasaAn00,fumbles,0,,,,,
player,201409070kan,kan,FasaAn00,fumbles_lost,0,,,,,
player,201409070kan,kan,HammFr00,pass_cmp,0,,,,,
player,201409070kan,kan,HammFr00,pass_att,0,,,,,
player,201409070kan,kan,HammFr00,pass_yds,0,,,,,
player,201409070kan,kan,HammFr00,pass_td,0,,,,,
player,201409070kan,kan,HammFr00,pass_int,0,,,,,
player,201409070kan,kan,HammFr00,pass_sacked,0,,,,,
player,201409070kan,kan,HammFr00,pass_sacked_yds,0,,,,,
player,201409070kan,kan,HammFr00,pass_long,0,,,,,
player,201409070kan,kan,HammFr00,pass_rating,,,,,,
player,201409070kan,kan,HammFr00,rush_att,0,,,,,
player,201409070kan,kan,HammFr00,rush_yds,0,,,,,
player,201409070kan,kan,HammFr00,rush_td,0,,,,,
player,201409070kan,kan,HammFr00,rush_long,0,,,,,
player,201409070kan,kan,HammFr00,targets,2,,,,,
player,201409070kan,kan,HammFr00,rec,1,,,,,
player,201409070kan,kan,HammFr00,rec_yds,22,,,,,
player,201409070kan,kan,HammFr00,rec_td,0,,,,,
player,201409070kan,kan,HammFr00,rec_long,22,,,,,
player,201409070kan,kan,HammFr00,fumbles,0,,,,,
player,201409070kan,kan,HammFr00,fumbles_lost,0,,,,,
player,201409070kan,kan,HemiJu00,pass_cmp,0,,,,,
player,201409070kan,kan,HemiJu00,pass_att,0,,,,,
player,201409070kan,kan,HemiJu00,pass_yds,0,,,,,
player,201409070kan,kan,HemiJu00,pass_td,0,,,,,
player,201409070kan,kan,HemiJu00,pass_int,0,,,,,
player,201409070kan,kan,HemiJu00,pass_sacked,0,,,,,
player,201409070kan,kan,HemiJu00,pass_sacked_yds,0,,,,,
player,201409070kan,kan,HemiJu00,pass_long,0,,,,,
player,201409070kan,kan,HemiJu00,pass_rating,,,,,,
player,201409070kan,kan,HemiJu00,rush_att,0,,,,,
player,201409070kan,kan,HemiJu00,rush_yds,0,,,,,
player,201409070kan,kan,HemiJu00,rush_td,0,,,,,
player,201409070kan,kan,HemiJu00,rush_long,0,,,,,
player,201409070kan,kan,HemiJu00,targets,2,,,,,
player,201409070kan,kan,HemiJu00,rec,0,,,,,
player,201409070kan,kan,HemiJu00,rec_yds,0,,,,,
player,201409070kan,kan,HemiJu00,rec_td,0,,,,,
player,201409070kan,kan,HemiJu00,rec_long,0,,,,,
player,201409070kan,kan,HemiJu00,fumbles,0,,,,,
player,201409070kan,kan,HemiJu00,fumbles_lost,0,,,,,
player,201409070kan,oti,McCoJa99,def_int,2,,,,,
player,201409070kan,oti,McCoJa99,def_int_yds,0,,,,,
player,201409070kan,oti,McCoJa99,def_int_td,0,,,,,
player,201409070kan,oti,McCoJa99,def_int_long,0,,,,,
player,201409070kan,oti,McCoJa99,pass_defended,2,,,,,
player,201409070kan,oti,McCoJa99,sacks,0.0,,,,,
player,201409070kan,oti,McCoJa99,tackles_combined,3,,,,,
player,201409070kan,oti,McCoJa99,tackles_solo,3,,,,,
player,201409070kan,oti,McCoJa99,tackles_assists,0,,,,,
player,201409070kan,oti,McCoJa99,tackles_loss,0,,,,,
player,201409070kan,oti,McCoJa99,qb_hits,0,,,,,
player,201409070kan,oti,McCoJa99,fumbles_rec,0,,,,,
player,201409070kan,oti,McCoJa99,fumbles_rec_yds,0,,,,,
player,201409070kan,oti,McCoJa99,fumbles_rec_td,0,,,,,
player,201409070kan,oti,McCoJa99,fumbles_forced,0,,,,,
player,201409070kan,oti,GrifMi99,def_int,1,,,,,
