game,2014,2,20140914,201409140min,nwe,"New England Patriots",30,min,"Minnesota Vikings",7
player,201409140min,nwe,LaFeBr00,special_teams,8,,,,,
player,201409140min,nwe,LaFeBr00,st_pct,29%,,,,,
player,201409140min,nwe,RidlSt00,pos,RB,,,,,
player,201409140min,nwe,RidlSt00,offense,36,,,,,
player,201409140min,nwe,RidlSt00,off_pct,55%,,,,,
player,201409140min,nwe,RidlSt00,defense,0,,,,,
player,201409140min,nwe,RidlSt00,def_pct,0%,,,,,
player,201409140min,nwe,RidlSt00,special_teams,0,,,,,
player,201409140min,nwe,RidlSt00,st_pct,0%,,,,,
player,201409140min,nwe,DobsAa00,pos,WR,,,,,
player,201409140min,nwe,DobsAa00,offense,31,,,,,
player,201409140min,nwe,DobsAa00,off_pct,48%,,,,,
player,201409140min,nwe,DobsAa00,defense,0,,,,,
player,201409140min,nwe,DobsAa00,def_pct,0%,,,,,
player,201409140min,nwe,DobsAa00,special_teams,0,,,,,
player,201409140min,nwe,DobsAa00,st_pct,0%,,,,,
player,201409140min,nwe,GronRo00,pos,TE,,,,,
player,201409140min,nwe,GronRo00,offense,27,,,,,
player,201409140min,nwe,GronRo00,off_pct,42%,,,,,
player,201409140min,nwe,GronRo00,defense,0,,,,,
player,201409140min,nwe,GronRo00,def_pct,0%,,,,,
player,201409140min,nwe,GronRo00,special_teams,0,,,,,
player,201409140min,nwe,GronRo00,st_pct,0%,,,,,
player,201409140min,nwe,FlemCa00,pos,T,,,,,
player,201409140min,nwe,FlemCa00,offense,27,,,,,
player,201409140min,nwe,FlemCa00,off_pct,42%,,,,,
player,201409140min,nwe,FlemCa00,defense,0,,,,,
player,201409140min,nwe,FlemCa00,def_pct,0%,,,,,
player,201409140min,nwe,FlemCa00,special_teams,0,,,,,
player,201409140min,nwe,FlemCa00,st_pct,0%,,,,,
player,201409140min,nwe,DeveJa00,pos,FB,,,,,
player,201409140min,nwe,DeveJa00,offense,21,,,,,
player,201409140min,nwe,DeveJa00,off_pct,32%,,,,,
player,201409140min,nwe,DeveJa00,defense,0,,,,,
player,201409140min,nwe,DeveJa00,def_pct,0%,,,,,
player,201409140min,nwe,DeveJa00,special_teams,7,,,,,
player,201409140min,nwe,DeveJa00,st_pct,25%,,,,,
player,201409140min,nwe,VereSh00,pos,RB,,,,,
player,201409140min,nwe,VereSh00,offense,19,,,,,
player,201409140min,nwe,VereSh00,off_pct,29%,,,,,
player,201409140min,nwe,VereSh00,defense,0,,,,,
player,201409140min,nwe,VereSh00,def_pct,0%,,,,,
player,201409140min,nwe,VereSh00,special_teams,0,,,,,
player,201409140min,nwe,VereSh00,st_pct,0%,,,,,
player,201409140min,nwe,AmenDa00,pos,WR,,,,,
player,201409140min,nwe,AmenDa00,offense,18,,,,,
player,201409140min,nwe,AmenDa00,off_pct,28%,,,,,
player,201409140min,nwe,AmenDa00,defense,0,,,,,
player,201409140min,nwe,AmenDa00,def_pct,0%,,,,,
player,201409140min,nwe,AmenDa00,special_teams,0,,,,,
player,201409140min,nwe,AmenDa00,st_pct,0%,,,,,
player,201409140min,nwe,StorBr00,pos,C,,,,,
player,201409140min,nwe,StorBr00,offense,11,,,,,
player,201409140min,nwe,StorBr00,off_pct,17%,,,,,
player,201409140min,nwe,StorBr00,defense,0,,,,,
player,201409140min,nwe,StorBr00,def_pct,0%,,,,,
player,201409140min,nwe,StorBr00,special_teams,0,,,,,
player,201409140min,nwe,StorBr00,st_pct,0%,,,,,
player,201409140min,nwe,BoldBr00,pos,RB,,,,,
player,201409140min,nwe,BoldBr00,offense,10,,,,,
player,201409140min,nwe,BoldBr00,off_pct,15%,,,,,
player,201409140min,nwe,BoldBr00,defense,0,,,,,
player,201409140min,nwe,BoldBr00,def_pct,0%,,,,,
player,201409140min,nwe,BoldBr00,special_teams,12,,,,,
player,201409140min,nwe,BoldBr00,st_pct,43%,,,,,
player,201409140min,nwe,KlinJo01,pos,G,,,,,
player,201409140min,nwe,KlinJo01,offense,8,,,,,
player,201409140min,nwe,KlinJo01,off_pct,12%,,,,,
player,201409140min,nwe,KlinJo01,defense,0,,,,,
player,201409140min,nwe,KlinJo01,def_pct,0%,,,,,
player,201409140min,nwe,KlinJo01,special_teams,6,,,,,
player,201409140min,nwe,KlinJo01,st_pct,21%,,,,,
player,201409140min,nwe,WrigTi01,pos,TE,,,,,
player,201409140min,nwe,WrigTi01,offense,8,,,,,
player,201409140min,nwe,WrigTi01,off_pct,12%,,,,,
player,201409140min,nwe,WrigTi01,defense,0,,,,,
player,201409140min,nwe,WrigTi01,def_pct,0%,,,,,
player,201409140min,nwe,WrigTi01,special_teams,5,,,,,
player,201409140min,nwe,WrigTi01,st_pct,18%,,,,,
player,201409140min,nwe,RyanLo00,pos,CB,,,,,
player,201409140min,nwe,RyanLo00,offense,0,,,,,
player,201409140min,nwe,RyanLo00,off_pct,0%,,,,,
player,201409140min,nwe,RyanLo00,defense,66,,,,,
player,201409140min,nwe,RyanLo00,def_pct,100%,,,,,
player,201409140min,nwe,RyanLo00,special_teams,12,,,,,
player,201409140min,nwe,RyanLo00,st_pct,43%,,,,,
player,201409140min,nwe,JoneCh03,pos,DE,,,,,
player,201409140min,nwe,JoneCh03,offense,0,,,,,
player,201409140min,nwe,JoneCh03,off_pct,0%,,,,,
player,201409140min,nwe,JoneCh03,defense,66,,,,,
player,201409140min,nwe,JoneCh03,def_pct,100%,,,,,
player,201409140min,nwe,JoneCh03,special_teams,8,,,,,
player,201409140min,nwe,JoneCh03,st_pct,29%,,,,,
player,201409140min,nwe,NinkRo20,pos,DE,,,,,
player,201409140min,nwe,NinkRo20,offense,0,,,,,
player,201409140min,nwe,NinkRo20,off_pct,0%,,,,,
player,201409140min,nwe,NinkRo20,defense,66,,,,,
player,201409140min,nwe,NinkRo20,def_pct,100%,,,,,
player,201409140min,nwe,NinkRo20,special_teams,7,,,,,
player,201409140min,nwe,NinkRo20,st_pct,25%,,,,,
player,201409140min,nwe,MayoJe99,pos,LB,,,,,
player,201409140min,nwe,MayoJe99,offense,0,,,,,
player,201409140min,nwe,MayoJe99,off_pct,0%,,,,,
player,201409140min,nwe,MayoJe99,defense,66,,,,,
player,201409140min,nwe,MayoJe99,def_pct,100%,,,,,
player,201409140min,nwe,MayoJe99,special_teams,2,,,,,
player,201409140min,nwe,MayoJe99,st_pct,7%,,,,,
player,201409140min,nwe,HighDo01,pos,LB,,,,,
player,201409140min,nwe,HighDo01,offense,0,,,,,
player,201409140min,nwe,HighDo01,off_pct,0%,,,,,
player,201409140min,nwe,HighDo01,defense,66,,,,,
player,201409140min,nwe,HighDo01,def_pct,100%,,,,,
player,201409140min,nwe,HighDo01,special_teams,2,,,,,
player,201409140min,nwe,HighDo01,st_pct,7%,,,,,
player,201409140min,nwe,McCoDe99,pos,SS,,,,,
player,201409140min,nwe,McCoDe99,offense,0,,,,,
player,201409140min,nwe,McCoDe99,off_pct,0%,,,,,
player,201409140min,nwe,McCoDe99,defense,58,,,,,
player,201409140min,nwe,McCoDe99,def_pct,88%,,,,,
player,201409140min,nwe,McCoDe99,special_teams,10,,,,,
player,201409140min,nwe,McCoDe99,st_pct,36%,,,,,
player,201409140min,nwe,ReviDa99,pos,CB,,,,,
player,201409140min,nwe,ReviDa99,offense,0,,,,,
player,201409140min,nwe,ReviDa99,off_pct,0%,,,,,
player,201409140min,nwe,ReviDa99,defense,58,,,,,
player,201409140min,nwe,ReviDa99,def_pct,88%,,,,,
player,201409140min,nwe,ReviDa99,special_teams,0,,,,,
player,201409140min,nwe,ReviDa99,st_pct,0%,,,,,
player,201409140min,nwe,ArriKy00,pos,CB,,,,,
player,201409140min,nwe,ArriKy00,offense,0,,,,,
player,201409140min,nwe,ArriKy00,off_pct,0%,,,,,
player,201409140min,nwe,ArriKy00,defense,44,,,,,
player,201409140min,nwe,ArriKy00,def_pct,67%,,,,,
player,201409140min,nwe,ArriKy00,special_teams,10,,,,,
player,201409140min,nwe,ArriKy00,st_pct,36%,,,,,
player,201409140min,nwe,SiliSe00,pos,DT,,,,,
player,201409140min,nwe,SiliSe00,offense,0,,,,,
player,201409140min,nwe,SiliSe00,off_pct,0%,,,,,
player,201409140min,nwe,SiliSe00,defense,37,,,,,
player,201409140min,nwe,SiliSe00,def_pct,56%,,,,,
player,201409140min,nwe,SiliSe00,special_teams,2,,,,,
player,201409140min,nwe,SiliSe00,st_pct,7%,,,,,
player,201409140min,nwe,WilfVi20,pos,DT,,,,,
player,201409140min,nwe,WilfVi20,offense,0,,,,,
player,201409140min,nwe,WilfVi20,off_pct,0%,,,,,
player,201409140min,nwe,WilfVi20,defense,37,,,,,
player,201409140min,nwe,WilfVi20,def_pct,56%,,,,,
player,201409140min,nwe,WilfVi20,special_teams,2,,,,,
player,201409140min,nwe,WilfVi20,st_pct,7%,,,,,
player,201409140min,nwe,ChunPa99,pos,FS,,,,,
player,201409140min,nwe,ChunPa99,offense,0,,,,,
player,201409140min,nwe,ChunPa99,off_pct,0%,,,,,
player,201409140min,nwe,ChunPa99,defense,35,,,,,
player,201409140min,nwe,ChunPa99,def_pct,53%,,,,,
player,201409140min,nwe,ChunPa99,special_teams,8,,,,,
player,201409140min,nwe,ChunPa99,st_pct,29%,,,,,
player,201409140min,nwe,EaslDo00,pos,DE,,,,,
player,201409140min,nwe,EaslDo00,offense,0,,,,,
player,201409140min,nwe,EaslDo00,off_pct,0%,,,,,
player,201409140min,nwe,EaslDo00,defense,30,,,,,
player,201409140min,nwe,EaslDo00,def_pct,45%,,,,,
player,201409140min,nwe,EaslDo00,special_teams,0,,,,,
player,201409140min,nwe,EaslDo00,st_pct,0%,,,,,
player,201409140min,nwe,HarmDu00,pos,FS,,,,,
player,201409140min,nwe,HarmDu00,offense,0,,,,,
player,201409140min,nwe,HarmDu00,off_pct,0%,,,,,
player,201409140min,nwe,HarmDu00,defense,27,,,,,
player,201409140min,nwe,HarmDu00,def_pct,41%,,,,,
player,201409140min,nwe,HarmDu00,special_teams,3,,,,,
player,201409140min,nwe,HarmDu00,st_pct,11%,,,,,
player,201409140min,nwe,SkinDe00,pos,LB,,,,,
player,201409140min,nwe,SkinDe00,offense,0,,,,,
player,201409140min,nwe,SkinDe00,off_pct,0%,,,,,
player,201409140min,nwe,SkinDe00,defense,20,,,,,
player,201409140min,nwe,SkinDe00,def_pct,30%,,,,,
player,201409140min,nwe,SkinDe00,special_teams,18,,,,,
player,201409140min,nwe,SkinDe00,st_pct,64%,,,,,
player,201409140min,nwe,JoneCh04,pos,DT,,,,,
player,201409140min,nwe,JoneCh04,offense,0,,,,,
player,201409140min,nwe,JoneCh04,off_pct,0%,,,,,
player,201409140min,nwe,JoneCh04,defense,16,,,,,
player,201409140min,nwe,JoneCh04,def_pct,24%,,,,,
player,201409140min,nwe,JoneCh04,special_teams,0,,,,,
player,201409140min,nwe,JoneCh04,st_pct,0%,,,,,
player,201409140min,nwe,EbneNa00,pos,FS,,,,,
player,201409140min,nwe,EbneNa00,offense,0,,,,,
player,201409140min,nwe,EbneNa00,off_pct,0%,,,,,
player,201409140min,nwe,EbneNa00,defense,14,,,,,
player,201409140min,nwe,EbneNa00,def_pct,21%,,,,,
player,201409140min,nwe,EbneNa00,special_teams,20,,,,,
player,201409140min,nwe,EbneNa00,st_pct,71%,,,,,
player,201409140min,nwe,WilsTa00,pos,SS,,,,,
player,201409140min,nwe,WilsTa00,offense,0,,,,,
player,201409140min,nwe,WilsTa00,off_pct,0%,,,,,
player,201409140min,nwe,WilsTa00,defense,11,,,,,
player,201409140min,nwe,WilsTa00,def_pct,17%,,,,,
player,201409140min,nwe,WilsTa00,special_teams,22,,,,,
player,201409140min,nwe,WilsTa00,st_pct,79%,,,,,
player,201409140min,nwe,ButlMa01,pos,CB,,,,,
player,201409140min,nwe,ButlMa01,offense,0,,,,,
player,201409140min,nwe,ButlMa01,off_pct,0%,,,,,
player,201409140min,nwe,ButlMa01,defense,8,,,,,
player,201409140min,nwe,ButlMa01,def_pct,12%,,,,,
player,201409140min,nwe,ButlMa01,special_teams,5,,,,,
player,201409140min,nwe,ButlMa01,st_pct,18%,,,,,
player,201409140min,nwe,VellJo00,pos,DT,,,,,
player,201409140min,nwe,VellJo00,offense,0,,,,,
player,201409140min,nwe,VellJo00,off_pct,0%,,,,,
player,201409140min,nwe,VellJo00,defense,1,,,,,
player,201409140min,nwe,VellJo00,def_pct,2%,,,,,
player,201409140min,nwe,VellJo00,special_teams,2,,,,,
player,201409140min,nwe,VellJo00,st_pct,7%,,,,,
player,201409140min,nwe,WhitCh03,pos,LB,,,,,
player,201409140min,nwe,WhitCh03,offense,0,,,,,
player,201409140min,nwe,WhitCh03,off_pct,0%,,,,,
player,201409140min,nwe,WhitCh03,defense,0,,,,,
player,201409140min,nwe,WhitCh03,def_pct,0%,,,,,
player,201409140min,nwe,WhitCh03,special_teams,20,,,,,
player,201409140min,nwe,WhitCh03,st_pct,71%,,,,,
player,201409140min,nwe,SlatMa00,pos,WR,,,,,
player,201409140min,nwe,SlatMa00,offense,0,,,,,
player,201409140min,nwe,SlatMa00,off_pct,0%,,,,,
player,201409140min,nwe,SlatMa00,defense,0,,,,,
player,201409140min,nwe,SlatMa00,def_pct,0%,,,,,
player,201409140min,nwe,SlatMa00,special_teams,20,,,,,
player,201409140min,nwe,SlatMa00,st_pct,71%,,,,,
player,201409140min,nwe,JoneDo02,pos,SS,,,,,
player,201409140min,nwe,JoneDo02,offense,0,,,,,
player,201409140min,nwe,JoneDo02,off_pct,0%,,,,,
player,201409140min,nwe,JoneDo02,defense,0,,,,,
player,201409140min,nwe,JoneDo02,def_pct,0%,,,,,
player,201409140min,nwe,JoneDo02,special_teams,16,,,,,
player,201409140min,nwe,JoneDo02,st_pct,57%,,,,,
player,201409140min,nwe,GostSt20,pos,K,,,,,
player,201409140min,nwe,GostSt20,offense,0,,,,,
player,201409140min,nwe,GostSt20,off_pct,0%,,,,,
player,201409140min,nwe,GostSt20,defense,0,,,,,
player,201409140min,nwe,GostSt20,def_pct,0%,,,,,
player,201409140min,nwe,GostSt20,special_teams,14,,,,,
player,201409140min,nwe,GostSt20,st_pct,50%,,,,,
player,201409140min,nwe,AikeDa00,pos,LS,,,,,
player,201409140min,nwe,AikeDa00,offense,0,,,,,
player,201409140min,nwe,AikeDa00,off_pct,0%,,,,,
player,201409140min,nwe,AikeDa00,defense,0,,,,,
player,201409140min,nwe,AikeDa00,def_pct,0%,,,,,
player,201409140min,nwe,AikeDa00,special_teams,11,,,,,
player,201409140min,nwe,AikeDa00,st_pct,39%,,,,,
player,201409140min,nwe,AlleRy01,pos,P,,,,,
player,201409140min,nwe,AlleRy01,offense,0,,,,,
player,201409140min,nwe,AlleRy01,off_pct,0%,,,,,
player,201409140min,nwe,AlleRy01,defense,0,,,,,
player,201409140min,nwe,AlleRy01,def_pct,0%,,,,,
player,201409140min,nwe,AlleRy01,special_teams,11,,,,,
player,201409140min,nwe,AlleRy01,st_pct,39%,,,,,
