game,2014,1,20140907,201409070ram,min,"Minnesota Vikings",34,ram,"St. Louis Rams",6
player,201409070ram,min,CassMa00,rec_td,0,,,,,
player,201409070ram,min,CassMa00,rec_long,0,,,,,
player,201409070ram,min,CassMa00,fumbles,2,,,,,
player,201409070ram,min,CassMa00,fumbles_lost,0,,,,,
player,201409070ram,min,PattCo00,pass_cmp,0,,,,,
player,201409070ram,min,PattCo00,pass_att,0,,,,,
player,201409070ram,min,PattCo00,pass_yds,0,,,,,
player,201409070ram,min,PattCo00,pass_td,0,,,,,
player,201409070ram,min,PattCo00,pass_int,0,,,,,
player,201409070ram,min,PattCo00,pass_sacked,0,,,,,
player,201409070ram,min,PattCo00,pass_sacked_yds,0,,,,,
player,201409070ram,min,PattCo00,pass_long,0,,,,,
player,201409070ram,min,PattCo00,pass_rating,,,,,,
player,201409070ram,min,PattCo00,rush_att,3,,,,,
player,201409070ram,min,PattCo00,rush_yds,102,,,,,
player,201409070ram,min,PattCo00,rush_td,1,,,,,
player,201409070ram,min,PattCo00,rush_long,67,,,,,
player,201409070ram,min,PattCo00,targets,5,,,,,
player,201409070ram,min,PattCo00,rec,3,,,,,
player,201409070ram,min,PattCo00,rec_yds,26,,,,,
player,201409070ram,min,PattCo00,rec_td,0,,,,,
player,201409070ram,min,PattCo00,rec_long,13,,,,,
player,201409070ram,min,PattCo00,fumbles,0,,,,,
player,201409070ram,min,PattCo00,fumbles_lost,0,,,,,
player,201409070ram,min,PeteAd01,pass_cmp,0,,,,,
player,201409070ram,min,PeteAd01,pass_att,0,,,,,
player,201409070ram,min,PeteAd01,pass_yds,0,,,,,
player,201409070ram,min,PeteAd01,pass_td,0,,,,,
player,201409070ram,min,PeteAd01,pass_int,0,,,,,
player,201409070ram,min,PeteAd01,pass_sacked,0,,,,,
player,201409070ram,min,PeteAd01,pass_sacked_yds,0,,,,,
player,201409070ram,min,PeteAd01,pass_long,0,,,,,
player,201409070ram,min,PeteAd01,pass_rating,,,,,,
player,201409070ram,min,PeteAd01,rush_att,21,,,,,
player,201409070ram,min,PeteAd01,rush_yds,75,,,,,
player,201409070ram,min,PeteAd01,rush_td,0,,,,,
player,201409070ram,min,PeteAd01,rush_long,17,,,,,
player,201409070ram,min,PeteAd01,targets,3,,,,,
player,201409070ram,min,PeteAd01,rec,2,,,,,
player,201409070ram,min,PeteAd01,rec_yds,18,,,,,
player,201409070ram,min,PeteAd01,rec_td,0,,,,,
player,201409070ram,min,PeteAd01,rec_long,9,,,,,
player,201409070ram,min,PeteAd01,fumbles,0,,,,,
player,201409070ram,min,PeteAd01,fumbles_lost,0,,,,,
player,201409070ram,min,AsiaMa00,pass_cmp,0,,,,,
player,201409070ram,min,AsiaMa00,pass_att,0,,,,,
player,201409070ram,min,AsiaMa00,pass_yds,0,,,,,
player,201409070ram,min,AsiaMa00,pass_td,0,,,,,
player,201409070ram,min,AsiaMa00,pass_int,0,,,,,
player,201409070ram,min,AsiaMa00,pass_sacked,0,,,,,
player,201409070ram,min,AsiaMa00,pass_sacked_yds,0,,,,,
player,201409070ram,min,AsiaMa00,pass_long,0,,,,,
player,201409070ram,min,AsiaMa00,pass_rating,,,,,,
player,201409070ram,min,AsiaMa00,rush_att,2,,,,,
player,201409070ram,min,AsiaMa00,rush_yds,10,,,,,
player,201409070ram,min,AsiaMa00,rush_td,0,,,,,
player,201409070ram,min,AsiaMa00,rush_long,5,,,,,
player,201409070ram,min,AsiaMa00,targets,1,,,,,
player,201409070ram,min,AsiaMa00,rec,1,,,,,
player,201409070ram,min,AsiaMa00,rec_yds,5,,,,,
player,201409070ram,min,AsiaMa00,rec_td,0,,,,,
player,201409070ram,min,AsiaMa00,rec_long,5,,,,,
player,201409070ram,min,AsiaMa00,fumbles,0,,,,,
player,201409070ram,min,AsiaMa00,fumbles_lost,0,,,,,
player,201409070ram,min,McKiJe00,pass_cmp,0,,,,,
player,201409070ram,min,McKiJe00,pass_att,0,,,,,
player,201409070ram,min,McKiJe00,pass_yds,0,,,,,
player,201409070ram,min,McKiJe00,pass_td,0,,,,,
player,201409070ram,min,McKiJe00,pass_int,0,,,,,
player,201409070ram,min,McKiJe00,pass_sacked,0,,,,,
player,201409070ram,min,McKiJe00,pass_sacked_yds,0,,,,,
player,201409070ram,min,McKiJe00,pass_long,0,,,,,
player,201409070ram,min,McKiJe00,pass_rating,,,,,,
player,201409070ram,min,McKiJe00,rush_att,1,,,,,
player,201409070ram,min,McKiJe00,rush_yds,1,,,,,
player,201409070ram,min,McKiJe00,rush_td,0,,,,,
player,201409070ram,min,McKiJe00,rush_long,1,,,,,
player,201409070ram,min,McKiJe00,targets,0,,,,,
player,201409070ram,min,McKiJe00,rec,0,,,,,
player,201409070ram,min,McKiJe00,rec_yds,0,,,,,
player,201409070ram,min,McKiJe00,rec_td,0,,,,,
player,201409070ram,min,McKiJe00,rec_long,0,,,,,
player,201409070ram,min,McKiJe00,fumbles,0,,,,,
player,201409070ram,min,McKiJe00,fumbles_lost,0,,,,,
player,201409070ram,min,JennGr00,pass_cmp,0,,,,,
player,201409070ram,min,JennGr00,pass_att,0,,,,,
player,201409070ram,min,JennGr00,pass_yds,0,,,,,
player,201409070ram,min,JennGr00,pass_td,0,,,,,
player,201409070ram,min,JennGr00,pass_int,0,,,,,
player,201409070ram,min,JennGr00,pass_sacked,0,,,,,
player,201409070ram,min,JennGr00,pass_sacked_yds,0,,,,,
player,201409070ram,min,JennGr00,pass_long,0,,,,,
player,201409070ram,min,JennGr00,pass_rating,,,,,,
player,201409070ram,min,JennGr00,rush_att,0,,,,,
player,201409070ram,min,JennGr00,rush_yds,0,,,,,
player,201409070ram,min,JennGr00,rush_td,0,,,,,
player,201409070ram,min,JennGr00,rush_long,0,,,,,
player,201409070ram,min,JennGr00,targets,7,,,,,
player,201409070ram,min,JennGr00,rec,6,,,,,
player,201409070ram,min,JennGr00,rec_yds,58,,,,,
player,201409070ram,min,JennGr00,rec_td,1,,,,,
player,201409070ram,min,JennGr00,rec_long,18,,,,,
player,201409070ram,min,JennGr00,fumbles,0,,,,,
player,201409070ram,min,JennGr00,fumbles_lost,0,,,,,
player,201409070ram,min,WrigJa02,pass_cmp,0,,,,,
player,201409070ram,min,WrigJa02,pass_att,0,,,,,
player,201409070ram,min,WrigJa02,pass_yds,0,,,,,
player,201409070ram,min,WrigJa02,pass_td,0,,,,,
player,201409070ram,min,WrigJa02,pass_int,0,,,,,
player,201409070ram,min,WrigJa02,pass_sacked,0,,,,,
player,201409070ram,min,WrigJa02,pass_sacked_yds,0,,,,,
player,201409070ram,min,WrigJa02,pass_long,0,,,,,
player,201409070ram,min,WrigJa02,pass_rating,,,,,,
player,201409070ram,min,WrigJa02,rush_att,0,,,,,
player,201409070ram,min,WrigJa02,rush_yds,0,,,,,
player,201409070ram,min,WrigJa02,rush_td,0,,,,,
player,201409070ram,min,WrigJa02,rush_long,0,,,,,
player,201409070ram,min,WrigJa02,targets,3,,,,,
player,201409070ram,min,WrigJa02,rec,2,,,,,
player,201409070ram,min,WrigJa02,rec_yds,25,,,,,
player,201409070ram,min,WrigJa02,rec_td,0,,,,,
player,201409070ram,min,WrigJa02,rec_long,15,,,,,
player,201409070ram,min,WrigJa02,fumbles,0,,,,,
player,201409070ram,min,WrigJa02,fumbles_lost,0,,,,,
player,201409070ram,min,ElliRh00,pass_cmp,0,,,,,
player,201409070ram,min,ElliRh00,pass_att,0,,,,,
player,201409070ram,min,ElliRh00,pass_yds,0,,,,,
player,201409070ram,min,ElliRh00,pass_td,0,,,,,
player,201409070ram,min,ElliRh00,pass_int,0,,,,,
player,201409070ram,min,ElliRh00,pass_sacked,0,,,,,
player,201409070ram,min,ElliRh00,pass_sacked_yds,0,,,,,
player,201409070ram,min,ElliRh00,pass_long,0,,,,,
player,201409070ram,min,ElliRh00,pass_rating,,,,,,
player,201409070ram,min,ElliRh00,rush_att,0,,,,,
player,201409070ram,min,ElliRh00,rush_yds,0,,,,,
player,201409070ram,min,ElliRh00,rush_td,0,,,,,
player,201409070ram,min,ElliRh00,rush_long,0,,,,,
player,201409070ram,min,ElliRh00,targets,1,,,,,
player,201409070ram,min,ElliRh00,rec,1,,,,,
player,201409070ram,min,ElliRh00,rec_yds,22,,,,,
player,201409070ram,min,ElliRh00,rec_td,0,,,,,
player,201409070ram,min,ElliRh00,rec_long,22,,,,,
player,201409070ram,min,ElliRh00,fumbles,0,,,,,
player,201409070ram,min,ElliRh00,fumbles_lost,0,,,,,
player,201409070ram,min,RudoKy00,pass_cmp,0,,,,,
player,201409070ram,min,RudoKy00,pass_att,0,,,,,
player,201409070ram,min,RudoKy00,pass_yds,0,,,,,
player,201409070ram,min,RudoKy00,pass_td,0,,,,,
player,201409070ram,min,RudoKy00,pass_int,0,,,,,
player,201409070ram,min,RudoKy00,pass_sacked,0,,,,,
player,201409070ram,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201409070ram,min,RudoKy00,pass_long,0,,,,,
player,201409070ram,min,RudoKy00,pass_rating,,,,,,
player,201409070ram,min,RudoKy00,rush_att,0,,,,,
player,201409070ram,min,RudoKy00,rush_yds,0,,,,,
player,201409070ram,min,RudoKy00,rush_td,0,,,,,
player,201409070ram,min,RudoKy00,rush_long,0,,,,,
player,201409070ram,min,RudoKy00,targets,4,,,,,
player,201409070ram,min,RudoKy00,rec,2,,,,,
player,201409070ram,min,RudoKy00,rec_yds,16,,,,,
player,201409070ram,min,RudoKy00,rec_td,1,,,,,
player,201409070ram,min,RudoKy00,rec_long,9,,,,,
player,201409070ram,min,RudoKy00,fumbles,0,,,,,
player,201409070ram,min,RudoKy00,fumbles_lost,0,,,,,
player,201409070ram,ram,DaviAu00,pass_cmp,16,,,,,
player,201409070ram,ram,DaviAu00,pass_att,23,,,,,
player,201409070ram,ram,DaviAu00,pass_yds,192,,,,,
player,201409070ram,ram,DaviAu00,pass_td,0,,,,,
player,201409070ram,ram,DaviAu00,pass_int,1,,,,,
player,201409070ram,ram,DaviAu00,pass_sacked,4,,,,,
player,201409070ram,ram,DaviAu00,pass_sacked_yds,21,,,,,
player,201409070ram,ram,DaviAu00,pass_long,28,,,,,
player,201409070ram,ram,DaviAu00,pass_rating,76.7,,,,,
player,201409070ram,ram,DaviAu00,rush_att,1,,,,,
player,201409070ram,ram,DaviAu00,rush_yds,0,,,,,
player,201409070ram,ram,DaviAu00,rush_td,0,,,,,
player,201409070ram,ram,DaviAu00,rush_long,0,,,,,
player,201409070ram,ram,DaviAu00,targets,0,,,,,
player,201409070ram,ram,DaviAu00,rec,0,,,,,
player,201409070ram,ram,DaviAu00,rec_yds,0,,,,,
player,201409070ram,ram,DaviAu00,rec_td,0,,,,,
player,201409070ram,ram,DaviAu00,rec_long,0,,,,,
player,201409070ram,ram,DaviAu00,fumbles,0,,,,,
player,201409070ram,ram,DaviAu00,fumbles_lost,0,,,,,
player,201409070ram,ram,HillSh00,pass_cmp,8,,,,,
player,201409070ram,ram,HillSh00,pass_att,13,,,,,
player,201409070ram,ram,HillSh00,pass_yds,81,,,,,
player,201409070ram,ram,HillSh00,pass_td,0,,,,,
player,201409070ram,ram,HillSh00,pass_int,1,,,,,
player,201409070ram,ram,HillSh00,pass_sacked,1,,,,,
player,201409070ram,ram,HillSh00,pass_sacked_yds,6,,,,,
player,201409070ram,ram,HillSh00,pass_long,23,,,,,
player,201409070ram,ram,HillSh00,pass_rating,47.3,,,,,
player,201409070ram,ram,HillSh00,rush_att,1,,,,,
player,201409070ram,ram,HillSh00,rush_yds,-1,,,,,
player,201409070ram,ram,HillSh00,rush_td,0,,,,,
player,201409070ram,ram,HillSh00,rush_long,-1,,,,,
player,201409070ram,ram,HillSh00,targets,0,,,,,
player,201409070ram,ram,HillSh00,rec,0,,,,,
player,201409070ram,ram,HillSh00,rec_yds,0,,,,,
player,201409070ram,ram,HillSh00,rec_td,0,,,,,
player,201409070ram,ram,HillSh00,rec_long,0,,,,,
player,201409070ram,ram,HillSh00,fumbles,1,,,,,
player,201409070ram,ram,HillSh00,fumbles_lost,0,,,,,
player,201409070ram,ram,StacZa00,pass_cmp,0,,,,,
player,201409070ram,ram,StacZa00,pass_att,0,,,,,
player,201409070ram,ram,StacZa00,pass_yds,0,,,,,
player,201409070ram,ram,StacZa00,pass_td,0,,,,,
player,201409070ram,ram,StacZa00,pass_int,0,,,,,
player,201409070ram,ram,StacZa00,pass_sacked,0,,,,,
player,201409070ram,ram,StacZa00,pass_sacked_yds,0,,,,,
player,201409070ram,ram,StacZa00,pass_long,0,,,,,
player,201409070ram,ram,StacZa00,pass_rating,,,,,,
player,201409070ram,ram,StacZa00,rush_att,11,,,,,
player,201409070ram,ram,StacZa00,rush_yds,43,,,,,
player,201409070ram,ram,StacZa00,rush_td,0,,,,,
player,201409070ram,ram,StacZa00,rush_long,7,,,,,
player,201409070ram,ram,StacZa00,targets,2,,,,,
player,201409070ram,ram,StacZa00,rec,1,,,,,
player,201409070ram,ram,StacZa00,rec_yds,8,,,,,
player,201409070ram,ram,StacZa00,rec_td,0,,,,,
player,201409070ram,ram,StacZa00,rec_long,8,,,,,
player,201409070ram,ram,StacZa00,fumbles,0,,,,,
player,201409070ram,ram,StacZa00,fumbles_lost,0,,,,,
player,201409070ram,ram,CunnBe01,pass_cmp,0,,,,,
player,201409070ram,ram,CunnBe01,pass_att,0,,,,,
player,201409070ram,ram,CunnBe01,pass_yds,0,,,,,
player,201409070ram,ram,CunnBe01,pass_td,0,,,,,
player,201409070ram,ram,CunnBe01,pass_int,0,,,,,
player,201409070ram,ram,CunnBe01,pass_sacked,0,,,,,
player,201409070ram,ram,CunnBe01,pass_sacked_yds,0,,,,,
player,201409070ram,ram,CunnBe01,pass_long,0,,,,,
player,201409070ram,ram,CunnBe01,pass_rating,,,,,,
player,201409070ram,ram,CunnBe01,rush_att,5,,,,,
player,201409070ram,ram,CunnBe01,rush_yds,21,,,,,
player,201409070ram,ram,CunnBe01,rush_td,0,,,,,
player,201409070ram,ram,CunnBe01,rush_long,7,,,,,
player,201409070ram,ram,CunnBe01,targets,4,,,,,
player,201409070ram,ram,CunnBe01,rec,4,,,,,
player,201409070ram,ram,CunnBe01,rec_yds,30,,,,,
player,201409070ram,ram,CunnBe01,rec_td,0,,,,,
player,201409070ram,ram,CunnBe01,rec_long,12,,,,,
player,201409070ram,ram,CunnBe01,fumbles,0,,,,,
player,201409070ram,ram,CunnBe01,fumbles_lost,0,,,,,
player,201409070ram,ram,AustTa00,pass_cmp,0,,,,,
player,201409070ram,ram,AustTa00,pass_att,0,,,,,
player,201409070ram,ram,AustTa00,pass_yds,0,,,,,
player,201409070ram,ram,AustTa00,pass_td,0,,,,,
player,201409070ram,ram,AustTa00,pass_int,0,,,,,
player,201409070ram,ram,AustTa00,pass_sacked,0,,,,,
player,201409070ram,ram,AustTa00,pass_sacked_yds,0,,,,,
player,201409070ram,ram,AustTa00,pass_long,0,,,,,
player,201409070ram,ram,AustTa00,pass_rating,,,,,,
player,201409070ram,ram,AustTa00,rush_att,3,,,,,
player,201409070ram,ram,AustTa00,rush_yds,5,,,,,
player,201409070ram,ram,AustTa00,rush_td,0,,,,,
player,201409070ram,ram,AustTa00,rush_long,5,,,,,
player,201409070ram,ram,AustTa00,targets,3,,,,,
player,201409070ram,ram,AustTa00,rec,3,,,,,
player,201409070ram,ram,AustTa00,rec_yds,34,,,,,
player,201409070ram,ram,AustTa00,rec_td,0,,,,,
player,201409070ram,ram,AustTa00,rec_long,28,,,,,
player,201409070ram,ram,AustTa00,fumbles,2,,,,,
player,201409070ram,ram,AustTa00,fumbles_lost,0,,,,,
player,201409070ram,ram,GiveCh00,pass_cmp,0,,,,,
player,201409070ram,ram,GiveCh00,pass_att,0,,,,,
player,201409070ram,ram,GiveCh00,pass_yds,0,,,,,
player,201409070ram,ram,GiveCh00,pass_td,0,,,,,
player,201409070ram,ram,GiveCh00,pass_int,0,,,,,
player,201409070ram,ram,GiveCh00,pass_sacked,0,,,,,
player,201409070ram,ram,GiveCh00,pass_sacked_yds,0,,,,,
player,201409070ram,ram,GiveCh00,pass_long,0,,,,,
player,201409070ram,ram,GiveCh00,pass_rating,,,,,,
player,201409070ram,ram,GiveCh00,rush_att,1,,,,,
player,201409070ram,ram,GiveCh00,rush_yds,4,,,,,
player,201409070ram,ram,GiveCh00,rush_td,0,,,,,
player,201409070ram,ram,GiveCh00,rush_long,4,,,,,
player,201409070ram,ram,GiveCh00,targets,3,,,,,
player,201409070ram,ram,GiveCh00,rec,2,,,,,
player,201409070ram,ram,GiveCh00,rec_yds,30,,,,,
player,201409070ram,ram,GiveCh00,rec_td,0,,,,,
player,201409070ram,ram,GiveCh00,rec_long,27,,,,,
player,201409070ram,ram,GiveCh00,fumbles,0,,,,,
player,201409070ram,ram,GiveCh00,fumbles_lost,0,,,,,
player,201409070ram,ram,QuicBr00,pass_cmp,0,,,,,
player,201409070ram,ram,QuicBr00,pass_att,0,,,,,
player,201409070ram,ram,QuicBr00,pass_yds,0,,,,,
player,201409070ram,ram,QuicBr00,pass_td,0,,,,,
player,201409070ram,ram,QuicBr00,pass_int,0,,,,,
player,201409070ram,ram,QuicBr00,pass_sacked,0,,,,,
player,201409070ram,ram,QuicBr00,pass_sacked_yds,0,,,,,
player,201409070ram,ram,QuicBr00,pass_long,0,,,,,
player,201409070ram,ram,QuicBr00,pass_rating,,,,,,
player,201409070ram,ram,QuicBr00,rush_att,0,,,,,
player,201409070ram,ram,QuicBr00,rush_yds,0,,,,,
player,201409070ram,ram,QuicBr00,rush_td,0,,,,,
player,201409070ram,ram,QuicBr00,rush_long,0,,,,,
player,201409070ram,ram,QuicBr00,targets,9,,,,,
player,201409070ram,ram,QuicBr00,rec,7,,,,,
player,201409070ram,ram,QuicBr00,rec_yds,99,,,,,
player,201409070ram,ram,QuicBr00,rec_td,0,,,,,
player,201409070ram,ram,QuicBr00,rec_long,23,,,,,
player,201409070ram,ram,QuicBr00,fumbles,0,,,,,
player,201409070ram,ram,QuicBr00,fumbles_lost,0,,,,,
player,201409070ram,ram,CookJa02,pass_cmp,0,,,,,
player,201409070ram,ram,CookJa02,pass_att,0,,,,,
player,201409070ram,ram,CookJa02,pass_yds,0,,,,,
player,201409070ram,ram,CookJa02,pass_td,0,,,,,
player,201409070ram,ram,CookJa02,pass_int,0,,,,,
player,201409070ram,ram,CookJa02,pass_sacked,0,,,,,
player,201409070ram,ram,CookJa02,pass_sacked_yds,0,,,,,
player,201409070ram,ram,CookJa02,pass_long,0,,,,,
player,201409070ram,ram,CookJa02,pass_rating,,,,,,
player,201409070ram,ram,CookJa02,rush_att,0,,,,,
player,201409070ram,ram,CookJa02,rush_yds,0,,,,,
player,201409070ram,ram,CookJa02,rush_td,0,,,,,
player,201409070ram,ram,CookJa02,rush_long,0,,,,,
player,201409070ram,ram,CookJa02,targets,8,,,,,
player,201409070ram,ram,CookJa02,rec,4,,,,,
player,201409070ram,ram,CookJa02,rec_yds,56,,,,,
player,201409070ram,ram,CookJa02,rec_td,0,,,,,
player,201409070ram,ram,CookJa02,rec_long,26,,,,,
player,201409070ram,ram,CookJa02,fumbles,0,,,,,
player,201409070ram,ram,CookJa02,fumbles_lost,0,,,,,
player,201409070ram,ram,KendLa00,pass_cmp,0,,,,,
player,201409070ram,ram,KendLa00,pass_att,0,,,,,
player,201409070ram,ram,KendLa00,pass_yds,0,,,,,
player,201409070ram,ram,KendLa00,pass_td,0,,,,,
player,201409070ram,ram,KendLa00,pass_int,0,,,,,
player,201409070ram,ram,KendLa00,pass_sacked,0,,,,,
player,201409070ram,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201409070ram,ram,KendLa00,pass_long,0,,,,,
player,201409070ram,ram,KendLa00,pass_rating,,,,,,
player,201409070ram,ram,KendLa00,rush_att,0,,,,,
player,201409070ram,ram,KendLa00,rush_yds,0,,,,,
player,201409070ram,ram,KendLa00,rush_td,0,,,,,
player,201409070ram,ram,KendLa00,rush_long,0,,,,,
player,201409070ram,ram,KendLa00,targets,3,,,,,
player,201409070ram,ram,KendLa00,rec,2,,,,,
player,201409070ram,ram,KendLa00,rec_yds,12,,,,,
player,201409070ram,ram,KendLa00,rec_td,0,,,,,
player,201409070ram,ram,KendLa00,rec_long,9,,,,,
player,201409070ram,ram,KendLa00,fumbles,0,,,,,
player,201409070ram,ram,KendLa00,fumbles_lost,0,,,,,
player,201409070ram,ram,HarkCo00,pass_cmp,0,,,,,
player,201409070ram,ram,HarkCo00,pass_att,0,,,,,
player,201409070ram,ram,HarkCo00,pass_yds,0,,,,,
player,201409070ram,ram,HarkCo00,pass_td,0,,,,,
player,201409070ram,ram,HarkCo00,pass_int,0,,,,,
player,201409070ram,ram,HarkCo00,pass_sacked,0,,,,,
player,201409070ram,ram,HarkCo00,pass_sacked_yds,0,,,,,
player,201409070ram,ram,HarkCo00,pass_long,0,,,,,
player,201409070ram,ram,HarkCo00,pass_rating,,,,,,
player,201409070ram,ram,HarkCo00,rush_att,0,,,,,
player,201409070ram,ram,HarkCo00,rush_yds,0,,,,,
player,201409070ram,ram,HarkCo00,rush_td,0,,,,,
player,201409070ram,ram,HarkCo00,rush_long,0,,,,,
player,201409070ram,ram,HarkCo00,targets,1,,,,,
player,201409070ram,ram,HarkCo00,rec,1,,,,,
player,201409070ram,ram,HarkCo00,rec_yds,4,,,,,
player,201409070ram,ram,HarkCo00,rec_td,0,,,,,
player,201409070ram,ram,HarkCo00,rec_long,4,,,,,
player,201409070ram,ram,HarkCo00,fumbles,0,,,,,
player,201409070ram,ram,HarkCo00,fumbles_lost,0,,,,,
player,201409070ram,ram,BritKe00,pass_cmp,0,,,,,
player,201409070ram,ram,BritKe00,pass_att,0,,,,,
player,201409070ram,ram,BritKe00,pass_yds,0,,,,,
player,201409070ram,ram,BritKe00,pass_td,0,,,,,
player,201409070ram,ram,BritKe00,pass_int,0,,,,,
player,201409070ram,ram,BritKe00,pass_sacked,0,,,,,
player,201409070ram,ram,BritKe00,pass_sacked_yds,0,,,,,
player,201409070ram,ram,BritKe00,pass_long,0,,,,,
player,201409070ram,ram,BritKe00,pass_rating,,,,,,
player,201409070ram,ram,BritKe00,rush_att,0,,,,,
player,201409070ram,ram,BritKe00,rush_yds,0,,,,,
player,201409070ram,ram,BritKe00,rush_td,0,,,,,
player,201409070ram,ram,BritKe00,rush_long,0,,,,,
player,201409070ram,ram,BritKe00,targets,3,,,,,
player,201409070ram,ram,BritKe00,rec,0,,,,,
player,201409070ram,ram,BritKe00,rec_yds,0,,,,,
player,201409070ram,ram,BritKe00,rec_td,0,,,,,
player,201409070ram,ram,BritKe00,rec_long,0,,,,,
player,201409070ram,ram,BritKe00,fumbles,0,,,,,
player,201409070ram,ram,BritKe00,fumbles_lost,0,,,,,
player,201409070ram,min,SmitHa00,def_int,1,,,,,
player,201409070ram,min,SmitHa00,def_int_yds,81,,,,,
player,201409070ram,min,SmitHa00,def_int_td,1,,,,,
player,201409070ram,min,SmitHa00,def_int_long,81,,,,,
player,201409070ram,min,SmitHa00,pass_defended,1,,,,,
player,201409070ram,min,SmitHa00,sacks,1.0,,,,,
player,201409070ram,min,SmitHa00,tackles_combined,2,,,,,
player,201409070ram,min,SmitHa00,tackles_solo,2,,,,,
player,201409070ram,min,SmitHa00,tackles_assists,0,,,,,
player,201409070ram,min,SmitHa00,tackles_loss,1,,,,,
player,201409070ram,min,SmitHa00,qb_hits,1,,,,,
player,201409070ram,min,SmitHa00,fumbles_rec,0,,,,,
player,201409070ram,min,SmitHa00,fumbles_rec_yds,0,,,,,
player,201409070ram,min,SmitHa00,fumbles_rec_td,0,,,,,
player,201409070ram,min,SmitHa00,fumbles_forced,0,,,,,
player,201409070ram,min,RobiJo01,def_int,1,,,,,
player,201409070ram,min,RobiJo01,def_int_yds,0,,,,,
player,201409070ram,min,RobiJo01,def_int_td,0,,,,,
player,201409070ram,min,RobiJo01,def_int_long,0,,,,,
player,201409070ram,min,RobiJo01,pass_defended,2,,,,,
player,201409070ram,min,RobiJo01,sacks,0.0,,,,,
player,201409070ram,min,RobiJo01,tackles_combined,1,,,,,
player,201409070ram,min,RobiJo01,tackles_solo,1,,,,,
player,201409070ram,min,RobiJo01,tackles_assists,0,,,,,
player,201409070ram,min,RobiJo01,tackles_loss,0,,,,,
player,201409070ram,min,RobiJo01,qb_hits,0,,,,,
player,201409070ram,min,RobiJo01,fumbles_rec,0,,,,,
player,201409070ram,min,RobiJo01,fumbles_rec_yds,0,,,,,
player,201409070ram,min,RobiJo01,fumbles_rec_td,0,,,,,
player,201409070ram,min,RobiJo01,fumbles_forced,0,,,,,
player,201409070ram,min,GrifEv99,def_int,0,,,,,
player,201409070ram,min,GrifEv99,def_int_yds,0,,,,,
player,201409070ram,min,GrifEv99,def_int_td,0,,,,,
player,201409070ram,min,GrifEv99,def_int_long,0,,,,,
player,201409070ram,min,GrifEv99,pass_defended,0,,,,,
player,201409070ram,min,GrifEv99,sacks,2.0,,,,,
player,201409070ram,min,GrifEv99,tackles_combined,3,,,,,
player,201409070ram,min,GrifEv99,tackles_solo,3,,,,,
player,201409070ram,min,GrifEv99,tackles_assists,0,,,,,
player,201409070ram,min,GrifEv99,tackles_loss,2,,,,,
player,201409070ram,min,GrifEv99,qb_hits,2,,,,,
player,201409070ram,min,GrifEv99,fumbles_rec,0,,,,,
