game,2014,15,20141214,201412140atl,pit,"Pittsburgh Steelers",27,atl,"Atlanta Falcons",20
player,201412140atl,pit,BellLe00,rec,5,,,,,
player,201412140atl,pit,BellLe00,rec_yds,72,,,,,
player,201412140atl,pit,BellLe00,rec_td,0,,,,,
player,201412140atl,pit,BellLe00,rec_long,44,,,,,
player,201412140atl,pit,BellLe00,fumbles,0,,,,,
player,201412140atl,pit,BellLe00,fumbles_lost,0,,,,,
player,201412140atl,pit,BrowAn04,pass_cmp,0,,,,,
player,201412140atl,pit,BrowAn04,pass_att,0,,,,,
player,201412140atl,pit,BrowAn04,pass_yds,0,,,,,
player,201412140atl,pit,BrowAn04,pass_td,0,,,,,
player,201412140atl,pit,BrowAn04,pass_int,0,,,,,
player,201412140atl,pit,BrowAn04,pass_sacked,0,,,,,
player,201412140atl,pit,BrowAn04,pass_sacked_yds,0,,,,,
player,201412140atl,pit,BrowAn04,pass_long,0,,,,,
player,201412140atl,pit,BrowAn04,pass_rating,,,,,,
player,201412140atl,pit,BrowAn04,rush_att,0,,,,,
player,201412140atl,pit,BrowAn04,rush_yds,0,,,,,
player,201412140atl,pit,BrowAn04,rush_td,0,,,,,
player,201412140atl,pit,BrowAn04,rush_long,0,,,,,
player,201412140atl,pit,BrowAn04,targets,10,,,,,
player,201412140atl,pit,BrowAn04,rec,10,,,,,
player,201412140atl,pit,BrowAn04,rec_yds,123,,,,,
player,201412140atl,pit,BrowAn04,rec_td,0,,,,,
player,201412140atl,pit,BrowAn04,rec_long,28,,,,,
player,201412140atl,pit,BrowAn04,fumbles,0,,,,,
player,201412140atl,pit,BrowAn04,fumbles_lost,0,,,,,
player,201412140atl,pit,MillHe00,pass_cmp,0,,,,,
player,201412140atl,pit,MillHe00,pass_att,0,,,,,
player,201412140atl,pit,MillHe00,pass_yds,0,,,,,
player,201412140atl,pit,MillHe00,pass_td,0,,,,,
player,201412140atl,pit,MillHe00,pass_int,0,,,,,
player,201412140atl,pit,MillHe00,pass_sacked,0,,,,,
player,201412140atl,pit,MillHe00,pass_sacked_yds,0,,,,,
player,201412140atl,pit,MillHe00,pass_long,0,,,,,
player,201412140atl,pit,MillHe00,pass_rating,,,,,,
player,201412140atl,pit,MillHe00,rush_att,0,,,,,
player,201412140atl,pit,MillHe00,rush_yds,0,,,,,
player,201412140atl,pit,MillHe00,rush_td,0,,,,,
player,201412140atl,pit,MillHe00,rush_long,0,,,,,
player,201412140atl,pit,MillHe00,targets,5,,,,,
player,201412140atl,pit,MillHe00,rec,4,,,,,
player,201412140atl,pit,MillHe00,rec_yds,68,,,,,
player,201412140atl,pit,MillHe00,rec_td,0,,,,,
player,201412140atl,pit,MillHe00,rec_long,26,,,,,
player,201412140atl,pit,MillHe00,fumbles,0,,,,,
player,201412140atl,pit,MillHe00,fumbles_lost,0,,,,,
player,201412140atl,pit,WheaMa00,pass_cmp,0,,,,,
player,201412140atl,pit,WheaMa00,pass_att,0,,,,,
player,201412140atl,pit,WheaMa00,pass_yds,0,,,,,
player,201412140atl,pit,WheaMa00,pass_td,0,,,,,
player,201412140atl,pit,WheaMa00,pass_int,0,,,,,
player,201412140atl,pit,WheaMa00,pass_sacked,0,,,,,
player,201412140atl,pit,WheaMa00,pass_sacked_yds,0,,,,,
player,201412140atl,pit,WheaMa00,pass_long,0,,,,,
player,201412140atl,pit,WheaMa00,pass_rating,,,,,,
player,201412140atl,pit,WheaMa00,rush_att,0,,,,,
player,201412140atl,pit,WheaMa00,rush_yds,0,,,,,
player,201412140atl,pit,WheaMa00,rush_td,0,,,,,
player,201412140atl,pit,WheaMa00,rush_long,0,,,,,
player,201412140atl,pit,WheaMa00,targets,5,,,,,
player,201412140atl,pit,WheaMa00,rec,5,,,,,
player,201412140atl,pit,WheaMa00,rec_yds,66,,,,,
player,201412140atl,pit,WheaMa00,rec_td,0,,,,,
player,201412140atl,pit,WheaMa00,rec_long,30,,,,,
player,201412140atl,pit,WheaMa00,fumbles,0,,,,,
player,201412140atl,pit,WheaMa00,fumbles_lost,0,,,,,
player,201412140atl,pit,BryaMa00,pass_cmp,0,,,,,
player,201412140atl,pit,BryaMa00,pass_att,0,,,,,
player,201412140atl,pit,BryaMa00,pass_yds,0,,,,,
player,201412140atl,pit,BryaMa00,pass_td,0,,,,,
player,201412140atl,pit,BryaMa00,pass_int,0,,,,,
player,201412140atl,pit,BryaMa00,pass_sacked,0,,,,,
player,201412140atl,pit,BryaMa00,pass_sacked_yds,0,,,,,
player,201412140atl,pit,BryaMa00,pass_long,0,,,,,
player,201412140atl,pit,BryaMa00,pass_rating,,,,,,
player,201412140atl,pit,BryaMa00,rush_att,0,,,,,
player,201412140atl,pit,BryaMa00,rush_yds,0,,,,,
player,201412140atl,pit,BryaMa00,rush_td,0,,,,,
player,201412140atl,pit,BryaMa00,rush_long,0,,,,,
player,201412140atl,pit,BryaMa00,targets,5,,,,,
player,201412140atl,pit,BryaMa00,rec,3,,,,,
player,201412140atl,pit,BryaMa00,rec_yds,31,,,,,
player,201412140atl,pit,BryaMa00,rec_td,0,,,,,
player,201412140atl,pit,BryaMa00,rec_long,14,,,,,
player,201412140atl,pit,BryaMa00,fumbles,0,,,,,
player,201412140atl,pit,BryaMa00,fumbles_lost,0,,,,,
player,201412140atl,pit,MoorLa00,pass_cmp,0,,,,,
player,201412140atl,pit,MoorLa00,pass_att,0,,,,,
player,201412140atl,pit,MoorLa00,pass_yds,0,,,,,
player,201412140atl,pit,MoorLa00,pass_td,0,,,,,
player,201412140atl,pit,MoorLa00,pass_int,0,,,,,
player,201412140atl,pit,MoorLa00,pass_sacked,0,,,,,
player,201412140atl,pit,MoorLa00,pass_sacked_yds,0,,,,,
player,201412140atl,pit,MoorLa00,pass_long,0,,,,,
player,201412140atl,pit,MoorLa00,pass_rating,,,,,,
player,201412140atl,pit,MoorLa00,rush_att,0,,,,,
player,201412140atl,pit,MoorLa00,rush_yds,0,,,,,
player,201412140atl,pit,MoorLa00,rush_td,0,,,,,
player,201412140atl,pit,MoorLa00,rush_long,0,,,,,
player,201412140atl,pit,MoorLa00,targets,2,,,,,
player,201412140atl,pit,MoorLa00,rec,0,,,,,
player,201412140atl,pit,MoorLa00,rec_yds,0,,,,,
player,201412140atl,pit,MoorLa00,rec_td,0,,,,,
player,201412140atl,pit,MoorLa00,rec_long,0,,,,,
player,201412140atl,pit,MoorLa00,fumbles,0,,,,,
player,201412140atl,pit,MoorLa00,fumbles_lost,0,,,,,
player,201412140atl,atl,RyanMa00,pass_cmp,26,,,,,
player,201412140atl,atl,RyanMa00,pass_att,37,,,,,
player,201412140atl,atl,RyanMa00,pass_yds,310,,,,,
player,201412140atl,atl,RyanMa00,pass_td,2,,,,,
player,201412140atl,atl,RyanMa00,pass_int,1,,,,,
player,201412140atl,atl,RyanMa00,pass_sacked,0,,,,,
player,201412140atl,atl,RyanMa00,pass_sacked_yds,0,,,,,
player,201412140atl,atl,RyanMa00,pass_long,46,,,,,
player,201412140atl,atl,RyanMa00,pass_rating,102.3,,,,,
player,201412140atl,atl,RyanMa00,rush_att,3,,,,,
player,201412140atl,atl,RyanMa00,rush_yds,27,,,,,
player,201412140atl,atl,RyanMa00,rush_td,0,,,,,
player,201412140atl,atl,RyanMa00,rush_long,12,,,,,
player,201412140atl,atl,RyanMa00,targets,0,,,,,
player,201412140atl,atl,RyanMa00,rec,0,,,,,
player,201412140atl,atl,RyanMa00,rec_yds,0,,,,,
player,201412140atl,atl,RyanMa00,rec_td,0,,,,,
player,201412140atl,atl,RyanMa00,rec_long,0,,,,,
player,201412140atl,atl,RyanMa00,fumbles,0,,,,,
player,201412140atl,atl,RyanMa00,fumbles_lost,0,,,,,
player,201412140atl,atl,JackSt00,pass_cmp,0,,,,,
player,201412140atl,atl,JackSt00,pass_att,0,,,,,
player,201412140atl,atl,JackSt00,pass_yds,0,,,,,
player,201412140atl,atl,JackSt00,pass_td,0,,,,,
player,201412140atl,atl,JackSt00,pass_int,0,,,,,
player,201412140atl,atl,JackSt00,pass_sacked,0,,,,,
player,201412140atl,atl,JackSt00,pass_sacked_yds,0,,,,,
player,201412140atl,atl,JackSt00,pass_long,0,,,,,
player,201412140atl,atl,JackSt00,pass_rating,,,,,,
player,201412140atl,atl,JackSt00,rush_att,11,,,,,
player,201412140atl,atl,JackSt00,rush_yds,46,,,,,
player,201412140atl,atl,JackSt00,rush_td,0,,,,,
player,201412140atl,atl,JackSt00,rush_long,12,,,,,
player,201412140atl,atl,JackSt00,targets,1,,,,,
player,201412140atl,atl,JackSt00,rec,1,,,,,
player,201412140atl,atl,JackSt00,rec_yds,11,,,,,
player,201412140atl,atl,JackSt00,rec_td,0,,,,,
player,201412140atl,atl,JackSt00,rec_long,11,,,,,
player,201412140atl,atl,JackSt00,fumbles,0,,,,,
player,201412140atl,atl,JackSt00,fumbles_lost,0,,,,,
player,201412140atl,atl,FreeDe00,pass_cmp,0,,,,,
player,201412140atl,atl,FreeDe00,pass_att,0,,,,,
player,201412140atl,atl,FreeDe00,pass_yds,0,,,,,
player,201412140atl,atl,FreeDe00,pass_td,0,,,,,
player,201412140atl,atl,FreeDe00,pass_int,0,,,,,
player,201412140atl,atl,FreeDe00,pass_sacked,0,,,,,
player,201412140atl,atl,FreeDe00,pass_sacked_yds,0,,,,,
player,201412140atl,atl,FreeDe00,pass_long,0,,,,,
player,201412140atl,atl,FreeDe00,pass_rating,,,,,,
player,201412140atl,atl,FreeDe00,rush_att,4,,,,,
player,201412140atl,atl,FreeDe00,rush_yds,21,,,,,
player,201412140atl,atl,FreeDe00,rush_td,0,,,,,
player,201412140atl,atl,FreeDe00,rush_long,10,,,,,
player,201412140atl,atl,FreeDe00,targets,2,,,,,
player,201412140atl,atl,FreeDe00,rec,1,,,,,
player,201412140atl,atl,FreeDe00,rec_yds,9,,,,,
player,201412140atl,atl,FreeDe00,rec_td,0,,,,,
player,201412140atl,atl,FreeDe00,rec_long,9,,,,,
player,201412140atl,atl,FreeDe00,fumbles,0,,,,,
player,201412140atl,atl,FreeDe00,fumbles_lost,0,,,,,
player,201412140atl,atl,RodgJa00,pass_cmp,0,,,,,
player,201412140atl,atl,RodgJa00,pass_att,0,,,,,
player,201412140atl,atl,RodgJa00,pass_yds,0,,,,,
player,201412140atl,atl,RodgJa00,pass_td,0,,,,,
player,201412140atl,atl,RodgJa00,pass_int,0,,,,,
player,201412140atl,atl,RodgJa00,pass_sacked,0,,,,,
player,201412140atl,atl,RodgJa00,pass_sacked_yds,0,,,,,
player,201412140atl,atl,RodgJa00,pass_long,0,,,,,
player,201412140atl,atl,RodgJa00,pass_rating,,,,,,
player,201412140atl,atl,RodgJa00,rush_att,2,,,,,
player,201412140atl,atl,RodgJa00,rush_yds,3,,,,,
player,201412140atl,atl,RodgJa00,rush_td,0,,,,,
player,201412140atl,atl,RodgJa00,rush_long,2,,,,,
player,201412140atl,atl,RodgJa00,targets,2,,,,,
player,201412140atl,atl,RodgJa00,rec,1,,,,,
player,201412140atl,atl,RodgJa00,rec_yds,12,,,,,
player,201412140atl,atl,RodgJa00,rec_td,0,,,,,
player,201412140atl,atl,RodgJa00,rec_long,12,,,,,
player,201412140atl,atl,RodgJa00,fumbles,0,,,,,
player,201412140atl,atl,RodgJa00,fumbles_lost,0,,,,,
player,201412140atl,atl,DougHa00,pass_cmp,0,,,,,
player,201412140atl,atl,DougHa00,pass_att,0,,,,,
player,201412140atl,atl,DougHa00,pass_yds,0,,,,,
player,201412140atl,atl,DougHa00,pass_td,0,,,,,
player,201412140atl,atl,DougHa00,pass_int,0,,,,,
player,201412140atl,atl,DougHa00,pass_sacked,0,,,,,
player,201412140atl,atl,DougHa00,pass_sacked_yds,0,,,,,
player,201412140atl,atl,DougHa00,pass_long,0,,,,,
player,201412140atl,atl,DougHa00,pass_rating,,,,,,
player,201412140atl,atl,DougHa00,rush_att,0,,,,,
player,201412140atl,atl,DougHa00,rush_yds,0,,,,,
player,201412140atl,atl,DougHa00,rush_td,0,,,,,
player,201412140atl,atl,DougHa00,rush_long,0,,,,,
player,201412140atl,atl,DougHa00,targets,14,,,,,
player,201412140atl,atl,DougHa00,rec,10,,,,,
player,201412140atl,atl,DougHa00,rec_yds,131,,,,,
player,201412140atl,atl,DougHa00,rec_td,0,,,,,
player,201412140atl,atl,DougHa00,rec_long,41,,,,,
player,201412140atl,atl,DougHa00,fumbles,0,,,,,
player,201412140atl,atl,DougHa00,fumbles_lost,0,,,,,
player,201412140atl,atl,HestDe99,pass_cmp,0,,,,,
player,201412140atl,atl,HestDe99,pass_att,0,,,,,
player,201412140atl,atl,HestDe99,pass_yds,0,,,,,
player,201412140atl,atl,HestDe99,pass_td,0,,,,,
player,201412140atl,atl,HestDe99,pass_int,0,,,,,
player,201412140atl,atl,HestDe99,pass_sacked,0,,,,,
player,201412140atl,atl,HestDe99,pass_sacked_yds,0,,,,,
player,201412140atl,atl,HestDe99,pass_long,0,,,,,
player,201412140atl,atl,HestDe99,pass_rating,,,,,,
player,201412140atl,atl,HestDe99,rush_att,0,,,,,
player,201412140atl,atl,HestDe99,rush_yds,0,,,,,
player,201412140atl,atl,HestDe99,rush_td,0,,,,,
player,201412140atl,atl,HestDe99,rush_long,0,,,,,
player,201412140atl,atl,HestDe99,targets,6,,,,,
player,201412140atl,atl,HestDe99,rec,5,,,,,
player,201412140atl,atl,HestDe99,rec_yds,85,,,,,
player,201412140atl,atl,HestDe99,rec_td,1,,,,,
player,201412140atl,atl,HestDe99,rec_long,46,,,,,
player,201412140atl,atl,HestDe99,fumbles,0,,,,,
player,201412140atl,atl,HestDe99,fumbles_lost,0,,,,,
player,201412140atl,atl,WhitRo00,pass_cmp,0,,,,,
player,201412140atl,atl,WhitRo00,pass_att,0,,,,,
player,201412140atl,atl,WhitRo00,pass_yds,0,,,,,
player,201412140atl,atl,WhitRo00,pass_td,0,,,,,
player,201412140atl,atl,WhitRo00,pass_int,0,,,,,
player,201412140atl,atl,WhitRo00,pass_sacked,0,,,,,
player,201412140atl,atl,WhitRo00,pass_sacked_yds,0,,,,,
player,201412140atl,atl,WhitRo00,pass_long,0,,,,,
player,201412140atl,atl,WhitRo00,pass_rating,,,,,,
player,201412140atl,atl,WhitRo00,rush_att,0,,,,,
player,201412140atl,atl,WhitRo00,rush_yds,0,,,,,
player,201412140atl,atl,WhitRo00,rush_td,0,,,,,
player,201412140atl,atl,WhitRo00,rush_long,0,,,,,
player,201412140atl,atl,WhitRo00,targets,10,,,,,
player,201412140atl,atl,WhitRo00,rec,7,,,,,
player,201412140atl,atl,WhitRo00,rec_yds,58,,,,,
player,201412140atl,atl,WhitRo00,rec_td,1,,,,,
player,201412140atl,atl,WhitRo00,rec_long,24,,,,,
player,201412140atl,atl,WhitRo00,fumbles,1,,,,,
player,201412140atl,atl,WhitRo00,fumbles_lost,0,,,,,
player,201412140atl,atl,ToilLe00,pass_cmp,0,,,,,
player,201412140atl,atl,ToilLe00,pass_att,0,,,,,
player,201412140atl,atl,ToilLe00,pass_yds,0,,,,,
player,201412140atl,atl,ToilLe00,pass_td,0,,,,,
player,201412140atl,atl,ToilLe00,pass_int,0,,,,,
player,201412140atl,atl,ToilLe00,pass_sacked,0,,,,,
player,201412140atl,atl,ToilLe00,pass_sacked_yds,0,,,,,
player,201412140atl,atl,ToilLe00,pass_long,0,,,,,
player,201412140atl,atl,ToilLe00,pass_rating,,,,,,
player,201412140atl,atl,ToilLe00,rush_att,0,,,,,
player,201412140atl,atl,ToilLe00,rush_yds,0,,,,,
player,201412140atl,atl,ToilLe00,rush_td,0,,,,,
player,201412140atl,atl,ToilLe00,rush_long,0,,,,,
player,201412140atl,atl,ToilLe00,targets,2,,,,,
player,201412140atl,atl,ToilLe00,rec,1,,,,,
player,201412140atl,atl,ToilLe00,rec_yds,4,,,,,
player,201412140atl,atl,ToilLe00,rec_td,0,,,,,
player,201412140atl,atl,ToilLe00,rec_long,4,,,,,
player,201412140atl,atl,ToilLe00,fumbles,0,,,,,
player,201412140atl,atl,ToilLe00,fumbles_lost,0,,,,,
player,201412140atl,pit,GayxWi99,def_int,1,,,,,
player,201412140atl,pit,GayxWi99,def_int_yds,52,,,,,
player,201412140atl,pit,GayxWi99,def_int_td,1,,,,,
player,201412140atl,pit,GayxWi99,def_int_long,52,,,,,
player,201412140atl,pit,GayxWi99,pass_defended,2,,,,,
player,201412140atl,pit,GayxWi99,sacks,0.0,,,,,
player,201412140atl,pit,GayxWi99,tackles_combined,8,,,,,
player,201412140atl,pit,GayxWi99,tackles_solo,8,,,,,
player,201412140atl,pit,GayxWi99,tackles_assists,0,,,,,
player,201412140atl,pit,GayxWi99,tackles_loss,0,,,,,
player,201412140atl,pit,GayxWi99,qb_hits,0,,,,,
player,201412140atl,pit,GayxWi99,fumbles_rec,0,,,,,
player,201412140atl,pit,GayxWi99,fumbles_rec_yds,0,,,,,
player,201412140atl,pit,GayxWi99,fumbles_rec_td,0,,,,,
player,201412140atl,pit,GayxWi99,fumbles_forced,0,,,,,
player,201412140atl,pit,BlakAn00,def_int,0,,,,,
player,201412140atl,pit,BlakAn00,def_int_yds,0,,,,,
player,201412140atl,pit,BlakAn00,def_int_td,0,,,,,
player,201412140atl,pit,BlakAn00,def_int_long,0,,,,,
player,201412140atl,pit,BlakAn00,pass_defended,0,,,,,
player,201412140atl,pit,BlakAn00,sacks,0.0,,,,,
player,201412140atl,pit,BlakAn00,tackles_combined,8,,,,,
player,201412140atl,pit,BlakAn00,tackles_solo,8,,,,,
player,201412140atl,pit,BlakAn00,tackles_assists,0,,,,,
player,201412140atl,pit,BlakAn00,tackles_loss,0,,,,,
player,201412140atl,pit,BlakAn00,qb_hits,0,,,,,
player,201412140atl,pit,BlakAn00,fumbles_rec,0,,,,,
player,201412140atl,pit,BlakAn00,fumbles_rec_yds,0,,,,,
player,201412140atl,pit,BlakAn00,fumbles_rec_td,0,,,,,
player,201412140atl,pit,BlakAn00,fumbles_forced,0,,,,,
player,201412140atl,pit,WillVi01,def_int,0,,,,,
player,201412140atl,pit,WillVi01,def_int_yds,0,,,,,
player,201412140atl,pit,WillVi01,def_int_td,0,,,,,
player,201412140atl,pit,WillVi01,def_int_long,0,,,,,
player,201412140atl,pit,WillVi01,pass_defended,0,,,,,
player,201412140atl,pit,WillVi01,sacks,0.0,,,,,
player,201412140atl,pit,WillVi01,tackles_combined,7,,,,,
player,201412140atl,pit,WillVi01,tackles_solo,5,,,,,
player,201412140atl,pit,WillVi01,tackles_assists,2,,,,,
player,201412140atl,pit,WillVi01,tackles_loss,0,,,,,
player,201412140atl,pit,WillVi01,qb_hits,1,,,,,
player,201412140atl,pit,WillVi01,fumbles_rec,0,,,,,
player,201412140atl,pit,WillVi01,fumbles_rec_yds,0,,,,,
player,201412140atl,pit,WillVi01,fumbles_rec_td,0,,,,,
player,201412140atl,pit,WillVi01,fumbles_forced,0,,,,,
player,201412140atl,pit,TimmLa99,def_int,0,,,,,
player,201412140atl,pit,TimmLa99,def_int_yds,0,,,,,
player,201412140atl,pit,TimmLa99,def_int_td,0,,,,,
player,201412140atl,pit,TimmLa99,def_int_long,0,,,,,
player,201412140atl,pit,TimmLa99,pass_defended,0,,,,,
player,201412140atl,pit,TimmLa99,sacks,0.0,,,,,
player,201412140atl,pit,TimmLa99,tackles_combined,5,,,,,
player,201412140atl,pit,TimmLa99,tackles_solo,2,,,,,
player,201412140atl,pit,TimmLa99,tackles_assists,3,,,,,
player,201412140atl,pit,TimmLa99,tackles_loss,0,,,,,
player,201412140atl,pit,TimmLa99,qb_hits,0,,,,,
player,201412140atl,pit,TimmLa99,fumbles_rec,0,,,,,
player,201412140atl,pit,TimmLa99,fumbles_rec_yds,0,,,,,
player,201412140atl,pit,TimmLa99,fumbles_rec_td,0,,,,,
player,201412140atl,pit,TimmLa99,fumbles_forced,0,,,,,
player,201412140atl,pit,McCaBr99,def_int,0,,,,,
player,201412140atl,pit,McCaBr99,def_int_yds,0,,,,,
player,201412140atl,pit,McCaBr99,def_int_td,0,,,,,
player,201412140atl,pit,McCaBr99,def_int_long,0,,,,,
player,201412140atl,pit,McCaBr99,pass_defended,0,,,,,
player,201412140atl,pit,McCaBr99,sacks,0.0,,,,,
player,201412140atl,pit,McCaBr99,tackles_combined,3,,,,,
player,201412140atl,pit,McCaBr99,tackles_solo,1,,,,,
player,201412140atl,pit,McCaBr99,tackles_assists,2,,,,,
player,201412140atl,pit,McCaBr99,tackles_loss,0,,,,,
player,201412140atl,pit,McCaBr99,qb_hits,0,,,,,
player,201412140atl,pit,McCaBr99,fumbles_rec,0,,,,,
player,201412140atl,pit,McCaBr99,fumbles_rec_yds,0,,,,,
player,201412140atl,pit,McCaBr99,fumbles_rec_td,0,,,,,
player,201412140atl,pit,McCaBr99,fumbles_forced,0,,,,,
player,201412140atl,pit,MitcMi99,def_int,0,,,,,
player,201412140atl,pit,MitcMi99,def_int_yds,0,,,,,
player,201412140atl,pit,MitcMi99,def_int_td,0,,,,,
player,201412140atl,pit,MitcMi99,def_int_long,0,,,,,
player,201412140atl,pit,MitcMi99,pass_defended,0,,,,,
player,201412140atl,pit,MitcMi99,sacks,0.0,,,,,
player,201412140atl,pit,MitcMi99,tackles_combined,3,,,,,
player,201412140atl,pit,MitcMi99,tackles_solo,3,,,,,
player,201412140atl,pit,MitcMi99,tackles_assists,0,,,,,
player,201412140atl,pit,MitcMi99,tackles_loss,0,,,,,
player,201412140atl,pit,MitcMi99,qb_hits,0,,,,,
player,201412140atl,pit,MitcMi99,fumbles_rec,0,,,,,
player,201412140atl,pit,MitcMi99,fumbles_rec_yds,0,,,,,
player,201412140atl,pit,MitcMi99,fumbles_rec_td,0,,,,,
player,201412140atl,pit,MitcMi99,fumbles_forced,0,,,,,
player,201412140atl,pit,PolaTr99,def_int,0,,,,,
player,201412140atl,pit,PolaTr99,def_int_yds,0,,,,,
player,201412140atl,pit,PolaTr99,def_int_td,0,,,,,
player,201412140atl,pit,PolaTr99,def_int_long,0,,,,,
player,201412140atl,pit,PolaTr99,pass_defended,0,,,,,
player,201412140atl,pit,PolaTr99,sacks,0.0,,,,,
player,201412140atl,pit,PolaTr99,tackles_combined,3,,,,,
player,201412140atl,pit,PolaTr99,tackles_solo,3,,,,,
player,201412140atl,pit,PolaTr99,tackles_assists,0,,,,,
player,201412140atl,pit,PolaTr99,tackles_loss,0,,,,,
player,201412140atl,pit,PolaTr99,qb_hits,0,,,,,
player,201412140atl,pit,PolaTr99,fumbles_rec,0,,,,,
player,201412140atl,pit,PolaTr99,fumbles_rec_yds,0,,,,,
player,201412140atl,pit,PolaTr99,fumbles_rec_td,0,,,,,
player,201412140atl,pit,PolaTr99,fumbles_forced,0,,,,,
player,201412140atl,pit,SpenSe00,def_int,0,,,,,
player,201412140atl,pit,SpenSe00,def_int_yds,0,,,,,
player,201412140atl,pit,SpenSe00,def_int_td,0,,,,,
player,201412140atl,pit,SpenSe00,def_int_long,0,,,,,
player,201412140atl,pit,SpenSe00,pass_defended,0,,,,,
player,201412140atl,pit,SpenSe00,sacks,0.0,,,,,
player,201412140atl,pit,SpenSe00,tackles_combined,3,,,,,
player,201412140atl,pit,SpenSe00,tackles_solo,3,,,,,
player,201412140atl,pit,SpenSe00,tackles_assists,0,,,,,
player,201412140atl,pit,SpenSe00,tackles_loss,1,,,,,
player,201412140atl,pit,SpenSe00,qb_hits,0,,,,,
player,201412140atl,pit,SpenSe00,fumbles_rec,0,,,,,
player,201412140atl,pit,SpenSe00,fumbles_rec_yds,0,,,,,
player,201412140atl,pit,SpenSe00,fumbles_rec_td,0,,,,,
player,201412140atl,pit,SpenSe00,fumbles_forced,0,,,,,
player,201412140atl,pit,TuitSt00,def_int,0,,,,,
player,201412140atl,pit,TuitSt00,def_int_yds,0,,,,,
player,201412140atl,pit,TuitSt00,def_int_td,0,,,,,
player,201412140atl,pit,TuitSt00,def_int_long,0,,,,,
player,201412140atl,pit,TuitSt00,pass_defended,0,,,,,
player,201412140atl,pit,TuitSt00,sacks,0.0,,,,,
player,201412140atl,pit,TuitSt00,tackles_combined,3,,,,,
player,201412140atl,pit,TuitSt00,tackles_solo,2,,,,,
