game,2014,15,20141214,201412140atl,pit,"Pittsburgh Steelers",27,atl,"Atlanta Falcons",20
player,201412140atl,atl,JackTy98,qb_hits,0,,,,,
player,201412140atl,atl,JackTy98,fumbles_rec,0,,,,,
player,201412140atl,atl,JackTy98,fumbles_rec_yds,0,,,,,
player,201412140atl,atl,JackTy98,fumbles_rec_td,0,,,,,
player,201412140atl,atl,JackTy98,fumbles_forced,0,,,,,
player,201412140atl,pit,BrowAn04,kick_ret,0,,,,,
player,201412140atl,pit,BrowAn04,kick_ret_yds,0,,,,,
player,201412140atl,pit,BrowAn04,kick_ret_yds_per_ret,,,,,,
player,201412140atl,pit,BrowAn04,kick_ret_td,0,,,,,
player,201412140atl,pit,BrowAn04,kick_ret_long,0,,,,,
player,201412140atl,pit,BrowAn04,punt_ret,2,,,,,
player,201412140atl,pit,BrowAn04,punt_ret_yds,43,,,,,
player,201412140atl,pit,BrowAn04,punt_ret_yds_per_ret,21.5,,,,,
player,201412140atl,pit,BrowAn04,punt_ret_td,0,,,,,
player,201412140atl,pit,BrowAn04,punt_ret_long,31,,,,,
player,201412140atl,pit,WheaMa00,kick_ret,2,,,,,
player,201412140atl,pit,WheaMa00,kick_ret_yds,50,,,,,
player,201412140atl,pit,WheaMa00,kick_ret_yds_per_ret,25.0,,,,,
player,201412140atl,pit,WheaMa00,kick_ret_td,0,,,,,
player,201412140atl,pit,WheaMa00,kick_ret_long,32,,,,,
player,201412140atl,pit,WheaMa00,punt_ret,0,,,,,
player,201412140atl,pit,WheaMa00,punt_ret_yds,0,,,,,
player,201412140atl,pit,WheaMa00,punt_ret_yds_per_ret,,,,,,
player,201412140atl,pit,WheaMa00,punt_ret_td,0,,,,,
player,201412140atl,pit,WheaMa00,punt_ret_long,0,,,,,
player,201412140atl,atl,HestDe99,kick_ret,3,,,,,
player,201412140atl,atl,HestDe99,kick_ret_yds,81,,,,,
player,201412140atl,atl,HestDe99,kick_ret_yds_per_ret,27.0,,,,,
player,201412140atl,atl,HestDe99,kick_ret_td,0,,,,,
player,201412140atl,atl,HestDe99,kick_ret_long,43,,,,,
player,201412140atl,atl,HestDe99,punt_ret,1,,,,,
player,201412140atl,atl,HestDe99,punt_ret_yds,7,,,,,
player,201412140atl,atl,HestDe99,punt_ret_yds_per_ret,7.0,,,,,
player,201412140atl,atl,HestDe99,punt_ret_td,0,,,,,
player,201412140atl,atl,HestDe99,punt_ret_long,7,,,,,
player,201412140atl,atl,MattCl01,kick_ret,1,,,,,
player,201412140atl,atl,MattCl01,kick_ret_yds,2,,,,,
player,201412140atl,atl,MattCl01,kick_ret_yds_per_ret,2.0,,,,,
player,201412140atl,atl,MattCl01,kick_ret_td,0,,,,,
player,201412140atl,atl,MattCl01,kick_ret_long,2,,,,,
player,201412140atl,atl,MattCl01,punt_ret,0,,,,,
player,201412140atl,atl,MattCl01,punt_ret_yds,0,,,,,
player,201412140atl,atl,MattCl01,punt_ret_yds_per_ret,,,,,,
player,201412140atl,atl,MattCl01,punt_ret_td,0,,,,,
player,201412140atl,atl,MattCl01,punt_ret_long,0,,,,,
player,201412140atl,pit,suishsha01,xpm,3,,,,,
player,201412140atl,pit,suishsha01,xpa,3,,,,,
player,201412140atl,pit,suishsha01,fgm,2,,,,,
player,201412140atl,pit,suishsha01,fga,2,,,,,
player,201412140atl,pit,suishsha01,punt,0,,,,,
player,201412140atl,pit,suishsha01,punt_yds,0,,,,,
player,201412140atl,pit,suishsha01,punt_yds_per_punt,,,,,,
player,201412140atl,pit,suishsha01,punt_long,0,,,,,
player,201412140atl,pit,WingBr00,xpm,,,,,,
player,201412140atl,pit,WingBr00,xpa,,,,,,
player,201412140atl,pit,WingBr00,fgm,,,,,,
player,201412140atl,pit,WingBr00,fga,,,,,,
player,201412140atl,pit,WingBr00,punt,3,,,,,
player,201412140atl,pit,WingBr00,punt_yds,129,,,,,
player,201412140atl,pit,WingBr00,punt_yds_per_punt,43.0,,,,,
player,201412140atl,pit,WingBr00,punt_long,55,,,,,
player,201412140atl,atl,bryanmat01,xpm,2,,,,,
player,201412140atl,atl,bryanmat01,xpa,2,,,,,
player,201412140atl,atl,bryanmat01,fgm,2,,,,,
player,201412140atl,atl,bryanmat01,fga,2,,,,,
player,201412140atl,atl,bryanmat01,punt,0,,,,,
player,201412140atl,atl,bryanmat01,punt_yds,0,,,,,
player,201412140atl,atl,bryanmat01,punt_yds_per_punt,,,,,,
player,201412140atl,atl,bryanmat01,punt_long,0,,,,,
player,201412140atl,atl,BoshMa00,xpm,,,,,,
player,201412140atl,atl,BoshMa00,xpa,,,,,,
player,201412140atl,atl,BoshMa00,fgm,,,,,,
player,201412140atl,atl,BoshMa00,fga,,,,,,
player,201412140atl,atl,BoshMa00,punt,3,,,,,
player,201412140atl,atl,BoshMa00,punt_yds,144,,,,,
player,201412140atl,atl,BoshMa00,punt_yds_per_punt,48.0,,,,,
player,201412140atl,atl,BoshMa00,punt_long,57,,,,,
player,201412140atl,atl,MattJa00,pos,T,,,,,
player,201412140atl,atl,MattJa00,offense,60,,,,,
player,201412140atl,atl,MattJa00,off_pct,100%,,,,,
player,201412140atl,atl,MattJa00,defense,0,,,,,
player,201412140atl,atl,MattJa00,def_pct,0%,,,,,
player,201412140atl,atl,MattJa00,special_teams,4,,,,,
player,201412140atl,atl,MattJa00,st_pct,15%,,,,,
player,201412140atl,atl,SchrRy00,pos,T,,,,,
player,201412140atl,atl,SchrRy00,offense,60,,,,,
player,201412140atl,atl,SchrRy00,off_pct,100%,,,,,
player,201412140atl,atl,SchrRy00,defense,0,,,,,
player,201412140atl,atl,SchrRy00,def_pct,0%,,,,,
player,201412140atl,atl,SchrRy00,special_teams,4,,,,,
player,201412140atl,atl,SchrRy00,st_pct,15%,,,,,
player,201412140atl,atl,BlalJu20,pos,G,,,,,
player,201412140atl,atl,BlalJu20,offense,60,,,,,
player,201412140atl,atl,BlalJu20,off_pct,100%,,,,,
player,201412140atl,atl,BlalJu20,defense,0,,,,,
player,201412140atl,atl,BlalJu20,def_pct,0%,,,,,
player,201412140atl,atl,BlalJu20,special_teams,3,,,,,
player,201412140atl,atl,BlalJu20,st_pct,12%,,,,,
player,201412140atl,atl,RyanMa00,pos,QB,,,,,
player,201412140atl,atl,RyanMa00,offense,60,,,,,
player,201412140atl,atl,RyanMa00,off_pct,100%,,,,,
player,201412140atl,atl,RyanMa00,defense,0,,,,,
player,201412140atl,atl,RyanMa00,def_pct,0%,,,,,
player,201412140atl,atl,RyanMa00,special_teams,0,,,,,
player,201412140atl,atl,RyanMa00,st_pct,0%,,,,,
player,201412140atl,atl,StonJa02,pos,G,,,,,
player,201412140atl,atl,StonJa02,offense,60,,,,,
player,201412140atl,atl,StonJa02,off_pct,100%,,,,,
player,201412140atl,atl,StonJa02,defense,0,,,,,
player,201412140atl,atl,StonJa02,def_pct,0%,,,,,
player,201412140atl,atl,StonJa02,special_teams,0,,,,,
player,201412140atl,atl,StonJa02,st_pct,0%,,,,,
player,201412140atl,atl,WhitRo00,pos,WR,,,,,
player,201412140atl,atl,WhitRo00,offense,57,,,,,
player,201412140atl,atl,WhitRo00,off_pct,95%,,,,,
player,201412140atl,atl,WhitRo00,defense,0,,,,,
player,201412140atl,atl,WhitRo00,def_pct,0%,,,,,
player,201412140atl,atl,WhitRo00,special_teams,0,,,,,
player,201412140atl,atl,WhitRo00,st_pct,0%,,,,,
player,201412140atl,atl,ToilLe00,pos,TE,,,,,
player,201412140atl,atl,ToilLe00,offense,56,,,,,
player,201412140atl,atl,ToilLe00,off_pct,93%,,,,,
player,201412140atl,atl,ToilLe00,defense,0,,,,,
player,201412140atl,atl,ToilLe00,def_pct,0%,,,,,
player,201412140atl,atl,ToilLe00,special_teams,3,,,,,
player,201412140atl,atl,ToilLe00,st_pct,12%,,,,,
player,201412140atl,atl,DougHa00,pos,WR,,,,,
player,201412140atl,atl,DougHa00,offense,50,,,,,
player,201412140atl,atl,DougHa00,off_pct,83%,,,,,
player,201412140atl,atl,DougHa00,defense,0,,,,,
player,201412140atl,atl,DougHa00,def_pct,0%,,,,,
player,201412140atl,atl,DougHa00,special_teams,0,,,,,
player,201412140atl,atl,DougHa00,st_pct,0%,,,,,
player,201412140atl,atl,HestDe99,pos,WR,,,,,
player,201412140atl,atl,HestDe99,offense,36,,,,,
player,201412140atl,atl,HestDe99,off_pct,60%,,,,,
player,201412140atl,atl,HestDe99,defense,0,,,,,
player,201412140atl,atl,HestDe99,def_pct,0%,,,,,
player,201412140atl,atl,HestDe99,special_teams,9,,,,,
player,201412140atl,atl,HestDe99,st_pct,35%,,,,,
player,201412140atl,atl,CariGa00,pos,T,,,,,
player,201412140atl,atl,CariGa00,offense,35,,,,,
player,201412140atl,atl,CariGa00,off_pct,58%,,,,,
player,201412140atl,atl,CariGa00,defense,0,,,,,
player,201412140atl,atl,CariGa00,def_pct,0%,,,,,
player,201412140atl,atl,CariGa00,special_teams,4,,,,,
player,201412140atl,atl,CariGa00,st_pct,15%,,,,,
player,201412140atl,atl,JackSt00,pos,RB,,,,,
player,201412140atl,atl,JackSt00,offense,27,,,,,
player,201412140atl,atl,JackSt00,off_pct,45%,,,,,
player,201412140atl,atl,JackSt00,defense,0,,,,,
player,201412140atl,atl,JackSt00,def_pct,0%,,,,,
player,201412140atl,atl,JackSt00,special_teams,0,,,,,
player,201412140atl,atl,JackSt00,st_pct,0%,,,,,
player,201412140atl,atl,AsamJo20,pos,G,,,,,
player,201412140atl,atl,AsamJo20,offense,25,,,,,
player,201412140atl,atl,AsamJo20,off_pct,42%,,,,,
player,201412140atl,atl,AsamJo20,defense,0,,,,,
player,201412140atl,atl,AsamJo20,def_pct,0%,,,,,
player,201412140atl,atl,AsamJo20,special_teams,1,,,,,
player,201412140atl,atl,AsamJo20,st_pct,4%,,,,,
player,201412140atl,atl,RodgJa00,pos,RB,,,,,
player,201412140atl,atl,RodgJa00,offense,19,,,,,
player,201412140atl,atl,RodgJa00,off_pct,32%,,,,,
player,201412140atl,atl,RodgJa00,defense,0,,,,,
player,201412140atl,atl,RodgJa00,def_pct,0%,,,,,
player,201412140atl,atl,RodgJa00,special_teams,9,,,,,
player,201412140atl,atl,RodgJa00,st_pct,35%,,,,,
player,201412140atl,atl,PascBe00,pos,TE,,,,,
player,201412140atl,atl,PascBe00,offense,18,,,,,
player,201412140atl,atl,PascBe00,off_pct,30%,,,,,
player,201412140atl,atl,PascBe00,defense,0,,,,,
player,201412140atl,atl,PascBe00,def_pct,0%,,,,,
player,201412140atl,atl,PascBe00,special_teams,4,,,,,
player,201412140atl,atl,PascBe00,st_pct,15%,,,,,
player,201412140atl,atl,WeemEr00,pos,WR,,,,,
player,201412140atl,atl,WeemEr00,offense,14,,,,,
player,201412140atl,atl,WeemEr00,off_pct,23%,,,,,
player,201412140atl,atl,WeemEr00,defense,0,,,,,
player,201412140atl,atl,WeemEr00,def_pct,0%,,,,,
player,201412140atl,atl,WeemEr00,special_teams,17,,,,,
player,201412140atl,atl,WeemEr00,st_pct,65%,,,,,
player,201412140atl,atl,FreeDe00,pos,RB,,,,,
player,201412140atl,atl,FreeDe00,offense,13,,,,,
player,201412140atl,atl,FreeDe00,off_pct,22%,,,,,
player,201412140atl,atl,FreeDe00,defense,0,,,,,
player,201412140atl,atl,FreeDe00,def_pct,0%,,,,,
player,201412140atl,atl,FreeDe00,special_teams,6,,,,,
player,201412140atl,atl,FreeDe00,st_pct,23%,,,,,
player,201412140atl,atl,DiMaPa00,pos,FB,,,,,
player,201412140atl,atl,DiMaPa00,offense,6,,,,,
player,201412140atl,atl,DiMaPa00,off_pct,10%,,,,,
player,201412140atl,atl,DiMaPa00,defense,0,,,,,
player,201412140atl,atl,DiMaPa00,def_pct,0%,,,,,
player,201412140atl,atl,DiMaPa00,special_teams,11,,,,,
player,201412140atl,atl,DiMaPa00,st_pct,42%,,,,,
player,201412140atl,atl,GunnHa00,pos,G,,,,,
player,201412140atl,atl,GunnHa00,offense,4,,,,,
player,201412140atl,atl,GunnHa00,off_pct,7%,,,,,
player,201412140atl,atl,GunnHa00,defense,0,,,,,
player,201412140atl,atl,GunnHa00,def_pct,0%,,,,,
player,201412140atl,atl,GunnHa00,special_teams,10,,,,,
player,201412140atl,atl,GunnHa00,st_pct,38%,,,,,
player,201412140atl,atl,McClRo98,pos,CB,,,,,
player,201412140atl,atl,McClRo98,offense,0,,,,,
player,201412140atl,atl,McClRo98,off_pct,0%,,,,,
player,201412140atl,atl,McClRo98,defense,59,,,,,
player,201412140atl,atl,McClRo98,def_pct,100%,,,,,
player,201412140atl,atl,McClRo98,special_teams,8,,,,,
player,201412140atl,atl,McClRo98,st_pct,31%,,,,,
player,201412140atl,atl,IshmKe00,pos,SS,,,,,
player,201412140atl,atl,IshmKe00,offense,0,,,,,
player,201412140atl,atl,IshmKe00,off_pct,0%,,,,,
player,201412140atl,atl,IshmKe00,defense,59,,,,,
player,201412140atl,atl,IshmKe00,def_pct,100%,,,,,
player,201412140atl,atl,IshmKe00,special_teams,6,,,,,
player,201412140atl,atl,IshmKe00,st_pct,23%,,,,,
player,201412140atl,atl,WorrPa00,pos,LB,,,,,
player,201412140atl,atl,WorrPa00,offense,0,,,,,
player,201412140atl,atl,WorrPa00,off_pct,0%,,,,,
player,201412140atl,atl,WorrPa00,defense,59,,,,,
player,201412140atl,atl,WorrPa00,def_pct,100%,,,,,
player,201412140atl,atl,WorrPa00,special_teams,5,,,,,
player,201412140atl,atl,WorrPa00,st_pct,19%,,,,,
player,201412140atl,atl,TrufDe00,pos,CB,,,,,
player,201412140atl,atl,TrufDe00,offense,0,,,,,
player,201412140atl,atl,TrufDe00,off_pct,0%,,,,,
player,201412140atl,atl,TrufDe00,defense,59,,,,,
player,201412140atl,atl,TrufDe00,def_pct,100%,,,,,
player,201412140atl,atl,TrufDe00,special_teams,5,,,,,
player,201412140atl,atl,TrufDe00,st_pct,19%,,,,,
player,201412140atl,atl,LoweDw99,pos,FS,,,,,
player,201412140atl,atl,LoweDw99,offense,0,,,,,
player,201412140atl,atl,LoweDw99,off_pct,0%,,,,,
player,201412140atl,atl,LoweDw99,defense,59,,,,,
player,201412140atl,atl,LoweDw99,def_pct,100%,,,,,
player,201412140atl,atl,LoweDw99,special_teams,0,,,,,
player,201412140atl,atl,LoweDw99,st_pct,0%,,,,,
player,201412140atl,atl,BierKr99,pos,DE,,,,,
player,201412140atl,atl,BierKr99,offense,0,,,,,
player,201412140atl,atl,BierKr99,off_pct,0%,,,,,
player,201412140atl,atl,BierKr99,defense,49,,,,,
player,201412140atl,atl,BierKr99,def_pct,83%,,,,,
player,201412140atl,atl,BierKr99,special_teams,5,,,,,
player,201412140atl,atl,BierKr99,st_pct,19%,,,,,
player,201412140atl,atl,PeteCo00,pos,DT,,,,,
player,201412140atl,atl,PeteCo00,offense,0,,,,,
player,201412140atl,atl,PeteCo00,off_pct,0%,,,,,
player,201412140atl,atl,PeteCo00,defense,37,,,,,
player,201412140atl,atl,PeteCo00,def_pct,63%,,,,,
player,201412140atl,atl,PeteCo00,special_teams,5,,,,,
player,201412140atl,atl,PeteCo00,st_pct,19%,,,,,
player,201412140atl,atl,SoliPa99,pos,DT,,,,,
player,201412140atl,atl,SoliPa99,offense,0,,,,,
player,201412140atl,atl,SoliPa99,off_pct,0%,,,,,
player,201412140atl,atl,SoliPa99,defense,35,,,,,
player,201412140atl,atl,SoliPa99,def_pct,59%,,,,,
player,201412140atl,atl,SoliPa99,special_teams,4,,,,,
player,201412140atl,atl,SoliPa99,st_pct,15%,,,,,
player,201412140atl,atl,BabiJo20,pos,DE,,,,,
player,201412140atl,atl,BabiJo20,offense,0,,,,,
player,201412140atl,atl,BabiJo20,off_pct,0%,,,,,
player,201412140atl,atl,BabiJo20,defense,34,,,,,
player,201412140atl,atl,BabiJo20,def_pct,58%,,,,,
player,201412140atl,atl,BabiJo20,special_teams,5,,,,,
player,201412140atl,atl,BabiJo20,st_pct,19%,,,,,
player,201412140atl,atl,BartJo01,pos,LB,,,,,
player,201412140atl,atl,BartJo01,offense,0,,,,,
player,201412140atl,atl,BartJo01,off_pct,0%,,,,,
player,201412140atl,atl,BartJo01,defense,26,,,,,
player,201412140atl,atl,BartJo01,def_pct,44%,,,,,
player,201412140atl,atl,BartJo01,special_teams,3,,,,,
player,201412140atl,atl,BartJo01,st_pct,12%,,,,,
player,201412140atl,atl,MattCl01,pos,DT,,,,,
player,201412140atl,atl,MattCl01,offense,0,,,,,
player,201412140atl,atl,MattCl01,off_pct,0%,,,,,
player,201412140atl,atl,MattCl01,defense,25,,,,,
player,201412140atl,atl,MattCl01,def_pct,42%,,,,,
player,201412140atl,atl,MattCl01,special_teams,14,,,,,
player,201412140atl,atl,MattCl01,st_pct,54%,,,,,
player,201412140atl,atl,WilsJo99,pos,CB,,,,,
player,201412140atl,atl,WilsJo99,offense,0,,,,,
player,201412140atl,atl,WilsJo99,off_pct,0%,,,,,
player,201412140atl,atl,WilsJo99,defense,22,,,,,
player,201412140atl,atl,WilsJo99,def_pct,37%,,,,,
player,201412140atl,atl,WilsJo99,special_teams,9,,,,,
player,201412140atl,atl,WilsJo99,st_pct,35%,,,,,
player,201412140atl,atl,GoodMa01,pos,DE,,,,,
player,201412140atl,atl,GoodMa01,offense,0,,,,,
player,201412140atl,atl,GoodMa01,off_pct,0%,,,,,
player,201412140atl,atl,GoodMa01,defense,21,,,,,
player,201412140atl,atl,GoodMa01,def_pct,36%,,,,,
player,201412140atl,atl,GoodMa01,special_teams,8,,,,,
player,201412140atl,atl,GoodMa01,st_pct,31%,,,,,
player,201412140atl,atl,JackTy98,pos,DT,,,,,
player,201412140atl,atl,JackTy98,offense,0,,,,,
player,201412140atl,atl,JackTy98,off_pct,0%,,,,,
player,201412140atl,atl,JackTy98,defense,19,,,,,
player,201412140atl,atl,JackTy98,def_pct,32%,,,,,
player,201412140atl,atl,JackTy98,special_teams,9,,,,,
player,201412140atl,atl,JackTy98,st_pct,35%,,,,,
player,201412140atl,atl,ShemPr00,pos,LB,,,,,
player,201412140atl,atl,ShemPr00,offense,0,,,,,
player,201412140atl,atl,ShemPr00,off_pct,0%,,,,,
player,201412140atl,atl,ShemPr00,defense,18,,,,,
player,201412140atl,atl,ShemPr00,def_pct,31%,,,,,
player,201412140atl,atl,ShemPr00,special_teams,11,,,,,
player,201412140atl,atl,ShemPr00,st_pct,42%,,,,,
player,201412140atl,atl,ArenJa99,pos,CB,,,,,
player,201412140atl,atl,ArenJa99,offense,0,,,,,
player,201412140atl,atl,ArenJa99,off_pct,0%,,,,,
player,201412140atl,atl,ArenJa99,defense,15,,,,,
player,201412140atl,atl,ArenJa99,def_pct,25%,,,,,
player,201412140atl,atl,ArenJa99,special_teams,19,,,,,
player,201412140atl,atl,ArenJa99,st_pct,73%,,,,,
player,201412140atl,atl,SoutDe00,pos,FS,,,,,
player,201412140atl,atl,SoutDe00,offense,0,,,,,
player,201412140atl,atl,SoutDe00,off_pct,0%,,,,,
player,201412140atl,atl,SoutDe00,defense,15,,,,,
player,201412140atl,atl,SoutDe00,def_pct,25%,,,,,
player,201412140atl,atl,SoutDe00,special_teams,10,,,,,
player,201412140atl,atl,SoutDe00,st_pct,38%,,,,,
player,201412140atl,atl,UmenOs99,pos,DE,,,,,
player,201412140atl,atl,UmenOs99,offense,0,,,,,
player,201412140atl,atl,UmenOs99,off_pct,0%,,,,,
player,201412140atl,atl,UmenOs99,defense,15,,,,,
player,201412140atl,atl,UmenOs99,def_pct,25%,,,,,
player,201412140atl,atl,UmenOs99,special_teams,3,,,,,
player,201412140atl,atl,UmenOs99,st_pct,12%,,,,,
player,201412140atl,atl,HageRa00,pos,DT,,,,,
player,201412140atl,atl,HageRa00,offense,0,,,,,
player,201412140atl,atl,HageRa00,off_pct,0%,,,,,
player,201412140atl,atl,HageRa00,defense,13,,,,,
player,201412140atl,atl,HageRa00,def_pct,22%,,,,,
player,201412140atl,atl,HageRa00,special_teams,5,,,,,
player,201412140atl,atl,HageRa00,st_pct,19%,,,,,
player,201412140atl,atl,MapoSt00,pos,DE,,,,,
player,201412140atl,atl,MapoSt00,offense,0,,,,,
player,201412140atl,atl,MapoSt00,off_pct,0%,,,,,
player,201412140atl,atl,MapoSt00,defense,10,,,,,
player,201412140atl,atl,MapoSt00,def_pct,17%,,,,,
player,201412140atl,atl,MapoSt00,special_teams,0,,,,,
player,201412140atl,atl,MapoSt00,st_pct,0%,,,,,
player,201412140atl,atl,StupNa01,pos,LB,,,,,
player,201412140atl,atl,StupNa01,offense,0,,,,,
player,201412140atl,atl,StupNa01,off_pct,0%,,,,,
player,201412140atl,atl,StupNa01,defense,0,,,,,
player,201412140atl,atl,StupNa01,def_pct,0%,,,,,
player,201412140atl,atl,StupNa01,special_teams,22,,,,,
player,201412140atl,atl,StupNa01,st_pct,85%,,,,,
player,201412140atl,atl,DaviDr00,pos,WR,,,,,
player,201412140atl,atl,DaviDr00,offense,0,,,,,
player,201412140atl,atl,DaviDr00,off_pct,0%,,,,,
player,201412140atl,atl,DaviDr00,defense,0,,,,,
player,201412140atl,atl,DaviDr00,def_pct,0%,,,,,
player,201412140atl,atl,DaviDr00,special_teams,14,,,,,
player,201412140atl,atl,DaviDr00,st_pct,54%,,,,,
player,201412140atl,atl,BoshMa00,pos,P,,,,,
player,201412140atl,atl,BoshMa00,offense,0,,,,,
player,201412140atl,atl,BoshMa00,off_pct,0%,,,,,
player,201412140atl,atl,BoshMa00,defense,0,,,,,
player,201412140atl,atl,BoshMa00,def_pct,0%,,,,,
player,201412140atl,atl,BoshMa00,special_teams,12,,,,,
player,201412140atl,atl,BoshMa00,st_pct,46%,,,,,
player,201412140atl,atl,GodfCh99,pos,CB,,,,,
player,201412140atl,atl,GodfCh99,offense,0,,,,,
player,201412140atl,atl,GodfCh99,off_pct,0%,,,,,
player,201412140atl,atl,GodfCh99,defense,0,,,,,
player,201412140atl,atl,GodfCh99,def_pct,0%,,,,,
player,201412140atl,atl,GodfCh99,special_teams,8,,,,,
player,201412140atl,atl,GodfCh99,st_pct,31%,,,,,
player,201412140atl,atl,HarrJo02,pos,LS,,,,,
player,201412140atl,atl,HarrJo02,offense,0,,,,,
player,201412140atl,atl,HarrJo02,off_pct,0%,,,,,
player,201412140atl,atl,HarrJo02,defense,0,,,,,
player,201412140atl,atl,HarrJo02,def_pct,0%,,,,,
player,201412140atl,atl,HarrJo02,special_teams,7,,,,,
player,201412140atl,atl,HarrJo02,st_pct,27%,,,,,
player,201412140atl,atl,bryanmat01,pos,K,,,,,
player,201412140atl,atl,bryanmat01,offense,0,,,,,
player,201412140atl,atl,bryanmat01,off_pct,0%,,,,,
player,201412140atl,atl,bryanmat01,defense,0,,,,,
player,201412140atl,atl,bryanmat01,def_pct,0%,,,,,
player,201412140atl,atl,bryanmat01,special_teams,4,,,,,
player,201412140atl,atl,bryanmat01,st_pct,15%,,,,,
player,201412140atl,pit,AdamMi02,pos,T,,,,,
player,201412140atl,pit,AdamMi02,offense,59,,,,,
player,201412140atl,pit,AdamMi02,off_pct,100%,,,,,
player,201412140atl,pit,AdamMi02,defense,0,,,,,
player,201412140atl,pit,AdamMi02,def_pct,0%,,,,,
player,201412140atl,pit,AdamMi02,special_teams,5,,,,,
player,201412140atl,pit,AdamMi02,st_pct,19%,,,,,
player,201412140atl,pit,BeacKe00,pos,T,,,,,
player,201412140atl,pit,BeacKe00,offense,59,,,,,
player,201412140atl,pit,BeacKe00,off_pct,100%,,,,,
player,201412140atl,pit,BeacKe00,defense,0,,,,,
player,201412140atl,pit,BeacKe00,def_pct,0%,,,,,
player,201412140atl,pit,BeacKe00,special_teams,5,,,,,
player,201412140atl,pit,BeacKe00,st_pct,19%,,,,,
player,201412140atl,pit,FostRa21,pos,G,,,,,
player,201412140atl,pit,FostRa21,offense,59,,,,,
player,201412140atl,pit,FostRa21,off_pct,100%,,,,,
player,201412140atl,pit,FostRa21,defense,0,,,,,
player,201412140atl,pit,FostRa21,def_pct,0%,,,,,
player,201412140atl,pit,FostRa21,special_teams,5,,,,,
player,201412140atl,pit,FostRa21,st_pct,19%,,,,,
player,201412140atl,pit,DeCaDa00,pos,G,,,,,
player,201412140atl,pit,DeCaDa00,offense,59,,,,,
player,201412140atl,pit,DeCaDa00,off_pct,100%,,,,,
player,201412140atl,pit,DeCaDa00,defense,0,,,,,
player,201412140atl,pit,DeCaDa00,def_pct,0%,,,,,
player,201412140atl,pit,DeCaDa00,special_teams,5,,,,,
player,201412140atl,pit,DeCaDa00,st_pct,19%,,,,,
player,201412140atl,pit,PounMa20,pos,C,,,,,
player,201412140atl,pit,PounMa20,offense,59,,,,,
player,201412140atl,pit,PounMa20,off_pct,100%,,,,,
player,201412140atl,pit,PounMa20,defense,0,,,,,
player,201412140atl,pit,PounMa20,def_pct,0%,,,,,
player,201412140atl,pit,PounMa20,special_teams,0,,,,,
player,201412140atl,pit,PounMa20,st_pct,0%,,,,,
player,201412140atl,pit,RoetBe00,pos,QB,,,,,
player,201412140atl,pit,RoetBe00,offense,59,,,,,
player,201412140atl,pit,RoetBe00,off_pct,100%,,,,,
player,201412140atl,pit,RoetBe00,defense,0,,,,,
player,201412140atl,pit,RoetBe00,def_pct,0%,,,,,
player,201412140atl,pit,RoetBe00,special_teams,0,,,,,
player,201412140atl,pit,RoetBe00,st_pct,0%,,,,,
player,201412140atl,pit,BellLe00,pos,RB,,,,,
player,201412140atl,pit,BellLe00,offense,59,,,,,
player,201412140atl,pit,BellLe00,off_pct,100%,,,,,
player,201412140atl,pit,BellLe00,defense,0,,,,,
player,201412140atl,pit,BellLe00,def_pct,0%,,,,,
player,201412140atl,pit,BellLe00,special_teams,0,,,,,
player,201412140atl,pit,BellLe00,st_pct,0%,,,,,
player,201412140atl,pit,MillHe00,pos,TE,,,,,
player,201412140atl,pit,MillHe00,offense,57,,,,,
player,201412140atl,pit,MillHe00,off_pct,97%,,,,,
player,201412140atl,pit,MillHe00,defense,0,,,,,
player,201412140atl,pit,MillHe00,def_pct,0%,,,,,
player,201412140atl,pit,MillHe00,special_teams,0,,,,,
player,201412140atl,pit,MillHe00,st_pct,0%,,,,,
player,201412140atl,pit,BrowAn04,pos,WR,,,,,
player,201412140atl,pit,BrowAn04,offense,55,,,,,
player,201412140atl,pit,BrowAn04,off_pct,93%,,,,,
player,201412140atl,pit,BrowAn04,defense,0,,,,,
player,201412140atl,pit,BrowAn04,def_pct,0%,,,,,
player,201412140atl,pit,BrowAn04,special_teams,3,,,,,
player,201412140atl,pit,BrowAn04,st_pct,12%,,,,,
player,201412140atl,pit,WheaMa00,pos,WR,,,,,
player,201412140atl,pit,WheaMa00,offense,35,,,,,
player,201412140atl,pit,WheaMa00,off_pct,59%,,,,,
player,201412140atl,pit,WheaMa00,defense,0,,,,,
player,201412140atl,pit,WheaMa00,def_pct,0%,,,,,
player,201412140atl,pit,WheaMa00,special_teams,5,,,,,
player,201412140atl,pit,WheaMa00,st_pct,19%,,,,,
player,201412140atl,pit,BryaMa00,pos,WR,,,,,
player,201412140atl,pit,BryaMa00,offense,25,,,,,
player,201412140atl,pit,BryaMa00,off_pct,42%,,,,,
player,201412140atl,pit,BryaMa00,defense,0,,,,,
player,201412140atl,pit,BryaMa00,def_pct,0%,,,,,
player,201412140atl,pit,BryaMa00,special_teams,0,,,,,
player,201412140atl,pit,BryaMa00,st_pct,0%,,,,,
player,201412140atl,pit,SpaeMa00,pos,TE,,,,,
player,201412140atl,pit,SpaeMa00,offense,23,,,,,
player,201412140atl,pit,SpaeMa00,off_pct,39%,,,,,
player,201412140atl,pit,SpaeMa00,defense,0,,,,,
player,201412140atl,pit,SpaeMa00,def_pct,0%,,,,,
player,201412140atl,pit,SpaeMa00,special_teams,10,,,,,
