game,2014,9,20141102,201411020htx,phi,"Philadelphia Eagles",31,htx,"Houston Texans",21
player,201411020htx,phi,LogaBe00,st_pct,33%,,,,,
player,201411020htx,phi,ThorCe00,pos,DE,,,,,
player,201411020htx,phi,ThorCe00,offense,0,,,,,
player,201411020htx,phi,ThorCe00,off_pct,0%,,,,,
player,201411020htx,phi,ThorCe00,defense,33,,,,,
player,201411020htx,phi,ThorCe00,def_pct,55%,,,,,
player,201411020htx,phi,ThorCe00,special_teams,4,,,,,
player,201411020htx,phi,ThorCe00,st_pct,15%,,,,,
player,201411020htx,phi,BoykBr00,pos,CB,,,,,
player,201411020htx,phi,BoykBr00,offense,0,,,,,
player,201411020htx,phi,BoykBr00,off_pct,0%,,,,,
player,201411020htx,phi,BoykBr00,defense,32,,,,,
player,201411020htx,phi,BoykBr00,def_pct,53%,,,,,
player,201411020htx,phi,BoykBr00,special_teams,8,,,,,
player,201411020htx,phi,BoykBr00,st_pct,30%,,,,,
player,201411020htx,phi,GrahBr99,pos,LB,,,,,
player,201411020htx,phi,GrahBr99,offense,0,,,,,
player,201411020htx,phi,GrahBr99,off_pct,0%,,,,,
player,201411020htx,phi,GrahBr99,defense,20,,,,,
player,201411020htx,phi,GrahBr99,def_pct,33%,,,,,
player,201411020htx,phi,GrahBr99,special_teams,13,,,,,
player,201411020htx,phi,GrahBr99,st_pct,48%,,,,,
player,201411020htx,phi,CurrVi00,pos,DE,,,,,
player,201411020htx,phi,CurrVi00,offense,0,,,,,
player,201411020htx,phi,CurrVi00,off_pct,0%,,,,,
player,201411020htx,phi,CurrVi00,defense,16,,,,,
player,201411020htx,phi,CurrVi00,def_pct,27%,,,,,
player,201411020htx,phi,CurrVi00,special_teams,0,,,,,
player,201411020htx,phi,CurrVi00,st_pct,0%,,,,,
player,201411020htx,phi,CarrNo00,pos,CB,,,,,
player,201411020htx,phi,CarrNo00,offense,0,,,,,
player,201411020htx,phi,CarrNo00,off_pct,0%,,,,,
player,201411020htx,phi,CarrNo00,defense,14,,,,,
player,201411020htx,phi,CarrNo00,def_pct,23%,,,,,
player,201411020htx,phi,CarrNo00,special_teams,16,,,,,
player,201411020htx,phi,CarrNo00,st_pct,59%,,,,,
player,201411020htx,phi,AlleBe00,pos,NT,,,,,
player,201411020htx,phi,AlleBe00,offense,0,,,,,
player,201411020htx,phi,AlleBe00,off_pct,0%,,,,,
player,201411020htx,phi,AlleBe00,defense,8,,,,,
player,201411020htx,phi,AlleBe00,def_pct,13%,,,,,
player,201411020htx,phi,AlleBe00,special_teams,5,,,,,
player,201411020htx,phi,AlleBe00,st_pct,19%,,,,,
player,201411020htx,phi,BairBr00,pos,DE,,,,,
player,201411020htx,phi,BairBr00,offense,0,,,,,
player,201411020htx,phi,BairBr00,off_pct,0%,,,,,
player,201411020htx,phi,BairBr00,defense,5,,,,,
player,201411020htx,phi,BairBr00,def_pct,8%,,,,,
player,201411020htx,phi,BairBr00,special_teams,9,,,,,
player,201411020htx,phi,BairBr00,st_pct,33%,,,,,
player,201411020htx,phi,MattCa00,pos,LB,,,,,
player,201411020htx,phi,MattCa00,offense,0,,,,,
player,201411020htx,phi,MattCa00,off_pct,0%,,,,,
player,201411020htx,phi,MattCa00,defense,3,,,,,
player,201411020htx,phi,MattCa00,def_pct,5%,,,,,
player,201411020htx,phi,MattCa00,special_teams,7,,,,,
player,201411020htx,phi,MattCa00,st_pct,26%,,,,,
player,201411020htx,phi,BramBr00,pos,LB,,,,,
player,201411020htx,phi,BramBr00,offense,0,,,,,
player,201411020htx,phi,BramBr00,off_pct,0%,,,,,
player,201411020htx,phi,BramBr00,defense,0,,,,,
player,201411020htx,phi,BramBr00,def_pct,0%,,,,,
player,201411020htx,phi,BramBr00,special_teams,22,,,,,
player,201411020htx,phi,BramBr00,st_pct,81%,,,,,
player,201411020htx,phi,MaraCh99,pos,FS,,,,,
player,201411020htx,phi,MaraCh99,offense,0,,,,,
player,201411020htx,phi,MaraCh99,off_pct,0%,,,,,
player,201411020htx,phi,MaraCh99,defense,0,,,,,
player,201411020htx,phi,MaraCh99,def_pct,0%,,,,,
player,201411020htx,phi,MaraCh99,special_teams,22,,,,,
player,201411020htx,phi,MaraCh99,st_pct,81%,,,,,
player,201411020htx,phi,BurtTr01,pos,TE,,,,,
player,201411020htx,phi,BurtTr01,offense,0,,,,,
player,201411020htx,phi,BurtTr01,off_pct,0%,,,,,
player,201411020htx,phi,BurtTr01,defense,0,,,,,
player,201411020htx,phi,BurtTr01,def_pct,0%,,,,,
player,201411020htx,phi,BurtTr01,special_teams,18,,,,,
player,201411020htx,phi,BurtTr01,st_pct,67%,,,,,
player,201411020htx,phi,AchoEm00,pos,LB,,,,,
player,201411020htx,phi,AchoEm00,offense,0,,,,,
player,201411020htx,phi,AchoEm00,off_pct,0%,,,,,
player,201411020htx,phi,AchoEm00,defense,0,,,,,
player,201411020htx,phi,AchoEm00,def_pct,0%,,,,,
player,201411020htx,phi,AchoEm00,special_teams,11,,,,,
player,201411020htx,phi,AchoEm00,st_pct,41%,,,,,
player,201411020htx,phi,ParkCo03,pos,K,,,,,
player,201411020htx,phi,ParkCo03,offense,0,,,,,
player,201411020htx,phi,ParkCo03,off_pct,0%,,,,,
player,201411020htx,phi,ParkCo03,defense,0,,,,,
player,201411020htx,phi,ParkCo03,def_pct,0%,,,,,
player,201411020htx,phi,ParkCo03,special_teams,10,,,,,
player,201411020htx,phi,ParkCo03,st_pct,37%,,,,,
player,201411020htx,phi,JoneDo21,pos,P,,,,,
player,201411020htx,phi,JoneDo21,offense,0,,,,,
player,201411020htx,phi,JoneDo21,off_pct,0%,,,,,
player,201411020htx,phi,JoneDo21,defense,0,,,,,
player,201411020htx,phi,JoneDo21,def_pct,0%,,,,,
player,201411020htx,phi,JoneDo21,special_teams,8,,,,,
player,201411020htx,phi,JoneDo21,st_pct,30%,,,,,
player,201411020htx,phi,DoreJo20,pos,LS,,,,,
player,201411020htx,phi,DoreJo20,offense,0,,,,,
player,201411020htx,phi,DoreJo20,off_pct,0%,,,,,
player,201411020htx,phi,DoreJo20,defense,0,,,,,
player,201411020htx,phi,DoreJo20,def_pct,0%,,,,,
player,201411020htx,phi,DoreJo20,special_teams,8,,,,,
player,201411020htx,phi,DoreJo20,st_pct,30%,,,,,
player,201411020htx,phi,WatkJa01,pos,CB,,,,,
player,201411020htx,phi,WatkJa01,offense,0,,,,,
player,201411020htx,phi,WatkJa01,off_pct,0%,,,,,
player,201411020htx,phi,WatkJa01,defense,0,,,,,
player,201411020htx,phi,WatkJa01,def_pct,0%,,,,,
player,201411020htx,phi,WatkJa01,special_teams,6,,,,,
player,201411020htx,phi,WatkJa01,st_pct,22%,,,,,
