game,2014,9,20141103,201411030nyg,clt,"Indianapolis Colts",40,nyg,"New York Giants",24
player,201411030nyg,nyg,McClJa01,qb_hits,0,,,,,
player,201411030nyg,nyg,McClJa01,fumbles_rec,0,,,,,
player,201411030nyg,nyg,McClJa01,fumbles_rec_yds,0,,,,,
player,201411030nyg,nyg,McClJa01,fumbles_rec_td,0,,,,,
player,201411030nyg,nyg,McClJa01,fumbles_forced,0,,,,,
player,201411030nyg,nyg,MoorDa01,def_int,0,,,,,
player,201411030nyg,nyg,MoorDa01,def_int_yds,0,,,,,
player,201411030nyg,nyg,MoorDa01,def_int_td,0,,,,,
player,201411030nyg,nyg,MoorDa01,def_int_long,0,,,,,
player,201411030nyg,nyg,MoorDa01,pass_defended,0,,,,,
player,201411030nyg,nyg,MoorDa01,sacks,0.0,,,,,
player,201411030nyg,nyg,MoorDa01,tackles_combined,7,,,,,
player,201411030nyg,nyg,MoorDa01,tackles_solo,5,,,,,
player,201411030nyg,nyg,MoorDa01,tackles_assists,2,,,,,
player,201411030nyg,nyg,MoorDa01,tackles_loss,1,,,,,
player,201411030nyg,nyg,MoorDa01,qb_hits,1,,,,,
player,201411030nyg,nyg,MoorDa01,fumbles_rec,0,,,,,
player,201411030nyg,nyg,MoorDa01,fumbles_rec_yds,0,,,,,
player,201411030nyg,nyg,MoorDa01,fumbles_rec_td,0,,,,,
player,201411030nyg,nyg,MoorDa01,fumbles_forced,0,,,,,
player,201411030nyg,nyg,RollAn20,def_int,0,,,,,
player,201411030nyg,nyg,RollAn20,def_int_yds,0,,,,,
player,201411030nyg,nyg,RollAn20,def_int_td,0,,,,,
player,201411030nyg,nyg,RollAn20,def_int_long,0,,,,,
player,201411030nyg,nyg,RollAn20,pass_defended,1,,,,,
player,201411030nyg,nyg,RollAn20,sacks,0.0,,,,,
player,201411030nyg,nyg,RollAn20,tackles_combined,7,,,,,
player,201411030nyg,nyg,RollAn20,tackles_solo,6,,,,,
player,201411030nyg,nyg,RollAn20,tackles_assists,1,,,,,
player,201411030nyg,nyg,RollAn20,tackles_loss,0,,,,,
player,201411030nyg,nyg,RollAn20,qb_hits,0,,,,,
player,201411030nyg,nyg,RollAn20,fumbles_rec,0,,,,,
player,201411030nyg,nyg,RollAn20,fumbles_rec_yds,0,,,,,
player,201411030nyg,nyg,RollAn20,fumbles_rec_td,0,,,,,
player,201411030nyg,nyg,RollAn20,fumbles_forced,0,,,,,
player,201411030nyg,nyg,KennDe00,def_int,0,,,,,
player,201411030nyg,nyg,KennDe00,def_int_yds,0,,,,,
player,201411030nyg,nyg,KennDe00,def_int_td,0,,,,,
player,201411030nyg,nyg,KennDe00,def_int_long,0,,,,,
player,201411030nyg,nyg,KennDe00,pass_defended,0,,,,,
player,201411030nyg,nyg,KennDe00,sacks,0.0,,,,,
player,201411030nyg,nyg,KennDe00,tackles_combined,4,,,,,
player,201411030nyg,nyg,KennDe00,tackles_solo,3,,,,,
player,201411030nyg,nyg,KennDe00,tackles_assists,1,,,,,
player,201411030nyg,nyg,KennDe00,tackles_loss,1,,,,,
player,201411030nyg,nyg,KennDe00,qb_hits,0,,,,,
player,201411030nyg,nyg,KennDe00,fumbles_rec,0,,,,,
player,201411030nyg,nyg,KennDe00,fumbles_rec_yds,0,,,,,
player,201411030nyg,nyg,KennDe00,fumbles_rec_td,0,,,,,
player,201411030nyg,nyg,KennDe00,fumbles_forced,0,,,,,
player,201411030nyg,nyg,KiwaMa20,def_int,0,,,,,
player,201411030nyg,nyg,KiwaMa20,def_int_yds,0,,,,,
player,201411030nyg,nyg,KiwaMa20,def_int_td,0,,,,,
player,201411030nyg,nyg,KiwaMa20,def_int_long,0,,,,,
player,201411030nyg,nyg,KiwaMa20,pass_defended,0,,,,,
player,201411030nyg,nyg,KiwaMa20,sacks,0.0,,,,,
player,201411030nyg,nyg,KiwaMa20,tackles_combined,4,,,,,
player,201411030nyg,nyg,KiwaMa20,tackles_solo,1,,,,,
player,201411030nyg,nyg,KiwaMa20,tackles_assists,3,,,,,
player,201411030nyg,nyg,KiwaMa20,tackles_loss,0,,,,,
player,201411030nyg,nyg,KiwaMa20,qb_hits,2,,,,,
player,201411030nyg,nyg,KiwaMa20,fumbles_rec,0,,,,,
player,201411030nyg,nyg,KiwaMa20,fumbles_rec_yds,0,,,,,
player,201411030nyg,nyg,KiwaMa20,fumbles_rec_td,0,,,,,
player,201411030nyg,nyg,KiwaMa20,fumbles_forced,0,,,,,
player,201411030nyg,nyg,AmukPr00,def_int,0,,,,,
player,201411030nyg,nyg,AmukPr00,def_int_yds,0,,,,,
player,201411030nyg,nyg,AmukPr00,def_int_td,0,,,,,
player,201411030nyg,nyg,AmukPr00,def_int_long,0,,,,,
player,201411030nyg,nyg,AmukPr00,pass_defended,0,,,,,
player,201411030nyg,nyg,AmukPr00,sacks,0.0,,,,,
player,201411030nyg,nyg,AmukPr00,tackles_combined,3,,,,,
player,201411030nyg,nyg,AmukPr00,tackles_solo,3,,,,,
player,201411030nyg,nyg,AmukPr00,tackles_assists,0,,,,,
player,201411030nyg,nyg,AmukPr00,tackles_loss,0,,,,,
player,201411030nyg,nyg,AmukPr00,qb_hits,0,,,,,
player,201411030nyg,nyg,AmukPr00,fumbles_rec,0,,,,,
player,201411030nyg,nyg,AmukPr00,fumbles_rec_yds,0,,,,,
player,201411030nyg,nyg,AmukPr00,fumbles_rec_td,0,,,,,
player,201411030nyg,nyg,AmukPr00,fumbles_forced,0,,,,,
player,201411030nyg,nyg,DempQu99,def_int,0,,,,,
player,201411030nyg,nyg,DempQu99,def_int_yds,0,,,,,
player,201411030nyg,nyg,DempQu99,def_int_td,0,,,,,
player,201411030nyg,nyg,DempQu99,def_int_long,0,,,,,
player,201411030nyg,nyg,DempQu99,pass_defended,1,,,,,
player,201411030nyg,nyg,DempQu99,sacks,0.0,,,,,
player,201411030nyg,nyg,DempQu99,tackles_combined,3,,,,,
player,201411030nyg,nyg,DempQu99,tackles_solo,2,,,,,
player,201411030nyg,nyg,DempQu99,tackles_assists,1,,,,,
player,201411030nyg,nyg,DempQu99,tackles_loss,0,,,,,
player,201411030nyg,nyg,DempQu99,qb_hits,0,,,,,
player,201411030nyg,nyg,DempQu99,fumbles_rec,0,,,,,
player,201411030nyg,nyg,DempQu99,fumbles_rec_yds,0,,,,,
player,201411030nyg,nyg,DempQu99,fumbles_rec_td,0,,,,,
player,201411030nyg,nyg,DempQu99,fumbles_forced,0,,,,,
player,201411030nyg,nyg,HoslJa00,def_int,0,,,,,
player,201411030nyg,nyg,HoslJa00,def_int_yds,0,,,,,
player,201411030nyg,nyg,HoslJa00,def_int_td,0,,,,,
player,201411030nyg,nyg,HoslJa00,def_int_long,0,,,,,
player,201411030nyg,nyg,HoslJa00,pass_defended,1,,,,,
player,201411030nyg,nyg,HoslJa00,sacks,0.0,,,,,
player,201411030nyg,nyg,HoslJa00,tackles_combined,3,,,,,
player,201411030nyg,nyg,HoslJa00,tackles_solo,3,,,,,
player,201411030nyg,nyg,HoslJa00,tackles_assists,0,,,,,
player,201411030nyg,nyg,HoslJa00,tackles_loss,0,,,,,
player,201411030nyg,nyg,HoslJa00,qb_hits,0,,,,,
player,201411030nyg,nyg,HoslJa00,fumbles_rec,0,,,,,
player,201411030nyg,nyg,HoslJa00,fumbles_rec_yds,0,,,,,
player,201411030nyg,nyg,HoslJa00,fumbles_rec_td,0,,,,,
player,201411030nyg,nyg,HoslJa00,fumbles_forced,0,,,,,
player,201411030nyg,nyg,BerhNa00,def_int,0,,,,,
player,201411030nyg,nyg,BerhNa00,def_int_yds,0,,,,,
player,201411030nyg,nyg,BerhNa00,def_int_td,0,,,,,
player,201411030nyg,nyg,BerhNa00,def_int_long,0,,,,,
player,201411030nyg,nyg,BerhNa00,pass_defended,0,,,,,
player,201411030nyg,nyg,BerhNa00,sacks,0.0,,,,,
player,201411030nyg,nyg,BerhNa00,tackles_combined,2,,,,,
player,201411030nyg,nyg,BerhNa00,tackles_solo,2,,,,,
player,201411030nyg,nyg,BerhNa00,tackles_assists,0,,,,,
player,201411030nyg,nyg,BerhNa00,tackles_loss,0,,,,,
player,201411030nyg,nyg,BerhNa00,qb_hits,0,,,,,
player,201411030nyg,nyg,BerhNa00,fumbles_rec,0,,,,,
player,201411030nyg,nyg,BerhNa00,fumbles_rec_yds,0,,,,,
player,201411030nyg,nyg,BerhNa00,fumbles_rec_td,0,,,,,
player,201411030nyg,nyg,BerhNa00,fumbles_forced,0,,,,,
player,201411030nyg,nyg,BrowSt99,def_int,0,,,,,
player,201411030nyg,nyg,BrowSt99,def_int_yds,0,,,,,
player,201411030nyg,nyg,BrowSt99,def_int_td,0,,,,,
player,201411030nyg,nyg,BrowSt99,def_int_long,0,,,,,
player,201411030nyg,nyg,BrowSt99,pass_defended,0,,,,,
player,201411030nyg,nyg,BrowSt99,sacks,0.0,,,,,
player,201411030nyg,nyg,BrowSt99,tackles_combined,2,,,,,
player,201411030nyg,nyg,BrowSt99,tackles_solo,2,,,,,
player,201411030nyg,nyg,BrowSt99,tackles_assists,0,,,,,
player,201411030nyg,nyg,BrowSt99,tackles_loss,0,,,,,
player,201411030nyg,nyg,BrowSt99,qb_hits,0,,,,,
player,201411030nyg,nyg,BrowSt99,fumbles_rec,0,,,,,
player,201411030nyg,nyg,BrowSt99,fumbles_rec_yds,0,,,,,
player,201411030nyg,nyg,BrowSt99,fumbles_rec_td,0,,,,,
player,201411030nyg,nyg,BrowSt99,fumbles_forced,0,,,,,
player,201411030nyg,nyg,PierJa99,def_int,0,,,,,
player,201411030nyg,nyg,PierJa99,def_int_yds,0,,,,,
player,201411030nyg,nyg,PierJa99,def_int_td,0,,,,,
player,201411030nyg,nyg,PierJa99,def_int_long,0,,,,,
player,201411030nyg,nyg,PierJa99,pass_defended,1,,,,,
player,201411030nyg,nyg,PierJa99,sacks,0.0,,,,,
player,201411030nyg,nyg,PierJa99,tackles_combined,2,,,,,
player,201411030nyg,nyg,PierJa99,tackles_solo,1,,,,,
player,201411030nyg,nyg,PierJa99,tackles_assists,1,,,,,
player,201411030nyg,nyg,PierJa99,tackles_loss,0,,,,,
player,201411030nyg,nyg,PierJa99,qb_hits,1,,,,,
player,201411030nyg,nyg,PierJa99,fumbles_rec,0,,,,,
player,201411030nyg,nyg,PierJa99,fumbles_rec_yds,0,,,,,
player,201411030nyg,nyg,PierJa99,fumbles_rec_td,0,,,,,
player,201411030nyg,nyg,PierJa99,fumbles_forced,0,,,,,
player,201411030nyg,nyg,BowmZa20,def_int,0,,,,,
player,201411030nyg,nyg,BowmZa20,def_int_yds,0,,,,,
player,201411030nyg,nyg,BowmZa20,def_int_td,0,,,,,
player,201411030nyg,nyg,BowmZa20,def_int_long,0,,,,,
player,201411030nyg,nyg,BowmZa20,pass_defended,0,,,,,
player,201411030nyg,nyg,BowmZa20,sacks,0.0,,,,,
player,201411030nyg,nyg,BowmZa20,tackles_combined,1,,,,,
player,201411030nyg,nyg,BowmZa20,tackles_solo,1,,,,,
player,201411030nyg,nyg,BowmZa20,tackles_assists,0,,,,,
player,201411030nyg,nyg,BowmZa20,tackles_loss,0,,,,,
player,201411030nyg,nyg,BowmZa20,qb_hits,0,,,,,
player,201411030nyg,nyg,BowmZa20,fumbles_rec,0,,,,,
player,201411030nyg,nyg,BowmZa20,fumbles_rec_yds,0,,,,,
player,201411030nyg,nyg,BowmZa20,fumbles_rec_td,0,,,,,
player,201411030nyg,nyg,BowmZa20,fumbles_forced,0,,,,,
player,201411030nyg,nyg,BromJa00,def_int,0,,,,,
player,201411030nyg,nyg,BromJa00,def_int_yds,0,,,,,
player,201411030nyg,nyg,BromJa00,def_int_td,0,,,,,
player,201411030nyg,nyg,BromJa00,def_int_long,0,,,,,
player,201411030nyg,nyg,BromJa00,pass_defended,0,,,,,
player,201411030nyg,nyg,BromJa00,sacks,0.0,,,,,
player,201411030nyg,nyg,BromJa00,tackles_combined,1,,,,,
player,201411030nyg,nyg,BromJa00,tackles_solo,0,,,,,
player,201411030nyg,nyg,BromJa00,tackles_assists,1,,,,,
player,201411030nyg,nyg,BromJa00,tackles_loss,0,,,,,
player,201411030nyg,nyg,BromJa00,qb_hits,0,,,,,
player,201411030nyg,nyg,BromJa00,fumbles_rec,0,,,,,
player,201411030nyg,nyg,BromJa00,fumbles_rec_yds,0,,,,,
player,201411030nyg,nyg,BromJa00,fumbles_rec_td,0,,,,,
player,201411030nyg,nyg,BromJa00,fumbles_forced,0,,,,,
player,201411030nyg,nyg,brownjos01,def_int,0,,,,,
player,201411030nyg,nyg,brownjos01,def_int_yds,0,,,,,
player,201411030nyg,nyg,brownjos01,def_int_td,0,,,,,
player,201411030nyg,nyg,brownjos01,def_int_long,0,,,,,
player,201411030nyg,nyg,brownjos01,pass_defended,0,,,,,
player,201411030nyg,nyg,brownjos01,sacks,0.0,,,,,
player,201411030nyg,nyg,brownjos01,tackles_combined,1,,,,,
player,201411030nyg,nyg,brownjos01,tackles_solo,1,,,,,
player,201411030nyg,nyg,brownjos01,tackles_assists,0,,,,,
player,201411030nyg,nyg,brownjos01,tackles_loss,0,,,,,
player,201411030nyg,nyg,brownjos01,qb_hits,0,,,,,
player,201411030nyg,nyg,brownjos01,fumbles_rec,0,,,,,
player,201411030nyg,nyg,brownjos01,fumbles_rec_yds,0,,,,,
player,201411030nyg,nyg,brownjos01,fumbles_rec_td,0,,,,,
player,201411030nyg,nyg,brownjos01,fumbles_forced,0,,,,,
player,201411030nyg,nyg,DeOsZa99,def_int,0,,,,,
player,201411030nyg,nyg,DeOsZa99,def_int_yds,0,,,,,
player,201411030nyg,nyg,DeOsZa99,def_int_td,0,,,,,
player,201411030nyg,nyg,DeOsZa99,def_int_long,0,,,,,
player,201411030nyg,nyg,DeOsZa99,pass_defended,0,,,,,
player,201411030nyg,nyg,DeOsZa99,sacks,0.0,,,,,
player,201411030nyg,nyg,DeOsZa99,tackles_combined,1,,,,,
player,201411030nyg,nyg,DeOsZa99,tackles_solo,0,,,,,
player,201411030nyg,nyg,DeOsZa99,tackles_assists,1,,,,,
player,201411030nyg,nyg,DeOsZa99,tackles_loss,0,,,,,
player,201411030nyg,nyg,DeOsZa99,qb_hits,0,,,,,
player,201411030nyg,nyg,DeOsZa99,fumbles_rec,0,,,,,
player,201411030nyg,nyg,DeOsZa99,fumbles_rec_yds,0,,,,,
player,201411030nyg,nyg,DeOsZa99,fumbles_rec_td,0,,,,,
player,201411030nyg,nyg,DeOsZa99,fumbles_forced,0,,,,,
player,201411030nyg,nyg,FellDa00,def_int,0,,,,,
player,201411030nyg,nyg,FellDa00,def_int_yds,0,,,,,
player,201411030nyg,nyg,FellDa00,def_int_td,0,,,,,
player,201411030nyg,nyg,FellDa00,def_int_long,0,,,,,
player,201411030nyg,nyg,FellDa00,pass_defended,0,,,,,
player,201411030nyg,nyg,FellDa00,sacks,0.0,,,,,
player,201411030nyg,nyg,FellDa00,tackles_combined,1,,,,,
player,201411030nyg,nyg,FellDa00,tackles_solo,0,,,,,
player,201411030nyg,nyg,FellDa00,tackles_assists,1,,,,,
player,201411030nyg,nyg,FellDa00,tackles_loss,0,,,,,
player,201411030nyg,nyg,FellDa00,qb_hits,0,,,,,
player,201411030nyg,nyg,FellDa00,fumbles_rec,0,,,,,
player,201411030nyg,nyg,FellDa00,fumbles_rec_yds,0,,,,,
player,201411030nyg,nyg,FellDa00,fumbles_rec_td,0,,,,,
player,201411030nyg,nyg,FellDa00,fumbles_forced,0,,,,,
player,201411030nyg,nyg,HankJo00,def_int,0,,,,,
player,201411030nyg,nyg,HankJo00,def_int_yds,0,,,,,
player,201411030nyg,nyg,HankJo00,def_int_td,0,,,,,
player,201411030nyg,nyg,HankJo00,def_int_long,0,,,,,
player,201411030nyg,nyg,HankJo00,pass_defended,1,,,,,
player,201411030nyg,nyg,HankJo00,sacks,0.0,,,,,
player,201411030nyg,nyg,HankJo00,tackles_combined,1,,,,,
player,201411030nyg,nyg,HankJo00,tackles_solo,1,,,,,
player,201411030nyg,nyg,HankJo00,tackles_assists,0,,,,,
player,201411030nyg,nyg,HankJo00,tackles_loss,0,,,,,
player,201411030nyg,nyg,HankJo00,qb_hits,0,,,,,
player,201411030nyg,nyg,HankJo00,fumbles_rec,0,,,,,
player,201411030nyg,nyg,HankJo00,fumbles_rec_yds,0,,,,,
player,201411030nyg,nyg,HankJo00,fumbles_rec_td,0,,,,,
player,201411030nyg,nyg,HankJo00,fumbles_forced,0,,,,,
player,201411030nyg,nyg,HerzMa00,def_int,0,,,,,
player,201411030nyg,nyg,HerzMa00,def_int_yds,0,,,,,
player,201411030nyg,nyg,HerzMa00,def_int_td,0,,,,,
player,201411030nyg,nyg,HerzMa00,def_int_long,0,,,,,
player,201411030nyg,nyg,HerzMa00,pass_defended,0,,,,,
player,201411030nyg,nyg,HerzMa00,sacks,0.0,,,,,
player,201411030nyg,nyg,HerzMa00,tackles_combined,1,,,,,
player,201411030nyg,nyg,HerzMa00,tackles_solo,1,,,,,
player,201411030nyg,nyg,HerzMa00,tackles_assists,0,,,,,
player,201411030nyg,nyg,HerzMa00,tackles_loss,0,,,,,
player,201411030nyg,nyg,HerzMa00,qb_hits,0,,,,,
player,201411030nyg,nyg,HerzMa00,fumbles_rec,0,,,,,
player,201411030nyg,nyg,HerzMa00,fumbles_rec_yds,0,,,,,
player,201411030nyg,nyg,HerzMa00,fumbles_rec_td,0,,,,,
player,201411030nyg,nyg,HerzMa00,fumbles_forced,0,,,,,
player,201411030nyg,nyg,OgleKe00,def_int,0,,,,,
player,201411030nyg,nyg,OgleKe00,def_int_yds,0,,,,,
player,201411030nyg,nyg,OgleKe00,def_int_td,0,,,,,
player,201411030nyg,nyg,OgleKe00,def_int_long,0,,,,,
player,201411030nyg,nyg,OgleKe00,pass_defended,0,,,,,
player,201411030nyg,nyg,OgleKe00,sacks,0.0,,,,,
player,201411030nyg,nyg,OgleKe00,tackles_combined,1,,,,,
player,201411030nyg,nyg,OgleKe00,tackles_solo,1,,,,,
player,201411030nyg,nyg,OgleKe00,tackles_assists,0,,,,,
player,201411030nyg,nyg,OgleKe00,tackles_loss,0,,,,,
player,201411030nyg,nyg,OgleKe00,qb_hits,0,,,,,
player,201411030nyg,nyg,OgleKe00,fumbles_rec,0,,,,,
player,201411030nyg,nyg,OgleKe00,fumbles_rec_yds,0,,,,,
player,201411030nyg,nyg,OgleKe00,fumbles_rec_td,0,,,,,
player,201411030nyg,nyg,OgleKe00,fumbles_forced,0,,,,,
player,201411030nyg,nyg,PattMi20,def_int,0,,,,,
player,201411030nyg,nyg,PattMi20,def_int_yds,0,,,,,
player,201411030nyg,nyg,PattMi20,def_int_td,0,,,,,
player,201411030nyg,nyg,PattMi20,def_int_long,0,,,,,
player,201411030nyg,nyg,PattMi20,pass_defended,0,,,,,
player,201411030nyg,nyg,PattMi20,sacks,0.0,,,,,
player,201411030nyg,nyg,PattMi20,tackles_combined,1,,,,,
player,201411030nyg,nyg,PattMi20,tackles_solo,0,,,,,
player,201411030nyg,nyg,PattMi20,tackles_assists,1,,,,,
player,201411030nyg,nyg,PattMi20,tackles_loss,0,,,,,
player,201411030nyg,nyg,PattMi20,qb_hits,0,,,,,
player,201411030nyg,nyg,PattMi20,fumbles_rec,0,,,,,
player,201411030nyg,nyg,PattMi20,fumbles_rec_yds,0,,,,,
player,201411030nyg,nyg,PattMi20,fumbles_rec_td,0,,,,,
player,201411030nyg,nyg,PattMi20,fumbles_forced,0,,,,,
player,201411030nyg,nyg,RobiAd00,def_int,0,,,,,
player,201411030nyg,nyg,RobiAd00,def_int_yds,0,,,,,
player,201411030nyg,nyg,RobiAd00,def_int_td,0,,,,,
player,201411030nyg,nyg,RobiAd00,def_int_long,0,,,,,
player,201411030nyg,nyg,RobiAd00,pass_defended,0,,,,,
player,201411030nyg,nyg,RobiAd00,sacks,0.0,,,,,
player,201411030nyg,nyg,RobiAd00,tackles_combined,1,,,,,
player,201411030nyg,nyg,RobiAd00,tackles_solo,0,,,,,
player,201411030nyg,nyg,RobiAd00,tackles_assists,1,,,,,
player,201411030nyg,nyg,RobiAd00,tackles_loss,0,,,,,
player,201411030nyg,nyg,RobiAd00,qb_hits,0,,,,,
player,201411030nyg,nyg,RobiAd00,fumbles_rec,0,,,,,
player,201411030nyg,nyg,RobiAd00,fumbles_rec_yds,0,,,,,
player,201411030nyg,nyg,RobiAd00,fumbles_rec_td,0,,,,,
player,201411030nyg,nyg,RobiAd00,fumbles_forced,0,,,,,
player,201411030nyg,nyg,RodgDo99,def_int,0,,,,,
player,201411030nyg,nyg,RodgDo99,def_int_yds,0,,,,,
player,201411030nyg,nyg,RodgDo99,def_int_td,0,,,,,
player,201411030nyg,nyg,RodgDo99,def_int_long,0,,,,,
player,201411030nyg,nyg,RodgDo99,pass_defended,0,,,,,
player,201411030nyg,nyg,RodgDo99,sacks,0.0,,,,,
player,201411030nyg,nyg,RodgDo99,tackles_combined,1,,,,,
player,201411030nyg,nyg,RodgDo99,tackles_solo,1,,,,,
player,201411030nyg,nyg,RodgDo99,tackles_assists,0,,,,,
player,201411030nyg,nyg,RodgDo99,tackles_loss,0,,,,,
player,201411030nyg,nyg,RodgDo99,qb_hits,0,,,,,
player,201411030nyg,nyg,RodgDo99,fumbles_rec,0,,,,,
player,201411030nyg,nyg,RodgDo99,fumbles_rec_yds,0,,,,,
player,201411030nyg,nyg,RodgDo99,fumbles_rec_td,0,,,,,
player,201411030nyg,nyg,RodgDo99,fumbles_forced,0,,,,,
player,201411030nyg,nyg,WeatSt20,def_int,0,,,,,
player,201411030nyg,nyg,WeatSt20,def_int_yds,0,,,,,
player,201411030nyg,nyg,WeatSt20,def_int_td,0,,,,,
player,201411030nyg,nyg,WeatSt20,def_int_long,0,,,,,
player,201411030nyg,nyg,WeatSt20,pass_defended,0,,,,,
player,201411030nyg,nyg,WeatSt20,sacks,0.0,,,,,
player,201411030nyg,nyg,WeatSt20,tackles_combined,1,,,,,
player,201411030nyg,nyg,WeatSt20,tackles_solo,1,,,,,
player,201411030nyg,nyg,WeatSt20,tackles_assists,0,,,,,
player,201411030nyg,nyg,WeatSt20,tackles_loss,0,,,,,
player,201411030nyg,nyg,WeatSt20,qb_hits,0,,,,,
player,201411030nyg,nyg,WeatSt20,fumbles_rec,0,,,,,
player,201411030nyg,nyg,WeatSt20,fumbles_rec_yds,0,,,,,
player,201411030nyg,nyg,WeatSt20,fumbles_rec_td,0,,,,,
player,201411030nyg,nyg,WeatSt20,fumbles_forced,0,,,,,
player,201411030nyg,clt,WhalGr00,kick_ret,2,,,,,
player,201411030nyg,clt,WhalGr00,kick_ret_yds,36,,,,,
player,201411030nyg,clt,WhalGr00,kick_ret_yds_per_ret,18.0,,,,,
player,201411030nyg,clt,WhalGr00,kick_ret_td,0,,,,,
player,201411030nyg,clt,WhalGr00,kick_ret_long,30,,,,,
player,201411030nyg,clt,WhalGr00,punt_ret,5,,,,,
player,201411030nyg,clt,WhalGr00,punt_ret_yds,38,,,,,
player,201411030nyg,clt,WhalGr00,punt_ret_yds_per_ret,7.6,,,,,
player,201411030nyg,clt,WhalGr00,punt_ret_td,0,,,,,
player,201411030nyg,clt,WhalGr00,punt_ret_long,15,,,,,
player,201411030nyg,clt,HiltT.00,kick_ret,1,,,,,
player,201411030nyg,clt,HiltT.00,kick_ret_yds,0,,,,,
player,201411030nyg,clt,HiltT.00,kick_ret_yds_per_ret,0.0,,,,,
player,201411030nyg,clt,HiltT.00,kick_ret_td,0,,,,,
player,201411030nyg,clt,HiltT.00,kick_ret_long,0,,,,,
player,201411030nyg,clt,HiltT.00,punt_ret,0,,,,,
player,201411030nyg,clt,HiltT.00,punt_ret_yds,0,,,,,
player,201411030nyg,clt,HiltT.00,punt_ret_yds_per_ret,,,,,,
player,201411030nyg,clt,HiltT.00,punt_ret_td,0,,,,,
player,201411030nyg,clt,HiltT.00,punt_ret_long,0,,,,,
player,201411030nyg,nyg,BeckOd00,kick_ret,0,,,,,
player,201411030nyg,nyg,BeckOd00,kick_ret_yds,0,,,,,
player,201411030nyg,nyg,BeckOd00,kick_ret_yds_per_ret,,,,,,
player,201411030nyg,nyg,BeckOd00,kick_ret_td,0,,,,,
player,201411030nyg,nyg,BeckOd00,kick_ret_long,0,,,,,
player,201411030nyg,nyg,BeckOd00,punt_ret,1,,,,,
player,201411030nyg,nyg,BeckOd00,punt_ret_yds,-3,,,,,
player,201411030nyg,nyg,BeckOd00,punt_ret_yds_per_ret,-3.0,,,,,
player,201411030nyg,nyg,BeckOd00,punt_ret_td,0,,,,,
player,201411030nyg,nyg,BeckOd00,punt_ret_long,-3,,,,,
player,201411030nyg,nyg,CoxxMi00,kick_ret,4,,,,,
player,201411030nyg,nyg,CoxxMi00,kick_ret_yds,88,,,,,
player,201411030nyg,nyg,CoxxMi00,kick_ret_yds_per_ret,22.0,,,,,
player,201411030nyg,nyg,CoxxMi00,kick_ret_td,0,,,,,
player,201411030nyg,nyg,CoxxMi00,kick_ret_long,33,,,,,
player,201411030nyg,nyg,CoxxMi00,punt_ret,0,,,,,
player,201411030nyg,nyg,CoxxMi00,punt_ret_yds,0,,,,,
player,201411030nyg,nyg,CoxxMi00,punt_ret_yds_per_ret,,,,,,
player,201411030nyg,nyg,CoxxMi00,punt_ret_td,0,,,,,
player,201411030nyg,nyg,CoxxMi00,punt_ret_long,0,,,,,
player,201411030nyg,clt,vinatada01,xpm,4,,,,,
player,201411030nyg,clt,vinatada01,xpa,4,,,,,
player,201411030nyg,clt,vinatada01,fgm,4,,,,,
player,201411030nyg,clt,vinatada01,fga,4,,,,,
player,201411030nyg,clt,vinatada01,punt,0,,,,,
player,201411030nyg,clt,vinatada01,punt_yds,0,,,,,
player,201411030nyg,clt,vinatada01,punt_yds_per_punt,,,,,,
player,201411030nyg,clt,vinatada01,punt_long,0,,,,,
player,201411030nyg,clt,McAfPa44,xpm,,,,,,
player,201411030nyg,clt,McAfPa44,xpa,,,,,,
player,201411030nyg,clt,McAfPa44,fgm,,,,,,
player,201411030nyg,clt,McAfPa44,fga,,,,,,
player,201411030nyg,clt,McAfPa44,punt,6,,,,,
player,201411030nyg,clt,McAfPa44,punt_yds,240,,,,,
player,201411030nyg,clt,McAfPa44,punt_yds_per_punt,40.0,,,,,
player,201411030nyg,clt,McAfPa44,punt_long,52,,,,,
player,201411030nyg,nyg,brownjos01,xpm,3,,,,,
player,201411030nyg,nyg,brownjos01,xpa,3,,,,,
player,201411030nyg,nyg,brownjos01,fgm,1,,,,,
player,201411030nyg,nyg,brownjos01,fga,1,,,,,
player,201411030nyg,nyg,brownjos01,punt,0,,,,,
player,201411030nyg,nyg,brownjos01,punt_yds,0,,,,,
player,201411030nyg,nyg,brownjos01,punt_yds_per_punt,,,,,,
player,201411030nyg,nyg,brownjos01,punt_long,0,,,,,
player,201411030nyg,nyg,WeatSt20,xpm,,,,,,
player,201411030nyg,nyg,WeatSt20,xpa,,,,,,
player,201411030nyg,nyg,WeatSt20,fgm,,,,,,
player,201411030nyg,nyg,WeatSt20,fga,,,,,,
player,201411030nyg,nyg,WeatSt20,punt,8,,,,,
player,201411030nyg,nyg,WeatSt20,punt_yds,353,,,,,
player,201411030nyg,nyg,WeatSt20,punt_yds_per_punt,44.1,,,,,
player,201411030nyg,nyg,WeatSt20,punt_long,58,,,,,
player,201411030nyg,nyg,JerrJo20,pos,G,,,,,
player,201411030nyg,nyg,JerrJo20,offense,76,,,,,
player,201411030nyg,nyg,JerrJo20,off_pct,100%,,,,,
player,201411030nyg,nyg,JerrJo20,defense,0,,,,,
player,201411030nyg,nyg,JerrJo20,def_pct,0%,,,,,
player,201411030nyg,nyg,JerrJo20,special_teams,4,,,,,
