game,2014,7,20141019,201410190was,oti,"Tennessee Titans",17,was,"Washington Redskins",19
player,201410190was,oti,SankBi00,pass_yds,0,,,,,
player,201410190was,oti,SankBi00,pass_td,0,,,,,
player,201410190was,oti,SankBi00,pass_int,0,,,,,
player,201410190was,oti,SankBi00,pass_sacked,0,,,,,
player,201410190was,oti,SankBi00,pass_sacked_yds,0,,,,,
player,201410190was,oti,SankBi00,pass_long,0,,,,,
player,201410190was,oti,SankBi00,pass_rating,,,,,,
player,201410190was,oti,SankBi00,rush_att,16,,,,,
player,201410190was,oti,SankBi00,rush_yds,56,,,,,
player,201410190was,oti,SankBi00,rush_td,0,,,,,
player,201410190was,oti,SankBi00,rush_long,11,,,,,
player,201410190was,oti,SankBi00,targets,1,,,,,
player,201410190was,oti,SankBi00,rec,0,,,,,
player,201410190was,oti,SankBi00,rec_yds,0,,,,,
player,201410190was,oti,SankBi00,rec_td,0,,,,,
player,201410190was,oti,SankBi00,rec_long,0,,,,,
player,201410190was,oti,SankBi00,fumbles,0,,,,,
player,201410190was,oti,SankBi00,fumbles_lost,0,,,,,
player,201410190was,oti,WashLe00,pass_cmp,0,,,,,
player,201410190was,oti,WashLe00,pass_att,0,,,,,
player,201410190was,oti,WashLe00,pass_yds,0,,,,,
player,201410190was,oti,WashLe00,pass_td,0,,,,,
player,201410190was,oti,WashLe00,pass_int,0,,,,,
player,201410190was,oti,WashLe00,pass_sacked,0,,,,,
player,201410190was,oti,WashLe00,pass_sacked_yds,0,,,,,
player,201410190was,oti,WashLe00,pass_long,0,,,,,
player,201410190was,oti,WashLe00,pass_rating,,,,,,
player,201410190was,oti,WashLe00,rush_att,1,,,,,
player,201410190was,oti,WashLe00,rush_yds,8,,,,,
player,201410190was,oti,WashLe00,rush_td,0,,,,,
player,201410190was,oti,WashLe00,rush_long,8,,,,,
player,201410190was,oti,WashLe00,targets,2,,,,,
player,201410190was,oti,WashLe00,rec,2,,,,,
player,201410190was,oti,WashLe00,rec_yds,-4,,,,,
player,201410190was,oti,WashLe00,rec_td,0,,,,,
player,201410190was,oti,WashLe00,rec_long,1,,,,,
player,201410190was,oti,WashLe00,fumbles,0,,,,,
player,201410190was,oti,WashLe00,fumbles_lost,0,,,,,
player,201410190was,oti,BattJa00,pass_cmp,0,,,,,
player,201410190was,oti,BattJa00,pass_att,0,,,,,
player,201410190was,oti,BattJa00,pass_yds,0,,,,,
player,201410190was,oti,BattJa00,pass_td,0,,,,,
player,201410190was,oti,BattJa00,pass_int,0,,,,,
player,201410190was,oti,BattJa00,pass_sacked,0,,,,,
player,201410190was,oti,BattJa00,pass_sacked_yds,0,,,,,
player,201410190was,oti,BattJa00,pass_long,0,,,,,
player,201410190was,oti,BattJa00,pass_rating,,,,,,
player,201410190was,oti,BattJa00,rush_att,2,,,,,
player,201410190was,oti,BattJa00,rush_yds,3,,,,,
player,201410190was,oti,BattJa00,rush_td,0,,,,,
player,201410190was,oti,BattJa00,rush_long,2,,,,,
player,201410190was,oti,BattJa00,targets,2,,,,,
player,201410190was,oti,BattJa00,rec,2,,,,,
player,201410190was,oti,BattJa00,rec_yds,13,,,,,
player,201410190was,oti,BattJa00,rec_td,0,,,,,
player,201410190was,oti,BattJa00,rec_long,12,,,,,
player,201410190was,oti,BattJa00,fumbles,0,,,,,
player,201410190was,oti,BattJa00,fumbles_lost,0,,,,,
player,201410190was,oti,WrigKe01,pass_cmp,0,,,,,
player,201410190was,oti,WrigKe01,pass_att,0,,,,,
player,201410190was,oti,WrigKe01,pass_yds,0,,,,,
player,201410190was,oti,WrigKe01,pass_td,0,,,,,
player,201410190was,oti,WrigKe01,pass_int,0,,,,,
player,201410190was,oti,WrigKe01,pass_sacked,0,,,,,
player,201410190was,oti,WrigKe01,pass_sacked_yds,0,,,,,
player,201410190was,oti,WrigKe01,pass_long,0,,,,,
player,201410190was,oti,WrigKe01,pass_rating,,,,,,
player,201410190was,oti,WrigKe01,rush_att,0,,,,,
player,201410190was,oti,WrigKe01,rush_yds,0,,,,,
player,201410190was,oti,WrigKe01,rush_td,0,,,,,
player,201410190was,oti,WrigKe01,rush_long,0,,,,,
player,201410190was,oti,WrigKe01,targets,9,,,,,
player,201410190was,oti,WrigKe01,rec,6,,,,,
player,201410190was,oti,WrigKe01,rec_yds,68,,,,,
player,201410190was,oti,WrigKe01,rec_td,1,,,,,
player,201410190was,oti,WrigKe01,rec_long,16,,,,,
player,201410190was,oti,WrigKe01,fumbles,0,,,,,
player,201410190was,oti,WrigKe01,fumbles_lost,0,,,,,
player,201410190was,oti,HagaDe00,pass_cmp,0,,,,,
player,201410190was,oti,HagaDe00,pass_att,0,,,,,
player,201410190was,oti,HagaDe00,pass_yds,0,,,,,
player,201410190was,oti,HagaDe00,pass_td,0,,,,,
player,201410190was,oti,HagaDe00,pass_int,0,,,,,
player,201410190was,oti,HagaDe00,pass_sacked,0,,,,,
player,201410190was,oti,HagaDe00,pass_sacked_yds,0,,,,,
player,201410190was,oti,HagaDe00,pass_long,0,,,,,
player,201410190was,oti,HagaDe00,pass_rating,,,,,,
player,201410190was,oti,HagaDe00,rush_att,0,,,,,
player,201410190was,oti,HagaDe00,rush_yds,0,,,,,
player,201410190was,oti,HagaDe00,rush_td,0,,,,,
player,201410190was,oti,HagaDe00,rush_long,0,,,,,
player,201410190was,oti,HagaDe00,targets,2,,,,,
player,201410190was,oti,HagaDe00,rec,2,,,,,
player,201410190was,oti,HagaDe00,rec_yds,45,,,,,
player,201410190was,oti,HagaDe00,rec_td,1,,,,,
player,201410190was,oti,HagaDe00,rec_long,38,,,,,
player,201410190was,oti,HagaDe00,fumbles,0,,,,,
player,201410190was,oti,HagaDe00,fumbles_lost,0,,,,,
player,201410190was,oti,WalkHu00,pass_cmp,0,,,,,
player,201410190was,oti,WalkHu00,pass_att,0,,,,,
player,201410190was,oti,WalkHu00,pass_yds,0,,,,,
player,201410190was,oti,WalkHu00,pass_td,0,,,,,
player,201410190was,oti,WalkHu00,pass_int,0,,,,,
player,201410190was,oti,WalkHu00,pass_sacked,0,,,,,
player,201410190was,oti,WalkHu00,pass_sacked_yds,0,,,,,
player,201410190was,oti,WalkHu00,pass_long,0,,,,,
player,201410190was,oti,WalkHu00,pass_rating,,,,,,
player,201410190was,oti,WalkHu00,rush_att,0,,,,,
player,201410190was,oti,WalkHu00,rush_yds,0,,,,,
player,201410190was,oti,WalkHu00,rush_td,0,,,,,
player,201410190was,oti,WalkHu00,rush_long,0,,,,,
player,201410190was,oti,WalkHu00,targets,5,,,,,
player,201410190was,oti,WalkHu00,rec,2,,,,,
player,201410190was,oti,WalkHu00,rec_yds,17,,,,,
player,201410190was,oti,WalkHu00,rec_td,0,,,,,
player,201410190was,oti,WalkHu00,rec_long,12,,,,,
player,201410190was,oti,WalkHu00,fumbles,0,,,,,
player,201410190was,oti,WalkHu00,fumbles_lost,0,,,,,
player,201410190was,oti,WashNa00,pass_cmp,0,,,,,
player,201410190was,oti,WashNa00,pass_att,0,,,,,
player,201410190was,oti,WashNa00,pass_yds,0,,,,,
player,201410190was,oti,WashNa00,pass_td,0,,,,,
player,201410190was,oti,WashNa00,pass_int,0,,,,,
player,201410190was,oti,WashNa00,pass_sacked,0,,,,,
player,201410190was,oti,WashNa00,pass_sacked_yds,0,,,,,
player,201410190was,oti,WashNa00,pass_long,0,,,,,
player,201410190was,oti,WashNa00,pass_rating,,,,,,
player,201410190was,oti,WashNa00,rush_att,0,,,,,
player,201410190was,oti,WashNa00,rush_yds,0,,,,,
player,201410190was,oti,WashNa00,rush_td,0,,,,,
player,201410190was,oti,WashNa00,rush_long,0,,,,,
player,201410190was,oti,WashNa00,targets,1,,,,,
player,201410190was,oti,WashNa00,rec,1,,,,,
player,201410190was,oti,WashNa00,rec_yds,9,,,,,
player,201410190was,oti,WashNa00,rec_td,0,,,,,
player,201410190was,oti,WashNa00,rec_long,9,,,,,
player,201410190was,oti,WashNa00,fumbles,0,,,,,
player,201410190was,oti,WashNa00,fumbles_lost,0,,,,,
player,201410190was,oti,HuntJu00,pass_cmp,0,,,,,
player,201410190was,oti,HuntJu00,pass_att,0,,,,,
player,201410190was,oti,HuntJu00,pass_yds,0,,,,,
player,201410190was,oti,HuntJu00,pass_td,0,,,,,
player,201410190was,oti,HuntJu00,pass_int,0,,,,,
player,201410190was,oti,HuntJu00,pass_sacked,0,,,,,
player,201410190was,oti,HuntJu00,pass_sacked_yds,0,,,,,
player,201410190was,oti,HuntJu00,pass_long,0,,,,,
player,201410190was,oti,HuntJu00,pass_rating,,,,,,
player,201410190was,oti,HuntJu00,rush_att,0,,,,,
player,201410190was,oti,HuntJu00,rush_yds,0,,,,,
player,201410190was,oti,HuntJu00,rush_td,0,,,,,
player,201410190was,oti,HuntJu00,rush_long,0,,,,,
player,201410190was,oti,HuntJu00,targets,2,,,,,
player,201410190was,oti,HuntJu00,rec,1,,,,,
player,201410190was,oti,HuntJu00,rec_yds,6,,,,,
player,201410190was,oti,HuntJu00,rec_td,0,,,,,
player,201410190was,oti,HuntJu00,rec_long,6,,,,,
player,201410190was,oti,HuntJu00,fumbles,0,,,,,
player,201410190was,oti,HuntJu00,fumbles_lost,0,,,,,
player,201410190was,oti,CoffCh00,pass_cmp,0,,,,,
player,201410190was,oti,CoffCh00,pass_att,0,,,,,
player,201410190was,oti,CoffCh00,pass_yds,0,,,,,
player,201410190was,oti,CoffCh00,pass_td,0,,,,,
player,201410190was,oti,CoffCh00,pass_int,0,,,,,
player,201410190was,oti,CoffCh00,pass_sacked,0,,,,,
player,201410190was,oti,CoffCh00,pass_sacked_yds,0,,,,,
player,201410190was,oti,CoffCh00,pass_long,0,,,,,
player,201410190was,oti,CoffCh00,pass_rating,,,,,,
player,201410190was,oti,CoffCh00,rush_att,0,,,,,
player,201410190was,oti,CoffCh00,rush_yds,0,,,,,
player,201410190was,oti,CoffCh00,rush_td,0,,,,,
player,201410190was,oti,CoffCh00,rush_long,0,,,,,
player,201410190was,oti,CoffCh00,targets,1,,,,,
player,201410190was,oti,CoffCh00,rec,0,,,,,
player,201410190was,oti,CoffCh00,rec_yds,0,,,,,
player,201410190was,oti,CoffCh00,rec_td,0,,,,,
player,201410190was,oti,CoffCh00,rec_long,0,,,,,
player,201410190was,oti,CoffCh00,fumbles,0,,,,,
player,201410190was,oti,CoffCh00,fumbles_lost,0,,,,,
player,201410190was,oti,McClDe00,pass_cmp,0,,,,,
player,201410190was,oti,McClDe00,pass_att,0,,,,,
player,201410190was,oti,McClDe00,pass_yds,0,,,,,
player,201410190was,oti,McClDe00,pass_td,0,,,,,
player,201410190was,oti,McClDe00,pass_int,0,,,,,
player,201410190was,oti,McClDe00,pass_sacked,0,,,,,
player,201410190was,oti,McClDe00,pass_sacked_yds,0,,,,,
player,201410190was,oti,McClDe00,pass_long,0,,,,,
player,201410190was,oti,McClDe00,pass_rating,,,,,,
player,201410190was,oti,McClDe00,rush_att,1,,,,,
player,201410190was,oti,McClDe00,rush_yds,-1,,,,,
player,201410190was,oti,McClDe00,rush_td,0,,,,,
player,201410190was,oti,McClDe00,rush_long,-1,,,,,
player,201410190was,oti,McClDe00,targets,1,,,,,
player,201410190was,oti,McClDe00,rec,1,,,,,
player,201410190was,oti,McClDe00,rec_yds,6,,,,,
player,201410190was,oti,McClDe00,rec_td,0,,,,,
player,201410190was,oti,McClDe00,rec_long,6,,,,,
player,201410190was,oti,McClDe00,fumbles,1,,,,,
player,201410190was,oti,McClDe00,fumbles_lost,1,,,,,
player,201410190was,was,CousKi00,pass_cmp,10,,,,,
player,201410190was,was,CousKi00,pass_att,16,,,,,
player,201410190was,was,CousKi00,pass_yds,139,,,,,
player,201410190was,was,CousKi00,pass_td,0,,,,,
player,201410190was,was,CousKi00,pass_int,1,,,,,
player,201410190was,was,CousKi00,pass_sacked,1,,,,,
player,201410190was,was,CousKi00,pass_sacked_yds,8,,,,,
player,201410190was,was,CousKi00,pass_long,50,,,,,
player,201410190was,was,CousKi00,pass_rating,64.3,,,,,
player,201410190was,was,CousKi00,rush_att,0,,,,,
player,201410190was,was,CousKi00,rush_yds,0,,,,,
player,201410190was,was,CousKi00,rush_td,0,,,,,
player,201410190was,was,CousKi00,rush_long,0,,,,,
player,201410190was,was,CousKi00,targets,0,,,,,
player,201410190was,was,CousKi00,rec,0,,,,,
player,201410190was,was,CousKi00,rec_yds,0,,,,,
player,201410190was,was,CousKi00,rec_td,0,,,,,
player,201410190was,was,CousKi00,rec_long,0,,,,,
player,201410190was,was,CousKi00,fumbles,1,,,,,
player,201410190was,was,CousKi00,fumbles_lost,1,,,,,
player,201410190was,was,McCoCo00,pass_cmp,11,,,,,
player,201410190was,was,McCoCo00,pass_att,12,,,,,
player,201410190was,was,McCoCo00,pass_yds,128,,,,,
player,201410190was,was,McCoCo00,pass_td,1,,,,,
player,201410190was,was,McCoCo00,pass_int,0,,,,,
player,201410190was,was,McCoCo00,pass_sacked,2,,,,,
player,201410190was,was,McCoCo00,pass_sacked_yds,8,,,,,
player,201410190was,was,McCoCo00,pass_long,70,,,,,
player,201410190was,was,McCoCo00,pass_rating,138.9,,,,,
player,201410190was,was,McCoCo00,rush_att,2,,,,,
player,201410190was,was,McCoCo00,rush_yds,3,,,,,
player,201410190was,was,McCoCo00,rush_td,0,,,,,
player,201410190was,was,McCoCo00,rush_long,4,,,,,
player,201410190was,was,McCoCo00,targets,0,,,,,
player,201410190was,was,McCoCo00,rec,0,,,,,
player,201410190was,was,McCoCo00,rec_yds,0,,,,,
player,201410190was,was,McCoCo00,rec_td,0,,,,,
player,201410190was,was,McCoCo00,rec_long,0,,,,,
player,201410190was,was,McCoCo00,fumbles,0,,,,,
player,201410190was,was,McCoCo00,fumbles_lost,0,,,,,
player,201410190was,was,MorrAl00,pass_cmp,0,,,,,
player,201410190was,was,MorrAl00,pass_att,0,,,,,
player,201410190was,was,MorrAl00,pass_yds,0,,,,,
player,201410190was,was,MorrAl00,pass_td,0,,,,,
player,201410190was,was,MorrAl00,pass_int,0,,,,,
player,201410190was,was,MorrAl00,pass_sacked,0,,,,,
player,201410190was,was,MorrAl00,pass_sacked_yds,0,,,,,
player,201410190was,was,MorrAl00,pass_long,0,,,,,
player,201410190was,was,MorrAl00,pass_rating,,,,,,
player,201410190was,was,MorrAl00,rush_att,18,,,,,
player,201410190was,was,MorrAl00,rush_yds,54,,,,,
player,201410190was,was,MorrAl00,rush_td,0,,,,,
player,201410190was,was,MorrAl00,rush_long,14,,,,,
player,201410190was,was,MorrAl00,targets,0,,,,,
player,201410190was,was,MorrAl00,rec,0,,,,,
player,201410190was,was,MorrAl00,rec_yds,0,,,,,
player,201410190was,was,MorrAl00,rec_td,0,,,,,
player,201410190was,was,MorrAl00,rec_long,0,,,,,
player,201410190was,was,MorrAl00,fumbles,0,,,,,
player,201410190was,was,MorrAl00,fumbles_lost,0,,,,,
player,201410190was,was,HeluRo00,pass_cmp,0,,,,,
player,201410190was,was,HeluRo00,pass_att,0,,,,,
player,201410190was,was,HeluRo00,pass_yds,0,,,,,
player,201410190was,was,HeluRo00,pass_td,0,,,,,
player,201410190was,was,HeluRo00,pass_int,0,,,,,
player,201410190was,was,HeluRo00,pass_sacked,0,,,,,
player,201410190was,was,HeluRo00,pass_sacked_yds,0,,,,,
player,201410190was,was,HeluRo00,pass_long,0,,,,,
player,201410190was,was,HeluRo00,pass_rating,,,,,,
player,201410190was,was,HeluRo00,rush_att,5,,,,,
player,201410190was,was,HeluRo00,rush_yds,29,,,,,
player,201410190was,was,HeluRo00,rush_td,0,,,,,
player,201410190was,was,HeluRo00,rush_long,15,,,,,
player,201410190was,was,HeluRo00,targets,3,,,,,
player,201410190was,was,HeluRo00,rec,3,,,,,
player,201410190was,was,HeluRo00,rec_yds,-9,,,,,
player,201410190was,was,HeluRo00,rec_td,0,,,,,
player,201410190was,was,HeluRo00,rec_long,1,,,,,
player,201410190was,was,HeluRo00,fumbles,0,,,,,
player,201410190was,was,HeluRo00,fumbles_lost,0,,,,,
player,201410190was,was,YounDa01,pass_cmp,0,,,,,
player,201410190was,was,YounDa01,pass_att,0,,,,,
player,201410190was,was,YounDa01,pass_yds,0,,,,,
player,201410190was,was,YounDa01,pass_td,0,,,,,
player,201410190was,was,YounDa01,pass_int,0,,,,,
player,201410190was,was,YounDa01,pass_sacked,0,,,,,
player,201410190was,was,YounDa01,pass_sacked_yds,0,,,,,
player,201410190was,was,YounDa01,pass_long,0,,,,,
player,201410190was,was,YounDa01,pass_rating,,,,,,
player,201410190was,was,YounDa01,rush_att,1,,,,,
player,201410190was,was,YounDa01,rush_yds,14,,,,,
player,201410190was,was,YounDa01,rush_td,0,,,,,
player,201410190was,was,YounDa01,rush_long,14,,,,,
player,201410190was,was,YounDa01,targets,1,,,,,
player,201410190was,was,YounDa01,rec,1,,,,,
player,201410190was,was,YounDa01,rec_yds,10,,,,,
player,201410190was,was,YounDa01,rec_td,0,,,,,
player,201410190was,was,YounDa01,rec_long,10,,,,,
player,201410190was,was,YounDa01,fumbles,0,,,,,
player,201410190was,was,YounDa01,fumbles_lost,0,,,,,
player,201410190was,was,GarcPi00,pass_cmp,0,,,,,
player,201410190was,was,GarcPi00,pass_att,0,,,,,
player,201410190was,was,GarcPi00,pass_yds,0,,,,,
player,201410190was,was,GarcPi00,pass_td,0,,,,,
player,201410190was,was,GarcPi00,pass_int,0,,,,,
player,201410190was,was,GarcPi00,pass_sacked,0,,,,,
player,201410190was,was,GarcPi00,pass_sacked_yds,0,,,,,
player,201410190was,was,GarcPi00,pass_long,0,,,,,
player,201410190was,was,GarcPi00,pass_rating,,,,,,
player,201410190was,was,GarcPi00,rush_att,0,,,,,
player,201410190was,was,GarcPi00,rush_yds,0,,,,,
player,201410190was,was,GarcPi00,rush_td,0,,,,,
player,201410190was,was,GarcPi00,rush_long,0,,,,,
player,201410190was,was,GarcPi00,targets,6,,,,,
player,201410190was,was,GarcPi00,rec,5,,,,,
player,201410190was,was,GarcPi00,rec_yds,87,,,,,
player,201410190was,was,GarcPi00,rec_td,1,,,,,
player,201410190was,was,GarcPi00,rec_long,70,,,,,
player,201410190was,was,GarcPi00,fumbles,0,,,,,
player,201410190was,was,GarcPi00,fumbles_lost,0,,,,,
player,201410190was,was,PaulNi00,pass_cmp,0,,,,,
player,201410190was,was,PaulNi00,pass_att,0,,,,,
player,201410190was,was,PaulNi00,pass_yds,0,,,,,
player,201410190was,was,PaulNi00,pass_td,0,,,,,
player,201410190was,was,PaulNi00,pass_int,0,,,,,
player,201410190was,was,PaulNi00,pass_sacked,0,,,,,
player,201410190was,was,PaulNi00,pass_sacked_yds,0,,,,,
player,201410190was,was,PaulNi00,pass_long,0,,,,,
player,201410190was,was,PaulNi00,pass_rating,,,,,,
player,201410190was,was,PaulNi00,rush_att,0,,,,,
player,201410190was,was,PaulNi00,rush_yds,0,,,,,
player,201410190was,was,PaulNi00,rush_td,0,,,,,
player,201410190was,was,PaulNi00,rush_long,0,,,,,
player,201410190was,was,PaulNi00,targets,2,,,,,
player,201410190was,was,PaulNi00,rec,2,,,,,
player,201410190was,was,PaulNi00,rec_yds,58,,,,,
player,201410190was,was,PaulNi00,rec_td,0,,,,,
player,201410190was,was,PaulNi00,rec_long,50,,,,,
player,201410190was,was,PaulNi00,fumbles,0,,,,,
player,201410190was,was,PaulNi00,fumbles_lost,0,,,,,
player,201410190was,was,ReedJo02,pass_cmp,0,,,,,
player,201410190was,was,ReedJo02,pass_att,0,,,,,
player,201410190was,was,ReedJo02,pass_yds,0,,,,,
player,201410190was,was,ReedJo02,pass_td,0,,,,,
player,201410190was,was,ReedJo02,pass_int,0,,,,,
player,201410190was,was,ReedJo02,pass_sacked,0,,,,,
player,201410190was,was,ReedJo02,pass_sacked_yds,0,,,,,
player,201410190was,was,ReedJo02,pass_long,0,,,,,
player,201410190was,was,ReedJo02,pass_rating,,,,,,
player,201410190was,was,ReedJo02,rush_att,0,,,,,
player,201410190was,was,ReedJo02,rush_yds,0,,,,,
player,201410190was,was,ReedJo02,rush_td,0,,,,,
player,201410190was,was,ReedJo02,rush_long,0,,,,,
player,201410190was,was,ReedJo02,targets,6,,,,,
player,201410190was,was,ReedJo02,rec,5,,,,,
player,201410190was,was,ReedJo02,rec_yds,54,,,,,
player,201410190was,was,ReedJo02,rec_td,0,,,,,
player,201410190was,was,ReedJo02,rec_long,22,,,,,
player,201410190was,was,ReedJo02,fumbles,0,,,,,
player,201410190was,was,ReedJo02,fumbles_lost,0,,,,,
player,201410190was,was,JackDe00,pass_cmp,0,,,,,
player,201410190was,was,JackDe00,pass_att,0,,,,,
player,201410190was,was,JackDe00,pass_yds,0,,,,,
player,201410190was,was,JackDe00,pass_td,0,,,,,
player,201410190was,was,JackDe00,pass_int,0,,,,,
player,201410190was,was,JackDe00,pass_sacked,0,,,,,
player,201410190was,was,JackDe00,pass_sacked_yds,0,,,,,
player,201410190was,was,JackDe00,pass_long,0,,,,,
player,201410190was,was,JackDe00,pass_rating,,,,,,
player,201410190was,was,JackDe00,rush_att,0,,,,,
player,201410190was,was,JackDe00,rush_yds,0,,,,,
player,201410190was,was,JackDe00,rush_td,0,,,,,
player,201410190was,was,JackDe00,rush_long,0,,,,,
player,201410190was,was,JackDe00,targets,5,,,,,
player,201410190was,was,JackDe00,rec,3,,,,,
player,201410190was,was,JackDe00,rec_yds,49,,,,,
player,201410190was,was,JackDe00,rec_td,0,,,,,
player,201410190was,was,JackDe00,rec_long,37,,,,,
player,201410190was,was,JackDe00,fumbles,0,,,,,
player,201410190was,was,JackDe00,fumbles_lost,0,,,,,
player,201410190was,was,RobeAn00,pass_cmp,0,,,,,
player,201410190was,was,RobeAn00,pass_att,0,,,,,
player,201410190was,was,RobeAn00,pass_yds,0,,,,,
player,201410190was,was,RobeAn00,pass_td,0,,,,,
player,201410190was,was,RobeAn00,pass_int,0,,,,,
player,201410190was,was,RobeAn00,pass_sacked,0,,,,,
player,201410190was,was,RobeAn00,pass_sacked_yds,0,,,,,
player,201410190was,was,RobeAn00,pass_long,0,,,,,
player,201410190was,was,RobeAn00,pass_rating,,,,,,
player,201410190was,was,RobeAn00,rush_att,0,,,,,
player,201410190was,was,RobeAn00,rush_yds,0,,,,,
player,201410190was,was,RobeAn00,rush_td,0,,,,,
player,201410190was,was,RobeAn00,rush_long,0,,,,,
player,201410190was,was,RobeAn00,targets,4,,,,,
player,201410190was,was,RobeAn00,rec,2,,,,,
player,201410190was,was,RobeAn00,rec_yds,18,,,,,
player,201410190was,was,RobeAn00,rec_td,0,,,,,
player,201410190was,was,RobeAn00,rec_long,10,,,,,
player,201410190was,was,RobeAn00,fumbles,0,,,,,
player,201410190was,was,RobeAn00,fumbles_lost,0,,,,,
player,201410190was,was,PaulLo00,pass_cmp,0,,,,,
player,201410190was,was,PaulLo00,pass_att,0,,,,,
player,201410190was,was,PaulLo00,pass_yds,0,,,,,
player,201410190was,was,PaulLo00,pass_td,0,,,,,
player,201410190was,was,PaulLo00,pass_int,0,,,,,
player,201410190was,was,PaulLo00,pass_sacked,0,,,,,
player,201410190was,was,PaulLo00,pass_sacked_yds,0,,,,,
player,201410190was,was,PaulLo00,pass_long,0,,,,,
player,201410190was,was,PaulLo00,pass_rating,,,,,,
player,201410190was,was,PaulLo00,rush_att,0,,,,,
player,201410190was,was,PaulLo00,rush_yds,0,,,,,
player,201410190was,was,PaulLo00,rush_td,0,,,,,
player,201410190was,was,PaulLo00,rush_long,0,,,,,
player,201410190was,was,PaulLo00,targets,1,,,,,
player,201410190was,was,PaulLo00,rec,0,,,,,
player,201410190was,was,PaulLo00,rec_yds,0,,,,,
player,201410190was,was,PaulLo00,rec_td,0,,,,,
player,201410190was,was,PaulLo00,rec_long,0,,,,,
player,201410190was,was,PaulLo00,fumbles,0,,,,,
player,201410190was,was,PaulLo00,fumbles_lost,0,,,,,
player,201410190was,oti,WoodWe20,def_int,1,,,,,
player,201410190was,oti,WoodWe20,def_int_yds,13,,,,,
player,201410190was,oti,WoodWe20,def_int_td,0,,,,,
player,201410190was,oti,WoodWe20,def_int_long,13,,,,,
player,201410190was,oti,WoodWe20,pass_defended,1,,,,,
player,201410190was,oti,WoodWe20,sacks,0.0,,,,,
player,201410190was,oti,WoodWe20,tackles_combined,7,,,,,
player,201410190was,oti,WoodWe20,tackles_solo,4,,,,,
player,201410190was,oti,WoodWe20,tackles_assists,3,,,,,
player,201410190was,oti,WoodWe20,tackles_loss,0,,,,,
player,201410190was,oti,WoodWe20,qb_hits,1,,,,,
player,201410190was,oti,WoodWe20,fumbles_rec,0,,,,,
player,201410190was,oti,WoodWe20,fumbles_rec_yds,0,,,,,
player,201410190was,oti,WoodWe20,fumbles_rec_td,0,,,,,
player,201410190was,oti,WoodWe20,fumbles_forced,0,,,,,
player,201410190was,oti,GrifMi99,def_int,0,,,,,
player,201410190was,oti,GrifMi99,def_int_yds,0,,,,,
player,201410190was,oti,GrifMi99,def_int_td,0,,,,,
player,201410190was,oti,GrifMi99,def_int_long,0,,,,,
