game,2014,9,20141102,201411020sea,rai,"Oakland Raiders",24,sea,"Seattle Seahawks",30
player,201411020sea,rai,JoneJa04,pass_sacked_yds,0,,,,,
player,201411020sea,rai,JoneJa04,pass_long,0,,,,,
player,201411020sea,rai,JoneJa04,pass_rating,,,,,,
player,201411020sea,rai,JoneJa04,rush_att,0,,,,,
player,201411020sea,rai,JoneJa04,rush_yds,0,,,,,
player,201411020sea,rai,JoneJa04,rush_td,0,,,,,
player,201411020sea,rai,JoneJa04,rush_long,0,,,,,
player,201411020sea,rai,JoneJa04,targets,5,,,,,
player,201411020sea,rai,JoneJa04,rec,3,,,,,
player,201411020sea,rai,JoneJa04,rec_yds,18,,,,,
player,201411020sea,rai,JoneJa04,rec_td,0,,,,,
player,201411020sea,rai,JoneJa04,rec_long,8,,,,,
player,201411020sea,rai,JoneJa04,fumbles,0,,,,,
player,201411020sea,rai,JoneJa04,fumbles_lost,0,,,,,
player,201411020sea,rai,MurrLa00,pass_cmp,0,,,,,
player,201411020sea,rai,MurrLa00,pass_att,0,,,,,
player,201411020sea,rai,MurrLa00,pass_yds,0,,,,,
player,201411020sea,rai,MurrLa00,pass_td,0,,,,,
player,201411020sea,rai,MurrLa00,pass_int,0,,,,,
player,201411020sea,rai,MurrLa00,pass_sacked,,,,,,
player,201411020sea,rai,MurrLa00,pass_sacked_yds,0,,,,,
player,201411020sea,rai,MurrLa00,pass_long,0,,,,,
player,201411020sea,rai,MurrLa00,pass_rating,,,,,,
player,201411020sea,rai,MurrLa00,rush_att,0,,,,,
player,201411020sea,rai,MurrLa00,rush_yds,0,,,,,
player,201411020sea,rai,MurrLa00,rush_td,0,,,,,
player,201411020sea,rai,MurrLa00,rush_long,0,,,,,
player,201411020sea,rai,MurrLa00,targets,2,,,,,
player,201411020sea,rai,MurrLa00,rec,2,,,,,
player,201411020sea,rai,MurrLa00,rec_yds,12,,,,,
player,201411020sea,rai,MurrLa00,rec_td,0,,,,,
player,201411020sea,rai,MurrLa00,rec_long,13,,,,,
player,201411020sea,rai,MurrLa00,fumbles,0,,,,,
player,201411020sea,rai,MurrLa00,fumbles_lost,0,,,,,
player,201411020sea,rai,ThomKe02,pass_cmp,0,,,,,
player,201411020sea,rai,ThomKe02,pass_att,0,,,,,
player,201411020sea,rai,ThomKe02,pass_yds,0,,,,,
player,201411020sea,rai,ThomKe02,pass_td,0,,,,,
player,201411020sea,rai,ThomKe02,pass_int,0,,,,,
player,201411020sea,rai,ThomKe02,pass_sacked,,,,,,
player,201411020sea,rai,ThomKe02,pass_sacked_yds,0,,,,,
player,201411020sea,rai,ThomKe02,pass_long,0,,,,,
player,201411020sea,rai,ThomKe02,pass_rating,,,,,,
player,201411020sea,rai,ThomKe02,rush_att,0,,,,,
player,201411020sea,rai,ThomKe02,rush_yds,0,,,,,
player,201411020sea,rai,ThomKe02,rush_td,0,,,,,
player,201411020sea,rai,ThomKe02,rush_long,0,,,,,
player,201411020sea,rai,ThomKe02,targets,2,,,,,
player,201411020sea,rai,ThomKe02,rec,1,,,,,
player,201411020sea,rai,ThomKe02,rec_yds,8,,,,,
player,201411020sea,rai,ThomKe02,rec_td,0,,,,,
player,201411020sea,rai,ThomKe02,rec_long,8,,,,,
player,201411020sea,rai,ThomKe02,fumbles,0,,,,,
player,201411020sea,rai,ThomKe02,fumbles_lost,0,,,,,
player,201411020sea,rai,MoorDe02,pass_cmp,0,,,,,
player,201411020sea,rai,MoorDe02,pass_att,0,,,,,
player,201411020sea,rai,MoorDe02,pass_yds,0,,,,,
player,201411020sea,rai,MoorDe02,pass_td,0,,,,,
player,201411020sea,rai,MoorDe02,pass_int,0,,,,,
player,201411020sea,rai,MoorDe02,pass_sacked,0,,,,,
player,201411020sea,rai,MoorDe02,pass_sacked_yds,0,,,,,
player,201411020sea,rai,MoorDe02,pass_long,0,,,,,
player,201411020sea,rai,MoorDe02,pass_rating,,,,,,
player,201411020sea,rai,MoorDe02,rush_att,0,,,,,
player,201411020sea,rai,MoorDe02,rush_yds,0,,,,,
player,201411020sea,rai,MoorDe02,rush_td,0,,,,,
player,201411020sea,rai,MoorDe02,rush_long,0,,,,,
player,201411020sea,rai,MoorDe02,targets,2,,,,,
player,201411020sea,rai,MoorDe02,rec,0,,,,,
player,201411020sea,rai,MoorDe02,rec_yds,0,,,,,
player,201411020sea,rai,MoorDe02,rec_td,0,,,,,
player,201411020sea,rai,MoorDe02,rec_long,0,,,,,
player,201411020sea,rai,MoorDe02,fumbles,0,,,,,
player,201411020sea,rai,MoorDe02,fumbles_lost,0,,,,,
player,201411020sea,rai,LeonBr01,pass_cmp,0,,,,,
player,201411020sea,rai,LeonBr01,pass_att,0,,,,,
player,201411020sea,rai,LeonBr01,pass_yds,0,,,,,
player,201411020sea,rai,LeonBr01,pass_td,0,,,,,
player,201411020sea,rai,LeonBr01,pass_int,0,,,,,
player,201411020sea,rai,LeonBr01,pass_sacked,0,,,,,
player,201411020sea,rai,LeonBr01,pass_sacked_yds,0,,,,,
player,201411020sea,rai,LeonBr01,pass_long,0,,,,,
player,201411020sea,rai,LeonBr01,pass_rating,,,,,,
player,201411020sea,rai,LeonBr01,rush_att,0,,,,,
player,201411020sea,rai,LeonBr01,rush_yds,0,,,,,
player,201411020sea,rai,LeonBr01,rush_td,0,,,,,
player,201411020sea,rai,LeonBr01,rush_long,0,,,,,
player,201411020sea,rai,LeonBr01,targets,1,,,,,
player,201411020sea,rai,LeonBr01,rec,0,,,,,
player,201411020sea,rai,LeonBr01,rec_yds,0,,,,,
player,201411020sea,rai,LeonBr01,rec_td,0,,,,,
player,201411020sea,rai,LeonBr01,rec_long,0,,,,,
player,201411020sea,rai,LeonBr01,fumbles,0,,,,,
player,201411020sea,rai,LeonBr01,fumbles_lost,0,,,,,
player,201411020sea,rai,DrewMa00,pass_cmp,0,,,,,
player,201411020sea,rai,DrewMa00,pass_att,0,,,,,
player,201411020sea,rai,DrewMa00,pass_yds,0,,,,,
player,201411020sea,rai,DrewMa00,pass_td,0,,,,,
player,201411020sea,rai,DrewMa00,pass_int,0,,,,,
player,201411020sea,rai,DrewMa00,pass_sacked,,,,,,
player,201411020sea,rai,DrewMa00,pass_sacked_yds,0,,,,,
player,201411020sea,rai,DrewMa00,pass_long,0,,,,,
player,201411020sea,rai,DrewMa00,pass_rating,,,,,,
player,201411020sea,rai,DrewMa00,rush_att,2,,,,,
player,201411020sea,rai,DrewMa00,rush_yds,-2,,,,,
player,201411020sea,rai,DrewMa00,rush_td,0,,,,,
player,201411020sea,rai,DrewMa00,rush_long,0,,,,,
player,201411020sea,rai,DrewMa00,targets,2,,,,,
player,201411020sea,rai,DrewMa00,rec,1,,,,,
player,201411020sea,rai,DrewMa00,rec_yds,11,,,,,
player,201411020sea,rai,DrewMa00,rec_td,0,,,,,
player,201411020sea,rai,DrewMa00,rec_long,11,,,,,
player,201411020sea,rai,DrewMa00,fumbles,0,,,,,
player,201411020sea,rai,DrewMa00,fumbles_lost,0,,,,,
player,201411020sea,sea,WilsRu00,pass_cmp,17,,,,,
player,201411020sea,sea,WilsRu00,pass_att,35,,,,,
player,201411020sea,sea,WilsRu00,pass_yds,179,,,,,
player,201411020sea,sea,WilsRu00,pass_td,0,,,,,
player,201411020sea,sea,WilsRu00,pass_int,0,,,,,
player,201411020sea,sea,WilsRu00,pass_sacked,1,,,,,
player,201411020sea,sea,WilsRu00,pass_sacked_yds,2,,,,,
player,201411020sea,sea,WilsRu00,pass_long,39,,,,,
player,201411020sea,sea,WilsRu00,pass_rating,63.9,,,,,
player,201411020sea,sea,WilsRu00,rush_att,8,,,,,
player,201411020sea,sea,WilsRu00,rush_yds,31,,,,,
player,201411020sea,sea,WilsRu00,rush_td,0,,,,,
player,201411020sea,sea,WilsRu00,rush_long,19,,,,,
player,201411020sea,sea,WilsRu00,targets,0,,,,,
player,201411020sea,sea,WilsRu00,rec,0,,,,,
player,201411020sea,sea,WilsRu00,rec_yds,0,,,,,
player,201411020sea,sea,WilsRu00,rec_td,0,,,,,
player,201411020sea,sea,WilsRu00,rec_long,0,,,,,
player,201411020sea,sea,WilsRu00,fumbles,0,,,,,
player,201411020sea,sea,WilsRu00,fumbles_lost,0,,,,,
player,201411020sea,sea,LyncMa00,pass_cmp,0,,,,,
player,201411020sea,sea,LyncMa00,pass_att,0,,,,,
player,201411020sea,sea,LyncMa00,pass_yds,0,,,,,
player,201411020sea,sea,LyncMa00,pass_td,0,,,,,
player,201411020sea,sea,LyncMa00,pass_int,0,,,,,
player,201411020sea,sea,LyncMa00,pass_sacked,0,,,,,
player,201411020sea,sea,LyncMa00,pass_sacked_yds,0,,,,,
player,201411020sea,sea,LyncMa00,pass_long,0,,,,,
player,201411020sea,sea,LyncMa00,pass_rating,,,,,,
player,201411020sea,sea,LyncMa00,rush_att,21,,,,,
player,201411020sea,sea,LyncMa00,rush_yds,67,,,,,
player,201411020sea,sea,LyncMa00,rush_td,2,,,,,
player,201411020sea,sea,LyncMa00,rush_long,11,,,,,
player,201411020sea,sea,LyncMa00,targets,5,,,,,
player,201411020sea,sea,LyncMa00,rec,5,,,,,
player,201411020sea,sea,LyncMa00,rec_yds,76,,,,,
player,201411020sea,sea,LyncMa00,rec_td,0,,,,,
player,201411020sea,sea,LyncMa00,rec_long,39,,,,,
player,201411020sea,sea,LyncMa00,fumbles,0,,,,,
player,201411020sea,sea,LyncMa00,fumbles_lost,0,,,,,
player,201411020sea,sea,TurbRo00,pass_cmp,0,,,,,
player,201411020sea,sea,TurbRo00,pass_att,0,,,,,
player,201411020sea,sea,TurbRo00,pass_yds,0,,,,,
player,201411020sea,sea,TurbRo00,pass_td,0,,,,,
player,201411020sea,sea,TurbRo00,pass_int,0,,,,,
player,201411020sea,sea,TurbRo00,pass_sacked,0,,,,,
player,201411020sea,sea,TurbRo00,pass_sacked_yds,0,,,,,
player,201411020sea,sea,TurbRo00,pass_long,0,,,,,
player,201411020sea,sea,TurbRo00,pass_rating,,,,,,
player,201411020sea,sea,TurbRo00,rush_att,5,,,,,
player,201411020sea,sea,TurbRo00,rush_yds,35,,,,,
player,201411020sea,sea,TurbRo00,rush_td,0,,,,,
player,201411020sea,sea,TurbRo00,rush_long,17,,,,,
player,201411020sea,sea,TurbRo00,targets,2,,,,,
player,201411020sea,sea,TurbRo00,rec,1,,,,,
player,201411020sea,sea,TurbRo00,rec_yds,14,,,,,
player,201411020sea,sea,TurbRo00,rec_td,0,,,,,
player,201411020sea,sea,TurbRo00,rec_long,14,,,,,
player,201411020sea,sea,TurbRo00,fumbles,0,,,,,
player,201411020sea,sea,TurbRo00,fumbles_lost,0,,,,,
player,201411020sea,sea,MichCh00,pass_cmp,0,,,,,
player,201411020sea,sea,MichCh00,pass_att,0,,,,,
player,201411020sea,sea,MichCh00,pass_yds,0,,,,,
player,201411020sea,sea,MichCh00,pass_td,0,,,,,
player,201411020sea,sea,MichCh00,pass_int,0,,,,,
player,201411020sea,sea,MichCh00,pass_sacked,0,,,,,
player,201411020sea,sea,MichCh00,pass_sacked_yds,0,,,,,
player,201411020sea,sea,MichCh00,pass_long,0,,,,,
player,201411020sea,sea,MichCh00,pass_rating,,,,,,
player,201411020sea,sea,MichCh00,rush_att,4,,,,,
player,201411020sea,sea,MichCh00,rush_yds,16,,,,,
player,201411020sea,sea,MichCh00,rush_td,0,,,,,
player,201411020sea,sea,MichCh00,rush_long,8,,,,,
player,201411020sea,sea,MichCh00,targets,0,,,,,
player,201411020sea,sea,MichCh00,rec,0,,,,,
player,201411020sea,sea,MichCh00,rec_yds,0,,,,,
player,201411020sea,sea,MichCh00,rec_td,0,,,,,
player,201411020sea,sea,MichCh00,rec_long,0,,,,,
player,201411020sea,sea,MichCh00,fumbles,0,,,,,
player,201411020sea,sea,MichCh00,fumbles_lost,0,,,,,
player,201411020sea,sea,BaldDo00,pass_cmp,0,,,,,
player,201411020sea,sea,BaldDo00,pass_att,0,,,,,
player,201411020sea,sea,BaldDo00,pass_yds,0,,,,,
player,201411020sea,sea,BaldDo00,pass_td,0,,,,,
player,201411020sea,sea,BaldDo00,pass_int,0,,,,,
player,201411020sea,sea,BaldDo00,pass_sacked,0,,,,,
player,201411020sea,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201411020sea,sea,BaldDo00,pass_long,0,,,,,
player,201411020sea,sea,BaldDo00,pass_rating,,,,,,
player,201411020sea,sea,BaldDo00,rush_att,0,,,,,
player,201411020sea,sea,BaldDo00,rush_yds,0,,,,,
player,201411020sea,sea,BaldDo00,rush_td,0,,,,,
player,201411020sea,sea,BaldDo00,rush_long,0,,,,,
player,201411020sea,sea,BaldDo00,targets,6,,,,,
player,201411020sea,sea,BaldDo00,rec,5,,,,,
player,201411020sea,sea,BaldDo00,rec_yds,38,,,,,
player,201411020sea,sea,BaldDo00,rec_td,0,,,,,
player,201411020sea,sea,BaldDo00,rec_long,20,,,,,
player,201411020sea,sea,BaldDo00,fumbles,0,,,,,
player,201411020sea,sea,BaldDo00,fumbles_lost,0,,,,,
player,201411020sea,sea,NorwKe00,pass_cmp,0,,,,,
player,201411020sea,sea,NorwKe00,pass_att,0,,,,,
player,201411020sea,sea,NorwKe00,pass_yds,0,,,,,
player,201411020sea,sea,NorwKe00,pass_td,0,,,,,
player,201411020sea,sea,NorwKe00,pass_int,0,,,,,
player,201411020sea,sea,NorwKe00,pass_sacked,0,,,,,
player,201411020sea,sea,NorwKe00,pass_sacked_yds,0,,,,,
player,201411020sea,sea,NorwKe00,pass_long,0,,,,,
player,201411020sea,sea,NorwKe00,pass_rating,,,,,,
player,201411020sea,sea,NorwKe00,rush_att,0,,,,,
player,201411020sea,sea,NorwKe00,rush_yds,0,,,,,
player,201411020sea,sea,NorwKe00,rush_td,0,,,,,
player,201411020sea,sea,NorwKe00,rush_long,0,,,,,
player,201411020sea,sea,NorwKe00,targets,1,,,,,
player,201411020sea,sea,NorwKe00,rec,1,,,,,
player,201411020sea,sea,NorwKe00,rec_yds,19,,,,,
player,201411020sea,sea,NorwKe00,rec_td,0,,,,,
player,201411020sea,sea,NorwKe00,rec_long,19,,,,,
player,201411020sea,sea,NorwKe00,fumbles,0,,,,,
player,201411020sea,sea,NorwKe00,fumbles_lost,0,,,,,
player,201411020sea,sea,WillLu00,pass_cmp,0,,,,,
player,201411020sea,sea,WillLu00,pass_att,0,,,,,
player,201411020sea,sea,WillLu00,pass_yds,0,,,,,
player,201411020sea,sea,WillLu00,pass_td,0,,,,,
player,201411020sea,sea,WillLu00,pass_int,0,,,,,
player,201411020sea,sea,WillLu00,pass_sacked,0,,,,,
player,201411020sea,sea,WillLu00,pass_sacked_yds,0,,,,,
player,201411020sea,sea,WillLu00,pass_long,0,,,,,
player,201411020sea,sea,WillLu00,pass_rating,,,,,,
player,201411020sea,sea,WillLu00,rush_att,0,,,,,
player,201411020sea,sea,WillLu00,rush_yds,0,,,,,
player,201411020sea,sea,WillLu00,rush_td,0,,,,,
player,201411020sea,sea,WillLu00,rush_long,0,,,,,
player,201411020sea,sea,WillLu00,targets,5,,,,,
player,201411020sea,sea,WillLu00,rec,1,,,,,
player,201411020sea,sea,WillLu00,rec_yds,16,,,,,
player,201411020sea,sea,WillLu00,rec_td,0,,,,,
player,201411020sea,sea,WillLu00,rec_long,16,,,,,
player,201411020sea,sea,WillLu00,fumbles,0,,,,,
player,201411020sea,sea,WillLu00,fumbles_lost,0,,,,,
player,201411020sea,sea,RichPa01,pass_cmp,0,,,,,
player,201411020sea,sea,RichPa01,pass_att,0,,,,,
player,201411020sea,sea,RichPa01,pass_yds,0,,,,,
player,201411020sea,sea,RichPa01,pass_td,0,,,,,
player,201411020sea,sea,RichPa01,pass_int,0,,,,,
player,201411020sea,sea,RichPa01,pass_sacked,0,,,,,
player,201411020sea,sea,RichPa01,pass_sacked_yds,0,,,,,
player,201411020sea,sea,RichPa01,pass_long,0,,,,,
player,201411020sea,sea,RichPa01,pass_rating,,,,,,
player,201411020sea,sea,RichPa01,rush_att,0,,,,,
player,201411020sea,sea,RichPa01,rush_yds,0,,,,,
player,201411020sea,sea,RichPa01,rush_td,0,,,,,
player,201411020sea,sea,RichPa01,rush_long,0,,,,,
player,201411020sea,sea,RichPa01,targets,6,,,,,
player,201411020sea,sea,RichPa01,rec,3,,,,,
player,201411020sea,sea,RichPa01,rec_yds,12,,,,,
player,201411020sea,sea,RichPa01,rec_td,0,,,,,
player,201411020sea,sea,RichPa01,rec_long,10,,,,,
player,201411020sea,sea,RichPa01,fumbles,0,,,,,
player,201411020sea,sea,RichPa01,fumbles_lost,0,,,,,
player,201411020sea,sea,KearJe01,pass_cmp,0,,,,,
player,201411020sea,sea,KearJe01,pass_att,0,,,,,
player,201411020sea,sea,KearJe01,pass_yds,0,,,,,
player,201411020sea,sea,KearJe01,pass_td,0,,,,,
player,201411020sea,sea,KearJe01,pass_int,0,,,,,
player,201411020sea,sea,KearJe01,pass_sacked,0,,,,,
player,201411020sea,sea,KearJe01,pass_sacked_yds,0,,,,,
player,201411020sea,sea,KearJe01,pass_long,0,,,,,
player,201411020sea,sea,KearJe01,pass_rating,,,,,,
player,201411020sea,sea,KearJe01,rush_att,0,,,,,
player,201411020sea,sea,KearJe01,rush_yds,0,,,,,
player,201411020sea,sea,KearJe01,rush_td,0,,,,,
player,201411020sea,sea,KearJe01,rush_long,0,,,,,
player,201411020sea,sea,KearJe01,targets,7,,,,,
player,201411020sea,sea,KearJe01,rec,1,,,,,
player,201411020sea,sea,KearJe01,rec_yds,4,,,,,
player,201411020sea,sea,KearJe01,rec_td,0,,,,,
player,201411020sea,sea,KearJe01,rec_long,4,,,,,
player,201411020sea,sea,KearJe01,fumbles,0,,,,,
player,201411020sea,sea,KearJe01,fumbles_lost,0,,,,,
player,201411020sea,sea,LockRi00,pass_cmp,0,,,,,
player,201411020sea,sea,LockRi00,pass_att,0,,,,,
player,201411020sea,sea,LockRi00,pass_yds,0,,,,,
player,201411020sea,sea,LockRi00,pass_td,0,,,,,
player,201411020sea,sea,LockRi00,pass_int,0,,,,,
player,201411020sea,sea,LockRi00,pass_sacked,0,,,,,
player,201411020sea,sea,LockRi00,pass_sacked_yds,0,,,,,
player,201411020sea,sea,LockRi00,pass_long,0,,,,,
player,201411020sea,sea,LockRi00,pass_rating,,,,,,
player,201411020sea,sea,LockRi00,rush_att,0,,,,,
player,201411020sea,sea,LockRi00,rush_yds,0,,,,,
player,201411020sea,sea,LockRi00,rush_td,0,,,,,
player,201411020sea,sea,LockRi00,rush_long,0,,,,,
player,201411020sea,sea,LockRi00,targets,1,,,,,
