game,2014,9,20141102,201411020nwe,den,"Denver Broncos",21,nwe,"New England Patriots",43
player,201411020nwe,den,HillRo00,rec,7,,,,,
player,201411020nwe,den,HillRo00,rec_yds,47,,,,,
player,201411020nwe,den,HillRo00,rec_td,1,,,,,
player,201411020nwe,den,HillRo00,rec_long,15,,,,,
player,201411020nwe,den,HillRo00,fumbles,0,,,,,
player,201411020nwe,den,HillRo00,fumbles_lost,0,,,,,
player,201411020nwe,den,ThomJu01,pass_cmp,0,,,,,
player,201411020nwe,den,ThomJu01,pass_att,0,,,,,
player,201411020nwe,den,ThomJu01,pass_yds,0,,,,,
player,201411020nwe,den,ThomJu01,pass_td,0,,,,,
player,201411020nwe,den,ThomJu01,pass_int,0,,,,,
player,201411020nwe,den,ThomJu01,pass_sacked,0,,,,,
player,201411020nwe,den,ThomJu01,pass_sacked_yds,0,,,,,
player,201411020nwe,den,ThomJu01,pass_long,0,,,,,
player,201411020nwe,den,ThomJu01,pass_rating,,,,,,
player,201411020nwe,den,ThomJu01,rush_att,2,,,,,
player,201411020nwe,den,ThomJu01,rush_yds,6,,,,,
player,201411020nwe,den,ThomJu01,rush_td,0,,,,,
player,201411020nwe,den,ThomJu01,rush_long,6,,,,,
player,201411020nwe,den,ThomJu01,targets,1,,,,,
player,201411020nwe,den,ThomJu01,rec,1,,,,,
player,201411020nwe,den,ThomJu01,rec_yds,6,,,,,
player,201411020nwe,den,ThomJu01,rec_td,0,,,,,
player,201411020nwe,den,ThomJu01,rec_long,6,,,,,
player,201411020nwe,den,ThomJu01,fumbles,0,,,,,
player,201411020nwe,den,ThomJu01,fumbles_lost,0,,,,,
player,201411020nwe,den,SandEm00,pass_cmp,0,,,,,
player,201411020nwe,den,SandEm00,pass_att,0,,,,,
player,201411020nwe,den,SandEm00,pass_yds,0,,,,,
player,201411020nwe,den,SandEm00,pass_td,0,,,,,
player,201411020nwe,den,SandEm00,pass_int,0,,,,,
player,201411020nwe,den,SandEm00,pass_sacked,0,,,,,
player,201411020nwe,den,SandEm00,pass_sacked_yds,0,,,,,
player,201411020nwe,den,SandEm00,pass_long,0,,,,,
player,201411020nwe,den,SandEm00,pass_rating,,,,,,
player,201411020nwe,den,SandEm00,rush_att,0,,,,,
player,201411020nwe,den,SandEm00,rush_yds,0,,,,,
player,201411020nwe,den,SandEm00,rush_td,0,,,,,
player,201411020nwe,den,SandEm00,rush_long,0,,,,,
player,201411020nwe,den,SandEm00,targets,16,,,,,
player,201411020nwe,den,SandEm00,rec,10,,,,,
player,201411020nwe,den,SandEm00,rec_yds,151,,,,,
player,201411020nwe,den,SandEm00,rec_td,0,,,,,
player,201411020nwe,den,SandEm00,rec_long,28,,,,,
player,201411020nwe,den,SandEm00,fumbles,0,,,,,
player,201411020nwe,den,SandEm00,fumbles_lost,0,,,,,
player,201411020nwe,den,ThomDe03,pass_cmp,0,,,,,
player,201411020nwe,den,ThomDe03,pass_att,0,,,,,
player,201411020nwe,den,ThomDe03,pass_yds,0,,,,,
player,201411020nwe,den,ThomDe03,pass_td,0,,,,,
player,201411020nwe,den,ThomDe03,pass_int,0,,,,,
player,201411020nwe,den,ThomDe03,pass_sacked,0,,,,,
player,201411020nwe,den,ThomDe03,pass_sacked_yds,0,,,,,
player,201411020nwe,den,ThomDe03,pass_long,0,,,,,
player,201411020nwe,den,ThomDe03,pass_rating,,,,,,
player,201411020nwe,den,ThomDe03,rush_att,0,,,,,
player,201411020nwe,den,ThomDe03,rush_yds,0,,,,,
player,201411020nwe,den,ThomDe03,rush_td,0,,,,,
player,201411020nwe,den,ThomDe03,rush_long,0,,,,,
player,201411020nwe,den,ThomDe03,targets,11,,,,,
player,201411020nwe,den,ThomDe03,rec,7,,,,,
player,201411020nwe,den,ThomDe03,rec_yds,127,,,,,
player,201411020nwe,den,ThomDe03,rec_td,0,,,,,
player,201411020nwe,den,ThomDe03,rec_long,41,,,,,
player,201411020nwe,den,ThomDe03,fumbles,0,,,,,
player,201411020nwe,den,ThomDe03,fumbles_lost,0,,,,,
player,201411020nwe,den,ThomJu00,pass_cmp,0,,,,,
player,201411020nwe,den,ThomJu00,pass_att,0,,,,,
player,201411020nwe,den,ThomJu00,pass_yds,0,,,,,
player,201411020nwe,den,ThomJu00,pass_td,0,,,,,
player,201411020nwe,den,ThomJu00,pass_int,0,,,,,
player,201411020nwe,den,ThomJu00,pass_sacked,0,,,,,
player,201411020nwe,den,ThomJu00,pass_sacked_yds,0,,,,,
player,201411020nwe,den,ThomJu00,pass_long,0,,,,,
player,201411020nwe,den,ThomJu00,pass_rating,,,,,,
player,201411020nwe,den,ThomJu00,rush_att,0,,,,,
player,201411020nwe,den,ThomJu00,rush_yds,0,,,,,
player,201411020nwe,den,ThomJu00,rush_td,0,,,,,
player,201411020nwe,den,ThomJu00,rush_long,0,,,,,
player,201411020nwe,den,ThomJu00,targets,2,,,,,
player,201411020nwe,den,ThomJu00,rec,2,,,,,
player,201411020nwe,den,ThomJu00,rec_yds,33,,,,,
player,201411020nwe,den,ThomJu00,rec_td,1,,,,,
player,201411020nwe,den,ThomJu00,rec_long,18,,,,,
player,201411020nwe,den,ThomJu00,fumbles,0,,,,,
player,201411020nwe,den,ThomJu00,fumbles_lost,0,,,,,
player,201411020nwe,den,WelkWe00,pass_cmp,0,,,,,
player,201411020nwe,den,WelkWe00,pass_att,0,,,,,
player,201411020nwe,den,WelkWe00,pass_yds,0,,,,,
player,201411020nwe,den,WelkWe00,pass_td,0,,,,,
player,201411020nwe,den,WelkWe00,pass_int,0,,,,,
player,201411020nwe,den,WelkWe00,pass_sacked,0,,,,,
player,201411020nwe,den,WelkWe00,pass_sacked_yds,0,,,,,
player,201411020nwe,den,WelkWe00,pass_long,0,,,,,
player,201411020nwe,den,WelkWe00,pass_rating,,,,,,
player,201411020nwe,den,WelkWe00,rush_att,0,,,,,
player,201411020nwe,den,WelkWe00,rush_yds,0,,,,,
player,201411020nwe,den,WelkWe00,rush_td,0,,,,,
player,201411020nwe,den,WelkWe00,rush_long,0,,,,,
player,201411020nwe,den,WelkWe00,targets,8,,,,,
player,201411020nwe,den,WelkWe00,rec,3,,,,,
player,201411020nwe,den,WelkWe00,rec_yds,31,,,,,
player,201411020nwe,den,WelkWe00,rec_td,0,,,,,
player,201411020nwe,den,WelkWe00,rec_long,14,,,,,
player,201411020nwe,den,WelkWe00,fumbles,0,,,,,
player,201411020nwe,den,WelkWe00,fumbles_lost,0,,,,,
player,201411020nwe,den,TammJa00,pass_cmp,0,,,,,
player,201411020nwe,den,TammJa00,pass_att,0,,,,,
player,201411020nwe,den,TammJa00,pass_yds,0,,,,,
player,201411020nwe,den,TammJa00,pass_td,0,,,,,
player,201411020nwe,den,TammJa00,pass_int,0,,,,,
player,201411020nwe,den,TammJa00,pass_sacked,0,,,,,
player,201411020nwe,den,TammJa00,pass_sacked_yds,0,,,,,
player,201411020nwe,den,TammJa00,pass_long,0,,,,,
player,201411020nwe,den,TammJa00,pass_rating,,,,,,
player,201411020nwe,den,TammJa00,rush_att,0,,,,,
player,201411020nwe,den,TammJa00,rush_yds,0,,,,,
player,201411020nwe,den,TammJa00,rush_td,0,,,,,
player,201411020nwe,den,TammJa00,rush_long,0,,,,,
player,201411020nwe,den,TammJa00,targets,5,,,,,
player,201411020nwe,den,TammJa00,rec,1,,,,,
player,201411020nwe,den,TammJa00,rec_yds,10,,,,,
player,201411020nwe,den,TammJa00,rec_td,0,,,,,
player,201411020nwe,den,TammJa00,rec_long,10,,,,,
player,201411020nwe,den,TammJa00,fumbles,0,,,,,
player,201411020nwe,den,TammJa00,fumbles_lost,0,,,,,
player,201411020nwe,nwe,BradTo00,pass_cmp,33,,,,,
player,201411020nwe,nwe,BradTo00,pass_att,53,,,,,
player,201411020nwe,nwe,BradTo00,pass_yds,333,,,,,
player,201411020nwe,nwe,BradTo00,pass_td,4,,,,,
player,201411020nwe,nwe,BradTo00,pass_int,1,,,,,
player,201411020nwe,nwe,BradTo00,pass_sacked,1,,,,,
player,201411020nwe,nwe,BradTo00,pass_sacked_yds,1,,,,,
player,201411020nwe,nwe,BradTo00,pass_long,26,,,,,
player,201411020nwe,nwe,BradTo00,pass_rating,97.4,,,,,
player,201411020nwe,nwe,BradTo00,rush_att,2,,,,,
player,201411020nwe,nwe,BradTo00,rush_yds,4,,,,,
player,201411020nwe,nwe,BradTo00,rush_td,0,,,,,
player,201411020nwe,nwe,BradTo00,rush_long,4,,,,,
player,201411020nwe,nwe,BradTo00,targets,0,,,,,
player,201411020nwe,nwe,BradTo00,rec,0,,,,,
player,201411020nwe,nwe,BradTo00,rec_yds,0,,,,,
player,201411020nwe,nwe,BradTo00,rec_td,0,,,,,
player,201411020nwe,nwe,BradTo00,rec_long,0,,,,,
player,201411020nwe,nwe,BradTo00,fumbles,0,,,,,
player,201411020nwe,nwe,BradTo00,fumbles_lost,0,,,,,
player,201411020nwe,nwe,GrayJo00,pass_cmp,0,,,,,
player,201411020nwe,nwe,GrayJo00,pass_att,0,,,,,
player,201411020nwe,nwe,GrayJo00,pass_yds,0,,,,,
player,201411020nwe,nwe,GrayJo00,pass_td,0,,,,,
player,201411020nwe,nwe,GrayJo00,pass_int,0,,,,,
player,201411020nwe,nwe,GrayJo00,pass_sacked,0,,,,,
player,201411020nwe,nwe,GrayJo00,pass_sacked_yds,0,,,,,
player,201411020nwe,nwe,GrayJo00,pass_long,0,,,,,
player,201411020nwe,nwe,GrayJo00,pass_rating,,,,,,
player,201411020nwe,nwe,GrayJo00,rush_att,12,,,,,
player,201411020nwe,nwe,GrayJo00,rush_yds,33,,,,,
player,201411020nwe,nwe,GrayJo00,rush_td,0,,,,,
player,201411020nwe,nwe,GrayJo00,rush_long,13,,,,,
player,201411020nwe,nwe,GrayJo00,targets,1,,,,,
player,201411020nwe,nwe,GrayJo00,rec,0,,,,,
player,201411020nwe,nwe,GrayJo00,rec_yds,0,,,,,
player,201411020nwe,nwe,GrayJo00,rec_td,0,,,,,
player,201411020nwe,nwe,GrayJo00,rec_long,0,,,,,
player,201411020nwe,nwe,GrayJo00,fumbles,0,,,,,
player,201411020nwe,nwe,GrayJo00,fumbles_lost,0,,,,,
player,201411020nwe,nwe,VereSh00,pass_cmp,0,,,,,
player,201411020nwe,nwe,VereSh00,pass_att,0,,,,,
player,201411020nwe,nwe,VereSh00,pass_yds,0,,,,,
player,201411020nwe,nwe,VereSh00,pass_td,0,,,,,
player,201411020nwe,nwe,VereSh00,pass_int,0,,,,,
player,201411020nwe,nwe,VereSh00,pass_sacked,0,,,,,
player,201411020nwe,nwe,VereSh00,pass_sacked_yds,0,,,,,
player,201411020nwe,nwe,VereSh00,pass_long,0,,,,,
player,201411020nwe,nwe,VereSh00,pass_rating,,,,,,
player,201411020nwe,nwe,VereSh00,rush_att,11,,,,,
player,201411020nwe,nwe,VereSh00,rush_yds,29,,,,,
player,201411020nwe,nwe,VereSh00,rush_td,0,,,,,
player,201411020nwe,nwe,VereSh00,rush_long,9,,,,,
player,201411020nwe,nwe,VereSh00,targets,10,,,,,
player,201411020nwe,nwe,VereSh00,rec,5,,,,,
player,201411020nwe,nwe,VereSh00,rec_yds,38,,,,,
player,201411020nwe,nwe,VereSh00,rec_td,1,,,,,
player,201411020nwe,nwe,VereSh00,rec_long,18,,,,,
player,201411020nwe,nwe,VereSh00,fumbles,0,,,,,
player,201411020nwe,nwe,VereSh00,fumbles_lost,0,,,,,
player,201411020nwe,nwe,GronRo00,pass_cmp,0,,,,,
player,201411020nwe,nwe,GronRo00,pass_att,0,,,,,
player,201411020nwe,nwe,GronRo00,pass_yds,0,,,,,
player,201411020nwe,nwe,GronRo00,pass_td,0,,,,,
player,201411020nwe,nwe,GronRo00,pass_int,0,,,,,
player,201411020nwe,nwe,GronRo00,pass_sacked,0,,,,,
player,201411020nwe,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201411020nwe,nwe,GronRo00,pass_long,0,,,,,
player,201411020nwe,nwe,GronRo00,pass_rating,,,,,,
player,201411020nwe,nwe,GronRo00,rush_att,0,,,,,
player,201411020nwe,nwe,GronRo00,rush_yds,0,,,,,
player,201411020nwe,nwe,GronRo00,rush_td,0,,,,,
player,201411020nwe,nwe,GronRo00,rush_long,0,,,,,
player,201411020nwe,nwe,GronRo00,targets,10,,,,,
player,201411020nwe,nwe,GronRo00,rec,9,,,,,
player,201411020nwe,nwe,GronRo00,rec_yds,105,,,,,
player,201411020nwe,nwe,GronRo00,rec_td,1,,,,,
player,201411020nwe,nwe,GronRo00,rec_long,20,,,,,
player,201411020nwe,nwe,GronRo00,fumbles,0,,,,,
player,201411020nwe,nwe,GronRo00,fumbles_lost,0,,,,,
player,201411020nwe,nwe,EdelJu00,pass_cmp,0,,,,,
player,201411020nwe,nwe,EdelJu00,pass_att,0,,,,,
player,201411020nwe,nwe,EdelJu00,pass_yds,0,,,,,
player,201411020nwe,nwe,EdelJu00,pass_td,0,,,,,
player,201411020nwe,nwe,EdelJu00,pass_int,0,,,,,
player,201411020nwe,nwe,EdelJu00,pass_sacked,0,,,,,
player,201411020nwe,nwe,EdelJu00,pass_sacked_yds,0,,,,,
player,201411020nwe,nwe,EdelJu00,pass_long,0,,,,,
player,201411020nwe,nwe,EdelJu00,pass_rating,,,,,,
player,201411020nwe,nwe,EdelJu00,rush_att,0,,,,,
player,201411020nwe,nwe,EdelJu00,rush_yds,0,,,,,
player,201411020nwe,nwe,EdelJu00,rush_td,0,,,,,
player,201411020nwe,nwe,EdelJu00,rush_long,0,,,,,
player,201411020nwe,nwe,EdelJu00,targets,10,,,,,
player,201411020nwe,nwe,EdelJu00,rec,9,,,,,
player,201411020nwe,nwe,EdelJu00,rec_yds,89,,,,,
player,201411020nwe,nwe,EdelJu00,rec_td,1,,,,,
player,201411020nwe,nwe,EdelJu00,rec_long,26,,,,,
player,201411020nwe,nwe,EdelJu00,fumbles,0,,,,,
player,201411020nwe,nwe,EdelJu00,fumbles_lost,0,,,,,
player,201411020nwe,nwe,LaFeBr00,pass_cmp,0,,,,,
player,201411020nwe,nwe,LaFeBr00,pass_att,0,,,,,
player,201411020nwe,nwe,LaFeBr00,pass_yds,0,,,,,
player,201411020nwe,nwe,LaFeBr00,pass_td,0,,,,,
player,201411020nwe,nwe,LaFeBr00,pass_int,0,,,,,
player,201411020nwe,nwe,LaFeBr00,pass_sacked,0,,,,,
player,201411020nwe,nwe,LaFeBr00,pass_sacked_yds,0,,,,,
player,201411020nwe,nwe,LaFeBr00,pass_long,0,,,,,
player,201411020nwe,nwe,LaFeBr00,pass_rating,,,,,,
player,201411020nwe,nwe,LaFeBr00,rush_att,0,,,,,
player,201411020nwe,nwe,LaFeBr00,rush_yds,0,,,,,
player,201411020nwe,nwe,LaFeBr00,rush_td,0,,,,,
player,201411020nwe,nwe,LaFeBr00,rush_long,0,,,,,
player,201411020nwe,nwe,LaFeBr00,targets,13,,,,,
player,201411020nwe,nwe,LaFeBr00,rec,6,,,,,
player,201411020nwe,nwe,LaFeBr00,rec_yds,53,,,,,
player,201411020nwe,nwe,LaFeBr00,rec_td,1,,,,,
player,201411020nwe,nwe,LaFeBr00,rec_long,18,,,,,
player,201411020nwe,nwe,LaFeBr00,fumbles,0,,,,,
player,201411020nwe,nwe,LaFeBr00,fumbles_lost,0,,,,,
player,201411020nwe,nwe,AmenDa00,pass_cmp,0,,,,,
player,201411020nwe,nwe,AmenDa00,pass_att,0,,,,,
player,201411020nwe,nwe,AmenDa00,pass_yds,0,,,,,
player,201411020nwe,nwe,AmenDa00,pass_td,0,,,,,
player,201411020nwe,nwe,AmenDa00,pass_int,0,,,,,
player,201411020nwe,nwe,AmenDa00,pass_sacked,0,,,,,
player,201411020nwe,nwe,AmenDa00,pass_sacked_yds,0,,,,,
player,201411020nwe,nwe,AmenDa00,pass_long,0,,,,,
player,201411020nwe,nwe,AmenDa00,pass_rating,,,,,,
player,201411020nwe,nwe,AmenDa00,rush_att,0,,,,,
player,201411020nwe,nwe,AmenDa00,rush_yds,0,,,,,
player,201411020nwe,nwe,AmenDa00,rush_td,0,,,,,
player,201411020nwe,nwe,AmenDa00,rush_long,0,,,,,
player,201411020nwe,nwe,AmenDa00,targets,3,,,,,
player,201411020nwe,nwe,AmenDa00,rec,2,,,,,
player,201411020nwe,nwe,AmenDa00,rec_yds,35,,,,,
player,201411020nwe,nwe,AmenDa00,rec_td,0,,,,,
player,201411020nwe,nwe,AmenDa00,rec_long,21,,,,,
player,201411020nwe,nwe,AmenDa00,fumbles,0,,,,,
player,201411020nwe,nwe,AmenDa00,fumbles_lost,0,,,,,
player,201411020nwe,nwe,DeveJa00,pass_cmp,0,,,,,
player,201411020nwe,nwe,DeveJa00,pass_att,0,,,,,
player,201411020nwe,nwe,DeveJa00,pass_yds,0,,,,,
player,201411020nwe,nwe,DeveJa00,pass_td,0,,,,,
player,201411020nwe,nwe,DeveJa00,pass_int,0,,,,,
player,201411020nwe,nwe,DeveJa00,pass_sacked,0,,,,,
player,201411020nwe,nwe,DeveJa00,pass_sacked_yds,0,,,,,
player,201411020nwe,nwe,DeveJa00,pass_long,0,,,,,
player,201411020nwe,nwe,DeveJa00,pass_rating,,,,,,
player,201411020nwe,nwe,DeveJa00,rush_att,0,,,,,
player,201411020nwe,nwe,DeveJa00,rush_yds,0,,,,,
player,201411020nwe,nwe,DeveJa00,rush_td,0,,,,,
player,201411020nwe,nwe,DeveJa00,rush_long,0,,,,,
player,201411020nwe,nwe,DeveJa00,targets,2,,,,,
player,201411020nwe,nwe,DeveJa00,rec,2,,,,,
player,201411020nwe,nwe,DeveJa00,rec_yds,13,,,,,
player,201411020nwe,nwe,DeveJa00,rec_td,0,,,,,
player,201411020nwe,nwe,DeveJa00,rec_long,10,,,,,
player,201411020nwe,nwe,DeveJa00,fumbles,1,,,,,
player,201411020nwe,nwe,DeveJa00,fumbles_lost,0,,,,,
player,201411020nwe,den,RobyBr00,def_int,1,,,,,
player,201411020nwe,den,RobyBr00,def_int_yds,0,,,,,
player,201411020nwe,den,RobyBr00,def_int_td,0,,,,,
player,201411020nwe,den,RobyBr00,def_int_long,0,,,,,
player,201411020nwe,den,RobyBr00,pass_defended,2,,,,,
player,201411020nwe,den,RobyBr00,sacks,0.0,,,,,
player,201411020nwe,den,RobyBr00,tackles_combined,2,,,,,
player,201411020nwe,den,RobyBr00,tackles_solo,2,,,,,
player,201411020nwe,den,RobyBr00,tackles_assists,0,,,,,
player,201411020nwe,den,RobyBr00,tackles_loss,0,,,,,
player,201411020nwe,den,RobyBr00,qb_hits,0,,,,,
player,201411020nwe,den,RobyBr00,fumbles_rec,0,,,,,
player,201411020nwe,den,RobyBr00,fumbles_rec_yds,0,,,,,
player,201411020nwe,den,RobyBr00,fumbles_rec_td,0,,,,,
player,201411020nwe,den,RobyBr00,fumbles_forced,1,,,,,
player,201411020nwe,den,WareDe99,def_int,0,,,,,
player,201411020nwe,den,WareDe99,def_int_yds,0,,,,,
player,201411020nwe,den,WareDe99,def_int_td,0,,,,,
player,201411020nwe,den,WareDe99,def_int_long,0,,,,,
player,201411020nwe,den,WareDe99,pass_defended,0,,,,,
player,201411020nwe,den,WareDe99,sacks,1.0,,,,,
player,201411020nwe,den,WareDe99,tackles_combined,4,,,,,
player,201411020nwe,den,WareDe99,tackles_solo,4,,,,,
player,201411020nwe,den,WareDe99,tackles_assists,0,,,,,
player,201411020nwe,den,WareDe99,tackles_loss,1,,,,,
player,201411020nwe,den,WareDe99,qb_hits,2,,,,,
player,201411020nwe,den,WareDe99,fumbles_rec,0,,,,,
player,201411020nwe,den,WareDe99,fumbles_rec_yds,0,,,,,
player,201411020nwe,den,WareDe99,fumbles_rec_td,0,,,,,
player,201411020nwe,den,WareDe99,fumbles_forced,0,,,,,
player,201411020nwe,den,MoorRa00,def_int,0,,,,,
player,201411020nwe,den,MoorRa00,def_int_yds,0,,,,,
player,201411020nwe,den,MoorRa00,def_int_td,0,,,,,
player,201411020nwe,den,MoorRa00,def_int_long,0,,,,,
player,201411020nwe,den,MoorRa00,pass_defended,0,,,,,
player,201411020nwe,den,MoorRa00,sacks,0.0,,,,,
player,201411020nwe,den,MoorRa00,tackles_combined,8,,,,,
player,201411020nwe,den,MoorRa00,tackles_solo,8,,,,,
player,201411020nwe,den,MoorRa00,tackles_assists,0,,,,,
player,201411020nwe,den,MoorRa00,tackles_loss,0,,,,,
player,201411020nwe,den,MoorRa00,qb_hits,0,,,,,
player,201411020nwe,den,MoorRa00,fumbles_rec,0,,,,,
player,201411020nwe,den,MoorRa00,fumbles_rec_yds,0,,,,,
player,201411020nwe,den,MoorRa00,fumbles_rec_td,0,,,,,
player,201411020nwe,den,MoorRa00,fumbles_forced,0,,,,,
player,201411020nwe,den,WardT.99,def_int,0,,,,,
player,201411020nwe,den,WardT.99,def_int_yds,0,,,,,
player,201411020nwe,den,WardT.99,def_int_td,0,,,,,
player,201411020nwe,den,WardT.99,def_int_long,0,,,,,
player,201411020nwe,den,WardT.99,pass_defended,0,,,,,
player,201411020nwe,den,WardT.99,sacks,0.0,,,,,
player,201411020nwe,den,WardT.99,tackles_combined,8,,,,,
player,201411020nwe,den,WardT.99,tackles_solo,8,,,,,
player,201411020nwe,den,WardT.99,tackles_assists,0,,,,,
player,201411020nwe,den,WardT.99,tackles_loss,0,,,,,
player,201411020nwe,den,WardT.99,qb_hits,0,,,,,
player,201411020nwe,den,WardT.99,fumbles_rec,0,,,,,
player,201411020nwe,den,WardT.99,fumbles_rec_yds,0,,,,,
player,201411020nwe,den,WardT.99,fumbles_rec_td,0,,,,,
player,201411020nwe,den,WardT.99,fumbles_forced,0,,,,,
player,201411020nwe,den,TaliAq99,def_int,0,,,,,
player,201411020nwe,den,TaliAq99,def_int_yds,0,,,,,
player,201411020nwe,den,TaliAq99,def_int_td,0,,,,,
player,201411020nwe,den,TaliAq99,def_int_long,0,,,,,
player,201411020nwe,den,TaliAq99,pass_defended,0,,,,,
player,201411020nwe,den,TaliAq99,sacks,0.0,,,,,
player,201411020nwe,den,TaliAq99,tackles_combined,7,,,,,
player,201411020nwe,den,TaliAq99,tackles_solo,7,,,,,
player,201411020nwe,den,TaliAq99,tackles_assists,0,,,,,
player,201411020nwe,den,TaliAq99,tackles_loss,0,,,,,
player,201411020nwe,den,TaliAq99,qb_hits,0,,,,,
player,201411020nwe,den,TaliAq99,fumbles_rec,0,,,,,
player,201411020nwe,den,TaliAq99,fumbles_rec_yds,0,,,,,
player,201411020nwe,den,TaliAq99,fumbles_rec_td,0,,,,,
player,201411020nwe,den,TaliAq99,fumbles_forced,0,,,,,
player,201411020nwe,den,HarrCh01,def_int,0,,,,,
player,201411020nwe,den,HarrCh01,def_int_yds,0,,,,,
player,201411020nwe,den,HarrCh01,def_int_td,0,,,,,
player,201411020nwe,den,HarrCh01,def_int_long,0,,,,,
player,201411020nwe,den,HarrCh01,pass_defended,0,,,,,
player,201411020nwe,den,HarrCh01,sacks,0.0,,,,,
