game,2014,9,20141102,201411020mia,sdg,"San Diego Chargers",0,mia,"Miami Dolphins",37
player,201411020mia,sdg,FloyMa00,rec,4,,,,,
player,201411020mia,sdg,FloyMa00,rec_yds,60,,,,,
player,201411020mia,sdg,FloyMa00,rec_td,0,,,,,
player,201411020mia,sdg,FloyMa00,rec_long,18,,,,,
player,201411020mia,sdg,FloyMa00,fumbles,0,,,,,
player,201411020mia,sdg,FloyMa00,fumbles_lost,0,,,,,
player,201411020mia,sdg,AlleKe00,pass_cmp,0,,,,,
player,201411020mia,sdg,AlleKe00,pass_att,0,,,,,
player,201411020mia,sdg,AlleKe00,pass_yds,0,,,,,
player,201411020mia,sdg,AlleKe00,pass_td,0,,,,,
player,201411020mia,sdg,AlleKe00,pass_int,0,,,,,
player,201411020mia,sdg,AlleKe00,pass_sacked,0,,,,,
player,201411020mia,sdg,AlleKe00,pass_sacked_yds,0,,,,,
player,201411020mia,sdg,AlleKe00,pass_long,0,,,,,
player,201411020mia,sdg,AlleKe00,pass_rating,,,,,,
player,201411020mia,sdg,AlleKe00,rush_att,0,,,,,
player,201411020mia,sdg,AlleKe00,rush_yds,0,,,,,
player,201411020mia,sdg,AlleKe00,rush_td,0,,,,,
player,201411020mia,sdg,AlleKe00,rush_long,0,,,,,
player,201411020mia,sdg,AlleKe00,targets,9,,,,,
player,201411020mia,sdg,AlleKe00,rec,4,,,,,
player,201411020mia,sdg,AlleKe00,rec_yds,47,,,,,
player,201411020mia,sdg,AlleKe00,rec_td,0,,,,,
player,201411020mia,sdg,AlleKe00,rec_long,17,,,,,
player,201411020mia,sdg,AlleKe00,fumbles,0,,,,,
player,201411020mia,sdg,AlleKe00,fumbles_lost,0,,,,,
player,201411020mia,sdg,GateAn00,pass_cmp,0,,,,,
player,201411020mia,sdg,GateAn00,pass_att,0,,,,,
player,201411020mia,sdg,GateAn00,pass_yds,0,,,,,
player,201411020mia,sdg,GateAn00,pass_td,0,,,,,
player,201411020mia,sdg,GateAn00,pass_int,0,,,,,
player,201411020mia,sdg,GateAn00,pass_sacked,0,,,,,
player,201411020mia,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201411020mia,sdg,GateAn00,pass_long,0,,,,,
player,201411020mia,sdg,GateAn00,pass_rating,,,,,,
player,201411020mia,sdg,GateAn00,rush_att,0,,,,,
player,201411020mia,sdg,GateAn00,rush_yds,0,,,,,
player,201411020mia,sdg,GateAn00,rush_td,0,,,,,
player,201411020mia,sdg,GateAn00,rush_long,0,,,,,
player,201411020mia,sdg,GateAn00,targets,5,,,,,
player,201411020mia,sdg,GateAn00,rec,3,,,,,
player,201411020mia,sdg,GateAn00,rec_yds,28,,,,,
player,201411020mia,sdg,GateAn00,rec_td,0,,,,,
player,201411020mia,sdg,GateAn00,rec_long,10,,,,,
player,201411020mia,sdg,GateAn00,fumbles,0,,,,,
player,201411020mia,sdg,GateAn00,fumbles_lost,0,,,,,
player,201411020mia,sdg,GreeLa00,pass_cmp,0,,,,,
player,201411020mia,sdg,GreeLa00,pass_att,0,,,,,
player,201411020mia,sdg,GreeLa00,pass_yds,0,,,,,
player,201411020mia,sdg,GreeLa00,pass_td,0,,,,,
player,201411020mia,sdg,GreeLa00,pass_int,0,,,,,
player,201411020mia,sdg,GreeLa00,pass_sacked,0,,,,,
player,201411020mia,sdg,GreeLa00,pass_sacked_yds,0,,,,,
player,201411020mia,sdg,GreeLa00,pass_long,0,,,,,
player,201411020mia,sdg,GreeLa00,pass_rating,,,,,,
player,201411020mia,sdg,GreeLa00,rush_att,0,,,,,
player,201411020mia,sdg,GreeLa00,rush_yds,0,,,,,
player,201411020mia,sdg,GreeLa00,rush_td,0,,,,,
player,201411020mia,sdg,GreeLa00,rush_long,0,,,,,
player,201411020mia,sdg,GreeLa00,targets,1,,,,,
player,201411020mia,sdg,GreeLa00,rec,0,,,,,
player,201411020mia,sdg,GreeLa00,rec_yds,0,,,,,
player,201411020mia,sdg,GreeLa00,rec_td,0,,,,,
player,201411020mia,sdg,GreeLa00,rec_long,0,,,,,
player,201411020mia,sdg,GreeLa00,fumbles,0,,,,,
player,201411020mia,sdg,GreeLa00,fumbles_lost,0,,,,,
player,201411020mia,sdg,RoyaEd00,pass_cmp,0,,,,,
player,201411020mia,sdg,RoyaEd00,pass_att,0,,,,,
player,201411020mia,sdg,RoyaEd00,pass_yds,0,,,,,
player,201411020mia,sdg,RoyaEd00,pass_td,0,,,,,
player,201411020mia,sdg,RoyaEd00,pass_int,0,,,,,
player,201411020mia,sdg,RoyaEd00,pass_sacked,0,,,,,
player,201411020mia,sdg,RoyaEd00,pass_sacked_yds,0,,,,,
player,201411020mia,sdg,RoyaEd00,pass_long,0,,,,,
player,201411020mia,sdg,RoyaEd00,pass_rating,,,,,,
player,201411020mia,sdg,RoyaEd00,rush_att,0,,,,,
player,201411020mia,sdg,RoyaEd00,rush_yds,0,,,,,
player,201411020mia,sdg,RoyaEd00,rush_td,0,,,,,
player,201411020mia,sdg,RoyaEd00,rush_long,0,,,,,
player,201411020mia,sdg,RoyaEd00,targets,1,,,,,
player,201411020mia,sdg,RoyaEd00,rec,0,,,,,
player,201411020mia,sdg,RoyaEd00,rec_yds,0,,,,,
player,201411020mia,sdg,RoyaEd00,rec_td,0,,,,,
player,201411020mia,sdg,RoyaEd00,rec_long,0,,,,,
player,201411020mia,sdg,RoyaEd00,fumbles,0,,,,,
player,201411020mia,sdg,RoyaEd00,fumbles_lost,0,,,,,
player,201411020mia,mia,TannRy00,pass_cmp,24,,,,,
player,201411020mia,mia,TannRy00,pass_att,34,,,,,
player,201411020mia,mia,TannRy00,pass_yds,288,,,,,
player,201411020mia,mia,TannRy00,pass_td,3,,,,,
player,201411020mia,mia,TannRy00,pass_int,0,,,,,
player,201411020mia,mia,TannRy00,pass_sacked,0,,,,,
player,201411020mia,mia,TannRy00,pass_sacked_yds,0,,,,,
player,201411020mia,mia,TannRy00,pass_long,38,,,,,
player,201411020mia,mia,TannRy00,pass_rating,125.6,,,,,
player,201411020mia,mia,TannRy00,rush_att,4,,,,,
player,201411020mia,mia,TannRy00,rush_yds,47,,,,,
player,201411020mia,mia,TannRy00,rush_td,0,,,,,
player,201411020mia,mia,TannRy00,rush_long,22,,,,,
player,201411020mia,mia,TannRy00,targets,0,,,,,
player,201411020mia,mia,TannRy00,rec,0,,,,,
player,201411020mia,mia,TannRy00,rec_yds,0,,,,,
player,201411020mia,mia,TannRy00,rec_td,0,,,,,
player,201411020mia,mia,TannRy00,rec_long,0,,,,,
player,201411020mia,mia,TannRy00,fumbles,1,,,,,
player,201411020mia,mia,TannRy00,fumbles_lost,0,,,,,
player,201411020mia,mia,MoorMa01,pass_cmp,2,,,,,
player,201411020mia,mia,MoorMa01,pass_att,4,,,,,
player,201411020mia,mia,MoorMa01,pass_yds,21,,,,,
player,201411020mia,mia,MoorMa01,pass_td,0,,,,,
player,201411020mia,mia,MoorMa01,pass_int,0,,,,,
player,201411020mia,mia,MoorMa01,pass_sacked,0,,,,,
player,201411020mia,mia,MoorMa01,pass_sacked_yds,0,,,,,
player,201411020mia,mia,MoorMa01,pass_long,14,,,,,
player,201411020mia,mia,MoorMa01,pass_rating,65.6,,,,,
player,201411020mia,mia,MoorMa01,rush_att,0,,,,,
player,201411020mia,mia,MoorMa01,rush_yds,0,,,,,
player,201411020mia,mia,MoorMa01,rush_td,0,,,,,
player,201411020mia,mia,MoorMa01,rush_long,0,,,,,
player,201411020mia,mia,MoorMa01,targets,0,,,,,
player,201411020mia,mia,MoorMa01,rec,0,,,,,
player,201411020mia,mia,MoorMa01,rec_yds,0,,,,,
player,201411020mia,mia,MoorMa01,rec_td,0,,,,,
player,201411020mia,mia,MoorMa01,rec_long,0,,,,,
player,201411020mia,mia,MoorMa01,fumbles,0,,,,,
player,201411020mia,mia,MoorMa01,fumbles_lost,0,,,,,
player,201411020mia,mia,WallMi00,pass_cmp,0,,,,,
player,201411020mia,mia,WallMi00,pass_att,1,,,,,
player,201411020mia,mia,WallMi00,pass_yds,0,,,,,
player,201411020mia,mia,WallMi00,pass_td,0,,,,,
player,201411020mia,mia,WallMi00,pass_int,0,,,,,
player,201411020mia,mia,WallMi00,pass_sacked,0,,,,,
player,201411020mia,mia,WallMi00,pass_sacked_yds,0,,,,,
player,201411020mia,mia,WallMi00,pass_long,0,,,,,
player,201411020mia,mia,WallMi00,pass_rating,39.6,,,,,
player,201411020mia,mia,WallMi00,rush_att,0,,,,,
player,201411020mia,mia,WallMi00,rush_yds,0,,,,,
player,201411020mia,mia,WallMi00,rush_td,0,,,,,
player,201411020mia,mia,WallMi00,rush_long,0,,,,,
player,201411020mia,mia,WallMi00,targets,8,,,,,
player,201411020mia,mia,WallMi00,rec,3,,,,,
player,201411020mia,mia,WallMi00,rec_yds,50,,,,,
player,201411020mia,mia,WallMi00,rec_td,0,,,,,
player,201411020mia,mia,WallMi00,rec_long,38,,,,,
player,201411020mia,mia,WallMi00,fumbles,0,,,,,
player,201411020mia,mia,WallMi00,fumbles_lost,0,,,,,
player,201411020mia,mia,MillLa01,pass_cmp,0,,,,,
player,201411020mia,mia,MillLa01,pass_att,0,,,,,
player,201411020mia,mia,MillLa01,pass_yds,0,,,,,
player,201411020mia,mia,MillLa01,pass_td,0,,,,,
player,201411020mia,mia,MillLa01,pass_int,0,,,,,
player,201411020mia,mia,MillLa01,pass_sacked,0,,,,,
player,201411020mia,mia,MillLa01,pass_sacked_yds,0,,,,,
player,201411020mia,mia,MillLa01,pass_long,0,,,,,
player,201411020mia,mia,MillLa01,pass_rating,,,,,,
player,201411020mia,mia,MillLa01,rush_att,11,,,,,
player,201411020mia,mia,MillLa01,rush_yds,49,,,,,
player,201411020mia,mia,MillLa01,rush_td,1,,,,,
player,201411020mia,mia,MillLa01,rush_long,14,,,,,
player,201411020mia,mia,MillLa01,targets,2,,,,,
player,201411020mia,mia,MillLa01,rec,1,,,,,
player,201411020mia,mia,MillLa01,rec_yds,8,,,,,
player,201411020mia,mia,MillLa01,rec_td,0,,,,,
player,201411020mia,mia,MillLa01,rec_long,8,,,,,
player,201411020mia,mia,MillLa01,fumbles,0,,,,,
player,201411020mia,mia,MillLa01,fumbles_lost,0,,,,,
player,201411020mia,mia,WillDa05,pass_cmp,0,,,,,
player,201411020mia,mia,WillDa05,pass_att,0,,,,,
player,201411020mia,mia,WillDa05,pass_yds,0,,,,,
player,201411020mia,mia,WillDa05,pass_td,0,,,,,
player,201411020mia,mia,WillDa05,pass_int,0,,,,,
player,201411020mia,mia,WillDa05,pass_sacked,0,,,,,
player,201411020mia,mia,WillDa05,pass_sacked_yds,0,,,,,
player,201411020mia,mia,WillDa05,pass_long,0,,,,,
player,201411020mia,mia,WillDa05,pass_rating,,,,,,
player,201411020mia,mia,WillDa05,rush_att,11,,,,,
player,201411020mia,mia,WillDa05,rush_yds,28,,,,,
player,201411020mia,mia,WillDa05,rush_td,0,,,,,
player,201411020mia,mia,WillDa05,rush_long,9,,,,,
player,201411020mia,mia,WillDa05,targets,2,,,,,
player,201411020mia,mia,WillDa05,rec,2,,,,,
player,201411020mia,mia,WillDa05,rec_yds,23,,,,,
player,201411020mia,mia,WillDa05,rec_td,0,,,,,
player,201411020mia,mia,WillDa05,rec_long,21,,,,,
player,201411020mia,mia,WillDa05,fumbles,0,,,,,
player,201411020mia,mia,WillDa05,fumbles_lost,0,,,,,
player,201411020mia,mia,ThomDa03,pass_cmp,0,,,,,
player,201411020mia,mia,ThomDa03,pass_att,0,,,,,
player,201411020mia,mia,ThomDa03,pass_yds,0,,,,,
player,201411020mia,mia,ThomDa03,pass_td,0,,,,,
player,201411020mia,mia,ThomDa03,pass_int,0,,,,,
player,201411020mia,mia,ThomDa03,pass_sacked,0,,,,,
player,201411020mia,mia,ThomDa03,pass_sacked_yds,0,,,,,
player,201411020mia,mia,ThomDa03,pass_long,0,,,,,
player,201411020mia,mia,ThomDa03,pass_rating,,,,,,
player,201411020mia,mia,ThomDa03,rush_att,9,,,,,
player,201411020mia,mia,ThomDa03,rush_yds,8,,,,,
player,201411020mia,mia,ThomDa03,rush_td,0,,,,,
player,201411020mia,mia,ThomDa03,rush_long,5,,,,,
player,201411020mia,mia,ThomDa03,targets,2,,,,,
player,201411020mia,mia,ThomDa03,rec,2,,,,,
player,201411020mia,mia,ThomDa03,rec_yds,14,,,,,
player,201411020mia,mia,ThomDa03,rec_td,0,,,,,
player,201411020mia,mia,ThomDa03,rec_long,12,,,,,
player,201411020mia,mia,ThomDa03,fumbles,0,,,,,
player,201411020mia,mia,ThomDa03,fumbles_lost,0,,,,,
player,201411020mia,mia,ClayCh00,pass_cmp,0,,,,,
player,201411020mia,mia,ClayCh00,pass_att,0,,,,,
player,201411020mia,mia,ClayCh00,pass_yds,0,,,,,
player,201411020mia,mia,ClayCh00,pass_td,0,,,,,
player,201411020mia,mia,ClayCh00,pass_int,0,,,,,
player,201411020mia,mia,ClayCh00,pass_sacked,0,,,,,
player,201411020mia,mia,ClayCh00,pass_sacked_yds,0,,,,,
player,201411020mia,mia,ClayCh00,pass_long,0,,,,,
player,201411020mia,mia,ClayCh00,pass_rating,,,,,,
player,201411020mia,mia,ClayCh00,rush_att,0,,,,,
player,201411020mia,mia,ClayCh00,rush_yds,0,,,,,
player,201411020mia,mia,ClayCh00,rush_td,0,,,,,
player,201411020mia,mia,ClayCh00,rush_long,0,,,,,
player,201411020mia,mia,ClayCh00,targets,8,,,,,
player,201411020mia,mia,ClayCh00,rec,5,,,,,
player,201411020mia,mia,ClayCh00,rec_yds,65,,,,,
player,201411020mia,mia,ClayCh00,rec_td,1,,,,,
player,201411020mia,mia,ClayCh00,rec_long,24,,,,,
player,201411020mia,mia,ClayCh00,fumbles,0,,,,,
player,201411020mia,mia,ClayCh00,fumbles_lost,0,,,,,
player,201411020mia,mia,HartBr00,pass_cmp,0,,,,,
player,201411020mia,mia,HartBr00,pass_att,0,,,,,
player,201411020mia,mia,HartBr00,pass_yds,0,,,,,
player,201411020mia,mia,HartBr00,pass_td,0,,,,,
player,201411020mia,mia,HartBr00,pass_int,0,,,,,
player,201411020mia,mia,HartBr00,pass_sacked,0,,,,,
player,201411020mia,mia,HartBr00,pass_sacked_yds,0,,,,,
player,201411020mia,mia,HartBr00,pass_long,0,,,,,
player,201411020mia,mia,HartBr00,pass_rating,,,,,,
player,201411020mia,mia,HartBr00,rush_att,0,,,,,
player,201411020mia,mia,HartBr00,rush_yds,0,,,,,
player,201411020mia,mia,HartBr00,rush_td,0,,,,,
player,201411020mia,mia,HartBr00,rush_long,0,,,,,
player,201411020mia,mia,HartBr00,targets,7,,,,,
player,201411020mia,mia,HartBr00,rec,5,,,,,
player,201411020mia,mia,HartBr00,rec_yds,50,,,,,
player,201411020mia,mia,HartBr00,rec_td,0,,,,,
player,201411020mia,mia,HartBr00,rec_long,18,,,,,
player,201411020mia,mia,HartBr00,fumbles,0,,,,,
player,201411020mia,mia,HartBr00,fumbles_lost,0,,,,,
player,201411020mia,mia,LandJa00,pass_cmp,0,,,,,
player,201411020mia,mia,LandJa00,pass_att,0,,,,,
player,201411020mia,mia,LandJa00,pass_yds,0,,,,,
player,201411020mia,mia,LandJa00,pass_td,0,,,,,
player,201411020mia,mia,LandJa00,pass_int,0,,,,,
player,201411020mia,mia,LandJa00,pass_sacked,0,,,,,
player,201411020mia,mia,LandJa00,pass_sacked_yds,0,,,,,
player,201411020mia,mia,LandJa00,pass_long,0,,,,,
player,201411020mia,mia,LandJa00,pass_rating,,,,,,
player,201411020mia,mia,LandJa00,rush_att,0,,,,,
player,201411020mia,mia,LandJa00,rush_yds,0,,,,,
player,201411020mia,mia,LandJa00,rush_td,0,,,,,
player,201411020mia,mia,LandJa00,rush_long,0,,,,,
player,201411020mia,mia,LandJa00,targets,6,,,,,
player,201411020mia,mia,LandJa00,rec,5,,,,,
player,201411020mia,mia,LandJa00,rec_yds,46,,,,,
player,201411020mia,mia,LandJa00,rec_td,1,,,,,
player,201411020mia,mia,LandJa00,rec_long,14,,,,,
player,201411020mia,mia,LandJa00,fumbles,0,,,,,
player,201411020mia,mia,LandJa00,fumbles_lost,0,,,,,
player,201411020mia,mia,MattRi00,pass_cmp,0,,,,,
player,201411020mia,mia,MattRi00,pass_att,0,,,,,
player,201411020mia,mia,MattRi00,pass_yds,0,,,,,
player,201411020mia,mia,MattRi00,pass_td,0,,,,,
player,201411020mia,mia,MattRi00,pass_int,0,,,,,
player,201411020mia,mia,MattRi00,pass_sacked,0,,,,,
player,201411020mia,mia,MattRi00,pass_sacked_yds,0,,,,,
player,201411020mia,mia,MattRi00,pass_long,0,,,,,
player,201411020mia,mia,MattRi00,pass_rating,,,,,,
player,201411020mia,mia,MattRi00,rush_att,0,,,,,
player,201411020mia,mia,MattRi00,rush_yds,0,,,,,
player,201411020mia,mia,MattRi00,rush_td,0,,,,,
player,201411020mia,mia,MattRi00,rush_long,0,,,,,
player,201411020mia,mia,MattRi00,targets,1,,,,,
player,201411020mia,mia,MattRi00,rec,1,,,,,
player,201411020mia,mia,MattRi00,rec_yds,21,,,,,
player,201411020mia,mia,MattRi00,rec_td,1,,,,,
player,201411020mia,mia,MattRi00,rec_long,21,,,,,
player,201411020mia,mia,MattRi00,fumbles,0,,,,,
player,201411020mia,mia,MattRi00,fumbles_lost,0,,,,,
player,201411020mia,mia,GibsBr00,pass_cmp,0,,,,,
player,201411020mia,mia,GibsBr00,pass_att,0,,,,,
player,201411020mia,mia,GibsBr00,pass_yds,0,,,,,
player,201411020mia,mia,GibsBr00,pass_td,0,,,,,
player,201411020mia,mia,GibsBr00,pass_int,0,,,,,
player,201411020mia,mia,GibsBr00,pass_sacked,0,,,,,
player,201411020mia,mia,GibsBr00,pass_sacked_yds,0,,,,,
player,201411020mia,mia,GibsBr00,pass_long,0,,,,,
player,201411020mia,mia,GibsBr00,pass_rating,,,,,,
player,201411020mia,mia,GibsBr00,rush_att,0,,,,,
player,201411020mia,mia,GibsBr00,rush_yds,0,,,,,
player,201411020mia,mia,GibsBr00,rush_td,0,,,,,
player,201411020mia,mia,GibsBr00,rush_long,0,,,,,
player,201411020mia,mia,GibsBr00,targets,2,,,,,
player,201411020mia,mia,GibsBr00,rec,1,,,,,
player,201411020mia,mia,GibsBr00,rec_yds,18,,,,,
player,201411020mia,mia,GibsBr00,rec_td,0,,,,,
player,201411020mia,mia,GibsBr00,rec_long,18,,,,,
player,201411020mia,mia,GibsBr00,fumbles,0,,,,,
player,201411020mia,mia,GibsBr00,fumbles_lost,0,,,,,
player,201411020mia,mia,HoskHa00,pass_cmp,0,,,,,
player,201411020mia,mia,HoskHa00,pass_att,0,,,,,
player,201411020mia,mia,HoskHa00,pass_yds,0,,,,,
player,201411020mia,mia,HoskHa00,pass_td,0,,,,,
player,201411020mia,mia,HoskHa00,pass_int,0,,,,,
player,201411020mia,mia,HoskHa00,pass_sacked,0,,,,,
player,201411020mia,mia,HoskHa00,pass_sacked_yds,0,,,,,
player,201411020mia,mia,HoskHa00,pass_long,0,,,,,
player,201411020mia,mia,HoskHa00,pass_rating,,,,,,
