game,2014,2,20140914,201409140oti,dal,"Dallas Cowboys",26,oti,"Tennessee Titans",10
player,201409140oti,dal,LearRo00,defense,0,,,,,
player,201409140oti,dal,LearRo00,def_pct,0%,,,,,
player,201409140oti,dal,LearRo00,special_teams,6,,,,,
player,201409140oti,dal,LearRo00,st_pct,22%,,,,,
player,201409140oti,dal,MartZa00,pos,G,,,,,
player,201409140oti,dal,MartZa00,offense,81,,,,,
player,201409140oti,dal,MartZa00,off_pct,100%,,,,,
player,201409140oti,dal,MartZa00,defense,0,,,,,
player,201409140oti,dal,MartZa00,def_pct,0%,,,,,
player,201409140oti,dal,MartZa00,special_teams,6,,,,,
player,201409140oti,dal,MartZa00,st_pct,22%,,,,,
player,201409140oti,dal,WittJa00,pos,TE,,,,,
player,201409140oti,dal,WittJa00,offense,81,,,,,
player,201409140oti,dal,WittJa00,off_pct,100%,,,,,
player,201409140oti,dal,WittJa00,defense,0,,,,,
player,201409140oti,dal,WittJa00,def_pct,0%,,,,,
player,201409140oti,dal,WittJa00,special_teams,6,,,,,
player,201409140oti,dal,WittJa00,st_pct,22%,,,,,
player,201409140oti,dal,RomoTo00,pos,QB,,,,,
player,201409140oti,dal,RomoTo00,offense,81,,,,,
player,201409140oti,dal,RomoTo00,off_pct,100%,,,,,
player,201409140oti,dal,RomoTo00,defense,0,,,,,
player,201409140oti,dal,RomoTo00,def_pct,0%,,,,,
player,201409140oti,dal,RomoTo00,special_teams,0,,,,,
player,201409140oti,dal,RomoTo00,st_pct,0%,,,,,
player,201409140oti,dal,BryaDe01,pos,WR,,,,,
player,201409140oti,dal,BryaDe01,offense,61,,,,,
player,201409140oti,dal,BryaDe01,off_pct,75%,,,,,
player,201409140oti,dal,BryaDe01,defense,0,,,,,
player,201409140oti,dal,BryaDe01,def_pct,0%,,,,,
player,201409140oti,dal,BryaDe01,special_teams,0,,,,,
player,201409140oti,dal,BryaDe01,st_pct,0%,,,,,
player,201409140oti,dal,WillTe01,pos,WR,,,,,
player,201409140oti,dal,WillTe01,offense,60,,,,,
player,201409140oti,dal,WillTe01,off_pct,74%,,,,,
player,201409140oti,dal,WillTe01,defense,0,,,,,
player,201409140oti,dal,WillTe01,def_pct,0%,,,,,
player,201409140oti,dal,WillTe01,special_teams,0,,,,,
player,201409140oti,dal,WillTe01,st_pct,0%,,,,,
player,201409140oti,dal,MurrDe00,pos,RB,,,,,
player,201409140oti,dal,MurrDe00,offense,58,,,,,
player,201409140oti,dal,MurrDe00,off_pct,72%,,,,,
player,201409140oti,dal,MurrDe00,defense,0,,,,,
player,201409140oti,dal,MurrDe00,def_pct,0%,,,,,
player,201409140oti,dal,MurrDe00,special_teams,0,,,,,
player,201409140oti,dal,MurrDe00,st_pct,0%,,,,,
player,201409140oti,dal,BeasCo00,pos,WR,,,,,
player,201409140oti,dal,BeasCo00,offense,34,,,,,
player,201409140oti,dal,BeasCo00,off_pct,42%,,,,,
player,201409140oti,dal,BeasCo00,defense,0,,,,,
player,201409140oti,dal,BeasCo00,def_pct,0%,,,,,
player,201409140oti,dal,BeasCo00,special_teams,0,,,,,
player,201409140oti,dal,BeasCo00,st_pct,0%,,,,,
player,201409140oti,dal,HarrDw00,pos,WR,,,,,
player,201409140oti,dal,HarrDw00,offense,22,,,,,
player,201409140oti,dal,HarrDw00,off_pct,27%,,,,,
player,201409140oti,dal,HarrDw00,defense,0,,,,,
player,201409140oti,dal,HarrDw00,def_pct,0%,,,,,
player,201409140oti,dal,HarrDw00,special_teams,19,,,,,
player,201409140oti,dal,HarrDw00,st_pct,70%,,,,,
player,201409140oti,dal,HannJa00,pos,TE,,,,,
player,201409140oti,dal,HannJa00,offense,21,,,,,
player,201409140oti,dal,HannJa00,off_pct,26%,,,,,
player,201409140oti,dal,HannJa00,defense,0,,,,,
player,201409140oti,dal,HannJa00,def_pct,0%,,,,,
player,201409140oti,dal,HannJa00,special_teams,14,,,,,
player,201409140oti,dal,HannJa00,st_pct,52%,,,,,
player,201409140oti,dal,DunbLa00,pos,RB,,,,,
player,201409140oti,dal,DunbLa00,offense,17,,,,,
player,201409140oti,dal,DunbLa00,off_pct,21%,,,,,
player,201409140oti,dal,DunbLa00,defense,0,,,,,
player,201409140oti,dal,DunbLa00,def_pct,0%,,,,,
player,201409140oti,dal,DunbLa00,special_teams,13,,,,,
player,201409140oti,dal,DunbLa00,st_pct,48%,,,,,
player,201409140oti,dal,EscoGa00,pos,TE,,,,,
player,201409140oti,dal,EscoGa00,offense,15,,,,,
player,201409140oti,dal,EscoGa00,off_pct,19%,,,,,
player,201409140oti,dal,EscoGa00,defense,0,,,,,
player,201409140oti,dal,EscoGa00,def_pct,0%,,,,,
player,201409140oti,dal,EscoGa00,special_teams,8,,,,,
player,201409140oti,dal,EscoGa00,st_pct,30%,,,,,
player,201409140oti,dal,ClutTy00,pos,FB,,,,,
player,201409140oti,dal,ClutTy00,offense,14,,,,,
player,201409140oti,dal,ClutTy00,off_pct,17%,,,,,
player,201409140oti,dal,ClutTy00,defense,0,,,,,
player,201409140oti,dal,ClutTy00,def_pct,0%,,,,,
player,201409140oti,dal,ClutTy00,special_teams,3,,,,,
player,201409140oti,dal,ClutTy00,st_pct,11%,,,,,
player,201409140oti,dal,StreDe00,pos,WR,,,,,
player,201409140oti,dal,StreDe00,offense,10,,,,,
player,201409140oti,dal,StreDe00,off_pct,12%,,,,,
player,201409140oti,dal,StreDe00,defense,0,,,,,
player,201409140oti,dal,StreDe00,def_pct,0%,,,,,
player,201409140oti,dal,StreDe00,special_teams,0,,,,,
player,201409140oti,dal,StreDe00,st_pct,0%,,,,,
player,201409140oti,dal,RandJo01,pos,RB,,,,,
player,201409140oti,dal,RandJo01,offense,7,,,,,
player,201409140oti,dal,RandJo01,off_pct,9%,,,,,
player,201409140oti,dal,RandJo01,defense,0,,,,,
player,201409140oti,dal,RandJo01,def_pct,0%,,,,,
player,201409140oti,dal,RandJo01,special_teams,6,,,,,
player,201409140oti,dal,RandJo01,st_pct,22%,,,,,
player,201409140oti,dal,ParnJe00,pos,T,,,,,
player,201409140oti,dal,ParnJe00,offense,5,,,,,
player,201409140oti,dal,ParnJe00,off_pct,6%,,,,,
player,201409140oti,dal,ParnJe00,defense,0,,,,,
player,201409140oti,dal,ParnJe00,def_pct,0%,,,,,
player,201409140oti,dal,ParnJe00,special_teams,6,,,,,
player,201409140oti,dal,ParnJe00,st_pct,22%,,,,,
player,201409140oti,dal,CartBr00,pos,LB,,,,,
player,201409140oti,dal,CartBr00,offense,0,,,,,
player,201409140oti,dal,CartBr00,off_pct,0%,,,,,
player,201409140oti,dal,CartBr00,defense,49,,,,,
player,201409140oti,dal,CartBr00,def_pct,100%,,,,,
player,201409140oti,dal,CartBr00,special_teams,11,,,,,
player,201409140oti,dal,CartBr00,st_pct,41%,,,,,
player,201409140oti,dal,CarrBr99,pos,CB,,,,,
player,201409140oti,dal,CarrBr99,offense,0,,,,,
player,201409140oti,dal,CarrBr99,off_pct,0%,,,,,
player,201409140oti,dal,CarrBr99,defense,49,,,,,
player,201409140oti,dal,CarrBr99,def_pct,100%,,,,,
player,201409140oti,dal,CarrBr99,special_teams,4,,,,,
player,201409140oti,dal,CarrBr99,st_pct,15%,,,,,
player,201409140oti,dal,McClRo00,pos,LB,,,,,
player,201409140oti,dal,McClRo00,offense,0,,,,,
player,201409140oti,dal,McClRo00,off_pct,0%,,,,,
player,201409140oti,dal,McClRo00,defense,48,,,,,
player,201409140oti,dal,McClRo00,def_pct,98%,,,,,
player,201409140oti,dal,McClRo00,special_teams,2,,,,,
player,201409140oti,dal,McClRo00,st_pct,7%,,,,,
player,201409140oti,dal,ClaiMo00,pos,CB,,,,,
player,201409140oti,dal,ClaiMo00,offense,0,,,,,
player,201409140oti,dal,ClaiMo00,off_pct,0%,,,,,
player,201409140oti,dal,ClaiMo00,defense,46,,,,,
player,201409140oti,dal,ClaiMo00,def_pct,94%,,,,,
player,201409140oti,dal,ClaiMo00,special_teams,2,,,,,
player,201409140oti,dal,ClaiMo00,st_pct,7%,,,,,
player,201409140oti,dal,ChurBa99,pos,SS,,,,,
player,201409140oti,dal,ChurBa99,offense,0,,,,,
player,201409140oti,dal,ChurBa99,off_pct,0%,,,,,
player,201409140oti,dal,ChurBa99,defense,45,,,,,
player,201409140oti,dal,ChurBa99,def_pct,92%,,,,,
player,201409140oti,dal,ChurBa99,special_teams,14,,,,,
player,201409140oti,dal,ChurBa99,st_pct,52%,,,,,
player,201409140oti,dal,MoorSt00,pos,CB,,,,,
player,201409140oti,dal,MoorSt00,offense,0,,,,,
player,201409140oti,dal,MoorSt00,off_pct,0%,,,,,
player,201409140oti,dal,MoorSt00,defense,44,,,,,
player,201409140oti,dal,MoorSt00,def_pct,90%,,,,,
player,201409140oti,dal,MoorSt00,special_teams,0,,,,,
player,201409140oti,dal,MoorSt00,st_pct,0%,,,,,
player,201409140oti,dal,WilcJ.00,pos,FS,,,,,
player,201409140oti,dal,WilcJ.00,offense,0,,,,,
player,201409140oti,dal,WilcJ.00,off_pct,0%,,,,,
player,201409140oti,dal,WilcJ.00,defense,43,,,,,
player,201409140oti,dal,WilcJ.00,def_pct,88%,,,,,
player,201409140oti,dal,WilcJ.00,special_teams,14,,,,,
player,201409140oti,dal,WilcJ.00,st_pct,52%,,,,,
player,201409140oti,dal,MincJe99,pos,DE,,,,,
player,201409140oti,dal,MincJe99,offense,0,,,,,
player,201409140oti,dal,MincJe99,off_pct,0%,,,,,
player,201409140oti,dal,MincJe99,defense,35,,,,,
player,201409140oti,dal,MincJe99,def_pct,71%,,,,,
player,201409140oti,dal,MincJe99,special_teams,2,,,,,
player,201409140oti,dal,MincJe99,st_pct,7%,,,,,
player,201409140oti,dal,CrawTy00,pos,DE,,,,,
player,201409140oti,dal,CrawTy00,offense,0,,,,,
player,201409140oti,dal,CrawTy00,off_pct,0%,,,,,
player,201409140oti,dal,CrawTy00,defense,28,,,,,
player,201409140oti,dal,CrawTy00,def_pct,57%,,,,,
player,201409140oti,dal,CrawTy00,special_teams,8,,,,,
player,201409140oti,dal,CrawTy00,st_pct,30%,,,,,
player,201409140oti,dal,MeltHe99,pos,DT,,,,,
player,201409140oti,dal,MeltHe99,offense,0,,,,,
player,201409140oti,dal,MeltHe99,off_pct,0%,,,,,
player,201409140oti,dal,MeltHe99,defense,26,,,,,
player,201409140oti,dal,MeltHe99,def_pct,53%,,,,,
player,201409140oti,dal,MeltHe99,special_teams,2,,,,,
player,201409140oti,dal,MeltHe99,st_pct,7%,,,,,
player,201409140oti,dal,HaydNi99,pos,DT,,,,,
player,201409140oti,dal,HaydNi99,offense,0,,,,,
player,201409140oti,dal,HaydNi99,off_pct,0%,,,,,
player,201409140oti,dal,HaydNi99,defense,26,,,,,
player,201409140oti,dal,HaydNi99,def_pct,53%,,,,,
player,201409140oti,dal,HaydNi99,special_teams,2,,,,,
player,201409140oti,dal,HaydNi99,st_pct,7%,,,,,
player,201409140oti,dal,SelvGe99,pos,DE,,,,,
player,201409140oti,dal,SelvGe99,offense,0,,,,,
player,201409140oti,dal,SelvGe99,off_pct,0%,,,,,
player,201409140oti,dal,SelvGe99,defense,22,,,,,
player,201409140oti,dal,SelvGe99,def_pct,45%,,,,,
player,201409140oti,dal,SelvGe99,special_teams,0,,,,,
player,201409140oti,dal,SelvGe99,st_pct,0%,,,,,
player,201409140oti,dal,ColeDa00,pos,DT,,,,,
player,201409140oti,dal,ColeDa00,offense,0,,,,,
player,201409140oti,dal,ColeDa00,off_pct,0%,,,,,
player,201409140oti,dal,ColeDa00,defense,19,,,,,
player,201409140oti,dal,ColeDa00,def_pct,39%,,,,,
player,201409140oti,dal,ColeDa00,special_teams,0,,,,,
player,201409140oti,dal,ColeDa00,st_pct,0%,,,,,
player,201409140oti,dal,McClTe00,pos,DT,,,,,
player,201409140oti,dal,McClTe00,offense,0,,,,,
player,201409140oti,dal,McClTe00,off_pct,0%,,,,,
player,201409140oti,dal,McClTe00,defense,18,,,,,
player,201409140oti,dal,McClTe00,def_pct,37%,,,,,
player,201409140oti,dal,McClTe00,special_teams,2,,,,,
player,201409140oti,dal,McClTe00,st_pct,7%,,,,,
player,201409140oti,dal,CrawJa00,pos,DE,,,,,
player,201409140oti,dal,CrawJa00,offense,0,,,,,
player,201409140oti,dal,CrawJa00,off_pct,0%,,,,,
player,201409140oti,dal,CrawJa00,defense,12,,,,,
player,201409140oti,dal,CrawJa00,def_pct,24%,,,,,
player,201409140oti,dal,CrawJa00,special_teams,3,,,,,
player,201409140oti,dal,CrawJa00,st_pct,11%,,,,,
player,201409140oti,dal,WilbKy00,pos,LB,,,,,
player,201409140oti,dal,WilbKy00,offense,0,,,,,
player,201409140oti,dal,WilbKy00,off_pct,0%,,,,,
player,201409140oti,dal,WilbKy00,defense,11,,,,,
player,201409140oti,dal,WilbKy00,def_pct,22%,,,,,
player,201409140oti,dal,WilbKy00,special_teams,21,,,,,
player,201409140oti,dal,WilbKy00,st_pct,78%,,,,,
player,201409140oti,dal,HeatJe00,pos,FS,,,,,
player,201409140oti,dal,HeatJe00,offense,0,,,,,
player,201409140oti,dal,HeatJe00,off_pct,0%,,,,,
player,201409140oti,dal,HeatJe00,defense,10,,,,,
player,201409140oti,dal,HeatJe00,def_pct,20%,,,,,
player,201409140oti,dal,HeatJe00,special_teams,19,,,,,
player,201409140oti,dal,HeatJe00,st_pct,70%,,,,,
player,201409140oti,dal,HitcAn00,pos,LB,,,,,
player,201409140oti,dal,HitcAn00,offense,0,,,,,
player,201409140oti,dal,HitcAn00,off_pct,0%,,,,,
player,201409140oti,dal,HitcAn00,defense,8,,,,,
player,201409140oti,dal,HitcAn00,def_pct,16%,,,,,
player,201409140oti,dal,HitcAn00,special_teams,7,,,,,
player,201409140oti,dal,HitcAn00,st_pct,26%,,,,,
player,201409140oti,dal,SpilCJ99,pos,SS,,,,,
player,201409140oti,dal,SpilCJ99,offense,0,,,,,
player,201409140oti,dal,SpilCJ99,off_pct,0%,,,,,
player,201409140oti,dal,SpilCJ99,defense,0,,,,,
player,201409140oti,dal,SpilCJ99,def_pct,0%,,,,,
player,201409140oti,dal,SpilCJ99,special_teams,19,,,,,
player,201409140oti,dal,SpilCJ99,st_pct,70%,,,,,
player,201409140oti,dal,LawrCa01,pos,LB,,,,,
player,201409140oti,dal,LawrCa01,offense,0,,,,,
player,201409140oti,dal,LawrCa01,off_pct,0%,,,,,
player,201409140oti,dal,LawrCa01,defense,0,,,,,
player,201409140oti,dal,LawrCa01,def_pct,0%,,,,,
player,201409140oti,dal,LawrCa01,special_teams,17,,,,,
player,201409140oti,dal,LawrCa01,st_pct,63%,,,,,
player,201409140oti,dal,BailDa00,pos,K,,,,,
player,201409140oti,dal,BailDa00,offense,0,,,,,
player,201409140oti,dal,BailDa00,off_pct,0%,,,,,
player,201409140oti,dal,BailDa00,defense,0,,,,,
player,201409140oti,dal,BailDa00,def_pct,0%,,,,,
player,201409140oti,dal,BailDa00,special_teams,13,,,,,
player,201409140oti,dal,BailDa00,st_pct,48%,,,,,
player,201409140oti,dal,LadoL.20,pos,LS,,,,,
player,201409140oti,dal,LadoL.20,offense,0,,,,,
player,201409140oti,dal,LadoL.20,off_pct,0%,,,,,
player,201409140oti,dal,LadoL.20,defense,0,,,,,
player,201409140oti,dal,LadoL.20,def_pct,0%,,,,,
player,201409140oti,dal,LadoL.20,special_teams,10,,,,,
player,201409140oti,dal,LadoL.20,st_pct,37%,,,,,
player,201409140oti,dal,JoneCh02,pos,P,,,,,
player,201409140oti,dal,JoneCh02,offense,0,,,,,
player,201409140oti,dal,JoneCh02,off_pct,0%,,,,,
player,201409140oti,dal,JoneCh02,defense,0,,,,,
player,201409140oti,dal,JoneCh02,def_pct,0%,,,,,
player,201409140oti,dal,JoneCh02,special_teams,10,,,,,
player,201409140oti,dal,JoneCh02,st_pct,37%,,,,,
player,201409140oti,dal,BernMa20,pos,G,,,,,
player,201409140oti,dal,BernMa20,offense,0,,,,,
player,201409140oti,dal,BernMa20,off_pct,0%,,,,,
player,201409140oti,dal,BernMa20,defense,0,,,,,
player,201409140oti,dal,BernMa20,def_pct,0%,,,,,
player,201409140oti,dal,BernMa20,special_teams,6,,,,,
player,201409140oti,dal,BernMa20,st_pct,22%,,,,,
player,201409140oti,dal,PatmTy00,pos,CB,,,,,
player,201409140oti,dal,PatmTy00,offense,0,,,,,
player,201409140oti,dal,PatmTy00,off_pct,0%,,,,,
player,201409140oti,dal,PatmTy00,defense,0,,,,,
player,201409140oti,dal,PatmTy00,def_pct,0%,,,,,
player,201409140oti,dal,PatmTy00,special_teams,4,,,,,
player,201409140oti,dal,PatmTy00,st_pct,15%,,,,,
