game,2014,6,20141012,201410120mia,gnb,"Green Bay Packers",27,mia,"Miami Dolphins",24
player,201410120mia,gnb,LacyEd00,rush_long,10,,,,,
player,201410120mia,gnb,LacyEd00,targets,0,,,,,
player,201410120mia,gnb,LacyEd00,rec,0,,,,,
player,201410120mia,gnb,LacyEd00,rec_yds,0,,,,,
player,201410120mia,gnb,LacyEd00,rec_td,0,,,,,
player,201410120mia,gnb,LacyEd00,rec_long,0,,,,,
player,201410120mia,gnb,LacyEd00,fumbles,0,,,,,
player,201410120mia,gnb,LacyEd00,fumbles_lost,0,,,,,
player,201410120mia,gnb,StarJa00,pass_cmp,0,,,,,
player,201410120mia,gnb,StarJa00,pass_att,0,,,,,
player,201410120mia,gnb,StarJa00,pass_yds,0,,,,,
player,201410120mia,gnb,StarJa00,pass_td,0,,,,,
player,201410120mia,gnb,StarJa00,pass_int,0,,,,,
player,201410120mia,gnb,StarJa00,pass_sacked,0,,,,,
player,201410120mia,gnb,StarJa00,pass_sacked_yds,0,,,,,
player,201410120mia,gnb,StarJa00,pass_long,0,,,,,
player,201410120mia,gnb,StarJa00,pass_rating,,,,,,
player,201410120mia,gnb,StarJa00,rush_att,8,,,,,
player,201410120mia,gnb,StarJa00,rush_yds,31,,,,,
player,201410120mia,gnb,StarJa00,rush_td,0,,,,,
player,201410120mia,gnb,StarJa00,rush_long,12,,,,,
player,201410120mia,gnb,StarJa00,targets,5,,,,,
player,201410120mia,gnb,StarJa00,rec,2,,,,,
player,201410120mia,gnb,StarJa00,rec_yds,11,,,,,
player,201410120mia,gnb,StarJa00,rec_td,0,,,,,
player,201410120mia,gnb,StarJa00,rec_long,10,,,,,
player,201410120mia,gnb,StarJa00,fumbles,0,,,,,
player,201410120mia,gnb,StarJa00,fumbles_lost,0,,,,,
player,201410120mia,gnb,KuhnJo00,pass_cmp,0,,,,,
player,201410120mia,gnb,KuhnJo00,pass_att,0,,,,,
player,201410120mia,gnb,KuhnJo00,pass_yds,0,,,,,
player,201410120mia,gnb,KuhnJo00,pass_td,0,,,,,
player,201410120mia,gnb,KuhnJo00,pass_int,0,,,,,
player,201410120mia,gnb,KuhnJo00,pass_sacked,0,,,,,
player,201410120mia,gnb,KuhnJo00,pass_sacked_yds,0,,,,,
player,201410120mia,gnb,KuhnJo00,pass_long,0,,,,,
player,201410120mia,gnb,KuhnJo00,pass_rating,,,,,,
player,201410120mia,gnb,KuhnJo00,rush_att,4,,,,,
player,201410120mia,gnb,KuhnJo00,rush_yds,15,,,,,
player,201410120mia,gnb,KuhnJo00,rush_td,0,,,,,
player,201410120mia,gnb,KuhnJo00,rush_long,5,,,,,
player,201410120mia,gnb,KuhnJo00,targets,0,,,,,
player,201410120mia,gnb,KuhnJo00,rec,0,,,,,
player,201410120mia,gnb,KuhnJo00,rec_yds,0,,,,,
player,201410120mia,gnb,KuhnJo00,rec_td,0,,,,,
player,201410120mia,gnb,KuhnJo00,rec_long,0,,,,,
player,201410120mia,gnb,KuhnJo00,fumbles,0,,,,,
player,201410120mia,gnb,KuhnJo00,fumbles_lost,0,,,,,
player,201410120mia,gnb,CobbRa00,pass_cmp,0,,,,,
player,201410120mia,gnb,CobbRa00,pass_att,0,,,,,
player,201410120mia,gnb,CobbRa00,pass_yds,0,,,,,
player,201410120mia,gnb,CobbRa00,pass_td,0,,,,,
player,201410120mia,gnb,CobbRa00,pass_int,0,,,,,
player,201410120mia,gnb,CobbRa00,pass_sacked,0,,,,,
player,201410120mia,gnb,CobbRa00,pass_sacked_yds,0,,,,,
player,201410120mia,gnb,CobbRa00,pass_long,0,,,,,
player,201410120mia,gnb,CobbRa00,pass_rating,,,,,,
player,201410120mia,gnb,CobbRa00,rush_att,1,,,,,
player,201410120mia,gnb,CobbRa00,rush_yds,1,,,,,
player,201410120mia,gnb,CobbRa00,rush_td,0,,,,,
player,201410120mia,gnb,CobbRa00,rush_long,1,,,,,
player,201410120mia,gnb,CobbRa00,targets,7,,,,,
player,201410120mia,gnb,CobbRa00,rec,5,,,,,
player,201410120mia,gnb,CobbRa00,rec_yds,58,,,,,
player,201410120mia,gnb,CobbRa00,rec_td,1,,,,,
player,201410120mia,gnb,CobbRa00,rec_long,28,,,,,
player,201410120mia,gnb,CobbRa00,fumbles,0,,,,,
player,201410120mia,gnb,CobbRa00,fumbles_lost,0,,,,,
player,201410120mia,gnb,NelsJo00,pass_cmp,0,,,,,
player,201410120mia,gnb,NelsJo00,pass_att,0,,,,,
player,201410120mia,gnb,NelsJo00,pass_yds,0,,,,,
player,201410120mia,gnb,NelsJo00,pass_td,0,,,,,
player,201410120mia,gnb,NelsJo00,pass_int,0,,,,,
player,201410120mia,gnb,NelsJo00,pass_sacked,0,,,,,
player,201410120mia,gnb,NelsJo00,pass_sacked_yds,0,,,,,
player,201410120mia,gnb,NelsJo00,pass_long,0,,,,,
player,201410120mia,gnb,NelsJo00,pass_rating,,,,,,
player,201410120mia,gnb,NelsJo00,rush_att,0,,,,,
player,201410120mia,gnb,NelsJo00,rush_yds,0,,,,,
player,201410120mia,gnb,NelsJo00,rush_td,0,,,,,
player,201410120mia,gnb,NelsJo00,rush_long,0,,,,,
player,201410120mia,gnb,NelsJo00,targets,16,,,,,
player,201410120mia,gnb,NelsJo00,rec,9,,,,,
player,201410120mia,gnb,NelsJo00,rec_yds,107,,,,,
player,201410120mia,gnb,NelsJo00,rec_td,1,,,,,
player,201410120mia,gnb,NelsJo00,rec_long,22,,,,,
player,201410120mia,gnb,NelsJo00,fumbles,0,,,,,
player,201410120mia,gnb,NelsJo00,fumbles_lost,0,,,,,
player,201410120mia,gnb,AdamDa01,pass_cmp,0,,,,,
player,201410120mia,gnb,AdamDa01,pass_att,0,,,,,
player,201410120mia,gnb,AdamDa01,pass_yds,0,,,,,
player,201410120mia,gnb,AdamDa01,pass_td,0,,,,,
player,201410120mia,gnb,AdamDa01,pass_int,0,,,,,
player,201410120mia,gnb,AdamDa01,pass_sacked,0,,,,,
player,201410120mia,gnb,AdamDa01,pass_sacked_yds,0,,,,,
player,201410120mia,gnb,AdamDa01,pass_long,0,,,,,
player,201410120mia,gnb,AdamDa01,pass_rating,,,,,,
player,201410120mia,gnb,AdamDa01,rush_att,0,,,,,
player,201410120mia,gnb,AdamDa01,rush_yds,0,,,,,
player,201410120mia,gnb,AdamDa01,rush_td,0,,,,,
player,201410120mia,gnb,AdamDa01,rush_long,0,,,,,
player,201410120mia,gnb,AdamDa01,targets,8,,,,,
player,201410120mia,gnb,AdamDa01,rec,6,,,,,
player,201410120mia,gnb,AdamDa01,rec_yds,77,,,,,
player,201410120mia,gnb,AdamDa01,rec_td,0,,,,,
player,201410120mia,gnb,AdamDa01,rec_long,24,,,,,
player,201410120mia,gnb,AdamDa01,fumbles,0,,,,,
player,201410120mia,gnb,AdamDa01,fumbles_lost,0,,,,,
player,201410120mia,gnb,QuarAn00,pass_cmp,0,,,,,
player,201410120mia,gnb,QuarAn00,pass_att,0,,,,,
player,201410120mia,gnb,QuarAn00,pass_yds,0,,,,,
player,201410120mia,gnb,QuarAn00,pass_td,0,,,,,
player,201410120mia,gnb,QuarAn00,pass_int,0,,,,,
player,201410120mia,gnb,QuarAn00,pass_sacked,0,,,,,
player,201410120mia,gnb,QuarAn00,pass_sacked_yds,0,,,,,
player,201410120mia,gnb,QuarAn00,pass_long,0,,,,,
player,201410120mia,gnb,QuarAn00,pass_rating,,,,,,
player,201410120mia,gnb,QuarAn00,rush_att,0,,,,,
player,201410120mia,gnb,QuarAn00,rush_yds,0,,,,,
player,201410120mia,gnb,QuarAn00,rush_td,0,,,,,
player,201410120mia,gnb,QuarAn00,rush_long,0,,,,,
player,201410120mia,gnb,QuarAn00,targets,5,,,,,
player,201410120mia,gnb,QuarAn00,rec,2,,,,,
player,201410120mia,gnb,QuarAn00,rec_yds,11,,,,,
player,201410120mia,gnb,QuarAn00,rec_td,1,,,,,
player,201410120mia,gnb,QuarAn00,rec_long,7,,,,,
player,201410120mia,gnb,QuarAn00,fumbles,0,,,,,
player,201410120mia,gnb,QuarAn00,fumbles_lost,0,,,,,
player,201410120mia,mia,TannRy00,pass_cmp,20,,,,,
player,201410120mia,mia,TannRy00,pass_att,31,,,,,
player,201410120mia,mia,TannRy00,pass_yds,244,,,,,
player,201410120mia,mia,TannRy00,pass_td,2,,,,,
player,201410120mia,mia,TannRy00,pass_int,2,,,,,
player,201410120mia,mia,TannRy00,pass_sacked,1,,,,,
player,201410120mia,mia,TannRy00,pass_sacked_yds,7,,,,,
player,201410120mia,mia,TannRy00,pass_long,25,,,,,
player,201410120mia,mia,TannRy00,pass_rating,83.3,,,,,
player,201410120mia,mia,TannRy00,rush_att,3,,,,,
player,201410120mia,mia,TannRy00,rush_yds,49,,,,,
player,201410120mia,mia,TannRy00,rush_td,0,,,,,
player,201410120mia,mia,TannRy00,rush_long,40,,,,,
player,201410120mia,mia,TannRy00,targets,0,,,,,
player,201410120mia,mia,TannRy00,rec,0,,,,,
player,201410120mia,mia,TannRy00,rec_yds,0,,,,,
player,201410120mia,mia,TannRy00,rec_td,0,,,,,
player,201410120mia,mia,TannRy00,rec_long,0,,,,,
player,201410120mia,mia,TannRy00,fumbles,0,,,,,
player,201410120mia,mia,TannRy00,fumbles_lost,0,,,,,
player,201410120mia,mia,MillLa01,pass_cmp,0,,,,,
player,201410120mia,mia,MillLa01,pass_att,0,,,,,
player,201410120mia,mia,MillLa01,pass_yds,0,,,,,
player,201410120mia,mia,MillLa01,pass_td,0,,,,,
player,201410120mia,mia,MillLa01,pass_int,0,,,,,
player,201410120mia,mia,MillLa01,pass_sacked,0,,,,,
player,201410120mia,mia,MillLa01,pass_sacked_yds,0,,,,,
player,201410120mia,mia,MillLa01,pass_long,0,,,,,
player,201410120mia,mia,MillLa01,pass_rating,,,,,,
player,201410120mia,mia,MillLa01,rush_att,14,,,,,
player,201410120mia,mia,MillLa01,rush_yds,53,,,,,
player,201410120mia,mia,MillLa01,rush_td,1,,,,,
player,201410120mia,mia,MillLa01,rush_long,14,,,,,
player,201410120mia,mia,MillLa01,targets,3,,,,,
player,201410120mia,mia,MillLa01,rec,3,,,,,
player,201410120mia,mia,MillLa01,rec_yds,40,,,,,
player,201410120mia,mia,MillLa01,rec_td,0,,,,,
player,201410120mia,mia,MillLa01,rec_long,20,,,,,
player,201410120mia,mia,MillLa01,fumbles,1,,,,,
player,201410120mia,mia,MillLa01,fumbles_lost,1,,,,,
player,201410120mia,mia,MoreKn00,pass_cmp,0,,,,,
player,201410120mia,mia,MoreKn00,pass_att,0,,,,,
player,201410120mia,mia,MoreKn00,pass_yds,0,,,,,
player,201410120mia,mia,MoreKn00,pass_td,0,,,,,
player,201410120mia,mia,MoreKn00,pass_int,0,,,,,
player,201410120mia,mia,MoreKn00,pass_sacked,0,,,,,
player,201410120mia,mia,MoreKn00,pass_sacked_yds,0,,,,,
player,201410120mia,mia,MoreKn00,pass_long,0,,,,,
player,201410120mia,mia,MoreKn00,pass_rating,,,,,,
player,201410120mia,mia,MoreKn00,rush_att,6,,,,,
player,201410120mia,mia,MoreKn00,rush_yds,10,,,,,
player,201410120mia,mia,MoreKn00,rush_td,0,,,,,
player,201410120mia,mia,MoreKn00,rush_long,5,,,,,
player,201410120mia,mia,MoreKn00,targets,1,,,,,
player,201410120mia,mia,MoreKn00,rec,1,,,,,
player,201410120mia,mia,MoreKn00,rec_yds,8,,,,,
player,201410120mia,mia,MoreKn00,rec_td,0,,,,,
player,201410120mia,mia,MoreKn00,rec_long,8,,,,,
player,201410120mia,mia,MoreKn00,fumbles,0,,,,,
player,201410120mia,mia,MoreKn00,fumbles_lost,0,,,,,
player,201410120mia,mia,LandJa00,pass_cmp,0,,,,,
player,201410120mia,mia,LandJa00,pass_att,0,,,,,
player,201410120mia,mia,LandJa00,pass_yds,0,,,,,
player,201410120mia,mia,LandJa00,pass_td,0,,,,,
player,201410120mia,mia,LandJa00,pass_int,0,,,,,
player,201410120mia,mia,LandJa00,pass_sacked,0,,,,,
player,201410120mia,mia,LandJa00,pass_sacked_yds,0,,,,,
player,201410120mia,mia,LandJa00,pass_long,0,,,,,
player,201410120mia,mia,LandJa00,pass_rating,,,,,,
player,201410120mia,mia,LandJa00,rush_att,0,,,,,
player,201410120mia,mia,LandJa00,rush_yds,0,,,,,
player,201410120mia,mia,LandJa00,rush_td,0,,,,,
player,201410120mia,mia,LandJa00,rush_long,0,,,,,
player,201410120mia,mia,LandJa00,targets,8,,,,,
player,201410120mia,mia,LandJa00,rec,6,,,,,
player,201410120mia,mia,LandJa00,rec_yds,75,,,,,
player,201410120mia,mia,LandJa00,rec_td,1,,,,,
player,201410120mia,mia,LandJa00,rec_long,21,,,,,
player,201410120mia,mia,LandJa00,fumbles,0,,,,,
player,201410120mia,mia,LandJa00,fumbles_lost,0,,,,,
player,201410120mia,mia,WallMi00,pass_cmp,0,,,,,
player,201410120mia,mia,WallMi00,pass_att,0,,,,,
player,201410120mia,mia,WallMi00,pass_yds,0,,,,,
player,201410120mia,mia,WallMi00,pass_td,0,,,,,
player,201410120mia,mia,WallMi00,pass_int,0,,,,,
player,201410120mia,mia,WallMi00,pass_sacked,0,,,,,
player,201410120mia,mia,WallMi00,pass_sacked_yds,0,,,,,
player,201410120mia,mia,WallMi00,pass_long,0,,,,,
player,201410120mia,mia,WallMi00,pass_rating,,,,,,
player,201410120mia,mia,WallMi00,rush_att,0,,,,,
player,201410120mia,mia,WallMi00,rush_yds,0,,,,,
player,201410120mia,mia,WallMi00,rush_td,0,,,,,
player,201410120mia,mia,WallMi00,rush_long,0,,,,,
player,201410120mia,mia,WallMi00,targets,9,,,,,
player,201410120mia,mia,WallMi00,rec,5,,,,,
player,201410120mia,mia,WallMi00,rec_yds,67,,,,,
player,201410120mia,mia,WallMi00,rec_td,1,,,,,
player,201410120mia,mia,WallMi00,rec_long,25,,,,,
player,201410120mia,mia,WallMi00,fumbles,0,,,,,
player,201410120mia,mia,WallMi00,fumbles_lost,0,,,,,
player,201410120mia,mia,ClayCh00,pass_cmp,0,,,,,
player,201410120mia,mia,ClayCh00,pass_att,0,,,,,
player,201410120mia,mia,ClayCh00,pass_yds,0,,,,,
player,201410120mia,mia,ClayCh00,pass_td,0,,,,,
player,201410120mia,mia,ClayCh00,pass_int,0,,,,,
player,201410120mia,mia,ClayCh00,pass_sacked,0,,,,,
player,201410120mia,mia,ClayCh00,pass_sacked_yds,0,,,,,
player,201410120mia,mia,ClayCh00,pass_long,0,,,,,
player,201410120mia,mia,ClayCh00,pass_rating,,,,,,
player,201410120mia,mia,ClayCh00,rush_att,0,,,,,
player,201410120mia,mia,ClayCh00,rush_yds,0,,,,,
player,201410120mia,mia,ClayCh00,rush_td,0,,,,,
player,201410120mia,mia,ClayCh00,rush_long,0,,,,,
player,201410120mia,mia,ClayCh00,targets,5,,,,,
player,201410120mia,mia,ClayCh00,rec,3,,,,,
player,201410120mia,mia,ClayCh00,rec_yds,35,,,,,
player,201410120mia,mia,ClayCh00,rec_td,0,,,,,
player,201410120mia,mia,ClayCh00,rec_long,14,,,,,
player,201410120mia,mia,ClayCh00,fumbles,0,,,,,
player,201410120mia,mia,ClayCh00,fumbles_lost,0,,,,,
player,201410120mia,mia,WillDa04,pass_cmp,0,,,,,
player,201410120mia,mia,WillDa04,pass_att,0,,,,,
player,201410120mia,mia,WillDa04,pass_yds,0,,,,,
player,201410120mia,mia,WillDa04,pass_td,0,,,,,
player,201410120mia,mia,WillDa04,pass_int,0,,,,,
player,201410120mia,mia,WillDa04,pass_sacked,0,,,,,
player,201410120mia,mia,WillDa04,pass_sacked_yds,0,,,,,
player,201410120mia,mia,WillDa04,pass_long,0,,,,,
player,201410120mia,mia,WillDa04,pass_rating,,,,,,
player,201410120mia,mia,WillDa04,rush_att,0,,,,,
player,201410120mia,mia,WillDa04,rush_yds,0,,,,,
player,201410120mia,mia,WillDa04,rush_td,0,,,,,
player,201410120mia,mia,WillDa04,rush_long,0,,,,,
player,201410120mia,mia,WillDa04,targets,1,,,,,
player,201410120mia,mia,WillDa04,rec,1,,,,,
player,201410120mia,mia,WillDa04,rec_yds,14,,,,,
player,201410120mia,mia,WillDa04,rec_td,0,,,,,
player,201410120mia,mia,WillDa04,rec_long,14,,,,,
player,201410120mia,mia,WillDa04,fumbles,0,,,,,
player,201410120mia,mia,WillDa04,fumbles_lost,0,,,,,
player,201410120mia,mia,SimsDi00,pass_cmp,0,,,,,
player,201410120mia,mia,SimsDi00,pass_att,0,,,,,
player,201410120mia,mia,SimsDi00,pass_yds,0,,,,,
player,201410120mia,mia,SimsDi00,pass_td,0,,,,,
player,201410120mia,mia,SimsDi00,pass_int,0,,,,,
player,201410120mia,mia,SimsDi00,pass_sacked,0,,,,,
player,201410120mia,mia,SimsDi00,pass_sacked_yds,0,,,,,
player,201410120mia,mia,SimsDi00,pass_long,0,,,,,
player,201410120mia,mia,SimsDi00,pass_rating,,,,,,
player,201410120mia,mia,SimsDi00,rush_att,0,,,,,
player,201410120mia,mia,SimsDi00,rush_yds,0,,,,,
player,201410120mia,mia,SimsDi00,rush_td,0,,,,,
player,201410120mia,mia,SimsDi00,rush_long,0,,,,,
player,201410120mia,mia,SimsDi00,targets,2,,,,,
player,201410120mia,mia,SimsDi00,rec,1,,,,,
player,201410120mia,mia,SimsDi00,rec_yds,5,,,,,
player,201410120mia,mia,SimsDi00,rec_td,0,,,,,
player,201410120mia,mia,SimsDi00,rec_long,5,,,,,
player,201410120mia,mia,SimsDi00,fumbles,0,,,,,
player,201410120mia,mia,SimsDi00,fumbles_lost,0,,,,,
player,201410120mia,mia,HartBr00,pass_cmp,0,,,,,
player,201410120mia,mia,HartBr00,pass_att,0,,,,,
player,201410120mia,mia,HartBr00,pass_yds,0,,,,,
player,201410120mia,mia,HartBr00,pass_td,0,,,,,
player,201410120mia,mia,HartBr00,pass_int,0,,,,,
player,201410120mia,mia,HartBr00,pass_sacked,0,,,,,
player,201410120mia,mia,HartBr00,pass_sacked_yds,0,,,,,
player,201410120mia,mia,HartBr00,pass_long,0,,,,,
player,201410120mia,mia,HartBr00,pass_rating,,,,,,
player,201410120mia,mia,HartBr00,rush_att,0,,,,,
player,201410120mia,mia,HartBr00,rush_yds,0,,,,,
player,201410120mia,mia,HartBr00,rush_td,0,,,,,
player,201410120mia,mia,HartBr00,rush_long,0,,,,,
player,201410120mia,mia,HartBr00,targets,2,,,,,
player,201410120mia,mia,HartBr00,rec,0,,,,,
player,201410120mia,mia,HartBr00,rec_yds,0,,,,,
player,201410120mia,mia,HartBr00,rec_td,0,,,,,
player,201410120mia,mia,HartBr00,rec_long,0,,,,,
player,201410120mia,mia,HartBr00,fumbles,0,,,,,
player,201410120mia,mia,HartBr00,fumbles_lost,0,,,,,
player,201410120mia,gnb,HaywCa00,def_int,1,,,,,
player,201410120mia,gnb,HaywCa00,def_int_yds,10,,,,,
player,201410120mia,gnb,HaywCa00,def_int_td,0,,,,,
player,201410120mia,gnb,HaywCa00,def_int_long,10,,,,,
player,201410120mia,gnb,HaywCa00,pass_defended,1,,,,,
player,201410120mia,gnb,HaywCa00,sacks,0.0,,,,,
player,201410120mia,gnb,HaywCa00,tackles_combined,2,,,,,
player,201410120mia,gnb,HaywCa00,tackles_solo,2,,,,,
player,201410120mia,gnb,HaywCa00,tackles_assists,0,,,,,
player,201410120mia,gnb,HaywCa00,tackles_loss,0,,,,,
player,201410120mia,gnb,HaywCa00,qb_hits,0,,,,,
player,201410120mia,gnb,HaywCa00,fumbles_rec,0,,,,,
player,201410120mia,gnb,HaywCa00,fumbles_rec_yds,0,,,,,
player,201410120mia,gnb,HaywCa00,fumbles_rec_td,0,,,,,
player,201410120mia,gnb,HaywCa00,fumbles_forced,0,,,,,
player,201410120mia,gnb,ShieSa00,def_int,1,,,,,
player,201410120mia,gnb,ShieSa00,def_int_yds,0,,,,,
player,201410120mia,gnb,ShieSa00,def_int_td,0,,,,,
player,201410120mia,gnb,ShieSa00,def_int_long,0,,,,,
player,201410120mia,gnb,ShieSa00,pass_defended,1,,,,,
player,201410120mia,gnb,ShieSa00,sacks,0.0,,,,,
player,201410120mia,gnb,ShieSa00,tackles_combined,0,,,,,
player,201410120mia,gnb,ShieSa00,tackles_solo,0,,,,,
player,201410120mia,gnb,ShieSa00,tackles_assists,0,,,,,
player,201410120mia,gnb,ShieSa00,tackles_loss,0,,,,,
player,201410120mia,gnb,ShieSa00,qb_hits,0,,,,,
player,201410120mia,gnb,ShieSa00,fumbles_rec,0,,,,,
player,201410120mia,gnb,ShieSa00,fumbles_rec_yds,0,,,,,
player,201410120mia,gnb,ShieSa00,fumbles_rec_td,0,,,,,
player,201410120mia,gnb,ShieSa00,fumbles_forced,0,,,,,
player,201410120mia,gnb,NealMi99,def_int,0,,,,,
player,201410120mia,gnb,NealMi99,def_int_yds,0,,,,,
player,201410120mia,gnb,NealMi99,def_int_td,0,,,,,
player,201410120mia,gnb,NealMi99,def_int_long,0,,,,,
player,201410120mia,gnb,NealMi99,pass_defended,0,,,,,
player,201410120mia,gnb,NealMi99,sacks,1.0,,,,,
player,201410120mia,gnb,NealMi99,tackles_combined,1,,,,,
player,201410120mia,gnb,NealMi99,tackles_solo,1,,,,,
player,201410120mia,gnb,NealMi99,tackles_assists,0,,,,,
player,201410120mia,gnb,NealMi99,tackles_loss,1,,,,,
player,201410120mia,gnb,NealMi99,qb_hits,1,,,,,
player,201410120mia,gnb,NealMi99,fumbles_rec,0,,,,,
player,201410120mia,gnb,NealMi99,fumbles_rec_yds,0,,,,,
player,201410120mia,gnb,NealMi99,fumbles_rec_td,0,,,,,
player,201410120mia,gnb,NealMi99,fumbles_forced,0,,,,,
player,201410120mia,gnb,ClinHa00,def_int,0,,,,,
player,201410120mia,gnb,ClinHa00,def_int_yds,0,,,,,
player,201410120mia,gnb,ClinHa00,def_int_td,0,,,,,
player,201410120mia,gnb,ClinHa00,def_int_long,0,,,,,
player,201410120mia,gnb,ClinHa00,pass_defended,1,,,,,
player,201410120mia,gnb,ClinHa00,sacks,0.0,,,,,
player,201410120mia,gnb,ClinHa00,tackles_combined,7,,,,,
player,201410120mia,gnb,ClinHa00,tackles_solo,7,,,,,
player,201410120mia,gnb,ClinHa00,tackles_assists,0,,,,,
player,201410120mia,gnb,ClinHa00,tackles_loss,1,,,,,
player,201410120mia,gnb,ClinHa00,qb_hits,0,,,,,
player,201410120mia,gnb,ClinHa00,fumbles_rec,0,,,,,
player,201410120mia,gnb,ClinHa00,fumbles_rec_yds,0,,,,,
player,201410120mia,gnb,ClinHa00,fumbles_rec_td,0,,,,,
player,201410120mia,gnb,ClinHa00,fumbles_forced,0,,,,,
player,201410120mia,gnb,HydeMi00,def_int,0,,,,,
player,201410120mia,gnb,HydeMi00,def_int_yds,0,,,,,
player,201410120mia,gnb,HydeMi00,def_int_td,0,,,,,
player,201410120mia,gnb,HydeMi00,def_int_long,0,,,,,
player,201410120mia,gnb,HydeMi00,pass_defended,0,,,,,
player,201410120mia,gnb,HydeMi00,sacks,0.0,,,,,
player,201410120mia,gnb,HydeMi00,tackles_combined,6,,,,,
player,201410120mia,gnb,HydeMi00,tackles_solo,6,,,,,
player,201410120mia,gnb,HydeMi00,tackles_assists,0,,,,,
player,201410120mia,gnb,HydeMi00,tackles_loss,0,,,,,
player,201410120mia,gnb,HydeMi00,qb_hits,0,,,,,
player,201410120mia,gnb,HydeMi00,fumbles_rec,0,,,,,
player,201410120mia,gnb,HydeMi00,fumbles_rec_yds,0,,,,,
player,201410120mia,gnb,HydeMi00,fumbles_rec_td,0,,,,,
player,201410120mia,gnb,HydeMi00,fumbles_forced,0,,,,,
player,201410120mia,gnb,BurnMo99,def_int,0,,,,,
player,201410120mia,gnb,BurnMo99,def_int_yds,0,,,,,
player,201410120mia,gnb,BurnMo99,def_int_td,0,,,,,
player,201410120mia,gnb,BurnMo99,def_int_long,0,,,,,
player,201410120mia,gnb,BurnMo99,pass_defended,0,,,,,
player,201410120mia,gnb,BurnMo99,sacks,0.0,,,,,
player,201410120mia,gnb,BurnMo99,tackles_combined,4,,,,,
player,201410120mia,gnb,BurnMo99,tackles_solo,3,,,,,
