game,2014,8,20141026,201410260nwe,chi,"Chicago Bears",23,nwe,"New England Patriots",51
player,201410260nwe,chi,ClauJi00,pass_yds,22,,,,,
player,201410260nwe,chi,ClauJi00,pass_td,0,,,,,
player,201410260nwe,chi,ClauJi00,pass_int,0,,,,,
player,201410260nwe,chi,ClauJi00,pass_sacked,0,,,,,
player,201410260nwe,chi,ClauJi00,pass_sacked_yds,0,,,,,
player,201410260nwe,chi,ClauJi00,pass_long,22,,,,,
player,201410260nwe,chi,ClauJi00,pass_rating,45.4,,,,,
player,201410260nwe,chi,ClauJi00,rush_att,0,,,,,
player,201410260nwe,chi,ClauJi00,rush_yds,0,,,,,
player,201410260nwe,chi,ClauJi00,rush_td,0,,,,,
player,201410260nwe,chi,ClauJi00,rush_long,0,,,,,
player,201410260nwe,chi,ClauJi00,targets,0,,,,,
player,201410260nwe,chi,ClauJi00,rec,0,,,,,
player,201410260nwe,chi,ClauJi00,rec_yds,0,,,,,
player,201410260nwe,chi,ClauJi00,rec_td,0,,,,,
player,201410260nwe,chi,ClauJi00,rec_long,0,,,,,
player,201410260nwe,chi,ClauJi00,fumbles,0,,,,,
player,201410260nwe,chi,ClauJi00,fumbles_lost,0,,,,,
player,201410260nwe,chi,FortMa00,pass_cmp,0,,,,,
player,201410260nwe,chi,FortMa00,pass_att,0,,,,,
player,201410260nwe,chi,FortMa00,pass_yds,0,,,,,
player,201410260nwe,chi,FortMa00,pass_td,0,,,,,
player,201410260nwe,chi,FortMa00,pass_int,0,,,,,
player,201410260nwe,chi,FortMa00,pass_sacked,0,,,,,
player,201410260nwe,chi,FortMa00,pass_sacked_yds,0,,,,,
player,201410260nwe,chi,FortMa00,pass_long,0,,,,,
player,201410260nwe,chi,FortMa00,pass_rating,,,,,,
player,201410260nwe,chi,FortMa00,rush_att,19,,,,,
player,201410260nwe,chi,FortMa00,rush_yds,114,,,,,
player,201410260nwe,chi,FortMa00,rush_td,0,,,,,
player,201410260nwe,chi,FortMa00,rush_long,19,,,,,
player,201410260nwe,chi,FortMa00,targets,8,,,,,
player,201410260nwe,chi,FortMa00,rec,6,,,,,
player,201410260nwe,chi,FortMa00,rec_yds,54,,,,,
player,201410260nwe,chi,FortMa00,rec_td,1,,,,,
player,201410260nwe,chi,FortMa00,rec_long,25,,,,,
player,201410260nwe,chi,FortMa00,fumbles,0,,,,,
player,201410260nwe,chi,FortMa00,fumbles_lost,0,,,,,
player,201410260nwe,chi,CareKa00,pass_cmp,0,,,,,
player,201410260nwe,chi,CareKa00,pass_att,0,,,,,
player,201410260nwe,chi,CareKa00,pass_yds,0,,,,,
player,201410260nwe,chi,CareKa00,pass_td,0,,,,,
player,201410260nwe,chi,CareKa00,pass_int,0,,,,,
player,201410260nwe,chi,CareKa00,pass_sacked,0,,,,,
player,201410260nwe,chi,CareKa00,pass_sacked_yds,0,,,,,
player,201410260nwe,chi,CareKa00,pass_long,0,,,,,
player,201410260nwe,chi,CareKa00,pass_rating,,,,,,
player,201410260nwe,chi,CareKa00,rush_att,6,,,,,
player,201410260nwe,chi,CareKa00,rush_yds,33,,,,,
player,201410260nwe,chi,CareKa00,rush_td,0,,,,,
player,201410260nwe,chi,CareKa00,rush_long,13,,,,,
player,201410260nwe,chi,CareKa00,targets,0,,,,,
player,201410260nwe,chi,CareKa00,rec,0,,,,,
player,201410260nwe,chi,CareKa00,rec_yds,0,,,,,
player,201410260nwe,chi,CareKa00,rec_td,0,,,,,
player,201410260nwe,chi,CareKa00,rec_long,0,,,,,
player,201410260nwe,chi,CareKa00,fumbles,0,,,,,
player,201410260nwe,chi,CareKa00,fumbles_lost,0,,,,,
player,201410260nwe,chi,BennMa00,pass_cmp,0,,,,,
player,201410260nwe,chi,BennMa00,pass_att,0,,,,,
player,201410260nwe,chi,BennMa00,pass_yds,0,,,,,
player,201410260nwe,chi,BennMa00,pass_td,0,,,,,
player,201410260nwe,chi,BennMa00,pass_int,0,,,,,
player,201410260nwe,chi,BennMa00,pass_sacked,0,,,,,
player,201410260nwe,chi,BennMa00,pass_sacked_yds,0,,,,,
player,201410260nwe,chi,BennMa00,pass_long,0,,,,,
player,201410260nwe,chi,BennMa00,pass_rating,,,,,,
player,201410260nwe,chi,BennMa00,rush_att,0,,,,,
player,201410260nwe,chi,BennMa00,rush_yds,0,,,,,
player,201410260nwe,chi,BennMa00,rush_td,0,,,,,
player,201410260nwe,chi,BennMa00,rush_long,0,,,,,
player,201410260nwe,chi,BennMa00,targets,7,,,,,
player,201410260nwe,chi,BennMa00,rec,6,,,,,
player,201410260nwe,chi,BennMa00,rec_yds,95,,,,,
player,201410260nwe,chi,BennMa00,rec_td,1,,,,,
player,201410260nwe,chi,BennMa00,rec_long,34,,,,,
player,201410260nwe,chi,BennMa00,fumbles,0,,,,,
player,201410260nwe,chi,BennMa00,fumbles_lost,0,,,,,
player,201410260nwe,chi,JeffAl00,pass_cmp,0,,,,,
player,201410260nwe,chi,JeffAl00,pass_att,0,,,,,
player,201410260nwe,chi,JeffAl00,pass_yds,0,,,,,
player,201410260nwe,chi,JeffAl00,pass_td,0,,,,,
player,201410260nwe,chi,JeffAl00,pass_int,0,,,,,
player,201410260nwe,chi,JeffAl00,pass_sacked,0,,,,,
player,201410260nwe,chi,JeffAl00,pass_sacked_yds,0,,,,,
player,201410260nwe,chi,JeffAl00,pass_long,0,,,,,
player,201410260nwe,chi,JeffAl00,pass_rating,,,,,,
player,201410260nwe,chi,JeffAl00,rush_att,0,,,,,
player,201410260nwe,chi,JeffAl00,rush_yds,0,,,,,
player,201410260nwe,chi,JeffAl00,rush_td,0,,,,,
player,201410260nwe,chi,JeffAl00,rush_long,0,,,,,
player,201410260nwe,chi,JeffAl00,targets,8,,,,,
player,201410260nwe,chi,JeffAl00,rec,5,,,,,
player,201410260nwe,chi,JeffAl00,rec_yds,59,,,,,
player,201410260nwe,chi,JeffAl00,rec_td,1,,,,,
player,201410260nwe,chi,JeffAl00,rec_long,22,,,,,
player,201410260nwe,chi,JeffAl00,fumbles,0,,,,,
player,201410260nwe,chi,JeffAl00,fumbles_lost,0,,,,,
player,201410260nwe,chi,MarsBr00,pass_cmp,0,,,,,
player,201410260nwe,chi,MarsBr00,pass_att,0,,,,,
player,201410260nwe,chi,MarsBr00,pass_yds,0,,,,,
player,201410260nwe,chi,MarsBr00,pass_td,0,,,,,
player,201410260nwe,chi,MarsBr00,pass_int,0,,,,,
player,201410260nwe,chi,MarsBr00,pass_sacked,0,,,,,
player,201410260nwe,chi,MarsBr00,pass_sacked_yds,0,,,,,
player,201410260nwe,chi,MarsBr00,pass_long,0,,,,,
player,201410260nwe,chi,MarsBr00,pass_rating,,,,,,
player,201410260nwe,chi,MarsBr00,rush_att,0,,,,,
player,201410260nwe,chi,MarsBr00,rush_yds,0,,,,,
player,201410260nwe,chi,MarsBr00,rush_td,0,,,,,
player,201410260nwe,chi,MarsBr00,rush_long,0,,,,,
player,201410260nwe,chi,MarsBr00,targets,10,,,,,
player,201410260nwe,chi,MarsBr00,rec,3,,,,,
player,201410260nwe,chi,MarsBr00,rec_yds,35,,,,,
player,201410260nwe,chi,MarsBr00,rec_td,0,,,,,
player,201410260nwe,chi,MarsBr00,rec_long,17,,,,,
player,201410260nwe,chi,MarsBr00,fumbles,0,,,,,
player,201410260nwe,chi,MarsBr00,fumbles_lost,0,,,,,
player,201410260nwe,chi,RosaDa00,pass_cmp,0,,,,,
player,201410260nwe,chi,RosaDa00,pass_att,0,,,,,
player,201410260nwe,chi,RosaDa00,pass_yds,0,,,,,
player,201410260nwe,chi,RosaDa00,pass_td,0,,,,,
player,201410260nwe,chi,RosaDa00,pass_int,0,,,,,
player,201410260nwe,chi,RosaDa00,pass_sacked,0,,,,,
player,201410260nwe,chi,RosaDa00,pass_sacked_yds,0,,,,,
player,201410260nwe,chi,RosaDa00,pass_long,0,,,,,
player,201410260nwe,chi,RosaDa00,pass_rating,,,,,,
player,201410260nwe,chi,RosaDa00,rush_att,0,,,,,
player,201410260nwe,chi,RosaDa00,rush_yds,0,,,,,
player,201410260nwe,chi,RosaDa00,rush_td,0,,,,,
player,201410260nwe,chi,RosaDa00,rush_long,0,,,,,
player,201410260nwe,chi,RosaDa00,targets,2,,,,,
player,201410260nwe,chi,RosaDa00,rec,1,,,,,
player,201410260nwe,chi,RosaDa00,rec_yds,6,,,,,
player,201410260nwe,chi,RosaDa00,rec_td,0,,,,,
player,201410260nwe,chi,RosaDa00,rec_long,6,,,,,
player,201410260nwe,chi,RosaDa00,fumbles,0,,,,,
player,201410260nwe,chi,RosaDa00,fumbles_lost,0,,,,,
player,201410260nwe,nwe,BradTo00,pass_cmp,30,,,,,
player,201410260nwe,nwe,BradTo00,pass_att,35,,,,,
player,201410260nwe,nwe,BradTo00,pass_yds,354,,,,,
player,201410260nwe,nwe,BradTo00,pass_td,5,,,,,
player,201410260nwe,nwe,BradTo00,pass_int,0,,,,,
player,201410260nwe,nwe,BradTo00,pass_sacked,0,,,,,
player,201410260nwe,nwe,BradTo00,pass_sacked_yds,0,,,,,
player,201410260nwe,nwe,BradTo00,pass_long,46,,,,,
player,201410260nwe,nwe,BradTo00,pass_rating,148.4,,,,,
player,201410260nwe,nwe,BradTo00,rush_att,2,,,,,
player,201410260nwe,nwe,BradTo00,rush_yds,0,,,,,
player,201410260nwe,nwe,BradTo00,rush_td,0,,,,,
player,201410260nwe,nwe,BradTo00,rush_long,0,,,,,
player,201410260nwe,nwe,BradTo00,targets,0,,,,,
player,201410260nwe,nwe,BradTo00,rec,0,,,,,
player,201410260nwe,nwe,BradTo00,rec_yds,0,,,,,
player,201410260nwe,nwe,BradTo00,rec_td,0,,,,,
player,201410260nwe,nwe,BradTo00,rec_long,0,,,,,
player,201410260nwe,nwe,BradTo00,fumbles,1,,,,,
player,201410260nwe,nwe,BradTo00,fumbles_lost,0,,,,,
player,201410260nwe,nwe,GaroJi00,pass_cmp,3,,,,,
player,201410260nwe,nwe,GaroJi00,pass_att,3,,,,,
player,201410260nwe,nwe,GaroJi00,pass_yds,22,,,,,
player,201410260nwe,nwe,GaroJi00,pass_td,0,,,,,
player,201410260nwe,nwe,GaroJi00,pass_int,0,,,,,
player,201410260nwe,nwe,GaroJi00,pass_sacked,1,,,,,
player,201410260nwe,nwe,GaroJi00,pass_sacked_yds,11,,,,,
player,201410260nwe,nwe,GaroJi00,pass_long,17,,,,,
player,201410260nwe,nwe,GaroJi00,pass_rating,97.2,,,,,
player,201410260nwe,nwe,GaroJi00,rush_att,1,,,,,
player,201410260nwe,nwe,GaroJi00,rush_yds,-1,,,,,
player,201410260nwe,nwe,GaroJi00,rush_td,0,,,,,
player,201410260nwe,nwe,GaroJi00,rush_long,-1,,,,,
player,201410260nwe,nwe,GaroJi00,targets,0,,,,,
player,201410260nwe,nwe,GaroJi00,rec,0,,,,,
player,201410260nwe,nwe,GaroJi00,rec_yds,0,,,,,
player,201410260nwe,nwe,GaroJi00,rec_td,0,,,,,
player,201410260nwe,nwe,GaroJi00,rec_long,0,,,,,
player,201410260nwe,nwe,GaroJi00,fumbles,0,,,,,
player,201410260nwe,nwe,GaroJi00,fumbles_lost,0,,,,,
player,201410260nwe,nwe,GrayJo00,pass_cmp,0,,,,,
player,201410260nwe,nwe,GrayJo00,pass_att,0,,,,,
player,201410260nwe,nwe,GrayJo00,pass_yds,0,,,,,
player,201410260nwe,nwe,GrayJo00,pass_td,0,,,,,
player,201410260nwe,nwe,GrayJo00,pass_int,0,,,,,
player,201410260nwe,nwe,GrayJo00,pass_sacked,0,,,,,
player,201410260nwe,nwe,GrayJo00,pass_sacked_yds,0,,,,,
player,201410260nwe,nwe,GrayJo00,pass_long,0,,,,,
player,201410260nwe,nwe,GrayJo00,pass_rating,,,,,,
player,201410260nwe,nwe,GrayJo00,rush_att,17,,,,,
player,201410260nwe,nwe,GrayJo00,rush_yds,86,,,,,
player,201410260nwe,nwe,GrayJo00,rush_td,0,,,,,
player,201410260nwe,nwe,GrayJo00,rush_long,19,,,,,
player,201410260nwe,nwe,GrayJo00,targets,0,,,,,
player,201410260nwe,nwe,GrayJo00,rec,0,,,,,
player,201410260nwe,nwe,GrayJo00,rec_yds,0,,,,,
player,201410260nwe,nwe,GrayJo00,rec_td,0,,,,,
player,201410260nwe,nwe,GrayJo00,rec_long,0,,,,,
player,201410260nwe,nwe,GrayJo00,fumbles,0,,,,,
player,201410260nwe,nwe,GrayJo00,fumbles_lost,0,,,,,
player,201410260nwe,nwe,VereSh00,pass_cmp,0,,,,,
player,201410260nwe,nwe,VereSh00,pass_att,0,,,,,
player,201410260nwe,nwe,VereSh00,pass_yds,0,,,,,
player,201410260nwe,nwe,VereSh00,pass_td,0,,,,,
player,201410260nwe,nwe,VereSh00,pass_int,0,,,,,
player,201410260nwe,nwe,VereSh00,pass_sacked,0,,,,,
player,201410260nwe,nwe,VereSh00,pass_sacked_yds,0,,,,,
player,201410260nwe,nwe,VereSh00,pass_long,0,,,,,
player,201410260nwe,nwe,VereSh00,pass_rating,,,,,,
player,201410260nwe,nwe,VereSh00,rush_att,5,,,,,
player,201410260nwe,nwe,VereSh00,rush_yds,22,,,,,
player,201410260nwe,nwe,VereSh00,rush_td,0,,,,,
player,201410260nwe,nwe,VereSh00,rush_long,11,,,,,
player,201410260nwe,nwe,VereSh00,targets,5,,,,,
player,201410260nwe,nwe,VereSh00,rec,3,,,,,
player,201410260nwe,nwe,VereSh00,rec_yds,23,,,,,
player,201410260nwe,nwe,VereSh00,rec_td,0,,,,,
player,201410260nwe,nwe,VereSh00,rec_long,12,,,,,
player,201410260nwe,nwe,VereSh00,fumbles,0,,,,,
player,201410260nwe,nwe,VereSh00,fumbles_lost,0,,,,,
player,201410260nwe,nwe,WhitJa02,pass_cmp,0,,,,,
player,201410260nwe,nwe,WhitJa02,pass_att,0,,,,,
player,201410260nwe,nwe,WhitJa02,pass_yds,0,,,,,
player,201410260nwe,nwe,WhitJa02,pass_td,0,,,,,
player,201410260nwe,nwe,WhitJa02,pass_int,0,,,,,
player,201410260nwe,nwe,WhitJa02,pass_sacked,0,,,,,
player,201410260nwe,nwe,WhitJa02,pass_sacked_yds,0,,,,,
player,201410260nwe,nwe,WhitJa02,pass_long,0,,,,,
player,201410260nwe,nwe,WhitJa02,pass_rating,,,,,,
player,201410260nwe,nwe,WhitJa02,rush_att,6,,,,,
player,201410260nwe,nwe,WhitJa02,rush_yds,17,,,,,
player,201410260nwe,nwe,WhitJa02,rush_td,0,,,,,
player,201410260nwe,nwe,WhitJa02,rush_long,4,,,,,
player,201410260nwe,nwe,WhitJa02,targets,0,,,,,
player,201410260nwe,nwe,WhitJa02,rec,0,,,,,
player,201410260nwe,nwe,WhitJa02,rec_yds,0,,,,,
player,201410260nwe,nwe,WhitJa02,rec_td,0,,,,,
player,201410260nwe,nwe,WhitJa02,rec_long,0,,,,,
player,201410260nwe,nwe,WhitJa02,fumbles,0,,,,,
player,201410260nwe,nwe,WhitJa02,fumbles_lost,0,,,,,
player,201410260nwe,nwe,GronRo00,pass_cmp,0,,,,,
player,201410260nwe,nwe,GronRo00,pass_att,0,,,,,
player,201410260nwe,nwe,GronRo00,pass_yds,0,,,,,
player,201410260nwe,nwe,GronRo00,pass_td,0,,,,,
player,201410260nwe,nwe,GronRo00,pass_int,0,,,,,
player,201410260nwe,nwe,GronRo00,pass_sacked,0,,,,,
player,201410260nwe,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201410260nwe,nwe,GronRo00,pass_long,0,,,,,
player,201410260nwe,nwe,GronRo00,pass_rating,,,,,,
player,201410260nwe,nwe,GronRo00,rush_att,0,,,,,
player,201410260nwe,nwe,GronRo00,rush_yds,0,,,,,
player,201410260nwe,nwe,GronRo00,rush_td,0,,,,,
player,201410260nwe,nwe,GronRo00,rush_long,0,,,,,
player,201410260nwe,nwe,GronRo00,targets,9,,,,,
player,201410260nwe,nwe,GronRo00,rec,9,,,,,
player,201410260nwe,nwe,GronRo00,rec_yds,149,,,,,
player,201410260nwe,nwe,GronRo00,rec_td,3,,,,,
player,201410260nwe,nwe,GronRo00,rec_long,46,,,,,
player,201410260nwe,nwe,GronRo00,fumbles,0,,,,,
player,201410260nwe,nwe,GronRo00,fumbles_lost,0,,,,,
player,201410260nwe,nwe,LaFeBr00,pass_cmp,0,,,,,
player,201410260nwe,nwe,LaFeBr00,pass_att,0,,,,,
player,201410260nwe,nwe,LaFeBr00,pass_yds,0,,,,,
player,201410260nwe,nwe,LaFeBr00,pass_td,0,,,,,
player,201410260nwe,nwe,LaFeBr00,pass_int,0,,,,,
player,201410260nwe,nwe,LaFeBr00,pass_sacked,0,,,,,
player,201410260nwe,nwe,LaFeBr00,pass_sacked_yds,0,,,,,
player,201410260nwe,nwe,LaFeBr00,pass_long,0,,,,,
player,201410260nwe,nwe,LaFeBr00,pass_rating,,,,,,
player,201410260nwe,nwe,LaFeBr00,rush_att,0,,,,,
player,201410260nwe,nwe,LaFeBr00,rush_yds,0,,,,,
player,201410260nwe,nwe,LaFeBr00,rush_td,0,,,,,
player,201410260nwe,nwe,LaFeBr00,rush_long,0,,,,,
player,201410260nwe,nwe,LaFeBr00,targets,11,,,,,
player,201410260nwe,nwe,LaFeBr00,rec,11,,,,,
player,201410260nwe,nwe,LaFeBr00,rec_yds,124,,,,,
player,201410260nwe,nwe,LaFeBr00,rec_td,1,,,,,
player,201410260nwe,nwe,LaFeBr00,rec_long,19,,,,,
player,201410260nwe,nwe,LaFeBr00,fumbles,0,,,,,
player,201410260nwe,nwe,LaFeBr00,fumbles_lost,0,,,,,
player,201410260nwe,nwe,EdelJu00,pass_cmp,0,,,,,
player,201410260nwe,nwe,EdelJu00,pass_att,0,,,,,
player,201410260nwe,nwe,EdelJu00,pass_yds,0,,,,,
player,201410260nwe,nwe,EdelJu00,pass_td,0,,,,,
player,201410260nwe,nwe,EdelJu00,pass_int,0,,,,,
player,201410260nwe,nwe,EdelJu00,pass_sacked,0,,,,,
player,201410260nwe,nwe,EdelJu00,pass_sacked_yds,0,,,,,
player,201410260nwe,nwe,EdelJu00,pass_long,0,,,,,
player,201410260nwe,nwe,EdelJu00,pass_rating,,,,,,
player,201410260nwe,nwe,EdelJu00,rush_att,0,,,,,
player,201410260nwe,nwe,EdelJu00,rush_yds,0,,,,,
player,201410260nwe,nwe,EdelJu00,rush_td,0,,,,,
player,201410260nwe,nwe,EdelJu00,rush_long,0,,,,,
player,201410260nwe,nwe,EdelJu00,targets,4,,,,,
player,201410260nwe,nwe,EdelJu00,rec,1,,,,,
player,201410260nwe,nwe,EdelJu00,rec_yds,14,,,,,
player,201410260nwe,nwe,EdelJu00,rec_td,0,,,,,
player,201410260nwe,nwe,EdelJu00,rec_long,14,,,,,
player,201410260nwe,nwe,EdelJu00,fumbles,0,,,,,
player,201410260nwe,nwe,EdelJu00,fumbles_lost,0,,,,,
player,201410260nwe,nwe,AmenDa00,pass_cmp,0,,,,,
player,201410260nwe,nwe,AmenDa00,pass_att,0,,,,,
player,201410260nwe,nwe,AmenDa00,pass_yds,0,,,,,
player,201410260nwe,nwe,AmenDa00,pass_td,0,,,,,
player,201410260nwe,nwe,AmenDa00,pass_int,0,,,,,
player,201410260nwe,nwe,AmenDa00,pass_sacked,0,,,,,
player,201410260nwe,nwe,AmenDa00,pass_sacked_yds,0,,,,,
player,201410260nwe,nwe,AmenDa00,pass_long,0,,,,,
player,201410260nwe,nwe,AmenDa00,pass_rating,,,,,,
player,201410260nwe,nwe,AmenDa00,rush_att,0,,,,,
player,201410260nwe,nwe,AmenDa00,rush_yds,0,,,,,
player,201410260nwe,nwe,AmenDa00,rush_td,0,,,,,
player,201410260nwe,nwe,AmenDa00,rush_long,0,,,,,
player,201410260nwe,nwe,AmenDa00,targets,2,,,,,
player,201410260nwe,nwe,AmenDa00,rec,2,,,,,
player,201410260nwe,nwe,AmenDa00,rec_yds,5,,,,,
player,201410260nwe,nwe,AmenDa00,rec_td,0,,,,,
player,201410260nwe,nwe,AmenDa00,rec_long,6,,,,,
player,201410260nwe,nwe,AmenDa00,fumbles,0,,,,,
player,201410260nwe,nwe,AmenDa00,fumbles_lost,0,,,,,
player,201410260nwe,nwe,WrigTi01,pass_cmp,0,,,,,
player,201410260nwe,nwe,WrigTi01,pass_att,0,,,,,
player,201410260nwe,nwe,WrigTi01,pass_yds,0,,,,,
player,201410260nwe,nwe,WrigTi01,pass_td,0,,,,,
player,201410260nwe,nwe,WrigTi01,pass_int,0,,,,,
player,201410260nwe,nwe,WrigTi01,pass_sacked,0,,,,,
player,201410260nwe,nwe,WrigTi01,pass_sacked_yds,0,,,,,
player,201410260nwe,nwe,WrigTi01,pass_long,0,,,,,
player,201410260nwe,nwe,WrigTi01,pass_rating,,,,,,
player,201410260nwe,nwe,WrigTi01,rush_att,1,,,,,
player,201410260nwe,nwe,WrigTi01,rush_yds,-2,,,,,
player,201410260nwe,nwe,WrigTi01,rush_td,0,,,,,
player,201410260nwe,nwe,WrigTi01,rush_long,-2,,,,,
player,201410260nwe,nwe,WrigTi01,targets,7,,,,,
player,201410260nwe,nwe,WrigTi01,rec,7,,,,,
player,201410260nwe,nwe,WrigTi01,rec_yds,61,,,,,
player,201410260nwe,nwe,WrigTi01,rec_td,1,,,,,
player,201410260nwe,nwe,WrigTi01,rec_long,17,,,,,
player,201410260nwe,nwe,WrigTi01,fumbles,0,,,,,
player,201410260nwe,nwe,WrigTi01,fumbles_lost,0,,,,,
player,201410260nwe,chi,HousLa99,def_int,0,,,,,
player,201410260nwe,chi,HousLa99,def_int_yds,0,,,,,
player,201410260nwe,chi,HousLa99,def_int_td,0,,,,,
player,201410260nwe,chi,HousLa99,def_int_long,0,,,,,
player,201410260nwe,chi,HousLa99,pass_defended,0,,,,,
player,201410260nwe,chi,HousLa99,sacks,1.0,,,,,
player,201410260nwe,chi,HousLa99,tackles_combined,4,,,,,
player,201410260nwe,chi,HousLa99,tackles_solo,3,,,,,
player,201410260nwe,chi,HousLa99,tackles_assists,1,,,,,
player,201410260nwe,chi,HousLa99,tackles_loss,2,,,,,
player,201410260nwe,chi,HousLa99,qb_hits,1,,,,,
player,201410260nwe,chi,HousLa99,fumbles_rec,0,,,,,
player,201410260nwe,chi,HousLa99,fumbles_rec_yds,0,,,,,
player,201410260nwe,chi,HousLa99,fumbles_rec_td,0,,,,,
player,201410260nwe,chi,HousLa99,fumbles_forced,0,,,,,
player,201410260nwe,chi,JoneCh05,def_int,0,,,,,
player,201410260nwe,chi,JoneCh05,def_int_yds,0,,,,,
player,201410260nwe,chi,JoneCh05,def_int_td,0,,,,,
player,201410260nwe,chi,JoneCh05,def_int_long,0,,,,,
player,201410260nwe,chi,JoneCh05,pass_defended,1,,,,,
player,201410260nwe,chi,JoneCh05,sacks,0.0,,,,,
player,201410260nwe,chi,JoneCh05,tackles_combined,10,,,,,
player,201410260nwe,chi,JoneCh05,tackles_solo,2,,,,,
player,201410260nwe,chi,JoneCh05,tackles_assists,8,,,,,
player,201410260nwe,chi,JoneCh05,tackles_loss,0,,,,,
player,201410260nwe,chi,JoneCh05,qb_hits,0,,,,,
player,201410260nwe,chi,JoneCh05,fumbles_rec,0,,,,,
player,201410260nwe,chi,JoneCh05,fumbles_rec_yds,0,,,,,
player,201410260nwe,chi,JoneCh05,fumbles_rec_td,0,,,,,
player,201410260nwe,chi,JoneCh05,fumbles_forced,0,,,,,
player,201410260nwe,chi,WillD.20,def_int,0,,,,,
player,201410260nwe,chi,WillD.20,def_int_yds,0,,,,,
player,201410260nwe,chi,WillD.20,def_int_td,0,,,,,
player,201410260nwe,chi,WillD.20,def_int_long,0,,,,,
player,201410260nwe,chi,WillD.20,pass_defended,0,,,,,
player,201410260nwe,chi,WillD.20,sacks,0.0,,,,,
player,201410260nwe,chi,WillD.20,tackles_combined,10,,,,,
player,201410260nwe,chi,WillD.20,tackles_solo,2,,,,,
player,201410260nwe,chi,WillD.20,tackles_assists,8,,,,,
player,201410260nwe,chi,WillD.20,tackles_loss,0,,,,,
player,201410260nwe,chi,WillD.20,qb_hits,0,,,,,
player,201410260nwe,chi,WillD.20,fumbles_rec,0,,,,,
player,201410260nwe,chi,WillD.20,fumbles_rec_yds,0,,,,,
player,201410260nwe,chi,WillD.20,fumbles_rec_td,0,,,,,
player,201410260nwe,chi,WillD.20,fumbles_forced,0,,,,,
player,201410260nwe,chi,MundRy00,def_int,0,,,,,
player,201410260nwe,chi,MundRy00,def_int_yds,0,,,,,
player,201410260nwe,chi,MundRy00,def_int_td,0,,,,,
player,201410260nwe,chi,MundRy00,def_int_long,0,,,,,
player,201410260nwe,chi,MundRy00,pass_defended,0,,,,,
player,201410260nwe,chi,MundRy00,sacks,0.0,,,,,
