game,2014,13,20141130,201411300ram,rai,"Oakland Raiders",0,ram,"St. Louis Rams",52
player,201411300ram,ram,BateDa00,tackles_loss,0,,,,,
player,201411300ram,ram,BateDa00,qb_hits,0,,,,,
player,201411300ram,ram,BateDa00,fumbles_rec,0,,,,,
player,201411300ram,ram,BateDa00,fumbles_rec_yds,0,,,,,
player,201411300ram,ram,BateDa00,fumbles_rec_td,0,,,,,
player,201411300ram,ram,BateDa00,fumbles_forced,0,,,,,
player,201411300ram,ram,DaviCo02,def_int,0,,,,,
player,201411300ram,ram,DaviCo02,def_int_yds,0,,,,,
player,201411300ram,ram,DaviCo02,def_int_td,0,,,,,
player,201411300ram,ram,DaviCo02,def_int_long,0,,,,,
player,201411300ram,ram,DaviCo02,pass_defended,0,,,,,
player,201411300ram,ram,DaviCo02,sacks,0.0,,,,,
player,201411300ram,ram,DaviCo02,tackles_combined,2,,,,,
player,201411300ram,ram,DaviCo02,tackles_solo,2,,,,,
player,201411300ram,ram,DaviCo02,tackles_assists,0,,,,,
player,201411300ram,ram,DaviCo02,tackles_loss,0,,,,,
player,201411300ram,ram,DaviCo02,qb_hits,0,,,,,
player,201411300ram,ram,DaviCo02,fumbles_rec,0,,,,,
player,201411300ram,ram,DaviCo02,fumbles_rec_yds,0,,,,,
player,201411300ram,ram,DaviCo02,fumbles_rec_td,0,,,,,
player,201411300ram,ram,DaviCo02,fumbles_forced,0,,,,,
player,201411300ram,ram,JenkJa03,def_int,0,,,,,
player,201411300ram,ram,JenkJa03,def_int_yds,0,,,,,
player,201411300ram,ram,JenkJa03,def_int_td,0,,,,,
player,201411300ram,ram,JenkJa03,def_int_long,0,,,,,
player,201411300ram,ram,JenkJa03,pass_defended,0,,,,,
player,201411300ram,ram,JenkJa03,sacks,0.0,,,,,
player,201411300ram,ram,JenkJa03,tackles_combined,2,,,,,
player,201411300ram,ram,JenkJa03,tackles_solo,2,,,,,
player,201411300ram,ram,JenkJa03,tackles_assists,0,,,,,
player,201411300ram,ram,JenkJa03,tackles_loss,0,,,,,
player,201411300ram,ram,JenkJa03,qb_hits,0,,,,,
player,201411300ram,ram,JenkJa03,fumbles_rec,0,,,,,
player,201411300ram,ram,JenkJa03,fumbles_rec_yds,0,,,,,
player,201411300ram,ram,JenkJa03,fumbles_rec_td,0,,,,,
player,201411300ram,ram,JenkJa03,fumbles_forced,0,,,,,
player,201411300ram,ram,LangKe98,def_int,0,,,,,
player,201411300ram,ram,LangKe98,def_int_yds,0,,,,,
player,201411300ram,ram,LangKe98,def_int_td,0,,,,,
player,201411300ram,ram,LangKe98,def_int_long,0,,,,,
player,201411300ram,ram,LangKe98,pass_defended,0,,,,,
player,201411300ram,ram,LangKe98,sacks,0.0,,,,,
player,201411300ram,ram,LangKe98,tackles_combined,2,,,,,
player,201411300ram,ram,LangKe98,tackles_solo,2,,,,,
player,201411300ram,ram,LangKe98,tackles_assists,0,,,,,
player,201411300ram,ram,LangKe98,tackles_loss,0,,,,,
player,201411300ram,ram,LangKe98,qb_hits,0,,,,,
player,201411300ram,ram,LangKe98,fumbles_rec,0,,,,,
player,201411300ram,ram,LangKe98,fumbles_rec_yds,0,,,,,
player,201411300ram,ram,LangKe98,fumbles_rec_td,0,,,,,
player,201411300ram,ram,LangKe98,fumbles_forced,0,,,,,
player,201411300ram,ram,McLeRo00,def_int,0,,,,,
player,201411300ram,ram,McLeRo00,def_int_yds,0,,,,,
player,201411300ram,ram,McLeRo00,def_int_td,0,,,,,
player,201411300ram,ram,McLeRo00,def_int_long,0,,,,,
player,201411300ram,ram,McLeRo00,pass_defended,0,,,,,
player,201411300ram,ram,McLeRo00,sacks,0.0,,,,,
player,201411300ram,ram,McLeRo00,tackles_combined,2,,,,,
player,201411300ram,ram,McLeRo00,tackles_solo,1,,,,,
player,201411300ram,ram,McLeRo00,tackles_assists,1,,,,,
player,201411300ram,ram,McLeRo00,tackles_loss,0,,,,,
player,201411300ram,ram,McLeRo00,qb_hits,0,,,,,
player,201411300ram,ram,McLeRo00,fumbles_rec,1,,,,,
player,201411300ram,ram,McLeRo00,fumbles_rec_yds,9,,,,,
player,201411300ram,ram,McLeRo00,fumbles_rec_td,0,,,,,
player,201411300ram,ram,McLeRo00,fumbles_forced,0,,,,,
player,201411300ram,ram,SimsEu99,def_int,0,,,,,
player,201411300ram,ram,SimsEu99,def_int_yds,0,,,,,
player,201411300ram,ram,SimsEu99,def_int_td,0,,,,,
player,201411300ram,ram,SimsEu99,def_int_long,0,,,,,
player,201411300ram,ram,SimsEu99,pass_defended,0,,,,,
player,201411300ram,ram,SimsEu99,sacks,0.0,,,,,
player,201411300ram,ram,SimsEu99,tackles_combined,1,,,,,
player,201411300ram,ram,SimsEu99,tackles_solo,1,,,,,
player,201411300ram,ram,SimsEu99,tackles_assists,0,,,,,
player,201411300ram,ram,SimsEu99,tackles_loss,0,,,,,
player,201411300ram,ram,SimsEu99,qb_hits,0,,,,,
player,201411300ram,ram,SimsEu99,fumbles_rec,0,,,,,
player,201411300ram,ram,SimsEu99,fumbles_rec_yds,0,,,,,
player,201411300ram,ram,SimsEu99,fumbles_rec_td,0,,,,,
player,201411300ram,ram,SimsEu99,fumbles_forced,0,,,,,
player,201411300ram,ram,ToomKo00,def_int,0,,,,,
player,201411300ram,ram,ToomKo00,def_int_yds,0,,,,,
player,201411300ram,ram,ToomKo00,def_int_td,0,,,,,
player,201411300ram,ram,ToomKo00,def_int_long,0,,,,,
player,201411300ram,ram,ToomKo00,pass_defended,0,,,,,
player,201411300ram,ram,ToomKo00,sacks,0.0,,,,,
player,201411300ram,ram,ToomKo00,tackles_combined,1,,,,,
player,201411300ram,ram,ToomKo00,tackles_solo,1,,,,,
player,201411300ram,ram,ToomKo00,tackles_assists,0,,,,,
player,201411300ram,ram,ToomKo00,tackles_loss,0,,,,,
player,201411300ram,ram,ToomKo00,qb_hits,0,,,,,
player,201411300ram,ram,ToomKo00,fumbles_rec,0,,,,,
player,201411300ram,ram,ToomKo00,fumbles_rec_yds,0,,,,,
player,201411300ram,ram,ToomKo00,fumbles_rec_td,0,,,,,
player,201411300ram,ram,ToomKo00,fumbles_forced,0,,,,,
player,201411300ram,ram,WattTr00,def_int,0,,,,,
player,201411300ram,ram,WattTr00,def_int_yds,0,,,,,
player,201411300ram,ram,WattTr00,def_int_td,0,,,,,
player,201411300ram,ram,WattTr00,def_int_long,0,,,,,
player,201411300ram,ram,WattTr00,pass_defended,0,,,,,
player,201411300ram,ram,WattTr00,sacks,0.0,,,,,
player,201411300ram,ram,WattTr00,tackles_combined,1,,,,,
player,201411300ram,ram,WattTr00,tackles_solo,1,,,,,
player,201411300ram,ram,WattTr00,tackles_assists,0,,,,,
player,201411300ram,ram,WattTr00,tackles_loss,0,,,,,
player,201411300ram,ram,WattTr00,qb_hits,0,,,,,
player,201411300ram,ram,WattTr00,fumbles_rec,0,,,,,
player,201411300ram,ram,WattTr00,fumbles_rec_yds,0,,,,,
player,201411300ram,ram,WattTr00,fumbles_rec_td,0,,,,,
player,201411300ram,ram,WattTr00,fumbles_forced,0,,,,,
player,201411300ram,ram,AustTa00,def_int,0,,,,,
player,201411300ram,ram,AustTa00,def_int_yds,0,,,,,
player,201411300ram,ram,AustTa00,def_int_td,0,,,,,
player,201411300ram,ram,AustTa00,def_int_long,0,,,,,
player,201411300ram,ram,AustTa00,pass_defended,0,,,,,
player,201411300ram,ram,AustTa00,sacks,0.0,,,,,
player,201411300ram,ram,AustTa00,tackles_combined,0,,,,,
player,201411300ram,ram,AustTa00,tackles_solo,0,,,,,
player,201411300ram,ram,AustTa00,tackles_assists,0,,,,,
player,201411300ram,ram,AustTa00,tackles_loss,0,,,,,
player,201411300ram,ram,AustTa00,qb_hits,0,,,,,
player,201411300ram,ram,AustTa00,fumbles_rec,1,,,,,
player,201411300ram,ram,AustTa00,fumbles_rec_yds,0,,,,,
player,201411300ram,ram,AustTa00,fumbles_rec_td,0,,,,,
player,201411300ram,ram,AustTa00,fumbles_forced,0,,,,,
player,201411300ram,rai,CarrTr00,kick_ret,0,,,,,
player,201411300ram,rai,CarrTr00,kick_ret_yds,0,,,,,
player,201411300ram,rai,CarrTr00,kick_ret_yds_per_ret,,,,,,
player,201411300ram,rai,CarrTr00,kick_ret_td,0,,,,,
player,201411300ram,rai,CarrTr00,kick_ret_long,0,,,,,
player,201411300ram,rai,CarrTr00,punt_ret,2,,,,,
player,201411300ram,rai,CarrTr00,punt_ret_yds,4,,,,,
player,201411300ram,rai,CarrTr00,punt_ret_yds_per_ret,2.0,,,,,
player,201411300ram,rai,CarrTr00,punt_ret_td,0,,,,,
player,201411300ram,rai,CarrTr00,punt_ret_long,5,,,,,
player,201411300ram,rai,AtkiGe01,kick_ret,3,,,,,
player,201411300ram,rai,AtkiGe01,kick_ret_yds,47,,,,,
player,201411300ram,rai,AtkiGe01,kick_ret_yds_per_ret,15.7,,,,,
player,201411300ram,rai,AtkiGe01,kick_ret_td,0,,,,,
player,201411300ram,rai,AtkiGe01,kick_ret_long,22,,,,,
player,201411300ram,rai,AtkiGe01,punt_ret,0,,,,,
player,201411300ram,rai,AtkiGe01,punt_ret_yds,0,,,,,
player,201411300ram,rai,AtkiGe01,punt_ret_yds_per_ret,,,,,,
player,201411300ram,rai,AtkiGe01,punt_ret_td,0,,,,,
player,201411300ram,rai,AtkiGe01,punt_ret_long,0,,,,,
player,201411300ram,rai,ThomKe02,kick_ret,1,,,,,
player,201411300ram,rai,ThomKe02,kick_ret_yds,6,,,,,
player,201411300ram,rai,ThomKe02,kick_ret_yds_per_ret,6.0,,,,,
player,201411300ram,rai,ThomKe02,kick_ret_td,0,,,,,
player,201411300ram,rai,ThomKe02,kick_ret_long,6,,,,,
player,201411300ram,rai,ThomKe02,punt_ret,0,,,,,
player,201411300ram,rai,ThomKe02,punt_ret_yds,0,,,,,
player,201411300ram,rai,ThomKe02,punt_ret_yds_per_ret,,,,,,
player,201411300ram,rai,ThomKe02,punt_ret_td,0,,,,,
player,201411300ram,rai,ThomKe02,punt_ret_long,0,,,,,
player,201411300ram,ram,AustTa00,kick_ret,0,,,,,
player,201411300ram,ram,AustTa00,kick_ret_yds,0,,,,,
player,201411300ram,ram,AustTa00,kick_ret_yds_per_ret,,,,,,
player,201411300ram,ram,AustTa00,kick_ret_td,0,,,,,
player,201411300ram,ram,AustTa00,kick_ret_long,0,,,,,
player,201411300ram,ram,AustTa00,punt_ret,4,,,,,
player,201411300ram,ram,AustTa00,punt_ret_yds,19,,,,,
player,201411300ram,ram,AustTa00,punt_ret_yds_per_ret,4.8,,,,,
player,201411300ram,ram,AustTa00,punt_ret_td,0,,,,,
player,201411300ram,ram,AustTa00,punt_ret_long,10,,,,,
player,201411300ram,rai,KingMa00,xpm,,,,,,
player,201411300ram,rai,KingMa00,xpa,,,,,,
player,201411300ram,rai,KingMa00,fgm,,,,,,
player,201411300ram,rai,KingMa00,fga,,,,,,
player,201411300ram,rai,KingMa00,punt,8,,,,,
player,201411300ram,rai,KingMa00,punt_yds,353,,,,,
player,201411300ram,rai,KingMa00,punt_yds_per_punt,44.1,,,,,
player,201411300ram,rai,KingMa00,punt_long,49,,,,,
player,201411300ram,ram,ZuerGr00,xpm,7,,,,,
player,201411300ram,ram,ZuerGr00,xpa,7,,,,,
player,201411300ram,ram,ZuerGr00,fgm,1,,,,,
player,201411300ram,ram,ZuerGr00,fga,1,,,,,
player,201411300ram,ram,ZuerGr00,punt,0,,,,,
player,201411300ram,ram,ZuerGr00,punt_yds,0,,,,,
player,201411300ram,ram,ZuerGr00,punt_yds_per_punt,,,,,,
player,201411300ram,ram,ZuerGr00,punt_long,0,,,,,
player,201411300ram,ram,HekkJo00,xpm,,,,,,
player,201411300ram,ram,HekkJo00,xpa,,,,,,
player,201411300ram,ram,HekkJo00,fgm,,,,,,
player,201411300ram,ram,HekkJo00,fga,,,,,,
player,201411300ram,ram,HekkJo00,punt,6,,,,,
player,201411300ram,ram,HekkJo00,punt_yds,275,,,,,
player,201411300ram,ram,HekkJo00,punt_yds_per_punt,45.8,,,,,
player,201411300ram,ram,HekkJo00,punt_long,60,,,,,
player,201411300ram,ram,BarkJo00,pos,T,,,,,
player,201411300ram,ram,BarkJo00,offense,51,,,,,
player,201411300ram,ram,BarkJo00,off_pct,100%,,,,,
player,201411300ram,ram,BarkJo00,defense,0,,,,,
player,201411300ram,ram,BarkJo00,def_pct,0%,,,,,
player,201411300ram,ram,BarkJo00,special_teams,8,,,,,
player,201411300ram,ram,BarkJo00,st_pct,25%,,,,,
player,201411300ram,ram,JoseDa20,pos,G,,,,,
player,201411300ram,ram,JoseDa20,offense,51,,,,,
player,201411300ram,ram,JoseDa20,off_pct,100%,,,,,
player,201411300ram,ram,JoseDa20,defense,0,,,,,
player,201411300ram,ram,JoseDa20,def_pct,0%,,,,,
player,201411300ram,ram,JoseDa20,special_teams,8,,,,,
player,201411300ram,ram,JoseDa20,st_pct,25%,,,,,
player,201411300ram,ram,RobiGr01,pos,G,,,,,
player,201411300ram,ram,RobiGr01,offense,51,,,,,
player,201411300ram,ram,RobiGr01,off_pct,100%,,,,,
player,201411300ram,ram,RobiGr01,defense,0,,,,,
player,201411300ram,ram,RobiGr01,def_pct,0%,,,,,
player,201411300ram,ram,RobiGr01,special_teams,8,,,,,
player,201411300ram,ram,RobiGr01,st_pct,25%,,,,,
player,201411300ram,ram,WellSc20,pos,C,,,,,
player,201411300ram,ram,WellSc20,offense,51,,,,,
player,201411300ram,ram,WellSc20,off_pct,100%,,,,,
player,201411300ram,ram,WellSc20,defense,0,,,,,
player,201411300ram,ram,WellSc20,def_pct,0%,,,,,
player,201411300ram,ram,WellSc20,special_teams,0,,,,,
player,201411300ram,ram,WellSc20,st_pct,0%,,,,,
player,201411300ram,ram,HillSh00,pos,QB,,,,,
player,201411300ram,ram,HillSh00,offense,45,,,,,
player,201411300ram,ram,HillSh00,off_pct,88%,,,,,
player,201411300ram,ram,HillSh00,defense,0,,,,,
player,201411300ram,ram,HillSh00,def_pct,0%,,,,,
player,201411300ram,ram,HillSh00,special_teams,0,,,,,
player,201411300ram,ram,HillSh00,st_pct,0%,,,,,
player,201411300ram,ram,BritKe00,pos,WR,,,,,
player,201411300ram,ram,BritKe00,offense,41,,,,,
player,201411300ram,ram,BritKe00,off_pct,80%,,,,,
player,201411300ram,ram,BritKe00,defense,0,,,,,
player,201411300ram,ram,BritKe00,def_pct,0%,,,,,
player,201411300ram,ram,BritKe00,special_teams,0,,,,,
player,201411300ram,ram,BritKe00,st_pct,0%,,,,,
player,201411300ram,ram,KendLa00,pos,TE,,,,,
player,201411300ram,ram,KendLa00,offense,36,,,,,
player,201411300ram,ram,KendLa00,off_pct,71%,,,,,
player,201411300ram,ram,KendLa00,defense,0,,,,,
player,201411300ram,ram,KendLa00,def_pct,0%,,,,,
player,201411300ram,ram,KendLa00,special_teams,0,,,,,
player,201411300ram,ram,KendLa00,st_pct,0%,,,,,
player,201411300ram,ram,MasoTr00,pos,RB,,,,,
player,201411300ram,ram,MasoTr00,offense,32,,,,,
player,201411300ram,ram,MasoTr00,off_pct,63%,,,,,
player,201411300ram,ram,MasoTr00,defense,0,,,,,
player,201411300ram,ram,MasoTr00,def_pct,0%,,,,,
player,201411300ram,ram,MasoTr00,special_teams,0,,,,,
player,201411300ram,ram,MasoTr00,st_pct,0%,,,,,
player,201411300ram,ram,AustTa00,pos,WR,,,,,
player,201411300ram,ram,AustTa00,offense,31,,,,,
player,201411300ram,ram,AustTa00,off_pct,61%,,,,,
player,201411300ram,ram,AustTa00,defense,0,,,,,
player,201411300ram,ram,AustTa00,def_pct,0%,,,,,
player,201411300ram,ram,AustTa00,special_teams,8,,,,,
player,201411300ram,ram,AustTa00,st_pct,25%,,,,,
player,201411300ram,ram,SaffRo20,pos,T,,,,,
player,201411300ram,ram,SaffRo20,offense,31,,,,,
player,201411300ram,ram,SaffRo20,off_pct,61%,,,,,
player,201411300ram,ram,SaffRo20,defense,0,,,,,
player,201411300ram,ram,SaffRo20,def_pct,0%,,,,,
player,201411300ram,ram,SaffRo20,special_teams,6,,,,,
player,201411300ram,ram,SaffRo20,st_pct,19%,,,,,
player,201411300ram,ram,BailSt01,pos,WR,,,,,
player,201411300ram,ram,BailSt01,offense,29,,,,,
player,201411300ram,ram,BailSt01,off_pct,57%,,,,,
player,201411300ram,ram,BailSt01,defense,0,,,,,
player,201411300ram,ram,BailSt01,def_pct,0%,,,,,
player,201411300ram,ram,BailSt01,special_teams,8,,,,,
player,201411300ram,ram,BailSt01,st_pct,25%,,,,,
player,201411300ram,ram,CookJa02,pos,TE,,,,,
player,201411300ram,ram,CookJa02,offense,29,,,,,
player,201411300ram,ram,CookJa02,off_pct,57%,,,,,
player,201411300ram,ram,CookJa02,defense,0,,,,,
player,201411300ram,ram,CookJa02,def_pct,0%,,,,,
player,201411300ram,ram,CookJa02,special_teams,0,,,,,
player,201411300ram,ram,CookJa02,st_pct,0%,,,,,
player,201411300ram,ram,HarkCo00,pos,TE,,,,,
player,201411300ram,ram,HarkCo00,offense,21,,,,,
player,201411300ram,ram,HarkCo00,off_pct,41%,,,,,
player,201411300ram,ram,HarkCo00,defense,0,,,,,
player,201411300ram,ram,HarkCo00,def_pct,0%,,,,,
player,201411300ram,ram,HarkCo00,special_teams,8,,,,,
player,201411300ram,ram,HarkCo00,st_pct,25%,,,,,
player,201411300ram,ram,PersMi00,pos,G,,,,,
player,201411300ram,ram,PersMi00,offense,20,,,,,
player,201411300ram,ram,PersMi00,off_pct,39%,,,,,
player,201411300ram,ram,PersMi00,defense,0,,,,,
player,201411300ram,ram,PersMi00,def_pct,0%,,,,,
player,201411300ram,ram,PersMi00,special_teams,9,,,,,
player,201411300ram,ram,PersMi00,st_pct,28%,,,,,
player,201411300ram,ram,GiveCh00,pos,WR,,,,,
player,201411300ram,ram,GiveCh00,offense,12,,,,,
player,201411300ram,ram,GiveCh00,off_pct,24%,,,,,
player,201411300ram,ram,GiveCh00,defense,0,,,,,
player,201411300ram,ram,GiveCh00,def_pct,0%,,,,,
player,201411300ram,ram,GiveCh00,special_teams,2,,,,,
player,201411300ram,ram,GiveCh00,st_pct,6%,,,,,
player,201411300ram,ram,CunnBe01,pos,RB,,,,,
player,201411300ram,ram,CunnBe01,offense,9,,,,,
player,201411300ram,ram,CunnBe01,off_pct,18%,,,,,
player,201411300ram,ram,CunnBe01,defense,0,,,,,
player,201411300ram,ram,CunnBe01,def_pct,0%,,,,,
player,201411300ram,ram,CunnBe01,special_teams,16,,,,,
player,201411300ram,ram,CunnBe01,st_pct,50%,,,,,
player,201411300ram,ram,StacZa00,pos,RB,,,,,
player,201411300ram,ram,StacZa00,offense,9,,,,,
player,201411300ram,ram,StacZa00,off_pct,18%,,,,,
player,201411300ram,ram,StacZa00,defense,0,,,,,
player,201411300ram,ram,StacZa00,def_pct,0%,,,,,
player,201411300ram,ram,StacZa00,special_teams,0,,,,,
player,201411300ram,ram,StacZa00,st_pct,0%,,,,,
player,201411300ram,ram,DaviAu00,pos,QB,,,,,
player,201411300ram,ram,DaviAu00,offense,6,,,,,
player,201411300ram,ram,DaviAu00,off_pct,12%,,,,,
player,201411300ram,ram,DaviAu00,defense,0,,,,,
player,201411300ram,ram,DaviAu00,def_pct,0%,,,,,
player,201411300ram,ram,DaviAu00,special_teams,0,,,,,
player,201411300ram,ram,DaviAu00,st_pct,0%,,,,,
player,201411300ram,ram,BayeAl00,pos,TE,,,,,
player,201411300ram,ram,BayeAl00,offense,4,,,,,
player,201411300ram,ram,BayeAl00,off_pct,8%,,,,,
player,201411300ram,ram,BayeAl00,defense,0,,,,,
player,201411300ram,ram,BayeAl00,def_pct,0%,,,,,
player,201411300ram,ram,BayeAl00,special_teams,15,,,,,
player,201411300ram,ram,BayeAl00,st_pct,47%,,,,,
player,201411300ram,ram,WattTr00,pos,RB,,,,,
player,201411300ram,ram,WattTr00,offense,1,,,,,
player,201411300ram,ram,WattTr00,off_pct,2%,,,,,
player,201411300ram,ram,WattTr00,defense,0,,,,,
player,201411300ram,ram,WattTr00,def_pct,0%,,,,,
player,201411300ram,ram,WattTr00,special_teams,21,,,,,
player,201411300ram,ram,WattTr00,st_pct,66%,,,,,
player,201411300ram,ram,BarnTi01,pos,C,,,,,
player,201411300ram,ram,BarnTi01,offense,1,,,,,
player,201411300ram,ram,BarnTi01,off_pct,2%,,,,,
player,201411300ram,ram,BarnTi01,defense,0,,,,,
player,201411300ram,ram,BarnTi01,def_pct,0%,,,,,
player,201411300ram,ram,BarnTi01,special_teams,9,,,,,
player,201411300ram,ram,BarnTi01,st_pct,28%,,,,,
player,201411300ram,ram,McDoTJ00,pos,SS,,,,,
player,201411300ram,ram,McDoTJ00,offense,0,,,,,
player,201411300ram,ram,McDoTJ00,off_pct,0%,,,,,
player,201411300ram,ram,McDoTJ00,defense,78,,,,,
player,201411300ram,ram,McDoTJ00,def_pct,100%,,,,,
player,201411300ram,ram,McDoTJ00,special_teams,7,,,,,
player,201411300ram,ram,McDoTJ00,st_pct,22%,,,,,
player,201411300ram,ram,GainE.00,pos,CB,,,,,
player,201411300ram,ram,GainE.00,offense,0,,,,,
player,201411300ram,ram,GainE.00,off_pct,0%,,,,,
player,201411300ram,ram,GainE.00,defense,78,,,,,
player,201411300ram,ram,GainE.00,def_pct,100%,,,,,
player,201411300ram,ram,GainE.00,special_teams,6,,,,,
player,201411300ram,ram,GainE.00,st_pct,19%,,,,,
player,201411300ram,ram,McLeRo00,pos,FS,,,,,
player,201411300ram,ram,McLeRo00,offense,0,,,,,
player,201411300ram,ram,McLeRo00,off_pct,0%,,,,,
player,201411300ram,ram,McLeRo00,defense,78,,,,,
player,201411300ram,ram,McLeRo00,def_pct,100%,,,,,
player,201411300ram,ram,McLeRo00,special_teams,4,,,,,
player,201411300ram,ram,McLeRo00,st_pct,12%,,,,,
player,201411300ram,ram,OgleAl00,pos,LB,,,,,
player,201411300ram,ram,OgleAl00,offense,0,,,,,
player,201411300ram,ram,OgleAl00,off_pct,0%,,,,,
player,201411300ram,ram,OgleAl00,defense,78,,,,,
player,201411300ram,ram,OgleAl00,def_pct,100%,,,,,
player,201411300ram,ram,OgleAl00,special_teams,0,,,,,
player,201411300ram,ram,OgleAl00,st_pct,0%,,,,,
player,201411300ram,ram,LaurJa99,pos,LB,,,,,
player,201411300ram,ram,LaurJa99,offense,0,,,,,
player,201411300ram,ram,LaurJa99,off_pct,0%,,,,,
player,201411300ram,ram,LaurJa99,defense,78,,,,,
player,201411300ram,ram,LaurJa99,def_pct,100%,,,,,
player,201411300ram,ram,LaurJa99,special_teams,0,,,,,
player,201411300ram,ram,LaurJa99,st_pct,0%,,,,,
player,201411300ram,ram,DonaAa00,pos,DT,,,,,
player,201411300ram,ram,DonaAa00,offense,0,,,,,
player,201411300ram,ram,DonaAa00,off_pct,0%,,,,,
player,201411300ram,ram,DonaAa00,defense,60,,,,,
player,201411300ram,ram,DonaAa00,def_pct,77%,,,,,
player,201411300ram,ram,DonaAa00,special_teams,3,,,,,
player,201411300ram,ram,DonaAa00,st_pct,9%,,,,,
player,201411300ram,ram,JohnTr05,pos,CB,,,,,
player,201411300ram,ram,JohnTr05,offense,0,,,,,
player,201411300ram,ram,JohnTr05,off_pct,0%,,,,,
player,201411300ram,ram,JohnTr05,defense,57,,,,,
player,201411300ram,ram,JohnTr05,def_pct,73%,,,,,
player,201411300ram,ram,JohnTr05,special_teams,7,,,,,
player,201411300ram,ram,JohnTr05,st_pct,22%,,,,,
player,201411300ram,ram,BrocMi00,pos,DT,,,,,
player,201411300ram,ram,BrocMi00,offense,0,,,,,
player,201411300ram,ram,BrocMi00,off_pct,0%,,,,,
player,201411300ram,ram,BrocMi00,defense,53,,,,,
player,201411300ram,ram,BrocMi00,def_pct,68%,,,,,
player,201411300ram,ram,BrocMi00,special_teams,3,,,,,
player,201411300ram,ram,BrocMi00,st_pct,9%,,,,,
player,201411300ram,ram,QuinRo00,pos,DE,,,,,
player,201411300ram,ram,QuinRo00,offense,0,,,,,
player,201411300ram,ram,QuinRo00,off_pct,0%,,,,,
player,201411300ram,ram,QuinRo00,defense,49,,,,,
player,201411300ram,ram,QuinRo00,def_pct,63%,,,,,
player,201411300ram,ram,QuinRo00,special_teams,3,,,,,
player,201411300ram,ram,QuinRo00,st_pct,9%,,,,,
player,201411300ram,ram,BarrMa00,pos,SS,,,,,
player,201411300ram,ram,BarrMa00,offense,0,,,,,
player,201411300ram,ram,BarrMa00,off_pct,0%,,,,,
player,201411300ram,ram,BarrMa00,defense,46,,,,,
player,201411300ram,ram,BarrMa00,def_pct,59%,,,,,
player,201411300ram,ram,BarrMa00,special_teams,8,,,,,
player,201411300ram,ram,BarrMa00,st_pct,25%,,,,,
player,201411300ram,ram,LangKe98,pos,DT,,,,,
player,201411300ram,ram,LangKe98,offense,0,,,,,
player,201411300ram,ram,LangKe98,off_pct,0%,,,,,
player,201411300ram,ram,LangKe98,defense,43,,,,,
player,201411300ram,ram,LangKe98,def_pct,55%,,,,,
player,201411300ram,ram,LangKe98,special_teams,0,,,,,
player,201411300ram,ram,LangKe98,st_pct,0%,,,,,
player,201411300ram,ram,JenkJa03,pos,CB,,,,,
player,201411300ram,ram,JenkJa03,offense,0,,,,,
player,201411300ram,ram,JenkJa03,off_pct,0%,,,,,
player,201411300ram,ram,JenkJa03,defense,40,,,,,
player,201411300ram,ram,JenkJa03,def_pct,51%,,,,,
player,201411300ram,ram,JenkJa03,special_teams,3,,,,,
player,201411300ram,ram,JenkJa03,st_pct,9%,,,,,
player,201411300ram,ram,LongCh99,pos,DE,,,,,
player,201411300ram,ram,LongCh99,offense,0,,,,,
player,201411300ram,ram,LongCh99,off_pct,0%,,,,,
player,201411300ram,ram,LongCh99,defense,38,,,,,
player,201411300ram,ram,LongCh99,def_pct,49%,,,,,
player,201411300ram,ram,LongCh99,special_teams,0,,,,,
player,201411300ram,ram,LongCh99,st_pct,0%,,,,,
player,201411300ram,ram,HayeWi99,pos,DE,,,,,
player,201411300ram,ram,HayeWi99,offense,0,,,,,
player,201411300ram,ram,HayeWi99,off_pct,0%,,,,,
player,201411300ram,ram,HayeWi99,defense,35,,,,,
player,201411300ram,ram,HayeWi99,def_pct,45%,,,,,
player,201411300ram,ram,HayeWi99,special_teams,3,,,,,
player,201411300ram,ram,HayeWi99,st_pct,9%,,,,,
player,201411300ram,ram,SimsEu99,pos,DE,,,,,
player,201411300ram,ram,SimsEu99,offense,0,,,,,
player,201411300ram,ram,SimsEu99,off_pct,0%,,,,,
player,201411300ram,ram,SimsEu99,defense,34,,,,,
player,201411300ram,ram,SimsEu99,def_pct,44%,,,,,
player,201411300ram,ram,SimsEu99,special_teams,5,,,,,
player,201411300ram,ram,SimsEu99,st_pct,16%,,,,,
player,201411300ram,ram,DunbJo20,pos,LB,,,,,
player,201411300ram,ram,DunbJo20,offense,0,,,,,
player,201411300ram,ram,DunbJo20,off_pct,0%,,,,,
player,201411300ram,ram,DunbJo20,defense,13,,,,,
player,201411300ram,ram,DunbJo20,def_pct,17%,,,,,
player,201411300ram,ram,DunbJo20,special_teams,0,,,,,
player,201411300ram,ram,DunbJo20,st_pct,0%,,,,,
player,201411300ram,ram,HerrWi99,pos,LB,,,,,
player,201411300ram,ram,HerrWi99,offense,0,,,,,
player,201411300ram,ram,HerrWi99,off_pct,0%,,,,,
player,201411300ram,ram,HerrWi99,defense,0,,,,,
player,201411300ram,ram,HerrWi99,def_pct,0%,,,,,
player,201411300ram,ram,HerrWi99,special_teams,24,,,,,
player,201411300ram,ram,HerrWi99,st_pct,75%,,,,,
player,201411300ram,ram,ReynCh00,pos,RB,,,,,
player,201411300ram,ram,ReynCh00,offense,0,,,,,
