game,2014,13,20141130,201411300ram,rai,"Oakland Raiders",0,ram,"St. Louis Rams",52
player,201411300ram,rai,DrewMa00,rush_yds,21,,,,,
player,201411300ram,rai,DrewMa00,rush_td,0,,,,,
player,201411300ram,rai,DrewMa00,rush_long,13,,,,,
player,201411300ram,rai,DrewMa00,targets,4,,,,,
player,201411300ram,rai,DrewMa00,rec,3,,,,,
player,201411300ram,rai,DrewMa00,rec_yds,23,,,,,
player,201411300ram,rai,DrewMa00,rec_td,0,,,,,
player,201411300ram,rai,DrewMa00,rec_long,12,,,,,
player,201411300ram,rai,DrewMa00,fumbles,0,,,,,
player,201411300ram,rai,DrewMa00,fumbles_lost,0,,,,,
player,201411300ram,rai,ReecMa00,pass_cmp,0,,,,,
player,201411300ram,rai,ReecMa00,pass_att,0,,,,,
player,201411300ram,rai,ReecMa00,pass_yds,0,,,,,
player,201411300ram,rai,ReecMa00,pass_td,0,,,,,
player,201411300ram,rai,ReecMa00,pass_int,0,,,,,
player,201411300ram,rai,ReecMa00,pass_sacked,,,,,,
player,201411300ram,rai,ReecMa00,pass_sacked_yds,0,,,,,
player,201411300ram,rai,ReecMa00,pass_long,0,,,,,
player,201411300ram,rai,ReecMa00,pass_rating,,,,,,
player,201411300ram,rai,ReecMa00,rush_att,4,,,,,
player,201411300ram,rai,ReecMa00,rush_yds,12,,,,,
player,201411300ram,rai,ReecMa00,rush_td,0,,,,,
player,201411300ram,rai,ReecMa00,rush_long,8,,,,,
player,201411300ram,rai,ReecMa00,targets,8,,,,,
player,201411300ram,rai,ReecMa00,rec,6,,,,,
player,201411300ram,rai,ReecMa00,rec_yds,48,,,,,
player,201411300ram,rai,ReecMa00,rec_td,0,,,,,
player,201411300ram,rai,ReecMa00,rec_long,13,,,,,
player,201411300ram,rai,ReecMa00,fumbles,1,,,,,
player,201411300ram,rai,ReecMa00,fumbles_lost,1,,,,,
player,201411300ram,rai,JoneJa04,pass_cmp,0,,,,,
player,201411300ram,rai,JoneJa04,pass_att,0,,,,,
player,201411300ram,rai,JoneJa04,pass_yds,0,,,,,
player,201411300ram,rai,JoneJa04,pass_td,0,,,,,
player,201411300ram,rai,JoneJa04,pass_int,0,,,,,
player,201411300ram,rai,JoneJa04,pass_sacked,,,,,,
player,201411300ram,rai,JoneJa04,pass_sacked_yds,0,,,,,
player,201411300ram,rai,JoneJa04,pass_long,0,,,,,
player,201411300ram,rai,JoneJa04,pass_rating,,,,,,
player,201411300ram,rai,JoneJa04,rush_att,0,,,,,
player,201411300ram,rai,JoneJa04,rush_yds,0,,,,,
player,201411300ram,rai,JoneJa04,rush_td,0,,,,,
player,201411300ram,rai,JoneJa04,rush_long,0,,,,,
player,201411300ram,rai,JoneJa04,targets,8,,,,,
player,201411300ram,rai,JoneJa04,rec,6,,,,,
player,201411300ram,rai,JoneJa04,rec_yds,33,,,,,
player,201411300ram,rai,JoneJa04,rec_td,0,,,,,
player,201411300ram,rai,JoneJa04,rec_long,13,,,,,
player,201411300ram,rai,JoneJa04,fumbles,0,,,,,
player,201411300ram,rai,JoneJa04,fumbles_lost,0,,,,,
player,201411300ram,rai,HolmAn00,pass_cmp,0,,,,,
player,201411300ram,rai,HolmAn00,pass_att,0,,,,,
player,201411300ram,rai,HolmAn00,pass_yds,0,,,,,
player,201411300ram,rai,HolmAn00,pass_td,0,,,,,
player,201411300ram,rai,HolmAn00,pass_int,0,,,,,
player,201411300ram,rai,HolmAn00,pass_sacked,,,,,,
player,201411300ram,rai,HolmAn00,pass_sacked_yds,0,,,,,
player,201411300ram,rai,HolmAn00,pass_long,0,,,,,
player,201411300ram,rai,HolmAn00,pass_rating,,,,,,
player,201411300ram,rai,HolmAn00,rush_att,0,,,,,
player,201411300ram,rai,HolmAn00,rush_yds,0,,,,,
player,201411300ram,rai,HolmAn00,rush_td,0,,,,,
player,201411300ram,rai,HolmAn00,rush_long,0,,,,,
player,201411300ram,rai,HolmAn00,targets,6,,,,,
player,201411300ram,rai,HolmAn00,rec,3,,,,,
player,201411300ram,rai,HolmAn00,rec_yds,28,,,,,
player,201411300ram,rai,HolmAn00,rec_td,0,,,,,
player,201411300ram,rai,HolmAn00,rec_long,16,,,,,
player,201411300ram,rai,HolmAn00,fumbles,0,,,,,
player,201411300ram,rai,HolmAn00,fumbles_lost,0,,,,,
player,201411300ram,rai,ThomKe02,pass_cmp,0,,,,,
player,201411300ram,rai,ThomKe02,pass_att,0,,,,,
player,201411300ram,rai,ThomKe02,pass_yds,0,,,,,
player,201411300ram,rai,ThomKe02,pass_td,0,,,,,
player,201411300ram,rai,ThomKe02,pass_int,0,,,,,
player,201411300ram,rai,ThomKe02,pass_sacked,,,,,,
player,201411300ram,rai,ThomKe02,pass_sacked_yds,0,,,,,
player,201411300ram,rai,ThomKe02,pass_long,0,,,,,
player,201411300ram,rai,ThomKe02,pass_rating,,,,,,
player,201411300ram,rai,ThomKe02,rush_att,0,,,,,
player,201411300ram,rai,ThomKe02,rush_yds,0,,,,,
player,201411300ram,rai,ThomKe02,rush_td,0,,,,,
player,201411300ram,rai,ThomKe02,rush_long,0,,,,,
player,201411300ram,rai,ThomKe02,targets,5,,,,,
player,201411300ram,rai,ThomKe02,rec,2,,,,,
player,201411300ram,rai,ThomKe02,rec_yds,28,,,,,
player,201411300ram,rai,ThomKe02,rec_td,0,,,,,
player,201411300ram,rai,ThomKe02,rec_long,18,,,,,
player,201411300ram,rai,ThomKe02,fumbles,0,,,,,
player,201411300ram,rai,ThomKe02,fumbles_lost,0,,,,,
player,201411300ram,rai,ButlBr00,pass_cmp,0,,,,,
player,201411300ram,rai,ButlBr00,pass_att,0,,,,,
player,201411300ram,rai,ButlBr00,pass_yds,0,,,,,
player,201411300ram,rai,ButlBr00,pass_td,0,,,,,
player,201411300ram,rai,ButlBr00,pass_int,0,,,,,
player,201411300ram,rai,ButlBr00,pass_sacked,,,,,,
player,201411300ram,rai,ButlBr00,pass_sacked_yds,0,,,,,
player,201411300ram,rai,ButlBr00,pass_long,0,,,,,
player,201411300ram,rai,ButlBr00,pass_rating,,,,,,
player,201411300ram,rai,ButlBr00,rush_att,0,,,,,
player,201411300ram,rai,ButlBr00,rush_yds,0,,,,,
player,201411300ram,rai,ButlBr00,rush_td,0,,,,,
player,201411300ram,rai,ButlBr00,rush_long,0,,,,,
player,201411300ram,rai,ButlBr00,targets,2,,,,,
player,201411300ram,rai,ButlBr00,rec,2,,,,,
player,201411300ram,rai,ButlBr00,rec_yds,27,,,,,
player,201411300ram,rai,ButlBr00,rec_td,0,,,,,
player,201411300ram,rai,ButlBr00,rec_long,17,,,,,
player,201411300ram,rai,ButlBr00,fumbles,0,,,,,
player,201411300ram,rai,ButlBr00,fumbles_lost,0,,,,,
player,201411300ram,rai,RiveMy00,pass_cmp,0,,,,,
player,201411300ram,rai,RiveMy00,pass_att,0,,,,,
player,201411300ram,rai,RiveMy00,pass_yds,0,,,,,
player,201411300ram,rai,RiveMy00,pass_td,0,,,,,
player,201411300ram,rai,RiveMy00,pass_int,0,,,,,
player,201411300ram,rai,RiveMy00,pass_sacked,,,,,,
player,201411300ram,rai,RiveMy00,pass_sacked_yds,0,,,,,
player,201411300ram,rai,RiveMy00,pass_long,0,,,,,
player,201411300ram,rai,RiveMy00,pass_rating,,,,,,
player,201411300ram,rai,RiveMy00,rush_att,0,,,,,
player,201411300ram,rai,RiveMy00,rush_yds,0,,,,,
player,201411300ram,rai,RiveMy00,rush_td,0,,,,,
player,201411300ram,rai,RiveMy00,rush_long,0,,,,,
player,201411300ram,rai,RiveMy00,targets,8,,,,,
player,201411300ram,rai,RiveMy00,rec,3,,,,,
player,201411300ram,rai,RiveMy00,rec_yds,21,,,,,
player,201411300ram,rai,RiveMy00,rec_td,0,,,,,
player,201411300ram,rai,RiveMy00,rec_long,10,,,,,
player,201411300ram,rai,RiveMy00,fumbles,0,,,,,
player,201411300ram,rai,RiveMy00,fumbles_lost,0,,,,,
player,201411300ram,rai,BrowVi00,pass_cmp,0,,,,,
player,201411300ram,rai,BrowVi00,pass_att,0,,,,,
player,201411300ram,rai,BrowVi00,pass_yds,0,,,,,
player,201411300ram,rai,BrowVi00,pass_td,0,,,,,
player,201411300ram,rai,BrowVi00,pass_int,0,,,,,
player,201411300ram,rai,BrowVi00,pass_sacked,,,,,,
player,201411300ram,rai,BrowVi00,pass_sacked_yds,0,,,,,
player,201411300ram,rai,BrowVi00,pass_long,0,,,,,
player,201411300ram,rai,BrowVi00,pass_rating,,,,,,
player,201411300ram,rai,BrowVi00,rush_att,0,,,,,
player,201411300ram,rai,BrowVi00,rush_yds,0,,,,,
player,201411300ram,rai,BrowVi00,rush_td,0,,,,,
player,201411300ram,rai,BrowVi00,rush_long,0,,,,,
player,201411300ram,rai,BrowVi00,targets,4,,,,,
player,201411300ram,rai,BrowVi00,rec,1,,,,,
player,201411300ram,rai,BrowVi00,rec_yds,10,,,,,
player,201411300ram,rai,BrowVi00,rec_td,0,,,,,
player,201411300ram,rai,BrowVi00,rec_long,10,,,,,
player,201411300ram,rai,BrowVi00,fumbles,0,,,,,
player,201411300ram,rai,BrowVi00,fumbles_lost,0,,,,,
player,201411300ram,rai,JackGa00,pass_cmp,0,,,,,
player,201411300ram,rai,JackGa00,pass_att,0,,,,,
player,201411300ram,rai,JackGa00,pass_yds,0,,,,,
player,201411300ram,rai,JackGa00,pass_td,0,,,,,
player,201411300ram,rai,JackGa00,pass_int,0,,,,,
player,201411300ram,rai,JackGa00,pass_sacked,,,,,,
player,201411300ram,rai,JackGa00,pass_sacked_yds,0,,,,,
player,201411300ram,rai,JackGa00,pass_long,0,,,,,
player,201411300ram,rai,JackGa00,pass_rating,,,,,,
player,201411300ram,rai,JackGa00,rush_att,0,,,,,
player,201411300ram,rai,JackGa00,rush_yds,0,,,,,
player,201411300ram,rai,JackGa00,rush_td,0,,,,,
player,201411300ram,rai,JackGa00,rush_long,0,,,,,
player,201411300ram,rai,JackGa00,targets,1,,,,,
player,201411300ram,rai,JackGa00,rec,1,,,,,
player,201411300ram,rai,JackGa00,rec_yds,-6,,,,,
player,201411300ram,rai,JackGa00,rec_td,0,,,,,
player,201411300ram,rai,JackGa00,rec_long,-6,,,,,
player,201411300ram,rai,JackGa00,fumbles,0,,,,,
player,201411300ram,rai,JackGa00,fumbles_lost,0,,,,,
player,201411300ram,ram,HillSh00,pass_cmp,13,,,,,
player,201411300ram,ram,HillSh00,pass_att,22,,,,,
player,201411300ram,ram,HillSh00,pass_yds,183,,,,,
player,201411300ram,ram,HillSh00,pass_td,2,,,,,
player,201411300ram,ram,HillSh00,pass_int,0,,,,,
player,201411300ram,ram,HillSh00,pass_sacked,1,,,,,
player,201411300ram,ram,HillSh00,pass_sacked_yds,7,,,,,
player,201411300ram,ram,HillSh00,pass_long,35,,,,,
player,201411300ram,ram,HillSh00,pass_rating,116.3,,,,,
player,201411300ram,ram,HillSh00,rush_att,2,,,,,
player,201411300ram,ram,HillSh00,rush_yds,1,,,,,
player,201411300ram,ram,HillSh00,rush_td,1,,,,,
player,201411300ram,ram,HillSh00,rush_long,2,,,,,
player,201411300ram,ram,HillSh00,targets,0,,,,,
player,201411300ram,ram,HillSh00,rec,0,,,,,
player,201411300ram,ram,HillSh00,rec_yds,0,,,,,
player,201411300ram,ram,HillSh00,rec_td,0,,,,,
player,201411300ram,ram,HillSh00,rec_long,0,,,,,
player,201411300ram,ram,HillSh00,fumbles,0,,,,,
player,201411300ram,ram,HillSh00,fumbles_lost,0,,,,,
player,201411300ram,ram,MasoTr00,pass_cmp,0,,,,,
player,201411300ram,ram,MasoTr00,pass_att,0,,,,,
player,201411300ram,ram,MasoTr00,pass_yds,0,,,,,
player,201411300ram,ram,MasoTr00,pass_td,0,,,,,
player,201411300ram,ram,MasoTr00,pass_int,0,,,,,
player,201411300ram,ram,MasoTr00,pass_sacked,0,,,,,
player,201411300ram,ram,MasoTr00,pass_sacked_yds,0,,,,,
player,201411300ram,ram,MasoTr00,pass_long,0,,,,,
player,201411300ram,ram,MasoTr00,pass_rating,,,,,,
player,201411300ram,ram,MasoTr00,rush_att,14,,,,,
player,201411300ram,ram,MasoTr00,rush_yds,117,,,,,
player,201411300ram,ram,MasoTr00,rush_td,2,,,,,
player,201411300ram,ram,MasoTr00,rush_long,89,,,,,
player,201411300ram,ram,MasoTr00,targets,4,,,,,
player,201411300ram,ram,MasoTr00,rec,3,,,,,
player,201411300ram,ram,MasoTr00,rec_yds,47,,,,,
player,201411300ram,ram,MasoTr00,rec_td,1,,,,,
player,201411300ram,ram,MasoTr00,rec_long,35,,,,,
player,201411300ram,ram,MasoTr00,fumbles,0,,,,,
player,201411300ram,ram,MasoTr00,fumbles_lost,0,,,,,
player,201411300ram,ram,StacZa00,pass_cmp,0,,,,,
player,201411300ram,ram,StacZa00,pass_att,0,,,,,
player,201411300ram,ram,StacZa00,pass_yds,0,,,,,
player,201411300ram,ram,StacZa00,pass_td,0,,,,,
player,201411300ram,ram,StacZa00,pass_int,0,,,,,
player,201411300ram,ram,StacZa00,pass_sacked,0,,,,,
player,201411300ram,ram,StacZa00,pass_sacked_yds,0,,,,,
player,201411300ram,ram,StacZa00,pass_long,0,,,,,
player,201411300ram,ram,StacZa00,pass_rating,,,,,,
player,201411300ram,ram,StacZa00,rush_att,6,,,,,
player,201411300ram,ram,StacZa00,rush_yds,27,,,,,
player,201411300ram,ram,StacZa00,rush_td,0,,,,,
player,201411300ram,ram,StacZa00,rush_long,11,,,,,
player,201411300ram,ram,StacZa00,targets,0,,,,,
player,201411300ram,ram,StacZa00,rec,0,,,,,
player,201411300ram,ram,StacZa00,rec_yds,0,,,,,
player,201411300ram,ram,StacZa00,rec_td,0,,,,,
player,201411300ram,ram,StacZa00,rec_long,0,,,,,
player,201411300ram,ram,StacZa00,fumbles,0,,,,,
player,201411300ram,ram,StacZa00,fumbles_lost,0,,,,,
player,201411300ram,ram,AustTa00,pass_cmp,0,,,,,
player,201411300ram,ram,AustTa00,pass_att,0,,,,,
player,201411300ram,ram,AustTa00,pass_yds,0,,,,,
player,201411300ram,ram,AustTa00,pass_td,0,,,,,
player,201411300ram,ram,AustTa00,pass_int,0,,,,,
player,201411300ram,ram,AustTa00,pass_sacked,0,,,,,
player,201411300ram,ram,AustTa00,pass_sacked_yds,0,,,,,
player,201411300ram,ram,AustTa00,pass_long,0,,,,,
player,201411300ram,ram,AustTa00,pass_rating,,,,,,
player,201411300ram,ram,AustTa00,rush_att,2,,,,,
player,201411300ram,ram,AustTa00,rush_yds,24,,,,,
player,201411300ram,ram,AustTa00,rush_td,1,,,,,
player,201411300ram,ram,AustTa00,rush_long,18,,,,,
player,201411300ram,ram,AustTa00,targets,5,,,,,
player,201411300ram,ram,AustTa00,rec,2,,,,,
player,201411300ram,ram,AustTa00,rec_yds,11,,,,,
player,201411300ram,ram,AustTa00,rec_td,0,,,,,
player,201411300ram,ram,AustTa00,rec_long,6,,,,,
player,201411300ram,ram,AustTa00,fumbles,2,,,,,
player,201411300ram,ram,AustTa00,fumbles_lost,0,,,,,
player,201411300ram,ram,CunnBe01,pass_cmp,0,,,,,
player,201411300ram,ram,CunnBe01,pass_att,0,,,,,
player,201411300ram,ram,CunnBe01,pass_yds,0,,,,,
player,201411300ram,ram,CunnBe01,pass_td,0,,,,,
player,201411300ram,ram,CunnBe01,pass_int,0,,,,,
player,201411300ram,ram,CunnBe01,pass_sacked,0,,,,,
player,201411300ram,ram,CunnBe01,pass_sacked_yds,0,,,,,
player,201411300ram,ram,CunnBe01,pass_long,0,,,,,
player,201411300ram,ram,CunnBe01,pass_rating,,,,,,
player,201411300ram,ram,CunnBe01,rush_att,2,,,,,
player,201411300ram,ram,CunnBe01,rush_yds,3,,,,,
player,201411300ram,ram,CunnBe01,rush_td,0,,,,,
player,201411300ram,ram,CunnBe01,rush_long,5,,,,,
player,201411300ram,ram,CunnBe01,targets,0,,,,,
player,201411300ram,ram,CunnBe01,rec,0,,,,,
player,201411300ram,ram,CunnBe01,rec_yds,0,,,,,
player,201411300ram,ram,CunnBe01,rec_td,0,,,,,
player,201411300ram,ram,CunnBe01,rec_long,0,,,,,
player,201411300ram,ram,CunnBe01,fumbles,0,,,,,
player,201411300ram,ram,CunnBe01,fumbles_lost,0,,,,,
player,201411300ram,ram,BailSt01,pass_cmp,0,,,,,
player,201411300ram,ram,BailSt01,pass_att,0,,,,,
player,201411300ram,ram,BailSt01,pass_yds,0,,,,,
player,201411300ram,ram,BailSt01,pass_td,0,,,,,
player,201411300ram,ram,BailSt01,pass_int,0,,,,,
player,201411300ram,ram,BailSt01,pass_sacked,0,,,,,
player,201411300ram,ram,BailSt01,pass_sacked_yds,0,,,,,
player,201411300ram,ram,BailSt01,pass_long,0,,,,,
player,201411300ram,ram,BailSt01,pass_rating,,,,,,
player,201411300ram,ram,BailSt01,rush_att,0,,,,,
player,201411300ram,ram,BailSt01,rush_yds,0,,,,,
player,201411300ram,ram,BailSt01,rush_td,0,,,,,
player,201411300ram,ram,BailSt01,rush_long,0,,,,,
player,201411300ram,ram,BailSt01,targets,6,,,,,
player,201411300ram,ram,BailSt01,rec,5,,,,,
player,201411300ram,ram,BailSt01,rec_yds,100,,,,,
player,201411300ram,ram,BailSt01,rec_td,0,,,,,
player,201411300ram,ram,BailSt01,rec_long,34,,,,,
player,201411300ram,ram,BailSt01,fumbles,0,,,,,
player,201411300ram,ram,BailSt01,fumbles_lost,0,,,,,
player,201411300ram,ram,BritKe00,pass_cmp,0,,,,,
player,201411300ram,ram,BritKe00,pass_att,0,,,,,
player,201411300ram,ram,BritKe00,pass_yds,0,,,,,
player,201411300ram,ram,BritKe00,pass_td,0,,,,,
player,201411300ram,ram,BritKe00,pass_int,0,,,,,
player,201411300ram,ram,BritKe00,pass_sacked,0,,,,,
player,201411300ram,ram,BritKe00,pass_sacked_yds,0,,,,,
player,201411300ram,ram,BritKe00,pass_long,0,,,,,
player,201411300ram,ram,BritKe00,pass_rating,,,,,,
player,201411300ram,ram,BritKe00,rush_att,0,,,,,
player,201411300ram,ram,BritKe00,rush_yds,0,,,,,
player,201411300ram,ram,BritKe00,rush_td,0,,,,,
player,201411300ram,ram,BritKe00,rush_long,0,,,,,
player,201411300ram,ram,BritKe00,targets,1,,,,,
player,201411300ram,ram,BritKe00,rec,1,,,,,
player,201411300ram,ram,BritKe00,rec_yds,13,,,,,
player,201411300ram,ram,BritKe00,rec_td,0,,,,,
player,201411300ram,ram,BritKe00,rec_long,13,,,,,
player,201411300ram,ram,BritKe00,fumbles,0,,,,,
player,201411300ram,ram,BritKe00,fumbles_lost,0,,,,,
player,201411300ram,ram,HarkCo00,pass_cmp,0,,,,,
player,201411300ram,ram,HarkCo00,pass_att,0,,,,,
player,201411300ram,ram,HarkCo00,pass_yds,0,,,,,
player,201411300ram,ram,HarkCo00,pass_td,0,,,,,
player,201411300ram,ram,HarkCo00,pass_int,0,,,,,
player,201411300ram,ram,HarkCo00,pass_sacked,0,,,,,
player,201411300ram,ram,HarkCo00,pass_sacked_yds,0,,,,,
player,201411300ram,ram,HarkCo00,pass_long,0,,,,,
player,201411300ram,ram,HarkCo00,pass_rating,,,,,,
player,201411300ram,ram,HarkCo00,rush_att,0,,,,,
player,201411300ram,ram,HarkCo00,rush_yds,0,,,,,
player,201411300ram,ram,HarkCo00,rush_td,0,,,,,
player,201411300ram,ram,HarkCo00,rush_long,0,,,,,
player,201411300ram,ram,HarkCo00,targets,2,,,,,
player,201411300ram,ram,HarkCo00,rec,2,,,,,
player,201411300ram,ram,HarkCo00,rec_yds,12,,,,,
player,201411300ram,ram,HarkCo00,rec_td,1,,,,,
player,201411300ram,ram,HarkCo00,rec_long,8,,,,,
player,201411300ram,ram,HarkCo00,fumbles,0,,,,,
player,201411300ram,ram,HarkCo00,fumbles_lost,0,,,,,
player,201411300ram,ram,KendLa00,pass_cmp,0,,,,,
player,201411300ram,ram,KendLa00,pass_att,0,,,,,
player,201411300ram,ram,KendLa00,pass_yds,0,,,,,
player,201411300ram,ram,KendLa00,pass_td,0,,,,,
player,201411300ram,ram,KendLa00,pass_int,0,,,,,
player,201411300ram,ram,KendLa00,pass_sacked,0,,,,,
player,201411300ram,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201411300ram,ram,KendLa00,pass_long,0,,,,,
player,201411300ram,ram,KendLa00,pass_rating,,,,,,
player,201411300ram,ram,KendLa00,rush_att,0,,,,,
player,201411300ram,ram,KendLa00,rush_yds,0,,,,,
player,201411300ram,ram,KendLa00,rush_td,0,,,,,
player,201411300ram,ram,KendLa00,rush_long,0,,,,,
player,201411300ram,ram,KendLa00,targets,1,,,,,
player,201411300ram,ram,KendLa00,rec,0,,,,,
player,201411300ram,ram,KendLa00,rec_yds,0,,,,,
player,201411300ram,ram,KendLa00,rec_td,0,,,,,
player,201411300ram,ram,KendLa00,rec_long,0,,,,,
player,201411300ram,ram,KendLa00,fumbles,0,,,,,
player,201411300ram,ram,KendLa00,fumbles_lost,0,,,,,
player,201411300ram,ram,CookJa02,pass_cmp,0,,,,,
player,201411300ram,ram,CookJa02,pass_att,0,,,,,
player,201411300ram,ram,CookJa02,pass_yds,0,,,,,
player,201411300ram,ram,CookJa02,pass_td,0,,,,,
player,201411300ram,ram,CookJa02,pass_int,0,,,,,
player,201411300ram,ram,CookJa02,pass_sacked,0,,,,,
player,201411300ram,ram,CookJa02,pass_sacked_yds,0,,,,,
player,201411300ram,ram,CookJa02,pass_long,0,,,,,
player,201411300ram,ram,CookJa02,pass_rating,,,,,,
player,201411300ram,ram,CookJa02,rush_att,0,,,,,
player,201411300ram,ram,CookJa02,rush_yds,0,,,,,
player,201411300ram,ram,CookJa02,rush_td,0,,,,,
player,201411300ram,ram,CookJa02,rush_long,0,,,,,
player,201411300ram,ram,CookJa02,targets,1,,,,,
player,201411300ram,ram,CookJa02,rec,0,,,,,
player,201411300ram,ram,CookJa02,rec_yds,0,,,,,
