game,2014,5,20141005,201410050dal,htx,"Houston Texans",17,dal,"Dallas Cowboys",20
player,201410050dal,htx,FitzRy00,rush_yds,3,,,,,
player,201410050dal,htx,FitzRy00,rush_td,0,,,,,
player,201410050dal,htx,FitzRy00,rush_long,2,,,,,
player,201410050dal,htx,FitzRy00,targets,0,,,,,
player,201410050dal,htx,FitzRy00,rec,0,,,,,
player,201410050dal,htx,FitzRy00,rec_yds,0,,,,,
player,201410050dal,htx,FitzRy00,rec_td,0,,,,,
player,201410050dal,htx,FitzRy00,rec_long,0,,,,,
player,201410050dal,htx,FitzRy00,fumbles,0,,,,,
player,201410050dal,htx,FitzRy00,fumbles_lost,0,,,,,
player,201410050dal,htx,FostAr00,pass_cmp,0,,,,,
player,201410050dal,htx,FostAr00,pass_att,0,,,,,
player,201410050dal,htx,FostAr00,pass_yds,0,,,,,
player,201410050dal,htx,FostAr00,pass_td,0,,,,,
player,201410050dal,htx,FostAr00,pass_int,0,,,,,
player,201410050dal,htx,FostAr00,pass_sacked,0,,,,,
player,201410050dal,htx,FostAr00,pass_sacked_yds,0,,,,,
player,201410050dal,htx,FostAr00,pass_long,0,,,,,
player,201410050dal,htx,FostAr00,pass_rating,,,,,,
player,201410050dal,htx,FostAr00,rush_att,23,,,,,
player,201410050dal,htx,FostAr00,rush_yds,157,,,,,
player,201410050dal,htx,FostAr00,rush_td,2,,,,,
player,201410050dal,htx,FostAr00,rush_long,33,,,,,
player,201410050dal,htx,FostAr00,targets,5,,,,,
player,201410050dal,htx,FostAr00,rec,2,,,,,
player,201410050dal,htx,FostAr00,rec_yds,15,,,,,
player,201410050dal,htx,FostAr00,rec_td,0,,,,,
player,201410050dal,htx,FostAr00,rec_long,14,,,,,
player,201410050dal,htx,FostAr00,fumbles,0,,,,,
player,201410050dal,htx,FostAr00,fumbles_lost,0,,,,,
player,201410050dal,htx,BlueAl00,pass_cmp,0,,,,,
player,201410050dal,htx,BlueAl00,pass_att,0,,,,,
player,201410050dal,htx,BlueAl00,pass_yds,0,,,,,
player,201410050dal,htx,BlueAl00,pass_td,0,,,,,
player,201410050dal,htx,BlueAl00,pass_int,0,,,,,
player,201410050dal,htx,BlueAl00,pass_sacked,0,,,,,
player,201410050dal,htx,BlueAl00,pass_sacked_yds,0,,,,,
player,201410050dal,htx,BlueAl00,pass_long,0,,,,,
player,201410050dal,htx,BlueAl00,pass_rating,,,,,,
player,201410050dal,htx,BlueAl00,rush_att,5,,,,,
player,201410050dal,htx,BlueAl00,rush_yds,16,,,,,
player,201410050dal,htx,BlueAl00,rush_td,0,,,,,
player,201410050dal,htx,BlueAl00,rush_long,5,,,,,
player,201410050dal,htx,BlueAl00,targets,0,,,,,
player,201410050dal,htx,BlueAl00,rec,0,,,,,
player,201410050dal,htx,BlueAl00,rec_yds,0,,,,,
player,201410050dal,htx,BlueAl00,rec_td,0,,,,,
player,201410050dal,htx,BlueAl00,rec_long,0,,,,,
player,201410050dal,htx,BlueAl00,fumbles,0,,,,,
player,201410050dal,htx,BlueAl00,fumbles_lost,0,,,,,
player,201410050dal,htx,HopkDe00,pass_cmp,0,,,,,
player,201410050dal,htx,HopkDe00,pass_att,0,,,,,
player,201410050dal,htx,HopkDe00,pass_yds,0,,,,,
player,201410050dal,htx,HopkDe00,pass_td,0,,,,,
player,201410050dal,htx,HopkDe00,pass_int,0,,,,,
player,201410050dal,htx,HopkDe00,pass_sacked,0,,,,,
player,201410050dal,htx,HopkDe00,pass_sacked_yds,0,,,,,
player,201410050dal,htx,HopkDe00,pass_long,0,,,,,
player,201410050dal,htx,HopkDe00,pass_rating,,,,,,
player,201410050dal,htx,HopkDe00,rush_att,0,,,,,
player,201410050dal,htx,HopkDe00,rush_yds,0,,,,,
player,201410050dal,htx,HopkDe00,rush_td,0,,,,,
player,201410050dal,htx,HopkDe00,rush_long,0,,,,,
player,201410050dal,htx,HopkDe00,targets,6,,,,,
player,201410050dal,htx,HopkDe00,rec,6,,,,,
player,201410050dal,htx,HopkDe00,rec_yds,63,,,,,
player,201410050dal,htx,HopkDe00,rec_td,0,,,,,
player,201410050dal,htx,HopkDe00,rec_long,19,,,,,
player,201410050dal,htx,HopkDe00,fumbles,0,,,,,
player,201410050dal,htx,HopkDe00,fumbles_lost,0,,,,,
player,201410050dal,htx,JohnAn02,pass_cmp,0,,,,,
player,201410050dal,htx,JohnAn02,pass_att,0,,,,,
player,201410050dal,htx,JohnAn02,pass_yds,0,,,,,
player,201410050dal,htx,JohnAn02,pass_td,0,,,,,
player,201410050dal,htx,JohnAn02,pass_int,0,,,,,
player,201410050dal,htx,JohnAn02,pass_sacked,0,,,,,
player,201410050dal,htx,JohnAn02,pass_sacked_yds,0,,,,,
player,201410050dal,htx,JohnAn02,pass_long,0,,,,,
player,201410050dal,htx,JohnAn02,pass_rating,,,,,,
player,201410050dal,htx,JohnAn02,rush_att,0,,,,,
player,201410050dal,htx,JohnAn02,rush_yds,0,,,,,
player,201410050dal,htx,JohnAn02,rush_td,0,,,,,
player,201410050dal,htx,JohnAn02,rush_long,0,,,,,
player,201410050dal,htx,JohnAn02,targets,8,,,,,
player,201410050dal,htx,JohnAn02,rec,5,,,,,
player,201410050dal,htx,JohnAn02,rec_yds,58,,,,,
player,201410050dal,htx,JohnAn02,rec_td,0,,,,,
player,201410050dal,htx,JohnAn02,rec_long,20,,,,,
player,201410050dal,htx,JohnAn02,fumbles,0,,,,,
player,201410050dal,htx,JohnAn02,fumbles_lost,0,,,,,
player,201410050dal,htx,GrifRy00,pass_cmp,0,,,,,
player,201410050dal,htx,GrifRy00,pass_att,0,,,,,
player,201410050dal,htx,GrifRy00,pass_yds,0,,,,,
player,201410050dal,htx,GrifRy00,pass_td,0,,,,,
player,201410050dal,htx,GrifRy00,pass_int,0,,,,,
player,201410050dal,htx,GrifRy00,pass_sacked,0,,,,,
player,201410050dal,htx,GrifRy00,pass_sacked_yds,0,,,,,
player,201410050dal,htx,GrifRy00,pass_long,0,,,,,
player,201410050dal,htx,GrifRy00,pass_rating,,,,,,
player,201410050dal,htx,GrifRy00,rush_att,0,,,,,
player,201410050dal,htx,GrifRy00,rush_yds,0,,,,,
player,201410050dal,htx,GrifRy00,rush_td,0,,,,,
player,201410050dal,htx,GrifRy00,rush_long,0,,,,,
player,201410050dal,htx,GrifRy00,targets,1,,,,,
player,201410050dal,htx,GrifRy00,rec,1,,,,,
player,201410050dal,htx,GrifRy00,rec_yds,8,,,,,
player,201410050dal,htx,GrifRy00,rec_td,0,,,,,
player,201410050dal,htx,GrifRy00,rec_long,8,,,,,
player,201410050dal,htx,GrifRy00,fumbles,0,,,,,
player,201410050dal,htx,GrifRy00,fumbles_lost,0,,,,,
player,201410050dal,htx,MartKe01,pass_cmp,0,,,,,
player,201410050dal,htx,MartKe01,pass_att,0,,,,,
player,201410050dal,htx,MartKe01,pass_yds,0,,,,,
player,201410050dal,htx,MartKe01,pass_td,0,,,,,
player,201410050dal,htx,MartKe01,pass_int,0,,,,,
player,201410050dal,htx,MartKe01,pass_sacked,0,,,,,
player,201410050dal,htx,MartKe01,pass_sacked_yds,0,,,,,
player,201410050dal,htx,MartKe01,pass_long,0,,,,,
player,201410050dal,htx,MartKe01,pass_rating,,,,,,
player,201410050dal,htx,MartKe01,rush_att,0,,,,,
player,201410050dal,htx,MartKe01,rush_yds,0,,,,,
player,201410050dal,htx,MartKe01,rush_td,0,,,,,
player,201410050dal,htx,MartKe01,rush_long,0,,,,,
player,201410050dal,htx,MartKe01,targets,1,,,,,
player,201410050dal,htx,MartKe01,rec,1,,,,,
player,201410050dal,htx,MartKe01,rec_yds,7,,,,,
player,201410050dal,htx,MartKe01,rec_td,0,,,,,
player,201410050dal,htx,MartKe01,rec_long,7,,,,,
player,201410050dal,htx,MartKe01,fumbles,0,,,,,
player,201410050dal,htx,MartKe01,fumbles_lost,0,,,,,
player,201410050dal,htx,GrahGa00,pass_cmp,0,,,,,
player,201410050dal,htx,GrahGa00,pass_att,0,,,,,
player,201410050dal,htx,GrahGa00,pass_yds,0,,,,,
player,201410050dal,htx,GrahGa00,pass_td,0,,,,,
player,201410050dal,htx,GrahGa00,pass_int,0,,,,,
player,201410050dal,htx,GrahGa00,pass_sacked,0,,,,,
player,201410050dal,htx,GrahGa00,pass_sacked_yds,0,,,,,
player,201410050dal,htx,GrahGa00,pass_long,0,,,,,
player,201410050dal,htx,GrahGa00,pass_rating,,,,,,
player,201410050dal,htx,GrahGa00,rush_att,0,,,,,
player,201410050dal,htx,GrahGa00,rush_yds,0,,,,,
player,201410050dal,htx,GrahGa00,rush_td,0,,,,,
player,201410050dal,htx,GrahGa00,rush_long,0,,,,,
player,201410050dal,htx,GrahGa00,targets,1,,,,,
player,201410050dal,htx,GrahGa00,rec,1,,,,,
player,201410050dal,htx,GrahGa00,rec_yds,3,,,,,
player,201410050dal,htx,GrahGa00,rec_td,0,,,,,
player,201410050dal,htx,GrahGa00,rec_long,3,,,,,
player,201410050dal,htx,GrahGa00,fumbles,0,,,,,
player,201410050dal,htx,GrahGa00,fumbles_lost,0,,,,,
player,201410050dal,htx,JohnDa04,pass_cmp,0,,,,,
player,201410050dal,htx,JohnDa04,pass_att,0,,,,,
player,201410050dal,htx,JohnDa04,pass_yds,0,,,,,
player,201410050dal,htx,JohnDa04,pass_td,0,,,,,
player,201410050dal,htx,JohnDa04,pass_int,0,,,,,
player,201410050dal,htx,JohnDa04,pass_sacked,0,,,,,
player,201410050dal,htx,JohnDa04,pass_sacked_yds,0,,,,,
player,201410050dal,htx,JohnDa04,pass_long,0,,,,,
player,201410050dal,htx,JohnDa04,pass_rating,,,,,,
player,201410050dal,htx,JohnDa04,rush_att,0,,,,,
player,201410050dal,htx,JohnDa04,rush_yds,0,,,,,
player,201410050dal,htx,JohnDa04,rush_td,0,,,,,
player,201410050dal,htx,JohnDa04,rush_long,0,,,,,
player,201410050dal,htx,JohnDa04,targets,2,,,,,
player,201410050dal,htx,JohnDa04,rec,0,,,,,
player,201410050dal,htx,JohnDa04,rec_yds,0,,,,,
player,201410050dal,htx,JohnDa04,rec_td,0,,,,,
player,201410050dal,htx,JohnDa04,rec_long,0,,,,,
player,201410050dal,htx,JohnDa04,fumbles,0,,,,,
player,201410050dal,htx,JohnDa04,fumbles_lost,0,,,,,
player,201410050dal,dal,RomoTo00,pass_cmp,28,,,,,
player,201410050dal,dal,RomoTo00,pass_att,41,,,,,
player,201410050dal,dal,RomoTo00,pass_yds,324,,,,,
player,201410050dal,dal,RomoTo00,pass_td,2,,,,,
player,201410050dal,dal,RomoTo00,pass_int,1,,,,,
player,201410050dal,dal,RomoTo00,pass_sacked,1,,,,,
player,201410050dal,dal,RomoTo00,pass_sacked_yds,8,,,,,
player,201410050dal,dal,RomoTo00,pass_long,43,,,,,
player,201410050dal,dal,RomoTo00,pass_rating,98.0,,,,,
player,201410050dal,dal,RomoTo00,rush_att,0,,,,,
player,201410050dal,dal,RomoTo00,rush_yds,0,,,,,
player,201410050dal,dal,RomoTo00,rush_td,0,,,,,
player,201410050dal,dal,RomoTo00,rush_long,0,,,,,
player,201410050dal,dal,RomoTo00,targets,0,,,,,
player,201410050dal,dal,RomoTo00,rec,0,,,,,
player,201410050dal,dal,RomoTo00,rec_yds,0,,,,,
player,201410050dal,dal,RomoTo00,rec_td,0,,,,,
player,201410050dal,dal,RomoTo00,rec_long,0,,,,,
player,201410050dal,dal,RomoTo00,fumbles,0,,,,,
player,201410050dal,dal,RomoTo00,fumbles_lost,0,,,,,
player,201410050dal,dal,MurrDe00,pass_cmp,0,,,,,
player,201410050dal,dal,MurrDe00,pass_att,0,,,,,
player,201410050dal,dal,MurrDe00,pass_yds,0,,,,,
player,201410050dal,dal,MurrDe00,pass_td,0,,,,,
player,201410050dal,dal,MurrDe00,pass_int,0,,,,,
player,201410050dal,dal,MurrDe00,pass_sacked,0,,,,,
player,201410050dal,dal,MurrDe00,pass_sacked_yds,0,,,,,
player,201410050dal,dal,MurrDe00,pass_long,0,,,,,
player,201410050dal,dal,MurrDe00,pass_rating,,,,,,
player,201410050dal,dal,MurrDe00,rush_att,31,,,,,
player,201410050dal,dal,MurrDe00,rush_yds,136,,,,,
player,201410050dal,dal,MurrDe00,rush_td,0,,,,,
player,201410050dal,dal,MurrDe00,rush_long,17,,,,,
player,201410050dal,dal,MurrDe00,targets,8,,,,,
player,201410050dal,dal,MurrDe00,rec,6,,,,,
player,201410050dal,dal,MurrDe00,rec_yds,56,,,,,
player,201410050dal,dal,MurrDe00,rec_td,0,,,,,
player,201410050dal,dal,MurrDe00,rec_long,16,,,,,
player,201410050dal,dal,MurrDe00,fumbles,1,,,,,
player,201410050dal,dal,MurrDe00,fumbles_lost,1,,,,,
player,201410050dal,dal,RandJo01,pass_cmp,0,,,,,
player,201410050dal,dal,RandJo01,pass_att,0,,,,,
player,201410050dal,dal,RandJo01,pass_yds,0,,,,,
player,201410050dal,dal,RandJo01,pass_td,0,,,,,
player,201410050dal,dal,RandJo01,pass_int,0,,,,,
player,201410050dal,dal,RandJo01,pass_sacked,0,,,,,
player,201410050dal,dal,RandJo01,pass_sacked_yds,0,,,,,
player,201410050dal,dal,RandJo01,pass_long,0,,,,,
player,201410050dal,dal,RandJo01,pass_rating,,,,,,
player,201410050dal,dal,RandJo01,rush_att,2,,,,,
player,201410050dal,dal,RandJo01,rush_yds,4,,,,,
player,201410050dal,dal,RandJo01,rush_td,0,,,,,
player,201410050dal,dal,RandJo01,rush_long,2,,,,,
player,201410050dal,dal,RandJo01,targets,0,,,,,
player,201410050dal,dal,RandJo01,rec,0,,,,,
player,201410050dal,dal,RandJo01,rec_yds,0,,,,,
player,201410050dal,dal,RandJo01,rec_td,0,,,,,
player,201410050dal,dal,RandJo01,rec_long,0,,,,,
player,201410050dal,dal,RandJo01,fumbles,0,,,,,
player,201410050dal,dal,RandJo01,fumbles_lost,0,,,,,
player,201410050dal,dal,BryaDe01,pass_cmp,0,,,,,
player,201410050dal,dal,BryaDe01,pass_att,0,,,,,
player,201410050dal,dal,BryaDe01,pass_yds,0,,,,,
player,201410050dal,dal,BryaDe01,pass_td,0,,,,,
player,201410050dal,dal,BryaDe01,pass_int,0,,,,,
player,201410050dal,dal,BryaDe01,pass_sacked,0,,,,,
player,201410050dal,dal,BryaDe01,pass_sacked_yds,0,,,,,
player,201410050dal,dal,BryaDe01,pass_long,0,,,,,
player,201410050dal,dal,BryaDe01,pass_rating,,,,,,
player,201410050dal,dal,BryaDe01,rush_att,0,,,,,
player,201410050dal,dal,BryaDe01,rush_yds,0,,,,,
player,201410050dal,dal,BryaDe01,rush_td,0,,,,,
player,201410050dal,dal,BryaDe01,rush_long,0,,,,,
player,201410050dal,dal,BryaDe01,targets,14,,,,,
player,201410050dal,dal,BryaDe01,rec,9,,,,,
player,201410050dal,dal,BryaDe01,rec_yds,85,,,,,
player,201410050dal,dal,BryaDe01,rec_td,1,,,,,
player,201410050dal,dal,BryaDe01,rec_long,37,,,,,
player,201410050dal,dal,BryaDe01,fumbles,0,,,,,
player,201410050dal,dal,BryaDe01,fumbles_lost,0,,,,,
player,201410050dal,dal,WillTe01,pass_cmp,0,,,,,
player,201410050dal,dal,WillTe01,pass_att,0,,,,,
player,201410050dal,dal,WillTe01,pass_yds,0,,,,,
player,201410050dal,dal,WillTe01,pass_td,0,,,,,
player,201410050dal,dal,WillTe01,pass_int,0,,,,,
player,201410050dal,dal,WillTe01,pass_sacked,0,,,,,
player,201410050dal,dal,WillTe01,pass_sacked_yds,0,,,,,
player,201410050dal,dal,WillTe01,pass_long,0,,,,,
player,201410050dal,dal,WillTe01,pass_rating,,,,,,
player,201410050dal,dal,WillTe01,rush_att,0,,,,,
player,201410050dal,dal,WillTe01,rush_yds,0,,,,,
player,201410050dal,dal,WillTe01,rush_td,0,,,,,
player,201410050dal,dal,WillTe01,rush_long,0,,,,,
player,201410050dal,dal,WillTe01,targets,6,,,,,
player,201410050dal,dal,WillTe01,rec,2,,,,,
player,201410050dal,dal,WillTe01,rec_yds,71,,,,,
player,201410050dal,dal,WillTe01,rec_td,1,,,,,
player,201410050dal,dal,WillTe01,rec_long,43,,,,,
player,201410050dal,dal,WillTe01,fumbles,0,,,,,
player,201410050dal,dal,WillTe01,fumbles_lost,0,,,,,
player,201410050dal,dal,WittJa00,pass_cmp,0,,,,,
player,201410050dal,dal,WittJa00,pass_att,0,,,,,
player,201410050dal,dal,WittJa00,pass_yds,0,,,,,
player,201410050dal,dal,WittJa00,pass_td,0,,,,,
player,201410050dal,dal,WittJa00,pass_int,0,,,,,
player,201410050dal,dal,WittJa00,pass_sacked,0,,,,,
player,201410050dal,dal,WittJa00,pass_sacked_yds,0,,,,,
player,201410050dal,dal,WittJa00,pass_long,0,,,,,
player,201410050dal,dal,WittJa00,pass_rating,,,,,,
player,201410050dal,dal,WittJa00,rush_att,0,,,,,
player,201410050dal,dal,WittJa00,rush_yds,0,,,,,
player,201410050dal,dal,WittJa00,rush_td,0,,,,,
player,201410050dal,dal,WittJa00,rush_long,0,,,,,
player,201410050dal,dal,WittJa00,targets,5,,,,,
player,201410050dal,dal,WittJa00,rec,4,,,,,
player,201410050dal,dal,WittJa00,rec_yds,59,,,,,
player,201410050dal,dal,WittJa00,rec_td,0,,,,,
player,201410050dal,dal,WittJa00,rec_long,34,,,,,
player,201410050dal,dal,WittJa00,fumbles,0,,,,,
player,201410050dal,dal,WittJa00,fumbles_lost,0,,,,,
player,201410050dal,dal,HarrDw00,pass_cmp,0,,,,,
player,201410050dal,dal,HarrDw00,pass_att,0,,,,,
player,201410050dal,dal,HarrDw00,pass_yds,0,,,,,
player,201410050dal,dal,HarrDw00,pass_td,0,,,,,
player,201410050dal,dal,HarrDw00,pass_int,0,,,,,
player,201410050dal,dal,HarrDw00,pass_sacked,0,,,,,
player,201410050dal,dal,HarrDw00,pass_sacked_yds,0,,,,,
player,201410050dal,dal,HarrDw00,pass_long,0,,,,,
player,201410050dal,dal,HarrDw00,pass_rating,,,,,,
player,201410050dal,dal,HarrDw00,rush_att,0,,,,,
player,201410050dal,dal,HarrDw00,rush_yds,0,,,,,
player,201410050dal,dal,HarrDw00,rush_td,0,,,,,
player,201410050dal,dal,HarrDw00,rush_long,0,,,,,
player,201410050dal,dal,HarrDw00,targets,3,,,,,
player,201410050dal,dal,HarrDw00,rec,3,,,,,
player,201410050dal,dal,HarrDw00,rec_yds,30,,,,,
player,201410050dal,dal,HarrDw00,rec_td,0,,,,,
player,201410050dal,dal,HarrDw00,rec_long,18,,,,,
player,201410050dal,dal,HarrDw00,fumbles,1,,,,,
player,201410050dal,dal,HarrDw00,fumbles_lost,1,,,,,
player,201410050dal,dal,BeasCo00,pass_cmp,0,,,,,
player,201410050dal,dal,BeasCo00,pass_att,0,,,,,
player,201410050dal,dal,BeasCo00,pass_yds,0,,,,,
player,201410050dal,dal,BeasCo00,pass_td,0,,,,,
player,201410050dal,dal,BeasCo00,pass_int,0,,,,,
player,201410050dal,dal,BeasCo00,pass_sacked,0,,,,,
player,201410050dal,dal,BeasCo00,pass_sacked_yds,0,,,,,
player,201410050dal,dal,BeasCo00,pass_long,0,,,,,
player,201410050dal,dal,BeasCo00,pass_rating,,,,,,
player,201410050dal,dal,BeasCo00,rush_att,0,,,,,
player,201410050dal,dal,BeasCo00,rush_yds,0,,,,,
player,201410050dal,dal,BeasCo00,rush_td,0,,,,,
player,201410050dal,dal,BeasCo00,rush_long,0,,,,,
player,201410050dal,dal,BeasCo00,targets,4,,,,,
player,201410050dal,dal,BeasCo00,rec,4,,,,,
player,201410050dal,dal,BeasCo00,rec_yds,23,,,,,
player,201410050dal,dal,BeasCo00,rec_td,0,,,,,
player,201410050dal,dal,BeasCo00,rec_long,8,,,,,
player,201410050dal,dal,BeasCo00,fumbles,0,,,,,
player,201410050dal,dal,BeasCo00,fumbles_lost,0,,,,,
player,201410050dal,htx,LewiKe00,def_int,1,,,,,
player,201410050dal,htx,LewiKe00,def_int_yds,5,,,,,
player,201410050dal,htx,LewiKe00,def_int_td,0,,,,,
player,201410050dal,htx,LewiKe00,def_int_long,5,,,,,
player,201410050dal,htx,LewiKe00,pass_defended,1,,,,,
player,201410050dal,htx,LewiKe00,sacks,0.0,,,,,
player,201410050dal,htx,LewiKe00,tackles_combined,3,,,,,
player,201410050dal,htx,LewiKe00,tackles_solo,1,,,,,
player,201410050dal,htx,LewiKe00,tackles_assists,2,,,,,
player,201410050dal,htx,LewiKe00,tackles_loss,1,,,,,
player,201410050dal,htx,LewiKe00,qb_hits,0,,,,,
player,201410050dal,htx,LewiKe00,fumbles_rec,0,,,,,
player,201410050dal,htx,LewiKe00,fumbles_rec_yds,0,,,,,
player,201410050dal,htx,LewiKe00,fumbles_rec_td,0,,,,,
player,201410050dal,htx,LewiKe00,fumbles_forced,1,,,,,
player,201410050dal,htx,CushBr99,def_int,0,,,,,
player,201410050dal,htx,CushBr99,def_int_yds,0,,,,,
player,201410050dal,htx,CushBr99,def_int_td,0,,,,,
player,201410050dal,htx,CushBr99,def_int_long,0,,,,,
player,201410050dal,htx,CushBr99,pass_defended,0,,,,,
player,201410050dal,htx,CushBr99,sacks,1.0,,,,,
player,201410050dal,htx,CushBr99,tackles_combined,8,,,,,
player,201410050dal,htx,CushBr99,tackles_solo,5,,,,,
player,201410050dal,htx,CushBr99,tackles_assists,3,,,,,
player,201410050dal,htx,CushBr99,tackles_loss,1,,,,,
player,201410050dal,htx,CushBr99,qb_hits,1,,,,,
player,201410050dal,htx,CushBr99,fumbles_rec,0,,,,,
player,201410050dal,htx,CushBr99,fumbles_rec_yds,0,,,,,
player,201410050dal,htx,CushBr99,fumbles_rec_td,0,,,,,
player,201410050dal,htx,CushBr99,fumbles_forced,0,,,,,
player,201410050dal,htx,JackKa99,def_int,0,,,,,
player,201410050dal,htx,JackKa99,def_int_yds,0,,,,,
player,201410050dal,htx,JackKa99,def_int_td,0,,,,,
player,201410050dal,htx,JackKa99,def_int_long,0,,,,,
player,201410050dal,htx,JackKa99,pass_defended,0,,,,,
player,201410050dal,htx,JackKa99,sacks,0.0,,,,,
player,201410050dal,htx,JackKa99,tackles_combined,9,,,,,
player,201410050dal,htx,JackKa99,tackles_solo,8,,,,,
player,201410050dal,htx,JackKa99,tackles_assists,1,,,,,
player,201410050dal,htx,JackKa99,tackles_loss,0,,,,,
player,201410050dal,htx,JackKa99,qb_hits,0,,,,,
player,201410050dal,htx,JackKa99,fumbles_rec,0,,,,,
player,201410050dal,htx,JackKa99,fumbles_rec_yds,0,,,,,
player,201410050dal,htx,JackKa99,fumbles_rec_td,0,,,,,
player,201410050dal,htx,JackKa99,fumbles_forced,0,,,,,
player,201410050dal,htx,JoseJo20,def_int,0,,,,,
player,201410050dal,htx,JoseJo20,def_int_yds,0,,,,,
player,201410050dal,htx,JoseJo20,def_int_td,0,,,,,
player,201410050dal,htx,JoseJo20,def_int_long,0,,,,,
player,201410050dal,htx,JoseJo20,pass_defended,1,,,,,
player,201410050dal,htx,JoseJo20,sacks,0.0,,,,,
player,201410050dal,htx,JoseJo20,tackles_combined,9,,,,,
player,201410050dal,htx,JoseJo20,tackles_solo,7,,,,,
player,201410050dal,htx,JoseJo20,tackles_assists,2,,,,,
player,201410050dal,htx,JoseJo20,tackles_loss,0,,,,,
player,201410050dal,htx,JoseJo20,qb_hits,0,,,,,
player,201410050dal,htx,JoseJo20,fumbles_rec,0,,,,,
player,201410050dal,htx,JoseJo20,fumbles_rec_yds,0,,,,,
player,201410050dal,htx,JoseJo20,fumbles_rec_td,0,,,,,
player,201410050dal,htx,JoseJo20,fumbles_forced,0,,,,,
player,201410050dal,htx,HalxAn00,def_int,0,,,,,
player,201410050dal,htx,HalxAn00,def_int_yds,0,,,,,
player,201410050dal,htx,HalxAn00,def_int_td,0,,,,,
player,201410050dal,htx,HalxAn00,def_int_long,0,,,,,
player,201410050dal,htx,HalxAn00,pass_defended,1,,,,,
player,201410050dal,htx,HalxAn00,sacks,0.0,,,,,
player,201410050dal,htx,HalxAn00,tackles_combined,5,,,,,
player,201410050dal,htx,HalxAn00,tackles_solo,4,,,,,
player,201410050dal,htx,HalxAn00,tackles_assists,1,,,,,
player,201410050dal,htx,HalxAn00,tackles_loss,0,,,,,
player,201410050dal,htx,HalxAn00,qb_hits,0,,,,,
player,201410050dal,htx,HalxAn00,fumbles_rec,0,,,,,
player,201410050dal,htx,HalxAn00,fumbles_rec_yds,0,,,,,
player,201410050dal,htx,HalxAn00,fumbles_rec_td,0,,,,,
player,201410050dal,htx,HalxAn00,fumbles_forced,0,,,,,
player,201410050dal,htx,MercWh00,def_int,0,,,,,
player,201410050dal,htx,MercWh00,def_int_yds,0,,,,,
player,201410050dal,htx,MercWh00,def_int_td,0,,,,,
player,201410050dal,htx,MercWh00,def_int_long,0,,,,,
player,201410050dal,htx,MercWh00,pass_defended,0,,,,,
player,201410050dal,htx,MercWh00,sacks,0.0,,,,,
player,201410050dal,htx,MercWh00,tackles_combined,5,,,,,
player,201410050dal,htx,MercWh00,tackles_solo,4,,,,,
player,201410050dal,htx,MercWh00,tackles_assists,1,,,,,
player,201410050dal,htx,MercWh00,tackles_loss,1,,,,,
player,201410050dal,htx,MercWh00,qb_hits,1,,,,,
player,201410050dal,htx,MercWh00,fumbles_rec,0,,,,,
player,201410050dal,htx,MercWh00,fumbles_rec_yds,0,,,,,
player,201410050dal,htx,MercWh00,fumbles_rec_td,0,,,,,
player,201410050dal,htx,MercWh00,fumbles_forced,0,,,,,
player,201410050dal,htx,SweaDJ00,def_int,0,,,,,
