game,2014,11,20141116,201411160clt,nwe,"New England Patriots",42,clt,"Indianapolis Colts",20
player,201411160clt,nwe,AmenDa00,pass_cmp,0,,,,,
player,201411160clt,nwe,AmenDa00,pass_att,0,,,,,
player,201411160clt,nwe,AmenDa00,pass_yds,0,,,,,
player,201411160clt,nwe,AmenDa00,pass_td,0,,,,,
player,201411160clt,nwe,AmenDa00,pass_int,0,,,,,
player,201411160clt,nwe,AmenDa00,pass_sacked,0,,,,,
player,201411160clt,nwe,AmenDa00,pass_sacked_yds,0,,,,,
player,201411160clt,nwe,AmenDa00,pass_long,0,,,,,
player,201411160clt,nwe,AmenDa00,pass_rating,,,,,,
player,201411160clt,nwe,AmenDa00,rush_att,0,,,,,
player,201411160clt,nwe,AmenDa00,rush_yds,0,,,,,
player,201411160clt,nwe,AmenDa00,rush_td,0,,,,,
player,201411160clt,nwe,AmenDa00,rush_long,0,,,,,
player,201411160clt,nwe,AmenDa00,targets,2,,,,,
player,201411160clt,nwe,AmenDa00,rec,2,,,,,
player,201411160clt,nwe,AmenDa00,rec_yds,13,,,,,
player,201411160clt,nwe,AmenDa00,rec_td,0,,,,,
player,201411160clt,nwe,AmenDa00,rec_long,9,,,,,
player,201411160clt,nwe,AmenDa00,fumbles,0,,,,,
player,201411160clt,nwe,AmenDa00,fumbles_lost,0,,,,,
player,201411160clt,nwe,WrigTi01,pass_cmp,0,,,,,
player,201411160clt,nwe,WrigTi01,pass_att,0,,,,,
player,201411160clt,nwe,WrigTi01,pass_yds,0,,,,,
player,201411160clt,nwe,WrigTi01,pass_td,0,,,,,
player,201411160clt,nwe,WrigTi01,pass_int,0,,,,,
player,201411160clt,nwe,WrigTi01,pass_sacked,0,,,,,
player,201411160clt,nwe,WrigTi01,pass_sacked_yds,0,,,,,
player,201411160clt,nwe,WrigTi01,pass_long,0,,,,,
player,201411160clt,nwe,WrigTi01,pass_rating,,,,,,
player,201411160clt,nwe,WrigTi01,rush_att,0,,,,,
player,201411160clt,nwe,WrigTi01,rush_yds,0,,,,,
player,201411160clt,nwe,WrigTi01,rush_td,0,,,,,
player,201411160clt,nwe,WrigTi01,rush_long,0,,,,,
player,201411160clt,nwe,WrigTi01,targets,2,,,,,
player,201411160clt,nwe,WrigTi01,rec,1,,,,,
player,201411160clt,nwe,WrigTi01,rec_yds,2,,,,,
player,201411160clt,nwe,WrigTi01,rec_td,1,,,,,
player,201411160clt,nwe,WrigTi01,rec_long,2,,,,,
player,201411160clt,nwe,WrigTi01,fumbles,0,,,,,
player,201411160clt,nwe,WrigTi01,fumbles_lost,0,,,,,
player,201411160clt,nwe,DeveJa00,pass_cmp,0,,,,,
player,201411160clt,nwe,DeveJa00,pass_att,0,,,,,
player,201411160clt,nwe,DeveJa00,pass_yds,0,,,,,
player,201411160clt,nwe,DeveJa00,pass_td,0,,,,,
player,201411160clt,nwe,DeveJa00,pass_int,0,,,,,
player,201411160clt,nwe,DeveJa00,pass_sacked,0,,,,,
player,201411160clt,nwe,DeveJa00,pass_sacked_yds,0,,,,,
player,201411160clt,nwe,DeveJa00,pass_long,0,,,,,
player,201411160clt,nwe,DeveJa00,pass_rating,,,,,,
player,201411160clt,nwe,DeveJa00,rush_att,0,,,,,
player,201411160clt,nwe,DeveJa00,rush_yds,0,,,,,
player,201411160clt,nwe,DeveJa00,rush_td,0,,,,,
player,201411160clt,nwe,DeveJa00,rush_long,0,,,,,
player,201411160clt,nwe,DeveJa00,targets,1,,,,,
player,201411160clt,nwe,DeveJa00,rec,0,,,,,
player,201411160clt,nwe,DeveJa00,rec_yds,0,,,,,
player,201411160clt,nwe,DeveJa00,rec_td,0,,,,,
player,201411160clt,nwe,DeveJa00,rec_long,0,,,,,
player,201411160clt,nwe,DeveJa00,fumbles,0,,,,,
player,201411160clt,nwe,DeveJa00,fumbles_lost,0,,,,,
player,201411160clt,nwe,HoomMi00,pass_cmp,0,,,,,
player,201411160clt,nwe,HoomMi00,pass_att,0,,,,,
player,201411160clt,nwe,HoomMi00,pass_yds,0,,,,,
player,201411160clt,nwe,HoomMi00,pass_td,0,,,,,
player,201411160clt,nwe,HoomMi00,pass_int,0,,,,,
player,201411160clt,nwe,HoomMi00,pass_sacked,0,,,,,
player,201411160clt,nwe,HoomMi00,pass_sacked_yds,0,,,,,
player,201411160clt,nwe,HoomMi00,pass_long,0,,,,,
player,201411160clt,nwe,HoomMi00,pass_rating,,,,,,
player,201411160clt,nwe,HoomMi00,rush_att,0,,,,,
player,201411160clt,nwe,HoomMi00,rush_yds,0,,,,,
player,201411160clt,nwe,HoomMi00,rush_td,0,,,,,
player,201411160clt,nwe,HoomMi00,rush_long,0,,,,,
player,201411160clt,nwe,HoomMi00,targets,1,,,,,
player,201411160clt,nwe,HoomMi00,rec,0,,,,,
player,201411160clt,nwe,HoomMi00,rec_yds,0,,,,,
player,201411160clt,nwe,HoomMi00,rec_td,0,,,,,
player,201411160clt,nwe,HoomMi00,rec_long,0,,,,,
player,201411160clt,nwe,HoomMi00,fumbles,0,,,,,
player,201411160clt,nwe,HoomMi00,fumbles_lost,0,,,,,
player,201411160clt,nwe,TymsBr00,pass_cmp,0,,,,,
player,201411160clt,nwe,TymsBr00,pass_att,0,,,,,
player,201411160clt,nwe,TymsBr00,pass_yds,0,,,,,
player,201411160clt,nwe,TymsBr00,pass_td,0,,,,,
player,201411160clt,nwe,TymsBr00,pass_int,0,,,,,
player,201411160clt,nwe,TymsBr00,pass_sacked,0,,,,,
player,201411160clt,nwe,TymsBr00,pass_sacked_yds,0,,,,,
player,201411160clt,nwe,TymsBr00,pass_long,0,,,,,
player,201411160clt,nwe,TymsBr00,pass_rating,,,,,,
player,201411160clt,nwe,TymsBr00,rush_att,0,,,,,
player,201411160clt,nwe,TymsBr00,rush_yds,0,,,,,
player,201411160clt,nwe,TymsBr00,rush_td,0,,,,,
player,201411160clt,nwe,TymsBr00,rush_long,0,,,,,
player,201411160clt,nwe,TymsBr00,targets,2,,,,,
player,201411160clt,nwe,TymsBr00,rec,0,,,,,
player,201411160clt,nwe,TymsBr00,rec_yds,0,,,,,
player,201411160clt,nwe,TymsBr00,rec_td,0,,,,,
player,201411160clt,nwe,TymsBr00,rec_long,0,,,,,
player,201411160clt,nwe,TymsBr00,fumbles,0,,,,,
player,201411160clt,nwe,TymsBr00,fumbles_lost,0,,,,,
player,201411160clt,nwe,GaroJi00,pass_cmp,0,,,,,
player,201411160clt,nwe,GaroJi00,pass_att,0,,,,,
player,201411160clt,nwe,GaroJi00,pass_yds,0,,,,,
player,201411160clt,nwe,GaroJi00,pass_td,0,,,,,
player,201411160clt,nwe,GaroJi00,pass_int,0,,,,,
player,201411160clt,nwe,GaroJi00,pass_sacked,0,,,,,
player,201411160clt,nwe,GaroJi00,pass_sacked_yds,0,,,,,
player,201411160clt,nwe,GaroJi00,pass_long,0,,,,,
player,201411160clt,nwe,GaroJi00,pass_rating,,,,,,
player,201411160clt,nwe,GaroJi00,rush_att,2,,,,,
player,201411160clt,nwe,GaroJi00,rush_yds,-2,,,,,
player,201411160clt,nwe,GaroJi00,rush_td,0,,,,,
player,201411160clt,nwe,GaroJi00,rush_long,-1,,,,,
player,201411160clt,nwe,GaroJi00,targets,0,,,,,
player,201411160clt,nwe,GaroJi00,rec,0,,,,,
player,201411160clt,nwe,GaroJi00,rec_yds,0,,,,,
player,201411160clt,nwe,GaroJi00,rec_td,0,,,,,
player,201411160clt,nwe,GaroJi00,rec_long,0,,,,,
player,201411160clt,nwe,GaroJi00,fumbles,0,,,,,
player,201411160clt,nwe,GaroJi00,fumbles_lost,0,,,,,
player,201411160clt,clt,LuckAn00,pass_cmp,23,,,,,
player,201411160clt,clt,LuckAn00,pass_att,39,,,,,
player,201411160clt,clt,LuckAn00,pass_yds,303,,,,,
player,201411160clt,clt,LuckAn00,pass_td,2,,,,,
player,201411160clt,clt,LuckAn00,pass_int,1,,,,,
player,201411160clt,clt,LuckAn00,pass_sacked,1,,,,,
player,201411160clt,clt,LuckAn00,pass_sacked_yds,0,,,,,
player,201411160clt,clt,LuckAn00,pass_long,46,,,,,
player,201411160clt,clt,LuckAn00,pass_rating,90.0,,,,,
player,201411160clt,clt,LuckAn00,rush_att,3,,,,,
player,201411160clt,clt,LuckAn00,rush_yds,15,,,,,
player,201411160clt,clt,LuckAn00,rush_td,0,,,,,
player,201411160clt,clt,LuckAn00,rush_long,7,,,,,
player,201411160clt,clt,LuckAn00,targets,0,,,,,
player,201411160clt,clt,LuckAn00,rec,0,,,,,
player,201411160clt,clt,LuckAn00,rec_yds,0,,,,,
player,201411160clt,clt,LuckAn00,rec_td,0,,,,,
player,201411160clt,clt,LuckAn00,rec_long,0,,,,,
player,201411160clt,clt,LuckAn00,fumbles,0,,,,,
player,201411160clt,clt,LuckAn00,fumbles_lost,0,,,,,
player,201411160clt,clt,BradAh00,pass_cmp,0,,,,,
player,201411160clt,clt,BradAh00,pass_att,0,,,,,
player,201411160clt,clt,BradAh00,pass_yds,0,,,,,
player,201411160clt,clt,BradAh00,pass_td,0,,,,,
player,201411160clt,clt,BradAh00,pass_int,0,,,,,
player,201411160clt,clt,BradAh00,pass_sacked,0,,,,,
player,201411160clt,clt,BradAh00,pass_sacked_yds,0,,,,,
player,201411160clt,clt,BradAh00,pass_long,0,,,,,
player,201411160clt,clt,BradAh00,pass_rating,,,,,,
player,201411160clt,clt,BradAh00,rush_att,7,,,,,
player,201411160clt,clt,BradAh00,rush_yds,4,,,,,
player,201411160clt,clt,BradAh00,rush_td,0,,,,,
player,201411160clt,clt,BradAh00,rush_long,5,,,,,
player,201411160clt,clt,BradAh00,targets,5,,,,,
player,201411160clt,clt,BradAh00,rec,4,,,,,
player,201411160clt,clt,BradAh00,rec_yds,7,,,,,
player,201411160clt,clt,BradAh00,rec_td,0,,,,,
player,201411160clt,clt,BradAh00,rec_long,4,,,,,
player,201411160clt,clt,BradAh00,fumbles,1,,,,,
player,201411160clt,clt,BradAh00,fumbles_lost,0,,,,,
player,201411160clt,clt,FleeCo00,pass_cmp,0,,,,,
player,201411160clt,clt,FleeCo00,pass_att,0,,,,,
player,201411160clt,clt,FleeCo00,pass_yds,0,,,,,
player,201411160clt,clt,FleeCo00,pass_td,0,,,,,
player,201411160clt,clt,FleeCo00,pass_int,0,,,,,
player,201411160clt,clt,FleeCo00,pass_sacked,0,,,,,
player,201411160clt,clt,FleeCo00,pass_sacked_yds,0,,,,,
player,201411160clt,clt,FleeCo00,pass_long,0,,,,,
player,201411160clt,clt,FleeCo00,pass_rating,,,,,,
player,201411160clt,clt,FleeCo00,rush_att,0,,,,,
player,201411160clt,clt,FleeCo00,rush_yds,0,,,,,
player,201411160clt,clt,FleeCo00,rush_td,0,,,,,
player,201411160clt,clt,FleeCo00,rush_long,0,,,,,
player,201411160clt,clt,FleeCo00,targets,7,,,,,
player,201411160clt,clt,FleeCo00,rec,7,,,,,
player,201411160clt,clt,FleeCo00,rec_yds,144,,,,,
player,201411160clt,clt,FleeCo00,rec_td,0,,,,,
player,201411160clt,clt,FleeCo00,rec_long,45,,,,,
player,201411160clt,clt,FleeCo00,fumbles,0,,,,,
player,201411160clt,clt,FleeCo00,fumbles_lost,0,,,,,
player,201411160clt,clt,WaynRe00,pass_cmp,0,,,,,
player,201411160clt,clt,WaynRe00,pass_att,0,,,,,
player,201411160clt,clt,WaynRe00,pass_yds,0,,,,,
player,201411160clt,clt,WaynRe00,pass_td,0,,,,,
player,201411160clt,clt,WaynRe00,pass_int,0,,,,,
player,201411160clt,clt,WaynRe00,pass_sacked,0,,,,,
player,201411160clt,clt,WaynRe00,pass_sacked_yds,0,,,,,
player,201411160clt,clt,WaynRe00,pass_long,0,,,,,
player,201411160clt,clt,WaynRe00,pass_rating,,,,,,
player,201411160clt,clt,WaynRe00,rush_att,0,,,,,
player,201411160clt,clt,WaynRe00,rush_yds,0,,,,,
player,201411160clt,clt,WaynRe00,rush_td,0,,,,,
player,201411160clt,clt,WaynRe00,rush_long,0,,,,,
player,201411160clt,clt,WaynRe00,targets,9,,,,,
player,201411160clt,clt,WaynRe00,rec,5,,,,,
player,201411160clt,clt,WaynRe00,rec_yds,91,,,,,
player,201411160clt,clt,WaynRe00,rec_td,0,,,,,
player,201411160clt,clt,WaynRe00,rec_long,46,,,,,
player,201411160clt,clt,WaynRe00,fumbles,0,,,,,
player,201411160clt,clt,WaynRe00,fumbles_lost,0,,,,,
player,201411160clt,clt,HiltT.00,pass_cmp,0,,,,,
player,201411160clt,clt,HiltT.00,pass_att,0,,,,,
player,201411160clt,clt,HiltT.00,pass_yds,0,,,,,
player,201411160clt,clt,HiltT.00,pass_td,0,,,,,
player,201411160clt,clt,HiltT.00,pass_int,0,,,,,
player,201411160clt,clt,HiltT.00,pass_sacked,0,,,,,
player,201411160clt,clt,HiltT.00,pass_sacked_yds,0,,,,,
player,201411160clt,clt,HiltT.00,pass_long,0,,,,,
player,201411160clt,clt,HiltT.00,pass_rating,,,,,,
player,201411160clt,clt,HiltT.00,rush_att,0,,,,,
player,201411160clt,clt,HiltT.00,rush_yds,0,,,,,
player,201411160clt,clt,HiltT.00,rush_td,0,,,,,
player,201411160clt,clt,HiltT.00,rush_long,0,,,,,
player,201411160clt,clt,HiltT.00,targets,7,,,,,
player,201411160clt,clt,HiltT.00,rec,3,,,,,
player,201411160clt,clt,HiltT.00,rec_yds,24,,,,,
player,201411160clt,clt,HiltT.00,rec_td,0,,,,,
player,201411160clt,clt,HiltT.00,rec_long,13,,,,,
player,201411160clt,clt,HiltT.00,fumbles,0,,,,,
player,201411160clt,clt,HiltT.00,fumbles_lost,0,,,,,
player,201411160clt,clt,RichTr00,pass_cmp,0,,,,,
player,201411160clt,clt,RichTr00,pass_att,0,,,,,
player,201411160clt,clt,RichTr00,pass_yds,0,,,,,
player,201411160clt,clt,RichTr00,pass_td,0,,,,,
player,201411160clt,clt,RichTr00,pass_int,0,,,,,
player,201411160clt,clt,RichTr00,pass_sacked,0,,,,,
player,201411160clt,clt,RichTr00,pass_sacked_yds,0,,,,,
player,201411160clt,clt,RichTr00,pass_long,0,,,,,
player,201411160clt,clt,RichTr00,pass_rating,,,,,,
player,201411160clt,clt,RichTr00,rush_att,6,,,,,
player,201411160clt,clt,RichTr00,rush_yds,0,,,,,
player,201411160clt,clt,RichTr00,rush_td,0,,,,,
player,201411160clt,clt,RichTr00,rush_long,2,,,,,
player,201411160clt,clt,RichTr00,targets,1,,,,,
player,201411160clt,clt,RichTr00,rec,1,,,,,
player,201411160clt,clt,RichTr00,rec_yds,21,,,,,
player,201411160clt,clt,RichTr00,rec_td,0,,,,,
player,201411160clt,clt,RichTr00,rec_long,21,,,,,
player,201411160clt,clt,RichTr00,fumbles,0,,,,,
player,201411160clt,clt,RichTr00,fumbles_lost,0,,,,,
player,201411160clt,clt,NickHa01,pass_cmp,0,,,,,
player,201411160clt,clt,NickHa01,pass_att,0,,,,,
player,201411160clt,clt,NickHa01,pass_yds,0,,,,,
player,201411160clt,clt,NickHa01,pass_td,0,,,,,
player,201411160clt,clt,NickHa01,pass_int,0,,,,,
player,201411160clt,clt,NickHa01,pass_sacked,0,,,,,
player,201411160clt,clt,NickHa01,pass_sacked_yds,0,,,,,
player,201411160clt,clt,NickHa01,pass_long,0,,,,,
player,201411160clt,clt,NickHa01,pass_rating,,,,,,
player,201411160clt,clt,NickHa01,rush_att,0,,,,,
player,201411160clt,clt,NickHa01,rush_yds,0,,,,,
player,201411160clt,clt,NickHa01,rush_td,0,,,,,
player,201411160clt,clt,NickHa01,rush_long,0,,,,,
player,201411160clt,clt,NickHa01,targets,5,,,,,
player,201411160clt,clt,NickHa01,rec,2,,,,,
player,201411160clt,clt,NickHa01,rec_yds,15,,,,,
player,201411160clt,clt,NickHa01,rec_td,1,,,,,
player,201411160clt,clt,NickHa01,rec_long,10,,,,,
player,201411160clt,clt,NickHa01,fumbles,0,,,,,
player,201411160clt,clt,NickHa01,fumbles_lost,0,,,,,
player,201411160clt,clt,CastAn00,pass_cmp,0,,,,,
player,201411160clt,clt,CastAn00,pass_att,0,,,,,
player,201411160clt,clt,CastAn00,pass_yds,0,,,,,
player,201411160clt,clt,CastAn00,pass_td,0,,,,,
player,201411160clt,clt,CastAn00,pass_int,0,,,,,
player,201411160clt,clt,CastAn00,pass_sacked,0,,,,,
player,201411160clt,clt,CastAn00,pass_sacked_yds,0,,,,,
player,201411160clt,clt,CastAn00,pass_long,0,,,,,
player,201411160clt,clt,CastAn00,pass_rating,,,,,,
player,201411160clt,clt,CastAn00,rush_att,0,,,,,
player,201411160clt,clt,CastAn00,rush_yds,0,,,,,
player,201411160clt,clt,CastAn00,rush_td,0,,,,,
player,201411160clt,clt,CastAn00,rush_long,0,,,,,
player,201411160clt,clt,CastAn00,targets,1,,,,,
player,201411160clt,clt,CastAn00,rec,1,,,,,
player,201411160clt,clt,CastAn00,rec_yds,1,,,,,
player,201411160clt,clt,CastAn00,rec_td,1,,,,,
player,201411160clt,clt,CastAn00,rec_long,1,,,,,
player,201411160clt,clt,CastAn00,fumbles,0,,,,,
player,201411160clt,clt,CastAn00,fumbles_lost,0,,,,,
player,201411160clt,clt,DoylJa00,pass_cmp,0,,,,,
player,201411160clt,clt,DoylJa00,pass_att,0,,,,,
player,201411160clt,clt,DoylJa00,pass_yds,0,,,,,
player,201411160clt,clt,DoylJa00,pass_td,0,,,,,
player,201411160clt,clt,DoylJa00,pass_int,0,,,,,
player,201411160clt,clt,DoylJa00,pass_sacked,0,,,,,
player,201411160clt,clt,DoylJa00,pass_sacked_yds,0,,,,,
player,201411160clt,clt,DoylJa00,pass_long,0,,,,,
player,201411160clt,clt,DoylJa00,pass_rating,,,,,,
player,201411160clt,clt,DoylJa00,rush_att,0,,,,,
player,201411160clt,clt,DoylJa00,rush_yds,0,,,,,
player,201411160clt,clt,DoylJa00,rush_td,0,,,,,
player,201411160clt,clt,DoylJa00,rush_long,0,,,,,
player,201411160clt,clt,DoylJa00,targets,1,,,,,
player,201411160clt,clt,DoylJa00,rec,0,,,,,
player,201411160clt,clt,DoylJa00,rec_yds,0,,,,,
player,201411160clt,clt,DoylJa00,rec_td,0,,,,,
player,201411160clt,clt,DoylJa00,rec_long,0,,,,,
player,201411160clt,clt,DoylJa00,fumbles,0,,,,,
player,201411160clt,clt,DoylJa00,fumbles_lost,0,,,,,
player,201411160clt,clt,MoncDo00,pass_cmp,0,,,,,
player,201411160clt,clt,MoncDo00,pass_att,0,,,,,
player,201411160clt,clt,MoncDo00,pass_yds,0,,,,,
player,201411160clt,clt,MoncDo00,pass_td,0,,,,,
player,201411160clt,clt,MoncDo00,pass_int,0,,,,,
player,201411160clt,clt,MoncDo00,pass_sacked,0,,,,,
