game,2014,5,20141005,201410050den,crd,"Arizona Cardinals",20,den,"Denver Broncos",41
player,201410050den,crd,HousRo01,special_teams,13,,,,,
player,201410050den,crd,HousRo01,st_pct,32%,,,,,
player,201410050den,crd,HughRo00,pos,RB,,,,,
player,201410050den,crd,HughRo00,offense,8,,,,,
player,201410050den,crd,HughRo00,off_pct,14%,,,,,
player,201410050den,crd,HughRo00,defense,0,,,,,
player,201410050den,crd,HughRo00,def_pct,0%,,,,,
player,201410050den,crd,HughRo00,special_teams,29,,,,,
player,201410050den,crd,HughRo00,st_pct,71%,,,,,
player,201410050den,crd,GinnTe00,pos,WR,,,,,
player,201410050den,crd,GinnTe00,offense,6,,,,,
player,201410050den,crd,GinnTe00,off_pct,11%,,,,,
player,201410050den,crd,GinnTe00,defense,0,,,,,
player,201410050den,crd,GinnTe00,def_pct,0%,,,,,
player,201410050den,crd,GinnTe00,special_teams,15,,,,,
player,201410050den,crd,GinnTe00,st_pct,37%,,,,,
player,201410050den,crd,NiklTr00,pos,TE,,,,,
player,201410050den,crd,NiklTr00,offense,5,,,,,
player,201410050den,crd,NiklTr00,off_pct,9%,,,,,
player,201410050den,crd,NiklTr00,defense,0,,,,,
player,201410050den,crd,NiklTr00,def_pct,0%,,,,,
player,201410050den,crd,NiklTr00,special_teams,15,,,,,
player,201410050den,crd,NiklTr00,st_pct,37%,,,,,
player,201410050den,crd,BrowJa03,pos,WR,,,,,
player,201410050den,crd,BrowJa03,offense,4,,,,,
player,201410050den,crd,BrowJa03,off_pct,7%,,,,,
player,201410050den,crd,BrowJa03,defense,0,,,,,
player,201410050den,crd,BrowJa03,def_pct,0%,,,,,
player,201410050den,crd,BrowJa03,special_teams,29,,,,,
player,201410050den,crd,BrowJa03,st_pct,71%,,,,,
player,201410050den,crd,TaylSt00,pos,RB,,,,,
player,201410050den,crd,TaylSt00,offense,4,,,,,
player,201410050den,crd,TaylSt00,off_pct,7%,,,,,
player,201410050den,crd,TaylSt00,defense,0,,,,,
player,201410050den,crd,TaylSt00,def_pct,0%,,,,,
player,201410050den,crd,TaylSt00,special_teams,21,,,,,
player,201410050den,crd,TaylSt00,st_pct,51%,,,,,
player,201410050den,crd,JeffTo00,pos,SS,,,,,
player,201410050den,crd,JeffTo00,offense,0,,,,,
player,201410050den,crd,JeffTo00,off_pct,0%,,,,,
player,201410050den,crd,JeffTo00,defense,81,,,,,
player,201410050den,crd,JeffTo00,def_pct,100%,,,,,
player,201410050den,crd,JeffTo00,special_teams,22,,,,,
player,201410050den,crd,JeffTo00,st_pct,54%,,,,,
player,201410050den,crd,FootLa20,pos,LB,,,,,
player,201410050den,crd,FootLa20,offense,0,,,,,
player,201410050den,crd,FootLa20,off_pct,0%,,,,,
player,201410050den,crd,FootLa20,defense,81,,,,,
player,201410050den,crd,FootLa20,def_pct,100%,,,,,
player,201410050den,crd,FootLa20,special_teams,8,,,,,
player,201410050den,crd,FootLa20,st_pct,20%,,,,,
player,201410050den,crd,CromAn20,pos,CB,,,,,
player,201410050den,crd,CromAn20,offense,0,,,,,
player,201410050den,crd,CromAn20,off_pct,0%,,,,,
player,201410050den,crd,CromAn20,defense,81,,,,,
player,201410050den,crd,CromAn20,def_pct,100%,,,,,
player,201410050den,crd,CromAn20,special_teams,7,,,,,
player,201410050den,crd,CromAn20,st_pct,17%,,,,,
player,201410050den,crd,JohnRa98,pos,FS,,,,,
player,201410050den,crd,JohnRa98,offense,0,,,,,
player,201410050den,crd,JohnRa98,off_pct,0%,,,,,
player,201410050den,crd,JohnRa98,defense,77,,,,,
player,201410050den,crd,JohnRa98,def_pct,95%,,,,,
player,201410050den,crd,JohnRa98,special_teams,25,,,,,
player,201410050den,crd,JohnRa98,st_pct,61%,,,,,
player,201410050den,crd,PoweJe99,pos,CB,,,,,
player,201410050den,crd,PoweJe99,offense,0,,,,,
player,201410050den,crd,PoweJe99,off_pct,0%,,,,,
player,201410050den,crd,PoweJe99,defense,74,,,,,
player,201410050den,crd,PoweJe99,def_pct,91%,,,,,
player,201410050den,crd,PoweJe99,special_teams,11,,,,,
player,201410050den,crd,PoweJe99,st_pct,27%,,,,,
player,201410050den,crd,KellTo21,pos,DT,,,,,
player,201410050den,crd,KellTo21,offense,0,,,,,
player,201410050den,crd,KellTo21,off_pct,0%,,,,,
player,201410050den,crd,KellTo21,defense,68,,,,,
player,201410050den,crd,KellTo21,def_pct,84%,,,,,
player,201410050den,crd,KellTo21,special_teams,8,,,,,
player,201410050den,crd,KellTo21,st_pct,20%,,,,,
player,201410050den,crd,PetePa00,pos,CB,,,,,
player,201410050den,crd,PetePa00,offense,0,,,,,
player,201410050den,crd,PetePa00,off_pct,0%,,,,,
player,201410050den,crd,PetePa00,defense,65,,,,,
player,201410050den,crd,PetePa00,def_pct,80%,,,,,
player,201410050den,crd,PetePa00,special_teams,8,,,,,
player,201410050den,crd,PetePa00,st_pct,20%,,,,,
player,201410050den,crd,MartKa00,pos,DE,,,,,
player,201410050den,crd,MartKa00,offense,0,,,,,
player,201410050den,crd,MartKa00,off_pct,0%,,,,,
player,201410050den,crd,MartKa00,defense,65,,,,,
player,201410050den,crd,MartKa00,def_pct,80%,,,,,
player,201410050den,crd,MartKa00,special_teams,0,,,,,
player,201410050den,crd,MartKa00,st_pct,0%,,,,,
player,201410050den,crd,BucaDe00,pos,SS,,,,,
player,201410050den,crd,BucaDe00,offense,0,,,,,
player,201410050den,crd,BucaDe00,off_pct,0%,,,,,
player,201410050den,crd,BucaDe00,defense,62,,,,,
player,201410050den,crd,BucaDe00,def_pct,77%,,,,,
player,201410050den,crd,BucaDe00,special_teams,5,,,,,
player,201410050den,crd,BucaDe00,st_pct,12%,,,,,
player,201410050den,crd,ShauMa99,pos,LB,,,,,
player,201410050den,crd,ShauMa99,offense,0,,,,,
player,201410050den,crd,ShauMa99,off_pct,0%,,,,,
player,201410050den,crd,ShauMa99,defense,58,,,,,
player,201410050den,crd,ShauMa99,def_pct,72%,,,,,
player,201410050den,crd,ShauMa99,special_teams,11,,,,,
player,201410050den,crd,ShauMa99,st_pct,27%,,,,,
player,201410050den,crd,RuckFr99,pos,DT,,,,,
player,201410050den,crd,RuckFr99,offense,0,,,,,
player,201410050den,crd,RuckFr99,off_pct,0%,,,,,
player,201410050den,crd,RuckFr99,defense,50,,,,,
player,201410050den,crd,RuckFr99,def_pct,62%,,,,,
player,201410050den,crd,RuckFr99,special_teams,9,,,,,
player,201410050den,crd,RuckFr99,st_pct,22%,,,,,
player,201410050den,crd,CampCa99,pos,DE,,,,,
player,201410050den,crd,CampCa99,offense,0,,,,,
player,201410050den,crd,CampCa99,off_pct,0%,,,,,
player,201410050den,crd,CampCa99,defense,34,,,,,
player,201410050den,crd,CampCa99,def_pct,42%,,,,,
player,201410050den,crd,CampCa99,special_teams,6,,,,,
player,201410050den,crd,CampCa99,st_pct,15%,,,,,
player,201410050den,crd,AchoSa00,pos,LB,,,,,
player,201410050den,crd,AchoSa00,offense,0,,,,,
player,201410050den,crd,AchoSa00,off_pct,0%,,,,,
player,201410050den,crd,AchoSa00,defense,25,,,,,
player,201410050den,crd,AchoSa00,def_pct,31%,,,,,
player,201410050den,crd,AchoSa00,special_teams,30,,,,,
player,201410050den,crd,AchoSa00,st_pct,73%,,,,,
player,201410050den,crd,WillDa99,pos,NT,,,,,
player,201410050den,crd,WillDa99,offense,0,,,,,
player,201410050den,crd,WillDa99,off_pct,0%,,,,,
player,201410050den,crd,WillDa99,defense,22,,,,,
player,201410050den,crd,WillDa99,def_pct,27%,,,,,
player,201410050den,crd,WillDa99,special_teams,8,,,,,
player,201410050den,crd,WillDa99,st_pct,20%,,,,,
player,201410050den,crd,MintKe00,pos,LB,,,,,
player,201410050den,crd,MintKe00,offense,0,,,,,
player,201410050den,crd,MintKe00,off_pct,0%,,,,,
player,201410050den,crd,MintKe00,defense,17,,,,,
player,201410050den,crd,MintKe00,def_pct,21%,,,,,
player,201410050den,crd,MintKe00,special_teams,5,,,,,
player,201410050den,crd,MintKe00,st_pct,12%,,,,,
player,201410050den,crd,MathTy00,pos,FS,,,,,
player,201410050den,crd,MathTy00,offense,0,,,,,
player,201410050den,crd,MathTy00,off_pct,0%,,,,,
player,201410050den,crd,MathTy00,defense,15,,,,,
player,201410050den,crd,MathTy00,def_pct,19%,,,,,
player,201410050den,crd,MathTy00,special_teams,2,,,,,
player,201410050den,crd,MathTy00,st_pct,5%,,,,,
player,201410050den,crd,OkafAl00,pos,LB,,,,,
player,201410050den,crd,OkafAl00,offense,0,,,,,
player,201410050den,crd,OkafAl00,off_pct,0%,,,,,
player,201410050den,crd,OkafAl00,defense,10,,,,,
player,201410050den,crd,OkafAl00,def_pct,12%,,,,,
player,201410050den,crd,OkafAl00,special_teams,5,,,,,
player,201410050den,crd,OkafAl00,st_pct,12%,,,,,
player,201410050den,crd,StinEd00,pos,DT,,,,,
player,201410050den,crd,StinEd00,offense,0,,,,,
player,201410050den,crd,StinEd00,off_pct,0%,,,,,
player,201410050den,crd,StinEd00,defense,3,,,,,
player,201410050den,crd,StinEd00,def_pct,4%,,,,,
player,201410050den,crd,StinEd00,special_teams,3,,,,,
player,201410050den,crd,StinEd00,st_pct,7%,,,,,
player,201410050den,crd,BethJu00,pos,CB,,,,,
player,201410050den,crd,BethJu00,offense,0,,,,,
player,201410050den,crd,BethJu00,off_pct,0%,,,,,
player,201410050den,crd,BethJu00,defense,2,,,,,
player,201410050den,crd,BethJu00,def_pct,2%,,,,,
player,201410050den,crd,BethJu00,special_teams,24,,,,,
player,201410050den,crd,BethJu00,st_pct,59%,,,,,
player,201410050den,crd,Ta'aAl00,pos,NT,,,,,
player,201410050den,crd,Ta'aAl00,offense,0,,,,,
player,201410050den,crd,Ta'aAl00,off_pct,0%,,,,,
player,201410050den,crd,Ta'aAl00,defense,1,,,,,
player,201410050den,crd,Ta'aAl00,def_pct,1%,,,,,
player,201410050den,crd,Ta'aAl00,special_teams,0,,,,,
player,201410050den,crd,Ta'aAl00,st_pct,0%,,,,,
player,201410050den,crd,AlexLo99,pos,LB,,,,,
player,201410050den,crd,AlexLo99,offense,0,,,,,
player,201410050den,crd,AlexLo99,off_pct,0%,,,,,
player,201410050den,crd,AlexLo99,defense,0,,,,,
player,201410050den,crd,AlexLo99,def_pct,0%,,,,,
player,201410050den,crd,AlexLo99,special_teams,32,,,,,
player,201410050den,crd,AlexLo99,st_pct,78%,,,,,
player,201410050den,crd,DemeKe00,pos,LB,,,,,
player,201410050den,crd,DemeKe00,offense,0,,,,,
player,201410050den,crd,DemeKe00,off_pct,0%,,,,,
player,201410050den,crd,DemeKe00,defense,0,,,,,
player,201410050den,crd,DemeKe00,def_pct,0%,,,,,
player,201410050den,crd,DemeKe00,special_teams,29,,,,,
player,201410050den,crd,DemeKe00,st_pct,71%,,,,,
player,201410050den,crd,LeacMi00,pos,LS,,,,,
player,201410050den,crd,LeacMi00,offense,0,,,,,
player,201410050den,crd,LeacMi00,off_pct,0%,,,,,
player,201410050den,crd,LeacMi00,defense,0,,,,,
player,201410050den,crd,LeacMi00,def_pct,0%,,,,,
player,201410050den,crd,LeacMi00,special_teams,16,,,,,
player,201410050den,crd,LeacMi00,st_pct,39%,,,,,
player,201410050den,crd,ZastDa20,pos,P,,,,,
player,201410050den,crd,ZastDa20,offense,0,,,,,
player,201410050den,crd,ZastDa20,off_pct,0%,,,,,
player,201410050den,crd,ZastDa20,defense,0,,,,,
player,201410050den,crd,ZastDa20,def_pct,0%,,,,,
player,201410050den,crd,ZastDa20,special_teams,16,,,,,
player,201410050den,crd,ZastDa20,st_pct,39%,,,,,
player,201410050den,crd,WatfEa00,pos,G,,,,,
player,201410050den,crd,WatfEa00,offense,0,,,,,
player,201410050den,crd,WatfEa00,off_pct,0%,,,,,
player,201410050den,crd,WatfEa00,defense,0,,,,,
player,201410050den,crd,WatfEa00,def_pct,0%,,,,,
player,201410050den,crd,WatfEa00,special_teams,11,,,,,
player,201410050den,crd,WatfEa00,st_pct,27%,,,,,
player,201410050den,crd,CataCh00,pos,K,,,,,
player,201410050den,crd,CataCh00,offense,0,,,,,
player,201410050den,crd,CataCh00,off_pct,0%,,,,,
player,201410050den,crd,CataCh00,defense,0,,,,,
player,201410050den,crd,CataCh00,def_pct,0%,,,,,
player,201410050den,crd,CataCh00,special_teams,9,,,,,
player,201410050den,crd,CataCh00,st_pct,22%,,,,,
player,201410050den,crd,SoweBr00,pos,T,,,,,
player,201410050den,crd,SoweBr00,offense,0,,,,,
player,201410050den,crd,SoweBr00,off_pct,0%,,,,,
player,201410050den,crd,SoweBr00,defense,0,,,,,
player,201410050den,crd,SoweBr00,def_pct,0%,,,,,
player,201410050den,crd,SoweBr00,special_teams,4,,,,,
player,201410050den,crd,SoweBr00,st_pct,10%,,,,,
