game,2014,2,20140914,201409140sdg,sea,"Seattle Seahawks",21,sdg,"San Diego Chargers",30
player,201409140sdg,sea,WilsRu00,targets,0,,,,,
player,201409140sdg,sea,WilsRu00,rec,0,,,,,
player,201409140sdg,sea,WilsRu00,rec_yds,0,,,,,
player,201409140sdg,sea,WilsRu00,rec_td,0,,,,,
player,201409140sdg,sea,WilsRu00,rec_long,0,,,,,
player,201409140sdg,sea,WilsRu00,fumbles,1,,,,,
player,201409140sdg,sea,WilsRu00,fumbles_lost,0,,,,,
player,201409140sdg,sea,HarvPe00,pass_cmp,0,,,,,
player,201409140sdg,sea,HarvPe00,pass_att,0,,,,,
player,201409140sdg,sea,HarvPe00,pass_yds,0,,,,,
player,201409140sdg,sea,HarvPe00,pass_td,0,,,,,
player,201409140sdg,sea,HarvPe00,pass_int,0,,,,,
player,201409140sdg,sea,HarvPe00,pass_sacked,0,,,,,
player,201409140sdg,sea,HarvPe00,pass_sacked_yds,0,,,,,
player,201409140sdg,sea,HarvPe00,pass_long,0,,,,,
player,201409140sdg,sea,HarvPe00,pass_rating,,,,,,
player,201409140sdg,sea,HarvPe00,rush_att,2,,,,,
player,201409140sdg,sea,HarvPe00,rush_yds,45,,,,,
player,201409140sdg,sea,HarvPe00,rush_td,1,,,,,
player,201409140sdg,sea,HarvPe00,rush_long,51,,,,,
player,201409140sdg,sea,HarvPe00,targets,1,,,,,
player,201409140sdg,sea,HarvPe00,rec,1,,,,,
player,201409140sdg,sea,HarvPe00,rec_yds,5,,,,,
player,201409140sdg,sea,HarvPe00,rec_td,0,,,,,
player,201409140sdg,sea,HarvPe00,rec_long,5,,,,,
player,201409140sdg,sea,HarvPe00,fumbles,1,,,,,
player,201409140sdg,sea,HarvPe00,fumbles_lost,1,,,,,
player,201409140sdg,sea,LyncMa00,pass_cmp,0,,,,,
player,201409140sdg,sea,LyncMa00,pass_att,0,,,,,
player,201409140sdg,sea,LyncMa00,pass_yds,0,,,,,
player,201409140sdg,sea,LyncMa00,pass_td,0,,,,,
player,201409140sdg,sea,LyncMa00,pass_int,0,,,,,
player,201409140sdg,sea,LyncMa00,pass_sacked,0,,,,,
player,201409140sdg,sea,LyncMa00,pass_sacked_yds,0,,,,,
player,201409140sdg,sea,LyncMa00,pass_long,0,,,,,
player,201409140sdg,sea,LyncMa00,pass_rating,,,,,,
player,201409140sdg,sea,LyncMa00,rush_att,6,,,,,
player,201409140sdg,sea,LyncMa00,rush_yds,36,,,,,
player,201409140sdg,sea,LyncMa00,rush_td,0,,,,,
player,201409140sdg,sea,LyncMa00,rush_long,10,,,,,
player,201409140sdg,sea,LyncMa00,targets,4,,,,,
player,201409140sdg,sea,LyncMa00,rec,4,,,,,
player,201409140sdg,sea,LyncMa00,rec_yds,27,,,,,
player,201409140sdg,sea,LyncMa00,rec_td,1,,,,,
player,201409140sdg,sea,LyncMa00,rec_long,14,,,,,
player,201409140sdg,sea,LyncMa00,fumbles,0,,,,,
player,201409140sdg,sea,LyncMa00,fumbles_lost,0,,,,,
player,201409140sdg,sea,TurbRo00,pass_cmp,0,,,,,
player,201409140sdg,sea,TurbRo00,pass_att,0,,,,,
player,201409140sdg,sea,TurbRo00,pass_yds,0,,,,,
player,201409140sdg,sea,TurbRo00,pass_td,0,,,,,
player,201409140sdg,sea,TurbRo00,pass_int,0,,,,,
player,201409140sdg,sea,TurbRo00,pass_sacked,0,,,,,
player,201409140sdg,sea,TurbRo00,pass_sacked_yds,0,,,,,
player,201409140sdg,sea,TurbRo00,pass_long,0,,,,,
player,201409140sdg,sea,TurbRo00,pass_rating,,,,,,
player,201409140sdg,sea,TurbRo00,rush_att,2,,,,,
player,201409140sdg,sea,TurbRo00,rush_yds,7,,,,,
player,201409140sdg,sea,TurbRo00,rush_td,0,,,,,
player,201409140sdg,sea,TurbRo00,rush_long,10,,,,,
player,201409140sdg,sea,TurbRo00,targets,2,,,,,
player,201409140sdg,sea,TurbRo00,rec,2,,,,,
player,201409140sdg,sea,TurbRo00,rec_yds,35,,,,,
player,201409140sdg,sea,TurbRo00,rec_td,1,,,,,
player,201409140sdg,sea,TurbRo00,rec_long,32,,,,,
player,201409140sdg,sea,TurbRo00,fumbles,0,,,,,
player,201409140sdg,sea,TurbRo00,fumbles_lost,0,,,,,
player,201409140sdg,sea,LockRi00,pass_cmp,0,,,,,
player,201409140sdg,sea,LockRi00,pass_att,0,,,,,
player,201409140sdg,sea,LockRi00,pass_yds,0,,,,,
player,201409140sdg,sea,LockRi00,pass_td,0,,,,,
player,201409140sdg,sea,LockRi00,pass_int,0,,,,,
player,201409140sdg,sea,LockRi00,pass_sacked,0,,,,,
player,201409140sdg,sea,LockRi00,pass_sacked_yds,0,,,,,
player,201409140sdg,sea,LockRi00,pass_long,0,,,,,
player,201409140sdg,sea,LockRi00,pass_rating,,,,,,
player,201409140sdg,sea,LockRi00,rush_att,1,,,,,
player,201409140sdg,sea,LockRi00,rush_yds,2,,,,,
player,201409140sdg,sea,LockRi00,rush_td,0,,,,,
player,201409140sdg,sea,LockRi00,rush_long,2,,,,,
player,201409140sdg,sea,LockRi00,targets,1,,,,,
player,201409140sdg,sea,LockRi00,rec,0,,,,,
player,201409140sdg,sea,LockRi00,rec_yds,0,,,,,
player,201409140sdg,sea,LockRi00,rec_td,0,,,,,
player,201409140sdg,sea,LockRi00,rec_long,0,,,,,
player,201409140sdg,sea,LockRi00,fumbles,0,,,,,
player,201409140sdg,sea,LockRi00,fumbles_lost,0,,,,,
player,201409140sdg,sea,KearJe01,pass_cmp,0,,,,,
player,201409140sdg,sea,KearJe01,pass_att,0,,,,,
player,201409140sdg,sea,KearJe01,pass_yds,0,,,,,
player,201409140sdg,sea,KearJe01,pass_td,0,,,,,
player,201409140sdg,sea,KearJe01,pass_int,0,,,,,
player,201409140sdg,sea,KearJe01,pass_sacked,0,,,,,
player,201409140sdg,sea,KearJe01,pass_sacked_yds,0,,,,,
player,201409140sdg,sea,KearJe01,pass_long,0,,,,,
player,201409140sdg,sea,KearJe01,pass_rating,,,,,,
player,201409140sdg,sea,KearJe01,rush_att,0,,,,,
player,201409140sdg,sea,KearJe01,rush_yds,0,,,,,
player,201409140sdg,sea,KearJe01,rush_td,0,,,,,
player,201409140sdg,sea,KearJe01,rush_long,0,,,,,
player,201409140sdg,sea,KearJe01,targets,5,,,,,
player,201409140sdg,sea,KearJe01,rec,4,,,,,
player,201409140sdg,sea,KearJe01,rec_yds,61,,,,,
player,201409140sdg,sea,KearJe01,rec_td,0,,,,,
player,201409140sdg,sea,KearJe01,rec_long,30,,,,,
player,201409140sdg,sea,KearJe01,fumbles,0,,,,,
player,201409140sdg,sea,KearJe01,fumbles_lost,0,,,,,
player,201409140sdg,sea,BaldDo00,pass_cmp,0,,,,,
player,201409140sdg,sea,BaldDo00,pass_att,0,,,,,
player,201409140sdg,sea,BaldDo00,pass_yds,0,,,,,
player,201409140sdg,sea,BaldDo00,pass_td,0,,,,,
player,201409140sdg,sea,BaldDo00,pass_int,0,,,,,
player,201409140sdg,sea,BaldDo00,pass_sacked,0,,,,,
player,201409140sdg,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201409140sdg,sea,BaldDo00,pass_long,0,,,,,
player,201409140sdg,sea,BaldDo00,pass_rating,,,,,,
player,201409140sdg,sea,BaldDo00,rush_att,0,,,,,
player,201409140sdg,sea,BaldDo00,rush_yds,0,,,,,
player,201409140sdg,sea,BaldDo00,rush_td,0,,,,,
player,201409140sdg,sea,BaldDo00,rush_long,0,,,,,
player,201409140sdg,sea,BaldDo00,targets,6,,,,,
player,201409140sdg,sea,BaldDo00,rec,3,,,,,
player,201409140sdg,sea,BaldDo00,rec_yds,35,,,,,
player,201409140sdg,sea,BaldDo00,rec_td,0,,,,,
player,201409140sdg,sea,BaldDo00,rec_long,16,,,,,
player,201409140sdg,sea,BaldDo00,fumbles,0,,,,,
player,201409140sdg,sea,BaldDo00,fumbles_lost,0,,,,,
player,201409140sdg,sea,MillZa01,pass_cmp,0,,,,,
player,201409140sdg,sea,MillZa01,pass_att,0,,,,,
player,201409140sdg,sea,MillZa01,pass_yds,0,,,,,
player,201409140sdg,sea,MillZa01,pass_td,0,,,,,
player,201409140sdg,sea,MillZa01,pass_int,0,,,,,
player,201409140sdg,sea,MillZa01,pass_sacked,0,,,,,
player,201409140sdg,sea,MillZa01,pass_sacked_yds,0,,,,,
player,201409140sdg,sea,MillZa01,pass_long,0,,,,,
player,201409140sdg,sea,MillZa01,pass_rating,,,,,,
player,201409140sdg,sea,MillZa01,rush_att,0,,,,,
player,201409140sdg,sea,MillZa01,rush_yds,0,,,,,
player,201409140sdg,sea,MillZa01,rush_td,0,,,,,
player,201409140sdg,sea,MillZa01,rush_long,0,,,,,
player,201409140sdg,sea,MillZa01,targets,1,,,,,
player,201409140sdg,sea,MillZa01,rec,1,,,,,
player,201409140sdg,sea,MillZa01,rec_yds,22,,,,,
player,201409140sdg,sea,MillZa01,rec_td,0,,,,,
player,201409140sdg,sea,MillZa01,rec_long,22,,,,,
player,201409140sdg,sea,MillZa01,fumbles,0,,,,,
player,201409140sdg,sea,MillZa01,fumbles_lost,0,,,,,
player,201409140sdg,sea,WaltBr00,pass_cmp,0,,,,,
player,201409140sdg,sea,WaltBr00,pass_att,0,,,,,
player,201409140sdg,sea,WaltBr00,pass_yds,0,,,,,
player,201409140sdg,sea,WaltBr00,pass_td,0,,,,,
player,201409140sdg,sea,WaltBr00,pass_int,0,,,,,
player,201409140sdg,sea,WaltBr00,pass_sacked,0,,,,,
player,201409140sdg,sea,WaltBr00,pass_sacked_yds,0,,,,,
player,201409140sdg,sea,WaltBr00,pass_long,0,,,,,
player,201409140sdg,sea,WaltBr00,pass_rating,,,,,,
player,201409140sdg,sea,WaltBr00,rush_att,0,,,,,
player,201409140sdg,sea,WaltBr00,rush_yds,0,,,,,
player,201409140sdg,sea,WaltBr00,rush_td,0,,,,,
player,201409140sdg,sea,WaltBr00,rush_long,0,,,,,
player,201409140sdg,sea,WaltBr00,targets,2,,,,,
player,201409140sdg,sea,WaltBr00,rec,2,,,,,
player,201409140sdg,sea,WaltBr00,rec_yds,17,,,,,
player,201409140sdg,sea,WaltBr00,rec_td,0,,,,,
player,201409140sdg,sea,WaltBr00,rec_long,17,,,,,
player,201409140sdg,sea,WaltBr00,fumbles,0,,,,,
player,201409140sdg,sea,WaltBr00,fumbles_lost,0,,,,,
player,201409140sdg,sdg,RivePh00,pass_cmp,28,,,,,
player,201409140sdg,sdg,RivePh00,pass_att,37,,,,,
player,201409140sdg,sdg,RivePh00,pass_yds,284,,,,,
player,201409140sdg,sdg,RivePh00,pass_td,3,,,,,
player,201409140sdg,sdg,RivePh00,pass_int,0,,,,,
player,201409140sdg,sdg,RivePh00,pass_sacked,1,,,,,
player,201409140sdg,sdg,RivePh00,pass_sacked_yds,8,,,,,
player,201409140sdg,sdg,RivePh00,pass_long,21,,,,,
player,201409140sdg,sdg,RivePh00,pass_rating,124.2,,,,,
player,201409140sdg,sdg,RivePh00,rush_att,11,,,,,
player,201409140sdg,sdg,RivePh00,rush_yds,17,,,,,
player,201409140sdg,sdg,RivePh00,rush_td,0,,,,,
player,201409140sdg,sdg,RivePh00,rush_long,12,,,,,
player,201409140sdg,sdg,RivePh00,targets,0,,,,,
player,201409140sdg,sdg,RivePh00,rec,0,,,,,
player,201409140sdg,sdg,RivePh00,rec_yds,0,,,,,
player,201409140sdg,sdg,RivePh00,rec_td,0,,,,,
player,201409140sdg,sdg,RivePh00,rec_long,0,,,,,
player,201409140sdg,sdg,RivePh00,fumbles,2,,,,,
player,201409140sdg,sdg,RivePh00,fumbles_lost,0,,,,,
player,201409140sdg,sdg,WoodDa02,pass_cmp,0,,,,,
player,201409140sdg,sdg,WoodDa02,pass_att,0,,,,,
player,201409140sdg,sdg,WoodDa02,pass_yds,0,,,,,
player,201409140sdg,sdg,WoodDa02,pass_td,0,,,,,
player,201409140sdg,sdg,WoodDa02,pass_int,0,,,,,
player,201409140sdg,sdg,WoodDa02,pass_sacked,0,,,,,
player,201409140sdg,sdg,WoodDa02,pass_sacked_yds,0,,,,,
player,201409140sdg,sdg,WoodDa02,pass_long,0,,,,,
player,201409140sdg,sdg,WoodDa02,pass_rating,,,,,,
player,201409140sdg,sdg,WoodDa02,rush_att,8,,,,,
player,201409140sdg,sdg,WoodDa02,rush_yds,32,,,,,
player,201409140sdg,sdg,WoodDa02,rush_td,0,,,,,
player,201409140sdg,sdg,WoodDa02,rush_long,13,,,,,
player,201409140sdg,sdg,WoodDa02,targets,5,,,,,
player,201409140sdg,sdg,WoodDa02,rec,4,,,,,
player,201409140sdg,sdg,WoodDa02,rec_yds,28,,,,,
player,201409140sdg,sdg,WoodDa02,rec_td,0,,,,,
player,201409140sdg,sdg,WoodDa02,rec_long,14,,,,,
player,201409140sdg,sdg,WoodDa02,fumbles,0,,,,,
player,201409140sdg,sdg,WoodDa02,fumbles_lost,0,,,,,
player,201409140sdg,sdg,MathRy00,pass_cmp,0,,,,,
player,201409140sdg,sdg,MathRy00,pass_att,0,,,,,
player,201409140sdg,sdg,MathRy00,pass_yds,0,,,,,
player,201409140sdg,sdg,MathRy00,pass_td,0,,,,,
player,201409140sdg,sdg,MathRy00,pass_int,0,,,,,
player,201409140sdg,sdg,MathRy00,pass_sacked,0,,,,,
player,201409140sdg,sdg,MathRy00,pass_sacked_yds,0,,,,,
player,201409140sdg,sdg,MathRy00,pass_long,0,,,,,
player,201409140sdg,sdg,MathRy00,pass_rating,,,,,,
player,201409140sdg,sdg,MathRy00,rush_att,11,,,,,
player,201409140sdg,sdg,MathRy00,rush_yds,31,,,,,
player,201409140sdg,sdg,MathRy00,rush_td,0,,,,,
player,201409140sdg,sdg,MathRy00,rush_long,6,,,,,
player,201409140sdg,sdg,MathRy00,targets,2,,,,,
player,201409140sdg,sdg,MathRy00,rec,2,,,,,
player,201409140sdg,sdg,MathRy00,rec_yds,26,,,,,
player,201409140sdg,sdg,MathRy00,rec_td,0,,,,,
player,201409140sdg,sdg,MathRy00,rec_long,16,,,,,
player,201409140sdg,sdg,MathRy00,fumbles,1,,,,,
player,201409140sdg,sdg,MathRy00,fumbles_lost,0,,,,,
player,201409140sdg,sdg,BrowDo00,pass_cmp,0,,,,,
player,201409140sdg,sdg,BrowDo00,pass_att,0,,,,,
player,201409140sdg,sdg,BrowDo00,pass_yds,0,,,,,
player,201409140sdg,sdg,BrowDo00,pass_td,0,,,,,
player,201409140sdg,sdg,BrowDo00,pass_int,0,,,,,
player,201409140sdg,sdg,BrowDo00,pass_sacked,0,,,,,
player,201409140sdg,sdg,BrowDo00,pass_sacked_yds,0,,,,,
player,201409140sdg,sdg,BrowDo00,pass_long,0,,,,,
player,201409140sdg,sdg,BrowDo00,pass_rating,,,,,,
player,201409140sdg,sdg,BrowDo00,rush_att,7,,,,,
player,201409140sdg,sdg,BrowDo00,rush_yds,21,,,,,
player,201409140sdg,sdg,BrowDo00,rush_td,0,,,,,
player,201409140sdg,sdg,BrowDo00,rush_long,16,,,,,
player,201409140sdg,sdg,BrowDo00,targets,4,,,,,
player,201409140sdg,sdg,BrowDo00,rec,3,,,,,
player,201409140sdg,sdg,BrowDo00,rec_yds,10,,,,,
player,201409140sdg,sdg,BrowDo00,rec_td,0,,,,,
player,201409140sdg,sdg,BrowDo00,rec_long,8,,,,,
player,201409140sdg,sdg,BrowDo00,fumbles,1,,,,,
player,201409140sdg,sdg,BrowDo00,fumbles_lost,0,,,,,
player,201409140sdg,sdg,GateAn00,pass_cmp,0,,,,,
player,201409140sdg,sdg,GateAn00,pass_att,0,,,,,
player,201409140sdg,sdg,GateAn00,pass_yds,0,,,,,
player,201409140sdg,sdg,GateAn00,pass_td,0,,,,,
player,201409140sdg,sdg,GateAn00,pass_int,0,,,,,
player,201409140sdg,sdg,GateAn00,pass_sacked,0,,,,,
player,201409140sdg,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201409140sdg,sdg,GateAn00,pass_long,0,,,,,
player,201409140sdg,sdg,GateAn00,pass_rating,,,,,,
player,201409140sdg,sdg,GateAn00,rush_att,0,,,,,
player,201409140sdg,sdg,GateAn00,rush_yds,0,,,,,
player,201409140sdg,sdg,GateAn00,rush_td,0,,,,,
player,201409140sdg,sdg,GateAn00,rush_long,0,,,,,
player,201409140sdg,sdg,GateAn00,targets,7,,,,,
player,201409140sdg,sdg,GateAn00,rec,7,,,,,
player,201409140sdg,sdg,GateAn00,rec_yds,96,,,,,
player,201409140sdg,sdg,GateAn00,rec_td,3,,,,,
player,201409140sdg,sdg,GateAn00,rec_long,21,,,,,
player,201409140sdg,sdg,GateAn00,fumbles,0,,,,,
player,201409140sdg,sdg,GateAn00,fumbles_lost,0,,,,,
player,201409140sdg,sdg,RoyaEd00,pass_cmp,0,,,,,
player,201409140sdg,sdg,RoyaEd00,pass_att,0,,,,,
player,201409140sdg,sdg,RoyaEd00,pass_yds,0,,,,,
player,201409140sdg,sdg,RoyaEd00,pass_td,0,,,,,
player,201409140sdg,sdg,RoyaEd00,pass_int,0,,,,,
player,201409140sdg,sdg,RoyaEd00,pass_sacked,0,,,,,
player,201409140sdg,sdg,RoyaEd00,pass_sacked_yds,0,,,,,
player,201409140sdg,sdg,RoyaEd00,pass_long,0,,,,,
player,201409140sdg,sdg,RoyaEd00,pass_rating,,,,,,
player,201409140sdg,sdg,RoyaEd00,rush_att,0,,,,,
player,201409140sdg,sdg,RoyaEd00,rush_yds,0,,,,,
player,201409140sdg,sdg,RoyaEd00,rush_td,0,,,,,
player,201409140sdg,sdg,RoyaEd00,rush_long,0,,,,,
player,201409140sdg,sdg,RoyaEd00,targets,10,,,,,
player,201409140sdg,sdg,RoyaEd00,rec,7,,,,,
player,201409140sdg,sdg,RoyaEd00,rec_yds,69,,,,,
player,201409140sdg,sdg,RoyaEd00,rec_td,0,,,,,
player,201409140sdg,sdg,RoyaEd00,rec_long,16,,,,,
player,201409140sdg,sdg,RoyaEd00,fumbles,0,,,,,
player,201409140sdg,sdg,RoyaEd00,fumbles_lost,0,,,,,
player,201409140sdg,sdg,AlleKe00,pass_cmp,0,,,,,
player,201409140sdg,sdg,AlleKe00,pass_att,0,,,,,
player,201409140sdg,sdg,AlleKe00,pass_yds,0,,,,,
player,201409140sdg,sdg,AlleKe00,pass_td,0,,,,,
player,201409140sdg,sdg,AlleKe00,pass_int,0,,,,,
player,201409140sdg,sdg,AlleKe00,pass_sacked,0,,,,,
player,201409140sdg,sdg,AlleKe00,pass_sacked_yds,0,,,,,
player,201409140sdg,sdg,AlleKe00,pass_long,0,,,,,
player,201409140sdg,sdg,AlleKe00,pass_rating,,,,,,
player,201409140sdg,sdg,AlleKe00,rush_att,0,,,,,
player,201409140sdg,sdg,AlleKe00,rush_yds,0,,,,,
player,201409140sdg,sdg,AlleKe00,rush_td,0,,,,,
player,201409140sdg,sdg,AlleKe00,rush_long,0,,,,,
player,201409140sdg,sdg,AlleKe00,targets,6,,,,,
player,201409140sdg,sdg,AlleKe00,rec,5,,,,,
player,201409140sdg,sdg,AlleKe00,rec_yds,55,,,,,
player,201409140sdg,sdg,AlleKe00,rec_td,0,,,,,
player,201409140sdg,sdg,AlleKe00,rec_long,14,,,,,
player,201409140sdg,sdg,AlleKe00,fumbles,0,,,,,
player,201409140sdg,sdg,AlleKe00,fumbles_lost,0,,,,,
player,201409140sdg,sdg,FloyMa00,pass_cmp,0,,,,,
player,201409140sdg,sdg,FloyMa00,pass_att,0,,,,,
player,201409140sdg,sdg,FloyMa00,pass_yds,0,,,,,
player,201409140sdg,sdg,FloyMa00,pass_td,0,,,,,
player,201409140sdg,sdg,FloyMa00,pass_int,0,,,,,
player,201409140sdg,sdg,FloyMa00,pass_sacked,0,,,,,
player,201409140sdg,sdg,FloyMa00,pass_sacked_yds,0,,,,,
player,201409140sdg,sdg,FloyMa00,pass_long,0,,,,,
player,201409140sdg,sdg,FloyMa00,pass_rating,,,,,,
player,201409140sdg,sdg,FloyMa00,rush_att,0,,,,,
player,201409140sdg,sdg,FloyMa00,rush_yds,0,,,,,
player,201409140sdg,sdg,FloyMa00,rush_td,0,,,,,
player,201409140sdg,sdg,FloyMa00,rush_long,0,,,,,
player,201409140sdg,sdg,FloyMa00,targets,1,,,,,
player,201409140sdg,sdg,FloyMa00,rec,0,,,,,
player,201409140sdg,sdg,FloyMa00,rec_yds,0,,,,,
player,201409140sdg,sdg,FloyMa00,rec_td,0,,,,,
player,201409140sdg,sdg,FloyMa00,rec_long,0,,,,,
player,201409140sdg,sdg,FloyMa00,fumbles,0,,,,,
player,201409140sdg,sdg,FloyMa00,fumbles_lost,0,,,,,
player,201409140sdg,sea,BennMi99,def_int,0,,,,,
player,201409140sdg,sea,BennMi99,def_int_yds,0,,,,,
player,201409140sdg,sea,BennMi99,def_int_td,0,,,,,
player,201409140sdg,sea,BennMi99,def_int_long,0,,,,,
player,201409140sdg,sea,BennMi99,pass_defended,0,,,,,
player,201409140sdg,sea,BennMi99,sacks,1.0,,,,,
player,201409140sdg,sea,BennMi99,tackles_combined,5,,,,,
player,201409140sdg,sea,BennMi99,tackles_solo,3,,,,,
player,201409140sdg,sea,BennMi99,tackles_assists,2,,,,,
player,201409140sdg,sea,BennMi99,tackles_loss,1,,,,,
player,201409140sdg,sea,BennMi99,qb_hits,3,,,,,
player,201409140sdg,sea,BennMi99,fumbles_rec,0,,,,,
player,201409140sdg,sea,BennMi99,fumbles_rec_yds,0,,,,,
player,201409140sdg,sea,BennMi99,fumbles_rec_td,0,,,,,
player,201409140sdg,sea,BennMi99,fumbles_forced,0,,,,,
player,201409140sdg,sea,WagnBo00,def_int,0,,,,,
player,201409140sdg,sea,WagnBo00,def_int_yds,0,,,,,
player,201409140sdg,sea,WagnBo00,def_int_td,0,,,,,
player,201409140sdg,sea,WagnBo00,def_int_long,0,,,,,
player,201409140sdg,sea,WagnBo00,pass_defended,0,,,,,
player,201409140sdg,sea,WagnBo00,sacks,0.0,,,,,
player,201409140sdg,sea,WagnBo00,tackles_combined,10,,,,,
player,201409140sdg,sea,WagnBo00,tackles_solo,9,,,,,
player,201409140sdg,sea,WagnBo00,tackles_assists,1,,,,,
player,201409140sdg,sea,WagnBo00,tackles_loss,0,,,,,
player,201409140sdg,sea,WagnBo00,qb_hits,0,,,,,
player,201409140sdg,sea,WagnBo00,fumbles_rec,0,,,,,
player,201409140sdg,sea,WagnBo00,fumbles_rec_yds,0,,,,,
player,201409140sdg,sea,WagnBo00,fumbles_rec_td,0,,,,,
player,201409140sdg,sea,WagnBo00,fumbles_forced,0,,,,,
player,201409140sdg,sea,ThomEa99,def_int,0,,,,,
player,201409140sdg,sea,ThomEa99,def_int_yds,0,,,,,
player,201409140sdg,sea,ThomEa99,def_int_td,0,,,,,
player,201409140sdg,sea,ThomEa99,def_int_long,0,,,,,
player,201409140sdg,sea,ThomEa99,pass_defended,0,,,,,
player,201409140sdg,sea,ThomEa99,sacks,0.0,,,,,
player,201409140sdg,sea,ThomEa99,tackles_combined,7,,,,,
player,201409140sdg,sea,ThomEa99,tackles_solo,5,,,,,
player,201409140sdg,sea,ThomEa99,tackles_assists,2,,,,,
player,201409140sdg,sea,ThomEa99,tackles_loss,0,,,,,
player,201409140sdg,sea,ThomEa99,qb_hits,0,,,,,
player,201409140sdg,sea,ThomEa99,fumbles_rec,0,,,,,
player,201409140sdg,sea,ThomEa99,fumbles_rec_yds,0,,,,,
player,201409140sdg,sea,ThomEa99,fumbles_rec_td,0,,,,,
player,201409140sdg,sea,ThomEa99,fumbles_forced,0,,,,,
player,201409140sdg,sea,WrigK.00,def_int,0,,,,,
player,201409140sdg,sea,WrigK.00,def_int_yds,0,,,,,
player,201409140sdg,sea,WrigK.00,def_int_td,0,,,,,
player,201409140sdg,sea,WrigK.00,def_int_long,0,,,,,
player,201409140sdg,sea,WrigK.00,pass_defended,0,,,,,
player,201409140sdg,sea,WrigK.00,sacks,0.0,,,,,
player,201409140sdg,sea,WrigK.00,tackles_combined,7,,,,,
player,201409140sdg,sea,WrigK.00,tackles_solo,6,,,,,
player,201409140sdg,sea,WrigK.00,tackles_assists,1,,,,,
player,201409140sdg,sea,WrigK.00,tackles_loss,0,,,,,
player,201409140sdg,sea,WrigK.00,qb_hits,0,,,,,
player,201409140sdg,sea,WrigK.00,fumbles_rec,0,,,,,
player,201409140sdg,sea,WrigK.00,fumbles_rec_yds,0,,,,,
player,201409140sdg,sea,WrigK.00,fumbles_rec_td,0,,,,,
player,201409140sdg,sea,WrigK.00,fumbles_forced,0,,,,,
player,201409140sdg,sea,BurlMa00,def_int,0,,,,,
player,201409140sdg,sea,BurlMa00,def_int_yds,0,,,,,
player,201409140sdg,sea,BurlMa00,def_int_td,0,,,,,
player,201409140sdg,sea,BurlMa00,def_int_long,0,,,,,
player,201409140sdg,sea,BurlMa00,pass_defended,0,,,,,
player,201409140sdg,sea,BurlMa00,sacks,0.0,,,,,
player,201409140sdg,sea,BurlMa00,tackles_combined,6,,,,,
player,201409140sdg,sea,BurlMa00,tackles_solo,4,,,,,
player,201409140sdg,sea,BurlMa00,tackles_assists,2,,,,,
player,201409140sdg,sea,BurlMa00,tackles_loss,1,,,,,
player,201409140sdg,sea,BurlMa00,qb_hits,0,,,,,
