game,2013,10,20131110,201311100sfo,car,"Carolina Panthers",10,sfo,"San Francisco 49ers",9
player,201311100sfo,car,JohnCh98,sacks,1.5,,,,,
player,201311100sfo,car,JohnCh98,tackles_combined,5,,,,,
player,201311100sfo,car,JohnCh98,tackles_solo,4,,,,,
player,201311100sfo,car,JohnCh98,tackles_assists,1,,,,,
player,201311100sfo,car,JohnCh98,tackles_loss,2,,,,,
player,201311100sfo,car,JohnCh98,qb_hits,2,,,,,
player,201311100sfo,car,JohnCh98,fumbles_rec,0,,,,,
player,201311100sfo,car,JohnCh98,fumbles_rec_yds,0,,,,,
player,201311100sfo,car,JohnCh98,fumbles_rec_td,0,,,,,
player,201311100sfo,car,JohnCh98,fumbles_forced,0,,,,,
player,201311100sfo,car,KuecLu00,def_int,0,,,,,
player,201311100sfo,car,KuecLu00,def_int_yds,0,,,,,
player,201311100sfo,car,KuecLu00,def_int_td,0,,,,,
player,201311100sfo,car,KuecLu00,def_int_long,0,,,,,
player,201311100sfo,car,KuecLu00,pass_defended,1,,,,,
player,201311100sfo,car,KuecLu00,sacks,1.0,,,,,
player,201311100sfo,car,KuecLu00,tackles_combined,11,,,,,
player,201311100sfo,car,KuecLu00,tackles_solo,11,,,,,
player,201311100sfo,car,KuecLu00,tackles_assists,0,,,,,
player,201311100sfo,car,KuecLu00,tackles_loss,2,,,,,
player,201311100sfo,car,KuecLu00,qb_hits,1,,,,,
player,201311100sfo,car,KuecLu00,fumbles_rec,0,,,,,
player,201311100sfo,car,KuecLu00,fumbles_rec_yds,0,,,,,
player,201311100sfo,car,KuecLu00,fumbles_rec_td,0,,,,,
player,201311100sfo,car,KuecLu00,fumbles_forced,0,,,,,
player,201311100sfo,car,KleiAJ00,def_int,0,,,,,
player,201311100sfo,car,KleiAJ00,def_int_yds,0,,,,,
player,201311100sfo,car,KleiAJ00,def_int_td,0,,,,,
player,201311100sfo,car,KleiAJ00,def_int_long,0,,,,,
player,201311100sfo,car,KleiAJ00,pass_defended,0,,,,,
player,201311100sfo,car,KleiAJ00,sacks,1.0,,,,,
player,201311100sfo,car,KleiAJ00,tackles_combined,5,,,,,
player,201311100sfo,car,KleiAJ00,tackles_solo,5,,,,,
player,201311100sfo,car,KleiAJ00,tackles_assists,0,,,,,
player,201311100sfo,car,KleiAJ00,tackles_loss,2,,,,,
player,201311100sfo,car,KleiAJ00,qb_hits,1,,,,,
player,201311100sfo,car,KleiAJ00,fumbles_rec,0,,,,,
player,201311100sfo,car,KleiAJ00,fumbles_rec_yds,0,,,,,
player,201311100sfo,car,KleiAJ00,fumbles_rec_td,0,,,,,
player,201311100sfo,car,KleiAJ00,fumbles_forced,0,,,,,
player,201311100sfo,car,MitcMi99,def_int,0,,,,,
player,201311100sfo,car,MitcMi99,def_int_yds,0,,,,,
player,201311100sfo,car,MitcMi99,def_int_td,0,,,,,
player,201311100sfo,car,MitcMi99,def_int_long,0,,,,,
player,201311100sfo,car,MitcMi99,pass_defended,1,,,,,
player,201311100sfo,car,MitcMi99,sacks,0.5,,,,,
player,201311100sfo,car,MitcMi99,tackles_combined,4,,,,,
player,201311100sfo,car,MitcMi99,tackles_solo,2,,,,,
player,201311100sfo,car,MitcMi99,tackles_assists,2,,,,,
player,201311100sfo,car,MitcMi99,tackles_loss,0,,,,,
player,201311100sfo,car,MitcMi99,qb_hits,1,,,,,
player,201311100sfo,car,MitcMi99,fumbles_rec,0,,,,,
player,201311100sfo,car,MitcMi99,fumbles_rec_yds,0,,,,,
player,201311100sfo,car,MitcMi99,fumbles_rec_td,0,,,,,
player,201311100sfo,car,MitcMi99,fumbles_forced,0,,,,,
player,201311100sfo,car,DaviTh20,def_int,0,,,,,
player,201311100sfo,car,DaviTh20,def_int_yds,0,,,,,
player,201311100sfo,car,DaviTh20,def_int_td,0,,,,,
player,201311100sfo,car,DaviTh20,def_int_long,0,,,,,
player,201311100sfo,car,DaviTh20,pass_defended,0,,,,,
player,201311100sfo,car,DaviTh20,sacks,0.0,,,,,
player,201311100sfo,car,DaviTh20,tackles_combined,5,,,,,
player,201311100sfo,car,DaviTh20,tackles_solo,4,,,,,
player,201311100sfo,car,DaviTh20,tackles_assists,1,,,,,
player,201311100sfo,car,DaviTh20,tackles_loss,0,,,,,
player,201311100sfo,car,DaviTh20,qb_hits,0,,,,,
player,201311100sfo,car,DaviTh20,fumbles_rec,0,,,,,
player,201311100sfo,car,DaviTh20,fumbles_rec_yds,0,,,,,
player,201311100sfo,car,DaviTh20,fumbles_rec_td,0,,,,,
player,201311100sfo,car,DaviTh20,fumbles_forced,1,,,,,
player,201311100sfo,car,HardGr99,def_int,0,,,,,
player,201311100sfo,car,HardGr99,def_int_yds,0,,,,,
player,201311100sfo,car,HardGr99,def_int_td,0,,,,,
player,201311100sfo,car,HardGr99,def_int_long,0,,,,,
player,201311100sfo,car,HardGr99,pass_defended,0,,,,,
player,201311100sfo,car,HardGr99,sacks,0.0,,,,,
player,201311100sfo,car,HardGr99,tackles_combined,3,,,,,
player,201311100sfo,car,HardGr99,tackles_solo,3,,,,,
player,201311100sfo,car,HardGr99,tackles_assists,0,,,,,
player,201311100sfo,car,HardGr99,tackles_loss,1,,,,,
player,201311100sfo,car,HardGr99,qb_hits,0,,,,,
player,201311100sfo,car,HardGr99,fumbles_rec,0,,,,,
player,201311100sfo,car,HardGr99,fumbles_rec_yds,0,,,,,
player,201311100sfo,car,HardGr99,fumbles_rec_td,0,,,,,
player,201311100sfo,car,HardGr99,fumbles_forced,0,,,,,
player,201311100sfo,car,MunnCa99,def_int,0,,,,,
player,201311100sfo,car,MunnCa99,def_int_yds,0,,,,,
player,201311100sfo,car,MunnCa99,def_int_td,0,,,,,
player,201311100sfo,car,MunnCa99,def_int_long,0,,,,,
player,201311100sfo,car,MunnCa99,pass_defended,1,,,,,
player,201311100sfo,car,MunnCa99,sacks,0.0,,,,,
player,201311100sfo,car,MunnCa99,tackles_combined,3,,,,,
player,201311100sfo,car,MunnCa99,tackles_solo,3,,,,,
player,201311100sfo,car,MunnCa99,tackles_assists,0,,,,,
player,201311100sfo,car,MunnCa99,tackles_loss,0,,,,,
player,201311100sfo,car,MunnCa99,qb_hits,0,,,,,
player,201311100sfo,car,MunnCa99,fumbles_rec,0,,,,,
player,201311100sfo,car,MunnCa99,fumbles_rec_yds,0,,,,,
player,201311100sfo,car,MunnCa99,fumbles_rec_td,0,,,,,
player,201311100sfo,car,MunnCa99,fumbles_forced,0,,,,,
player,201311100sfo,car,MikeQu20,def_int,0,,,,,
player,201311100sfo,car,MikeQu20,def_int_yds,0,,,,,
player,201311100sfo,car,MikeQu20,def_int_td,0,,,,,
player,201311100sfo,car,MikeQu20,def_int_long,0,,,,,
player,201311100sfo,car,MikeQu20,pass_defended,0,,,,,
player,201311100sfo,car,MikeQu20,sacks,0.0,,,,,
player,201311100sfo,car,MikeQu20,tackles_combined,2,,,,,
player,201311100sfo,car,MikeQu20,tackles_solo,2,,,,,
player,201311100sfo,car,MikeQu20,tackles_assists,0,,,,,
player,201311100sfo,car,MikeQu20,tackles_loss,0,,,,,
player,201311100sfo,car,MikeQu20,qb_hits,0,,,,,
player,201311100sfo,car,MikeQu20,fumbles_rec,1,,,,,
player,201311100sfo,car,MikeQu20,fumbles_rec_yds,0,,,,,
player,201311100sfo,car,MikeQu20,fumbles_rec_td,0,,,,,
player,201311100sfo,car,MikeQu20,fumbles_forced,0,,,,,
player,201311100sfo,car,ThomJo01,def_int,0,,,,,
player,201311100sfo,car,ThomJo01,def_int_yds,0,,,,,
player,201311100sfo,car,ThomJo01,def_int_td,0,,,,,
player,201311100sfo,car,ThomJo01,def_int_long,0,,,,,
player,201311100sfo,car,ThomJo01,pass_defended,0,,,,,
player,201311100sfo,car,ThomJo01,sacks,0.0,,,,,
player,201311100sfo,car,ThomJo01,tackles_combined,2,,,,,
player,201311100sfo,car,ThomJo01,tackles_solo,2,,,,,
player,201311100sfo,car,ThomJo01,tackles_assists,0,,,,,
player,201311100sfo,car,ThomJo01,tackles_loss,0,,,,,
player,201311100sfo,car,ThomJo01,qb_hits,0,,,,,
player,201311100sfo,car,ThomJo01,fumbles_rec,0,,,,,
player,201311100sfo,car,ThomJo01,fumbles_rec_yds,0,,,,,
player,201311100sfo,car,ThomJo01,fumbles_rec_td,0,,,,,
player,201311100sfo,car,ThomJo01,fumbles_forced,0,,,,,
player,201311100sfo,car,WhitMe00,def_int,0,,,,,
player,201311100sfo,car,WhitMe00,def_int_yds,0,,,,,
player,201311100sfo,car,WhitMe00,def_int_td,0,,,,,
player,201311100sfo,car,WhitMe00,def_int_long,0,,,,,
player,201311100sfo,car,WhitMe00,pass_defended,0,,,,,
player,201311100sfo,car,WhitMe00,sacks,0.0,,,,,
player,201311100sfo,car,WhitMe00,tackles_combined,2,,,,,
player,201311100sfo,car,WhitMe00,tackles_solo,2,,,,,
player,201311100sfo,car,WhitMe00,tackles_assists,0,,,,,
player,201311100sfo,car,WhitMe00,tackles_loss,0,,,,,
player,201311100sfo,car,WhitMe00,qb_hits,0,,,,,
player,201311100sfo,car,WhitMe00,fumbles_rec,0,,,,,
player,201311100sfo,car,WhitMe00,fumbles_rec_yds,0,,,,,
player,201311100sfo,car,WhitMe00,fumbles_rec_td,0,,,,,
player,201311100sfo,car,WhitMe00,fumbles_forced,0,,,,,
player,201311100sfo,car,BlacCh21,def_int,0,,,,,
player,201311100sfo,car,BlacCh21,def_int_yds,0,,,,,
player,201311100sfo,car,BlacCh21,def_int_td,0,,,,,
player,201311100sfo,car,BlacCh21,def_int_long,0,,,,,
player,201311100sfo,car,BlacCh21,pass_defended,0,,,,,
player,201311100sfo,car,BlacCh21,sacks,0.0,,,,,
player,201311100sfo,car,BlacCh21,tackles_combined,1,,,,,
player,201311100sfo,car,BlacCh21,tackles_solo,1,,,,,
player,201311100sfo,car,BlacCh21,tackles_assists,0,,,,,
player,201311100sfo,car,BlacCh21,tackles_loss,0,,,,,
player,201311100sfo,car,BlacCh21,qb_hits,0,,,,,
player,201311100sfo,car,BlacCh21,fumbles_rec,0,,,,,
player,201311100sfo,car,BlacCh21,fumbles_rec_yds,0,,,,,
player,201311100sfo,car,BlacCh21,fumbles_rec_td,0,,,,,
player,201311100sfo,car,BlacCh21,fumbles_forced,0,,,,,
player,201311100sfo,car,JoneCo01,def_int,0,,,,,
player,201311100sfo,car,JoneCo01,def_int_yds,0,,,,,
player,201311100sfo,car,JoneCo01,def_int_td,0,,,,,
player,201311100sfo,car,JoneCo01,def_int_long,0,,,,,
player,201311100sfo,car,JoneCo01,pass_defended,0,,,,,
player,201311100sfo,car,JoneCo01,sacks,0.0,,,,,
player,201311100sfo,car,JoneCo01,tackles_combined,1,,,,,
player,201311100sfo,car,JoneCo01,tackles_solo,0,,,,,
player,201311100sfo,car,JoneCo01,tackles_assists,1,,,,,
player,201311100sfo,car,JoneCo01,tackles_loss,0,,,,,
player,201311100sfo,car,JoneCo01,qb_hits,0,,,,,
player,201311100sfo,car,JoneCo01,fumbles_rec,0,,,,,
player,201311100sfo,car,JoneCo01,fumbles_rec_yds,0,,,,,
player,201311100sfo,car,JoneCo01,fumbles_rec_td,0,,,,,
player,201311100sfo,car,JoneCo01,fumbles_forced,0,,,,,
player,201311100sfo,car,LotuSt00,def_int,0,,,,,
player,201311100sfo,car,LotuSt00,def_int_yds,0,,,,,
player,201311100sfo,car,LotuSt00,def_int_td,0,,,,,
player,201311100sfo,car,LotuSt00,def_int_long,0,,,,,
player,201311100sfo,car,LotuSt00,pass_defended,0,,,,,
player,201311100sfo,car,LotuSt00,sacks,0.0,,,,,
player,201311100sfo,car,LotuSt00,tackles_combined,1,,,,,
player,201311100sfo,car,LotuSt00,tackles_solo,1,,,,,
player,201311100sfo,car,LotuSt00,tackles_assists,0,,,,,
player,201311100sfo,car,LotuSt00,tackles_loss,0,,,,,
player,201311100sfo,car,LotuSt00,qb_hits,0,,,,,
player,201311100sfo,car,LotuSt00,fumbles_rec,0,,,,,
player,201311100sfo,car,LotuSt00,fumbles_rec_yds,0,,,,,
player,201311100sfo,car,LotuSt00,fumbles_rec_td,0,,,,,
player,201311100sfo,car,LotuSt00,fumbles_forced,0,,,,,
player,201311100sfo,car,SennJo00,def_int,0,,,,,
player,201311100sfo,car,SennJo00,def_int_yds,0,,,,,
player,201311100sfo,car,SennJo00,def_int_td,0,,,,,
player,201311100sfo,car,SennJo00,def_int_long,0,,,,,
player,201311100sfo,car,SennJo00,pass_defended,0,,,,,
player,201311100sfo,car,SennJo00,sacks,0.0,,,,,
player,201311100sfo,car,SennJo00,tackles_combined,1,,,,,
player,201311100sfo,car,SennJo00,tackles_solo,1,,,,,
player,201311100sfo,car,SennJo00,tackles_assists,0,,,,,
player,201311100sfo,car,SennJo00,tackles_loss,0,,,,,
player,201311100sfo,car,SennJo00,qb_hits,0,,,,,
player,201311100sfo,car,SennJo00,fumbles_rec,0,,,,,
player,201311100sfo,car,SennJo00,fumbles_rec_yds,0,,,,,
player,201311100sfo,car,SennJo00,fumbles_rec_td,0,,,,,
player,201311100sfo,car,SennJo00,fumbles_forced,0,,,,,
player,201311100sfo,car,WillJa95,def_int,0,,,,,
player,201311100sfo,car,WillJa95,def_int_yds,0,,,,,
player,201311100sfo,car,WillJa95,def_int_td,0,,,,,
player,201311100sfo,car,WillJa95,def_int_long,0,,,,,
player,201311100sfo,car,WillJa95,pass_defended,0,,,,,
player,201311100sfo,car,WillJa95,sacks,0.0,,,,,
player,201311100sfo,car,WillJa95,tackles_combined,1,,,,,
player,201311100sfo,car,WillJa95,tackles_solo,1,,,,,
player,201311100sfo,car,WillJa95,tackles_assists,0,,,,,
player,201311100sfo,car,WillJa95,tackles_loss,0,,,,,
player,201311100sfo,car,WillJa95,qb_hits,0,,,,,
player,201311100sfo,car,WillJa95,fumbles_rec,0,,,,,
player,201311100sfo,car,WillJa95,fumbles_rec_yds,0,,,,,
player,201311100sfo,car,WillJa95,fumbles_rec_td,0,,,,,
player,201311100sfo,car,WillJa95,fumbles_forced,0,,,,,
player,201311100sfo,car,AlexFr00,def_int,,,,,,
player,201311100sfo,car,AlexFr00,def_int_yds,,,,,,
player,201311100sfo,car,AlexFr00,def_int_td,,,,,,
player,201311100sfo,car,AlexFr00,def_int_long,,,,,,
player,201311100sfo,car,AlexFr00,pass_defended,,,,,,
player,201311100sfo,car,AlexFr00,sacks,0.0,,,,,
player,201311100sfo,car,AlexFr00,tackles_combined,,,,,,
player,201311100sfo,car,AlexFr00,tackles_solo,,,,,,
player,201311100sfo,car,AlexFr00,tackles_assists,,,,,,
player,201311100sfo,car,AlexFr00,tackles_loss,2,,,,,
player,201311100sfo,car,AlexFr00,qb_hits,1,,,,,
player,201311100sfo,car,AlexFr00,fumbles_rec,,,,,,
player,201311100sfo,car,AlexFr00,fumbles_rec_yds,,,,,,
player,201311100sfo,car,AlexFr00,fumbles_rec_td,,,,,,
player,201311100sfo,car,AlexFr00,fumbles_forced,,,,,,
player,201311100sfo,car,LestRo01,def_int,,,,,,
player,201311100sfo,car,LestRo01,def_int_yds,,,,,,
player,201311100sfo,car,LestRo01,def_int_td,,,,,,
player,201311100sfo,car,LestRo01,def_int_long,,,,,,
player,201311100sfo,car,LestRo01,pass_defended,,,,,,
player,201311100sfo,car,LestRo01,sacks,0.0,,,,,
player,201311100sfo,car,LestRo01,tackles_combined,,,,,,
player,201311100sfo,car,LestRo01,tackles_solo,,,,,,
player,201311100sfo,car,LestRo01,tackles_assists,,,,,,
player,201311100sfo,car,LestRo01,tackles_loss,2,,,,,
player,201311100sfo,car,LestRo01,qb_hits,2,,,,,
player,201311100sfo,car,LestRo01,fumbles_rec,,,,,,
player,201311100sfo,car,LestRo01,fumbles_rec_yds,,,,,,
player,201311100sfo,car,LestRo01,fumbles_rec_td,,,,,,
player,201311100sfo,car,LestRo01,fumbles_forced,,,,,,
player,201311100sfo,car,ShorKa00,def_int,,,,,,
player,201311100sfo,car,ShorKa00,def_int_yds,,,,,,
player,201311100sfo,car,ShorKa00,def_int_td,,,,,,
player,201311100sfo,car,ShorKa00,def_int_long,,,,,,
player,201311100sfo,car,ShorKa00,pass_defended,,,,,,
player,201311100sfo,car,ShorKa00,sacks,0.0,,,,,
player,201311100sfo,car,ShorKa00,tackles_combined,,,,,,
player,201311100sfo,car,ShorKa00,tackles_solo,,,,,,
player,201311100sfo,car,ShorKa00,tackles_assists,,,,,,
player,201311100sfo,car,ShorKa00,tackles_loss,2,,,,,
player,201311100sfo,car,ShorKa00,qb_hits,2,,,,,
player,201311100sfo,car,ShorKa00,fumbles_rec,,,,,,
player,201311100sfo,car,ShorKa00,fumbles_rec_yds,,,,,,
player,201311100sfo,car,ShorKa00,fumbles_rec_td,,,,,,
player,201311100sfo,car,ShorKa00,fumbles_forced,,,,,,
player,201311100sfo,sfo,BrocTr00,def_int,1,,,,,
player,201311100sfo,sfo,BrocTr00,def_int_yds,41,,,,,
player,201311100sfo,sfo,BrocTr00,def_int_td,0,,,,,
player,201311100sfo,sfo,BrocTr00,def_int_long,41,,,,,
player,201311100sfo,sfo,BrocTr00,pass_defended,1,,,,,
player,201311100sfo,sfo,BrocTr00,sacks,0.0,,,,,
player,201311100sfo,sfo,BrocTr00,tackles_combined,1,,,,,
player,201311100sfo,sfo,BrocTr00,tackles_solo,1,,,,,
player,201311100sfo,sfo,BrocTr00,tackles_assists,0,,,,,
player,201311100sfo,sfo,BrocTr00,tackles_loss,0,,,,,
player,201311100sfo,sfo,BrocTr00,qb_hits,0,,,,,
player,201311100sfo,sfo,BrocTr00,fumbles_rec,0,,,,,
player,201311100sfo,sfo,BrocTr00,fumbles_rec_yds,0,,,,,
player,201311100sfo,sfo,BrocTr00,fumbles_rec_td,0,,,,,
player,201311100sfo,sfo,BrocTr00,fumbles_forced,0,,,,,
player,201311100sfo,sfo,BrooAh21,def_int,0,,,,,
player,201311100sfo,sfo,BrooAh21,def_int_yds,0,,,,,
player,201311100sfo,sfo,BrooAh21,def_int_td,0,,,,,
player,201311100sfo,sfo,BrooAh21,def_int_long,0,,,,,
player,201311100sfo,sfo,BrooAh21,pass_defended,1,,,,,
player,201311100sfo,sfo,BrooAh21,sacks,2.0,,,,,
player,201311100sfo,sfo,BrooAh21,tackles_combined,5,,,,,
player,201311100sfo,sfo,BrooAh21,tackles_solo,4,,,,,
player,201311100sfo,sfo,BrooAh21,tackles_assists,1,,,,,
player,201311100sfo,sfo,BrooAh21,tackles_loss,3,,,,,
player,201311100sfo,sfo,BrooAh21,qb_hits,3,,,,,
player,201311100sfo,sfo,BrooAh21,fumbles_rec,0,,,,,
player,201311100sfo,sfo,BrooAh21,fumbles_rec_yds,0,,,,,
player,201311100sfo,sfo,BrooAh21,fumbles_rec_td,0,,,,,
player,201311100sfo,sfo,BrooAh21,fumbles_forced,0,,,,,
player,201311100sfo,sfo,WillPa98,def_int,0,,,,,
player,201311100sfo,sfo,WillPa98,def_int_yds,0,,,,,
player,201311100sfo,sfo,WillPa98,def_int_td,0,,,,,
player,201311100sfo,sfo,WillPa98,def_int_long,0,,,,,
player,201311100sfo,sfo,WillPa98,pass_defended,0,,,,,
player,201311100sfo,sfo,WillPa98,sacks,1.0,,,,,
player,201311100sfo,sfo,WillPa98,tackles_combined,7,,,,,
player,201311100sfo,sfo,WillPa98,tackles_solo,6,,,,,
player,201311100sfo,sfo,WillPa98,tackles_assists,1,,,,,
player,201311100sfo,sfo,WillPa98,tackles_loss,2,,,,,
player,201311100sfo,sfo,WillPa98,qb_hits,1,,,,,
player,201311100sfo,sfo,WillPa98,fumbles_rec,0,,,,,
player,201311100sfo,sfo,WillPa98,fumbles_rec_yds,0,,,,,
player,201311100sfo,sfo,WillPa98,fumbles_rec_td,0,,,,,
player,201311100sfo,sfo,WillPa98,fumbles_forced,0,,,,,
player,201311100sfo,sfo,BowmNa99,def_int,0,,,,,
player,201311100sfo,sfo,BowmNa99,def_int_yds,0,,,,,
player,201311100sfo,sfo,BowmNa99,def_int_td,0,,,,,
player,201311100sfo,sfo,BowmNa99,def_int_long,0,,,,,
player,201311100sfo,sfo,BowmNa99,pass_defended,0,,,,,
player,201311100sfo,sfo,BowmNa99,sacks,0.0,,,,,
player,201311100sfo,sfo,BowmNa99,tackles_combined,7,,,,,
player,201311100sfo,sfo,BowmNa99,tackles_solo,7,,,,,
player,201311100sfo,sfo,BowmNa99,tackles_assists,0,,,,,
player,201311100sfo,sfo,BowmNa99,tackles_loss,0,,,,,
player,201311100sfo,sfo,BowmNa99,qb_hits,0,,,,,
player,201311100sfo,sfo,BowmNa99,fumbles_rec,0,,,,,
player,201311100sfo,sfo,BowmNa99,fumbles_rec_yds,0,,,,,
player,201311100sfo,sfo,BowmNa99,fumbles_rec_td,0,,,,,
player,201311100sfo,sfo,BowmNa99,fumbles_forced,0,,,,,
player,201311100sfo,sfo,WhitDo20,def_int,0,,,,,
player,201311100sfo,sfo,WhitDo20,def_int_yds,0,,,,,
player,201311100sfo,sfo,WhitDo20,def_int_td,0,,,,,
player,201311100sfo,sfo,WhitDo20,def_int_long,0,,,,,
player,201311100sfo,sfo,WhitDo20,pass_defended,0,,,,,
player,201311100sfo,sfo,WhitDo20,sacks,0.0,,,,,
player,201311100sfo,sfo,WhitDo20,tackles_combined,6,,,,,
player,201311100sfo,sfo,WhitDo20,tackles_solo,4,,,,,
player,201311100sfo,sfo,WhitDo20,tackles_assists,2,,,,,
player,201311100sfo,sfo,WhitDo20,tackles_loss,0,,,,,
player,201311100sfo,sfo,WhitDo20,qb_hits,0,,,,,
player,201311100sfo,sfo,WhitDo20,fumbles_rec,0,,,,,
player,201311100sfo,sfo,WhitDo20,fumbles_rec_yds,0,,,,,
player,201311100sfo,sfo,WhitDo20,fumbles_rec_td,0,,,,,
player,201311100sfo,sfo,WhitDo20,fumbles_forced,1,,,,,
player,201311100sfo,sfo,SmitJu20,def_int,0,,,,,
player,201311100sfo,sfo,SmitJu20,def_int_yds,0,,,,,
player,201311100sfo,sfo,SmitJu20,def_int_td,0,,,,,
player,201311100sfo,sfo,SmitJu20,def_int_long,0,,,,,
player,201311100sfo,sfo,SmitJu20,pass_defended,0,,,,,
player,201311100sfo,sfo,SmitJu20,sacks,0.0,,,,,
player,201311100sfo,sfo,SmitJu20,tackles_combined,5,,,,,
player,201311100sfo,sfo,SmitJu20,tackles_solo,4,,,,,
player,201311100sfo,sfo,SmitJu20,tackles_assists,1,,,,,
player,201311100sfo,sfo,SmitJu20,tackles_loss,1,,,,,
player,201311100sfo,sfo,SmitJu20,qb_hits,0,,,,,
player,201311100sfo,sfo,SmitJu20,fumbles_rec,0,,,,,
player,201311100sfo,sfo,SmitJu20,fumbles_rec_yds,0,,,,,
player,201311100sfo,sfo,SmitJu20,fumbles_rec_td,0,,,,,
player,201311100sfo,sfo,SmitJu20,fumbles_forced,0,,,,,
player,201311100sfo,sfo,BrowTa99,def_int,0,,,,,
player,201311100sfo,sfo,BrowTa99,def_int_yds,0,,,,,
player,201311100sfo,sfo,BrowTa99,def_int_td,0,,,,,
player,201311100sfo,sfo,BrowTa99,def_int_long,0,,,,,
player,201311100sfo,sfo,BrowTa99,pass_defended,2,,,,,
player,201311100sfo,sfo,BrowTa99,sacks,0.0,,,,,
player,201311100sfo,sfo,BrowTa99,tackles_combined,4,,,,,
player,201311100sfo,sfo,BrowTa99,tackles_solo,4,,,,,
player,201311100sfo,sfo,BrowTa99,tackles_assists,0,,,,,
player,201311100sfo,sfo,BrowTa99,tackles_loss,0,,,,,
player,201311100sfo,sfo,BrowTa99,qb_hits,0,,,,,
player,201311100sfo,sfo,BrowTa99,fumbles_rec,0,,,,,
player,201311100sfo,sfo,BrowTa99,fumbles_rec_yds,0,,,,,
player,201311100sfo,sfo,BrowTa99,fumbles_rec_td,0,,,,,
player,201311100sfo,sfo,BrowTa99,fumbles_forced,0,,,,,
player,201311100sfo,sfo,DorsGl99,def_int,0,,,,,
player,201311100sfo,sfo,DorsGl99,def_int_yds,0,,,,,
player,201311100sfo,sfo,DorsGl99,def_int_td,0,,,,,
player,201311100sfo,sfo,DorsGl99,def_int_long,0,,,,,
player,201311100sfo,sfo,DorsGl99,pass_defended,0,,,,,
player,201311100sfo,sfo,DorsGl99,sacks,0.0,,,,,
player,201311100sfo,sfo,DorsGl99,tackles_combined,4,,,,,
player,201311100sfo,sfo,DorsGl99,tackles_solo,4,,,,,
player,201311100sfo,sfo,DorsGl99,tackles_assists,0,,,,,
player,201311100sfo,sfo,DorsGl99,tackles_loss,1,,,,,
player,201311100sfo,sfo,DorsGl99,qb_hits,0,,,,,
player,201311100sfo,sfo,DorsGl99,fumbles_rec,0,,,,,
player,201311100sfo,sfo,DorsGl99,fumbles_rec_yds,0,,,,,
player,201311100sfo,sfo,DorsGl99,fumbles_rec_td,0,,,,,
player,201311100sfo,sfo,DorsGl99,fumbles_forced,0,,,,,
player,201311100sfo,sfo,JeroTo00,def_int,0,,,,,
player,201311100sfo,sfo,JeroTo00,def_int_yds,0,,,,,
player,201311100sfo,sfo,JeroTo00,def_int_td,0,,,,,
player,201311100sfo,sfo,JeroTo00,def_int_long,0,,,,,
player,201311100sfo,sfo,JeroTo00,pass_defended,0,,,,,
player,201311100sfo,sfo,JeroTo00,sacks,0.0,,,,,
player,201311100sfo,sfo,JeroTo00,tackles_combined,4,,,,,
player,201311100sfo,sfo,JeroTo00,tackles_solo,3,,,,,
player,201311100sfo,sfo,JeroTo00,tackles_assists,1,,,,,
player,201311100sfo,sfo,JeroTo00,tackles_loss,0,,,,,
player,201311100sfo,sfo,JeroTo00,qb_hits,0,,,,,
player,201311100sfo,sfo,JeroTo00,fumbles_rec,0,,,,,
player,201311100sfo,sfo,JeroTo00,fumbles_rec_yds,0,,,,,
player,201311100sfo,sfo,JeroTo00,fumbles_rec_td,0,,,,,
player,201311100sfo,sfo,JeroTo00,fumbles_forced,0,,,,,
player,201311100sfo,sfo,SkutDa00,def_int,0,,,,,
player,201311100sfo,sfo,SkutDa00,def_int_yds,0,,,,,
player,201311100sfo,sfo,SkutDa00,def_int_td,0,,,,,
player,201311100sfo,sfo,SkutDa00,def_int_long,0,,,,,
player,201311100sfo,sfo,SkutDa00,pass_defended,2,,,,,
player,201311100sfo,sfo,SkutDa00,sacks,0.0,,,,,
player,201311100sfo,sfo,SkutDa00,tackles_combined,4,,,,,
player,201311100sfo,sfo,SkutDa00,tackles_solo,2,,,,,
player,201311100sfo,sfo,SkutDa00,tackles_assists,2,,,,,
player,201311100sfo,sfo,SkutDa00,tackles_loss,1,,,,,
player,201311100sfo,sfo,SkutDa00,qb_hits,1,,,,,
player,201311100sfo,sfo,SkutDa00,fumbles_rec,0,,,,,
player,201311100sfo,sfo,SkutDa00,fumbles_rec_yds,0,,,,,
player,201311100sfo,sfo,SkutDa00,fumbles_rec_td,0,,,,,
player,201311100sfo,sfo,SkutDa00,fumbles_forced,0,,,,,
player,201311100sfo,sfo,DahlCr99,def_int,0,,,,,
player,201311100sfo,sfo,DahlCr99,def_int_yds,0,,,,,
player,201311100sfo,sfo,DahlCr99,def_int_td,0,,,,,
player,201311100sfo,sfo,DahlCr99,def_int_long,0,,,,,
player,201311100sfo,sfo,DahlCr99,pass_defended,0,,,,,
player,201311100sfo,sfo,DahlCr99,sacks,0.0,,,,,
player,201311100sfo,sfo,DahlCr99,tackles_combined,2,,,,,
player,201311100sfo,sfo,DahlCr99,tackles_solo,2,,,,,
player,201311100sfo,sfo,DahlCr99,tackles_assists,0,,,,,
player,201311100sfo,sfo,DahlCr99,tackles_loss,0,,,,,
player,201311100sfo,sfo,DahlCr99,qb_hits,0,,,,,
player,201311100sfo,sfo,DahlCr99,fumbles_rec,0,,,,,
