game,2013,10,20131110,201311100nor,dal,"Dallas Cowboys",17,nor,"New Orleans Saints",49
player,201311100nor,dal,MurrDe00,rush_yds,89,,,,,
player,201311100nor,dal,MurrDe00,rush_td,1,,,,,
player,201311100nor,dal,MurrDe00,rush_long,35,,,,,
player,201311100nor,dal,MurrDe00,targets,2,,,,,
player,201311100nor,dal,MurrDe00,rec,1,,,,,
player,201311100nor,dal,MurrDe00,rec_yds,6,,,,,
player,201311100nor,dal,MurrDe00,rec_td,0,,,,,
player,201311100nor,dal,MurrDe00,rec_long,6,,,,,
player,201311100nor,dal,MurrDe00,fumbles,0,,,,,
player,201311100nor,dal,MurrDe00,fumbles_lost,0,,,,,
player,201311100nor,dal,BryaDe01,pass_cmp,0,,,,,
player,201311100nor,dal,BryaDe01,pass_att,0,,,,,
player,201311100nor,dal,BryaDe01,pass_yds,0,,,,,
player,201311100nor,dal,BryaDe01,pass_td,0,,,,,
player,201311100nor,dal,BryaDe01,pass_int,0,,,,,
player,201311100nor,dal,BryaDe01,pass_sacked,0,,,,,
player,201311100nor,dal,BryaDe01,pass_sacked_yds,0,,,,,
player,201311100nor,dal,BryaDe01,pass_long,0,,,,,
player,201311100nor,dal,BryaDe01,pass_rating,,,,,,
player,201311100nor,dal,BryaDe01,rush_att,0,,,,,
player,201311100nor,dal,BryaDe01,rush_yds,0,,,,,
player,201311100nor,dal,BryaDe01,rush_td,0,,,,,
player,201311100nor,dal,BryaDe01,rush_long,0,,,,,
player,201311100nor,dal,BryaDe01,targets,2,,,,,
player,201311100nor,dal,BryaDe01,rec,1,,,,,
player,201311100nor,dal,BryaDe01,rec_yds,44,,,,,
player,201311100nor,dal,BryaDe01,rec_td,0,,,,,
player,201311100nor,dal,BryaDe01,rec_long,44,,,,,
player,201311100nor,dal,BryaDe01,fumbles,0,,,,,
player,201311100nor,dal,BryaDe01,fumbles_lost,0,,,,,
player,201311100nor,dal,WittJa00,pass_cmp,0,,,,,
player,201311100nor,dal,WittJa00,pass_att,0,,,,,
player,201311100nor,dal,WittJa00,pass_yds,0,,,,,
player,201311100nor,dal,WittJa00,pass_td,0,,,,,
player,201311100nor,dal,WittJa00,pass_int,0,,,,,
player,201311100nor,dal,WittJa00,pass_sacked,0,,,,,
player,201311100nor,dal,WittJa00,pass_sacked_yds,0,,,,,
player,201311100nor,dal,WittJa00,pass_long,0,,,,,
player,201311100nor,dal,WittJa00,pass_rating,,,,,,
player,201311100nor,dal,WittJa00,rush_att,0,,,,,
player,201311100nor,dal,WittJa00,rush_yds,0,,,,,
player,201311100nor,dal,WittJa00,rush_td,0,,,,,
player,201311100nor,dal,WittJa00,rush_long,0,,,,,
player,201311100nor,dal,WittJa00,targets,6,,,,,
player,201311100nor,dal,WittJa00,rec,2,,,,,
player,201311100nor,dal,WittJa00,rec_yds,27,,,,,
player,201311100nor,dal,WittJa00,rec_td,0,,,,,
player,201311100nor,dal,WittJa00,rec_long,19,,,,,
player,201311100nor,dal,WittJa00,fumbles,0,,,,,
player,201311100nor,dal,WittJa00,fumbles_lost,0,,,,,
player,201311100nor,dal,WillTe01,pass_cmp,0,,,,,
player,201311100nor,dal,WillTe01,pass_att,0,,,,,
player,201311100nor,dal,WillTe01,pass_yds,0,,,,,
player,201311100nor,dal,WillTe01,pass_td,0,,,,,
player,201311100nor,dal,WillTe01,pass_int,0,,,,,
player,201311100nor,dal,WillTe01,pass_sacked,0,,,,,
player,201311100nor,dal,WillTe01,pass_sacked_yds,0,,,,,
player,201311100nor,dal,WillTe01,pass_long,0,,,,,
player,201311100nor,dal,WillTe01,pass_rating,,,,,,
player,201311100nor,dal,WillTe01,rush_att,0,,,,,
player,201311100nor,dal,WillTe01,rush_yds,0,,,,,
player,201311100nor,dal,WillTe01,rush_td,0,,,,,
player,201311100nor,dal,WillTe01,rush_long,0,,,,,
player,201311100nor,dal,WillTe01,targets,5,,,,,
player,201311100nor,dal,WillTe01,rec,1,,,,,
player,201311100nor,dal,WillTe01,rec_yds,21,,,,,
player,201311100nor,dal,WillTe01,rec_td,1,,,,,
player,201311100nor,dal,WillTe01,rec_long,21,,,,,
player,201311100nor,dal,WillTe01,fumbles,0,,,,,
player,201311100nor,dal,WillTe01,fumbles_lost,0,,,,,
player,201311100nor,dal,BeasCo00,pass_cmp,0,,,,,
player,201311100nor,dal,BeasCo00,pass_att,0,,,,,
player,201311100nor,dal,BeasCo00,pass_yds,0,,,,,
player,201311100nor,dal,BeasCo00,pass_td,0,,,,,
player,201311100nor,dal,BeasCo00,pass_int,0,,,,,
player,201311100nor,dal,BeasCo00,pass_sacked,0,,,,,
player,201311100nor,dal,BeasCo00,pass_sacked_yds,0,,,,,
player,201311100nor,dal,BeasCo00,pass_long,0,,,,,
player,201311100nor,dal,BeasCo00,pass_rating,,,,,,
player,201311100nor,dal,BeasCo00,rush_att,0,,,,,
player,201311100nor,dal,BeasCo00,rush_yds,0,,,,,
player,201311100nor,dal,BeasCo00,rush_td,0,,,,,
player,201311100nor,dal,BeasCo00,rush_long,0,,,,,
player,201311100nor,dal,BeasCo00,targets,4,,,,,
player,201311100nor,dal,BeasCo00,rec,1,,,,,
player,201311100nor,dal,BeasCo00,rec_yds,18,,,,,
player,201311100nor,dal,BeasCo00,rec_td,0,,,,,
player,201311100nor,dal,BeasCo00,rec_long,18,,,,,
player,201311100nor,dal,BeasCo00,fumbles,0,,,,,
player,201311100nor,dal,BeasCo00,fumbles_lost,0,,,,,
player,201311100nor,dal,HannJa00,pass_cmp,0,,,,,
player,201311100nor,dal,HannJa00,pass_att,0,,,,,
player,201311100nor,dal,HannJa00,pass_yds,0,,,,,
player,201311100nor,dal,HannJa00,pass_td,0,,,,,
player,201311100nor,dal,HannJa00,pass_int,0,,,,,
player,201311100nor,dal,HannJa00,pass_sacked,0,,,,,
player,201311100nor,dal,HannJa00,pass_sacked_yds,0,,,,,
player,201311100nor,dal,HannJa00,pass_long,0,,,,,
player,201311100nor,dal,HannJa00,pass_rating,,,,,,
player,201311100nor,dal,HannJa00,rush_att,0,,,,,
player,201311100nor,dal,HannJa00,rush_yds,0,,,,,
player,201311100nor,dal,HannJa00,rush_td,0,,,,,
player,201311100nor,dal,HannJa00,rush_long,0,,,,,
player,201311100nor,dal,HannJa00,targets,3,,,,,
player,201311100nor,dal,HannJa00,rec,3,,,,,
player,201311100nor,dal,HannJa00,rec_yds,11,,,,,
player,201311100nor,dal,HannJa00,rec_td,0,,,,,
player,201311100nor,dal,HannJa00,rec_long,7,,,,,
player,201311100nor,dal,HannJa00,fumbles,0,,,,,
player,201311100nor,dal,HannJa00,fumbles_lost,0,,,,,
player,201311100nor,dal,HarrDw00,pass_cmp,0,,,,,
player,201311100nor,dal,HarrDw00,pass_att,0,,,,,
player,201311100nor,dal,HarrDw00,pass_yds,0,,,,,
player,201311100nor,dal,HarrDw00,pass_td,0,,,,,
player,201311100nor,dal,HarrDw00,pass_int,0,,,,,
player,201311100nor,dal,HarrDw00,pass_sacked,0,,,,,
player,201311100nor,dal,HarrDw00,pass_sacked_yds,0,,,,,
player,201311100nor,dal,HarrDw00,pass_long,0,,,,,
player,201311100nor,dal,HarrDw00,pass_rating,,,,,,
player,201311100nor,dal,HarrDw00,rush_att,0,,,,,
player,201311100nor,dal,HarrDw00,rush_yds,0,,,,,
player,201311100nor,dal,HarrDw00,rush_td,0,,,,,
player,201311100nor,dal,HarrDw00,rush_long,0,,,,,
player,201311100nor,dal,HarrDw00,targets,1,,,,,
player,201311100nor,dal,HarrDw00,rec,1,,,,,
player,201311100nor,dal,HarrDw00,rec_yds,1,,,,,
player,201311100nor,dal,HarrDw00,rec_td,0,,,,,
player,201311100nor,dal,HarrDw00,rec_long,1,,,,,
player,201311100nor,dal,HarrDw00,fumbles,0,,,,,
player,201311100nor,dal,HarrDw00,fumbles_lost,0,,,,,
player,201311100nor,nor,BreeDr00,pass_cmp,34,,,,,
player,201311100nor,nor,BreeDr00,pass_att,41,,,,,
player,201311100nor,nor,BreeDr00,pass_yds,392,,,,,
player,201311100nor,nor,BreeDr00,pass_td,4,,,,,
player,201311100nor,nor,BreeDr00,pass_int,0,,,,,
player,201311100nor,nor,BreeDr00,pass_sacked,1,,,,,
player,201311100nor,nor,BreeDr00,pass_sacked_yds,9,,,,,
player,201311100nor,nor,BreeDr00,pass_long,52,,,,,
player,201311100nor,nor,BreeDr00,pass_rating,139.0,,,,,
player,201311100nor,nor,BreeDr00,rush_att,0,,,,,
player,201311100nor,nor,BreeDr00,rush_yds,0,,,,,
player,201311100nor,nor,BreeDr00,rush_td,0,,,,,
player,201311100nor,nor,BreeDr00,rush_long,0,,,,,
player,201311100nor,nor,BreeDr00,targets,0,,,,,
player,201311100nor,nor,BreeDr00,rec,0,,,,,
player,201311100nor,nor,BreeDr00,rec_yds,0,,,,,
player,201311100nor,nor,BreeDr00,rec_td,0,,,,,
player,201311100nor,nor,BreeDr00,rec_long,0,,,,,
player,201311100nor,nor,BreeDr00,fumbles,0,,,,,
player,201311100nor,nor,BreeDr00,fumbles_lost,0,,,,,
player,201311100nor,nor,IngrMa01,pass_cmp,0,,,,,
player,201311100nor,nor,IngrMa01,pass_att,0,,,,,
player,201311100nor,nor,IngrMa01,pass_yds,0,,,,,
player,201311100nor,nor,IngrMa01,pass_td,0,,,,,
player,201311100nor,nor,IngrMa01,pass_int,0,,,,,
player,201311100nor,nor,IngrMa01,pass_sacked,0,,,,,
player,201311100nor,nor,IngrMa01,pass_sacked_yds,0,,,,,
player,201311100nor,nor,IngrMa01,pass_long,0,,,,,
player,201311100nor,nor,IngrMa01,pass_rating,,,,,,
player,201311100nor,nor,IngrMa01,rush_att,14,,,,,
player,201311100nor,nor,IngrMa01,rush_yds,145,,,,,
player,201311100nor,nor,IngrMa01,rush_td,1,,,,,
player,201311100nor,nor,IngrMa01,rush_long,34,,,,,
player,201311100nor,nor,IngrMa01,targets,3,,,,,
player,201311100nor,nor,IngrMa01,rec,2,,,,,
player,201311100nor,nor,IngrMa01,rec_yds,15,,,,,
player,201311100nor,nor,IngrMa01,rec_td,0,,,,,
player,201311100nor,nor,IngrMa01,rec_long,9,,,,,
player,201311100nor,nor,IngrMa01,fumbles,0,,,,,
player,201311100nor,nor,IngrMa01,fumbles_lost,0,,,,,
player,201311100nor,nor,ThomPi00,pass_cmp,0,,,,,
player,201311100nor,nor,ThomPi00,pass_att,0,,,,,
player,201311100nor,nor,ThomPi00,pass_yds,0,,,,,
player,201311100nor,nor,ThomPi00,pass_td,0,,,,,
player,201311100nor,nor,ThomPi00,pass_int,0,,,,,
player,201311100nor,nor,ThomPi00,pass_sacked,0,,,,,
player,201311100nor,nor,ThomPi00,pass_sacked_yds,0,,,,,
player,201311100nor,nor,ThomPi00,pass_long,0,,,,,
player,201311100nor,nor,ThomPi00,pass_rating,,,,,,
player,201311100nor,nor,ThomPi00,rush_att,17,,,,,
player,201311100nor,nor,ThomPi00,rush_yds,87,,,,,
player,201311100nor,nor,ThomPi00,rush_td,1,,,,,
player,201311100nor,nor,ThomPi00,rush_long,10,,,,,
player,201311100nor,nor,ThomPi00,targets,7,,,,,
player,201311100nor,nor,ThomPi00,rec,7,,,,,
player,201311100nor,nor,ThomPi00,rec_yds,24,,,,,
player,201311100nor,nor,ThomPi00,rec_td,1,,,,,
player,201311100nor,nor,ThomPi00,rec_long,8,,,,,
player,201311100nor,nor,ThomPi00,fumbles,0,,,,,
player,201311100nor,nor,ThomPi00,fumbles_lost,0,,,,,
player,201311100nor,nor,SproDa00,pass_cmp,0,,,,,
player,201311100nor,nor,SproDa00,pass_att,0,,,,,
player,201311100nor,nor,SproDa00,pass_yds,0,,,,,
player,201311100nor,nor,SproDa00,pass_td,0,,,,,
player,201311100nor,nor,SproDa00,pass_int,0,,,,,
player,201311100nor,nor,SproDa00,pass_sacked,0,,,,,
player,201311100nor,nor,SproDa00,pass_sacked_yds,0,,,,,
player,201311100nor,nor,SproDa00,pass_long,0,,,,,
player,201311100nor,nor,SproDa00,pass_rating,,,,,,
player,201311100nor,nor,SproDa00,rush_att,5,,,,,
player,201311100nor,nor,SproDa00,rush_yds,12,,,,,
player,201311100nor,nor,SproDa00,rush_td,1,,,,,
player,201311100nor,nor,SproDa00,rush_long,5,,,,,
player,201311100nor,nor,SproDa00,targets,7,,,,,
player,201311100nor,nor,SproDa00,rec,7,,,,,
player,201311100nor,nor,SproDa00,rec_yds,76,,,,,
player,201311100nor,nor,SproDa00,rec_td,1,,,,,
player,201311100nor,nor,SproDa00,rec_long,28,,,,,
player,201311100nor,nor,SproDa00,fumbles,1,,,,,
player,201311100nor,nor,SproDa00,fumbles_lost,1,,,,,
player,201311100nor,nor,ColsMa00,pass_cmp,0,,,,,
player,201311100nor,nor,ColsMa00,pass_att,0,,,,,
player,201311100nor,nor,ColsMa00,pass_yds,0,,,,,
player,201311100nor,nor,ColsMa00,pass_td,0,,,,,
player,201311100nor,nor,ColsMa00,pass_int,0,,,,,
player,201311100nor,nor,ColsMa00,pass_sacked,0,,,,,
player,201311100nor,nor,ColsMa00,pass_sacked_yds,0,,,,,
player,201311100nor,nor,ColsMa00,pass_long,0,,,,,
player,201311100nor,nor,ColsMa00,pass_rating,,,,,,
player,201311100nor,nor,ColsMa00,rush_att,0,,,,,
player,201311100nor,nor,ColsMa00,rush_yds,0,,,,,
player,201311100nor,nor,ColsMa00,rush_td,0,,,,,
player,201311100nor,nor,ColsMa00,rush_long,0,,,,,
player,201311100nor,nor,ColsMa00,targets,8,,,,,
player,201311100nor,nor,ColsMa00,rec,7,,,,,
player,201311100nor,nor,ColsMa00,rec_yds,107,,,,,
player,201311100nor,nor,ColsMa00,rec_td,1,,,,,
player,201311100nor,nor,ColsMa00,rec_long,22,,,,,
player,201311100nor,nor,ColsMa00,fumbles,0,,,,,
player,201311100nor,nor,ColsMa00,fumbles_lost,0,,,,,
player,201311100nor,nor,StilKe00,pass_cmp,0,,,,,
player,201311100nor,nor,StilKe00,pass_att,0,,,,,
player,201311100nor,nor,StilKe00,pass_yds,0,,,,,
player,201311100nor,nor,StilKe00,pass_td,0,,,,,
player,201311100nor,nor,StilKe00,pass_int,0,,,,,
player,201311100nor,nor,StilKe00,pass_sacked,0,,,,,
player,201311100nor,nor,StilKe00,pass_sacked_yds,0,,,,,
player,201311100nor,nor,StilKe00,pass_long,0,,,,,
player,201311100nor,nor,StilKe00,pass_rating,,,,,,
player,201311100nor,nor,StilKe00,rush_att,0,,,,,
player,201311100nor,nor,StilKe00,rush_yds,0,,,,,
player,201311100nor,nor,StilKe00,rush_td,0,,,,,
player,201311100nor,nor,StilKe00,rush_long,0,,,,,
player,201311100nor,nor,StilKe00,targets,4,,,,,
player,201311100nor,nor,StilKe00,rec,3,,,,,
player,201311100nor,nor,StilKe00,rec_yds,75,,,,,
player,201311100nor,nor,StilKe00,rec_td,1,,,,,
player,201311100nor,nor,StilKe00,rec_long,52,,,,,
player,201311100nor,nor,StilKe00,fumbles,0,,,,,
player,201311100nor,nor,StilKe00,fumbles_lost,0,,,,,
player,201311100nor,nor,GrahJi00,pass_cmp,0,,,,,
player,201311100nor,nor,GrahJi00,pass_att,0,,,,,
player,201311100nor,nor,GrahJi00,pass_yds,0,,,,,
player,201311100nor,nor,GrahJi00,pass_td,0,,,,,
player,201311100nor,nor,GrahJi00,pass_int,0,,,,,
player,201311100nor,nor,GrahJi00,pass_sacked,0,,,,,
player,201311100nor,nor,GrahJi00,pass_sacked_yds,0,,,,,
player,201311100nor,nor,GrahJi00,pass_long,0,,,,,
player,201311100nor,nor,GrahJi00,pass_rating,,,,,,
player,201311100nor,nor,GrahJi00,rush_att,0,,,,,
player,201311100nor,nor,GrahJi00,rush_yds,0,,,,,
player,201311100nor,nor,GrahJi00,rush_td,0,,,,,
player,201311100nor,nor,GrahJi00,rush_long,0,,,,,
player,201311100nor,nor,GrahJi00,targets,5,,,,,
player,201311100nor,nor,GrahJi00,rec,5,,,,,
player,201311100nor,nor,GrahJi00,rec_yds,59,,,,,
player,201311100nor,nor,GrahJi00,rec_td,0,,,,,
player,201311100nor,nor,GrahJi00,rec_long,26,,,,,
player,201311100nor,nor,GrahJi00,fumbles,0,,,,,
player,201311100nor,nor,GrahJi00,fumbles_lost,0,,,,,
player,201311100nor,nor,MeacRo00,pass_cmp,0,,,,,
player,201311100nor,nor,MeacRo00,pass_att,0,,,,,
player,201311100nor,nor,MeacRo00,pass_yds,0,,,,,
player,201311100nor,nor,MeacRo00,pass_td,0,,,,,
player,201311100nor,nor,MeacRo00,pass_int,0,,,,,
player,201311100nor,nor,MeacRo00,pass_sacked,0,,,,,
player,201311100nor,nor,MeacRo00,pass_sacked_yds,0,,,,,
player,201311100nor,nor,MeacRo00,pass_long,0,,,,,
player,201311100nor,nor,MeacRo00,pass_rating,,,,,,
player,201311100nor,nor,MeacRo00,rush_att,0,,,,,
player,201311100nor,nor,MeacRo00,rush_yds,0,,,,,
player,201311100nor,nor,MeacRo00,rush_td,0,,,,,
player,201311100nor,nor,MeacRo00,rush_long,0,,,,,
player,201311100nor,nor,MeacRo00,targets,1,,,,,
player,201311100nor,nor,MeacRo00,rec,1,,,,,
player,201311100nor,nor,MeacRo00,rec_yds,17,,,,,
player,201311100nor,nor,MeacRo00,rec_td,0,,,,,
player,201311100nor,nor,MeacRo00,rec_long,17,,,,,
player,201311100nor,nor,MeacRo00,fumbles,0,,,,,
player,201311100nor,nor,MeacRo00,fumbles_lost,0,,,,,
player,201311100nor,nor,MoorLa00,pass_cmp,0,,,,,
player,201311100nor,nor,MoorLa00,pass_att,0,,,,,
player,201311100nor,nor,MoorLa00,pass_yds,0,,,,,
player,201311100nor,nor,MoorLa00,pass_td,0,,,,,
player,201311100nor,nor,MoorLa00,pass_int,0,,,,,
player,201311100nor,nor,MoorLa00,pass_sacked,0,,,,,
player,201311100nor,nor,MoorLa00,pass_sacked_yds,0,,,,,
player,201311100nor,nor,MoorLa00,pass_long,0,,,,,
player,201311100nor,nor,MoorLa00,pass_rating,,,,,,
player,201311100nor,nor,MoorLa00,rush_att,0,,,,,
player,201311100nor,nor,MoorLa00,rush_yds,0,,,,,
player,201311100nor,nor,MoorLa00,rush_td,0,,,,,
player,201311100nor,nor,MoorLa00,rush_long,0,,,,,
player,201311100nor,nor,MoorLa00,targets,2,,,,,
player,201311100nor,nor,MoorLa00,rec,1,,,,,
player,201311100nor,nor,MoorLa00,rec_yds,14,,,,,
player,201311100nor,nor,MoorLa00,rec_td,0,,,,,
player,201311100nor,nor,MoorLa00,rec_long,14,,,,,
player,201311100nor,nor,MoorLa00,fumbles,0,,,,,
player,201311100nor,nor,MoorLa00,fumbles_lost,0,,,,,
player,201311100nor,nor,WatsBe00,pass_cmp,0,,,,,
player,201311100nor,nor,WatsBe00,pass_att,0,,,,,
player,201311100nor,nor,WatsBe00,pass_yds,0,,,,,
player,201311100nor,nor,WatsBe00,pass_td,0,,,,,
player,201311100nor,nor,WatsBe00,pass_int,0,,,,,
player,201311100nor,nor,WatsBe00,pass_sacked,0,,,,,
player,201311100nor,nor,WatsBe00,pass_sacked_yds,0,,,,,
player,201311100nor,nor,WatsBe00,pass_long,0,,,,,
player,201311100nor,nor,WatsBe00,pass_rating,,,,,,
player,201311100nor,nor,WatsBe00,rush_att,0,,,,,
player,201311100nor,nor,WatsBe00,rush_yds,0,,,,,
player,201311100nor,nor,WatsBe00,rush_td,0,,,,,
player,201311100nor,nor,WatsBe00,rush_long,0,,,,,
player,201311100nor,nor,WatsBe00,targets,3,,,,,
player,201311100nor,nor,WatsBe00,rec,1,,,,,
player,201311100nor,nor,WatsBe00,rec_yds,5,,,,,
player,201311100nor,nor,WatsBe00,rec_td,0,,,,,
player,201311100nor,nor,WatsBe00,rec_long,5,,,,,
player,201311100nor,nor,WatsBe00,fumbles,0,,,,,
player,201311100nor,nor,WatsBe00,fumbles_lost,0,,,,,
player,201311100nor,nor,McCoLu00,pass_cmp,0,,,,,
player,201311100nor,nor,McCoLu00,pass_att,0,,,,,
player,201311100nor,nor,McCoLu00,pass_yds,0,,,,,
player,201311100nor,nor,McCoLu00,pass_td,0,,,,,
player,201311100nor,nor,McCoLu00,pass_int,0,,,,,
player,201311100nor,nor,McCoLu00,pass_sacked,0,,,,,
player,201311100nor,nor,McCoLu00,pass_sacked_yds,0,,,,,
player,201311100nor,nor,McCoLu00,pass_long,0,,,,,
player,201311100nor,nor,McCoLu00,pass_rating,,,,,,
player,201311100nor,nor,McCoLu00,rush_att,2,,,,,
player,201311100nor,nor,McCoLu00,rush_yds,-2,,,,,
player,201311100nor,nor,McCoLu00,rush_td,0,,,,,
player,201311100nor,nor,McCoLu00,rush_long,-1,,,,,
player,201311100nor,nor,McCoLu00,targets,0,,,,,
player,201311100nor,nor,McCoLu00,rec,0,,,,,
player,201311100nor,nor,McCoLu00,rec_yds,0,,,,,
player,201311100nor,nor,McCoLu00,rec_td,0,,,,,
player,201311100nor,nor,McCoLu00,rec_long,0,,,,,
player,201311100nor,nor,McCoLu00,fumbles,0,,,,,
player,201311100nor,nor,McCoLu00,fumbles_lost,0,,,,,
player,201311100nor,dal,WareDe99,def_int,0,,,,,
player,201311100nor,dal,WareDe99,def_int_yds,0,,,,,
player,201311100nor,dal,WareDe99,def_int_td,0,,,,,
player,201311100nor,dal,WareDe99,def_int_long,0,,,,,
player,201311100nor,dal,WareDe99,pass_defended,1,,,,,
player,201311100nor,dal,WareDe99,sacks,1.0,,,,,
player,201311100nor,dal,WareDe99,tackles_combined,3,,,,,
player,201311100nor,dal,WareDe99,tackles_solo,2,,,,,
player,201311100nor,dal,WareDe99,tackles_assists,1,,,,,
player,201311100nor,dal,WareDe99,tackles_loss,1,,,,,
player,201311100nor,dal,WareDe99,qb_hits,2,,,,,
player,201311100nor,dal,WareDe99,fumbles_rec,0,,,,,
player,201311100nor,dal,WareDe99,fumbles_rec_yds,0,,,,,
player,201311100nor,dal,WareDe99,fumbles_rec_td,0,,,,,
player,201311100nor,dal,WareDe99,fumbles_forced,0,,,,,
player,201311100nor,dal,ChurBa99,def_int,0,,,,,
player,201311100nor,dal,ChurBa99,def_int_yds,0,,,,,
player,201311100nor,dal,ChurBa99,def_int_td,0,,,,,
player,201311100nor,dal,ChurBa99,def_int_long,0,,,,,
player,201311100nor,dal,ChurBa99,pass_defended,0,,,,,
player,201311100nor,dal,ChurBa99,sacks,0.0,,,,,
player,201311100nor,dal,ChurBa99,tackles_combined,14,,,,,
player,201311100nor,dal,ChurBa99,tackles_solo,9,,,,,
player,201311100nor,dal,ChurBa99,tackles_assists,5,,,,,
player,201311100nor,dal,ChurBa99,tackles_loss,0,,,,,
player,201311100nor,dal,ChurBa99,qb_hits,0,,,,,
player,201311100nor,dal,ChurBa99,fumbles_rec,0,,,,,
player,201311100nor,dal,ChurBa99,fumbles_rec_yds,0,,,,,
player,201311100nor,dal,ChurBa99,fumbles_rec_td,0,,,,,
player,201311100nor,dal,ChurBa99,fumbles_forced,0,,,,,
player,201311100nor,dal,CartBr00,def_int,0,,,,,
player,201311100nor,dal,CartBr00,def_int_yds,0,,,,,
player,201311100nor,dal,CartBr00,def_int_td,0,,,,,
player,201311100nor,dal,CartBr00,def_int_long,0,,,,,
player,201311100nor,dal,CartBr00,pass_defended,0,,,,,
player,201311100nor,dal,CartBr00,sacks,0.0,,,,,
player,201311100nor,dal,CartBr00,tackles_combined,12,,,,,
player,201311100nor,dal,CartBr00,tackles_solo,9,,,,,
player,201311100nor,dal,CartBr00,tackles_assists,3,,,,,
player,201311100nor,dal,CartBr00,tackles_loss,0,,,,,
player,201311100nor,dal,CartBr00,qb_hits,0,,,,,
player,201311100nor,dal,CartBr00,fumbles_rec,0,,,,,
player,201311100nor,dal,CartBr00,fumbles_rec_yds,0,,,,,
player,201311100nor,dal,CartBr00,fumbles_rec_td,0,,,,,
player,201311100nor,dal,CartBr00,fumbles_forced,0,,,,,
player,201311100nor,dal,HeatJe00,def_int,0,,,,,
player,201311100nor,dal,HeatJe00,def_int_yds,0,,,,,
player,201311100nor,dal,HeatJe00,def_int_td,0,,,,,
player,201311100nor,dal,HeatJe00,def_int_long,0,,,,,
player,201311100nor,dal,HeatJe00,pass_defended,1,,,,,
player,201311100nor,dal,HeatJe00,sacks,0.0,,,,,
player,201311100nor,dal,HeatJe00,tackles_combined,9,,,,,
