game,2013,12,20131124,201311240crd,clt,"Indianapolis Colts",11,crd,"Arizona Cardinals",40
player,201311240crd,crd,JohnRa98,tackles_solo,3,,,,,
player,201311240crd,crd,JohnRa98,tackles_assists,0,,,,,
player,201311240crd,crd,JohnRa98,tackles_loss,0,,,,,
player,201311240crd,crd,JohnRa98,qb_hits,0,,,,,
player,201311240crd,crd,JohnRa98,fumbles_rec,0,,,,,
player,201311240crd,crd,JohnRa98,fumbles_rec_yds,0,,,,,
player,201311240crd,crd,JohnRa98,fumbles_rec_td,0,,,,,
player,201311240crd,crd,JohnRa98,fumbles_forced,0,,,,,
player,201311240crd,crd,PetePa00,def_int,0,,,,,
player,201311240crd,crd,PetePa00,def_int_yds,0,,,,,
player,201311240crd,crd,PetePa00,def_int_td,0,,,,,
player,201311240crd,crd,PetePa00,def_int_long,0,,,,,
player,201311240crd,crd,PetePa00,pass_defended,1,,,,,
player,201311240crd,crd,PetePa00,sacks,0.0,,,,,
player,201311240crd,crd,PetePa00,tackles_combined,3,,,,,
player,201311240crd,crd,PetePa00,tackles_solo,3,,,,,
player,201311240crd,crd,PetePa00,tackles_assists,0,,,,,
player,201311240crd,crd,PetePa00,tackles_loss,0,,,,,
player,201311240crd,crd,PetePa00,qb_hits,0,,,,,
player,201311240crd,crd,PetePa00,fumbles_rec,0,,,,,
player,201311240crd,crd,PetePa00,fumbles_rec_yds,0,,,,,
player,201311240crd,crd,PetePa00,fumbles_rec_td,0,,,,,
player,201311240crd,crd,PetePa00,fumbles_forced,0,,,,,
player,201311240crd,crd,RuckFr99,def_int,0,,,,,
player,201311240crd,crd,RuckFr99,def_int_yds,0,,,,,
player,201311240crd,crd,RuckFr99,def_int_td,0,,,,,
player,201311240crd,crd,RuckFr99,def_int_long,0,,,,,
player,201311240crd,crd,RuckFr99,pass_defended,0,,,,,
player,201311240crd,crd,RuckFr99,sacks,0.0,,,,,
player,201311240crd,crd,RuckFr99,tackles_combined,2,,,,,
player,201311240crd,crd,RuckFr99,tackles_solo,1,,,,,
player,201311240crd,crd,RuckFr99,tackles_assists,1,,,,,
player,201311240crd,crd,RuckFr99,tackles_loss,0,,,,,
player,201311240crd,crd,RuckFr99,qb_hits,1,,,,,
player,201311240crd,crd,RuckFr99,fumbles_rec,0,,,,,
player,201311240crd,crd,RuckFr99,fumbles_rec_yds,0,,,,,
player,201311240crd,crd,RuckFr99,fumbles_rec_td,0,,,,,
player,201311240crd,crd,RuckFr99,fumbles_forced,0,,,,,
player,201311240crd,crd,ShauMa99,def_int,0,,,,,
player,201311240crd,crd,ShauMa99,def_int_yds,0,,,,,
player,201311240crd,crd,ShauMa99,def_int_td,0,,,,,
player,201311240crd,crd,ShauMa99,def_int_long,0,,,,,
player,201311240crd,crd,ShauMa99,pass_defended,0,,,,,
player,201311240crd,crd,ShauMa99,sacks,0.0,,,,,
player,201311240crd,crd,ShauMa99,tackles_combined,2,,,,,
player,201311240crd,crd,ShauMa99,tackles_solo,2,,,,,
player,201311240crd,crd,ShauMa99,tackles_assists,0,,,,,
player,201311240crd,crd,ShauMa99,tackles_loss,0,,,,,
player,201311240crd,crd,ShauMa99,qb_hits,0,,,,,
player,201311240crd,crd,ShauMa99,fumbles_rec,0,,,,,
player,201311240crd,crd,ShauMa99,fumbles_rec_yds,0,,,,,
player,201311240crd,crd,ShauMa99,fumbles_rec_td,0,,,,,
player,201311240crd,crd,ShauMa99,fumbles_forced,0,,,,,
player,201311240crd,crd,WashDa99,def_int,0,,,,,
player,201311240crd,crd,WashDa99,def_int_yds,0,,,,,
player,201311240crd,crd,WashDa99,def_int_td,0,,,,,
player,201311240crd,crd,WashDa99,def_int_long,0,,,,,
player,201311240crd,crd,WashDa99,pass_defended,0,,,,,
player,201311240crd,crd,WashDa99,sacks,0.0,,,,,
player,201311240crd,crd,WashDa99,tackles_combined,2,,,,,
player,201311240crd,crd,WashDa99,tackles_solo,1,,,,,
player,201311240crd,crd,WashDa99,tackles_assists,1,,,,,
player,201311240crd,crd,WashDa99,tackles_loss,0,,,,,
player,201311240crd,crd,WashDa99,qb_hits,0,,,,,
player,201311240crd,crd,WashDa99,fumbles_rec,0,,,,,
player,201311240crd,crd,WashDa99,fumbles_rec_yds,0,,,,,
player,201311240crd,crd,WashDa99,fumbles_rec_td,0,,,,,
player,201311240crd,crd,WashDa99,fumbles_forced,0,,,,,
player,201311240crd,crd,WillDa99,def_int,0,,,,,
player,201311240crd,crd,WillDa99,def_int_yds,0,,,,,
player,201311240crd,crd,WillDa99,def_int_td,0,,,,,
player,201311240crd,crd,WillDa99,def_int_long,0,,,,,
player,201311240crd,crd,WillDa99,pass_defended,0,,,,,
player,201311240crd,crd,WillDa99,sacks,0.0,,,,,
player,201311240crd,crd,WillDa99,tackles_combined,2,,,,,
player,201311240crd,crd,WillDa99,tackles_solo,2,,,,,
player,201311240crd,crd,WillDa99,tackles_assists,0,,,,,
player,201311240crd,crd,WillDa99,tackles_loss,0,,,,,
player,201311240crd,crd,WillDa99,qb_hits,0,,,,,
player,201311240crd,crd,WillDa99,fumbles_rec,0,,,,,
player,201311240crd,crd,WillDa99,fumbles_rec_yds,0,,,,,
player,201311240crd,crd,WillDa99,fumbles_rec_td,0,,,,,
player,201311240crd,crd,WillDa99,fumbles_forced,0,,,,,
player,201311240crd,crd,ArenJa99,def_int,0,,,,,
player,201311240crd,crd,ArenJa99,def_int_yds,0,,,,,
player,201311240crd,crd,ArenJa99,def_int_td,0,,,,,
player,201311240crd,crd,ArenJa99,def_int_long,0,,,,,
player,201311240crd,crd,ArenJa99,pass_defended,0,,,,,
player,201311240crd,crd,ArenJa99,sacks,0.0,,,,,
player,201311240crd,crd,ArenJa99,tackles_combined,1,,,,,
player,201311240crd,crd,ArenJa99,tackles_solo,1,,,,,
player,201311240crd,crd,ArenJa99,tackles_assists,0,,,,,
player,201311240crd,crd,ArenJa99,tackles_loss,0,,,,,
player,201311240crd,crd,ArenJa99,qb_hits,0,,,,,
player,201311240crd,crd,ArenJa99,fumbles_rec,0,,,,,
player,201311240crd,crd,ArenJa99,fumbles_rec_yds,0,,,,,
player,201311240crd,crd,ArenJa99,fumbles_rec_td,0,,,,,
player,201311240crd,crd,ArenJa99,fumbles_forced,0,,,,,
player,201311240crd,crd,BethJu00,def_int,0,,,,,
player,201311240crd,crd,BethJu00,def_int_yds,0,,,,,
player,201311240crd,crd,BethJu00,def_int_td,0,,,,,
player,201311240crd,crd,BethJu00,def_int_long,0,,,,,
player,201311240crd,crd,BethJu00,pass_defended,0,,,,,
player,201311240crd,crd,BethJu00,sacks,0.0,,,,,
player,201311240crd,crd,BethJu00,tackles_combined,1,,,,,
player,201311240crd,crd,BethJu00,tackles_solo,0,,,,,
player,201311240crd,crd,BethJu00,tackles_assists,1,,,,,
player,201311240crd,crd,BethJu00,tackles_loss,0,,,,,
player,201311240crd,crd,BethJu00,qb_hits,0,,,,,
player,201311240crd,crd,BethJu00,fumbles_rec,0,,,,,
player,201311240crd,crd,BethJu00,fumbles_rec_yds,0,,,,,
player,201311240crd,crd,BethJu00,fumbles_rec_td,0,,,,,
player,201311240crd,crd,BethJu00,fumbles_forced,0,,,,,
player,201311240crd,crd,BrowJa03,def_int,0,,,,,
player,201311240crd,crd,BrowJa03,def_int_yds,0,,,,,
player,201311240crd,crd,BrowJa03,def_int_td,0,,,,,
player,201311240crd,crd,BrowJa03,def_int_long,0,,,,,
player,201311240crd,crd,BrowJa03,pass_defended,0,,,,,
player,201311240crd,crd,BrowJa03,sacks,0.0,,,,,
player,201311240crd,crd,BrowJa03,tackles_combined,1,,,,,
player,201311240crd,crd,BrowJa03,tackles_solo,0,,,,,
player,201311240crd,crd,BrowJa03,tackles_assists,1,,,,,
player,201311240crd,crd,BrowJa03,tackles_loss,0,,,,,
player,201311240crd,crd,BrowJa03,qb_hits,0,,,,,
player,201311240crd,crd,BrowJa03,fumbles_rec,0,,,,,
player,201311240crd,crd,BrowJa03,fumbles_rec_yds,0,,,,,
player,201311240crd,crd,BrowJa03,fumbles_rec_td,0,,,,,
player,201311240crd,crd,BrowJa03,fumbles_forced,0,,,,,
player,201311240crd,crd,feelyjay01,def_int,0,,,,,
player,201311240crd,crd,feelyjay01,def_int_yds,0,,,,,
player,201311240crd,crd,feelyjay01,def_int_td,0,,,,,
player,201311240crd,crd,feelyjay01,def_int_long,0,,,,,
player,201311240crd,crd,feelyjay01,pass_defended,0,,,,,
player,201311240crd,crd,feelyjay01,sacks,0.0,,,,,
player,201311240crd,crd,feelyjay01,tackles_combined,1,,,,,
player,201311240crd,crd,feelyjay01,tackles_solo,1,,,,,
player,201311240crd,crd,feelyjay01,tackles_assists,0,,,,,
player,201311240crd,crd,feelyjay01,tackles_loss,0,,,,,
player,201311240crd,crd,feelyjay01,qb_hits,0,,,,,
player,201311240crd,crd,feelyjay01,fumbles_rec,0,,,,,
player,201311240crd,crd,feelyjay01,fumbles_rec_yds,0,,,,,
player,201311240crd,crd,feelyjay01,fumbles_rec_td,0,,,,,
player,201311240crd,crd,feelyjay01,fumbles_forced,0,,,,,
player,201311240crd,crd,SmitAl22,def_int,0,,,,,
player,201311240crd,crd,SmitAl22,def_int_yds,0,,,,,
player,201311240crd,crd,SmitAl22,def_int_td,0,,,,,
player,201311240crd,crd,SmitAl22,def_int_long,0,,,,,
player,201311240crd,crd,SmitAl22,pass_defended,0,,,,,
player,201311240crd,crd,SmitAl22,sacks,0.0,,,,,
player,201311240crd,crd,SmitAl22,tackles_combined,1,,,,,
player,201311240crd,crd,SmitAl22,tackles_solo,1,,,,,
player,201311240crd,crd,SmitAl22,tackles_assists,0,,,,,
player,201311240crd,crd,SmitAl22,tackles_loss,0,,,,,
player,201311240crd,crd,SmitAl22,qb_hits,0,,,,,
player,201311240crd,crd,SmitAl22,fumbles_rec,0,,,,,
player,201311240crd,crd,SmitAl22,fumbles_rec_yds,0,,,,,
player,201311240crd,crd,SmitAl22,fumbles_rec_td,0,,,,,
player,201311240crd,crd,SmitAl22,fumbles_forced,0,,,,,
player,201311240crd,crd,BenaMa00,def_int,0,,,,,
player,201311240crd,crd,BenaMa00,def_int_yds,0,,,,,
player,201311240crd,crd,BenaMa00,def_int_td,0,,,,,
player,201311240crd,crd,BenaMa00,def_int_long,0,,,,,
player,201311240crd,crd,BenaMa00,pass_defended,0,,,,,
player,201311240crd,crd,BenaMa00,sacks,0.0,,,,,
player,201311240crd,crd,BenaMa00,tackles_combined,0,,,,,
player,201311240crd,crd,BenaMa00,tackles_solo,0,,,,,
player,201311240crd,crd,BenaMa00,tackles_assists,0,,,,,
player,201311240crd,crd,BenaMa00,tackles_loss,0,,,,,
player,201311240crd,crd,BenaMa00,qb_hits,1,,,,,
player,201311240crd,crd,BenaMa00,fumbles_rec,0,,,,,
player,201311240crd,crd,BenaMa00,fumbles_rec_yds,0,,,,,
player,201311240crd,crd,BenaMa00,fumbles_rec_td,0,,,,,
player,201311240crd,crd,BenaMa00,fumbles_forced,0,,,,,
player,201311240crd,clt,ReedDa00,kick_ret,4,,,,,
player,201311240crd,clt,ReedDa00,kick_ret_yds,115,,,,,
player,201311240crd,clt,ReedDa00,kick_ret_yds_per_ret,28.8,,,,,
player,201311240crd,clt,ReedDa00,kick_ret_td,0,,,,,
player,201311240crd,clt,ReedDa00,kick_ret_long,35,,,,,
player,201311240crd,clt,ReedDa00,punt_ret,0,,,,,
player,201311240crd,clt,ReedDa00,punt_ret_yds,0,,,,,
player,201311240crd,clt,ReedDa00,punt_ret_yds_per_ret,,,,,,
player,201311240crd,clt,ReedDa00,punt_ret_td,0,,,,,
player,201311240crd,clt,ReedDa00,punt_ret_long,0,,,,,
player,201311240crd,crd,PetePa00,kick_ret,0,,,,,
player,201311240crd,crd,PetePa00,kick_ret_yds,0,,,,,
player,201311240crd,crd,PetePa00,kick_ret_yds_per_ret,,,,,,
player,201311240crd,crd,PetePa00,kick_ret_td,0,,,,,
player,201311240crd,crd,PetePa00,kick_ret_long,0,,,,,
player,201311240crd,crd,PetePa00,punt_ret,3,,,,,
player,201311240crd,crd,PetePa00,punt_ret_yds,23,,,,,
player,201311240crd,crd,PetePa00,punt_ret_yds_per_ret,7.7,,,,,
player,201311240crd,crd,PetePa00,punt_ret_td,0,,,,,
player,201311240crd,crd,PetePa00,punt_ret_long,12,,,,,
player,201311240crd,clt,McAfPa44,xpm,,,,,,
player,201311240crd,clt,McAfPa44,xpa,,,,,,
player,201311240crd,clt,McAfPa44,fgm,,,,,,
player,201311240crd,clt,McAfPa44,fga,,,,,,
player,201311240crd,clt,McAfPa44,punt,5,,,,,
player,201311240crd,clt,McAfPa44,punt_yds,223,,,,,
player,201311240crd,clt,McAfPa44,punt_yds_per_punt,44.6,,,,,
player,201311240crd,clt,McAfPa44,punt_long,54,,,,,
player,201311240crd,clt,vinatada01,xpm,,,,,,
player,201311240crd,clt,vinatada01,xpa,,,,,,
player,201311240crd,clt,vinatada01,fgm,1,,,,,
player,201311240crd,clt,vinatada01,fga,1,,,,,
player,201311240crd,clt,vinatada01,punt,0,,,,,
player,201311240crd,clt,vinatada01,punt_yds,0,,,,,
player,201311240crd,clt,vinatada01,punt_yds_per_punt,,,,,,
player,201311240crd,clt,vinatada01,punt_long,0,,,,,
player,201311240crd,crd,feelyjay01,xpm,4,,,,,
player,201311240crd,crd,feelyjay01,xpa,4,,,,,
player,201311240crd,crd,feelyjay01,fgm,4,,,,,
player,201311240crd,crd,feelyjay01,fga,5,,,,,
player,201311240crd,crd,feelyjay01,punt,0,,,,,
player,201311240crd,crd,feelyjay01,punt_yds,0,,,,,
player,201311240crd,crd,feelyjay01,punt_yds_per_punt,,,,,,
player,201311240crd,crd,feelyjay01,punt_long,0,,,,,
player,201311240crd,crd,ZastDa20,xpm,,,,,,
player,201311240crd,crd,ZastDa20,xpa,,,,,,
player,201311240crd,crd,ZastDa20,fgm,,,,,,
player,201311240crd,crd,ZastDa20,fga,,,,,,
player,201311240crd,crd,ZastDa20,punt,2,,,,,
player,201311240crd,crd,ZastDa20,punt_yds,72,,,,,
player,201311240crd,crd,ZastDa20,punt_yds_per_punt,36.0,,,,,
player,201311240crd,crd,ZastDa20,punt_long,37,,,,,
player,201311240crd,crd,WinsEr20,pos,T,,,,,
player,201311240crd,crd,WinsEr20,offense,75,,,,,
player,201311240crd,crd,WinsEr20,off_pct,100%,,,,,
player,201311240crd,crd,WinsEr20,defense,0,,,,,
player,201311240crd,crd,WinsEr20,def_pct,0%,,,,,
player,201311240crd,crd,WinsEr20,special_teams,9,,,,,
player,201311240crd,crd,WinsEr20,st_pct,32%,,,,,
player,201311240crd,crd,SoweBr00,pos,T,,,,,
player,201311240crd,crd,SoweBr00,offense,75,,,,,
player,201311240crd,crd,SoweBr00,off_pct,100%,,,,,
player,201311240crd,crd,SoweBr00,defense,0,,,,,
player,201311240crd,crd,SoweBr00,def_pct,0%,,,,,
player,201311240crd,crd,SoweBr00,special_teams,9,,,,,
player,201311240crd,crd,SoweBr00,st_pct,32%,,,,,
player,201311240crd,crd,FanaPa20,pos,G,,,,,
player,201311240crd,crd,FanaPa20,offense,75,,,,,
player,201311240crd,crd,FanaPa20,off_pct,100%,,,,,
player,201311240crd,crd,FanaPa20,defense,0,,,,,
player,201311240crd,crd,FanaPa20,def_pct,0%,,,,,
player,201311240crd,crd,FanaPa20,special_teams,9,,,,,
player,201311240crd,crd,FanaPa20,st_pct,32%,,,,,
player,201311240crd,crd,CollDa20,pos,G,,,,,
player,201311240crd,crd,CollDa20,offense,75,,,,,
player,201311240crd,crd,CollDa20,off_pct,100%,,,,,
player,201311240crd,crd,CollDa20,defense,0,,,,,
player,201311240crd,crd,CollDa20,def_pct,0%,,,,,
player,201311240crd,crd,CollDa20,special_teams,0,,,,,
player,201311240crd,crd,CollDa20,st_pct,0%,,,,,
player,201311240crd,crd,SendLy20,pos,C,,,,,
player,201311240crd,crd,SendLy20,offense,75,,,,,
player,201311240crd,crd,SendLy20,off_pct,100%,,,,,
player,201311240crd,crd,SendLy20,defense,0,,,,,
player,201311240crd,crd,SendLy20,def_pct,0%,,,,,
player,201311240crd,crd,SendLy20,special_teams,0,,,,,
player,201311240crd,crd,SendLy20,st_pct,0%,,,,,
player,201311240crd,crd,PalmCa00,pos,QB,,,,,
player,201311240crd,crd,PalmCa00,offense,75,,,,,
player,201311240crd,crd,PalmCa00,off_pct,100%,,,,,
player,201311240crd,crd,PalmCa00,defense,0,,,,,
player,201311240crd,crd,PalmCa00,def_pct,0%,,,,,
player,201311240crd,crd,PalmCa00,special_teams,0,,,,,
player,201311240crd,crd,PalmCa00,st_pct,0%,,,,,
player,201311240crd,crd,FitzLa00,pos,WR,,,,,
player,201311240crd,crd,FitzLa00,offense,71,,,,,
player,201311240crd,crd,FitzLa00,off_pct,95%,,,,,
player,201311240crd,crd,FitzLa00,defense,0,,,,,
player,201311240crd,crd,FitzLa00,def_pct,0%,,,,,
player,201311240crd,crd,FitzLa00,special_teams,1,,,,,
player,201311240crd,crd,FitzLa00,st_pct,4%,,,,,
player,201311240crd,crd,FloyMi00,pos,WR,,,,,
player,201311240crd,crd,FloyMi00,offense,67,,,,,
player,201311240crd,crd,FloyMi00,off_pct,89%,,,,,
player,201311240crd,crd,FloyMi00,defense,0,,,,,
player,201311240crd,crd,FloyMi00,def_pct,0%,,,,,
player,201311240crd,crd,FloyMi00,special_teams,1,,,,,
player,201311240crd,crd,FloyMi00,st_pct,4%,,,,,
player,201311240crd,crd,HousRo01,pos,TE,,,,,
player,201311240crd,crd,HousRo01,offense,59,,,,,
player,201311240crd,crd,HousRo01,off_pct,79%,,,,,
player,201311240crd,crd,HousRo01,defense,0,,,,,
player,201311240crd,crd,HousRo01,def_pct,0%,,,,,
player,201311240crd,crd,HousRo01,special_teams,1,,,,,
player,201311240crd,crd,HousRo01,st_pct,4%,,,,,
player,201311240crd,crd,DrayJi00,pos,TE,,,,,
player,201311240crd,crd,DrayJi00,offense,41,,,,,
player,201311240crd,crd,DrayJi00,off_pct,55%,,,,,
player,201311240crd,crd,DrayJi00,defense,0,,,,,
player,201311240crd,crd,DrayJi00,def_pct,0%,,,,,
player,201311240crd,crd,DrayJi00,special_teams,5,,,,,
player,201311240crd,crd,DrayJi00,st_pct,18%,,,,,
player,201311240crd,crd,RobeAn00,pos,WR,,,,,
player,201311240crd,crd,RobeAn00,offense,36,,,,,
player,201311240crd,crd,RobeAn00,off_pct,48%,,,,,
player,201311240crd,crd,RobeAn00,defense,0,,,,,
player,201311240crd,crd,RobeAn00,def_pct,0%,,,,,
player,201311240crd,crd,RobeAn00,special_teams,0,,,,,
player,201311240crd,crd,RobeAn00,st_pct,0%,,,,,
player,201311240crd,crd,ElliAn00,pos,RB,,,,,
player,201311240crd,crd,ElliAn00,offense,32,,,,,
player,201311240crd,crd,ElliAn00,off_pct,43%,,,,,
player,201311240crd,crd,ElliAn00,defense,0,,,,,
player,201311240crd,crd,ElliAn00,def_pct,0%,,,,,
player,201311240crd,crd,ElliAn00,special_teams,1,,,,,
player,201311240crd,crd,ElliAn00,st_pct,4%,,,,,
player,201311240crd,crd,MendRa00,pos,RB,,,,,
player,201311240crd,crd,MendRa00,offense,30,,,,,
player,201311240crd,crd,MendRa00,off_pct,40%,,,,,
player,201311240crd,crd,MendRa00,defense,0,,,,,
player,201311240crd,crd,MendRa00,def_pct,0%,,,,,
player,201311240crd,crd,MendRa00,special_teams,0,,,,,
player,201311240crd,crd,MendRa00,st_pct,0%,,,,,
player,201311240crd,crd,BallJa21,pos,TE,,,,,
player,201311240crd,crd,BallJa21,offense,12,,,,,
player,201311240crd,crd,BallJa21,off_pct,16%,,,,,
player,201311240crd,crd,BallJa21,defense,0,,,,,
player,201311240crd,crd,BallJa21,def_pct,0%,,,,,
player,201311240crd,crd,BallJa21,special_teams,5,,,,,
player,201311240crd,crd,BallJa21,st_pct,18%,,,,,
player,201311240crd,crd,BrowJa03,pos,WR,,,,,
player,201311240crd,crd,BrowJa03,offense,8,,,,,
player,201311240crd,crd,BrowJa03,off_pct,11%,,,,,
player,201311240crd,crd,BrowJa03,defense,0,,,,,
player,201311240crd,crd,BrowJa03,def_pct,0%,,,,,
player,201311240crd,crd,BrowJa03,special_teams,16,,,,,
player,201311240crd,crd,BrowJa03,st_pct,57%,,,,,
player,201311240crd,crd,TaylSt00,pos,RB,,,,,
player,201311240crd,crd,TaylSt00,offense,7,,,,,
player,201311240crd,crd,TaylSt00,off_pct,9%,,,,,
player,201311240crd,crd,TaylSt00,defense,0,,,,,
player,201311240crd,crd,TaylSt00,def_pct,0%,,,,,
player,201311240crd,crd,TaylSt00,special_teams,15,,,,,
player,201311240crd,crd,TaylSt00,st_pct,54%,,,,,
player,201311240crd,crd,SmitAl22,pos,RB,,,,,
player,201311240crd,crd,SmitAl22,offense,6,,,,,
player,201311240crd,crd,SmitAl22,off_pct,8%,,,,,
player,201311240crd,crd,SmitAl22,defense,0,,,,,
player,201311240crd,crd,SmitAl22,def_pct,0%,,,,,
player,201311240crd,crd,SmitAl22,special_teams,12,,,,,
player,201311240crd,crd,SmitAl22,st_pct,43%,,,,,
player,201311240crd,crd,PetePa00,pos,CB,,,,,
player,201311240crd,crd,PetePa00,offense,5,,,,,
player,201311240crd,crd,PetePa00,off_pct,7%,,,,,
player,201311240crd,crd,PetePa00,defense,60,,,,,
player,201311240crd,crd,PetePa00,def_pct,100%,,,,,
player,201311240crd,crd,PetePa00,special_teams,7,,,,,
player,201311240crd,crd,PetePa00,st_pct,25%,,,,,
player,201311240crd,crd,MassBo00,pos,T,,,,,
player,201311240crd,crd,MassBo00,offense,1,,,,,
player,201311240crd,crd,MassBo00,off_pct,1%,,,,,
player,201311240crd,crd,MassBo00,defense,0,,,,,
player,201311240crd,crd,MassBo00,def_pct,0%,,,,,
player,201311240crd,crd,MassBo00,special_teams,0,,,,,
player,201311240crd,crd,MassBo00,st_pct,0%,,,,,
player,201311240crd,crd,MathTy00,pos,FS,,,,,
player,201311240crd,crd,MathTy00,offense,0,,,,,
player,201311240crd,crd,MathTy00,off_pct,0%,,,,,
player,201311240crd,crd,MathTy00,defense,60,,,,,
player,201311240crd,crd,MathTy00,def_pct,100%,,,,,
player,201311240crd,crd,MathTy00,special_teams,4,,,,,
player,201311240crd,crd,MathTy00,st_pct,14%,,,,,
player,201311240crd,crd,DansKa20,pos,LB,,,,,
player,201311240crd,crd,DansKa20,offense,0,,,,,
player,201311240crd,crd,DansKa20,off_pct,0%,,,,,
player,201311240crd,crd,DansKa20,defense,60,,,,,
player,201311240crd,crd,DansKa20,def_pct,100%,,,,,
player,201311240crd,crd,DansKa20,special_teams,1,,,,,
player,201311240crd,crd,DansKa20,st_pct,4%,,,,,
player,201311240crd,crd,WashDa99,pos,LB,,,,,
player,201311240crd,crd,WashDa99,offense,0,,,,,
player,201311240crd,crd,WashDa99,off_pct,0%,,,,,
player,201311240crd,crd,WashDa99,defense,60,,,,,
player,201311240crd,crd,WashDa99,def_pct,100%,,,,,
player,201311240crd,crd,WashDa99,special_teams,0,,,,,
player,201311240crd,crd,WashDa99,st_pct,0%,,,,,
player,201311240crd,crd,BellYe20,pos,SS,,,,,
player,201311240crd,crd,BellYe20,offense,0,,,,,
player,201311240crd,crd,BellYe20,off_pct,0%,,,,,
player,201311240crd,crd,BellYe20,defense,56,,,,,
player,201311240crd,crd,BellYe20,def_pct,93%,,,,,
player,201311240crd,crd,BellYe20,special_teams,3,,,,,
player,201311240crd,crd,BellYe20,st_pct,11%,,,,,
player,201311240crd,crd,PoweJe99,pos,CB,,,,,
player,201311240crd,crd,PoweJe99,offense,0,,,,,
player,201311240crd,crd,PoweJe99,off_pct,0%,,,,,
player,201311240crd,crd,PoweJe99,defense,56,,,,,
player,201311240crd,crd,PoweJe99,def_pct,93%,,,,,
player,201311240crd,crd,PoweJe99,special_teams,3,,,,,
player,201311240crd,crd,PoweJe99,st_pct,11%,,,,,
player,201311240crd,crd,AbraJo00,pos,LB,,,,,
player,201311240crd,crd,AbraJo00,offense,0,,,,,
player,201311240crd,crd,AbraJo00,off_pct,0%,,,,,
player,201311240crd,crd,AbraJo00,defense,56,,,,,
player,201311240crd,crd,AbraJo00,def_pct,93%,,,,,
player,201311240crd,crd,AbraJo00,special_teams,1,,,,,
player,201311240crd,crd,AbraJo00,st_pct,4%,,,,,
player,201311240crd,crd,CampCa99,pos,DE,,,,,
player,201311240crd,crd,CampCa99,offense,0,,,,,
player,201311240crd,crd,CampCa99,off_pct,0%,,,,,
player,201311240crd,crd,CampCa99,defense,54,,,,,
player,201311240crd,crd,CampCa99,def_pct,90%,,,,,
player,201311240crd,crd,CampCa99,special_teams,10,,,,,
player,201311240crd,crd,CampCa99,st_pct,36%,,,,,
player,201311240crd,crd,JohnRa98,pos,FS,,,,,
player,201311240crd,crd,JohnRa98,offense,0,,,,,
player,201311240crd,crd,JohnRa98,off_pct,0%,,,,,
player,201311240crd,crd,JohnRa98,defense,49,,,,,
player,201311240crd,crd,JohnRa98,def_pct,82%,,,,,
player,201311240crd,crd,JohnRa98,special_teams,4,,,,,
player,201311240crd,crd,JohnRa98,st_pct,14%,,,,,
player,201311240crd,crd,DockDa20,pos,DT,,,,,
player,201311240crd,crd,DockDa20,offense,0,,,,,
player,201311240crd,crd,DockDa20,off_pct,0%,,,,,
player,201311240crd,crd,DockDa20,defense,44,,,,,
player,201311240crd,crd,DockDa20,def_pct,73%,,,,,
player,201311240crd,crd,DockDa20,special_teams,1,,,,,
player,201311240crd,crd,DockDa20,st_pct,4%,,,,,
player,201311240crd,crd,ShauMa99,pos,LB,,,,,
player,201311240crd,crd,ShauMa99,offense,0,,,,,
player,201311240crd,crd,ShauMa99,off_pct,0%,,,,,
player,201311240crd,crd,ShauMa99,defense,42,,,,,
player,201311240crd,crd,ShauMa99,def_pct,70%,,,,,
player,201311240crd,crd,ShauMa99,special_teams,9,,,,,
player,201311240crd,crd,ShauMa99,st_pct,32%,,,,,
player,201311240crd,crd,RuckFr99,pos,DT,,,,,
player,201311240crd,crd,RuckFr99,offense,0,,,,,
player,201311240crd,crd,RuckFr99,off_pct,0%,,,,,
player,201311240crd,crd,RuckFr99,defense,26,,,,,
player,201311240crd,crd,RuckFr99,def_pct,43%,,,,,
player,201311240crd,crd,RuckFr99,special_teams,11,,,,,
player,201311240crd,crd,RuckFr99,st_pct,39%,,,,,
player,201311240crd,crd,BenaMa00,pos,LB,,,,,
player,201311240crd,crd,BenaMa00,offense,0,,,,,
player,201311240crd,crd,BenaMa00,off_pct,0%,,,,,
player,201311240crd,crd,BenaMa00,defense,15,,,,,
player,201311240crd,crd,BenaMa00,def_pct,25%,,,,,
player,201311240crd,crd,BenaMa00,special_teams,15,,,,,
player,201311240crd,crd,BenaMa00,st_pct,54%,,,,,
player,201311240crd,crd,WillDa99,pos,NT,,,,,
player,201311240crd,crd,WillDa99,offense,0,,,,,
player,201311240crd,crd,WillDa99,off_pct,0%,,,,,
player,201311240crd,crd,WillDa99,defense,10,,,,,
player,201311240crd,crd,WillDa99,def_pct,17%,,,,,
player,201311240crd,crd,WillDa99,special_teams,1,,,,,
player,201311240crd,crd,WillDa99,st_pct,4%,,,,,
player,201311240crd,crd,BrinJa99,pos,LB,,,,,
player,201311240crd,crd,BrinJa99,offense,0,,,,,
player,201311240crd,crd,BrinJa99,off_pct,0%,,,,,
player,201311240crd,crd,BrinJa99,defense,6,,,,,
player,201311240crd,crd,BrinJa99,def_pct,10%,,,,,
player,201311240crd,crd,BrinJa99,special_teams,3,,,,,
player,201311240crd,crd,BrinJa99,st_pct,11%,,,,,
player,201311240crd,crd,Ta'aAl00,pos,NT,,,,,
player,201311240crd,crd,Ta'aAl00,offense,0,,,,,
