game,2013,6,20131013,201310130nwe,nor,"New Orleans Saints",27,nwe,"New England Patriots",30
player,201310130nwe,nwe,BlouLe00,special_teams,6,,,,,
player,201310130nwe,nwe,BlouLe00,st_pct,18%,,,,,
player,201310130nwe,nwe,ConnDa21,pos,G,,,,,
player,201310130nwe,nwe,ConnDa21,offense,16,,,,,
player,201310130nwe,nwe,ConnDa21,off_pct,18%,,,,,
player,201310130nwe,nwe,ConnDa21,defense,0,,,,,
player,201310130nwe,nwe,ConnDa21,def_pct,0%,,,,,
player,201310130nwe,nwe,ConnDa21,special_teams,1,,,,,
player,201310130nwe,nwe,ConnDa21,st_pct,3%,,,,,
player,201310130nwe,nwe,MullMa00,pos,TE,,,,,
player,201310130nwe,nwe,MullMa00,offense,12,,,,,
player,201310130nwe,nwe,MullMa00,off_pct,14%,,,,,
player,201310130nwe,nwe,MullMa00,defense,0,,,,,
player,201310130nwe,nwe,MullMa00,def_pct,0%,,,,,
player,201310130nwe,nwe,MullMa00,special_teams,6,,,,,
player,201310130nwe,nwe,MullMa00,st_pct,18%,,,,,
player,201310130nwe,nwe,CollAu00,pos,WR,,,,,
player,201310130nwe,nwe,CollAu00,offense,9,,,,,
player,201310130nwe,nwe,CollAu00,off_pct,10%,,,,,
player,201310130nwe,nwe,CollAu00,defense,0,,,,,
player,201310130nwe,nwe,CollAu00,def_pct,0%,,,,,
player,201310130nwe,nwe,CollAu00,special_teams,0,,,,,
player,201310130nwe,nwe,CollAu00,st_pct,0%,,,,,
player,201310130nwe,nwe,SvitWi20,pos,T,,,,,
player,201310130nwe,nwe,SvitWi20,offense,1,,,,,
player,201310130nwe,nwe,SvitWi20,off_pct,1%,,,,,
player,201310130nwe,nwe,SvitWi20,defense,0,,,,,
player,201310130nwe,nwe,SvitWi20,def_pct,0%,,,,,
player,201310130nwe,nwe,SvitWi20,special_teams,7,,,,,
player,201310130nwe,nwe,SvitWi20,st_pct,21%,,,,,
player,201310130nwe,nwe,JoneCh03,pos,DE,,,,,
player,201310130nwe,nwe,JoneCh03,offense,0,,,,,
player,201310130nwe,nwe,JoneCh03,off_pct,0%,,,,,
player,201310130nwe,nwe,JoneCh03,defense,65,,,,,
player,201310130nwe,nwe,JoneCh03,def_pct,100%,,,,,
player,201310130nwe,nwe,JoneCh03,special_teams,12,,,,,
player,201310130nwe,nwe,JoneCh03,st_pct,35%,,,,,
player,201310130nwe,nwe,JoneCh04,pos,DT,,,,,
player,201310130nwe,nwe,JoneCh04,offense,0,,,,,
player,201310130nwe,nwe,JoneCh04,off_pct,0%,,,,,
player,201310130nwe,nwe,JoneCh04,defense,65,,,,,
player,201310130nwe,nwe,JoneCh04,def_pct,100%,,,,,
player,201310130nwe,nwe,JoneCh04,special_teams,5,,,,,
player,201310130nwe,nwe,JoneCh04,st_pct,15%,,,,,
player,201310130nwe,nwe,NinkRo20,pos,DE,,,,,
player,201310130nwe,nwe,NinkRo20,offense,0,,,,,
player,201310130nwe,nwe,NinkRo20,off_pct,0%,,,,,
player,201310130nwe,nwe,NinkRo20,defense,65,,,,,
player,201310130nwe,nwe,NinkRo20,def_pct,100%,,,,,
player,201310130nwe,nwe,NinkRo20,special_teams,0,,,,,
player,201310130nwe,nwe,NinkRo20,st_pct,0%,,,,,
player,201310130nwe,nwe,DennAl00,pos,CB,,,,,
player,201310130nwe,nwe,DennAl00,offense,0,,,,,
player,201310130nwe,nwe,DennAl00,off_pct,0%,,,,,
player,201310130nwe,nwe,DennAl00,defense,64,,,,,
player,201310130nwe,nwe,DennAl00,def_pct,98%,,,,,
player,201310130nwe,nwe,DennAl00,special_teams,0,,,,,
player,201310130nwe,nwe,DennAl00,st_pct,0%,,,,,
player,201310130nwe,nwe,McCoDe99,pos,SS,,,,,
player,201310130nwe,nwe,McCoDe99,offense,0,,,,,
player,201310130nwe,nwe,McCoDe99,off_pct,0%,,,,,
player,201310130nwe,nwe,McCoDe99,defense,58,,,,,
player,201310130nwe,nwe,McCoDe99,def_pct,89%,,,,,
player,201310130nwe,nwe,McCoDe99,special_teams,13,,,,,
player,201310130nwe,nwe,McCoDe99,st_pct,38%,,,,,
player,201310130nwe,nwe,MayoJe99,pos,LB,,,,,
player,201310130nwe,nwe,MayoJe99,offense,0,,,,,
player,201310130nwe,nwe,MayoJe99,off_pct,0%,,,,,
player,201310130nwe,nwe,MayoJe99,defense,58,,,,,
player,201310130nwe,nwe,MayoJe99,def_pct,89%,,,,,
player,201310130nwe,nwe,MayoJe99,special_teams,4,,,,,
player,201310130nwe,nwe,MayoJe99,st_pct,12%,,,,,
player,201310130nwe,nwe,GregSt20,pos,FS,,,,,
player,201310130nwe,nwe,GregSt20,offense,0,,,,,
player,201310130nwe,nwe,GregSt20,off_pct,0%,,,,,
player,201310130nwe,nwe,GregSt20,defense,56,,,,,
player,201310130nwe,nwe,GregSt20,def_pct,86%,,,,,
player,201310130nwe,nwe,GregSt20,special_teams,9,,,,,
player,201310130nwe,nwe,GregSt20,st_pct,26%,,,,,
player,201310130nwe,nwe,VellJo00,pos,DT,,,,,
player,201310130nwe,nwe,VellJo00,offense,0,,,,,
player,201310130nwe,nwe,VellJo00,off_pct,0%,,,,,
player,201310130nwe,nwe,VellJo00,defense,55,,,,,
player,201310130nwe,nwe,VellJo00,def_pct,85%,,,,,
player,201310130nwe,nwe,VellJo00,special_teams,6,,,,,
player,201310130nwe,nwe,VellJo00,st_pct,18%,,,,,
player,201310130nwe,nwe,ArriKy00,pos,CB,,,,,
player,201310130nwe,nwe,ArriKy00,offense,0,,,,,
player,201310130nwe,nwe,ArriKy00,off_pct,0%,,,,,
player,201310130nwe,nwe,ArriKy00,defense,49,,,,,
player,201310130nwe,nwe,ArriKy00,def_pct,75%,,,,,
player,201310130nwe,nwe,ArriKy00,special_teams,18,,,,,
player,201310130nwe,nwe,ArriKy00,st_pct,53%,,,,,
player,201310130nwe,nwe,SpikBr99,pos,LB,,,,,
player,201310130nwe,nwe,SpikBr99,offense,0,,,,,
player,201310130nwe,nwe,SpikBr99,off_pct,0%,,,,,
player,201310130nwe,nwe,SpikBr99,defense,47,,,,,
player,201310130nwe,nwe,SpikBr99,def_pct,72%,,,,,
player,201310130nwe,nwe,SpikBr99,special_teams,6,,,,,
player,201310130nwe,nwe,SpikBr99,st_pct,18%,,,,,
player,201310130nwe,nwe,TaliAq99,pos,CB,,,,,
player,201310130nwe,nwe,TaliAq99,offense,0,,,,,
player,201310130nwe,nwe,TaliAq99,off_pct,0%,,,,,
player,201310130nwe,nwe,TaliAq99,defense,35,,,,,
player,201310130nwe,nwe,TaliAq99,def_pct,54%,,,,,
player,201310130nwe,nwe,TaliAq99,special_teams,1,,,,,
player,201310130nwe,nwe,TaliAq99,st_pct,3%,,,,,
player,201310130nwe,nwe,RyanLo00,pos,CB,,,,,
player,201310130nwe,nwe,RyanLo00,offense,0,,,,,
player,201310130nwe,nwe,RyanLo00,off_pct,0%,,,,,
player,201310130nwe,nwe,RyanLo00,defense,33,,,,,
player,201310130nwe,nwe,RyanLo00,def_pct,51%,,,,,
player,201310130nwe,nwe,RyanLo00,special_teams,18,,,,,
player,201310130nwe,nwe,RyanLo00,st_pct,53%,,,,,
player,201310130nwe,nwe,HighDo01,pos,LB,,,,,
player,201310130nwe,nwe,HighDo01,offense,0,,,,,
player,201310130nwe,nwe,HighDo01,off_pct,0%,,,,,
player,201310130nwe,nwe,HighDo01,defense,23,,,,,
player,201310130nwe,nwe,HighDo01,def_pct,35%,,,,,
player,201310130nwe,nwe,HighDo01,special_teams,6,,,,,
player,201310130nwe,nwe,HighDo01,st_pct,18%,,,,,
player,201310130nwe,nwe,HarmDu00,pos,FS,,,,,
player,201310130nwe,nwe,HarmDu00,offense,0,,,,,
player,201310130nwe,nwe,HarmDu00,off_pct,0%,,,,,
player,201310130nwe,nwe,HarmDu00,defense,14,,,,,
player,201310130nwe,nwe,HarmDu00,def_pct,22%,,,,,
player,201310130nwe,nwe,HarmDu00,special_teams,14,,,,,
player,201310130nwe,nwe,HarmDu00,st_pct,41%,,,,,
player,201310130nwe,nwe,BuchMi00,pos,DE,,,,,
player,201310130nwe,nwe,BuchMi00,offense,0,,,,,
player,201310130nwe,nwe,BuchMi00,off_pct,0%,,,,,
player,201310130nwe,nwe,BuchMi00,defense,8,,,,,
player,201310130nwe,nwe,BuchMi00,def_pct,12%,,,,,
player,201310130nwe,nwe,BuchMi00,special_teams,16,,,,,
player,201310130nwe,nwe,BuchMi00,st_pct,47%,,,,,
player,201310130nwe,nwe,FletDa00,pos,LB,,,,,
player,201310130nwe,nwe,FletDa00,offense,0,,,,,
player,201310130nwe,nwe,FletDa00,off_pct,0%,,,,,
player,201310130nwe,nwe,FletDa00,defense,7,,,,,
player,201310130nwe,nwe,FletDa00,def_pct,11%,,,,,
player,201310130nwe,nwe,FletDa00,special_teams,24,,,,,
player,201310130nwe,nwe,FletDa00,st_pct,71%,,,,,
player,201310130nwe,nwe,CollJa00,pos,LB,,,,,
player,201310130nwe,nwe,CollJa00,offense,0,,,,,
player,201310130nwe,nwe,CollJa00,off_pct,0%,,,,,
player,201310130nwe,nwe,CollJa00,defense,6,,,,,
player,201310130nwe,nwe,CollJa00,def_pct,9%,,,,,
player,201310130nwe,nwe,CollJa00,special_teams,27,,,,,
player,201310130nwe,nwe,CollJa00,st_pct,79%,,,,,
player,201310130nwe,nwe,ForsMa00,pos,DT,,,,,
player,201310130nwe,nwe,ForsMa00,offense,0,,,,,
player,201310130nwe,nwe,ForsMa00,off_pct,0%,,,,,
player,201310130nwe,nwe,ForsMa00,defense,6,,,,,
player,201310130nwe,nwe,ForsMa00,def_pct,9%,,,,,
player,201310130nwe,nwe,ForsMa00,special_teams,1,,,,,
player,201310130nwe,nwe,ForsMa00,st_pct,3%,,,,,
player,201310130nwe,nwe,EbneNa00,pos,SS,,,,,
player,201310130nwe,nwe,EbneNa00,offense,0,,,,,
player,201310130nwe,nwe,EbneNa00,off_pct,0%,,,,,
player,201310130nwe,nwe,EbneNa00,defense,0,,,,,
player,201310130nwe,nwe,EbneNa00,def_pct,0%,,,,,
player,201310130nwe,nwe,EbneNa00,special_teams,22,,,,,
player,201310130nwe,nwe,EbneNa00,st_pct,65%,,,,,
player,201310130nwe,nwe,WhitCh03,pos,LB,,,,,
player,201310130nwe,nwe,WhitCh03,offense,0,,,,,
player,201310130nwe,nwe,WhitCh03,off_pct,0%,,,,,
player,201310130nwe,nwe,WhitCh03,defense,0,,,,,
player,201310130nwe,nwe,WhitCh03,def_pct,0%,,,,,
player,201310130nwe,nwe,WhitCh03,special_teams,22,,,,,
player,201310130nwe,nwe,WhitCh03,st_pct,65%,,,,,
player,201310130nwe,nwe,BequJa00,pos,DE,,,,,
player,201310130nwe,nwe,BequJa00,offense,0,,,,,
player,201310130nwe,nwe,BequJa00,off_pct,0%,,,,,
player,201310130nwe,nwe,BequJa00,defense,0,,,,,
player,201310130nwe,nwe,BequJa00,def_pct,0%,,,,,
player,201310130nwe,nwe,BequJa00,special_teams,17,,,,,
player,201310130nwe,nwe,BequJa00,st_pct,50%,,,,,
player,201310130nwe,nwe,ColeMa01,pos,CB,,,,,
player,201310130nwe,nwe,ColeMa01,offense,0,,,,,
player,201310130nwe,nwe,ColeMa01,off_pct,0%,,,,,
player,201310130nwe,nwe,ColeMa01,defense,0,,,,,
player,201310130nwe,nwe,ColeMa01,def_pct,0%,,,,,
player,201310130nwe,nwe,ColeMa01,special_teams,16,,,,,
player,201310130nwe,nwe,ColeMa01,st_pct,47%,,,,,
player,201310130nwe,nwe,GostSt20,pos,K,,,,,
player,201310130nwe,nwe,GostSt20,offense,0,,,,,
player,201310130nwe,nwe,GostSt20,off_pct,0%,,,,,
player,201310130nwe,nwe,GostSt20,defense,0,,,,,
player,201310130nwe,nwe,GostSt20,def_pct,0%,,,,,
player,201310130nwe,nwe,GostSt20,special_teams,13,,,,,
player,201310130nwe,nwe,GostSt20,st_pct,38%,,,,,
player,201310130nwe,nwe,AikeDa00,pos,LS,,,,,
player,201310130nwe,nwe,AikeDa00,offense,0,,,,,
player,201310130nwe,nwe,AikeDa00,off_pct,0%,,,,,
player,201310130nwe,nwe,AikeDa00,defense,0,,,,,
player,201310130nwe,nwe,AikeDa00,def_pct,0%,,,,,
player,201310130nwe,nwe,AikeDa00,special_teams,10,,,,,
player,201310130nwe,nwe,AikeDa00,st_pct,29%,,,,,
player,201310130nwe,nwe,AlleRy01,pos,P,,,,,
player,201310130nwe,nwe,AlleRy01,offense,0,,,,,
player,201310130nwe,nwe,AlleRy01,off_pct,0%,,,,,
player,201310130nwe,nwe,AlleRy01,defense,0,,,,,
player,201310130nwe,nwe,AlleRy01,def_pct,0%,,,,,
player,201310130nwe,nwe,AlleRy01,special_teams,10,,,,,
player,201310130nwe,nwe,AlleRy01,st_pct,29%,,,,,
player,201310130nwe,nor,GrubBe20,pos,G,,,,,
player,201310130nwe,nor,GrubBe20,offense,65,,,,,
player,201310130nwe,nor,GrubBe20,off_pct,100%,,,,,
player,201310130nwe,nor,GrubBe20,defense,0,,,,,
player,201310130nwe,nor,GrubBe20,def_pct,0%,,,,,
player,201310130nwe,nor,GrubBe20,special_teams,5,,,,,
player,201310130nwe,nor,GrubBe20,st_pct,15%,,,,,
player,201310130nwe,nor,HarrBr01,pos,T,,,,,
player,201310130nwe,nor,HarrBr01,offense,65,,,,,
player,201310130nwe,nor,HarrBr01,off_pct,100%,,,,,
player,201310130nwe,nor,HarrBr01,defense,0,,,,,
player,201310130nwe,nor,HarrBr01,def_pct,0%,,,,,
player,201310130nwe,nor,HarrBr01,special_teams,5,,,,,
player,201310130nwe,nor,HarrBr01,st_pct,15%,,,,,
player,201310130nwe,nor,BrowCh28,pos,T,,,,,
player,201310130nwe,nor,BrowCh28,offense,65,,,,,
player,201310130nwe,nor,BrowCh28,off_pct,100%,,,,,
player,201310130nwe,nor,BrowCh28,defense,0,,,,,
player,201310130nwe,nor,BrowCh28,def_pct,0%,,,,,
player,201310130nwe,nor,BrowCh28,special_teams,5,,,,,
player,201310130nwe,nor,BrowCh28,st_pct,15%,,,,,
player,201310130nwe,nor,EvanJa21,pos,G,,,,,
player,201310130nwe,nor,EvanJa21,offense,65,,,,,
player,201310130nwe,nor,EvanJa21,off_pct,100%,,,,,
player,201310130nwe,nor,EvanJa21,defense,0,,,,,
player,201310130nwe,nor,EvanJa21,def_pct,0%,,,,,
player,201310130nwe,nor,EvanJa21,special_teams,5,,,,,
player,201310130nwe,nor,EvanJa21,st_pct,15%,,,,,
player,201310130nwe,nor,DeLaBr00,pos,C,,,,,
player,201310130nwe,nor,DeLaBr00,offense,65,,,,,
player,201310130nwe,nor,DeLaBr00,off_pct,100%,,,,,
player,201310130nwe,nor,DeLaBr00,defense,0,,,,,
player,201310130nwe,nor,DeLaBr00,def_pct,0%,,,,,
player,201310130nwe,nor,DeLaBr00,special_teams,5,,,,,
player,201310130nwe,nor,DeLaBr00,st_pct,15%,,,,,
player,201310130nwe,nor,BreeDr00,pos,QB,,,,,
player,201310130nwe,nor,BreeDr00,offense,65,,,,,
player,201310130nwe,nor,BreeDr00,off_pct,100%,,,,,
player,201310130nwe,nor,BreeDr00,defense,0,,,,,
player,201310130nwe,nor,BreeDr00,def_pct,0%,,,,,
player,201310130nwe,nor,BreeDr00,special_teams,0,,,,,
player,201310130nwe,nor,BreeDr00,st_pct,0%,,,,,
player,201310130nwe,nor,ColsMa00,pos,WR,,,,,
player,201310130nwe,nor,ColsMa00,offense,48,,,,,
player,201310130nwe,nor,ColsMa00,off_pct,74%,,,,,
player,201310130nwe,nor,ColsMa00,defense,0,,,,,
player,201310130nwe,nor,ColsMa00,def_pct,0%,,,,,
player,201310130nwe,nor,ColsMa00,special_teams,1,,,,,
player,201310130nwe,nor,ColsMa00,st_pct,3%,,,,,
player,201310130nwe,nor,GrahJi00,pos,TE,,,,,
player,201310130nwe,nor,GrahJi00,offense,45,,,,,
player,201310130nwe,nor,GrahJi00,off_pct,69%,,,,,
player,201310130nwe,nor,GrahJi00,defense,1,,,,,
player,201310130nwe,nor,GrahJi00,def_pct,1%,,,,,
player,201310130nwe,nor,GrahJi00,special_teams,0,,,,,
player,201310130nwe,nor,GrahJi00,st_pct,0%,,,,,
player,201310130nwe,nor,StilKe00,pos,WR,,,,,
player,201310130nwe,nor,StilKe00,offense,41,,,,,
player,201310130nwe,nor,StilKe00,off_pct,63%,,,,,
player,201310130nwe,nor,StilKe00,defense,0,,,,,
player,201310130nwe,nor,StilKe00,def_pct,0%,,,,,
player,201310130nwe,nor,StilKe00,special_teams,0,,,,,
player,201310130nwe,nor,StilKe00,st_pct,0%,,,,,
player,201310130nwe,nor,ThomPi00,pos,RB,,,,,
player,201310130nwe,nor,ThomPi00,offense,34,,,,,
player,201310130nwe,nor,ThomPi00,off_pct,52%,,,,,
player,201310130nwe,nor,ThomPi00,defense,0,,,,,
player,201310130nwe,nor,ThomPi00,def_pct,0%,,,,,
player,201310130nwe,nor,ThomPi00,special_teams,7,,,,,
player,201310130nwe,nor,ThomPi00,st_pct,21%,,,,,
player,201310130nwe,nor,WatsBe00,pos,TE,,,,,
player,201310130nwe,nor,WatsBe00,offense,32,,,,,
player,201310130nwe,nor,WatsBe00,off_pct,49%,,,,,
player,201310130nwe,nor,WatsBe00,defense,0,,,,,
player,201310130nwe,nor,WatsBe00,def_pct,0%,,,,,
player,201310130nwe,nor,WatsBe00,special_teams,6,,,,,
player,201310130nwe,nor,WatsBe00,st_pct,18%,,,,,
player,201310130nwe,nor,ToonNi00,pos,WR,,,,,
player,201310130nwe,nor,ToonNi00,offense,31,,,,,
player,201310130nwe,nor,ToonNi00,off_pct,48%,,,,,
player,201310130nwe,nor,ToonNi00,defense,0,,,,,
player,201310130nwe,nor,ToonNi00,def_pct,0%,,,,,
player,201310130nwe,nor,ToonNi00,special_teams,0,,,,,
player,201310130nwe,nor,ToonNi00,st_pct,0%,,,,,
player,201310130nwe,nor,SproDa00,pos,RB,,,,,
player,201310130nwe,nor,SproDa00,offense,28,,,,,
player,201310130nwe,nor,SproDa00,off_pct,43%,,,,,
player,201310130nwe,nor,SproDa00,defense,0,,,,,
player,201310130nwe,nor,SproDa00,def_pct,0%,,,,,
player,201310130nwe,nor,SproDa00,special_teams,11,,,,,
player,201310130nwe,nor,SproDa00,st_pct,32%,,,,,
player,201310130nwe,nor,CollJe01,pos,FB,,,,,
player,201310130nwe,nor,CollJe01,offense,26,,,,,
player,201310130nwe,nor,CollJe01,off_pct,40%,,,,,
player,201310130nwe,nor,CollJe01,defense,0,,,,,
player,201310130nwe,nor,CollJe01,def_pct,0%,,,,,
player,201310130nwe,nor,CollJe01,special_teams,7,,,,,
player,201310130nwe,nor,CollJe01,st_pct,21%,,,,,
player,201310130nwe,nor,MeacRo00,pos,WR,,,,,
player,201310130nwe,nor,MeacRo00,offense,21,,,,,
player,201310130nwe,nor,MeacRo00,off_pct,32%,,,,,
player,201310130nwe,nor,MeacRo00,defense,0,,,,,
player,201310130nwe,nor,MeacRo00,def_pct,0%,,,,,
player,201310130nwe,nor,MeacRo00,special_teams,1,,,,,
player,201310130nwe,nor,MeacRo00,st_pct,3%,,,,,
player,201310130nwe,nor,HillJo02,pos,TE,,,,,
player,201310130nwe,nor,HillJo02,offense,8,,,,,
player,201310130nwe,nor,HillJo02,off_pct,12%,,,,,
player,201310130nwe,nor,HillJo02,defense,0,,,,,
player,201310130nwe,nor,HillJo02,def_pct,0%,,,,,
player,201310130nwe,nor,HillJo02,special_teams,28,,,,,
player,201310130nwe,nor,HillJo02,st_pct,82%,,,,,
player,201310130nwe,nor,RobiKh00,pos,RB,,,,,
player,201310130nwe,nor,RobiKh00,offense,8,,,,,
player,201310130nwe,nor,RobiKh00,off_pct,12%,,,,,
player,201310130nwe,nor,RobiKh00,defense,0,,,,,
player,201310130nwe,nor,RobiKh00,def_pct,0%,,,,,
player,201310130nwe,nor,RobiKh00,special_teams,10,,,,,
player,201310130nwe,nor,RobiKh00,st_pct,29%,,,,,
player,201310130nwe,nor,CadeTr00,pos,RB,,,,,
player,201310130nwe,nor,CadeTr00,offense,3,,,,,
player,201310130nwe,nor,CadeTr00,off_pct,5%,,,,,
player,201310130nwe,nor,CadeTr00,defense,0,,,,,
player,201310130nwe,nor,CadeTr00,def_pct,0%,,,,,
player,201310130nwe,nor,CadeTr00,special_teams,6,,,,,
player,201310130nwe,nor,CadeTr00,st_pct,18%,,,,,
player,201310130nwe,nor,JenkMa99,pos,FS,,,,,
player,201310130nwe,nor,JenkMa99,offense,0,,,,,
player,201310130nwe,nor,JenkMa99,off_pct,0%,,,,,
player,201310130nwe,nor,JenkMa99,defense,87,,,,,
player,201310130nwe,nor,JenkMa99,def_pct,100%,,,,,
player,201310130nwe,nor,JenkMa99,special_teams,8,,,,,
player,201310130nwe,nor,JenkMa99,st_pct,24%,,,,,
player,201310130nwe,nor,LoftCu99,pos,LB,,,,,
player,201310130nwe,nor,LoftCu99,offense,0,,,,,
player,201310130nwe,nor,LoftCu99,off_pct,0%,,,,,
player,201310130nwe,nor,LoftCu99,defense,87,,,,,
player,201310130nwe,nor,LoftCu99,def_pct,100%,,,,,
player,201310130nwe,nor,LoftCu99,special_teams,6,,,,,
player,201310130nwe,nor,LoftCu99,st_pct,18%,,,,,
player,201310130nwe,nor,VaccKe00,pos,SS,,,,,
player,201310130nwe,nor,VaccKe00,offense,0,,,,,
player,201310130nwe,nor,VaccKe00,off_pct,0%,,,,,
player,201310130nwe,nor,VaccKe00,defense,87,,,,,
player,201310130nwe,nor,VaccKe00,def_pct,100%,,,,,
player,201310130nwe,nor,VaccKe00,special_teams,0,,,,,
player,201310130nwe,nor,VaccKe00,st_pct,0%,,,,,
player,201310130nwe,nor,GreeJa22,pos,CB,,,,,
player,201310130nwe,nor,GreeJa22,offense,0,,,,,
player,201310130nwe,nor,GreeJa22,off_pct,0%,,,,,
player,201310130nwe,nor,GreeJa22,defense,85,,,,,
player,201310130nwe,nor,GreeJa22,def_pct,98%,,,,,
player,201310130nwe,nor,GreeJa22,special_teams,0,,,,,
player,201310130nwe,nor,GreeJa22,st_pct,0%,,,,,
player,201310130nwe,nor,LewiKe96,pos,CB,,,,,
player,201310130nwe,nor,LewiKe96,offense,0,,,,,
player,201310130nwe,nor,LewiKe96,off_pct,0%,,,,,
player,201310130nwe,nor,LewiKe96,defense,81,,,,,
player,201310130nwe,nor,LewiKe96,def_pct,93%,,,,,
player,201310130nwe,nor,LewiKe96,special_teams,0,,,,,
player,201310130nwe,nor,LewiKe96,st_pct,0%,,,,,
player,201310130nwe,nor,GaleJu00,pos,LB,,,,,
player,201310130nwe,nor,GaleJu00,offense,0,,,,,
player,201310130nwe,nor,GaleJu00,off_pct,0%,,,,,
player,201310130nwe,nor,GaleJu00,defense,75,,,,,
player,201310130nwe,nor,GaleJu00,def_pct,86%,,,,,
player,201310130nwe,nor,GaleJu00,special_teams,2,,,,,
player,201310130nwe,nor,GaleJu00,st_pct,6%,,,,,
player,201310130nwe,nor,JordCa00,pos,DE,,,,,
player,201310130nwe,nor,JordCa00,offense,0,,,,,
player,201310130nwe,nor,JordCa00,off_pct,0%,,,,,
player,201310130nwe,nor,JordCa00,defense,73,,,,,
player,201310130nwe,nor,JordCa00,def_pct,84%,,,,,
player,201310130nwe,nor,JordCa00,special_teams,4,,,,,
player,201310130nwe,nor,JordCa00,st_pct,12%,,,,,
player,201310130nwe,nor,HawtDa20,pos,LB,,,,,
player,201310130nwe,nor,HawtDa20,offense,0,,,,,
player,201310130nwe,nor,HawtDa20,off_pct,0%,,,,,
player,201310130nwe,nor,HawtDa20,defense,72,,,,,
player,201310130nwe,nor,HawtDa20,def_pct,83%,,,,,
player,201310130nwe,nor,HawtDa20,special_teams,6,,,,,
player,201310130nwe,nor,HawtDa20,st_pct,18%,,,,,
player,201310130nwe,nor,BushRa00,pos,FS,,,,,
player,201310130nwe,nor,BushRa00,offense,0,,,,,
player,201310130nwe,nor,BushRa00,off_pct,0%,,,,,
player,201310130nwe,nor,BushRa00,defense,63,,,,,
player,201310130nwe,nor,BushRa00,def_pct,72%,,,,,
player,201310130nwe,nor,BushRa00,special_teams,17,,,,,
player,201310130nwe,nor,BushRa00,st_pct,50%,,,,,
player,201310130nwe,nor,HumbRa00,pos,LB,,,,,
player,201310130nwe,nor,HumbRa00,offense,0,,,,,
player,201310130nwe,nor,HumbRa00,off_pct,0%,,,,,
player,201310130nwe,nor,HumbRa00,defense,48,,,,,
player,201310130nwe,nor,HumbRa00,def_pct,55%,,,,,
player,201310130nwe,nor,HumbRa00,special_teams,23,,,,,
player,201310130nwe,nor,HumbRa00,st_pct,68%,,,,,
player,201310130nwe,nor,HickAk00,pos,DE,,,,,
player,201310130nwe,nor,HickAk00,offense,0,,,,,
player,201310130nwe,nor,HickAk00,off_pct,0%,,,,,
player,201310130nwe,nor,HickAk00,defense,48,,,,,
player,201310130nwe,nor,HickAk00,def_pct,55%,,,,,
player,201310130nwe,nor,HickAk00,special_teams,6,,,,,
player,201310130nwe,nor,HickAk00,st_pct,18%,,,,,
player,201310130nwe,nor,FostGl00,pos,DE,,,,,
player,201310130nwe,nor,FostGl00,offense,0,,,,,
player,201310130nwe,nor,FostGl00,off_pct,0%,,,,,
player,201310130nwe,nor,FostGl00,defense,38,,,,,
player,201310130nwe,nor,FostGl00,def_pct,44%,,,,,
player,201310130nwe,nor,FostGl00,special_teams,6,,,,,
player,201310130nwe,nor,FostGl00,st_pct,18%,,,,,
player,201310130nwe,nor,HaraPa20,pos,LB,,,,,
player,201310130nwe,nor,HaraPa20,offense,0,,,,,
player,201310130nwe,nor,HaraPa20,off_pct,0%,,,,,
player,201310130nwe,nor,HaraPa20,defense,24,,,,,
player,201310130nwe,nor,HaraPa20,def_pct,28%,,,,,
player,201310130nwe,nor,HaraPa20,special_teams,6,,,,,
player,201310130nwe,nor,HaraPa20,st_pct,18%,,,,,
player,201310130nwe,nor,JohnTo01,pos,DE,,,,,
player,201310130nwe,nor,JohnTo01,offense,0,,,,,
player,201310130nwe,nor,JohnTo01,off_pct,0%,,,,,
player,201310130nwe,nor,JohnTo01,defense,21,,,,,
player,201310130nwe,nor,JohnTo01,def_pct,24%,,,,,
player,201310130nwe,nor,JohnTo01,special_teams,0,,,,,
player,201310130nwe,nor,JohnTo01,st_pct,0%,,,,,
player,201310130nwe,nor,JenkJo00,pos,NT,,,,,
player,201310130nwe,nor,JenkJo00,offense,0,,,,,
player,201310130nwe,nor,JenkJo00,off_pct,0%,,,,,
player,201310130nwe,nor,JenkJo00,defense,19,,,,,
player,201310130nwe,nor,JenkJo00,def_pct,22%,,,,,
player,201310130nwe,nor,JenkJo00,special_teams,6,,,,,
player,201310130nwe,nor,JenkJo00,st_pct,18%,,,,,
player,201310130nwe,nor,WhitCo01,pos,CB,,,,,
player,201310130nwe,nor,WhitCo01,offense,0,,,,,
player,201310130nwe,nor,WhitCo01,off_pct,0%,,,,,
player,201310130nwe,nor,WhitCo01,defense,16,,,,,
player,201310130nwe,nor,WhitCo01,def_pct,18%,,,,,
player,201310130nwe,nor,WhitCo01,special_teams,28,,,,,
player,201310130nwe,nor,WhitCo01,st_pct,82%,,,,,
player,201310130nwe,nor,DawsKe99,pos,DE,,,,,
player,201310130nwe,nor,DawsKe99,offense,0,,,,,
player,201310130nwe,nor,DawsKe99,off_pct,0%,,,,,
player,201310130nwe,nor,DawsKe99,defense,12,,,,,
player,201310130nwe,nor,DawsKe99,def_pct,14%,,,,,
player,201310130nwe,nor,DawsKe99,special_teams,16,,,,,
player,201310130nwe,nor,DawsKe99,st_pct,47%,,,,,
player,201310130nwe,nor,ReddKe00,pos,LB,,,,,
