game,2013,14,20131208,201312080rav,min,"Minnesota Vikings",26,rav,"Baltimore Ravens",29
player,201312080rav,min,GerhTo00,targets,1,,,,,
player,201312080rav,min,GerhTo00,rec,0,,,,,
player,201312080rav,min,GerhTo00,rec_yds,0,,,,,
player,201312080rav,min,GerhTo00,rec_td,0,,,,,
player,201312080rav,min,GerhTo00,rec_long,0,,,,,
player,201312080rav,min,GerhTo00,fumbles,1,,,,,
player,201312080rav,min,GerhTo00,fumbles_lost,1,,,,,
player,201312080rav,min,PeteAd01,pass_cmp,0,,,,,
player,201312080rav,min,PeteAd01,pass_att,0,,,,,
player,201312080rav,min,PeteAd01,pass_yds,0,,,,,
player,201312080rav,min,PeteAd01,pass_td,0,,,,,
player,201312080rav,min,PeteAd01,pass_int,0,,,,,
player,201312080rav,min,PeteAd01,pass_sacked,0,,,,,
player,201312080rav,min,PeteAd01,pass_sacked_yds,0,,,,,
player,201312080rav,min,PeteAd01,pass_long,0,,,,,
player,201312080rav,min,PeteAd01,pass_rating,,,,,,
player,201312080rav,min,PeteAd01,rush_att,7,,,,,
player,201312080rav,min,PeteAd01,rush_yds,13,,,,,
player,201312080rav,min,PeteAd01,rush_td,0,,,,,
player,201312080rav,min,PeteAd01,rush_long,4,,,,,
player,201312080rav,min,PeteAd01,targets,2,,,,,
player,201312080rav,min,PeteAd01,rec,1,,,,,
player,201312080rav,min,PeteAd01,rec_yds,4,,,,,
player,201312080rav,min,PeteAd01,rec_td,0,,,,,
player,201312080rav,min,PeteAd01,rec_long,4,,,,,
player,201312080rav,min,PeteAd01,fumbles,1,,,,,
player,201312080rav,min,PeteAd01,fumbles_lost,0,,,,,
player,201312080rav,min,PattCo00,pass_cmp,0,,,,,
player,201312080rav,min,PattCo00,pass_att,0,,,,,
player,201312080rav,min,PattCo00,pass_yds,0,,,,,
player,201312080rav,min,PattCo00,pass_td,0,,,,,
player,201312080rav,min,PattCo00,pass_int,0,,,,,
player,201312080rav,min,PattCo00,pass_sacked,0,,,,,
player,201312080rav,min,PattCo00,pass_sacked_yds,0,,,,,
player,201312080rav,min,PattCo00,pass_long,0,,,,,
player,201312080rav,min,PattCo00,pass_rating,,,,,,
player,201312080rav,min,PattCo00,rush_att,1,,,,,
player,201312080rav,min,PattCo00,rush_yds,6,,,,,
player,201312080rav,min,PattCo00,rush_td,0,,,,,
player,201312080rav,min,PattCo00,rush_long,6,,,,,
player,201312080rav,min,PattCo00,targets,7,,,,,
player,201312080rav,min,PattCo00,rec,5,,,,,
player,201312080rav,min,PattCo00,rec_yds,141,,,,,
player,201312080rav,min,PattCo00,rec_td,1,,,,,
player,201312080rav,min,PattCo00,rec_long,79,,,,,
player,201312080rav,min,PattCo00,fumbles,0,,,,,
player,201312080rav,min,PattCo00,fumbles_lost,0,,,,,
player,201312080rav,min,JennGr00,pass_cmp,0,,,,,
player,201312080rav,min,JennGr00,pass_att,0,,,,,
player,201312080rav,min,JennGr00,pass_yds,0,,,,,
player,201312080rav,min,JennGr00,pass_td,0,,,,,
player,201312080rav,min,JennGr00,pass_int,0,,,,,
player,201312080rav,min,JennGr00,pass_sacked,0,,,,,
player,201312080rav,min,JennGr00,pass_sacked_yds,0,,,,,
player,201312080rav,min,JennGr00,pass_long,0,,,,,
player,201312080rav,min,JennGr00,pass_rating,,,,,,
player,201312080rav,min,JennGr00,rush_att,0,,,,,
player,201312080rav,min,JennGr00,rush_yds,0,,,,,
player,201312080rav,min,JennGr00,rush_td,0,,,,,
player,201312080rav,min,JennGr00,rush_long,0,,,,,
player,201312080rav,min,JennGr00,targets,10,,,,,
player,201312080rav,min,JennGr00,rec,5,,,,,
player,201312080rav,min,JennGr00,rec_yds,53,,,,,
player,201312080rav,min,JennGr00,rec_td,0,,,,,
player,201312080rav,min,JennGr00,rec_long,19,,,,,
player,201312080rav,min,JennGr00,fumbles,0,,,,,
player,201312080rav,min,JennGr00,fumbles_lost,0,,,,,
player,201312080rav,min,SimpJe00,pass_cmp,0,,,,,
player,201312080rav,min,SimpJe00,pass_att,0,,,,,
player,201312080rav,min,SimpJe00,pass_yds,0,,,,,
player,201312080rav,min,SimpJe00,pass_td,0,,,,,
player,201312080rav,min,SimpJe00,pass_int,0,,,,,
player,201312080rav,min,SimpJe00,pass_sacked,0,,,,,
player,201312080rav,min,SimpJe00,pass_sacked_yds,0,,,,,
player,201312080rav,min,SimpJe00,pass_long,0,,,,,
player,201312080rav,min,SimpJe00,pass_rating,,,,,,
player,201312080rav,min,SimpJe00,rush_att,0,,,,,
player,201312080rav,min,SimpJe00,rush_yds,0,,,,,
player,201312080rav,min,SimpJe00,rush_td,0,,,,,
player,201312080rav,min,SimpJe00,rush_long,0,,,,,
player,201312080rav,min,SimpJe00,targets,8,,,,,
player,201312080rav,min,SimpJe00,rec,4,,,,,
player,201312080rav,min,SimpJe00,rec_yds,48,,,,,
player,201312080rav,min,SimpJe00,rec_td,1,,,,,
player,201312080rav,min,SimpJe00,rec_long,27,,,,,
player,201312080rav,min,SimpJe00,fumbles,1,,,,,
player,201312080rav,min,SimpJe00,fumbles_lost,0,,,,,
player,201312080rav,min,CarlJo00,pass_cmp,0,,,,,
player,201312080rav,min,CarlJo00,pass_att,0,,,,,
player,201312080rav,min,CarlJo00,pass_yds,0,,,,,
player,201312080rav,min,CarlJo00,pass_td,0,,,,,
player,201312080rav,min,CarlJo00,pass_int,0,,,,,
player,201312080rav,min,CarlJo00,pass_sacked,0,,,,,
player,201312080rav,min,CarlJo00,pass_sacked_yds,0,,,,,
player,201312080rav,min,CarlJo00,pass_long,0,,,,,
player,201312080rav,min,CarlJo00,pass_rating,,,,,,
player,201312080rav,min,CarlJo00,rush_att,0,,,,,
player,201312080rav,min,CarlJo00,rush_yds,0,,,,,
player,201312080rav,min,CarlJo00,rush_td,0,,,,,
player,201312080rav,min,CarlJo00,rush_long,0,,,,,
player,201312080rav,min,CarlJo00,targets,4,,,,,
player,201312080rav,min,CarlJo00,rec,2,,,,,
player,201312080rav,min,CarlJo00,rec_yds,19,,,,,
player,201312080rav,min,CarlJo00,rec_td,0,,,,,
player,201312080rav,min,CarlJo00,rec_long,12,,,,,
player,201312080rav,min,CarlJo00,fumbles,0,,,,,
player,201312080rav,min,CarlJo00,fumbles_lost,0,,,,,
player,201312080rav,min,FordCh00,pass_cmp,0,,,,,
player,201312080rav,min,FordCh00,pass_att,0,,,,,
player,201312080rav,min,FordCh00,pass_yds,0,,,,,
player,201312080rav,min,FordCh00,pass_td,0,,,,,
player,201312080rav,min,FordCh00,pass_int,0,,,,,
player,201312080rav,min,FordCh00,pass_sacked,0,,,,,
player,201312080rav,min,FordCh00,pass_sacked_yds,0,,,,,
player,201312080rav,min,FordCh00,pass_long,0,,,,,
player,201312080rav,min,FordCh00,pass_rating,,,,,,
player,201312080rav,min,FordCh00,rush_att,0,,,,,
player,201312080rav,min,FordCh00,rush_yds,0,,,,,
player,201312080rav,min,FordCh00,rush_td,0,,,,,
player,201312080rav,min,FordCh00,rush_long,0,,,,,
player,201312080rav,min,FordCh00,targets,1,,,,,
player,201312080rav,min,FordCh00,rec,0,,,,,
player,201312080rav,min,FordCh00,rec_yds,0,,,,,
player,201312080rav,min,FordCh00,rec_td,0,,,,,
player,201312080rav,min,FordCh00,rec_long,0,,,,,
player,201312080rav,min,FordCh00,fumbles,0,,,,,
player,201312080rav,min,FordCh00,fumbles_lost,0,,,,,
player,201312080rav,min,FeltJe00,pass_cmp,0,,,,,
player,201312080rav,min,FeltJe00,pass_att,0,,,,,
player,201312080rav,min,FeltJe00,pass_yds,0,,,,,
player,201312080rav,min,FeltJe00,pass_td,0,,,,,
player,201312080rav,min,FeltJe00,pass_int,0,,,,,
player,201312080rav,min,FeltJe00,pass_sacked,0,,,,,
player,201312080rav,min,FeltJe00,pass_sacked_yds,0,,,,,
player,201312080rav,min,FeltJe00,pass_long,0,,,,,
player,201312080rav,min,FeltJe00,pass_rating,,,,,,
player,201312080rav,min,FeltJe00,rush_att,0,,,,,
player,201312080rav,min,FeltJe00,rush_yds,0,,,,,
player,201312080rav,min,FeltJe00,rush_td,0,,,,,
player,201312080rav,min,FeltJe00,rush_long,0,,,,,
player,201312080rav,min,FeltJe00,targets,1,,,,,
player,201312080rav,min,FeltJe00,rec,0,,,,,
player,201312080rav,min,FeltJe00,rec_yds,0,,,,,
player,201312080rav,min,FeltJe00,rec_td,0,,,,,
player,201312080rav,min,FeltJe00,rec_long,0,,,,,
player,201312080rav,min,FeltJe00,fumbles,0,,,,,
player,201312080rav,min,FeltJe00,fumbles_lost,0,,,,,
player,201312080rav,min,ElliRh00,pass_cmp,0,,,,,
player,201312080rav,min,ElliRh00,pass_att,0,,,,,
player,201312080rav,min,ElliRh00,pass_yds,0,,,,,
player,201312080rav,min,ElliRh00,pass_td,0,,,,,
player,201312080rav,min,ElliRh00,pass_int,0,,,,,
player,201312080rav,min,ElliRh00,pass_sacked,0,,,,,
player,201312080rav,min,ElliRh00,pass_sacked_yds,0,,,,,
player,201312080rav,min,ElliRh00,pass_long,0,,,,,
player,201312080rav,min,ElliRh00,pass_rating,,,,,,
player,201312080rav,min,ElliRh00,rush_att,0,,,,,
player,201312080rav,min,ElliRh00,rush_yds,0,,,,,
player,201312080rav,min,ElliRh00,rush_td,0,,,,,
player,201312080rav,min,ElliRh00,rush_long,0,,,,,
player,201312080rav,min,ElliRh00,targets,3,,,,,
player,201312080rav,min,ElliRh00,rec,0,,,,,
player,201312080rav,min,ElliRh00,rec_yds,0,,,,,
player,201312080rav,min,ElliRh00,rec_td,0,,,,,
player,201312080rav,min,ElliRh00,rec_long,0,,,,,
player,201312080rav,min,ElliRh00,fumbles,0,,,,,
player,201312080rav,min,ElliRh00,fumbles_lost,0,,,,,
player,201312080rav,min,WrigJa02,pass_cmp,0,,,,,
player,201312080rav,min,WrigJa02,pass_att,0,,,,,
player,201312080rav,min,WrigJa02,pass_yds,0,,,,,
player,201312080rav,min,WrigJa02,pass_td,0,,,,,
player,201312080rav,min,WrigJa02,pass_int,0,,,,,
player,201312080rav,min,WrigJa02,pass_sacked,0,,,,,
player,201312080rav,min,WrigJa02,pass_sacked_yds,0,,,,,
player,201312080rav,min,WrigJa02,pass_long,0,,,,,
player,201312080rav,min,WrigJa02,pass_rating,,,,,,
player,201312080rav,min,WrigJa02,rush_att,0,,,,,
player,201312080rav,min,WrigJa02,rush_yds,0,,,,,
player,201312080rav,min,WrigJa02,rush_td,0,,,,,
player,201312080rav,min,WrigJa02,rush_long,0,,,,,
player,201312080rav,min,WrigJa02,targets,1,,,,,
player,201312080rav,min,WrigJa02,rec,0,,,,,
player,201312080rav,min,WrigJa02,rec_yds,0,,,,,
player,201312080rav,min,WrigJa02,rec_td,0,,,,,
player,201312080rav,min,WrigJa02,rec_long,0,,,,,
player,201312080rav,min,WrigJa02,fumbles,0,,,,,
player,201312080rav,min,WrigJa02,fumbles_lost,0,,,,,
player,201312080rav,rav,FlacJo00,pass_cmp,28,,,,,
player,201312080rav,rav,FlacJo00,pass_att,50,,,,,
player,201312080rav,rav,FlacJo00,pass_yds,245,,,,,
player,201312080rav,rav,FlacJo00,pass_td,3,,,,,
player,201312080rav,rav,FlacJo00,pass_int,3,,,,,
player,201312080rav,rav,FlacJo00,pass_sacked,2,,,,,
player,201312080rav,rav,FlacJo00,pass_sacked_yds,17,,,,,
player,201312080rav,rav,FlacJo00,pass_long,35,,,,,
player,201312080rav,rav,FlacJo00,pass_rating,64.2,,,,,
player,201312080rav,rav,FlacJo00,rush_att,1,,,,,
player,201312080rav,rav,FlacJo00,rush_yds,22,,,,,
player,201312080rav,rav,FlacJo00,rush_td,0,,,,,
player,201312080rav,rav,FlacJo00,rush_long,22,,,,,
player,201312080rav,rav,FlacJo00,targets,0,,,,,
player,201312080rav,rav,FlacJo00,rec,0,,,,,
player,201312080rav,rav,FlacJo00,rec_yds,0,,,,,
player,201312080rav,rav,FlacJo00,rec_td,0,,,,,
player,201312080rav,rav,FlacJo00,rec_long,0,,,,,
player,201312080rav,rav,FlacJo00,fumbles,0,,,,,
player,201312080rav,rav,FlacJo00,fumbles_lost,0,,,,,
player,201312080rav,rav,RiceRa00,pass_cmp,0,,,,,
player,201312080rav,rav,RiceRa00,pass_att,0,,,,,
player,201312080rav,rav,RiceRa00,pass_yds,0,,,,,
player,201312080rav,rav,RiceRa00,pass_td,0,,,,,
player,201312080rav,rav,RiceRa00,pass_int,0,,,,,
player,201312080rav,rav,RiceRa00,pass_sacked,0,,,,,
player,201312080rav,rav,RiceRa00,pass_sacked_yds,0,,,,,
player,201312080rav,rav,RiceRa00,pass_long,0,,,,,
player,201312080rav,rav,RiceRa00,pass_rating,,,,,,
player,201312080rav,rav,RiceRa00,rush_att,17,,,,,
player,201312080rav,rav,RiceRa00,rush_yds,67,,,,,
player,201312080rav,rav,RiceRa00,rush_td,0,,,,,
player,201312080rav,rav,RiceRa00,rush_long,12,,,,,
player,201312080rav,rav,RiceRa00,targets,5,,,,,
player,201312080rav,rav,RiceRa00,rec,5,,,,,
player,201312080rav,rav,RiceRa00,rec_yds,42,,,,,
player,201312080rav,rav,RiceRa00,rec_td,0,,,,,
player,201312080rav,rav,RiceRa00,rec_long,13,,,,,
player,201312080rav,rav,RiceRa00,fumbles,0,,,,,
player,201312080rav,rav,RiceRa00,fumbles_lost,0,,,,,
player,201312080rav,rav,PierBe00,pass_cmp,0,,,,,
player,201312080rav,rav,PierBe00,pass_att,0,,,,,
player,201312080rav,rav,PierBe00,pass_yds,0,,,,,
player,201312080rav,rav,PierBe00,pass_td,0,,,,,
player,201312080rav,rav,PierBe00,pass_int,0,,,,,
player,201312080rav,rav,PierBe00,pass_sacked,0,,,,,
player,201312080rav,rav,PierBe00,pass_sacked_yds,0,,,,,
player,201312080rav,rav,PierBe00,pass_long,0,,,,,
player,201312080rav,rav,PierBe00,pass_rating,,,,,,
player,201312080rav,rav,PierBe00,rush_att,7,,,,,
player,201312080rav,rav,PierBe00,rush_yds,12,,,,,
player,201312080rav,rav,PierBe00,rush_td,0,,,,,
player,201312080rav,rav,PierBe00,rush_long,6,,,,,
player,201312080rav,rav,PierBe00,targets,2,,,,,
player,201312080rav,rav,PierBe00,rec,1,,,,,
player,201312080rav,rav,PierBe00,rec_yds,5,,,,,
player,201312080rav,rav,PierBe00,rec_td,0,,,,,
player,201312080rav,rav,PierBe00,rec_long,5,,,,,
player,201312080rav,rav,PierBe00,fumbles,0,,,,,
player,201312080rav,rav,PierBe00,fumbles_lost,0,,,,,
player,201312080rav,rav,BrowMa00,pass_cmp,0,,,,,
player,201312080rav,rav,BrowMa00,pass_att,0,,,,,
player,201312080rav,rav,BrowMa00,pass_yds,0,,,,,
player,201312080rav,rav,BrowMa00,pass_td,0,,,,,
player,201312080rav,rav,BrowMa00,pass_int,0,,,,,
player,201312080rav,rav,BrowMa00,pass_sacked,0,,,,,
player,201312080rav,rav,BrowMa00,pass_sacked_yds,0,,,,,
player,201312080rav,rav,BrowMa00,pass_long,0,,,,,
player,201312080rav,rav,BrowMa00,pass_rating,,,,,,
player,201312080rav,rav,BrowMa00,rush_att,0,,,,,
player,201312080rav,rav,BrowMa00,rush_yds,0,,,,,
player,201312080rav,rav,BrowMa00,rush_td,0,,,,,
player,201312080rav,rav,BrowMa00,rush_long,0,,,,,
player,201312080rav,rav,BrowMa00,targets,11,,,,,
player,201312080rav,rav,BrowMa00,rec,7,,,,,
player,201312080rav,rav,BrowMa00,rec_yds,92,,,,,
player,201312080rav,rav,BrowMa00,rec_td,1,,,,,
player,201312080rav,rav,BrowMa00,rec_long,35,,,,,
player,201312080rav,rav,BrowMa00,fumbles,0,,,,,
player,201312080rav,rav,BrowMa00,fumbles_lost,0,,,,,
player,201312080rav,rav,PittDe00,pass_cmp,0,,,,,
player,201312080rav,rav,PittDe00,pass_att,0,,,,,
player,201312080rav,rav,PittDe00,pass_yds,0,,,,,
player,201312080rav,rav,PittDe00,pass_td,0,,,,,
player,201312080rav,rav,PittDe00,pass_int,0,,,,,
player,201312080rav,rav,PittDe00,pass_sacked,0,,,,,
player,201312080rav,rav,PittDe00,pass_sacked_yds,0,,,,,
player,201312080rav,rav,PittDe00,pass_long,0,,,,,
player,201312080rav,rav,PittDe00,pass_rating,,,,,,
player,201312080rav,rav,PittDe00,rush_att,0,,,,,
player,201312080rav,rav,PittDe00,rush_yds,0,,,,,
player,201312080rav,rav,PittDe00,rush_td,0,,,,,
player,201312080rav,rav,PittDe00,rush_long,0,,,,,
player,201312080rav,rav,PittDe00,targets,11,,,,,
player,201312080rav,rav,PittDe00,rec,6,,,,,
player,201312080rav,rav,PittDe00,rec_yds,48,,,,,
player,201312080rav,rav,PittDe00,rec_td,1,,,,,
player,201312080rav,rav,PittDe00,rec_long,18,,,,,
player,201312080rav,rav,PittDe00,fumbles,0,,,,,
player,201312080rav,rav,PittDe00,fumbles_lost,0,,,,,
player,201312080rav,rav,SmitTo02,pass_cmp,0,,,,,
player,201312080rav,rav,SmitTo02,pass_att,0,,,,,
player,201312080rav,rav,SmitTo02,pass_yds,0,,,,,
player,201312080rav,rav,SmitTo02,pass_td,0,,,,,
player,201312080rav,rav,SmitTo02,pass_int,0,,,,,
player,201312080rav,rav,SmitTo02,pass_sacked,0,,,,,
player,201312080rav,rav,SmitTo02,pass_sacked_yds,0,,,,,
player,201312080rav,rav,SmitTo02,pass_long,0,,,,,
player,201312080rav,rav,SmitTo02,pass_rating,,,,,,
player,201312080rav,rav,SmitTo02,rush_att,0,,,,,
player,201312080rav,rav,SmitTo02,rush_yds,0,,,,,
player,201312080rav,rav,SmitTo02,rush_td,0,,,,,
player,201312080rav,rav,SmitTo02,rush_long,0,,,,,
player,201312080rav,rav,SmitTo02,targets,5,,,,,
player,201312080rav,rav,SmitTo02,rec,1,,,,,
player,201312080rav,rav,SmitTo02,rec_yds,11,,,,,
player,201312080rav,rav,SmitTo02,rec_td,0,,,,,
player,201312080rav,rav,SmitTo02,rec_long,11,,,,,
player,201312080rav,rav,SmitTo02,fumbles,1,,,,,
player,201312080rav,rav,SmitTo02,fumbles_lost,0,,,,,
player,201312080rav,rav,DickEd00,pass_cmp,0,,,,,
player,201312080rav,rav,DickEd00,pass_att,0,,,,,
player,201312080rav,rav,DickEd00,pass_yds,0,,,,,
player,201312080rav,rav,DickEd00,pass_td,0,,,,,
player,201312080rav,rav,DickEd00,pass_int,0,,,,,
player,201312080rav,rav,DickEd00,pass_sacked,0,,,,,
player,201312080rav,rav,DickEd00,pass_sacked_yds,0,,,,,
player,201312080rav,rav,DickEd00,pass_long,0,,,,,
player,201312080rav,rav,DickEd00,pass_rating,,,,,,
player,201312080rav,rav,DickEd00,rush_att,0,,,,,
player,201312080rav,rav,DickEd00,rush_yds,0,,,,,
player,201312080rav,rav,DickEd00,rush_td,0,,,,,
player,201312080rav,rav,DickEd00,rush_long,0,,,,,
player,201312080rav,rav,DickEd00,targets,5,,,,,
player,201312080rav,rav,DickEd00,rec,2,,,,,
player,201312080rav,rav,DickEd00,rec_yds,8,,,,,
player,201312080rav,rav,DickEd00,rec_td,1,,,,,
player,201312080rav,rav,DickEd00,rec_long,7,,,,,
player,201312080rav,rav,DickEd00,fumbles,0,,,,,
player,201312080rav,rav,DickEd00,fumbles_lost,0,,,,,
player,201312080rav,rav,StokBr00,pass_cmp,0,,,,,
player,201312080rav,rav,StokBr00,pass_att,0,,,,,
player,201312080rav,rav,StokBr00,pass_yds,0,,,,,
player,201312080rav,rav,StokBr00,pass_td,0,,,,,
player,201312080rav,rav,StokBr00,pass_int,0,,,,,
player,201312080rav,rav,StokBr00,pass_sacked,0,,,,,
player,201312080rav,rav,StokBr00,pass_sacked_yds,0,,,,,
player,201312080rav,rav,StokBr00,pass_long,0,,,,,
player,201312080rav,rav,StokBr00,pass_rating,,,,,,
player,201312080rav,rav,StokBr00,rush_att,0,,,,,
player,201312080rav,rav,StokBr00,rush_yds,0,,,,,
player,201312080rav,rav,StokBr00,rush_td,0,,,,,
player,201312080rav,rav,StokBr00,rush_long,0,,,,,
player,201312080rav,rav,StokBr00,targets,1,,,,,
player,201312080rav,rav,StokBr00,rec,1,,,,,
player,201312080rav,rav,StokBr00,rec_yds,2,,,,,
player,201312080rav,rav,StokBr00,rec_td,0,,,,,
player,201312080rav,rav,StokBr00,rec_long,2,,,,,
player,201312080rav,rav,StokBr00,fumbles,0,,,,,
player,201312080rav,rav,StokBr00,fumbles_lost,0,,,,,
player,201312080rav,rav,LeacVo00,pass_cmp,0,,,,,
player,201312080rav,rav,LeacVo00,pass_att,0,,,,,
player,201312080rav,rav,LeacVo00,pass_yds,0,,,,,
player,201312080rav,rav,LeacVo00,pass_td,0,,,,,
player,201312080rav,rav,LeacVo00,pass_int,0,,,,,
player,201312080rav,rav,LeacVo00,pass_sacked,0,,,,,
player,201312080rav,rav,LeacVo00,pass_sacked_yds,0,,,,,
player,201312080rav,rav,LeacVo00,pass_long,0,,,,,
player,201312080rav,rav,LeacVo00,pass_rating,,,,,,
player,201312080rav,rav,LeacVo00,rush_att,1,,,,,
player,201312080rav,rav,LeacVo00,rush_yds,0,,,,,
player,201312080rav,rav,LeacVo00,rush_td,0,,,,,
player,201312080rav,rav,LeacVo00,rush_long,0,,,,,
player,201312080rav,rav,LeacVo00,targets,2,,,,,
player,201312080rav,rav,LeacVo00,rec,1,,,,,
player,201312080rav,rav,LeacVo00,rec_yds,0,,,,,
player,201312080rav,rav,LeacVo00,rec_td,0,,,,,
player,201312080rav,rav,LeacVo00,rec_long,0,,,,,
player,201312080rav,rav,LeacVo00,fumbles,0,,,,,
player,201312080rav,rav,LeacVo00,fumbles_lost,0,,,,,
player,201312080rav,rav,JoneJa03,pass_cmp,0,,,,,
player,201312080rav,rav,JoneJa03,pass_att,0,,,,,
player,201312080rav,rav,JoneJa03,pass_yds,0,,,,,
player,201312080rav,rav,JoneJa03,pass_td,0,,,,,
player,201312080rav,rav,JoneJa03,pass_int,0,,,,,
player,201312080rav,rav,JoneJa03,pass_sacked,0,,,,,
player,201312080rav,rav,JoneJa03,pass_sacked_yds,0,,,,,
player,201312080rav,rav,JoneJa03,pass_long,0,,,,,
player,201312080rav,rav,JoneJa03,pass_rating,,,,,,
player,201312080rav,rav,JoneJa03,rush_att,1,,,,,
player,201312080rav,rav,JoneJa03,rush_yds,-4,,,,,
player,201312080rav,rav,JoneJa03,rush_td,0,,,,,
player,201312080rav,rav,JoneJa03,rush_long,-4,,,,,
player,201312080rav,rav,JoneJa03,targets,7,,,,,
player,201312080rav,rav,JoneJa03,rec,4,,,,,
player,201312080rav,rav,JoneJa03,rec_yds,37,,,,,
player,201312080rav,rav,JoneJa03,rec_td,0,,,,,
player,201312080rav,rav,JoneJa03,rec_long,15,,,,,
player,201312080rav,rav,JoneJa03,fumbles,0,,,,,
player,201312080rav,rav,JoneJa03,fumbles_lost,0,,,,,
player,201312080rav,min,GreeCh99,def_int,1,,,,,
player,201312080rav,min,GreeCh99,def_int_yds,0,,,,,
player,201312080rav,min,GreeCh99,def_int_td,0,,,,,
player,201312080rav,min,GreeCh99,def_int_long,0,,,,,
player,201312080rav,min,GreeCh99,pass_defended,1,,,,,
player,201312080rav,min,GreeCh99,sacks,0.0,,,,,
player,201312080rav,min,GreeCh99,tackles_combined,11,,,,,
player,201312080rav,min,GreeCh99,tackles_solo,6,,,,,
player,201312080rav,min,GreeCh99,tackles_assists,5,,,,,
player,201312080rav,min,GreeCh99,tackles_loss,1,,,,,
player,201312080rav,min,GreeCh99,qb_hits,0,,,,,
player,201312080rav,min,GreeCh99,fumbles_rec,0,,,,,
player,201312080rav,min,GreeCh99,fumbles_rec_yds,0,,,,,
player,201312080rav,min,GreeCh99,fumbles_rec_td,0,,,,,
player,201312080rav,min,GreeCh99,fumbles_forced,0,,,,,
player,201312080rav,min,SendAn00,def_int,1,,,,,
player,201312080rav,min,SendAn00,def_int_yds,1,,,,,
player,201312080rav,min,SendAn00,def_int_td,0,,,,,
player,201312080rav,min,SendAn00,def_int_long,1,,,,,
player,201312080rav,min,SendAn00,pass_defended,2,,,,,
player,201312080rav,min,SendAn00,sacks,0.0,,,,,
player,201312080rav,min,SendAn00,tackles_combined,3,,,,,
player,201312080rav,min,SendAn00,tackles_solo,1,,,,,
player,201312080rav,min,SendAn00,tackles_assists,2,,,,,
