game,2013,10,20131107,201311070min,was,"Washington Redskins",27,min,"Minnesota Vikings",34
player,201311070min,was,MossSa00,rush_att,0,,,,,
player,201311070min,was,MossSa00,rush_yds,0,,,,,
player,201311070min,was,MossSa00,rush_td,0,,,,,
player,201311070min,was,MossSa00,rush_long,0,,,,,
player,201311070min,was,MossSa00,targets,3,,,,,
player,201311070min,was,MossSa00,rec,1,,,,,
player,201311070min,was,MossSa00,rec_yds,13,,,,,
player,201311070min,was,MossSa00,rec_td,0,,,,,
player,201311070min,was,MossSa00,rec_long,13,,,,,
player,201311070min,was,MossSa00,fumbles,0,,,,,
player,201311070min,was,MossSa00,fumbles_lost,0,,,,,
player,201311070min,was,PaulLo00,pass_cmp,0,,,,,
player,201311070min,was,PaulLo00,pass_att,0,,,,,
player,201311070min,was,PaulLo00,pass_yds,0,,,,,
player,201311070min,was,PaulLo00,pass_td,0,,,,,
player,201311070min,was,PaulLo00,pass_int,0,,,,,
player,201311070min,was,PaulLo00,pass_sacked,0,,,,,
player,201311070min,was,PaulLo00,pass_sacked_yds,0,,,,,
player,201311070min,was,PaulLo00,pass_long,0,,,,,
player,201311070min,was,PaulLo00,pass_rating,,,,,,
player,201311070min,was,PaulLo00,rush_att,0,,,,,
player,201311070min,was,PaulLo00,rush_yds,0,,,,,
player,201311070min,was,PaulLo00,rush_td,0,,,,,
player,201311070min,was,PaulLo00,rush_long,0,,,,,
player,201311070min,was,PaulLo00,targets,3,,,,,
player,201311070min,was,PaulLo00,rec,2,,,,,
player,201311070min,was,PaulLo00,rec_yds,3,,,,,
player,201311070min,was,PaulLo00,rec_td,1,,,,,
player,201311070min,was,PaulLo00,rec_long,2,,,,,
player,201311070min,was,PaulLo00,fumbles,0,,,,,
player,201311070min,was,PaulLo00,fumbles_lost,0,,,,,
player,201311070min,was,YounDa01,pass_cmp,0,,,,,
player,201311070min,was,YounDa01,pass_att,0,,,,,
player,201311070min,was,YounDa01,pass_yds,0,,,,,
player,201311070min,was,YounDa01,pass_td,0,,,,,
player,201311070min,was,YounDa01,pass_int,0,,,,,
player,201311070min,was,YounDa01,pass_sacked,0,,,,,
player,201311070min,was,YounDa01,pass_sacked_yds,0,,,,,
player,201311070min,was,YounDa01,pass_long,0,,,,,
player,201311070min,was,YounDa01,pass_rating,,,,,,
player,201311070min,was,YounDa01,rush_att,1,,,,,
player,201311070min,was,YounDa01,rush_yds,0,,,,,
player,201311070min,was,YounDa01,rush_td,0,,,,,
player,201311070min,was,YounDa01,rush_long,0,,,,,
player,201311070min,was,YounDa01,targets,1,,,,,
player,201311070min,was,YounDa01,rec,0,,,,,
player,201311070min,was,YounDa01,rec_yds,0,,,,,
player,201311070min,was,YounDa01,rec_td,0,,,,,
player,201311070min,was,YounDa01,rec_long,0,,,,,
player,201311070min,was,YounDa01,fumbles,0,,,,,
player,201311070min,was,YounDa01,fumbles_lost,0,,,,,
player,201311070min,was,MorgJo00,pass_cmp,0,,,,,
player,201311070min,was,MorgJo00,pass_att,0,,,,,
player,201311070min,was,MorgJo00,pass_yds,0,,,,,
player,201311070min,was,MorgJo00,pass_td,0,,,,,
player,201311070min,was,MorgJo00,pass_int,0,,,,,
player,201311070min,was,MorgJo00,pass_sacked,0,,,,,
player,201311070min,was,MorgJo00,pass_sacked_yds,0,,,,,
player,201311070min,was,MorgJo00,pass_long,0,,,,,
player,201311070min,was,MorgJo00,pass_rating,,,,,,
player,201311070min,was,MorgJo00,rush_att,0,,,,,
player,201311070min,was,MorgJo00,rush_yds,0,,,,,
player,201311070min,was,MorgJo00,rush_td,0,,,,,
player,201311070min,was,MorgJo00,rush_long,0,,,,,
player,201311070min,was,MorgJo00,targets,1,,,,,
player,201311070min,was,MorgJo00,rec,0,,,,,
player,201311070min,was,MorgJo00,rec_yds,0,,,,,
player,201311070min,was,MorgJo00,rec_td,0,,,,,
player,201311070min,was,MorgJo00,rec_long,0,,,,,
player,201311070min,was,MorgJo00,fumbles,1,,,,,
player,201311070min,was,MorgJo00,fumbles_lost,0,,,,,
player,201311070min,min,PondCh00,pass_cmp,17,,,,,
player,201311070min,min,PondCh00,pass_att,21,,,,,
player,201311070min,min,PondCh00,pass_yds,174,,,,,
player,201311070min,min,PondCh00,pass_td,2,,,,,
player,201311070min,min,PondCh00,pass_int,1,,,,,
player,201311070min,min,PondCh00,pass_sacked,1,,,,,
player,201311070min,min,PondCh00,pass_sacked_yds,5,,,,,
player,201311070min,min,PondCh00,pass_long,28,,,,,
player,201311070min,min,PondCh00,pass_rating,113.1,,,,,
player,201311070min,min,PondCh00,rush_att,2,,,,,
player,201311070min,min,PondCh00,rush_yds,13,,,,,
player,201311070min,min,PondCh00,rush_td,0,,,,,
player,201311070min,min,PondCh00,rush_long,14,,,,,
player,201311070min,min,PondCh00,targets,0,,,,,
player,201311070min,min,PondCh00,rec,0,,,,,
player,201311070min,min,PondCh00,rec_yds,0,,,,,
player,201311070min,min,PondCh00,rec_td,0,,,,,
player,201311070min,min,PondCh00,rec_long,0,,,,,
player,201311070min,min,PondCh00,fumbles,1,,,,,
player,201311070min,min,PondCh00,fumbles_lost,0,,,,,
player,201311070min,min,CassMa00,pass_cmp,4,,,,,
player,201311070min,min,CassMa00,pass_att,6,,,,,
player,201311070min,min,CassMa00,pass_yds,47,,,,,
player,201311070min,min,CassMa00,pass_td,0,,,,,
player,201311070min,min,CassMa00,pass_int,0,,,,,
player,201311070min,min,CassMa00,pass_sacked,0,,,,,
player,201311070min,min,CassMa00,pass_sacked_yds,0,,,,,
player,201311070min,min,CassMa00,pass_long,25,,,,,
player,201311070min,min,CassMa00,pass_rating,90.3,,,,,
player,201311070min,min,CassMa00,rush_att,1,,,,,
player,201311070min,min,CassMa00,rush_yds,-1,,,,,
player,201311070min,min,CassMa00,rush_td,0,,,,,
player,201311070min,min,CassMa00,rush_long,-1,,,,,
player,201311070min,min,CassMa00,targets,0,,,,,
player,201311070min,min,CassMa00,rec,0,,,,,
player,201311070min,min,CassMa00,rec_yds,0,,,,,
player,201311070min,min,CassMa00,rec_td,0,,,,,
player,201311070min,min,CassMa00,rec_long,0,,,,,
player,201311070min,min,CassMa00,fumbles,0,,,,,
player,201311070min,min,CassMa00,fumbles_lost,0,,,,,
player,201311070min,min,PeteAd01,pass_cmp,0,,,,,
player,201311070min,min,PeteAd01,pass_att,0,,,,,
player,201311070min,min,PeteAd01,pass_yds,0,,,,,
player,201311070min,min,PeteAd01,pass_td,0,,,,,
player,201311070min,min,PeteAd01,pass_int,0,,,,,
player,201311070min,min,PeteAd01,pass_sacked,0,,,,,
player,201311070min,min,PeteAd01,pass_sacked_yds,0,,,,,
player,201311070min,min,PeteAd01,pass_long,0,,,,,
player,201311070min,min,PeteAd01,pass_rating,,,,,,
player,201311070min,min,PeteAd01,rush_att,20,,,,,
player,201311070min,min,PeteAd01,rush_yds,75,,,,,
player,201311070min,min,PeteAd01,rush_td,2,,,,,
player,201311070min,min,PeteAd01,rush_long,18,,,,,
player,201311070min,min,PeteAd01,targets,2,,,,,
player,201311070min,min,PeteAd01,rec,2,,,,,
player,201311070min,min,PeteAd01,rec_yds,2,,,,,
player,201311070min,min,PeteAd01,rec_td,0,,,,,
player,201311070min,min,PeteAd01,rec_long,5,,,,,
player,201311070min,min,PeteAd01,fumbles,0,,,,,
player,201311070min,min,PeteAd01,fumbles_lost,0,,,,,
player,201311070min,min,GerhTo00,pass_cmp,0,,,,,
player,201311070min,min,GerhTo00,pass_att,0,,,,,
player,201311070min,min,GerhTo00,pass_yds,0,,,,,
player,201311070min,min,GerhTo00,pass_td,0,,,,,
player,201311070min,min,GerhTo00,pass_int,0,,,,,
player,201311070min,min,GerhTo00,pass_sacked,0,,,,,
player,201311070min,min,GerhTo00,pass_sacked_yds,0,,,,,
player,201311070min,min,GerhTo00,pass_long,0,,,,,
player,201311070min,min,GerhTo00,pass_rating,,,,,,
player,201311070min,min,GerhTo00,rush_att,1,,,,,
player,201311070min,min,GerhTo00,rush_yds,4,,,,,
player,201311070min,min,GerhTo00,rush_td,0,,,,,
player,201311070min,min,GerhTo00,rush_long,4,,,,,
player,201311070min,min,GerhTo00,targets,0,,,,,
player,201311070min,min,GerhTo00,rec,0,,,,,
player,201311070min,min,GerhTo00,rec_yds,0,,,,,
player,201311070min,min,GerhTo00,rec_td,0,,,,,
player,201311070min,min,GerhTo00,rec_long,0,,,,,
player,201311070min,min,GerhTo00,fumbles,0,,,,,
player,201311070min,min,GerhTo00,fumbles_lost,0,,,,,
player,201311070min,min,CarlJo00,pass_cmp,0,,,,,
player,201311070min,min,CarlJo00,pass_att,0,,,,,
player,201311070min,min,CarlJo00,pass_yds,0,,,,,
player,201311070min,min,CarlJo00,pass_td,0,,,,,
player,201311070min,min,CarlJo00,pass_int,0,,,,,
player,201311070min,min,CarlJo00,pass_sacked,0,,,,,
player,201311070min,min,CarlJo00,pass_sacked_yds,0,,,,,
player,201311070min,min,CarlJo00,pass_long,0,,,,,
player,201311070min,min,CarlJo00,pass_rating,,,,,,
player,201311070min,min,CarlJo00,rush_att,0,,,,,
player,201311070min,min,CarlJo00,rush_yds,0,,,,,
player,201311070min,min,CarlJo00,rush_td,0,,,,,
player,201311070min,min,CarlJo00,rush_long,0,,,,,
player,201311070min,min,CarlJo00,targets,7,,,,,
player,201311070min,min,CarlJo00,rec,7,,,,,
player,201311070min,min,CarlJo00,rec_yds,98,,,,,
player,201311070min,min,CarlJo00,rec_td,1,,,,,
player,201311070min,min,CarlJo00,rec_long,28,,,,,
player,201311070min,min,CarlJo00,fumbles,0,,,,,
player,201311070min,min,CarlJo00,fumbles_lost,0,,,,,
player,201311070min,min,SimpJe00,pass_cmp,0,,,,,
player,201311070min,min,SimpJe00,pass_att,0,,,,,
player,201311070min,min,SimpJe00,pass_yds,0,,,,,
player,201311070min,min,SimpJe00,pass_td,0,,,,,
player,201311070min,min,SimpJe00,pass_int,0,,,,,
player,201311070min,min,SimpJe00,pass_sacked,0,,,,,
player,201311070min,min,SimpJe00,pass_sacked_yds,0,,,,,
player,201311070min,min,SimpJe00,pass_long,0,,,,,
player,201311070min,min,SimpJe00,pass_rating,,,,,,
player,201311070min,min,SimpJe00,rush_att,0,,,,,
player,201311070min,min,SimpJe00,rush_yds,0,,,,,
player,201311070min,min,SimpJe00,rush_td,0,,,,,
player,201311070min,min,SimpJe00,rush_long,0,,,,,
player,201311070min,min,SimpJe00,targets,6,,,,,
player,201311070min,min,SimpJe00,rec,4,,,,,
player,201311070min,min,SimpJe00,rec_yds,45,,,,,
player,201311070min,min,SimpJe00,rec_td,0,,,,,
player,201311070min,min,SimpJe00,rec_long,25,,,,,
player,201311070min,min,SimpJe00,fumbles,0,,,,,
player,201311070min,min,SimpJe00,fumbles_lost,0,,,,,
player,201311070min,min,WrigJa02,pass_cmp,0,,,,,
player,201311070min,min,WrigJa02,pass_att,0,,,,,
player,201311070min,min,WrigJa02,pass_yds,0,,,,,
player,201311070min,min,WrigJa02,pass_td,0,,,,,
player,201311070min,min,WrigJa02,pass_int,0,,,,,
player,201311070min,min,WrigJa02,pass_sacked,0,,,,,
player,201311070min,min,WrigJa02,pass_sacked_yds,0,,,,,
player,201311070min,min,WrigJa02,pass_long,0,,,,,
player,201311070min,min,WrigJa02,pass_rating,,,,,,
player,201311070min,min,WrigJa02,rush_att,0,,,,,
player,201311070min,min,WrigJa02,rush_yds,0,,,,,
player,201311070min,min,WrigJa02,rush_td,0,,,,,
player,201311070min,min,WrigJa02,rush_long,0,,,,,
player,201311070min,min,WrigJa02,targets,3,,,,,
player,201311070min,min,WrigJa02,rec,2,,,,,
player,201311070min,min,WrigJa02,rec_yds,34,,,,,
player,201311070min,min,WrigJa02,rec_td,0,,,,,
player,201311070min,min,WrigJa02,rec_long,28,,,,,
player,201311070min,min,WrigJa02,fumbles,0,,,,,
player,201311070min,min,WrigJa02,fumbles_lost,0,,,,,
player,201311070min,min,PattCo00,pass_cmp,0,,,,,
player,201311070min,min,PattCo00,pass_att,0,,,,,
player,201311070min,min,PattCo00,pass_yds,0,,,,,
player,201311070min,min,PattCo00,pass_td,0,,,,,
player,201311070min,min,PattCo00,pass_int,0,,,,,
player,201311070min,min,PattCo00,pass_sacked,0,,,,,
player,201311070min,min,PattCo00,pass_sacked_yds,0,,,,,
player,201311070min,min,PattCo00,pass_long,0,,,,,
player,201311070min,min,PattCo00,pass_rating,,,,,,
player,201311070min,min,PattCo00,rush_att,0,,,,,
player,201311070min,min,PattCo00,rush_yds,0,,,,,
player,201311070min,min,PattCo00,rush_td,0,,,,,
player,201311070min,min,PattCo00,rush_long,0,,,,,
player,201311070min,min,PattCo00,targets,4,,,,,
player,201311070min,min,PattCo00,rec,2,,,,,
player,201311070min,min,PattCo00,rec_yds,22,,,,,
player,201311070min,min,PattCo00,rec_td,1,,,,,
player,201311070min,min,PattCo00,rec_long,20,,,,,
player,201311070min,min,PattCo00,fumbles,0,,,,,
player,201311070min,min,PattCo00,fumbles_lost,0,,,,,
player,201311070min,min,JennGr00,pass_cmp,0,,,,,
player,201311070min,min,JennGr00,pass_att,0,,,,,
player,201311070min,min,JennGr00,pass_yds,0,,,,,
player,201311070min,min,JennGr00,pass_td,0,,,,,
player,201311070min,min,JennGr00,pass_int,0,,,,,
player,201311070min,min,JennGr00,pass_sacked,0,,,,,
player,201311070min,min,JennGr00,pass_sacked_yds,0,,,,,
player,201311070min,min,JennGr00,pass_long,0,,,,,
player,201311070min,min,JennGr00,pass_rating,,,,,,
player,201311070min,min,JennGr00,rush_att,0,,,,,
player,201311070min,min,JennGr00,rush_yds,0,,,,,
player,201311070min,min,JennGr00,rush_td,0,,,,,
player,201311070min,min,JennGr00,rush_long,0,,,,,
player,201311070min,min,JennGr00,targets,4,,,,,
player,201311070min,min,JennGr00,rec,3,,,,,
player,201311070min,min,JennGr00,rec_yds,18,,,,,
player,201311070min,min,JennGr00,rec_td,0,,,,,
player,201311070min,min,JennGr00,rec_long,10,,,,,
player,201311070min,min,JennGr00,fumbles,0,,,,,
player,201311070min,min,JennGr00,fumbles_lost,0,,,,,
player,201311070min,min,FordCh00,pass_cmp,0,,,,,
player,201311070min,min,FordCh00,pass_att,0,,,,,
player,201311070min,min,FordCh00,pass_yds,0,,,,,
player,201311070min,min,FordCh00,pass_td,0,,,,,
player,201311070min,min,FordCh00,pass_int,0,,,,,
player,201311070min,min,FordCh00,pass_sacked,0,,,,,
player,201311070min,min,FordCh00,pass_sacked_yds,0,,,,,
player,201311070min,min,FordCh00,pass_long,0,,,,,
player,201311070min,min,FordCh00,pass_rating,,,,,,
player,201311070min,min,FordCh00,rush_att,0,,,,,
player,201311070min,min,FordCh00,rush_yds,0,,,,,
player,201311070min,min,FordCh00,rush_td,0,,,,,
player,201311070min,min,FordCh00,rush_long,0,,,,,
player,201311070min,min,FordCh00,targets,1,,,,,
player,201311070min,min,FordCh00,rec,1,,,,,
player,201311070min,min,FordCh00,rec_yds,2,,,,,
player,201311070min,min,FordCh00,rec_td,0,,,,,
player,201311070min,min,FordCh00,rec_long,2,,,,,
player,201311070min,min,FordCh00,fumbles,0,,,,,
player,201311070min,min,FordCh00,fumbles_lost,0,,,,,
player,201311070min,was,MeriBr99,def_int,1,,,,,
player,201311070min,was,MeriBr99,def_int_yds,30,,,,,
player,201311070min,was,MeriBr99,def_int_td,0,,,,,
player,201311070min,was,MeriBr99,def_int_long,30,,,,,
player,201311070min,was,MeriBr99,pass_defended,1,,,,,
player,201311070min,was,MeriBr99,sacks,0.0,,,,,
player,201311070min,was,MeriBr99,tackles_combined,5,,,,,
player,201311070min,was,MeriBr99,tackles_solo,3,,,,,
player,201311070min,was,MeriBr99,tackles_assists,2,,,,,
player,201311070min,was,MeriBr99,tackles_loss,0,,,,,
player,201311070min,was,MeriBr99,qb_hits,0,,,,,
player,201311070min,was,MeriBr99,fumbles_rec,0,,,,,
player,201311070min,was,MeriBr99,fumbles_rec_yds,0,,,,,
player,201311070min,was,MeriBr99,fumbles_rec_td,0,,,,,
player,201311070min,was,MeriBr99,fumbles_forced,0,,,,,
player,201311070min,was,OrakBr99,def_int,0,,,,,
player,201311070min,was,OrakBr99,def_int_yds,0,,,,,
player,201311070min,was,OrakBr99,def_int_td,0,,,,,
player,201311070min,was,OrakBr99,def_int_long,0,,,,,
player,201311070min,was,OrakBr99,pass_defended,0,,,,,
player,201311070min,was,OrakBr99,sacks,1.0,,,,,
player,201311070min,was,OrakBr99,tackles_combined,3,,,,,
player,201311070min,was,OrakBr99,tackles_solo,2,,,,,
player,201311070min,was,OrakBr99,tackles_assists,1,,,,,
player,201311070min,was,OrakBr99,tackles_loss,2,,,,,
player,201311070min,was,OrakBr99,qb_hits,2,,,,,
player,201311070min,was,OrakBr99,fumbles_rec,0,,,,,
player,201311070min,was,OrakBr99,fumbles_rec_yds,0,,,,,
player,201311070min,was,OrakBr99,fumbles_rec_td,0,,,,,
player,201311070min,was,OrakBr99,fumbles_forced,0,,,,,
player,201311070min,was,DougRe20,def_int,0,,,,,
player,201311070min,was,DougRe20,def_int_yds,0,,,,,
player,201311070min,was,DougRe20,def_int_td,0,,,,,
player,201311070min,was,DougRe20,def_int_long,0,,,,,
player,201311070min,was,DougRe20,pass_defended,0,,,,,
player,201311070min,was,DougRe20,sacks,0.0,,,,,
player,201311070min,was,DougRe20,tackles_combined,12,,,,,
player,201311070min,was,DougRe20,tackles_solo,7,,,,,
player,201311070min,was,DougRe20,tackles_assists,5,,,,,
player,201311070min,was,DougRe20,tackles_loss,1,,,,,
player,201311070min,was,DougRe20,qb_hits,0,,,,,
player,201311070min,was,DougRe20,fumbles_rec,0,,,,,
player,201311070min,was,DougRe20,fumbles_rec_yds,0,,,,,
player,201311070min,was,DougRe20,fumbles_rec_td,0,,,,,
player,201311070min,was,DougRe20,fumbles_forced,0,,,,,
player,201311070min,was,HallDe99,def_int,0,,,,,
player,201311070min,was,HallDe99,def_int_yds,0,,,,,
player,201311070min,was,HallDe99,def_int_td,0,,,,,
player,201311070min,was,HallDe99,def_int_long,0,,,,,
player,201311070min,was,HallDe99,pass_defended,0,,,,,
player,201311070min,was,HallDe99,sacks,0.0,,,,,
player,201311070min,was,HallDe99,tackles_combined,11,,,,,
player,201311070min,was,HallDe99,tackles_solo,7,,,,,
player,201311070min,was,HallDe99,tackles_assists,4,,,,,
player,201311070min,was,HallDe99,tackles_loss,0,,,,,
player,201311070min,was,HallDe99,qb_hits,0,,,,,
player,201311070min,was,HallDe99,fumbles_rec,0,,,,,
player,201311070min,was,HallDe99,fumbles_rec_yds,0,,,,,
player,201311070min,was,HallDe99,fumbles_rec_td,0,,,,,
player,201311070min,was,HallDe99,fumbles_forced,1,,,,,
player,201311070min,was,WilsJo99,def_int,0,,,,,
player,201311070min,was,WilsJo99,def_int_yds,0,,,,,
player,201311070min,was,WilsJo99,def_int_td,0,,,,,
player,201311070min,was,WilsJo99,def_int_long,0,,,,,
player,201311070min,was,WilsJo99,pass_defended,1,,,,,
player,201311070min,was,WilsJo99,sacks,0.0,,,,,
