game,2013,12,20131124,201311240det,tam,"Tampa Bay Buccaneers",24,det,"Detroit Lions",21
player,201311240det,tam,GlenMi00,rec_yds,0,,,,,
player,201311240det,tam,GlenMi00,rec_td,0,,,,,
player,201311240det,tam,GlenMi00,rec_long,0,,,,,
player,201311240det,tam,GlenMi00,fumbles,0,,,,,
player,201311240det,tam,GlenMi00,fumbles_lost,0,,,,,
player,201311240det,tam,RainBo00,pass_cmp,0,,,,,
player,201311240det,tam,RainBo00,pass_att,0,,,,,
player,201311240det,tam,RainBo00,pass_yds,0,,,,,
player,201311240det,tam,RainBo00,pass_td,0,,,,,
player,201311240det,tam,RainBo00,pass_int,0,,,,,
player,201311240det,tam,RainBo00,pass_sacked,0,,,,,
player,201311240det,tam,RainBo00,pass_sacked_yds,0,,,,,
player,201311240det,tam,RainBo00,pass_long,0,,,,,
player,201311240det,tam,RainBo00,pass_rating,,,,,,
player,201311240det,tam,RainBo00,rush_att,18,,,,,
player,201311240det,tam,RainBo00,rush_yds,35,,,,,
player,201311240det,tam,RainBo00,rush_td,0,,,,,
player,201311240det,tam,RainBo00,rush_long,11,,,,,
player,201311240det,tam,RainBo00,targets,1,,,,,
player,201311240det,tam,RainBo00,rec,0,,,,,
player,201311240det,tam,RainBo00,rec_yds,0,,,,,
player,201311240det,tam,RainBo00,rec_td,0,,,,,
player,201311240det,tam,RainBo00,rec_long,0,,,,,
player,201311240det,tam,RainBo00,fumbles,0,,,,,
player,201311240det,tam,RainBo00,fumbles_lost,0,,,,,
player,201311240det,tam,LeonBr00,pass_cmp,0,,,,,
player,201311240det,tam,LeonBr00,pass_att,0,,,,,
player,201311240det,tam,LeonBr00,pass_yds,0,,,,,
player,201311240det,tam,LeonBr00,pass_td,0,,,,,
player,201311240det,tam,LeonBr00,pass_int,0,,,,,
player,201311240det,tam,LeonBr00,pass_sacked,0,,,,,
player,201311240det,tam,LeonBr00,pass_sacked_yds,0,,,,,
player,201311240det,tam,LeonBr00,pass_long,0,,,,,
player,201311240det,tam,LeonBr00,pass_rating,,,,,,
player,201311240det,tam,LeonBr00,rush_att,1,,,,,
player,201311240det,tam,LeonBr00,rush_yds,3,,,,,
player,201311240det,tam,LeonBr00,rush_td,0,,,,,
player,201311240det,tam,LeonBr00,rush_long,3,,,,,
player,201311240det,tam,LeonBr00,targets,2,,,,,
player,201311240det,tam,LeonBr00,rec,1,,,,,
player,201311240det,tam,LeonBr00,rec_yds,3,,,,,
player,201311240det,tam,LeonBr00,rec_td,0,,,,,
player,201311240det,tam,LeonBr00,rec_long,3,,,,,
player,201311240det,tam,LeonBr00,fumbles,0,,,,,
player,201311240det,tam,LeonBr00,fumbles_lost,0,,,,,
player,201311240det,tam,DawsSk00,pass_cmp,0,,,,,
player,201311240det,tam,DawsSk00,pass_att,0,,,,,
player,201311240det,tam,DawsSk00,pass_yds,0,,,,,
player,201311240det,tam,DawsSk00,pass_td,0,,,,,
player,201311240det,tam,DawsSk00,pass_int,0,,,,,
player,201311240det,tam,DawsSk00,pass_sacked,0,,,,,
player,201311240det,tam,DawsSk00,pass_sacked_yds,0,,,,,
player,201311240det,tam,DawsSk00,pass_long,0,,,,,
player,201311240det,tam,DawsSk00,pass_rating,,,,,,
player,201311240det,tam,DawsSk00,rush_att,1,,,,,
player,201311240det,tam,DawsSk00,rush_yds,1,,,,,
player,201311240det,tam,DawsSk00,rush_td,0,,,,,
player,201311240det,tam,DawsSk00,rush_long,1,,,,,
player,201311240det,tam,DawsSk00,targets,0,,,,,
player,201311240det,tam,DawsSk00,rec,0,,,,,
player,201311240det,tam,DawsSk00,rec_yds,0,,,,,
player,201311240det,tam,DawsSk00,rec_td,0,,,,,
player,201311240det,tam,DawsSk00,rec_long,0,,,,,
player,201311240det,tam,DawsSk00,fumbles,0,,,,,
player,201311240det,tam,DawsSk00,fumbles_lost,0,,,,,
player,201311240det,tam,UndeTi00,pass_cmp,0,,,,,
player,201311240det,tam,UndeTi00,pass_att,0,,,,,
player,201311240det,tam,UndeTi00,pass_yds,0,,,,,
player,201311240det,tam,UndeTi00,pass_td,0,,,,,
player,201311240det,tam,UndeTi00,pass_int,0,,,,,
player,201311240det,tam,UndeTi00,pass_sacked,0,,,,,
player,201311240det,tam,UndeTi00,pass_sacked_yds,0,,,,,
player,201311240det,tam,UndeTi00,pass_long,0,,,,,
player,201311240det,tam,UndeTi00,pass_rating,,,,,,
player,201311240det,tam,UndeTi00,rush_att,0,,,,,
player,201311240det,tam,UndeTi00,rush_yds,0,,,,,
player,201311240det,tam,UndeTi00,rush_td,0,,,,,
player,201311240det,tam,UndeTi00,rush_long,0,,,,,
player,201311240det,tam,UndeTi00,targets,5,,,,,
player,201311240det,tam,UndeTi00,rec,3,,,,,
player,201311240det,tam,UndeTi00,rec_yds,108,,,,,
player,201311240det,tam,UndeTi00,rec_td,2,,,,,
player,201311240det,tam,UndeTi00,rec_long,85,,,,,
player,201311240det,tam,UndeTi00,fumbles,0,,,,,
player,201311240det,tam,UndeTi00,fumbles_lost,0,,,,,
player,201311240det,tam,WrigTi01,pass_cmp,0,,,,,
player,201311240det,tam,WrigTi01,pass_att,0,,,,,
player,201311240det,tam,WrigTi01,pass_yds,0,,,,,
player,201311240det,tam,WrigTi01,pass_td,0,,,,,
player,201311240det,tam,WrigTi01,pass_int,0,,,,,
player,201311240det,tam,WrigTi01,pass_sacked,0,,,,,
player,201311240det,tam,WrigTi01,pass_sacked_yds,0,,,,,
player,201311240det,tam,WrigTi01,pass_long,0,,,,,
player,201311240det,tam,WrigTi01,pass_rating,,,,,,
player,201311240det,tam,WrigTi01,rush_att,0,,,,,
player,201311240det,tam,WrigTi01,rush_yds,0,,,,,
player,201311240det,tam,WrigTi01,rush_td,0,,,,,
player,201311240det,tam,WrigTi01,rush_long,0,,,,,
player,201311240det,tam,WrigTi01,targets,9,,,,,
player,201311240det,tam,WrigTi01,rec,8,,,,,
player,201311240det,tam,WrigTi01,rec_yds,75,,,,,
player,201311240det,tam,WrigTi01,rec_td,0,,,,,
player,201311240det,tam,WrigTi01,rec_long,16,,,,,
player,201311240det,tam,WrigTi01,fumbles,0,,,,,
player,201311240det,tam,WrigTi01,fumbles_lost,0,,,,,
player,201311240det,tam,JackVi00,pass_cmp,0,,,,,
player,201311240det,tam,JackVi00,pass_att,0,,,,,
player,201311240det,tam,JackVi00,pass_yds,0,,,,,
player,201311240det,tam,JackVi00,pass_td,0,,,,,
player,201311240det,tam,JackVi00,pass_int,0,,,,,
player,201311240det,tam,JackVi00,pass_sacked,0,,,,,
player,201311240det,tam,JackVi00,pass_sacked_yds,0,,,,,
player,201311240det,tam,JackVi00,pass_long,0,,,,,
player,201311240det,tam,JackVi00,pass_rating,,,,,,
player,201311240det,tam,JackVi00,rush_att,0,,,,,
player,201311240det,tam,JackVi00,rush_yds,0,,,,,
player,201311240det,tam,JackVi00,rush_td,0,,,,,
player,201311240det,tam,JackVi00,rush_long,0,,,,,
player,201311240det,tam,JackVi00,targets,3,,,,,
player,201311240det,tam,JackVi00,rec,2,,,,,
player,201311240det,tam,JackVi00,rec_yds,61,,,,,
player,201311240det,tam,JackVi00,rec_td,0,,,,,
player,201311240det,tam,JackVi00,rec_long,47,,,,,
player,201311240det,tam,JackVi00,fumbles,0,,,,,
player,201311240det,tam,JackVi00,fumbles_lost,0,,,,,
player,201311240det,det,StafMa00,pass_cmp,26,,,,,
player,201311240det,det,StafMa00,pass_att,46,,,,,
player,201311240det,det,StafMa00,pass_yds,297,,,,,
player,201311240det,det,StafMa00,pass_td,3,,,,,
player,201311240det,det,StafMa00,pass_int,4,,,,,
player,201311240det,det,StafMa00,pass_sacked,2,,,,,
player,201311240det,det,StafMa00,pass_sacked_yds,11,,,,,
player,201311240det,det,StafMa00,pass_long,28,,,,,
player,201311240det,det,StafMa00,pass_rating,61.6,,,,,
player,201311240det,det,StafMa00,rush_att,2,,,,,
player,201311240det,det,StafMa00,rush_yds,6,,,,,
player,201311240det,det,StafMa00,rush_td,0,,,,,
player,201311240det,det,StafMa00,rush_long,4,,,,,
player,201311240det,det,StafMa00,targets,0,,,,,
player,201311240det,det,StafMa00,rec,0,,,,,
player,201311240det,det,StafMa00,rec_yds,0,,,,,
player,201311240det,det,StafMa00,rec_td,0,,,,,
player,201311240det,det,StafMa00,rec_long,0,,,,,
player,201311240det,det,StafMa00,fumbles,0,,,,,
player,201311240det,det,StafMa00,fumbles_lost,0,,,,,
player,201311240det,det,BushRe00,pass_cmp,0,,,,,
player,201311240det,det,BushRe00,pass_att,0,,,,,
player,201311240det,det,BushRe00,pass_yds,0,,,,,
player,201311240det,det,BushRe00,pass_td,0,,,,,
player,201311240det,det,BushRe00,pass_int,0,,,,,
player,201311240det,det,BushRe00,pass_sacked,0,,,,,
player,201311240det,det,BushRe00,pass_sacked_yds,0,,,,,
player,201311240det,det,BushRe00,pass_long,0,,,,,
player,201311240det,det,BushRe00,pass_rating,,,,,,
player,201311240det,det,BushRe00,rush_att,15,,,,,
player,201311240det,det,BushRe00,rush_yds,83,,,,,
player,201311240det,det,BushRe00,rush_td,0,,,,,
player,201311240det,det,BushRe00,rush_long,39,,,,,
player,201311240det,det,BushRe00,targets,7,,,,,
player,201311240det,det,BushRe00,rec,4,,,,,
player,201311240det,det,BushRe00,rec_yds,17,,,,,
player,201311240det,det,BushRe00,rec_td,0,,,,,
player,201311240det,det,BushRe00,rec_long,9,,,,,
player,201311240det,det,BushRe00,fumbles,0,,,,,
player,201311240det,det,BushRe00,fumbles_lost,0,,,,,
player,201311240det,det,BellJo01,pass_cmp,0,,,,,
player,201311240det,det,BellJo01,pass_att,0,,,,,
player,201311240det,det,BellJo01,pass_yds,0,,,,,
player,201311240det,det,BellJo01,pass_td,0,,,,,
player,201311240det,det,BellJo01,pass_int,0,,,,,
player,201311240det,det,BellJo01,pass_sacked,0,,,,,
player,201311240det,det,BellJo01,pass_sacked_yds,0,,,,,
player,201311240det,det,BellJo01,pass_long,0,,,,,
player,201311240det,det,BellJo01,pass_rating,,,,,,
player,201311240det,det,BellJo01,rush_att,6,,,,,
player,201311240det,det,BellJo01,rush_yds,15,,,,,
player,201311240det,det,BellJo01,rush_td,0,,,,,
player,201311240det,det,BellJo01,rush_long,6,,,,,
player,201311240det,det,BellJo01,targets,3,,,,,
player,201311240det,det,BellJo01,rec,1,,,,,
player,201311240det,det,BellJo01,rec_yds,0,,,,,
player,201311240det,det,BellJo01,rec_td,0,,,,,
player,201311240det,det,BellJo01,rec_long,0,,,,,
player,201311240det,det,BellJo01,fumbles,0,,,,,
player,201311240det,det,BellJo01,fumbles_lost,0,,,,,
player,201311240det,det,JohnCa00,pass_cmp,0,,,,,
player,201311240det,det,JohnCa00,pass_att,0,,,,,
player,201311240det,det,JohnCa00,pass_yds,0,,,,,
player,201311240det,det,JohnCa00,pass_td,0,,,,,
player,201311240det,det,JohnCa00,pass_int,0,,,,,
player,201311240det,det,JohnCa00,pass_sacked,0,,,,,
player,201311240det,det,JohnCa00,pass_sacked_yds,0,,,,,
player,201311240det,det,JohnCa00,pass_long,0,,,,,
player,201311240det,det,JohnCa00,pass_rating,,,,,,
player,201311240det,det,JohnCa00,rush_att,0,,,,,
player,201311240det,det,JohnCa00,rush_yds,0,,,,,
player,201311240det,det,JohnCa00,rush_td,0,,,,,
player,201311240det,det,JohnCa00,rush_long,0,,,,,
player,201311240det,det,JohnCa00,targets,14,,,,,
player,201311240det,det,JohnCa00,rec,7,,,,,
player,201311240det,det,JohnCa00,rec_yds,115,,,,,
player,201311240det,det,JohnCa00,rec_td,0,,,,,
player,201311240det,det,JohnCa00,rec_long,21,,,,,
player,201311240det,det,JohnCa00,fumbles,0,,,,,
player,201311240det,det,JohnCa00,fumbles_lost,0,,,,,
player,201311240det,det,BurlNa00,pass_cmp,0,,,,,
player,201311240det,det,BurlNa00,pass_att,0,,,,,
player,201311240det,det,BurlNa00,pass_yds,0,,,,,
player,201311240det,det,BurlNa00,pass_td,0,,,,,
player,201311240det,det,BurlNa00,pass_int,0,,,,,
player,201311240det,det,BurlNa00,pass_sacked,0,,,,,
player,201311240det,det,BurlNa00,pass_sacked_yds,0,,,,,
player,201311240det,det,BurlNa00,pass_long,0,,,,,
player,201311240det,det,BurlNa00,pass_rating,,,,,,
player,201311240det,det,BurlNa00,rush_att,1,,,,,
player,201311240det,det,BurlNa00,rush_yds,0,,,,,
player,201311240det,det,BurlNa00,rush_td,0,,,,,
player,201311240det,det,BurlNa00,rush_long,0,,,,,
player,201311240det,det,BurlNa00,targets,10,,,,,
player,201311240det,det,BurlNa00,rec,7,,,,,
player,201311240det,det,BurlNa00,rec_yds,77,,,,,
player,201311240det,det,BurlNa00,rec_td,1,,,,,
player,201311240det,det,BurlNa00,rec_long,28,,,,,
player,201311240det,det,BurlNa00,fumbles,1,,,,,
player,201311240det,det,BurlNa00,fumbles_lost,0,,,,,
player,201311240det,det,DurhKr00,pass_cmp,0,,,,,
player,201311240det,det,DurhKr00,pass_att,0,,,,,
player,201311240det,det,DurhKr00,pass_yds,0,,,,,
player,201311240det,det,DurhKr00,pass_td,0,,,,,
player,201311240det,det,DurhKr00,pass_int,0,,,,,
player,201311240det,det,DurhKr00,pass_sacked,0,,,,,
player,201311240det,det,DurhKr00,pass_sacked_yds,0,,,,,
player,201311240det,det,DurhKr00,pass_long,0,,,,,
player,201311240det,det,DurhKr00,pass_rating,,,,,,
player,201311240det,det,DurhKr00,rush_att,0,,,,,
player,201311240det,det,DurhKr00,rush_yds,0,,,,,
player,201311240det,det,DurhKr00,rush_td,0,,,,,
player,201311240det,det,DurhKr00,rush_long,0,,,,,
player,201311240det,det,DurhKr00,targets,6,,,,,
player,201311240det,det,DurhKr00,rec,3,,,,,
player,201311240det,det,DurhKr00,rec_yds,46,,,,,
player,201311240det,det,DurhKr00,rec_td,0,,,,,
player,201311240det,det,DurhKr00,rec_long,19,,,,,
player,201311240det,det,DurhKr00,fumbles,1,,,,,
player,201311240det,det,DurhKr00,fumbles_lost,1,,,,,
player,201311240det,det,PettBr00,pass_cmp,0,,,,,
player,201311240det,det,PettBr00,pass_att,0,,,,,
player,201311240det,det,PettBr00,pass_yds,0,,,,,
player,201311240det,det,PettBr00,pass_td,0,,,,,
player,201311240det,det,PettBr00,pass_int,0,,,,,
player,201311240det,det,PettBr00,pass_sacked,0,,,,,
player,201311240det,det,PettBr00,pass_sacked_yds,0,,,,,
player,201311240det,det,PettBr00,pass_long,0,,,,,
player,201311240det,det,PettBr00,pass_rating,,,,,,
player,201311240det,det,PettBr00,rush_att,0,,,,,
player,201311240det,det,PettBr00,rush_yds,0,,,,,
player,201311240det,det,PettBr00,rush_td,0,,,,,
player,201311240det,det,PettBr00,rush_long,0,,,,,
player,201311240det,det,PettBr00,targets,5,,,,,
player,201311240det,det,PettBr00,rec,3,,,,,
player,201311240det,det,PettBr00,rec_yds,32,,,,,
player,201311240det,det,PettBr00,rec_td,1,,,,,
player,201311240det,det,PettBr00,rec_long,18,,,,,
player,201311240det,det,PettBr00,fumbles,0,,,,,
player,201311240det,det,PettBr00,fumbles_lost,0,,,,,
player,201311240det,det,FaurJo00,pass_cmp,0,,,,,
player,201311240det,det,FaurJo00,pass_att,0,,,,,
player,201311240det,det,FaurJo00,pass_yds,0,,,,,
player,201311240det,det,FaurJo00,pass_td,0,,,,,
player,201311240det,det,FaurJo00,pass_int,0,,,,,
player,201311240det,det,FaurJo00,pass_sacked,0,,,,,
player,201311240det,det,FaurJo00,pass_sacked_yds,0,,,,,
player,201311240det,det,FaurJo00,pass_long,0,,,,,
player,201311240det,det,FaurJo00,pass_rating,,,,,,
player,201311240det,det,FaurJo00,rush_att,0,,,,,
player,201311240det,det,FaurJo00,rush_yds,0,,,,,
player,201311240det,det,FaurJo00,rush_td,0,,,,,
player,201311240det,det,FaurJo00,rush_long,0,,,,,
player,201311240det,det,FaurJo00,targets,1,,,,,
player,201311240det,det,FaurJo00,rec,1,,,,,
player,201311240det,det,FaurJo00,rec_yds,10,,,,,
player,201311240det,det,FaurJo00,rec_td,1,,,,,
player,201311240det,det,FaurJo00,rec_long,10,,,,,
player,201311240det,det,FaurJo00,fumbles,0,,,,,
player,201311240det,det,FaurJo00,fumbles_lost,0,,,,,
player,201311240det,tam,DaviLa00,def_int,1,,,,,
player,201311240det,tam,DaviLa00,def_int_yds,7,,,,,
player,201311240det,tam,DaviLa00,def_int_td,0,,,,,
player,201311240det,tam,DaviLa00,def_int_long,7,,,,,
player,201311240det,tam,DaviLa00,pass_defended,1,,,,,
player,201311240det,tam,DaviLa00,sacks,0.0,,,,,
player,201311240det,tam,DaviLa00,tackles_combined,12,,,,,
player,201311240det,tam,DaviLa00,tackles_solo,9,,,,,
player,201311240det,tam,DaviLa00,tackles_assists,3,,,,,
player,201311240det,tam,DaviLa00,tackles_loss,0,,,,,
player,201311240det,tam,DaviLa00,qb_hits,0,,,,,
player,201311240det,tam,DaviLa00,fumbles_rec,0,,,,,
player,201311240det,tam,DaviLa00,fumbles_rec_yds,0,,,,,
player,201311240det,tam,DaviLa00,fumbles_rec_td,0,,,,,
player,201311240det,tam,DaviLa00,fumbles_forced,1,,,,,
player,201311240det,tam,JohnLe03,def_int,1,,,,,
player,201311240det,tam,JohnLe03,def_int_yds,48,,,,,
player,201311240det,tam,JohnLe03,def_int_td,1,,,,,
player,201311240det,tam,JohnLe03,def_int_long,48,,,,,
player,201311240det,tam,JohnLe03,pass_defended,2,,,,,
player,201311240det,tam,JohnLe03,sacks,0.0,,,,,
player,201311240det,tam,JohnLe03,tackles_combined,7,,,,,
player,201311240det,tam,JohnLe03,tackles_solo,4,,,,,
player,201311240det,tam,JohnLe03,tackles_assists,3,,,,,
player,201311240det,tam,JohnLe03,tackles_loss,0,,,,,
player,201311240det,tam,JohnLe03,qb_hits,0,,,,,
player,201311240det,tam,JohnLe03,fumbles_rec,0,,,,,
player,201311240det,tam,JohnLe03,fumbles_rec_yds,0,,,,,
player,201311240det,tam,JohnLe03,fumbles_rec_td,0,,,,,
player,201311240det,tam,JohnLe03,fumbles_forced,0,,,,,
player,201311240det,tam,BankJo00,def_int,1,,,,,
player,201311240det,tam,BankJo00,def_int_yds,15,,,,,
player,201311240det,tam,BankJo00,def_int_td,0,,,,,
player,201311240det,tam,BankJo00,def_int_long,15,,,,,
player,201311240det,tam,BankJo00,pass_defended,2,,,,,
player,201311240det,tam,BankJo00,sacks,0.0,,,,,
player,201311240det,tam,BankJo00,tackles_combined,3,,,,,
player,201311240det,tam,BankJo00,tackles_solo,3,,,,,
player,201311240det,tam,BankJo00,tackles_assists,0,,,,,
player,201311240det,tam,BankJo00,tackles_loss,0,,,,,
player,201311240det,tam,BankJo00,qb_hits,0,,,,,
player,201311240det,tam,BankJo00,fumbles_rec,0,,,,,
player,201311240det,tam,BankJo00,fumbles_rec_yds,0,,,,,
player,201311240det,tam,BankJo00,fumbles_rec_td,0,,,,,
player,201311240det,tam,BankJo00,fumbles_forced,0,,,,,
player,201311240det,tam,TandKe00,def_int,1,,,,,
player,201311240det,tam,TandKe00,def_int_yds,16,,,,,
player,201311240det,tam,TandKe00,def_int_td,0,,,,,
player,201311240det,tam,TandKe00,def_int_long,16,,,,,
player,201311240det,tam,TandKe00,pass_defended,1,,,,,
player,201311240det,tam,TandKe00,sacks,0.0,,,,,
player,201311240det,tam,TandKe00,tackles_combined,1,,,,,
player,201311240det,tam,TandKe00,tackles_solo,1,,,,,
player,201311240det,tam,TandKe00,tackles_assists,0,,,,,
player,201311240det,tam,TandKe00,tackles_loss,0,,,,,
player,201311240det,tam,TandKe00,qb_hits,0,,,,,
player,201311240det,tam,TandKe00,fumbles_rec,0,,,,,
player,201311240det,tam,TandKe00,fumbles_rec_yds,0,,,,,
player,201311240det,tam,TandKe00,fumbles_rec_td,0,,,,,
player,201311240det,tam,TandKe00,fumbles_forced,0,,,,,
player,201311240det,tam,ClayAd00,def_int,0,,,,,
player,201311240det,tam,ClayAd00,def_int_yds,0,,,,,
player,201311240det,tam,ClayAd00,def_int_td,0,,,,,
player,201311240det,tam,ClayAd00,def_int_long,0,,,,,
player,201311240det,tam,ClayAd00,pass_defended,0,,,,,
player,201311240det,tam,ClayAd00,sacks,1.0,,,,,
player,201311240det,tam,ClayAd00,tackles_combined,5,,,,,
player,201311240det,tam,ClayAd00,tackles_solo,3,,,,,
player,201311240det,tam,ClayAd00,tackles_assists,2,,,,,
player,201311240det,tam,ClayAd00,tackles_loss,3,,,,,
player,201311240det,tam,ClayAd00,qb_hits,1,,,,,
player,201311240det,tam,ClayAd00,fumbles_rec,0,,,,,
player,201311240det,tam,ClayAd00,fumbles_rec_yds,0,,,,,
player,201311240det,tam,ClayAd00,fumbles_rec_td,0,,,,,
player,201311240det,tam,ClayAd00,fumbles_forced,0,,,,,
player,201311240det,tam,WatsDe99,def_int,0,,,,,
player,201311240det,tam,WatsDe99,def_int_yds,0,,,,,
player,201311240det,tam,WatsDe99,def_int_td,0,,,,,
player,201311240det,tam,WatsDe99,def_int_long,0,,,,,
player,201311240det,tam,WatsDe99,pass_defended,0,,,,,
player,201311240det,tam,WatsDe99,sacks,1.0,,,,,
player,201311240det,tam,WatsDe99,tackles_combined,2,,,,,
player,201311240det,tam,WatsDe99,tackles_solo,2,,,,,
player,201311240det,tam,WatsDe99,tackles_assists,0,,,,,
player,201311240det,tam,WatsDe99,tackles_loss,1,,,,,
player,201311240det,tam,WatsDe99,qb_hits,1,,,,,
player,201311240det,tam,WatsDe99,fumbles_rec,0,,,,,
player,201311240det,tam,WatsDe99,fumbles_rec_yds,0,,,,,
player,201311240det,tam,WatsDe99,fumbles_rec_td,0,,,,,
player,201311240det,tam,WatsDe99,fumbles_forced,0,,,,,
player,201311240det,tam,BarrMa00,def_int,0,,,,,
player,201311240det,tam,BarrMa00,def_int_yds,0,,,,,
player,201311240det,tam,BarrMa00,def_int_td,0,,,,,
player,201311240det,tam,BarrMa00,def_int_long,0,,,,,
player,201311240det,tam,BarrMa00,pass_defended,0,,,,,
player,201311240det,tam,BarrMa00,sacks,0.0,,,,,
player,201311240det,tam,BarrMa00,tackles_combined,7,,,,,
player,201311240det,tam,BarrMa00,tackles_solo,6,,,,,
player,201311240det,tam,BarrMa00,tackles_assists,1,,,,,
player,201311240det,tam,BarrMa00,tackles_loss,0,,,,,
player,201311240det,tam,BarrMa00,qb_hits,0,,,,,
player,201311240det,tam,BarrMa00,fumbles_rec,0,,,,,
player,201311240det,tam,BarrMa00,fumbles_rec_yds,0,,,,,
player,201311240det,tam,BarrMa00,fumbles_rec_td,0,,,,,
player,201311240det,tam,BarrMa00,fumbles_forced,0,,,,,
player,201311240det,tam,GorrDa00,def_int,0,,,,,
player,201311240det,tam,GorrDa00,def_int_yds,0,,,,,
player,201311240det,tam,GorrDa00,def_int_td,0,,,,,
player,201311240det,tam,GorrDa00,def_int_long,0,,,,,
player,201311240det,tam,GorrDa00,pass_defended,0,,,,,
player,201311240det,tam,GorrDa00,sacks,0.0,,,,,
player,201311240det,tam,GorrDa00,tackles_combined,5,,,,,
player,201311240det,tam,GorrDa00,tackles_solo,4,,,,,
player,201311240det,tam,GorrDa00,tackles_assists,1,,,,,
player,201311240det,tam,GorrDa00,tackles_loss,0,,,,,
player,201311240det,tam,GorrDa00,qb_hits,0,,,,,
player,201311240det,tam,GorrDa00,fumbles_rec,0,,,,,
player,201311240det,tam,GorrDa00,fumbles_rec_yds,0,,,,,
player,201311240det,tam,GorrDa00,fumbles_rec_td,0,,,,,
player,201311240det,tam,GorrDa00,fumbles_forced,1,,,,,
player,201311240det,tam,HaywAd98,def_int,0,,,,,
player,201311240det,tam,HaywAd98,def_int_yds,0,,,,,
player,201311240det,tam,HaywAd98,def_int_td,0,,,,,
player,201311240det,tam,HaywAd98,def_int_long,0,,,,,
player,201311240det,tam,HaywAd98,pass_defended,1,,,,,
player,201311240det,tam,HaywAd98,sacks,0.0,,,,,
player,201311240det,tam,HaywAd98,tackles_combined,3,,,,,
player,201311240det,tam,HaywAd98,tackles_solo,2,,,,,
player,201311240det,tam,HaywAd98,tackles_assists,1,,,,,
player,201311240det,tam,HaywAd98,tackles_loss,0,,,,,
player,201311240det,tam,HaywAd98,qb_hits,0,,,,,
player,201311240det,tam,HaywAd98,fumbles_rec,0,,,,,
player,201311240det,tam,HaywAd98,fumbles_rec_yds,0,,,,,
player,201311240det,tam,HaywAd98,fumbles_rec_td,0,,,,,
player,201311240det,tam,HaywAd98,fumbles_forced,0,,,,,
player,201311240det,tam,McCoGe99,def_int,0,,,,,
player,201311240det,tam,McCoGe99,def_int_yds,0,,,,,
player,201311240det,tam,McCoGe99,def_int_td,0,,,,,
player,201311240det,tam,McCoGe99,def_int_long,0,,,,,
player,201311240det,tam,McCoGe99,pass_defended,0,,,,,
player,201311240det,tam,McCoGe99,sacks,0.0,,,,,
player,201311240det,tam,McCoGe99,tackles_combined,3,,,,,
player,201311240det,tam,McCoGe99,tackles_solo,3,,,,,
player,201311240det,tam,McCoGe99,tackles_assists,0,,,,,
player,201311240det,tam,McCoGe99,tackles_loss,2,,,,,
player,201311240det,tam,McCoGe99,qb_hits,0,,,,,
player,201311240det,tam,McCoGe99,fumbles_rec,0,,,,,
player,201311240det,tam,McCoGe99,fumbles_rec_yds,0,,,,,
player,201311240det,tam,McCoGe99,fumbles_rec_td,0,,,,,
