game,2013,4,20130929,201309290kan,nyg,"New York Giants",7,kan,"Kansas City Chiefs",31
player,201309290kan,nyg,NickHa01,rush_yds,0,,,,,
player,201309290kan,nyg,NickHa01,rush_td,0,,,,,
player,201309290kan,nyg,NickHa01,rush_long,0,,,,,
player,201309290kan,nyg,NickHa01,targets,9,,,,,
player,201309290kan,nyg,NickHa01,rec,3,,,,,
player,201309290kan,nyg,NickHa01,rec_yds,33,,,,,
player,201309290kan,nyg,NickHa01,rec_td,0,,,,,
player,201309290kan,nyg,NickHa01,rec_long,16,,,,,
player,201309290kan,nyg,NickHa01,fumbles,0,,,,,
player,201309290kan,nyg,NickHa01,fumbles_lost,0,,,,,
player,201309290kan,nyg,RandRu00,pass_cmp,0,,,,,
player,201309290kan,nyg,RandRu00,pass_att,0,,,,,
player,201309290kan,nyg,RandRu00,pass_yds,0,,,,,
player,201309290kan,nyg,RandRu00,pass_td,0,,,,,
player,201309290kan,nyg,RandRu00,pass_int,0,,,,,
player,201309290kan,nyg,RandRu00,pass_sacked,0,,,,,
player,201309290kan,nyg,RandRu00,pass_sacked_yds,0,,,,,
player,201309290kan,nyg,RandRu00,pass_long,0,,,,,
player,201309290kan,nyg,RandRu00,pass_rating,,,,,,
player,201309290kan,nyg,RandRu00,rush_att,0,,,,,
player,201309290kan,nyg,RandRu00,rush_yds,0,,,,,
player,201309290kan,nyg,RandRu00,rush_td,0,,,,,
player,201309290kan,nyg,RandRu00,rush_long,0,,,,,
player,201309290kan,nyg,RandRu00,targets,4,,,,,
player,201309290kan,nyg,RandRu00,rec,1,,,,,
player,201309290kan,nyg,RandRu00,rec_yds,7,,,,,
player,201309290kan,nyg,RandRu00,rec_td,0,,,,,
player,201309290kan,nyg,RandRu00,rec_long,7,,,,,
player,201309290kan,nyg,RandRu00,fumbles,1,,,,,
player,201309290kan,nyg,RandRu00,fumbles_lost,0,,,,,
player,201309290kan,nyg,MyerBr00,pass_cmp,0,,,,,
player,201309290kan,nyg,MyerBr00,pass_att,0,,,,,
player,201309290kan,nyg,MyerBr00,pass_yds,0,,,,,
player,201309290kan,nyg,MyerBr00,pass_td,0,,,,,
player,201309290kan,nyg,MyerBr00,pass_int,0,,,,,
player,201309290kan,nyg,MyerBr00,pass_sacked,0,,,,,
player,201309290kan,nyg,MyerBr00,pass_sacked_yds,0,,,,,
player,201309290kan,nyg,MyerBr00,pass_long,0,,,,,
player,201309290kan,nyg,MyerBr00,pass_rating,,,,,,
player,201309290kan,nyg,MyerBr00,rush_att,0,,,,,
player,201309290kan,nyg,MyerBr00,rush_yds,0,,,,,
player,201309290kan,nyg,MyerBr00,rush_td,0,,,,,
player,201309290kan,nyg,MyerBr00,rush_long,0,,,,,
player,201309290kan,nyg,MyerBr00,targets,1,,,,,
player,201309290kan,nyg,MyerBr00,rec,0,,,,,
player,201309290kan,nyg,MyerBr00,rec_yds,0,,,,,
player,201309290kan,nyg,MyerBr00,rec_td,0,,,,,
player,201309290kan,nyg,MyerBr00,rec_long,0,,,,,
player,201309290kan,nyg,MyerBr00,fumbles,0,,,,,
player,201309290kan,nyg,MyerBr00,fumbles_lost,0,,,,,
player,201309290kan,nyg,PascBe00,pass_cmp,0,,,,,
player,201309290kan,nyg,PascBe00,pass_att,0,,,,,
player,201309290kan,nyg,PascBe00,pass_yds,0,,,,,
player,201309290kan,nyg,PascBe00,pass_td,0,,,,,
player,201309290kan,nyg,PascBe00,pass_int,0,,,,,
player,201309290kan,nyg,PascBe00,pass_sacked,0,,,,,
player,201309290kan,nyg,PascBe00,pass_sacked_yds,0,,,,,
player,201309290kan,nyg,PascBe00,pass_long,0,,,,,
player,201309290kan,nyg,PascBe00,pass_rating,,,,,,
player,201309290kan,nyg,PascBe00,rush_att,0,,,,,
player,201309290kan,nyg,PascBe00,rush_yds,0,,,,,
player,201309290kan,nyg,PascBe00,rush_td,0,,,,,
player,201309290kan,nyg,PascBe00,rush_long,0,,,,,
player,201309290kan,nyg,PascBe00,targets,1,,,,,
player,201309290kan,nyg,PascBe00,rec,0,,,,,
player,201309290kan,nyg,PascBe00,rec_yds,0,,,,,
player,201309290kan,nyg,PascBe00,rec_td,0,,,,,
player,201309290kan,nyg,PascBe00,rec_long,0,,,,,
player,201309290kan,nyg,PascBe00,fumbles,0,,,,,
player,201309290kan,nyg,PascBe00,fumbles_lost,0,,,,,
player,201309290kan,kan,SmitAl03,pass_cmp,24,,,,,
player,201309290kan,kan,SmitAl03,pass_att,41,,,,,
player,201309290kan,kan,SmitAl03,pass_yds,288,,,,,
player,201309290kan,kan,SmitAl03,pass_td,3,,,,,
player,201309290kan,kan,SmitAl03,pass_int,2,,,,,
player,201309290kan,kan,SmitAl03,pass_sacked,1,,,,,
player,201309290kan,kan,SmitAl03,pass_sacked_yds,0,,,,,
player,201309290kan,kan,SmitAl03,pass_long,34,,,,,
player,201309290kan,kan,SmitAl03,pass_rating,84.2,,,,,
player,201309290kan,kan,SmitAl03,rush_att,7,,,,,
player,201309290kan,kan,SmitAl03,rush_yds,37,,,,,
player,201309290kan,kan,SmitAl03,rush_td,0,,,,,
player,201309290kan,kan,SmitAl03,rush_long,11,,,,,
player,201309290kan,kan,SmitAl03,targets,0,,,,,
player,201309290kan,kan,SmitAl03,rec,0,,,,,
player,201309290kan,kan,SmitAl03,rec_yds,0,,,,,
player,201309290kan,kan,SmitAl03,rec_td,0,,,,,
player,201309290kan,kan,SmitAl03,rec_long,0,,,,,
player,201309290kan,kan,SmitAl03,fumbles,0,,,,,
player,201309290kan,kan,SmitAl03,fumbles_lost,0,,,,,
player,201309290kan,kan,CharJa00,pass_cmp,0,,,,,
player,201309290kan,kan,CharJa00,pass_att,0,,,,,
player,201309290kan,kan,CharJa00,pass_yds,0,,,,,
player,201309290kan,kan,CharJa00,pass_td,0,,,,,
player,201309290kan,kan,CharJa00,pass_int,0,,,,,
player,201309290kan,kan,CharJa00,pass_sacked,0,,,,,
player,201309290kan,kan,CharJa00,pass_sacked_yds,0,,,,,
player,201309290kan,kan,CharJa00,pass_long,0,,,,,
player,201309290kan,kan,CharJa00,pass_rating,,,,,,
player,201309290kan,kan,CharJa00,rush_att,18,,,,,
player,201309290kan,kan,CharJa00,rush_yds,65,,,,,
player,201309290kan,kan,CharJa00,rush_td,0,,,,,
player,201309290kan,kan,CharJa00,rush_long,24,,,,,
player,201309290kan,kan,CharJa00,targets,11,,,,,
player,201309290kan,kan,CharJa00,rec,5,,,,,
player,201309290kan,kan,CharJa00,rec_yds,62,,,,,
player,201309290kan,kan,CharJa00,rec_td,1,,,,,
player,201309290kan,kan,CharJa00,rec_long,31,,,,,
player,201309290kan,kan,CharJa00,fumbles,0,,,,,
player,201309290kan,kan,CharJa00,fumbles_lost,0,,,,,
player,201309290kan,kan,DaviKn00,pass_cmp,0,,,,,
player,201309290kan,kan,DaviKn00,pass_att,0,,,,,
player,201309290kan,kan,DaviKn00,pass_yds,0,,,,,
player,201309290kan,kan,DaviKn00,pass_td,0,,,,,
player,201309290kan,kan,DaviKn00,pass_int,0,,,,,
player,201309290kan,kan,DaviKn00,pass_sacked,0,,,,,
player,201309290kan,kan,DaviKn00,pass_sacked_yds,0,,,,,
player,201309290kan,kan,DaviKn00,pass_long,0,,,,,
player,201309290kan,kan,DaviKn00,pass_rating,,,,,,
player,201309290kan,kan,DaviKn00,rush_att,1,,,,,
player,201309290kan,kan,DaviKn00,rush_yds,2,,,,,
player,201309290kan,kan,DaviKn00,rush_td,0,,,,,
player,201309290kan,kan,DaviKn00,rush_long,2,,,,,
player,201309290kan,kan,DaviKn00,targets,0,,,,,
player,201309290kan,kan,DaviKn00,rec,0,,,,,
player,201309290kan,kan,DaviKn00,rec_yds,0,,,,,
player,201309290kan,kan,DaviKn00,rec_td,0,,,,,
player,201309290kan,kan,DaviKn00,rec_long,0,,,,,
player,201309290kan,kan,DaviKn00,fumbles,0,,,,,
player,201309290kan,kan,DaviKn00,fumbles_lost,0,,,,,
player,201309290kan,kan,McGrSe00,pass_cmp,0,,,,,
player,201309290kan,kan,McGrSe00,pass_att,0,,,,,
player,201309290kan,kan,McGrSe00,pass_yds,0,,,,,
player,201309290kan,kan,McGrSe00,pass_td,0,,,,,
player,201309290kan,kan,McGrSe00,pass_int,0,,,,,
player,201309290kan,kan,McGrSe00,pass_sacked,0,,,,,
player,201309290kan,kan,McGrSe00,pass_sacked_yds,0,,,,,
player,201309290kan,kan,McGrSe00,pass_long,0,,,,,
player,201309290kan,kan,McGrSe00,pass_rating,,,,,,
player,201309290kan,kan,McGrSe00,rush_att,0,,,,,
player,201309290kan,kan,McGrSe00,rush_yds,0,,,,,
player,201309290kan,kan,McGrSe00,rush_td,0,,,,,
player,201309290kan,kan,McGrSe00,rush_long,0,,,,,
player,201309290kan,kan,McGrSe00,targets,5,,,,,
player,201309290kan,kan,McGrSe00,rec,5,,,,,
player,201309290kan,kan,McGrSe00,rec_yds,64,,,,,
player,201309290kan,kan,McGrSe00,rec_td,1,,,,,
player,201309290kan,kan,McGrSe00,rec_long,23,,,,,
player,201309290kan,kan,McGrSe00,fumbles,0,,,,,
player,201309290kan,kan,McGrSe00,fumbles_lost,0,,,,,
player,201309290kan,kan,BoweDw00,pass_cmp,0,,,,,
player,201309290kan,kan,BoweDw00,pass_att,0,,,,,
player,201309290kan,kan,BoweDw00,pass_yds,0,,,,,
player,201309290kan,kan,BoweDw00,pass_td,0,,,,,
player,201309290kan,kan,BoweDw00,pass_int,0,,,,,
player,201309290kan,kan,BoweDw00,pass_sacked,0,,,,,
player,201309290kan,kan,BoweDw00,pass_sacked_yds,0,,,,,
player,201309290kan,kan,BoweDw00,pass_long,0,,,,,
player,201309290kan,kan,BoweDw00,pass_rating,,,,,,
player,201309290kan,kan,BoweDw00,rush_att,0,,,,,
player,201309290kan,kan,BoweDw00,rush_yds,0,,,,,
player,201309290kan,kan,BoweDw00,rush_td,0,,,,,
player,201309290kan,kan,BoweDw00,rush_long,0,,,,,
player,201309290kan,kan,BoweDw00,targets,7,,,,,
player,201309290kan,kan,BoweDw00,rec,4,,,,,
player,201309290kan,kan,BoweDw00,rec_yds,58,,,,,
player,201309290kan,kan,BoweDw00,rec_td,1,,,,,
player,201309290kan,kan,BoweDw00,rec_long,34,,,,,
player,201309290kan,kan,BoweDw00,fumbles,0,,,,,
player,201309290kan,kan,BoweDw00,fumbles_lost,0,,,,,
player,201309290kan,kan,McClDe00,pass_cmp,0,,,,,
player,201309290kan,kan,McClDe00,pass_att,0,,,,,
player,201309290kan,kan,McClDe00,pass_yds,0,,,,,
player,201309290kan,kan,McClDe00,pass_td,0,,,,,
player,201309290kan,kan,McClDe00,pass_int,0,,,,,
player,201309290kan,kan,McClDe00,pass_sacked,0,,,,,
player,201309290kan,kan,McClDe00,pass_sacked_yds,0,,,,,
player,201309290kan,kan,McClDe00,pass_long,0,,,,,
player,201309290kan,kan,McClDe00,pass_rating,,,,,,
player,201309290kan,kan,McClDe00,rush_att,0,,,,,
player,201309290kan,kan,McClDe00,rush_yds,0,,,,,
player,201309290kan,kan,McClDe00,rush_td,0,,,,,
player,201309290kan,kan,McClDe00,rush_long,0,,,,,
player,201309290kan,kan,McClDe00,targets,5,,,,,
player,201309290kan,kan,McClDe00,rec,5,,,,,
player,201309290kan,kan,McClDe00,rec_yds,48,,,,,
player,201309290kan,kan,McClDe00,rec_td,0,,,,,
player,201309290kan,kan,McClDe00,rec_long,17,,,,,
player,201309290kan,kan,McClDe00,fumbles,0,,,,,
player,201309290kan,kan,McClDe00,fumbles_lost,0,,,,,
player,201309290kan,kan,BrocKe00,pass_cmp,0,,,,,
player,201309290kan,kan,BrocKe00,pass_att,0,,,,,
player,201309290kan,kan,BrocKe00,pass_yds,0,,,,,
player,201309290kan,kan,BrocKe00,pass_td,0,,,,,
player,201309290kan,kan,BrocKe00,pass_int,0,,,,,
player,201309290kan,kan,BrocKe00,pass_sacked,0,,,,,
player,201309290kan,kan,BrocKe00,pass_sacked_yds,0,,,,,
player,201309290kan,kan,BrocKe00,pass_long,0,,,,,
player,201309290kan,kan,BrocKe00,pass_rating,,,,,,
player,201309290kan,kan,BrocKe00,rush_att,0,,,,,
player,201309290kan,kan,BrocKe00,rush_yds,0,,,,,
player,201309290kan,kan,BrocKe00,rush_td,0,,,,,
player,201309290kan,kan,BrocKe00,rush_long,0,,,,,
player,201309290kan,kan,BrocKe00,targets,2,,,,,
player,201309290kan,kan,BrocKe00,rec,2,,,,,
player,201309290kan,kan,BrocKe00,rec_yds,27,,,,,
player,201309290kan,kan,BrocKe00,rec_td,0,,,,,
player,201309290kan,kan,BrocKe00,rec_long,25,,,,,
player,201309290kan,kan,BrocKe00,fumbles,0,,,,,
player,201309290kan,kan,BrocKe00,fumbles_lost,0,,,,,
player,201309290kan,kan,AverDo00,pass_cmp,0,,,,,
player,201309290kan,kan,AverDo00,pass_att,0,,,,,
player,201309290kan,kan,AverDo00,pass_yds,0,,,,,
player,201309290kan,kan,AverDo00,pass_td,0,,,,,
player,201309290kan,kan,AverDo00,pass_int,0,,,,,
player,201309290kan,kan,AverDo00,pass_sacked,0,,,,,
player,201309290kan,kan,AverDo00,pass_sacked_yds,0,,,,,
player,201309290kan,kan,AverDo00,pass_long,0,,,,,
player,201309290kan,kan,AverDo00,pass_rating,,,,,,
player,201309290kan,kan,AverDo00,rush_att,0,,,,,
player,201309290kan,kan,AverDo00,rush_yds,0,,,,,
player,201309290kan,kan,AverDo00,rush_td,0,,,,,
player,201309290kan,kan,AverDo00,rush_long,0,,,,,
player,201309290kan,kan,AverDo00,targets,10,,,,,
player,201309290kan,kan,AverDo00,rec,2,,,,,
player,201309290kan,kan,AverDo00,rec_yds,23,,,,,
player,201309290kan,kan,AverDo00,rec_td,0,,,,,
player,201309290kan,kan,AverDo00,rec_long,14,,,,,
player,201309290kan,kan,AverDo00,fumbles,0,,,,,
player,201309290kan,kan,AverDo00,fumbles_lost,0,,,,,
player,201309290kan,kan,SherAn00,pass_cmp,0,,,,,
player,201309290kan,kan,SherAn00,pass_att,0,,,,,
player,201309290kan,kan,SherAn00,pass_yds,0,,,,,
player,201309290kan,kan,SherAn00,pass_td,0,,,,,
player,201309290kan,kan,SherAn00,pass_int,0,,,,,
player,201309290kan,kan,SherAn00,pass_sacked,0,,,,,
player,201309290kan,kan,SherAn00,pass_sacked_yds,0,,,,,
player,201309290kan,kan,SherAn00,pass_long,0,,,,,
player,201309290kan,kan,SherAn00,pass_rating,,,,,,
player,201309290kan,kan,SherAn00,rush_att,0,,,,,
player,201309290kan,kan,SherAn00,rush_yds,0,,,,,
player,201309290kan,kan,SherAn00,rush_td,0,,,,,
player,201309290kan,kan,SherAn00,rush_long,0,,,,,
player,201309290kan,kan,SherAn00,targets,1,,,,,
player,201309290kan,kan,SherAn00,rec,1,,,,,
player,201309290kan,kan,SherAn00,rec_yds,6,,,,,
player,201309290kan,kan,SherAn00,rec_td,0,,,,,
player,201309290kan,kan,SherAn00,rec_long,6,,,,,
player,201309290kan,kan,SherAn00,fumbles,0,,,,,
player,201309290kan,kan,SherAn00,fumbles_lost,0,,,,,
player,201309290kan,kan,DaniCh00,pass_cmp,0,,,,,
player,201309290kan,kan,DaniCh00,pass_att,0,,,,,
player,201309290kan,kan,DaniCh00,pass_yds,0,,,,,
player,201309290kan,kan,DaniCh00,pass_td,0,,,,,
player,201309290kan,kan,DaniCh00,pass_int,0,,,,,
player,201309290kan,kan,DaniCh00,pass_sacked,0,,,,,
player,201309290kan,kan,DaniCh00,pass_sacked_yds,0,,,,,
player,201309290kan,kan,DaniCh00,pass_long,0,,,,,
player,201309290kan,kan,DaniCh00,pass_rating,,,,,,
player,201309290kan,kan,DaniCh00,rush_att,2,,,,,
player,201309290kan,kan,DaniCh00,rush_yds,-2,,,,,
player,201309290kan,kan,DaniCh00,rush_td,0,,,,,
player,201309290kan,kan,DaniCh00,rush_long,-1,,,,,
player,201309290kan,kan,DaniCh00,targets,0,,,,,
player,201309290kan,kan,DaniCh00,rec,0,,,,,
player,201309290kan,kan,DaniCh00,rec_yds,0,,,,,
player,201309290kan,kan,DaniCh00,rec_td,0,,,,,
player,201309290kan,kan,DaniCh00,rec_long,0,,,,,
player,201309290kan,kan,DaniCh00,fumbles,0,,,,,
player,201309290kan,kan,DaniCh00,fumbles_lost,0,,,,,
player,201309290kan,nyg,RollAn20,def_int,1,,,,,
player,201309290kan,nyg,RollAn20,def_int_yds,0,,,,,
player,201309290kan,nyg,RollAn20,def_int_td,0,,,,,
player,201309290kan,nyg,RollAn20,def_int_long,0,,,,,
player,201309290kan,nyg,RollAn20,pass_defended,1,,,,,
player,201309290kan,nyg,RollAn20,sacks,0.0,,,,,
player,201309290kan,nyg,RollAn20,tackles_combined,6,,,,,
player,201309290kan,nyg,RollAn20,tackles_solo,6,,,,,
player,201309290kan,nyg,RollAn20,tackles_assists,0,,,,,
player,201309290kan,nyg,RollAn20,tackles_loss,0,,,,,
player,201309290kan,nyg,RollAn20,qb_hits,0,,,,,
player,201309290kan,nyg,RollAn20,fumbles_rec,0,,,,,
player,201309290kan,nyg,RollAn20,fumbles_rec_yds,0,,,,,
player,201309290kan,nyg,RollAn20,fumbles_rec_td,0,,,,,
player,201309290kan,nyg,RollAn20,fumbles_forced,0,,,,,
player,201309290kan,nyg,AmukPr00,def_int,1,,,,,
player,201309290kan,nyg,AmukPr00,def_int_yds,-4,,,,,
player,201309290kan,nyg,AmukPr00,def_int_td,0,,,,,
player,201309290kan,nyg,AmukPr00,def_int_long,-4,,,,,
player,201309290kan,nyg,AmukPr00,pass_defended,2,,,,,
player,201309290kan,nyg,AmukPr00,sacks,0.0,,,,,
player,201309290kan,nyg,AmukPr00,tackles_combined,3,,,,,
player,201309290kan,nyg,AmukPr00,tackles_solo,2,,,,,
player,201309290kan,nyg,AmukPr00,tackles_assists,1,,,,,
player,201309290kan,nyg,AmukPr00,tackles_loss,0,,,,,
player,201309290kan,nyg,AmukPr00,qb_hits,0,,,,,
player,201309290kan,nyg,AmukPr00,fumbles_rec,0,,,,,
player,201309290kan,nyg,AmukPr00,fumbles_rec_yds,0,,,,,
player,201309290kan,nyg,AmukPr00,fumbles_rec_td,0,,,,,
player,201309290kan,nyg,AmukPr00,fumbles_forced,0,,,,,
player,201309290kan,nyg,PaysSp00,def_int,0,,,,,
player,201309290kan,nyg,PaysSp00,def_int_yds,0,,,,,
player,201309290kan,nyg,PaysSp00,def_int_td,0,,,,,
player,201309290kan,nyg,PaysSp00,def_int_long,0,,,,,
player,201309290kan,nyg,PaysSp00,pass_defended,0,,,,,
player,201309290kan,nyg,PaysSp00,sacks,1.0,,,,,
player,201309290kan,nyg,PaysSp00,tackles_combined,7,,,,,
player,201309290kan,nyg,PaysSp00,tackles_solo,7,,,,,
player,201309290kan,nyg,PaysSp00,tackles_assists,0,,,,,
player,201309290kan,nyg,PaysSp00,tackles_loss,0,,,,,
player,201309290kan,nyg,PaysSp00,qb_hits,1,,,,,
player,201309290kan,nyg,PaysSp00,fumbles_rec,1,,,,,
player,201309290kan,nyg,PaysSp00,fumbles_rec_yds,0,,,,,
player,201309290kan,nyg,PaysSp00,fumbles_rec_td,0,,,,,
player,201309290kan,nyg,PaysSp00,fumbles_forced,0,,,,,
player,201309290kan,nyg,HerzMa00,def_int,0,,,,,
