game,2013,3,20130922,201309220nor,crd,"Arizona Cardinals",7,nor,"New Orleans Saints",31
player,201309220nor,crd,SmitAl22,rush_yds,27,,,,,
player,201309220nor,crd,SmitAl22,rush_td,1,,,,,
player,201309220nor,crd,SmitAl22,rush_long,21,,,,,
player,201309220nor,crd,SmitAl22,targets,1,,,,,
player,201309220nor,crd,SmitAl22,rec,1,,,,,
player,201309220nor,crd,SmitAl22,rec_yds,7,,,,,
player,201309220nor,crd,SmitAl22,rec_td,0,,,,,
player,201309220nor,crd,SmitAl22,rec_long,7,,,,,
player,201309220nor,crd,SmitAl22,fumbles,0,,,,,
player,201309220nor,crd,SmitAl22,fumbles_lost,0,,,,,
player,201309220nor,crd,ElliAn00,pass_cmp,0,,,,,
player,201309220nor,crd,ElliAn00,pass_att,0,,,,,
player,201309220nor,crd,ElliAn00,pass_yds,0,,,,,
player,201309220nor,crd,ElliAn00,pass_td,0,,,,,
player,201309220nor,crd,ElliAn00,pass_int,0,,,,,
player,201309220nor,crd,ElliAn00,pass_sacked,0,,,,,
player,201309220nor,crd,ElliAn00,pass_sacked_yds,0,,,,,
player,201309220nor,crd,ElliAn00,pass_long,0,,,,,
player,201309220nor,crd,ElliAn00,pass_rating,,,,,,
player,201309220nor,crd,ElliAn00,rush_att,3,,,,,
player,201309220nor,crd,ElliAn00,rush_yds,19,,,,,
player,201309220nor,crd,ElliAn00,rush_td,0,,,,,
player,201309220nor,crd,ElliAn00,rush_long,14,,,,,
player,201309220nor,crd,ElliAn00,targets,6,,,,,
player,201309220nor,crd,ElliAn00,rec,3,,,,,
player,201309220nor,crd,ElliAn00,rec_yds,36,,,,,
player,201309220nor,crd,ElliAn00,rec_td,0,,,,,
player,201309220nor,crd,ElliAn00,rec_long,17,,,,,
player,201309220nor,crd,ElliAn00,fumbles,0,,,,,
player,201309220nor,crd,ElliAn00,fumbles_lost,0,,,,,
player,201309220nor,crd,PetePa00,pass_cmp,0,,,,,
player,201309220nor,crd,PetePa00,pass_att,0,,,,,
player,201309220nor,crd,PetePa00,pass_yds,0,,,,,
player,201309220nor,crd,PetePa00,pass_td,0,,,,,
player,201309220nor,crd,PetePa00,pass_int,0,,,,,
player,201309220nor,crd,PetePa00,pass_sacked,0,,,,,
player,201309220nor,crd,PetePa00,pass_sacked_yds,0,,,,,
player,201309220nor,crd,PetePa00,pass_long,0,,,,,
player,201309220nor,crd,PetePa00,pass_rating,,,,,,
player,201309220nor,crd,PetePa00,rush_att,1,,,,,
player,201309220nor,crd,PetePa00,rush_yds,11,,,,,
player,201309220nor,crd,PetePa00,rush_td,0,,,,,
player,201309220nor,crd,PetePa00,rush_long,11,,,,,
player,201309220nor,crd,PetePa00,targets,2,,,,,
player,201309220nor,crd,PetePa00,rec,1,,,,,
player,201309220nor,crd,PetePa00,rec_yds,-2,,,,,
player,201309220nor,crd,PetePa00,rec_td,0,,,,,
player,201309220nor,crd,PetePa00,rec_long,-2,,,,,
player,201309220nor,crd,PetePa00,fumbles,1,,,,,
player,201309220nor,crd,PetePa00,fumbles_lost,0,,,,,
player,201309220nor,crd,FitzLa00,pass_cmp,0,,,,,
player,201309220nor,crd,FitzLa00,pass_att,0,,,,,
player,201309220nor,crd,FitzLa00,pass_yds,0,,,,,
player,201309220nor,crd,FitzLa00,pass_td,0,,,,,
player,201309220nor,crd,FitzLa00,pass_int,0,,,,,
player,201309220nor,crd,FitzLa00,pass_sacked,0,,,,,
player,201309220nor,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201309220nor,crd,FitzLa00,pass_long,0,,,,,
player,201309220nor,crd,FitzLa00,pass_rating,,,,,,
player,201309220nor,crd,FitzLa00,rush_att,0,,,,,
player,201309220nor,crd,FitzLa00,rush_yds,0,,,,,
player,201309220nor,crd,FitzLa00,rush_td,0,,,,,
player,201309220nor,crd,FitzLa00,rush_long,0,,,,,
player,201309220nor,crd,FitzLa00,targets,6,,,,,
player,201309220nor,crd,FitzLa00,rec,5,,,,,
player,201309220nor,crd,FitzLa00,rec_yds,64,,,,,
player,201309220nor,crd,FitzLa00,rec_td,0,,,,,
player,201309220nor,crd,FitzLa00,rec_long,26,,,,,
player,201309220nor,crd,FitzLa00,fumbles,0,,,,,
player,201309220nor,crd,FitzLa00,fumbles_lost,0,,,,,
player,201309220nor,crd,FloyMi00,pass_cmp,0,,,,,
player,201309220nor,crd,FloyMi00,pass_att,0,,,,,
player,201309220nor,crd,FloyMi00,pass_yds,0,,,,,
player,201309220nor,crd,FloyMi00,pass_td,0,,,,,
player,201309220nor,crd,FloyMi00,pass_int,0,,,,,
player,201309220nor,crd,FloyMi00,pass_sacked,0,,,,,
player,201309220nor,crd,FloyMi00,pass_sacked_yds,0,,,,,
player,201309220nor,crd,FloyMi00,pass_long,0,,,,,
player,201309220nor,crd,FloyMi00,pass_rating,,,,,,
player,201309220nor,crd,FloyMi00,rush_att,0,,,,,
player,201309220nor,crd,FloyMi00,rush_yds,0,,,,,
player,201309220nor,crd,FloyMi00,rush_td,0,,,,,
player,201309220nor,crd,FloyMi00,rush_long,0,,,,,
player,201309220nor,crd,FloyMi00,targets,6,,,,,
player,201309220nor,crd,FloyMi00,rec,4,,,,,
player,201309220nor,crd,FloyMi00,rec_yds,49,,,,,
player,201309220nor,crd,FloyMi00,rec_td,0,,,,,
player,201309220nor,crd,FloyMi00,rec_long,20,,,,,
player,201309220nor,crd,FloyMi00,fumbles,0,,,,,
player,201309220nor,crd,FloyMi00,fumbles_lost,0,,,,,
player,201309220nor,crd,HousRo01,pass_cmp,0,,,,,
player,201309220nor,crd,HousRo01,pass_att,0,,,,,
player,201309220nor,crd,HousRo01,pass_yds,0,,,,,
player,201309220nor,crd,HousRo01,pass_td,0,,,,,
player,201309220nor,crd,HousRo01,pass_int,0,,,,,
player,201309220nor,crd,HousRo01,pass_sacked,0,,,,,
player,201309220nor,crd,HousRo01,pass_sacked_yds,0,,,,,
player,201309220nor,crd,HousRo01,pass_long,0,,,,,
player,201309220nor,crd,HousRo01,pass_rating,,,,,,
player,201309220nor,crd,HousRo01,rush_att,0,,,,,
player,201309220nor,crd,HousRo01,rush_yds,0,,,,,
player,201309220nor,crd,HousRo01,rush_td,0,,,,,
player,201309220nor,crd,HousRo01,rush_long,0,,,,,
player,201309220nor,crd,HousRo01,targets,3,,,,,
player,201309220nor,crd,HousRo01,rec,1,,,,,
player,201309220nor,crd,HousRo01,rec_yds,13,,,,,
player,201309220nor,crd,HousRo01,rec_td,0,,,,,
player,201309220nor,crd,HousRo01,rec_long,13,,,,,
player,201309220nor,crd,HousRo01,fumbles,0,,,,,
player,201309220nor,crd,HousRo01,fumbles_lost,0,,,,,
player,201309220nor,crd,RobeAn00,pass_cmp,0,,,,,
player,201309220nor,crd,RobeAn00,pass_att,0,,,,,
player,201309220nor,crd,RobeAn00,pass_yds,0,,,,,
player,201309220nor,crd,RobeAn00,pass_td,0,,,,,
player,201309220nor,crd,RobeAn00,pass_int,0,,,,,
player,201309220nor,crd,RobeAn00,pass_sacked,0,,,,,
player,201309220nor,crd,RobeAn00,pass_sacked_yds,0,,,,,
player,201309220nor,crd,RobeAn00,pass_long,0,,,,,
player,201309220nor,crd,RobeAn00,pass_rating,,,,,,
player,201309220nor,crd,RobeAn00,rush_att,0,,,,,
player,201309220nor,crd,RobeAn00,rush_yds,0,,,,,
player,201309220nor,crd,RobeAn00,rush_td,0,,,,,
player,201309220nor,crd,RobeAn00,rush_long,0,,,,,
player,201309220nor,crd,RobeAn00,targets,4,,,,,
player,201309220nor,crd,RobeAn00,rec,1,,,,,
player,201309220nor,crd,RobeAn00,rec_yds,6,,,,,
player,201309220nor,crd,RobeAn00,rec_td,0,,,,,
player,201309220nor,crd,RobeAn00,rec_long,6,,,,,
player,201309220nor,crd,RobeAn00,fumbles,0,,,,,
player,201309220nor,crd,RobeAn00,fumbles_lost,0,,,,,
player,201309220nor,crd,TaylSt00,pass_cmp,0,,,,,
player,201309220nor,crd,TaylSt00,pass_att,0,,,,,
player,201309220nor,crd,TaylSt00,pass_yds,0,,,,,
player,201309220nor,crd,TaylSt00,pass_td,0,,,,,
player,201309220nor,crd,TaylSt00,pass_int,0,,,,,
player,201309220nor,crd,TaylSt00,pass_sacked,0,,,,,
player,201309220nor,crd,TaylSt00,pass_sacked_yds,0,,,,,
player,201309220nor,crd,TaylSt00,pass_long,0,,,,,
player,201309220nor,crd,TaylSt00,pass_rating,,,,,,
player,201309220nor,crd,TaylSt00,rush_att,0,,,,,
player,201309220nor,crd,TaylSt00,rush_yds,0,,,,,
player,201309220nor,crd,TaylSt00,rush_td,0,,,,,
player,201309220nor,crd,TaylSt00,rush_long,0,,,,,
player,201309220nor,crd,TaylSt00,targets,1,,,,,
player,201309220nor,crd,TaylSt00,rec,1,,,,,
player,201309220nor,crd,TaylSt00,rec_yds,2,,,,,
player,201309220nor,crd,TaylSt00,rec_td,0,,,,,
player,201309220nor,crd,TaylSt00,rec_long,2,,,,,
player,201309220nor,crd,TaylSt00,fumbles,0,,,,,
player,201309220nor,crd,TaylSt00,fumbles_lost,0,,,,,
player,201309220nor,crd,BrowJa03,pass_cmp,0,,,,,
player,201309220nor,crd,BrowJa03,pass_att,0,,,,,
player,201309220nor,crd,BrowJa03,pass_yds,0,,,,,
player,201309220nor,crd,BrowJa03,pass_td,0,,,,,
player,201309220nor,crd,BrowJa03,pass_int,0,,,,,
player,201309220nor,crd,BrowJa03,pass_sacked,0,,,,,
player,201309220nor,crd,BrowJa03,pass_sacked_yds,0,,,,,
player,201309220nor,crd,BrowJa03,pass_long,0,,,,,
player,201309220nor,crd,BrowJa03,pass_rating,,,,,,
player,201309220nor,crd,BrowJa03,rush_att,0,,,,,
player,201309220nor,crd,BrowJa03,rush_yds,0,,,,,
player,201309220nor,crd,BrowJa03,rush_td,0,,,,,
player,201309220nor,crd,BrowJa03,rush_long,0,,,,,
player,201309220nor,crd,BrowJa03,targets,2,,,,,
player,201309220nor,crd,BrowJa03,rec,0,,,,,
player,201309220nor,crd,BrowJa03,rec_yds,0,,,,,
player,201309220nor,crd,BrowJa03,rec_td,0,,,,,
player,201309220nor,crd,BrowJa03,rec_long,0,,,,,
player,201309220nor,crd,BrowJa03,fumbles,0,,,,,
player,201309220nor,crd,BrowJa03,fumbles_lost,0,,,,,
player,201309220nor,nor,BreeDr00,pass_cmp,29,,,,,
player,201309220nor,nor,BreeDr00,pass_att,46,,,,,
player,201309220nor,nor,BreeDr00,pass_yds,342,,,,,
player,201309220nor,nor,BreeDr00,pass_td,3,,,,,
player,201309220nor,nor,BreeDr00,pass_int,1,,,,,
player,201309220nor,nor,BreeDr00,pass_sacked,4,,,,,
player,201309220nor,nor,BreeDr00,pass_sacked_yds,23,,,,,
player,201309220nor,nor,BreeDr00,pass_long,29,,,,,
player,201309220nor,nor,BreeDr00,pass_rating,98.3,,,,,
player,201309220nor,nor,BreeDr00,rush_att,6,,,,,
player,201309220nor,nor,BreeDr00,rush_yds,21,,,,,
player,201309220nor,nor,BreeDr00,rush_td,1,,,,,
player,201309220nor,nor,BreeDr00,rush_long,13,,,,,
player,201309220nor,nor,BreeDr00,targets,0,,,,,
player,201309220nor,nor,BreeDr00,rec,0,,,,,
player,201309220nor,nor,BreeDr00,rec_yds,0,,,,,
player,201309220nor,nor,BreeDr00,rec_td,0,,,,,
player,201309220nor,nor,BreeDr00,rec_long,0,,,,,
player,201309220nor,nor,BreeDr00,fumbles,0,,,,,
player,201309220nor,nor,BreeDr00,fumbles_lost,0,,,,,
player,201309220nor,nor,RobiKh00,pass_cmp,0,,,,,
player,201309220nor,nor,RobiKh00,pass_att,0,,,,,
player,201309220nor,nor,RobiKh00,pass_yds,0,,,,,
player,201309220nor,nor,RobiKh00,pass_td,0,,,,,
player,201309220nor,nor,RobiKh00,pass_int,0,,,,,
player,201309220nor,nor,RobiKh00,pass_sacked,0,,,,,
player,201309220nor,nor,RobiKh00,pass_sacked_yds,0,,,,,
player,201309220nor,nor,RobiKh00,pass_long,0,,,,,
player,201309220nor,nor,RobiKh00,pass_rating,,,,,,
player,201309220nor,nor,RobiKh00,rush_att,4,,,,,
player,201309220nor,nor,RobiKh00,rush_yds,38,,,,,
player,201309220nor,nor,RobiKh00,rush_td,0,,,,,
player,201309220nor,nor,RobiKh00,rush_long,21,,,,,
player,201309220nor,nor,RobiKh00,targets,0,,,,,
player,201309220nor,nor,RobiKh00,rec,0,,,,,
player,201309220nor,nor,RobiKh00,rec_yds,0,,,,,
player,201309220nor,nor,RobiKh00,rec_td,0,,,,,
player,201309220nor,nor,RobiKh00,rec_long,0,,,,,
player,201309220nor,nor,RobiKh00,fumbles,0,,,,,
player,201309220nor,nor,RobiKh00,fumbles_lost,0,,,,,
player,201309220nor,nor,ThomPi00,pass_cmp,0,,,,,
player,201309220nor,nor,ThomPi00,pass_att,0,,,,,
player,201309220nor,nor,ThomPi00,pass_yds,0,,,,,
player,201309220nor,nor,ThomPi00,pass_td,0,,,,,
player,201309220nor,nor,ThomPi00,pass_int,0,,,,,
player,201309220nor,nor,ThomPi00,pass_sacked,0,,,,,
player,201309220nor,nor,ThomPi00,pass_sacked_yds,0,,,,,
player,201309220nor,nor,ThomPi00,pass_long,0,,,,,
player,201309220nor,nor,ThomPi00,pass_rating,,,,,,
player,201309220nor,nor,ThomPi00,rush_att,11,,,,,
player,201309220nor,nor,ThomPi00,rush_yds,28,,,,,
player,201309220nor,nor,ThomPi00,rush_td,0,,,,,
player,201309220nor,nor,ThomPi00,rush_long,11,,,,,
player,201309220nor,nor,ThomPi00,targets,6,,,,,
player,201309220nor,nor,ThomPi00,rec,6,,,,,
player,201309220nor,nor,ThomPi00,rec_yds,39,,,,,
player,201309220nor,nor,ThomPi00,rec_td,0,,,,,
player,201309220nor,nor,ThomPi00,rec_long,16,,,,,
player,201309220nor,nor,ThomPi00,fumbles,0,,,,,
player,201309220nor,nor,ThomPi00,fumbles_lost,0,,,,,
player,201309220nor,nor,SproDa00,pass_cmp,0,,,,,
player,201309220nor,nor,SproDa00,pass_att,0,,,,,
player,201309220nor,nor,SproDa00,pass_yds,0,,,,,
player,201309220nor,nor,SproDa00,pass_td,0,,,,,
player,201309220nor,nor,SproDa00,pass_int,0,,,,,
player,201309220nor,nor,SproDa00,pass_sacked,0,,,,,
player,201309220nor,nor,SproDa00,pass_sacked_yds,0,,,,,
player,201309220nor,nor,SproDa00,pass_long,0,,,,,
player,201309220nor,nor,SproDa00,pass_rating,,,,,,
player,201309220nor,nor,SproDa00,rush_att,3,,,,,
player,201309220nor,nor,SproDa00,rush_yds,17,,,,,
player,201309220nor,nor,SproDa00,rush_td,0,,,,,
player,201309220nor,nor,SproDa00,rush_long,15,,,,,
player,201309220nor,nor,SproDa00,targets,6,,,,,
player,201309220nor,nor,SproDa00,rec,4,,,,,
player,201309220nor,nor,SproDa00,rec_yds,39,,,,,
player,201309220nor,nor,SproDa00,rec_td,0,,,,,
player,201309220nor,nor,SproDa00,rec_long,13,,,,,
player,201309220nor,nor,SproDa00,fumbles,0,,,,,
player,201309220nor,nor,SproDa00,fumbles_lost,0,,,,,
player,201309220nor,nor,GrahJi00,pass_cmp,0,,,,,
player,201309220nor,nor,GrahJi00,pass_att,0,,,,,
player,201309220nor,nor,GrahJi00,pass_yds,0,,,,,
player,201309220nor,nor,GrahJi00,pass_td,0,,,,,
player,201309220nor,nor,GrahJi00,pass_int,0,,,,,
player,201309220nor,nor,GrahJi00,pass_sacked,0,,,,,
player,201309220nor,nor,GrahJi00,pass_sacked_yds,0,,,,,
player,201309220nor,nor,GrahJi00,pass_long,0,,,,,
player,201309220nor,nor,GrahJi00,pass_rating,,,,,,
player,201309220nor,nor,GrahJi00,rush_att,0,,,,,
player,201309220nor,nor,GrahJi00,rush_yds,0,,,,,
player,201309220nor,nor,GrahJi00,rush_td,0,,,,,
player,201309220nor,nor,GrahJi00,rush_long,0,,,,,
player,201309220nor,nor,GrahJi00,targets,15,,,,,
player,201309220nor,nor,GrahJi00,rec,9,,,,,
player,201309220nor,nor,GrahJi00,rec_yds,134,,,,,
player,201309220nor,nor,GrahJi00,rec_td,2,,,,,
player,201309220nor,nor,GrahJi00,rec_long,29,,,,,
player,201309220nor,nor,GrahJi00,fumbles,0,,,,,
player,201309220nor,nor,GrahJi00,fumbles_lost,0,,,,,
player,201309220nor,nor,ColsMa00,pass_cmp,0,,,,,
player,201309220nor,nor,ColsMa00,pass_att,0,,,,,
player,201309220nor,nor,ColsMa00,pass_yds,0,,,,,
player,201309220nor,nor,ColsMa00,pass_td,0,,,,,
player,201309220nor,nor,ColsMa00,pass_int,0,,,,,
player,201309220nor,nor,ColsMa00,pass_sacked,0,,,,,
player,201309220nor,nor,ColsMa00,pass_sacked_yds,0,,,,,
player,201309220nor,nor,ColsMa00,pass_long,0,,,,,
player,201309220nor,nor,ColsMa00,pass_rating,,,,,,
player,201309220nor,nor,ColsMa00,rush_att,0,,,,,
player,201309220nor,nor,ColsMa00,rush_yds,0,,,,,
player,201309220nor,nor,ColsMa00,rush_td,0,,,,,
player,201309220nor,nor,ColsMa00,rush_long,0,,,,,
player,201309220nor,nor,ColsMa00,targets,8,,,,,
player,201309220nor,nor,ColsMa00,rec,5,,,,,
player,201309220nor,nor,ColsMa00,rec_yds,71,,,,,
player,201309220nor,nor,ColsMa00,rec_td,0,,,,,
player,201309220nor,nor,ColsMa00,rec_long,24,,,,,
player,201309220nor,nor,ColsMa00,fumbles,0,,,,,
player,201309220nor,nor,ColsMa00,fumbles_lost,0,,,,,
player,201309220nor,nor,MeacRo00,pass_cmp,0,,,,,
player,201309220nor,nor,MeacRo00,pass_att,0,,,,,
player,201309220nor,nor,MeacRo00,pass_yds,0,,,,,
player,201309220nor,nor,MeacRo00,pass_td,0,,,,,
player,201309220nor,nor,MeacRo00,pass_int,0,,,,,
player,201309220nor,nor,MeacRo00,pass_sacked,0,,,,,
player,201309220nor,nor,MeacRo00,pass_sacked_yds,0,,,,,
player,201309220nor,nor,MeacRo00,pass_long,0,,,,,
player,201309220nor,nor,MeacRo00,pass_rating,,,,,,
player,201309220nor,nor,MeacRo00,rush_att,0,,,,,
player,201309220nor,nor,MeacRo00,rush_yds,0,,,,,
player,201309220nor,nor,MeacRo00,rush_td,0,,,,,
player,201309220nor,nor,MeacRo00,rush_long,0,,,,,
player,201309220nor,nor,MeacRo00,targets,2,,,,,
player,201309220nor,nor,MeacRo00,rec,2,,,,,
player,201309220nor,nor,MeacRo00,rec_yds,34,,,,,
player,201309220nor,nor,MeacRo00,rec_td,1,,,,,
player,201309220nor,nor,MeacRo00,rec_long,27,,,,,
player,201309220nor,nor,MeacRo00,fumbles,0,,,,,
player,201309220nor,nor,MeacRo00,fumbles_lost,0,,,,,
player,201309220nor,nor,WatsBe00,pass_cmp,0,,,,,
player,201309220nor,nor,WatsBe00,pass_att,0,,,,,
player,201309220nor,nor,WatsBe00,pass_yds,0,,,,,
player,201309220nor,nor,WatsBe00,pass_td,0,,,,,
player,201309220nor,nor,WatsBe00,pass_int,0,,,,,
player,201309220nor,nor,WatsBe00,pass_sacked,0,,,,,
player,201309220nor,nor,WatsBe00,pass_sacked_yds,0,,,,,
player,201309220nor,nor,WatsBe00,pass_long,0,,,,,
player,201309220nor,nor,WatsBe00,pass_rating,,,,,,
player,201309220nor,nor,WatsBe00,rush_att,0,,,,,
player,201309220nor,nor,WatsBe00,rush_yds,0,,,,,
player,201309220nor,nor,WatsBe00,rush_td,0,,,,,
player,201309220nor,nor,WatsBe00,rush_long,0,,,,,
player,201309220nor,nor,WatsBe00,targets,2,,,,,
player,201309220nor,nor,WatsBe00,rec,1,,,,,
player,201309220nor,nor,WatsBe00,rec_yds,14,,,,,
player,201309220nor,nor,WatsBe00,rec_td,0,,,,,
player,201309220nor,nor,WatsBe00,rec_long,14,,,,,
player,201309220nor,nor,WatsBe00,fumbles,0,,,,,
player,201309220nor,nor,WatsBe00,fumbles_lost,0,,,,,
player,201309220nor,nor,MoorLa00,pass_cmp,0,,,,,
player,201309220nor,nor,MoorLa00,pass_att,0,,,,,
player,201309220nor,nor,MoorLa00,pass_yds,0,,,,,
player,201309220nor,nor,MoorLa00,pass_td,0,,,,,
player,201309220nor,nor,MoorLa00,pass_int,0,,,,,
player,201309220nor,nor,MoorLa00,pass_sacked,0,,,,,
player,201309220nor,nor,MoorLa00,pass_sacked_yds,0,,,,,
player,201309220nor,nor,MoorLa00,pass_long,0,,,,,
player,201309220nor,nor,MoorLa00,pass_rating,,,,,,
player,201309220nor,nor,MoorLa00,rush_att,0,,,,,
player,201309220nor,nor,MoorLa00,rush_yds,0,,,,,
player,201309220nor,nor,MoorLa00,rush_td,0,,,,,
player,201309220nor,nor,MoorLa00,rush_long,0,,,,,
player,201309220nor,nor,MoorLa00,targets,3,,,,,
player,201309220nor,nor,MoorLa00,rec,1,,,,,
player,201309220nor,nor,MoorLa00,rec_yds,6,,,,,
player,201309220nor,nor,MoorLa00,rec_td,0,,,,,
player,201309220nor,nor,MoorLa00,rec_long,6,,,,,
player,201309220nor,nor,MoorLa00,fumbles,0,,,,,
player,201309220nor,nor,MoorLa00,fumbles_lost,0,,,,,
player,201309220nor,nor,CollJe01,pass_cmp,0,,,,,
player,201309220nor,nor,CollJe01,pass_att,0,,,,,
player,201309220nor,nor,CollJe01,pass_yds,0,,,,,
player,201309220nor,nor,CollJe01,pass_td,0,,,,,
player,201309220nor,nor,CollJe01,pass_int,0,,,,,
player,201309220nor,nor,CollJe01,pass_sacked,0,,,,,
player,201309220nor,nor,CollJe01,pass_sacked_yds,0,,,,,
player,201309220nor,nor,CollJe01,pass_long,0,,,,,
player,201309220nor,nor,CollJe01,pass_rating,,,,,,
player,201309220nor,nor,CollJe01,rush_att,0,,,,,
player,201309220nor,nor,CollJe01,rush_yds,0,,,,,
player,201309220nor,nor,CollJe01,rush_td,0,,,,,
player,201309220nor,nor,CollJe01,rush_long,0,,,,,
player,201309220nor,nor,CollJe01,targets,1,,,,,
player,201309220nor,nor,CollJe01,rec,1,,,,,
player,201309220nor,nor,CollJe01,rec_yds,5,,,,,
player,201309220nor,nor,CollJe01,rec_td,0,,,,,
player,201309220nor,nor,CollJe01,rec_long,5,,,,,
player,201309220nor,nor,CollJe01,fumbles,0,,,,,
player,201309220nor,nor,CollJe01,fumbles_lost,0,,,,,
player,201309220nor,nor,StilKe00,pass_cmp,0,,,,,
player,201309220nor,nor,StilKe00,pass_att,0,,,,,
player,201309220nor,nor,StilKe00,pass_yds,0,,,,,
player,201309220nor,nor,StilKe00,pass_td,0,,,,,
player,201309220nor,nor,StilKe00,pass_int,0,,,,,
player,201309220nor,nor,StilKe00,pass_sacked,0,,,,,
player,201309220nor,nor,StilKe00,pass_sacked_yds,0,,,,,
player,201309220nor,nor,StilKe00,pass_long,0,,,,,
player,201309220nor,nor,StilKe00,pass_rating,,,,,,
player,201309220nor,nor,StilKe00,rush_att,0,,,,,
player,201309220nor,nor,StilKe00,rush_yds,0,,,,,
player,201309220nor,nor,StilKe00,rush_td,0,,,,,
player,201309220nor,nor,StilKe00,rush_long,0,,,,,
player,201309220nor,nor,StilKe00,targets,2,,,,,
