game,2013,7,20131020,201310200kan,htx,"Houston Texans",16,kan,"Kansas City Chiefs",17
player,201310200kan,htx,TateBe00,pass_int,0,,,,,
player,201310200kan,htx,TateBe00,pass_sacked,0,,,,,
player,201310200kan,htx,TateBe00,pass_sacked_yds,0,,,,,
player,201310200kan,htx,TateBe00,pass_long,0,,,,,
player,201310200kan,htx,TateBe00,pass_rating,,,,,,
player,201310200kan,htx,TateBe00,rush_att,15,,,,,
player,201310200kan,htx,TateBe00,rush_yds,50,,,,,
player,201310200kan,htx,TateBe00,rush_td,0,,,,,
player,201310200kan,htx,TateBe00,rush_long,10,,,,,
player,201310200kan,htx,TateBe00,targets,3,,,,,
player,201310200kan,htx,TateBe00,rec,2,,,,,
player,201310200kan,htx,TateBe00,rec_yds,5,,,,,
player,201310200kan,htx,TateBe00,rec_td,0,,,,,
player,201310200kan,htx,TateBe00,rec_long,5,,,,,
player,201310200kan,htx,TateBe00,fumbles,0,,,,,
player,201310200kan,htx,TateBe00,fumbles_lost,0,,,,,
player,201310200kan,htx,FostAr00,pass_cmp,0,,,,,
player,201310200kan,htx,FostAr00,pass_att,0,,,,,
player,201310200kan,htx,FostAr00,pass_yds,0,,,,,
player,201310200kan,htx,FostAr00,pass_td,0,,,,,
player,201310200kan,htx,FostAr00,pass_int,0,,,,,
player,201310200kan,htx,FostAr00,pass_sacked,0,,,,,
player,201310200kan,htx,FostAr00,pass_sacked_yds,0,,,,,
player,201310200kan,htx,FostAr00,pass_long,0,,,,,
player,201310200kan,htx,FostAr00,pass_rating,,,,,,
player,201310200kan,htx,FostAr00,rush_att,4,,,,,
player,201310200kan,htx,FostAr00,rush_yds,11,,,,,
player,201310200kan,htx,FostAr00,rush_td,0,,,,,
player,201310200kan,htx,FostAr00,rush_long,11,,,,,
player,201310200kan,htx,FostAr00,targets,0,,,,,
player,201310200kan,htx,FostAr00,rec,0,,,,,
player,201310200kan,htx,FostAr00,rec_yds,0,,,,,
player,201310200kan,htx,FostAr00,rec_td,0,,,,,
player,201310200kan,htx,FostAr00,rec_long,0,,,,,
player,201310200kan,htx,FostAr00,fumbles,0,,,,,
player,201310200kan,htx,FostAr00,fumbles_lost,0,,,,,
player,201310200kan,htx,JoneGr01,pass_cmp,0,,,,,
player,201310200kan,htx,JoneGr01,pass_att,0,,,,,
player,201310200kan,htx,JoneGr01,pass_yds,0,,,,,
player,201310200kan,htx,JoneGr01,pass_td,0,,,,,
player,201310200kan,htx,JoneGr01,pass_int,0,,,,,
player,201310200kan,htx,JoneGr01,pass_sacked,0,,,,,
player,201310200kan,htx,JoneGr01,pass_sacked_yds,0,,,,,
player,201310200kan,htx,JoneGr01,pass_long,0,,,,,
player,201310200kan,htx,JoneGr01,pass_rating,,,,,,
player,201310200kan,htx,JoneGr01,rush_att,2,,,,,
player,201310200kan,htx,JoneGr01,rush_yds,2,,,,,
player,201310200kan,htx,JoneGr01,rush_td,0,,,,,
player,201310200kan,htx,JoneGr01,rush_long,4,,,,,
player,201310200kan,htx,JoneGr01,targets,0,,,,,
player,201310200kan,htx,JoneGr01,rec,0,,,,,
player,201310200kan,htx,JoneGr01,rec_yds,0,,,,,
player,201310200kan,htx,JoneGr01,rec_td,0,,,,,
player,201310200kan,htx,JoneGr01,rec_long,0,,,,,
player,201310200kan,htx,JoneGr01,fumbles,0,,,,,
player,201310200kan,htx,JoneGr01,fumbles_lost,0,,,,,
player,201310200kan,htx,JohnAn02,pass_cmp,0,,,,,
player,201310200kan,htx,JohnAn02,pass_att,0,,,,,
player,201310200kan,htx,JohnAn02,pass_yds,0,,,,,
player,201310200kan,htx,JohnAn02,pass_td,0,,,,,
player,201310200kan,htx,JohnAn02,pass_int,0,,,,,
player,201310200kan,htx,JohnAn02,pass_sacked,0,,,,,
player,201310200kan,htx,JohnAn02,pass_sacked_yds,0,,,,,
player,201310200kan,htx,JohnAn02,pass_long,0,,,,,
player,201310200kan,htx,JohnAn02,pass_rating,,,,,,
player,201310200kan,htx,JohnAn02,rush_att,0,,,,,
player,201310200kan,htx,JohnAn02,rush_yds,0,,,,,
player,201310200kan,htx,JohnAn02,rush_td,0,,,,,
player,201310200kan,htx,JohnAn02,rush_long,0,,,,,
player,201310200kan,htx,JohnAn02,targets,6,,,,,
player,201310200kan,htx,JohnAn02,rec,4,,,,,
player,201310200kan,htx,JohnAn02,rec_yds,89,,,,,
player,201310200kan,htx,JohnAn02,rec_td,0,,,,,
player,201310200kan,htx,JohnAn02,rec_long,42,,,,,
player,201310200kan,htx,JohnAn02,fumbles,0,,,,,
player,201310200kan,htx,JohnAn02,fumbles_lost,0,,,,,
player,201310200kan,htx,HopkDe00,pass_cmp,0,,,,,
player,201310200kan,htx,HopkDe00,pass_att,0,,,,,
player,201310200kan,htx,HopkDe00,pass_yds,0,,,,,
player,201310200kan,htx,HopkDe00,pass_td,0,,,,,
player,201310200kan,htx,HopkDe00,pass_int,0,,,,,
player,201310200kan,htx,HopkDe00,pass_sacked,0,,,,,
player,201310200kan,htx,HopkDe00,pass_sacked_yds,0,,,,,
player,201310200kan,htx,HopkDe00,pass_long,0,,,,,
player,201310200kan,htx,HopkDe00,pass_rating,,,,,,
player,201310200kan,htx,HopkDe00,rush_att,0,,,,,
player,201310200kan,htx,HopkDe00,rush_yds,0,,,,,
player,201310200kan,htx,HopkDe00,rush_td,0,,,,,
player,201310200kan,htx,HopkDe00,rush_long,0,,,,,
player,201310200kan,htx,HopkDe00,targets,4,,,,,
player,201310200kan,htx,HopkDe00,rec,3,,,,,
player,201310200kan,htx,HopkDe00,rec_yds,76,,,,,
player,201310200kan,htx,HopkDe00,rec_td,1,,,,,
player,201310200kan,htx,HopkDe00,rec_long,35,,,,,
player,201310200kan,htx,HopkDe00,fumbles,0,,,,,
player,201310200kan,htx,HopkDe00,fumbles_lost,0,,,,,
player,201310200kan,htx,PoseDe00,pass_cmp,0,,,,,
player,201310200kan,htx,PoseDe00,pass_att,0,,,,,
player,201310200kan,htx,PoseDe00,pass_yds,0,,,,,
player,201310200kan,htx,PoseDe00,pass_td,0,,,,,
player,201310200kan,htx,PoseDe00,pass_int,0,,,,,
player,201310200kan,htx,PoseDe00,pass_sacked,0,,,,,
player,201310200kan,htx,PoseDe00,pass_sacked_yds,0,,,,,
player,201310200kan,htx,PoseDe00,pass_long,0,,,,,
player,201310200kan,htx,PoseDe00,pass_rating,,,,,,
player,201310200kan,htx,PoseDe00,rush_att,0,,,,,
player,201310200kan,htx,PoseDe00,rush_yds,0,,,,,
player,201310200kan,htx,PoseDe00,rush_td,0,,,,,
player,201310200kan,htx,PoseDe00,rush_long,0,,,,,
player,201310200kan,htx,PoseDe00,targets,2,,,,,
player,201310200kan,htx,PoseDe00,rec,1,,,,,
player,201310200kan,htx,PoseDe00,rec_yds,42,,,,,
player,201310200kan,htx,PoseDe00,rec_td,0,,,,,
player,201310200kan,htx,PoseDe00,rec_long,42,,,,,
player,201310200kan,htx,PoseDe00,fumbles,0,,,,,
player,201310200kan,htx,PoseDe00,fumbles_lost,0,,,,,
player,201310200kan,htx,GrahGa00,pass_cmp,0,,,,,
player,201310200kan,htx,GrahGa00,pass_att,0,,,,,
player,201310200kan,htx,GrahGa00,pass_yds,0,,,,,
player,201310200kan,htx,GrahGa00,pass_td,0,,,,,
player,201310200kan,htx,GrahGa00,pass_int,0,,,,,
player,201310200kan,htx,GrahGa00,pass_sacked,0,,,,,
player,201310200kan,htx,GrahGa00,pass_sacked_yds,0,,,,,
player,201310200kan,htx,GrahGa00,pass_long,0,,,,,
player,201310200kan,htx,GrahGa00,pass_rating,,,,,,
player,201310200kan,htx,GrahGa00,rush_att,0,,,,,
player,201310200kan,htx,GrahGa00,rush_yds,0,,,,,
player,201310200kan,htx,GrahGa00,rush_td,0,,,,,
player,201310200kan,htx,GrahGa00,rush_long,0,,,,,
player,201310200kan,htx,GrahGa00,targets,8,,,,,
player,201310200kan,htx,GrahGa00,rec,3,,,,,
player,201310200kan,htx,GrahGa00,rec_yds,38,,,,,
player,201310200kan,htx,GrahGa00,rec_td,0,,,,,
player,201310200kan,htx,GrahGa00,rec_long,27,,,,,
player,201310200kan,htx,GrahGa00,fumbles,0,,,,,
player,201310200kan,htx,GrahGa00,fumbles_lost,0,,,,,
player,201310200kan,htx,JeanLe01,pass_cmp,0,,,,,
player,201310200kan,htx,JeanLe01,pass_att,0,,,,,
player,201310200kan,htx,JeanLe01,pass_yds,0,,,,,
player,201310200kan,htx,JeanLe01,pass_td,0,,,,,
player,201310200kan,htx,JeanLe01,pass_int,0,,,,,
player,201310200kan,htx,JeanLe01,pass_sacked,0,,,,,
player,201310200kan,htx,JeanLe01,pass_sacked_yds,0,,,,,
player,201310200kan,htx,JeanLe01,pass_long,0,,,,,
player,201310200kan,htx,JeanLe01,pass_rating,,,,,,
player,201310200kan,htx,JeanLe01,rush_att,0,,,,,
player,201310200kan,htx,JeanLe01,rush_yds,0,,,,,
player,201310200kan,htx,JeanLe01,rush_td,0,,,,,
player,201310200kan,htx,JeanLe01,rush_long,0,,,,,
player,201310200kan,htx,JeanLe01,targets,2,,,,,
player,201310200kan,htx,JeanLe01,rec,2,,,,,
player,201310200kan,htx,JeanLe01,rec_yds,21,,,,,
player,201310200kan,htx,JeanLe01,rec_td,0,,,,,
player,201310200kan,htx,JeanLe01,rec_long,11,,,,,
player,201310200kan,htx,JeanLe01,fumbles,0,,,,,
player,201310200kan,htx,JeanLe01,fumbles_lost,0,,,,,
player,201310200kan,kan,SmitAl03,pass_cmp,23,,,,,
player,201310200kan,kan,SmitAl03,pass_att,34,,,,,
player,201310200kan,kan,SmitAl03,pass_yds,240,,,,,
player,201310200kan,kan,SmitAl03,pass_td,0,,,,,
player,201310200kan,kan,SmitAl03,pass_int,1,,,,,
player,201310200kan,kan,SmitAl03,pass_sacked,2,,,,,
player,201310200kan,kan,SmitAl03,pass_sacked_yds,9,,,,,
player,201310200kan,kan,SmitAl03,pass_long,43,,,,,
player,201310200kan,kan,SmitAl03,pass_rating,75.6,,,,,
player,201310200kan,kan,SmitAl03,rush_att,6,,,,,
player,201310200kan,kan,SmitAl03,rush_yds,28,,,,,
player,201310200kan,kan,SmitAl03,rush_td,1,,,,,
player,201310200kan,kan,SmitAl03,rush_long,23,,,,,
player,201310200kan,kan,SmitAl03,targets,1,,,,,
player,201310200kan,kan,SmitAl03,rec,1,,,,,
player,201310200kan,kan,SmitAl03,rec_yds,-4,,,,,
player,201310200kan,kan,SmitAl03,rec_td,0,,,,,
player,201310200kan,kan,SmitAl03,rec_long,-4,,,,,
player,201310200kan,kan,SmitAl03,fumbles,0,,,,,
player,201310200kan,kan,SmitAl03,fumbles_lost,0,,,,,
player,201310200kan,kan,CharJa00,pass_cmp,0,,,,,
player,201310200kan,kan,CharJa00,pass_att,0,,,,,
player,201310200kan,kan,CharJa00,pass_yds,0,,,,,
player,201310200kan,kan,CharJa00,pass_td,0,,,,,
player,201310200kan,kan,CharJa00,pass_int,0,,,,,
player,201310200kan,kan,CharJa00,pass_sacked,0,,,,,
player,201310200kan,kan,CharJa00,pass_sacked_yds,0,,,,,
player,201310200kan,kan,CharJa00,pass_long,0,,,,,
player,201310200kan,kan,CharJa00,pass_rating,,,,,,
player,201310200kan,kan,CharJa00,rush_att,21,,,,,
player,201310200kan,kan,CharJa00,rush_yds,86,,,,,
player,201310200kan,kan,CharJa00,rush_td,1,,,,,
player,201310200kan,kan,CharJa00,rush_long,18,,,,,
player,201310200kan,kan,CharJa00,targets,4,,,,,
player,201310200kan,kan,CharJa00,rec,3,,,,,
player,201310200kan,kan,CharJa00,rec_yds,37,,,,,
player,201310200kan,kan,CharJa00,rec_td,0,,,,,
player,201310200kan,kan,CharJa00,rec_long,21,,,,,
player,201310200kan,kan,CharJa00,fumbles,1,,,,,
player,201310200kan,kan,CharJa00,fumbles_lost,1,,,,,
player,201310200kan,kan,DaviKn00,pass_cmp,0,,,,,
player,201310200kan,kan,DaviKn00,pass_att,0,,,,,
player,201310200kan,kan,DaviKn00,pass_yds,0,,,,,
player,201310200kan,kan,DaviKn00,pass_td,0,,,,,
player,201310200kan,kan,DaviKn00,pass_int,0,,,,,
player,201310200kan,kan,DaviKn00,pass_sacked,0,,,,,
player,201310200kan,kan,DaviKn00,pass_sacked_yds,0,,,,,
player,201310200kan,kan,DaviKn00,pass_long,0,,,,,
player,201310200kan,kan,DaviKn00,pass_rating,,,,,,
player,201310200kan,kan,DaviKn00,rush_att,2,,,,,
player,201310200kan,kan,DaviKn00,rush_yds,5,,,,,
player,201310200kan,kan,DaviKn00,rush_td,0,,,,,
player,201310200kan,kan,DaviKn00,rush_long,3,,,,,
player,201310200kan,kan,DaviKn00,targets,0,,,,,
player,201310200kan,kan,DaviKn00,rec,0,,,,,
player,201310200kan,kan,DaviKn00,rec_yds,0,,,,,
player,201310200kan,kan,DaviKn00,rec_td,0,,,,,
player,201310200kan,kan,DaviKn00,rec_long,0,,,,,
player,201310200kan,kan,DaviKn00,fumbles,0,,,,,
player,201310200kan,kan,DaviKn00,fumbles_lost,0,,,,,
player,201310200kan,kan,McClDe00,pass_cmp,0,,,,,
player,201310200kan,kan,McClDe00,pass_att,0,,,,,
player,201310200kan,kan,McClDe00,pass_yds,0,,,,,
player,201310200kan,kan,McClDe00,pass_td,0,,,,,
player,201310200kan,kan,McClDe00,pass_int,0,,,,,
player,201310200kan,kan,McClDe00,pass_sacked,0,,,,,
player,201310200kan,kan,McClDe00,pass_sacked_yds,0,,,,,
player,201310200kan,kan,McClDe00,pass_long,0,,,,,
player,201310200kan,kan,McClDe00,pass_rating,,,,,,
player,201310200kan,kan,McClDe00,rush_att,2,,,,,
player,201310200kan,kan,McClDe00,rush_yds,4,,,,,
player,201310200kan,kan,McClDe00,rush_td,0,,,,,
player,201310200kan,kan,McClDe00,rush_long,3,,,,,
player,201310200kan,kan,McClDe00,targets,5,,,,,
player,201310200kan,kan,McClDe00,rec,4,,,,,
player,201310200kan,kan,McClDe00,rec_yds,70,,,,,
player,201310200kan,kan,McClDe00,rec_td,0,,,,,
player,201310200kan,kan,McClDe00,rec_long,43,,,,,
player,201310200kan,kan,McClDe00,fumbles,0,,,,,
player,201310200kan,kan,McClDe00,fumbles_lost,0,,,,,
player,201310200kan,kan,GrayCy00,pass_cmp,0,,,,,
player,201310200kan,kan,GrayCy00,pass_att,0,,,,,
player,201310200kan,kan,GrayCy00,pass_yds,0,,,,,
player,201310200kan,kan,GrayCy00,pass_td,0,,,,,
player,201310200kan,kan,GrayCy00,pass_int,0,,,,,
player,201310200kan,kan,GrayCy00,pass_sacked,0,,,,,
player,201310200kan,kan,GrayCy00,pass_sacked_yds,0,,,,,
player,201310200kan,kan,GrayCy00,pass_long,0,,,,,
player,201310200kan,kan,GrayCy00,pass_rating,,,,,,
player,201310200kan,kan,GrayCy00,rush_att,1,,,,,
player,201310200kan,kan,GrayCy00,rush_yds,3,,,,,
player,201310200kan,kan,GrayCy00,rush_td,0,,,,,
player,201310200kan,kan,GrayCy00,rush_long,3,,,,,
player,201310200kan,kan,GrayCy00,targets,0,,,,,
player,201310200kan,kan,GrayCy00,rec,0,,,,,
player,201310200kan,kan,GrayCy00,rec_yds,0,,,,,
player,201310200kan,kan,GrayCy00,rec_td,0,,,,,
player,201310200kan,kan,GrayCy00,rec_long,0,,,,,
player,201310200kan,kan,GrayCy00,fumbles,0,,,,,
player,201310200kan,kan,GrayCy00,fumbles_lost,0,,,,,
player,201310200kan,kan,BoweDw00,pass_cmp,0,,,,,
player,201310200kan,kan,BoweDw00,pass_att,0,,,,,
player,201310200kan,kan,BoweDw00,pass_yds,0,,,,,
player,201310200kan,kan,BoweDw00,pass_td,0,,,,,
player,201310200kan,kan,BoweDw00,pass_int,0,,,,,
player,201310200kan,kan,BoweDw00,pass_sacked,0,,,,,
player,201310200kan,kan,BoweDw00,pass_sacked_yds,0,,,,,
player,201310200kan,kan,BoweDw00,pass_long,0,,,,,
player,201310200kan,kan,BoweDw00,pass_rating,,,,,,
player,201310200kan,kan,BoweDw00,rush_att,0,,,,,
player,201310200kan,kan,BoweDw00,rush_yds,0,,,,,
player,201310200kan,kan,BoweDw00,rush_td,0,,,,,
player,201310200kan,kan,BoweDw00,rush_long,0,,,,,
player,201310200kan,kan,BoweDw00,targets,9,,,,,
player,201310200kan,kan,BoweDw00,rec,5,,,,,
player,201310200kan,kan,BoweDw00,rec_yds,66,,,,,
player,201310200kan,kan,BoweDw00,rec_td,0,,,,,
player,201310200kan,kan,BoweDw00,rec_long,21,,,,,
player,201310200kan,kan,BoweDw00,fumbles,0,,,,,
player,201310200kan,kan,BoweDw00,fumbles_lost,0,,,,,
player,201310200kan,kan,AverDo00,pass_cmp,0,,,,,
player,201310200kan,kan,AverDo00,pass_att,0,,,,,
player,201310200kan,kan,AverDo00,pass_yds,0,,,,,
player,201310200kan,kan,AverDo00,pass_td,0,,,,,
player,201310200kan,kan,AverDo00,pass_int,0,,,,,
player,201310200kan,kan,AverDo00,pass_sacked,0,,,,,
player,201310200kan,kan,AverDo00,pass_sacked_yds,0,,,,,
player,201310200kan,kan,AverDo00,pass_long,0,,,,,
player,201310200kan,kan,AverDo00,pass_rating,,,,,,
player,201310200kan,kan,AverDo00,rush_att,0,,,,,
player,201310200kan,kan,AverDo00,rush_yds,0,,,,,
player,201310200kan,kan,AverDo00,rush_td,0,,,,,
player,201310200kan,kan,AverDo00,rush_long,0,,,,,
player,201310200kan,kan,AverDo00,targets,4,,,,,
player,201310200kan,kan,AverDo00,rec,3,,,,,
player,201310200kan,kan,AverDo00,rec_yds,33,,,,,
player,201310200kan,kan,AverDo00,rec_td,0,,,,,
player,201310200kan,kan,AverDo00,rec_long,17,,,,,
player,201310200kan,kan,AverDo00,fumbles,0,,,,,
player,201310200kan,kan,AverDo00,fumbles_lost,0,,,,,
player,201310200kan,kan,FasaAn00,pass_cmp,0,,,,,
player,201310200kan,kan,FasaAn00,pass_att,0,,,,,
player,201310200kan,kan,FasaAn00,pass_yds,0,,,,,
player,201310200kan,kan,FasaAn00,pass_td,0,,,,,
player,201310200kan,kan,FasaAn00,pass_int,0,,,,,
player,201310200kan,kan,FasaAn00,pass_sacked,0,,,,,
player,201310200kan,kan,FasaAn00,pass_sacked_yds,0,,,,,
player,201310200kan,kan,FasaAn00,pass_long,0,,,,,
player,201310200kan,kan,FasaAn00,pass_rating,,,,,,
player,201310200kan,kan,FasaAn00,rush_att,0,,,,,
player,201310200kan,kan,FasaAn00,rush_yds,0,,,,,
player,201310200kan,kan,FasaAn00,rush_td,0,,,,,
player,201310200kan,kan,FasaAn00,rush_long,0,,,,,
player,201310200kan,kan,FasaAn00,targets,5,,,,,
player,201310200kan,kan,FasaAn00,rec,4,,,,,
player,201310200kan,kan,FasaAn00,rec_yds,27,,,,,
player,201310200kan,kan,FasaAn00,rec_td,0,,,,,
player,201310200kan,kan,FasaAn00,rec_long,11,,,,,
player,201310200kan,kan,FasaAn00,fumbles,0,,,,,
player,201310200kan,kan,FasaAn00,fumbles_lost,0,,,,,
player,201310200kan,kan,SherAn00,pass_cmp,0,,,,,
player,201310200kan,kan,SherAn00,pass_att,0,,,,,
player,201310200kan,kan,SherAn00,pass_yds,0,,,,,
player,201310200kan,kan,SherAn00,pass_td,0,,,,,
player,201310200kan,kan,SherAn00,pass_int,0,,,,,
player,201310200kan,kan,SherAn00,pass_sacked,0,,,,,
player,201310200kan,kan,SherAn00,pass_sacked_yds,0,,,,,
player,201310200kan,kan,SherAn00,pass_long,0,,,,,
player,201310200kan,kan,SherAn00,pass_rating,,,,,,
player,201310200kan,kan,SherAn00,rush_att,0,,,,,
player,201310200kan,kan,SherAn00,rush_yds,0,,,,,
player,201310200kan,kan,SherAn00,rush_td,0,,,,,
player,201310200kan,kan,SherAn00,rush_long,0,,,,,
player,201310200kan,kan,SherAn00,targets,4,,,,,
player,201310200kan,kan,SherAn00,rec,2,,,,,
player,201310200kan,kan,SherAn00,rec_yds,10,,,,,
player,201310200kan,kan,SherAn00,rec_td,0,,,,,
player,201310200kan,kan,SherAn00,rec_long,9,,,,,
player,201310200kan,kan,SherAn00,fumbles,0,,,,,
player,201310200kan,kan,SherAn00,fumbles_lost,0,,,,,
player,201310200kan,kan,McGrSe00,pass_cmp,0,,,,,
player,201310200kan,kan,McGrSe00,pass_att,0,,,,,
player,201310200kan,kan,McGrSe00,pass_yds,0,,,,,
player,201310200kan,kan,McGrSe00,pass_td,0,,,,,
player,201310200kan,kan,McGrSe00,pass_int,0,,,,,
player,201310200kan,kan,McGrSe00,pass_sacked,0,,,,,
player,201310200kan,kan,McGrSe00,pass_sacked_yds,0,,,,,
player,201310200kan,kan,McGrSe00,pass_long,0,,,,,
player,201310200kan,kan,McGrSe00,pass_rating,,,,,,
player,201310200kan,kan,McGrSe00,rush_att,0,,,,,
player,201310200kan,kan,McGrSe00,rush_yds,0,,,,,
player,201310200kan,kan,McGrSe00,rush_td,0,,,,,
player,201310200kan,kan,McGrSe00,rush_long,0,,,,,
player,201310200kan,kan,McGrSe00,targets,2,,,,,
player,201310200kan,kan,McGrSe00,rec,1,,,,,
player,201310200kan,kan,McGrSe00,rec_yds,1,,,,,
player,201310200kan,kan,McGrSe00,rec_td,0,,,,,
player,201310200kan,kan,McGrSe00,rec_long,1,,,,,
player,201310200kan,kan,McGrSe00,fumbles,0,,,,,
player,201310200kan,kan,McGrSe00,fumbles_lost,0,,,,,
player,201310200kan,htx,KeoxSh00,def_int,1,,,,,
player,201310200kan,htx,KeoxSh00,def_int_yds,4,,,,,
player,201310200kan,htx,KeoxSh00,def_int_td,0,,,,,
player,201310200kan,htx,KeoxSh00,def_int_long,4,,,,,
player,201310200kan,htx,KeoxSh00,pass_defended,1,,,,,
player,201310200kan,htx,KeoxSh00,sacks,0.0,,,,,
player,201310200kan,htx,KeoxSh00,tackles_combined,5,,,,,
player,201310200kan,htx,KeoxSh00,tackles_solo,5,,,,,
player,201310200kan,htx,KeoxSh00,tackles_assists,0,,,,,
player,201310200kan,htx,KeoxSh00,tackles_loss,0,,,,,
player,201310200kan,htx,KeoxSh00,qb_hits,0,,,,,
player,201310200kan,htx,KeoxSh00,fumbles_rec,0,,,,,
player,201310200kan,htx,KeoxSh00,fumbles_rec_yds,0,,,,,
player,201310200kan,htx,KeoxSh00,fumbles_rec_td,0,,,,,
player,201310200kan,htx,KeoxSh00,fumbles_forced,0,,,,,
player,201310200kan,htx,WattJ.00,def_int,0,,,,,
player,201310200kan,htx,WattJ.00,def_int_yds,0,,,,,
player,201310200kan,htx,WattJ.00,def_int_td,0,,,,,
player,201310200kan,htx,WattJ.00,def_int_long,0,,,,,
player,201310200kan,htx,WattJ.00,pass_defended,0,,,,,
player,201310200kan,htx,WattJ.00,sacks,1.0,,,,,
player,201310200kan,htx,WattJ.00,tackles_combined,6,,,,,
player,201310200kan,htx,WattJ.00,tackles_solo,6,,,,,
player,201310200kan,htx,WattJ.00,tackles_assists,0,,,,,
player,201310200kan,htx,WattJ.00,tackles_loss,1,,,,,
player,201310200kan,htx,WattJ.00,qb_hits,3,,,,,
player,201310200kan,htx,WattJ.00,fumbles_rec,0,,,,,
player,201310200kan,htx,WattJ.00,fumbles_rec_yds,0,,,,,
player,201310200kan,htx,WattJ.00,fumbles_rec_td,0,,,,,
player,201310200kan,htx,WattJ.00,fumbles_forced,1,,,,,
player,201310200kan,htx,MitcEa99,def_int,0,,,,,
player,201310200kan,htx,MitcEa99,def_int_yds,0,,,,,
player,201310200kan,htx,MitcEa99,def_int_td,0,,,,,
player,201310200kan,htx,MitcEa99,def_int_long,0,,,,,
player,201310200kan,htx,MitcEa99,pass_defended,0,,,,,
player,201310200kan,htx,MitcEa99,sacks,1.0,,,,,
player,201310200kan,htx,MitcEa99,tackles_combined,5,,,,,
player,201310200kan,htx,MitcEa99,tackles_solo,5,,,,,
player,201310200kan,htx,MitcEa99,tackles_assists,0,,,,,
player,201310200kan,htx,MitcEa99,tackles_loss,1,,,,,
player,201310200kan,htx,MitcEa99,qb_hits,1,,,,,
player,201310200kan,htx,MitcEa99,fumbles_rec,0,,,,,
player,201310200kan,htx,MitcEa99,fumbles_rec_yds,0,,,,,
player,201310200kan,htx,MitcEa99,fumbles_rec_td,0,,,,,
player,201310200kan,htx,MitcEa99,fumbles_forced,0,,,,,
player,201310200kan,htx,JackKa99,def_int,0,,,,,
player,201310200kan,htx,JackKa99,def_int_yds,0,,,,,
player,201310200kan,htx,JackKa99,def_int_td,0,,,,,
player,201310200kan,htx,JackKa99,def_int_long,0,,,,,
player,201310200kan,htx,JackKa99,pass_defended,1,,,,,
player,201310200kan,htx,JackKa99,sacks,0.0,,,,,
player,201310200kan,htx,JackKa99,tackles_combined,6,,,,,
