game,2013,6,20131013,201310130min,car,"Carolina Panthers",35,min,"Minnesota Vikings",10
player,201310130min,car,MitcMi99,offense,0,,,,,
player,201310130min,car,MitcMi99,off_pct,0%,,,,,
player,201310130min,car,MitcMi99,defense,50,,,,,
player,201310130min,car,MitcMi99,def_pct,81%,,,,,
player,201310130min,car,MitcMi99,special_teams,6,,,,,
player,201310130min,car,MitcMi99,st_pct,26%,,,,,
player,201310130min,car,MunnCa99,pos,CB,,,,,
player,201310130min,car,MunnCa99,offense,0,,,,,
player,201310130min,car,MunnCa99,off_pct,0%,,,,,
player,201310130min,car,MunnCa99,defense,50,,,,,
player,201310130min,car,MunnCa99,def_pct,81%,,,,,
player,201310130min,car,MunnCa99,special_teams,1,,,,,
player,201310130min,car,MunnCa99,st_pct,4%,,,,,
player,201310130min,car,KuecLu00,pos,LB,,,,,
player,201310130min,car,KuecLu00,offense,0,,,,,
player,201310130min,car,KuecLu00,off_pct,0%,,,,,
player,201310130min,car,KuecLu00,defense,50,,,,,
player,201310130min,car,KuecLu00,def_pct,81%,,,,,
player,201310130min,car,KuecLu00,special_teams,1,,,,,
player,201310130min,car,KuecLu00,st_pct,4%,,,,,
player,201310130min,car,DaviTh20,pos,LB,,,,,
player,201310130min,car,DaviTh20,offense,0,,,,,
player,201310130min,car,DaviTh20,off_pct,0%,,,,,
player,201310130min,car,DaviTh20,defense,50,,,,,
player,201310130min,car,DaviTh20,def_pct,81%,,,,,
player,201310130min,car,DaviTh20,special_teams,0,,,,,
player,201310130min,car,DaviTh20,st_pct,0%,,,,,
player,201310130min,car,HardGr99,pos,DE,,,,,
player,201310130min,car,HardGr99,offense,0,,,,,
player,201310130min,car,HardGr99,off_pct,0%,,,,,
player,201310130min,car,HardGr99,defense,43,,,,,
player,201310130min,car,HardGr99,def_pct,69%,,,,,
player,201310130min,car,HardGr99,special_teams,2,,,,,
player,201310130min,car,HardGr99,st_pct,9%,,,,,
player,201310130min,car,JohnCh98,pos,DE,,,,,
player,201310130min,car,JohnCh98,offense,0,,,,,
player,201310130min,car,JohnCh98,off_pct,0%,,,,,
player,201310130min,car,JohnCh98,defense,42,,,,,
player,201310130min,car,JohnCh98,def_pct,68%,,,,,
player,201310130min,car,JohnCh98,special_teams,0,,,,,
player,201310130min,car,JohnCh98,st_pct,0%,,,,,
player,201310130min,car,ShorKa00,pos,DT,,,,,
player,201310130min,car,ShorKa00,offense,0,,,,,
player,201310130min,car,ShorKa00,off_pct,0%,,,,,
player,201310130min,car,ShorKa00,defense,35,,,,,
player,201310130min,car,ShorKa00,def_pct,56%,,,,,
player,201310130min,car,ShorKa00,special_teams,2,,,,,
player,201310130min,car,ShorKa00,st_pct,9%,,,,,
player,201310130min,car,LotuSt00,pos,DT,,,,,
player,201310130min,car,LotuSt00,offense,0,,,,,
player,201310130min,car,LotuSt00,off_pct,0%,,,,,
player,201310130min,car,LotuSt00,defense,33,,,,,
player,201310130min,car,LotuSt00,def_pct,53%,,,,,
player,201310130min,car,LotuSt00,special_teams,2,,,,,
player,201310130min,car,LotuSt00,st_pct,9%,,,,,
player,201310130min,car,FlorDr20,pos,CB,,,,,
player,201310130min,car,FlorDr20,offense,0,,,,,
player,201310130min,car,FlorDr20,off_pct,0%,,,,,
player,201310130min,car,FlorDr20,defense,28,,,,,
player,201310130min,car,FlorDr20,def_pct,45%,,,,,
player,201310130min,car,FlorDr20,special_teams,5,,,,,
player,201310130min,car,FlorDr20,st_pct,22%,,,,,
player,201310130min,car,FuaxSi00,pos,G,,,,,
player,201310130min,car,FuaxSi00,offense,0,,,,,
player,201310130min,car,FuaxSi00,off_pct,0%,,,,,
player,201310130min,car,FuaxSi00,defense,23,,,,,
player,201310130min,car,FuaxSi00,def_pct,37%,,,,,
player,201310130min,car,FuaxSi00,special_teams,0,,,,,
player,201310130min,car,FuaxSi00,st_pct,0%,,,,,
player,201310130min,car,WhitMe00,pos,DB,,,,,
player,201310130min,car,WhitMe00,offense,0,,,,,
player,201310130min,car,WhitMe00,off_pct,0%,,,,,
player,201310130min,car,WhitMe00,defense,21,,,,,
player,201310130min,car,WhitMe00,def_pct,34%,,,,,
player,201310130min,car,WhitMe00,special_teams,10,,,,,
player,201310130min,car,WhitMe00,st_pct,43%,,,,,
player,201310130min,car,HortWe00,pos,DE,,,,,
player,201310130min,car,HortWe00,offense,0,,,,,
player,201310130min,car,HortWe00,off_pct,0%,,,,,
player,201310130min,car,HortWe00,defense,21,,,,,
player,201310130min,car,HortWe00,def_pct,34%,,,,,
player,201310130min,car,HortWe00,special_teams,0,,,,,
player,201310130min,car,HortWe00,st_pct,0%,,,,,
player,201310130min,car,ColeCo20,pos,DT,,,,,
player,201310130min,car,ColeCo20,offense,0,,,,,
player,201310130min,car,ColeCo20,off_pct,0%,,,,,
player,201310130min,car,ColeCo20,defense,20,,,,,
player,201310130min,car,ColeCo20,def_pct,32%,,,,,
player,201310130min,car,ColeCo20,special_teams,0,,,,,
player,201310130min,car,ColeCo20,st_pct,0%,,,,,
player,201310130min,car,AlexFr00,pos,DE,,,,,
player,201310130min,car,AlexFr00,offense,0,,,,,
player,201310130min,car,AlexFr00,off_pct,0%,,,,,
player,201310130min,car,AlexFr00,defense,19,,,,,
player,201310130min,car,AlexFr00,def_pct,31%,,,,,
player,201310130min,car,AlexFr00,special_teams,2,,,,,
player,201310130min,car,AlexFr00,st_pct,9%,,,,,
player,201310130min,car,BlacCh21,pos,LB,,,,,
player,201310130min,car,BlacCh21,offense,0,,,,,
player,201310130min,car,BlacCh21,off_pct,0%,,,,,
player,201310130min,car,BlacCh21,defense,13,,,,,
player,201310130min,car,BlacCh21,def_pct,21%,,,,,
player,201310130min,car,BlacCh21,special_teams,8,,,,,
player,201310130min,car,BlacCh21,st_pct,35%,,,,,
player,201310130min,car,SennJo00,pos,LB,,,,,
player,201310130min,car,SennJo00,offense,0,,,,,
player,201310130min,car,SennJo00,off_pct,0%,,,,,
player,201310130min,car,SennJo00,defense,12,,,,,
player,201310130min,car,SennJo00,def_pct,19%,,,,,
player,201310130min,car,SennJo00,special_teams,18,,,,,
player,201310130min,car,SennJo00,st_pct,78%,,,,,
player,201310130min,car,AddiMa00,pos,DE,,,,,
player,201310130min,car,AddiMa00,offense,0,,,,,
player,201310130min,car,AddiMa00,off_pct,0%,,,,,
player,201310130min,car,AddiMa00,defense,12,,,,,
player,201310130min,car,AddiMa00,def_pct,19%,,,,,
player,201310130min,car,AddiMa00,special_teams,17,,,,,
player,201310130min,car,AddiMa00,st_pct,74%,,,,,
player,201310130min,car,KleiAJ00,pos,LB,,,,,
player,201310130min,car,KleiAJ00,offense,0,,,,,
player,201310130min,car,KleiAJ00,off_pct,0%,,,,,
player,201310130min,car,KleiAJ00,defense,12,,,,,
player,201310130min,car,KleiAJ00,def_pct,19%,,,,,
player,201310130min,car,KleiAJ00,special_teams,16,,,,,
player,201310130min,car,KleiAJ00,st_pct,70%,,,,,
player,201310130min,car,JoneCo01,pos,FS,,,,,
player,201310130min,car,JoneCo01,offense,0,,,,,
player,201310130min,car,JoneCo01,off_pct,0%,,,,,
player,201310130min,car,JoneCo01,defense,12,,,,,
player,201310130min,car,JoneCo01,def_pct,19%,,,,,
player,201310130min,car,JoneCo01,special_teams,16,,,,,
player,201310130min,car,JoneCo01,st_pct,70%,,,,,
player,201310130min,car,DockJa00,pos,CB,,,,,
player,201310130min,car,DockJa00,offense,0,,,,,
player,201310130min,car,DockJa00,off_pct,0%,,,,,
player,201310130min,car,DockJa00,defense,12,,,,,
player,201310130min,car,DockJa00,def_pct,19%,,,,,
player,201310130min,car,DockJa00,special_teams,11,,,,,
player,201310130min,car,DockJa00,st_pct,48%,,,,,
player,201310130min,car,GanoGr44,pos,K,,,,,
player,201310130min,car,GanoGr44,offense,0,,,,,
player,201310130min,car,GanoGr44,off_pct,0%,,,,,
player,201310130min,car,GanoGr44,defense,0,,,,,
player,201310130min,car,GanoGr44,def_pct,0%,,,,,
player,201310130min,car,GanoGr44,special_teams,11,,,,,
player,201310130min,car,GanoGr44,st_pct,48%,,,,,
player,201310130min,car,JansJ.00,pos,LS,,,,,
player,201310130min,car,JansJ.00,offense,0,,,,,
player,201310130min,car,JansJ.00,off_pct,0%,,,,,
player,201310130min,car,JansJ.00,defense,0,,,,,
player,201310130min,car,JansJ.00,def_pct,0%,,,,,
player,201310130min,car,JansJ.00,special_teams,8,,,,,
player,201310130min,car,JansJ.00,st_pct,35%,,,,,
player,201310130min,car,NortBr00,pos,P,,,,,
player,201310130min,car,NortBr00,offense,0,,,,,
player,201310130min,car,NortBr00,off_pct,0%,,,,,
player,201310130min,car,NortBr00,defense,0,,,,,
player,201310130min,car,NortBr00,def_pct,0%,,,,,
player,201310130min,car,NortBr00,special_teams,8,,,,,
player,201310130min,car,NortBr00,st_pct,35%,,,,,
