game,2013,2,20130915,201309150atl,ram,"St. Louis Rams",24,atl,"Atlanta Falcons",31
player,201309150atl,ram,PettAu00,fumbles,0,,,,,
player,201309150atl,ram,PettAu00,fumbles_lost,0,,,,,
player,201309150atl,ram,KendLa00,pass_cmp,0,,,,,
player,201309150atl,ram,KendLa00,pass_att,0,,,,,
player,201309150atl,ram,KendLa00,pass_yds,0,,,,,
player,201309150atl,ram,KendLa00,pass_td,0,,,,,
player,201309150atl,ram,KendLa00,pass_int,0,,,,,
player,201309150atl,ram,KendLa00,pass_sacked,0,,,,,
player,201309150atl,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201309150atl,ram,KendLa00,pass_long,0,,,,,
player,201309150atl,ram,KendLa00,pass_rating,,,,,,
player,201309150atl,ram,KendLa00,rush_att,0,,,,,
player,201309150atl,ram,KendLa00,rush_yds,0,,,,,
player,201309150atl,ram,KendLa00,rush_td,0,,,,,
player,201309150atl,ram,KendLa00,rush_long,0,,,,,
player,201309150atl,ram,KendLa00,targets,3,,,,,
player,201309150atl,ram,KendLa00,rec,2,,,,,
player,201309150atl,ram,KendLa00,rec_yds,23,,,,,
player,201309150atl,ram,KendLa00,rec_td,0,,,,,
player,201309150atl,ram,KendLa00,rec_long,17,,,,,
player,201309150atl,ram,KendLa00,fumbles,0,,,,,
player,201309150atl,ram,KendLa00,fumbles_lost,0,,,,,
player,201309150atl,ram,QuicBr00,pass_cmp,0,,,,,
player,201309150atl,ram,QuicBr00,pass_att,0,,,,,
player,201309150atl,ram,QuicBr00,pass_yds,0,,,,,
player,201309150atl,ram,QuicBr00,pass_td,0,,,,,
player,201309150atl,ram,QuicBr00,pass_int,0,,,,,
player,201309150atl,ram,QuicBr00,pass_sacked,0,,,,,
player,201309150atl,ram,QuicBr00,pass_sacked_yds,0,,,,,
player,201309150atl,ram,QuicBr00,pass_long,0,,,,,
player,201309150atl,ram,QuicBr00,pass_rating,,,,,,
player,201309150atl,ram,QuicBr00,rush_att,0,,,,,
player,201309150atl,ram,QuicBr00,rush_yds,0,,,,,
player,201309150atl,ram,QuicBr00,rush_td,0,,,,,
player,201309150atl,ram,QuicBr00,rush_long,0,,,,,
player,201309150atl,ram,QuicBr00,targets,1,,,,,
player,201309150atl,ram,QuicBr00,rec,1,,,,,
player,201309150atl,ram,QuicBr00,rec_yds,15,,,,,
player,201309150atl,ram,QuicBr00,rec_td,0,,,,,
player,201309150atl,ram,QuicBr00,rec_long,15,,,,,
player,201309150atl,ram,QuicBr00,fumbles,0,,,,,
player,201309150atl,ram,QuicBr00,fumbles_lost,0,,,,,
player,201309150atl,ram,CookJa02,pass_cmp,0,,,,,
player,201309150atl,ram,CookJa02,pass_att,0,,,,,
player,201309150atl,ram,CookJa02,pass_yds,0,,,,,
player,201309150atl,ram,CookJa02,pass_td,0,,,,,
player,201309150atl,ram,CookJa02,pass_int,0,,,,,
player,201309150atl,ram,CookJa02,pass_sacked,0,,,,,
player,201309150atl,ram,CookJa02,pass_sacked_yds,0,,,,,
player,201309150atl,ram,CookJa02,pass_long,0,,,,,
player,201309150atl,ram,CookJa02,pass_rating,,,,,,
player,201309150atl,ram,CookJa02,rush_att,0,,,,,
player,201309150atl,ram,CookJa02,rush_yds,0,,,,,
player,201309150atl,ram,CookJa02,rush_td,0,,,,,
player,201309150atl,ram,CookJa02,rush_long,0,,,,,
player,201309150atl,ram,CookJa02,targets,6,,,,,
player,201309150atl,ram,CookJa02,rec,1,,,,,
player,201309150atl,ram,CookJa02,rec_yds,10,,,,,
player,201309150atl,ram,CookJa02,rec_td,0,,,,,
player,201309150atl,ram,CookJa02,rec_long,10,,,,,
player,201309150atl,ram,CookJa02,fumbles,0,,,,,
player,201309150atl,ram,CookJa02,fumbles_lost,0,,,,,
player,201309150atl,ram,HarkCo00,pass_cmp,0,,,,,
player,201309150atl,ram,HarkCo00,pass_att,0,,,,,
player,201309150atl,ram,HarkCo00,pass_yds,0,,,,,
player,201309150atl,ram,HarkCo00,pass_td,0,,,,,
player,201309150atl,ram,HarkCo00,pass_int,0,,,,,
player,201309150atl,ram,HarkCo00,pass_sacked,0,,,,,
player,201309150atl,ram,HarkCo00,pass_sacked_yds,0,,,,,
player,201309150atl,ram,HarkCo00,pass_long,0,,,,,
player,201309150atl,ram,HarkCo00,pass_rating,,,,,,
player,201309150atl,ram,HarkCo00,rush_att,0,,,,,
player,201309150atl,ram,HarkCo00,rush_yds,0,,,,,
player,201309150atl,ram,HarkCo00,rush_td,0,,,,,
player,201309150atl,ram,HarkCo00,rush_long,0,,,,,
player,201309150atl,ram,HarkCo00,targets,1,,,,,
player,201309150atl,ram,HarkCo00,rec,1,,,,,
player,201309150atl,ram,HarkCo00,rec_yds,6,,,,,
player,201309150atl,ram,HarkCo00,rec_td,0,,,,,
player,201309150atl,ram,HarkCo00,rec_long,6,,,,,
player,201309150atl,ram,HarkCo00,fumbles,0,,,,,
player,201309150atl,ram,HarkCo00,fumbles_lost,0,,,,,
player,201309150atl,ram,McNeMi00,pass_cmp,0,,,,,
player,201309150atl,ram,McNeMi00,pass_att,0,,,,,
player,201309150atl,ram,McNeMi00,pass_yds,0,,,,,
player,201309150atl,ram,McNeMi00,pass_td,0,,,,,
player,201309150atl,ram,McNeMi00,pass_int,0,,,,,
player,201309150atl,ram,McNeMi00,pass_sacked,0,,,,,
player,201309150atl,ram,McNeMi00,pass_sacked_yds,0,,,,,
player,201309150atl,ram,McNeMi00,pass_long,0,,,,,
player,201309150atl,ram,McNeMi00,pass_rating,,,,,,
player,201309150atl,ram,McNeMi00,rush_att,0,,,,,
player,201309150atl,ram,McNeMi00,rush_yds,0,,,,,
player,201309150atl,ram,McNeMi00,rush_td,0,,,,,
player,201309150atl,ram,McNeMi00,rush_long,0,,,,,
player,201309150atl,ram,McNeMi00,targets,1,,,,,
player,201309150atl,ram,McNeMi00,rec,1,,,,,
player,201309150atl,ram,McNeMi00,rec_yds,5,,,,,
player,201309150atl,ram,McNeMi00,rec_td,0,,,,,
player,201309150atl,ram,McNeMi00,rec_long,5,,,,,
player,201309150atl,ram,McNeMi00,fumbles,0,,,,,
player,201309150atl,ram,McNeMi00,fumbles_lost,0,,,,,
player,201309150atl,ram,CunnBe01,pass_cmp,0,,,,,
player,201309150atl,ram,CunnBe01,pass_att,0,,,,,
player,201309150atl,ram,CunnBe01,pass_yds,0,,,,,
player,201309150atl,ram,CunnBe01,pass_td,0,,,,,
player,201309150atl,ram,CunnBe01,pass_int,0,,,,,
player,201309150atl,ram,CunnBe01,pass_sacked,0,,,,,
player,201309150atl,ram,CunnBe01,pass_sacked_yds,0,,,,,
player,201309150atl,ram,CunnBe01,pass_long,0,,,,,
player,201309150atl,ram,CunnBe01,pass_rating,,,,,,
player,201309150atl,ram,CunnBe01,rush_att,2,,,,,
player,201309150atl,ram,CunnBe01,rush_yds,0,,,,,
player,201309150atl,ram,CunnBe01,rush_td,0,,,,,
player,201309150atl,ram,CunnBe01,rush_long,0,,,,,
player,201309150atl,ram,CunnBe01,targets,1,,,,,
player,201309150atl,ram,CunnBe01,rec,0,,,,,
player,201309150atl,ram,CunnBe01,rec_yds,0,,,,,
player,201309150atl,ram,CunnBe01,rec_td,0,,,,,
player,201309150atl,ram,CunnBe01,rec_long,0,,,,,
player,201309150atl,ram,CunnBe01,fumbles,0,,,,,
player,201309150atl,ram,CunnBe01,fumbles_lost,0,,,,,
player,201309150atl,atl,RyanMa00,pass_cmp,33,,,,,
player,201309150atl,atl,RyanMa00,pass_att,43,,,,,
player,201309150atl,atl,RyanMa00,pass_yds,374,,,,,
player,201309150atl,atl,RyanMa00,pass_td,2,,,,,
player,201309150atl,atl,RyanMa00,pass_int,0,,,,,
player,201309150atl,atl,RyanMa00,pass_sacked,2,,,,,
player,201309150atl,atl,RyanMa00,pass_sacked_yds,17,,,,,
player,201309150atl,atl,RyanMa00,pass_long,81,,,,,
player,201309150atl,atl,RyanMa00,pass_rating,117.8,,,,,
player,201309150atl,atl,RyanMa00,rush_att,0,,,,,
player,201309150atl,atl,RyanMa00,rush_yds,0,,,,,
player,201309150atl,atl,RyanMa00,rush_td,0,,,,,
player,201309150atl,atl,RyanMa00,rush_long,0,,,,,
player,201309150atl,atl,RyanMa00,targets,0,,,,,
player,201309150atl,atl,RyanMa00,rec,0,,,,,
player,201309150atl,atl,RyanMa00,rec_yds,0,,,,,
player,201309150atl,atl,RyanMa00,rec_td,0,,,,,
player,201309150atl,atl,RyanMa00,rec_long,0,,,,,
player,201309150atl,atl,RyanMa00,fumbles,0,,,,,
player,201309150atl,atl,RyanMa00,fumbles_lost,0,,,,,
player,201309150atl,atl,SnelJa00,pass_cmp,0,,,,,
player,201309150atl,atl,SnelJa00,pass_att,0,,,,,
player,201309150atl,atl,SnelJa00,pass_yds,0,,,,,
player,201309150atl,atl,SnelJa00,pass_td,0,,,,,
player,201309150atl,atl,SnelJa00,pass_int,0,,,,,
player,201309150atl,atl,SnelJa00,pass_sacked,0,,,,,
player,201309150atl,atl,SnelJa00,pass_sacked_yds,0,,,,,
player,201309150atl,atl,SnelJa00,pass_long,0,,,,,
player,201309150atl,atl,SnelJa00,pass_rating,,,,,,
player,201309150atl,atl,SnelJa00,rush_att,2,,,,,
player,201309150atl,atl,SnelJa00,rush_yds,19,,,,,
player,201309150atl,atl,SnelJa00,rush_td,1,,,,,
player,201309150atl,atl,SnelJa00,rush_long,11,,,,,
player,201309150atl,atl,SnelJa00,targets,4,,,,,
player,201309150atl,atl,SnelJa00,rec,4,,,,,
player,201309150atl,atl,SnelJa00,rec_yds,41,,,,,
player,201309150atl,atl,SnelJa00,rec_td,0,,,,,
player,201309150atl,atl,SnelJa00,rec_long,22,,,,,
player,201309150atl,atl,SnelJa00,fumbles,0,,,,,
player,201309150atl,atl,SnelJa00,fumbles_lost,0,,,,,
player,201309150atl,atl,RodgJa00,pass_cmp,0,,,,,
player,201309150atl,atl,RodgJa00,pass_att,0,,,,,
player,201309150atl,atl,RodgJa00,pass_yds,0,,,,,
player,201309150atl,atl,RodgJa00,pass_td,0,,,,,
player,201309150atl,atl,RodgJa00,pass_int,0,,,,,
player,201309150atl,atl,RodgJa00,pass_sacked,0,,,,,
player,201309150atl,atl,RodgJa00,pass_sacked_yds,0,,,,,
player,201309150atl,atl,RodgJa00,pass_long,0,,,,,
player,201309150atl,atl,RodgJa00,pass_rating,,,,,,
player,201309150atl,atl,RodgJa00,rush_att,11,,,,,
player,201309150atl,atl,RodgJa00,rush_yds,17,,,,,
player,201309150atl,atl,RodgJa00,rush_td,0,,,,,
player,201309150atl,atl,RodgJa00,rush_long,7,,,,,
player,201309150atl,atl,RodgJa00,targets,4,,,,,
player,201309150atl,atl,RodgJa00,rec,4,,,,,
player,201309150atl,atl,RodgJa00,rec_yds,28,,,,,
player,201309150atl,atl,RodgJa00,rec_td,0,,,,,
player,201309150atl,atl,RodgJa00,rec_long,16,,,,,
player,201309150atl,atl,RodgJa00,fumbles,0,,,,,
player,201309150atl,atl,RodgJa00,fumbles_lost,0,,,,,
player,201309150atl,atl,JoneJu02,pass_cmp,0,,,,,
player,201309150atl,atl,JoneJu02,pass_att,0,,,,,
player,201309150atl,atl,JoneJu02,pass_yds,0,,,,,
player,201309150atl,atl,JoneJu02,pass_td,0,,,,,
player,201309150atl,atl,JoneJu02,pass_int,0,,,,,
player,201309150atl,atl,JoneJu02,pass_sacked,0,,,,,
player,201309150atl,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201309150atl,atl,JoneJu02,pass_long,0,,,,,
player,201309150atl,atl,JoneJu02,pass_rating,,,,,,
player,201309150atl,atl,JoneJu02,rush_att,0,,,,,
player,201309150atl,atl,JoneJu02,rush_yds,0,,,,,
player,201309150atl,atl,JoneJu02,rush_td,0,,,,,
player,201309150atl,atl,JoneJu02,rush_long,0,,,,,
player,201309150atl,atl,JoneJu02,targets,14,,,,,
player,201309150atl,atl,JoneJu02,rec,11,,,,,
player,201309150atl,atl,JoneJu02,rec_yds,182,,,,,
player,201309150atl,atl,JoneJu02,rec_td,1,,,,,
player,201309150atl,atl,JoneJu02,rec_long,81,,,,,
player,201309150atl,atl,JoneJu02,fumbles,0,,,,,
player,201309150atl,atl,JoneJu02,fumbles_lost,0,,,,,
player,201309150atl,atl,DougHa00,pass_cmp,0,,,,,
player,201309150atl,atl,DougHa00,pass_att,0,,,,,
player,201309150atl,atl,DougHa00,pass_yds,0,,,,,
player,201309150atl,atl,DougHa00,pass_td,0,,,,,
player,201309150atl,atl,DougHa00,pass_int,0,,,,,
player,201309150atl,atl,DougHa00,pass_sacked,0,,,,,
player,201309150atl,atl,DougHa00,pass_sacked_yds,0,,,,,
player,201309150atl,atl,DougHa00,pass_long,0,,,,,
player,201309150atl,atl,DougHa00,pass_rating,,,,,,
player,201309150atl,atl,DougHa00,rush_att,0,,,,,
player,201309150atl,atl,DougHa00,rush_yds,0,,,,,
player,201309150atl,atl,DougHa00,rush_td,0,,,,,
player,201309150atl,atl,DougHa00,rush_long,0,,,,,
player,201309150atl,atl,DougHa00,targets,5,,,,,
player,201309150atl,atl,DougHa00,rec,4,,,,,
player,201309150atl,atl,DougHa00,rec_yds,43,,,,,
player,201309150atl,atl,DougHa00,rec_td,0,,,,,
player,201309150atl,atl,DougHa00,rec_long,20,,,,,
player,201309150atl,atl,DougHa00,fumbles,0,,,,,
player,201309150atl,atl,DougHa00,fumbles_lost,0,,,,,
player,201309150atl,atl,GonzTo00,pass_cmp,0,,,,,
player,201309150atl,atl,GonzTo00,pass_att,0,,,,,
player,201309150atl,atl,GonzTo00,pass_yds,0,,,,,
player,201309150atl,atl,GonzTo00,pass_td,0,,,,,
player,201309150atl,atl,GonzTo00,pass_int,0,,,,,
player,201309150atl,atl,GonzTo00,pass_sacked,0,,,,,
player,201309150atl,atl,GonzTo00,pass_sacked_yds,0,,,,,
player,201309150atl,atl,GonzTo00,pass_long,0,,,,,
player,201309150atl,atl,GonzTo00,pass_rating,,,,,,
player,201309150atl,atl,GonzTo00,rush_att,0,,,,,
player,201309150atl,atl,GonzTo00,rush_yds,0,,,,,
player,201309150atl,atl,GonzTo00,rush_td,0,,,,,
player,201309150atl,atl,GonzTo00,rush_long,0,,,,,
player,201309150atl,atl,GonzTo00,targets,8,,,,,
player,201309150atl,atl,GonzTo00,rec,4,,,,,
player,201309150atl,atl,GonzTo00,rec_yds,33,,,,,
player,201309150atl,atl,GonzTo00,rec_td,0,,,,,
player,201309150atl,atl,GonzTo00,rec_long,11,,,,,
player,201309150atl,atl,GonzTo00,fumbles,0,,,,,
player,201309150atl,atl,GonzTo00,fumbles_lost,0,,,,,
player,201309150atl,atl,WhitRo00,pass_cmp,0,,,,,
player,201309150atl,atl,WhitRo00,pass_att,0,,,,,
player,201309150atl,atl,WhitRo00,pass_yds,0,,,,,
player,201309150atl,atl,WhitRo00,pass_td,0,,,,,
player,201309150atl,atl,WhitRo00,pass_int,0,,,,,
player,201309150atl,atl,WhitRo00,pass_sacked,0,,,,,
player,201309150atl,atl,WhitRo00,pass_sacked_yds,0,,,,,
player,201309150atl,atl,WhitRo00,pass_long,0,,,,,
player,201309150atl,atl,WhitRo00,pass_rating,,,,,,
player,201309150atl,atl,WhitRo00,rush_att,0,,,,,
player,201309150atl,atl,WhitRo00,rush_yds,0,,,,,
player,201309150atl,atl,WhitRo00,rush_td,0,,,,,
player,201309150atl,atl,WhitRo00,rush_long,0,,,,,
player,201309150atl,atl,WhitRo00,targets,3,,,,,
player,201309150atl,atl,WhitRo00,rec,3,,,,,
player,201309150atl,atl,WhitRo00,rec_yds,21,,,,,
player,201309150atl,atl,WhitRo00,rec_td,0,,,,,
player,201309150atl,atl,WhitRo00,rec_long,9,,,,,
player,201309150atl,atl,WhitRo00,fumbles,0,,,,,
player,201309150atl,atl,WhitRo00,fumbles_lost,0,,,,,
player,201309150atl,atl,EwinBr00,pass_cmp,0,,,,,
player,201309150atl,atl,EwinBr00,pass_att,0,,,,,
player,201309150atl,atl,EwinBr00,pass_yds,0,,,,,
player,201309150atl,atl,EwinBr00,pass_td,0,,,,,
player,201309150atl,atl,EwinBr00,pass_int,0,,,,,
player,201309150atl,atl,EwinBr00,pass_sacked,0,,,,,
player,201309150atl,atl,EwinBr00,pass_sacked_yds,0,,,,,
player,201309150atl,atl,EwinBr00,pass_long,0,,,,,
player,201309150atl,atl,EwinBr00,pass_rating,,,,,,
player,201309150atl,atl,EwinBr00,rush_att,0,,,,,
player,201309150atl,atl,EwinBr00,rush_yds,0,,,,,
player,201309150atl,atl,EwinBr00,rush_td,0,,,,,
player,201309150atl,atl,EwinBr00,rush_long,0,,,,,
player,201309150atl,atl,EwinBr00,targets,1,,,,,
player,201309150atl,atl,EwinBr00,rec,1,,,,,
player,201309150atl,atl,EwinBr00,rec_yds,14,,,,,
player,201309150atl,atl,EwinBr00,rec_td,0,,,,,
player,201309150atl,atl,EwinBr00,rec_long,14,,,,,
player,201309150atl,atl,EwinBr00,fumbles,0,,,,,
player,201309150atl,atl,EwinBr00,fumbles_lost,0,,,,,
player,201309150atl,atl,JackSt00,pass_cmp,0,,,,,
player,201309150atl,atl,JackSt00,pass_att,0,,,,,
player,201309150atl,atl,JackSt00,pass_yds,0,,,,,
player,201309150atl,atl,JackSt00,pass_td,0,,,,,
player,201309150atl,atl,JackSt00,pass_int,0,,,,,
player,201309150atl,atl,JackSt00,pass_sacked,0,,,,,
player,201309150atl,atl,JackSt00,pass_sacked_yds,0,,,,,
player,201309150atl,atl,JackSt00,pass_long,0,,,,,
player,201309150atl,atl,JackSt00,pass_rating,,,,,,
player,201309150atl,atl,JackSt00,rush_att,3,,,,,
player,201309150atl,atl,JackSt00,rush_yds,0,,,,,
player,201309150atl,atl,JackSt00,rush_td,0,,,,,
player,201309150atl,atl,JackSt00,rush_long,2,,,,,
player,201309150atl,atl,JackSt00,targets,2,,,,,
player,201309150atl,atl,JackSt00,rec,1,,,,,
player,201309150atl,atl,JackSt00,rec_yds,8,,,,,
player,201309150atl,atl,JackSt00,rec_td,1,,,,,
player,201309150atl,atl,JackSt00,rec_long,8,,,,,
player,201309150atl,atl,JackSt00,fumbles,0,,,,,
player,201309150atl,atl,JackSt00,fumbles_lost,0,,,,,
player,201309150atl,atl,ToilLe00,pass_cmp,0,,,,,
player,201309150atl,atl,ToilLe00,pass_att,0,,,,,
player,201309150atl,atl,ToilLe00,pass_yds,0,,,,,
player,201309150atl,atl,ToilLe00,pass_td,0,,,,,
player,201309150atl,atl,ToilLe00,pass_int,0,,,,,
player,201309150atl,atl,ToilLe00,pass_sacked,0,,,,,
player,201309150atl,atl,ToilLe00,pass_sacked_yds,0,,,,,
player,201309150atl,atl,ToilLe00,pass_long,0,,,,,
player,201309150atl,atl,ToilLe00,pass_rating,,,,,,
player,201309150atl,atl,ToilLe00,rush_att,0,,,,,
player,201309150atl,atl,ToilLe00,rush_yds,0,,,,,
player,201309150atl,atl,ToilLe00,rush_td,0,,,,,
player,201309150atl,atl,ToilLe00,rush_long,0,,,,,
player,201309150atl,atl,ToilLe00,targets,1,,,,,
player,201309150atl,atl,ToilLe00,rec,1,,,,,
player,201309150atl,atl,ToilLe00,rec_yds,4,,,,,
