game,2013,4,20130929,201309290den,phi,"Philadelphia Eagles",20,den,"Denver Broncos",52
player,201309290den,phi,AvanJa00,off_pct,72%,,,,,
player,201309290den,phi,AvanJa00,defense,0,,,,,
player,201309290den,phi,AvanJa00,def_pct,0%,,,,,
player,201309290den,phi,AvanJa00,special_teams,0,,,,,
player,201309290den,phi,AvanJa00,st_pct,0%,,,,,
player,201309290den,phi,McCoLe01,pos,RB,,,,,
player,201309290den,phi,McCoLe01,offense,42,,,,,
player,201309290den,phi,McCoLe01,off_pct,59%,,,,,
player,201309290den,phi,McCoLe01,defense,0,,,,,
player,201309290den,phi,McCoLe01,def_pct,0%,,,,,
player,201309290den,phi,McCoLe01,special_teams,0,,,,,
player,201309290den,phi,McCoLe01,st_pct,0%,,,,,
player,201309290den,phi,ErtzZa00,pos,TE,,,,,
player,201309290den,phi,ErtzZa00,offense,31,,,,,
player,201309290den,phi,ErtzZa00,off_pct,44%,,,,,
player,201309290den,phi,ErtzZa00,defense,0,,,,,
player,201309290den,phi,ErtzZa00,def_pct,0%,,,,,
player,201309290den,phi,ErtzZa00,special_teams,14,,,,,
player,201309290den,phi,ErtzZa00,st_pct,41%,,,,,
player,201309290den,phi,BrowBr02,pos,RB,,,,,
player,201309290den,phi,BrowBr02,offense,23,,,,,
player,201309290den,phi,BrowBr02,off_pct,32%,,,,,
player,201309290den,phi,BrowBr02,defense,0,,,,,
player,201309290den,phi,BrowBr02,def_pct,0%,,,,,
player,201309290den,phi,BrowBr02,special_teams,0,,,,,
player,201309290den,phi,BrowBr02,st_pct,0%,,,,,
player,201309290den,phi,MaehJe00,pos,WR,,,,,
player,201309290den,phi,MaehJe00,offense,12,,,,,
player,201309290den,phi,MaehJe00,off_pct,17%,,,,,
player,201309290den,phi,MaehJe00,defense,0,,,,,
player,201309290den,phi,MaehJe00,def_pct,0%,,,,,
player,201309290den,phi,MaehJe00,special_teams,1,,,,,
player,201309290den,phi,MaehJe00,st_pct,3%,,,,,
player,201309290den,phi,CaseJa00,pos,TE,,,,,
player,201309290den,phi,CaseJa00,offense,10,,,,,
player,201309290den,phi,CaseJa00,off_pct,14%,,,,,
player,201309290den,phi,CaseJa00,defense,0,,,,,
player,201309290den,phi,CaseJa00,def_pct,0%,,,,,
player,201309290den,phi,CaseJa00,special_teams,20,,,,,
player,201309290den,phi,CaseJa00,st_pct,59%,,,,,
player,201309290den,phi,JohnDa04,pos,WR,,,,,
player,201309290den,phi,JohnDa04,offense,10,,,,,
player,201309290den,phi,JohnDa04,off_pct,14%,,,,,
player,201309290den,phi,JohnDa04,defense,0,,,,,
player,201309290den,phi,JohnDa04,def_pct,0%,,,,,
player,201309290den,phi,JohnDa04,special_teams,11,,,,,
player,201309290den,phi,JohnDa04,st_pct,32%,,,,,
player,201309290den,phi,FoleNi00,pos,QB,,,,,
player,201309290den,phi,FoleNi00,offense,7,,,,,
player,201309290den,phi,FoleNi00,off_pct,10%,,,,,
player,201309290den,phi,FoleNi00,defense,0,,,,,
player,201309290den,phi,FoleNi00,def_pct,0%,,,,,
player,201309290den,phi,FoleNi00,special_teams,0,,,,,
player,201309290den,phi,FoleNi00,st_pct,0%,,,,,
player,201309290den,phi,PolkCh00,pos,RB,,,,,
player,201309290den,phi,PolkCh00,offense,6,,,,,
player,201309290den,phi,PolkCh00,off_pct,8%,,,,,
player,201309290den,phi,PolkCh00,defense,0,,,,,
player,201309290den,phi,PolkCh00,def_pct,0%,,,,,
player,201309290den,phi,PolkCh00,special_teams,20,,,,,
player,201309290den,phi,PolkCh00,st_pct,59%,,,,,
player,201309290den,phi,WolfEa00,pos,SS,,,,,
player,201309290den,phi,WolfEa00,offense,0,,,,,
player,201309290den,phi,WolfEa00,off_pct,0%,,,,,
player,201309290den,phi,WolfEa00,defense,64,,,,,
player,201309290den,phi,WolfEa00,def_pct,88%,,,,,
player,201309290den,phi,WolfEa00,special_teams,10,,,,,
player,201309290den,phi,WolfEa00,st_pct,29%,,,,,
player,201309290den,phi,AlleNa99,pos,SS,,,,,
player,201309290den,phi,AlleNa99,offense,0,,,,,
player,201309290den,phi,AlleNa99,off_pct,0%,,,,,
player,201309290den,phi,AlleNa99,defense,64,,,,,
player,201309290den,phi,AlleNa99,def_pct,88%,,,,,
player,201309290den,phi,AlleNa99,special_teams,10,,,,,
player,201309290den,phi,AlleNa99,st_pct,29%,,,,,
player,201309290den,phi,FletBr99,pos,CB,,,,,
player,201309290den,phi,FletBr99,offense,0,,,,,
player,201309290den,phi,FletBr99,off_pct,0%,,,,,
player,201309290den,phi,FletBr99,defense,64,,,,,
player,201309290den,phi,FletBr99,def_pct,88%,,,,,
player,201309290den,phi,FletBr99,special_teams,10,,,,,
player,201309290den,phi,FletBr99,st_pct,29%,,,,,
player,201309290den,phi,WillCa99,pos,CB,,,,,
player,201309290den,phi,WillCa99,offense,0,,,,,
player,201309290den,phi,WillCa99,off_pct,0%,,,,,
player,201309290den,phi,WillCa99,defense,64,,,,,
player,201309290den,phi,WillCa99,def_pct,88%,,,,,
player,201309290den,phi,WillCa99,special_teams,5,,,,,
player,201309290den,phi,WillCa99,st_pct,15%,,,,,
player,201309290den,phi,RyanDe20,pos,LB,,,,,
player,201309290den,phi,RyanDe20,offense,0,,,,,
player,201309290den,phi,RyanDe20,off_pct,0%,,,,,
player,201309290den,phi,RyanDe20,defense,64,,,,,
player,201309290den,phi,RyanDe20,def_pct,88%,,,,,
player,201309290den,phi,RyanDe20,special_teams,1,,,,,
player,201309290den,phi,RyanDe20,st_pct,3%,,,,,
player,201309290den,phi,KendMy00,pos,LB,,,,,
player,201309290den,phi,KendMy00,offense,0,,,,,
player,201309290den,phi,KendMy00,off_pct,0%,,,,,
player,201309290den,phi,KendMy00,defense,62,,,,,
player,201309290den,phi,KendMy00,def_pct,85%,,,,,
player,201309290den,phi,KendMy00,special_teams,1,,,,,
player,201309290den,phi,KendMy00,st_pct,3%,,,,,
player,201309290den,phi,BarwCo99,pos,LB,,,,,
player,201309290den,phi,BarwCo99,offense,0,,,,,
player,201309290den,phi,BarwCo99,off_pct,0%,,,,,
player,201309290den,phi,BarwCo99,defense,59,,,,,
player,201309290den,phi,BarwCo99,def_pct,81%,,,,,
player,201309290den,phi,BarwCo99,special_teams,9,,,,,
player,201309290den,phi,BarwCo99,st_pct,26%,,,,,
player,201309290den,phi,ColeTr20,pos,LB,,,,,
player,201309290den,phi,ColeTr20,offense,0,,,,,
player,201309290den,phi,ColeTr20,off_pct,0%,,,,,
player,201309290den,phi,ColeTr20,defense,53,,,,,
player,201309290den,phi,ColeTr20,def_pct,73%,,,,,
player,201309290den,phi,ColeTr20,special_teams,9,,,,,
player,201309290den,phi,ColeTr20,st_pct,26%,,,,,
player,201309290den,phi,ThorCe00,pos,DE,,,,,
player,201309290den,phi,ThorCe00,offense,0,,,,,
player,201309290den,phi,ThorCe00,off_pct,0%,,,,,
player,201309290den,phi,ThorCe00,defense,47,,,,,
player,201309290den,phi,ThorCe00,def_pct,64%,,,,,
player,201309290den,phi,ThorCe00,special_teams,9,,,,,
player,201309290den,phi,ThorCe00,st_pct,26%,,,,,
player,201309290den,phi,BoykBr00,pos,CB,,,,,
player,201309290den,phi,BoykBr00,offense,0,,,,,
player,201309290den,phi,BoykBr00,off_pct,0%,,,,,
player,201309290den,phi,BoykBr00,defense,46,,,,,
player,201309290den,phi,BoykBr00,def_pct,63%,,,,,
player,201309290den,phi,BoykBr00,special_teams,18,,,,,
player,201309290den,phi,BoykBr00,st_pct,53%,,,,,
player,201309290den,phi,CoxxFl00,pos,DE,,,,,
player,201309290den,phi,CoxxFl00,offense,0,,,,,
player,201309290den,phi,CoxxFl00,off_pct,0%,,,,,
player,201309290den,phi,CoxxFl00,defense,46,,,,,
player,201309290den,phi,CoxxFl00,def_pct,63%,,,,,
player,201309290den,phi,CoxxFl00,special_teams,9,,,,,
player,201309290den,phi,CoxxFl00,st_pct,26%,,,,,
player,201309290den,phi,LogaBe00,pos,NT,,,,,
player,201309290den,phi,LogaBe00,offense,0,,,,,
player,201309290den,phi,LogaBe00,off_pct,0%,,,,,
player,201309290den,phi,LogaBe00,defense,27,,,,,
player,201309290den,phi,LogaBe00,def_pct,37%,,,,,
player,201309290den,phi,LogaBe00,special_teams,13,,,,,
player,201309290den,phi,LogaBe00,st_pct,38%,,,,,
player,201309290den,phi,GeatCl99,pos,DE,,,,,
player,201309290den,phi,GeatCl99,offense,0,,,,,
player,201309290den,phi,GeatCl99,off_pct,0%,,,,,
player,201309290den,phi,GeatCl99,defense,25,,,,,
player,201309290den,phi,GeatCl99,def_pct,34%,,,,,
player,201309290den,phi,GeatCl99,special_teams,8,,,,,
player,201309290den,phi,GeatCl99,st_pct,24%,,,,,
player,201309290den,phi,SopoIs20,pos,NT,,,,,
player,201309290den,phi,SopoIs20,offense,0,,,,,
player,201309290den,phi,SopoIs20,off_pct,0%,,,,,
player,201309290den,phi,SopoIs20,defense,24,,,,,
player,201309290den,phi,SopoIs20,def_pct,33%,,,,,
player,201309290den,phi,SopoIs20,special_teams,0,,,,,
player,201309290den,phi,SopoIs20,st_pct,0%,,,,,
player,201309290den,phi,GrahBr99,pos,LB,,,,,
player,201309290den,phi,GrahBr99,offense,0,,,,,
player,201309290den,phi,GrahBr99,off_pct,0%,,,,,
player,201309290den,phi,GrahBr99,defense,20,,,,,
player,201309290den,phi,GrahBr99,def_pct,27%,,,,,
player,201309290den,phi,GrahBr99,special_teams,19,,,,,
player,201309290den,phi,GrahBr99,st_pct,56%,,,,,
player,201309290den,phi,MattCa00,pos,LB,,,,,
player,201309290den,phi,MattCa00,offense,0,,,,,
player,201309290den,phi,MattCa00,off_pct,0%,,,,,
player,201309290den,phi,MattCa00,defense,14,,,,,
player,201309290den,phi,MattCa00,def_pct,19%,,,,,
player,201309290den,phi,MattCa00,special_teams,20,,,,,
player,201309290den,phi,MattCa00,st_pct,59%,,,,,
player,201309290den,phi,CurrVi00,pos,DE,,,,,
player,201309290den,phi,CurrVi00,offense,0,,,,,
player,201309290den,phi,CurrVi00,off_pct,0%,,,,,
player,201309290den,phi,CurrVi00,defense,13,,,,,
player,201309290den,phi,CurrVi00,def_pct,18%,,,,,
player,201309290den,phi,CurrVi00,special_teams,0,,,,,
player,201309290den,phi,CurrVi00,st_pct,0%,,,,,
player,201309290den,phi,KnotJa00,pos,LB,,,,,
player,201309290den,phi,KnotJa00,offense,0,,,,,
player,201309290den,phi,KnotJa00,off_pct,0%,,,,,
player,201309290den,phi,KnotJa00,defense,11,,,,,
player,201309290den,phi,KnotJa00,def_pct,15%,,,,,
player,201309290den,phi,KnotJa00,special_teams,28,,,,,
player,201309290den,phi,KnotJa00,st_pct,82%,,,,,
player,201309290den,phi,AndeCo01,pos,FS,,,,,
player,201309290den,phi,AndeCo01,offense,0,,,,,
player,201309290den,phi,AndeCo01,off_pct,0%,,,,,
player,201309290den,phi,AndeCo01,defense,9,,,,,
player,201309290den,phi,AndeCo01,def_pct,12%,,,,,
player,201309290den,phi,AndeCo01,special_teams,28,,,,,
player,201309290den,phi,AndeCo01,st_pct,82%,,,,,
player,201309290den,phi,ColeKu99,pos,FS,,,,,
player,201309290den,phi,ColeKu99,offense,0,,,,,
player,201309290den,phi,ColeKu99,off_pct,0%,,,,,
player,201309290den,phi,ColeKu99,defense,9,,,,,
player,201309290den,phi,ColeKu99,def_pct,12%,,,,,
player,201309290den,phi,ColeKu99,special_teams,20,,,,,
player,201309290den,phi,ColeKu99,st_pct,59%,,,,,
player,201309290den,phi,GoodNa00,pos,LB,,,,,
player,201309290den,phi,GoodNa00,offense,0,,,,,
player,201309290den,phi,GoodNa00,off_pct,0%,,,,,
player,201309290den,phi,GoodNa00,defense,9,,,,,
player,201309290den,phi,GoodNa00,def_pct,12%,,,,,
player,201309290den,phi,GoodNa00,special_teams,15,,,,,
player,201309290den,phi,GoodNa00,st_pct,44%,,,,,
player,201309290den,phi,CarmRo00,pos,CB,,,,,
player,201309290den,phi,CarmRo00,offense,0,,,,,
player,201309290den,phi,CarmRo00,off_pct,0%,,,,,
player,201309290den,phi,CarmRo00,defense,9,,,,,
player,201309290den,phi,CarmRo00,def_pct,12%,,,,,
player,201309290den,phi,CarmRo00,special_teams,10,,,,,
player,201309290den,phi,CarmRo00,st_pct,29%,,,,,
player,201309290den,phi,HeneAl00,pos,K,,,,,
player,201309290den,phi,HeneAl00,offense,0,,,,,
player,201309290den,phi,HeneAl00,off_pct,0%,,,,,
player,201309290den,phi,HeneAl00,defense,0,,,,,
player,201309290den,phi,HeneAl00,def_pct,0%,,,,,
player,201309290den,phi,HeneAl00,special_teams,10,,,,,
player,201309290den,phi,HeneAl00,st_pct,29%,,,,,
player,201309290den,phi,DoreJo20,pos,LS,,,,,
player,201309290den,phi,DoreJo20,offense,0,,,,,
player,201309290den,phi,DoreJo20,off_pct,0%,,,,,
player,201309290den,phi,DoreJo20,defense,0,,,,,
player,201309290den,phi,DoreJo20,def_pct,0%,,,,,
player,201309290den,phi,DoreJo20,special_teams,10,,,,,
player,201309290den,phi,DoreJo20,st_pct,29%,,,,,
player,201309290den,phi,JoneDo21,pos,P,,,,,
player,201309290den,phi,JoneDo21,offense,0,,,,,
player,201309290den,phi,JoneDo21,off_pct,0%,,,,,
player,201309290den,phi,JoneDo21,defense,0,,,,,
player,201309290den,phi,JoneDo21,def_pct,0%,,,,,
player,201309290den,phi,JoneDo21,special_teams,10,,,,,
player,201309290den,phi,JoneDo21,st_pct,29%,,,,,
player,201309290den,phi,VandJu00,pos,G,,,,,
player,201309290den,phi,VandJu00,offense,0,,,,,
player,201309290den,phi,VandJu00,off_pct,0%,,,,,
player,201309290den,phi,VandJu00,defense,0,,,,,
player,201309290den,phi,VandJu00,def_pct,0%,,,,,
player,201309290den,phi,VandJu00,special_teams,5,,,,,
player,201309290den,phi,VandJu00,st_pct,15%,,,,,
player,201309290den,phi,BarbAl20,pos,G,,,,,
player,201309290den,phi,BarbAl20,offense,0,,,,,
player,201309290den,phi,BarbAl20,off_pct,0%,,,,,
player,201309290den,phi,BarbAl20,defense,0,,,,,
player,201309290den,phi,BarbAl20,def_pct,0%,,,,,
player,201309290den,phi,BarbAl20,special_teams,5,,,,,
player,201309290den,phi,BarbAl20,st_pct,15%,,,,,
player,201309290den,phi,PoyeJo00,pos,CB,,,,,
player,201309290den,phi,PoyeJo00,offense,0,,,,,
player,201309290den,phi,PoyeJo00,off_pct,0%,,,,,
player,201309290den,phi,PoyeJo00,defense,0,,,,,
player,201309290den,phi,PoyeJo00,def_pct,0%,,,,,
player,201309290den,phi,PoyeJo00,special_teams,1,,,,,
player,201309290den,phi,PoyeJo00,st_pct,3%,,,,,
