game,2013,5,20131006,201310060oti,kan,"Kansas City Chiefs",26,oti,"Tennessee Titans",17
player,201310060oti,kan,DaviKn00,rec_td,0,,,,,
player,201310060oti,kan,DaviKn00,rec_long,0,,,,,
player,201310060oti,kan,DaviKn00,fumbles,0,,,,,
player,201310060oti,kan,DaviKn00,fumbles_lost,0,,,,,
player,201310060oti,kan,AverDo00,pass_cmp,0,,,,,
player,201310060oti,kan,AverDo00,pass_att,0,,,,,
player,201310060oti,kan,AverDo00,pass_yds,0,,,,,
player,201310060oti,kan,AverDo00,pass_td,0,,,,,
player,201310060oti,kan,AverDo00,pass_int,0,,,,,
player,201310060oti,kan,AverDo00,pass_sacked,0,,,,,
player,201310060oti,kan,AverDo00,pass_sacked_yds,0,,,,,
player,201310060oti,kan,AverDo00,pass_long,0,,,,,
player,201310060oti,kan,AverDo00,pass_rating,,,,,,
player,201310060oti,kan,AverDo00,rush_att,0,,,,,
player,201310060oti,kan,AverDo00,rush_yds,0,,,,,
player,201310060oti,kan,AverDo00,rush_td,0,,,,,
player,201310060oti,kan,AverDo00,rush_long,0,,,,,
player,201310060oti,kan,AverDo00,targets,4,,,,,
player,201310060oti,kan,AverDo00,rec,3,,,,,
player,201310060oti,kan,AverDo00,rec_yds,91,,,,,
player,201310060oti,kan,AverDo00,rec_td,0,,,,,
player,201310060oti,kan,AverDo00,rec_long,44,,,,,
player,201310060oti,kan,AverDo00,fumbles,0,,,,,
player,201310060oti,kan,AverDo00,fumbles_lost,0,,,,,
player,201310060oti,kan,McGrSe00,pass_cmp,0,,,,,
player,201310060oti,kan,McGrSe00,pass_att,0,,,,,
player,201310060oti,kan,McGrSe00,pass_yds,0,,,,,
player,201310060oti,kan,McGrSe00,pass_td,0,,,,,
player,201310060oti,kan,McGrSe00,pass_int,0,,,,,
player,201310060oti,kan,McGrSe00,pass_sacked,0,,,,,
player,201310060oti,kan,McGrSe00,pass_sacked_yds,0,,,,,
player,201310060oti,kan,McGrSe00,pass_long,0,,,,,
player,201310060oti,kan,McGrSe00,pass_rating,,,,,,
player,201310060oti,kan,McGrSe00,rush_att,0,,,,,
player,201310060oti,kan,McGrSe00,rush_yds,0,,,,,
player,201310060oti,kan,McGrSe00,rush_td,0,,,,,
player,201310060oti,kan,McGrSe00,rush_long,0,,,,,
player,201310060oti,kan,McGrSe00,targets,6,,,,,
player,201310060oti,kan,McGrSe00,rec,4,,,,,
player,201310060oti,kan,McGrSe00,rec_yds,54,,,,,
player,201310060oti,kan,McGrSe00,rec_td,0,,,,,
player,201310060oti,kan,McGrSe00,rec_long,25,,,,,
player,201310060oti,kan,McGrSe00,fumbles,0,,,,,
player,201310060oti,kan,McGrSe00,fumbles_lost,0,,,,,
player,201310060oti,kan,BoweDw00,pass_cmp,0,,,,,
player,201310060oti,kan,BoweDw00,pass_att,0,,,,,
player,201310060oti,kan,BoweDw00,pass_yds,0,,,,,
player,201310060oti,kan,BoweDw00,pass_td,0,,,,,
player,201310060oti,kan,BoweDw00,pass_int,0,,,,,
player,201310060oti,kan,BoweDw00,pass_sacked,0,,,,,
player,201310060oti,kan,BoweDw00,pass_sacked_yds,0,,,,,
player,201310060oti,kan,BoweDw00,pass_long,0,,,,,
player,201310060oti,kan,BoweDw00,pass_rating,,,,,,
player,201310060oti,kan,BoweDw00,rush_att,0,,,,,
player,201310060oti,kan,BoweDw00,rush_yds,0,,,,,
player,201310060oti,kan,BoweDw00,rush_td,0,,,,,
player,201310060oti,kan,BoweDw00,rush_long,0,,,,,
player,201310060oti,kan,BoweDw00,targets,6,,,,,
player,201310060oti,kan,BoweDw00,rec,4,,,,,
player,201310060oti,kan,BoweDw00,rec_yds,35,,,,,
player,201310060oti,kan,BoweDw00,rec_td,0,,,,,
player,201310060oti,kan,BoweDw00,rec_long,17,,,,,
player,201310060oti,kan,BoweDw00,fumbles,0,,,,,
player,201310060oti,kan,BoweDw00,fumbles_lost,0,,,,,
player,201310060oti,kan,SherAn00,pass_cmp,0,,,,,
player,201310060oti,kan,SherAn00,pass_att,0,,,,,
player,201310060oti,kan,SherAn00,pass_yds,0,,,,,
player,201310060oti,kan,SherAn00,pass_td,0,,,,,
player,201310060oti,kan,SherAn00,pass_int,0,,,,,
player,201310060oti,kan,SherAn00,pass_sacked,0,,,,,
player,201310060oti,kan,SherAn00,pass_sacked_yds,0,,,,,
player,201310060oti,kan,SherAn00,pass_long,0,,,,,
player,201310060oti,kan,SherAn00,pass_rating,,,,,,
player,201310060oti,kan,SherAn00,rush_att,0,,,,,
player,201310060oti,kan,SherAn00,rush_yds,0,,,,,
player,201310060oti,kan,SherAn00,rush_td,0,,,,,
player,201310060oti,kan,SherAn00,rush_long,0,,,,,
player,201310060oti,kan,SherAn00,targets,2,,,,,
player,201310060oti,kan,SherAn00,rec,2,,,,,
player,201310060oti,kan,SherAn00,rec_yds,13,,,,,
player,201310060oti,kan,SherAn00,rec_td,0,,,,,
player,201310060oti,kan,SherAn00,rec_long,8,,,,,
player,201310060oti,kan,SherAn00,fumbles,0,,,,,
player,201310060oti,kan,SherAn00,fumbles_lost,0,,,,,
player,201310060oti,kan,HallCh00,pass_cmp,0,,,,,
player,201310060oti,kan,HallCh00,pass_att,0,,,,,
player,201310060oti,kan,HallCh00,pass_yds,0,,,,,
player,201310060oti,kan,HallCh00,pass_td,0,,,,,
player,201310060oti,kan,HallCh00,pass_int,0,,,,,
player,201310060oti,kan,HallCh00,pass_sacked,0,,,,,
player,201310060oti,kan,HallCh00,pass_sacked_yds,0,,,,,
player,201310060oti,kan,HallCh00,pass_long,0,,,,,
player,201310060oti,kan,HallCh00,pass_rating,,,,,,
player,201310060oti,kan,HallCh00,rush_att,0,,,,,
player,201310060oti,kan,HallCh00,rush_yds,0,,,,,
player,201310060oti,kan,HallCh00,rush_td,0,,,,,
player,201310060oti,kan,HallCh00,rush_long,0,,,,,
player,201310060oti,kan,HallCh00,targets,4,,,,,
player,201310060oti,kan,HallCh00,rec,1,,,,,
player,201310060oti,kan,HallCh00,rec_yds,9,,,,,
player,201310060oti,kan,HallCh00,rec_td,0,,,,,
player,201310060oti,kan,HallCh00,rec_long,9,,,,,
player,201310060oti,kan,HallCh00,fumbles,0,,,,,
player,201310060oti,kan,HallCh00,fumbles_lost,0,,,,,
player,201310060oti,kan,HemiJu00,pass_cmp,0,,,,,
player,201310060oti,kan,HemiJu00,pass_att,0,,,,,
player,201310060oti,kan,HemiJu00,pass_yds,0,,,,,
player,201310060oti,kan,HemiJu00,pass_td,0,,,,,
player,201310060oti,kan,HemiJu00,pass_int,0,,,,,
player,201310060oti,kan,HemiJu00,pass_sacked,0,,,,,
player,201310060oti,kan,HemiJu00,pass_sacked_yds,0,,,,,
player,201310060oti,kan,HemiJu00,pass_long,0,,,,,
player,201310060oti,kan,HemiJu00,pass_rating,,,,,,
player,201310060oti,kan,HemiJu00,rush_att,0,,,,,
player,201310060oti,kan,HemiJu00,rush_yds,0,,,,,
player,201310060oti,kan,HemiJu00,rush_td,0,,,,,
player,201310060oti,kan,HemiJu00,rush_long,0,,,,,
player,201310060oti,kan,HemiJu00,targets,1,,,,,
player,201310060oti,kan,HemiJu00,rec,1,,,,,
player,201310060oti,kan,HemiJu00,rec_yds,6,,,,,
player,201310060oti,kan,HemiJu00,rec_td,0,,,,,
player,201310060oti,kan,HemiJu00,rec_long,6,,,,,
player,201310060oti,kan,HemiJu00,fumbles,0,,,,,
player,201310060oti,kan,HemiJu00,fumbles_lost,0,,,,,
player,201310060oti,kan,McClDe00,pass_cmp,0,,,,,
player,201310060oti,kan,McClDe00,pass_att,0,,,,,
player,201310060oti,kan,McClDe00,pass_yds,0,,,,,
player,201310060oti,kan,McClDe00,pass_td,0,,,,,
player,201310060oti,kan,McClDe00,pass_int,0,,,,,
player,201310060oti,kan,McClDe00,pass_sacked,0,,,,,
player,201310060oti,kan,McClDe00,pass_sacked_yds,0,,,,,
player,201310060oti,kan,McClDe00,pass_long,0,,,,,
player,201310060oti,kan,McClDe00,pass_rating,,,,,,
player,201310060oti,kan,McClDe00,rush_att,0,,,,,
player,201310060oti,kan,McClDe00,rush_yds,0,,,,,
player,201310060oti,kan,McClDe00,rush_td,0,,,,,
player,201310060oti,kan,McClDe00,rush_long,0,,,,,
player,201310060oti,kan,McClDe00,targets,3,,,,,
player,201310060oti,kan,McClDe00,rec,0,,,,,
player,201310060oti,kan,McClDe00,rec_yds,0,,,,,
player,201310060oti,kan,McClDe00,rec_td,0,,,,,
player,201310060oti,kan,McClDe00,rec_long,0,,,,,
player,201310060oti,kan,McClDe00,fumbles,0,,,,,
player,201310060oti,kan,McClDe00,fumbles_lost,0,,,,,
player,201310060oti,kan,JenkA.00,pass_cmp,0,,,,,
player,201310060oti,kan,JenkA.00,pass_att,0,,,,,
player,201310060oti,kan,JenkA.00,pass_yds,0,,,,,
player,201310060oti,kan,JenkA.00,pass_td,0,,,,,
player,201310060oti,kan,JenkA.00,pass_int,0,,,,,
player,201310060oti,kan,JenkA.00,pass_sacked,0,,,,,
player,201310060oti,kan,JenkA.00,pass_sacked_yds,0,,,,,
player,201310060oti,kan,JenkA.00,pass_long,0,,,,,
player,201310060oti,kan,JenkA.00,pass_rating,,,,,,
player,201310060oti,kan,JenkA.00,rush_att,0,,,,,
player,201310060oti,kan,JenkA.00,rush_yds,0,,,,,
player,201310060oti,kan,JenkA.00,rush_td,0,,,,,
player,201310060oti,kan,JenkA.00,rush_long,0,,,,,
player,201310060oti,kan,JenkA.00,targets,1,,,,,
player,201310060oti,kan,JenkA.00,rec,0,,,,,
player,201310060oti,kan,JenkA.00,rec_yds,0,,,,,
player,201310060oti,kan,JenkA.00,rec_td,0,,,,,
player,201310060oti,kan,JenkA.00,rec_long,0,,,,,
player,201310060oti,kan,JenkA.00,fumbles,0,,,,,
player,201310060oti,kan,JenkA.00,fumbles_lost,0,,,,,
player,201310060oti,kan,BrocKe00,pass_cmp,0,,,,,
player,201310060oti,kan,BrocKe00,pass_att,0,,,,,
player,201310060oti,kan,BrocKe00,pass_yds,0,,,,,
player,201310060oti,kan,BrocKe00,pass_td,0,,,,,
player,201310060oti,kan,BrocKe00,pass_int,0,,,,,
player,201310060oti,kan,BrocKe00,pass_sacked,0,,,,,
player,201310060oti,kan,BrocKe00,pass_sacked_yds,0,,,,,
player,201310060oti,kan,BrocKe00,pass_long,0,,,,,
player,201310060oti,kan,BrocKe00,pass_rating,,,,,,
player,201310060oti,kan,BrocKe00,rush_att,0,,,,,
player,201310060oti,kan,BrocKe00,rush_yds,0,,,,,
player,201310060oti,kan,BrocKe00,rush_td,0,,,,,
player,201310060oti,kan,BrocKe00,rush_long,0,,,,,
player,201310060oti,kan,BrocKe00,targets,2,,,,,
player,201310060oti,kan,BrocKe00,rec,0,,,,,
player,201310060oti,kan,BrocKe00,rec_yds,0,,,,,
player,201310060oti,kan,BrocKe00,rec_td,0,,,,,
player,201310060oti,kan,BrocKe00,rec_long,0,,,,,
player,201310060oti,kan,BrocKe00,fumbles,0,,,,,
player,201310060oti,kan,BrocKe00,fumbles_lost,0,,,,,
player,201310060oti,oti,FitzRy00,pass_cmp,21,,,,,
player,201310060oti,oti,FitzRy00,pass_att,41,,,,,
player,201310060oti,oti,FitzRy00,pass_yds,247,,,,,
player,201310060oti,oti,FitzRy00,pass_td,1,,,,,
player,201310060oti,oti,FitzRy00,pass_int,2,,,,,
player,201310060oti,oti,FitzRy00,pass_sacked,3,,,,,
player,201310060oti,oti,FitzRy00,pass_sacked_yds,13,,,,,
player,201310060oti,oti,FitzRy00,pass_long,49,,,,,
player,201310060oti,oti,FitzRy00,pass_rating,57.7,,,,,
player,201310060oti,oti,FitzRy00,rush_att,6,,,,,
player,201310060oti,oti,FitzRy00,rush_yds,50,,,,,
player,201310060oti,oti,FitzRy00,rush_td,1,,,,,
player,201310060oti,oti,FitzRy00,rush_long,26,,,,,
player,201310060oti,oti,FitzRy00,targets,1,,,,,
player,201310060oti,oti,FitzRy00,rec,1,,,,,
player,201310060oti,oti,FitzRy00,rec_yds,0,,,,,
player,201310060oti,oti,FitzRy00,rec_td,0,,,,,
player,201310060oti,oti,FitzRy00,rec_long,0,,,,,
player,201310060oti,oti,FitzRy00,fumbles,1,,,,,
player,201310060oti,oti,FitzRy00,fumbles_lost,0,,,,,
player,201310060oti,oti,BattJa00,pass_cmp,0,,,,,
player,201310060oti,oti,BattJa00,pass_att,0,,,,,
player,201310060oti,oti,BattJa00,pass_yds,0,,,,,
player,201310060oti,oti,BattJa00,pass_td,0,,,,,
player,201310060oti,oti,BattJa00,pass_int,0,,,,,
player,201310060oti,oti,BattJa00,pass_sacked,0,,,,,
player,201310060oti,oti,BattJa00,pass_sacked_yds,0,,,,,
player,201310060oti,oti,BattJa00,pass_long,0,,,,,
player,201310060oti,oti,BattJa00,pass_rating,,,,,,
player,201310060oti,oti,BattJa00,rush_att,6,,,,,
player,201310060oti,oti,BattJa00,rush_yds,38,,,,,
player,201310060oti,oti,BattJa00,rush_td,0,,,,,
player,201310060oti,oti,BattJa00,rush_long,37,,,,,
player,201310060oti,oti,BattJa00,targets,2,,,,,
player,201310060oti,oti,BattJa00,rec,1,,,,,
player,201310060oti,oti,BattJa00,rec_yds,24,,,,,
player,201310060oti,oti,BattJa00,rec_td,0,,,,,
player,201310060oti,oti,BattJa00,rec_long,24,,,,,
player,201310060oti,oti,BattJa00,fumbles,0,,,,,
player,201310060oti,oti,BattJa00,fumbles_lost,0,,,,,
player,201310060oti,oti,JohnCh04,pass_cmp,0,,,,,
player,201310060oti,oti,JohnCh04,pass_att,0,,,,,
player,201310060oti,oti,JohnCh04,pass_yds,0,,,,,
player,201310060oti,oti,JohnCh04,pass_td,0,,,,,
player,201310060oti,oti,JohnCh04,pass_int,0,,,,,
player,201310060oti,oti,JohnCh04,pass_sacked,0,,,,,
player,201310060oti,oti,JohnCh04,pass_sacked_yds,0,,,,,
player,201310060oti,oti,JohnCh04,pass_long,0,,,,,
player,201310060oti,oti,JohnCh04,pass_rating,,,,,,
player,201310060oti,oti,JohnCh04,rush_att,10,,,,,
player,201310060oti,oti,JohnCh04,rush_yds,17,,,,,
player,201310060oti,oti,JohnCh04,rush_td,0,,,,,
player,201310060oti,oti,JohnCh04,rush_long,6,,,,,
player,201310060oti,oti,JohnCh04,targets,5,,,,,
player,201310060oti,oti,JohnCh04,rec,4,,,,,
player,201310060oti,oti,JohnCh04,rec_yds,63,,,,,
player,201310060oti,oti,JohnCh04,rec_td,1,,,,,
player,201310060oti,oti,JohnCh04,rec_long,49,,,,,
player,201310060oti,oti,JohnCh04,fumbles,0,,,,,
player,201310060oti,oti,JohnCh04,fumbles_lost,0,,,,,
player,201310060oti,oti,WrigKe01,pass_cmp,0,,,,,
player,201310060oti,oti,WrigKe01,pass_att,0,,,,,
player,201310060oti,oti,WrigKe01,pass_yds,0,,,,,
player,201310060oti,oti,WrigKe01,pass_td,0,,,,,
player,201310060oti,oti,WrigKe01,pass_int,0,,,,,
player,201310060oti,oti,WrigKe01,pass_sacked,0,,,,,
player,201310060oti,oti,WrigKe01,pass_sacked_yds,0,,,,,
player,201310060oti,oti,WrigKe01,pass_long,0,,,,,
player,201310060oti,oti,WrigKe01,pass_rating,,,,,,
player,201310060oti,oti,WrigKe01,rush_att,0,,,,,
player,201310060oti,oti,WrigKe01,rush_yds,0,,,,,
player,201310060oti,oti,WrigKe01,rush_td,0,,,,,
player,201310060oti,oti,WrigKe01,rush_long,0,,,,,
player,201310060oti,oti,WrigKe01,targets,8,,,,,
player,201310060oti,oti,WrigKe01,rec,6,,,,,
player,201310060oti,oti,WrigKe01,rec_yds,74,,,,,
player,201310060oti,oti,WrigKe01,rec_td,0,,,,,
player,201310060oti,oti,WrigKe01,rec_long,24,,,,,
player,201310060oti,oti,WrigKe01,fumbles,0,,,,,
player,201310060oti,oti,WrigKe01,fumbles_lost,0,,,,,
player,201310060oti,oti,WalkHu00,pass_cmp,0,,,,,
player,201310060oti,oti,WalkHu00,pass_att,0,,,,,
player,201310060oti,oti,WalkHu00,pass_yds,0,,,,,
player,201310060oti,oti,WalkHu00,pass_td,0,,,,,
player,201310060oti,oti,WalkHu00,pass_int,0,,,,,
player,201310060oti,oti,WalkHu00,pass_sacked,0,,,,,
player,201310060oti,oti,WalkHu00,pass_sacked_yds,0,,,,,
player,201310060oti,oti,WalkHu00,pass_long,0,,,,,
player,201310060oti,oti,WalkHu00,pass_rating,,,,,,
player,201310060oti,oti,WalkHu00,rush_att,0,,,,,
player,201310060oti,oti,WalkHu00,rush_yds,0,,,,,
player,201310060oti,oti,WalkHu00,rush_td,0,,,,,
player,201310060oti,oti,WalkHu00,rush_long,0,,,,,
player,201310060oti,oti,WalkHu00,targets,6,,,,,
player,201310060oti,oti,WalkHu00,rec,4,,,,,
player,201310060oti,oti,WalkHu00,rec_yds,43,,,,,
player,201310060oti,oti,WalkHu00,rec_td,0,,,,,
player,201310060oti,oti,WalkHu00,rec_long,15,,,,,
player,201310060oti,oti,WalkHu00,fumbles,0,,,,,
player,201310060oti,oti,WalkHu00,fumbles_lost,0,,,,,
player,201310060oti,oti,WashNa00,pass_cmp,0,,,,,
player,201310060oti,oti,WashNa00,pass_att,0,,,,,
player,201310060oti,oti,WashNa00,pass_yds,0,,,,,
player,201310060oti,oti,WashNa00,pass_td,0,,,,,
player,201310060oti,oti,WashNa00,pass_int,0,,,,,
player,201310060oti,oti,WashNa00,pass_sacked,0,,,,,
player,201310060oti,oti,WashNa00,pass_sacked_yds,0,,,,,
player,201310060oti,oti,WashNa00,pass_long,0,,,,,
player,201310060oti,oti,WashNa00,pass_rating,,,,,,
player,201310060oti,oti,WashNa00,rush_att,0,,,,,
player,201310060oti,oti,WashNa00,rush_yds,0,,,,,
player,201310060oti,oti,WashNa00,rush_td,0,,,,,
player,201310060oti,oti,WashNa00,rush_long,0,,,,,
player,201310060oti,oti,WashNa00,targets,8,,,,,
player,201310060oti,oti,WashNa00,rec,3,,,,,
player,201310060oti,oti,WashNa00,rec_yds,30,,,,,
player,201310060oti,oti,WashNa00,rec_td,0,,,,,
player,201310060oti,oti,WashNa00,rec_long,13,,,,,
player,201310060oti,oti,WashNa00,fumbles,0,,,,,
player,201310060oti,oti,WashNa00,fumbles_lost,0,,,,,
player,201310060oti,oti,BritKe00,pass_cmp,0,,,,,
player,201310060oti,oti,BritKe00,pass_att,0,,,,,
player,201310060oti,oti,BritKe00,pass_yds,0,,,,,
player,201310060oti,oti,BritKe00,pass_td,0,,,,,
player,201310060oti,oti,BritKe00,pass_int,0,,,,,
player,201310060oti,oti,BritKe00,pass_sacked,0,,,,,
player,201310060oti,oti,BritKe00,pass_sacked_yds,0,,,,,
player,201310060oti,oti,BritKe00,pass_long,0,,,,,
player,201310060oti,oti,BritKe00,pass_rating,,,,,,
player,201310060oti,oti,BritKe00,rush_att,0,,,,,
player,201310060oti,oti,BritKe00,rush_yds,0,,,,,
player,201310060oti,oti,BritKe00,rush_td,0,,,,,
player,201310060oti,oti,BritKe00,rush_long,0,,,,,
player,201310060oti,oti,BritKe00,targets,6,,,,,
player,201310060oti,oti,BritKe00,rec,1,,,,,
player,201310060oti,oti,BritKe00,rec_yds,9,,,,,
player,201310060oti,oti,BritKe00,rec_td,0,,,,,
player,201310060oti,oti,BritKe00,rec_long,9,,,,,
player,201310060oti,oti,BritKe00,fumbles,0,,,,,
player,201310060oti,oti,BritKe00,fumbles_lost,0,,,,,
player,201310060oti,oti,WillDa04,pass_cmp,0,,,,,
player,201310060oti,oti,WillDa04,pass_att,0,,,,,
player,201310060oti,oti,WillDa04,pass_yds,0,,,,,
player,201310060oti,oti,WillDa04,pass_td,0,,,,,
player,201310060oti,oti,WillDa04,pass_int,0,,,,,
player,201310060oti,oti,WillDa04,pass_sacked,0,,,,,
player,201310060oti,oti,WillDa04,pass_sacked_yds,0,,,,,
player,201310060oti,oti,WillDa04,pass_long,0,,,,,
player,201310060oti,oti,WillDa04,pass_rating,,,,,,
player,201310060oti,oti,WillDa04,rush_att,0,,,,,
player,201310060oti,oti,WillDa04,rush_yds,0,,,,,
player,201310060oti,oti,WillDa04,rush_td,0,,,,,
player,201310060oti,oti,WillDa04,rush_long,0,,,,,
player,201310060oti,oti,WillDa04,targets,2,,,,,
player,201310060oti,oti,WillDa04,rec,1,,,,,
player,201310060oti,oti,WillDa04,rec_yds,4,,,,,
player,201310060oti,oti,WillDa04,rec_td,0,,,,,
player,201310060oti,oti,WillDa04,rec_long,4,,,,,
player,201310060oti,oti,WillDa04,fumbles,1,,,,,
player,201310060oti,oti,WillDa04,fumbles_lost,1,,,,,
player,201310060oti,oti,HuntJu00,pass_cmp,0,,,,,
player,201310060oti,oti,HuntJu00,pass_att,0,,,,,
player,201310060oti,oti,HuntJu00,pass_yds,0,,,,,
player,201310060oti,oti,HuntJu00,pass_td,0,,,,,
player,201310060oti,oti,HuntJu00,pass_int,0,,,,,
player,201310060oti,oti,HuntJu00,pass_sacked,0,,,,,
player,201310060oti,oti,HuntJu00,pass_sacked_yds,0,,,,,
player,201310060oti,oti,HuntJu00,pass_long,0,,,,,
player,201310060oti,oti,HuntJu00,pass_rating,,,,,,
player,201310060oti,oti,HuntJu00,rush_att,0,,,,,
player,201310060oti,oti,HuntJu00,rush_yds,0,,,,,
player,201310060oti,oti,HuntJu00,rush_td,0,,,,,
player,201310060oti,oti,HuntJu00,rush_long,0,,,,,
player,201310060oti,oti,HuntJu00,targets,3,,,,,
player,201310060oti,oti,HuntJu00,rec,0,,,,,
player,201310060oti,oti,HuntJu00,rec_yds,0,,,,,
player,201310060oti,oti,HuntJu00,rec_td,0,,,,,
player,201310060oti,oti,HuntJu00,rec_long,0,,,,,
player,201310060oti,oti,HuntJu00,fumbles,0,,,,,
player,201310060oti,oti,HuntJu00,fumbles_lost,0,,,,,
player,201310060oti,kan,DempQu99,def_int,1,,,,,
player,201310060oti,kan,DempQu99,def_int_yds,35,,,,,
player,201310060oti,kan,DempQu99,def_int_td,0,,,,,
player,201310060oti,kan,DempQu99,def_int_long,35,,,,,
player,201310060oti,kan,DempQu99,pass_defended,1,,,,,
player,201310060oti,kan,DempQu99,sacks,0.0,,,,,
player,201310060oti,kan,DempQu99,tackles_combined,4,,,,,
player,201310060oti,kan,DempQu99,tackles_solo,3,,,,,
player,201310060oti,kan,DempQu99,tackles_assists,1,,,,,
player,201310060oti,kan,DempQu99,tackles_loss,0,,,,,
player,201310060oti,kan,DempQu99,qb_hits,0,,,,,
player,201310060oti,kan,DempQu99,fumbles_rec,0,,,,,
player,201310060oti,kan,DempQu99,fumbles_rec_yds,0,,,,,
player,201310060oti,kan,DempQu99,fumbles_rec_td,0,,,,,
player,201310060oti,kan,DempQu99,fumbles_forced,0,,,,,
player,201310060oti,kan,CoopMa00,def_int,1,,,,,
