game,2013,7,20131020,201310200oti,sfo,"San Francisco 49ers",31,oti,"Tennessee Titans",17
player,201310200oti,oti,ThomTa00,st_pct,81%,,,,,
player,201310200oti,oti,GreeSh00,pos,RB,,,,,
player,201310200oti,oti,GreeSh00,offense,2,,,,,
player,201310200oti,oti,GreeSh00,off_pct,3%,,,,,
player,201310200oti,oti,GreeSh00,defense,0,,,,,
player,201310200oti,oti,GreeSh00,def_pct,0%,,,,,
player,201310200oti,oti,GreeSh00,special_teams,0,,,,,
player,201310200oti,oti,GreeSh00,st_pct,0%,,,,,
player,201310200oti,oti,McCaCo00,pos,LB,,,,,
player,201310200oti,oti,McCaCo00,offense,0,,,,,
player,201310200oti,oti,McCaCo00,off_pct,0%,,,,,
player,201310200oti,oti,McCaCo00,defense,65,,,,,
player,201310200oti,oti,McCaCo00,def_pct,100%,,,,,
player,201310200oti,oti,McCaCo00,special_teams,13,,,,,
player,201310200oti,oti,McCaCo00,st_pct,42%,,,,,
player,201310200oti,oti,McCoJa99,pos,CB,,,,,
player,201310200oti,oti,McCoJa99,offense,0,,,,,
player,201310200oti,oti,McCoJa99,off_pct,0%,,,,,
player,201310200oti,oti,McCoJa99,defense,62,,,,,
player,201310200oti,oti,McCoJa99,def_pct,95%,,,,,
player,201310200oti,oti,McCoJa99,special_teams,6,,,,,
player,201310200oti,oti,McCoJa99,st_pct,19%,,,,,
player,201310200oti,oti,PollBe20,pos,SS,,,,,
player,201310200oti,oti,PollBe20,offense,0,,,,,
player,201310200oti,oti,PollBe20,off_pct,0%,,,,,
player,201310200oti,oti,PollBe20,defense,61,,,,,
player,201310200oti,oti,PollBe20,def_pct,94%,,,,,
player,201310200oti,oti,PollBe20,special_teams,6,,,,,
player,201310200oti,oti,PollBe20,st_pct,19%,,,,,
player,201310200oti,oti,AyerAk00,pos,LB,,,,,
player,201310200oti,oti,AyerAk00,offense,0,,,,,
player,201310200oti,oti,AyerAk00,off_pct,0%,,,,,
player,201310200oti,oti,AyerAk00,defense,60,,,,,
player,201310200oti,oti,AyerAk00,def_pct,92%,,,,,
player,201310200oti,oti,AyerAk00,special_teams,6,,,,,
player,201310200oti,oti,AyerAk00,st_pct,19%,,,,,
player,201310200oti,oti,BrowZa00,pos,LB,,,,,
player,201310200oti,oti,BrowZa00,offense,0,,,,,
player,201310200oti,oti,BrowZa00,off_pct,0%,,,,,
player,201310200oti,oti,BrowZa00,defense,60,,,,,
player,201310200oti,oti,BrowZa00,def_pct,92%,,,,,
player,201310200oti,oti,BrowZa00,special_teams,6,,,,,
player,201310200oti,oti,BrowZa00,st_pct,19%,,,,,
player,201310200oti,oti,CaseJu00,pos,DT,,,,,
player,201310200oti,oti,CaseJu00,offense,0,,,,,
player,201310200oti,oti,CaseJu00,off_pct,0%,,,,,
player,201310200oti,oti,CaseJu00,defense,59,,,,,
player,201310200oti,oti,CaseJu00,def_pct,91%,,,,,
player,201310200oti,oti,CaseJu00,special_teams,6,,,,,
player,201310200oti,oti,CaseJu00,st_pct,19%,,,,,
player,201310200oti,oti,EdwaLa00,pos,DE,,,,,
player,201310200oti,oti,EdwaLa00,offense,0,,,,,
player,201310200oti,oti,EdwaLa00,off_pct,0%,,,,,
player,201310200oti,oti,EdwaLa00,defense,54,,,,,
player,201310200oti,oti,EdwaLa00,def_pct,83%,,,,,
player,201310200oti,oti,EdwaLa00,special_teams,6,,,,,
player,201310200oti,oti,EdwaLa00,st_pct,19%,,,,,
player,201310200oti,oti,JohnAn03,pos,DT,,,,,
player,201310200oti,oti,JohnAn03,offense,0,,,,,
player,201310200oti,oti,JohnAn03,off_pct,0%,,,,,
player,201310200oti,oti,JohnAn03,defense,48,,,,,
player,201310200oti,oti,JohnAn03,def_pct,74%,,,,,
player,201310200oti,oti,JohnAn03,special_teams,5,,,,,
player,201310200oti,oti,JohnAn03,st_pct,16%,,,,,
player,201310200oti,oti,VernAl99,pos,CB,,,,,
player,201310200oti,oti,VernAl99,offense,0,,,,,
player,201310200oti,oti,VernAl99,off_pct,0%,,,,,
player,201310200oti,oti,VernAl99,defense,45,,,,,
player,201310200oti,oti,VernAl99,def_pct,69%,,,,,
player,201310200oti,oti,VernAl99,special_teams,11,,,,,
player,201310200oti,oti,VernAl99,st_pct,35%,,,,,
player,201310200oti,oti,GrifMi99,pos,FS,,,,,
player,201310200oti,oti,GrifMi99,offense,0,,,,,
player,201310200oti,oti,GrifMi99,off_pct,0%,,,,,
player,201310200oti,oti,GrifMi99,defense,45,,,,,
player,201310200oti,oti,GrifMi99,def_pct,69%,,,,,
player,201310200oti,oti,GrifMi99,special_teams,4,,,,,
player,201310200oti,oti,GrifMi99,st_pct,13%,,,,,
player,201310200oti,oti,PitoRo00,pos,DE,,,,,
player,201310200oti,oti,PitoRo00,offense,0,,,,,
player,201310200oti,oti,PitoRo00,off_pct,0%,,,,,
player,201310200oti,oti,PitoRo00,defense,41,,,,,
player,201310200oti,oti,PitoRo00,def_pct,63%,,,,,
player,201310200oti,oti,PitoRo00,special_teams,5,,,,,
player,201310200oti,oti,PitoRo00,st_pct,16%,,,,,
player,201310200oti,oti,HillSa99,pos,DT,,,,,
player,201310200oti,oti,HillSa99,offense,0,,,,,
player,201310200oti,oti,HillSa99,off_pct,0%,,,,,
player,201310200oti,oti,HillSa99,defense,29,,,,,
player,201310200oti,oti,HillSa99,def_pct,45%,,,,,
player,201310200oti,oti,HillSa99,special_teams,0,,,,,
player,201310200oti,oti,HillSa99,st_pct,0%,,,,,
player,201310200oti,oti,WilsGe01,pos,FS,,,,,
player,201310200oti,oti,WilsGe01,offense,0,,,,,
player,201310200oti,oti,WilsGe01,off_pct,0%,,,,,
player,201310200oti,oti,WilsGe01,defense,27,,,,,
player,201310200oti,oti,WilsGe01,def_pct,42%,,,,,
player,201310200oti,oti,WilsGe01,special_teams,17,,,,,
player,201310200oti,oti,WilsGe01,st_pct,55%,,,,,
player,201310200oti,oti,KlugKa00,pos,DE,,,,,
player,201310200oti,oti,KlugKa00,offense,0,,,,,
player,201310200oti,oti,KlugKa00,off_pct,0%,,,,,
player,201310200oti,oti,KlugKa00,defense,25,,,,,
player,201310200oti,oti,KlugKa00,def_pct,38%,,,,,
player,201310200oti,oti,KlugKa00,special_teams,10,,,,,
player,201310200oti,oti,KlugKa00,st_pct,32%,,,,,
player,201310200oti,oti,SensCo00,pos,CB,,,,,
player,201310200oti,oti,SensCo00,offense,0,,,,,
player,201310200oti,oti,SensCo00,off_pct,0%,,,,,
player,201310200oti,oti,SensCo00,defense,12,,,,,
player,201310200oti,oti,SensCo00,def_pct,18%,,,,,
player,201310200oti,oti,SensCo00,special_teams,9,,,,,
player,201310200oti,oti,SensCo00,st_pct,29%,,,,,
player,201310200oti,oti,WimbKa20,pos,DE,,,,,
player,201310200oti,oti,WimbKa20,offense,0,,,,,
player,201310200oti,oti,WimbKa20,off_pct,0%,,,,,
player,201310200oti,oti,WimbKa20,defense,12,,,,,
player,201310200oti,oti,WimbKa20,def_pct,18%,,,,,
player,201310200oti,oti,WimbKa20,special_teams,4,,,,,
player,201310200oti,oti,WimbKa20,st_pct,13%,,,,,
player,201310200oti,oti,MartMi01,pos,DT,,,,,
player,201310200oti,oti,MartMi01,offense,0,,,,,
player,201310200oti,oti,MartMi01,off_pct,0%,,,,,
player,201310200oti,oti,MartMi01,defense,8,,,,,
player,201310200oti,oti,MartMi01,def_pct,12%,,,,,
player,201310200oti,oti,MartMi01,special_teams,7,,,,,
player,201310200oti,oti,MartMi01,st_pct,23%,,,,,
player,201310200oti,oti,StafDa00,pos,SS,,,,,
player,201310200oti,oti,StafDa00,offense,0,,,,,
player,201310200oti,oti,StafDa00,off_pct,0%,,,,,
player,201310200oti,oti,StafDa00,defense,2,,,,,
player,201310200oti,oti,StafDa00,def_pct,3%,,,,,
player,201310200oti,oti,StafDa00,special_teams,22,,,,,
player,201310200oti,oti,StafDa00,st_pct,71%,,,,,
player,201310200oti,oti,DileZa99,pos,LB,,,,,
player,201310200oti,oti,DileZa99,offense,0,,,,,
player,201310200oti,oti,DileZa99,off_pct,0%,,,,,
player,201310200oti,oti,DileZa99,defense,0,,,,,
player,201310200oti,oti,DileZa99,def_pct,0%,,,,,
player,201310200oti,oti,DileZa99,special_teams,22,,,,,
player,201310200oti,oti,DileZa99,st_pct,71%,,,,,
player,201310200oti,oti,CampTo00,pos,CB,,,,,
player,201310200oti,oti,CampTo00,offense,0,,,,,
player,201310200oti,oti,CampTo00,off_pct,0%,,,,,
player,201310200oti,oti,CampTo00,defense,0,,,,,
player,201310200oti,oti,CampTo00,def_pct,0%,,,,,
player,201310200oti,oti,CampTo00,special_teams,22,,,,,
player,201310200oti,oti,CampTo00,st_pct,71%,,,,,
player,201310200oti,oti,WrehBl00,pos,DB,,,,,
player,201310200oti,oti,WrehBl00,offense,0,,,,,
player,201310200oti,oti,WrehBl00,off_pct,0%,,,,,
player,201310200oti,oti,WrehBl00,defense,0,,,,,
player,201310200oti,oti,WrehBl00,def_pct,0%,,,,,
player,201310200oti,oti,WrehBl00,special_teams,22,,,,,
player,201310200oti,oti,WrehBl00,st_pct,71%,,,,,
player,201310200oti,oti,KernBr20,pos,P,,,,,
player,201310200oti,oti,KernBr20,offense,0,,,,,
player,201310200oti,oti,KernBr20,off_pct,0%,,,,,
player,201310200oti,oti,KernBr20,defense,0,,,,,
player,201310200oti,oti,KernBr20,def_pct,0%,,,,,
player,201310200oti,oti,KernBr20,special_teams,10,,,,,
player,201310200oti,oti,KernBr20,st_pct,32%,,,,,
player,201310200oti,oti,BrinBe00,pos,LS,,,,,
player,201310200oti,oti,BrinBe00,offense,0,,,,,
player,201310200oti,oti,BrinBe00,off_pct,0%,,,,,
player,201310200oti,oti,BrinBe00,defense,0,,,,,
player,201310200oti,oti,BrinBe00,def_pct,0%,,,,,
player,201310200oti,oti,BrinBe00,special_teams,10,,,,,
player,201310200oti,oti,BrinBe00,st_pct,32%,,,,,
player,201310200oti,oti,bironrob01,pos,K,,,,,
player,201310200oti,oti,bironrob01,offense,0,,,,,
player,201310200oti,oti,bironrob01,off_pct,0%,,,,,
player,201310200oti,oti,bironrob01,defense,0,,,,,
player,201310200oti,oti,bironrob01,def_pct,0%,,,,,
player,201310200oti,oti,bironrob01,special_teams,7,,,,,
player,201310200oti,oti,bironrob01,st_pct,23%,,,,,
player,201310200oti,oti,OttoMi20,pos,T,,,,,
player,201310200oti,oti,OttoMi20,offense,0,,,,,
player,201310200oti,oti,OttoMi20,off_pct,0%,,,,,
player,201310200oti,oti,OttoMi20,defense,0,,,,,
player,201310200oti,oti,OttoMi20,def_pct,0%,,,,,
player,201310200oti,oti,OttoMi20,special_teams,3,,,,,
player,201310200oti,oti,OttoMi20,st_pct,10%,,,,,
player,201310200oti,oti,SpenCh21,pos,C,,,,,
player,201310200oti,oti,SpenCh21,offense,0,,,,,
player,201310200oti,oti,SpenCh21,off_pct,0%,,,,,
player,201310200oti,oti,SpenCh21,defense,0,,,,,
player,201310200oti,oti,SpenCh21,def_pct,0%,,,,,
player,201310200oti,oti,SpenCh21,special_teams,3,,,,,
player,201310200oti,oti,SpenCh21,st_pct,10%,,,,,
player,201310200oti,sfo,DaviAn27,pos,T,,,,,
player,201310200oti,sfo,DaviAn27,offense,65,,,,,
player,201310200oti,sfo,DaviAn27,off_pct,100%,,,,,
player,201310200oti,sfo,DaviAn27,defense,0,,,,,
player,201310200oti,sfo,DaviAn27,def_pct,0%,,,,,
player,201310200oti,sfo,DaviAn27,special_teams,5,,,,,
player,201310200oti,sfo,DaviAn27,st_pct,16%,,,,,
player,201310200oti,sfo,IupaMi20,pos,G,,,,,
player,201310200oti,sfo,IupaMi20,offense,65,,,,,
player,201310200oti,sfo,IupaMi20,off_pct,100%,,,,,
player,201310200oti,sfo,IupaMi20,defense,0,,,,,
player,201310200oti,sfo,IupaMi20,def_pct,0%,,,,,
player,201310200oti,sfo,IupaMi20,special_teams,5,,,,,
player,201310200oti,sfo,IupaMi20,st_pct,16%,,,,,
player,201310200oti,sfo,BoonAl21,pos,G,,,,,
player,201310200oti,sfo,BoonAl21,offense,65,,,,,
player,201310200oti,sfo,BoonAl21,off_pct,100%,,,,,
player,201310200oti,sfo,BoonAl21,defense,0,,,,,
player,201310200oti,sfo,BoonAl21,def_pct,0%,,,,,
player,201310200oti,sfo,BoonAl21,special_teams,5,,,,,
player,201310200oti,sfo,BoonAl21,st_pct,16%,,,,,
player,201310200oti,sfo,StalJo20,pos,T,,,,,
player,201310200oti,sfo,StalJo20,offense,65,,,,,
player,201310200oti,sfo,StalJo20,off_pct,100%,,,,,
player,201310200oti,sfo,StalJo20,defense,0,,,,,
player,201310200oti,sfo,StalJo20,def_pct,0%,,,,,
player,201310200oti,sfo,StalJo20,special_teams,5,,,,,
player,201310200oti,sfo,StalJo20,st_pct,16%,,,,,
player,201310200oti,sfo,GoodJo23,pos,C,,,,,
player,201310200oti,sfo,GoodJo23,offense,65,,,,,
player,201310200oti,sfo,GoodJo23,off_pct,100%,,,,,
player,201310200oti,sfo,GoodJo23,defense,0,,,,,
player,201310200oti,sfo,GoodJo23,def_pct,0%,,,,,
player,201310200oti,sfo,GoodJo23,special_teams,0,,,,,
player,201310200oti,sfo,GoodJo23,st_pct,0%,,,,,
player,201310200oti,sfo,KaepCo00,pos,QB,,,,,
player,201310200oti,sfo,KaepCo00,offense,65,,,,,
player,201310200oti,sfo,KaepCo00,off_pct,100%,,,,,
player,201310200oti,sfo,KaepCo00,defense,0,,,,,
player,201310200oti,sfo,KaepCo00,def_pct,0%,,,,,
player,201310200oti,sfo,KaepCo00,special_teams,0,,,,,
player,201310200oti,sfo,KaepCo00,st_pct,0%,,,,,
player,201310200oti,sfo,GoreFr00,pos,RB,,,,,
player,201310200oti,sfo,GoreFr00,offense,56,,,,,
player,201310200oti,sfo,GoreFr00,off_pct,86%,,,,,
player,201310200oti,sfo,GoreFr00,defense,0,,,,,
player,201310200oti,sfo,GoreFr00,def_pct,0%,,,,,
player,201310200oti,sfo,GoreFr00,special_teams,0,,,,,
player,201310200oti,sfo,GoreFr00,st_pct,0%,,,,,
player,201310200oti,sfo,MillBr02,pos,FB,,,,,
player,201310200oti,sfo,MillBr02,offense,54,,,,,
player,201310200oti,sfo,MillBr02,off_pct,83%,,,,,
player,201310200oti,sfo,MillBr02,defense,0,,,,,
player,201310200oti,sfo,MillBr02,def_pct,0%,,,,,
player,201310200oti,sfo,MillBr02,special_teams,8,,,,,
player,201310200oti,sfo,MillBr02,st_pct,26%,,,,,
player,201310200oti,sfo,DaviVe00,pos,TE,,,,,
player,201310200oti,sfo,DaviVe00,offense,51,,,,,
player,201310200oti,sfo,DaviVe00,off_pct,78%,,,,,
player,201310200oti,sfo,DaviVe00,defense,0,,,,,
player,201310200oti,sfo,DaviVe00,def_pct,0%,,,,,
player,201310200oti,sfo,DaviVe00,special_teams,0,,,,,
player,201310200oti,sfo,DaviVe00,st_pct,0%,,,,,
player,201310200oti,sfo,BoldAn00,pos,WR,,,,,
player,201310200oti,sfo,BoldAn00,offense,43,,,,,
player,201310200oti,sfo,BoldAn00,off_pct,66%,,,,,
player,201310200oti,sfo,BoldAn00,defense,0,,,,,
player,201310200oti,sfo,BoldAn00,def_pct,0%,,,,,
player,201310200oti,sfo,BoldAn00,special_teams,1,,,,,
player,201310200oti,sfo,BoldAn00,st_pct,3%,,,,,
player,201310200oti,sfo,WillKy01,pos,WR,,,,,
player,201310200oti,sfo,WillKy01,offense,42,,,,,
player,201310200oti,sfo,WillKy01,off_pct,65%,,,,,
player,201310200oti,sfo,WillKy01,defense,0,,,,,
player,201310200oti,sfo,WillKy01,def_pct,0%,,,,,
player,201310200oti,sfo,WillKy01,special_teams,11,,,,,
player,201310200oti,sfo,WillKy01,st_pct,35%,,,,,
player,201310200oti,sfo,McDoVa00,pos,TE,,,,,
player,201310200oti,sfo,McDoVa00,offense,34,,,,,
player,201310200oti,sfo,McDoVa00,off_pct,52%,,,,,
player,201310200oti,sfo,McDoVa00,defense,0,,,,,
player,201310200oti,sfo,McDoVa00,def_pct,0%,,,,,
player,201310200oti,sfo,McDoVa00,special_teams,7,,,,,
player,201310200oti,sfo,McDoVa00,st_pct,23%,,,,,
player,201310200oti,sfo,BaldJo00,pos,WR,,,,,
player,201310200oti,sfo,BaldJo00,offense,13,,,,,
player,201310200oti,sfo,BaldJo00,off_pct,20%,,,,,
player,201310200oti,sfo,BaldJo00,defense,0,,,,,
player,201310200oti,sfo,BaldJo00,def_pct,0%,,,,,
player,201310200oti,sfo,BaldJo00,special_teams,0,,,,,
player,201310200oti,sfo,BaldJo00,st_pct,0%,,,,,
player,201310200oti,sfo,CeleGa00,pos,TE,,,,,
player,201310200oti,sfo,CeleGa00,offense,12,,,,,
player,201310200oti,sfo,CeleGa00,off_pct,18%,,,,,
player,201310200oti,sfo,CeleGa00,defense,0,,,,,
player,201310200oti,sfo,CeleGa00,def_pct,0%,,,,,
player,201310200oti,sfo,CeleGa00,special_teams,7,,,,,
player,201310200oti,sfo,CeleGa00,st_pct,23%,,,,,
player,201310200oti,sfo,SnydAd20,pos,G,,,,,
player,201310200oti,sfo,SnydAd20,offense,7,,,,,
player,201310200oti,sfo,SnydAd20,off_pct,11%,,,,,
player,201310200oti,sfo,SnydAd20,defense,0,,,,,
player,201310200oti,sfo,SnydAd20,def_pct,0%,,,,,
player,201310200oti,sfo,SnydAd20,special_teams,5,,,,,
player,201310200oti,sfo,SnydAd20,st_pct,16%,,,,,
player,201310200oti,sfo,HuntKe00,pos,RB,,,,,
player,201310200oti,sfo,HuntKe00,offense,7,,,,,
player,201310200oti,sfo,HuntKe00,off_pct,11%,,,,,
player,201310200oti,sfo,HuntKe00,defense,0,,,,,
player,201310200oti,sfo,HuntKe00,def_pct,0%,,,,,
player,201310200oti,sfo,HuntKe00,special_teams,0,,,,,
player,201310200oti,sfo,HuntKe00,st_pct,0%,,,,,
player,201310200oti,sfo,KilgDa00,pos,C,,,,,
player,201310200oti,sfo,KilgDa00,offense,4,,,,,
player,201310200oti,sfo,KilgDa00,off_pct,6%,,,,,
player,201310200oti,sfo,KilgDa00,defense,0,,,,,
player,201310200oti,sfo,KilgDa00,def_pct,0%,,,,,
player,201310200oti,sfo,KilgDa00,special_teams,7,,,,,
player,201310200oti,sfo,KilgDa00,st_pct,23%,,,,,
player,201310200oti,sfo,DixoAn00,pos,RB,,,,,
player,201310200oti,sfo,DixoAn00,offense,2,,,,,
player,201310200oti,sfo,DixoAn00,off_pct,3%,,,,,
player,201310200oti,sfo,DixoAn00,defense,0,,,,,
player,201310200oti,sfo,DixoAn00,def_pct,0%,,,,,
player,201310200oti,sfo,DixoAn00,special_teams,19,,,,,
player,201310200oti,sfo,DixoAn00,st_pct,61%,,,,,
player,201310200oti,sfo,WillPa98,pos,LB,,,,,
player,201310200oti,sfo,WillPa98,offense,0,,,,,
player,201310200oti,sfo,WillPa98,off_pct,0%,,,,,
player,201310200oti,sfo,WillPa98,defense,60,,,,,
player,201310200oti,sfo,WillPa98,def_pct,100%,,,,,
player,201310200oti,sfo,WillPa98,special_teams,5,,,,,
player,201310200oti,sfo,WillPa98,st_pct,16%,,,,,
player,201310200oti,sfo,BrowTa99,pos,CB,,,,,
player,201310200oti,sfo,BrowTa99,offense,0,,,,,
player,201310200oti,sfo,BrowTa99,off_pct,0%,,,,,
player,201310200oti,sfo,BrowTa99,defense,60,,,,,
player,201310200oti,sfo,BrowTa99,def_pct,100%,,,,,
player,201310200oti,sfo,BrowTa99,special_teams,5,,,,,
player,201310200oti,sfo,BrowTa99,st_pct,16%,,,,,
player,201310200oti,sfo,BowmNa99,pos,LB,,,,,
player,201310200oti,sfo,BowmNa99,offense,0,,,,,
player,201310200oti,sfo,BowmNa99,off_pct,0%,,,,,
player,201310200oti,sfo,BowmNa99,defense,60,,,,,
player,201310200oti,sfo,BowmNa99,def_pct,100%,,,,,
player,201310200oti,sfo,BowmNa99,special_teams,2,,,,,
player,201310200oti,sfo,BowmNa99,st_pct,6%,,,,,
player,201310200oti,sfo,RogeCa20,pos,CB,,,,,
player,201310200oti,sfo,RogeCa20,offense,0,,,,,
player,201310200oti,sfo,RogeCa20,off_pct,0%,,,,,
player,201310200oti,sfo,RogeCa20,defense,60,,,,,
player,201310200oti,sfo,RogeCa20,def_pct,100%,,,,,
player,201310200oti,sfo,RogeCa20,special_teams,0,,,,,
player,201310200oti,sfo,RogeCa20,st_pct,0%,,,,,
player,201310200oti,sfo,ReidEr00,pos,FS,,,,,
player,201310200oti,sfo,ReidEr00,offense,0,,,,,
player,201310200oti,sfo,ReidEr00,off_pct,0%,,,,,
player,201310200oti,sfo,ReidEr00,defense,59,,,,,
player,201310200oti,sfo,ReidEr00,def_pct,98%,,,,,
player,201310200oti,sfo,ReidEr00,special_teams,6,,,,,
player,201310200oti,sfo,ReidEr00,st_pct,19%,,,,,
player,201310200oti,sfo,BrooAh21,pos,LB,,,,,
player,201310200oti,sfo,BrooAh21,offense,0,,,,,
player,201310200oti,sfo,BrooAh21,off_pct,0%,,,,,
player,201310200oti,sfo,BrooAh21,defense,53,,,,,
player,201310200oti,sfo,BrooAh21,def_pct,88%,,,,,
player,201310200oti,sfo,BrooAh21,special_teams,5,,,,,
player,201310200oti,sfo,BrooAh21,st_pct,16%,,,,,
player,201310200oti,sfo,BrocTr00,pos,CB,,,,,
player,201310200oti,sfo,BrocTr00,offense,0,,,,,
player,201310200oti,sfo,BrocTr00,off_pct,0%,,,,,
player,201310200oti,sfo,BrocTr00,defense,44,,,,,
player,201310200oti,sfo,BrocTr00,def_pct,73%,,,,,
player,201310200oti,sfo,BrocTr00,special_teams,10,,,,,
player,201310200oti,sfo,BrocTr00,st_pct,32%,,,,,
player,201310200oti,sfo,LemoCo00,pos,LB,,,,,
player,201310200oti,sfo,LemoCo00,offense,0,,,,,
player,201310200oti,sfo,LemoCo00,off_pct,0%,,,,,
player,201310200oti,sfo,LemoCo00,defense,41,,,,,
player,201310200oti,sfo,LemoCo00,def_pct,68%,,,,,
player,201310200oti,sfo,LemoCo00,special_teams,16,,,,,
player,201310200oti,sfo,LemoCo00,st_pct,52%,,,,,
player,201310200oti,sfo,McDoRa99,pos,DT,,,,,
player,201310200oti,sfo,McDoRa99,offense,0,,,,,
player,201310200oti,sfo,McDoRa99,off_pct,0%,,,,,
player,201310200oti,sfo,McDoRa99,defense,38,,,,,
player,201310200oti,sfo,McDoRa99,def_pct,63%,,,,,
player,201310200oti,sfo,McDoRa99,special_teams,0,,,,,
player,201310200oti,sfo,McDoRa99,st_pct,0%,,,,,
player,201310200oti,sfo,WhitDo20,pos,SS,,,,,
player,201310200oti,sfo,WhitDo20,offense,0,,,,,
player,201310200oti,sfo,WhitDo20,off_pct,0%,,,,,
player,201310200oti,sfo,WhitDo20,defense,38,,,,,
player,201310200oti,sfo,WhitDo20,def_pct,63%,,,,,
player,201310200oti,sfo,WhitDo20,special_teams,0,,,,,
player,201310200oti,sfo,WhitDo20,st_pct,0%,,,,,
player,201310200oti,sfo,SmitJu20,pos,DT,,,,,
player,201310200oti,sfo,SmitJu20,offense,0,,,,,
player,201310200oti,sfo,SmitJu20,off_pct,0%,,,,,
player,201310200oti,sfo,SmitJu20,defense,35,,,,,
player,201310200oti,sfo,SmitJu20,def_pct,58%,,,,,
player,201310200oti,sfo,SmitJu20,special_teams,5,,,,,
player,201310200oti,sfo,SmitJu20,st_pct,16%,,,,,
player,201310200oti,sfo,SkutDa00,pos,LB,,,,,
player,201310200oti,sfo,SkutDa00,offense,0,,,,,
player,201310200oti,sfo,SkutDa00,off_pct,0%,,,,,
player,201310200oti,sfo,SkutDa00,defense,23,,,,,
player,201310200oti,sfo,SkutDa00,def_pct,38%,,,,,
player,201310200oti,sfo,SkutDa00,special_teams,9,,,,,
player,201310200oti,sfo,SkutDa00,st_pct,29%,,,,,
player,201310200oti,sfo,DobbDe00,pos,TE,,,,,
player,201310200oti,sfo,DobbDe00,offense,0,,,,,
player,201310200oti,sfo,DobbDe00,off_pct,0%,,,,,
player,201310200oti,sfo,DobbDe00,defense,23,,,,,
player,201310200oti,sfo,DobbDe00,def_pct,38%,,,,,
player,201310200oti,sfo,DobbDe00,special_teams,7,,,,,
player,201310200oti,sfo,DobbDe00,st_pct,23%,,,,,
player,201310200oti,sfo,JeroTo00,pos,NT,,,,,
player,201310200oti,sfo,JeroTo00,offense,0,,,,,
player,201310200oti,sfo,JeroTo00,off_pct,0%,,,,,
player,201310200oti,sfo,JeroTo00,defense,21,,,,,
player,201310200oti,sfo,JeroTo00,def_pct,35%,,,,,
player,201310200oti,sfo,JeroTo00,special_teams,5,,,,,
player,201310200oti,sfo,JeroTo00,st_pct,16%,,,,,
player,201310200oti,sfo,SpilCJ99,pos,FS,,,,,
player,201310200oti,sfo,SpilCJ99,offense,0,,,,,
player,201310200oti,sfo,SpilCJ99,off_pct,0%,,,,,
player,201310200oti,sfo,SpilCJ99,defense,19,,,,,
player,201310200oti,sfo,SpilCJ99,def_pct,32%,,,,,
player,201310200oti,sfo,SpilCJ99,special_teams,20,,,,,
player,201310200oti,sfo,SpilCJ99,st_pct,65%,,,,,
player,201310200oti,sfo,DorsGl99,pos,NT,,,,,
player,201310200oti,sfo,DorsGl99,offense,0,,,,,
player,201310200oti,sfo,DorsGl99,off_pct,0%,,,,,
player,201310200oti,sfo,DorsGl99,defense,12,,,,,
player,201310200oti,sfo,DorsGl99,def_pct,20%,,,,,
player,201310200oti,sfo,DorsGl99,special_teams,0,,,,,
player,201310200oti,sfo,DorsGl99,st_pct,0%,,,,,
player,201310200oti,sfo,DialQu00,pos,DT,,,,,
player,201310200oti,sfo,DialQu00,offense,0,,,,,
player,201310200oti,sfo,DialQu00,off_pct,0%,,,,,
player,201310200oti,sfo,DialQu00,defense,7,,,,,
player,201310200oti,sfo,DialQu00,def_pct,12%,,,,,
player,201310200oti,sfo,DialQu00,special_teams,5,,,,,
player,201310200oti,sfo,DialQu00,st_pct,16%,,,,,
player,201310200oti,sfo,DahlCr99,pos,SS,,,,,
player,201310200oti,sfo,DahlCr99,offense,0,,,,,
player,201310200oti,sfo,DahlCr99,off_pct,0%,,,,,
player,201310200oti,sfo,DahlCr99,defense,4,,,,,
player,201310200oti,sfo,DahlCr99,def_pct,7%,,,,,
player,201310200oti,sfo,DahlCr99,special_teams,20,,,,,
player,201310200oti,sfo,DahlCr99,st_pct,65%,,,,,
player,201310200oti,sfo,CoxxPe99,pos,CB,,,,,
player,201310200oti,sfo,CoxxPe99,offense,0,,,,,
player,201310200oti,sfo,CoxxPe99,off_pct,0%,,,,,
player,201310200oti,sfo,CoxxPe99,defense,3,,,,,
player,201310200oti,sfo,CoxxPe99,def_pct,5%,,,,,
player,201310200oti,sfo,CoxxPe99,special_teams,9,,,,,
player,201310200oti,sfo,CoxxPe99,st_pct,29%,,,,,
player,201310200oti,sfo,WilhMi00,pos,LB,,,,,
player,201310200oti,sfo,WilhMi00,offense,0,,,,,
player,201310200oti,sfo,WilhMi00,off_pct,0%,,,,,
player,201310200oti,sfo,WilhMi00,defense,0,,,,,
player,201310200oti,sfo,WilhMi00,def_pct,0%,,,,,
player,201310200oti,sfo,WilhMi00,special_teams,21,,,,,
player,201310200oti,sfo,WilhMi00,st_pct,68%,,,,,
player,201310200oti,sfo,VentRa20,pos,SS,,,,,
player,201310200oti,sfo,VentRa20,offense,0,,,,,
player,201310200oti,sfo,VentRa20,off_pct,0%,,,,,
player,201310200oti,sfo,VentRa20,defense,0,,,,,
player,201310200oti,sfo,VentRa20,def_pct,0%,,,,,
player,201310200oti,sfo,VentRa20,special_teams,21,,,,,
player,201310200oti,sfo,VentRa20,st_pct,68%,,,,,
