game,2013,12,20131124,201311240mia,car,"Carolina Panthers",20,mia,"Miami Dolphins",16
player,201311240mia,mia,WakeCa00,tackles_solo,2,,,,,
player,201311240mia,mia,WakeCa00,tackles_assists,0,,,,,
player,201311240mia,mia,WakeCa00,tackles_loss,0,,,,,
player,201311240mia,mia,WakeCa00,qb_hits,1,,,,,
player,201311240mia,mia,WakeCa00,fumbles_rec,0,,,,,
player,201311240mia,mia,WakeCa00,fumbles_rec_yds,0,,,,,
player,201311240mia,mia,WakeCa00,fumbles_rec_td,0,,,,,
player,201311240mia,mia,WakeCa00,fumbles_forced,0,,,,,
player,201311240mia,mia,CampD.00,def_int,0,,,,,
player,201311240mia,mia,CampD.00,def_int_yds,0,,,,,
player,201311240mia,mia,CampD.00,def_int_td,0,,,,,
player,201311240mia,mia,CampD.00,def_int_long,0,,,,,
player,201311240mia,mia,CampD.00,pass_defended,0,,,,,
player,201311240mia,mia,CampD.00,sacks,0.0,,,,,
player,201311240mia,mia,CampD.00,tackles_combined,1,,,,,
player,201311240mia,mia,CampD.00,tackles_solo,1,,,,,
player,201311240mia,mia,CampD.00,tackles_assists,0,,,,,
player,201311240mia,mia,CampD.00,tackles_loss,0,,,,,
player,201311240mia,mia,CampD.00,qb_hits,0,,,,,
player,201311240mia,mia,CampD.00,fumbles_rec,0,,,,,
player,201311240mia,mia,CampD.00,fumbles_rec_yds,0,,,,,
player,201311240mia,mia,CampD.00,fumbles_rec_td,0,,,,,
player,201311240mia,mia,CampD.00,fumbles_forced,0,,,,,
player,201311240mia,mia,FielBr20,def_int,0,,,,,
player,201311240mia,mia,FielBr20,def_int_yds,0,,,,,
player,201311240mia,mia,FielBr20,def_int_td,0,,,,,
player,201311240mia,mia,FielBr20,def_int_long,0,,,,,
player,201311240mia,mia,FielBr20,pass_defended,0,,,,,
player,201311240mia,mia,FielBr20,sacks,0.0,,,,,
player,201311240mia,mia,FielBr20,tackles_combined,1,,,,,
player,201311240mia,mia,FielBr20,tackles_solo,1,,,,,
player,201311240mia,mia,FielBr20,tackles_assists,0,,,,,
player,201311240mia,mia,FielBr20,tackles_loss,0,,,,,
player,201311240mia,mia,FielBr20,qb_hits,0,,,,,
player,201311240mia,mia,FielBr20,fumbles_rec,0,,,,,
player,201311240mia,mia,FielBr20,fumbles_rec_yds,0,,,,,
player,201311240mia,mia,FielBr20,fumbles_rec_td,0,,,,,
player,201311240mia,mia,FielBr20,fumbles_forced,0,,,,,
player,201311240mia,mia,SoliPa99,def_int,0,,,,,
player,201311240mia,mia,SoliPa99,def_int_yds,0,,,,,
player,201311240mia,mia,SoliPa99,def_int_td,0,,,,,
player,201311240mia,mia,SoliPa99,def_int_long,0,,,,,
player,201311240mia,mia,SoliPa99,pass_defended,0,,,,,
player,201311240mia,mia,SoliPa99,sacks,0.0,,,,,
player,201311240mia,mia,SoliPa99,tackles_combined,1,,,,,
player,201311240mia,mia,SoliPa99,tackles_solo,1,,,,,
player,201311240mia,mia,SoliPa99,tackles_assists,0,,,,,
player,201311240mia,mia,SoliPa99,tackles_loss,0,,,,,
player,201311240mia,mia,SoliPa99,qb_hits,0,,,,,
player,201311240mia,mia,SoliPa99,fumbles_rec,0,,,,,
player,201311240mia,mia,SoliPa99,fumbles_rec_yds,0,,,,,
player,201311240mia,mia,SoliPa99,fumbles_rec_td,0,,,,,
player,201311240mia,mia,SoliPa99,fumbles_forced,0,,,,,
player,201311240mia,mia,StarRa20,def_int,0,,,,,
player,201311240mia,mia,StarRa20,def_int_yds,0,,,,,
player,201311240mia,mia,StarRa20,def_int_td,0,,,,,
player,201311240mia,mia,StarRa20,def_int_long,0,,,,,
player,201311240mia,mia,StarRa20,pass_defended,1,,,,,
player,201311240mia,mia,StarRa20,sacks,0.0,,,,,
player,201311240mia,mia,StarRa20,tackles_combined,1,,,,,
player,201311240mia,mia,StarRa20,tackles_solo,1,,,,,
player,201311240mia,mia,StarRa20,tackles_assists,0,,,,,
player,201311240mia,mia,StarRa20,tackles_loss,1,,,,,
player,201311240mia,mia,StarRa20,qb_hits,0,,,,,
player,201311240mia,mia,StarRa20,fumbles_rec,0,,,,,
player,201311240mia,mia,StarRa20,fumbles_rec_yds,0,,,,,
player,201311240mia,mia,StarRa20,fumbles_rec_td,0,,,,,
player,201311240mia,mia,StarRa20,fumbles_forced,0,,,,,
player,201311240mia,mia,WilsJi00,def_int,0,,,,,
player,201311240mia,mia,WilsJi00,def_int_yds,0,,,,,
player,201311240mia,mia,WilsJi00,def_int_td,0,,,,,
player,201311240mia,mia,WilsJi00,def_int_long,0,,,,,
player,201311240mia,mia,WilsJi00,pass_defended,0,,,,,
player,201311240mia,mia,WilsJi00,sacks,0.0,,,,,
player,201311240mia,mia,WilsJi00,tackles_combined,1,,,,,
player,201311240mia,mia,WilsJi00,tackles_solo,1,,,,,
player,201311240mia,mia,WilsJi00,tackles_assists,0,,,,,
player,201311240mia,mia,WilsJi00,tackles_loss,0,,,,,
player,201311240mia,mia,WilsJi00,qb_hits,0,,,,,
player,201311240mia,mia,WilsJi00,fumbles_rec,0,,,,,
player,201311240mia,mia,WilsJi00,fumbles_rec_yds,0,,,,,
player,201311240mia,mia,WilsJi00,fumbles_rec_td,0,,,,,
player,201311240mia,mia,WilsJi00,fumbles_forced,0,,,,,
player,201311240mia,car,GinnTe00,kick_ret,1,,,,,
player,201311240mia,car,GinnTe00,kick_ret_yds,17,,,,,
player,201311240mia,car,GinnTe00,kick_ret_yds_per_ret,17.0,,,,,
player,201311240mia,car,GinnTe00,kick_ret_td,0,,,,,
player,201311240mia,car,GinnTe00,kick_ret_long,17,,,,,
player,201311240mia,car,GinnTe00,punt_ret,1,,,,,
player,201311240mia,car,GinnTe00,punt_ret_yds,41,,,,,
player,201311240mia,car,GinnTe00,punt_ret_yds_per_ret,41.0,,,,,
player,201311240mia,car,GinnTe00,punt_ret_td,0,,,,,
player,201311240mia,car,GinnTe00,punt_ret_long,41,,,,,
player,201311240mia,mia,ThigMa00,kick_ret,3,,,,,
player,201311240mia,mia,ThigMa00,kick_ret_yds,59,,,,,
player,201311240mia,mia,ThigMa00,kick_ret_yds_per_ret,19.7,,,,,
player,201311240mia,mia,ThigMa00,kick_ret_td,0,,,,,
player,201311240mia,mia,ThigMa00,kick_ret_long,25,,,,,
player,201311240mia,mia,ThigMa00,punt_ret,7,,,,,
player,201311240mia,mia,ThigMa00,punt_ret_yds,71,,,,,
player,201311240mia,mia,ThigMa00,punt_ret_yds_per_ret,10.1,,,,,
player,201311240mia,mia,ThigMa00,punt_ret_td,0,,,,,
player,201311240mia,mia,ThigMa00,punt_ret_long,20,,,,,
player,201311240mia,car,GanoGr44,xpm,2,,,,,
player,201311240mia,car,GanoGr44,xpa,2,,,,,
player,201311240mia,car,GanoGr44,fgm,2,,,,,
player,201311240mia,car,GanoGr44,fga,3,,,,,
player,201311240mia,car,GanoGr44,punt,0,,,,,
player,201311240mia,car,GanoGr44,punt_yds,0,,,,,
player,201311240mia,car,GanoGr44,punt_yds_per_punt,,,,,,
player,201311240mia,car,GanoGr44,punt_long,0,,,,,
player,201311240mia,car,NortBr00,xpm,,,,,,
player,201311240mia,car,NortBr00,xpa,,,,,,
player,201311240mia,car,NortBr00,fgm,,,,,,
player,201311240mia,car,NortBr00,fga,,,,,,
player,201311240mia,car,NortBr00,punt,7,,,,,
player,201311240mia,car,NortBr00,punt_yds,397,,,,,
player,201311240mia,car,NortBr00,punt_yds_per_punt,56.7,,,,,
player,201311240mia,car,NortBr00,punt_long,72,,,,,
player,201311240mia,mia,SturCa00,xpm,1,,,,,
player,201311240mia,mia,SturCa00,xpa,1,,,,,
player,201311240mia,mia,SturCa00,fgm,3,,,,,
player,201311240mia,mia,SturCa00,fga,4,,,,,
player,201311240mia,mia,SturCa00,punt,0,,,,,
player,201311240mia,mia,SturCa00,punt_yds,0,,,,,
player,201311240mia,mia,SturCa00,punt_yds_per_punt,,,,,,
player,201311240mia,mia,SturCa00,punt_long,0,,,,,
player,201311240mia,mia,FielBr20,xpm,,,,,,
player,201311240mia,mia,FielBr20,xpa,,,,,,
player,201311240mia,mia,FielBr20,fgm,,,,,,
player,201311240mia,mia,FielBr20,fga,,,,,,
player,201311240mia,mia,FielBr20,punt,6,,,,,
player,201311240mia,mia,FielBr20,punt_yds,291,,,,,
player,201311240mia,mia,FielBr20,punt_yds_per_punt,48.5,,,,,
player,201311240mia,mia,FielBr20,punt_long,64,,,,,
player,201311240mia,mia,JerrJo20,pos,G,,,,,
player,201311240mia,mia,JerrJo20,offense,63,,,,,
player,201311240mia,mia,JerrJo20,off_pct,100%,,,,,
player,201311240mia,mia,JerrJo20,defense,0,,,,,
player,201311240mia,mia,JerrJo20,def_pct,0%,,,,,
player,201311240mia,mia,JerrJo20,special_teams,5,,,,,
player,201311240mia,mia,JerrJo20,st_pct,16%,,,,,
player,201311240mia,mia,GarnNa20,pos,T,,,,,
player,201311240mia,mia,GarnNa20,offense,63,,,,,
player,201311240mia,mia,GarnNa20,off_pct,100%,,,,,
player,201311240mia,mia,GarnNa20,defense,0,,,,,
player,201311240mia,mia,GarnNa20,def_pct,0%,,,,,
player,201311240mia,mia,GarnNa20,special_teams,5,,,,,
player,201311240mia,mia,GarnNa20,st_pct,16%,,,,,
player,201311240mia,mia,McKiBr21,pos,T,,,,,
player,201311240mia,mia,McKiBr21,offense,63,,,,,
player,201311240mia,mia,McKiBr21,off_pct,100%,,,,,
player,201311240mia,mia,McKiBr21,defense,0,,,,,
player,201311240mia,mia,McKiBr21,def_pct,0%,,,,,
player,201311240mia,mia,McKiBr21,special_teams,5,,,,,
player,201311240mia,mia,McKiBr21,st_pct,16%,,,,,
player,201311240mia,mia,ClabTy20,pos,T,,,,,
player,201311240mia,mia,ClabTy20,offense,63,,,,,
player,201311240mia,mia,ClabTy20,off_pct,100%,,,,,
player,201311240mia,mia,ClabTy20,defense,0,,,,,
player,201311240mia,mia,ClabTy20,def_pct,0%,,,,,
player,201311240mia,mia,ClabTy20,special_teams,5,,,,,
player,201311240mia,mia,ClabTy20,st_pct,16%,,,,,
player,201311240mia,mia,HartBr00,pos,WR,,,,,
player,201311240mia,mia,HartBr00,offense,63,,,,,
player,201311240mia,mia,HartBr00,off_pct,100%,,,,,
player,201311240mia,mia,HartBr00,defense,0,,,,,
player,201311240mia,mia,HartBr00,def_pct,0%,,,,,
player,201311240mia,mia,HartBr00,special_teams,0,,,,,
player,201311240mia,mia,HartBr00,st_pct,0%,,,,,
player,201311240mia,mia,TannRy00,pos,QB,,,,,
player,201311240mia,mia,TannRy00,offense,63,,,,,
player,201311240mia,mia,TannRy00,off_pct,100%,,,,,
player,201311240mia,mia,TannRy00,defense,0,,,,,
player,201311240mia,mia,TannRy00,def_pct,0%,,,,,
player,201311240mia,mia,TannRy00,special_teams,0,,,,,
player,201311240mia,mia,TannRy00,st_pct,0%,,,,,
player,201311240mia,mia,BrenSa01,pos,C,,,,,
player,201311240mia,mia,BrenSa01,offense,59,,,,,
player,201311240mia,mia,BrenSa01,off_pct,94%,,,,,
player,201311240mia,mia,BrenSa01,defense,0,,,,,
player,201311240mia,mia,BrenSa01,def_pct,0%,,,,,
player,201311240mia,mia,BrenSa01,special_teams,0,,,,,
player,201311240mia,mia,BrenSa01,st_pct,0%,,,,,
player,201311240mia,mia,WallMi00,pos,WR,,,,,
player,201311240mia,mia,WallMi00,offense,57,,,,,
player,201311240mia,mia,WallMi00,off_pct,90%,,,,,
player,201311240mia,mia,WallMi00,defense,0,,,,,
player,201311240mia,mia,WallMi00,def_pct,0%,,,,,
player,201311240mia,mia,WallMi00,special_teams,0,,,,,
player,201311240mia,mia,WallMi00,st_pct,0%,,,,,
player,201311240mia,mia,MattRi00,pos,WR,,,,,
player,201311240mia,mia,MattRi00,offense,51,,,,,
player,201311240mia,mia,MattRi00,off_pct,81%,,,,,
player,201311240mia,mia,MattRi00,defense,0,,,,,
player,201311240mia,mia,MattRi00,def_pct,0%,,,,,
player,201311240mia,mia,MattRi00,special_teams,0,,,,,
player,201311240mia,mia,MattRi00,st_pct,0%,,,,,
player,201311240mia,mia,MillLa01,pos,RB,,,,,
player,201311240mia,mia,MillLa01,offense,50,,,,,
player,201311240mia,mia,MillLa01,off_pct,79%,,,,,
player,201311240mia,mia,MillLa01,defense,0,,,,,
player,201311240mia,mia,MillLa01,def_pct,0%,,,,,
player,201311240mia,mia,MillLa01,special_teams,0,,,,,
player,201311240mia,mia,MillLa01,st_pct,0%,,,,,
player,201311240mia,mia,ClayCh00,pos,TE,,,,,
player,201311240mia,mia,ClayCh00,offense,46,,,,,
player,201311240mia,mia,ClayCh00,off_pct,73%,,,,,
player,201311240mia,mia,ClayCh00,defense,0,,,,,
player,201311240mia,mia,ClayCh00,def_pct,0%,,,,,
player,201311240mia,mia,ClayCh00,special_teams,4,,,,,
player,201311240mia,mia,ClayCh00,st_pct,12%,,,,,
player,201311240mia,mia,SimsDi00,pos,TE,,,,,
player,201311240mia,mia,SimsDi00,offense,17,,,,,
player,201311240mia,mia,SimsDi00,off_pct,27%,,,,,
player,201311240mia,mia,SimsDi00,defense,0,,,,,
player,201311240mia,mia,SimsDi00,def_pct,0%,,,,,
player,201311240mia,mia,SimsDi00,special_teams,1,,,,,
player,201311240mia,mia,SimsDi00,st_pct,3%,,,,,
player,201311240mia,mia,EgneMi00,pos,TE,,,,,
player,201311240mia,mia,EgneMi00,offense,13,,,,,
player,201311240mia,mia,EgneMi00,off_pct,21%,,,,,
player,201311240mia,mia,EgneMi00,defense,0,,,,,
player,201311240mia,mia,EgneMi00,def_pct,0%,,,,,
player,201311240mia,mia,EgneMi00,special_teams,5,,,,,
player,201311240mia,mia,EgneMi00,st_pct,16%,,,,,
player,201311240mia,mia,ThomDa03,pos,RB,,,,,
player,201311240mia,mia,ThomDa03,offense,9,,,,,
player,201311240mia,mia,ThomDa03,off_pct,14%,,,,,
player,201311240mia,mia,ThomDa03,defense,0,,,,,
player,201311240mia,mia,ThomDa03,def_pct,0%,,,,,
player,201311240mia,mia,ThomDa03,special_teams,4,,,,,
player,201311240mia,mia,ThomDa03,st_pct,12%,,,,,
player,201311240mia,mia,MoorMa02,pos,WR,,,,,
player,201311240mia,mia,MoorMa02,offense,5,,,,,
player,201311240mia,mia,MoorMa02,off_pct,8%,,,,,
player,201311240mia,mia,MoorMa02,defense,0,,,,,
player,201311240mia,mia,MoorMa02,def_pct,0%,,,,,
player,201311240mia,mia,MoorMa02,special_teams,16,,,,,
player,201311240mia,mia,MoorMa02,st_pct,50%,,,,,
player,201311240mia,mia,ThigMa00,pos,RB,,,,,
player,201311240mia,mia,ThigMa00,offense,4,,,,,
player,201311240mia,mia,ThigMa00,off_pct,6%,,,,,
player,201311240mia,mia,ThigMa00,defense,0,,,,,
player,201311240mia,mia,ThigMa00,def_pct,0%,,,,,
player,201311240mia,mia,ThigMa00,special_teams,11,,,,,
player,201311240mia,mia,ThigMa00,st_pct,34%,,,,,
player,201311240mia,mia,ArkiDa00,pos,G,,,,,
player,201311240mia,mia,ArkiDa00,offense,4,,,,,
player,201311240mia,mia,ArkiDa00,off_pct,6%,,,,,
player,201311240mia,mia,ArkiDa00,defense,0,,,,,
player,201311240mia,mia,ArkiDa00,def_pct,0%,,,,,
player,201311240mia,mia,ArkiDa00,special_teams,0,,,,,
player,201311240mia,mia,ArkiDa00,st_pct,0%,,,,,
player,201311240mia,mia,JoneRe99,pos,FS,,,,,
player,201311240mia,mia,JoneRe99,offense,0,,,,,
player,201311240mia,mia,JoneRe99,off_pct,0%,,,,,
player,201311240mia,mia,JoneRe99,defense,71,,,,,
player,201311240mia,mia,JoneRe99,def_pct,100%,,,,,
player,201311240mia,mia,JoneRe99,special_teams,2,,,,,
player,201311240mia,mia,JoneRe99,st_pct,6%,,,,,
player,201311240mia,mia,ElleDa99,pos,LB,,,,,
player,201311240mia,mia,ElleDa99,offense,0,,,,,
player,201311240mia,mia,ElleDa99,off_pct,0%,,,,,
player,201311240mia,mia,ElleDa99,defense,71,,,,,
player,201311240mia,mia,ElleDa99,def_pct,100%,,,,,
player,201311240mia,mia,ElleDa99,special_teams,1,,,,,
player,201311240mia,mia,ElleDa99,st_pct,3%,,,,,
player,201311240mia,mia,CarrNo00,pos,CB,,,,,
player,201311240mia,mia,CarrNo00,offense,0,,,,,
player,201311240mia,mia,CarrNo00,off_pct,0%,,,,,
player,201311240mia,mia,CarrNo00,defense,70,,,,,
player,201311240mia,mia,CarrNo00,def_pct,99%,,,,,
player,201311240mia,mia,CarrNo00,special_teams,13,,,,,
player,201311240mia,mia,CarrNo00,st_pct,41%,,,,,
player,201311240mia,mia,GrimBr20,pos,CB,,,,,
player,201311240mia,mia,GrimBr20,offense,0,,,,,
player,201311240mia,mia,GrimBr20,off_pct,0%,,,,,
player,201311240mia,mia,GrimBr20,defense,70,,,,,
player,201311240mia,mia,GrimBr20,def_pct,99%,,,,,
player,201311240mia,mia,GrimBr20,special_teams,1,,,,,
player,201311240mia,mia,GrimBr20,st_pct,3%,,,,,
player,201311240mia,mia,ClemCh97,pos,FS,,,,,
player,201311240mia,mia,ClemCh97,offense,0,,,,,
player,201311240mia,mia,ClemCh97,off_pct,0%,,,,,
player,201311240mia,mia,ClemCh97,defense,68,,,,,
player,201311240mia,mia,ClemCh97,def_pct,96%,,,,,
player,201311240mia,mia,ClemCh97,special_teams,12,,,,,
player,201311240mia,mia,ClemCh97,st_pct,38%,,,,,
player,201311240mia,mia,WheePh99,pos,LB,,,,,
player,201311240mia,mia,WheePh99,offense,0,,,,,
player,201311240mia,mia,WheePh99,off_pct,0%,,,,,
player,201311240mia,mia,WheePh99,defense,66,,,,,
player,201311240mia,mia,WheePh99,def_pct,93%,,,,,
player,201311240mia,mia,WheePh99,special_teams,1,,,,,
player,201311240mia,mia,WheePh99,st_pct,3%,,,,,
player,201311240mia,mia,VernOl00,pos,DE,,,,,
player,201311240mia,mia,VernOl00,offense,0,,,,,
player,201311240mia,mia,VernOl00,off_pct,0%,,,,,
player,201311240mia,mia,VernOl00,defense,63,,,,,
player,201311240mia,mia,VernOl00,def_pct,89%,,,,,
player,201311240mia,mia,VernOl00,special_teams,6,,,,,
player,201311240mia,mia,VernOl00,st_pct,19%,,,,,
player,201311240mia,mia,WakeCa00,pos,DE,,,,,
player,201311240mia,mia,WakeCa00,offense,0,,,,,
player,201311240mia,mia,WakeCa00,off_pct,0%,,,,,
player,201311240mia,mia,WakeCa00,defense,53,,,,,
player,201311240mia,mia,WakeCa00,def_pct,75%,,,,,
player,201311240mia,mia,WakeCa00,special_teams,1,,,,,
player,201311240mia,mia,WakeCa00,st_pct,3%,,,,,
player,201311240mia,mia,OdriJa99,pos,DT,,,,,
player,201311240mia,mia,OdriJa99,offense,0,,,,,
player,201311240mia,mia,OdriJa99,off_pct,0%,,,,,
player,201311240mia,mia,OdriJa99,defense,51,,,,,
player,201311240mia,mia,OdriJa99,def_pct,72%,,,,,
player,201311240mia,mia,OdriJa99,special_teams,6,,,,,
player,201311240mia,mia,OdriJa99,st_pct,19%,,,,,
player,201311240mia,mia,WilsJi00,pos,FS,,,,,
player,201311240mia,mia,WilsJi00,offense,0,,,,,
player,201311240mia,mia,WilsJi00,off_pct,0%,,,,,
player,201311240mia,mia,WilsJi00,defense,38,,,,,
player,201311240mia,mia,WilsJi00,def_pct,54%,,,,,
player,201311240mia,mia,WilsJi00,special_teams,21,,,,,
player,201311240mia,mia,WilsJi00,st_pct,66%,,,,,
player,201311240mia,mia,MisiKo99,pos,LB,,,,,
player,201311240mia,mia,MisiKo99,offense,0,,,,,
player,201311240mia,mia,MisiKo99,off_pct,0%,,,,,
player,201311240mia,mia,MisiKo99,defense,36,,,,,
player,201311240mia,mia,MisiKo99,def_pct,51%,,,,,
player,201311240mia,mia,MisiKo99,special_teams,1,,,,,
player,201311240mia,mia,MisiKo99,st_pct,3%,,,,,
player,201311240mia,mia,SoliPa99,pos,DT,,,,,
player,201311240mia,mia,SoliPa99,offense,0,,,,,
player,201311240mia,mia,SoliPa99,off_pct,0%,,,,,
player,201311240mia,mia,SoliPa99,defense,34,,,,,
player,201311240mia,mia,SoliPa99,def_pct,48%,,,,,
player,201311240mia,mia,SoliPa99,special_teams,9,,,,,
player,201311240mia,mia,SoliPa99,st_pct,28%,,,,,
player,201311240mia,mia,JordDi00,pos,DE,,,,,
player,201311240mia,mia,JordDi00,offense,0,,,,,
player,201311240mia,mia,JordDi00,off_pct,0%,,,,,
player,201311240mia,mia,JordDi00,defense,32,,,,,
player,201311240mia,mia,JordDi00,def_pct,45%,,,,,
player,201311240mia,mia,JordDi00,special_teams,20,,,,,
player,201311240mia,mia,JordDi00,st_pct,62%,,,,,
player,201311240mia,mia,StarRa20,pos,DT,,,,,
player,201311240mia,mia,StarRa20,offense,0,,,,,
player,201311240mia,mia,StarRa20,off_pct,0%,,,,,
player,201311240mia,mia,StarRa20,defense,32,,,,,
player,201311240mia,mia,StarRa20,def_pct,45%,,,,,
player,201311240mia,mia,StarRa20,special_teams,6,,,,,
player,201311240mia,mia,StarRa20,st_pct,19%,,,,,
player,201311240mia,mia,ShelDe00,pos,DE,,,,,
player,201311240mia,mia,ShelDe00,offense,0,,,,,
player,201311240mia,mia,ShelDe00,off_pct,0%,,,,,
player,201311240mia,mia,ShelDe00,defense,19,,,,,
player,201311240mia,mia,ShelDe00,def_pct,27%,,,,,
player,201311240mia,mia,ShelDe00,special_teams,10,,,,,
player,201311240mia,mia,ShelDe00,st_pct,31%,,,,,
player,201311240mia,mia,TrusJa99,pos,LB,,,,,
player,201311240mia,mia,TrusJa99,offense,0,,,,,
player,201311240mia,mia,TrusJa99,off_pct,0%,,,,,
player,201311240mia,mia,TrusJa99,defense,4,,,,,
player,201311240mia,mia,TrusJa99,def_pct,6%,,,,,
player,201311240mia,mia,TrusJa99,special_teams,31,,,,,
player,201311240mia,mia,TrusJa99,st_pct,97%,,,,,
player,201311240mia,mia,CampD.00,pos,SS,,,,,
player,201311240mia,mia,CampD.00,offense,0,,,,,
player,201311240mia,mia,CampD.00,off_pct,0%,,,,,
player,201311240mia,mia,CampD.00,defense,3,,,,,
player,201311240mia,mia,CampD.00,def_pct,4%,,,,,
player,201311240mia,mia,CampD.00,special_teams,15,,,,,
player,201311240mia,mia,CampD.00,st_pct,47%,,,,,
player,201311240mia,mia,FreeJo01,pos,LB,,,,,
player,201311240mia,mia,FreeJo01,offense,0,,,,,
player,201311240mia,mia,FreeJo01,off_pct,0%,,,,,
player,201311240mia,mia,FreeJo01,defense,0,,,,,
player,201311240mia,mia,FreeJo01,def_pct,0%,,,,,
player,201311240mia,mia,FreeJo01,special_teams,26,,,,,
player,201311240mia,mia,FreeJo01,st_pct,81%,,,,,
player,201311240mia,mia,StanR.00,pos,CB,,,,,
player,201311240mia,mia,StanR.00,offense,0,,,,,
player,201311240mia,mia,StanR.00,off_pct,0%,,,,,
player,201311240mia,mia,StanR.00,defense,0,,,,,
player,201311240mia,mia,StanR.00,def_pct,0%,,,,,
player,201311240mia,mia,StanR.00,special_teams,17,,,,,
player,201311240mia,mia,StanR.00,st_pct,53%,,,,,
player,201311240mia,mia,JoneDo02,pos,FS,,,,,
player,201311240mia,mia,JoneDo02,offense,0,,,,,
player,201311240mia,mia,JoneDo02,off_pct,0%,,,,,
player,201311240mia,mia,JoneDo02,defense,0,,,,,
player,201311240mia,mia,JoneDo02,def_pct,0%,,,,,
player,201311240mia,mia,JoneDo02,special_teams,16,,,,,
player,201311240mia,mia,JoneDo02,st_pct,50%,,,,,
player,201311240mia,mia,SpitAu99,pos,LB,,,,,
player,201311240mia,mia,SpitAu99,offense,0,,,,,
player,201311240mia,mia,SpitAu99,off_pct,0%,,,,,
player,201311240mia,mia,SpitAu99,defense,0,,,,,
player,201311240mia,mia,SpitAu99,def_pct,0%,,,,,
player,201311240mia,mia,SpitAu99,special_teams,15,,,,,
player,201311240mia,mia,SpitAu99,st_pct,47%,,,,,
player,201311240mia,mia,FielBr20,pos,P,,,,,
player,201311240mia,mia,FielBr20,offense,0,,,,,
player,201311240mia,mia,FielBr20,off_pct,0%,,,,,
player,201311240mia,mia,FielBr20,defense,0,,,,,
player,201311240mia,mia,FielBr20,def_pct,0%,,,,,
player,201311240mia,mia,FielBr20,special_teams,11,,,,,
player,201311240mia,mia,FielBr20,st_pct,34%,,,,,
player,201311240mia,mia,DennJo20,pos,LS,,,,,
player,201311240mia,mia,DennJo20,offense,0,,,,,
player,201311240mia,mia,DennJo20,off_pct,0%,,,,,
player,201311240mia,mia,DennJo20,defense,0,,,,,
player,201311240mia,mia,DennJo20,def_pct,0%,,,,,
player,201311240mia,mia,DennJo20,special_teams,11,,,,,
player,201311240mia,mia,DennJo20,st_pct,34%,,,,,
player,201311240mia,mia,JenkJe00,pos,LB,,,,,
player,201311240mia,mia,JenkJe00,offense,0,,,,,
player,201311240mia,mia,JenkJe00,off_pct,0%,,,,,
player,201311240mia,mia,JenkJe00,defense,0,,,,,
player,201311240mia,mia,JenkJe00,def_pct,0%,,,,,
player,201311240mia,mia,JenkJe00,special_teams,11,,,,,
player,201311240mia,mia,JenkJe00,st_pct,34%,,,,,
player,201311240mia,mia,SturCa00,pos,K,,,,,
player,201311240mia,mia,SturCa00,offense,0,,,,,
player,201311240mia,mia,SturCa00,off_pct,0%,,,,,
player,201311240mia,mia,SturCa00,defense,0,,,,,
player,201311240mia,mia,SturCa00,def_pct,0%,,,,,
player,201311240mia,mia,SturCa00,special_teams,10,,,,,
player,201311240mia,mia,SturCa00,st_pct,31%,,,,,
player,201311240mia,mia,TaylJa01,pos,CB,,,,,
player,201311240mia,mia,TaylJa01,offense,0,,,,,
player,201311240mia,mia,TaylJa01,off_pct,0%,,,,,
player,201311240mia,mia,TaylJa01,defense,0,,,,,
player,201311240mia,mia,TaylJa01,def_pct,0%,,,,,
player,201311240mia,mia,TaylJa01,special_teams,9,,,,,
player,201311240mia,mia,TaylJa01,st_pct,28%,,,,,
player,201311240mia,mia,ThomDa04,pos,G,,,,,
player,201311240mia,mia,ThomDa04,offense,0,,,,,
player,201311240mia,mia,ThomDa04,off_pct,0%,,,,,
player,201311240mia,mia,ThomDa04,defense,0,,,,,
player,201311240mia,mia,ThomDa04,def_pct,0%,,,,,
player,201311240mia,mia,ThomDa04,special_teams,8,,,,,
player,201311240mia,mia,ThomDa04,st_pct,25%,,,,,
player,201311240mia,mia,DaviWi02,pos,CB,,,,,
player,201311240mia,mia,DaviWi02,offense,0,,,,,
player,201311240mia,mia,DaviWi02,off_pct,0%,,,,,
player,201311240mia,mia,DaviWi02,defense,0,,,,,
player,201311240mia,mia,DaviWi02,def_pct,0%,,,,,
player,201311240mia,mia,DaviWi02,special_teams,1,,,,,
player,201311240mia,mia,DaviWi02,st_pct,3%,,,,,
player,201311240mia,car,GrosJo20,pos,T,,,,,
player,201311240mia,car,GrosJo20,offense,71,,,,,
player,201311240mia,car,GrosJo20,off_pct,100%,,,,,
player,201311240mia,car,GrosJo20,defense,0,,,,,
player,201311240mia,car,GrosJo20,def_pct,0%,,,,,
player,201311240mia,car,GrosJo20,special_teams,5,,,,,
player,201311240mia,car,GrosJo20,st_pct,16%,,,,,
player,201311240mia,car,BellBy00,pos,T,,,,,
player,201311240mia,car,BellBy00,offense,71,,,,,
player,201311240mia,car,BellBy00,off_pct,100%,,,,,
player,201311240mia,car,BellBy00,defense,0,,,,,
player,201311240mia,car,BellBy00,def_pct,0%,,,,,
player,201311240mia,car,BellBy00,special_teams,5,,,,,
player,201311240mia,car,BellBy00,st_pct,16%,,,,,
player,201311240mia,car,ChanNa00,pos,T,,,,,
player,201311240mia,car,ChanNa00,offense,71,,,,,
player,201311240mia,car,ChanNa00,off_pct,100%,,,,,
