game,2013,1,20130908,201309080car,sea,"Seattle Seahawks",12,car,"Carolina Panthers",7
player,201309080car,sea,KearJe01,rec_long,43,,,,,
player,201309080car,sea,KearJe01,fumbles,0,,,,,
player,201309080car,sea,KearJe01,fumbles_lost,0,,,,,
player,201309080car,sea,MillZa01,pass_cmp,0,,,,,
player,201309080car,sea,MillZa01,pass_att,0,,,,,
player,201309080car,sea,MillZa01,pass_yds,0,,,,,
player,201309080car,sea,MillZa01,pass_td,0,,,,,
player,201309080car,sea,MillZa01,pass_int,0,,,,,
player,201309080car,sea,MillZa01,pass_sacked,0,,,,,
player,201309080car,sea,MillZa01,pass_sacked_yds,0,,,,,
player,201309080car,sea,MillZa01,pass_long,0,,,,,
player,201309080car,sea,MillZa01,pass_rating,,,,,,
player,201309080car,sea,MillZa01,rush_att,0,,,,,
player,201309080car,sea,MillZa01,rush_yds,0,,,,,
player,201309080car,sea,MillZa01,rush_td,0,,,,,
player,201309080car,sea,MillZa01,rush_long,0,,,,,
player,201309080car,sea,MillZa01,targets,4,,,,,
player,201309080car,sea,MillZa01,rec,3,,,,,
player,201309080car,sea,MillZa01,rec_yds,42,,,,,
player,201309080car,sea,MillZa01,rec_td,0,,,,,
player,201309080car,sea,MillZa01,rec_long,18,,,,,
player,201309080car,sea,MillZa01,fumbles,0,,,,,
player,201309080car,sea,MillZa01,fumbles_lost,0,,,,,
player,201309080car,sea,RiceSi01,pass_cmp,0,,,,,
player,201309080car,sea,RiceSi01,pass_att,0,,,,,
player,201309080car,sea,RiceSi01,pass_yds,0,,,,,
player,201309080car,sea,RiceSi01,pass_td,0,,,,,
player,201309080car,sea,RiceSi01,pass_int,0,,,,,
player,201309080car,sea,RiceSi01,pass_sacked,0,,,,,
player,201309080car,sea,RiceSi01,pass_sacked_yds,0,,,,,
player,201309080car,sea,RiceSi01,pass_long,0,,,,,
player,201309080car,sea,RiceSi01,pass_rating,,,,,,
player,201309080car,sea,RiceSi01,rush_att,0,,,,,
player,201309080car,sea,RiceSi01,rush_yds,0,,,,,
player,201309080car,sea,RiceSi01,rush_td,0,,,,,
player,201309080car,sea,RiceSi01,rush_long,0,,,,,
player,201309080car,sea,RiceSi01,targets,3,,,,,
player,201309080car,sea,RiceSi01,rec,2,,,,,
player,201309080car,sea,RiceSi01,rec_yds,35,,,,,
player,201309080car,sea,RiceSi01,rec_td,0,,,,,
player,201309080car,sea,RiceSi01,rec_long,21,,,,,
player,201309080car,sea,RiceSi01,fumbles,0,,,,,
player,201309080car,sea,RiceSi01,fumbles_lost,0,,,,,
player,201309080car,sea,ColeDe00,pass_cmp,0,,,,,
player,201309080car,sea,ColeDe00,pass_att,0,,,,,
player,201309080car,sea,ColeDe00,pass_yds,0,,,,,
player,201309080car,sea,ColeDe00,pass_td,0,,,,,
player,201309080car,sea,ColeDe00,pass_int,0,,,,,
player,201309080car,sea,ColeDe00,pass_sacked,0,,,,,
player,201309080car,sea,ColeDe00,pass_sacked_yds,0,,,,,
player,201309080car,sea,ColeDe00,pass_long,0,,,,,
player,201309080car,sea,ColeDe00,pass_rating,,,,,,
player,201309080car,sea,ColeDe00,rush_att,0,,,,,
player,201309080car,sea,ColeDe00,rush_yds,0,,,,,
player,201309080car,sea,ColeDe00,rush_td,0,,,,,
player,201309080car,sea,ColeDe00,rush_long,0,,,,,
player,201309080car,sea,ColeDe00,targets,3,,,,,
player,201309080car,sea,ColeDe00,rec,3,,,,,
player,201309080car,sea,ColeDe00,rec_yds,30,,,,,
player,201309080car,sea,ColeDe00,rec_td,0,,,,,
player,201309080car,sea,ColeDe00,rec_long,12,,,,,
player,201309080car,sea,ColeDe00,fumbles,0,,,,,
player,201309080car,sea,ColeDe00,fumbles_lost,0,,,,,
player,201309080car,sea,WillSt01,pass_cmp,0,,,,,
player,201309080car,sea,WillSt01,pass_att,0,,,,,
player,201309080car,sea,WillSt01,pass_yds,0,,,,,
player,201309080car,sea,WillSt01,pass_td,0,,,,,
player,201309080car,sea,WillSt01,pass_int,0,,,,,
player,201309080car,sea,WillSt01,pass_sacked,0,,,,,
player,201309080car,sea,WillSt01,pass_sacked_yds,0,,,,,
player,201309080car,sea,WillSt01,pass_long,0,,,,,
player,201309080car,sea,WillSt01,pass_rating,,,,,,
player,201309080car,sea,WillSt01,rush_att,0,,,,,
player,201309080car,sea,WillSt01,rush_yds,0,,,,,
player,201309080car,sea,WillSt01,rush_td,0,,,,,
player,201309080car,sea,WillSt01,rush_long,0,,,,,
player,201309080car,sea,WillSt01,targets,1,,,,,
player,201309080car,sea,WillSt01,rec,0,,,,,
player,201309080car,sea,WillSt01,rec_yds,0,,,,,
player,201309080car,sea,WillSt01,rec_td,0,,,,,
player,201309080car,sea,WillSt01,rec_long,0,,,,,
player,201309080car,sea,WillSt01,fumbles,0,,,,,
player,201309080car,sea,WillSt01,fumbles_lost,0,,,,,
player,201309080car,car,NewtCa00,pass_cmp,16,,,,,
player,201309080car,car,NewtCa00,pass_att,23,,,,,
player,201309080car,car,NewtCa00,pass_yds,125,,,,,
player,201309080car,car,NewtCa00,pass_td,1,,,,,
player,201309080car,car,NewtCa00,pass_int,0,,,,,
player,201309080car,car,NewtCa00,pass_sacked,1,,,,,
player,201309080car,car,NewtCa00,pass_sacked_yds,6,,,,,
player,201309080car,car,NewtCa00,pass_long,27,,,,,
player,201309080car,car,NewtCa00,pass_rating,97.2,,,,,
player,201309080car,car,NewtCa00,rush_att,5,,,,,
player,201309080car,car,NewtCa00,rush_yds,38,,,,,
player,201309080car,car,NewtCa00,rush_td,0,,,,,
player,201309080car,car,NewtCa00,rush_long,11,,,,,
player,201309080car,car,NewtCa00,targets,0,,,,,
player,201309080car,car,NewtCa00,rec,0,,,,,
player,201309080car,car,NewtCa00,rec_yds,0,,,,,
player,201309080car,car,NewtCa00,rec_td,0,,,,,
player,201309080car,car,NewtCa00,rec_long,0,,,,,
player,201309080car,car,NewtCa00,fumbles,0,,,,,
player,201309080car,car,NewtCa00,fumbles_lost,0,,,,,
player,201309080car,car,WillDe02,pass_cmp,0,,,,,
player,201309080car,car,WillDe02,pass_att,0,,,,,
player,201309080car,car,WillDe02,pass_yds,0,,,,,
player,201309080car,car,WillDe02,pass_td,0,,,,,
player,201309080car,car,WillDe02,pass_int,0,,,,,
player,201309080car,car,WillDe02,pass_sacked,0,,,,,
player,201309080car,car,WillDe02,pass_sacked_yds,0,,,,,
player,201309080car,car,WillDe02,pass_long,0,,,,,
player,201309080car,car,WillDe02,pass_rating,,,,,,
player,201309080car,car,WillDe02,rush_att,17,,,,,
player,201309080car,car,WillDe02,rush_yds,86,,,,,
player,201309080car,car,WillDe02,rush_td,0,,,,,
player,201309080car,car,WillDe02,rush_long,16,,,,,
player,201309080car,car,WillDe02,targets,3,,,,,
player,201309080car,car,WillDe02,rec,3,,,,,
player,201309080car,car,WillDe02,rec_yds,14,,,,,
player,201309080car,car,WillDe02,rec_td,0,,,,,
player,201309080car,car,WillDe02,rec_long,10,,,,,
player,201309080car,car,WillDe02,fumbles,2,,,,,
player,201309080car,car,WillDe02,fumbles_lost,1,,,,,
player,201309080car,car,TolbMi00,pass_cmp,0,,,,,
player,201309080car,car,TolbMi00,pass_att,0,,,,,
player,201309080car,car,TolbMi00,pass_yds,0,,,,,
player,201309080car,car,TolbMi00,pass_td,0,,,,,
player,201309080car,car,TolbMi00,pass_int,0,,,,,
player,201309080car,car,TolbMi00,pass_sacked,0,,,,,
player,201309080car,car,TolbMi00,pass_sacked_yds,0,,,,,
player,201309080car,car,TolbMi00,pass_long,0,,,,,
player,201309080car,car,TolbMi00,pass_rating,,,,,,
player,201309080car,car,TolbMi00,rush_att,4,,,,,
player,201309080car,car,TolbMi00,rush_yds,10,,,,,
player,201309080car,car,TolbMi00,rush_td,0,,,,,
player,201309080car,car,TolbMi00,rush_long,7,,,,,
player,201309080car,car,TolbMi00,targets,1,,,,,
player,201309080car,car,TolbMi00,rec,1,,,,,
player,201309080car,car,TolbMi00,rec_yds,-6,,,,,
player,201309080car,car,TolbMi00,rec_td,0,,,,,
player,201309080car,car,TolbMi00,rec_long,-6,,,,,
player,201309080car,car,TolbMi00,fumbles,0,,,,,
player,201309080car,car,TolbMi00,fumbles_lost,0,,,,,
player,201309080car,car,OlseGr00,pass_cmp,0,,,,,
player,201309080car,car,OlseGr00,pass_att,0,,,,,
player,201309080car,car,OlseGr00,pass_yds,0,,,,,
player,201309080car,car,OlseGr00,pass_td,0,,,,,
player,201309080car,car,OlseGr00,pass_int,0,,,,,
player,201309080car,car,OlseGr00,pass_sacked,0,,,,,
player,201309080car,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201309080car,car,OlseGr00,pass_long,0,,,,,
player,201309080car,car,OlseGr00,pass_rating,,,,,,
player,201309080car,car,OlseGr00,rush_att,0,,,,,
player,201309080car,car,OlseGr00,rush_yds,0,,,,,
player,201309080car,car,OlseGr00,rush_td,0,,,,,
player,201309080car,car,OlseGr00,rush_long,0,,,,,
player,201309080car,car,OlseGr00,targets,10,,,,,
player,201309080car,car,OlseGr00,rec,5,,,,,
player,201309080car,car,OlseGr00,rec_yds,56,,,,,
player,201309080car,car,OlseGr00,rec_td,0,,,,,
player,201309080car,car,OlseGr00,rec_long,27,,,,,
player,201309080car,car,OlseGr00,fumbles,0,,,,,
player,201309080car,car,OlseGr00,fumbles_lost,0,,,,,
player,201309080car,car,SmitSt01,pass_cmp,0,,,,,
player,201309080car,car,SmitSt01,pass_att,0,,,,,
player,201309080car,car,SmitSt01,pass_yds,0,,,,,
player,201309080car,car,SmitSt01,pass_td,0,,,,,
player,201309080car,car,SmitSt01,pass_int,0,,,,,
player,201309080car,car,SmitSt01,pass_sacked,0,,,,,
player,201309080car,car,SmitSt01,pass_sacked_yds,0,,,,,
player,201309080car,car,SmitSt01,pass_long,0,,,,,
player,201309080car,car,SmitSt01,pass_rating,,,,,,
player,201309080car,car,SmitSt01,rush_att,0,,,,,
player,201309080car,car,SmitSt01,rush_yds,0,,,,,
player,201309080car,car,SmitSt01,rush_td,0,,,,,
player,201309080car,car,SmitSt01,rush_long,0,,,,,
player,201309080car,car,SmitSt01,targets,8,,,,,
player,201309080car,car,SmitSt01,rec,6,,,,,
player,201309080car,car,SmitSt01,rec_yds,51,,,,,
player,201309080car,car,SmitSt01,rec_td,1,,,,,
player,201309080car,car,SmitSt01,rec_long,15,,,,,
player,201309080car,car,SmitSt01,fumbles,0,,,,,
player,201309080car,car,SmitSt01,fumbles_lost,0,,,,,
player,201309080car,car,GinnTe00,pass_cmp,0,,,,,
player,201309080car,car,GinnTe00,pass_att,0,,,,,
player,201309080car,car,GinnTe00,pass_yds,0,,,,,
player,201309080car,car,GinnTe00,pass_td,0,,,,,
player,201309080car,car,GinnTe00,pass_int,0,,,,,
player,201309080car,car,GinnTe00,pass_sacked,0,,,,,
player,201309080car,car,GinnTe00,pass_sacked_yds,0,,,,,
player,201309080car,car,GinnTe00,pass_long,0,,,,,
player,201309080car,car,GinnTe00,pass_rating,,,,,,
player,201309080car,car,GinnTe00,rush_att,0,,,,,
player,201309080car,car,GinnTe00,rush_yds,0,,,,,
player,201309080car,car,GinnTe00,rush_td,0,,,,,
player,201309080car,car,GinnTe00,rush_long,0,,,,,
player,201309080car,car,GinnTe00,targets,1,,,,,
player,201309080car,car,GinnTe00,rec,1,,,,,
player,201309080car,car,GinnTe00,rec_yds,10,,,,,
player,201309080car,car,GinnTe00,rec_td,0,,,,,
player,201309080car,car,GinnTe00,rec_long,10,,,,,
player,201309080car,car,GinnTe00,fumbles,0,,,,,
player,201309080car,car,GinnTe00,fumbles_lost,0,,,,,
player,201309080car,sea,SchoOB99,def_int,0,,,,,
player,201309080car,sea,SchoOB99,def_int_yds,0,,,,,
player,201309080car,sea,SchoOB99,def_int_td,0,,,,,
player,201309080car,sea,SchoOB99,def_int_long,0,,,,,
player,201309080car,sea,SchoOB99,pass_defended,0,,,,,
player,201309080car,sea,SchoOB99,sacks,1.0,,,,,
player,201309080car,sea,SchoOB99,tackles_combined,1,,,,,
player,201309080car,sea,SchoOB99,tackles_solo,1,,,,,
player,201309080car,sea,SchoOB99,tackles_assists,0,,,,,
player,201309080car,sea,SchoOB99,tackles_loss,1,,,,,
player,201309080car,sea,SchoOB99,qb_hits,1,,,,,
player,201309080car,sea,SchoOB99,fumbles_rec,0,,,,,
player,201309080car,sea,SchoOB99,fumbles_rec_yds,0,,,,,
player,201309080car,sea,SchoOB99,fumbles_rec_td,0,,,,,
player,201309080car,sea,SchoOB99,fumbles_forced,0,,,,,
player,201309080car,sea,ThomEa99,def_int,0,,,,,
player,201309080car,sea,ThomEa99,def_int_yds,0,,,,,
player,201309080car,sea,ThomEa99,def_int_td,0,,,,,
player,201309080car,sea,ThomEa99,def_int_long,0,,,,,
player,201309080car,sea,ThomEa99,pass_defended,0,,,,,
player,201309080car,sea,ThomEa99,sacks,0.0,,,,,
player,201309080car,sea,ThomEa99,tackles_combined,10,,,,,
player,201309080car,sea,ThomEa99,tackles_solo,8,,,,,
player,201309080car,sea,ThomEa99,tackles_assists,2,,,,,
player,201309080car,sea,ThomEa99,tackles_loss,0,,,,,
player,201309080car,sea,ThomEa99,qb_hits,0,,,,,
player,201309080car,sea,ThomEa99,fumbles_rec,0,,,,,
player,201309080car,sea,ThomEa99,fumbles_rec_yds,0,,,,,
player,201309080car,sea,ThomEa99,fumbles_rec_td,0,,,,,
player,201309080car,sea,ThomEa99,fumbles_forced,1,,,,,
player,201309080car,sea,WagnBo00,def_int,0,,,,,
player,201309080car,sea,WagnBo00,def_int_yds,0,,,,,
player,201309080car,sea,WagnBo00,def_int_td,0,,,,,
player,201309080car,sea,WagnBo00,def_int_long,0,,,,,
player,201309080car,sea,WagnBo00,pass_defended,0,,,,,
player,201309080car,sea,WagnBo00,sacks,0.0,,,,,
player,201309080car,sea,WagnBo00,tackles_combined,8,,,,,
player,201309080car,sea,WagnBo00,tackles_solo,4,,,,,
player,201309080car,sea,WagnBo00,tackles_assists,4,,,,,
player,201309080car,sea,WagnBo00,tackles_loss,0,,,,,
player,201309080car,sea,WagnBo00,qb_hits,1,,,,,
player,201309080car,sea,WagnBo00,fumbles_rec,0,,,,,
player,201309080car,sea,WagnBo00,fumbles_rec_yds,0,,,,,
player,201309080car,sea,WagnBo00,fumbles_rec_td,0,,,,,
player,201309080car,sea,WagnBo00,fumbles_forced,0,,,,,
player,201309080car,sea,ChanKa99,def_int,0,,,,,
player,201309080car,sea,ChanKa99,def_int_yds,0,,,,,
player,201309080car,sea,ChanKa99,def_int_td,0,,,,,
player,201309080car,sea,ChanKa99,def_int_long,0,,,,,
player,201309080car,sea,ChanKa99,pass_defended,0,,,,,
player,201309080car,sea,ChanKa99,sacks,0.0,,,,,
player,201309080car,sea,ChanKa99,tackles_combined,6,,,,,
player,201309080car,sea,ChanKa99,tackles_solo,6,,,,,
player,201309080car,sea,ChanKa99,tackles_assists,0,,,,,
player,201309080car,sea,ChanKa99,tackles_loss,0,,,,,
player,201309080car,sea,ChanKa99,qb_hits,0,,,,,
player,201309080car,sea,ChanKa99,fumbles_rec,0,,,,,
player,201309080car,sea,ChanKa99,fumbles_rec_yds,0,,,,,
player,201309080car,sea,ChanKa99,fumbles_rec_td,0,,,,,
player,201309080car,sea,ChanKa99,fumbles_forced,0,,,,,
player,201309080car,sea,McDaTo20,def_int,0,,,,,
player,201309080car,sea,McDaTo20,def_int_yds,0,,,,,
player,201309080car,sea,McDaTo20,def_int_td,0,,,,,
player,201309080car,sea,McDaTo20,def_int_long,0,,,,,
player,201309080car,sea,McDaTo20,pass_defended,0,,,,,
player,201309080car,sea,McDaTo20,sacks,0.0,,,,,
player,201309080car,sea,McDaTo20,tackles_combined,5,,,,,
player,201309080car,sea,McDaTo20,tackles_solo,3,,,,,
player,201309080car,sea,McDaTo20,tackles_assists,2,,,,,
player,201309080car,sea,McDaTo20,tackles_loss,0,,,,,
player,201309080car,sea,McDaTo20,qb_hits,0,,,,,
player,201309080car,sea,McDaTo20,fumbles_rec,1,,,,,
player,201309080car,sea,McDaTo20,fumbles_rec_yds,0,,,,,
player,201309080car,sea,McDaTo20,fumbles_rec_td,0,,,,,
player,201309080car,sea,McDaTo20,fumbles_forced,0,,,,,
player,201309080car,sea,WrigK.00,def_int,0,,,,,
player,201309080car,sea,WrigK.00,def_int_yds,0,,,,,
player,201309080car,sea,WrigK.00,def_int_td,0,,,,,
player,201309080car,sea,WrigK.00,def_int_long,0,,,,,
player,201309080car,sea,WrigK.00,pass_defended,0,,,,,
player,201309080car,sea,WrigK.00,sacks,0.0,,,,,
player,201309080car,sea,WrigK.00,tackles_combined,4,,,,,
player,201309080car,sea,WrigK.00,tackles_solo,2,,,,,
player,201309080car,sea,WrigK.00,tackles_assists,2,,,,,
player,201309080car,sea,WrigK.00,tackles_loss,0,,,,,
player,201309080car,sea,WrigK.00,qb_hits,0,,,,,
player,201309080car,sea,WrigK.00,fumbles_rec,0,,,,,
player,201309080car,sea,WrigK.00,fumbles_rec_yds,0,,,,,
player,201309080car,sea,WrigK.00,fumbles_rec_td,0,,,,,
player,201309080car,sea,WrigK.00,fumbles_forced,0,,,,,
player,201309080car,sea,MayoBe00,def_int,0,,,,,
player,201309080car,sea,MayoBe00,def_int_yds,0,,,,,
player,201309080car,sea,MayoBe00,def_int_td,0,,,,,
player,201309080car,sea,MayoBe00,def_int_long,0,,,,,
player,201309080car,sea,MayoBe00,pass_defended,0,,,,,
player,201309080car,sea,MayoBe00,sacks,0.0,,,,,
player,201309080car,sea,MayoBe00,tackles_combined,2,,,,,
player,201309080car,sea,MayoBe00,tackles_solo,1,,,,,
player,201309080car,sea,MayoBe00,tackles_assists,1,,,,,
player,201309080car,sea,MayoBe00,tackles_loss,0,,,,,
player,201309080car,sea,MayoBe00,qb_hits,0,,,,,
player,201309080car,sea,MayoBe00,fumbles_rec,0,,,,,
player,201309080car,sea,MayoBe00,fumbles_rec_yds,0,,,,,
player,201309080car,sea,MayoBe00,fumbles_rec_td,0,,,,,
player,201309080car,sea,MayoBe00,fumbles_forced,0,,,,,
player,201309080car,sea,MebaBr99,def_int,0,,,,,
player,201309080car,sea,MebaBr99,def_int_yds,0,,,,,
player,201309080car,sea,MebaBr99,def_int_td,0,,,,,
player,201309080car,sea,MebaBr99,def_int_long,0,,,,,
player,201309080car,sea,MebaBr99,pass_defended,0,,,,,
player,201309080car,sea,MebaBr99,sacks,0.0,,,,,
player,201309080car,sea,MebaBr99,tackles_combined,2,,,,,
player,201309080car,sea,MebaBr99,tackles_solo,0,,,,,
player,201309080car,sea,MebaBr99,tackles_assists,2,,,,,
player,201309080car,sea,MebaBr99,tackles_loss,0,,,,,
player,201309080car,sea,MebaBr99,qb_hits,0,,,,,
player,201309080car,sea,MebaBr99,fumbles_rec,0,,,,,
player,201309080car,sea,MebaBr99,fumbles_rec_yds,0,,,,,
player,201309080car,sea,MebaBr99,fumbles_rec_td,0,,,,,
player,201309080car,sea,MebaBr99,fumbles_forced,0,,,,,
player,201309080car,sea,SherRi00,def_int,0,,,,,
player,201309080car,sea,SherRi00,def_int_yds,0,,,,,
player,201309080car,sea,SherRi00,def_int_td,0,,,,,
player,201309080car,sea,SherRi00,def_int_long,0,,,,,
player,201309080car,sea,SherRi00,pass_defended,1,,,,,
player,201309080car,sea,SherRi00,sacks,0.0,,,,,
player,201309080car,sea,SherRi00,tackles_combined,2,,,,,
player,201309080car,sea,SherRi00,tackles_solo,2,,,,,
