game,2013,4,20130930,201309300nor,mia,"Miami Dolphins",17,nor,"New Orleans Saints",38
player,201309300nor,mia,MattRi00,pass_att,0,,,,,
player,201309300nor,mia,MattRi00,pass_yds,0,,,,,
player,201309300nor,mia,MattRi00,pass_td,0,,,,,
player,201309300nor,mia,MattRi00,pass_int,0,,,,,
player,201309300nor,mia,MattRi00,pass_sacked,0,,,,,
player,201309300nor,mia,MattRi00,pass_sacked_yds,0,,,,,
player,201309300nor,mia,MattRi00,pass_long,0,,,,,
player,201309300nor,mia,MattRi00,pass_rating,,,,,,
player,201309300nor,mia,MattRi00,rush_att,0,,,,,
player,201309300nor,mia,MattRi00,rush_yds,0,,,,,
player,201309300nor,mia,MattRi00,rush_td,0,,,,,
player,201309300nor,mia,MattRi00,rush_long,0,,,,,
player,201309300nor,mia,MattRi00,targets,2,,,,,
player,201309300nor,mia,MattRi00,rec,1,,,,,
player,201309300nor,mia,MattRi00,rec_yds,21,,,,,
player,201309300nor,mia,MattRi00,rec_td,0,,,,,
player,201309300nor,mia,MattRi00,rec_long,21,,,,,
player,201309300nor,mia,MattRi00,fumbles,0,,,,,
player,201309300nor,mia,MattRi00,fumbles_lost,0,,,,,
player,201309300nor,mia,SimsDi00,pass_cmp,0,,,,,
player,201309300nor,mia,SimsDi00,pass_att,0,,,,,
player,201309300nor,mia,SimsDi00,pass_yds,0,,,,,
player,201309300nor,mia,SimsDi00,pass_td,0,,,,,
player,201309300nor,mia,SimsDi00,pass_int,0,,,,,
player,201309300nor,mia,SimsDi00,pass_sacked,0,,,,,
player,201309300nor,mia,SimsDi00,pass_sacked_yds,0,,,,,
player,201309300nor,mia,SimsDi00,pass_long,0,,,,,
player,201309300nor,mia,SimsDi00,pass_rating,,,,,,
player,201309300nor,mia,SimsDi00,rush_att,0,,,,,
player,201309300nor,mia,SimsDi00,rush_yds,0,,,,,
player,201309300nor,mia,SimsDi00,rush_td,0,,,,,
player,201309300nor,mia,SimsDi00,rush_long,0,,,,,
player,201309300nor,mia,SimsDi00,targets,1,,,,,
player,201309300nor,mia,SimsDi00,rec,0,,,,,
player,201309300nor,mia,SimsDi00,rec_yds,0,,,,,
player,201309300nor,mia,SimsDi00,rec_td,0,,,,,
player,201309300nor,mia,SimsDi00,rec_long,0,,,,,
player,201309300nor,mia,SimsDi00,fumbles,0,,,,,
player,201309300nor,mia,SimsDi00,fumbles_lost,0,,,,,
player,201309300nor,nor,BreeDr00,pass_cmp,30,,,,,
player,201309300nor,nor,BreeDr00,pass_att,39,,,,,
player,201309300nor,nor,BreeDr00,pass_yds,413,,,,,
player,201309300nor,nor,BreeDr00,pass_td,4,,,,,
player,201309300nor,nor,BreeDr00,pass_int,0,,,,,
player,201309300nor,nor,BreeDr00,pass_sacked,2,,,,,
player,201309300nor,nor,BreeDr00,pass_sacked_yds,16,,,,,
player,201309300nor,nor,BreeDr00,pass_long,48,,,,,
player,201309300nor,nor,BreeDr00,pass_rating,144.5,,,,,
player,201309300nor,nor,BreeDr00,rush_att,4,,,,,
player,201309300nor,nor,BreeDr00,rush_yds,2,,,,,
player,201309300nor,nor,BreeDr00,rush_td,0,,,,,
player,201309300nor,nor,BreeDr00,rush_long,5,,,,,
player,201309300nor,nor,BreeDr00,targets,0,,,,,
player,201309300nor,nor,BreeDr00,rec,0,,,,,
player,201309300nor,nor,BreeDr00,rec_yds,0,,,,,
player,201309300nor,nor,BreeDr00,rec_td,0,,,,,
player,201309300nor,nor,BreeDr00,rec_long,0,,,,,
player,201309300nor,nor,BreeDr00,fumbles,0,,,,,
player,201309300nor,nor,BreeDr00,fumbles_lost,0,,,,,
player,201309300nor,nor,RobiKh00,pass_cmp,0,,,,,
player,201309300nor,nor,RobiKh00,pass_att,0,,,,,
player,201309300nor,nor,RobiKh00,pass_yds,0,,,,,
player,201309300nor,nor,RobiKh00,pass_td,0,,,,,
player,201309300nor,nor,RobiKh00,pass_int,0,,,,,
player,201309300nor,nor,RobiKh00,pass_sacked,0,,,,,
player,201309300nor,nor,RobiKh00,pass_sacked_yds,0,,,,,
player,201309300nor,nor,RobiKh00,pass_long,0,,,,,
player,201309300nor,nor,RobiKh00,pass_rating,,,,,,
player,201309300nor,nor,RobiKh00,rush_att,12,,,,,
player,201309300nor,nor,RobiKh00,rush_yds,37,,,,,
player,201309300nor,nor,RobiKh00,rush_td,0,,,,,
player,201309300nor,nor,RobiKh00,rush_long,11,,,,,
player,201309300nor,nor,RobiKh00,targets,0,,,,,
player,201309300nor,nor,RobiKh00,rec,0,,,,,
player,201309300nor,nor,RobiKh00,rec_yds,0,,,,,
player,201309300nor,nor,RobiKh00,rec_td,0,,,,,
player,201309300nor,nor,RobiKh00,rec_long,0,,,,,
player,201309300nor,nor,RobiKh00,fumbles,0,,,,,
player,201309300nor,nor,RobiKh00,fumbles_lost,0,,,,,
player,201309300nor,nor,SproDa00,pass_cmp,0,,,,,
player,201309300nor,nor,SproDa00,pass_att,0,,,,,
player,201309300nor,nor,SproDa00,pass_yds,0,,,,,
player,201309300nor,nor,SproDa00,pass_td,0,,,,,
player,201309300nor,nor,SproDa00,pass_int,0,,,,,
player,201309300nor,nor,SproDa00,pass_sacked,0,,,,,
player,201309300nor,nor,SproDa00,pass_sacked_yds,0,,,,,
player,201309300nor,nor,SproDa00,pass_long,0,,,,,
player,201309300nor,nor,SproDa00,pass_rating,,,,,,
player,201309300nor,nor,SproDa00,rush_att,4,,,,,
player,201309300nor,nor,SproDa00,rush_yds,28,,,,,
player,201309300nor,nor,SproDa00,rush_td,1,,,,,
player,201309300nor,nor,SproDa00,rush_long,18,,,,,
player,201309300nor,nor,SproDa00,targets,8,,,,,
player,201309300nor,nor,SproDa00,rec,7,,,,,
player,201309300nor,nor,SproDa00,rec_yds,114,,,,,
player,201309300nor,nor,SproDa00,rec_td,1,,,,,
player,201309300nor,nor,SproDa00,rec_long,48,,,,,
player,201309300nor,nor,SproDa00,fumbles,1,,,,,
player,201309300nor,nor,SproDa00,fumbles_lost,1,,,,,
player,201309300nor,nor,ThomPi00,pass_cmp,0,,,,,
player,201309300nor,nor,ThomPi00,pass_att,0,,,,,
player,201309300nor,nor,ThomPi00,pass_yds,0,,,,,
player,201309300nor,nor,ThomPi00,pass_td,0,,,,,
player,201309300nor,nor,ThomPi00,pass_int,0,,,,,
player,201309300nor,nor,ThomPi00,pass_sacked,0,,,,,
player,201309300nor,nor,ThomPi00,pass_sacked_yds,0,,,,,
player,201309300nor,nor,ThomPi00,pass_long,0,,,,,
player,201309300nor,nor,ThomPi00,pass_rating,,,,,,
player,201309300nor,nor,ThomPi00,rush_att,4,,,,,
player,201309300nor,nor,ThomPi00,rush_yds,1,,,,,
player,201309300nor,nor,ThomPi00,rush_td,0,,,,,
player,201309300nor,nor,ThomPi00,rush_long,3,,,,,
player,201309300nor,nor,ThomPi00,targets,6,,,,,
player,201309300nor,nor,ThomPi00,rec,5,,,,,
player,201309300nor,nor,ThomPi00,rec_yds,37,,,,,
player,201309300nor,nor,ThomPi00,rec_td,0,,,,,
player,201309300nor,nor,ThomPi00,rec_long,21,,,,,
player,201309300nor,nor,ThomPi00,fumbles,0,,,,,
player,201309300nor,nor,ThomPi00,fumbles_lost,0,,,,,
player,201309300nor,nor,GrahJi00,pass_cmp,0,,,,,
player,201309300nor,nor,GrahJi00,pass_att,0,,,,,
player,201309300nor,nor,GrahJi00,pass_yds,0,,,,,
player,201309300nor,nor,GrahJi00,pass_td,0,,,,,
player,201309300nor,nor,GrahJi00,pass_int,0,,,,,
player,201309300nor,nor,GrahJi00,pass_sacked,0,,,,,
player,201309300nor,nor,GrahJi00,pass_sacked_yds,0,,,,,
player,201309300nor,nor,GrahJi00,pass_long,0,,,,,
player,201309300nor,nor,GrahJi00,pass_rating,,,,,,
player,201309300nor,nor,GrahJi00,rush_att,0,,,,,
player,201309300nor,nor,GrahJi00,rush_yds,0,,,,,
player,201309300nor,nor,GrahJi00,rush_td,0,,,,,
player,201309300nor,nor,GrahJi00,rush_long,0,,,,,
player,201309300nor,nor,GrahJi00,targets,4,,,,,
player,201309300nor,nor,GrahJi00,rec,4,,,,,
player,201309300nor,nor,GrahJi00,rec_yds,100,,,,,
player,201309300nor,nor,GrahJi00,rec_td,2,,,,,
player,201309300nor,nor,GrahJi00,rec_long,43,,,,,
player,201309300nor,nor,GrahJi00,fumbles,0,,,,,
player,201309300nor,nor,GrahJi00,fumbles_lost,0,,,,,
player,201309300nor,nor,ColsMa00,pass_cmp,0,,,,,
player,201309300nor,nor,ColsMa00,pass_att,0,,,,,
player,201309300nor,nor,ColsMa00,pass_yds,0,,,,,
player,201309300nor,nor,ColsMa00,pass_td,0,,,,,
player,201309300nor,nor,ColsMa00,pass_int,0,,,,,
player,201309300nor,nor,ColsMa00,pass_sacked,0,,,,,
player,201309300nor,nor,ColsMa00,pass_sacked_yds,0,,,,,
player,201309300nor,nor,ColsMa00,pass_long,0,,,,,
player,201309300nor,nor,ColsMa00,pass_rating,,,,,,
player,201309300nor,nor,ColsMa00,rush_att,0,,,,,
player,201309300nor,nor,ColsMa00,rush_yds,0,,,,,
player,201309300nor,nor,ColsMa00,rush_td,0,,,,,
player,201309300nor,nor,ColsMa00,rush_long,0,,,,,
player,201309300nor,nor,ColsMa00,targets,8,,,,,
player,201309300nor,nor,ColsMa00,rec,7,,,,,
player,201309300nor,nor,ColsMa00,rec_yds,96,,,,,
player,201309300nor,nor,ColsMa00,rec_td,0,,,,,
player,201309300nor,nor,ColsMa00,rec_long,21,,,,,
player,201309300nor,nor,ColsMa00,fumbles,0,,,,,
player,201309300nor,nor,ColsMa00,fumbles_lost,0,,,,,
player,201309300nor,nor,StilKe00,pass_cmp,0,,,,,
player,201309300nor,nor,StilKe00,pass_att,0,,,,,
player,201309300nor,nor,StilKe00,pass_yds,0,,,,,
player,201309300nor,nor,StilKe00,pass_td,0,,,,,
player,201309300nor,nor,StilKe00,pass_int,0,,,,,
player,201309300nor,nor,StilKe00,pass_sacked,0,,,,,
player,201309300nor,nor,StilKe00,pass_sacked_yds,0,,,,,
player,201309300nor,nor,StilKe00,pass_long,0,,,,,
player,201309300nor,nor,StilKe00,pass_rating,,,,,,
player,201309300nor,nor,StilKe00,rush_att,0,,,,,
player,201309300nor,nor,StilKe00,rush_yds,0,,,,,
player,201309300nor,nor,StilKe00,rush_td,0,,,,,
player,201309300nor,nor,StilKe00,rush_long,0,,,,,
player,201309300nor,nor,StilKe00,targets,6,,,,,
player,201309300nor,nor,StilKe00,rec,4,,,,,
player,201309300nor,nor,StilKe00,rec_yds,38,,,,,
player,201309300nor,nor,StilKe00,rec_td,0,,,,,
player,201309300nor,nor,StilKe00,rec_long,18,,,,,
player,201309300nor,nor,StilKe00,fumbles,0,,,,,
player,201309300nor,nor,StilKe00,fumbles_lost,0,,,,,
player,201309300nor,nor,ToonNi00,pass_cmp,0,,,,,
player,201309300nor,nor,ToonNi00,pass_att,0,,,,,
player,201309300nor,nor,ToonNi00,pass_yds,0,,,,,
player,201309300nor,nor,ToonNi00,pass_td,0,,,,,
player,201309300nor,nor,ToonNi00,pass_int,0,,,,,
player,201309300nor,nor,ToonNi00,pass_sacked,0,,,,,
player,201309300nor,nor,ToonNi00,pass_sacked_yds,0,,,,,
player,201309300nor,nor,ToonNi00,pass_long,0,,,,,
player,201309300nor,nor,ToonNi00,pass_rating,,,,,,
player,201309300nor,nor,ToonNi00,rush_att,0,,,,,
player,201309300nor,nor,ToonNi00,rush_yds,0,,,,,
player,201309300nor,nor,ToonNi00,rush_td,0,,,,,
player,201309300nor,nor,ToonNi00,rush_long,0,,,,,
player,201309300nor,nor,ToonNi00,targets,2,,,,,
player,201309300nor,nor,ToonNi00,rec,1,,,,,
player,201309300nor,nor,ToonNi00,rec_yds,18,,,,,
player,201309300nor,nor,ToonNi00,rec_td,0,,,,,
player,201309300nor,nor,ToonNi00,rec_long,18,,,,,
player,201309300nor,nor,ToonNi00,fumbles,0,,,,,
player,201309300nor,nor,ToonNi00,fumbles_lost,0,,,,,
player,201309300nor,nor,CollJe01,pass_cmp,0,,,,,
player,201309300nor,nor,CollJe01,pass_att,0,,,,,
player,201309300nor,nor,CollJe01,pass_yds,0,,,,,
player,201309300nor,nor,CollJe01,pass_td,0,,,,,
player,201309300nor,nor,CollJe01,pass_int,0,,,,,
player,201309300nor,nor,CollJe01,pass_sacked,0,,,,,
player,201309300nor,nor,CollJe01,pass_sacked_yds,0,,,,,
player,201309300nor,nor,CollJe01,pass_long,0,,,,,
player,201309300nor,nor,CollJe01,pass_rating,,,,,,
player,201309300nor,nor,CollJe01,rush_att,0,,,,,
player,201309300nor,nor,CollJe01,rush_yds,0,,,,,
player,201309300nor,nor,CollJe01,rush_td,0,,,,,
player,201309300nor,nor,CollJe01,rush_long,0,,,,,
player,201309300nor,nor,CollJe01,targets,1,,,,,
player,201309300nor,nor,CollJe01,rec,1,,,,,
player,201309300nor,nor,CollJe01,rec_yds,6,,,,,
player,201309300nor,nor,CollJe01,rec_td,0,,,,,
player,201309300nor,nor,CollJe01,rec_long,6,,,,,
player,201309300nor,nor,CollJe01,fumbles,0,,,,,
player,201309300nor,nor,CollJe01,fumbles_lost,0,,,,,
player,201309300nor,nor,WatsBe00,pass_cmp,0,,,,,
player,201309300nor,nor,WatsBe00,pass_att,0,,,,,
player,201309300nor,nor,WatsBe00,pass_yds,0,,,,,
player,201309300nor,nor,WatsBe00,pass_td,0,,,,,
player,201309300nor,nor,WatsBe00,pass_int,0,,,,,
player,201309300nor,nor,WatsBe00,pass_sacked,0,,,,,
player,201309300nor,nor,WatsBe00,pass_sacked_yds,0,,,,,
player,201309300nor,nor,WatsBe00,pass_long,0,,,,,
player,201309300nor,nor,WatsBe00,pass_rating,,,,,,
player,201309300nor,nor,WatsBe00,rush_att,0,,,,,
player,201309300nor,nor,WatsBe00,rush_yds,0,,,,,
player,201309300nor,nor,WatsBe00,rush_td,0,,,,,
player,201309300nor,nor,WatsBe00,rush_long,0,,,,,
player,201309300nor,nor,WatsBe00,targets,2,,,,,
player,201309300nor,nor,WatsBe00,rec,1,,,,,
player,201309300nor,nor,WatsBe00,rec_yds,4,,,,,
player,201309300nor,nor,WatsBe00,rec_td,1,,,,,
player,201309300nor,nor,WatsBe00,rec_long,4,,,,,
player,201309300nor,nor,WatsBe00,fumbles,0,,,,,
player,201309300nor,nor,WatsBe00,fumbles_lost,0,,,,,
player,201309300nor,nor,MeacRo00,pass_cmp,0,,,,,
player,201309300nor,nor,MeacRo00,pass_att,0,,,,,
player,201309300nor,nor,MeacRo00,pass_yds,0,,,,,
player,201309300nor,nor,MeacRo00,pass_td,0,,,,,
player,201309300nor,nor,MeacRo00,pass_int,0,,,,,
player,201309300nor,nor,MeacRo00,pass_sacked,0,,,,,
player,201309300nor,nor,MeacRo00,pass_sacked_yds,0,,,,,
player,201309300nor,nor,MeacRo00,pass_long,0,,,,,
player,201309300nor,nor,MeacRo00,pass_rating,,,,,,
player,201309300nor,nor,MeacRo00,rush_att,0,,,,,
player,201309300nor,nor,MeacRo00,rush_yds,0,,,,,
player,201309300nor,nor,MeacRo00,rush_td,0,,,,,
player,201309300nor,nor,MeacRo00,rush_long,0,,,,,
player,201309300nor,nor,MeacRo00,targets,1,,,,,
player,201309300nor,nor,MeacRo00,rec,0,,,,,
player,201309300nor,nor,MeacRo00,rec_yds,0,,,,,
player,201309300nor,nor,MeacRo00,rec_td,0,,,,,
player,201309300nor,nor,MeacRo00,rec_long,0,,,,,
player,201309300nor,nor,MeacRo00,fumbles,0,,,,,
player,201309300nor,nor,MeacRo00,fumbles_lost,0,,,,,
player,201309300nor,mia,OdriJa99,def_int,0,,,,,
player,201309300nor,mia,OdriJa99,def_int_yds,0,,,,,
player,201309300nor,mia,OdriJa99,def_int_td,0,,,,,
player,201309300nor,mia,OdriJa99,def_int_long,0,,,,,
player,201309300nor,mia,OdriJa99,pass_defended,0,,,,,
player,201309300nor,mia,OdriJa99,sacks,1.0,,,,,
player,201309300nor,mia,OdriJa99,tackles_combined,5,,,,,
player,201309300nor,mia,OdriJa99,tackles_solo,4,,,,,
player,201309300nor,mia,OdriJa99,tackles_assists,1,,,,,
player,201309300nor,mia,OdriJa99,tackles_loss,4,,,,,
player,201309300nor,mia,OdriJa99,qb_hits,1,,,,,
player,201309300nor,mia,OdriJa99,fumbles_rec,0,,,,,
player,201309300nor,mia,OdriJa99,fumbles_rec_yds,0,,,,,
player,201309300nor,mia,OdriJa99,fumbles_rec_td,0,,,,,
player,201309300nor,mia,OdriJa99,fumbles_forced,0,,,,,
