game,2013,5,20131006,201310060clt,sea,"Seattle Seahawks",28,clt,"Indianapolis Colts",34
player,201310060clt,sea,TateGo00,rec_yds,61,,,,,
player,201310060clt,sea,TateGo00,rec_td,1,,,,,
player,201310060clt,sea,TateGo00,rec_long,27,,,,,
player,201310060clt,sea,TateGo00,fumbles,1,,,,,
player,201310060clt,sea,TateGo00,fumbles_lost,0,,,,,
player,201310060clt,sea,WillLu00,pass_cmp,0,,,,,
player,201310060clt,sea,WillLu00,pass_att,0,,,,,
player,201310060clt,sea,WillLu00,pass_yds,0,,,,,
player,201310060clt,sea,WillLu00,pass_td,0,,,,,
player,201310060clt,sea,WillLu00,pass_int,0,,,,,
player,201310060clt,sea,WillLu00,pass_sacked,0,,,,,
player,201310060clt,sea,WillLu00,pass_sacked_yds,0,,,,,
player,201310060clt,sea,WillLu00,pass_long,0,,,,,
player,201310060clt,sea,WillLu00,pass_rating,,,,,,
player,201310060clt,sea,WillLu00,rush_att,0,,,,,
player,201310060clt,sea,WillLu00,rush_yds,0,,,,,
player,201310060clt,sea,WillLu00,rush_td,0,,,,,
player,201310060clt,sea,WillLu00,rush_long,0,,,,,
player,201310060clt,sea,WillLu00,targets,4,,,,,
player,201310060clt,sea,WillLu00,rec,2,,,,,
player,201310060clt,sea,WillLu00,rec_yds,28,,,,,
player,201310060clt,sea,WillLu00,rec_td,0,,,,,
player,201310060clt,sea,WillLu00,rec_long,17,,,,,
player,201310060clt,sea,WillLu00,fumbles,0,,,,,
player,201310060clt,sea,WillLu00,fumbles_lost,0,,,,,
player,201310060clt,sea,KearJe01,pass_cmp,0,,,,,
player,201310060clt,sea,KearJe01,pass_att,0,,,,,
player,201310060clt,sea,KearJe01,pass_yds,0,,,,,
player,201310060clt,sea,KearJe01,pass_td,0,,,,,
player,201310060clt,sea,KearJe01,pass_int,0,,,,,
player,201310060clt,sea,KearJe01,pass_sacked,0,,,,,
player,201310060clt,sea,KearJe01,pass_sacked_yds,0,,,,,
player,201310060clt,sea,KearJe01,pass_long,0,,,,,
player,201310060clt,sea,KearJe01,pass_rating,,,,,,
player,201310060clt,sea,KearJe01,rush_att,0,,,,,
player,201310060clt,sea,KearJe01,rush_yds,0,,,,,
player,201310060clt,sea,KearJe01,rush_td,0,,,,,
player,201310060clt,sea,KearJe01,rush_long,0,,,,,
player,201310060clt,sea,KearJe01,targets,1,,,,,
player,201310060clt,sea,KearJe01,rec,1,,,,,
player,201310060clt,sea,KearJe01,rec_yds,28,,,,,
player,201310060clt,sea,KearJe01,rec_td,1,,,,,
player,201310060clt,sea,KearJe01,rec_long,28,,,,,
player,201310060clt,sea,KearJe01,fumbles,0,,,,,
player,201310060clt,sea,KearJe01,fumbles_lost,0,,,,,
player,201310060clt,sea,RiceSi01,pass_cmp,0,,,,,
player,201310060clt,sea,RiceSi01,pass_att,0,,,,,
player,201310060clt,sea,RiceSi01,pass_yds,0,,,,,
player,201310060clt,sea,RiceSi01,pass_td,0,,,,,
player,201310060clt,sea,RiceSi01,pass_int,0,,,,,
player,201310060clt,sea,RiceSi01,pass_sacked,0,,,,,
player,201310060clt,sea,RiceSi01,pass_sacked_yds,0,,,,,
player,201310060clt,sea,RiceSi01,pass_long,0,,,,,
player,201310060clt,sea,RiceSi01,pass_rating,,,,,,
player,201310060clt,sea,RiceSi01,rush_att,0,,,,,
player,201310060clt,sea,RiceSi01,rush_yds,0,,,,,
player,201310060clt,sea,RiceSi01,rush_td,0,,,,,
player,201310060clt,sea,RiceSi01,rush_long,0,,,,,
player,201310060clt,sea,RiceSi01,targets,4,,,,,
player,201310060clt,sea,RiceSi01,rec,1,,,,,
player,201310060clt,sea,RiceSi01,rec_yds,8,,,,,
player,201310060clt,sea,RiceSi01,rec_td,0,,,,,
player,201310060clt,sea,RiceSi01,rec_long,8,,,,,
player,201310060clt,sea,RiceSi01,fumbles,0,,,,,
player,201310060clt,sea,RiceSi01,fumbles_lost,0,,,,,
player,201310060clt,clt,LuckAn00,pass_cmp,16,,,,,
player,201310060clt,clt,LuckAn00,pass_att,29,,,,,
player,201310060clt,clt,LuckAn00,pass_yds,229,,,,,
player,201310060clt,clt,LuckAn00,pass_td,2,,,,,
player,201310060clt,clt,LuckAn00,pass_int,0,,,,,
player,201310060clt,clt,LuckAn00,pass_sacked,2,,,,,
player,201310060clt,clt,LuckAn00,pass_sacked_yds,21,,,,,
player,201310060clt,clt,LuckAn00,pass_long,73,,,,,
player,201310060clt,clt,LuckAn00,pass_rating,104.0,,,,,
player,201310060clt,clt,LuckAn00,rush_att,4,,,,,
player,201310060clt,clt,LuckAn00,rush_yds,9,,,,,
player,201310060clt,clt,LuckAn00,rush_td,0,,,,,
player,201310060clt,clt,LuckAn00,rush_long,6,,,,,
player,201310060clt,clt,LuckAn00,targets,0,,,,,
player,201310060clt,clt,LuckAn00,rec,0,,,,,
player,201310060clt,clt,LuckAn00,rec_yds,0,,,,,
player,201310060clt,clt,LuckAn00,rec_td,0,,,,,
player,201310060clt,clt,LuckAn00,rec_long,0,,,,,
player,201310060clt,clt,LuckAn00,fumbles,1,,,,,
player,201310060clt,clt,LuckAn00,fumbles_lost,1,,,,,
player,201310060clt,clt,RichTr00,pass_cmp,0,,,,,
player,201310060clt,clt,RichTr00,pass_att,0,,,,,
player,201310060clt,clt,RichTr00,pass_yds,0,,,,,
player,201310060clt,clt,RichTr00,pass_td,0,,,,,
player,201310060clt,clt,RichTr00,pass_int,0,,,,,
player,201310060clt,clt,RichTr00,pass_sacked,0,,,,,
player,201310060clt,clt,RichTr00,pass_sacked_yds,0,,,,,
player,201310060clt,clt,RichTr00,pass_long,0,,,,,
player,201310060clt,clt,RichTr00,pass_rating,,,,,,
player,201310060clt,clt,RichTr00,rush_att,18,,,,,
player,201310060clt,clt,RichTr00,rush_yds,56,,,,,
player,201310060clt,clt,RichTr00,rush_td,0,,,,,
player,201310060clt,clt,RichTr00,rush_long,16,,,,,
player,201310060clt,clt,RichTr00,targets,1,,,,,
player,201310060clt,clt,RichTr00,rec,0,,,,,
player,201310060clt,clt,RichTr00,rec_yds,0,,,,,
player,201310060clt,clt,RichTr00,rec_td,0,,,,,
player,201310060clt,clt,RichTr00,rec_long,0,,,,,
player,201310060clt,clt,RichTr00,fumbles,0,,,,,
player,201310060clt,clt,RichTr00,fumbles_lost,0,,,,,
player,201310060clt,clt,BrowDo00,pass_cmp,0,,,,,
player,201310060clt,clt,BrowDo00,pass_att,0,,,,,
player,201310060clt,clt,BrowDo00,pass_yds,0,,,,,
player,201310060clt,clt,BrowDo00,pass_td,0,,,,,
player,201310060clt,clt,BrowDo00,pass_int,0,,,,,
player,201310060clt,clt,BrowDo00,pass_sacked,0,,,,,
player,201310060clt,clt,BrowDo00,pass_sacked_yds,0,,,,,
player,201310060clt,clt,BrowDo00,pass_long,0,,,,,
player,201310060clt,clt,BrowDo00,pass_rating,,,,,,
player,201310060clt,clt,BrowDo00,rush_att,6,,,,,
player,201310060clt,clt,BrowDo00,rush_yds,37,,,,,
player,201310060clt,clt,BrowDo00,rush_td,1,,,,,
player,201310060clt,clt,BrowDo00,rush_long,16,,,,,
player,201310060clt,clt,BrowDo00,targets,2,,,,,
player,201310060clt,clt,BrowDo00,rec,2,,,,,
player,201310060clt,clt,BrowDo00,rec_yds,3,,,,,
player,201310060clt,clt,BrowDo00,rec_td,0,,,,,
player,201310060clt,clt,BrowDo00,rec_long,3,,,,,
player,201310060clt,clt,BrowDo00,fumbles,0,,,,,
player,201310060clt,clt,BrowDo00,fumbles_lost,0,,,,,
player,201310060clt,clt,HeywDa00,pass_cmp,0,,,,,
player,201310060clt,clt,HeywDa00,pass_att,0,,,,,
player,201310060clt,clt,HeywDa00,pass_yds,0,,,,,
player,201310060clt,clt,HeywDa00,pass_td,0,,,,,
player,201310060clt,clt,HeywDa00,pass_int,0,,,,,
player,201310060clt,clt,HeywDa00,pass_sacked,0,,,,,
player,201310060clt,clt,HeywDa00,pass_sacked_yds,0,,,,,
player,201310060clt,clt,HeywDa00,pass_long,0,,,,,
player,201310060clt,clt,HeywDa00,pass_rating,,,,,,
player,201310060clt,clt,HeywDa00,rush_att,1,,,,,
player,201310060clt,clt,HeywDa00,rush_yds,7,,,,,
player,201310060clt,clt,HeywDa00,rush_td,0,,,,,
player,201310060clt,clt,HeywDa00,rush_long,7,,,,,
player,201310060clt,clt,HeywDa00,targets,6,,,,,
player,201310060clt,clt,HeywDa00,rec,0,,,,,
player,201310060clt,clt,HeywDa00,rec_yds,0,,,,,
player,201310060clt,clt,HeywDa00,rec_td,0,,,,,
player,201310060clt,clt,HeywDa00,rec_long,0,,,,,
player,201310060clt,clt,HeywDa00,fumbles,0,,,,,
player,201310060clt,clt,HeywDa00,fumbles_lost,0,,,,,
player,201310060clt,clt,HiltT.00,pass_cmp,0,,,,,
player,201310060clt,clt,HiltT.00,pass_att,0,,,,,
player,201310060clt,clt,HiltT.00,pass_yds,0,,,,,
player,201310060clt,clt,HiltT.00,pass_td,0,,,,,
player,201310060clt,clt,HiltT.00,pass_int,0,,,,,
player,201310060clt,clt,HiltT.00,pass_sacked,0,,,,,
player,201310060clt,clt,HiltT.00,pass_sacked_yds,0,,,,,
player,201310060clt,clt,HiltT.00,pass_long,0,,,,,
player,201310060clt,clt,HiltT.00,pass_rating,,,,,,
player,201310060clt,clt,HiltT.00,rush_att,0,,,,,
player,201310060clt,clt,HiltT.00,rush_yds,0,,,,,
player,201310060clt,clt,HiltT.00,rush_td,0,,,,,
player,201310060clt,clt,HiltT.00,rush_long,0,,,,,
player,201310060clt,clt,HiltT.00,targets,6,,,,,
player,201310060clt,clt,HiltT.00,rec,5,,,,,
player,201310060clt,clt,HiltT.00,rec_yds,140,,,,,
player,201310060clt,clt,HiltT.00,rec_td,2,,,,,
player,201310060clt,clt,HiltT.00,rec_long,73,,,,,
player,201310060clt,clt,HiltT.00,fumbles,0,,,,,
player,201310060clt,clt,HiltT.00,fumbles_lost,0,,,,,
player,201310060clt,clt,WaynRe00,pass_cmp,0,,,,,
player,201310060clt,clt,WaynRe00,pass_att,0,,,,,
player,201310060clt,clt,WaynRe00,pass_yds,0,,,,,
player,201310060clt,clt,WaynRe00,pass_td,0,,,,,
player,201310060clt,clt,WaynRe00,pass_int,0,,,,,
player,201310060clt,clt,WaynRe00,pass_sacked,0,,,,,
player,201310060clt,clt,WaynRe00,pass_sacked_yds,0,,,,,
player,201310060clt,clt,WaynRe00,pass_long,0,,,,,
player,201310060clt,clt,WaynRe00,pass_rating,,,,,,
player,201310060clt,clt,WaynRe00,rush_att,0,,,,,
player,201310060clt,clt,WaynRe00,rush_yds,0,,,,,
player,201310060clt,clt,WaynRe00,rush_td,0,,,,,
player,201310060clt,clt,WaynRe00,rush_long,0,,,,,
player,201310060clt,clt,WaynRe00,targets,9,,,,,
player,201310060clt,clt,WaynRe00,rec,6,,,,,
player,201310060clt,clt,WaynRe00,rec_yds,65,,,,,
player,201310060clt,clt,WaynRe00,rec_td,0,,,,,
player,201310060clt,clt,WaynRe00,rec_long,19,,,,,
player,201310060clt,clt,WaynRe00,fumbles,0,,,,,
player,201310060clt,clt,WaynRe00,fumbles_lost,0,,,,,
player,201310060clt,clt,FleeCo00,pass_cmp,0,,,,,
player,201310060clt,clt,FleeCo00,pass_att,0,,,,,
player,201310060clt,clt,FleeCo00,pass_yds,0,,,,,
player,201310060clt,clt,FleeCo00,pass_td,0,,,,,
player,201310060clt,clt,FleeCo00,pass_int,0,,,,,
player,201310060clt,clt,FleeCo00,pass_sacked,0,,,,,
player,201310060clt,clt,FleeCo00,pass_sacked_yds,0,,,,,
player,201310060clt,clt,FleeCo00,pass_long,0,,,,,
player,201310060clt,clt,FleeCo00,pass_rating,,,,,,
player,201310060clt,clt,FleeCo00,rush_att,0,,,,,
player,201310060clt,clt,FleeCo00,rush_yds,0,,,,,
player,201310060clt,clt,FleeCo00,rush_td,0,,,,,
player,201310060clt,clt,FleeCo00,rush_long,0,,,,,
player,201310060clt,clt,FleeCo00,targets,3,,,,,
player,201310060clt,clt,FleeCo00,rec,2,,,,,
player,201310060clt,clt,FleeCo00,rec_yds,15,,,,,
player,201310060clt,clt,FleeCo00,rec_td,0,,,,,
player,201310060clt,clt,FleeCo00,rec_long,11,,,,,
player,201310060clt,clt,FleeCo00,fumbles,0,,,,,
player,201310060clt,clt,FleeCo00,fumbles_lost,0,,,,,
player,201310060clt,clt,HughRo00,pass_cmp,0,,,,,
player,201310060clt,clt,HughRo00,pass_att,0,,,,,
player,201310060clt,clt,HughRo00,pass_yds,0,,,,,
player,201310060clt,clt,HughRo00,pass_td,0,,,,,
player,201310060clt,clt,HughRo00,pass_int,0,,,,,
player,201310060clt,clt,HughRo00,pass_sacked,0,,,,,
player,201310060clt,clt,HughRo00,pass_sacked_yds,0,,,,,
player,201310060clt,clt,HughRo00,pass_long,0,,,,,
player,201310060clt,clt,HughRo00,pass_rating,,,,,,
player,201310060clt,clt,HughRo00,rush_att,0,,,,,
player,201310060clt,clt,HughRo00,rush_yds,0,,,,,
player,201310060clt,clt,HughRo00,rush_td,0,,,,,
player,201310060clt,clt,HughRo00,rush_long,0,,,,,
player,201310060clt,clt,HughRo00,targets,2,,,,,
player,201310060clt,clt,HughRo00,rec,1,,,,,
player,201310060clt,clt,HughRo00,rec_yds,6,,,,,
player,201310060clt,clt,HughRo00,rec_td,0,,,,,
player,201310060clt,clt,HughRo00,rec_long,6,,,,,
player,201310060clt,clt,HughRo00,fumbles,0,,,,,
player,201310060clt,clt,HughRo00,fumbles_lost,0,,,,,
player,201310060clt,sea,IrviBr00,def_int,0,,,,,
player,201310060clt,sea,IrviBr00,def_int_yds,0,,,,,
player,201310060clt,sea,IrviBr00,def_int_td,0,,,,,
player,201310060clt,sea,IrviBr00,def_int_long,0,,,,,
player,201310060clt,sea,IrviBr00,pass_defended,0,,,,,
player,201310060clt,sea,IrviBr00,sacks,1.0,,,,,
player,201310060clt,sea,IrviBr00,tackles_combined,4,,,,,
player,201310060clt,sea,IrviBr00,tackles_solo,3,,,,,
player,201310060clt,sea,IrviBr00,tackles_assists,1,,,,,
player,201310060clt,sea,IrviBr00,tackles_loss,1,,,,,
player,201310060clt,sea,IrviBr00,qb_hits,1,,,,,
player,201310060clt,sea,IrviBr00,fumbles_rec,0,,,,,
player,201310060clt,sea,IrviBr00,fumbles_rec_yds,0,,,,,
player,201310060clt,sea,IrviBr00,fumbles_rec_td,0,,,,,
player,201310060clt,sea,IrviBr00,fumbles_forced,0,,,,,
player,201310060clt,sea,ClemCh23,def_int,0,,,,,
player,201310060clt,sea,ClemCh23,def_int_yds,0,,,,,
player,201310060clt,sea,ClemCh23,def_int_td,0,,,,,
player,201310060clt,sea,ClemCh23,def_int_long,0,,,,,
player,201310060clt,sea,ClemCh23,pass_defended,0,,,,,
player,201310060clt,sea,ClemCh23,sacks,1.0,,,,,
player,201310060clt,sea,ClemCh23,tackles_combined,3,,,,,
player,201310060clt,sea,ClemCh23,tackles_solo,2,,,,,
player,201310060clt,sea,ClemCh23,tackles_assists,1,,,,,
player,201310060clt,sea,ClemCh23,tackles_loss,0,,,,,
player,201310060clt,sea,ClemCh23,qb_hits,0,,,,,
player,201310060clt,sea,ClemCh23,fumbles_rec,0,,,,,
player,201310060clt,sea,ClemCh23,fumbles_rec_yds,0,,,,,
player,201310060clt,sea,ClemCh23,fumbles_rec_td,0,,,,,
player,201310060clt,sea,ClemCh23,fumbles_forced,1,,,,,
player,201310060clt,sea,ThomEa99,def_int,0,,,,,
player,201310060clt,sea,ThomEa99,def_int_yds,0,,,,,
player,201310060clt,sea,ThomEa99,def_int_td,0,,,,,
player,201310060clt,sea,ThomEa99,def_int_long,0,,,,,
player,201310060clt,sea,ThomEa99,pass_defended,0,,,,,
player,201310060clt,sea,ThomEa99,sacks,0.0,,,,,
player,201310060clt,sea,ThomEa99,tackles_combined,10,,,,,
player,201310060clt,sea,ThomEa99,tackles_solo,9,,,,,
player,201310060clt,sea,ThomEa99,tackles_assists,1,,,,,
player,201310060clt,sea,ThomEa99,tackles_loss,0,,,,,
player,201310060clt,sea,ThomEa99,qb_hits,0,,,,,
player,201310060clt,sea,ThomEa99,fumbles_rec,0,,,,,
player,201310060clt,sea,ThomEa99,fumbles_rec_yds,0,,,,,
player,201310060clt,sea,ThomEa99,fumbles_rec_td,0,,,,,
player,201310060clt,sea,ThomEa99,fumbles_forced,0,,,,,
player,201310060clt,sea,WrigK.00,def_int,0,,,,,
player,201310060clt,sea,WrigK.00,def_int_yds,0,,,,,
player,201310060clt,sea,WrigK.00,def_int_td,0,,,,,
player,201310060clt,sea,WrigK.00,def_int_long,0,,,,,
player,201310060clt,sea,WrigK.00,pass_defended,0,,,,,
player,201310060clt,sea,WrigK.00,sacks,0.0,,,,,
player,201310060clt,sea,WrigK.00,tackles_combined,9,,,,,
player,201310060clt,sea,WrigK.00,tackles_solo,3,,,,,
player,201310060clt,sea,WrigK.00,tackles_assists,6,,,,,
player,201310060clt,sea,WrigK.00,tackles_loss,0,,,,,
player,201310060clt,sea,WrigK.00,qb_hits,0,,,,,
player,201310060clt,sea,WrigK.00,fumbles_rec,0,,,,,
player,201310060clt,sea,WrigK.00,fumbles_rec_yds,0,,,,,
player,201310060clt,sea,WrigK.00,fumbles_rec_td,0,,,,,
player,201310060clt,sea,WrigK.00,fumbles_forced,0,,,,,
player,201310060clt,sea,ChanKa99,def_int,0,,,,,
player,201310060clt,sea,ChanKa99,def_int_yds,0,,,,,
player,201310060clt,sea,ChanKa99,def_int_td,0,,,,,
player,201310060clt,sea,ChanKa99,def_int_long,0,,,,,
player,201310060clt,sea,ChanKa99,pass_defended,0,,,,,
player,201310060clt,sea,ChanKa99,sacks,0.0,,,,,
player,201310060clt,sea,ChanKa99,tackles_combined,5,,,,,
player,201310060clt,sea,ChanKa99,tackles_solo,0,,,,,
player,201310060clt,sea,ChanKa99,tackles_assists,5,,,,,
player,201310060clt,sea,ChanKa99,tackles_loss,0,,,,,
player,201310060clt,sea,ChanKa99,qb_hits,0,,,,,
player,201310060clt,sea,ChanKa99,fumbles_rec,0,,,,,
player,201310060clt,sea,ChanKa99,fumbles_rec_yds,0,,,,,
player,201310060clt,sea,ChanKa99,fumbles_rec_td,0,,,,,
player,201310060clt,sea,ChanKa99,fumbles_forced,0,,,,,
player,201310060clt,sea,MebaBr99,def_int,0,,,,,
player,201310060clt,sea,MebaBr99,def_int_yds,0,,,,,
player,201310060clt,sea,MebaBr99,def_int_td,0,,,,,
player,201310060clt,sea,MebaBr99,def_int_long,0,,,,,
player,201310060clt,sea,MebaBr99,pass_defended,0,,,,,
player,201310060clt,sea,MebaBr99,sacks,0.0,,,,,
player,201310060clt,sea,MebaBr99,tackles_combined,5,,,,,
player,201310060clt,sea,MebaBr99,tackles_solo,0,,,,,
player,201310060clt,sea,MebaBr99,tackles_assists,5,,,,,
player,201310060clt,sea,MebaBr99,tackles_loss,0,,,,,
player,201310060clt,sea,MebaBr99,qb_hits,0,,,,,
player,201310060clt,sea,MebaBr99,fumbles_rec,0,,,,,
player,201310060clt,sea,MebaBr99,fumbles_rec_yds,0,,,,,
player,201310060clt,sea,MebaBr99,fumbles_rec_td,0,,,,,
player,201310060clt,sea,MebaBr99,fumbles_forced,0,,,,,
player,201310060clt,sea,SherRi00,def_int,0,,,,,
player,201310060clt,sea,SherRi00,def_int_yds,0,,,,,
player,201310060clt,sea,SherRi00,def_int_td,0,,,,,
player,201310060clt,sea,SherRi00,def_int_long,0,,,,,
player,201310060clt,sea,SherRi00,pass_defended,0,,,,,
player,201310060clt,sea,SherRi00,sacks,0.0,,,,,
player,201310060clt,sea,SherRi00,tackles_combined,3,,,,,
player,201310060clt,sea,SherRi00,tackles_solo,3,,,,,
player,201310060clt,sea,SherRi00,tackles_assists,0,,,,,
player,201310060clt,sea,SherRi00,tackles_loss,0,,,,,
player,201310060clt,sea,SherRi00,qb_hits,0,,,,,
player,201310060clt,sea,SherRi00,fumbles_rec,0,,,,,
player,201310060clt,sea,SherRi00,fumbles_rec_yds,0,,,,,
player,201310060clt,sea,SherRi00,fumbles_rec_td,0,,,,,
player,201310060clt,sea,SherRi00,fumbles_forced,0,,,,,
player,201310060clt,sea,BennMi99,def_int,0,,,,,
player,201310060clt,sea,BennMi99,def_int_yds,0,,,,,
player,201310060clt,sea,BennMi99,def_int_td,0,,,,,
player,201310060clt,sea,BennMi99,def_int_long,0,,,,,
