game,2013,11,20131118,201311180car,nwe,"New England Patriots",20,car,"Carolina Panthers",24
player,201311180car,nwe,ArriKy00,special_teams,9,,,,,
player,201311180car,nwe,ArriKy00,st_pct,43%,,,,,
player,201311180car,nwe,HarmDu00,pos,FS,,,,,
player,201311180car,nwe,HarmDu00,offense,0,,,,,
player,201311180car,nwe,HarmDu00,off_pct,0%,,,,,
player,201311180car,nwe,HarmDu00,defense,48,,,,,
player,201311180car,nwe,HarmDu00,def_pct,84%,,,,,
player,201311180car,nwe,HarmDu00,special_teams,0,,,,,
player,201311180car,nwe,HarmDu00,st_pct,0%,,,,,
player,201311180car,nwe,TaliAq99,pos,CB,,,,,
player,201311180car,nwe,TaliAq99,offense,0,,,,,
player,201311180car,nwe,TaliAq99,off_pct,0%,,,,,
player,201311180car,nwe,TaliAq99,defense,45,,,,,
player,201311180car,nwe,TaliAq99,def_pct,79%,,,,,
player,201311180car,nwe,TaliAq99,special_teams,0,,,,,
player,201311180car,nwe,TaliAq99,st_pct,0%,,,,,
player,201311180car,nwe,SpikBr99,pos,LB,,,,,
player,201311180car,nwe,SpikBr99,offense,0,,,,,
player,201311180car,nwe,SpikBr99,off_pct,0%,,,,,
player,201311180car,nwe,SpikBr99,defense,44,,,,,
player,201311180car,nwe,SpikBr99,def_pct,77%,,,,,
player,201311180car,nwe,SpikBr99,special_teams,4,,,,,
player,201311180car,nwe,SpikBr99,st_pct,19%,,,,,
player,201311180car,nwe,VellJo00,pos,DT,,,,,
player,201311180car,nwe,VellJo00,offense,0,,,,,
player,201311180car,nwe,VellJo00,off_pct,0%,,,,,
player,201311180car,nwe,VellJo00,defense,41,,,,,
player,201311180car,nwe,VellJo00,def_pct,72%,,,,,
player,201311180car,nwe,VellJo00,special_teams,4,,,,,
player,201311180car,nwe,VellJo00,st_pct,19%,,,,,
player,201311180car,nwe,SopoIs20,pos,NT,,,,,
player,201311180car,nwe,SopoIs20,offense,0,,,,,
player,201311180car,nwe,SopoIs20,off_pct,0%,,,,,
player,201311180car,nwe,SopoIs20,defense,41,,,,,
player,201311180car,nwe,SopoIs20,def_pct,72%,,,,,
player,201311180car,nwe,SopoIs20,special_teams,0,,,,,
player,201311180car,nwe,SopoIs20,st_pct,0%,,,,,
player,201311180car,nwe,RyanLo00,pos,CB,,,,,
player,201311180car,nwe,RyanLo00,offense,0,,,,,
player,201311180car,nwe,RyanLo00,off_pct,0%,,,,,
player,201311180car,nwe,RyanLo00,defense,34,,,,,
player,201311180car,nwe,RyanLo00,def_pct,60%,,,,,
player,201311180car,nwe,RyanLo00,special_teams,7,,,,,
player,201311180car,nwe,RyanLo00,st_pct,33%,,,,,
player,201311180car,nwe,CartAn20,pos,DE,,,,,
player,201311180car,nwe,CartAn20,offense,0,,,,,
player,201311180car,nwe,CartAn20,off_pct,0%,,,,,
player,201311180car,nwe,CartAn20,defense,17,,,,,
player,201311180car,nwe,CartAn20,def_pct,30%,,,,,
player,201311180car,nwe,CartAn20,special_teams,4,,,,,
player,201311180car,nwe,CartAn20,st_pct,19%,,,,,
player,201311180car,nwe,FletDa00,pos,LB,,,,,
player,201311180car,nwe,FletDa00,offense,0,,,,,
player,201311180car,nwe,FletDa00,off_pct,0%,,,,,
player,201311180car,nwe,FletDa00,defense,14,,,,,
player,201311180car,nwe,FletDa00,def_pct,25%,,,,,
player,201311180car,nwe,FletDa00,special_teams,13,,,,,
player,201311180car,nwe,FletDa00,st_pct,62%,,,,,
player,201311180car,nwe,ColeMa01,pos,CB,,,,,
player,201311180car,nwe,ColeMa01,offense,0,,,,,
player,201311180car,nwe,ColeMa01,off_pct,0%,,,,,
player,201311180car,nwe,ColeMa01,defense,8,,,,,
player,201311180car,nwe,ColeMa01,def_pct,14%,,,,,
player,201311180car,nwe,ColeMa01,special_teams,12,,,,,
player,201311180car,nwe,ColeMa01,st_pct,57%,,,,,
player,201311180car,nwe,EbneNa00,pos,SS,,,,,
player,201311180car,nwe,EbneNa00,offense,0,,,,,
player,201311180car,nwe,EbneNa00,off_pct,0%,,,,,
player,201311180car,nwe,EbneNa00,defense,3,,,,,
player,201311180car,nwe,EbneNa00,def_pct,5%,,,,,
player,201311180car,nwe,EbneNa00,special_teams,17,,,,,
player,201311180car,nwe,EbneNa00,st_pct,81%,,,,,
player,201311180car,nwe,CollJa00,pos,LB,,,,,
player,201311180car,nwe,CollJa00,offense,0,,,,,
player,201311180car,nwe,CollJa00,off_pct,0%,,,,,
player,201311180car,nwe,CollJa00,defense,2,,,,,
player,201311180car,nwe,CollJa00,def_pct,4%,,,,,
player,201311180car,nwe,CollJa00,special_teams,17,,,,,
player,201311180car,nwe,CollJa00,st_pct,81%,,,,,
player,201311180car,nwe,WhitCh03,pos,LB,,,,,
player,201311180car,nwe,WhitCh03,offense,0,,,,,
player,201311180car,nwe,WhitCh03,off_pct,0%,,,,,
player,201311180car,nwe,WhitCh03,defense,0,,,,,
player,201311180car,nwe,WhitCh03,def_pct,0%,,,,,
player,201311180car,nwe,WhitCh03,special_teams,13,,,,,
player,201311180car,nwe,WhitCh03,st_pct,62%,,,,,
player,201311180car,nwe,SlatMa00,pos,WR,,,,,
player,201311180car,nwe,SlatMa00,offense,0,,,,,
player,201311180car,nwe,SlatMa00,off_pct,0%,,,,,
player,201311180car,nwe,SlatMa00,defense,0,,,,,
player,201311180car,nwe,SlatMa00,def_pct,0%,,,,,
player,201311180car,nwe,SlatMa00,special_teams,13,,,,,
player,201311180car,nwe,SlatMa00,st_pct,62%,,,,,
player,201311180car,nwe,WilsTa00,pos,SS,,,,,
player,201311180car,nwe,WilsTa00,offense,0,,,,,
player,201311180car,nwe,WilsTa00,off_pct,0%,,,,,
player,201311180car,nwe,WilsTa00,defense,0,,,,,
player,201311180car,nwe,WilsTa00,def_pct,0%,,,,,
player,201311180car,nwe,WilsTa00,special_teams,12,,,,,
player,201311180car,nwe,WilsTa00,st_pct,57%,,,,,
player,201311180car,nwe,GostSt20,pos,K,,,,,
player,201311180car,nwe,GostSt20,offense,0,,,,,
player,201311180car,nwe,GostSt20,off_pct,0%,,,,,
player,201311180car,nwe,GostSt20,defense,0,,,,,
player,201311180car,nwe,GostSt20,def_pct,0%,,,,,
player,201311180car,nwe,GostSt20,special_teams,9,,,,,
player,201311180car,nwe,GostSt20,st_pct,43%,,,,,
player,201311180car,nwe,BuchMi00,pos,DE,,,,,
player,201311180car,nwe,BuchMi00,offense,0,,,,,
player,201311180car,nwe,BuchMi00,off_pct,0%,,,,,
player,201311180car,nwe,BuchMi00,defense,0,,,,,
player,201311180car,nwe,BuchMi00,def_pct,0%,,,,,
player,201311180car,nwe,BuchMi00,special_teams,8,,,,,
player,201311180car,nwe,BuchMi00,st_pct,38%,,,,,
player,201311180car,nwe,AlleRy01,pos,P,,,,,
player,201311180car,nwe,AlleRy01,offense,0,,,,,
player,201311180car,nwe,AlleRy01,off_pct,0%,,,,,
player,201311180car,nwe,AlleRy01,defense,0,,,,,
player,201311180car,nwe,AlleRy01,def_pct,0%,,,,,
player,201311180car,nwe,AlleRy01,special_teams,5,,,,,
player,201311180car,nwe,AlleRy01,st_pct,24%,,,,,
player,201311180car,nwe,AikeDa00,pos,LS,,,,,
player,201311180car,nwe,AikeDa00,offense,0,,,,,
player,201311180car,nwe,AikeDa00,off_pct,0%,,,,,
player,201311180car,nwe,AikeDa00,defense,0,,,,,
player,201311180car,nwe,AikeDa00,def_pct,0%,,,,,
player,201311180car,nwe,AikeDa00,special_teams,5,,,,,
player,201311180car,nwe,AikeDa00,st_pct,24%,,,,,
