game,2013,7,20131020,201310200clt,den,"Denver Broncos",33,clt,"Indianapolis Colts",39
player,201310200clt,den,DeckEr00,pass_cmp,0,,,,,
player,201310200clt,den,DeckEr00,pass_att,0,,,,,
player,201310200clt,den,DeckEr00,pass_yds,0,,,,,
player,201310200clt,den,DeckEr00,pass_td,0,,,,,
player,201310200clt,den,DeckEr00,pass_int,0,,,,,
player,201310200clt,den,DeckEr00,pass_sacked,0,,,,,
player,201310200clt,den,DeckEr00,pass_sacked_yds,0,,,,,
player,201310200clt,den,DeckEr00,pass_long,0,,,,,
player,201310200clt,den,DeckEr00,pass_rating,,,,,,
player,201310200clt,den,DeckEr00,rush_att,0,,,,,
player,201310200clt,den,DeckEr00,rush_yds,0,,,,,
player,201310200clt,den,DeckEr00,rush_td,0,,,,,
player,201310200clt,den,DeckEr00,rush_long,0,,,,,
player,201310200clt,den,DeckEr00,targets,13,,,,,
player,201310200clt,den,DeckEr00,rec,8,,,,,
player,201310200clt,den,DeckEr00,rec_yds,150,,,,,
player,201310200clt,den,DeckEr00,rec_td,1,,,,,
player,201310200clt,den,DeckEr00,rec_long,49,,,,,
player,201310200clt,den,DeckEr00,fumbles,0,,,,,
player,201310200clt,den,DeckEr00,fumbles_lost,0,,,,,
player,201310200clt,den,WelkWe00,pass_cmp,0,,,,,
player,201310200clt,den,WelkWe00,pass_att,0,,,,,
player,201310200clt,den,WelkWe00,pass_yds,0,,,,,
player,201310200clt,den,WelkWe00,pass_td,0,,,,,
player,201310200clt,den,WelkWe00,pass_int,0,,,,,
player,201310200clt,den,WelkWe00,pass_sacked,0,,,,,
player,201310200clt,den,WelkWe00,pass_sacked_yds,0,,,,,
player,201310200clt,den,WelkWe00,pass_long,0,,,,,
player,201310200clt,den,WelkWe00,pass_rating,,,,,,
player,201310200clt,den,WelkWe00,rush_att,0,,,,,
player,201310200clt,den,WelkWe00,rush_yds,0,,,,,
player,201310200clt,den,WelkWe00,rush_td,0,,,,,
player,201310200clt,den,WelkWe00,rush_long,0,,,,,
player,201310200clt,den,WelkWe00,targets,12,,,,,
player,201310200clt,den,WelkWe00,rec,7,,,,,
player,201310200clt,den,WelkWe00,rec_yds,96,,,,,
player,201310200clt,den,WelkWe00,rec_td,0,,,,,
player,201310200clt,den,WelkWe00,rec_long,25,,,,,
player,201310200clt,den,WelkWe00,fumbles,0,,,,,
player,201310200clt,den,WelkWe00,fumbles_lost,0,,,,,
player,201310200clt,den,ThomDe03,pass_cmp,0,,,,,
player,201310200clt,den,ThomDe03,pass_att,0,,,,,
player,201310200clt,den,ThomDe03,pass_yds,0,,,,,
player,201310200clt,den,ThomDe03,pass_td,0,,,,,
player,201310200clt,den,ThomDe03,pass_int,0,,,,,
player,201310200clt,den,ThomDe03,pass_sacked,0,,,,,
player,201310200clt,den,ThomDe03,pass_sacked_yds,0,,,,,
player,201310200clt,den,ThomDe03,pass_long,0,,,,,
player,201310200clt,den,ThomDe03,pass_rating,,,,,,
player,201310200clt,den,ThomDe03,rush_att,0,,,,,
player,201310200clt,den,ThomDe03,rush_yds,0,,,,,
player,201310200clt,den,ThomDe03,rush_td,0,,,,,
player,201310200clt,den,ThomDe03,rush_long,0,,,,,
player,201310200clt,den,ThomDe03,targets,9,,,,,
player,201310200clt,den,ThomDe03,rec,4,,,,,
player,201310200clt,den,ThomDe03,rec_yds,82,,,,,
player,201310200clt,den,ThomDe03,rec_td,1,,,,,
player,201310200clt,den,ThomDe03,rec_long,31,,,,,
player,201310200clt,den,ThomDe03,fumbles,0,,,,,
player,201310200clt,den,ThomDe03,fumbles_lost,0,,,,,
player,201310200clt,den,ThomJu00,pass_cmp,0,,,,,
player,201310200clt,den,ThomJu00,pass_att,0,,,,,
player,201310200clt,den,ThomJu00,pass_yds,0,,,,,
player,201310200clt,den,ThomJu00,pass_td,0,,,,,
player,201310200clt,den,ThomJu00,pass_int,0,,,,,
player,201310200clt,den,ThomJu00,pass_sacked,0,,,,,
player,201310200clt,den,ThomJu00,pass_sacked_yds,0,,,,,
player,201310200clt,den,ThomJu00,pass_long,0,,,,,
player,201310200clt,den,ThomJu00,pass_rating,,,,,,
player,201310200clt,den,ThomJu00,rush_att,0,,,,,
player,201310200clt,den,ThomJu00,rush_yds,0,,,,,
player,201310200clt,den,ThomJu00,rush_td,0,,,,,
player,201310200clt,den,ThomJu00,rush_long,0,,,,,
player,201310200clt,den,ThomJu00,targets,6,,,,,
player,201310200clt,den,ThomJu00,rec,5,,,,,
player,201310200clt,den,ThomJu00,rec_yds,41,,,,,
player,201310200clt,den,ThomJu00,rec_td,1,,,,,
player,201310200clt,den,ThomJu00,rec_long,13,,,,,
player,201310200clt,den,ThomJu00,fumbles,0,,,,,
player,201310200clt,den,ThomJu00,fumbles_lost,0,,,,,
player,201310200clt,den,TammJa00,pass_cmp,0,,,,,
player,201310200clt,den,TammJa00,pass_att,0,,,,,
player,201310200clt,den,TammJa00,pass_yds,0,,,,,
player,201310200clt,den,TammJa00,pass_td,0,,,,,
player,201310200clt,den,TammJa00,pass_int,0,,,,,
player,201310200clt,den,TammJa00,pass_sacked,0,,,,,
player,201310200clt,den,TammJa00,pass_sacked_yds,0,,,,,
player,201310200clt,den,TammJa00,pass_long,0,,,,,
player,201310200clt,den,TammJa00,pass_rating,,,,,,
player,201310200clt,den,TammJa00,rush_att,0,,,,,
player,201310200clt,den,TammJa00,rush_yds,0,,,,,
player,201310200clt,den,TammJa00,rush_td,0,,,,,
player,201310200clt,den,TammJa00,rush_long,0,,,,,
player,201310200clt,den,TammJa00,targets,1,,,,,
player,201310200clt,den,TammJa00,rec,1,,,,,
player,201310200clt,den,TammJa00,rec_yds,7,,,,,
player,201310200clt,den,TammJa00,rec_td,0,,,,,
player,201310200clt,den,TammJa00,rec_long,7,,,,,
player,201310200clt,den,TammJa00,fumbles,0,,,,,
player,201310200clt,den,TammJa00,fumbles_lost,0,,,,,
player,201310200clt,clt,LuckAn00,pass_cmp,21,,,,,
player,201310200clt,clt,LuckAn00,pass_att,38,,,,,
player,201310200clt,clt,LuckAn00,pass_yds,228,,,,,
player,201310200clt,clt,LuckAn00,pass_td,3,,,,,
player,201310200clt,clt,LuckAn00,pass_int,0,,,,,
player,201310200clt,clt,LuckAn00,pass_sacked,2,,,,,
player,201310200clt,clt,LuckAn00,pass_sacked_yds,15,,,,,
player,201310200clt,clt,LuckAn00,pass_long,28,,,,,
player,201310200clt,clt,LuckAn00,pass_rating,99.5,,,,,
player,201310200clt,clt,LuckAn00,rush_att,4,,,,,
player,201310200clt,clt,LuckAn00,rush_yds,29,,,,,
player,201310200clt,clt,LuckAn00,rush_td,1,,,,,
player,201310200clt,clt,LuckAn00,rush_long,11,,,,,
player,201310200clt,clt,LuckAn00,targets,0,,,,,
player,201310200clt,clt,LuckAn00,rec,0,,,,,
player,201310200clt,clt,LuckAn00,rec_yds,0,,,,,
player,201310200clt,clt,LuckAn00,rec_td,0,,,,,
player,201310200clt,clt,LuckAn00,rec_long,0,,,,,
player,201310200clt,clt,LuckAn00,fumbles,0,,,,,
player,201310200clt,clt,LuckAn00,fumbles_lost,0,,,,,
player,201310200clt,clt,RichTr00,pass_cmp,0,,,,,
player,201310200clt,clt,RichTr00,pass_att,0,,,,,
player,201310200clt,clt,RichTr00,pass_yds,0,,,,,
player,201310200clt,clt,RichTr00,pass_td,0,,,,,
player,201310200clt,clt,RichTr00,pass_int,0,,,,,
player,201310200clt,clt,RichTr00,pass_sacked,0,,,,,
player,201310200clt,clt,RichTr00,pass_sacked_yds,0,,,,,
player,201310200clt,clt,RichTr00,pass_long,0,,,,,
player,201310200clt,clt,RichTr00,pass_rating,,,,,,
player,201310200clt,clt,RichTr00,rush_att,14,,,,,
player,201310200clt,clt,RichTr00,rush_yds,37,,,,,
player,201310200clt,clt,RichTr00,rush_td,0,,,,,
player,201310200clt,clt,RichTr00,rush_long,8,,,,,
player,201310200clt,clt,RichTr00,targets,0,,,,,
player,201310200clt,clt,RichTr00,rec,0,,,,,
player,201310200clt,clt,RichTr00,rec_yds,0,,,,,
player,201310200clt,clt,RichTr00,rec_td,0,,,,,
player,201310200clt,clt,RichTr00,rec_long,0,,,,,
player,201310200clt,clt,RichTr00,fumbles,1,,,,,
player,201310200clt,clt,RichTr00,fumbles_lost,1,,,,,
player,201310200clt,clt,HeywDa00,pass_cmp,0,,,,,
player,201310200clt,clt,HeywDa00,pass_att,0,,,,,
player,201310200clt,clt,HeywDa00,pass_yds,0,,,,,
player,201310200clt,clt,HeywDa00,pass_td,0,,,,,
player,201310200clt,clt,HeywDa00,pass_int,0,,,,,
player,201310200clt,clt,HeywDa00,pass_sacked,0,,,,,
player,201310200clt,clt,HeywDa00,pass_sacked_yds,0,,,,,
player,201310200clt,clt,HeywDa00,pass_long,0,,,,,
player,201310200clt,clt,HeywDa00,pass_rating,,,,,,
player,201310200clt,clt,HeywDa00,rush_att,1,,,,,
player,201310200clt,clt,HeywDa00,rush_yds,30,,,,,
player,201310200clt,clt,HeywDa00,rush_td,0,,,,,
player,201310200clt,clt,HeywDa00,rush_long,30,,,,,
player,201310200clt,clt,HeywDa00,targets,7,,,,,
player,201310200clt,clt,HeywDa00,rec,4,,,,,
player,201310200clt,clt,HeywDa00,rec_yds,44,,,,,
player,201310200clt,clt,HeywDa00,rec_td,1,,,,,
player,201310200clt,clt,HeywDa00,rec_long,27,,,,,
player,201310200clt,clt,HeywDa00,fumbles,0,,,,,
player,201310200clt,clt,HeywDa00,fumbles_lost,0,,,,,
player,201310200clt,clt,BrowDo00,pass_cmp,0,,,,,
player,201310200clt,clt,BrowDo00,pass_att,0,,,,,
player,201310200clt,clt,BrowDo00,pass_yds,0,,,,,
player,201310200clt,clt,BrowDo00,pass_td,0,,,,,
player,201310200clt,clt,BrowDo00,pass_int,0,,,,,
player,201310200clt,clt,BrowDo00,pass_sacked,0,,,,,
player,201310200clt,clt,BrowDo00,pass_sacked_yds,0,,,,,
player,201310200clt,clt,BrowDo00,pass_long,0,,,,,
player,201310200clt,clt,BrowDo00,pass_rating,,,,,,
player,201310200clt,clt,BrowDo00,rush_att,11,,,,,
player,201310200clt,clt,BrowDo00,rush_yds,23,,,,,
player,201310200clt,clt,BrowDo00,rush_td,0,,,,,
player,201310200clt,clt,BrowDo00,rush_long,7,,,,,
player,201310200clt,clt,BrowDo00,targets,3,,,,,
player,201310200clt,clt,BrowDo00,rec,3,,,,,
player,201310200clt,clt,BrowDo00,rec_yds,42,,,,,
player,201310200clt,clt,BrowDo00,rec_td,0,,,,,
player,201310200clt,clt,BrowDo00,rec_long,28,,,,,
player,201310200clt,clt,BrowDo00,fumbles,0,,,,,
player,201310200clt,clt,BrowDo00,fumbles_lost,0,,,,,
player,201310200clt,clt,HaviSt00,pass_cmp,0,,,,,
player,201310200clt,clt,HaviSt00,pass_att,0,,,,,
player,201310200clt,clt,HaviSt00,pass_yds,0,,,,,
player,201310200clt,clt,HaviSt00,pass_td,0,,,,,
player,201310200clt,clt,HaviSt00,pass_int,0,,,,,
player,201310200clt,clt,HaviSt00,pass_sacked,0,,,,,
player,201310200clt,clt,HaviSt00,pass_sacked_yds,0,,,,,
player,201310200clt,clt,HaviSt00,pass_long,0,,,,,
player,201310200clt,clt,HaviSt00,pass_rating,,,,,,
player,201310200clt,clt,HaviSt00,rush_att,1,,,,,
player,201310200clt,clt,HaviSt00,rush_yds,2,,,,,
player,201310200clt,clt,HaviSt00,rush_td,0,,,,,
player,201310200clt,clt,HaviSt00,rush_long,2,,,,,
player,201310200clt,clt,HaviSt00,targets,2,,,,,
player,201310200clt,clt,HaviSt00,rec,1,,,,,
player,201310200clt,clt,HaviSt00,rec_yds,20,,,,,
player,201310200clt,clt,HaviSt00,rec_td,1,,,,,
player,201310200clt,clt,HaviSt00,rec_long,20,,,,,
player,201310200clt,clt,HaviSt00,fumbles,0,,,,,
player,201310200clt,clt,HaviSt00,fumbles_lost,0,,,,,
player,201310200clt,clt,WaynRe00,pass_cmp,0,,,,,
player,201310200clt,clt,WaynRe00,pass_att,0,,,,,
player,201310200clt,clt,WaynRe00,pass_yds,0,,,,,
player,201310200clt,clt,WaynRe00,pass_td,0,,,,,
player,201310200clt,clt,WaynRe00,pass_int,0,,,,,
player,201310200clt,clt,WaynRe00,pass_sacked,0,,,,,
player,201310200clt,clt,WaynRe00,pass_sacked_yds,0,,,,,
player,201310200clt,clt,WaynRe00,pass_long,0,,,,,
player,201310200clt,clt,WaynRe00,pass_rating,,,,,,
player,201310200clt,clt,WaynRe00,rush_att,0,,,,,
player,201310200clt,clt,WaynRe00,rush_yds,0,,,,,
player,201310200clt,clt,WaynRe00,rush_td,0,,,,,
player,201310200clt,clt,WaynRe00,rush_long,0,,,,,
player,201310200clt,clt,WaynRe00,targets,8,,,,,
player,201310200clt,clt,WaynRe00,rec,5,,,,,
player,201310200clt,clt,WaynRe00,rec_yds,50,,,,,
player,201310200clt,clt,WaynRe00,rec_td,0,,,,,
player,201310200clt,clt,WaynRe00,rec_long,14,,,,,
player,201310200clt,clt,WaynRe00,fumbles,0,,,,,
player,201310200clt,clt,WaynRe00,fumbles_lost,0,,,,,
player,201310200clt,clt,FleeCo00,pass_cmp,0,,,,,
player,201310200clt,clt,FleeCo00,pass_att,0,,,,,
player,201310200clt,clt,FleeCo00,pass_yds,0,,,,,
player,201310200clt,clt,FleeCo00,pass_td,0,,,,,
player,201310200clt,clt,FleeCo00,pass_int,0,,,,,
player,201310200clt,clt,FleeCo00,pass_sacked,0,,,,,
player,201310200clt,clt,FleeCo00,pass_sacked_yds,0,,,,,
player,201310200clt,clt,FleeCo00,pass_long,0,,,,,
player,201310200clt,clt,FleeCo00,pass_rating,,,,,,
player,201310200clt,clt,FleeCo00,rush_att,0,,,,,
player,201310200clt,clt,FleeCo00,rush_yds,0,,,,,
player,201310200clt,clt,FleeCo00,rush_td,0,,,,,
player,201310200clt,clt,FleeCo00,rush_long,0,,,,,
player,201310200clt,clt,FleeCo00,targets,5,,,,,
player,201310200clt,clt,FleeCo00,rec,5,,,,,
player,201310200clt,clt,FleeCo00,rec_yds,38,,,,,
player,201310200clt,clt,FleeCo00,rec_td,1,,,,,
player,201310200clt,clt,FleeCo00,rec_long,21,,,,,
player,201310200clt,clt,FleeCo00,fumbles,0,,,,,
player,201310200clt,clt,FleeCo00,fumbles_lost,0,,,,,
player,201310200clt,clt,HiltT.00,pass_cmp,0,,,,,
player,201310200clt,clt,HiltT.00,pass_att,0,,,,,
player,201310200clt,clt,HiltT.00,pass_yds,0,,,,,
player,201310200clt,clt,HiltT.00,pass_td,0,,,,,
player,201310200clt,clt,HiltT.00,pass_int,0,,,,,
player,201310200clt,clt,HiltT.00,pass_sacked,0,,,,,
player,201310200clt,clt,HiltT.00,pass_sacked_yds,0,,,,,
player,201310200clt,clt,HiltT.00,pass_long,0,,,,,
player,201310200clt,clt,HiltT.00,pass_rating,,,,,,
player,201310200clt,clt,HiltT.00,rush_att,0,,,,,
player,201310200clt,clt,HiltT.00,rush_yds,0,,,,,
player,201310200clt,clt,HiltT.00,rush_td,0,,,,,
player,201310200clt,clt,HiltT.00,rush_long,0,,,,,
player,201310200clt,clt,HiltT.00,targets,11,,,,,
player,201310200clt,clt,HiltT.00,rec,2,,,,,
player,201310200clt,clt,HiltT.00,rec_yds,27,,,,,
player,201310200clt,clt,HiltT.00,rec_td,0,,,,,
player,201310200clt,clt,HiltT.00,rec_long,19,,,,,
player,201310200clt,clt,HiltT.00,fumbles,0,,,,,
player,201310200clt,clt,HiltT.00,fumbles_lost,0,,,,,
player,201310200clt,clt,DoylJa00,pass_cmp,0,,,,,
player,201310200clt,clt,DoylJa00,pass_att,0,,,,,
player,201310200clt,clt,DoylJa00,pass_yds,0,,,,,
player,201310200clt,clt,DoylJa00,pass_td,0,,,,,
player,201310200clt,clt,DoylJa00,pass_int,0,,,,,
player,201310200clt,clt,DoylJa00,pass_sacked,0,,,,,
player,201310200clt,clt,DoylJa00,pass_sacked_yds,0,,,,,
player,201310200clt,clt,DoylJa00,pass_long,0,,,,,
player,201310200clt,clt,DoylJa00,pass_rating,,,,,,
player,201310200clt,clt,DoylJa00,rush_att,0,,,,,
player,201310200clt,clt,DoylJa00,rush_yds,0,,,,,
player,201310200clt,clt,DoylJa00,rush_td,0,,,,,
player,201310200clt,clt,DoylJa00,rush_long,0,,,,,
player,201310200clt,clt,DoylJa00,targets,2,,,,,
player,201310200clt,clt,DoylJa00,rec,1,,,,,
player,201310200clt,clt,DoylJa00,rec_yds,7,,,,,
player,201310200clt,clt,DoylJa00,rec_td,0,,,,,
player,201310200clt,clt,DoylJa00,rec_long,7,,,,,
player,201310200clt,clt,DoylJa00,fumbles,0,,,,,
player,201310200clt,clt,DoylJa00,fumbles_lost,0,,,,,
player,201310200clt,den,KnigTe99,def_int,0,,,,,
player,201310200clt,den,KnigTe99,def_int_yds,0,,,,,
player,201310200clt,den,KnigTe99,def_int_td,0,,,,,
player,201310200clt,den,KnigTe99,def_int_long,0,,,,,
player,201310200clt,den,KnigTe99,pass_defended,0,,,,,
player,201310200clt,den,KnigTe99,sacks,1.0,,,,,
player,201310200clt,den,KnigTe99,tackles_combined,2,,,,,
player,201310200clt,den,KnigTe99,tackles_solo,1,,,,,
player,201310200clt,den,KnigTe99,tackles_assists,1,,,,,
player,201310200clt,den,KnigTe99,tackles_loss,1,,,,,
player,201310200clt,den,KnigTe99,qb_hits,1,,,,,
player,201310200clt,den,KnigTe99,fumbles_rec,0,,,,,
player,201310200clt,den,KnigTe99,fumbles_rec_yds,0,,,,,
player,201310200clt,den,KnigTe99,fumbles_rec_td,0,,,,,
player,201310200clt,den,KnigTe99,fumbles_forced,0,,,,,
player,201310200clt,den,PhilSh20,def_int,0,,,,,
player,201310200clt,den,PhilSh20,def_int_yds,0,,,,,
player,201310200clt,den,PhilSh20,def_int_td,0,,,,,
player,201310200clt,den,PhilSh20,def_int_long,0,,,,,
player,201310200clt,den,PhilSh20,pass_defended,0,,,,,
player,201310200clt,den,PhilSh20,sacks,1.0,,,,,
player,201310200clt,den,PhilSh20,tackles_combined,1,,,,,
player,201310200clt,den,PhilSh20,tackles_solo,1,,,,,
player,201310200clt,den,PhilSh20,tackles_assists,0,,,,,
player,201310200clt,den,PhilSh20,tackles_loss,1,,,,,
player,201310200clt,den,PhilSh20,qb_hits,2,,,,,
player,201310200clt,den,PhilSh20,fumbles_rec,0,,,,,
player,201310200clt,den,PhilSh20,fumbles_rec_yds,0,,,,,
player,201310200clt,den,PhilSh20,fumbles_rec_td,0,,,,,
player,201310200clt,den,PhilSh20,fumbles_forced,0,,,,,
player,201310200clt,den,IhenDu00,def_int,0,,,,,
player,201310200clt,den,IhenDu00,def_int_yds,0,,,,,
player,201310200clt,den,IhenDu00,def_int_td,0,,,,,
player,201310200clt,den,IhenDu00,def_int_long,0,,,,,
player,201310200clt,den,IhenDu00,pass_defended,0,,,,,
player,201310200clt,den,IhenDu00,sacks,0.0,,,,,
player,201310200clt,den,IhenDu00,tackles_combined,10,,,,,
player,201310200clt,den,IhenDu00,tackles_solo,6,,,,,
player,201310200clt,den,IhenDu00,tackles_assists,4,,,,,
player,201310200clt,den,IhenDu00,tackles_loss,0,,,,,
player,201310200clt,den,IhenDu00,qb_hits,0,,,,,
player,201310200clt,den,IhenDu00,fumbles_rec,1,,,,,
player,201310200clt,den,IhenDu00,fumbles_rec_yds,0,,,,,
player,201310200clt,den,IhenDu00,fumbles_rec_td,0,,,,,
player,201310200clt,den,IhenDu00,fumbles_forced,1,,,,,
player,201310200clt,den,LenoPa20,def_int,0,,,,,
player,201310200clt,den,LenoPa20,def_int_yds,0,,,,,
player,201310200clt,den,LenoPa20,def_int_td,0,,,,,
player,201310200clt,den,LenoPa20,def_int_long,0,,,,,
player,201310200clt,den,LenoPa20,pass_defended,2,,,,,
player,201310200clt,den,LenoPa20,sacks,0.0,,,,,
player,201310200clt,den,LenoPa20,tackles_combined,8,,,,,
player,201310200clt,den,LenoPa20,tackles_solo,3,,,,,
player,201310200clt,den,LenoPa20,tackles_assists,5,,,,,
player,201310200clt,den,LenoPa20,tackles_loss,0,,,,,
player,201310200clt,den,LenoPa20,qb_hits,0,,,,,
player,201310200clt,den,LenoPa20,fumbles_rec,0,,,,,
player,201310200clt,den,LenoPa20,fumbles_rec_yds,0,,,,,
player,201310200clt,den,LenoPa20,fumbles_rec_td,0,,,,,
player,201310200clt,den,LenoPa20,fumbles_forced,0,,,,,
player,201310200clt,den,TrevDa00,def_int,0,,,,,
player,201310200clt,den,TrevDa00,def_int_yds,0,,,,,
player,201310200clt,den,TrevDa00,def_int_td,0,,,,,
player,201310200clt,den,TrevDa00,def_int_long,0,,,,,
player,201310200clt,den,TrevDa00,pass_defended,1,,,,,
player,201310200clt,den,TrevDa00,sacks,0.0,,,,,
player,201310200clt,den,TrevDa00,tackles_combined,8,,,,,
player,201310200clt,den,TrevDa00,tackles_solo,2,,,,,
player,201310200clt,den,TrevDa00,tackles_assists,6,,,,,
player,201310200clt,den,TrevDa00,tackles_loss,0,,,,,
player,201310200clt,den,TrevDa00,qb_hits,1,,,,,
player,201310200clt,den,TrevDa00,fumbles_rec,0,,,,,
player,201310200clt,den,TrevDa00,fumbles_rec_yds,0,,,,,
player,201310200clt,den,TrevDa00,fumbles_rec_td,0,,,,,
player,201310200clt,den,TrevDa00,fumbles_forced,0,,,,,
player,201310200clt,den,HarrCh01,def_int,0,,,,,
player,201310200clt,den,HarrCh01,def_int_yds,0,,,,,
player,201310200clt,den,HarrCh01,def_int_td,0,,,,,
player,201310200clt,den,HarrCh01,def_int_long,0,,,,,
player,201310200clt,den,HarrCh01,pass_defended,1,,,,,
player,201310200clt,den,HarrCh01,sacks,0.0,,,,,
player,201310200clt,den,HarrCh01,tackles_combined,7,,,,,
player,201310200clt,den,HarrCh01,tackles_solo,5,,,,,
player,201310200clt,den,HarrCh01,tackles_assists,2,,,,,
player,201310200clt,den,HarrCh01,tackles_loss,1,,,,,
player,201310200clt,den,HarrCh01,qb_hits,0,,,,,
player,201310200clt,den,HarrCh01,fumbles_rec,0,,,,,
player,201310200clt,den,HarrCh01,fumbles_rec_yds,0,,,,,
player,201310200clt,den,HarrCh01,fumbles_rec_td,0,,,,,
player,201310200clt,den,HarrCh01,fumbles_forced,0,,,,,
player,201310200clt,den,MoorRa00,def_int,0,,,,,
player,201310200clt,den,MoorRa00,def_int_yds,0,,,,,
player,201310200clt,den,MoorRa00,def_int_td,0,,,,,
player,201310200clt,den,MoorRa00,def_int_long,0,,,,,
player,201310200clt,den,MoorRa00,pass_defended,0,,,,,
player,201310200clt,den,MoorRa00,sacks,0.0,,,,,
player,201310200clt,den,MoorRa00,tackles_combined,5,,,,,
player,201310200clt,den,MoorRa00,tackles_solo,3,,,,,
