game,2013,6,20131013,201310130sea,oti,"Tennessee Titans",13,sea,"Seattle Seahawks",20
player,201310130sea,sea,SchoOB99,pos,DE,,,,,
player,201310130sea,sea,SchoOB99,offense,0,,,,,
player,201310130sea,sea,SchoOB99,off_pct,0%,,,,,
player,201310130sea,sea,SchoOB99,defense,6,,,,,
player,201310130sea,sea,SchoOB99,def_pct,12%,,,,,
player,201310130sea,sea,SchoOB99,special_teams,16,,,,,
player,201310130sea,sea,SchoOB99,st_pct,67%,,,,,
player,201310130sea,sea,MaraCh99,pos,FS,,,,,
player,201310130sea,sea,MaraCh99,offense,0,,,,,
player,201310130sea,sea,MaraCh99,off_pct,0%,,,,,
player,201310130sea,sea,MaraCh99,defense,0,,,,,
player,201310130sea,sea,MaraCh99,def_pct,0%,,,,,
player,201310130sea,sea,MaraCh99,special_teams,19,,,,,
player,201310130sea,sea,MaraCh99,st_pct,79%,,,,,
player,201310130sea,sea,FarwHe20,pos,LB,,,,,
player,201310130sea,sea,FarwHe20,offense,0,,,,,
player,201310130sea,sea,FarwHe20,off_pct,0%,,,,,
player,201310130sea,sea,FarwHe20,defense,0,,,,,
player,201310130sea,sea,FarwHe20,def_pct,0%,,,,,
player,201310130sea,sea,FarwHe20,special_teams,19,,,,,
player,201310130sea,sea,FarwHe20,st_pct,79%,,,,,
player,201310130sea,sea,MorgMi00,pos,LB,,,,,
player,201310130sea,sea,MorgMi00,offense,0,,,,,
player,201310130sea,sea,MorgMi00,off_pct,0%,,,,,
player,201310130sea,sea,MorgMi00,defense,0,,,,,
player,201310130sea,sea,MorgMi00,def_pct,0%,,,,,
player,201310130sea,sea,MorgMi00,special_teams,16,,,,,
player,201310130sea,sea,MorgMi00,st_pct,67%,,,,,
player,201310130sea,sea,JohnJe02,pos,SS,,,,,
player,201310130sea,sea,JohnJe02,offense,0,,,,,
player,201310130sea,sea,JohnJe02,off_pct,0%,,,,,
player,201310130sea,sea,JohnJe02,defense,0,,,,,
player,201310130sea,sea,JohnJe02,def_pct,0%,,,,,
player,201310130sea,sea,JohnJe02,special_teams,12,,,,,
player,201310130sea,sea,JohnJe02,st_pct,50%,,,,,
player,201310130sea,sea,HausSt00,pos,K,,,,,
player,201310130sea,sea,HausSt00,offense,0,,,,,
player,201310130sea,sea,HausSt00,off_pct,0%,,,,,
player,201310130sea,sea,HausSt00,defense,0,,,,,
player,201310130sea,sea,HausSt00,def_pct,0%,,,,,
player,201310130sea,sea,HausSt00,special_teams,9,,,,,
player,201310130sea,sea,HausSt00,st_pct,38%,,,,,
player,201310130sea,sea,GresCl00,pos,LS,,,,,
player,201310130sea,sea,GresCl00,offense,0,,,,,
player,201310130sea,sea,GresCl00,off_pct,0%,,,,,
player,201310130sea,sea,GresCl00,defense,0,,,,,
player,201310130sea,sea,GresCl00,def_pct,0%,,,,,
player,201310130sea,sea,GresCl00,special_teams,8,,,,,
player,201310130sea,sea,GresCl00,st_pct,33%,,,,,
player,201310130sea,sea,RyanJo21,pos,P,,,,,
player,201310130sea,sea,RyanJo21,offense,0,,,,,
player,201310130sea,sea,RyanJo21,off_pct,0%,,,,,
player,201310130sea,sea,RyanJo21,defense,0,,,,,
player,201310130sea,sea,RyanJo21,def_pct,0%,,,,,
player,201310130sea,sea,RyanJo21,special_teams,8,,,,,
player,201310130sea,sea,RyanJo21,st_pct,33%,,,,,
player,201310130sea,sea,JeanLe00,pos,C,,,,,
player,201310130sea,sea,JeanLe00,offense,0,,,,,
player,201310130sea,sea,JeanLe00,off_pct,0%,,,,,
player,201310130sea,sea,JeanLe00,defense,0,,,,,
player,201310130sea,sea,JeanLe00,def_pct,0%,,,,,
player,201310130sea,sea,JeanLe00,special_teams,7,,,,,
player,201310130sea,sea,JeanLe00,st_pct,29%,,,,,
player,201310130sea,sea,LaneJe00,pos,CB,,,,,
player,201310130sea,sea,LaneJe00,offense,0,,,,,
player,201310130sea,sea,LaneJe00,off_pct,0%,,,,,
player,201310130sea,sea,LaneJe00,defense,0,,,,,
player,201310130sea,sea,LaneJe00,def_pct,0%,,,,,
player,201310130sea,sea,LaneJe00,special_teams,6,,,,,
player,201310130sea,sea,LaneJe00,st_pct,25%,,,,,
player,201310130sea,sea,BailAl01,pos,T,,,,,
player,201310130sea,sea,BailAl01,offense,0,,,,,
player,201310130sea,sea,BailAl01,off_pct,0%,,,,,
player,201310130sea,sea,BailAl01,defense,0,,,,,
player,201310130sea,sea,BailAl01,def_pct,0%,,,,,
player,201310130sea,sea,BailAl01,special_teams,5,,,,,
player,201310130sea,sea,BailAl01,st_pct,21%,,,,,
player,201310130sea,oti,RoosMi20,pos,T,,,,,
player,201310130sea,oti,RoosMi20,offense,52,,,,,
player,201310130sea,oti,RoosMi20,off_pct,100%,,,,,
player,201310130sea,oti,RoosMi20,defense,0,,,,,
player,201310130sea,oti,RoosMi20,def_pct,0%,,,,,
player,201310130sea,oti,RoosMi20,special_teams,3,,,,,
player,201310130sea,oti,RoosMi20,st_pct,12%,,,,,
player,201310130sea,oti,StewDa21,pos,T,,,,,
player,201310130sea,oti,StewDa21,offense,52,,,,,
player,201310130sea,oti,StewDa21,off_pct,100%,,,,,
player,201310130sea,oti,StewDa21,defense,0,,,,,
player,201310130sea,oti,StewDa21,def_pct,0%,,,,,
player,201310130sea,oti,StewDa21,special_teams,3,,,,,
player,201310130sea,oti,StewDa21,st_pct,12%,,,,,
player,201310130sea,oti,TurnRo22,pos,C,,,,,
player,201310130sea,oti,TurnRo22,offense,52,,,,,
player,201310130sea,oti,TurnRo22,off_pct,100%,,,,,
player,201310130sea,oti,TurnRo22,defense,0,,,,,
player,201310130sea,oti,TurnRo22,def_pct,0%,,,,,
player,201310130sea,oti,TurnRo22,special_teams,3,,,,,
player,201310130sea,oti,TurnRo22,st_pct,12%,,,,,
player,201310130sea,oti,WarmCh00,pos,G,,,,,
player,201310130sea,oti,WarmCh00,offense,52,,,,,
player,201310130sea,oti,WarmCh00,off_pct,100%,,,,,
player,201310130sea,oti,WarmCh00,defense,0,,,,,
player,201310130sea,oti,WarmCh00,def_pct,0%,,,,,
player,201310130sea,oti,WarmCh00,special_teams,3,,,,,
player,201310130sea,oti,WarmCh00,st_pct,12%,,,,,
player,201310130sea,oti,LeviAn20,pos,G,,,,,
player,201310130sea,oti,LeviAn20,offense,52,,,,,
player,201310130sea,oti,LeviAn20,off_pct,100%,,,,,
player,201310130sea,oti,LeviAn20,defense,0,,,,,
player,201310130sea,oti,LeviAn20,def_pct,0%,,,,,
player,201310130sea,oti,LeviAn20,special_teams,0,,,,,
player,201310130sea,oti,LeviAn20,st_pct,0%,,,,,
player,201310130sea,oti,FitzRy00,pos,QB,,,,,
player,201310130sea,oti,FitzRy00,offense,52,,,,,
player,201310130sea,oti,FitzRy00,off_pct,100%,,,,,
player,201310130sea,oti,FitzRy00,defense,0,,,,,
player,201310130sea,oti,FitzRy00,def_pct,0%,,,,,
player,201310130sea,oti,FitzRy00,special_teams,0,,,,,
player,201310130sea,oti,FitzRy00,st_pct,0%,,,,,
player,201310130sea,oti,JohnCh04,pos,RB,,,,,
player,201310130sea,oti,JohnCh04,offense,50,,,,,
player,201310130sea,oti,JohnCh04,off_pct,96%,,,,,
player,201310130sea,oti,JohnCh04,defense,0,,,,,
player,201310130sea,oti,JohnCh04,def_pct,0%,,,,,
player,201310130sea,oti,JohnCh04,special_teams,0,,,,,
player,201310130sea,oti,JohnCh04,st_pct,0%,,,,,
player,201310130sea,oti,WalkHu00,pos,TE,,,,,
player,201310130sea,oti,WalkHu00,offense,42,,,,,
player,201310130sea,oti,WalkHu00,off_pct,81%,,,,,
player,201310130sea,oti,WalkHu00,defense,0,,,,,
player,201310130sea,oti,WalkHu00,def_pct,0%,,,,,
player,201310130sea,oti,WalkHu00,special_teams,3,,,,,
player,201310130sea,oti,WalkHu00,st_pct,12%,,,,,
player,201310130sea,oti,WrigKe01,pos,WR,,,,,
player,201310130sea,oti,WrigKe01,offense,40,,,,,
player,201310130sea,oti,WrigKe01,off_pct,77%,,,,,
player,201310130sea,oti,WrigKe01,defense,0,,,,,
player,201310130sea,oti,WrigKe01,def_pct,0%,,,,,
player,201310130sea,oti,WrigKe01,special_teams,0,,,,,
player,201310130sea,oti,WrigKe01,st_pct,0%,,,,,
player,201310130sea,oti,WashNa00,pos,WR,,,,,
player,201310130sea,oti,WashNa00,offense,40,,,,,
player,201310130sea,oti,WashNa00,off_pct,77%,,,,,
player,201310130sea,oti,WashNa00,defense,0,,,,,
player,201310130sea,oti,WashNa00,def_pct,0%,,,,,
player,201310130sea,oti,WashNa00,special_teams,0,,,,,
player,201310130sea,oti,WashNa00,st_pct,0%,,,,,
player,201310130sea,oti,WillDa04,pos,WR,,,,,
player,201310130sea,oti,WillDa04,offense,35,,,,,
player,201310130sea,oti,WillDa04,off_pct,67%,,,,,
player,201310130sea,oti,WillDa04,defense,0,,,,,
player,201310130sea,oti,WillDa04,def_pct,0%,,,,,
player,201310130sea,oti,WillDa04,special_teams,0,,,,,
player,201310130sea,oti,WillDa04,st_pct,0%,,,,,
player,201310130sea,oti,StevCr00,pos,TE,,,,,
player,201310130sea,oti,StevCr00,offense,20,,,,,
player,201310130sea,oti,StevCr00,off_pct,38%,,,,,
player,201310130sea,oti,StevCr00,defense,0,,,,,
player,201310130sea,oti,StevCr00,def_pct,0%,,,,,
player,201310130sea,oti,StevCr00,special_teams,13,,,,,
player,201310130sea,oti,StevCr00,st_pct,54%,,,,,
player,201310130sea,oti,ThomTa00,pos,TE,,,,,
player,201310130sea,oti,ThomTa00,offense,15,,,,,
player,201310130sea,oti,ThomTa00,off_pct,29%,,,,,
player,201310130sea,oti,ThomTa00,defense,0,,,,,
player,201310130sea,oti,ThomTa00,def_pct,0%,,,,,
player,201310130sea,oti,ThomTa00,special_teams,16,,,,,
player,201310130sea,oti,ThomTa00,st_pct,67%,,,,,
player,201310130sea,oti,PresMi00,pos,WR,,,,,
player,201310130sea,oti,PresMi00,offense,7,,,,,
player,201310130sea,oti,PresMi00,off_pct,13%,,,,,
player,201310130sea,oti,PresMi00,defense,0,,,,,
player,201310130sea,oti,PresMi00,def_pct,0%,,,,,
player,201310130sea,oti,PresMi00,special_teams,11,,,,,
player,201310130sea,oti,PresMi00,st_pct,46%,,,,,
player,201310130sea,oti,HuntJu00,pos,WR,,,,,
player,201310130sea,oti,HuntJu00,offense,6,,,,,
player,201310130sea,oti,HuntJu00,off_pct,12%,,,,,
player,201310130sea,oti,HuntJu00,defense,0,,,,,
player,201310130sea,oti,HuntJu00,def_pct,0%,,,,,
player,201310130sea,oti,HuntJu00,special_teams,0,,,,,
player,201310130sea,oti,HuntJu00,st_pct,0%,,,,,
player,201310130sea,oti,BritKe00,pos,WR,,,,,
player,201310130sea,oti,BritKe00,offense,2,,,,,
player,201310130sea,oti,BritKe00,off_pct,4%,,,,,
player,201310130sea,oti,BritKe00,defense,0,,,,,
player,201310130sea,oti,BritKe00,def_pct,0%,,,,,
player,201310130sea,oti,BritKe00,special_teams,0,,,,,
player,201310130sea,oti,BritKe00,st_pct,0%,,,,,
player,201310130sea,oti,ReynDa00,pos,RB,,,,,
player,201310130sea,oti,ReynDa00,offense,1,,,,,
player,201310130sea,oti,ReynDa00,off_pct,2%,,,,,
player,201310130sea,oti,ReynDa00,defense,0,,,,,
player,201310130sea,oti,ReynDa00,def_pct,0%,,,,,
player,201310130sea,oti,ReynDa00,special_teams,10,,,,,
player,201310130sea,oti,ReynDa00,st_pct,42%,,,,,
player,201310130sea,oti,BattJa00,pos,RB,,,,,
player,201310130sea,oti,BattJa00,offense,1,,,,,
player,201310130sea,oti,BattJa00,off_pct,2%,,,,,
player,201310130sea,oti,BattJa00,defense,0,,,,,
player,201310130sea,oti,BattJa00,def_pct,0%,,,,,
player,201310130sea,oti,BattJa00,special_teams,7,,,,,
player,201310130sea,oti,BattJa00,st_pct,29%,,,,,
player,201310130sea,oti,MoonCo00,pos,FB,,,,,
player,201310130sea,oti,MoonCo00,offense,1,,,,,
player,201310130sea,oti,MoonCo00,off_pct,2%,,,,,
player,201310130sea,oti,MoonCo00,defense,0,,,,,
player,201310130sea,oti,MoonCo00,def_pct,0%,,,,,
player,201310130sea,oti,MoonCo00,special_teams,5,,,,,
player,201310130sea,oti,MoonCo00,st_pct,21%,,,,,
player,201310130sea,oti,McCoJa99,pos,CB,,,,,
player,201310130sea,oti,McCoJa99,offense,0,,,,,
player,201310130sea,oti,McCoJa99,off_pct,0%,,,,,
player,201310130sea,oti,McCoJa99,defense,68,,,,,
player,201310130sea,oti,McCoJa99,def_pct,100%,,,,,
player,201310130sea,oti,McCoJa99,special_teams,8,,,,,
player,201310130sea,oti,McCoJa99,st_pct,33%,,,,,
player,201310130sea,oti,PollBe20,pos,SS,,,,,
player,201310130sea,oti,PollBe20,offense,0,,,,,
player,201310130sea,oti,PollBe20,off_pct,0%,,,,,
player,201310130sea,oti,PollBe20,defense,68,,,,,
player,201310130sea,oti,PollBe20,def_pct,100%,,,,,
player,201310130sea,oti,PollBe20,special_teams,7,,,,,
player,201310130sea,oti,PollBe20,st_pct,29%,,,,,
player,201310130sea,oti,GrifMi99,pos,FS,,,,,
player,201310130sea,oti,GrifMi99,offense,0,,,,,
player,201310130sea,oti,GrifMi99,off_pct,0%,,,,,
player,201310130sea,oti,GrifMi99,defense,67,,,,,
player,201310130sea,oti,GrifMi99,def_pct,99%,,,,,
player,201310130sea,oti,GrifMi99,special_teams,9,,,,,
player,201310130sea,oti,GrifMi99,st_pct,38%,,,,,
player,201310130sea,oti,VernAl99,pos,CB,,,,,
player,201310130sea,oti,VernAl99,offense,0,,,,,
player,201310130sea,oti,VernAl99,off_pct,0%,,,,,
player,201310130sea,oti,VernAl99,defense,64,,,,,
player,201310130sea,oti,VernAl99,def_pct,94%,,,,,
player,201310130sea,oti,VernAl99,special_teams,9,,,,,
player,201310130sea,oti,VernAl99,st_pct,38%,,,,,
player,201310130sea,oti,BrowZa00,pos,LB,,,,,
player,201310130sea,oti,BrowZa00,offense,0,,,,,
player,201310130sea,oti,BrowZa00,off_pct,0%,,,,,
player,201310130sea,oti,BrowZa00,defense,62,,,,,
player,201310130sea,oti,BrowZa00,def_pct,91%,,,,,
player,201310130sea,oti,BrowZa00,special_teams,13,,,,,
player,201310130sea,oti,BrowZa00,st_pct,54%,,,,,
player,201310130sea,oti,CaseJu00,pos,DT,,,,,
player,201310130sea,oti,CaseJu00,offense,0,,,,,
player,201310130sea,oti,CaseJu00,off_pct,0%,,,,,
player,201310130sea,oti,CaseJu00,defense,53,,,,,
player,201310130sea,oti,CaseJu00,def_pct,78%,,,,,
player,201310130sea,oti,CaseJu00,special_teams,8,,,,,
player,201310130sea,oti,CaseJu00,st_pct,33%,,,,,
player,201310130sea,oti,FokoMo99,pos,LB,,,,,
player,201310130sea,oti,FokoMo99,offense,0,,,,,
player,201310130sea,oti,FokoMo99,off_pct,0%,,,,,
player,201310130sea,oti,FokoMo99,defense,47,,,,,
player,201310130sea,oti,FokoMo99,def_pct,69%,,,,,
player,201310130sea,oti,FokoMo99,special_teams,7,,,,,
player,201310130sea,oti,FokoMo99,st_pct,29%,,,,,
player,201310130sea,oti,AyerAk00,pos,LB,,,,,
player,201310130sea,oti,AyerAk00,offense,0,,,,,
player,201310130sea,oti,AyerAk00,off_pct,0%,,,,,
player,201310130sea,oti,AyerAk00,defense,45,,,,,
player,201310130sea,oti,AyerAk00,def_pct,66%,,,,,
player,201310130sea,oti,AyerAk00,special_teams,8,,,,,
player,201310130sea,oti,AyerAk00,st_pct,33%,,,,,
player,201310130sea,oti,SensCo00,pos,CB,,,,,
player,201310130sea,oti,SensCo00,offense,0,,,,,
player,201310130sea,oti,SensCo00,off_pct,0%,,,,,
player,201310130sea,oti,SensCo00,defense,42,,,,,
player,201310130sea,oti,SensCo00,def_pct,62%,,,,,
player,201310130sea,oti,SensCo00,special_teams,3,,,,,
player,201310130sea,oti,SensCo00,st_pct,12%,,,,,
player,201310130sea,oti,PitoRo00,pos,DE,,,,,
player,201310130sea,oti,PitoRo00,offense,0,,,,,
player,201310130sea,oti,PitoRo00,off_pct,0%,,,,,
player,201310130sea,oti,PitoRo00,defense,41,,,,,
player,201310130sea,oti,PitoRo00,def_pct,60%,,,,,
player,201310130sea,oti,PitoRo00,special_teams,8,,,,,
player,201310130sea,oti,PitoRo00,st_pct,33%,,,,,
player,201310130sea,oti,JohnAn03,pos,DT,,,,,
player,201310130sea,oti,JohnAn03,offense,0,,,,,
player,201310130sea,oti,JohnAn03,off_pct,0%,,,,,
player,201310130sea,oti,JohnAn03,defense,39,,,,,
player,201310130sea,oti,JohnAn03,def_pct,57%,,,,,
player,201310130sea,oti,JohnAn03,special_teams,7,,,,,
player,201310130sea,oti,JohnAn03,st_pct,29%,,,,,
player,201310130sea,oti,EdwaLa00,pos,DE,,,,,
player,201310130sea,oti,EdwaLa00,offense,0,,,,,
player,201310130sea,oti,EdwaLa00,off_pct,0%,,,,,
player,201310130sea,oti,EdwaLa00,defense,36,,,,,
player,201310130sea,oti,EdwaLa00,def_pct,53%,,,,,
player,201310130sea,oti,EdwaLa00,special_teams,7,,,,,
player,201310130sea,oti,EdwaLa00,st_pct,29%,,,,,
player,201310130sea,oti,MorgDe99,pos,DE,,,,,
player,201310130sea,oti,MorgDe99,offense,0,,,,,
player,201310130sea,oti,MorgDe99,off_pct,0%,,,,,
player,201310130sea,oti,MorgDe99,defense,24,,,,,
player,201310130sea,oti,MorgDe99,def_pct,35%,,,,,
player,201310130sea,oti,MorgDe99,special_teams,0,,,,,
player,201310130sea,oti,MorgDe99,st_pct,0%,,,,,
player,201310130sea,oti,MartMi01,pos,DT,,,,,
player,201310130sea,oti,MartMi01,offense,0,,,,,
player,201310130sea,oti,MartMi01,off_pct,0%,,,,,
player,201310130sea,oti,MartMi01,defense,23,,,,,
player,201310130sea,oti,MartMi01,def_pct,34%,,,,,
player,201310130sea,oti,MartMi01,special_teams,6,,,,,
player,201310130sea,oti,MartMi01,st_pct,25%,,,,,
player,201310130sea,oti,McCaCo00,pos,LB,,,,,
player,201310130sea,oti,McCaCo00,offense,0,,,,,
player,201310130sea,oti,McCaCo00,off_pct,0%,,,,,
player,201310130sea,oti,McCaCo00,defense,22,,,,,
player,201310130sea,oti,McCaCo00,def_pct,32%,,,,,
player,201310130sea,oti,McCaCo00,special_teams,16,,,,,
player,201310130sea,oti,McCaCo00,st_pct,67%,,,,,
player,201310130sea,oti,KlugKa00,pos,DE,,,,,
player,201310130sea,oti,KlugKa00,offense,0,,,,,
player,201310130sea,oti,KlugKa00,off_pct,0%,,,,,
player,201310130sea,oti,KlugKa00,defense,20,,,,,
player,201310130sea,oti,KlugKa00,def_pct,29%,,,,,
player,201310130sea,oti,KlugKa00,special_teams,5,,,,,
player,201310130sea,oti,KlugKa00,st_pct,21%,,,,,
player,201310130sea,oti,WimbKa20,pos,DE,,,,,
player,201310130sea,oti,WimbKa20,offense,0,,,,,
player,201310130sea,oti,WimbKa20,off_pct,0%,,,,,
player,201310130sea,oti,WimbKa20,defense,17,,,,,
player,201310130sea,oti,WimbKa20,def_pct,25%,,,,,
player,201310130sea,oti,WimbKa20,special_teams,4,,,,,
player,201310130sea,oti,WimbKa20,st_pct,17%,,,,,
player,201310130sea,oti,WilsGe01,pos,FS,,,,,
player,201310130sea,oti,WilsGe01,offense,0,,,,,
player,201310130sea,oti,WilsGe01,off_pct,0%,,,,,
player,201310130sea,oti,WilsGe01,defense,6,,,,,
player,201310130sea,oti,WilsGe01,def_pct,9%,,,,,
player,201310130sea,oti,WilsGe01,special_teams,8,,,,,
player,201310130sea,oti,WilsGe01,st_pct,33%,,,,,
player,201310130sea,oti,HillSa99,pos,DT,,,,,
player,201310130sea,oti,HillSa99,offense,0,,,,,
player,201310130sea,oti,HillSa99,off_pct,0%,,,,,
player,201310130sea,oti,HillSa99,defense,4,,,,,
player,201310130sea,oti,HillSa99,def_pct,6%,,,,,
player,201310130sea,oti,HillSa99,special_teams,0,,,,,
player,201310130sea,oti,HillSa99,st_pct,0%,,,,,
player,201310130sea,oti,StafDa00,pos,SS,,,,,
player,201310130sea,oti,StafDa00,offense,0,,,,,
player,201310130sea,oti,StafDa00,off_pct,0%,,,,,
player,201310130sea,oti,StafDa00,defense,0,,,,,
player,201310130sea,oti,StafDa00,def_pct,0%,,,,,
player,201310130sea,oti,StafDa00,special_teams,13,,,,,
player,201310130sea,oti,StafDa00,st_pct,54%,,,,,
player,201310130sea,oti,CampTo00,pos,CB,,,,,
player,201310130sea,oti,CampTo00,offense,0,,,,,
player,201310130sea,oti,CampTo00,off_pct,0%,,,,,
player,201310130sea,oti,CampTo00,defense,0,,,,,
player,201310130sea,oti,CampTo00,def_pct,0%,,,,,
player,201310130sea,oti,CampTo00,special_teams,13,,,,,
player,201310130sea,oti,CampTo00,st_pct,54%,,,,,
player,201310130sea,oti,BrinBe00,pos,LS,,,,,
player,201310130sea,oti,BrinBe00,offense,0,,,,,
player,201310130sea,oti,BrinBe00,off_pct,0%,,,,,
player,201310130sea,oti,BrinBe00,defense,0,,,,,
player,201310130sea,oti,BrinBe00,def_pct,0%,,,,,
player,201310130sea,oti,BrinBe00,special_teams,8,,,,,
player,201310130sea,oti,BrinBe00,st_pct,33%,,,,,
player,201310130sea,oti,KernBr20,pos,P,,,,,
player,201310130sea,oti,KernBr20,offense,0,,,,,
player,201310130sea,oti,KernBr20,off_pct,0%,,,,,
player,201310130sea,oti,KernBr20,defense,0,,,,,
player,201310130sea,oti,KernBr20,def_pct,0%,,,,,
player,201310130sea,oti,KernBr20,special_teams,8,,,,,
player,201310130sea,oti,KernBr20,st_pct,33%,,,,,
player,201310130sea,oti,bironrob01,pos,K,,,,,
player,201310130sea,oti,bironrob01,offense,0,,,,,
player,201310130sea,oti,bironrob01,off_pct,0%,,,,,
player,201310130sea,oti,bironrob01,defense,0,,,,,
player,201310130sea,oti,bironrob01,def_pct,0%,,,,,
player,201310130sea,oti,bironrob01,special_teams,6,,,,,
player,201310130sea,oti,bironrob01,st_pct,25%,,,,,
player,201310130sea,oti,OttoMi20,pos,T,,,,,
player,201310130sea,oti,OttoMi20,offense,0,,,,,
player,201310130sea,oti,OttoMi20,off_pct,0%,,,,,
player,201310130sea,oti,OttoMi20,defense,0,,,,,
player,201310130sea,oti,OttoMi20,def_pct,0%,,,,,
player,201310130sea,oti,OttoMi20,special_teams,3,,,,,
player,201310130sea,oti,OttoMi20,st_pct,12%,,,,,
player,201310130sea,oti,SpenCh21,pos,C,,,,,
player,201310130sea,oti,SpenCh21,offense,0,,,,,
player,201310130sea,oti,SpenCh21,off_pct,0%,,,,,
player,201310130sea,oti,SpenCh21,defense,0,,,,,
player,201310130sea,oti,SpenCh21,def_pct,0%,,,,,
player,201310130sea,oti,SpenCh21,special_teams,3,,,,,
player,201310130sea,oti,SpenCh21,st_pct,12%,,,,,
