game,2013,6,20131013,201310130cle,det,"Detroit Lions",31,cle,"Cleveland Browns",17
player,201310130cle,cle,BadeJo00,def_int_long,0,,,,,
player,201310130cle,cle,BadeJo00,pass_defended,0,,,,,
player,201310130cle,cle,BadeJo00,sacks,0.0,,,,,
player,201310130cle,cle,BadeJo00,tackles_combined,1,,,,,
player,201310130cle,cle,BadeJo00,tackles_solo,1,,,,,
player,201310130cle,cle,BadeJo00,tackles_assists,0,,,,,
player,201310130cle,cle,BadeJo00,tackles_loss,0,,,,,
player,201310130cle,cle,BadeJo00,qb_hits,0,,,,,
player,201310130cle,cle,BadeJo00,fumbles_rec,0,,,,,
player,201310130cle,cle,BadeJo00,fumbles_rec_yds,0,,,,,
player,201310130cle,cle,BadeJo00,fumbles_rec_td,0,,,,,
player,201310130cle,cle,BadeJo00,fumbles_forced,0,,,,,
player,201310130cle,cle,HazePa00,def_int,0,,,,,
player,201310130cle,cle,HazePa00,def_int_yds,0,,,,,
player,201310130cle,cle,HazePa00,def_int_td,0,,,,,
player,201310130cle,cle,HazePa00,def_int_long,0,,,,,
player,201310130cle,cle,HazePa00,pass_defended,0,,,,,
player,201310130cle,cle,HazePa00,sacks,0.0,,,,,
player,201310130cle,cle,HazePa00,tackles_combined,1,,,,,
player,201310130cle,cle,HazePa00,tackles_solo,0,,,,,
player,201310130cle,cle,HazePa00,tackles_assists,1,,,,,
player,201310130cle,cle,HazePa00,tackles_loss,0,,,,,
player,201310130cle,cle,HazePa00,qb_hits,0,,,,,
player,201310130cle,cle,HazePa00,fumbles_rec,0,,,,,
player,201310130cle,cle,HazePa00,fumbles_rec_yds,0,,,,,
player,201310130cle,cle,HazePa00,fumbles_rec_td,0,,,,,
player,201310130cle,cle,HazePa00,fumbles_forced,0,,,,,
player,201310130cle,cle,HughJo00,def_int,0,,,,,
player,201310130cle,cle,HughJo00,def_int_yds,0,,,,,
player,201310130cle,cle,HughJo00,def_int_td,0,,,,,
player,201310130cle,cle,HughJo00,def_int_long,0,,,,,
player,201310130cle,cle,HughJo00,pass_defended,0,,,,,
player,201310130cle,cle,HughJo00,sacks,0.0,,,,,
player,201310130cle,cle,HughJo00,tackles_combined,1,,,,,
player,201310130cle,cle,HughJo00,tackles_solo,1,,,,,
player,201310130cle,cle,HughJo00,tackles_assists,0,,,,,
player,201310130cle,cle,HughJo00,tackles_loss,0,,,,,
player,201310130cle,cle,HughJo00,qb_hits,0,,,,,
player,201310130cle,cle,HughJo00,fumbles_rec,0,,,,,
player,201310130cle,cle,HughJo00,fumbles_rec_yds,0,,,,,
player,201310130cle,cle,HughJo00,fumbles_rec_td,0,,,,,
player,201310130cle,cle,HughJo00,fumbles_forced,0,,,,,
player,201310130cle,cle,KrugPa99,def_int,0,,,,,
player,201310130cle,cle,KrugPa99,def_int_yds,0,,,,,
player,201310130cle,cle,KrugPa99,def_int_td,0,,,,,
player,201310130cle,cle,KrugPa99,def_int_long,0,,,,,
player,201310130cle,cle,KrugPa99,pass_defended,0,,,,,
player,201310130cle,cle,KrugPa99,sacks,0.0,,,,,
player,201310130cle,cle,KrugPa99,tackles_combined,1,,,,,
player,201310130cle,cle,KrugPa99,tackles_solo,1,,,,,
player,201310130cle,cle,KrugPa99,tackles_assists,0,,,,,
player,201310130cle,cle,KrugPa99,tackles_loss,0,,,,,
player,201310130cle,cle,KrugPa99,qb_hits,0,,,,,
player,201310130cle,cle,KrugPa99,fumbles_rec,0,,,,,
player,201310130cle,cle,KrugPa99,fumbles_rec_yds,0,,,,,
player,201310130cle,cle,KrugPa99,fumbles_rec_td,0,,,,,
player,201310130cle,cle,KrugPa99,fumbles_forced,0,,,,,
player,201310130cle,cle,MageBr00,def_int,0,,,,,
player,201310130cle,cle,MageBr00,def_int_yds,0,,,,,
player,201310130cle,cle,MageBr00,def_int_td,0,,,,,
player,201310130cle,cle,MageBr00,def_int_long,0,,,,,
player,201310130cle,cle,MageBr00,pass_defended,0,,,,,
player,201310130cle,cle,MageBr00,sacks,0.0,,,,,
player,201310130cle,cle,MageBr00,tackles_combined,1,,,,,
player,201310130cle,cle,MageBr00,tackles_solo,1,,,,,
player,201310130cle,cle,MageBr00,tackles_assists,0,,,,,
player,201310130cle,cle,MageBr00,tackles_loss,0,,,,,
player,201310130cle,cle,MageBr00,qb_hits,0,,,,,
player,201310130cle,cle,MageBr00,fumbles_rec,0,,,,,
player,201310130cle,cle,MageBr00,fumbles_rec_yds,0,,,,,
player,201310130cle,cle,MageBr00,fumbles_rec_td,0,,,,,
player,201310130cle,cle,MageBr00,fumbles_forced,0,,,,,
player,201310130cle,cle,OgboCh00,def_int,0,,,,,
player,201310130cle,cle,OgboCh00,def_int_yds,0,,,,,
player,201310130cle,cle,OgboCh00,def_int_td,0,,,,,
player,201310130cle,cle,OgboCh00,def_int_long,0,,,,,
player,201310130cle,cle,OgboCh00,pass_defended,0,,,,,
player,201310130cle,cle,OgboCh00,sacks,0.0,,,,,
player,201310130cle,cle,OgboCh00,tackles_combined,1,,,,,
player,201310130cle,cle,OgboCh00,tackles_solo,1,,,,,
player,201310130cle,cle,OgboCh00,tackles_assists,0,,,,,
player,201310130cle,cle,OgboCh00,tackles_loss,0,,,,,
player,201310130cle,cle,OgboCh00,qb_hits,0,,,,,
player,201310130cle,cle,OgboCh00,fumbles_rec,0,,,,,
player,201310130cle,cle,OgboCh00,fumbles_rec_yds,0,,,,,
player,201310130cle,cle,OgboCh00,fumbles_rec_td,0,,,,,
player,201310130cle,cle,OgboCh00,fumbles_forced,0,,,,,
player,201310130cle,cle,TaylPh00,def_int,0,,,,,
player,201310130cle,cle,TaylPh00,def_int_yds,0,,,,,
player,201310130cle,cle,TaylPh00,def_int_td,0,,,,,
player,201310130cle,cle,TaylPh00,def_int_long,0,,,,,
player,201310130cle,cle,TaylPh00,pass_defended,0,,,,,
player,201310130cle,cle,TaylPh00,sacks,0.0,,,,,
player,201310130cle,cle,TaylPh00,tackles_combined,0,,,,,
player,201310130cle,cle,TaylPh00,tackles_solo,0,,,,,
player,201310130cle,cle,TaylPh00,tackles_assists,0,,,,,
player,201310130cle,cle,TaylPh00,tackles_loss,0,,,,,
player,201310130cle,cle,TaylPh00,qb_hits,1,,,,,
player,201310130cle,cle,TaylPh00,fumbles_rec,0,,,,,
player,201310130cle,cle,TaylPh00,fumbles_rec_yds,0,,,,,
player,201310130cle,cle,TaylPh00,fumbles_rec_td,0,,,,,
player,201310130cle,cle,TaylPh00,fumbles_forced,0,,,,,
player,201310130cle,cle,KitcIs00,def_int,,,,,,
player,201310130cle,cle,KitcIs00,def_int_yds,,,,,,
player,201310130cle,cle,KitcIs00,def_int_td,,,,,,
player,201310130cle,cle,KitcIs00,def_int_long,,,,,,
player,201310130cle,cle,KitcIs00,pass_defended,,,,,,
player,201310130cle,cle,KitcIs00,sacks,0.0,,,,,
player,201310130cle,cle,KitcIs00,tackles_combined,,,,,,
player,201310130cle,cle,KitcIs00,tackles_solo,,,,,,
player,201310130cle,cle,KitcIs00,tackles_assists,,,,,,
player,201310130cle,cle,KitcIs00,tackles_loss,0,,,,,
player,201310130cle,cle,KitcIs00,qb_hits,1,,,,,
player,201310130cle,cle,KitcIs00,fumbles_rec,,,,,,
player,201310130cle,cle,KitcIs00,fumbles_rec_yds,,,,,,
player,201310130cle,cle,KitcIs00,fumbles_rec_td,,,,,,
player,201310130cle,cle,KitcIs00,fumbles_forced,,,,,,
player,201310130cle,det,SpurMi00,kick_ret,0,,,,,
player,201310130cle,det,SpurMi00,kick_ret_yds,0,,,,,
player,201310130cle,det,SpurMi00,kick_ret_yds_per_ret,,,,,,
player,201310130cle,det,SpurMi00,kick_ret_td,0,,,,,
player,201310130cle,det,SpurMi00,kick_ret_long,0,,,,,
player,201310130cle,det,SpurMi00,punt_ret,5,,,,,
player,201310130cle,det,SpurMi00,punt_ret_yds,22,,,,,
player,201310130cle,det,SpurMi00,punt_ret_yds_per_ret,4.4,,,,,
player,201310130cle,det,SpurMi00,punt_ret_td,0,,,,,
player,201310130cle,det,SpurMi00,punt_ret_long,11,,,,,
player,201310130cle,cle,BenjTr00,kick_ret,0,,,,,
player,201310130cle,cle,BenjTr00,kick_ret_yds,0,,,,,
player,201310130cle,cle,BenjTr00,kick_ret_yds_per_ret,,,,,,
player,201310130cle,cle,BenjTr00,kick_ret_td,0,,,,,
player,201310130cle,cle,BenjTr00,kick_ret_long,0,,,,,
player,201310130cle,cle,BenjTr00,punt_ret,3,,,,,
player,201310130cle,cle,BenjTr00,punt_ret_yds,-10,,,,,
player,201310130cle,cle,BenjTr00,punt_ret_yds_per_ret,-3.3,,,,,
player,201310130cle,cle,BenjTr00,punt_ret_td,0,,,,,
player,201310130cle,cle,BenjTr00,punt_ret_long,2,,,,,
player,201310130cle,cle,LittGr00,kick_ret,1,,,,,
player,201310130cle,cle,LittGr00,kick_ret_yds,21,,,,,
player,201310130cle,cle,LittGr00,kick_ret_yds_per_ret,21.0,,,,,
player,201310130cle,cle,LittGr00,kick_ret_td,0,,,,,
player,201310130cle,cle,LittGr00,kick_ret_long,21,,,,,
player,201310130cle,cle,LittGr00,punt_ret,0,,,,,
player,201310130cle,cle,LittGr00,punt_ret_yds,0,,,,,
player,201310130cle,cle,LittGr00,punt_ret_yds_per_ret,,,,,,
player,201310130cle,cle,LittGr00,punt_ret_td,0,,,,,
player,201310130cle,cle,LittGr00,punt_ret_long,0,,,,,
player,201310130cle,det,akersdav01,xpm,4,,,,,
player,201310130cle,det,akersdav01,xpa,4,,,,,
player,201310130cle,det,akersdav01,fgm,1,,,,,
player,201310130cle,det,akersdav01,fga,1,,,,,
player,201310130cle,det,akersdav01,punt,0,,,,,
player,201310130cle,det,akersdav01,punt_yds,0,,,,,
player,201310130cle,det,akersdav01,punt_yds_per_punt,,,,,,
player,201310130cle,det,akersdav01,punt_long,0,,,,,
player,201310130cle,det,MartSa01,xpm,,,,,,
player,201310130cle,det,MartSa01,xpa,,,,,,
player,201310130cle,det,MartSa01,fgm,,,,,,
player,201310130cle,det,MartSa01,fga,,,,,,
player,201310130cle,det,MartSa01,punt,5,,,,,
player,201310130cle,det,MartSa01,punt_yds,229,,,,,
player,201310130cle,det,MartSa01,punt_yds_per_punt,45.8,,,,,
player,201310130cle,det,MartSa01,punt_long,52,,,,,
player,201310130cle,cle,cundibil01,xpm,2,,,,,
player,201310130cle,cle,cundibil01,xpa,2,,,,,
player,201310130cle,cle,cundibil01,fgm,1,,,,,
player,201310130cle,cle,cundibil01,fga,1,,,,,
player,201310130cle,cle,cundibil01,punt,0,,,,,
player,201310130cle,cle,cundibil01,punt_yds,0,,,,,
player,201310130cle,cle,cundibil01,punt_yds_per_punt,,,,,,
player,201310130cle,cle,cundibil01,punt_long,0,,,,,
player,201310130cle,cle,LannSp00,xpm,,,,,,
player,201310130cle,cle,LannSp00,xpa,,,,,,
player,201310130cle,cle,LannSp00,fgm,,,,,,
player,201310130cle,cle,LannSp00,fga,,,,,,
player,201310130cle,cle,LannSp00,punt,6,,,,,
player,201310130cle,cle,LannSp00,punt_yds,284,,,,,
player,201310130cle,cle,LannSp00,punt_yds_per_punt,47.3,,,,,
player,201310130cle,cle,LannSp00,punt_long,52,,,,,
player,201310130cle,cle,SchwMi00,pos,T,,,,,
player,201310130cle,cle,SchwMi00,offense,68,,,,,
player,201310130cle,cle,SchwMi00,off_pct,100%,,,,,
player,201310130cle,cle,SchwMi00,defense,0,,,,,
player,201310130cle,cle,SchwMi00,def_pct,0%,,,,,
player,201310130cle,cle,SchwMi00,special_teams,3,,,,,
player,201310130cle,cle,SchwMi00,st_pct,10%,,,,,
player,201310130cle,cle,ThomJo28,pos,T,,,,,
player,201310130cle,cle,ThomJo28,offense,68,,,,,
player,201310130cle,cle,ThomJo28,off_pct,100%,,,,,
player,201310130cle,cle,ThomJo28,defense,0,,,,,
player,201310130cle,cle,ThomJo28,def_pct,0%,,,,,
player,201310130cle,cle,ThomJo28,special_teams,3,,,,,
player,201310130cle,cle,ThomJo28,st_pct,10%,,,,,
player,201310130cle,cle,GrecJo20,pos,G,,,,,
player,201310130cle,cle,GrecJo20,offense,68,,,,,
player,201310130cle,cle,GrecJo20,off_pct,100%,,,,,
player,201310130cle,cle,GrecJo20,defense,0,,,,,
player,201310130cle,cle,GrecJo20,def_pct,0%,,,,,
player,201310130cle,cle,GrecJo20,special_teams,3,,,,,
player,201310130cle,cle,GrecJo20,st_pct,10%,,,,,
player,201310130cle,cle,LauvSh20,pos,G,,,,,
player,201310130cle,cle,LauvSh20,offense,68,,,,,
player,201310130cle,cle,LauvSh20,off_pct,100%,,,,,
player,201310130cle,cle,LauvSh20,defense,0,,,,,
player,201310130cle,cle,LauvSh20,def_pct,0%,,,,,
player,201310130cle,cle,LauvSh20,special_teams,3,,,,,
player,201310130cle,cle,LauvSh20,st_pct,10%,,,,,
player,201310130cle,cle,MackAl20,pos,C,,,,,
player,201310130cle,cle,MackAl20,offense,68,,,,,
player,201310130cle,cle,MackAl20,off_pct,100%,,,,,
player,201310130cle,cle,MackAl20,defense,0,,,,,
player,201310130cle,cle,MackAl20,def_pct,0%,,,,,
player,201310130cle,cle,MackAl20,special_teams,3,,,,,
player,201310130cle,cle,MackAl20,st_pct,10%,,,,,
player,201310130cle,cle,CameJo00,pos,TE,,,,,
player,201310130cle,cle,CameJo00,offense,68,,,,,
player,201310130cle,cle,CameJo00,off_pct,100%,,,,,
player,201310130cle,cle,CameJo00,defense,0,,,,,
player,201310130cle,cle,CameJo00,def_pct,0%,,,,,
player,201310130cle,cle,CameJo00,special_teams,0,,,,,
player,201310130cle,cle,CameJo00,st_pct,0%,,,,,
player,201310130cle,cle,WeedBr00,pos,QB,,,,,
player,201310130cle,cle,WeedBr00,offense,68,,,,,
player,201310130cle,cle,WeedBr00,off_pct,100%,,,,,
player,201310130cle,cle,WeedBr00,defense,0,,,,,
player,201310130cle,cle,WeedBr00,def_pct,0%,,,,,
player,201310130cle,cle,WeedBr00,special_teams,0,,,,,
player,201310130cle,cle,WeedBr00,st_pct,0%,,,,,
player,201310130cle,cle,GordJo02,pos,WR,,,,,
player,201310130cle,cle,GordJo02,offense,65,,,,,
player,201310130cle,cle,GordJo02,off_pct,96%,,,,,
player,201310130cle,cle,GordJo02,defense,0,,,,,
player,201310130cle,cle,GordJo02,def_pct,0%,,,,,
player,201310130cle,cle,GordJo02,special_teams,0,,,,,
player,201310130cle,cle,GordJo02,st_pct,0%,,,,,
player,201310130cle,cle,LittGr00,pos,WR,,,,,
player,201310130cle,cle,LittGr00,offense,62,,,,,
player,201310130cle,cle,LittGr00,off_pct,91%,,,,,
player,201310130cle,cle,LittGr00,defense,0,,,,,
player,201310130cle,cle,LittGr00,def_pct,0%,,,,,
player,201310130cle,cle,LittGr00,special_teams,5,,,,,
player,201310130cle,cle,LittGr00,st_pct,17%,,,,,
player,201310130cle,cle,BessDa00,pos,WR,,,,,
player,201310130cle,cle,BessDa00,offense,41,,,,,
player,201310130cle,cle,BessDa00,off_pct,60%,,,,,
player,201310130cle,cle,BessDa00,defense,0,,,,,
player,201310130cle,cle,BessDa00,def_pct,0%,,,,,
player,201310130cle,cle,BessDa00,special_teams,1,,,,,
player,201310130cle,cle,BessDa00,st_pct,3%,,,,,
player,201310130cle,cle,OgboCh00,pos,FB,,,,,
player,201310130cle,cle,OgboCh00,offense,39,,,,,
player,201310130cle,cle,OgboCh00,off_pct,57%,,,,,
player,201310130cle,cle,OgboCh00,defense,0,,,,,
player,201310130cle,cle,OgboCh00,def_pct,0%,,,,,
player,201310130cle,cle,OgboCh00,special_teams,16,,,,,
player,201310130cle,cle,OgboCh00,st_pct,55%,,,,,
player,201310130cle,cle,McGaWi00,pos,RB,,,,,
player,201310130cle,cle,McGaWi00,offense,26,,,,,
player,201310130cle,cle,McGaWi00,off_pct,38%,,,,,
player,201310130cle,cle,McGaWi00,defense,0,,,,,
player,201310130cle,cle,McGaWi00,def_pct,0%,,,,,
player,201310130cle,cle,McGaWi00,special_teams,0,,,,,
player,201310130cle,cle,McGaWi00,st_pct,0%,,,,,
player,201310130cle,cle,BarnGa01,pos,TE,,,,,
player,201310130cle,cle,BarnGa01,offense,20,,,,,
player,201310130cle,cle,BarnGa01,off_pct,29%,,,,,
player,201310130cle,cle,BarnGa01,defense,0,,,,,
player,201310130cle,cle,BarnGa01,def_pct,0%,,,,,
player,201310130cle,cle,BarnGa01,special_teams,15,,,,,
player,201310130cle,cle,BarnGa01,st_pct,52%,,,,,
player,201310130cle,cle,BenjTr00,pos,WR,,,,,
player,201310130cle,cle,BenjTr00,offense,9,,,,,
player,201310130cle,cle,BenjTr00,off_pct,13%,,,,,
player,201310130cle,cle,BenjTr00,defense,0,,,,,
player,201310130cle,cle,BenjTr00,def_pct,0%,,,,,
player,201310130cle,cle,BenjTr00,special_teams,4,,,,,
player,201310130cle,cle,BenjTr00,st_pct,14%,,,,,
player,201310130cle,cle,RainBo00,pos,RB,,,,,
player,201310130cle,cle,RainBo00,offense,6,,,,,
player,201310130cle,cle,RainBo00,off_pct,9%,,,,,
player,201310130cle,cle,RainBo00,defense,0,,,,,
player,201310130cle,cle,RainBo00,def_pct,0%,,,,,
player,201310130cle,cle,RainBo00,special_teams,0,,,,,
player,201310130cle,cle,RainBo00,st_pct,0%,,,,,
player,201310130cle,cle,GrayMa00,pos,TE,,,,,
player,201310130cle,cle,GrayMa00,offense,3,,,,,
player,201310130cle,cle,GrayMa00,off_pct,4%,,,,,
player,201310130cle,cle,GrayMa00,defense,0,,,,,
player,201310130cle,cle,GrayMa00,def_pct,0%,,,,,
player,201310130cle,cle,GrayMa00,special_teams,20,,,,,
player,201310130cle,cle,GrayMa00,st_pct,69%,,,,,
player,201310130cle,cle,ButlRa20,pos,T,,,,,
player,201310130cle,cle,ButlRa20,offense,1,,,,,
player,201310130cle,cle,ButlRa20,off_pct,1%,,,,,
player,201310130cle,cle,ButlRa20,defense,0,,,,,
player,201310130cle,cle,ButlRa20,def_pct,0%,,,,,
player,201310130cle,cle,ButlRa20,special_teams,3,,,,,
player,201310130cle,cle,ButlRa20,st_pct,10%,,,,,
player,201310130cle,cle,HadeJo99,pos,CB,,,,,
player,201310130cle,cle,HadeJo99,offense,0,,,,,
player,201310130cle,cle,HadeJo99,off_pct,0%,,,,,
player,201310130cle,cle,HadeJo99,defense,75,,,,,
player,201310130cle,cle,HadeJo99,def_pct,100%,,,,,
player,201310130cle,cle,HadeJo99,special_teams,10,,,,,
player,201310130cle,cle,HadeJo99,st_pct,34%,,,,,
player,201310130cle,cle,JackDQ20,pos,LB,,,,,
player,201310130cle,cle,JackDQ20,offense,0,,,,,
player,201310130cle,cle,JackDQ20,off_pct,0%,,,,,
player,201310130cle,cle,JackDQ20,defense,75,,,,,
player,201310130cle,cle,JackDQ20,def_pct,100%,,,,,
player,201310130cle,cle,JackDQ20,special_teams,6,,,,,
player,201310130cle,cle,JackDQ20,st_pct,21%,,,,,
player,201310130cle,cle,RobeCr00,pos,LB,,,,,
player,201310130cle,cle,RobeCr00,offense,0,,,,,
player,201310130cle,cle,RobeCr00,off_pct,0%,,,,,
player,201310130cle,cle,RobeCr00,defense,75,,,,,
player,201310130cle,cle,RobeCr00,def_pct,100%,,,,,
player,201310130cle,cle,RobeCr00,special_teams,6,,,,,
player,201310130cle,cle,RobeCr00,st_pct,21%,,,,,
player,201310130cle,cle,SkriBu00,pos,CB,,,,,
player,201310130cle,cle,SkriBu00,offense,0,,,,,
player,201310130cle,cle,SkriBu00,off_pct,0%,,,,,
player,201310130cle,cle,SkriBu00,defense,74,,,,,
player,201310130cle,cle,SkriBu00,def_pct,99%,,,,,
player,201310130cle,cle,SkriBu00,special_teams,8,,,,,
player,201310130cle,cle,SkriBu00,st_pct,28%,,,,,
player,201310130cle,cle,GipsTa00,pos,FS,,,,,
player,201310130cle,cle,GipsTa00,offense,0,,,,,
player,201310130cle,cle,GipsTa00,off_pct,0%,,,,,
player,201310130cle,cle,GipsTa00,defense,69,,,,,
player,201310130cle,cle,GipsTa00,def_pct,92%,,,,,
player,201310130cle,cle,GipsTa00,special_teams,6,,,,,
player,201310130cle,cle,GipsTa00,st_pct,21%,,,,,
player,201310130cle,cle,WardT.99,pos,SS,,,,,
player,201310130cle,cle,WardT.99,offense,0,,,,,
player,201310130cle,cle,WardT.99,off_pct,0%,,,,,
player,201310130cle,cle,WardT.99,defense,69,,,,,
player,201310130cle,cle,WardT.99,def_pct,92%,,,,,
player,201310130cle,cle,WardT.99,special_teams,5,,,,,
player,201310130cle,cle,WardT.99,st_pct,17%,,,,,
player,201310130cle,cle,KrugPa99,pos,LB,,,,,
player,201310130cle,cle,KrugPa99,offense,0,,,,,
player,201310130cle,cle,KrugPa99,off_pct,0%,,,,,
player,201310130cle,cle,KrugPa99,defense,61,,,,,
player,201310130cle,cle,KrugPa99,def_pct,81%,,,,,
player,201310130cle,cle,KrugPa99,special_teams,6,,,,,
player,201310130cle,cle,KrugPa99,st_pct,21%,,,,,
player,201310130cle,cle,MingBa00,pos,LB,,,,,
player,201310130cle,cle,MingBa00,offense,0,,,,,
player,201310130cle,cle,MingBa00,off_pct,0%,,,,,
player,201310130cle,cle,MingBa00,defense,61,,,,,
player,201310130cle,cle,MingBa00,def_pct,81%,,,,,
player,201310130cle,cle,MingBa00,special_teams,1,,,,,
player,201310130cle,cle,MingBa00,st_pct,3%,,,,,
player,201310130cle,cle,RubiAh99,pos,DE,,,,,
player,201310130cle,cle,RubiAh99,offense,0,,,,,
player,201310130cle,cle,RubiAh99,off_pct,0%,,,,,
player,201310130cle,cle,RubiAh99,defense,56,,,,,
player,201310130cle,cle,RubiAh99,def_pct,75%,,,,,
player,201310130cle,cle,RubiAh99,special_teams,6,,,,,
player,201310130cle,cle,RubiAh99,st_pct,21%,,,,,
player,201310130cle,cle,OwenCh99,pos,CB,,,,,
player,201310130cle,cle,OwenCh99,offense,0,,,,,
player,201310130cle,cle,OwenCh99,off_pct,0%,,,,,
player,201310130cle,cle,OwenCh99,defense,55,,,,,
player,201310130cle,cle,OwenCh99,def_pct,73%,,,,,
player,201310130cle,cle,OwenCh99,special_teams,14,,,,,
player,201310130cle,cle,OwenCh99,st_pct,48%,,,,,
player,201310130cle,cle,BryaDe00,pos,DT,,,,,
player,201310130cle,cle,BryaDe00,offense,0,,,,,
player,201310130cle,cle,BryaDe00,off_pct,0%,,,,,
player,201310130cle,cle,BryaDe00,defense,49,,,,,
player,201310130cle,cle,BryaDe00,def_pct,65%,,,,,
player,201310130cle,cle,BryaDe00,special_teams,6,,,,,
player,201310130cle,cle,BryaDe00,st_pct,21%,,,,,
player,201310130cle,cle,TaylPh00,pos,NT,,,,,
player,201310130cle,cle,TaylPh00,offense,0,,,,,
player,201310130cle,cle,TaylPh00,off_pct,0%,,,,,
player,201310130cle,cle,TaylPh00,defense,40,,,,,
player,201310130cle,cle,TaylPh00,def_pct,53%,,,,,
player,201310130cle,cle,TaylPh00,special_teams,5,,,,,
player,201310130cle,cle,TaylPh00,st_pct,17%,,,,,
player,201310130cle,cle,GrovQu99,pos,LB,,,,,
player,201310130cle,cle,GrovQu99,offense,0,,,,,
player,201310130cle,cle,GrovQu99,off_pct,0%,,,,,
player,201310130cle,cle,GrovQu99,defense,28,,,,,
player,201310130cle,cle,GrovQu99,def_pct,37%,,,,,
player,201310130cle,cle,GrovQu99,special_teams,6,,,,,
player,201310130cle,cle,GrovQu99,st_pct,21%,,,,,
player,201310130cle,cle,HughJo00,pos,DE,,,,,
player,201310130cle,cle,HughJo00,offense,0,,,,,
player,201310130cle,cle,HughJo00,off_pct,0%,,,,,
player,201310130cle,cle,HughJo00,defense,22,,,,,
player,201310130cle,cle,HughJo00,def_pct,29%,,,,,
player,201310130cle,cle,HughJo00,special_teams,5,,,,,
player,201310130cle,cle,HughJo00,st_pct,17%,,,,,
player,201310130cle,cle,BryaAr00,pos,DE,,,,,
player,201310130cle,cle,BryaAr00,offense,0,,,,,
player,201310130cle,cle,BryaAr00,off_pct,0%,,,,,
player,201310130cle,cle,BryaAr00,defense,8,,,,,
player,201310130cle,cle,BryaAr00,def_pct,11%,,,,,
player,201310130cle,cle,BryaAr00,special_teams,6,,,,,
player,201310130cle,cle,BryaAr00,st_pct,21%,,,,,
player,201310130cle,cle,KitcIs00,pos,NT,,,,,
player,201310130cle,cle,KitcIs00,offense,0,,,,,
player,201310130cle,cle,KitcIs00,off_pct,0%,,,,,
player,201310130cle,cle,KitcIs00,defense,7,,,,,
player,201310130cle,cle,KitcIs00,def_pct,9%,,,,,
player,201310130cle,cle,KitcIs00,special_teams,0,,,,,
player,201310130cle,cle,KitcIs00,st_pct,0%,,,,,
player,201310130cle,cle,BadeJo00,pos,FS,,,,,
player,201310130cle,cle,BadeJo00,offense,0,,,,,
player,201310130cle,cle,BadeJo00,off_pct,0%,,,,,
player,201310130cle,cle,BadeJo00,defense,1,,,,,
player,201310130cle,cle,BadeJo00,def_pct,1%,,,,,
player,201310130cle,cle,BadeJo00,special_teams,20,,,,,
player,201310130cle,cle,BadeJo00,st_pct,69%,,,,,
player,201310130cle,cle,MageBr00,pos,LB,,,,,
player,201310130cle,cle,MageBr00,offense,0,,,,,
player,201310130cle,cle,MageBr00,off_pct,0%,,,,,
player,201310130cle,cle,MageBr00,defense,0,,,,,
player,201310130cle,cle,MageBr00,def_pct,0%,,,,,
player,201310130cle,cle,MageBr00,special_teams,20,,,,,
player,201310130cle,cle,MageBr00,st_pct,69%,,,,,
player,201310130cle,cle,CardTa00,pos,LB,,,,,
player,201310130cle,cle,CardTa00,offense,0,,,,,
player,201310130cle,cle,CardTa00,off_pct,0%,,,,,
player,201310130cle,cle,CardTa00,defense,0,,,,,
player,201310130cle,cle,CardTa00,def_pct,0%,,,,,
player,201310130cle,cle,CardTa00,special_teams,20,,,,,
player,201310130cle,cle,CardTa00,st_pct,69%,,,,,
player,201310130cle,cle,AubrJo00,pos,SS,,,,,
player,201310130cle,cle,AubrJo00,offense,0,,,,,
player,201310130cle,cle,AubrJo00,off_pct,0%,,,,,
player,201310130cle,cle,AubrJo00,defense,0,,,,,
player,201310130cle,cle,AubrJo00,def_pct,0%,,,,,
player,201310130cle,cle,AubrJo00,special_teams,20,,,,,
player,201310130cle,cle,AubrJo00,st_pct,69%,,,,,
player,201310130cle,cle,HazePa00,pos,LB,,,,,
player,201310130cle,cle,HazePa00,offense,0,,,,,
player,201310130cle,cle,HazePa00,off_pct,0%,,,,,
player,201310130cle,cle,HazePa00,defense,0,,,,,
player,201310130cle,cle,HazePa00,def_pct,0%,,,,,
player,201310130cle,cle,HazePa00,special_teams,15,,,,,
player,201310130cle,cle,HazePa00,st_pct,52%,,,,,
player,201310130cle,cle,MartEr02,pos,LB,,,,,
player,201310130cle,cle,MartEr02,offense,0,,,,,
player,201310130cle,cle,MartEr02,off_pct,0%,,,,,
player,201310130cle,cle,MartEr02,defense,0,,,,,
player,201310130cle,cle,MartEr02,def_pct,0%,,,,,
player,201310130cle,cle,MartEr02,special_teams,14,,,,,
player,201310130cle,cle,MartEr02,st_pct,48%,,,,,
player,201310130cle,cle,LannSp00,pos,P,,,,,
player,201310130cle,cle,LannSp00,offense,0,,,,,
player,201310130cle,cle,LannSp00,off_pct,0%,,,,,
player,201310130cle,cle,LannSp00,defense,0,,,,,
player,201310130cle,cle,LannSp00,def_pct,0%,,,,,
player,201310130cle,cle,LannSp00,special_teams,9,,,,,
player,201310130cle,cle,LannSp00,st_pct,31%,,,,,
player,201310130cle,cle,YounCh02,pos,LS,,,,,
player,201310130cle,cle,YounCh02,offense,0,,,,,
player,201310130cle,cle,YounCh02,off_pct,0%,,,,,
player,201310130cle,cle,YounCh02,defense,0,,,,,
