game,2013,6,20131013,201310130cle,det,"Detroit Lions",31,cle,"Cleveland Browns",17
player,201310130cle,det,BellJo01,pass_sacked,0,,,,,
player,201310130cle,det,BellJo01,pass_sacked_yds,0,,,,,
player,201310130cle,det,BellJo01,pass_long,0,,,,,
player,201310130cle,det,BellJo01,pass_rating,,,,,,
player,201310130cle,det,BellJo01,rush_att,7,,,,,
player,201310130cle,det,BellJo01,rush_yds,25,,,,,
player,201310130cle,det,BellJo01,rush_td,0,,,,,
player,201310130cle,det,BellJo01,rush_long,6,,,,,
player,201310130cle,det,BellJo01,targets,2,,,,,
player,201310130cle,det,BellJo01,rec,1,,,,,
player,201310130cle,det,BellJo01,rec_yds,8,,,,,
player,201310130cle,det,BellJo01,rec_td,0,,,,,
player,201310130cle,det,BellJo01,rec_long,8,,,,,
player,201310130cle,det,BellJo01,fumbles,0,,,,,
player,201310130cle,det,BellJo01,fumbles_lost,0,,,,,
player,201310130cle,det,LeshMi00,pass_cmp,0,,,,,
player,201310130cle,det,LeshMi00,pass_att,0,,,,,
player,201310130cle,det,LeshMi00,pass_yds,0,,,,,
player,201310130cle,det,LeshMi00,pass_td,0,,,,,
player,201310130cle,det,LeshMi00,pass_int,0,,,,,
player,201310130cle,det,LeshMi00,pass_sacked,0,,,,,
player,201310130cle,det,LeshMi00,pass_sacked_yds,0,,,,,
player,201310130cle,det,LeshMi00,pass_long,0,,,,,
player,201310130cle,det,LeshMi00,pass_rating,,,,,,
player,201310130cle,det,LeshMi00,rush_att,2,,,,,
player,201310130cle,det,LeshMi00,rush_yds,9,,,,,
player,201310130cle,det,LeshMi00,rush_td,0,,,,,
player,201310130cle,det,LeshMi00,rush_long,5,,,,,
player,201310130cle,det,LeshMi00,targets,0,,,,,
player,201310130cle,det,LeshMi00,rec,0,,,,,
player,201310130cle,det,LeshMi00,rec_yds,0,,,,,
player,201310130cle,det,LeshMi00,rec_td,0,,,,,
player,201310130cle,det,LeshMi00,rec_long,0,,,,,
player,201310130cle,det,LeshMi00,fumbles,0,,,,,
player,201310130cle,det,LeshMi00,fumbles_lost,0,,,,,
player,201310130cle,det,DurhKr00,pass_cmp,0,,,,,
player,201310130cle,det,DurhKr00,pass_att,0,,,,,
player,201310130cle,det,DurhKr00,pass_yds,0,,,,,
player,201310130cle,det,DurhKr00,pass_td,0,,,,,
player,201310130cle,det,DurhKr00,pass_int,0,,,,,
player,201310130cle,det,DurhKr00,pass_sacked,0,,,,,
player,201310130cle,det,DurhKr00,pass_sacked_yds,0,,,,,
player,201310130cle,det,DurhKr00,pass_long,0,,,,,
player,201310130cle,det,DurhKr00,pass_rating,,,,,,
player,201310130cle,det,DurhKr00,rush_att,0,,,,,
player,201310130cle,det,DurhKr00,rush_yds,0,,,,,
player,201310130cle,det,DurhKr00,rush_td,0,,,,,
player,201310130cle,det,DurhKr00,rush_long,0,,,,,
player,201310130cle,det,DurhKr00,targets,13,,,,,
player,201310130cle,det,DurhKr00,rec,8,,,,,
player,201310130cle,det,DurhKr00,rec_yds,83,,,,,
player,201310130cle,det,DurhKr00,rec_td,0,,,,,
player,201310130cle,det,DurhKr00,rec_long,24,,,,,
player,201310130cle,det,DurhKr00,fumbles,0,,,,,
player,201310130cle,det,DurhKr00,fumbles_lost,0,,,,,
player,201310130cle,det,PettBr00,pass_cmp,0,,,,,
player,201310130cle,det,PettBr00,pass_att,0,,,,,
player,201310130cle,det,PettBr00,pass_yds,0,,,,,
player,201310130cle,det,PettBr00,pass_td,0,,,,,
player,201310130cle,det,PettBr00,pass_int,0,,,,,
player,201310130cle,det,PettBr00,pass_sacked,0,,,,,
player,201310130cle,det,PettBr00,pass_sacked_yds,0,,,,,
player,201310130cle,det,PettBr00,pass_long,0,,,,,
player,201310130cle,det,PettBr00,pass_rating,,,,,,
player,201310130cle,det,PettBr00,rush_att,0,,,,,
player,201310130cle,det,PettBr00,rush_yds,0,,,,,
player,201310130cle,det,PettBr00,rush_td,0,,,,,
player,201310130cle,det,PettBr00,rush_long,0,,,,,
player,201310130cle,det,PettBr00,targets,4,,,,,
player,201310130cle,det,PettBr00,rec,4,,,,,
player,201310130cle,det,PettBr00,rec_yds,36,,,,,
player,201310130cle,det,PettBr00,rec_td,0,,,,,
player,201310130cle,det,PettBr00,rec_long,12,,,,,
player,201310130cle,det,PettBr00,fumbles,0,,,,,
player,201310130cle,det,PettBr00,fumbles_lost,0,,,,,
player,201310130cle,det,FaurJo00,pass_cmp,0,,,,,
player,201310130cle,det,FaurJo00,pass_att,0,,,,,
player,201310130cle,det,FaurJo00,pass_yds,0,,,,,
player,201310130cle,det,FaurJo00,pass_td,0,,,,,
player,201310130cle,det,FaurJo00,pass_int,0,,,,,
player,201310130cle,det,FaurJo00,pass_sacked,0,,,,,
player,201310130cle,det,FaurJo00,pass_sacked_yds,0,,,,,
player,201310130cle,det,FaurJo00,pass_long,0,,,,,
player,201310130cle,det,FaurJo00,pass_rating,,,,,,
player,201310130cle,det,FaurJo00,rush_att,0,,,,,
player,201310130cle,det,FaurJo00,rush_yds,0,,,,,
player,201310130cle,det,FaurJo00,rush_td,0,,,,,
player,201310130cle,det,FaurJo00,rush_long,0,,,,,
player,201310130cle,det,FaurJo00,targets,3,,,,,
player,201310130cle,det,FaurJo00,rec,3,,,,,
player,201310130cle,det,FaurJo00,rec_yds,34,,,,,
player,201310130cle,det,FaurJo00,rec_td,3,,,,,
player,201310130cle,det,FaurJo00,rec_long,23,,,,,
player,201310130cle,det,FaurJo00,fumbles,0,,,,,
player,201310130cle,det,FaurJo00,fumbles_lost,0,,,,,
player,201310130cle,det,JohnCa00,pass_cmp,0,,,,,
player,201310130cle,det,JohnCa00,pass_att,0,,,,,
player,201310130cle,det,JohnCa00,pass_yds,0,,,,,
player,201310130cle,det,JohnCa00,pass_td,0,,,,,
player,201310130cle,det,JohnCa00,pass_int,0,,,,,
player,201310130cle,det,JohnCa00,pass_sacked,0,,,,,
player,201310130cle,det,JohnCa00,pass_sacked_yds,0,,,,,
player,201310130cle,det,JohnCa00,pass_long,0,,,,,
player,201310130cle,det,JohnCa00,pass_rating,,,,,,
player,201310130cle,det,JohnCa00,rush_att,0,,,,,
player,201310130cle,det,JohnCa00,rush_yds,0,,,,,
player,201310130cle,det,JohnCa00,rush_td,0,,,,,
player,201310130cle,det,JohnCa00,rush_long,0,,,,,
player,201310130cle,det,JohnCa00,targets,8,,,,,
player,201310130cle,det,JohnCa00,rec,3,,,,,
player,201310130cle,det,JohnCa00,rec_yds,25,,,,,
player,201310130cle,det,JohnCa00,rec_td,0,,,,,
player,201310130cle,det,JohnCa00,rec_long,10,,,,,
player,201310130cle,det,JohnCa00,fumbles,0,,,,,
player,201310130cle,det,JohnCa00,fumbles_lost,0,,,,,
player,201310130cle,det,OgleKe00,pass_cmp,0,,,,,
player,201310130cle,det,OgleKe00,pass_att,0,,,,,
player,201310130cle,det,OgleKe00,pass_yds,0,,,,,
player,201310130cle,det,OgleKe00,pass_td,0,,,,,
player,201310130cle,det,OgleKe00,pass_int,0,,,,,
player,201310130cle,det,OgleKe00,pass_sacked,0,,,,,
player,201310130cle,det,OgleKe00,pass_sacked_yds,0,,,,,
player,201310130cle,det,OgleKe00,pass_long,0,,,,,
player,201310130cle,det,OgleKe00,pass_rating,,,,,,
player,201310130cle,det,OgleKe00,rush_att,0,,,,,
player,201310130cle,det,OgleKe00,rush_yds,0,,,,,
player,201310130cle,det,OgleKe00,rush_td,0,,,,,
player,201310130cle,det,OgleKe00,rush_long,0,,,,,
player,201310130cle,det,OgleKe00,targets,2,,,,,
player,201310130cle,det,OgleKe00,rec,1,,,,,
player,201310130cle,det,OgleKe00,rec_yds,5,,,,,
player,201310130cle,det,OgleKe00,rec_td,0,,,,,
player,201310130cle,det,OgleKe00,rec_long,5,,,,,
player,201310130cle,det,OgleKe00,fumbles,0,,,,,
player,201310130cle,det,OgleKe00,fumbles_lost,0,,,,,
player,201310130cle,det,BroyRy00,pass_cmp,0,,,,,
player,201310130cle,det,BroyRy00,pass_att,0,,,,,
player,201310130cle,det,BroyRy00,pass_yds,0,,,,,
player,201310130cle,det,BroyRy00,pass_td,0,,,,,
player,201310130cle,det,BroyRy00,pass_int,0,,,,,
player,201310130cle,det,BroyRy00,pass_sacked,0,,,,,
player,201310130cle,det,BroyRy00,pass_sacked_yds,0,,,,,
player,201310130cle,det,BroyRy00,pass_long,0,,,,,
player,201310130cle,det,BroyRy00,pass_rating,,,,,,
player,201310130cle,det,BroyRy00,rush_att,0,,,,,
player,201310130cle,det,BroyRy00,rush_yds,0,,,,,
player,201310130cle,det,BroyRy00,rush_td,0,,,,,
player,201310130cle,det,BroyRy00,rush_long,0,,,,,
player,201310130cle,det,BroyRy00,targets,2,,,,,
player,201310130cle,det,BroyRy00,rec,0,,,,,
player,201310130cle,det,BroyRy00,rec_yds,0,,,,,
player,201310130cle,det,BroyRy00,rec_td,0,,,,,
player,201310130cle,det,BroyRy00,rec_long,0,,,,,
player,201310130cle,det,BroyRy00,fumbles,0,,,,,
player,201310130cle,det,BroyRy00,fumbles_lost,0,,,,,
player,201310130cle,det,EdwaPa00,pass_cmp,0,,,,,
player,201310130cle,det,EdwaPa00,pass_att,0,,,,,
player,201310130cle,det,EdwaPa00,pass_yds,0,,,,,
player,201310130cle,det,EdwaPa00,pass_td,0,,,,,
player,201310130cle,det,EdwaPa00,pass_int,0,,,,,
player,201310130cle,det,EdwaPa00,pass_sacked,0,,,,,
player,201310130cle,det,EdwaPa00,pass_sacked_yds,0,,,,,
player,201310130cle,det,EdwaPa00,pass_long,0,,,,,
player,201310130cle,det,EdwaPa00,pass_rating,,,,,,
player,201310130cle,det,EdwaPa00,rush_att,0,,,,,
player,201310130cle,det,EdwaPa00,rush_yds,0,,,,,
player,201310130cle,det,EdwaPa00,rush_td,0,,,,,
player,201310130cle,det,EdwaPa00,rush_long,0,,,,,
player,201310130cle,det,EdwaPa00,targets,3,,,,,
player,201310130cle,det,EdwaPa00,rec,0,,,,,
player,201310130cle,det,EdwaPa00,rec_yds,0,,,,,
player,201310130cle,det,EdwaPa00,rec_td,0,,,,,
player,201310130cle,det,EdwaPa00,rec_long,0,,,,,
player,201310130cle,det,EdwaPa00,fumbles,0,,,,,
player,201310130cle,det,EdwaPa00,fumbles_lost,0,,,,,
player,201310130cle,cle,WeedBr00,pass_cmp,26,,,,,
player,201310130cle,cle,WeedBr00,pass_att,43,,,,,
player,201310130cle,cle,WeedBr00,pass_yds,292,,,,,
player,201310130cle,cle,WeedBr00,pass_td,2,,,,,
player,201310130cle,cle,WeedBr00,pass_int,2,,,,,
player,201310130cle,cle,WeedBr00,pass_sacked,2,,,,,
player,201310130cle,cle,WeedBr00,pass_sacked_yds,23,,,,,
player,201310130cle,cle,WeedBr00,pass_long,36,,,,,
player,201310130cle,cle,WeedBr00,pass_rating,76.9,,,,,
player,201310130cle,cle,WeedBr00,rush_att,2,,,,,
player,201310130cle,cle,WeedBr00,rush_yds,10,,,,,
player,201310130cle,cle,WeedBr00,rush_td,0,,,,,
player,201310130cle,cle,WeedBr00,rush_long,9,,,,,
player,201310130cle,cle,WeedBr00,targets,0,,,,,
player,201310130cle,cle,WeedBr00,rec,0,,,,,
player,201310130cle,cle,WeedBr00,rec_yds,0,,,,,
player,201310130cle,cle,WeedBr00,rec_td,0,,,,,
player,201310130cle,cle,WeedBr00,rec_long,0,,,,,
player,201310130cle,cle,WeedBr00,fumbles,1,,,,,
player,201310130cle,cle,WeedBr00,fumbles_lost,0,,,,,
player,201310130cle,cle,BenjTr00,pass_cmp,0,,,,,
player,201310130cle,cle,BenjTr00,pass_att,0,,,,,
player,201310130cle,cle,BenjTr00,pass_yds,0,,,,,
player,201310130cle,cle,BenjTr00,pass_td,0,,,,,
player,201310130cle,cle,BenjTr00,pass_int,0,,,,,
player,201310130cle,cle,BenjTr00,pass_sacked,0,,,,,
player,201310130cle,cle,BenjTr00,pass_sacked_yds,0,,,,,
player,201310130cle,cle,BenjTr00,pass_long,0,,,,,
player,201310130cle,cle,BenjTr00,pass_rating,,,,,,
player,201310130cle,cle,BenjTr00,rush_att,1,,,,,
player,201310130cle,cle,BenjTr00,rush_yds,45,,,,,
player,201310130cle,cle,BenjTr00,rush_td,0,,,,,
player,201310130cle,cle,BenjTr00,rush_long,45,,,,,
player,201310130cle,cle,BenjTr00,targets,2,,,,,
player,201310130cle,cle,BenjTr00,rec,0,,,,,
player,201310130cle,cle,BenjTr00,rec_yds,0,,,,,
player,201310130cle,cle,BenjTr00,rec_td,0,,,,,
player,201310130cle,cle,BenjTr00,rec_long,0,,,,,
player,201310130cle,cle,BenjTr00,fumbles,0,,,,,
player,201310130cle,cle,BenjTr00,fumbles_lost,0,,,,,
player,201310130cle,cle,McGaWi00,pass_cmp,0,,,,,
player,201310130cle,cle,McGaWi00,pass_att,0,,,,,
player,201310130cle,cle,McGaWi00,pass_yds,0,,,,,
player,201310130cle,cle,McGaWi00,pass_td,0,,,,,
player,201310130cle,cle,McGaWi00,pass_int,0,,,,,
player,201310130cle,cle,McGaWi00,pass_sacked,0,,,,,
player,201310130cle,cle,McGaWi00,pass_sacked_yds,0,,,,,
player,201310130cle,cle,McGaWi00,pass_long,0,,,,,
player,201310130cle,cle,McGaWi00,pass_rating,,,,,,
player,201310130cle,cle,McGaWi00,rush_att,10,,,,,
player,201310130cle,cle,McGaWi00,rush_yds,37,,,,,
player,201310130cle,cle,McGaWi00,rush_td,0,,,,,
player,201310130cle,cle,McGaWi00,rush_long,12,,,,,
player,201310130cle,cle,McGaWi00,targets,1,,,,,
player,201310130cle,cle,McGaWi00,rec,1,,,,,
player,201310130cle,cle,McGaWi00,rec_yds,2,,,,,
player,201310130cle,cle,McGaWi00,rec_td,0,,,,,
player,201310130cle,cle,McGaWi00,rec_long,2,,,,,
player,201310130cle,cle,McGaWi00,fumbles,0,,,,,
player,201310130cle,cle,McGaWi00,fumbles_lost,0,,,,,
player,201310130cle,cle,OgboCh00,pass_cmp,0,,,,,
player,201310130cle,cle,OgboCh00,pass_att,0,,,,,
player,201310130cle,cle,OgboCh00,pass_yds,0,,,,,
player,201310130cle,cle,OgboCh00,pass_td,0,,,,,
player,201310130cle,cle,OgboCh00,pass_int,0,,,,,
player,201310130cle,cle,OgboCh00,pass_sacked,0,,,,,
player,201310130cle,cle,OgboCh00,pass_sacked_yds,0,,,,,
player,201310130cle,cle,OgboCh00,pass_long,0,,,,,
player,201310130cle,cle,OgboCh00,pass_rating,,,,,,
player,201310130cle,cle,OgboCh00,rush_att,5,,,,,
player,201310130cle,cle,OgboCh00,rush_yds,24,,,,,
player,201310130cle,cle,OgboCh00,rush_td,0,,,,,
player,201310130cle,cle,OgboCh00,rush_long,8,,,,,
player,201310130cle,cle,OgboCh00,targets,12,,,,,
player,201310130cle,cle,OgboCh00,rec,7,,,,,
player,201310130cle,cle,OgboCh00,rec_yds,61,,,,,
player,201310130cle,cle,OgboCh00,rec_td,1,,,,,
player,201310130cle,cle,OgboCh00,rec_long,15,,,,,
player,201310130cle,cle,OgboCh00,fumbles,0,,,,,
player,201310130cle,cle,OgboCh00,fumbles_lost,0,,,,,
player,201310130cle,cle,GrayMa00,pass_cmp,0,,,,,
player,201310130cle,cle,GrayMa00,pass_att,0,,,,,
player,201310130cle,cle,GrayMa00,pass_yds,0,,,,,
player,201310130cle,cle,GrayMa00,pass_td,0,,,,,
player,201310130cle,cle,GrayMa00,pass_int,0,,,,,
player,201310130cle,cle,GrayMa00,pass_sacked,0,,,,,
player,201310130cle,cle,GrayMa00,pass_sacked_yds,0,,,,,
player,201310130cle,cle,GrayMa00,pass_long,0,,,,,
player,201310130cle,cle,GrayMa00,pass_rating,,,,,,
player,201310130cle,cle,GrayMa00,rush_att,1,,,,,
player,201310130cle,cle,GrayMa00,rush_yds,10,,,,,
player,201310130cle,cle,GrayMa00,rush_td,0,,,,,
player,201310130cle,cle,GrayMa00,rush_long,10,,,,,
player,201310130cle,cle,GrayMa00,targets,0,,,,,
player,201310130cle,cle,GrayMa00,rec,0,,,,,
player,201310130cle,cle,GrayMa00,rec_yds,0,,,,,
player,201310130cle,cle,GrayMa00,rec_td,0,,,,,
player,201310130cle,cle,GrayMa00,rec_long,0,,,,,
player,201310130cle,cle,GrayMa00,fumbles,0,,,,,
player,201310130cle,cle,GrayMa00,fumbles_lost,0,,,,,
player,201310130cle,cle,GordJo02,pass_cmp,0,,,,,
player,201310130cle,cle,GordJo02,pass_att,0,,,,,
player,201310130cle,cle,GordJo02,pass_yds,0,,,,,
player,201310130cle,cle,GordJo02,pass_td,0,,,,,
player,201310130cle,cle,GordJo02,pass_int,0,,,,,
player,201310130cle,cle,GordJo02,pass_sacked,0,,,,,
player,201310130cle,cle,GordJo02,pass_sacked_yds,0,,,,,
player,201310130cle,cle,GordJo02,pass_long,0,,,,,
player,201310130cle,cle,GordJo02,pass_rating,,,,,,
player,201310130cle,cle,GordJo02,rush_att,1,,,,,
player,201310130cle,cle,GordJo02,rush_yds,0,,,,,
player,201310130cle,cle,GordJo02,rush_td,0,,,,,
player,201310130cle,cle,GordJo02,rush_long,0,,,,,
player,201310130cle,cle,GordJo02,targets,9,,,,,
player,201310130cle,cle,GordJo02,rec,7,,,,,
player,201310130cle,cle,GordJo02,rec_yds,126,,,,,
player,201310130cle,cle,GordJo02,rec_td,0,,,,,
player,201310130cle,cle,GordJo02,rec_long,36,,,,,
player,201310130cle,cle,GordJo02,fumbles,0,,,,,
player,201310130cle,cle,GordJo02,fumbles_lost,0,,,,,
player,201310130cle,cle,CameJo00,pass_cmp,0,,,,,
player,201310130cle,cle,CameJo00,pass_att,0,,,,,
player,201310130cle,cle,CameJo00,pass_yds,0,,,,,
player,201310130cle,cle,CameJo00,pass_td,0,,,,,
player,201310130cle,cle,CameJo00,pass_int,0,,,,,
player,201310130cle,cle,CameJo00,pass_sacked,0,,,,,
player,201310130cle,cle,CameJo00,pass_sacked_yds,0,,,,,
player,201310130cle,cle,CameJo00,pass_long,0,,,,,
player,201310130cle,cle,CameJo00,pass_rating,,,,,,
player,201310130cle,cle,CameJo00,rush_att,0,,,,,
player,201310130cle,cle,CameJo00,rush_yds,0,,,,,
player,201310130cle,cle,CameJo00,rush_td,0,,,,,
player,201310130cle,cle,CameJo00,rush_long,0,,,,,
player,201310130cle,cle,CameJo00,targets,6,,,,,
player,201310130cle,cle,CameJo00,rec,5,,,,,
player,201310130cle,cle,CameJo00,rec_yds,64,,,,,
player,201310130cle,cle,CameJo00,rec_td,0,,,,,
player,201310130cle,cle,CameJo00,rec_long,33,,,,,
player,201310130cle,cle,CameJo00,fumbles,0,,,,,
player,201310130cle,cle,CameJo00,fumbles_lost,0,,,,,
player,201310130cle,cle,BessDa00,pass_cmp,0,,,,,
player,201310130cle,cle,BessDa00,pass_att,0,,,,,
player,201310130cle,cle,BessDa00,pass_yds,0,,,,,
player,201310130cle,cle,BessDa00,pass_td,0,,,,,
player,201310130cle,cle,BessDa00,pass_int,0,,,,,
player,201310130cle,cle,BessDa00,pass_sacked,0,,,,,
player,201310130cle,cle,BessDa00,pass_sacked_yds,0,,,,,
player,201310130cle,cle,BessDa00,pass_long,0,,,,,
player,201310130cle,cle,BessDa00,pass_rating,,,,,,
player,201310130cle,cle,BessDa00,rush_att,0,,,,,
player,201310130cle,cle,BessDa00,rush_yds,0,,,,,
player,201310130cle,cle,BessDa00,rush_td,0,,,,,
player,201310130cle,cle,BessDa00,rush_long,0,,,,,
player,201310130cle,cle,BessDa00,targets,3,,,,,
player,201310130cle,cle,BessDa00,rec,2,,,,,
player,201310130cle,cle,BessDa00,rec_yds,21,,,,,
player,201310130cle,cle,BessDa00,rec_td,0,,,,,
player,201310130cle,cle,BessDa00,rec_long,12,,,,,
player,201310130cle,cle,BessDa00,fumbles,0,,,,,
player,201310130cle,cle,BessDa00,fumbles_lost,0,,,,,
player,201310130cle,cle,LittGr00,pass_cmp,0,,,,,
player,201310130cle,cle,LittGr00,pass_att,0,,,,,
player,201310130cle,cle,LittGr00,pass_yds,0,,,,,
player,201310130cle,cle,LittGr00,pass_td,0,,,,,
player,201310130cle,cle,LittGr00,pass_int,0,,,,,
player,201310130cle,cle,LittGr00,pass_sacked,0,,,,,
player,201310130cle,cle,LittGr00,pass_sacked_yds,0,,,,,
player,201310130cle,cle,LittGr00,pass_long,0,,,,,
player,201310130cle,cle,LittGr00,pass_rating,,,,,,
player,201310130cle,cle,LittGr00,rush_att,0,,,,,
player,201310130cle,cle,LittGr00,rush_yds,0,,,,,
player,201310130cle,cle,LittGr00,rush_td,0,,,,,
player,201310130cle,cle,LittGr00,rush_long,0,,,,,
player,201310130cle,cle,LittGr00,targets,5,,,,,
player,201310130cle,cle,LittGr00,rec,2,,,,,
player,201310130cle,cle,LittGr00,rec_yds,12,,,,,
player,201310130cle,cle,LittGr00,rec_td,1,,,,,
player,201310130cle,cle,LittGr00,rec_long,10,,,,,
player,201310130cle,cle,LittGr00,fumbles,0,,,,,
player,201310130cle,cle,LittGr00,fumbles_lost,0,,,,,
player,201310130cle,cle,BarnGa01,pass_cmp,0,,,,,
player,201310130cle,cle,BarnGa01,pass_att,0,,,,,
player,201310130cle,cle,BarnGa01,pass_yds,0,,,,,
player,201310130cle,cle,BarnGa01,pass_td,0,,,,,
player,201310130cle,cle,BarnGa01,pass_int,0,,,,,
player,201310130cle,cle,BarnGa01,pass_sacked,0,,,,,
player,201310130cle,cle,BarnGa01,pass_sacked_yds,0,,,,,
player,201310130cle,cle,BarnGa01,pass_long,0,,,,,
player,201310130cle,cle,BarnGa01,pass_rating,,,,,,
player,201310130cle,cle,BarnGa01,rush_att,0,,,,,
player,201310130cle,cle,BarnGa01,rush_yds,0,,,,,
player,201310130cle,cle,BarnGa01,rush_td,0,,,,,
player,201310130cle,cle,BarnGa01,rush_long,0,,,,,
player,201310130cle,cle,BarnGa01,targets,3,,,,,
player,201310130cle,cle,BarnGa01,rec,2,,,,,
player,201310130cle,cle,BarnGa01,rec_yds,6,,,,,
player,201310130cle,cle,BarnGa01,rec_td,0,,,,,
player,201310130cle,cle,BarnGa01,rec_long,8,,,,,
player,201310130cle,cle,BarnGa01,fumbles,0,,,,,
player,201310130cle,cle,BarnGa01,fumbles_lost,0,,,,,
player,201310130cle,cle,RainBo00,pass_cmp,0,,,,,
player,201310130cle,cle,RainBo00,pass_att,0,,,,,
player,201310130cle,cle,RainBo00,pass_yds,0,,,,,
player,201310130cle,cle,RainBo00,pass_td,0,,,,,
player,201310130cle,cle,RainBo00,pass_int,0,,,,,
player,201310130cle,cle,RainBo00,pass_sacked,0,,,,,
player,201310130cle,cle,RainBo00,pass_sacked_yds,0,,,,,
player,201310130cle,cle,RainBo00,pass_long,0,,,,,
player,201310130cle,cle,RainBo00,pass_rating,,,,,,
player,201310130cle,cle,RainBo00,rush_att,1,,,,,
player,201310130cle,cle,RainBo00,rush_yds,0,,,,,
player,201310130cle,cle,RainBo00,rush_td,0,,,,,
player,201310130cle,cle,RainBo00,rush_long,0,,,,,
player,201310130cle,cle,RainBo00,targets,0,,,,,
player,201310130cle,cle,RainBo00,rec,0,,,,,
player,201310130cle,cle,RainBo00,rec_yds,0,,,,,
player,201310130cle,cle,RainBo00,rec_td,0,,,,,
player,201310130cle,cle,RainBo00,rec_long,0,,,,,
player,201310130cle,cle,RainBo00,fumbles,0,,,,,
player,201310130cle,cle,RainBo00,fumbles_lost,0,,,,,
player,201310130cle,det,LevyDe99,def_int,2,,,,,
player,201310130cle,det,LevyDe99,def_int_yds,0,,,,,
player,201310130cle,det,LevyDe99,def_int_td,0,,,,,
player,201310130cle,det,LevyDe99,def_int_long,0,,,,,
