game,2013,9,20131103,201311030nwe,pit,"Pittsburgh Steelers",31,nwe,"New England Patriots",55
player,201311030nwe,pit,BellLe00,pass_yds,0,,,,,
player,201311030nwe,pit,BellLe00,pass_td,0,,,,,
player,201311030nwe,pit,BellLe00,pass_int,0,,,,,
player,201311030nwe,pit,BellLe00,pass_sacked,0,,,,,
player,201311030nwe,pit,BellLe00,pass_sacked_yds,0,,,,,
player,201311030nwe,pit,BellLe00,pass_long,0,,,,,
player,201311030nwe,pit,BellLe00,pass_rating,,,,,,
player,201311030nwe,pit,BellLe00,rush_att,16,,,,,
player,201311030nwe,pit,BellLe00,rush_yds,74,,,,,
player,201311030nwe,pit,BellLe00,rush_td,0,,,,,
player,201311030nwe,pit,BellLe00,rush_long,25,,,,,
player,201311030nwe,pit,BellLe00,targets,10,,,,,
player,201311030nwe,pit,BellLe00,rec,4,,,,,
player,201311030nwe,pit,BellLe00,rec_yds,65,,,,,
player,201311030nwe,pit,BellLe00,rec_td,0,,,,,
player,201311030nwe,pit,BellLe00,rec_long,29,,,,,
player,201311030nwe,pit,BellLe00,fumbles,0,,,,,
player,201311030nwe,pit,BellLe00,fumbles_lost,0,,,,,
player,201311030nwe,pit,DwyeJo00,pass_cmp,0,,,,,
player,201311030nwe,pit,DwyeJo00,pass_att,0,,,,,
player,201311030nwe,pit,DwyeJo00,pass_yds,0,,,,,
player,201311030nwe,pit,DwyeJo00,pass_td,0,,,,,
player,201311030nwe,pit,DwyeJo00,pass_int,0,,,,,
player,201311030nwe,pit,DwyeJo00,pass_sacked,0,,,,,
player,201311030nwe,pit,DwyeJo00,pass_sacked_yds,0,,,,,
player,201311030nwe,pit,DwyeJo00,pass_long,0,,,,,
player,201311030nwe,pit,DwyeJo00,pass_rating,,,,,,
player,201311030nwe,pit,DwyeJo00,rush_att,1,,,,,
player,201311030nwe,pit,DwyeJo00,rush_yds,30,,,,,
player,201311030nwe,pit,DwyeJo00,rush_td,0,,,,,
player,201311030nwe,pit,DwyeJo00,rush_long,30,,,,,
player,201311030nwe,pit,DwyeJo00,targets,1,,,,,
player,201311030nwe,pit,DwyeJo00,rec,1,,,,,
player,201311030nwe,pit,DwyeJo00,rec_yds,23,,,,,
player,201311030nwe,pit,DwyeJo00,rec_td,0,,,,,
player,201311030nwe,pit,DwyeJo00,rec_long,23,,,,,
player,201311030nwe,pit,DwyeJo00,fumbles,0,,,,,
player,201311030nwe,pit,DwyeJo00,fumbles_lost,0,,,,,
player,201311030nwe,pit,JoneFe00,pass_cmp,0,,,,,
player,201311030nwe,pit,JoneFe00,pass_att,0,,,,,
player,201311030nwe,pit,JoneFe00,pass_yds,0,,,,,
player,201311030nwe,pit,JoneFe00,pass_td,0,,,,,
player,201311030nwe,pit,JoneFe00,pass_int,0,,,,,
player,201311030nwe,pit,JoneFe00,pass_sacked,0,,,,,
player,201311030nwe,pit,JoneFe00,pass_sacked_yds,0,,,,,
player,201311030nwe,pit,JoneFe00,pass_long,0,,,,,
player,201311030nwe,pit,JoneFe00,pass_rating,,,,,,
player,201311030nwe,pit,JoneFe00,rush_att,1,,,,,
player,201311030nwe,pit,JoneFe00,rush_yds,5,,,,,
player,201311030nwe,pit,JoneFe00,rush_td,0,,,,,
player,201311030nwe,pit,JoneFe00,rush_long,5,,,,,
player,201311030nwe,pit,JoneFe00,targets,3,,,,,
player,201311030nwe,pit,JoneFe00,rec,1,,,,,
player,201311030nwe,pit,JoneFe00,rec_yds,4,,,,,
player,201311030nwe,pit,JoneFe00,rec_td,0,,,,,
player,201311030nwe,pit,JoneFe00,rec_long,4,,,,,
player,201311030nwe,pit,JoneFe00,fumbles,0,,,,,
player,201311030nwe,pit,JoneFe00,fumbles_lost,0,,,,,
player,201311030nwe,pit,SandEm00,pass_cmp,0,,,,,
player,201311030nwe,pit,SandEm00,pass_att,0,,,,,
player,201311030nwe,pit,SandEm00,pass_yds,0,,,,,
player,201311030nwe,pit,SandEm00,pass_td,0,,,,,
player,201311030nwe,pit,SandEm00,pass_int,0,,,,,
player,201311030nwe,pit,SandEm00,pass_sacked,0,,,,,
player,201311030nwe,pit,SandEm00,pass_sacked_yds,0,,,,,
player,201311030nwe,pit,SandEm00,pass_long,0,,,,,
player,201311030nwe,pit,SandEm00,pass_rating,,,,,,
player,201311030nwe,pit,SandEm00,rush_att,0,,,,,
player,201311030nwe,pit,SandEm00,rush_yds,0,,,,,
player,201311030nwe,pit,SandEm00,rush_td,0,,,,,
player,201311030nwe,pit,SandEm00,rush_long,0,,,,,
player,201311030nwe,pit,SandEm00,targets,11,,,,,
player,201311030nwe,pit,SandEm00,rec,6,,,,,
player,201311030nwe,pit,SandEm00,rec_yds,98,,,,,
player,201311030nwe,pit,SandEm00,rec_td,0,,,,,
player,201311030nwe,pit,SandEm00,rec_long,42,,,,,
player,201311030nwe,pit,SandEm00,fumbles,0,,,,,
player,201311030nwe,pit,SandEm00,fumbles_lost,0,,,,,
player,201311030nwe,pit,CotcJe00,pass_cmp,0,,,,,
player,201311030nwe,pit,CotcJe00,pass_att,0,,,,,
player,201311030nwe,pit,CotcJe00,pass_yds,0,,,,,
player,201311030nwe,pit,CotcJe00,pass_td,0,,,,,
player,201311030nwe,pit,CotcJe00,pass_int,0,,,,,
player,201311030nwe,pit,CotcJe00,pass_sacked,0,,,,,
player,201311030nwe,pit,CotcJe00,pass_sacked_yds,0,,,,,
player,201311030nwe,pit,CotcJe00,pass_long,0,,,,,
player,201311030nwe,pit,CotcJe00,pass_rating,,,,,,
player,201311030nwe,pit,CotcJe00,rush_att,0,,,,,
player,201311030nwe,pit,CotcJe00,rush_yds,0,,,,,
player,201311030nwe,pit,CotcJe00,rush_td,0,,,,,
player,201311030nwe,pit,CotcJe00,rush_long,0,,,,,
player,201311030nwe,pit,CotcJe00,targets,8,,,,,
player,201311030nwe,pit,CotcJe00,rec,7,,,,,
player,201311030nwe,pit,CotcJe00,rec_yds,96,,,,,
player,201311030nwe,pit,CotcJe00,rec_td,3,,,,,
player,201311030nwe,pit,CotcJe00,rec_long,20,,,,,
player,201311030nwe,pit,CotcJe00,fumbles,0,,,,,
player,201311030nwe,pit,CotcJe00,fumbles_lost,0,,,,,
player,201311030nwe,pit,BrowAn04,pass_cmp,0,,,,,
player,201311030nwe,pit,BrowAn04,pass_att,0,,,,,
player,201311030nwe,pit,BrowAn04,pass_yds,0,,,,,
player,201311030nwe,pit,BrowAn04,pass_td,0,,,,,
player,201311030nwe,pit,BrowAn04,pass_int,0,,,,,
player,201311030nwe,pit,BrowAn04,pass_sacked,0,,,,,
player,201311030nwe,pit,BrowAn04,pass_sacked_yds,0,,,,,
player,201311030nwe,pit,BrowAn04,pass_long,0,,,,,
player,201311030nwe,pit,BrowAn04,pass_rating,,,,,,
player,201311030nwe,pit,BrowAn04,rush_att,0,,,,,
player,201311030nwe,pit,BrowAn04,rush_yds,0,,,,,
player,201311030nwe,pit,BrowAn04,rush_td,0,,,,,
player,201311030nwe,pit,BrowAn04,rush_long,0,,,,,
player,201311030nwe,pit,BrowAn04,targets,9,,,,,
player,201311030nwe,pit,BrowAn04,rec,5,,,,,
player,201311030nwe,pit,BrowAn04,rec_yds,71,,,,,
player,201311030nwe,pit,BrowAn04,rec_td,1,,,,,
player,201311030nwe,pit,BrowAn04,rec_long,27,,,,,
player,201311030nwe,pit,BrowAn04,fumbles,0,,,,,
player,201311030nwe,pit,BrowAn04,fumbles_lost,0,,,,,
player,201311030nwe,pit,MillHe00,pass_cmp,0,,,,,
player,201311030nwe,pit,MillHe00,pass_att,0,,,,,
player,201311030nwe,pit,MillHe00,pass_yds,0,,,,,
player,201311030nwe,pit,MillHe00,pass_td,0,,,,,
player,201311030nwe,pit,MillHe00,pass_int,0,,,,,
player,201311030nwe,pit,MillHe00,pass_sacked,0,,,,,
player,201311030nwe,pit,MillHe00,pass_sacked_yds,0,,,,,
player,201311030nwe,pit,MillHe00,pass_long,0,,,,,
player,201311030nwe,pit,MillHe00,pass_rating,,,,,,
player,201311030nwe,pit,MillHe00,rush_att,0,,,,,
player,201311030nwe,pit,MillHe00,rush_yds,0,,,,,
player,201311030nwe,pit,MillHe00,rush_td,0,,,,,
player,201311030nwe,pit,MillHe00,rush_long,0,,,,,
player,201311030nwe,pit,MillHe00,targets,5,,,,,
player,201311030nwe,pit,MillHe00,rec,4,,,,,
player,201311030nwe,pit,MillHe00,rec_yds,43,,,,,
player,201311030nwe,pit,MillHe00,rec_td,0,,,,,
player,201311030nwe,pit,MillHe00,rec_long,15,,,,,
player,201311030nwe,pit,MillHe00,fumbles,0,,,,,
player,201311030nwe,pit,MillHe00,fumbles_lost,0,,,,,
player,201311030nwe,pit,MoyeDe00,pass_cmp,0,,,,,
player,201311030nwe,pit,MoyeDe00,pass_att,0,,,,,
player,201311030nwe,pit,MoyeDe00,pass_yds,0,,,,,
player,201311030nwe,pit,MoyeDe00,pass_td,0,,,,,
player,201311030nwe,pit,MoyeDe00,pass_int,0,,,,,
player,201311030nwe,pit,MoyeDe00,pass_sacked,0,,,,,
player,201311030nwe,pit,MoyeDe00,pass_sacked_yds,0,,,,,
player,201311030nwe,pit,MoyeDe00,pass_long,0,,,,,
player,201311030nwe,pit,MoyeDe00,pass_rating,,,,,,
player,201311030nwe,pit,MoyeDe00,rush_att,0,,,,,
player,201311030nwe,pit,MoyeDe00,rush_yds,0,,,,,
player,201311030nwe,pit,MoyeDe00,rush_td,0,,,,,
player,201311030nwe,pit,MoyeDe00,rush_long,0,,,,,
player,201311030nwe,pit,MoyeDe00,targets,1,,,,,
player,201311030nwe,pit,MoyeDe00,rec,0,,,,,
player,201311030nwe,pit,MoyeDe00,rec_yds,0,,,,,
player,201311030nwe,pit,MoyeDe00,rec_td,0,,,,,
player,201311030nwe,pit,MoyeDe00,rec_long,0,,,,,
player,201311030nwe,pit,MoyeDe00,fumbles,0,,,,,
player,201311030nwe,pit,MoyeDe00,fumbles_lost,0,,,,,
player,201311030nwe,nwe,BradTo00,pass_cmp,23,,,,,
player,201311030nwe,nwe,BradTo00,pass_att,33,,,,,
player,201311030nwe,nwe,BradTo00,pass_yds,432,,,,,
player,201311030nwe,nwe,BradTo00,pass_td,4,,,,,
player,201311030nwe,nwe,BradTo00,pass_int,0,,,,,
player,201311030nwe,nwe,BradTo00,pass_sacked,3,,,,,
player,201311030nwe,nwe,BradTo00,pass_sacked_yds,19,,,,,
player,201311030nwe,nwe,BradTo00,pass_long,81,,,,,
player,201311030nwe,nwe,BradTo00,pass_rating,151.8,,,,,
player,201311030nwe,nwe,BradTo00,rush_att,1,,,,,
player,201311030nwe,nwe,BradTo00,rush_yds,-1,,,,,
player,201311030nwe,nwe,BradTo00,rush_td,0,,,,,
player,201311030nwe,nwe,BradTo00,rush_long,-1,,,,,
player,201311030nwe,nwe,BradTo00,targets,0,,,,,
player,201311030nwe,nwe,BradTo00,rec,0,,,,,
player,201311030nwe,nwe,BradTo00,rec_yds,0,,,,,
player,201311030nwe,nwe,BradTo00,rec_td,0,,,,,
player,201311030nwe,nwe,BradTo00,rec_long,0,,,,,
player,201311030nwe,nwe,BradTo00,fumbles,0,,,,,
player,201311030nwe,nwe,BradTo00,fumbles_lost,0,,,,,
player,201311030nwe,nwe,RidlSt00,pass_cmp,0,,,,,
player,201311030nwe,nwe,RidlSt00,pass_att,0,,,,,
player,201311030nwe,nwe,RidlSt00,pass_yds,0,,,,,
player,201311030nwe,nwe,RidlSt00,pass_td,0,,,,,
player,201311030nwe,nwe,RidlSt00,pass_int,0,,,,,
player,201311030nwe,nwe,RidlSt00,pass_sacked,0,,,,,
player,201311030nwe,nwe,RidlSt00,pass_sacked_yds,0,,,,,
player,201311030nwe,nwe,RidlSt00,pass_long,0,,,,,
player,201311030nwe,nwe,RidlSt00,pass_rating,,,,,,
player,201311030nwe,nwe,RidlSt00,rush_att,26,,,,,
player,201311030nwe,nwe,RidlSt00,rush_yds,115,,,,,
player,201311030nwe,nwe,RidlSt00,rush_td,2,,,,,
player,201311030nwe,nwe,RidlSt00,rush_long,13,,,,,
player,201311030nwe,nwe,RidlSt00,targets,4,,,,,
player,201311030nwe,nwe,RidlSt00,rec,3,,,,,
player,201311030nwe,nwe,RidlSt00,rec_yds,9,,,,,
player,201311030nwe,nwe,RidlSt00,rec_td,0,,,,,
player,201311030nwe,nwe,RidlSt00,rec_long,5,,,,,
player,201311030nwe,nwe,RidlSt00,fumbles,1,,,,,
player,201311030nwe,nwe,RidlSt00,fumbles_lost,1,,,,,
player,201311030nwe,nwe,BlouLe00,pass_cmp,0,,,,,
player,201311030nwe,nwe,BlouLe00,pass_att,0,,,,,
player,201311030nwe,nwe,BlouLe00,pass_yds,0,,,,,
player,201311030nwe,nwe,BlouLe00,pass_td,0,,,,,
player,201311030nwe,nwe,BlouLe00,pass_int,0,,,,,
player,201311030nwe,nwe,BlouLe00,pass_sacked,0,,,,,
player,201311030nwe,nwe,BlouLe00,pass_sacked_yds,0,,,,,
player,201311030nwe,nwe,BlouLe00,pass_long,0,,,,,
player,201311030nwe,nwe,BlouLe00,pass_rating,,,,,,
player,201311030nwe,nwe,BlouLe00,rush_att,5,,,,,
player,201311030nwe,nwe,BlouLe00,rush_yds,47,,,,,
player,201311030nwe,nwe,BlouLe00,rush_td,1,,,,,
player,201311030nwe,nwe,BlouLe00,rush_long,23,,,,,
player,201311030nwe,nwe,BlouLe00,targets,0,,,,,
player,201311030nwe,nwe,BlouLe00,rec,0,,,,,
player,201311030nwe,nwe,BlouLe00,rec_yds,0,,,,,
player,201311030nwe,nwe,BlouLe00,rec_td,0,,,,,
player,201311030nwe,nwe,BlouLe00,rec_long,0,,,,,
player,201311030nwe,nwe,BlouLe00,fumbles,0,,,,,
player,201311030nwe,nwe,BlouLe00,fumbles_lost,0,,,,,
player,201311030nwe,nwe,BoldBr00,pass_cmp,0,,,,,
player,201311030nwe,nwe,BoldBr00,pass_att,0,,,,,
player,201311030nwe,nwe,BoldBr00,pass_yds,0,,,,,
player,201311030nwe,nwe,BoldBr00,pass_td,0,,,,,
player,201311030nwe,nwe,BoldBr00,pass_int,0,,,,,
player,201311030nwe,nwe,BoldBr00,pass_sacked,0,,,,,
player,201311030nwe,nwe,BoldBr00,pass_sacked_yds,0,,,,,
player,201311030nwe,nwe,BoldBr00,pass_long,0,,,,,
player,201311030nwe,nwe,BoldBr00,pass_rating,,,,,,
player,201311030nwe,nwe,BoldBr00,rush_att,3,,,,,
player,201311030nwe,nwe,BoldBr00,rush_yds,36,,,,,
player,201311030nwe,nwe,BoldBr00,rush_td,0,,,,,
player,201311030nwe,nwe,BoldBr00,rush_long,14,,,,,
player,201311030nwe,nwe,BoldBr00,targets,0,,,,,
player,201311030nwe,nwe,BoldBr00,rec,0,,,,,
player,201311030nwe,nwe,BoldBr00,rec_yds,0,,,,,
player,201311030nwe,nwe,BoldBr00,rec_td,0,,,,,
player,201311030nwe,nwe,BoldBr00,rec_long,0,,,,,
player,201311030nwe,nwe,BoldBr00,fumbles,0,,,,,
player,201311030nwe,nwe,BoldBr00,fumbles_lost,0,,,,,
player,201311030nwe,nwe,GronRo00,pass_cmp,0,,,,,
player,201311030nwe,nwe,GronRo00,pass_att,0,,,,,
player,201311030nwe,nwe,GronRo00,pass_yds,0,,,,,
player,201311030nwe,nwe,GronRo00,pass_td,0,,,,,
player,201311030nwe,nwe,GronRo00,pass_int,0,,,,,
player,201311030nwe,nwe,GronRo00,pass_sacked,0,,,,,
player,201311030nwe,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201311030nwe,nwe,GronRo00,pass_long,0,,,,,
player,201311030nwe,nwe,GronRo00,pass_rating,,,,,,
player,201311030nwe,nwe,GronRo00,rush_att,0,,,,,
player,201311030nwe,nwe,GronRo00,rush_yds,0,,,,,
player,201311030nwe,nwe,GronRo00,rush_td,0,,,,,
player,201311030nwe,nwe,GronRo00,rush_long,0,,,,,
player,201311030nwe,nwe,GronRo00,targets,10,,,,,
player,201311030nwe,nwe,GronRo00,rec,9,,,,,
player,201311030nwe,nwe,GronRo00,rec_yds,143,,,,,
player,201311030nwe,nwe,GronRo00,rec_td,1,,,,,
player,201311030nwe,nwe,GronRo00,rec_long,34,,,,,
player,201311030nwe,nwe,GronRo00,fumbles,0,,,,,
player,201311030nwe,nwe,GronRo00,fumbles_lost,0,,,,,
player,201311030nwe,nwe,DobsAa00,pass_cmp,0,,,,,
player,201311030nwe,nwe,DobsAa00,pass_att,0,,,,,
player,201311030nwe,nwe,DobsAa00,pass_yds,0,,,,,
player,201311030nwe,nwe,DobsAa00,pass_td,0,,,,,
player,201311030nwe,nwe,DobsAa00,pass_int,0,,,,,
player,201311030nwe,nwe,DobsAa00,pass_sacked,0,,,,,
player,201311030nwe,nwe,DobsAa00,pass_sacked_yds,0,,,,,
player,201311030nwe,nwe,DobsAa00,pass_long,0,,,,,
player,201311030nwe,nwe,DobsAa00,pass_rating,,,,,,
player,201311030nwe,nwe,DobsAa00,rush_att,0,,,,,
player,201311030nwe,nwe,DobsAa00,rush_yds,0,,,,,
player,201311030nwe,nwe,DobsAa00,rush_td,0,,,,,
player,201311030nwe,nwe,DobsAa00,rush_long,0,,,,,
player,201311030nwe,nwe,DobsAa00,targets,9,,,,,
player,201311030nwe,nwe,DobsAa00,rec,5,,,,,
player,201311030nwe,nwe,DobsAa00,rec_yds,130,,,,,
player,201311030nwe,nwe,DobsAa00,rec_td,2,,,,,
player,201311030nwe,nwe,DobsAa00,rec_long,81,,,,,
player,201311030nwe,nwe,DobsAa00,fumbles,0,,,,,
player,201311030nwe,nwe,DobsAa00,fumbles_lost,0,,,,,
player,201311030nwe,nwe,AmenDa00,pass_cmp,0,,,,,
player,201311030nwe,nwe,AmenDa00,pass_att,0,,,,,
player,201311030nwe,nwe,AmenDa00,pass_yds,0,,,,,
player,201311030nwe,nwe,AmenDa00,pass_td,0,,,,,
player,201311030nwe,nwe,AmenDa00,pass_int,0,,,,,
player,201311030nwe,nwe,AmenDa00,pass_sacked,0,,,,,
player,201311030nwe,nwe,AmenDa00,pass_sacked_yds,0,,,,,
player,201311030nwe,nwe,AmenDa00,pass_long,0,,,,,
player,201311030nwe,nwe,AmenDa00,pass_rating,,,,,,
player,201311030nwe,nwe,AmenDa00,rush_att,0,,,,,
player,201311030nwe,nwe,AmenDa00,rush_yds,0,,,,,
player,201311030nwe,nwe,AmenDa00,rush_td,0,,,,,
player,201311030nwe,nwe,AmenDa00,rush_long,0,,,,,
player,201311030nwe,nwe,AmenDa00,targets,4,,,,,
player,201311030nwe,nwe,AmenDa00,rec,4,,,,,
player,201311030nwe,nwe,AmenDa00,rec_yds,122,,,,,
player,201311030nwe,nwe,AmenDa00,rec_td,1,,,,,
player,201311030nwe,nwe,AmenDa00,rec_long,57,,,,,
player,201311030nwe,nwe,AmenDa00,fumbles,0,,,,,
player,201311030nwe,nwe,AmenDa00,fumbles_lost,0,,,,,
player,201311030nwe,nwe,HoomMi00,pass_cmp,0,,,,,
player,201311030nwe,nwe,HoomMi00,pass_att,0,,,,,
player,201311030nwe,nwe,HoomMi00,pass_yds,0,,,,,
player,201311030nwe,nwe,HoomMi00,pass_td,0,,,,,
player,201311030nwe,nwe,HoomMi00,pass_int,0,,,,,
player,201311030nwe,nwe,HoomMi00,pass_sacked,0,,,,,
player,201311030nwe,nwe,HoomMi00,pass_sacked_yds,0,,,,,
player,201311030nwe,nwe,HoomMi00,pass_long,0,,,,,
player,201311030nwe,nwe,HoomMi00,pass_rating,,,,,,
player,201311030nwe,nwe,HoomMi00,rush_att,0,,,,,
player,201311030nwe,nwe,HoomMi00,rush_yds,0,,,,,
player,201311030nwe,nwe,HoomMi00,rush_td,0,,,,,
player,201311030nwe,nwe,HoomMi00,rush_long,0,,,,,
player,201311030nwe,nwe,HoomMi00,targets,2,,,,,
player,201311030nwe,nwe,HoomMi00,rec,1,,,,,
player,201311030nwe,nwe,HoomMi00,rec_yds,17,,,,,
player,201311030nwe,nwe,HoomMi00,rec_td,0,,,,,
player,201311030nwe,nwe,HoomMi00,rec_long,17,,,,,
player,201311030nwe,nwe,HoomMi00,fumbles,0,,,,,
player,201311030nwe,nwe,HoomMi00,fumbles_lost,0,,,,,
player,201311030nwe,nwe,EdelJu00,pass_cmp,0,,,,,
player,201311030nwe,nwe,EdelJu00,pass_att,0,,,,,
player,201311030nwe,nwe,EdelJu00,pass_yds,0,,,,,
player,201311030nwe,nwe,EdelJu00,pass_td,0,,,,,
player,201311030nwe,nwe,EdelJu00,pass_int,0,,,,,
player,201311030nwe,nwe,EdelJu00,pass_sacked,0,,,,,
player,201311030nwe,nwe,EdelJu00,pass_sacked_yds,0,,,,,
player,201311030nwe,nwe,EdelJu00,pass_long,0,,,,,
player,201311030nwe,nwe,EdelJu00,pass_rating,,,,,,
player,201311030nwe,nwe,EdelJu00,rush_att,0,,,,,
player,201311030nwe,nwe,EdelJu00,rush_yds,0,,,,,
player,201311030nwe,nwe,EdelJu00,rush_td,0,,,,,
player,201311030nwe,nwe,EdelJu00,rush_long,0,,,,,
player,201311030nwe,nwe,EdelJu00,targets,4,,,,,
player,201311030nwe,nwe,EdelJu00,rec,1,,,,,
player,201311030nwe,nwe,EdelJu00,rec_yds,11,,,,,
player,201311030nwe,nwe,EdelJu00,rec_td,0,,,,,
player,201311030nwe,nwe,EdelJu00,rec_long,11,,,,,
player,201311030nwe,nwe,EdelJu00,fumbles,0,,,,,
player,201311030nwe,nwe,EdelJu00,fumbles_lost,0,,,,,
player,201311030nwe,pit,WoriJa99,def_int,0,,,,,
player,201311030nwe,pit,WoriJa99,def_int_yds,0,,,,,
player,201311030nwe,pit,WoriJa99,def_int_td,0,,,,,
player,201311030nwe,pit,WoriJa99,def_int_long,0,,,,,
player,201311030nwe,pit,WoriJa99,pass_defended,0,,,,,
player,201311030nwe,pit,WoriJa99,sacks,2.0,,,,,
player,201311030nwe,pit,WoriJa99,tackles_combined,5,,,,,
player,201311030nwe,pit,WoriJa99,tackles_solo,3,,,,,
player,201311030nwe,pit,WoriJa99,tackles_assists,2,,,,,
player,201311030nwe,pit,WoriJa99,tackles_loss,2,,,,,
player,201311030nwe,pit,WoriJa99,qb_hits,2,,,,,
player,201311030nwe,pit,WoriJa99,fumbles_rec,0,,,,,
player,201311030nwe,pit,WoriJa99,fumbles_rec_yds,0,,,,,
player,201311030nwe,pit,WoriJa99,fumbles_rec_td,0,,,,,
player,201311030nwe,pit,WoriJa99,fumbles_forced,0,,,,,
player,201311030nwe,pit,HeywCa01,def_int,0,,,,,
player,201311030nwe,pit,HeywCa01,def_int_yds,0,,,,,
player,201311030nwe,pit,HeywCa01,def_int_td,0,,,,,
player,201311030nwe,pit,HeywCa01,def_int_long,0,,,,,
player,201311030nwe,pit,HeywCa01,pass_defended,0,,,,,
player,201311030nwe,pit,HeywCa01,sacks,1.0,,,,,
player,201311030nwe,pit,HeywCa01,tackles_combined,5,,,,,
player,201311030nwe,pit,HeywCa01,tackles_solo,2,,,,,
player,201311030nwe,pit,HeywCa01,tackles_assists,3,,,,,
player,201311030nwe,pit,HeywCa01,tackles_loss,1,,,,,
player,201311030nwe,pit,HeywCa01,qb_hits,2,,,,,
player,201311030nwe,pit,HeywCa01,fumbles_rec,0,,,,,
player,201311030nwe,pit,HeywCa01,fumbles_rec_yds,0,,,,,
player,201311030nwe,pit,HeywCa01,fumbles_rec_td,0,,,,,
player,201311030nwe,pit,HeywCa01,fumbles_forced,0,,,,,
player,201311030nwe,pit,TimmLa99,def_int,0,,,,,
player,201311030nwe,pit,TimmLa99,def_int_yds,0,,,,,
player,201311030nwe,pit,TimmLa99,def_int_td,0,,,,,
player,201311030nwe,pit,TimmLa99,def_int_long,0,,,,,
player,201311030nwe,pit,TimmLa99,pass_defended,0,,,,,
player,201311030nwe,pit,TimmLa99,sacks,0.0,,,,,
player,201311030nwe,pit,TimmLa99,tackles_combined,11,,,,,
player,201311030nwe,pit,TimmLa99,tackles_solo,4,,,,,
player,201311030nwe,pit,TimmLa99,tackles_assists,7,,,,,
player,201311030nwe,pit,TimmLa99,tackles_loss,1,,,,,
player,201311030nwe,pit,TimmLa99,qb_hits,1,,,,,
player,201311030nwe,pit,TimmLa99,fumbles_rec,0,,,,,
player,201311030nwe,pit,TimmLa99,fumbles_rec_yds,0,,,,,
player,201311030nwe,pit,TimmLa99,fumbles_rec_td,0,,,,,
player,201311030nwe,pit,TimmLa99,fumbles_forced,0,,,,,
player,201311030nwe,pit,ClarRy20,def_int,0,,,,,
player,201311030nwe,pit,ClarRy20,def_int_yds,0,,,,,
player,201311030nwe,pit,ClarRy20,def_int_td,0,,,,,
player,201311030nwe,pit,ClarRy20,def_int_long,0,,,,,
player,201311030nwe,pit,ClarRy20,pass_defended,0,,,,,
