game,2013,13,20131201,201312010htx,nwe,"New England Patriots",34,htx,"Houston Texans",31
player,201312010htx,htx,JeanLe01,def_pct,0%,,,,,
player,201312010htx,htx,JeanLe01,special_teams,2,,,,,
player,201312010htx,htx,JeanLe01,st_pct,6%,,,,,
player,201312010htx,nwe,MankLo20,pos,G,,,,,
player,201312010htx,nwe,MankLo20,offense,70,,,,,
player,201312010htx,nwe,MankLo20,off_pct,100%,,,,,
player,201312010htx,nwe,MankLo20,defense,0,,,,,
player,201312010htx,nwe,MankLo20,def_pct,0%,,,,,
player,201312010htx,nwe,MankLo20,special_teams,7,,,,,
player,201312010htx,nwe,MankLo20,st_pct,23%,,,,,
player,201312010htx,nwe,ConnDa21,pos,G,,,,,
player,201312010htx,nwe,ConnDa21,offense,70,,,,,
player,201312010htx,nwe,ConnDa21,off_pct,100%,,,,,
player,201312010htx,nwe,ConnDa21,defense,0,,,,,
player,201312010htx,nwe,ConnDa21,def_pct,0%,,,,,
player,201312010htx,nwe,ConnDa21,special_teams,7,,,,,
player,201312010htx,nwe,ConnDa21,st_pct,23%,,,,,
player,201312010htx,nwe,WendRy20,pos,C,,,,,
player,201312010htx,nwe,WendRy20,offense,70,,,,,
player,201312010htx,nwe,WendRy20,off_pct,100%,,,,,
player,201312010htx,nwe,WendRy20,defense,0,,,,,
player,201312010htx,nwe,WendRy20,def_pct,0%,,,,,
player,201312010htx,nwe,WendRy20,special_teams,7,,,,,
player,201312010htx,nwe,WendRy20,st_pct,23%,,,,,
player,201312010htx,nwe,SvitWi20,pos,T,,,,,
player,201312010htx,nwe,SvitWi20,offense,70,,,,,
player,201312010htx,nwe,SvitWi20,off_pct,100%,,,,,
player,201312010htx,nwe,SvitWi20,defense,0,,,,,
player,201312010htx,nwe,SvitWi20,def_pct,0%,,,,,
player,201312010htx,nwe,SvitWi20,special_teams,7,,,,,
player,201312010htx,nwe,SvitWi20,st_pct,23%,,,,,
player,201312010htx,nwe,BradTo00,pos,QB,,,,,
player,201312010htx,nwe,BradTo00,offense,70,,,,,
player,201312010htx,nwe,BradTo00,off_pct,100%,,,,,
player,201312010htx,nwe,BradTo00,defense,0,,,,,
player,201312010htx,nwe,BradTo00,def_pct,0%,,,,,
player,201312010htx,nwe,BradTo00,special_teams,0,,,,,
player,201312010htx,nwe,BradTo00,st_pct,0%,,,,,
player,201312010htx,nwe,SoldNa00,pos,T,,,,,
player,201312010htx,nwe,SoldNa00,offense,69,,,,,
player,201312010htx,nwe,SoldNa00,off_pct,99%,,,,,
player,201312010htx,nwe,SoldNa00,defense,0,,,,,
player,201312010htx,nwe,SoldNa00,def_pct,0%,,,,,
player,201312010htx,nwe,SoldNa00,special_teams,7,,,,,
player,201312010htx,nwe,SoldNa00,st_pct,23%,,,,,
player,201312010htx,nwe,GronRo00,pos,TE,,,,,
player,201312010htx,nwe,GronRo00,offense,63,,,,,
player,201312010htx,nwe,GronRo00,off_pct,90%,,,,,
player,201312010htx,nwe,GronRo00,defense,0,,,,,
player,201312010htx,nwe,GronRo00,def_pct,0%,,,,,
player,201312010htx,nwe,GronRo00,special_teams,0,,,,,
player,201312010htx,nwe,GronRo00,st_pct,0%,,,,,
player,201312010htx,nwe,EdelJu00,pos,WR,,,,,
player,201312010htx,nwe,EdelJu00,offense,62,,,,,
player,201312010htx,nwe,EdelJu00,off_pct,89%,,,,,
player,201312010htx,nwe,EdelJu00,defense,0,,,,,
player,201312010htx,nwe,EdelJu00,def_pct,0%,,,,,
player,201312010htx,nwe,EdelJu00,special_teams,3,,,,,
player,201312010htx,nwe,EdelJu00,st_pct,10%,,,,,
player,201312010htx,nwe,AmenDa00,pos,WR,,,,,
player,201312010htx,nwe,AmenDa00,offense,48,,,,,
player,201312010htx,nwe,AmenDa00,off_pct,69%,,,,,
player,201312010htx,nwe,AmenDa00,defense,0,,,,,
player,201312010htx,nwe,AmenDa00,def_pct,0%,,,,,
player,201312010htx,nwe,AmenDa00,special_teams,0,,,,,
player,201312010htx,nwe,AmenDa00,st_pct,0%,,,,,
player,201312010htx,nwe,VereSh00,pos,RB,,,,,
player,201312010htx,nwe,VereSh00,offense,41,,,,,
player,201312010htx,nwe,VereSh00,off_pct,59%,,,,,
player,201312010htx,nwe,VereSh00,defense,0,,,,,
player,201312010htx,nwe,VereSh00,def_pct,0%,,,,,
player,201312010htx,nwe,VereSh00,special_teams,0,,,,,
player,201312010htx,nwe,VereSh00,st_pct,0%,,,,,
player,201312010htx,nwe,MullMa00,pos,TE,,,,,
player,201312010htx,nwe,MullMa00,offense,35,,,,,
player,201312010htx,nwe,MullMa00,off_pct,50%,,,,,
player,201312010htx,nwe,MullMa00,defense,0,,,,,
player,201312010htx,nwe,MullMa00,def_pct,0%,,,,,
player,201312010htx,nwe,MullMa00,special_teams,13,,,,,
player,201312010htx,nwe,MullMa00,st_pct,42%,,,,,
player,201312010htx,nwe,DeveJa00,pos,RB,,,,,
player,201312010htx,nwe,DeveJa00,offense,29,,,,,
player,201312010htx,nwe,DeveJa00,off_pct,41%,,,,,
player,201312010htx,nwe,DeveJa00,defense,0,,,,,
player,201312010htx,nwe,DeveJa00,def_pct,0%,,,,,
player,201312010htx,nwe,DeveJa00,special_teams,6,,,,,
player,201312010htx,nwe,DeveJa00,st_pct,19%,,,,,
player,201312010htx,nwe,BlouLe00,pos,RB,,,,,
player,201312010htx,nwe,BlouLe00,offense,20,,,,,
player,201312010htx,nwe,BlouLe00,off_pct,29%,,,,,
player,201312010htx,nwe,BlouLe00,defense,0,,,,,
player,201312010htx,nwe,BlouLe00,def_pct,0%,,,,,
player,201312010htx,nwe,BlouLe00,special_teams,0,,,,,
player,201312010htx,nwe,BlouLe00,st_pct,0%,,,,,
player,201312010htx,nwe,BoycJo00,pos,WR,,,,,
player,201312010htx,nwe,BoycJo00,offense,16,,,,,
player,201312010htx,nwe,BoycJo00,off_pct,23%,,,,,
player,201312010htx,nwe,BoycJo00,defense,0,,,,,
player,201312010htx,nwe,BoycJo00,def_pct,0%,,,,,
player,201312010htx,nwe,BoycJo00,special_teams,6,,,,,
player,201312010htx,nwe,BoycJo00,st_pct,19%,,,,,
player,201312010htx,nwe,ThomKe02,pos,WR,,,,,
player,201312010htx,nwe,ThomKe02,offense,15,,,,,
player,201312010htx,nwe,ThomKe02,off_pct,21%,,,,,
player,201312010htx,nwe,ThomKe02,defense,0,,,,,
player,201312010htx,nwe,ThomKe02,def_pct,0%,,,,,
player,201312010htx,nwe,ThomKe02,special_teams,0,,,,,
player,201312010htx,nwe,ThomKe02,st_pct,0%,,,,,
player,201312010htx,nwe,BoldBr00,pos,RB,,,,,
player,201312010htx,nwe,BoldBr00,offense,9,,,,,
player,201312010htx,nwe,BoldBr00,off_pct,13%,,,,,
player,201312010htx,nwe,BoldBr00,defense,0,,,,,
player,201312010htx,nwe,BoldBr00,def_pct,0%,,,,,
player,201312010htx,nwe,BoldBr00,special_teams,16,,,,,
player,201312010htx,nwe,BoldBr00,st_pct,52%,,,,,
player,201312010htx,nwe,SlatMa00,pos,WR,,,,,
player,201312010htx,nwe,SlatMa00,offense,8,,,,,
player,201312010htx,nwe,SlatMa00,off_pct,11%,,,,,
player,201312010htx,nwe,SlatMa00,defense,0,,,,,
player,201312010htx,nwe,SlatMa00,def_pct,0%,,,,,
player,201312010htx,nwe,SlatMa00,special_teams,18,,,,,
player,201312010htx,nwe,SlatMa00,st_pct,58%,,,,,
player,201312010htx,nwe,WillD.00,pos,TE,,,,,
player,201312010htx,nwe,WillD.00,offense,4,,,,,
player,201312010htx,nwe,WillD.00,off_pct,6%,,,,,
player,201312010htx,nwe,WillD.00,defense,0,,,,,
player,201312010htx,nwe,WillD.00,def_pct,0%,,,,,
player,201312010htx,nwe,WillD.00,special_teams,8,,,,,
player,201312010htx,nwe,WillD.00,st_pct,26%,,,,,
player,201312010htx,nwe,KlinJo01,pos,T,,,,,
player,201312010htx,nwe,KlinJo01,offense,1,,,,,
player,201312010htx,nwe,KlinJo01,off_pct,1%,,,,,
player,201312010htx,nwe,KlinJo01,defense,0,,,,,
player,201312010htx,nwe,KlinJo01,def_pct,0%,,,,,
player,201312010htx,nwe,KlinJo01,special_teams,0,,,,,
player,201312010htx,nwe,KlinJo01,st_pct,0%,,,,,
player,201312010htx,nwe,McCoDe99,pos,SS,,,,,
player,201312010htx,nwe,McCoDe99,offense,0,,,,,
player,201312010htx,nwe,McCoDe99,off_pct,0%,,,,,
player,201312010htx,nwe,McCoDe99,defense,60,,,,,
player,201312010htx,nwe,McCoDe99,def_pct,100%,,,,,
player,201312010htx,nwe,McCoDe99,special_teams,15,,,,,
player,201312010htx,nwe,McCoDe99,st_pct,48%,,,,,
player,201312010htx,nwe,JoneCh03,pos,DE,,,,,
player,201312010htx,nwe,JoneCh03,offense,0,,,,,
player,201312010htx,nwe,JoneCh03,off_pct,0%,,,,,
player,201312010htx,nwe,JoneCh03,defense,60,,,,,
player,201312010htx,nwe,JoneCh03,def_pct,100%,,,,,
player,201312010htx,nwe,JoneCh03,special_teams,13,,,,,
player,201312010htx,nwe,JoneCh03,st_pct,42%,,,,,
player,201312010htx,nwe,NinkRo20,pos,DE,,,,,
player,201312010htx,nwe,NinkRo20,offense,0,,,,,
player,201312010htx,nwe,NinkRo20,off_pct,0%,,,,,
player,201312010htx,nwe,NinkRo20,defense,60,,,,,
player,201312010htx,nwe,NinkRo20,def_pct,100%,,,,,
player,201312010htx,nwe,NinkRo20,special_teams,6,,,,,
player,201312010htx,nwe,NinkRo20,st_pct,19%,,,,,
player,201312010htx,nwe,TaliAq99,pos,CB,,,,,
player,201312010htx,nwe,TaliAq99,offense,0,,,,,
player,201312010htx,nwe,TaliAq99,off_pct,0%,,,,,
player,201312010htx,nwe,TaliAq99,defense,60,,,,,
player,201312010htx,nwe,TaliAq99,def_pct,100%,,,,,
player,201312010htx,nwe,TaliAq99,special_teams,0,,,,,
player,201312010htx,nwe,TaliAq99,st_pct,0%,,,,,
player,201312010htx,nwe,JoneCh04,pos,DT,,,,,
player,201312010htx,nwe,JoneCh04,offense,0,,,,,
player,201312010htx,nwe,JoneCh04,off_pct,0%,,,,,
player,201312010htx,nwe,JoneCh04,defense,59,,,,,
player,201312010htx,nwe,JoneCh04,def_pct,98%,,,,,
player,201312010htx,nwe,JoneCh04,special_teams,6,,,,,
player,201312010htx,nwe,JoneCh04,st_pct,19%,,,,,
player,201312010htx,nwe,RyanLo00,pos,CB,,,,,
player,201312010htx,nwe,RyanLo00,offense,0,,,,,
player,201312010htx,nwe,RyanLo00,off_pct,0%,,,,,
player,201312010htx,nwe,RyanLo00,defense,57,,,,,
player,201312010htx,nwe,RyanLo00,def_pct,95%,,,,,
player,201312010htx,nwe,RyanLo00,special_teams,1,,,,,
player,201312010htx,nwe,RyanLo00,st_pct,3%,,,,,
player,201312010htx,nwe,HighDo01,pos,LB,,,,,
player,201312010htx,nwe,HighDo01,offense,0,,,,,
player,201312010htx,nwe,HighDo01,off_pct,0%,,,,,
player,201312010htx,nwe,HighDo01,defense,50,,,,,
player,201312010htx,nwe,HighDo01,def_pct,83%,,,,,
player,201312010htx,nwe,HighDo01,special_teams,6,,,,,
player,201312010htx,nwe,HighDo01,st_pct,19%,,,,,
player,201312010htx,nwe,VellJo00,pos,DT,,,,,
player,201312010htx,nwe,VellJo00,offense,0,,,,,
player,201312010htx,nwe,VellJo00,off_pct,0%,,,,,
player,201312010htx,nwe,VellJo00,defense,50,,,,,
player,201312010htx,nwe,VellJo00,def_pct,83%,,,,,
player,201312010htx,nwe,VellJo00,special_teams,6,,,,,
player,201312010htx,nwe,VellJo00,st_pct,19%,,,,,
player,201312010htx,nwe,SpikBr99,pos,LB,,,,,
player,201312010htx,nwe,SpikBr99,offense,0,,,,,
player,201312010htx,nwe,SpikBr99,off_pct,0%,,,,,
player,201312010htx,nwe,SpikBr99,defense,48,,,,,
player,201312010htx,nwe,SpikBr99,def_pct,80%,,,,,
player,201312010htx,nwe,SpikBr99,special_teams,6,,,,,
player,201312010htx,nwe,SpikBr99,st_pct,19%,,,,,
player,201312010htx,nwe,HarmDu00,pos,FS,,,,,
player,201312010htx,nwe,HarmDu00,offense,0,,,,,
player,201312010htx,nwe,HarmDu00,off_pct,0%,,,,,
player,201312010htx,nwe,HarmDu00,defense,33,,,,,
player,201312010htx,nwe,HarmDu00,def_pct,55%,,,,,
player,201312010htx,nwe,HarmDu00,special_teams,6,,,,,
player,201312010htx,nwe,HarmDu00,st_pct,19%,,,,,
player,201312010htx,nwe,GregSt20,pos,FS,,,,,
player,201312010htx,nwe,GregSt20,offense,0,,,,,
player,201312010htx,nwe,GregSt20,off_pct,0%,,,,,
player,201312010htx,nwe,GregSt20,defense,23,,,,,
player,201312010htx,nwe,GregSt20,def_pct,38%,,,,,
player,201312010htx,nwe,GregSt20,special_teams,0,,,,,
player,201312010htx,nwe,GregSt20,st_pct,0%,,,,,
player,201312010htx,nwe,SopoIs20,pos,NT,,,,,
player,201312010htx,nwe,SopoIs20,offense,0,,,,,
player,201312010htx,nwe,SopoIs20,off_pct,0%,,,,,
player,201312010htx,nwe,SopoIs20,defense,21,,,,,
player,201312010htx,nwe,SopoIs20,def_pct,35%,,,,,
player,201312010htx,nwe,SopoIs20,special_teams,0,,,,,
player,201312010htx,nwe,SopoIs20,st_pct,0%,,,,,
player,201312010htx,nwe,ArriKy00,pos,CB,,,,,
player,201312010htx,nwe,ArriKy00,offense,0,,,,,
player,201312010htx,nwe,ArriKy00,off_pct,0%,,,,,
player,201312010htx,nwe,ArriKy00,defense,16,,,,,
player,201312010htx,nwe,ArriKy00,def_pct,27%,,,,,
player,201312010htx,nwe,ArriKy00,special_teams,1,,,,,
player,201312010htx,nwe,ArriKy00,st_pct,3%,,,,,
player,201312010htx,nwe,SiliSe00,pos,NT,,,,,
player,201312010htx,nwe,SiliSe00,offense,0,,,,,
player,201312010htx,nwe,SiliSe00,off_pct,0%,,,,,
player,201312010htx,nwe,SiliSe00,defense,16,,,,,
player,201312010htx,nwe,SiliSe00,def_pct,27%,,,,,
player,201312010htx,nwe,SiliSe00,special_teams,0,,,,,
player,201312010htx,nwe,SiliSe00,st_pct,0%,,,,,
player,201312010htx,nwe,CollJa00,pos,LB,,,,,
player,201312010htx,nwe,CollJa00,offense,0,,,,,
player,201312010htx,nwe,CollJa00,off_pct,0%,,,,,
player,201312010htx,nwe,CollJa00,defense,14,,,,,
player,201312010htx,nwe,CollJa00,def_pct,23%,,,,,
player,201312010htx,nwe,CollJa00,special_teams,23,,,,,
player,201312010htx,nwe,CollJa00,st_pct,74%,,,,,
player,201312010htx,nwe,FletDa00,pos,LB,,,,,
player,201312010htx,nwe,FletDa00,offense,0,,,,,
player,201312010htx,nwe,FletDa00,off_pct,0%,,,,,
player,201312010htx,nwe,FletDa00,defense,12,,,,,
player,201312010htx,nwe,FletDa00,def_pct,20%,,,,,
player,201312010htx,nwe,FletDa00,special_teams,10,,,,,
player,201312010htx,nwe,FletDa00,st_pct,32%,,,,,
player,201312010htx,nwe,CartAn20,pos,DE,,,,,
player,201312010htx,nwe,CartAn20,offense,0,,,,,
player,201312010htx,nwe,CartAn20,off_pct,0%,,,,,
player,201312010htx,nwe,CartAn20,defense,10,,,,,
player,201312010htx,nwe,CartAn20,def_pct,17%,,,,,
player,201312010htx,nwe,CartAn20,special_teams,6,,,,,
player,201312010htx,nwe,CartAn20,st_pct,19%,,,,,
player,201312010htx,nwe,ColeMa01,pos,CB,,,,,
player,201312010htx,nwe,ColeMa01,offense,0,,,,,
player,201312010htx,nwe,ColeMa01,off_pct,0%,,,,,
player,201312010htx,nwe,ColeMa01,defense,9,,,,,
player,201312010htx,nwe,ColeMa01,def_pct,15%,,,,,
player,201312010htx,nwe,ColeMa01,special_teams,18,,,,,
player,201312010htx,nwe,ColeMa01,st_pct,58%,,,,,
player,201312010htx,nwe,EbneNa00,pos,SS,,,,,
player,201312010htx,nwe,EbneNa00,offense,0,,,,,
player,201312010htx,nwe,EbneNa00,off_pct,0%,,,,,
player,201312010htx,nwe,EbneNa00,defense,2,,,,,
player,201312010htx,nwe,EbneNa00,def_pct,3%,,,,,
player,201312010htx,nwe,EbneNa00,special_teams,24,,,,,
player,201312010htx,nwe,EbneNa00,st_pct,77%,,,,,
player,201312010htx,nwe,WhitCh03,pos,LB,,,,,
player,201312010htx,nwe,WhitCh03,offense,0,,,,,
player,201312010htx,nwe,WhitCh03,off_pct,0%,,,,,
player,201312010htx,nwe,WhitCh03,defense,0,,,,,
player,201312010htx,nwe,WhitCh03,def_pct,0%,,,,,
player,201312010htx,nwe,WhitCh03,special_teams,18,,,,,
player,201312010htx,nwe,WhitCh03,st_pct,58%,,,,,
player,201312010htx,nwe,WilsTa00,pos,SS,,,,,
player,201312010htx,nwe,WilsTa00,offense,0,,,,,
player,201312010htx,nwe,WilsTa00,off_pct,0%,,,,,
player,201312010htx,nwe,WilsTa00,defense,0,,,,,
player,201312010htx,nwe,WilsTa00,def_pct,0%,,,,,
player,201312010htx,nwe,WilsTa00,special_teams,18,,,,,
player,201312010htx,nwe,WilsTa00,st_pct,58%,,,,,
player,201312010htx,nwe,GostSt20,pos,K,,,,,
player,201312010htx,nwe,GostSt20,offense,0,,,,,
player,201312010htx,nwe,GostSt20,off_pct,0%,,,,,
player,201312010htx,nwe,GostSt20,defense,0,,,,,
player,201312010htx,nwe,GostSt20,def_pct,0%,,,,,
player,201312010htx,nwe,GostSt20,special_teams,14,,,,,
player,201312010htx,nwe,GostSt20,st_pct,45%,,,,,
player,201312010htx,nwe,BuchMi00,pos,DE,,,,,
player,201312010htx,nwe,BuchMi00,offense,0,,,,,
player,201312010htx,nwe,BuchMi00,off_pct,0%,,,,,
player,201312010htx,nwe,BuchMi00,defense,0,,,,,
player,201312010htx,nwe,BuchMi00,def_pct,0%,,,,,
player,201312010htx,nwe,BuchMi00,special_teams,12,,,,,
player,201312010htx,nwe,BuchMi00,st_pct,39%,,,,,
player,201312010htx,nwe,AlleRy01,pos,P,,,,,
player,201312010htx,nwe,AlleRy01,offense,0,,,,,
player,201312010htx,nwe,AlleRy01,off_pct,0%,,,,,
player,201312010htx,nwe,AlleRy01,defense,0,,,,,
player,201312010htx,nwe,AlleRy01,def_pct,0%,,,,,
player,201312010htx,nwe,AlleRy01,special_teams,10,,,,,
player,201312010htx,nwe,AlleRy01,st_pct,32%,,,,,
player,201312010htx,nwe,AikeDa00,pos,LS,,,,,
player,201312010htx,nwe,AikeDa00,offense,0,,,,,
player,201312010htx,nwe,AikeDa00,off_pct,0%,,,,,
player,201312010htx,nwe,AikeDa00,defense,0,,,,,
player,201312010htx,nwe,AikeDa00,def_pct,0%,,,,,
player,201312010htx,nwe,AikeDa00,special_teams,10,,,,,
player,201312010htx,nwe,AikeDa00,st_pct,32%,,,,,
player,201312010htx,nwe,BarkCh00,pos,G,,,,,
player,201312010htx,nwe,BarkCh00,offense,0,,,,,
player,201312010htx,nwe,BarkCh00,off_pct,0%,,,,,
player,201312010htx,nwe,BarkCh00,defense,0,,,,,
player,201312010htx,nwe,BarkCh00,def_pct,0%,,,,,
player,201312010htx,nwe,BarkCh00,special_teams,7,,,,,
player,201312010htx,nwe,BarkCh00,st_pct,23%,,,,,
