game,2013,3,20130919,201309190phi,kan,"Kansas City Chiefs",26,phi,"Philadelphia Eagles",16
player,201309190phi,kan,BrocKe00,rec_yds,0,,,,,
player,201309190phi,kan,BrocKe00,rec_td,0,,,,,
player,201309190phi,kan,BrocKe00,rec_long,0,,,,,
player,201309190phi,kan,BrocKe00,fumbles,0,,,,,
player,201309190phi,kan,BrocKe00,fumbles_lost,0,,,,,
player,201309190phi,kan,HemiJu00,pass_cmp,0,,,,,
player,201309190phi,kan,HemiJu00,pass_att,0,,,,,
player,201309190phi,kan,HemiJu00,pass_yds,0,,,,,
player,201309190phi,kan,HemiJu00,pass_td,0,,,,,
player,201309190phi,kan,HemiJu00,pass_int,0,,,,,
player,201309190phi,kan,HemiJu00,pass_sacked,0,,,,,
player,201309190phi,kan,HemiJu00,pass_sacked_yds,0,,,,,
player,201309190phi,kan,HemiJu00,pass_long,0,,,,,
player,201309190phi,kan,HemiJu00,pass_rating,,,,,,
player,201309190phi,kan,HemiJu00,rush_att,0,,,,,
player,201309190phi,kan,HemiJu00,rush_yds,0,,,,,
player,201309190phi,kan,HemiJu00,rush_td,0,,,,,
player,201309190phi,kan,HemiJu00,rush_long,0,,,,,
player,201309190phi,kan,HemiJu00,targets,1,,,,,
player,201309190phi,kan,HemiJu00,rec,0,,,,,
player,201309190phi,kan,HemiJu00,rec_yds,0,,,,,
player,201309190phi,kan,HemiJu00,rec_td,0,,,,,
player,201309190phi,kan,HemiJu00,rec_long,0,,,,,
player,201309190phi,kan,HemiJu00,fumbles,0,,,,,
player,201309190phi,kan,HemiJu00,fumbles_lost,0,,,,,
player,201309190phi,kan,McClDe00,pass_cmp,0,,,,,
player,201309190phi,kan,McClDe00,pass_att,0,,,,,
player,201309190phi,kan,McClDe00,pass_yds,0,,,,,
player,201309190phi,kan,McClDe00,pass_td,0,,,,,
player,201309190phi,kan,McClDe00,pass_int,0,,,,,
player,201309190phi,kan,McClDe00,pass_sacked,0,,,,,
player,201309190phi,kan,McClDe00,pass_sacked_yds,0,,,,,
player,201309190phi,kan,McClDe00,pass_long,0,,,,,
player,201309190phi,kan,McClDe00,pass_rating,,,,,,
player,201309190phi,kan,McClDe00,rush_att,1,,,,,
player,201309190phi,kan,McClDe00,rush_yds,-3,,,,,
player,201309190phi,kan,McClDe00,rush_td,0,,,,,
player,201309190phi,kan,McClDe00,rush_long,-3,,,,,
player,201309190phi,kan,McClDe00,targets,4,,,,,
player,201309190phi,kan,McClDe00,rec,1,,,,,
player,201309190phi,kan,McClDe00,rec_yds,1,,,,,
player,201309190phi,kan,McClDe00,rec_td,0,,,,,
player,201309190phi,kan,McClDe00,rec_long,1,,,,,
player,201309190phi,kan,McClDe00,fumbles,0,,,,,
player,201309190phi,kan,McClDe00,fumbles_lost,0,,,,,
player,201309190phi,phi,VickMi00,pass_cmp,13,,,,,
player,201309190phi,phi,VickMi00,pass_att,30,,,,,
player,201309190phi,phi,VickMi00,pass_yds,201,,,,,
player,201309190phi,phi,VickMi00,pass_td,1,,,,,
player,201309190phi,phi,VickMi00,pass_int,2,,,,,
player,201309190phi,phi,VickMi00,pass_sacked,6,,,,,
player,201309190phi,phi,VickMi00,pass_sacked_yds,34,,,,,
player,201309190phi,phi,VickMi00,pass_long,40,,,,,
player,201309190phi,phi,VickMi00,pass_rating,49.4,,,,,
player,201309190phi,phi,VickMi00,rush_att,4,,,,,
player,201309190phi,phi,VickMi00,rush_yds,99,,,,,
player,201309190phi,phi,VickMi00,rush_td,0,,,,,
player,201309190phi,phi,VickMi00,rush_long,61,,,,,
player,201309190phi,phi,VickMi00,targets,0,,,,,
player,201309190phi,phi,VickMi00,rec,0,,,,,
player,201309190phi,phi,VickMi00,rec_yds,0,,,,,
player,201309190phi,phi,VickMi00,rec_td,0,,,,,
player,201309190phi,phi,VickMi00,rec_long,0,,,,,
player,201309190phi,phi,VickMi00,fumbles,1,,,,,
player,201309190phi,phi,VickMi00,fumbles_lost,1,,,,,
player,201309190phi,phi,McCoLe01,pass_cmp,0,,,,,
player,201309190phi,phi,McCoLe01,pass_att,0,,,,,
player,201309190phi,phi,McCoLe01,pass_yds,0,,,,,
player,201309190phi,phi,McCoLe01,pass_td,0,,,,,
player,201309190phi,phi,McCoLe01,pass_int,0,,,,,
player,201309190phi,phi,McCoLe01,pass_sacked,0,,,,,
player,201309190phi,phi,McCoLe01,pass_sacked_yds,0,,,,,
player,201309190phi,phi,McCoLe01,pass_long,0,,,,,
player,201309190phi,phi,McCoLe01,pass_rating,,,,,,
player,201309190phi,phi,McCoLe01,rush_att,20,,,,,
player,201309190phi,phi,McCoLe01,rush_yds,158,,,,,
player,201309190phi,phi,McCoLe01,rush_td,1,,,,,
player,201309190phi,phi,McCoLe01,rush_long,41,,,,,
player,201309190phi,phi,McCoLe01,targets,1,,,,,
player,201309190phi,phi,McCoLe01,rec,0,,,,,
player,201309190phi,phi,McCoLe01,rec_yds,0,,,,,
player,201309190phi,phi,McCoLe01,rec_td,0,,,,,
player,201309190phi,phi,McCoLe01,rec_long,0,,,,,
player,201309190phi,phi,McCoLe01,fumbles,0,,,,,
player,201309190phi,phi,McCoLe01,fumbles_lost,0,,,,,
player,201309190phi,phi,BrowBr02,pass_cmp,0,,,,,
player,201309190phi,phi,BrowBr02,pass_att,0,,,,,
player,201309190phi,phi,BrowBr02,pass_yds,0,,,,,
player,201309190phi,phi,BrowBr02,pass_td,0,,,,,
player,201309190phi,phi,BrowBr02,pass_int,0,,,,,
player,201309190phi,phi,BrowBr02,pass_sacked,0,,,,,
player,201309190phi,phi,BrowBr02,pass_sacked_yds,0,,,,,
player,201309190phi,phi,BrowBr02,pass_long,0,,,,,
player,201309190phi,phi,BrowBr02,pass_rating,,,,,,
player,201309190phi,phi,BrowBr02,rush_att,3,,,,,
player,201309190phi,phi,BrowBr02,rush_yds,7,,,,,
player,201309190phi,phi,BrowBr02,rush_td,0,,,,,
player,201309190phi,phi,BrowBr02,rush_long,3,,,,,
player,201309190phi,phi,BrowBr02,targets,0,,,,,
player,201309190phi,phi,BrowBr02,rec,0,,,,,
player,201309190phi,phi,BrowBr02,rec_yds,0,,,,,
player,201309190phi,phi,BrowBr02,rec_td,0,,,,,
player,201309190phi,phi,BrowBr02,rec_long,0,,,,,
player,201309190phi,phi,BrowBr02,fumbles,0,,,,,
player,201309190phi,phi,BrowBr02,fumbles_lost,0,,,,,
player,201309190phi,phi,AvanJa00,pass_cmp,0,,,,,
player,201309190phi,phi,AvanJa00,pass_att,0,,,,,
player,201309190phi,phi,AvanJa00,pass_yds,0,,,,,
player,201309190phi,phi,AvanJa00,pass_td,0,,,,,
player,201309190phi,phi,AvanJa00,pass_int,0,,,,,
player,201309190phi,phi,AvanJa00,pass_sacked,0,,,,,
player,201309190phi,phi,AvanJa00,pass_sacked_yds,0,,,,,
player,201309190phi,phi,AvanJa00,pass_long,0,,,,,
player,201309190phi,phi,AvanJa00,pass_rating,,,,,,
player,201309190phi,phi,AvanJa00,rush_att,0,,,,,
player,201309190phi,phi,AvanJa00,rush_yds,0,,,,,
player,201309190phi,phi,AvanJa00,rush_td,0,,,,,
player,201309190phi,phi,AvanJa00,rush_long,0,,,,,
player,201309190phi,phi,AvanJa00,targets,8,,,,,
player,201309190phi,phi,AvanJa00,rec,5,,,,,
player,201309190phi,phi,AvanJa00,rec_yds,87,,,,,
player,201309190phi,phi,AvanJa00,rec_td,1,,,,,
player,201309190phi,phi,AvanJa00,rec_long,31,,,,,
player,201309190phi,phi,AvanJa00,fumbles,0,,,,,
player,201309190phi,phi,AvanJa00,fumbles_lost,0,,,,,
player,201309190phi,phi,JackDe00,pass_cmp,0,,,,,
player,201309190phi,phi,JackDe00,pass_att,0,,,,,
player,201309190phi,phi,JackDe00,pass_yds,0,,,,,
player,201309190phi,phi,JackDe00,pass_td,0,,,,,
player,201309190phi,phi,JackDe00,pass_int,0,,,,,
player,201309190phi,phi,JackDe00,pass_sacked,0,,,,,
player,201309190phi,phi,JackDe00,pass_sacked_yds,0,,,,,
player,201309190phi,phi,JackDe00,pass_long,0,,,,,
player,201309190phi,phi,JackDe00,pass_rating,,,,,,
player,201309190phi,phi,JackDe00,rush_att,0,,,,,
player,201309190phi,phi,JackDe00,rush_yds,0,,,,,
player,201309190phi,phi,JackDe00,rush_td,0,,,,,
player,201309190phi,phi,JackDe00,rush_long,0,,,,,
player,201309190phi,phi,JackDe00,targets,7,,,,,
player,201309190phi,phi,JackDe00,rec,3,,,,,
player,201309190phi,phi,JackDe00,rec_yds,62,,,,,
player,201309190phi,phi,JackDe00,rec_td,0,,,,,
player,201309190phi,phi,JackDe00,rec_long,40,,,,,
player,201309190phi,phi,JackDe00,fumbles,0,,,,,
player,201309190phi,phi,JackDe00,fumbles_lost,0,,,,,
player,201309190phi,phi,CoopRi00,pass_cmp,0,,,,,
player,201309190phi,phi,CoopRi00,pass_att,0,,,,,
player,201309190phi,phi,CoopRi00,pass_yds,0,,,,,
player,201309190phi,phi,CoopRi00,pass_td,0,,,,,
player,201309190phi,phi,CoopRi00,pass_int,0,,,,,
player,201309190phi,phi,CoopRi00,pass_sacked,0,,,,,
player,201309190phi,phi,CoopRi00,pass_sacked_yds,0,,,,,
player,201309190phi,phi,CoopRi00,pass_long,0,,,,,
player,201309190phi,phi,CoopRi00,pass_rating,,,,,,
player,201309190phi,phi,CoopRi00,rush_att,0,,,,,
player,201309190phi,phi,CoopRi00,rush_yds,0,,,,,
player,201309190phi,phi,CoopRi00,rush_td,0,,,,,
player,201309190phi,phi,CoopRi00,rush_long,0,,,,,
player,201309190phi,phi,CoopRi00,targets,7,,,,,
player,201309190phi,phi,CoopRi00,rec,2,,,,,
player,201309190phi,phi,CoopRi00,rec_yds,29,,,,,
player,201309190phi,phi,CoopRi00,rec_td,0,,,,,
player,201309190phi,phi,CoopRi00,rec_long,16,,,,,
player,201309190phi,phi,CoopRi00,fumbles,0,,,,,
player,201309190phi,phi,CoopRi00,fumbles_lost,0,,,,,
player,201309190phi,phi,CeleBr00,pass_cmp,0,,,,,
player,201309190phi,phi,CeleBr00,pass_att,0,,,,,
player,201309190phi,phi,CeleBr00,pass_yds,0,,,,,
player,201309190phi,phi,CeleBr00,pass_td,0,,,,,
player,201309190phi,phi,CeleBr00,pass_int,0,,,,,
player,201309190phi,phi,CeleBr00,pass_sacked,0,,,,,
player,201309190phi,phi,CeleBr00,pass_sacked_yds,0,,,,,
player,201309190phi,phi,CeleBr00,pass_long,0,,,,,
player,201309190phi,phi,CeleBr00,pass_rating,,,,,,
player,201309190phi,phi,CeleBr00,rush_att,0,,,,,
player,201309190phi,phi,CeleBr00,rush_yds,0,,,,,
player,201309190phi,phi,CeleBr00,rush_td,0,,,,,
player,201309190phi,phi,CeleBr00,rush_long,0,,,,,
player,201309190phi,phi,CeleBr00,targets,5,,,,,
player,201309190phi,phi,CeleBr00,rec,2,,,,,
player,201309190phi,phi,CeleBr00,rec_yds,18,,,,,
player,201309190phi,phi,CeleBr00,rec_td,0,,,,,
player,201309190phi,phi,CeleBr00,rec_long,16,,,,,
player,201309190phi,phi,CeleBr00,fumbles,0,,,,,
player,201309190phi,phi,CeleBr00,fumbles_lost,0,,,,,
player,201309190phi,phi,ErtzZa00,pass_cmp,0,,,,,
player,201309190phi,phi,ErtzZa00,pass_att,0,,,,,
player,201309190phi,phi,ErtzZa00,pass_yds,0,,,,,
player,201309190phi,phi,ErtzZa00,pass_td,0,,,,,
player,201309190phi,phi,ErtzZa00,pass_int,0,,,,,
player,201309190phi,phi,ErtzZa00,pass_sacked,0,,,,,
player,201309190phi,phi,ErtzZa00,pass_sacked_yds,0,,,,,
player,201309190phi,phi,ErtzZa00,pass_long,0,,,,,
player,201309190phi,phi,ErtzZa00,pass_rating,,,,,,
player,201309190phi,phi,ErtzZa00,rush_att,0,,,,,
player,201309190phi,phi,ErtzZa00,rush_yds,0,,,,,
player,201309190phi,phi,ErtzZa00,rush_td,0,,,,,
player,201309190phi,phi,ErtzZa00,rush_long,0,,,,,
player,201309190phi,phi,ErtzZa00,targets,1,,,,,
player,201309190phi,phi,ErtzZa00,rec,1,,,,,
player,201309190phi,phi,ErtzZa00,rec_yds,5,,,,,
player,201309190phi,phi,ErtzZa00,rec_td,0,,,,,
player,201309190phi,phi,ErtzZa00,rec_long,5,,,,,
player,201309190phi,phi,ErtzZa00,fumbles,0,,,,,
player,201309190phi,phi,ErtzZa00,fumbles_lost,0,,,,,
player,201309190phi,kan,BerrEr99,def_int,1,,,,,
player,201309190phi,kan,BerrEr99,def_int_yds,38,,,,,
player,201309190phi,kan,BerrEr99,def_int_td,1,,,,,
player,201309190phi,kan,BerrEr99,def_int_long,38,,,,,
player,201309190phi,kan,BerrEr99,pass_defended,2,,,,,
player,201309190phi,kan,BerrEr99,sacks,0.0,,,,,
player,201309190phi,kan,BerrEr99,tackles_combined,5,,,,,
player,201309190phi,kan,BerrEr99,tackles_solo,5,,,,,
player,201309190phi,kan,BerrEr99,tackles_assists,0,,,,,
player,201309190phi,kan,BerrEr99,tackles_loss,0,,,,,
player,201309190phi,kan,BerrEr99,qb_hits,0,,,,,
player,201309190phi,kan,BerrEr99,fumbles_rec,0,,,,,
player,201309190phi,kan,BerrEr99,fumbles_rec_yds,0,,,,,
player,201309190phi,kan,BerrEr99,fumbles_rec_td,0,,,,,
player,201309190phi,kan,BerrEr99,fumbles_forced,0,,,,,
player,201309190phi,kan,SmitSe99,def_int,1,,,,,
player,201309190phi,kan,SmitSe99,def_int_yds,-4,,,,,
player,201309190phi,kan,SmitSe99,def_int_td,0,,,,,
player,201309190phi,kan,SmitSe99,def_int_long,-4,,,,,
player,201309190phi,kan,SmitSe99,pass_defended,2,,,,,
player,201309190phi,kan,SmitSe99,sacks,0.0,,,,,
player,201309190phi,kan,SmitSe99,tackles_combined,4,,,,,
player,201309190phi,kan,SmitSe99,tackles_solo,3,,,,,
player,201309190phi,kan,SmitSe99,tackles_assists,1,,,,,
player,201309190phi,kan,SmitSe99,tackles_loss,0,,,,,
player,201309190phi,kan,SmitSe99,qb_hits,0,,,,,
player,201309190phi,kan,SmitSe99,fumbles_rec,0,,,,,
player,201309190phi,kan,SmitSe99,fumbles_rec_yds,0,,,,,
player,201309190phi,kan,SmitSe99,fumbles_rec_td,0,,,,,
player,201309190phi,kan,SmitSe99,fumbles_forced,0,,,,,
player,201309190phi,kan,HousJu00,def_int,0,,,,,
player,201309190phi,kan,HousJu00,def_int_yds,0,,,,,
player,201309190phi,kan,HousJu00,def_int_td,0,,,,,
