game,2013,13,20131128,201311280dal,rai,"Oakland Raiders",24,dal,"Dallas Cowboys",31
player,201311280dal,rai,BarnKh20,off_pct,100%,,,,,
player,201311280dal,rai,BarnKh20,defense,0,,,,,
player,201311280dal,rai,BarnKh20,def_pct,0%,,,,,
player,201311280dal,rai,BarnKh20,special_teams,4,,,,,
player,201311280dal,rai,BarnKh20,st_pct,13%,,,,,
player,201311280dal,rai,PashTo20,pos,T,,,,,
player,201311280dal,rai,PashTo20,offense,56,,,,,
player,201311280dal,rai,PashTo20,off_pct,100%,,,,,
player,201311280dal,rai,PashTo20,defense,0,,,,,
player,201311280dal,rai,PashTo20,def_pct,0%,,,,,
player,201311280dal,rai,PashTo20,special_teams,4,,,,,
player,201311280dal,rai,PashTo20,st_pct,13%,,,,,
player,201311280dal,rai,WisnSt01,pos,C,,,,,
player,201311280dal,rai,WisnSt01,offense,56,,,,,
player,201311280dal,rai,WisnSt01,off_pct,100%,,,,,
player,201311280dal,rai,WisnSt01,defense,0,,,,,
player,201311280dal,rai,WisnSt01,def_pct,0%,,,,,
player,201311280dal,rai,WisnSt01,special_teams,4,,,,,
player,201311280dal,rai,WisnSt01,st_pct,13%,,,,,
player,201311280dal,rai,McGlMa01,pos,QB,,,,,
player,201311280dal,rai,McGlMa01,offense,56,,,,,
player,201311280dal,rai,McGlMa01,off_pct,100%,,,,,
player,201311280dal,rai,McGlMa01,defense,0,,,,,
player,201311280dal,rai,McGlMa01,def_pct,0%,,,,,
player,201311280dal,rai,McGlMa01,special_teams,0,,,,,
player,201311280dal,rai,McGlMa01,st_pct,0%,,,,,
player,201311280dal,rai,VeldJa20,pos,T,,,,,
player,201311280dal,rai,VeldJa20,offense,56,,,,,
player,201311280dal,rai,VeldJa20,off_pct,100%,,,,,
player,201311280dal,rai,VeldJa20,defense,0,,,,,
player,201311280dal,rai,VeldJa20,def_pct,0%,,,,,
player,201311280dal,rai,VeldJa20,special_teams,0,,,,,
player,201311280dal,rai,VeldJa20,st_pct,0%,,,,,
player,201311280dal,rai,HolmAn00,pos,WR,,,,,
player,201311280dal,rai,HolmAn00,offense,47,,,,,
player,201311280dal,rai,HolmAn00,off_pct,84%,,,,,
player,201311280dal,rai,HolmAn00,defense,0,,,,,
player,201311280dal,rai,HolmAn00,def_pct,0%,,,,,
player,201311280dal,rai,HolmAn00,special_teams,0,,,,,
player,201311280dal,rai,HolmAn00,st_pct,0%,,,,,
player,201311280dal,rai,JennRa00,pos,RB,,,,,
player,201311280dal,rai,JennRa00,offense,45,,,,,
player,201311280dal,rai,JennRa00,off_pct,80%,,,,,
player,201311280dal,rai,JennRa00,defense,0,,,,,
player,201311280dal,rai,JennRa00,def_pct,0%,,,,,
player,201311280dal,rai,JennRa00,special_teams,1,,,,,
player,201311280dal,rai,JennRa00,st_pct,3%,,,,,
player,201311280dal,rai,StreRo00,pos,WR,,,,,
player,201311280dal,rai,StreRo00,offense,43,,,,,
player,201311280dal,rai,StreRo00,off_pct,77%,,,,,
player,201311280dal,rai,StreRo00,defense,0,,,,,
player,201311280dal,rai,StreRo00,def_pct,0%,,,,,
player,201311280dal,rai,StreRo00,special_teams,0,,,,,
player,201311280dal,rai,StreRo00,st_pct,0%,,,,,
player,201311280dal,rai,GuroAn20,pos,G,,,,,
player,201311280dal,rai,GuroAn20,offense,39,,,,,
player,201311280dal,rai,GuroAn20,off_pct,70%,,,,,
player,201311280dal,rai,GuroAn20,defense,0,,,,,
player,201311280dal,rai,GuroAn20,def_pct,0%,,,,,
player,201311280dal,rai,GuroAn20,special_teams,4,,,,,
player,201311280dal,rai,GuroAn20,st_pct,13%,,,,,
player,201311280dal,rai,RiveMy00,pos,TE,,,,,
player,201311280dal,rai,RiveMy00,offense,31,,,,,
player,201311280dal,rai,RiveMy00,off_pct,55%,,,,,
player,201311280dal,rai,RiveMy00,defense,0,,,,,
player,201311280dal,rai,RiveMy00,def_pct,0%,,,,,
player,201311280dal,rai,RiveMy00,special_teams,11,,,,,
player,201311280dal,rai,RiveMy00,st_pct,35%,,,,,
player,201311280dal,rai,FordJa01,pos,WR,,,,,
player,201311280dal,rai,FordJa01,offense,30,,,,,
player,201311280dal,rai,FordJa01,off_pct,54%,,,,,
player,201311280dal,rai,FordJa01,defense,0,,,,,
player,201311280dal,rai,FordJa01,def_pct,0%,,,,,
player,201311280dal,rai,FordJa01,special_teams,0,,,,,
player,201311280dal,rai,FordJa01,st_pct,0%,,,,,
player,201311280dal,rai,MastJe20,pos,TE,,,,,
player,201311280dal,rai,MastJe20,offense,26,,,,,
player,201311280dal,rai,MastJe20,off_pct,46%,,,,,
player,201311280dal,rai,MastJe20,defense,0,,,,,
player,201311280dal,rai,MastJe20,def_pct,0%,,,,,
player,201311280dal,rai,MastJe20,special_teams,11,,,,,
player,201311280dal,rai,MastJe20,st_pct,35%,,,,,
player,201311280dal,rai,ReecMa00,pos,FB,,,,,
player,201311280dal,rai,ReecMa00,offense,23,,,,,
player,201311280dal,rai,ReecMa00,off_pct,41%,,,,,
player,201311280dal,rai,ReecMa00,defense,0,,,,,
player,201311280dal,rai,ReecMa00,def_pct,0%,,,,,
player,201311280dal,rai,ReecMa00,special_teams,2,,,,,
player,201311280dal,rai,ReecMa00,st_pct,6%,,,,,
player,201311280dal,rai,NixxLu00,pos,G,,,,,
player,201311280dal,rai,NixxLu00,offense,16,,,,,
player,201311280dal,rai,NixxLu00,off_pct,29%,,,,,
player,201311280dal,rai,NixxLu00,defense,0,,,,,
player,201311280dal,rai,NixxLu00,def_pct,0%,,,,,
player,201311280dal,rai,NixxLu00,special_teams,4,,,,,
player,201311280dal,rai,NixxLu00,st_pct,13%,,,,,
player,201311280dal,rai,McCaMa00,pos,T,,,,,
player,201311280dal,rai,McCaMa00,offense,12,,,,,
player,201311280dal,rai,McCaMa00,off_pct,21%,,,,,
player,201311280dal,rai,McCaMa00,defense,0,,,,,
player,201311280dal,rai,McCaMa00,def_pct,0%,,,,,
player,201311280dal,rai,McCaMa00,special_teams,3,,,,,
player,201311280dal,rai,McCaMa00,st_pct,10%,,,,,
player,201311280dal,rai,McFaDa00,pos,RB,,,,,
player,201311280dal,rai,McFaDa00,offense,11,,,,,
player,201311280dal,rai,McFaDa00,off_pct,20%,,,,,
player,201311280dal,rai,McFaDa00,defense,0,,,,,
player,201311280dal,rai,McFaDa00,def_pct,0%,,,,,
player,201311280dal,rai,McFaDa00,special_teams,0,,,,,
player,201311280dal,rai,McFaDa00,st_pct,0%,,,,,
player,201311280dal,rai,OlawJa00,pos,FB,,,,,
player,201311280dal,rai,OlawJa00,offense,9,,,,,
player,201311280dal,rai,OlawJa00,off_pct,16%,,,,,
player,201311280dal,rai,OlawJa00,defense,0,,,,,
player,201311280dal,rai,OlawJa00,def_pct,0%,,,,,
player,201311280dal,rai,OlawJa00,special_teams,22,,,,,
player,201311280dal,rai,OlawJa00,st_pct,71%,,,,,
player,201311280dal,rai,KasaNi00,pos,TE,,,,,
player,201311280dal,rai,KasaNi00,offense,3,,,,,
player,201311280dal,rai,KasaNi00,off_pct,5%,,,,,
player,201311280dal,rai,KasaNi00,defense,0,,,,,
player,201311280dal,rai,KasaNi00,def_pct,0%,,,,,
player,201311280dal,rai,KasaNi00,special_teams,5,,,,,
player,201311280dal,rai,KasaNi00,st_pct,16%,,,,,
player,201311280dal,rai,BrisMi20,pos,G,,,,,
player,201311280dal,rai,BrisMi20,offense,1,,,,,
player,201311280dal,rai,BrisMi20,off_pct,2%,,,,,
player,201311280dal,rai,BrisMi20,defense,0,,,,,
player,201311280dal,rai,BrisMi20,def_pct,0%,,,,,
player,201311280dal,rai,BrisMi20,special_teams,1,,,,,
player,201311280dal,rai,BrisMi20,st_pct,3%,,,,,
player,201311280dal,rai,WoodCh00,pos,FS,,,,,
player,201311280dal,rai,WoodCh00,offense,0,,,,,
player,201311280dal,rai,WoodCh00,off_pct,0%,,,,,
player,201311280dal,rai,WoodCh00,defense,68,,,,,
player,201311280dal,rai,WoodCh00,def_pct,100%,,,,,
player,201311280dal,rai,WoodCh00,special_teams,5,,,,,
player,201311280dal,rai,WoodCh00,st_pct,16%,,,,,
player,201311280dal,rai,RoacNi99,pos,LB,,,,,
player,201311280dal,rai,RoacNi99,offense,0,,,,,
player,201311280dal,rai,RoacNi99,off_pct,0%,,,,,
player,201311280dal,rai,RoacNi99,defense,68,,,,,
player,201311280dal,rai,RoacNi99,def_pct,100%,,,,,
player,201311280dal,rai,RoacNi99,special_teams,5,,,,,
player,201311280dal,rai,RoacNi99,st_pct,16%,,,,,
player,201311280dal,rai,HousLa99,pos,DE,,,,,
player,201311280dal,rai,HousLa99,offense,0,,,,,
player,201311280dal,rai,HousLa99,off_pct,0%,,,,,
player,201311280dal,rai,HousLa99,defense,67,,,,,
player,201311280dal,rai,HousLa99,def_pct,99%,,,,,
player,201311280dal,rai,HousLa99,special_teams,5,,,,,
player,201311280dal,rai,HousLa99,st_pct,16%,,,,,
player,201311280dal,rai,BurnKe20,pos,LB,,,,,
player,201311280dal,rai,BurnKe20,offense,0,,,,,
player,201311280dal,rai,BurnKe20,off_pct,0%,,,,,
player,201311280dal,rai,BurnKe20,defense,65,,,,,
player,201311280dal,rai,BurnKe20,def_pct,96%,,,,,
player,201311280dal,rai,BurnKe20,special_teams,5,,,,,
player,201311280dal,rai,BurnKe20,st_pct,16%,,,,,
player,201311280dal,rai,PortTr99,pos,CB,,,,,
player,201311280dal,rai,PortTr99,offense,0,,,,,
player,201311280dal,rai,PortTr99,off_pct,0%,,,,,
player,201311280dal,rai,PortTr99,defense,65,,,,,
player,201311280dal,rai,PortTr99,def_pct,96%,,,,,
player,201311280dal,rai,PortTr99,special_teams,4,,,,,
player,201311280dal,rai,PortTr99,st_pct,13%,,,,,
player,201311280dal,rai,RossBr00,pos,SS,,,,,
player,201311280dal,rai,RossBr00,offense,0,,,,,
player,201311280dal,rai,RossBr00,off_pct,0%,,,,,
player,201311280dal,rai,RossBr00,defense,60,,,,,
player,201311280dal,rai,RossBr00,def_pct,88%,,,,,
player,201311280dal,rai,RossBr00,special_teams,12,,,,,
player,201311280dal,rai,RossBr00,st_pct,39%,,,,,
player,201311280dal,rai,MoorSi00,pos,LB,,,,,
player,201311280dal,rai,MoorSi00,offense,0,,,,,
player,201311280dal,rai,MoorSi00,off_pct,0%,,,,,
player,201311280dal,rai,MoorSi00,defense,60,,,,,
player,201311280dal,rai,MoorSi00,def_pct,88%,,,,,
player,201311280dal,rai,MoorSi00,special_teams,5,,,,,
player,201311280dal,rai,MoorSi00,st_pct,16%,,,,,
player,201311280dal,rai,WalkVa99,pos,DT,,,,,
player,201311280dal,rai,WalkVa99,offense,0,,,,,
player,201311280dal,rai,WalkVa99,off_pct,0%,,,,,
player,201311280dal,rai,WalkVa99,defense,57,,,,,
player,201311280dal,rai,WalkVa99,def_pct,84%,,,,,
player,201311280dal,rai,WalkVa99,special_teams,5,,,,,
player,201311280dal,rai,WalkVa99,st_pct,16%,,,,,
player,201311280dal,rai,AdamPh00,pos,CB,,,,,
player,201311280dal,rai,AdamPh00,offense,0,,,,,
player,201311280dal,rai,AdamPh00,off_pct,0%,,,,,
player,201311280dal,rai,AdamPh00,defense,52,,,,,
player,201311280dal,rai,AdamPh00,def_pct,76%,,,,,
player,201311280dal,rai,AdamPh00,special_teams,16,,,,,
player,201311280dal,rai,AdamPh00,st_pct,52%,,,,,
player,201311280dal,rai,JenkMi99,pos,CB,,,,,
player,201311280dal,rai,JenkMi99,offense,0,,,,,
player,201311280dal,rai,JenkMi99,off_pct,0%,,,,,
player,201311280dal,rai,JenkMi99,defense,45,,,,,
player,201311280dal,rai,JenkMi99,def_pct,66%,,,,,
player,201311280dal,rai,JenkMi99,special_teams,3,,,,,
player,201311280dal,rai,JenkMi99,st_pct,10%,,,,,
player,201311280dal,rai,SimsPa99,pos,NT,,,,,
player,201311280dal,rai,SimsPa99,offense,0,,,,,
player,201311280dal,rai,SimsPa99,off_pct,0%,,,,,
player,201311280dal,rai,SimsPa99,defense,35,,,,,
player,201311280dal,rai,SimsPa99,def_pct,51%,,,,,
player,201311280dal,rai,SimsPa99,special_teams,5,,,,,
player,201311280dal,rai,SimsPa99,st_pct,16%,,,,,
player,201311280dal,rai,MuirDa20,pos,DT,,,,,
player,201311280dal,rai,MuirDa20,offense,0,,,,,
player,201311280dal,rai,MuirDa20,off_pct,0%,,,,,
player,201311280dal,rai,MuirDa20,defense,33,,,,,
player,201311280dal,rai,MuirDa20,def_pct,49%,,,,,
player,201311280dal,rai,MuirDa20,special_teams,0,,,,,
player,201311280dal,rai,MuirDa20,st_pct,0%,,,,,
player,201311280dal,rai,McGeSt01,pos,NT,,,,,
player,201311280dal,rai,McGeSt01,offense,0,,,,,
player,201311280dal,rai,McGeSt01,off_pct,0%,,,,,
player,201311280dal,rai,McGeSt01,defense,23,,,,,
player,201311280dal,rai,McGeSt01,def_pct,34%,,,,,
player,201311280dal,rai,McGeSt01,special_teams,5,,,,,
player,201311280dal,rai,McGeSt01,st_pct,16%,,,,,
player,201311280dal,rai,YounUs99,pos,FS,,,,,
player,201311280dal,rai,YounUs99,offense,0,,,,,
player,201311280dal,rai,YounUs99,off_pct,0%,,,,,
player,201311280dal,rai,YounUs99,defense,22,,,,,
player,201311280dal,rai,YounUs99,def_pct,32%,,,,,
player,201311280dal,rai,YounUs99,special_teams,13,,,,,
player,201311280dal,rai,YounUs99,st_pct,42%,,,,,
player,201311280dal,rai,RobiRy01,pos,DE,,,,,
player,201311280dal,rai,RobiRy01,offense,0,,,,,
player,201311280dal,rai,RobiRy01,off_pct,0%,,,,,
player,201311280dal,rai,RobiRy01,defense,12,,,,,
player,201311280dal,rai,RobiRy01,def_pct,18%,,,,,
player,201311280dal,rai,RobiRy01,special_teams,7,,,,,
player,201311280dal,rai,RobiRy01,st_pct,23%,,,,,
player,201311280dal,rai,ChekCh00,pos,CB,,,,,
player,201311280dal,rai,ChekCh00,offense,0,,,,,
player,201311280dal,rai,ChekCh00,off_pct,0%,,,,,
player,201311280dal,rai,ChekCh00,defense,11,,,,,
player,201311280dal,rai,ChekCh00,def_pct,16%,,,,,
player,201311280dal,rai,ChekCh00,special_teams,22,,,,,
player,201311280dal,rai,ChekCh00,st_pct,71%,,,,,
player,201311280dal,rai,BurrMi00,pos,LB,,,,,
player,201311280dal,rai,BurrMi00,offense,0,,,,,
player,201311280dal,rai,BurrMi00,off_pct,0%,,,,,
player,201311280dal,rai,BurrMi00,defense,3,,,,,
player,201311280dal,rai,BurrMi00,def_pct,4%,,,,,
player,201311280dal,rai,BurrMi00,special_teams,19,,,,,
player,201311280dal,rai,BurrMi00,st_pct,61%,,,,,
player,201311280dal,rai,CrawJa00,pos,DE,,,,,
player,201311280dal,rai,CrawJa00,offense,0,,,,,
player,201311280dal,rai,CrawJa00,off_pct,0%,,,,,
player,201311280dal,rai,CrawJa00,defense,2,,,,,
player,201311280dal,rai,CrawJa00,def_pct,3%,,,,,
player,201311280dal,rai,CrawJa00,special_teams,17,,,,,
player,201311280dal,rai,CrawJa00,st_pct,55%,,,,,
player,201311280dal,rai,JoneTa00,pos,CB,,,,,
player,201311280dal,rai,JoneTa00,offense,0,,,,,
player,201311280dal,rai,JoneTa00,off_pct,0%,,,,,
player,201311280dal,rai,JoneTa00,defense,0,,,,,
player,201311280dal,rai,JoneTa00,def_pct,0%,,,,,
player,201311280dal,rai,JoneTa00,special_teams,23,,,,,
player,201311280dal,rai,JoneTa00,st_pct,74%,,,,,
player,201311280dal,rai,BurnKa00,pos,LB,,,,,
player,201311280dal,rai,BurnKa00,offense,0,,,,,
player,201311280dal,rai,BurnKa00,off_pct,0%,,,,,
player,201311280dal,rai,BurnKa00,defense,0,,,,,
player,201311280dal,rai,BurnKa00,def_pct,0%,,,,,
player,201311280dal,rai,BurnKa00,special_teams,22,,,,,
player,201311280dal,rai,BurnKa00,st_pct,71%,,,,,
player,201311280dal,rai,StewJe00,pos,RB,,,,,
player,201311280dal,rai,StewJe00,offense,0,,,,,
player,201311280dal,rai,StewJe00,off_pct,0%,,,,,
player,201311280dal,rai,StewJe00,defense,0,,,,,
player,201311280dal,rai,StewJe00,def_pct,0%,,,,,
player,201311280dal,rai,StewJe00,special_teams,15,,,,,
player,201311280dal,rai,StewJe00,st_pct,48%,,,,,
player,201311280dal,rai,JenkGr00,pos,WR,,,,,
player,201311280dal,rai,JenkGr00,offense,0,,,,,
player,201311280dal,rai,JenkGr00,off_pct,0%,,,,,
player,201311280dal,rai,JenkGr00,defense,0,,,,,
player,201311280dal,rai,JenkGr00,def_pct,0%,,,,,
player,201311280dal,rai,JenkGr00,special_teams,14,,,,,
player,201311280dal,rai,JenkGr00,st_pct,45%,,,,,
player,201311280dal,rai,MaiaKa99,pos,LB,,,,,
player,201311280dal,rai,MaiaKa99,offense,0,,,,,
player,201311280dal,rai,MaiaKa99,off_pct,0%,,,,,
player,201311280dal,rai,MaiaKa99,defense,0,,,,,
player,201311280dal,rai,MaiaKa99,def_pct,0%,,,,,
player,201311280dal,rai,MaiaKa99,special_teams,11,,,,,
player,201311280dal,rai,MaiaKa99,st_pct,35%,,,,,
player,201311280dal,rai,janikseb01,pos,K,,,,,
player,201311280dal,rai,janikseb01,offense,0,,,,,
player,201311280dal,rai,janikseb01,off_pct,0%,,,,,
player,201311280dal,rai,janikseb01,defense,0,,,,,
player,201311280dal,rai,janikseb01,def_pct,0%,,,,,
player,201311280dal,rai,janikseb01,special_teams,9,,,,,
player,201311280dal,rai,janikseb01,st_pct,29%,,,,,
player,201311280dal,rai,KingMa00,pos,P,,,,,
player,201311280dal,rai,KingMa00,offense,0,,,,,
player,201311280dal,rai,KingMa00,off_pct,0%,,,,,
player,201311280dal,rai,KingMa00,defense,0,,,,,
player,201311280dal,rai,KingMa00,def_pct,0%,,,,,
player,201311280dal,rai,KingMa00,special_teams,9,,,,,
player,201311280dal,rai,KingMa00,st_pct,29%,,,,,
player,201311280dal,rai,CondJo20,pos,LS,,,,,
player,201311280dal,rai,CondJo20,offense,0,,,,,
player,201311280dal,rai,CondJo20,off_pct,0%,,,,,
player,201311280dal,rai,CondJo20,defense,0,,,,,
player,201311280dal,rai,CondJo20,def_pct,0%,,,,,
player,201311280dal,rai,CondJo20,special_teams,9,,,,,
player,201311280dal,rai,CondJo20,st_pct,29%,,,,,
