game,2013,6,20131010,201310100chi,nyg,"New York Giants",21,chi,"Chicago Bears",27
player,201310100chi,nyg,JernJe00,special_teams,7,,,,,
player,201310100chi,nyg,JernJe00,st_pct,29%,,,,,
player,201310100chi,nyg,BrewJa00,pos,G,,,,,
player,201310100chi,nyg,BrewJa00,offense,1,,,,,
player,201310100chi,nyg,BrewJa00,off_pct,2%,,,,,
player,201310100chi,nyg,BrewJa00,defense,0,,,,,
player,201310100chi,nyg,BrewJa00,def_pct,0%,,,,,
player,201310100chi,nyg,BrewJa00,special_teams,3,,,,,
player,201310100chi,nyg,BrewJa00,st_pct,12%,,,,,
player,201310100chi,nyg,PaysSp00,pos,LB,,,,,
player,201310100chi,nyg,PaysSp00,offense,0,,,,,
player,201310100chi,nyg,PaysSp00,off_pct,0%,,,,,
player,201310100chi,nyg,PaysSp00,defense,68,,,,,
player,201310100chi,nyg,PaysSp00,def_pct,100%,,,,,
player,201310100chi,nyg,PaysSp00,special_teams,9,,,,,
player,201310100chi,nyg,PaysSp00,st_pct,38%,,,,,
player,201310100chi,nyg,AmukPr00,pos,CB,,,,,
player,201310100chi,nyg,AmukPr00,offense,0,,,,,
player,201310100chi,nyg,AmukPr00,off_pct,0%,,,,,
player,201310100chi,nyg,AmukPr00,defense,68,,,,,
player,201310100chi,nyg,AmukPr00,def_pct,100%,,,,,
player,201310100chi,nyg,AmukPr00,special_teams,8,,,,,
player,201310100chi,nyg,AmukPr00,st_pct,33%,,,,,
player,201310100chi,nyg,RollAn20,pos,SS,,,,,
player,201310100chi,nyg,RollAn20,offense,0,,,,,
player,201310100chi,nyg,RollAn20,off_pct,0%,,,,,
player,201310100chi,nyg,RollAn20,defense,68,,,,,
player,201310100chi,nyg,RollAn20,def_pct,100%,,,,,
player,201310100chi,nyg,RollAn20,special_teams,4,,,,,
player,201310100chi,nyg,RollAn20,st_pct,17%,,,,,
player,201310100chi,nyg,BeasJo99,pos,LB,,,,,
player,201310100chi,nyg,BeasJo99,offense,0,,,,,
player,201310100chi,nyg,BeasJo99,off_pct,0%,,,,,
player,201310100chi,nyg,BeasJo99,defense,63,,,,,
player,201310100chi,nyg,BeasJo99,def_pct,93%,,,,,
player,201310100chi,nyg,BeasJo99,special_teams,0,,,,,
player,201310100chi,nyg,BeasJo99,st_pct,0%,,,,,
player,201310100chi,nyg,MundRy00,pos,FS,,,,,
player,201310100chi,nyg,MundRy00,offense,0,,,,,
player,201310100chi,nyg,MundRy00,off_pct,0%,,,,,
player,201310100chi,nyg,MundRy00,defense,62,,,,,
player,201310100chi,nyg,MundRy00,def_pct,91%,,,,,
player,201310100chi,nyg,MundRy00,special_teams,3,,,,,
player,201310100chi,nyg,MundRy00,st_pct,12%,,,,,
player,201310100chi,nyg,ThomTe99,pos,CB,,,,,
player,201310100chi,nyg,ThomTe99,offense,0,,,,,
player,201310100chi,nyg,ThomTe99,off_pct,0%,,,,,
player,201310100chi,nyg,ThomTe99,defense,62,,,,,
player,201310100chi,nyg,ThomTe99,def_pct,91%,,,,,
player,201310100chi,nyg,ThomTe99,special_teams,0,,,,,
player,201310100chi,nyg,ThomTe99,st_pct,0%,,,,,
player,201310100chi,nyg,PierJa99,pos,DE,,,,,
player,201310100chi,nyg,PierJa99,offense,0,,,,,
player,201310100chi,nyg,PierJa99,off_pct,0%,,,,,
player,201310100chi,nyg,PierJa99,defense,60,,,,,
player,201310100chi,nyg,PierJa99,def_pct,88%,,,,,
player,201310100chi,nyg,PierJa99,special_teams,6,,,,,
player,201310100chi,nyg,PierJa99,st_pct,25%,,,,,
player,201310100chi,nyg,TuckJu20,pos,DE,,,,,
player,201310100chi,nyg,TuckJu20,offense,0,,,,,
player,201310100chi,nyg,TuckJu20,off_pct,0%,,,,,
player,201310100chi,nyg,TuckJu20,defense,47,,,,,
player,201310100chi,nyg,TuckJu20,def_pct,69%,,,,,
player,201310100chi,nyg,TuckJu20,special_teams,6,,,,,
player,201310100chi,nyg,TuckJu20,st_pct,25%,,,,,
player,201310100chi,nyg,HillWi01,pos,FS,,,,,
player,201310100chi,nyg,HillWi01,offense,0,,,,,
player,201310100chi,nyg,HillWi01,off_pct,0%,,,,,
player,201310100chi,nyg,HillWi01,defense,40,,,,,
player,201310100chi,nyg,HillWi01,def_pct,59%,,,,,
player,201310100chi,nyg,HillWi01,special_teams,19,,,,,
player,201310100chi,nyg,HillWi01,st_pct,79%,,,,,
player,201310100chi,nyg,KiwaMa20,pos,DE,,,,,
player,201310100chi,nyg,KiwaMa20,offense,0,,,,,
player,201310100chi,nyg,KiwaMa20,off_pct,0%,,,,,
player,201310100chi,nyg,KiwaMa20,defense,39,,,,,
player,201310100chi,nyg,KiwaMa20,def_pct,57%,,,,,
player,201310100chi,nyg,KiwaMa20,special_teams,3,,,,,
player,201310100chi,nyg,KiwaMa20,st_pct,12%,,,,,
player,201310100chi,nyg,JenkCu20,pos,DT,,,,,
player,201310100chi,nyg,JenkCu20,offense,0,,,,,
player,201310100chi,nyg,JenkCu20,off_pct,0%,,,,,
player,201310100chi,nyg,JenkCu20,defense,38,,,,,
player,201310100chi,nyg,JenkCu20,def_pct,56%,,,,,
player,201310100chi,nyg,JenkCu20,special_teams,0,,,,,
player,201310100chi,nyg,JenkCu20,st_pct,0%,,,,,
player,201310100chi,nyg,JoseLi99,pos,DT,,,,,
player,201310100chi,nyg,JoseLi99,offense,0,,,,,
player,201310100chi,nyg,JoseLi99,off_pct,0%,,,,,
player,201310100chi,nyg,JoseLi99,defense,34,,,,,
player,201310100chi,nyg,JoseLi99,def_pct,50%,,,,,
player,201310100chi,nyg,JoseLi99,special_teams,0,,,,,
player,201310100chi,nyg,JoseLi99,st_pct,0%,,,,,
player,201310100chi,nyg,RiveKe99,pos,LB,,,,,
player,201310100chi,nyg,RiveKe99,offense,0,,,,,
player,201310100chi,nyg,RiveKe99,off_pct,0%,,,,,
player,201310100chi,nyg,RiveKe99,defense,28,,,,,
player,201310100chi,nyg,RiveKe99,def_pct,41%,,,,,
player,201310100chi,nyg,RiveKe99,special_teams,13,,,,,
player,201310100chi,nyg,RiveKe99,st_pct,54%,,,,,
player,201310100chi,nyg,RogeSh99,pos,DT,,,,,
player,201310100chi,nyg,RogeSh99,offense,0,,,,,
player,201310100chi,nyg,RogeSh99,off_pct,0%,,,,,
player,201310100chi,nyg,RogeSh99,defense,27,,,,,
player,201310100chi,nyg,RogeSh99,def_pct,40%,,,,,
player,201310100chi,nyg,RogeSh99,special_teams,5,,,,,
player,201310100chi,nyg,RogeSh99,st_pct,21%,,,,,
player,201310100chi,nyg,PattMi20,pos,DT,,,,,
player,201310100chi,nyg,PattMi20,offense,0,,,,,
player,201310100chi,nyg,PattMi20,off_pct,0%,,,,,
player,201310100chi,nyg,PattMi20,defense,25,,,,,
player,201310100chi,nyg,PattMi20,def_pct,37%,,,,,
player,201310100chi,nyg,PattMi20,special_teams,6,,,,,
player,201310100chi,nyg,PattMi20,st_pct,25%,,,,,
player,201310100chi,nyg,HankJo00,pos,DT,,,,,
player,201310100chi,nyg,HankJo00,offense,0,,,,,
player,201310100chi,nyg,HankJo00,off_pct,0%,,,,,
player,201310100chi,nyg,HankJo00,defense,8,,,,,
player,201310100chi,nyg,HankJo00,def_pct,12%,,,,,
player,201310100chi,nyg,HankJo00,special_teams,0,,,,,
player,201310100chi,nyg,HankJo00,st_pct,0%,,,,,
player,201310100chi,nyg,HerzMa00,pos,LB,,,,,
player,201310100chi,nyg,HerzMa00,offense,0,,,,,
player,201310100chi,nyg,HerzMa00,off_pct,0%,,,,,
player,201310100chi,nyg,HerzMa00,defense,6,,,,,
player,201310100chi,nyg,HerzMa00,def_pct,9%,,,,,
player,201310100chi,nyg,HerzMa00,special_teams,21,,,,,
player,201310100chi,nyg,HerzMa00,st_pct,88%,,,,,
player,201310100chi,nyg,WillJa02,pos,LB,,,,,
player,201310100chi,nyg,WillJa02,offense,0,,,,,
player,201310100chi,nyg,WillJa02,off_pct,0%,,,,,
player,201310100chi,nyg,WillJa02,defense,5,,,,,
player,201310100chi,nyg,WillJa02,def_pct,7%,,,,,
player,201310100chi,nyg,WillJa02,special_teams,15,,,,,
player,201310100chi,nyg,WillJa02,st_pct,62%,,,,,
player,201310100chi,nyg,JameCh00,pos,DB,,,,,
player,201310100chi,nyg,JameCh00,offense,0,,,,,
player,201310100chi,nyg,JameCh00,off_pct,0%,,,,,
player,201310100chi,nyg,JameCh00,defense,0,,,,,
player,201310100chi,nyg,JameCh00,def_pct,0%,,,,,
player,201310100chi,nyg,JameCh00,special_teams,20,,,,,
player,201310100chi,nyg,JameCh00,st_pct,83%,,,,,
player,201310100chi,nyg,McBrTr99,pos,CB,,,,,
player,201310100chi,nyg,McBrTr99,offense,0,,,,,
player,201310100chi,nyg,McBrTr99,off_pct,0%,,,,,
player,201310100chi,nyg,McBrTr99,defense,0,,,,,
player,201310100chi,nyg,McBrTr99,def_pct,0%,,,,,
player,201310100chi,nyg,McBrTr99,special_teams,17,,,,,
player,201310100chi,nyg,McBrTr99,st_pct,71%,,,,,
player,201310100chi,nyg,BradAl00,pos,LB,,,,,
player,201310100chi,nyg,BradAl00,offense,0,,,,,
player,201310100chi,nyg,BradAl00,off_pct,0%,,,,,
player,201310100chi,nyg,BradAl00,defense,0,,,,,
player,201310100chi,nyg,BradAl00,def_pct,0%,,,,,
player,201310100chi,nyg,BradAl00,special_teams,15,,,,,
player,201310100chi,nyg,BradAl00,st_pct,62%,,,,,
player,201310100chi,nyg,CoxxMi00,pos,RB,,,,,
player,201310100chi,nyg,CoxxMi00,offense,0,,,,,
player,201310100chi,nyg,CoxxMi00,off_pct,0%,,,,,
player,201310100chi,nyg,CoxxMi00,defense,0,,,,,
player,201310100chi,nyg,CoxxMi00,def_pct,0%,,,,,
player,201310100chi,nyg,CoxxMi00,special_teams,9,,,,,
player,201310100chi,nyg,CoxxMi00,st_pct,38%,,,,,
player,201310100chi,nyg,MoslBr00,pos,G,,,,,
player,201310100chi,nyg,MoslBr00,offense,0,,,,,
player,201310100chi,nyg,MoslBr00,off_pct,0%,,,,,
player,201310100chi,nyg,MoslBr00,defense,0,,,,,
player,201310100chi,nyg,MoslBr00,def_pct,0%,,,,,
player,201310100chi,nyg,MoslBr00,special_teams,9,,,,,
player,201310100chi,nyg,MoslBr00,st_pct,38%,,,,,
player,201310100chi,nyg,brownjos01,pos,K,,,,,
player,201310100chi,nyg,brownjos01,offense,0,,,,,
player,201310100chi,nyg,brownjos01,off_pct,0%,,,,,
player,201310100chi,nyg,brownjos01,defense,0,,,,,
player,201310100chi,nyg,brownjos01,def_pct,0%,,,,,
player,201310100chi,nyg,brownjos01,special_teams,7,,,,,
player,201310100chi,nyg,brownjos01,st_pct,29%,,,,,
player,201310100chi,nyg,WeatSt20,pos,P,,,,,
player,201310100chi,nyg,WeatSt20,offense,0,,,,,
player,201310100chi,nyg,WeatSt20,off_pct,0%,,,,,
player,201310100chi,nyg,WeatSt20,defense,0,,,,,
player,201310100chi,nyg,WeatSt20,def_pct,0%,,,,,
player,201310100chi,nyg,WeatSt20,special_teams,6,,,,,
player,201310100chi,nyg,WeatSt20,st_pct,25%,,,,,
player,201310100chi,nyg,DeOsZa99,pos,LS,,,,,
player,201310100chi,nyg,DeOsZa99,offense,0,,,,,
player,201310100chi,nyg,DeOsZa99,off_pct,0%,,,,,
player,201310100chi,nyg,DeOsZa99,defense,0,,,,,
player,201310100chi,nyg,DeOsZa99,def_pct,0%,,,,,
player,201310100chi,nyg,DeOsZa99,special_teams,6,,,,,
player,201310100chi,nyg,DeOsZa99,st_pct,25%,,,,,
player,201310100chi,nyg,MoorDa01,pos,DE,,,,,
player,201310100chi,nyg,MoorDa01,offense,0,,,,,
player,201310100chi,nyg,MoorDa01,off_pct,0%,,,,,
player,201310100chi,nyg,MoorDa01,defense,0,,,,,
player,201310100chi,nyg,MoorDa01,def_pct,0%,,,,,
player,201310100chi,nyg,MoorDa01,special_teams,4,,,,,
player,201310100chi,nyg,MoorDa01,st_pct,17%,,,,,
