game,2013,12,20131125,201311250was,sfo,"San Francisco 49ers",27,was,"Washington Redskins",6
player,201311250was,sfo,BoldAn00,pass_att,0,,,,,
player,201311250was,sfo,BoldAn00,pass_yds,0,,,,,
player,201311250was,sfo,BoldAn00,pass_td,0,,,,,
player,201311250was,sfo,BoldAn00,pass_int,0,,,,,
player,201311250was,sfo,BoldAn00,pass_sacked,0,,,,,
player,201311250was,sfo,BoldAn00,pass_sacked_yds,0,,,,,
player,201311250was,sfo,BoldAn00,pass_long,0,,,,,
player,201311250was,sfo,BoldAn00,pass_rating,,,,,,
player,201311250was,sfo,BoldAn00,rush_att,0,,,,,
player,201311250was,sfo,BoldAn00,rush_yds,0,,,,,
player,201311250was,sfo,BoldAn00,rush_td,0,,,,,
player,201311250was,sfo,BoldAn00,rush_long,0,,,,,
player,201311250was,sfo,BoldAn00,targets,6,,,,,
player,201311250was,sfo,BoldAn00,rec,5,,,,,
player,201311250was,sfo,BoldAn00,rec_yds,94,,,,,
player,201311250was,sfo,BoldAn00,rec_td,2,,,,,
player,201311250was,sfo,BoldAn00,rec_long,32,,,,,
player,201311250was,sfo,BoldAn00,fumbles,0,,,,,
player,201311250was,sfo,BoldAn00,fumbles_lost,0,,,,,
player,201311250was,sfo,DaviVe00,pass_cmp,0,,,,,
player,201311250was,sfo,DaviVe00,pass_att,0,,,,,
player,201311250was,sfo,DaviVe00,pass_yds,0,,,,,
player,201311250was,sfo,DaviVe00,pass_td,0,,,,,
player,201311250was,sfo,DaviVe00,pass_int,0,,,,,
player,201311250was,sfo,DaviVe00,pass_sacked,0,,,,,
player,201311250was,sfo,DaviVe00,pass_sacked_yds,0,,,,,
player,201311250was,sfo,DaviVe00,pass_long,0,,,,,
player,201311250was,sfo,DaviVe00,pass_rating,,,,,,
player,201311250was,sfo,DaviVe00,rush_att,0,,,,,
player,201311250was,sfo,DaviVe00,rush_yds,0,,,,,
player,201311250was,sfo,DaviVe00,rush_td,0,,,,,
player,201311250was,sfo,DaviVe00,rush_long,0,,,,,
player,201311250was,sfo,DaviVe00,targets,7,,,,,
player,201311250was,sfo,DaviVe00,rec,4,,,,,
player,201311250was,sfo,DaviVe00,rec_yds,70,,,,,
player,201311250was,sfo,DaviVe00,rec_td,1,,,,,
player,201311250was,sfo,DaviVe00,rec_long,40,,,,,
player,201311250was,sfo,DaviVe00,fumbles,1,,,,,
player,201311250was,sfo,DaviVe00,fumbles_lost,1,,,,,
player,201311250was,sfo,MannMa01,pass_cmp,0,,,,,
player,201311250was,sfo,MannMa01,pass_att,0,,,,,
player,201311250was,sfo,MannMa01,pass_yds,0,,,,,
player,201311250was,sfo,MannMa01,pass_td,0,,,,,
player,201311250was,sfo,MannMa01,pass_int,0,,,,,
player,201311250was,sfo,MannMa01,pass_sacked,0,,,,,
player,201311250was,sfo,MannMa01,pass_sacked_yds,0,,,,,
player,201311250was,sfo,MannMa01,pass_long,0,,,,,
player,201311250was,sfo,MannMa01,pass_rating,,,,,,
player,201311250was,sfo,MannMa01,rush_att,0,,,,,
player,201311250was,sfo,MannMa01,rush_yds,0,,,,,
player,201311250was,sfo,MannMa01,rush_td,0,,,,,
player,201311250was,sfo,MannMa01,rush_long,0,,,,,
player,201311250was,sfo,MannMa01,targets,7,,,,,
player,201311250was,sfo,MannMa01,rec,4,,,,,
player,201311250was,sfo,MannMa01,rec_yds,45,,,,,
player,201311250was,sfo,MannMa01,rec_td,0,,,,,
player,201311250was,sfo,MannMa01,rec_long,13,,,,,
player,201311250was,sfo,MannMa01,fumbles,0,,,,,
player,201311250was,sfo,MannMa01,fumbles_lost,0,,,,,
player,201311250was,sfo,McDoVa00,pass_cmp,0,,,,,
player,201311250was,sfo,McDoVa00,pass_att,0,,,,,
player,201311250was,sfo,McDoVa00,pass_yds,0,,,,,
player,201311250was,sfo,McDoVa00,pass_td,0,,,,,
player,201311250was,sfo,McDoVa00,pass_int,0,,,,,
player,201311250was,sfo,McDoVa00,pass_sacked,0,,,,,
player,201311250was,sfo,McDoVa00,pass_sacked_yds,0,,,,,
player,201311250was,sfo,McDoVa00,pass_long,0,,,,,
player,201311250was,sfo,McDoVa00,pass_rating,,,,,,
player,201311250was,sfo,McDoVa00,rush_att,0,,,,,
player,201311250was,sfo,McDoVa00,rush_yds,0,,,,,
player,201311250was,sfo,McDoVa00,rush_td,0,,,,,
player,201311250was,sfo,McDoVa00,rush_long,0,,,,,
player,201311250was,sfo,McDoVa00,targets,1,,,,,
player,201311250was,sfo,McDoVa00,rec,1,,,,,
player,201311250was,sfo,McDoVa00,rec_yds,23,,,,,
player,201311250was,sfo,McDoVa00,rec_td,0,,,,,
player,201311250was,sfo,McDoVa00,rec_long,23,,,,,
player,201311250was,sfo,McDoVa00,fumbles,0,,,,,
player,201311250was,sfo,McDoVa00,fumbles_lost,0,,,,,
player,201311250was,sfo,JameLa00,pass_cmp,0,,,,,
player,201311250was,sfo,JameLa00,pass_att,0,,,,,
player,201311250was,sfo,JameLa00,pass_yds,0,,,,,
player,201311250was,sfo,JameLa00,pass_td,0,,,,,
player,201311250was,sfo,JameLa00,pass_int,0,,,,,
player,201311250was,sfo,JameLa00,pass_sacked,0,,,,,
player,201311250was,sfo,JameLa00,pass_sacked_yds,0,,,,,
player,201311250was,sfo,JameLa00,pass_long,0,,,,,
player,201311250was,sfo,JameLa00,pass_rating,,,,,,
player,201311250was,sfo,JameLa00,rush_att,0,,,,,
player,201311250was,sfo,JameLa00,rush_yds,0,,,,,
player,201311250was,sfo,JameLa00,rush_td,0,,,,,
player,201311250was,sfo,JameLa00,rush_long,0,,,,,
player,201311250was,sfo,JameLa00,targets,1,,,,,
player,201311250was,sfo,JameLa00,rec,0,,,,,
player,201311250was,sfo,JameLa00,rec_yds,0,,,,,
player,201311250was,sfo,JameLa00,rec_td,0,,,,,
player,201311250was,sfo,JameLa00,rec_long,0,,,,,
player,201311250was,sfo,JameLa00,fumbles,1,,,,,
player,201311250was,sfo,JameLa00,fumbles_lost,0,,,,,
player,201311250was,was,GrifRo01,pass_cmp,16,,,,,
player,201311250was,was,GrifRo01,pass_att,26,,,,,
player,201311250was,was,GrifRo01,pass_yds,118,,,,,
player,201311250was,was,GrifRo01,pass_td,0,,,,,
player,201311250was,was,GrifRo01,pass_int,1,,,,,
player,201311250was,was,GrifRo01,pass_sacked,6,,,,,
player,201311250was,was,GrifRo01,pass_sacked_yds,42,,,,,
player,201311250was,was,GrifRo01,pass_long,18,,,,,
player,201311250was,was,GrifRo01,pass_rating,56.3,,,,,
player,201311250was,was,GrifRo01,rush_att,4,,,,,
player,201311250was,was,GrifRo01,rush_yds,27,,,,,
player,201311250was,was,GrifRo01,rush_td,0,,,,,
player,201311250was,was,GrifRo01,rush_long,11,,,,,
player,201311250was,was,GrifRo01,targets,0,,,,,
player,201311250was,was,GrifRo01,rec,0,,,,,
player,201311250was,was,GrifRo01,rec_yds,0,,,,,
player,201311250was,was,GrifRo01,rec_td,0,,,,,
player,201311250was,was,GrifRo01,rec_long,0,,,,,
player,201311250was,was,GrifRo01,fumbles,1,,,,,
player,201311250was,was,GrifRo01,fumbles_lost,0,,,,,
player,201311250was,was,MorrAl00,pass_cmp,0,,,,,
player,201311250was,was,MorrAl00,pass_att,0,,,,,
player,201311250was,was,MorrAl00,pass_yds,0,,,,,
player,201311250was,was,MorrAl00,pass_td,0,,,,,
player,201311250was,was,MorrAl00,pass_int,0,,,,,
player,201311250was,was,MorrAl00,pass_sacked,0,,,,,
player,201311250was,was,MorrAl00,pass_sacked_yds,0,,,,,
player,201311250was,was,MorrAl00,pass_long,0,,,,,
player,201311250was,was,MorrAl00,pass_rating,,,,,,
player,201311250was,was,MorrAl00,rush_att,14,,,,,
player,201311250was,was,MorrAl00,rush_yds,52,,,,,
player,201311250was,was,MorrAl00,rush_td,0,,,,,
player,201311250was,was,MorrAl00,rush_long,12,,,,,
player,201311250was,was,MorrAl00,targets,0,,,,,
player,201311250was,was,MorrAl00,rec,0,,,,,
player,201311250was,was,MorrAl00,rec_yds,0,,,,,
player,201311250was,was,MorrAl00,rec_td,0,,,,,
player,201311250was,was,MorrAl00,rec_long,0,,,,,
player,201311250was,was,MorrAl00,fumbles,0,,,,,
player,201311250was,was,MorrAl00,fumbles_lost,0,,,,,
player,201311250was,was,HeluRo00,pass_cmp,0,,,,,
player,201311250was,was,HeluRo00,pass_att,0,,,,,
player,201311250was,was,HeluRo00,pass_yds,0,,,,,
player,201311250was,was,HeluRo00,pass_td,0,,,,,
player,201311250was,was,HeluRo00,pass_int,0,,,,,
player,201311250was,was,HeluRo00,pass_sacked,0,,,,,
player,201311250was,was,HeluRo00,pass_sacked_yds,0,,,,,
player,201311250was,was,HeluRo00,pass_long,0,,,,,
player,201311250was,was,HeluRo00,pass_rating,,,,,,
player,201311250was,was,HeluRo00,rush_att,7,,,,,
player,201311250was,was,HeluRo00,rush_yds,26,,,,,
player,201311250was,was,HeluRo00,rush_td,0,,,,,
player,201311250was,was,HeluRo00,rush_long,12,,,,,
player,201311250was,was,HeluRo00,targets,1,,,,,
player,201311250was,was,HeluRo00,rec,1,,,,,
player,201311250was,was,HeluRo00,rec_yds,7,,,,,
player,201311250was,was,HeluRo00,rec_td,0,,,,,
player,201311250was,was,HeluRo00,rec_long,7,,,,,
player,201311250was,was,HeluRo00,fumbles,0,,,,,
player,201311250was,was,HeluRo00,fumbles_lost,0,,,,,
player,201311250was,was,MorgJo00,pass_cmp,0,,,,,
player,201311250was,was,MorgJo00,pass_att,0,,,,,
player,201311250was,was,MorgJo00,pass_yds,0,,,,,
player,201311250was,was,MorgJo00,pass_td,0,,,,,
player,201311250was,was,MorgJo00,pass_int,0,,,,,
player,201311250was,was,MorgJo00,pass_sacked,0,,,,,
player,201311250was,was,MorgJo00,pass_sacked_yds,0,,,,,
player,201311250was,was,MorgJo00,pass_long,0,,,,,
player,201311250was,was,MorgJo00,pass_rating,,,,,,
player,201311250was,was,MorgJo00,rush_att,1,,,,,
player,201311250was,was,MorgJo00,rush_yds,9,,,,,
player,201311250was,was,MorgJo00,rush_td,0,,,,,
player,201311250was,was,MorgJo00,rush_long,9,,,,,
player,201311250was,was,MorgJo00,targets,6,,,,,
player,201311250was,was,MorgJo00,rec,4,,,,,
player,201311250was,was,MorgJo00,rec_yds,36,,,,,
player,201311250was,was,MorgJo00,rec_td,0,,,,,
player,201311250was,was,MorgJo00,rec_long,18,,,,,
player,201311250was,was,MorgJo00,fumbles,0,,,,,
player,201311250was,was,MorgJo00,fumbles_lost,0,,,,,
player,201311250was,was,GarcPi00,pass_cmp,0,,,,,
player,201311250was,was,GarcPi00,pass_att,0,,,,,
player,201311250was,was,GarcPi00,pass_yds,0,,,,,
player,201311250was,was,GarcPi00,pass_td,0,,,,,
player,201311250was,was,GarcPi00,pass_int,0,,,,,
player,201311250was,was,GarcPi00,pass_sacked,0,,,,,
player,201311250was,was,GarcPi00,pass_sacked_yds,0,,,,,
player,201311250was,was,GarcPi00,pass_long,0,,,,,
player,201311250was,was,GarcPi00,pass_rating,,,,,,
player,201311250was,was,GarcPi00,rush_att,0,,,,,
player,201311250was,was,GarcPi00,rush_yds,0,,,,,
player,201311250was,was,GarcPi00,rush_td,0,,,,,
player,201311250was,was,GarcPi00,rush_long,0,,,,,
player,201311250was,was,GarcPi00,targets,11,,,,,
player,201311250was,was,GarcPi00,rec,8,,,,,
player,201311250was,was,GarcPi00,rec_yds,48,,,,,
player,201311250was,was,GarcPi00,rec_td,0,,,,,
player,201311250was,was,GarcPi00,rec_long,10,,,,,
player,201311250was,was,GarcPi00,fumbles,0,,,,,
player,201311250was,was,GarcPi00,fumbles_lost,0,,,,,
player,201311250was,was,MossSa00,pass_cmp,0,,,,,
player,201311250was,was,MossSa00,pass_att,0,,,,,
player,201311250was,was,MossSa00,pass_yds,0,,,,,
player,201311250was,was,MossSa00,pass_td,0,,,,,
player,201311250was,was,MossSa00,pass_int,0,,,,,
player,201311250was,was,MossSa00,pass_sacked,0,,,,,
player,201311250was,was,MossSa00,pass_sacked_yds,0,,,,,
player,201311250was,was,MossSa00,pass_long,0,,,,,
player,201311250was,was,MossSa00,pass_rating,,,,,,
player,201311250was,was,MossSa00,rush_att,0,,,,,
player,201311250was,was,MossSa00,rush_yds,0,,,,,
player,201311250was,was,MossSa00,rush_td,0,,,,,
player,201311250was,was,MossSa00,rush_long,0,,,,,
player,201311250was,was,MossSa00,targets,4,,,,,
player,201311250was,was,MossSa00,rec,3,,,,,
player,201311250was,was,MossSa00,rec_yds,27,,,,,
player,201311250was,was,MossSa00,rec_td,0,,,,,
player,201311250was,was,MossSa00,rec_long,18,,,,,
player,201311250was,was,MossSa00,fumbles,0,,,,,
player,201311250was,was,MossSa00,fumbles_lost,0,,,,,
player,201311250was,was,PaulLo00,pass_cmp,0,,,,,
player,201311250was,was,PaulLo00,pass_att,0,,,,,
player,201311250was,was,PaulLo00,pass_yds,0,,,,,
player,201311250was,was,PaulLo00,pass_td,0,,,,,
player,201311250was,was,PaulLo00,pass_int,0,,,,,
player,201311250was,was,PaulLo00,pass_sacked,0,,,,,
player,201311250was,was,PaulLo00,pass_sacked_yds,0,,,,,
player,201311250was,was,PaulLo00,pass_long,0,,,,,
player,201311250was,was,PaulLo00,pass_rating,,,,,,
player,201311250was,was,PaulLo00,rush_att,0,,,,,
player,201311250was,was,PaulLo00,rush_yds,0,,,,,
player,201311250was,was,PaulLo00,rush_td,0,,,,,
player,201311250was,was,PaulLo00,rush_long,0,,,,,
player,201311250was,was,PaulLo00,targets,2,,,,,
player,201311250was,was,PaulLo00,rec,0,,,,,
player,201311250was,was,PaulLo00,rec_yds,0,,,,,
player,201311250was,was,PaulLo00,rec_td,0,,,,,
player,201311250was,was,PaulLo00,rec_long,0,,,,,
player,201311250was,was,PaulLo00,fumbles,0,,,,,
player,201311250was,was,PaulLo00,fumbles_lost,0,,,,,
player,201311250was,was,RobiAl00,pass_cmp,0,,,,,
player,201311250was,was,RobiAl00,pass_att,0,,,,,
player,201311250was,was,RobiAl00,pass_yds,0,,,,,
player,201311250was,was,RobiAl00,pass_td,0,,,,,
player,201311250was,was,RobiAl00,pass_int,0,,,,,
player,201311250was,was,RobiAl00,pass_sacked,0,,,,,
player,201311250was,was,RobiAl00,pass_sacked_yds,0,,,,,
player,201311250was,was,RobiAl00,pass_long,0,,,,,
player,201311250was,was,RobiAl00,pass_rating,,,,,,
player,201311250was,was,RobiAl00,rush_att,0,,,,,
player,201311250was,was,RobiAl00,rush_yds,0,,,,,
player,201311250was,was,RobiAl00,rush_td,0,,,,,
player,201311250was,was,RobiAl00,rush_long,0,,,,,
player,201311250was,was,RobiAl00,targets,3,,,,,
player,201311250was,was,RobiAl00,rec,0,,,,,
player,201311250was,was,RobiAl00,rec_yds,0,,,,,
player,201311250was,was,RobiAl00,rec_td,0,,,,,
player,201311250was,was,RobiAl00,rec_long,0,,,,,
player,201311250was,was,RobiAl00,fumbles,0,,,,,
player,201311250was,was,RobiAl00,fumbles_lost,0,,,,,
player,201311250was,sfo,WhitDo20,def_int,1,,,,,
player,201311250was,sfo,WhitDo20,def_int_yds,7,,,,,
player,201311250was,sfo,WhitDo20,def_int_td,0,,,,,
player,201311250was,sfo,WhitDo20,def_int_long,7,,,,,
player,201311250was,sfo,WhitDo20,pass_defended,1,,,,,
player,201311250was,sfo,WhitDo20,sacks,0.0,,,,,
player,201311250was,sfo,WhitDo20,tackles_combined,5,,,,,
player,201311250was,sfo,WhitDo20,tackles_solo,3,,,,,
player,201311250was,sfo,WhitDo20,tackles_assists,2,,,,,
player,201311250was,sfo,WhitDo20,tackles_loss,1,,,,,
player,201311250was,sfo,WhitDo20,qb_hits,0,,,,,
player,201311250was,sfo,WhitDo20,fumbles_rec,0,,,,,
player,201311250was,sfo,WhitDo20,fumbles_rec_yds,0,,,,,
player,201311250was,sfo,WhitDo20,fumbles_rec_td,0,,,,,
player,201311250was,sfo,WhitDo20,fumbles_forced,0,,,,,
player,201311250was,sfo,BrooAh21,def_int,0,,,,,
player,201311250was,sfo,BrooAh21,def_int_yds,0,,,,,
player,201311250was,sfo,BrooAh21,def_int_td,0,,,,,
player,201311250was,sfo,BrooAh21,def_int_long,0,,,,,
player,201311250was,sfo,BrooAh21,pass_defended,1,,,,,
player,201311250was,sfo,BrooAh21,sacks,2.0,,,,,
player,201311250was,sfo,BrooAh21,tackles_combined,7,,,,,
player,201311250was,sfo,BrooAh21,tackles_solo,6,,,,,
player,201311250was,sfo,BrooAh21,tackles_assists,1,,,,,
player,201311250was,sfo,BrooAh21,tackles_loss,3,,,,,
player,201311250was,sfo,BrooAh21,qb_hits,2,,,,,
player,201311250was,sfo,BrooAh21,fumbles_rec,0,,,,,
player,201311250was,sfo,BrooAh21,fumbles_rec_yds,0,,,,,
player,201311250was,sfo,BrooAh21,fumbles_rec_td,0,,,,,
player,201311250was,sfo,BrooAh21,fumbles_forced,0,,,,,
player,201311250was,sfo,SmitJu20,def_int,0,,,,,
player,201311250was,sfo,SmitJu20,def_int_yds,0,,,,,
player,201311250was,sfo,SmitJu20,def_int_td,0,,,,,
player,201311250was,sfo,SmitJu20,def_int_long,0,,,,,
player,201311250was,sfo,SmitJu20,pass_defended,0,,,,,
player,201311250was,sfo,SmitJu20,sacks,2.0,,,,,
player,201311250was,sfo,SmitJu20,tackles_combined,7,,,,,
player,201311250was,sfo,SmitJu20,tackles_solo,5,,,,,
player,201311250was,sfo,SmitJu20,tackles_assists,2,,,,,
player,201311250was,sfo,SmitJu20,tackles_loss,1,,,,,
player,201311250was,sfo,SmitJu20,qb_hits,3,,,,,
player,201311250was,sfo,SmitJu20,fumbles_rec,0,,,,,
player,201311250was,sfo,SmitJu20,fumbles_rec_yds,0,,,,,
player,201311250was,sfo,SmitJu20,fumbles_rec_td,0,,,,,
player,201311250was,sfo,SmitJu20,fumbles_forced,1,,,,,
player,201311250was,sfo,SmitAl04,def_int,0,,,,,
player,201311250was,sfo,SmitAl04,def_int_yds,0,,,,,
player,201311250was,sfo,SmitAl04,def_int_td,0,,,,,
player,201311250was,sfo,SmitAl04,def_int_long,0,,,,,
player,201311250was,sfo,SmitAl04,pass_defended,0,,,,,
player,201311250was,sfo,SmitAl04,sacks,2.0,,,,,
player,201311250was,sfo,SmitAl04,tackles_combined,3,,,,,
player,201311250was,sfo,SmitAl04,tackles_solo,2,,,,,
player,201311250was,sfo,SmitAl04,tackles_assists,1,,,,,
player,201311250was,sfo,SmitAl04,tackles_loss,2,,,,,
player,201311250was,sfo,SmitAl04,qb_hits,4,,,,,
player,201311250was,sfo,SmitAl04,fumbles_rec,0,,,,,
player,201311250was,sfo,SmitAl04,fumbles_rec_yds,0,,,,,
player,201311250was,sfo,SmitAl04,fumbles_rec_td,0,,,,,
player,201311250was,sfo,SmitAl04,fumbles_forced,0,,,,,
player,201311250was,sfo,WillPa98,def_int,0,,,,,
player,201311250was,sfo,WillPa98,def_int_yds,0,,,,,
player,201311250was,sfo,WillPa98,def_int_td,0,,,,,
player,201311250was,sfo,WillPa98,def_int_long,0,,,,,
player,201311250was,sfo,WillPa98,pass_defended,0,,,,,
player,201311250was,sfo,WillPa98,sacks,0.0,,,,,
player,201311250was,sfo,WillPa98,tackles_combined,11,,,,,
player,201311250was,sfo,WillPa98,tackles_solo,7,,,,,
player,201311250was,sfo,WillPa98,tackles_assists,4,,,,,
player,201311250was,sfo,WillPa98,tackles_loss,0,,,,,
player,201311250was,sfo,WillPa98,qb_hits,0,,,,,
player,201311250was,sfo,WillPa98,fumbles_rec,0,,,,,
player,201311250was,sfo,WillPa98,fumbles_rec_yds,0,,,,,
player,201311250was,sfo,WillPa98,fumbles_rec_td,0,,,,,
player,201311250was,sfo,WillPa98,fumbles_forced,0,,,,,
player,201311250was,sfo,BowmNa99,def_int,0,,,,,
player,201311250was,sfo,BowmNa99,def_int_yds,0,,,,,
player,201311250was,sfo,BowmNa99,def_int_td,0,,,,,
player,201311250was,sfo,BowmNa99,def_int_long,0,,,,,
player,201311250was,sfo,BowmNa99,pass_defended,0,,,,,
player,201311250was,sfo,BowmNa99,sacks,0.0,,,,,
player,201311250was,sfo,BowmNa99,tackles_combined,9,,,,,
player,201311250was,sfo,BowmNa99,tackles_solo,5,,,,,
player,201311250was,sfo,BowmNa99,tackles_assists,4,,,,,
player,201311250was,sfo,BowmNa99,tackles_loss,0,,,,,
player,201311250was,sfo,BowmNa99,qb_hits,0,,,,,
player,201311250was,sfo,BowmNa99,fumbles_rec,0,,,,,
player,201311250was,sfo,BowmNa99,fumbles_rec_yds,0,,,,,
player,201311250was,sfo,BowmNa99,fumbles_rec_td,0,,,,,
player,201311250was,sfo,BowmNa99,fumbles_forced,0,,,,,
player,201311250was,sfo,JeroTo00,def_int,0,,,,,
player,201311250was,sfo,JeroTo00,def_int_yds,0,,,,,
player,201311250was,sfo,JeroTo00,def_int_td,0,,,,,
player,201311250was,sfo,JeroTo00,def_int_long,0,,,,,
player,201311250was,sfo,JeroTo00,pass_defended,0,,,,,
player,201311250was,sfo,JeroTo00,sacks,0.0,,,,,
player,201311250was,sfo,JeroTo00,tackles_combined,5,,,,,
player,201311250was,sfo,JeroTo00,tackles_solo,3,,,,,
player,201311250was,sfo,JeroTo00,tackles_assists,2,,,,,
player,201311250was,sfo,JeroTo00,tackles_loss,0,,,,,
