game,2013,15,20131215,201312150oti,crd,"Arizona Cardinals",37,oti,"Tennessee Titans",34
player,201312150oti,oti,BrinBe00,def_pct,0%,,,,,
player,201312150oti,oti,BrinBe00,special_teams,10,,,,,
player,201312150oti,oti,BrinBe00,st_pct,28%,,,,,
player,201312150oti,oti,KernBr20,pos,P,,,,,
player,201312150oti,oti,KernBr20,offense,0,,,,,
player,201312150oti,oti,KernBr20,off_pct,0%,,,,,
player,201312150oti,oti,KernBr20,defense,0,,,,,
player,201312150oti,oti,KernBr20,def_pct,0%,,,,,
player,201312150oti,oti,KernBr20,special_teams,10,,,,,
player,201312150oti,oti,KernBr20,st_pct,28%,,,,,
player,201312150oti,oti,OttoMi20,pos,T,,,,,
player,201312150oti,oti,OttoMi20,offense,0,,,,,
player,201312150oti,oti,OttoMi20,off_pct,0%,,,,,
player,201312150oti,oti,OttoMi20,defense,0,,,,,
player,201312150oti,oti,OttoMi20,def_pct,0%,,,,,
player,201312150oti,oti,OttoMi20,special_teams,7,,,,,
player,201312150oti,oti,OttoMi20,st_pct,19%,,,,,
player,201312150oti,oti,SpenCh21,pos,C,,,,,
player,201312150oti,oti,SpenCh21,offense,0,,,,,
player,201312150oti,oti,SpenCh21,off_pct,0%,,,,,
player,201312150oti,oti,SpenCh21,defense,0,,,,,
player,201312150oti,oti,SpenCh21,def_pct,0%,,,,,
player,201312150oti,oti,SpenCh21,special_teams,7,,,,,
player,201312150oti,oti,SpenCh21,st_pct,19%,,,,,
player,201312150oti,crd,SoweBr00,pos,T,,,,,
player,201312150oti,crd,SoweBr00,offense,68,,,,,
player,201312150oti,crd,SoweBr00,off_pct,100%,,,,,
player,201312150oti,crd,SoweBr00,defense,0,,,,,
player,201312150oti,crd,SoweBr00,def_pct,0%,,,,,
player,201312150oti,crd,SoweBr00,special_teams,7,,,,,
player,201312150oti,crd,SoweBr00,st_pct,19%,,,,,
player,201312150oti,crd,FanaPa20,pos,G,,,,,
player,201312150oti,crd,FanaPa20,offense,68,,,,,
player,201312150oti,crd,FanaPa20,off_pct,100%,,,,,
player,201312150oti,crd,FanaPa20,defense,0,,,,,
player,201312150oti,crd,FanaPa20,def_pct,0%,,,,,
player,201312150oti,crd,FanaPa20,special_teams,7,,,,,
player,201312150oti,crd,FanaPa20,st_pct,19%,,,,,
player,201312150oti,crd,WinsEr20,pos,T,,,,,
player,201312150oti,crd,WinsEr20,offense,68,,,,,
player,201312150oti,crd,WinsEr20,off_pct,100%,,,,,
player,201312150oti,crd,WinsEr20,defense,0,,,,,
player,201312150oti,crd,WinsEr20,def_pct,0%,,,,,
player,201312150oti,crd,WinsEr20,special_teams,7,,,,,
player,201312150oti,crd,WinsEr20,st_pct,19%,,,,,
player,201312150oti,crd,PalmCa00,pos,QB,,,,,
player,201312150oti,crd,PalmCa00,offense,68,,,,,
player,201312150oti,crd,PalmCa00,off_pct,100%,,,,,
player,201312150oti,crd,PalmCa00,defense,0,,,,,
player,201312150oti,crd,PalmCa00,def_pct,0%,,,,,
player,201312150oti,crd,PalmCa00,special_teams,0,,,,,
player,201312150oti,crd,PalmCa00,st_pct,0%,,,,,
player,201312150oti,crd,SendLy20,pos,C,,,,,
player,201312150oti,crd,SendLy20,offense,68,,,,,
player,201312150oti,crd,SendLy20,off_pct,100%,,,,,
player,201312150oti,crd,SendLy20,defense,0,,,,,
player,201312150oti,crd,SendLy20,def_pct,0%,,,,,
player,201312150oti,crd,SendLy20,special_teams,0,,,,,
player,201312150oti,crd,SendLy20,st_pct,0%,,,,,
player,201312150oti,crd,CollDa20,pos,G,,,,,
player,201312150oti,crd,CollDa20,offense,68,,,,,
player,201312150oti,crd,CollDa20,off_pct,100%,,,,,
player,201312150oti,crd,CollDa20,defense,0,,,,,
player,201312150oti,crd,CollDa20,def_pct,0%,,,,,
player,201312150oti,crd,CollDa20,special_teams,0,,,,,
player,201312150oti,crd,CollDa20,st_pct,0%,,,,,
player,201312150oti,crd,FloyMi00,pos,WR,,,,,
player,201312150oti,crd,FloyMi00,offense,66,,,,,
player,201312150oti,crd,FloyMi00,off_pct,97%,,,,,
player,201312150oti,crd,FloyMi00,defense,0,,,,,
player,201312150oti,crd,FloyMi00,def_pct,0%,,,,,
player,201312150oti,crd,FloyMi00,special_teams,2,,,,,
player,201312150oti,crd,FloyMi00,st_pct,6%,,,,,
player,201312150oti,crd,FitzLa00,pos,WR,,,,,
player,201312150oti,crd,FitzLa00,offense,59,,,,,
player,201312150oti,crd,FitzLa00,off_pct,87%,,,,,
player,201312150oti,crd,FitzLa00,defense,0,,,,,
player,201312150oti,crd,FitzLa00,def_pct,0%,,,,,
player,201312150oti,crd,FitzLa00,special_teams,2,,,,,
player,201312150oti,crd,FitzLa00,st_pct,6%,,,,,
player,201312150oti,crd,DrayJi00,pos,TE,,,,,
player,201312150oti,crd,DrayJi00,offense,44,,,,,
player,201312150oti,crd,DrayJi00,off_pct,65%,,,,,
player,201312150oti,crd,DrayJi00,defense,0,,,,,
player,201312150oti,crd,DrayJi00,def_pct,0%,,,,,
player,201312150oti,crd,DrayJi00,special_teams,3,,,,,
player,201312150oti,crd,DrayJi00,st_pct,8%,,,,,
player,201312150oti,crd,RobeAn00,pos,WR,,,,,
player,201312150oti,crd,RobeAn00,offense,41,,,,,
player,201312150oti,crd,RobeAn00,off_pct,60%,,,,,
player,201312150oti,crd,RobeAn00,defense,0,,,,,
player,201312150oti,crd,RobeAn00,def_pct,0%,,,,,
player,201312150oti,crd,RobeAn00,special_teams,0,,,,,
player,201312150oti,crd,RobeAn00,st_pct,0%,,,,,
player,201312150oti,crd,BallJa21,pos,TE,,,,,
player,201312150oti,crd,BallJa21,offense,39,,,,,
player,201312150oti,crd,BallJa21,off_pct,57%,,,,,
player,201312150oti,crd,BallJa21,defense,0,,,,,
player,201312150oti,crd,BallJa21,def_pct,0%,,,,,
player,201312150oti,crd,BallJa21,special_teams,6,,,,,
player,201312150oti,crd,BallJa21,st_pct,17%,,,,,
player,201312150oti,crd,MendRa00,pos,RB,,,,,
player,201312150oti,crd,MendRa00,offense,31,,,,,
player,201312150oti,crd,MendRa00,off_pct,46%,,,,,
player,201312150oti,crd,MendRa00,defense,0,,,,,
player,201312150oti,crd,MendRa00,def_pct,0%,,,,,
player,201312150oti,crd,MendRa00,special_teams,0,,,,,
player,201312150oti,crd,MendRa00,st_pct,0%,,,,,
player,201312150oti,crd,ElliAn00,pos,RB,,,,,
player,201312150oti,crd,ElliAn00,offense,27,,,,,
player,201312150oti,crd,ElliAn00,off_pct,40%,,,,,
player,201312150oti,crd,ElliAn00,defense,0,,,,,
player,201312150oti,crd,ElliAn00,def_pct,0%,,,,,
player,201312150oti,crd,ElliAn00,special_teams,1,,,,,
player,201312150oti,crd,ElliAn00,st_pct,3%,,,,,
player,201312150oti,crd,BrowJa03,pos,WR,,,,,
player,201312150oti,crd,BrowJa03,offense,13,,,,,
player,201312150oti,crd,BrowJa03,off_pct,19%,,,,,
player,201312150oti,crd,BrowJa03,defense,0,,,,,
player,201312150oti,crd,BrowJa03,def_pct,0%,,,,,
player,201312150oti,crd,BrowJa03,special_teams,16,,,,,
player,201312150oti,crd,BrowJa03,st_pct,44%,,,,,
player,201312150oti,crd,TaylSt00,pos,RB,,,,,
player,201312150oti,crd,TaylSt00,offense,11,,,,,
player,201312150oti,crd,TaylSt00,off_pct,16%,,,,,
player,201312150oti,crd,TaylSt00,defense,0,,,,,
player,201312150oti,crd,TaylSt00,def_pct,0%,,,,,
player,201312150oti,crd,TaylSt00,special_teams,15,,,,,
player,201312150oti,crd,TaylSt00,st_pct,42%,,,,,
player,201312150oti,crd,GoldBr00,pos,WR,,,,,
player,201312150oti,crd,GoldBr00,offense,4,,,,,
player,201312150oti,crd,GoldBr00,off_pct,6%,,,,,
player,201312150oti,crd,GoldBr00,defense,0,,,,,
player,201312150oti,crd,GoldBr00,def_pct,0%,,,,,
player,201312150oti,crd,GoldBr00,special_teams,0,,,,,
player,201312150oti,crd,GoldBr00,st_pct,0%,,,,,
player,201312150oti,crd,Ta'aAl00,pos,NT,,,,,
player,201312150oti,crd,Ta'aAl00,offense,2,,,,,
player,201312150oti,crd,Ta'aAl00,off_pct,3%,,,,,
player,201312150oti,crd,Ta'aAl00,defense,5,,,,,
player,201312150oti,crd,Ta'aAl00,def_pct,6%,,,,,
player,201312150oti,crd,Ta'aAl00,special_teams,2,,,,,
player,201312150oti,crd,Ta'aAl00,st_pct,6%,,,,,
player,201312150oti,crd,SperKo00,pos,TE,,,,,
player,201312150oti,crd,SperKo00,offense,2,,,,,
player,201312150oti,crd,SperKo00,off_pct,3%,,,,,
player,201312150oti,crd,SperKo00,defense,0,,,,,
player,201312150oti,crd,SperKo00,def_pct,0%,,,,,
player,201312150oti,crd,SperKo00,special_teams,12,,,,,
player,201312150oti,crd,SperKo00,st_pct,33%,,,,,
player,201312150oti,crd,MassBo00,pos,T,,,,,
player,201312150oti,crd,MassBo00,offense,1,,,,,
player,201312150oti,crd,MassBo00,off_pct,1%,,,,,
player,201312150oti,crd,MassBo00,defense,0,,,,,
player,201312150oti,crd,MassBo00,def_pct,0%,,,,,
player,201312150oti,crd,MassBo00,special_teams,0,,,,,
player,201312150oti,crd,MassBo00,st_pct,0%,,,,,
player,201312150oti,crd,BellYe20,pos,SS,,,,,
player,201312150oti,crd,BellYe20,offense,0,,,,,
player,201312150oti,crd,BellYe20,off_pct,0%,,,,,
player,201312150oti,crd,BellYe20,defense,86,,,,,
player,201312150oti,crd,BellYe20,def_pct,100%,,,,,
player,201312150oti,crd,BellYe20,special_teams,13,,,,,
player,201312150oti,crd,BellYe20,st_pct,36%,,,,,
player,201312150oti,crd,DansKa20,pos,LB,,,,,
player,201312150oti,crd,DansKa20,offense,0,,,,,
player,201312150oti,crd,DansKa20,off_pct,0%,,,,,
player,201312150oti,crd,DansKa20,defense,86,,,,,
player,201312150oti,crd,DansKa20,def_pct,100%,,,,,
player,201312150oti,crd,DansKa20,special_teams,7,,,,,
player,201312150oti,crd,DansKa20,st_pct,19%,,,,,
player,201312150oti,crd,WashDa99,pos,LB,,,,,
player,201312150oti,crd,WashDa99,offense,0,,,,,
player,201312150oti,crd,WashDa99,off_pct,0%,,,,,
player,201312150oti,crd,WashDa99,defense,86,,,,,
player,201312150oti,crd,WashDa99,def_pct,100%,,,,,
player,201312150oti,crd,WashDa99,special_teams,4,,,,,
player,201312150oti,crd,WashDa99,st_pct,11%,,,,,
player,201312150oti,crd,PetePa00,pos,CB,,,,,
player,201312150oti,crd,PetePa00,offense,0,,,,,
player,201312150oti,crd,PetePa00,off_pct,0%,,,,,
player,201312150oti,crd,PetePa00,defense,85,,,,,
player,201312150oti,crd,PetePa00,def_pct,99%,,,,,
player,201312150oti,crd,PetePa00,special_teams,12,,,,,
player,201312150oti,crd,PetePa00,st_pct,33%,,,,,
player,201312150oti,crd,PoweJe99,pos,CB,,,,,
player,201312150oti,crd,PoweJe99,offense,0,,,,,
player,201312150oti,crd,PoweJe99,off_pct,0%,,,,,
player,201312150oti,crd,PoweJe99,defense,85,,,,,
player,201312150oti,crd,PoweJe99,def_pct,99%,,,,,
player,201312150oti,crd,PoweJe99,special_teams,3,,,,,
player,201312150oti,crd,PoweJe99,st_pct,8%,,,,,
player,201312150oti,crd,AbraJo00,pos,LB,,,,,
player,201312150oti,crd,AbraJo00,offense,0,,,,,
player,201312150oti,crd,AbraJo00,off_pct,0%,,,,,
player,201312150oti,crd,AbraJo00,defense,83,,,,,
player,201312150oti,crd,AbraJo00,def_pct,97%,,,,,
player,201312150oti,crd,AbraJo00,special_teams,6,,,,,
player,201312150oti,crd,AbraJo00,st_pct,17%,,,,,
player,201312150oti,crd,JohnRa98,pos,FS,,,,,
player,201312150oti,crd,JohnRa98,offense,0,,,,,
player,201312150oti,crd,JohnRa98,off_pct,0%,,,,,
player,201312150oti,crd,JohnRa98,defense,81,,,,,
player,201312150oti,crd,JohnRa98,def_pct,94%,,,,,
player,201312150oti,crd,JohnRa98,special_teams,12,,,,,
player,201312150oti,crd,JohnRa98,st_pct,33%,,,,,
player,201312150oti,crd,CampCa99,pos,DE,,,,,
player,201312150oti,crd,CampCa99,offense,0,,,,,
player,201312150oti,crd,CampCa99,off_pct,0%,,,,,
player,201312150oti,crd,CampCa99,defense,74,,,,,
player,201312150oti,crd,CampCa99,def_pct,86%,,,,,
player,201312150oti,crd,CampCa99,special_teams,13,,,,,
player,201312150oti,crd,CampCa99,st_pct,36%,,,,,
player,201312150oti,crd,DockDa20,pos,DT,,,,,
player,201312150oti,crd,DockDa20,offense,0,,,,,
player,201312150oti,crd,DockDa20,off_pct,0%,,,,,
player,201312150oti,crd,DockDa20,defense,70,,,,,
player,201312150oti,crd,DockDa20,def_pct,81%,,,,,
player,201312150oti,crd,DockDa20,special_teams,6,,,,,
player,201312150oti,crd,DockDa20,st_pct,17%,,,,,
player,201312150oti,crd,CasoAn99,pos,CB,,,,,
player,201312150oti,crd,CasoAn99,offense,0,,,,,
player,201312150oti,crd,CasoAn99,off_pct,0%,,,,,
player,201312150oti,crd,CasoAn99,defense,69,,,,,
player,201312150oti,crd,CasoAn99,def_pct,80%,,,,,
player,201312150oti,crd,CasoAn99,special_teams,11,,,,,
player,201312150oti,crd,CasoAn99,st_pct,31%,,,,,
player,201312150oti,crd,ShauMa99,pos,LB,,,,,
player,201312150oti,crd,ShauMa99,offense,0,,,,,
player,201312150oti,crd,ShauMa99,off_pct,0%,,,,,
player,201312150oti,crd,ShauMa99,defense,49,,,,,
player,201312150oti,crd,ShauMa99,def_pct,57%,,,,,
player,201312150oti,crd,ShauMa99,special_teams,10,,,,,
player,201312150oti,crd,ShauMa99,st_pct,28%,,,,,
player,201312150oti,crd,BenaMa00,pos,LB,,,,,
player,201312150oti,crd,BenaMa00,offense,0,,,,,
player,201312150oti,crd,BenaMa00,off_pct,0%,,,,,
player,201312150oti,crd,BenaMa00,defense,24,,,,,
player,201312150oti,crd,BenaMa00,def_pct,28%,,,,,
player,201312150oti,crd,BenaMa00,special_teams,20,,,,,
player,201312150oti,crd,BenaMa00,st_pct,56%,,,,,
player,201312150oti,crd,RuckFr99,pos,DT,,,,,
player,201312150oti,crd,RuckFr99,offense,0,,,,,
player,201312150oti,crd,RuckFr99,off_pct,0%,,,,,
player,201312150oti,crd,RuckFr99,defense,23,,,,,
player,201312150oti,crd,RuckFr99,def_pct,27%,,,,,
player,201312150oti,crd,RuckFr99,special_teams,15,,,,,
player,201312150oti,crd,RuckFr99,st_pct,42%,,,,,
player,201312150oti,crd,WillDa99,pos,NT,,,,,
player,201312150oti,crd,WillDa99,offense,0,,,,,
player,201312150oti,crd,WillDa99,off_pct,0%,,,,,
player,201312150oti,crd,WillDa99,defense,19,,,,,
player,201312150oti,crd,WillDa99,def_pct,22%,,,,,
player,201312150oti,crd,WillDa99,special_teams,5,,,,,
player,201312150oti,crd,WillDa99,st_pct,14%,,,,,
player,201312150oti,crd,ArenJa99,pos,CB,,,,,
player,201312150oti,crd,ArenJa99,offense,0,,,,,
player,201312150oti,crd,ArenJa99,off_pct,0%,,,,,
player,201312150oti,crd,ArenJa99,defense,16,,,,,
player,201312150oti,crd,ArenJa99,def_pct,19%,,,,,
player,201312150oti,crd,ArenJa99,special_teams,16,,,,,
player,201312150oti,crd,ArenJa99,st_pct,44%,,,,,
player,201312150oti,crd,JeffTo00,pos,SS,,,,,
player,201312150oti,crd,JeffTo00,offense,0,,,,,
player,201312150oti,crd,JeffTo00,off_pct,0%,,,,,
player,201312150oti,crd,JeffTo00,defense,5,,,,,
player,201312150oti,crd,JeffTo00,def_pct,6%,,,,,
player,201312150oti,crd,JeffTo00,special_teams,17,,,,,
player,201312150oti,crd,JeffTo00,st_pct,47%,,,,,
player,201312150oti,crd,BethJu00,pos,CB,,,,,
player,201312150oti,crd,BethJu00,offense,0,,,,,
player,201312150oti,crd,BethJu00,off_pct,0%,,,,,
player,201312150oti,crd,BethJu00,defense,0,,,,,
player,201312150oti,crd,BethJu00,def_pct,0%,,,,,
player,201312150oti,crd,BethJu00,special_teams,24,,,,,
player,201312150oti,crd,BethJu00,st_pct,67%,,,,,
player,201312150oti,crd,MintKe00,pos,LB,,,,,
player,201312150oti,crd,MintKe00,offense,0,,,,,
player,201312150oti,crd,MintKe00,off_pct,0%,,,,,
player,201312150oti,crd,MintKe00,defense,0,,,,,
player,201312150oti,crd,MintKe00,def_pct,0%,,,,,
player,201312150oti,crd,MintKe00,special_teams,22,,,,,
player,201312150oti,crd,MintKe00,st_pct,61%,,,,,
player,201312150oti,crd,McCaBr01,pos,CB,,,,,
player,201312150oti,crd,McCaBr01,offense,0,,,,,
player,201312150oti,crd,McCaBr01,off_pct,0%,,,,,
player,201312150oti,crd,McCaBr01,defense,0,,,,,
player,201312150oti,crd,McCaBr01,def_pct,0%,,,,,
player,201312150oti,crd,McCaBr01,special_teams,21,,,,,
player,201312150oti,crd,McCaBr01,st_pct,58%,,,,,
player,201312150oti,crd,SmitAl22,pos,RB,,,,,
player,201312150oti,crd,SmitAl22,offense,0,,,,,
player,201312150oti,crd,SmitAl22,off_pct,0%,,,,,
player,201312150oti,crd,SmitAl22,defense,0,,,,,
player,201312150oti,crd,SmitAl22,def_pct,0%,,,,,
player,201312150oti,crd,SmitAl22,special_teams,17,,,,,
player,201312150oti,crd,SmitAl22,st_pct,47%,,,,,
player,201312150oti,crd,feelyjay01,pos,K,,,,,
player,201312150oti,crd,feelyjay01,offense,0,,,,,
player,201312150oti,crd,feelyjay01,off_pct,0%,,,,,
player,201312150oti,crd,feelyjay01,defense,0,,,,,
player,201312150oti,crd,feelyjay01,def_pct,0%,,,,,
player,201312150oti,crd,feelyjay01,special_teams,15,,,,,
player,201312150oti,crd,feelyjay01,st_pct,42%,,,,,
player,201312150oti,crd,LeacMi00,pos,LS,,,,,
player,201312150oti,crd,LeacMi00,offense,0,,,,,
player,201312150oti,crd,LeacMi00,off_pct,0%,,,,,
player,201312150oti,crd,LeacMi00,defense,0,,,,,
player,201312150oti,crd,LeacMi00,def_pct,0%,,,,,
player,201312150oti,crd,LeacMi00,special_teams,11,,,,,
player,201312150oti,crd,LeacMi00,st_pct,31%,,,,,
player,201312150oti,crd,GibsMi20,pos,C,,,,,
player,201312150oti,crd,GibsMi20,offense,0,,,,,
player,201312150oti,crd,GibsMi20,off_pct,0%,,,,,
player,201312150oti,crd,GibsMi20,defense,0,,,,,
player,201312150oti,crd,GibsMi20,def_pct,0%,,,,,
player,201312150oti,crd,GibsMi20,special_teams,11,,,,,
player,201312150oti,crd,GibsMi20,st_pct,31%,,,,,
player,201312150oti,crd,ZastDa20,pos,P,,,,,
player,201312150oti,crd,ZastDa20,offense,0,,,,,
player,201312150oti,crd,ZastDa20,off_pct,0%,,,,,
player,201312150oti,crd,ZastDa20,defense,0,,,,,
player,201312150oti,crd,ZastDa20,def_pct,0%,,,,,
player,201312150oti,crd,ZastDa20,special_teams,11,,,,,
player,201312150oti,crd,ZastDa20,st_pct,31%,,,,,
player,201312150oti,crd,PottNa00,pos,T,,,,,
player,201312150oti,crd,PottNa00,offense,0,,,,,
player,201312150oti,crd,PottNa00,off_pct,0%,,,,,
player,201312150oti,crd,PottNa00,defense,0,,,,,
player,201312150oti,crd,PottNa00,def_pct,0%,,,,,
player,201312150oti,crd,PottNa00,special_teams,7,,,,,
player,201312150oti,crd,PottNa00,st_pct,19%,,,,,
player,201312150oti,crd,BrinJa99,pos,LB,,,,,
player,201312150oti,crd,BrinJa99,offense,0,,,,,
player,201312150oti,crd,BrinJa99,off_pct,0%,,,,,
player,201312150oti,crd,BrinJa99,defense,0,,,,,
player,201312150oti,crd,BrinJa99,def_pct,0%,,,,,
player,201312150oti,crd,BrinJa99,special_teams,6,,,,,
player,201312150oti,crd,BrinJa99,st_pct,17%,,,,,
