game,2013,4,20130929,201309290atl,nwe,"New England Patriots",30,atl,"Atlanta Falcons",23
player,201309290atl,nwe,RidlSt00,pass_att,0,,,,,
player,201309290atl,nwe,RidlSt00,pass_yds,0,,,,,
player,201309290atl,nwe,RidlSt00,pass_td,0,,,,,
player,201309290atl,nwe,RidlSt00,pass_int,0,,,,,
player,201309290atl,nwe,RidlSt00,pass_sacked,0,,,,,
player,201309290atl,nwe,RidlSt00,pass_sacked_yds,0,,,,,
player,201309290atl,nwe,RidlSt00,pass_long,0,,,,,
player,201309290atl,nwe,RidlSt00,pass_rating,,,,,,
player,201309290atl,nwe,RidlSt00,rush_att,11,,,,,
player,201309290atl,nwe,RidlSt00,rush_yds,53,,,,,
player,201309290atl,nwe,RidlSt00,rush_td,0,,,,,
player,201309290atl,nwe,RidlSt00,rush_long,14,,,,,
player,201309290atl,nwe,RidlSt00,targets,2,,,,,
player,201309290atl,nwe,RidlSt00,rec,2,,,,,
player,201309290atl,nwe,RidlSt00,rec_yds,26,,,,,
player,201309290atl,nwe,RidlSt00,rec_td,0,,,,,
player,201309290atl,nwe,RidlSt00,rec_long,24,,,,,
player,201309290atl,nwe,RidlSt00,fumbles,0,,,,,
player,201309290atl,nwe,RidlSt00,fumbles_lost,0,,,,,
player,201309290atl,nwe,BoldBr00,pass_cmp,0,,,,,
player,201309290atl,nwe,BoldBr00,pass_att,0,,,,,
player,201309290atl,nwe,BoldBr00,pass_yds,0,,,,,
player,201309290atl,nwe,BoldBr00,pass_td,0,,,,,
player,201309290atl,nwe,BoldBr00,pass_int,0,,,,,
player,201309290atl,nwe,BoldBr00,pass_sacked,0,,,,,
player,201309290atl,nwe,BoldBr00,pass_sacked_yds,0,,,,,
player,201309290atl,nwe,BoldBr00,pass_long,0,,,,,
player,201309290atl,nwe,BoldBr00,pass_rating,,,,,,
player,201309290atl,nwe,BoldBr00,rush_att,6,,,,,
player,201309290atl,nwe,BoldBr00,rush_yds,17,,,,,
player,201309290atl,nwe,BoldBr00,rush_td,0,,,,,
player,201309290atl,nwe,BoldBr00,rush_long,8,,,,,
player,201309290atl,nwe,BoldBr00,targets,1,,,,,
player,201309290atl,nwe,BoldBr00,rec,1,,,,,
player,201309290atl,nwe,BoldBr00,rec_yds,-5,,,,,
player,201309290atl,nwe,BoldBr00,rec_td,0,,,,,
player,201309290atl,nwe,BoldBr00,rec_long,-5,,,,,
player,201309290atl,nwe,BoldBr00,fumbles,0,,,,,
player,201309290atl,nwe,BoldBr00,fumbles_lost,0,,,,,
player,201309290atl,nwe,ThomKe02,pass_cmp,0,,,,,
player,201309290atl,nwe,ThomKe02,pass_att,0,,,,,
player,201309290atl,nwe,ThomKe02,pass_yds,0,,,,,
player,201309290atl,nwe,ThomKe02,pass_td,0,,,,,
player,201309290atl,nwe,ThomKe02,pass_int,0,,,,,
player,201309290atl,nwe,ThomKe02,pass_sacked,0,,,,,
player,201309290atl,nwe,ThomKe02,pass_sacked_yds,0,,,,,
player,201309290atl,nwe,ThomKe02,pass_long,0,,,,,
player,201309290atl,nwe,ThomKe02,pass_rating,,,,,,
player,201309290atl,nwe,ThomKe02,rush_att,0,,,,,
player,201309290atl,nwe,ThomKe02,rush_yds,0,,,,,
player,201309290atl,nwe,ThomKe02,rush_td,0,,,,,
player,201309290atl,nwe,ThomKe02,rush_long,0,,,,,
player,201309290atl,nwe,ThomKe02,targets,11,,,,,
player,201309290atl,nwe,ThomKe02,rec,6,,,,,
player,201309290atl,nwe,ThomKe02,rec_yds,127,,,,,
player,201309290atl,nwe,ThomKe02,rec_td,1,,,,,
player,201309290atl,nwe,ThomKe02,rec_long,49,,,,,
player,201309290atl,nwe,ThomKe02,fumbles,0,,,,,
player,201309290atl,nwe,ThomKe02,fumbles_lost,0,,,,,
player,201309290atl,nwe,EdelJu00,pass_cmp,0,,,,,
player,201309290atl,nwe,EdelJu00,pass_att,0,,,,,
player,201309290atl,nwe,EdelJu00,pass_yds,0,,,,,
player,201309290atl,nwe,EdelJu00,pass_td,0,,,,,
player,201309290atl,nwe,EdelJu00,pass_int,0,,,,,
player,201309290atl,nwe,EdelJu00,pass_sacked,0,,,,,
player,201309290atl,nwe,EdelJu00,pass_sacked_yds,0,,,,,
player,201309290atl,nwe,EdelJu00,pass_long,0,,,,,
player,201309290atl,nwe,EdelJu00,pass_rating,,,,,,
player,201309290atl,nwe,EdelJu00,rush_att,0,,,,,
player,201309290atl,nwe,EdelJu00,rush_yds,0,,,,,
player,201309290atl,nwe,EdelJu00,rush_td,0,,,,,
player,201309290atl,nwe,EdelJu00,rush_long,0,,,,,
player,201309290atl,nwe,EdelJu00,targets,9,,,,,
player,201309290atl,nwe,EdelJu00,rec,7,,,,,
player,201309290atl,nwe,EdelJu00,rec_yds,118,,,,,
player,201309290atl,nwe,EdelJu00,rec_td,0,,,,,
player,201309290atl,nwe,EdelJu00,rec_long,44,,,,,
player,201309290atl,nwe,EdelJu00,fumbles,0,,,,,
player,201309290atl,nwe,EdelJu00,fumbles_lost,0,,,,,
player,201309290atl,nwe,BoycJo00,pass_cmp,0,,,,,
player,201309290atl,nwe,BoycJo00,pass_att,0,,,,,
player,201309290atl,nwe,BoycJo00,pass_yds,0,,,,,
player,201309290atl,nwe,BoycJo00,pass_td,0,,,,,
player,201309290atl,nwe,BoycJo00,pass_int,0,,,,,
player,201309290atl,nwe,BoycJo00,pass_sacked,0,,,,,
player,201309290atl,nwe,BoycJo00,pass_sacked_yds,0,,,,,
player,201309290atl,nwe,BoycJo00,pass_long,0,,,,,
player,201309290atl,nwe,BoycJo00,pass_rating,,,,,,
player,201309290atl,nwe,BoycJo00,rush_att,0,,,,,
player,201309290atl,nwe,BoycJo00,rush_yds,0,,,,,
player,201309290atl,nwe,BoycJo00,rush_td,0,,,,,
player,201309290atl,nwe,BoycJo00,rush_long,0,,,,,
player,201309290atl,nwe,BoycJo00,targets,3,,,,,
player,201309290atl,nwe,BoycJo00,rec,1,,,,,
player,201309290atl,nwe,BoycJo00,rec_yds,24,,,,,
player,201309290atl,nwe,BoycJo00,rec_td,0,,,,,
player,201309290atl,nwe,BoycJo00,rec_long,24,,,,,
player,201309290atl,nwe,BoycJo00,fumbles,0,,,,,
player,201309290atl,nwe,BoycJo00,fumbles_lost,0,,,,,
player,201309290atl,nwe,DeveJa00,pass_cmp,0,,,,,
player,201309290atl,nwe,DeveJa00,pass_att,0,,,,,
player,201309290atl,nwe,DeveJa00,pass_yds,0,,,,,
player,201309290atl,nwe,DeveJa00,pass_td,0,,,,,
player,201309290atl,nwe,DeveJa00,pass_int,0,,,,,
player,201309290atl,nwe,DeveJa00,pass_sacked,0,,,,,
player,201309290atl,nwe,DeveJa00,pass_sacked_yds,0,,,,,
player,201309290atl,nwe,DeveJa00,pass_long,0,,,,,
player,201309290atl,nwe,DeveJa00,pass_rating,,,,,,
player,201309290atl,nwe,DeveJa00,rush_att,0,,,,,
player,201309290atl,nwe,DeveJa00,rush_yds,0,,,,,
player,201309290atl,nwe,DeveJa00,rush_td,0,,,,,
player,201309290atl,nwe,DeveJa00,rush_long,0,,,,,
player,201309290atl,nwe,DeveJa00,targets,1,,,,,
player,201309290atl,nwe,DeveJa00,rec,1,,,,,
player,201309290atl,nwe,DeveJa00,rec_yds,15,,,,,
player,201309290atl,nwe,DeveJa00,rec_td,0,,,,,
player,201309290atl,nwe,DeveJa00,rec_long,15,,,,,
player,201309290atl,nwe,DeveJa00,fumbles,0,,,,,
player,201309290atl,nwe,DeveJa00,fumbles_lost,0,,,,,
player,201309290atl,nwe,DobsAa00,pass_cmp,0,,,,,
player,201309290atl,nwe,DobsAa00,pass_att,0,,,,,
player,201309290atl,nwe,DobsAa00,pass_yds,0,,,,,
player,201309290atl,nwe,DobsAa00,pass_td,0,,,,,
player,201309290atl,nwe,DobsAa00,pass_int,0,,,,,
player,201309290atl,nwe,DobsAa00,pass_sacked,0,,,,,
player,201309290atl,nwe,DobsAa00,pass_sacked_yds,0,,,,,
player,201309290atl,nwe,DobsAa00,pass_long,0,,,,,
player,201309290atl,nwe,DobsAa00,pass_rating,,,,,,
player,201309290atl,nwe,DobsAa00,rush_att,0,,,,,
player,201309290atl,nwe,DobsAa00,rush_yds,0,,,,,
player,201309290atl,nwe,DobsAa00,rush_td,0,,,,,
player,201309290atl,nwe,DobsAa00,rush_long,0,,,,,
player,201309290atl,nwe,DobsAa00,targets,3,,,,,
player,201309290atl,nwe,DobsAa00,rec,1,,,,,
player,201309290atl,nwe,DobsAa00,rec_yds,10,,,,,
player,201309290atl,nwe,DobsAa00,rec_td,0,,,,,
player,201309290atl,nwe,DobsAa00,rec_long,10,,,,,
player,201309290atl,nwe,DobsAa00,fumbles,0,,,,,
player,201309290atl,nwe,DobsAa00,fumbles_lost,0,,,,,
player,201309290atl,nwe,MullMa00,pass_cmp,0,,,,,
player,201309290atl,nwe,MullMa00,pass_att,0,,,,,
player,201309290atl,nwe,MullMa00,pass_yds,0,,,,,
player,201309290atl,nwe,MullMa00,pass_td,0,,,,,
player,201309290atl,nwe,MullMa00,pass_int,0,,,,,
player,201309290atl,nwe,MullMa00,pass_sacked,0,,,,,
player,201309290atl,nwe,MullMa00,pass_sacked_yds,0,,,,,
player,201309290atl,nwe,MullMa00,pass_long,0,,,,,
player,201309290atl,nwe,MullMa00,pass_rating,,,,,,
player,201309290atl,nwe,MullMa00,rush_att,0,,,,,
player,201309290atl,nwe,MullMa00,rush_yds,0,,,,,
player,201309290atl,nwe,MullMa00,rush_td,0,,,,,
player,201309290atl,nwe,MullMa00,rush_long,0,,,,,
player,201309290atl,nwe,MullMa00,targets,1,,,,,
player,201309290atl,nwe,MullMa00,rec,1,,,,,
player,201309290atl,nwe,MullMa00,rec_yds,1,,,,,
player,201309290atl,nwe,MullMa00,rec_td,1,,,,,
player,201309290atl,nwe,MullMa00,rec_long,1,,,,,
player,201309290atl,nwe,MullMa00,fumbles,0,,,,,
player,201309290atl,nwe,MullMa00,fumbles_lost,0,,,,,
player,201309290atl,atl,RyanMa00,pass_cmp,34,,,,,
player,201309290atl,atl,RyanMa00,pass_att,54,,,,,
player,201309290atl,atl,RyanMa00,pass_yds,421,,,,,
player,201309290atl,atl,RyanMa00,pass_td,2,,,,,
player,201309290atl,atl,RyanMa00,pass_int,1,,,,,
player,201309290atl,atl,RyanMa00,pass_sacked,2,,,,,
player,201309290atl,atl,RyanMa00,pass_sacked_yds,22,,,,,
player,201309290atl,atl,RyanMa00,pass_long,49,,,,,
player,201309290atl,atl,RyanMa00,pass_rating,91.7,,,,,
player,201309290atl,atl,RyanMa00,rush_att,0,,,,,
player,201309290atl,atl,RyanMa00,rush_yds,0,,,,,
player,201309290atl,atl,RyanMa00,rush_td,0,,,,,
player,201309290atl,atl,RyanMa00,rush_long,0,,,,,
player,201309290atl,atl,RyanMa00,targets,0,,,,,
player,201309290atl,atl,RyanMa00,rec,0,,,,,
player,201309290atl,atl,RyanMa00,rec_yds,0,,,,,
player,201309290atl,atl,RyanMa00,rec_td,0,,,,,
player,201309290atl,atl,RyanMa00,rec_long,0,,,,,
player,201309290atl,atl,RyanMa00,fumbles,0,,,,,
player,201309290atl,atl,RyanMa00,fumbles_lost,0,,,,,
player,201309290atl,atl,RodgJa00,pass_cmp,0,,,,,
player,201309290atl,atl,RodgJa00,pass_att,0,,,,,
player,201309290atl,atl,RodgJa00,pass_yds,0,,,,,
player,201309290atl,atl,RodgJa00,pass_td,0,,,,,
player,201309290atl,atl,RodgJa00,pass_int,0,,,,,
player,201309290atl,atl,RodgJa00,pass_sacked,0,,,,,
player,201309290atl,atl,RodgJa00,pass_sacked_yds,0,,,,,
player,201309290atl,atl,RodgJa00,pass_long,0,,,,,
player,201309290atl,atl,RodgJa00,pass_rating,,,,,,
player,201309290atl,atl,RodgJa00,rush_att,7,,,,,
player,201309290atl,atl,RodgJa00,rush_yds,32,,,,,
player,201309290atl,atl,RodgJa00,rush_td,0,,,,,
player,201309290atl,atl,RodgJa00,rush_long,6,,,,,
player,201309290atl,atl,RodgJa00,targets,6,,,,,
player,201309290atl,atl,RodgJa00,rec,6,,,,,
player,201309290atl,atl,RodgJa00,rec_yds,56,,,,,
player,201309290atl,atl,RodgJa00,rec_td,0,,,,,
player,201309290atl,atl,RodgJa00,rec_long,17,,,,,
player,201309290atl,atl,RodgJa00,fumbles,0,,,,,
player,201309290atl,atl,RodgJa00,fumbles_lost,0,,,,,
player,201309290atl,atl,SnelJa00,pass_cmp,0,,,,,
player,201309290atl,atl,SnelJa00,pass_att,0,,,,,
player,201309290atl,atl,SnelJa00,pass_yds,0,,,,,
player,201309290atl,atl,SnelJa00,pass_td,0,,,,,
player,201309290atl,atl,SnelJa00,pass_int,0,,,,,
player,201309290atl,atl,SnelJa00,pass_sacked,0,,,,,
player,201309290atl,atl,SnelJa00,pass_sacked_yds,0,,,,,
player,201309290atl,atl,SnelJa00,pass_long,0,,,,,
player,201309290atl,atl,SnelJa00,pass_rating,,,,,,
player,201309290atl,atl,SnelJa00,rush_att,8,,,,,
player,201309290atl,atl,SnelJa00,rush_yds,26,,,,,
player,201309290atl,atl,SnelJa00,rush_td,0,,,,,
player,201309290atl,atl,SnelJa00,rush_long,9,,,,,
player,201309290atl,atl,SnelJa00,targets,3,,,,,
player,201309290atl,atl,SnelJa00,rec,1,,,,,
player,201309290atl,atl,SnelJa00,rec_yds,8,,,,,
player,201309290atl,atl,SnelJa00,rec_td,0,,,,,
player,201309290atl,atl,SnelJa00,rec_long,8,,,,,
player,201309290atl,atl,SnelJa00,fumbles,0,,,,,
player,201309290atl,atl,SnelJa00,fumbles_lost,0,,,,,
player,201309290atl,atl,GonzTo00,pass_cmp,0,,,,,
player,201309290atl,atl,GonzTo00,pass_att,0,,,,,
player,201309290atl,atl,GonzTo00,pass_yds,0,,,,,
player,201309290atl,atl,GonzTo00,pass_td,0,,,,,
player,201309290atl,atl,GonzTo00,pass_int,0,,,,,
player,201309290atl,atl,GonzTo00,pass_sacked,0,,,,,
player,201309290atl,atl,GonzTo00,pass_sacked_yds,0,,,,,
player,201309290atl,atl,GonzTo00,pass_long,0,,,,,
player,201309290atl,atl,GonzTo00,pass_rating,,,,,,
player,201309290atl,atl,GonzTo00,rush_att,0,,,,,
player,201309290atl,atl,GonzTo00,rush_yds,0,,,,,
player,201309290atl,atl,GonzTo00,rush_td,0,,,,,
player,201309290atl,atl,GonzTo00,rush_long,0,,,,,
player,201309290atl,atl,GonzTo00,targets,14,,,,,
player,201309290atl,atl,GonzTo00,rec,12,,,,,
player,201309290atl,atl,GonzTo00,rec_yds,149,,,,,
player,201309290atl,atl,GonzTo00,rec_td,2,,,,,
player,201309290atl,atl,GonzTo00,rec_long,25,,,,,
player,201309290atl,atl,GonzTo00,fumbles,0,,,,,
player,201309290atl,atl,GonzTo00,fumbles_lost,0,,,,,
player,201309290atl,atl,JoneJu02,pass_cmp,0,,,,,
player,201309290atl,atl,JoneJu02,pass_att,0,,,,,
player,201309290atl,atl,JoneJu02,pass_yds,0,,,,,
player,201309290atl,atl,JoneJu02,pass_td,0,,,,,
player,201309290atl,atl,JoneJu02,pass_int,0,,,,,
player,201309290atl,atl,JoneJu02,pass_sacked,0,,,,,
player,201309290atl,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201309290atl,atl,JoneJu02,pass_long,0,,,,,
player,201309290atl,atl,JoneJu02,pass_rating,,,,,,
player,201309290atl,atl,JoneJu02,rush_att,0,,,,,
player,201309290atl,atl,JoneJu02,rush_yds,0,,,,,
player,201309290atl,atl,JoneJu02,rush_td,0,,,,,
player,201309290atl,atl,JoneJu02,rush_long,0,,,,,
player,201309290atl,atl,JoneJu02,targets,13,,,,,
player,201309290atl,atl,JoneJu02,rec,6,,,,,
player,201309290atl,atl,JoneJu02,rec_yds,108,,,,,
player,201309290atl,atl,JoneJu02,rec_td,0,,,,,
player,201309290atl,atl,JoneJu02,rec_long,49,,,,,
player,201309290atl,atl,JoneJu02,fumbles,1,,,,,
player,201309290atl,atl,JoneJu02,fumbles_lost,0,,,,,
player,201309290atl,atl,DougHa00,pass_cmp,0,,,,,
player,201309290atl,atl,DougHa00,pass_att,0,,,,,
player,201309290atl,atl,DougHa00,pass_yds,0,,,,,
player,201309290atl,atl,DougHa00,pass_td,0,,,,,
player,201309290atl,atl,DougHa00,pass_int,0,,,,,
player,201309290atl,atl,DougHa00,pass_sacked,0,,,,,
player,201309290atl,atl,DougHa00,pass_sacked_yds,0,,,,,
player,201309290atl,atl,DougHa00,pass_long,0,,,,,
player,201309290atl,atl,DougHa00,pass_rating,,,,,,
player,201309290atl,atl,DougHa00,rush_att,0,,,,,
player,201309290atl,atl,DougHa00,rush_yds,0,,,,,
player,201309290atl,atl,DougHa00,rush_td,0,,,,,
player,201309290atl,atl,DougHa00,rush_long,0,,,,,
player,201309290atl,atl,DougHa00,targets,6,,,,,
player,201309290atl,atl,DougHa00,rec,5,,,,,
player,201309290atl,atl,DougHa00,rec_yds,68,,,,,
player,201309290atl,atl,DougHa00,rec_td,0,,,,,
player,201309290atl,atl,DougHa00,rec_long,40,,,,,
player,201309290atl,atl,DougHa00,fumbles,0,,,,,
player,201309290atl,atl,DougHa00,fumbles_lost,0,,,,,
player,201309290atl,atl,WhitRo00,pass_cmp,0,,,,,
player,201309290atl,atl,WhitRo00,pass_att,0,,,,,
player,201309290atl,atl,WhitRo00,pass_yds,0,,,,,
player,201309290atl,atl,WhitRo00,pass_td,0,,,,,
player,201309290atl,atl,WhitRo00,pass_int,0,,,,,
player,201309290atl,atl,WhitRo00,pass_sacked,0,,,,,
player,201309290atl,atl,WhitRo00,pass_sacked_yds,0,,,,,
player,201309290atl,atl,WhitRo00,pass_long,0,,,,,
player,201309290atl,atl,WhitRo00,pass_rating,,,,,,
player,201309290atl,atl,WhitRo00,rush_att,0,,,,,
player,201309290atl,atl,WhitRo00,rush_yds,0,,,,,
player,201309290atl,atl,WhitRo00,rush_td,0,,,,,
player,201309290atl,atl,WhitRo00,rush_long,0,,,,,
player,201309290atl,atl,WhitRo00,targets,9,,,,,
player,201309290atl,atl,WhitRo00,rec,3,,,,,
player,201309290atl,atl,WhitRo00,rec_yds,28,,,,,
player,201309290atl,atl,WhitRo00,rec_td,0,,,,,
player,201309290atl,atl,WhitRo00,rec_long,14,,,,,
player,201309290atl,atl,WhitRo00,fumbles,0,,,,,
player,201309290atl,atl,WhitRo00,fumbles_lost,0,,,,,
player,201309290atl,atl,ToilLe00,pass_cmp,0,,,,,
player,201309290atl,atl,ToilLe00,pass_att,0,,,,,
player,201309290atl,atl,ToilLe00,pass_yds,0,,,,,
player,201309290atl,atl,ToilLe00,pass_td,0,,,,,
player,201309290atl,atl,ToilLe00,pass_int,0,,,,,
player,201309290atl,atl,ToilLe00,pass_sacked,0,,,,,
player,201309290atl,atl,ToilLe00,pass_sacked_yds,0,,,,,
player,201309290atl,atl,ToilLe00,pass_long,0,,,,,
player,201309290atl,atl,ToilLe00,pass_rating,,,,,,
player,201309290atl,atl,ToilLe00,rush_att,0,,,,,
player,201309290atl,atl,ToilLe00,rush_yds,0,,,,,
player,201309290atl,atl,ToilLe00,rush_td,0,,,,,
player,201309290atl,atl,ToilLe00,rush_long,0,,,,,
player,201309290atl,atl,ToilLe00,targets,2,,,,,
player,201309290atl,atl,ToilLe00,rec,1,,,,,
player,201309290atl,atl,ToilLe00,rec_yds,4,,,,,
player,201309290atl,atl,ToilLe00,rec_td,0,,,,,
player,201309290atl,atl,ToilLe00,rec_long,4,,,,,
player,201309290atl,atl,ToilLe00,fumbles,0,,,,,
player,201309290atl,atl,ToilLe00,fumbles_lost,0,,,,,
player,201309290atl,nwe,TaliAq99,def_int,1,,,,,
player,201309290atl,nwe,TaliAq99,def_int_yds,-2,,,,,
player,201309290atl,nwe,TaliAq99,def_int_td,0,,,,,
player,201309290atl,nwe,TaliAq99,def_int_long,-2,,,,,
player,201309290atl,nwe,TaliAq99,pass_defended,4,,,,,
player,201309290atl,nwe,TaliAq99,sacks,0.0,,,,,
player,201309290atl,nwe,TaliAq99,tackles_combined,2,,,,,
player,201309290atl,nwe,TaliAq99,tackles_solo,1,,,,,
player,201309290atl,nwe,TaliAq99,tackles_assists,1,,,,,
player,201309290atl,nwe,TaliAq99,tackles_loss,0,,,,,
player,201309290atl,nwe,TaliAq99,qb_hits,0,,,,,
player,201309290atl,nwe,TaliAq99,fumbles_rec,0,,,,,
player,201309290atl,nwe,TaliAq99,fumbles_rec_yds,0,,,,,
player,201309290atl,nwe,TaliAq99,fumbles_rec_td,0,,,,,
player,201309290atl,nwe,TaliAq99,fumbles_forced,0,,,,,
player,201309290atl,nwe,VellJo00,def_int,0,,,,,
player,201309290atl,nwe,VellJo00,def_int_yds,0,,,,,
player,201309290atl,nwe,VellJo00,def_int_td,0,,,,,
player,201309290atl,nwe,VellJo00,def_int_long,0,,,,,
player,201309290atl,nwe,VellJo00,pass_defended,0,,,,,
player,201309290atl,nwe,VellJo00,sacks,1.0,,,,,
player,201309290atl,nwe,VellJo00,tackles_combined,3,,,,,
player,201309290atl,nwe,VellJo00,tackles_solo,2,,,,,
player,201309290atl,nwe,VellJo00,tackles_assists,1,,,,,
player,201309290atl,nwe,VellJo00,tackles_loss,1,,,,,
player,201309290atl,nwe,VellJo00,qb_hits,1,,,,,
player,201309290atl,nwe,VellJo00,fumbles_rec,0,,,,,
player,201309290atl,nwe,VellJo00,fumbles_rec_yds,0,,,,,
player,201309290atl,nwe,VellJo00,fumbles_rec_td,0,,,,,
player,201309290atl,nwe,VellJo00,fumbles_forced,0,,,,,
player,201309290atl,nwe,BuchMi00,def_int,0,,,,,
player,201309290atl,nwe,BuchMi00,def_int_yds,0,,,,,
player,201309290atl,nwe,BuchMi00,def_int_td,0,,,,,
player,201309290atl,nwe,BuchMi00,def_int_long,0,,,,,
player,201309290atl,nwe,BuchMi00,pass_defended,0,,,,,
player,201309290atl,nwe,BuchMi00,sacks,1.0,,,,,
player,201309290atl,nwe,BuchMi00,tackles_combined,2,,,,,
player,201309290atl,nwe,BuchMi00,tackles_solo,2,,,,,
player,201309290atl,nwe,BuchMi00,tackles_assists,0,,,,,
player,201309290atl,nwe,BuchMi00,tackles_loss,1,,,,,
player,201309290atl,nwe,BuchMi00,qb_hits,1,,,,,
player,201309290atl,nwe,BuchMi00,fumbles_rec,0,,,,,
player,201309290atl,nwe,BuchMi00,fumbles_rec_yds,0,,,,,
player,201309290atl,nwe,BuchMi00,fumbles_rec_td,0,,,,,
player,201309290atl,nwe,BuchMi00,fumbles_forced,0,,,,,
player,201309290atl,nwe,HighDo01,def_int,0,,,,,
player,201309290atl,nwe,HighDo01,def_int_yds,0,,,,,
player,201309290atl,nwe,HighDo01,def_int_td,0,,,,,
player,201309290atl,nwe,HighDo01,def_int_long,0,,,,,
player,201309290atl,nwe,HighDo01,pass_defended,0,,,,,
player,201309290atl,nwe,HighDo01,sacks,0.0,,,,,
player,201309290atl,nwe,HighDo01,tackles_combined,9,,,,,
player,201309290atl,nwe,HighDo01,tackles_solo,3,,,,,
player,201309290atl,nwe,HighDo01,tackles_assists,6,,,,,
player,201309290atl,nwe,HighDo01,tackles_loss,0,,,,,
player,201309290atl,nwe,HighDo01,qb_hits,0,,,,,
player,201309290atl,nwe,HighDo01,fumbles_rec,0,,,,,
player,201309290atl,nwe,HighDo01,fumbles_rec_yds,0,,,,,
player,201309290atl,nwe,HighDo01,fumbles_rec_td,0,,,,,
player,201309290atl,nwe,HighDo01,fumbles_forced,0,,,,,
player,201309290atl,nwe,McCoDe99,def_int,0,,,,,
player,201309290atl,nwe,McCoDe99,def_int_yds,0,,,,,
