game,2013,4,20130929,201309290atl,nwe,"New England Patriots",30,atl,"Atlanta Falcons",23
player,201309290atl,nwe,AlleRy01,fgm,,,,,,
player,201309290atl,nwe,AlleRy01,fga,,,,,,
player,201309290atl,nwe,AlleRy01,punt,2,,,,,
player,201309290atl,nwe,AlleRy01,punt_yds,110,,,,,
player,201309290atl,nwe,AlleRy01,punt_yds_per_punt,55.0,,,,,
player,201309290atl,nwe,AlleRy01,punt_long,56,,,,,
player,201309290atl,atl,bryanmat01,xpm,2,,,,,
player,201309290atl,atl,bryanmat01,xpa,2,,,,,
player,201309290atl,atl,bryanmat01,fgm,3,,,,,
player,201309290atl,atl,bryanmat01,fga,3,,,,,
player,201309290atl,atl,bryanmat01,punt,0,,,,,
player,201309290atl,atl,bryanmat01,punt_yds,0,,,,,
player,201309290atl,atl,bryanmat01,punt_yds_per_punt,,,,,,
player,201309290atl,atl,bryanmat01,punt_long,0,,,,,
player,201309290atl,atl,BoshMa00,xpm,,,,,,
player,201309290atl,atl,BoshMa00,xpa,,,,,,
player,201309290atl,atl,BoshMa00,fgm,,,,,,
player,201309290atl,atl,BoshMa00,fga,,,,,,
player,201309290atl,atl,BoshMa00,punt,3,,,,,
player,201309290atl,atl,BoshMa00,punt_yds,137,,,,,
player,201309290atl,atl,BoshMa00,punt_yds_per_punt,45.7,,,,,
player,201309290atl,atl,BoshMa00,punt_long,60,,,,,
player,201309290atl,atl,BlalJu20,pos,G,,,,,
player,201309290atl,atl,BlalJu20,offense,76,,,,,
player,201309290atl,atl,BlalJu20,off_pct,100%,,,,,
player,201309290atl,atl,BlalJu20,defense,0,,,,,
player,201309290atl,atl,BlalJu20,def_pct,0%,,,,,
player,201309290atl,atl,BlalJu20,special_teams,5,,,,,
player,201309290atl,atl,BlalJu20,st_pct,17%,,,,,
player,201309290atl,atl,ReynGa20,pos,G,,,,,
player,201309290atl,atl,ReynGa20,offense,76,,,,,
player,201309290atl,atl,ReynGa20,off_pct,100%,,,,,
player,201309290atl,atl,ReynGa20,defense,0,,,,,
player,201309290atl,atl,ReynGa20,def_pct,0%,,,,,
player,201309290atl,atl,ReynGa20,special_teams,5,,,,,
player,201309290atl,atl,ReynGa20,st_pct,17%,,,,,
player,201309290atl,atl,TrueJe20,pos,T,,,,,
player,201309290atl,atl,TrueJe20,offense,76,,,,,
player,201309290atl,atl,TrueJe20,off_pct,100%,,,,,
player,201309290atl,atl,TrueJe20,defense,0,,,,,
player,201309290atl,atl,TrueJe20,def_pct,0%,,,,,
player,201309290atl,atl,TrueJe20,special_teams,5,,,,,
player,201309290atl,atl,TrueJe20,st_pct,17%,,,,,
player,201309290atl,atl,RyanMa00,pos,QB,,,,,
player,201309290atl,atl,RyanMa00,offense,76,,,,,
player,201309290atl,atl,RyanMa00,off_pct,100%,,,,,
player,201309290atl,atl,RyanMa00,defense,0,,,,,
player,201309290atl,atl,RyanMa00,def_pct,0%,,,,,
player,201309290atl,atl,RyanMa00,special_teams,0,,,,,
player,201309290atl,atl,RyanMa00,st_pct,0%,,,,,
player,201309290atl,atl,KonzPe00,pos,C,,,,,
player,201309290atl,atl,KonzPe00,offense,76,,,,,
player,201309290atl,atl,KonzPe00,off_pct,100%,,,,,
player,201309290atl,atl,KonzPe00,defense,0,,,,,
player,201309290atl,atl,KonzPe00,def_pct,0%,,,,,
player,201309290atl,atl,KonzPe00,special_teams,0,,,,,
player,201309290atl,atl,KonzPe00,st_pct,0%,,,,,
player,201309290atl,atl,WhitRo00,pos,WR,,,,,
player,201309290atl,atl,WhitRo00,offense,74,,,,,
player,201309290atl,atl,WhitRo00,off_pct,97%,,,,,
player,201309290atl,atl,WhitRo00,defense,0,,,,,
player,201309290atl,atl,WhitRo00,def_pct,0%,,,,,
player,201309290atl,atl,WhitRo00,special_teams,0,,,,,
player,201309290atl,atl,WhitRo00,st_pct,0%,,,,,
player,201309290atl,atl,GonzTo00,pos,TE,,,,,
player,201309290atl,atl,GonzTo00,offense,74,,,,,
player,201309290atl,atl,GonzTo00,off_pct,97%,,,,,
player,201309290atl,atl,GonzTo00,defense,0,,,,,
player,201309290atl,atl,GonzTo00,def_pct,0%,,,,,
player,201309290atl,atl,GonzTo00,special_teams,0,,,,,
player,201309290atl,atl,GonzTo00,st_pct,0%,,,,,
player,201309290atl,atl,DougHa00,pos,WR,,,,,
player,201309290atl,atl,DougHa00,offense,69,,,,,
player,201309290atl,atl,DougHa00,off_pct,91%,,,,,
player,201309290atl,atl,DougHa00,defense,0,,,,,
player,201309290atl,atl,DougHa00,def_pct,0%,,,,,
player,201309290atl,atl,DougHa00,special_teams,2,,,,,
player,201309290atl,atl,DougHa00,st_pct,7%,,,,,
player,201309290atl,atl,JoneJu02,pos,WR,,,,,
player,201309290atl,atl,JoneJu02,offense,66,,,,,
player,201309290atl,atl,JoneJu02,off_pct,87%,,,,,
player,201309290atl,atl,JoneJu02,defense,0,,,,,
player,201309290atl,atl,JoneJu02,def_pct,0%,,,,,
player,201309290atl,atl,JoneJu02,special_teams,0,,,,,
player,201309290atl,atl,JoneJu02,st_pct,0%,,,,,
player,201309290atl,atl,HolmLa00,pos,T,,,,,
player,201309290atl,atl,HolmLa00,offense,54,,,,,
player,201309290atl,atl,HolmLa00,off_pct,71%,,,,,
player,201309290atl,atl,HolmLa00,defense,0,,,,,
player,201309290atl,atl,HolmLa00,def_pct,0%,,,,,
player,201309290atl,atl,HolmLa00,special_teams,5,,,,,
player,201309290atl,atl,HolmLa00,st_pct,17%,,,,,
player,201309290atl,atl,RodgJa00,pos,RB,,,,,
player,201309290atl,atl,RodgJa00,offense,46,,,,,
player,201309290atl,atl,RodgJa00,off_pct,61%,,,,,
player,201309290atl,atl,RodgJa00,defense,0,,,,,
player,201309290atl,atl,RodgJa00,def_pct,0%,,,,,
player,201309290atl,atl,RodgJa00,special_teams,10,,,,,
player,201309290atl,atl,RodgJa00,st_pct,34%,,,,,
player,201309290atl,atl,SnelJa00,pos,RB,,,,,
player,201309290atl,atl,SnelJa00,offense,32,,,,,
player,201309290atl,atl,SnelJa00,off_pct,42%,,,,,
player,201309290atl,atl,SnelJa00,defense,0,,,,,
player,201309290atl,atl,SnelJa00,def_pct,0%,,,,,
player,201309290atl,atl,SnelJa00,special_teams,5,,,,,
player,201309290atl,atl,SnelJa00,st_pct,17%,,,,,
player,201309290atl,atl,BakeSa21,pos,T,,,,,
player,201309290atl,atl,BakeSa21,offense,22,,,,,
player,201309290atl,atl,BakeSa21,off_pct,29%,,,,,
player,201309290atl,atl,BakeSa21,defense,0,,,,,
player,201309290atl,atl,BakeSa21,def_pct,0%,,,,,
player,201309290atl,atl,BakeSa21,special_teams,1,,,,,
player,201309290atl,atl,BakeSa21,st_pct,3%,,,,,
player,201309290atl,atl,DaviDr00,pos,WR,,,,,
player,201309290atl,atl,DaviDr00,offense,11,,,,,
player,201309290atl,atl,DaviDr00,off_pct,14%,,,,,
player,201309290atl,atl,DaviDr00,defense,0,,,,,
player,201309290atl,atl,DaviDr00,def_pct,0%,,,,,
player,201309290atl,atl,DaviDr00,special_teams,18,,,,,
player,201309290atl,atl,DaviDr00,st_pct,62%,,,,,
player,201309290atl,atl,ToilLe00,pos,TE,,,,,
player,201309290atl,atl,ToilLe00,offense,6,,,,,
player,201309290atl,atl,ToilLe00,off_pct,8%,,,,,
player,201309290atl,atl,ToilLe00,defense,0,,,,,
player,201309290atl,atl,ToilLe00,def_pct,0%,,,,,
player,201309290atl,atl,ToilLe00,special_teams,7,,,,,
player,201309290atl,atl,ToilLe00,st_pct,24%,,,,,
player,201309290atl,atl,DiMaPa00,pos,RB,,,,,
player,201309290atl,atl,DiMaPa00,offense,1,,,,,
player,201309290atl,atl,DiMaPa00,off_pct,1%,,,,,
player,201309290atl,atl,DiMaPa00,defense,0,,,,,
player,201309290atl,atl,DiMaPa00,def_pct,0%,,,,,
player,201309290atl,atl,DiMaPa00,special_teams,14,,,,,
player,201309290atl,atl,DiMaPa00,st_pct,48%,,,,,
player,201309290atl,atl,HawlJo20,pos,C,,,,,
player,201309290atl,atl,HawlJo20,offense,1,,,,,
player,201309290atl,atl,HawlJo20,off_pct,1%,,,,,
player,201309290atl,atl,HawlJo20,defense,0,,,,,
player,201309290atl,atl,HawlJo20,def_pct,0%,,,,,
player,201309290atl,atl,HawlJo20,special_teams,12,,,,,
player,201309290atl,atl,HawlJo20,st_pct,41%,,,,,
player,201309290atl,atl,DeCoTh99,pos,FS,,,,,
player,201309290atl,atl,DeCoTh99,offense,0,,,,,
player,201309290atl,atl,DeCoTh99,off_pct,0%,,,,,
player,201309290atl,atl,DeCoTh99,defense,66,,,,,
player,201309290atl,atl,DeCoTh99,def_pct,100%,,,,,
player,201309290atl,atl,DeCoTh99,special_teams,14,,,,,
player,201309290atl,atl,DeCoTh99,st_pct,48%,,,,,
player,201309290atl,atl,MoorWi99,pos,SS,,,,,
player,201309290atl,atl,MoorWi99,offense,0,,,,,
player,201309290atl,atl,MoorWi99,off_pct,0%,,,,,
player,201309290atl,atl,MoorWi99,defense,66,,,,,
player,201309290atl,atl,MoorWi99,def_pct,100%,,,,,
player,201309290atl,atl,MoorWi99,special_teams,6,,,,,
player,201309290atl,atl,MoorWi99,st_pct,21%,,,,,
player,201309290atl,atl,McClRo98,pos,CB,,,,,
player,201309290atl,atl,McClRo98,offense,0,,,,,
player,201309290atl,atl,McClRo98,off_pct,0%,,,,,
player,201309290atl,atl,McClRo98,defense,64,,,,,
player,201309290atl,atl,McClRo98,def_pct,97%,,,,,
player,201309290atl,atl,McClRo98,special_teams,14,,,,,
player,201309290atl,atl,McClRo98,st_pct,48%,,,,,
player,201309290atl,atl,TrufDe00,pos,CB,,,,,
player,201309290atl,atl,TrufDe00,offense,0,,,,,
player,201309290atl,atl,TrufDe00,off_pct,0%,,,,,
player,201309290atl,atl,TrufDe00,defense,61,,,,,
player,201309290atl,atl,TrufDe00,def_pct,92%,,,,,
player,201309290atl,atl,TrufDe00,special_teams,0,,,,,
player,201309290atl,atl,TrufDe00,st_pct,0%,,,,,
player,201309290atl,atl,BartJo01,pos,LB,,,,,
player,201309290atl,atl,BartJo01,offense,0,,,,,
player,201309290atl,atl,BartJo01,off_pct,0%,,,,,
player,201309290atl,atl,BartJo01,defense,60,,,,,
player,201309290atl,atl,BartJo01,def_pct,91%,,,,,
player,201309290atl,atl,BartJo01,special_teams,8,,,,,
player,201309290atl,atl,BartJo01,st_pct,28%,,,,,
player,201309290atl,atl,BabiJo20,pos,DT,,,,,
player,201309290atl,atl,BabiJo20,offense,0,,,,,
player,201309290atl,atl,BabiJo20,off_pct,0%,,,,,
player,201309290atl,atl,BabiJo20,defense,59,,,,,
player,201309290atl,atl,BabiJo20,def_pct,89%,,,,,
player,201309290atl,atl,BabiJo20,special_teams,11,,,,,
player,201309290atl,atl,BabiJo20,st_pct,38%,,,,,
player,201309290atl,atl,PeteCo00,pos,DT,,,,,
player,201309290atl,atl,PeteCo00,offense,0,,,,,
player,201309290atl,atl,PeteCo00,off_pct,0%,,,,,
player,201309290atl,atl,PeteCo00,defense,54,,,,,
player,201309290atl,atl,PeteCo00,def_pct,82%,,,,,
player,201309290atl,atl,PeteCo00,special_teams,11,,,,,
player,201309290atl,atl,PeteCo00,st_pct,38%,,,,,
player,201309290atl,atl,UmenOs99,pos,DE,,,,,
player,201309290atl,atl,UmenOs99,offense,0,,,,,
player,201309290atl,atl,UmenOs99,off_pct,0%,,,,,
player,201309290atl,atl,UmenOs99,defense,54,,,,,
player,201309290atl,atl,UmenOs99,def_pct,82%,,,,,
player,201309290atl,atl,UmenOs99,special_teams,0,,,,,
player,201309290atl,atl,UmenOs99,st_pct,0%,,,,,
player,201309290atl,atl,DentAk00,pos,LB,,,,,
player,201309290atl,atl,DentAk00,offense,0,,,,,
player,201309290atl,atl,DentAk00,off_pct,0%,,,,,
player,201309290atl,atl,DentAk00,defense,49,,,,,
player,201309290atl,atl,DentAk00,def_pct,74%,,,,,
player,201309290atl,atl,DentAk00,special_teams,3,,,,,
player,201309290atl,atl,DentAk00,st_pct,10%,,,,,
player,201309290atl,atl,JerrPe99,pos,DT,,,,,
player,201309290atl,atl,JerrPe99,offense,0,,,,,
player,201309290atl,atl,JerrPe99,off_pct,0%,,,,,
player,201309290atl,atl,JerrPe99,defense,42,,,,,
player,201309290atl,atl,JerrPe99,def_pct,64%,,,,,
player,201309290atl,atl,JerrPe99,special_teams,10,,,,,
player,201309290atl,atl,JerrPe99,st_pct,34%,,,,,
player,201309290atl,atl,MassJo00,pos,DE,,,,,
player,201309290atl,atl,MassJo00,offense,0,,,,,
player,201309290atl,atl,MassJo00,off_pct,0%,,,,,
player,201309290atl,atl,MassJo00,defense,39,,,,,
player,201309290atl,atl,MassJo00,def_pct,59%,,,,,
player,201309290atl,atl,MassJo00,special_teams,0,,,,,
player,201309290atl,atl,MassJo00,st_pct,0%,,,,,
player,201309290atl,atl,AlfoRo00,pos,CB,,,,,
player,201309290atl,atl,AlfoRo00,offense,0,,,,,
player,201309290atl,atl,AlfoRo00,off_pct,0%,,,,,
player,201309290atl,atl,AlfoRo00,defense,35,,,,,
player,201309290atl,atl,AlfoRo00,def_pct,53%,,,,,
player,201309290atl,atl,AlfoRo00,special_teams,10,,,,,
player,201309290atl,atl,AlfoRo00,st_pct,34%,,,,,
player,201309290atl,atl,NichSt99,pos,LB,,,,,
player,201309290atl,atl,NichSt99,offense,0,,,,,
player,201309290atl,atl,NichSt99,off_pct,0%,,,,,
player,201309290atl,atl,NichSt99,defense,26,,,,,
player,201309290atl,atl,NichSt99,def_pct,39%,,,,,
player,201309290atl,atl,NichSt99,special_teams,12,,,,,
player,201309290atl,atl,NichSt99,st_pct,41%,,,,,
player,201309290atl,atl,WorrPa00,pos,LB,,,,,
player,201309290atl,atl,WorrPa00,offense,0,,,,,
player,201309290atl,atl,WorrPa00,off_pct,0%,,,,,
player,201309290atl,atl,WorrPa00,defense,12,,,,,
player,201309290atl,atl,WorrPa00,def_pct,18%,,,,,
player,201309290atl,atl,WorrPa00,special_teams,9,,,,,
player,201309290atl,atl,WorrPa00,st_pct,31%,,,,,
player,201309290atl,atl,GoodMa01,pos,DE,,,,,
player,201309290atl,atl,GoodMa01,offense,0,,,,,
player,201309290atl,atl,GoodMa01,off_pct,0%,,,,,
player,201309290atl,atl,GoodMa01,defense,11,,,,,
player,201309290atl,atl,GoodMa01,def_pct,17%,,,,,
player,201309290atl,atl,GoodMa01,special_teams,2,,,,,
player,201309290atl,atl,GoodMa01,st_pct,7%,,,,,
player,201309290atl,atl,GaitOm20,pos,LB,,,,,
player,201309290atl,atl,GaitOm20,offense,0,,,,,
player,201309290atl,atl,GaitOm20,off_pct,0%,,,,,
player,201309290atl,atl,GaitOm20,defense,10,,,,,
player,201309290atl,atl,GaitOm20,def_pct,15%,,,,,
player,201309290atl,atl,GaitOm20,special_teams,7,,,,,
player,201309290atl,atl,GaitOm20,st_pct,24%,,,,,
player,201309290atl,atl,MattCl01,pos,DE,,,,,
player,201309290atl,atl,MattCl01,offense,0,,,,,
player,201309290atl,atl,MattCl01,off_pct,0%,,,,,
player,201309290atl,atl,MattCl01,defense,9,,,,,
player,201309290atl,atl,MattCl01,def_pct,14%,,,,,
player,201309290atl,atl,MattCl01,special_teams,13,,,,,
player,201309290atl,atl,MattCl01,st_pct,45%,,,,,
player,201309290atl,atl,FranDo99,pos,CB,,,,,
player,201309290atl,atl,FranDo99,offense,0,,,,,
player,201309290atl,atl,FranDo99,off_pct,0%,,,,,
player,201309290atl,atl,FranDo99,defense,7,,,,,
player,201309290atl,atl,FranDo99,def_pct,11%,,,,,
player,201309290atl,atl,FranDo99,special_teams,2,,,,,
player,201309290atl,atl,FranDo99,st_pct,7%,,,,,
player,201309290atl,atl,SchiSh99,pos,FS,,,,,
player,201309290atl,atl,SchiSh99,offense,0,,,,,
player,201309290atl,atl,SchiSh99,off_pct,0%,,,,,
player,201309290atl,atl,SchiSh99,defense,2,,,,,
player,201309290atl,atl,SchiSh99,def_pct,3%,,,,,
player,201309290atl,atl,SchiSh99,special_teams,16,,,,,
player,201309290atl,atl,SchiSh99,st_pct,55%,,,,,
player,201309290atl,atl,ConeKe00,pos,WR,,,,,
player,201309290atl,atl,ConeKe00,offense,0,,,,,
player,201309290atl,atl,ConeKe00,off_pct,0%,,,,,
player,201309290atl,atl,ConeKe00,defense,0,,,,,
player,201309290atl,atl,ConeKe00,def_pct,0%,,,,,
player,201309290atl,atl,ConeKe00,special_teams,18,,,,,
player,201309290atl,atl,ConeKe00,st_pct,62%,,,,,
player,201309290atl,atl,BoshMa00,pos,P,,,,,
player,201309290atl,atl,BoshMa00,offense,0,,,,,
player,201309290atl,atl,BoshMa00,off_pct,0%,,,,,
player,201309290atl,atl,BoshMa00,defense,0,,,,,
player,201309290atl,atl,BoshMa00,def_pct,0%,,,,,
player,201309290atl,atl,BoshMa00,special_teams,14,,,,,
player,201309290atl,atl,BoshMa00,st_pct,48%,,,,,
player,201309290atl,atl,SmitAn01,pos,RB,,,,,
player,201309290atl,atl,SmitAn01,offense,0,,,,,
player,201309290atl,atl,SmitAn01,off_pct,0%,,,,,
player,201309290atl,atl,SmitAn01,defense,0,,,,,
player,201309290atl,atl,SmitAn01,def_pct,0%,,,,,
player,201309290atl,atl,SmitAn01,special_teams,11,,,,,
player,201309290atl,atl,SmitAn01,st_pct,38%,,,,,
player,201309290atl,atl,CoffCh00,pos,TE,,,,,
player,201309290atl,atl,CoffCh00,offense,0,,,,,
player,201309290atl,atl,CoffCh00,off_pct,0%,,,,,
player,201309290atl,atl,CoffCh00,defense,0,,,,,
player,201309290atl,atl,CoffCh00,def_pct,0%,,,,,
player,201309290atl,atl,CoffCh00,special_teams,11,,,,,
player,201309290atl,atl,CoffCh00,st_pct,38%,,,,,
player,201309290atl,atl,VaugJo01,pos,RB,,,,,
player,201309290atl,atl,VaugJo01,offense,0,,,,,
player,201309290atl,atl,VaugJo01,off_pct,0%,,,,,
player,201309290atl,atl,VaugJo01,defense,0,,,,,
player,201309290atl,atl,VaugJo01,def_pct,0%,,,,,
player,201309290atl,atl,VaugJo01,special_teams,11,,,,,
player,201309290atl,atl,VaugJo01,st_pct,38%,,,,,
player,201309290atl,atl,HarrJo02,pos,LS,,,,,
player,201309290atl,atl,HarrJo02,offense,0,,,,,
player,201309290atl,atl,HarrJo02,off_pct,0%,,,,,
player,201309290atl,atl,HarrJo02,defense,0,,,,,
player,201309290atl,atl,HarrJo02,def_pct,0%,,,,,
player,201309290atl,atl,HarrJo02,special_teams,8,,,,,
player,201309290atl,atl,HarrJo02,st_pct,28%,,,,,
player,201309290atl,atl,bryanmat01,pos,K,,,,,
player,201309290atl,atl,bryanmat01,offense,0,,,,,
player,201309290atl,atl,bryanmat01,off_pct,0%,,,,,
player,201309290atl,atl,bryanmat01,defense,0,,,,,
player,201309290atl,atl,bryanmat01,def_pct,0%,,,,,
player,201309290atl,atl,bryanmat01,special_teams,5,,,,,
player,201309290atl,atl,bryanmat01,st_pct,17%,,,,,
player,201309290atl,atl,MottZe00,pos,SS,,,,,
player,201309290atl,atl,MottZe00,offense,0,,,,,
player,201309290atl,atl,MottZe00,off_pct,0%,,,,,
player,201309290atl,atl,MottZe00,defense,0,,,,,
player,201309290atl,atl,MottZe00,def_pct,0%,,,,,
player,201309290atl,atl,MottZe00,special_teams,4,,,,,
player,201309290atl,atl,MottZe00,st_pct,14%,,,,,
player,201309290atl,nwe,ConnDa21,pos,G,,,,,
player,201309290atl,nwe,ConnDa21,offense,66,,,,,
player,201309290atl,nwe,ConnDa21,off_pct,100%,,,,,
player,201309290atl,nwe,ConnDa21,defense,0,,,,,
player,201309290atl,nwe,ConnDa21,def_pct,0%,,,,,
player,201309290atl,nwe,ConnDa21,special_teams,6,,,,,
player,201309290atl,nwe,ConnDa21,st_pct,21%,,,,,
player,201309290atl,nwe,WendRy20,pos,C,,,,,
player,201309290atl,nwe,WendRy20,offense,66,,,,,
player,201309290atl,nwe,WendRy20,off_pct,100%,,,,,
player,201309290atl,nwe,WendRy20,defense,0,,,,,
player,201309290atl,nwe,WendRy20,def_pct,0%,,,,,
player,201309290atl,nwe,WendRy20,special_teams,6,,,,,
player,201309290atl,nwe,WendRy20,st_pct,21%,,,,,
player,201309290atl,nwe,MankLo20,pos,G,,,,,
player,201309290atl,nwe,MankLo20,offense,66,,,,,
player,201309290atl,nwe,MankLo20,off_pct,100%,,,,,
player,201309290atl,nwe,MankLo20,defense,0,,,,,
player,201309290atl,nwe,MankLo20,def_pct,0%,,,,,
player,201309290atl,nwe,MankLo20,special_teams,6,,,,,
player,201309290atl,nwe,MankLo20,st_pct,21%,,,,,
player,201309290atl,nwe,VollSe20,pos,T,,,,,
player,201309290atl,nwe,VollSe20,offense,66,,,,,
player,201309290atl,nwe,VollSe20,off_pct,100%,,,,,
player,201309290atl,nwe,VollSe20,defense,0,,,,,
player,201309290atl,nwe,VollSe20,def_pct,0%,,,,,
player,201309290atl,nwe,VollSe20,special_teams,0,,,,,
player,201309290atl,nwe,VollSe20,st_pct,0%,,,,,
player,201309290atl,nwe,BradTo00,pos,QB,,,,,
player,201309290atl,nwe,BradTo00,offense,66,,,,,
player,201309290atl,nwe,BradTo00,off_pct,100%,,,,,
player,201309290atl,nwe,BradTo00,defense,0,,,,,
player,201309290atl,nwe,BradTo00,def_pct,0%,,,,,
player,201309290atl,nwe,BradTo00,special_teams,0,,,,,
player,201309290atl,nwe,BradTo00,st_pct,0%,,,,,
player,201309290atl,nwe,SoldNa00,pos,T,,,,,
player,201309290atl,nwe,SoldNa00,offense,65,,,,,
player,201309290atl,nwe,SoldNa00,off_pct,98%,,,,,
player,201309290atl,nwe,SoldNa00,defense,0,,,,,
player,201309290atl,nwe,SoldNa00,def_pct,0%,,,,,
player,201309290atl,nwe,SoldNa00,special_teams,6,,,,,
player,201309290atl,nwe,SoldNa00,st_pct,21%,,,,,
player,201309290atl,nwe,EdelJu00,pos,WR,,,,,
player,201309290atl,nwe,EdelJu00,offense,64,,,,,
player,201309290atl,nwe,EdelJu00,off_pct,97%,,,,,
player,201309290atl,nwe,EdelJu00,defense,0,,,,,
player,201309290atl,nwe,EdelJu00,def_pct,0%,,,,,
player,201309290atl,nwe,EdelJu00,special_teams,5,,,,,
player,201309290atl,nwe,EdelJu00,st_pct,17%,,,,,
player,201309290atl,nwe,ThomKe02,pos,WR,,,,,
player,201309290atl,nwe,ThomKe02,offense,57,,,,,
player,201309290atl,nwe,ThomKe02,off_pct,86%,,,,,
player,201309290atl,nwe,ThomKe02,defense,0,,,,,
player,201309290atl,nwe,ThomKe02,def_pct,0%,,,,,
player,201309290atl,nwe,ThomKe02,special_teams,2,,,,,
player,201309290atl,nwe,ThomKe02,st_pct,7%,,,,,
player,201309290atl,nwe,HoomMi00,pos,TE,,,,,
player,201309290atl,nwe,HoomMi00,offense,54,,,,,
player,201309290atl,nwe,HoomMi00,off_pct,82%,,,,,
player,201309290atl,nwe,HoomMi00,defense,0,,,,,
player,201309290atl,nwe,HoomMi00,def_pct,0%,,,,,
player,201309290atl,nwe,HoomMi00,special_teams,12,,,,,
player,201309290atl,nwe,HoomMi00,st_pct,41%,,,,,
player,201309290atl,nwe,DobsAa00,pos,WR,,,,,
player,201309290atl,nwe,DobsAa00,offense,25,,,,,
player,201309290atl,nwe,DobsAa00,off_pct,38%,,,,,
player,201309290atl,nwe,DobsAa00,defense,0,,,,,
player,201309290atl,nwe,DobsAa00,def_pct,0%,,,,,
player,201309290atl,nwe,DobsAa00,special_teams,0,,,,,
player,201309290atl,nwe,DobsAa00,st_pct,0%,,,,,
player,201309290atl,nwe,RidlSt00,pos,RB,,,,,
player,201309290atl,nwe,RidlSt00,offense,25,,,,,
player,201309290atl,nwe,RidlSt00,off_pct,38%,,,,,
player,201309290atl,nwe,RidlSt00,defense,0,,,,,
player,201309290atl,nwe,RidlSt00,def_pct,0%,,,,,
player,201309290atl,nwe,RidlSt00,special_teams,0,,,,,
player,201309290atl,nwe,RidlSt00,st_pct,0%,,,,,
player,201309290atl,nwe,DeveJa00,pos,RB,,,,,
player,201309290atl,nwe,DeveJa00,offense,24,,,,,
player,201309290atl,nwe,DeveJa00,off_pct,36%,,,,,
player,201309290atl,nwe,DeveJa00,defense,0,,,,,
player,201309290atl,nwe,DeveJa00,def_pct,0%,,,,,
player,201309290atl,nwe,DeveJa00,special_teams,4,,,,,
player,201309290atl,nwe,DeveJa00,st_pct,14%,,,,,
player,201309290atl,nwe,BoldBr00,pos,RB,,,,,
player,201309290atl,nwe,BoldBr00,offense,22,,,,,
player,201309290atl,nwe,BoldBr00,off_pct,33%,,,,,
player,201309290atl,nwe,BoldBr00,defense,0,,,,,
player,201309290atl,nwe,BoldBr00,def_pct,0%,,,,,
player,201309290atl,nwe,BoldBr00,special_teams,1,,,,,
player,201309290atl,nwe,BoldBr00,st_pct,3%,,,,,
player,201309290atl,nwe,BlouLe00,pos,RB,,,,,
player,201309290atl,nwe,BlouLe00,offense,19,,,,,
player,201309290atl,nwe,BlouLe00,off_pct,29%,,,,,
player,201309290atl,nwe,BlouLe00,defense,0,,,,,
player,201309290atl,nwe,BlouLe00,def_pct,0%,,,,,
player,201309290atl,nwe,BlouLe00,special_teams,4,,,,,
player,201309290atl,nwe,BlouLe00,st_pct,14%,,,,,
player,201309290atl,nwe,BoycJo00,pos,WR,,,,,
player,201309290atl,nwe,BoycJo00,offense,17,,,,,
player,201309290atl,nwe,BoycJo00,off_pct,26%,,,,,
player,201309290atl,nwe,BoycJo00,defense,0,,,,,
player,201309290atl,nwe,BoycJo00,def_pct,0%,,,,,
player,201309290atl,nwe,BoycJo00,special_teams,0,,,,,
player,201309290atl,nwe,BoycJo00,st_pct,0%,,,,,
player,201309290atl,nwe,MullMa00,pos,TE,,,,,
player,201309290atl,nwe,MullMa00,offense,15,,,,,
player,201309290atl,nwe,MullMa00,off_pct,23%,,,,,
player,201309290atl,nwe,MullMa00,defense,0,,,,,
player,201309290atl,nwe,MullMa00,def_pct,0%,,,,,
player,201309290atl,nwe,MullMa00,special_teams,4,,,,,
player,201309290atl,nwe,MullMa00,st_pct,14%,,,,,
player,201309290atl,nwe,SudfZa00,pos,TE,,,,,
player,201309290atl,nwe,SudfZa00,offense,8,,,,,
player,201309290atl,nwe,SudfZa00,off_pct,12%,,,,,
player,201309290atl,nwe,SudfZa00,defense,0,,,,,
player,201309290atl,nwe,SudfZa00,def_pct,0%,,,,,
player,201309290atl,nwe,SudfZa00,special_teams,5,,,,,
player,201309290atl,nwe,SudfZa00,st_pct,17%,,,,,
player,201309290atl,nwe,CannMa00,pos,T,,,,,
player,201309290atl,nwe,CannMa00,offense,1,,,,,
player,201309290atl,nwe,CannMa00,off_pct,2%,,,,,
player,201309290atl,nwe,CannMa00,defense,0,,,,,
player,201309290atl,nwe,CannMa00,def_pct,0%,,,,,
player,201309290atl,nwe,CannMa00,special_teams,6,,,,,
player,201309290atl,nwe,CannMa00,st_pct,21%,,,,,
player,201309290atl,nwe,McCoDe99,pos,SS,,,,,
player,201309290atl,nwe,McCoDe99,offense,0,,,,,
player,201309290atl,nwe,McCoDe99,off_pct,0%,,,,,
player,201309290atl,nwe,McCoDe99,defense,76,,,,,
player,201309290atl,nwe,McCoDe99,def_pct,100%,,,,,
player,201309290atl,nwe,McCoDe99,special_teams,16,,,,,
player,201309290atl,nwe,McCoDe99,st_pct,55%,,,,,
player,201309290atl,nwe,JoneCh03,pos,DE,,,,,
player,201309290atl,nwe,JoneCh03,offense,0,,,,,
player,201309290atl,nwe,JoneCh03,off_pct,0%,,,,,
player,201309290atl,nwe,JoneCh03,defense,76,,,,,
