game,2013,17,20131229,201312290dal,phi,"Philadelphia Eagles",24,dal,"Dallas Cowboys",22
player,201312290dal,phi,CeleBr00,pass_cmp,0,,,,,
player,201312290dal,phi,CeleBr00,pass_att,0,,,,,
player,201312290dal,phi,CeleBr00,pass_yds,0,,,,,
player,201312290dal,phi,CeleBr00,pass_td,0,,,,,
player,201312290dal,phi,CeleBr00,pass_int,0,,,,,
player,201312290dal,phi,CeleBr00,pass_sacked,0,,,,,
player,201312290dal,phi,CeleBr00,pass_sacked_yds,0,,,,,
player,201312290dal,phi,CeleBr00,pass_long,0,,,,,
player,201312290dal,phi,CeleBr00,pass_rating,,,,,,
player,201312290dal,phi,CeleBr00,rush_att,0,,,,,
player,201312290dal,phi,CeleBr00,rush_yds,0,,,,,
player,201312290dal,phi,CeleBr00,rush_td,0,,,,,
player,201312290dal,phi,CeleBr00,rush_long,0,,,,,
player,201312290dal,phi,CeleBr00,targets,5,,,,,
player,201312290dal,phi,CeleBr00,rec,3,,,,,
player,201312290dal,phi,CeleBr00,rec_yds,71,,,,,
player,201312290dal,phi,CeleBr00,rec_td,1,,,,,
player,201312290dal,phi,CeleBr00,rec_long,35,,,,,
player,201312290dal,phi,CeleBr00,fumbles,0,,,,,
player,201312290dal,phi,CeleBr00,fumbles_lost,0,,,,,
player,201312290dal,phi,AvanJa00,pass_cmp,0,,,,,
player,201312290dal,phi,AvanJa00,pass_att,0,,,,,
player,201312290dal,phi,AvanJa00,pass_yds,0,,,,,
player,201312290dal,phi,AvanJa00,pass_td,0,,,,,
player,201312290dal,phi,AvanJa00,pass_int,0,,,,,
player,201312290dal,phi,AvanJa00,pass_sacked,0,,,,,
player,201312290dal,phi,AvanJa00,pass_sacked_yds,0,,,,,
player,201312290dal,phi,AvanJa00,pass_long,0,,,,,
player,201312290dal,phi,AvanJa00,pass_rating,,,,,,
player,201312290dal,phi,AvanJa00,rush_att,0,,,,,
player,201312290dal,phi,AvanJa00,rush_yds,0,,,,,
player,201312290dal,phi,AvanJa00,rush_td,0,,,,,
player,201312290dal,phi,AvanJa00,rush_long,0,,,,,
player,201312290dal,phi,AvanJa00,targets,5,,,,,
player,201312290dal,phi,AvanJa00,rec,3,,,,,
player,201312290dal,phi,AvanJa00,rec_yds,45,,,,,
player,201312290dal,phi,AvanJa00,rec_td,0,,,,,
player,201312290dal,phi,AvanJa00,rec_long,22,,,,,
player,201312290dal,phi,AvanJa00,fumbles,0,,,,,
player,201312290dal,phi,AvanJa00,fumbles_lost,0,,,,,
player,201312290dal,phi,ErtzZa00,pass_cmp,0,,,,,
player,201312290dal,phi,ErtzZa00,pass_att,0,,,,,
player,201312290dal,phi,ErtzZa00,pass_yds,0,,,,,
player,201312290dal,phi,ErtzZa00,pass_td,0,,,,,
player,201312290dal,phi,ErtzZa00,pass_int,0,,,,,
player,201312290dal,phi,ErtzZa00,pass_sacked,0,,,,,
player,201312290dal,phi,ErtzZa00,pass_sacked_yds,0,,,,,
player,201312290dal,phi,ErtzZa00,pass_long,0,,,,,
player,201312290dal,phi,ErtzZa00,pass_rating,,,,,,
player,201312290dal,phi,ErtzZa00,rush_att,0,,,,,
player,201312290dal,phi,ErtzZa00,rush_yds,0,,,,,
player,201312290dal,phi,ErtzZa00,rush_td,0,,,,,
player,201312290dal,phi,ErtzZa00,rush_long,0,,,,,
player,201312290dal,phi,ErtzZa00,targets,5,,,,,
player,201312290dal,phi,ErtzZa00,rec,3,,,,,
player,201312290dal,phi,ErtzZa00,rec_yds,43,,,,,
player,201312290dal,phi,ErtzZa00,rec_td,0,,,,,
player,201312290dal,phi,ErtzZa00,rec_long,17,,,,,
player,201312290dal,phi,ErtzZa00,fumbles,0,,,,,
player,201312290dal,phi,ErtzZa00,fumbles_lost,0,,,,,
player,201312290dal,phi,CoopRi00,pass_cmp,0,,,,,
player,201312290dal,phi,CoopRi00,pass_att,0,,,,,
player,201312290dal,phi,CoopRi00,pass_yds,0,,,,,
player,201312290dal,phi,CoopRi00,pass_td,0,,,,,
player,201312290dal,phi,CoopRi00,pass_int,0,,,,,
player,201312290dal,phi,CoopRi00,pass_sacked,0,,,,,
player,201312290dal,phi,CoopRi00,pass_sacked_yds,0,,,,,
player,201312290dal,phi,CoopRi00,pass_long,0,,,,,
player,201312290dal,phi,CoopRi00,pass_rating,,,,,,
player,201312290dal,phi,CoopRi00,rush_att,0,,,,,
player,201312290dal,phi,CoopRi00,rush_yds,0,,,,,
player,201312290dal,phi,CoopRi00,rush_td,0,,,,,
player,201312290dal,phi,CoopRi00,rush_long,0,,,,,
player,201312290dal,phi,CoopRi00,targets,3,,,,,
player,201312290dal,phi,CoopRi00,rec,3,,,,,
player,201312290dal,phi,CoopRi00,rec_yds,39,,,,,
player,201312290dal,phi,CoopRi00,rec_td,0,,,,,
player,201312290dal,phi,CoopRi00,rec_long,19,,,,,
player,201312290dal,phi,CoopRi00,fumbles,0,,,,,
player,201312290dal,phi,CoopRi00,fumbles_lost,0,,,,,
player,201312290dal,phi,PolkCh00,pass_cmp,0,,,,,
player,201312290dal,phi,PolkCh00,pass_att,0,,,,,
player,201312290dal,phi,PolkCh00,pass_yds,0,,,,,
player,201312290dal,phi,PolkCh00,pass_td,0,,,,,
player,201312290dal,phi,PolkCh00,pass_int,0,,,,,
player,201312290dal,phi,PolkCh00,pass_sacked,0,,,,,
player,201312290dal,phi,PolkCh00,pass_sacked_yds,0,,,,,
player,201312290dal,phi,PolkCh00,pass_long,0,,,,,
player,201312290dal,phi,PolkCh00,pass_rating,,,,,,
player,201312290dal,phi,PolkCh00,rush_att,0,,,,,
player,201312290dal,phi,PolkCh00,rush_yds,0,,,,,
player,201312290dal,phi,PolkCh00,rush_td,0,,,,,
player,201312290dal,phi,PolkCh00,rush_long,0,,,,,
player,201312290dal,phi,PolkCh00,targets,1,,,,,
player,201312290dal,phi,PolkCh00,rec,1,,,,,
player,201312290dal,phi,PolkCh00,rec_yds,34,,,,,
player,201312290dal,phi,PolkCh00,rec_td,0,,,,,
player,201312290dal,phi,PolkCh00,rec_long,34,,,,,
player,201312290dal,phi,PolkCh00,fumbles,0,,,,,
player,201312290dal,phi,PolkCh00,fumbles_lost,0,,,,,
player,201312290dal,phi,JackDe00,pass_cmp,0,,,,,
player,201312290dal,phi,JackDe00,pass_att,0,,,,,
player,201312290dal,phi,JackDe00,pass_yds,0,,,,,
player,201312290dal,phi,JackDe00,pass_td,0,,,,,
player,201312290dal,phi,JackDe00,pass_int,0,,,,,
player,201312290dal,phi,JackDe00,pass_sacked,0,,,,,
player,201312290dal,phi,JackDe00,pass_sacked_yds,0,,,,,
player,201312290dal,phi,JackDe00,pass_long,0,,,,,
player,201312290dal,phi,JackDe00,pass_rating,,,,,,
player,201312290dal,phi,JackDe00,rush_att,0,,,,,
player,201312290dal,phi,JackDe00,rush_yds,0,,,,,
player,201312290dal,phi,JackDe00,rush_td,0,,,,,
player,201312290dal,phi,JackDe00,rush_long,0,,,,,
player,201312290dal,phi,JackDe00,targets,4,,,,,
player,201312290dal,phi,JackDe00,rec,3,,,,,
player,201312290dal,phi,JackDe00,rec_yds,28,,,,,
player,201312290dal,phi,JackDe00,rec_td,0,,,,,
player,201312290dal,phi,JackDe00,rec_long,20,,,,,
player,201312290dal,phi,JackDe00,fumbles,0,,,,,
player,201312290dal,phi,JackDe00,fumbles_lost,0,,,,,
player,201312290dal,dal,OrtoKy00,pass_cmp,30,,,,,
player,201312290dal,dal,OrtoKy00,pass_att,46,,,,,
player,201312290dal,dal,OrtoKy00,pass_yds,358,,,,,
player,201312290dal,dal,OrtoKy00,pass_td,2,,,,,
player,201312290dal,dal,OrtoKy00,pass_int,2,,,,,
player,201312290dal,dal,OrtoKy00,pass_sacked,0,,,,,
player,201312290dal,dal,OrtoKy00,pass_sacked_yds,0,,,,,
player,201312290dal,dal,OrtoKy00,pass_long,39,,,,,
player,201312290dal,dal,OrtoKy00,pass_rating,85.2,,,,,
player,201312290dal,dal,OrtoKy00,rush_att,1,,,,,
player,201312290dal,dal,OrtoKy00,rush_yds,8,,,,,
player,201312290dal,dal,OrtoKy00,rush_td,0,,,,,
player,201312290dal,dal,OrtoKy00,rush_long,8,,,,,
player,201312290dal,dal,OrtoKy00,targets,0,,,,,
player,201312290dal,dal,OrtoKy00,rec,0,,,,,
player,201312290dal,dal,OrtoKy00,rec_yds,0,,,,,
player,201312290dal,dal,OrtoKy00,rec_td,0,,,,,
player,201312290dal,dal,OrtoKy00,rec_long,0,,,,,
player,201312290dal,dal,OrtoKy00,fumbles,0,,,,,
player,201312290dal,dal,OrtoKy00,fumbles_lost,0,,,,,
player,201312290dal,dal,MurrDe00,pass_cmp,0,,,,,
player,201312290dal,dal,MurrDe00,pass_att,0,,,,,
player,201312290dal,dal,MurrDe00,pass_yds,0,,,,,
player,201312290dal,dal,MurrDe00,pass_td,0,,,,,
player,201312290dal,dal,MurrDe00,pass_int,0,,,,,
player,201312290dal,dal,MurrDe00,pass_sacked,0,,,,,
player,201312290dal,dal,MurrDe00,pass_sacked_yds,0,,,,,
player,201312290dal,dal,MurrDe00,pass_long,0,,,,,
player,201312290dal,dal,MurrDe00,pass_rating,,,,,,
player,201312290dal,dal,MurrDe00,rush_att,17,,,,,
player,201312290dal,dal,MurrDe00,rush_yds,48,,,,,
player,201312290dal,dal,MurrDe00,rush_td,0,,,,,
player,201312290dal,dal,MurrDe00,rush_long,9,,,,,
player,201312290dal,dal,MurrDe00,targets,7,,,,,
player,201312290dal,dal,MurrDe00,rec,5,,,,,
player,201312290dal,dal,MurrDe00,rec_yds,39,,,,,
player,201312290dal,dal,MurrDe00,rec_td,0,,,,,
player,201312290dal,dal,MurrDe00,rec_long,18,,,,,
player,201312290dal,dal,MurrDe00,fumbles,1,,,,,
player,201312290dal,dal,MurrDe00,fumbles_lost,1,,,,,
player,201312290dal,dal,WittJa00,pass_cmp,0,,,,,
player,201312290dal,dal,WittJa00,pass_att,0,,,,,
player,201312290dal,dal,WittJa00,pass_yds,0,,,,,
player,201312290dal,dal,WittJa00,pass_td,0,,,,,
player,201312290dal,dal,WittJa00,pass_int,0,,,,,
player,201312290dal,dal,WittJa00,pass_sacked,0,,,,,
player,201312290dal,dal,WittJa00,pass_sacked_yds,0,,,,,
player,201312290dal,dal,WittJa00,pass_long,0,,,,,
player,201312290dal,dal,WittJa00,pass_rating,,,,,,
player,201312290dal,dal,WittJa00,rush_att,0,,,,,
player,201312290dal,dal,WittJa00,rush_yds,0,,,,,
player,201312290dal,dal,WittJa00,rush_td,0,,,,,
player,201312290dal,dal,WittJa00,rush_long,0,,,,,
player,201312290dal,dal,WittJa00,targets,16,,,,,
player,201312290dal,dal,WittJa00,rec,12,,,,,
player,201312290dal,dal,WittJa00,rec_yds,135,,,,,
player,201312290dal,dal,WittJa00,rec_td,0,,,,,
player,201312290dal,dal,WittJa00,rec_long,34,,,,,
player,201312290dal,dal,WittJa00,fumbles,0,,,,,
player,201312290dal,dal,WittJa00,fumbles_lost,0,,,,,
player,201312290dal,dal,BryaDe01,pass_cmp,0,,,,,
player,201312290dal,dal,BryaDe01,pass_att,0,,,,,
player,201312290dal,dal,BryaDe01,pass_yds,0,,,,,
player,201312290dal,dal,BryaDe01,pass_td,0,,,,,
player,201312290dal,dal,BryaDe01,pass_int,0,,,,,
player,201312290dal,dal,BryaDe01,pass_sacked,0,,,,,
player,201312290dal,dal,BryaDe01,pass_sacked_yds,0,,,,,
player,201312290dal,dal,BryaDe01,pass_long,0,,,,,
player,201312290dal,dal,BryaDe01,pass_rating,,,,,,
player,201312290dal,dal,BryaDe01,rush_att,0,,,,,
player,201312290dal,dal,BryaDe01,rush_yds,0,,,,,
player,201312290dal,dal,BryaDe01,rush_td,0,,,,,
player,201312290dal,dal,BryaDe01,rush_long,0,,,,,
player,201312290dal,dal,BryaDe01,targets,13,,,,,
player,201312290dal,dal,BryaDe01,rec,8,,,,,
player,201312290dal,dal,BryaDe01,rec_yds,99,,,,,
player,201312290dal,dal,BryaDe01,rec_td,1,,,,,
player,201312290dal,dal,BryaDe01,rec_long,32,,,,,
player,201312290dal,dal,BryaDe01,fumbles,0,,,,,
player,201312290dal,dal,BryaDe01,fumbles_lost,0,,,,,
player,201312290dal,dal,WillTe01,pass_cmp,0,,,,,
player,201312290dal,dal,WillTe01,pass_att,0,,,,,
player,201312290dal,dal,WillTe01,pass_yds,0,,,,,
player,201312290dal,dal,WillTe01,pass_td,0,,,,,
player,201312290dal,dal,WillTe01,pass_int,0,,,,,
player,201312290dal,dal,WillTe01,pass_sacked,0,,,,,
player,201312290dal,dal,WillTe01,pass_sacked_yds,0,,,,,
player,201312290dal,dal,WillTe01,pass_long,0,,,,,
player,201312290dal,dal,WillTe01,pass_rating,,,,,,
player,201312290dal,dal,WillTe01,rush_att,0,,,,,
player,201312290dal,dal,WillTe01,rush_yds,0,,,,,
player,201312290dal,dal,WillTe01,rush_td,0,,,,,
player,201312290dal,dal,WillTe01,rush_long,0,,,,,
player,201312290dal,dal,WillTe01,targets,2,,,,,
player,201312290dal,dal,WillTe01,rec,1,,,,,
player,201312290dal,dal,WillTe01,rec_yds,39,,,,,
player,201312290dal,dal,WillTe01,rec_td,0,,,,,
player,201312290dal,dal,WillTe01,rec_long,39,,,,,
player,201312290dal,dal,WillTe01,fumbles,0,,,,,
player,201312290dal,dal,WillTe01,fumbles_lost,0,,,,,
player,201312290dal,dal,AustMi00,pass_cmp,0,,,,,
player,201312290dal,dal,AustMi00,pass_att,0,,,,,
player,201312290dal,dal,AustMi00,pass_yds,0,,,,,
player,201312290dal,dal,AustMi00,pass_td,0,,,,,
player,201312290dal,dal,AustMi00,pass_int,0,,,,,
player,201312290dal,dal,AustMi00,pass_sacked,0,,,,,
player,201312290dal,dal,AustMi00,pass_sacked_yds,0,,,,,
player,201312290dal,dal,AustMi00,pass_long,0,,,,,
player,201312290dal,dal,AustMi00,pass_rating,,,,,,
player,201312290dal,dal,AustMi00,rush_att,0,,,,,
player,201312290dal,dal,AustMi00,rush_yds,0,,,,,
player,201312290dal,dal,AustMi00,rush_td,0,,,,,
player,201312290dal,dal,AustMi00,rush_long,0,,,,,
player,201312290dal,dal,AustMi00,targets,3,,,,,
player,201312290dal,dal,AustMi00,rec,2,,,,,
player,201312290dal,dal,AustMi00,rec_yds,22,,,,,
player,201312290dal,dal,AustMi00,rec_td,0,,,,,
player,201312290dal,dal,AustMi00,rec_long,16,,,,,
player,201312290dal,dal,AustMi00,fumbles,0,,,,,
player,201312290dal,dal,AustMi00,fumbles_lost,0,,,,,
player,201312290dal,dal,EscoGa00,pass_cmp,0,,,,,
player,201312290dal,dal,EscoGa00,pass_att,0,,,,,
player,201312290dal,dal,EscoGa00,pass_yds,0,,,,,
player,201312290dal,dal,EscoGa00,pass_td,0,,,,,
player,201312290dal,dal,EscoGa00,pass_int,0,,,,,
player,201312290dal,dal,EscoGa00,pass_sacked,0,,,,,
player,201312290dal,dal,EscoGa00,pass_sacked_yds,0,,,,,
player,201312290dal,dal,EscoGa00,pass_long,0,,,,,
player,201312290dal,dal,EscoGa00,pass_rating,,,,,,
player,201312290dal,dal,EscoGa00,rush_att,0,,,,,
player,201312290dal,dal,EscoGa00,rush_yds,0,,,,,
player,201312290dal,dal,EscoGa00,rush_td,0,,,,,
player,201312290dal,dal,EscoGa00,rush_long,0,,,,,
player,201312290dal,dal,EscoGa00,targets,1,,,,,
player,201312290dal,dal,EscoGa00,rec,1,,,,,
player,201312290dal,dal,EscoGa00,rec_yds,17,,,,,
player,201312290dal,dal,EscoGa00,rec_td,1,,,,,
player,201312290dal,dal,EscoGa00,rec_long,17,,,,,
player,201312290dal,dal,EscoGa00,fumbles,0,,,,,
player,201312290dal,dal,EscoGa00,fumbles_lost,0,,,,,
player,201312290dal,dal,BeasCo00,pass_cmp,0,,,,,
player,201312290dal,dal,BeasCo00,pass_att,0,,,,,
player,201312290dal,dal,BeasCo00,pass_yds,0,,,,,
player,201312290dal,dal,BeasCo00,pass_td,0,,,,,
player,201312290dal,dal,BeasCo00,pass_int,0,,,,,
player,201312290dal,dal,BeasCo00,pass_sacked,0,,,,,
player,201312290dal,dal,BeasCo00,pass_sacked_yds,0,,,,,
player,201312290dal,dal,BeasCo00,pass_long,0,,,,,
player,201312290dal,dal,BeasCo00,pass_rating,,,,,,
player,201312290dal,dal,BeasCo00,rush_att,0,,,,,
player,201312290dal,dal,BeasCo00,rush_yds,0,,,,,
player,201312290dal,dal,BeasCo00,rush_td,0,,,,,
player,201312290dal,dal,BeasCo00,rush_long,0,,,,,
player,201312290dal,dal,BeasCo00,targets,2,,,,,
player,201312290dal,dal,BeasCo00,rec,1,,,,,
player,201312290dal,dal,BeasCo00,rec_yds,7,,,,,
player,201312290dal,dal,BeasCo00,rec_td,0,,,,,
player,201312290dal,dal,BeasCo00,rec_long,7,,,,,
player,201312290dal,dal,BeasCo00,fumbles,0,,,,,
player,201312290dal,dal,BeasCo00,fumbles_lost,0,,,,,
player,201312290dal,phi,KendMy00,def_int,1,,,,,
player,201312290dal,phi,KendMy00,def_int_yds,5,,,,,
player,201312290dal,phi,KendMy00,def_int_td,0,,,,,
player,201312290dal,phi,KendMy00,def_int_long,5,,,,,
player,201312290dal,phi,KendMy00,pass_defended,1,,,,,
player,201312290dal,phi,KendMy00,sacks,0.0,,,,,
player,201312290dal,phi,KendMy00,tackles_combined,12,,,,,
player,201312290dal,phi,KendMy00,tackles_solo,8,,,,,
player,201312290dal,phi,KendMy00,tackles_assists,4,,,,,
player,201312290dal,phi,KendMy00,tackles_loss,0,,,,,
player,201312290dal,phi,KendMy00,qb_hits,0,,,,,
player,201312290dal,phi,KendMy00,fumbles_rec,0,,,,,
player,201312290dal,phi,KendMy00,fumbles_rec_yds,0,,,,,
player,201312290dal,phi,KendMy00,fumbles_rec_td,0,,,,,
player,201312290dal,phi,KendMy00,fumbles_forced,1,,,,,
player,201312290dal,phi,BoykBr00,def_int,1,,,,,
player,201312290dal,phi,BoykBr00,def_int_yds,6,,,,,
player,201312290dal,phi,BoykBr00,def_int_td,0,,,,,
player,201312290dal,phi,BoykBr00,def_int_long,6,,,,,
player,201312290dal,phi,BoykBr00,pass_defended,3,,,,,
player,201312290dal,phi,BoykBr00,sacks,0.0,,,,,
player,201312290dal,phi,BoykBr00,tackles_combined,3,,,,,
player,201312290dal,phi,BoykBr00,tackles_solo,1,,,,,
player,201312290dal,phi,BoykBr00,tackles_assists,2,,,,,
player,201312290dal,phi,BoykBr00,tackles_loss,0,,,,,
player,201312290dal,phi,BoykBr00,qb_hits,0,,,,,
player,201312290dal,phi,BoykBr00,fumbles_rec,0,,,,,
player,201312290dal,phi,BoykBr00,fumbles_rec_yds,0,,,,,
player,201312290dal,phi,BoykBr00,fumbles_rec_td,0,,,,,
player,201312290dal,phi,BoykBr00,fumbles_forced,0,,,,,
player,201312290dal,phi,ChunPa99,def_int,0,,,,,
player,201312290dal,phi,ChunPa99,def_int_yds,0,,,,,
player,201312290dal,phi,ChunPa99,def_int_td,0,,,,,
player,201312290dal,phi,ChunPa99,def_int_long,0,,,,,
player,201312290dal,phi,ChunPa99,pass_defended,0,,,,,
player,201312290dal,phi,ChunPa99,sacks,0.0,,,,,
player,201312290dal,phi,ChunPa99,tackles_combined,10,,,,,
player,201312290dal,phi,ChunPa99,tackles_solo,5,,,,,
player,201312290dal,phi,ChunPa99,tackles_assists,5,,,,,
player,201312290dal,phi,ChunPa99,tackles_loss,0,,,,,
player,201312290dal,phi,ChunPa99,qb_hits,0,,,,,
player,201312290dal,phi,ChunPa99,fumbles_rec,0,,,,,
player,201312290dal,phi,ChunPa99,fumbles_rec_yds,0,,,,,
player,201312290dal,phi,ChunPa99,fumbles_rec_td,0,,,,,
player,201312290dal,phi,ChunPa99,fumbles_forced,0,,,,,
player,201312290dal,phi,FletBr99,def_int,0,,,,,
player,201312290dal,phi,FletBr99,def_int_yds,0,,,,,
player,201312290dal,phi,FletBr99,def_int_td,0,,,,,
player,201312290dal,phi,FletBr99,def_int_long,0,,,,,
player,201312290dal,phi,FletBr99,pass_defended,0,,,,,
player,201312290dal,phi,FletBr99,sacks,0.0,,,,,
player,201312290dal,phi,FletBr99,tackles_combined,7,,,,,
player,201312290dal,phi,FletBr99,tackles_solo,6,,,,,
player,201312290dal,phi,FletBr99,tackles_assists,1,,,,,
player,201312290dal,phi,FletBr99,tackles_loss,0,,,,,
player,201312290dal,phi,FletBr99,qb_hits,0,,,,,
player,201312290dal,phi,FletBr99,fumbles_rec,1,,,,,
player,201312290dal,phi,FletBr99,fumbles_rec_yds,0,,,,,
player,201312290dal,phi,FletBr99,fumbles_rec_td,0,,,,,
player,201312290dal,phi,FletBr99,fumbles_forced,0,,,,,
player,201312290dal,phi,RyanDe20,def_int,0,,,,,
player,201312290dal,phi,RyanDe20,def_int_yds,0,,,,,
player,201312290dal,phi,RyanDe20,def_int_td,0,,,,,
player,201312290dal,phi,RyanDe20,def_int_long,0,,,,,
player,201312290dal,phi,RyanDe20,pass_defended,0,,,,,
player,201312290dal,phi,RyanDe20,sacks,0.0,,,,,
player,201312290dal,phi,RyanDe20,tackles_combined,7,,,,,
player,201312290dal,phi,RyanDe20,tackles_solo,6,,,,,
player,201312290dal,phi,RyanDe20,tackles_assists,1,,,,,
