game,2013,3,20130922,201309220min,cle,"Cleveland Browns",31,min,"Minnesota Vikings",27
player,201309220min,cle,GordJo02,special_teams,0,,,,,
player,201309220min,cle,GordJo02,st_pct,0%,,,,,
player,201309220min,cle,CameJo00,pos,TE,,,,,
player,201309220min,cle,CameJo00,offense,65,,,,,
player,201309220min,cle,CameJo00,off_pct,89%,,,,,
player,201309220min,cle,CameJo00,defense,0,,,,,
player,201309220min,cle,CameJo00,def_pct,0%,,,,,
player,201309220min,cle,CameJo00,special_teams,1,,,,,
player,201309220min,cle,CameJo00,st_pct,3%,,,,,
player,201309220min,cle,BessDa00,pos,WR,,,,,
player,201309220min,cle,BessDa00,offense,62,,,,,
player,201309220min,cle,BessDa00,off_pct,85%,,,,,
player,201309220min,cle,BessDa00,defense,0,,,,,
player,201309220min,cle,BessDa00,def_pct,0%,,,,,
player,201309220min,cle,BessDa00,special_teams,2,,,,,
player,201309220min,cle,BessDa00,st_pct,6%,,,,,
player,201309220min,cle,LittGr00,pos,WR,,,,,
player,201309220min,cle,LittGr00,offense,57,,,,,
player,201309220min,cle,LittGr00,off_pct,78%,,,,,
player,201309220min,cle,LittGr00,defense,1,,,,,
player,201309220min,cle,LittGr00,def_pct,1%,,,,,
player,201309220min,cle,LittGr00,special_teams,6,,,,,
player,201309220min,cle,LittGr00,st_pct,17%,,,,,
player,201309220min,cle,OgboCh00,pos,FB,,,,,
player,201309220min,cle,OgboCh00,offense,45,,,,,
player,201309220min,cle,OgboCh00,off_pct,62%,,,,,
player,201309220min,cle,OgboCh00,defense,0,,,,,
player,201309220min,cle,OgboCh00,def_pct,0%,,,,,
player,201309220min,cle,OgboCh00,special_teams,18,,,,,
player,201309220min,cle,OgboCh00,st_pct,50%,,,,,
player,201309220min,cle,BarnGa01,pos,TE,,,,,
player,201309220min,cle,BarnGa01,offense,28,,,,,
player,201309220min,cle,BarnGa01,off_pct,38%,,,,,
player,201309220min,cle,BarnGa01,defense,0,,,,,
player,201309220min,cle,BarnGa01,def_pct,0%,,,,,
player,201309220min,cle,BarnGa01,special_teams,18,,,,,
player,201309220min,cle,BarnGa01,st_pct,50%,,,,,
player,201309220min,cle,RainBo00,pos,RB,,,,,
player,201309220min,cle,RainBo00,offense,22,,,,,
player,201309220min,cle,RainBo00,off_pct,30%,,,,,
player,201309220min,cle,RainBo00,defense,0,,,,,
player,201309220min,cle,RainBo00,def_pct,0%,,,,,
player,201309220min,cle,RainBo00,special_teams,0,,,,,
player,201309220min,cle,RainBo00,st_pct,0%,,,,,
player,201309220min,cle,McGaWi00,pos,RB,,,,,
player,201309220min,cle,McGaWi00,offense,14,,,,,
player,201309220min,cle,McGaWi00,off_pct,19%,,,,,
player,201309220min,cle,McGaWi00,defense,0,,,,,
player,201309220min,cle,McGaWi00,def_pct,0%,,,,,
player,201309220min,cle,McGaWi00,special_teams,0,,,,,
player,201309220min,cle,McGaWi00,st_pct,0%,,,,,
player,201309220min,cle,BenjTr00,pos,WR,,,,,
player,201309220min,cle,BenjTr00,offense,2,,,,,
player,201309220min,cle,BenjTr00,off_pct,3%,,,,,
player,201309220min,cle,BenjTr00,defense,0,,,,,
player,201309220min,cle,BenjTr00,def_pct,0%,,,,,
player,201309220min,cle,BenjTr00,special_teams,6,,,,,
player,201309220min,cle,BenjTr00,st_pct,17%,,,,,
player,201309220min,cle,RobeCr00,pos,LB,,,,,
player,201309220min,cle,RobeCr00,offense,0,,,,,
player,201309220min,cle,RobeCr00,off_pct,0%,,,,,
player,201309220min,cle,RobeCr00,defense,79,,,,,
player,201309220min,cle,RobeCr00,def_pct,100%,,,,,
player,201309220min,cle,RobeCr00,special_teams,11,,,,,
player,201309220min,cle,RobeCr00,st_pct,31%,,,,,
player,201309220min,cle,HadeJo99,pos,CB,,,,,
player,201309220min,cle,HadeJo99,offense,0,,,,,
player,201309220min,cle,HadeJo99,off_pct,0%,,,,,
player,201309220min,cle,HadeJo99,defense,78,,,,,
player,201309220min,cle,HadeJo99,def_pct,99%,,,,,
player,201309220min,cle,HadeJo99,special_teams,11,,,,,
player,201309220min,cle,HadeJo99,st_pct,31%,,,,,
player,201309220min,cle,SkriBu00,pos,CB,,,,,
player,201309220min,cle,SkriBu00,offense,0,,,,,
player,201309220min,cle,SkriBu00,off_pct,0%,,,,,
player,201309220min,cle,SkriBu00,defense,78,,,,,
player,201309220min,cle,SkriBu00,def_pct,99%,,,,,
player,201309220min,cle,SkriBu00,special_teams,8,,,,,
player,201309220min,cle,SkriBu00,st_pct,22%,,,,,
player,201309220min,cle,WardT.99,pos,SS,,,,,
player,201309220min,cle,WardT.99,offense,0,,,,,
player,201309220min,cle,WardT.99,off_pct,0%,,,,,
player,201309220min,cle,WardT.99,defense,78,,,,,
player,201309220min,cle,WardT.99,def_pct,99%,,,,,
player,201309220min,cle,WardT.99,special_teams,5,,,,,
player,201309220min,cle,WardT.99,st_pct,14%,,,,,
player,201309220min,cle,JackDQ20,pos,LB,,,,,
player,201309220min,cle,JackDQ20,offense,0,,,,,
player,201309220min,cle,JackDQ20,off_pct,0%,,,,,
player,201309220min,cle,JackDQ20,defense,78,,,,,
player,201309220min,cle,JackDQ20,def_pct,99%,,,,,
player,201309220min,cle,JackDQ20,special_teams,5,,,,,
player,201309220min,cle,JackDQ20,st_pct,14%,,,,,
player,201309220min,cle,GipsTa00,pos,FS,,,,,
player,201309220min,cle,GipsTa00,offense,0,,,,,
player,201309220min,cle,GipsTa00,off_pct,0%,,,,,
player,201309220min,cle,GipsTa00,defense,77,,,,,
player,201309220min,cle,GipsTa00,def_pct,97%,,,,,
player,201309220min,cle,GipsTa00,special_teams,6,,,,,
player,201309220min,cle,GipsTa00,st_pct,17%,,,,,
player,201309220min,cle,KrugPa99,pos,LB,,,,,
player,201309220min,cle,KrugPa99,offense,0,,,,,
player,201309220min,cle,KrugPa99,off_pct,0%,,,,,
player,201309220min,cle,KrugPa99,defense,71,,,,,
player,201309220min,cle,KrugPa99,def_pct,90%,,,,,
player,201309220min,cle,KrugPa99,special_teams,5,,,,,
player,201309220min,cle,KrugPa99,st_pct,14%,,,,,
player,201309220min,cle,BryaDe00,pos,DT,,,,,
player,201309220min,cle,BryaDe00,offense,0,,,,,
player,201309220min,cle,BryaDe00,off_pct,0%,,,,,
player,201309220min,cle,BryaDe00,defense,62,,,,,
player,201309220min,cle,BryaDe00,def_pct,78%,,,,,
player,201309220min,cle,BryaDe00,special_teams,5,,,,,
player,201309220min,cle,BryaDe00,st_pct,14%,,,,,
player,201309220min,cle,MingBa00,pos,LB,,,,,
player,201309220min,cle,MingBa00,offense,0,,,,,
player,201309220min,cle,MingBa00,off_pct,0%,,,,,
player,201309220min,cle,MingBa00,defense,54,,,,,
player,201309220min,cle,MingBa00,def_pct,68%,,,,,
player,201309220min,cle,MingBa00,special_teams,2,,,,,
player,201309220min,cle,MingBa00,st_pct,6%,,,,,
player,201309220min,cle,TaylPh00,pos,NT,,,,,
player,201309220min,cle,TaylPh00,offense,0,,,,,
player,201309220min,cle,TaylPh00,off_pct,0%,,,,,
player,201309220min,cle,TaylPh00,defense,48,,,,,
player,201309220min,cle,TaylPh00,def_pct,61%,,,,,
player,201309220min,cle,TaylPh00,special_teams,5,,,,,
player,201309220min,cle,TaylPh00,st_pct,14%,,,,,
player,201309220min,cle,RubiAh99,pos,DE,,,,,
player,201309220min,cle,RubiAh99,offense,0,,,,,
player,201309220min,cle,RubiAh99,off_pct,0%,,,,,
player,201309220min,cle,RubiAh99,defense,38,,,,,
player,201309220min,cle,RubiAh99,def_pct,48%,,,,,
player,201309220min,cle,RubiAh99,special_teams,2,,,,,
player,201309220min,cle,RubiAh99,st_pct,6%,,,,,
player,201309220min,cle,OwenCh99,pos,CB,,,,,
player,201309220min,cle,OwenCh99,offense,0,,,,,
player,201309220min,cle,OwenCh99,off_pct,0%,,,,,
player,201309220min,cle,OwenCh99,defense,35,,,,,
player,201309220min,cle,OwenCh99,def_pct,44%,,,,,
player,201309220min,cle,OwenCh99,special_teams,18,,,,,
player,201309220min,cle,OwenCh99,st_pct,50%,,,,,
player,201309220min,cle,SheaJa00,pos,LB,,,,,
player,201309220min,cle,SheaJa00,offense,0,,,,,
player,201309220min,cle,SheaJa00,off_pct,0%,,,,,
player,201309220min,cle,SheaJa00,defense,34,,,,,
player,201309220min,cle,SheaJa00,def_pct,43%,,,,,
player,201309220min,cle,SheaJa00,special_teams,3,,,,,
player,201309220min,cle,SheaJa00,st_pct,8%,,,,,
player,201309220min,cle,HughJo00,pos,DE,,,,,
player,201309220min,cle,HughJo00,offense,0,,,,,
player,201309220min,cle,HughJo00,off_pct,0%,,,,,
player,201309220min,cle,HughJo00,defense,29,,,,,
player,201309220min,cle,HughJo00,def_pct,37%,,,,,
player,201309220min,cle,HughJo00,special_teams,3,,,,,
player,201309220min,cle,HughJo00,st_pct,8%,,,,,
player,201309220min,cle,WinnBi00,pos,DE,,,,,
player,201309220min,cle,WinnBi00,offense,0,,,,,
player,201309220min,cle,WinnBi00,off_pct,0%,,,,,
player,201309220min,cle,WinnBi00,defense,15,,,,,
player,201309220min,cle,WinnBi00,def_pct,19%,,,,,
player,201309220min,cle,WinnBi00,special_teams,11,,,,,
player,201309220min,cle,WinnBi00,st_pct,31%,,,,,
player,201309220min,cle,KitcIs00,pos,NT,,,,,
player,201309220min,cle,KitcIs00,offense,0,,,,,
player,201309220min,cle,KitcIs00,off_pct,0%,,,,,
player,201309220min,cle,KitcIs00,defense,14,,,,,
player,201309220min,cle,KitcIs00,def_pct,18%,,,,,
player,201309220min,cle,KitcIs00,special_teams,0,,,,,
player,201309220min,cle,KitcIs00,st_pct,0%,,,,,
player,201309220min,cle,AubrJo00,pos,SS,,,,,
player,201309220min,cle,AubrJo00,offense,0,,,,,
player,201309220min,cle,AubrJo00,off_pct,0%,,,,,
player,201309220min,cle,AubrJo00,defense,0,,,,,
player,201309220min,cle,AubrJo00,def_pct,0%,,,,,
player,201309220min,cle,AubrJo00,special_teams,25,,,,,
player,201309220min,cle,AubrJo00,st_pct,69%,,,,,
player,201309220min,cle,GrayMa00,pos,TE,,,,,
player,201309220min,cle,GrayMa00,offense,0,,,,,
player,201309220min,cle,GrayMa00,off_pct,0%,,,,,
player,201309220min,cle,GrayMa00,defense,0,,,,,
player,201309220min,cle,GrayMa00,def_pct,0%,,,,,
player,201309220min,cle,GrayMa00,special_teams,25,,,,,
player,201309220min,cle,GrayMa00,st_pct,69%,,,,,
player,201309220min,cle,BadeJo00,pos,FS,,,,,
player,201309220min,cle,BadeJo00,offense,0,,,,,
player,201309220min,cle,BadeJo00,off_pct,0%,,,,,
player,201309220min,cle,BadeJo00,defense,0,,,,,
player,201309220min,cle,BadeJo00,def_pct,0%,,,,,
player,201309220min,cle,BadeJo00,special_teams,25,,,,,
player,201309220min,cle,BadeJo00,st_pct,69%,,,,,
player,201309220min,cle,CardTa00,pos,LB,,,,,
player,201309220min,cle,CardTa00,offense,0,,,,,
player,201309220min,cle,CardTa00,off_pct,0%,,,,,
player,201309220min,cle,CardTa00,defense,0,,,,,
player,201309220min,cle,CardTa00,def_pct,0%,,,,,
player,201309220min,cle,CardTa00,special_teams,25,,,,,
player,201309220min,cle,CardTa00,st_pct,69%,,,,,
player,201309220min,cle,MageBr00,pos,LB,,,,,
player,201309220min,cle,MageBr00,offense,0,,,,,
player,201309220min,cle,MageBr00,off_pct,0%,,,,,
player,201309220min,cle,MageBr00,defense,0,,,,,
player,201309220min,cle,MageBr00,def_pct,0%,,,,,
player,201309220min,cle,MageBr00,special_teams,24,,,,,
player,201309220min,cle,MageBr00,st_pct,67%,,,,,
player,201309220min,cle,MartEr02,pos,LB,,,,,
player,201309220min,cle,MartEr02,offense,0,,,,,
player,201309220min,cle,MartEr02,off_pct,0%,,,,,
player,201309220min,cle,MartEr02,defense,0,,,,,
player,201309220min,cle,MartEr02,def_pct,0%,,,,,
player,201309220min,cle,MartEr02,special_teams,19,,,,,
player,201309220min,cle,MartEr02,st_pct,53%,,,,,
player,201309220min,cle,HazePa00,pos,LB,,,,,
player,201309220min,cle,HazePa00,offense,0,,,,,
player,201309220min,cle,HazePa00,off_pct,0%,,,,,
player,201309220min,cle,HazePa00,defense,0,,,,,
player,201309220min,cle,HazePa00,def_pct,0%,,,,,
player,201309220min,cle,HazePa00,special_teams,19,,,,,
player,201309220min,cle,HazePa00,st_pct,53%,,,,,
player,201309220min,cle,LannSp00,pos,P,,,,,
player,201309220min,cle,LannSp00,offense,0,,,,,
player,201309220min,cle,LannSp00,off_pct,0%,,,,,
player,201309220min,cle,LannSp00,defense,0,,,,,
player,201309220min,cle,LannSp00,def_pct,0%,,,,,
player,201309220min,cle,LannSp00,special_teams,13,,,,,
player,201309220min,cle,LannSp00,st_pct,36%,,,,,
player,201309220min,cle,YounCh02,pos,LS,,,,,
player,201309220min,cle,YounCh02,offense,0,,,,,
player,201309220min,cle,YounCh02,off_pct,0%,,,,,
player,201309220min,cle,YounCh02,defense,0,,,,,
player,201309220min,cle,YounCh02,def_pct,0%,,,,,
player,201309220min,cle,YounCh02,special_teams,12,,,,,
player,201309220min,cle,YounCh02,st_pct,33%,,,,,
player,201309220min,cle,cundibil01,pos,K,,,,,
player,201309220min,cle,cundibil01,offense,0,,,,,
player,201309220min,cle,cundibil01,off_pct,0%,,,,,
player,201309220min,cle,cundibil01,defense,0,,,,,
player,201309220min,cle,cundibil01,def_pct,0%,,,,,
player,201309220min,cle,cundibil01,special_teams,10,,,,,
player,201309220min,cle,cundibil01,st_pct,28%,,,,,
player,201309220min,cle,McFaLe00,pos,CB,,,,,
player,201309220min,cle,McFaLe00,offense,0,,,,,
player,201309220min,cle,McFaLe00,off_pct,0%,,,,,
player,201309220min,cle,McFaLe00,defense,0,,,,,
player,201309220min,cle,McFaLe00,def_pct,0%,,,,,
player,201309220min,cle,McFaLe00,special_teams,10,,,,,
player,201309220min,cle,McFaLe00,st_pct,28%,,,,,
player,201309220min,cle,ButlRa20,pos,T,,,,,
player,201309220min,cle,ButlRa20,offense,0,,,,,
player,201309220min,cle,ButlRa20,off_pct,0%,,,,,
player,201309220min,cle,ButlRa20,defense,0,,,,,
player,201309220min,cle,ButlRa20,def_pct,0%,,,,,
player,201309220min,cle,ButlRa20,special_teams,6,,,,,
player,201309220min,cle,ButlRa20,st_pct,17%,,,,,
player,201309220min,cle,GilkGa00,pos,G,,,,,
player,201309220min,cle,GilkGa00,offense,0,,,,,
player,201309220min,cle,GilkGa00,off_pct,0%,,,,,
player,201309220min,cle,GilkGa00,defense,0,,,,,
player,201309220min,cle,GilkGa00,def_pct,0%,,,,,
player,201309220min,cle,GilkGa00,special_teams,1,,,,,
player,201309220min,cle,GilkGa00,st_pct,3%,,,,,
