game,2013,5,20131006,201310060sfo,htx,"Houston Texans",3,sfo,"San Francisco 49ers",34
player,201310060sfo,sfo,GoreFr00,off_pct,64%,,,,,
player,201310060sfo,sfo,GoreFr00,defense,0,,,,,
player,201310060sfo,sfo,GoreFr00,def_pct,0%,,,,,
player,201310060sfo,sfo,GoreFr00,special_teams,0,,,,,
player,201310060sfo,sfo,GoreFr00,st_pct,0%,,,,,
player,201310060sfo,sfo,MillBr02,pos,FB,,,,,
player,201310060sfo,sfo,MillBr02,offense,32,,,,,
player,201310060sfo,sfo,MillBr02,off_pct,60%,,,,,
player,201310060sfo,sfo,MillBr02,defense,0,,,,,
player,201310060sfo,sfo,MillBr02,def_pct,0%,,,,,
player,201310060sfo,sfo,MillBr02,special_teams,6,,,,,
player,201310060sfo,sfo,MillBr02,st_pct,25%,,,,,
player,201310060sfo,sfo,BoldAn00,pos,WR,,,,,
player,201310060sfo,sfo,BoldAn00,offense,29,,,,,
player,201310060sfo,sfo,BoldAn00,off_pct,55%,,,,,
player,201310060sfo,sfo,BoldAn00,defense,0,,,,,
player,201310060sfo,sfo,BoldAn00,def_pct,0%,,,,,
player,201310060sfo,sfo,BoldAn00,special_teams,0,,,,,
player,201310060sfo,sfo,BoldAn00,st_pct,0%,,,,,
player,201310060sfo,sfo,McDoVa00,pos,TE,,,,,
player,201310060sfo,sfo,McDoVa00,offense,26,,,,,
player,201310060sfo,sfo,McDoVa00,off_pct,49%,,,,,
player,201310060sfo,sfo,McDoVa00,defense,0,,,,,
player,201310060sfo,sfo,McDoVa00,def_pct,0%,,,,,
player,201310060sfo,sfo,McDoVa00,special_teams,8,,,,,
player,201310060sfo,sfo,McDoVa00,st_pct,33%,,,,,
player,201310060sfo,sfo,WillKy01,pos,WR,,,,,
player,201310060sfo,sfo,WillKy01,offense,24,,,,,
player,201310060sfo,sfo,WillKy01,off_pct,45%,,,,,
player,201310060sfo,sfo,WillKy01,defense,0,,,,,
player,201310060sfo,sfo,WillKy01,def_pct,0%,,,,,
player,201310060sfo,sfo,WillKy01,special_teams,3,,,,,
player,201310060sfo,sfo,WillKy01,st_pct,12%,,,,,
player,201310060sfo,sfo,BaldJo00,pos,WR,,,,,
player,201310060sfo,sfo,BaldJo00,offense,23,,,,,
player,201310060sfo,sfo,BaldJo00,off_pct,43%,,,,,
player,201310060sfo,sfo,BaldJo00,defense,0,,,,,
player,201310060sfo,sfo,BaldJo00,def_pct,0%,,,,,
player,201310060sfo,sfo,BaldJo00,special_teams,0,,,,,
player,201310060sfo,sfo,BaldJo00,st_pct,0%,,,,,
player,201310060sfo,sfo,KilgDa00,pos,C,,,,,
player,201310060sfo,sfo,KilgDa00,offense,15,,,,,
player,201310060sfo,sfo,KilgDa00,off_pct,28%,,,,,
player,201310060sfo,sfo,KilgDa00,defense,0,,,,,
player,201310060sfo,sfo,KilgDa00,def_pct,0%,,,,,
player,201310060sfo,sfo,KilgDa00,special_teams,8,,,,,
player,201310060sfo,sfo,KilgDa00,st_pct,33%,,,,,
player,201310060sfo,sfo,CeleGa00,pos,TE,,,,,
player,201310060sfo,sfo,CeleGa00,offense,12,,,,,
player,201310060sfo,sfo,CeleGa00,off_pct,23%,,,,,
player,201310060sfo,sfo,CeleGa00,defense,0,,,,,
player,201310060sfo,sfo,CeleGa00,def_pct,0%,,,,,
player,201310060sfo,sfo,CeleGa00,special_teams,8,,,,,
player,201310060sfo,sfo,CeleGa00,st_pct,33%,,,,,
player,201310060sfo,sfo,MoorMa02,pos,WR,,,,,
player,201310060sfo,sfo,MoorMa02,offense,10,,,,,
player,201310060sfo,sfo,MoorMa02,off_pct,19%,,,,,
player,201310060sfo,sfo,MoorMa02,defense,0,,,,,
player,201310060sfo,sfo,MoorMa02,def_pct,0%,,,,,
player,201310060sfo,sfo,MoorMa02,special_teams,0,,,,,
player,201310060sfo,sfo,MoorMa02,st_pct,0%,,,,,
player,201310060sfo,sfo,HuntKe00,pos,RB,,,,,
player,201310060sfo,sfo,HuntKe00,offense,10,,,,,
player,201310060sfo,sfo,HuntKe00,off_pct,19%,,,,,
player,201310060sfo,sfo,HuntKe00,defense,0,,,,,
player,201310060sfo,sfo,HuntKe00,def_pct,0%,,,,,
player,201310060sfo,sfo,HuntKe00,special_teams,0,,,,,
player,201310060sfo,sfo,HuntKe00,st_pct,0%,,,,,
player,201310060sfo,sfo,McCoCo00,pos,QB,,,,,
player,201310060sfo,sfo,McCoCo00,offense,9,,,,,
player,201310060sfo,sfo,McCoCo00,off_pct,17%,,,,,
player,201310060sfo,sfo,McCoCo00,defense,0,,,,,
player,201310060sfo,sfo,McCoCo00,def_pct,0%,,,,,
player,201310060sfo,sfo,McCoCo00,special_teams,0,,,,,
player,201310060sfo,sfo,McCoCo00,st_pct,0%,,,,,
player,201310060sfo,sfo,SnydAd20,pos,G,,,,,
player,201310060sfo,sfo,SnydAd20,offense,7,,,,,
player,201310060sfo,sfo,SnydAd20,off_pct,13%,,,,,
player,201310060sfo,sfo,SnydAd20,defense,0,,,,,
player,201310060sfo,sfo,SnydAd20,def_pct,0%,,,,,
player,201310060sfo,sfo,SnydAd20,special_teams,6,,,,,
player,201310060sfo,sfo,SnydAd20,st_pct,25%,,,,,
player,201310060sfo,sfo,DixoAn00,pos,RB,,,,,
player,201310060sfo,sfo,DixoAn00,offense,5,,,,,
player,201310060sfo,sfo,DixoAn00,off_pct,9%,,,,,
player,201310060sfo,sfo,DixoAn00,defense,0,,,,,
player,201310060sfo,sfo,DixoAn00,def_pct,0%,,,,,
player,201310060sfo,sfo,DixoAn00,special_teams,15,,,,,
player,201310060sfo,sfo,DixoAn00,st_pct,62%,,,,,
player,201310060sfo,sfo,JameLa00,pos,RB,,,,,
player,201310060sfo,sfo,JameLa00,offense,4,,,,,
player,201310060sfo,sfo,JameLa00,off_pct,8%,,,,,
player,201310060sfo,sfo,JameLa00,defense,0,,,,,
player,201310060sfo,sfo,JameLa00,def_pct,0%,,,,,
player,201310060sfo,sfo,JameLa00,special_teams,2,,,,,
player,201310060sfo,sfo,JameLa00,st_pct,8%,,,,,
player,201310060sfo,sfo,ReidEr00,pos,FS,,,,,
player,201310060sfo,sfo,ReidEr00,offense,0,,,,,
player,201310060sfo,sfo,ReidEr00,off_pct,0%,,,,,
player,201310060sfo,sfo,ReidEr00,defense,74,,,,,
player,201310060sfo,sfo,ReidEr00,def_pct,99%,,,,,
player,201310060sfo,sfo,ReidEr00,special_teams,4,,,,,
player,201310060sfo,sfo,ReidEr00,st_pct,17%,,,,,
player,201310060sfo,sfo,BrowTa99,pos,CB,,,,,
player,201310060sfo,sfo,BrowTa99,offense,0,,,,,
player,201310060sfo,sfo,BrowTa99,off_pct,0%,,,,,
player,201310060sfo,sfo,BrowTa99,defense,74,,,,,
player,201310060sfo,sfo,BrowTa99,def_pct,99%,,,,,
player,201310060sfo,sfo,BrowTa99,special_teams,3,,,,,
player,201310060sfo,sfo,BrowTa99,st_pct,12%,,,,,
player,201310060sfo,sfo,RogeCa20,pos,CB,,,,,
player,201310060sfo,sfo,RogeCa20,offense,0,,,,,
player,201310060sfo,sfo,RogeCa20,off_pct,0%,,,,,
player,201310060sfo,sfo,RogeCa20,defense,74,,,,,
player,201310060sfo,sfo,RogeCa20,def_pct,99%,,,,,
player,201310060sfo,sfo,RogeCa20,special_teams,0,,,,,
player,201310060sfo,sfo,RogeCa20,st_pct,0%,,,,,
player,201310060sfo,sfo,BowmNa99,pos,LB,,,,,
player,201310060sfo,sfo,BowmNa99,offense,0,,,,,
player,201310060sfo,sfo,BowmNa99,off_pct,0%,,,,,
player,201310060sfo,sfo,BowmNa99,defense,74,,,,,
player,201310060sfo,sfo,BowmNa99,def_pct,99%,,,,,
player,201310060sfo,sfo,BowmNa99,special_teams,0,,,,,
player,201310060sfo,sfo,BowmNa99,st_pct,0%,,,,,
player,201310060sfo,sfo,WhitDo20,pos,SS,,,,,
player,201310060sfo,sfo,WhitDo20,offense,0,,,,,
player,201310060sfo,sfo,WhitDo20,off_pct,0%,,,,,
player,201310060sfo,sfo,WhitDo20,defense,74,,,,,
player,201310060sfo,sfo,WhitDo20,def_pct,99%,,,,,
player,201310060sfo,sfo,WhitDo20,special_teams,0,,,,,
player,201310060sfo,sfo,WhitDo20,st_pct,0%,,,,,
player,201310060sfo,sfo,BrooAh21,pos,LB,,,,,
player,201310060sfo,sfo,BrooAh21,offense,0,,,,,
player,201310060sfo,sfo,BrooAh21,off_pct,0%,,,,,
player,201310060sfo,sfo,BrooAh21,defense,72,,,,,
player,201310060sfo,sfo,BrooAh21,def_pct,96%,,,,,
player,201310060sfo,sfo,BrooAh21,special_teams,3,,,,,
player,201310060sfo,sfo,BrooAh21,st_pct,12%,,,,,
player,201310060sfo,sfo,WilhMi00,pos,LB,,,,,
player,201310060sfo,sfo,WilhMi00,offense,0,,,,,
player,201310060sfo,sfo,WilhMi00,off_pct,0%,,,,,
player,201310060sfo,sfo,WilhMi00,defense,66,,,,,
player,201310060sfo,sfo,WilhMi00,def_pct,88%,,,,,
player,201310060sfo,sfo,WilhMi00,special_teams,7,,,,,
player,201310060sfo,sfo,WilhMi00,st_pct,29%,,,,,
player,201310060sfo,sfo,SmitJu20,pos,DT,,,,,
player,201310060sfo,sfo,SmitJu20,offense,0,,,,,
player,201310060sfo,sfo,SmitJu20,off_pct,0%,,,,,
player,201310060sfo,sfo,SmitJu20,defense,60,,,,,
player,201310060sfo,sfo,SmitJu20,def_pct,80%,,,,,
player,201310060sfo,sfo,SmitJu20,special_teams,3,,,,,
player,201310060sfo,sfo,SmitJu20,st_pct,12%,,,,,
player,201310060sfo,sfo,McDoRa99,pos,DT,,,,,
player,201310060sfo,sfo,McDoRa99,offense,0,,,,,
player,201310060sfo,sfo,McDoRa99,off_pct,0%,,,,,
player,201310060sfo,sfo,McDoRa99,defense,44,,,,,
player,201310060sfo,sfo,McDoRa99,def_pct,59%,,,,,
player,201310060sfo,sfo,McDoRa99,special_teams,0,,,,,
player,201310060sfo,sfo,McDoRa99,st_pct,0%,,,,,
player,201310060sfo,sfo,SkutDa00,pos,LB,,,,,
player,201310060sfo,sfo,SkutDa00,offense,0,,,,,
player,201310060sfo,sfo,SkutDa00,off_pct,0%,,,,,
player,201310060sfo,sfo,SkutDa00,defense,42,,,,,
player,201310060sfo,sfo,SkutDa00,def_pct,56%,,,,,
player,201310060sfo,sfo,SkutDa00,special_teams,4,,,,,
player,201310060sfo,sfo,SkutDa00,st_pct,17%,,,,,
player,201310060sfo,sfo,DorsGl99,pos,NT,,,,,
player,201310060sfo,sfo,DorsGl99,offense,0,,,,,
player,201310060sfo,sfo,DorsGl99,off_pct,0%,,,,,
player,201310060sfo,sfo,DorsGl99,defense,40,,,,,
player,201310060sfo,sfo,DorsGl99,def_pct,53%,,,,,
player,201310060sfo,sfo,DorsGl99,special_teams,3,,,,,
player,201310060sfo,sfo,DorsGl99,st_pct,12%,,,,,
player,201310060sfo,sfo,LemoCo00,pos,LB,,,,,
player,201310060sfo,sfo,LemoCo00,offense,0,,,,,
player,201310060sfo,sfo,LemoCo00,off_pct,0%,,,,,
player,201310060sfo,sfo,LemoCo00,defense,35,,,,,
player,201310060sfo,sfo,LemoCo00,def_pct,47%,,,,,
player,201310060sfo,sfo,LemoCo00,special_teams,12,,,,,
player,201310060sfo,sfo,LemoCo00,st_pct,50%,,,,,
player,201310060sfo,sfo,BrocTr00,pos,CB,,,,,
player,201310060sfo,sfo,BrocTr00,offense,0,,,,,
player,201310060sfo,sfo,BrocTr00,off_pct,0%,,,,,
player,201310060sfo,sfo,BrocTr00,defense,35,,,,,
player,201310060sfo,sfo,BrocTr00,def_pct,47%,,,,,
player,201310060sfo,sfo,BrocTr00,special_teams,10,,,,,
player,201310060sfo,sfo,BrocTr00,st_pct,42%,,,,,
player,201310060sfo,sfo,JeroTo00,pos,NT,,,,,
player,201310060sfo,sfo,JeroTo00,offense,0,,,,,
player,201310060sfo,sfo,JeroTo00,off_pct,0%,,,,,
player,201310060sfo,sfo,JeroTo00,defense,29,,,,,
player,201310060sfo,sfo,JeroTo00,def_pct,39%,,,,,
player,201310060sfo,sfo,JeroTo00,special_teams,3,,,,,
player,201310060sfo,sfo,JeroTo00,st_pct,12%,,,,,
player,201310060sfo,sfo,DobbDe00,pos,TE,,,,,
player,201310060sfo,sfo,DobbDe00,offense,0,,,,,
player,201310060sfo,sfo,DobbDe00,off_pct,0%,,,,,
player,201310060sfo,sfo,DobbDe00,defense,17,,,,,
player,201310060sfo,sfo,DobbDe00,def_pct,23%,,,,,
player,201310060sfo,sfo,DobbDe00,special_teams,12,,,,,
player,201310060sfo,sfo,DobbDe00,st_pct,50%,,,,,
player,201310060sfo,sfo,CoxxPe99,pos,CB,,,,,
player,201310060sfo,sfo,CoxxPe99,offense,0,,,,,
player,201310060sfo,sfo,CoxxPe99,off_pct,0%,,,,,
player,201310060sfo,sfo,CoxxPe99,defense,11,,,,,
player,201310060sfo,sfo,CoxxPe99,def_pct,15%,,,,,
player,201310060sfo,sfo,CoxxPe99,special_teams,2,,,,,
player,201310060sfo,sfo,CoxxPe99,st_pct,8%,,,,,
player,201310060sfo,sfo,SpilCJ99,pos,FS,,,,,
player,201310060sfo,sfo,SpilCJ99,offense,0,,,,,
player,201310060sfo,sfo,SpilCJ99,off_pct,0%,,,,,
player,201310060sfo,sfo,SpilCJ99,defense,1,,,,,
player,201310060sfo,sfo,SpilCJ99,def_pct,1%,,,,,
player,201310060sfo,sfo,SpilCJ99,special_teams,17,,,,,
player,201310060sfo,sfo,SpilCJ99,st_pct,71%,,,,,
player,201310060sfo,sfo,StupNa01,pos,LB,,,,,
player,201310060sfo,sfo,StupNa01,offense,0,,,,,
player,201310060sfo,sfo,StupNa01,off_pct,0%,,,,,
player,201310060sfo,sfo,StupNa01,defense,1,,,,,
player,201310060sfo,sfo,StupNa01,def_pct,1%,,,,,
player,201310060sfo,sfo,StupNa01,special_teams,15,,,,,
player,201310060sfo,sfo,StupNa01,st_pct,62%,,,,,
player,201310060sfo,sfo,DahlCr99,pos,SS,,,,,
player,201310060sfo,sfo,DahlCr99,offense,0,,,,,
player,201310060sfo,sfo,DahlCr99,off_pct,0%,,,,,
player,201310060sfo,sfo,DahlCr99,defense,1,,,,,
player,201310060sfo,sfo,DahlCr99,def_pct,1%,,,,,
player,201310060sfo,sfo,DahlCr99,special_teams,14,,,,,
player,201310060sfo,sfo,DahlCr99,st_pct,58%,,,,,
player,201310060sfo,sfo,MorrDa01,pos,DB,,,,,
player,201310060sfo,sfo,MorrDa01,offense,0,,,,,
player,201310060sfo,sfo,MorrDa01,off_pct,0%,,,,,
player,201310060sfo,sfo,MorrDa01,defense,1,,,,,
player,201310060sfo,sfo,MorrDa01,def_pct,1%,,,,,
player,201310060sfo,sfo,MorrDa01,special_teams,9,,,,,
player,201310060sfo,sfo,MorrDa01,st_pct,38%,,,,,
player,201310060sfo,sfo,OsgoKa00,pos,WR,,,,,
player,201310060sfo,sfo,OsgoKa00,offense,0,,,,,
player,201310060sfo,sfo,OsgoKa00,off_pct,0%,,,,,
player,201310060sfo,sfo,OsgoKa00,defense,0,,,,,
player,201310060sfo,sfo,OsgoKa00,def_pct,0%,,,,,
player,201310060sfo,sfo,OsgoKa00,special_teams,15,,,,,
player,201310060sfo,sfo,OsgoKa00,st_pct,62%,,,,,
player,201310060sfo,sfo,VentRa20,pos,SS,,,,,
player,201310060sfo,sfo,VentRa20,offense,0,,,,,
player,201310060sfo,sfo,VentRa20,off_pct,0%,,,,,
player,201310060sfo,sfo,VentRa20,defense,0,,,,,
player,201310060sfo,sfo,VentRa20,def_pct,0%,,,,,
player,201310060sfo,sfo,VentRa20,special_teams,15,,,,,
player,201310060sfo,sfo,VentRa20,st_pct,62%,,,,,
player,201310060sfo,sfo,dawsophi01,pos,K,,,,,
player,201310060sfo,sfo,dawsophi01,offense,0,,,,,
player,201310060sfo,sfo,dawsophi01,off_pct,0%,,,,,
player,201310060sfo,sfo,dawsophi01,defense,0,,,,,
player,201310060sfo,sfo,dawsophi01,def_pct,0%,,,,,
player,201310060sfo,sfo,dawsophi01,special_teams,13,,,,,
player,201310060sfo,sfo,dawsophi01,st_pct,54%,,,,,
player,201310060sfo,sfo,McDeKe00,pos,LS,,,,,
player,201310060sfo,sfo,McDeKe00,offense,0,,,,,
player,201310060sfo,sfo,McDeKe00,off_pct,0%,,,,,
player,201310060sfo,sfo,McDeKe00,defense,0,,,,,
player,201310060sfo,sfo,McDeKe00,def_pct,0%,,,,,
player,201310060sfo,sfo,McDeKe00,special_teams,10,,,,,
player,201310060sfo,sfo,McDeKe00,st_pct,42%,,,,,
player,201310060sfo,sfo,LeexAn20,pos,P,,,,,
player,201310060sfo,sfo,LeexAn20,offense,0,,,,,
player,201310060sfo,sfo,LeexAn20,off_pct,0%,,,,,
player,201310060sfo,sfo,LeexAn20,defense,0,,,,,
player,201310060sfo,sfo,LeexAn20,def_pct,0%,,,,,
player,201310060sfo,sfo,LeexAn20,special_teams,10,,,,,
player,201310060sfo,sfo,LeexAn20,st_pct,42%,,,,,
player,201310060sfo,htx,SmitWa21,pos,G,,,,,
player,201310060sfo,htx,SmitWa21,offense,75,,,,,
player,201310060sfo,htx,SmitWa21,off_pct,100%,,,,,
player,201310060sfo,htx,SmitWa21,defense,0,,,,,
player,201310060sfo,htx,SmitWa21,def_pct,0%,,,,,
player,201310060sfo,htx,SmitWa21,special_teams,2,,,,,
player,201310060sfo,htx,SmitWa21,st_pct,8%,,,,,
player,201310060sfo,htx,JoneBe01,pos,C,,,,,
player,201310060sfo,htx,JoneBe01,offense,75,,,,,
player,201310060sfo,htx,JoneBe01,off_pct,100%,,,,,
player,201310060sfo,htx,JoneBe01,defense,0,,,,,
player,201310060sfo,htx,JoneBe01,def_pct,0%,,,,,
player,201310060sfo,htx,JoneBe01,special_teams,2,,,,,
player,201310060sfo,htx,JoneBe01,st_pct,8%,,,,,
player,201310060sfo,htx,MyerCh20,pos,C,,,,,
player,201310060sfo,htx,MyerCh20,offense,75,,,,,
player,201310060sfo,htx,MyerCh20,off_pct,100%,,,,,
player,201310060sfo,htx,MyerCh20,defense,0,,,,,
player,201310060sfo,htx,MyerCh20,def_pct,0%,,,,,
player,201310060sfo,htx,MyerCh20,special_teams,0,,,,,
player,201310060sfo,htx,MyerCh20,st_pct,0%,,,,,
player,201310060sfo,htx,BrowDu20,pos,T,,,,,
player,201310060sfo,htx,BrowDu20,offense,74,,,,,
player,201310060sfo,htx,BrowDu20,off_pct,99%,,,,,
player,201310060sfo,htx,BrowDu20,defense,0,,,,,
player,201310060sfo,htx,BrowDu20,def_pct,0%,,,,,
player,201310060sfo,htx,BrowDu20,special_teams,2,,,,,
player,201310060sfo,htx,BrowDu20,st_pct,8%,,,,,
player,201310060sfo,htx,HopkDe00,pos,WR,,,,,
player,201310060sfo,htx,HopkDe00,offense,67,,,,,
player,201310060sfo,htx,HopkDe00,off_pct,89%,,,,,
player,201310060sfo,htx,HopkDe00,defense,0,,,,,
player,201310060sfo,htx,HopkDe00,def_pct,0%,,,,,
player,201310060sfo,htx,HopkDe00,special_teams,0,,,,,
player,201310060sfo,htx,HopkDe00,st_pct,0%,,,,,
player,201310060sfo,htx,NewtDe00,pos,T,,,,,
player,201310060sfo,htx,NewtDe00,offense,62,,,,,
player,201310060sfo,htx,NewtDe00,off_pct,83%,,,,,
player,201310060sfo,htx,NewtDe00,defense,0,,,,,
player,201310060sfo,htx,NewtDe00,def_pct,0%,,,,,
player,201310060sfo,htx,NewtDe00,special_teams,2,,,,,
player,201310060sfo,htx,NewtDe00,st_pct,8%,,,,,
player,201310060sfo,htx,SchaMa00,pos,QB,,,,,
player,201310060sfo,htx,SchaMa00,offense,61,,,,,
player,201310060sfo,htx,SchaMa00,off_pct,81%,,,,,
player,201310060sfo,htx,SchaMa00,defense,0,,,,,
player,201310060sfo,htx,SchaMa00,def_pct,0%,,,,,
player,201310060sfo,htx,SchaMa00,special_teams,0,,,,,
player,201310060sfo,htx,SchaMa00,st_pct,0%,,,,,
player,201310060sfo,htx,GrahGa00,pos,TE,,,,,
player,201310060sfo,htx,GrahGa00,offense,60,,,,,
player,201310060sfo,htx,GrahGa00,off_pct,80%,,,,,
player,201310060sfo,htx,GrahGa00,defense,0,,,,,
player,201310060sfo,htx,GrahGa00,def_pct,0%,,,,,
player,201310060sfo,htx,GrahGa00,special_teams,10,,,,,
player,201310060sfo,htx,GrahGa00,st_pct,42%,,,,,
player,201310060sfo,htx,DaniOw00,pos,TE,,,,,
player,201310060sfo,htx,DaniOw00,offense,58,,,,,
player,201310060sfo,htx,DaniOw00,off_pct,77%,,,,,
player,201310060sfo,htx,DaniOw00,defense,0,,,,,
player,201310060sfo,htx,DaniOw00,def_pct,0%,,,,,
player,201310060sfo,htx,DaniOw00,special_teams,2,,,,,
player,201310060sfo,htx,DaniOw00,st_pct,8%,,,,,
player,201310060sfo,htx,JohnAn02,pos,WR,,,,,
player,201310060sfo,htx,JohnAn02,offense,55,,,,,
player,201310060sfo,htx,JohnAn02,off_pct,73%,,,,,
player,201310060sfo,htx,JohnAn02,defense,0,,,,,
player,201310060sfo,htx,JohnAn02,def_pct,0%,,,,,
player,201310060sfo,htx,JohnAn02,special_teams,0,,,,,
player,201310060sfo,htx,JohnAn02,st_pct,0%,,,,,
player,201310060sfo,htx,FostAr00,pos,RB,,,,,
player,201310060sfo,htx,FostAr00,offense,47,,,,,
player,201310060sfo,htx,FostAr00,off_pct,63%,,,,,
player,201310060sfo,htx,FostAr00,defense,0,,,,,
player,201310060sfo,htx,FostAr00,def_pct,0%,,,,,
player,201310060sfo,htx,FostAr00,special_teams,0,,,,,
player,201310060sfo,htx,FostAr00,st_pct,0%,,,,,
player,201310060sfo,htx,MartKe01,pos,WR,,,,,
player,201310060sfo,htx,MartKe01,offense,25,,,,,
player,201310060sfo,htx,MartKe01,off_pct,33%,,,,,
player,201310060sfo,htx,MartKe01,defense,0,,,,,
player,201310060sfo,htx,MartKe01,def_pct,0%,,,,,
player,201310060sfo,htx,MartKe01,special_teams,8,,,,,
player,201310060sfo,htx,MartKe01,st_pct,33%,,,,,
player,201310060sfo,htx,PoseDe00,pos,WR,,,,,
player,201310060sfo,htx,PoseDe00,offense,23,,,,,
player,201310060sfo,htx,PoseDe00,off_pct,31%,,,,,
player,201310060sfo,htx,PoseDe00,defense,0,,,,,
player,201310060sfo,htx,PoseDe00,def_pct,0%,,,,,
player,201310060sfo,htx,PoseDe00,special_teams,3,,,,,
player,201310060sfo,htx,PoseDe00,st_pct,12%,,,,,
player,201310060sfo,htx,JoneGr01,pos,FB,,,,,
player,201310060sfo,htx,JoneGr01,offense,18,,,,,
player,201310060sfo,htx,JoneGr01,off_pct,24%,,,,,
player,201310060sfo,htx,JoneGr01,defense,0,,,,,
player,201310060sfo,htx,JoneGr01,def_pct,0%,,,,,
player,201310060sfo,htx,JoneGr01,special_teams,8,,,,,
player,201310060sfo,htx,JoneGr01,st_pct,33%,,,,,
player,201310060sfo,htx,TateBe00,pos,RB,,,,,
player,201310060sfo,htx,TateBe00,offense,17,,,,,
player,201310060sfo,htx,TateBe00,off_pct,23%,,,,,
player,201310060sfo,htx,TateBe00,defense,0,,,,,
player,201310060sfo,htx,TateBe00,def_pct,0%,,,,,
player,201310060sfo,htx,TateBe00,special_teams,0,,,,,
player,201310060sfo,htx,TateBe00,st_pct,0%,,,,,
player,201310060sfo,htx,HarrRy20,pos,T,,,,,
player,201310060sfo,htx,HarrRy20,offense,14,,,,,
player,201310060sfo,htx,HarrRy20,off_pct,19%,,,,,
player,201310060sfo,htx,HarrRy20,defense,0,,,,,
player,201310060sfo,htx,HarrRy20,def_pct,0%,,,,,
player,201310060sfo,htx,HarrRy20,special_teams,2,,,,,
player,201310060sfo,htx,HarrRy20,st_pct,8%,,,,,
player,201310060sfo,htx,YateT.00,pos,QB,,,,,
player,201310060sfo,htx,YateT.00,offense,14,,,,,
player,201310060sfo,htx,YateT.00,off_pct,19%,,,,,
player,201310060sfo,htx,YateT.00,defense,0,,,,,
player,201310060sfo,htx,YateT.00,def_pct,0%,,,,,
player,201310060sfo,htx,YateT.00,special_teams,0,,,,,
player,201310060sfo,htx,YateT.00,st_pct,0%,,,,,
player,201310060sfo,htx,GrifRy00,pos,TE,,,,,
player,201310060sfo,htx,GrifRy00,offense,4,,,,,
player,201310060sfo,htx,GrifRy00,off_pct,5%,,,,,
player,201310060sfo,htx,GrifRy00,defense,0,,,,,
player,201310060sfo,htx,GrifRy00,def_pct,0%,,,,,
player,201310060sfo,htx,GrifRy00,special_teams,16,,,,,
player,201310060sfo,htx,GrifRy00,st_pct,67%,,,,,
player,201310060sfo,htx,WoodCi00,pos,RB,,,,,
player,201310060sfo,htx,WoodCi00,offense,1,,,,,
player,201310060sfo,htx,WoodCi00,off_pct,1%,,,,,
player,201310060sfo,htx,WoodCi00,defense,0,,,,,
player,201310060sfo,htx,WoodCi00,def_pct,0%,,,,,
player,201310060sfo,htx,WoodCi00,special_teams,3,,,,,
player,201310060sfo,htx,WoodCi00,st_pct,12%,,,,,
player,201310060sfo,htx,MannDa21,pos,SS,,,,,
player,201310060sfo,htx,MannDa21,offense,0,,,,,
player,201310060sfo,htx,MannDa21,off_pct,0%,,,,,
player,201310060sfo,htx,MannDa21,defense,44,,,,,
player,201310060sfo,htx,MannDa21,def_pct,83%,,,,,
player,201310060sfo,htx,MannDa21,special_teams,9,,,,,
player,201310060sfo,htx,MannDa21,st_pct,38%,,,,,
player,201310060sfo,htx,WattJ.00,pos,DE,,,,,
player,201310060sfo,htx,WattJ.00,offense,0,,,,,
player,201310060sfo,htx,WattJ.00,off_pct,0%,,,,,
player,201310060sfo,htx,WattJ.00,defense,44,,,,,
player,201310060sfo,htx,WattJ.00,def_pct,83%,,,,,
player,201310060sfo,htx,WattJ.00,special_teams,6,,,,,
player,201310060sfo,htx,WattJ.00,st_pct,25%,,,,,
player,201310060sfo,htx,CushBr99,pos,LB,,,,,
player,201310060sfo,htx,CushBr99,offense,0,,,,,
player,201310060sfo,htx,CushBr99,off_pct,0%,,,,,
player,201310060sfo,htx,CushBr99,defense,44,,,,,
player,201310060sfo,htx,CushBr99,def_pct,83%,,,,,
player,201310060sfo,htx,CushBr99,special_teams,6,,,,,
player,201310060sfo,htx,CushBr99,st_pct,25%,,,,,
player,201310060sfo,htx,ReedBr00,pos,LB,,,,,
player,201310060sfo,htx,ReedBr00,offense,0,,,,,
player,201310060sfo,htx,ReedBr00,off_pct,0%,,,,,
player,201310060sfo,htx,ReedBr00,defense,44,,,,,
player,201310060sfo,htx,ReedBr00,def_pct,83%,,,,,
player,201310060sfo,htx,ReedBr00,special_teams,6,,,,,
player,201310060sfo,htx,ReedBr00,st_pct,25%,,,,,
player,201310060sfo,htx,JoseJo20,pos,CB,,,,,
player,201310060sfo,htx,JoseJo20,offense,0,,,,,
player,201310060sfo,htx,JoseJo20,off_pct,0%,,,,,
player,201310060sfo,htx,JoseJo20,defense,44,,,,,
player,201310060sfo,htx,JoseJo20,def_pct,83%,,,,,
player,201310060sfo,htx,JoseJo20,special_teams,0,,,,,
player,201310060sfo,htx,JoseJo20,st_pct,0%,,,,,
player,201310060sfo,htx,MercWh00,pos,LB,,,,,
player,201310060sfo,htx,MercWh00,offense,0,,,,,
player,201310060sfo,htx,MercWh00,off_pct,0%,,,,,
player,201310060sfo,htx,MercWh00,defense,39,,,,,
player,201310060sfo,htx,MercWh00,def_pct,74%,,,,,
player,201310060sfo,htx,MercWh00,special_teams,6,,,,,
player,201310060sfo,htx,MercWh00,st_pct,25%,,,,,
player,201310060sfo,htx,JackKa99,pos,CB,,,,,
