game,2013,10,20131110,201311100clt,ram,"St. Louis Rams",38,clt,"Indianapolis Colts",8
player,201311100clt,clt,FranAu20,special_teams,0,,,,,
player,201311100clt,clt,FranAu20,st_pct,0%,,,,,
player,201311100clt,clt,MoalFi99,pos,DT,,,,,
player,201311100clt,clt,MoalFi99,offense,0,,,,,
player,201311100clt,clt,MoalFi99,off_pct,0%,,,,,
player,201311100clt,clt,MoalFi99,defense,22,,,,,
player,201311100clt,clt,MoalFi99,def_pct,40%,,,,,
player,201311100clt,clt,MoalFi99,special_teams,6,,,,,
player,201311100clt,clt,MoalFi99,st_pct,23%,,,,,
player,201311100clt,clt,MathRi99,pos,DE,,,,,
player,201311100clt,clt,MathRi99,offense,0,,,,,
player,201311100clt,clt,MathRi99,off_pct,0%,,,,,
player,201311100clt,clt,MathRi99,defense,21,,,,,
player,201311100clt,clt,MathRi99,def_pct,38%,,,,,
player,201311100clt,clt,MathRi99,special_teams,13,,,,,
player,201311100clt,clt,MathRi99,st_pct,50%,,,,,
player,201311100clt,clt,WernBj00,pos,LB,,,,,
player,201311100clt,clt,WernBj00,offense,0,,,,,
player,201311100clt,clt,WernBj00,off_pct,0%,,,,,
player,201311100clt,clt,WernBj00,defense,18,,,,,
player,201311100clt,clt,WernBj00,def_pct,33%,,,,,
player,201311100clt,clt,WernBj00,special_teams,5,,,,,
player,201311100clt,clt,WernBj00,st_pct,19%,,,,,
player,201311100clt,clt,HughMo00,pos,DT,,,,,
player,201311100clt,clt,HughMo00,offense,0,,,,,
player,201311100clt,clt,HughMo00,off_pct,0%,,,,,
player,201311100clt,clt,HughMo00,defense,17,,,,,
player,201311100clt,clt,HughMo00,def_pct,31%,,,,,
player,201311100clt,clt,HughMo00,special_teams,0,,,,,
player,201311100clt,clt,HughMo00,st_pct,0%,,,,,
player,201311100clt,clt,ButlDa99,pos,CB,,,,,
player,201311100clt,clt,ButlDa99,offense,0,,,,,
player,201311100clt,clt,ButlDa99,off_pct,0%,,,,,
player,201311100clt,clt,ButlDa99,defense,11,,,,,
player,201311100clt,clt,ButlDa99,def_pct,20%,,,,,
player,201311100clt,clt,ButlDa99,special_teams,2,,,,,
player,201311100clt,clt,ButlDa99,st_pct,8%,,,,,
player,201311100clt,clt,StudAn99,pos,LB,,,,,
player,201311100clt,clt,StudAn99,offense,0,,,,,
player,201311100clt,clt,StudAn99,off_pct,0%,,,,,
player,201311100clt,clt,StudAn99,defense,6,,,,,
player,201311100clt,clt,StudAn99,def_pct,11%,,,,,
player,201311100clt,clt,StudAn99,special_teams,26,,,,,
player,201311100clt,clt,StudAn99,st_pct,100%,,,,,
player,201311100clt,clt,ShepKe00,pos,LB,,,,,
player,201311100clt,clt,ShepKe00,offense,0,,,,,
player,201311100clt,clt,ShepKe00,off_pct,0%,,,,,
player,201311100clt,clt,ShepKe00,defense,6,,,,,
player,201311100clt,clt,ShepKe00,def_pct,11%,,,,,
player,201311100clt,clt,ShepKe00,special_teams,17,,,,,
player,201311100clt,clt,ShepKe00,st_pct,65%,,,,,
player,201311100clt,clt,BrowSe00,pos,FS,,,,,
player,201311100clt,clt,BrowSe00,offense,0,,,,,
player,201311100clt,clt,BrowSe00,off_pct,0%,,,,,
player,201311100clt,clt,BrowSe00,defense,0,,,,,
player,201311100clt,clt,BrowSe00,def_pct,0%,,,,,
player,201311100clt,clt,BrowSe00,special_teams,26,,,,,
player,201311100clt,clt,BrowSe00,st_pct,100%,,,,,
player,201311100clt,clt,BrowJa00,pos,CB,,,,,
player,201311100clt,clt,BrowJa00,offense,0,,,,,
player,201311100clt,clt,BrowJa00,off_pct,0%,,,,,
player,201311100clt,clt,BrowJa00,defense,0,,,,,
player,201311100clt,clt,BrowJa00,def_pct,0%,,,,,
player,201311100clt,clt,BrowJa00,special_teams,24,,,,,
player,201311100clt,clt,BrowJa00,st_pct,92%,,,,,
player,201311100clt,clt,ConnKa99,pos,LB,,,,,
player,201311100clt,clt,ConnKa99,offense,0,,,,,
player,201311100clt,clt,ConnKa99,off_pct,0%,,,,,
player,201311100clt,clt,ConnKa99,defense,0,,,,,
player,201311100clt,clt,ConnKa99,def_pct,0%,,,,,
player,201311100clt,clt,ConnKa99,special_teams,20,,,,,
player,201311100clt,clt,ConnKa99,st_pct,77%,,,,,
player,201311100clt,clt,AsanLa99,pos,FS,,,,,
player,201311100clt,clt,AsanLa99,offense,0,,,,,
player,201311100clt,clt,AsanLa99,off_pct,0%,,,,,
player,201311100clt,clt,AsanLa99,defense,0,,,,,
player,201311100clt,clt,AsanLa99,def_pct,0%,,,,,
player,201311100clt,clt,AsanLa99,special_teams,16,,,,,
player,201311100clt,clt,AsanLa99,st_pct,62%,,,,,
player,201311100clt,clt,McAfPa44,pos,P,,,,,
player,201311100clt,clt,McAfPa44,offense,0,,,,,
player,201311100clt,clt,McAfPa44,off_pct,0%,,,,,
player,201311100clt,clt,McAfPa44,defense,0,,,,,
player,201311100clt,clt,McAfPa44,def_pct,0%,,,,,
player,201311100clt,clt,McAfPa44,special_teams,8,,,,,
player,201311100clt,clt,McAfPa44,st_pct,31%,,,,,
player,201311100clt,clt,OverMa00,pos,LS,,,,,
player,201311100clt,clt,OverMa00,offense,0,,,,,
player,201311100clt,clt,OverMa00,off_pct,0%,,,,,
player,201311100clt,clt,OverMa00,defense,0,,,,,
player,201311100clt,clt,OverMa00,def_pct,0%,,,,,
player,201311100clt,clt,OverMa00,special_teams,6,,,,,
player,201311100clt,clt,OverMa00,st_pct,23%,,,,,
player,201311100clt,ram,WillCh03,pos,G,,,,,
player,201311100clt,ram,WillCh03,offense,55,,,,,
player,201311100clt,ram,WillCh03,off_pct,100%,,,,,
player,201311100clt,ram,WillCh03,defense,0,,,,,
player,201311100clt,ram,WillCh03,def_pct,0%,,,,,
player,201311100clt,ram,WillCh03,special_teams,6,,,,,
player,201311100clt,ram,WillCh03,st_pct,23%,,,,,
player,201311100clt,ram,LongJa20,pos,T,,,,,
player,201311100clt,ram,LongJa20,offense,55,,,,,
player,201311100clt,ram,LongJa20,off_pct,100%,,,,,
player,201311100clt,ram,LongJa20,defense,0,,,,,
player,201311100clt,ram,LongJa20,def_pct,0%,,,,,
player,201311100clt,ram,LongJa20,special_teams,6,,,,,
player,201311100clt,ram,LongJa20,st_pct,23%,,,,,
player,201311100clt,ram,BarkJo00,pos,T,,,,,
player,201311100clt,ram,BarkJo00,offense,55,,,,,
player,201311100clt,ram,BarkJo00,off_pct,100%,,,,,
player,201311100clt,ram,BarkJo00,defense,0,,,,,
player,201311100clt,ram,BarkJo00,def_pct,0%,,,,,
player,201311100clt,ram,BarkJo00,special_teams,6,,,,,
player,201311100clt,ram,BarkJo00,st_pct,23%,,,,,
player,201311100clt,ram,SaffRo20,pos,T,,,,,
player,201311100clt,ram,SaffRo20,offense,55,,,,,
player,201311100clt,ram,SaffRo20,off_pct,100%,,,,,
player,201311100clt,ram,SaffRo20,defense,0,,,,,
player,201311100clt,ram,SaffRo20,def_pct,0%,,,,,
player,201311100clt,ram,SaffRo20,special_teams,6,,,,,
player,201311100clt,ram,SaffRo20,st_pct,23%,,,,,
player,201311100clt,ram,WellSc20,pos,C,,,,,
player,201311100clt,ram,WellSc20,offense,55,,,,,
player,201311100clt,ram,WellSc20,off_pct,100%,,,,,
player,201311100clt,ram,WellSc20,defense,0,,,,,
player,201311100clt,ram,WellSc20,def_pct,0%,,,,,
player,201311100clt,ram,WellSc20,special_teams,1,,,,,
player,201311100clt,ram,WellSc20,st_pct,4%,,,,,
player,201311100clt,ram,ClemKe00,pos,QB,,,,,
player,201311100clt,ram,ClemKe00,offense,55,,,,,
player,201311100clt,ram,ClemKe00,off_pct,100%,,,,,
player,201311100clt,ram,ClemKe00,defense,0,,,,,
player,201311100clt,ram,ClemKe00,def_pct,0%,,,,,
player,201311100clt,ram,ClemKe00,special_teams,0,,,,,
player,201311100clt,ram,ClemKe00,st_pct,0%,,,,,
player,201311100clt,ram,CookJa02,pos,TE,,,,,
player,201311100clt,ram,CookJa02,offense,49,,,,,
player,201311100clt,ram,CookJa02,off_pct,89%,,,,,
player,201311100clt,ram,CookJa02,defense,0,,,,,
player,201311100clt,ram,CookJa02,def_pct,0%,,,,,
player,201311100clt,ram,CookJa02,special_teams,1,,,,,
player,201311100clt,ram,CookJa02,st_pct,4%,,,,,
player,201311100clt,ram,StacZa00,pos,RB,,,,,
player,201311100clt,ram,StacZa00,offense,46,,,,,
player,201311100clt,ram,StacZa00,off_pct,84%,,,,,
player,201311100clt,ram,StacZa00,defense,0,,,,,
player,201311100clt,ram,StacZa00,def_pct,0%,,,,,
player,201311100clt,ram,StacZa00,special_teams,0,,,,,
player,201311100clt,ram,StacZa00,st_pct,0%,,,,,
player,201311100clt,ram,HarkCo00,pos,TE,,,,,
player,201311100clt,ram,HarkCo00,offense,44,,,,,
player,201311100clt,ram,HarkCo00,off_pct,80%,,,,,
player,201311100clt,ram,HarkCo00,defense,0,,,,,
player,201311100clt,ram,HarkCo00,def_pct,0%,,,,,
player,201311100clt,ram,HarkCo00,special_teams,13,,,,,
player,201311100clt,ram,HarkCo00,st_pct,50%,,,,,
player,201311100clt,ram,GiveCh00,pos,WR,,,,,
player,201311100clt,ram,GiveCh00,offense,43,,,,,
player,201311100clt,ram,GiveCh00,off_pct,78%,,,,,
player,201311100clt,ram,GiveCh00,defense,0,,,,,
player,201311100clt,ram,GiveCh00,def_pct,0%,,,,,
player,201311100clt,ram,GiveCh00,special_teams,0,,,,,
player,201311100clt,ram,GiveCh00,st_pct,0%,,,,,
player,201311100clt,ram,QuicBr00,pos,WR,,,,,
player,201311100clt,ram,QuicBr00,offense,23,,,,,
player,201311100clt,ram,QuicBr00,off_pct,42%,,,,,
player,201311100clt,ram,QuicBr00,defense,0,,,,,
player,201311100clt,ram,QuicBr00,def_pct,0%,,,,,
player,201311100clt,ram,QuicBr00,special_teams,1,,,,,
player,201311100clt,ram,QuicBr00,st_pct,4%,,,,,
player,201311100clt,ram,AustTa00,pos,WR,,,,,
player,201311100clt,ram,AustTa00,offense,15,,,,,
player,201311100clt,ram,AustTa00,off_pct,27%,,,,,
player,201311100clt,ram,AustTa00,defense,0,,,,,
player,201311100clt,ram,AustTa00,def_pct,0%,,,,,
player,201311100clt,ram,AustTa00,special_teams,8,,,,,
player,201311100clt,ram,AustTa00,st_pct,31%,,,,,
player,201311100clt,ram,PettAu00,pos,WR,,,,,
player,201311100clt,ram,PettAu00,offense,15,,,,,
player,201311100clt,ram,PettAu00,off_pct,27%,,,,,
player,201311100clt,ram,PettAu00,defense,0,,,,,
player,201311100clt,ram,PettAu00,def_pct,0%,,,,,
player,201311100clt,ram,PettAu00,special_teams,0,,,,,
player,201311100clt,ram,PettAu00,st_pct,0%,,,,,
player,201311100clt,ram,SmitSh22,pos,G,,,,,
player,201311100clt,ram,SmitSh22,offense,13,,,,,
player,201311100clt,ram,SmitSh22,off_pct,24%,,,,,
player,201311100clt,ram,SmitSh22,defense,0,,,,,
player,201311100clt,ram,SmitSh22,def_pct,0%,,,,,
player,201311100clt,ram,SmitSh22,special_teams,5,,,,,
player,201311100clt,ram,SmitSh22,st_pct,19%,,,,,
player,201311100clt,ram,McNeMi00,pos,TE,,,,,
player,201311100clt,ram,McNeMi00,offense,11,,,,,
player,201311100clt,ram,McNeMi00,off_pct,20%,,,,,
player,201311100clt,ram,McNeMi00,defense,0,,,,,
player,201311100clt,ram,McNeMi00,def_pct,0%,,,,,
player,201311100clt,ram,McNeMi00,special_teams,14,,,,,
player,201311100clt,ram,McNeMi00,st_pct,54%,,,,,
player,201311100clt,ram,CunnBe01,pos,RB,,,,,
player,201311100clt,ram,CunnBe01,offense,9,,,,,
player,201311100clt,ram,CunnBe01,off_pct,16%,,,,,
player,201311100clt,ram,CunnBe01,defense,0,,,,,
player,201311100clt,ram,CunnBe01,def_pct,0%,,,,,
player,201311100clt,ram,CunnBe01,special_teams,9,,,,,
player,201311100clt,ram,CunnBe01,st_pct,35%,,,,,
player,201311100clt,ram,BailSt01,pos,WR,,,,,
player,201311100clt,ram,BailSt01,offense,7,,,,,
player,201311100clt,ram,BailSt01,off_pct,13%,,,,,
player,201311100clt,ram,BailSt01,defense,0,,,,,
player,201311100clt,ram,BailSt01,def_pct,0%,,,,,
player,201311100clt,ram,BailSt01,special_teams,19,,,,,
player,201311100clt,ram,BailSt01,st_pct,73%,,,,,
player,201311100clt,ram,OgleAl00,pos,LB,,,,,
player,201311100clt,ram,OgleAl00,offense,0,,,,,
player,201311100clt,ram,OgleAl00,off_pct,0%,,,,,
player,201311100clt,ram,OgleAl00,defense,74,,,,,
player,201311100clt,ram,OgleAl00,def_pct,100%,,,,,
player,201311100clt,ram,OgleAl00,special_teams,4,,,,,
player,201311100clt,ram,OgleAl00,st_pct,15%,,,,,
player,201311100clt,ram,StewDa00,pos,FS,,,,,
player,201311100clt,ram,StewDa00,offense,0,,,,,
player,201311100clt,ram,StewDa00,off_pct,0%,,,,,
player,201311100clt,ram,StewDa00,defense,74,,,,,
player,201311100clt,ram,StewDa00,def_pct,100%,,,,,
player,201311100clt,ram,StewDa00,special_teams,2,,,,,
player,201311100clt,ram,StewDa00,st_pct,8%,,,,,
player,201311100clt,ram,McLeRo00,pos,FS,,,,,
player,201311100clt,ram,McLeRo00,offense,0,,,,,
player,201311100clt,ram,McLeRo00,off_pct,0%,,,,,
player,201311100clt,ram,McLeRo00,defense,73,,,,,
player,201311100clt,ram,McLeRo00,def_pct,99%,,,,,
player,201311100clt,ram,McLeRo00,special_teams,8,,,,,
player,201311100clt,ram,McLeRo00,st_pct,31%,,,,,
player,201311100clt,ram,JohnTr05,pos,CB,,,,,
player,201311100clt,ram,JohnTr05,offense,0,,,,,
player,201311100clt,ram,JohnTr05,off_pct,0%,,,,,
player,201311100clt,ram,JohnTr05,defense,73,,,,,
player,201311100clt,ram,JohnTr05,def_pct,99%,,,,,
player,201311100clt,ram,JohnTr05,special_teams,0,,,,,
player,201311100clt,ram,JohnTr05,st_pct,0%,,,,,
player,201311100clt,ram,JenkJa03,pos,CB,,,,,
player,201311100clt,ram,JenkJa03,offense,0,,,,,
player,201311100clt,ram,JenkJa03,off_pct,0%,,,,,
player,201311100clt,ram,JenkJa03,defense,72,,,,,
player,201311100clt,ram,JenkJa03,def_pct,97%,,,,,
player,201311100clt,ram,JenkJa03,special_teams,6,,,,,
player,201311100clt,ram,JenkJa03,st_pct,23%,,,,,
player,201311100clt,ram,LaurJa99,pos,LB,,,,,
player,201311100clt,ram,LaurJa99,offense,0,,,,,
player,201311100clt,ram,LaurJa99,off_pct,0%,,,,,
player,201311100clt,ram,LaurJa99,defense,64,,,,,
player,201311100clt,ram,LaurJa99,def_pct,86%,,,,,
player,201311100clt,ram,LaurJa99,special_teams,0,,,,,
player,201311100clt,ram,LaurJa99,st_pct,0%,,,,,
player,201311100clt,ram,FinnCo20,pos,CB,,,,,
player,201311100clt,ram,FinnCo20,offense,0,,,,,
player,201311100clt,ram,FinnCo20,off_pct,0%,,,,,
player,201311100clt,ram,FinnCo20,defense,59,,,,,
player,201311100clt,ram,FinnCo20,def_pct,80%,,,,,
player,201311100clt,ram,FinnCo20,special_teams,0,,,,,
player,201311100clt,ram,FinnCo20,st_pct,0%,,,,,
player,201311100clt,ram,QuinRo00,pos,DE,,,,,
player,201311100clt,ram,QuinRo00,offense,0,,,,,
player,201311100clt,ram,QuinRo00,off_pct,0%,,,,,
player,201311100clt,ram,QuinRo00,defense,56,,,,,
player,201311100clt,ram,QuinRo00,def_pct,76%,,,,,
player,201311100clt,ram,QuinRo00,special_teams,0,,,,,
player,201311100clt,ram,QuinRo00,st_pct,0%,,,,,
player,201311100clt,ram,LongCh99,pos,DE,,,,,
player,201311100clt,ram,LongCh99,offense,0,,,,,
player,201311100clt,ram,LongCh99,off_pct,0%,,,,,
player,201311100clt,ram,LongCh99,defense,49,,,,,
player,201311100clt,ram,LongCh99,def_pct,66%,,,,,
player,201311100clt,ram,LongCh99,special_teams,0,,,,,
player,201311100clt,ram,LongCh99,st_pct,0%,,,,,
player,201311100clt,ram,BrocMi00,pos,DT,,,,,
player,201311100clt,ram,BrocMi00,offense,0,,,,,
player,201311100clt,ram,BrocMi00,off_pct,0%,,,,,
player,201311100clt,ram,BrocMi00,defense,49,,,,,
player,201311100clt,ram,BrocMi00,def_pct,66%,,,,,
player,201311100clt,ram,BrocMi00,special_teams,0,,,,,
player,201311100clt,ram,BrocMi00,st_pct,0%,,,,,
player,201311100clt,ram,LangKe98,pos,DT,,,,,
player,201311100clt,ram,LangKe98,offense,0,,,,,
player,201311100clt,ram,LangKe98,off_pct,0%,,,,,
player,201311100clt,ram,LangKe98,defense,43,,,,,
player,201311100clt,ram,LangKe98,def_pct,58%,,,,,
player,201311100clt,ram,LangKe98,special_teams,0,,,,,
player,201311100clt,ram,LangKe98,st_pct,0%,,,,,
player,201311100clt,ram,HayeWi99,pos,DE,,,,,
player,201311100clt,ram,HayeWi99,offense,0,,,,,
player,201311100clt,ram,HayeWi99,off_pct,0%,,,,,
player,201311100clt,ram,HayeWi99,defense,35,,,,,
player,201311100clt,ram,HayeWi99,def_pct,47%,,,,,
player,201311100clt,ram,HayeWi99,special_teams,0,,,,,
player,201311100clt,ram,HayeWi99,st_pct,0%,,,,,
player,201311100clt,ram,SimsEu99,pos,DE,,,,,
player,201311100clt,ram,SimsEu99,offense,0,,,,,
player,201311100clt,ram,SimsEu99,off_pct,0%,,,,,
player,201311100clt,ram,SimsEu99,defense,25,,,,,
player,201311100clt,ram,SimsEu99,def_pct,34%,,,,,
player,201311100clt,ram,SimsEu99,special_teams,5,,,,,
player,201311100clt,ram,SimsEu99,st_pct,19%,,,,,
player,201311100clt,ram,ConrMa00,pos,DT,,,,,
player,201311100clt,ram,ConrMa00,offense,0,,,,,
player,201311100clt,ram,ConrMa00,off_pct,0%,,,,,
player,201311100clt,ram,ConrMa00,defense,22,,,,,
player,201311100clt,ram,ConrMa00,def_pct,30%,,,,,
player,201311100clt,ram,ConrMa00,special_teams,1,,,,,
player,201311100clt,ram,ConrMa00,st_pct,4%,,,,,
player,201311100clt,ram,CudjJe00,pos,DT,,,,,
player,201311100clt,ram,CudjJe00,offense,0,,,,,
player,201311100clt,ram,CudjJe00,off_pct,0%,,,,,
player,201311100clt,ram,CudjJe00,defense,19,,,,,
player,201311100clt,ram,CudjJe00,def_pct,26%,,,,,
player,201311100clt,ram,CudjJe00,special_teams,0,,,,,
player,201311100clt,ram,CudjJe00,st_pct,0%,,,,,
player,201311100clt,ram,DunbJo20,pos,LB,,,,,
player,201311100clt,ram,DunbJo20,offense,0,,,,,
player,201311100clt,ram,DunbJo20,off_pct,0%,,,,,
player,201311100clt,ram,DunbJo20,defense,15,,,,,
player,201311100clt,ram,DunbJo20,def_pct,20%,,,,,
player,201311100clt,ram,DunbJo20,special_teams,0,,,,,
player,201311100clt,ram,DunbJo20,st_pct,0%,,,,,
player,201311100clt,ram,WithWi20,pos,LB,,,,,
player,201311100clt,ram,WithWi20,offense,0,,,,,
player,201311100clt,ram,WithWi20,off_pct,0%,,,,,
player,201311100clt,ram,WithWi20,defense,10,,,,,
player,201311100clt,ram,WithWi20,def_pct,14%,,,,,
player,201311100clt,ram,WithWi20,special_teams,6,,,,,
player,201311100clt,ram,WithWi20,st_pct,23%,,,,,
player,201311100clt,ram,ArmsRa01,pos,LB,,,,,
player,201311100clt,ram,ArmsRa01,offense,0,,,,,
player,201311100clt,ram,ArmsRa01,off_pct,0%,,,,,
player,201311100clt,ram,ArmsRa01,defense,1,,,,,
player,201311100clt,ram,ArmsRa01,def_pct,1%,,,,,
player,201311100clt,ram,ArmsRa01,special_teams,20,,,,,
player,201311100clt,ram,ArmsRa01,st_pct,77%,,,,,
player,201311100clt,ram,ReynCh00,pos,RB,,,,,
player,201311100clt,ram,ReynCh00,offense,0,,,,,
player,201311100clt,ram,ReynCh00,off_pct,0%,,,,,
player,201311100clt,ram,ReynCh00,defense,0,,,,,
player,201311100clt,ram,ReynCh00,def_pct,0%,,,,,
player,201311100clt,ram,ReynCh00,special_teams,20,,,,,
player,201311100clt,ram,ReynCh00,st_pct,77%,,,,,
player,201311100clt,ram,BateDa00,pos,LB,,,,,
player,201311100clt,ram,BateDa00,offense,0,,,,,
player,201311100clt,ram,BateDa00,off_pct,0%,,,,,
player,201311100clt,ram,BateDa00,defense,0,,,,,
player,201311100clt,ram,BateDa00,def_pct,0%,,,,,
player,201311100clt,ram,BateDa00,special_teams,20,,,,,
player,201311100clt,ram,BateDa00,st_pct,77%,,,,,
player,201311100clt,ram,GiorMa20,pos,SS,,,,,
player,201311100clt,ram,GiorMa20,offense,0,,,,,
player,201311100clt,ram,GiorMa20,off_pct,0%,,,,,
player,201311100clt,ram,GiorMa20,defense,0,,,,,
player,201311100clt,ram,GiorMa20,def_pct,0%,,,,,
player,201311100clt,ram,GiorMa20,special_teams,18,,,,,
player,201311100clt,ram,GiorMa20,st_pct,69%,,,,,
player,201311100clt,ram,DaviCo02,pos,DB,,,,,
player,201311100clt,ram,DaviCo02,offense,0,,,,,
player,201311100clt,ram,DaviCo02,off_pct,0%,,,,,
player,201311100clt,ram,DaviCo02,defense,0,,,,,
player,201311100clt,ram,DaviCo02,def_pct,0%,,,,,
player,201311100clt,ram,DaviCo02,special_teams,15,,,,,
player,201311100clt,ram,DaviCo02,st_pct,58%,,,,,
player,201311100clt,ram,McGeBr00,pos,CB,,,,,
player,201311100clt,ram,McGeBr00,offense,0,,,,,
player,201311100clt,ram,McGeBr00,off_pct,0%,,,,,
player,201311100clt,ram,McGeBr00,defense,0,,,,,
player,201311100clt,ram,McGeBr00,def_pct,0%,,,,,
player,201311100clt,ram,McGeBr00,special_teams,15,,,,,
player,201311100clt,ram,McGeBr00,st_pct,58%,,,,,
player,201311100clt,ram,ZuerGr00,pos,K,,,,,
player,201311100clt,ram,ZuerGr00,offense,0,,,,,
player,201311100clt,ram,ZuerGr00,off_pct,0%,,,,,
player,201311100clt,ram,ZuerGr00,defense,0,,,,,
player,201311100clt,ram,ZuerGr00,def_pct,0%,,,,,
player,201311100clt,ram,ZuerGr00,special_teams,13,,,,,
player,201311100clt,ram,ZuerGr00,st_pct,50%,,,,,
player,201311100clt,ram,McQuJa00,pos,LS,,,,,
player,201311100clt,ram,McQuJa00,offense,0,,,,,
player,201311100clt,ram,McQuJa00,off_pct,0%,,,,,
player,201311100clt,ram,McQuJa00,defense,0,,,,,
player,201311100clt,ram,McQuJa00,def_pct,0%,,,,,
player,201311100clt,ram,McQuJa00,special_teams,11,,,,,
player,201311100clt,ram,McQuJa00,st_pct,42%,,,,,
player,201311100clt,ram,HekkJo00,pos,P,,,,,
player,201311100clt,ram,HekkJo00,offense,0,,,,,
player,201311100clt,ram,HekkJo00,off_pct,0%,,,,,
player,201311100clt,ram,HekkJo00,defense,0,,,,,
player,201311100clt,ram,HekkJo00,def_pct,0%,,,,,
player,201311100clt,ram,HekkJo00,special_teams,11,,,,,
player,201311100clt,ram,HekkJo00,st_pct,42%,,,,,
player,201311100clt,ram,PeadIs00,pos,RB,,,,,
player,201311100clt,ram,PeadIs00,offense,0,,,,,
player,201311100clt,ram,PeadIs00,off_pct,0%,,,,,
player,201311100clt,ram,PeadIs00,defense,0,,,,,
player,201311100clt,ram,PeadIs00,def_pct,0%,,,,,
player,201311100clt,ram,PeadIs00,special_teams,9,,,,,
player,201311100clt,ram,PeadIs00,st_pct,35%,,,,,
player,201311100clt,ram,BarnTi01,pos,C,,,,,
player,201311100clt,ram,BarnTi01,offense,0,,,,,
player,201311100clt,ram,BarnTi01,off_pct,0%,,,,,
player,201311100clt,ram,BarnTi01,defense,0,,,,,
player,201311100clt,ram,BarnTi01,def_pct,0%,,,,,
player,201311100clt,ram,BarnTi01,special_teams,7,,,,,
player,201311100clt,ram,BarnTi01,st_pct,27%,,,,,
