game,2013,15,20131215,201312150atl,was,"Washington Redskins",26,atl,"Atlanta Falcons",27
player,201312150atl,was,MossSa00,rush_td,0,,,,,
player,201312150atl,was,MossSa00,rush_long,0,,,,,
player,201312150atl,was,MossSa00,targets,9,,,,,
player,201312150atl,was,MossSa00,rec,8,,,,,
player,201312150atl,was,MossSa00,rec_yds,64,,,,,
player,201312150atl,was,MossSa00,rec_td,1,,,,,
player,201312150atl,was,MossSa00,rec_long,17,,,,,
player,201312150atl,was,MossSa00,fumbles,2,,,,,
player,201312150atl,was,MossSa00,fumbles_lost,2,,,,,
player,201312150atl,was,MorgJo00,pass_cmp,0,,,,,
player,201312150atl,was,MorgJo00,pass_att,0,,,,,
player,201312150atl,was,MorgJo00,pass_yds,0,,,,,
player,201312150atl,was,MorgJo00,pass_td,0,,,,,
player,201312150atl,was,MorgJo00,pass_int,0,,,,,
player,201312150atl,was,MorgJo00,pass_sacked,0,,,,,
player,201312150atl,was,MorgJo00,pass_sacked_yds,0,,,,,
player,201312150atl,was,MorgJo00,pass_long,0,,,,,
player,201312150atl,was,MorgJo00,pass_rating,,,,,,
player,201312150atl,was,MorgJo00,rush_att,0,,,,,
player,201312150atl,was,MorgJo00,rush_yds,0,,,,,
player,201312150atl,was,MorgJo00,rush_td,0,,,,,
player,201312150atl,was,MorgJo00,rush_long,0,,,,,
player,201312150atl,was,MorgJo00,targets,4,,,,,
player,201312150atl,was,MorgJo00,rec,3,,,,,
player,201312150atl,was,MorgJo00,rec_yds,29,,,,,
player,201312150atl,was,MorgJo00,rec_td,0,,,,,
player,201312150atl,was,MorgJo00,rec_long,11,,,,,
player,201312150atl,was,MorgJo00,fumbles,0,,,,,
player,201312150atl,was,MorgJo00,fumbles_lost,0,,,,,
player,201312150atl,was,DaviFr01,pass_cmp,0,,,,,
player,201312150atl,was,DaviFr01,pass_att,0,,,,,
player,201312150atl,was,DaviFr01,pass_yds,0,,,,,
player,201312150atl,was,DaviFr01,pass_td,0,,,,,
player,201312150atl,was,DaviFr01,pass_int,0,,,,,
player,201312150atl,was,DaviFr01,pass_sacked,0,,,,,
player,201312150atl,was,DaviFr01,pass_sacked_yds,0,,,,,
player,201312150atl,was,DaviFr01,pass_long,0,,,,,
player,201312150atl,was,DaviFr01,pass_rating,,,,,,
player,201312150atl,was,DaviFr01,rush_att,0,,,,,
player,201312150atl,was,DaviFr01,rush_yds,0,,,,,
player,201312150atl,was,DaviFr01,rush_td,0,,,,,
player,201312150atl,was,DaviFr01,rush_long,0,,,,,
player,201312150atl,was,DaviFr01,targets,3,,,,,
player,201312150atl,was,DaviFr01,rec,1,,,,,
player,201312150atl,was,DaviFr01,rec_yds,23,,,,,
player,201312150atl,was,DaviFr01,rec_td,1,,,,,
player,201312150atl,was,DaviFr01,rec_long,23,,,,,
player,201312150atl,was,DaviFr01,fumbles,0,,,,,
player,201312150atl,was,DaviFr01,fumbles_lost,0,,,,,
player,201312150atl,was,PaulLo00,pass_cmp,0,,,,,
player,201312150atl,was,PaulLo00,pass_att,0,,,,,
player,201312150atl,was,PaulLo00,pass_yds,0,,,,,
player,201312150atl,was,PaulLo00,pass_td,0,,,,,
player,201312150atl,was,PaulLo00,pass_int,0,,,,,
player,201312150atl,was,PaulLo00,pass_sacked,0,,,,,
player,201312150atl,was,PaulLo00,pass_sacked_yds,0,,,,,
player,201312150atl,was,PaulLo00,pass_long,0,,,,,
player,201312150atl,was,PaulLo00,pass_rating,,,,,,
player,201312150atl,was,PaulLo00,rush_att,0,,,,,
player,201312150atl,was,PaulLo00,rush_yds,0,,,,,
player,201312150atl,was,PaulLo00,rush_td,0,,,,,
player,201312150atl,was,PaulLo00,rush_long,0,,,,,
player,201312150atl,was,PaulLo00,targets,7,,,,,
player,201312150atl,was,PaulLo00,rec,3,,,,,
player,201312150atl,was,PaulLo00,rec_yds,21,,,,,
player,201312150atl,was,PaulLo00,rec_td,0,,,,,
player,201312150atl,was,PaulLo00,rec_long,11,,,,,
player,201312150atl,was,PaulLo00,fumbles,0,,,,,
player,201312150atl,was,PaulLo00,fumbles_lost,0,,,,,
player,201312150atl,was,WillNi02,pass_cmp,0,,,,,
player,201312150atl,was,WillNi02,pass_att,0,,,,,
player,201312150atl,was,WillNi02,pass_yds,0,,,,,
player,201312150atl,was,WillNi02,pass_td,0,,,,,
player,201312150atl,was,WillNi02,pass_int,0,,,,,
player,201312150atl,was,WillNi02,pass_sacked,0,,,,,
player,201312150atl,was,WillNi02,pass_sacked_yds,0,,,,,
player,201312150atl,was,WillNi02,pass_long,0,,,,,
player,201312150atl,was,WillNi02,pass_rating,,,,,,
player,201312150atl,was,WillNi02,rush_att,0,,,,,
player,201312150atl,was,WillNi02,rush_yds,0,,,,,
player,201312150atl,was,WillNi02,rush_td,0,,,,,
player,201312150atl,was,WillNi02,rush_long,0,,,,,
player,201312150atl,was,WillNi02,targets,2,,,,,
player,201312150atl,was,WillNi02,rec,1,,,,,
player,201312150atl,was,WillNi02,rec_yds,4,,,,,
player,201312150atl,was,WillNi02,rec_td,0,,,,,
player,201312150atl,was,WillNi02,rec_long,4,,,,,
player,201312150atl,was,WillNi02,fumbles,0,,,,,
player,201312150atl,was,WillNi02,fumbles_lost,0,,,,,
player,201312150atl,atl,RyanMa00,pass_cmp,29,,,,,
player,201312150atl,atl,RyanMa00,pass_att,38,,,,,
player,201312150atl,atl,RyanMa00,pass_yds,210,,,,,
player,201312150atl,atl,RyanMa00,pass_td,1,,,,,
player,201312150atl,atl,RyanMa00,pass_int,1,,,,,
player,201312150atl,atl,RyanMa00,pass_sacked,3,,,,,
player,201312150atl,atl,RyanMa00,pass_sacked_yds,21,,,,,
player,201312150atl,atl,RyanMa00,pass_long,19,,,,,
player,201312150atl,atl,RyanMa00,pass_rating,86.5,,,,,
player,201312150atl,atl,RyanMa00,rush_att,1,,,,,
player,201312150atl,atl,RyanMa00,rush_yds,-1,,,,,
player,201312150atl,atl,RyanMa00,rush_td,0,,,,,
player,201312150atl,atl,RyanMa00,rush_long,-1,,,,,
player,201312150atl,atl,RyanMa00,targets,0,,,,,
player,201312150atl,atl,RyanMa00,rec,0,,,,,
player,201312150atl,atl,RyanMa00,rec_yds,0,,,,,
player,201312150atl,atl,RyanMa00,rec_td,0,,,,,
player,201312150atl,atl,RyanMa00,rec_long,0,,,,,
player,201312150atl,atl,RyanMa00,fumbles,1,,,,,
player,201312150atl,atl,RyanMa00,fumbles_lost,1,,,,,
player,201312150atl,atl,JackSt00,pass_cmp,0,,,,,
player,201312150atl,atl,JackSt00,pass_att,0,,,,,
player,201312150atl,atl,JackSt00,pass_yds,0,,,,,
player,201312150atl,atl,JackSt00,pass_td,0,,,,,
player,201312150atl,atl,JackSt00,pass_int,0,,,,,
player,201312150atl,atl,JackSt00,pass_sacked,0,,,,,
player,201312150atl,atl,JackSt00,pass_sacked_yds,0,,,,,
player,201312150atl,atl,JackSt00,pass_long,0,,,,,
player,201312150atl,atl,JackSt00,pass_rating,,,,,,
player,201312150atl,atl,JackSt00,rush_att,15,,,,,
player,201312150atl,atl,JackSt00,rush_yds,38,,,,,
player,201312150atl,atl,JackSt00,rush_td,2,,,,,
player,201312150atl,atl,JackSt00,rush_long,11,,,,,
player,201312150atl,atl,JackSt00,targets,6,,,,,
player,201312150atl,atl,JackSt00,rec,4,,,,,
player,201312150atl,atl,JackSt00,rec_yds,5,,,,,
player,201312150atl,atl,JackSt00,rec_td,0,,,,,
player,201312150atl,atl,JackSt00,rec_long,3,,,,,
player,201312150atl,atl,JackSt00,fumbles,0,,,,,
player,201312150atl,atl,JackSt00,fumbles_lost,0,,,,,
player,201312150atl,atl,RodgJa00,pass_cmp,0,,,,,
player,201312150atl,atl,RodgJa00,pass_att,0,,,,,
player,201312150atl,atl,RodgJa00,pass_yds,0,,,,,
player,201312150atl,atl,RodgJa00,pass_td,0,,,,,
player,201312150atl,atl,RodgJa00,pass_int,0,,,,,
player,201312150atl,atl,RodgJa00,pass_sacked,0,,,,,
player,201312150atl,atl,RodgJa00,pass_sacked_yds,0,,,,,
player,201312150atl,atl,RodgJa00,pass_long,0,,,,,
player,201312150atl,atl,RodgJa00,pass_rating,,,,,,
player,201312150atl,atl,RodgJa00,rush_att,4,,,,,
player,201312150atl,atl,RodgJa00,rush_yds,17,,,,,
player,201312150atl,atl,RodgJa00,rush_td,0,,,,,
player,201312150atl,atl,RodgJa00,rush_long,11,,,,,
player,201312150atl,atl,RodgJa00,targets,4,,,,,
player,201312150atl,atl,RodgJa00,rec,4,,,,,
player,201312150atl,atl,RodgJa00,rec_yds,24,,,,,
player,201312150atl,atl,RodgJa00,rec_td,0,,,,,
player,201312150atl,atl,RodgJa00,rec_long,15,,,,,
player,201312150atl,atl,RodgJa00,fumbles,0,,,,,
player,201312150atl,atl,RodgJa00,fumbles_lost,0,,,,,
player,201312150atl,atl,GonzTo00,pass_cmp,0,,,,,
player,201312150atl,atl,GonzTo00,pass_att,0,,,,,
player,201312150atl,atl,GonzTo00,pass_yds,0,,,,,
player,201312150atl,atl,GonzTo00,pass_td,0,,,,,
player,201312150atl,atl,GonzTo00,pass_int,0,,,,,
player,201312150atl,atl,GonzTo00,pass_sacked,0,,,,,
player,201312150atl,atl,GonzTo00,pass_sacked_yds,0,,,,,
player,201312150atl,atl,GonzTo00,pass_long,0,,,,,
player,201312150atl,atl,GonzTo00,pass_rating,,,,,,
player,201312150atl,atl,GonzTo00,rush_att,0,,,,,
player,201312150atl,atl,GonzTo00,rush_yds,0,,,,,
player,201312150atl,atl,GonzTo00,rush_td,0,,,,,
player,201312150atl,atl,GonzTo00,rush_long,0,,,,,
player,201312150atl,atl,GonzTo00,targets,7,,,,,
player,201312150atl,atl,GonzTo00,rec,6,,,,,
player,201312150atl,atl,GonzTo00,rec_yds,62,,,,,
player,201312150atl,atl,GonzTo00,rec_td,1,,,,,
player,201312150atl,atl,GonzTo00,rec_long,15,,,,,
player,201312150atl,atl,GonzTo00,fumbles,0,,,,,
player,201312150atl,atl,GonzTo00,fumbles_lost,0,,,,,
player,201312150atl,atl,WhitRo00,pass_cmp,0,,,,,
player,201312150atl,atl,WhitRo00,pass_att,0,,,,,
player,201312150atl,atl,WhitRo00,pass_yds,0,,,,,
player,201312150atl,atl,WhitRo00,pass_td,0,,,,,
player,201312150atl,atl,WhitRo00,pass_int,0,,,,,
player,201312150atl,atl,WhitRo00,pass_sacked,0,,,,,
player,201312150atl,atl,WhitRo00,pass_sacked_yds,0,,,,,
player,201312150atl,atl,WhitRo00,pass_long,0,,,,,
player,201312150atl,atl,WhitRo00,pass_rating,,,,,,
player,201312150atl,atl,WhitRo00,rush_att,0,,,,,
player,201312150atl,atl,WhitRo00,rush_yds,0,,,,,
player,201312150atl,atl,WhitRo00,rush_td,0,,,,,
player,201312150atl,atl,WhitRo00,rush_long,0,,,,,
player,201312150atl,atl,WhitRo00,targets,7,,,,,
player,201312150atl,atl,WhitRo00,rec,5,,,,,
player,201312150atl,atl,WhitRo00,rec_yds,53,,,,,
player,201312150atl,atl,WhitRo00,rec_td,0,,,,,
player,201312150atl,atl,WhitRo00,rec_long,19,,,,,
player,201312150atl,atl,WhitRo00,fumbles,0,,,,,
player,201312150atl,atl,WhitRo00,fumbles_lost,0,,,,,
player,201312150atl,atl,DougHa00,pass_cmp,0,,,,,
player,201312150atl,atl,DougHa00,pass_att,0,,,,,
player,201312150atl,atl,DougHa00,pass_yds,0,,,,,
player,201312150atl,atl,DougHa00,pass_td,0,,,,,
player,201312150atl,atl,DougHa00,pass_int,0,,,,,
player,201312150atl,atl,DougHa00,pass_sacked,0,,,,,
player,201312150atl,atl,DougHa00,pass_sacked_yds,0,,,,,
player,201312150atl,atl,DougHa00,pass_long,0,,,,,
player,201312150atl,atl,DougHa00,pass_rating,,,,,,
player,201312150atl,atl,DougHa00,rush_att,0,,,,,
player,201312150atl,atl,DougHa00,rush_yds,0,,,,,
player,201312150atl,atl,DougHa00,rush_td,0,,,,,
player,201312150atl,atl,DougHa00,rush_long,0,,,,,
player,201312150atl,atl,DougHa00,targets,7,,,,,
player,201312150atl,atl,DougHa00,rec,5,,,,,
player,201312150atl,atl,DougHa00,rec_yds,37,,,,,
player,201312150atl,atl,DougHa00,rec_td,0,,,,,
player,201312150atl,atl,DougHa00,rec_long,13,,,,,
player,201312150atl,atl,DougHa00,fumbles,0,,,,,
player,201312150atl,atl,DougHa00,fumbles_lost,0,,,,,
player,201312150atl,atl,JohnDa06,pass_cmp,0,,,,,
player,201312150atl,atl,JohnDa06,pass_att,0,,,,,
player,201312150atl,atl,JohnDa06,pass_yds,0,,,,,
player,201312150atl,atl,JohnDa06,pass_td,0,,,,,
player,201312150atl,atl,JohnDa06,pass_int,0,,,,,
player,201312150atl,atl,JohnDa06,pass_sacked,0,,,,,
player,201312150atl,atl,JohnDa06,pass_sacked_yds,0,,,,,
player,201312150atl,atl,JohnDa06,pass_long,0,,,,,
player,201312150atl,atl,JohnDa06,pass_rating,,,,,,
player,201312150atl,atl,JohnDa06,rush_att,0,,,,,
player,201312150atl,atl,JohnDa06,rush_yds,0,,,,,
player,201312150atl,atl,JohnDa06,rush_td,0,,,,,
player,201312150atl,atl,JohnDa06,rush_long,0,,,,,
player,201312150atl,atl,JohnDa06,targets,4,,,,,
player,201312150atl,atl,JohnDa06,rec,3,,,,,
player,201312150atl,atl,JohnDa06,rec_yds,19,,,,,
player,201312150atl,atl,JohnDa06,rec_td,0,,,,,
player,201312150atl,atl,JohnDa06,rec_long,10,,,,,
player,201312150atl,atl,JohnDa06,fumbles,0,,,,,
player,201312150atl,atl,JohnDa06,fumbles_lost,0,,,,,
player,201312150atl,atl,DiMaPa00,pass_cmp,0,,,,,
player,201312150atl,atl,DiMaPa00,pass_att,0,,,,,
player,201312150atl,atl,DiMaPa00,pass_yds,0,,,,,
player,201312150atl,atl,DiMaPa00,pass_td,0,,,,,
player,201312150atl,atl,DiMaPa00,pass_int,0,,,,,
player,201312150atl,atl,DiMaPa00,pass_sacked,0,,,,,
player,201312150atl,atl,DiMaPa00,pass_sacked_yds,0,,,,,
player,201312150atl,atl,DiMaPa00,pass_long,0,,,,,
player,201312150atl,atl,DiMaPa00,pass_rating,,,,,,
player,201312150atl,atl,DiMaPa00,rush_att,0,,,,,
player,201312150atl,atl,DiMaPa00,rush_yds,0,,,,,
player,201312150atl,atl,DiMaPa00,rush_td,0,,,,,
player,201312150atl,atl,DiMaPa00,rush_long,0,,,,,
player,201312150atl,atl,DiMaPa00,targets,1,,,,,
player,201312150atl,atl,DiMaPa00,rec,1,,,,,
player,201312150atl,atl,DiMaPa00,rec_yds,7,,,,,
player,201312150atl,atl,DiMaPa00,rec_td,0,,,,,
player,201312150atl,atl,DiMaPa00,rec_long,7,,,,,
player,201312150atl,atl,DiMaPa00,fumbles,0,,,,,
player,201312150atl,atl,DiMaPa00,fumbles_lost,0,,,,,
player,201312150atl,atl,SnelJa00,pass_cmp,0,,,,,
player,201312150atl,atl,SnelJa00,pass_att,0,,,,,
player,201312150atl,atl,SnelJa00,pass_yds,0,,,,,
player,201312150atl,atl,SnelJa00,pass_td,0,,,,,
player,201312150atl,atl,SnelJa00,pass_int,0,,,,,
player,201312150atl,atl,SnelJa00,pass_sacked,0,,,,,
player,201312150atl,atl,SnelJa00,pass_sacked_yds,0,,,,,
player,201312150atl,atl,SnelJa00,pass_long,0,,,,,
player,201312150atl,atl,SnelJa00,pass_rating,,,,,,
player,201312150atl,atl,SnelJa00,rush_att,1,,,,,
player,201312150atl,atl,SnelJa00,rush_yds,0,,,,,
player,201312150atl,atl,SnelJa00,rush_td,0,,,,,
player,201312150atl,atl,SnelJa00,rush_long,0,,,,,
player,201312150atl,atl,SnelJa00,targets,1,,,,,
player,201312150atl,atl,SnelJa00,rec,1,,,,,
player,201312150atl,atl,SnelJa00,rec_yds,3,,,,,
player,201312150atl,atl,SnelJa00,rec_td,0,,,,,
player,201312150atl,atl,SnelJa00,rec_long,3,,,,,
player,201312150atl,atl,SnelJa00,fumbles,0,,,,,
player,201312150atl,atl,SnelJa00,fumbles_lost,0,,,,,
player,201312150atl,atl,ToilLe00,pass_cmp,0,,,,,
player,201312150atl,atl,ToilLe00,pass_att,0,,,,,
player,201312150atl,atl,ToilLe00,pass_yds,0,,,,,
player,201312150atl,atl,ToilLe00,pass_td,0,,,,,
player,201312150atl,atl,ToilLe00,pass_int,0,,,,,
player,201312150atl,atl,ToilLe00,pass_sacked,0,,,,,
player,201312150atl,atl,ToilLe00,pass_sacked_yds,0,,,,,
player,201312150atl,atl,ToilLe00,pass_long,0,,,,,
player,201312150atl,atl,ToilLe00,pass_rating,,,,,,
player,201312150atl,atl,ToilLe00,rush_att,0,,,,,
player,201312150atl,atl,ToilLe00,rush_yds,0,,,,,
player,201312150atl,atl,ToilLe00,rush_td,0,,,,,
player,201312150atl,atl,ToilLe00,rush_long,0,,,,,
player,201312150atl,atl,ToilLe00,targets,1,,,,,
player,201312150atl,atl,ToilLe00,rec,0,,,,,
player,201312150atl,atl,ToilLe00,rec_yds,0,,,,,
player,201312150atl,atl,ToilLe00,rec_td,0,,,,,
player,201312150atl,atl,ToilLe00,rec_long,0,,,,,
player,201312150atl,atl,ToilLe00,fumbles,0,,,,,
player,201312150atl,atl,ToilLe00,fumbles_lost,0,,,,,
player,201312150atl,was,GumbJo00,def_int,1,,,,,
player,201312150atl,was,GumbJo00,def_int_yds,2,,,,,
player,201312150atl,was,GumbJo00,def_int_td,0,,,,,
player,201312150atl,was,GumbJo00,def_int_long,2,,,,,
player,201312150atl,was,GumbJo00,pass_defended,1,,,,,
player,201312150atl,was,GumbJo00,sacks,0.0,,,,,
player,201312150atl,was,GumbJo00,tackles_combined,1,,,,,
player,201312150atl,was,GumbJo00,tackles_solo,1,,,,,
player,201312150atl,was,GumbJo00,tackles_assists,0,,,,,
player,201312150atl,was,GumbJo00,tackles_loss,0,,,,,
player,201312150atl,was,GumbJo00,qb_hits,0,,,,,
player,201312150atl,was,GumbJo00,fumbles_rec,0,,,,,
player,201312150atl,was,GumbJo00,fumbles_rec_yds,0,,,,,
player,201312150atl,was,GumbJo00,fumbles_rec_td,0,,,,,
player,201312150atl,was,GumbJo00,fumbles_forced,0,,,,,
player,201312150atl,was,OrakBr99,def_int,0,,,,,
player,201312150atl,was,OrakBr99,def_int_yds,0,,,,,
player,201312150atl,was,OrakBr99,def_int_td,0,,,,,
player,201312150atl,was,OrakBr99,def_int_long,0,,,,,
player,201312150atl,was,OrakBr99,pass_defended,0,,,,,
player,201312150atl,was,OrakBr99,sacks,1.5,,,,,
player,201312150atl,was,OrakBr99,tackles_combined,8,,,,,
player,201312150atl,was,OrakBr99,tackles_solo,6,,,,,
player,201312150atl,was,OrakBr99,tackles_assists,2,,,,,
player,201312150atl,was,OrakBr99,tackles_loss,3,,,,,
player,201312150atl,was,OrakBr99,qb_hits,2,,,,,
player,201312150atl,was,OrakBr99,fumbles_rec,1,,,,,
player,201312150atl,was,OrakBr99,fumbles_rec_yds,0,,,,,
player,201312150atl,was,OrakBr99,fumbles_rec_td,0,,,,,
player,201312150atl,was,OrakBr99,fumbles_forced,0,,,,,
player,201312150atl,was,KerrRy00,def_int,0,,,,,
player,201312150atl,was,KerrRy00,def_int_yds,0,,,,,
player,201312150atl,was,KerrRy00,def_int_td,0,,,,,
player,201312150atl,was,KerrRy00,def_int_long,0,,,,,
player,201312150atl,was,KerrRy00,pass_defended,0,,,,,
player,201312150atl,was,KerrRy00,sacks,1.0,,,,,
player,201312150atl,was,KerrRy00,tackles_combined,4,,,,,
player,201312150atl,was,KerrRy00,tackles_solo,1,,,,,
player,201312150atl,was,KerrRy00,tackles_assists,3,,,,,
player,201312150atl,was,KerrRy00,tackles_loss,0,,,,,
